Ac9h4d3c2s 
Qc9s5h5d4s Ts8h8d4h3h QhJc8s8d3d 9c6s5s4s3s 
JdTd7d5h2d 9d8s5h4d2c 8h5s4s3h2s QdJh8s8h2h 
QhTc8s3c2d Th7d5h4h3h Kh8s8h3c2c 8h7c6s6d2c 
Qc8s7c6c2h Th8h7c4s2d Ks9c8h5d3d Qd8h7h4c2c 
JsTd6h6c2h Jh8c5s4c3d 8d6c5h5d2d Jh8s7c6d2h 
9s8h4c2s2c Jh8s8d3s2d AhQc8s4d2s KdTh6d3d2s 
Qs6h4s4c3d Ts9s8s5s3s AsJs7c3d2s Ks7h5s4s3s 
QhTh7c5h2s QsJd9h4h2c Th8h6d6c3h KcQd4d3d2s 
Qc9d9c7c3c AdKc9c4c2h Js9c8c4d2h KsJh8h3c2c 
Jc6c5h5d4c Qc8d8c5s2c As6d6c5d2h Kd8s6d3s2d 
JdJc4s2s2h AcQc7d2s2c 9s8h5c4d3h Ks9h3s3c2h 
QsJc7s7h3s 8h7c5h2s2h Jh8c6c3d2h 8s7s6d2h2c 
Jh8c5h4h2s KdQh7s7d2c Ks9s3h2h2d 7h7d6s5s2s 
Jc9h9d6s2d Tc7d6s3d2c Qh9c8d7d3d AsQc8d4d2h 
9d8h8c4d3s 8s7h7c3s2c AdQd6d3s2c Jh8c7s6d3c 
KsQc5h3h2d QsJd4c3d2h Qd8s8h4s4c Js8d7h4c2s 
9d6h4s3d2s Js9h5h5d2c 7c6s6h2h2d Jc6d6c3s3h 
Td7c6h5d2s Tc7s6s4s3s Js7c6c4d3h 8h8c7c5c2c 
Kc9h8d6s3d Js8d6h5c2h Jd8s7s6c3s QsJd7h4c3c 
9d6s4s3h2h Th7c5h3c2s QdTc5h4h2h Kc8c5h5c4c 
Jd8c7d5h2d Jh7c6d4c3s Js7s7d5h2c Jd6d4h4c2h 
6c5d5c4h3c Js6s6d3h3c Jc9h6s3s2h 9d7s4s4d2c 
Kc8s7s6s3d 7c6d5s5d2h Ac9s6s6h3d Ts8c5c3d2d 
9h5d4h2d2c KsJd7s6c2s Qc9d5d4h3d Jh9d9c6c2c 
Ah8d8c5s2s Js8s5d4h2s Kc8c5h4s3c QsTh5s3c2s 
Qh9d8h6h2h QhJs3c2h2d Ac6h5s3h2s Jc9d7s4d3d 
8c7d6c4s2c Th8d7h3d2d Td7c5d4d3d 8h7s7h6c2h 
Ks7h7c6d3h Jd7c5d3c2h Qs9h3s3h2c Ad9c5s5h4h 
Jh9d7s4c3c QdJd7d5h2s 9s8s3d2d2c Qc7s5c3h2s 
9d5h4s3s2h JdTh3c2s2h 8c6d5s5c2c 7c6s4c3s2s 
Qs7s5h3d2h Jc9d7s5h2s QdJd5s2d2c Td9h3h2h2d 
Tc5h5c4h2c AhJd7d6s2c KdTh6h4s2h As8d7s6s2s 
JsTh7c3s2d QdJh8s6s2s KsJh8h6h3d Jc8h7h6d3h 
AsTd5h4c2d JsTh7d4c2d JhTh5h5c2h Jd7c4d4c2s 
Qh8d8c3c2h QhJh7h5c2d Qs9c6h4c3d KhJc9s2d2c 
Ac7s6d4s3s 9h9c4h3h3d Ad7h6h4s3h Qc7s7d4c2d 
KhTs5s4d2s Qd8d5s5d4d Js4s4h3d3c 8c5s5h3s2h 
Td6s5s5h4s Ts9d6s4s2h 9c8s4d2s2d 6d4c3c2s2d 
Kd8s8h4s4c KsTd3s3c2h Th8d7s3h2d Js8d4s3h2d 
Qh9d3h3d2s Jc6h5h5d3s AsQc7c4c3c Th7s5d3h2s 
Td8s5h3h2s 8d6d5h5c2d Kd8s8c4h4c JcTh7s7c2c 
Jd7s6s2h2d Kh9d9c6c2s Kc7h7c5d2c JsTs4h3d2s 
AdQd7h2s2d 9h9d5s4d2d Jc7d6h2h2c KdQs8s7c2s 
Kc7h6h4s3h QcJd6s3c2h Kc7c6h2h2c Th8h7c4h3d 
QdJs8s8c3s Jc7c6s4d3c QhJd6d4d2s JsJh8h4h2h 
AsTd7c5d2d KcTc5d3h2c KsQs8s6h2s AdTd6d3h3d 
KdJc9s2h2c Qc8d7s4d2s Qs8h7c5h3d AcTh6s4s3s 
9h6d4c3c2h Qh9s9d7c3c 9s8d4h2h2d QcTh7s6h2h 
AdJs7s3s3h AcJs6d5h2h KsQd4d4c2d JsJd4s3h2c 
Jc8h7h6s3h JhTc5s3h2h 9h5s5c3c2h Jc8c5d5c3h 
AhJh9h6s2h Td5s5d4d2s KsTc8d5c2c 9d9c6d4s2h 
Qh6s6d3h2d Tc8h7s7c2c AsKc7h3c2c Jc8h7d4s3c 
Qc5c3h3d2d AsTd7h6c2c As7s5c3h2s AdQh9c3s2h 
6h5d4c3s3h Jd6d5s5h4d Kh8d5c4s4d Ac9d9c4s2c 
ThTd8c4c3c Td8d5s4d3c AhJs7d5d2d Ts8c7c5h2c 
Th8d7s4c3c Kc9c7d4c3s Qs8h6h5c2h Ah7d6c4d3d 
Js8c6h5d2c 6d5h3h3d2h Js9d8d4h2c 9h9c4s3s3d 
9c6s5d5c2h KsJh3d3c2s Jc7h5c3h2d Qc9h6s6d2c 
Td7d6d6c3d 9s6c5c4c3c Jh6c4d3h2d AhJc6d6c3c 
Kc9h9d8h4h Kd8h4s3h2d Qh7h6d3d2c 7c4d4c3s3c 
Qh9c7c3h2c Ks8h8d5s3s Qh8d7d7c4d QcJh7h3d2d 
QsJs8d8c2s KcTh5h4s2h KhJd8s8d2d QsJc8h8d2h 
AcQs6h5h2h QsTs8s3c2h KsQd8h6c2c Js9h5s4s3s 
KdTh6c4c2s 9d8s6c4d2h 6s6d4d2d2c Tc5s5c3d3c 
Ts9h8d3c2d Js6c5s5h3s QcJc5d2s2c JsTc7c4d2c 
Qd9c5h4s3h QsJsJdJc8d 9s8d5h4s2c KdTd9d3h2d 
Jh6h5s5d3c Kd9d5d5c3s QsTd5s3h2s Kd9c8s7h2c 
8c5d4d3c2c QcTd7h4d2s 9s5h4s2h2c 9s5c4c3d2s 
Jc9s9c3h2d Kd7h4s3s3h KhTs5s4s3s 9s7s5s5d3s 
Ad9h7h3s2s Ks8s4d3h2h Ac7d5d3h3d Kc9s6h3h2s 
9s6h4s3d2d Td8h7d5c2d Ac8h5s3s2h Tc9s6d4h2s 
AhQc5d3c2c Jc7h7d2d2c Jd9s6c5h2c 9c8h7s7h2h 
Kc8c6d5c3c 9c5s4d3d2s 5h5c4c3d3c QsQdQc9d7s 
Ks8d8c4h4c Kd9h8c7s2h KcJs7c6d2c Th9c6s6c2c 
Jd9s6c4s3h Ac8h8d6s3d AdJd7c4d2d KsJs7s4c2h 
KsJs8c7s3s Ad9s6h6c4s Ah9d7c4d2c KsJc8d5d2d 
KsTh6d4d2c 9d6d5c4h2s Kh8h4d2d2c Ks8s6s5d3s 
Qh9d4d3d2h Jd8s5c4h3s 9c8c6s4h3c Tc9s7d5d2d 
Tc8h4c3d2d Kh8c7d5s3d Ad9d7d3h3d Kc9c5s5d3c 
Ts8c7h7d3c Qc7s6d5h2c Kd9c7c4h2h 9s6h6c5h2d 
QsJs5c2s2d Ts8c7h5d2d Ks9h8d5d5c JdTd4d3c2s 
KhTs4s4d3c Kd9d7d5d4d Kc9d8s7h3d Jc7d7c4h3s 
Ad8s6s6h3c Jd5h4c3h3c Ks6s6h2d2c Th9h6h5h2c 
Ac8c5c4d2c Ts9c8c4c2d 9d6h4c3c2d Qs8s6d5s3s 
KdJc8s7h2h Jd9s5s5h2c Th8d5s3d2s 9d5s5c3c2d 
KhQd8s6c2c Ks7d5d4d3h Th8s5h4c2h Qh9c8c5c2s 
QcTd5s5d2h Jd8c5s4h3h QhTh8h3d2c JsTc4s2s2h 
Qd8s7s4h2h Td8c4d3s2s Tc7s5h3c2s Tc9h4s4d3d 
QhJd4h2s2c 9c6d5h5d2s Kd8d4s2s2c Ac6d5d4h3d 
Th8h7s4c2d QcJd6h3c2s AhJs9s4c2s Qs5h3c2s2h 
Jd9h5c4c3c Ad9s7d3h2d AcTh4h4d3s Td7s5s3d2h 
Jd8c5s3s2c Ks9s3d2h2d JsTh8c3c2d QcTs8h3s2d 
Jd8d7h7d3s KsQc8s4s3d Tc8c6h4c3c Jc7h6d5c2s 
Qs9h6c5c2d Td8d7h4s2c Td8s5h4h2h QsJh8h4d2h 
JhTs8c3d2d 9d5s4h4d2s Kd7d6s2s2d KcQs7c4c3c 
Ah9s8c3s3d KcQh6s3h2d AdJc6s6c3c Kc8c5d3c2d 
9s8d7s3s2d Jd8h7d3c2h QhJc8d6d2d 9s6h4h2s2h 
Jh8d8c7d2s QsJd9d2d2c JhJc6h4h2d 9d8c7h2s2d 
Kh9c8s7d2c Ad9h4s4h3s Ts8s8h3s3c 8d7h6c4c2c 
KsJd9h6d2d AhQd9c6c2c QdJh9s4c2c Ac7c4s4c2h 
Jh8d8c5s2s AhJh7s3h2c Qd6h6c5s3c 8d7s6s4h2s 
8h7d6h4h2c Js8c5h3h2c Th6s6d5d3c 5d4s4c3c2s 
AdJd7s7d2d Js9d7c4h3h AhTd6d4c3d As9h6h6d3c 
Jh8c5c4d2c QhTh4h3s2c 9d8c5c4h3s Ts8d5s5c3s 
9h5s4c3h2s Jh5s5d3s3c Qc9d5s5h3s Ks9d3d3c2s 
Jc7s6s4h3d Jd9h9d3s2c KcJd4h4d3d Th8c5h4d2h 
AdJh6s5c2c KsQdJd7d2d 9h8s7s7c2s 8h5d4h3d2h 
QdTc7c6s2c Qh9h7h6h4h KdQs7c4h4c KcJh3s2d2c 
Kh8s7c4s2c 9s8s6c4s3h Ac9d8d6h2d Jd9h4h3d2h 
Th9h8c3h2d KhQh8h6d2h AcJd8h6s2h Jd7h6h2s2d 
Qd6s6h3d2s JsJh5d4d2d KsJc7d4s2s Kh9c8s6s2d 
Js8s6h4c2d 9h8s7d3d3c QcTd9d7d2d Js9s7s7c3s 
9s4s4h2h2d QsJh4s4d2s Kd7c5c4c3h As9s9h4s2d 
KhTs8s7s2s AsTd6c5h2d Th8h7c4h3s Kh8h6s5h3h 
KsQs4s3s3h QcTc7s7d2h JhTs4h2h2d Td9s7c5c2c 
KhQc6s3c2d Th9c7d5s2d AcQd6d4d2s Qh8d7s6s3c 
As6h6c5h2d Th8h6s6d3h Tc8d7h3s3c As9h5h4d4c 
8s7h6s4c2s Qc6s5s5h4s Jd9h8s3d3c 9s4s4h2h2c 
AhJd6c4s3c Jd9s6c2s2c Qc9c6s6c3c KhJd4d4c3d 
Kh8h4c2d2c 5h5d4d3s3d QcJh8d4d2s 9c6s4c3h2h 
JdJc7h4s2d Qd8c4d2s2c Ts8d5c3c2d JdJc4d3h2s 
QcTs7h7d2c AcQd8d4s2d Jd6s5h5c3d QdJc5c2s2c 
9c8s8d4c3h Ks7h4c3s3d Ks9c3d3c2s KsJh7d6c2h 
AhJc8d6d2d Qs6c5c4c3h Ts8h7c3s2h QcJs6s4s2d 
Qd8d7c4s4h Th9c7d5d2d AhTd7s7d2d Ah9h3s3h2s 
JdTh7h4c2h Js8c7h5h2d Kd9d8s8c2d KcQh9s8s3s 
JsJh8s3d2c Td6h4c2d2c Js8h5s4s2d Tc8h6h4h2d 
QhQdQc9d7h Ts5d4d3s3d 9s8h7s3s3d KcQc5c2s2d 
Tc8c6c3d2d Qs5d3s3c2c Kd8c6h5c2s 9c8c6s4c3d 
Jh9s3s2h2d QhJc8s4d3d Jh9c6s5s2s Qh9s6h4c2d 
AdJd8d4d2d QdTc5s5c2h Kd9d6d5d2c Td8s4h3s2d 
Jd9c5d4d3d Ac8s4c3h3c Qc9s7c4c2s KcJd7s2s2d 
Ks8c6s6h2s JsTc8d3d2h Ad7s7c4c3c 9h6d4d2h2d 
Ks9d8c4h2s 5s5d4c2h2c 9c5d4c2h2d AhQsQhQc9d 
Th9d7s7d2d AhTc7s7c2c KsJh8d4s2s Qd8d6s4d3h 
JhTh8h2h2d Tc5s4c3s2d QdJd7d5s2c KsTs5s5d2c 
TdTc9s3s2s Tc8h8d4h3h AsJh8d6c2d Td8c7d4h2s 
AsQh5c3h2h KcQh8h7s2h Kc9s9h6h2d Ac8c4s3d3c 
KsJc7d2d2c 9h7s4h4d2d Js9s3h3d2h AdKs7s2s2c 
KsQc5s2s2h Js8c5h4d2h QcJc7c5h2d AsKs9s4d2s 
9s7s4h4d2d AdJh8c4c2s Kh7d7c6s3c KdTd8c5d2d 
6s5s4s3c2d Ks9d7h4c2s 9s5h4h3d2s 7d5d4h3s3c 
Qh6d4h4d2h Qd7c6s5h2d Jd8s6c5h2s AsJc6d5h2h 
KsTc5c4h2c As8d7d6c2h Ts5c4s3c2h Kc9s9d6d2h 
Td9c4s4h3s QcJd8h7h3h Qh7s7d5c3s Jc7h6s5c2d 
Kc8s5h4s4d Kd9s8d7d2d 9d8c4s2s2d Kh9d3s3d2h 
9s5c4d3d2c Jc9d4h3d2h KsKhKc3c2h AhTd7d7c2d 
Kc9s8h5s5d Ts9c7d5h2d Ks6h6d2s2c 6s5c3s3c2c 
Qs4h4c3s2h Js9h3c2s2c 9s6h4d3d2s Jc9s6h4h4d 
9h8h6d6c2h 9h8d6d4s3d Qh9d8c7s3c 8c6d4d3s2c 
QhJh5c2s2h Kc7s6s4h3d QsTh7d7c2s Th9h8h4s4h 
AhJs8s3s3c Ks8c5d4h4c KhJd9c6d2d Js6d4h3s2h 
8c7c6s4c2d Ad9s9d5d2d AhTc5d4d2s Js8d8c3d2c 
AhTsThTd9c 9h6h5h5d4h Ts8h6s3d3c AsJd8h6h2h 
AcTs9d3d2d Jd9s6h5c2c Jd7h6c4c2h AsTh3d2h2d 
Ac6d5h5d3d Jd6s5s4h3s Kd9s8h4c2d Jd6h4d4c2c 
AhJh7h7d2h AsQc6d5d2d Jc8h6d5h2h JhTc7s7h2h 
Kd6h5s4c2s Jc7d6d4h3s Qd8s6s3d2d Th7d6c3d2h 
Kd9d8s4h2c KdTd9c3d2d KdTc8h5s2h QdTd5d3s2c 
JhJc4h3d2s 7d7c3d3c2d Jc8s7h5s2d 7c6d4c3h3c 
KdJd7d4s2h Tc8s7h4h3h Jd8h5s4s3c QsJh6h4h2c 
Kd8c6d3c2d AsKs8s3s3d Th8h7s5c2h Jd8h5s4c3h 
Jd8c5d4d2s 9c5d4h3d2c Qc9h9c7c3c Jh8h6d4c2s 
KcJd7h2h2d Jh7d7c2h2d Jc6h5s4d3d Ad8s8h5s2s 
JhJd5s4s2s Tc7h5s5d3s 9c8h7d2s2d Td8s8d3h2c 
Ah9s6d6c3c 9s5c4s3h2h Th8c7s5h2h TdTc6h5s2h 
Tc5s4s4h2h 9h8s6h4d3h KcJd7c6h2c Ts8d6s5s2s 
Qd8h8c4s4h JcTd4d3h2d KsJd3h3c2s Th9s6c4d2s 
Kc9h8s4d2c Kd9s9c6s2h 9c8s6s4s3h Ad8h5s3s2h 
AsTs6s3s3c 9c6h5d5c2s AhTs9d3c2c Qd9c6s6h2d 
7s6c4s3s3d QhTh5h3s3h KhJh8h6d3h 9d8d6s4h3d 
Td7h5c3d2c JsTd7h3s2c Kc8d7h5s3h Ah8d7h6h2h 
Jd6h4c3d2c KcTh8h6h2h Qs8h7h7c4h Ts7s7d4s3c 
Qh7s5s2s2h AdTc6h4h3h QhTc4s3s3d 9s6h5h5c2d 
Tc5c4d3h2h 9c8s7c3s2c 9c5h4d3c2h 9h5s4d3h2s 
JsTc4h4d2c Jc9d8d4h2s Js7d6h5s2c 7d5h3h3d2c 
Tc8h7s4s3d Qd6s6c3d2s KhTd5d4d3d Tc9h7d5d2d 
QsJs9s6s2c Ah8h4h4c2s 9s8s8d4c2h AdJsJhJd2s 
Jc8h8c3c2h Tc8s5d4d2d 9s9d6s4s2c JhJd5c4s2c 
Qc9d8h7s3h 9s8s4s4d2d AhJs7d4c2s Kd8c7s4c2s 
JdTs8h3h2c AhQc9s6s2s KdQd4c3d2s AhQs5d5c2d 
6s5c4d3s3h AdKd9d4c2d AdQc6c4c2h Kh9s8c7d3s 
Kd9h8s5s5c AsJc7c3d3c JhJc8s4s2s Td9c4s3s3h 
Th9c5s5d2h 9s6d6c5h2d Kc7c5s5h2d Kd5s5d2d2c 
JcTs5s3h2s Jh6c5h4s4h Kd9d8h8c2d Qd9h6c2h2c 
KsQs7h4s3s KcTc4h4d2s Qc8h4c2s2h Js8h5h4d3c 
Ks9d3h3d2s 9c8h5s5c3c 9c8d5h5c2c 9d5c4d3s2s 
KhQs9d3s3c Qc6h5s4s3s Kc5d4s2s2d Js9d7d4c3d 
Qd7s5s5h4s Jd9c5s5c2h Td6h5h5c4h Kh8c5d4s4c 
QsTs8h3d2s Js8d7d5d2h KsKh2s2d2c 8c7c6h4s2c 
QcJh9h2s2h Kc9s8h5d3d KcJd8d6s2d Jd9d8s4h4d 
9s9d4s3s2d Kh9s8d5c3c Ah8h4s4h2d Jc9s9d4h2d 
Qc4d4c3s2d As8h7d5h2h Qd9h5s5c3s QsTh5h5d2c 
8d7s7c3d2s KdQc8d4d3s 7s5h5c4d3d AhQc6c4c2s 
Jc9c8h4s4c KdQh5d2s2d Qd8s4d2s2h 8h7h6d4h2c 
Js8h5h4c3d Qh8h6c5h3h Ts8c5h4d2d Ks7s6s4h3s 
9d8d4s4d2s 9d9c5h4c2s Qs7s7d6h3s KdJs8h7c2c 
AdJd7h7d2d AsThTc4d2d QcJh8s2d2c QsJc8h8c2c 
JsJh8c4c2c 9s9h6s4c2d Td9d4s4d3h KsTs4h4d2c 
Qs9d8h7c3h Qh9d9c4s4d 7h7c6h4h2s Jc7s7d2s2c 
KhJs8s6d2s QhJs9d3h2h Jd9d7d3h3c 5c4s4h3h2s 
Jc8s8h3h2s TdTc6h4d2s Js8d7d5h2c Td8s7d4c2h 
JdJc8c3s2h JhTd5s3h2h Qd9s3s2h2d QhTh5h3s2d 
9h8c7c6c2c AdTc7s6h2h Js8c7c5c2d 9d5s4c3c2s 
Jd6h5d4d4c As8c7c4h3d Td8s5d4d2c 9c8c7h3h2h 
Kc9c3s2s2h Th8h8c3h3d AsTc6s3s2h Ts8s7c5h2s 
Js9h9c4d2h Tc7s4h2s2c Th7h6s6h3h QcJh8s8h3h 
5h4s4c2d2c Jd7s7d6d3c Ks9d9c8h4h Kd8c7d6s2d 
Js8d6c5d2d Js9h4h3s2h AdTs4s4h3c Qd7d5s5h3c 
9h8s6s6d2s Ts8c7h4h3h Ts8c5h4h2h 9h5s5h3c2c 
Jd9s9c6h2s QcJs4d4c2c JsJh8d4d2d Qh6d5d4s4c 
9s9c6s3d2h KhJs8s6d3s KdTs8h5c2h 8d7c6d4h2d 
QsJc8d8c2c 7c5h5c4s3c Td8d7h4d2s KsQh7h6c2h 
Jh8h7h7c3s KcJd8d4h2s Qc4h4c3h2d Ad5s5h3h2s 
9d9c4h3h2d JdTs4h4d2d QdJc8c6c2c KhQs8h4h3c 
Th8d7c4c3c Th9h6c3d2s Tc8d5h4s2s Jd8c5s4h2s 
JdTd8d3h3d Jc9s8c2h2d KdKc2s2h2d JsJc8s4s2s 
Qs6h4s2h2d Qs6s5h4s2d AcQd6d3h3d Qd8h5d4d3s 
AcJh7h3s3h Ad7s5s3s3c Th8c4s3c2h Ad9d5c2s2d 
QhJhJdJc8d QsJh3c2s2d QdJd8d4s4d 9d9c6s4d2h 
8s7h6d4d2d Qd6s6h4d3c Th5h5c3s3h Jh8h6d4s2c 
9h8s7h3h3c Kh4h4d3h2d Qs7h6d4d2h AhKc6d3c2c 
Qd9c5s4h3s Js6d4c3s2c Ac8s8h5h2h 9s8d6h6d2d 
KhTh4d4c2s Qh9h8c6h2h QdJc8s8h2s 9d8s8c7d3d 
Th8c5s4d2d Jh8s7h6d2c Kh9d6h3h3c Qc8s7d5s3h 
Ac9d6s6h3s Ah7s3c2h2d KsKdKc3d2c JdJc8c4c2c 
8h6d6c4s3s QcJd9h4h2s QsJc7h4d3d Qh4s4c3h2c 
QhTs5h3c2h JsJc5d4d2d Qs5h3s3d2d Kc7h5h4s4h 
Kc8d4d3s2c JhTc7s3h2d 4h3s3c2s2h QcTc7h5c2d 
Ac7h6h4s3h Jd9s8s4h4c Qd7s7d6h3d QcTh5h4h2h 
QcJd8h2s2c Td8c5s3s2c Js9s8c4s4h AsTc4c3d2d 
Tc6s5s5h4s Ad6s6c5s2h Ad9s8s4c3h Ad9s6h6c3h 
7c5h3h3c2d 8h7s5h2h2d ThTd6c4h2h AcQc7h2d2c 
KhTh5c3s2h Kh5c4d2s2h KcTd8c3h3c Td8c7h7d3d 
Qs7d6c4c2d 8h6c4c3s2h 9c8h7c3s3d AcJc7h3d2c 
9h8c5s3d3c KdJs3h3c2d 7h5s3s3d2d Ad7s6h4s3s 
Jd6s4c3d2c AhJsJhJd2s Js7d6d4c3h TsTd9h3h2h 
AcQh5d3h2h QsTs8d3h2s Ts9s8s4c2h Js9s7s3h3c 
Ts5s5c3s3d Qc5s5c2h2d AdQs5d3d2d 9d8c6c3s3c 
KcTh8h4h2d JcTd4s4h2d Kc8c5c4h4c QcJs4c3c2h 
Qc9h9d2s2d KhJd8d5d2d KhTh7h4h2d 8d5c4c3d2c 
QhJs4c3s2d As7h6s2s2c Ts7c6s3d2d JsTd7d4h2d 
Ad7d5d2s2h KdTh7c5h2h Jc7d6h5s2c Ts8s7h5c2s 
Jc8d7c5s2c Kh7h6h4c3h AdJc8h8d8c QsTs4s3d2h 
AsJc8c6c3c KhTc4s4c3d AdKs3c2h2c 9c8d6c4c3h 
Ts8d4h3d2s KdJc8c6c3s 8d8c4s4h3s Ts7h4s4h2h 
Kc8c5h4d3c QdJs6h4s2s 9h9c4h3h2c AdJc7h3d2d 
AdQh7s5s2s Kd7s7d5d2c Kh9h6s6h4h 9c8s6c4c3d 
QsTc8d3s2s 6d4s3s2h2d Kh7s5d5c2h 9c8s8c4h2d 
6c5s3s2s2c 9c5h4c3h3c AsJc7h3s2s AhQs5c3s2s 
As8h5d3d2h TsTh6d5c2d Kc8s6h5s2d 9h5c4c3h2h 
JdTh5h3s2h JhJd7d5d2d AhJs8d6c2d KdQs7s5s2c 
Jd7s6h4h2s QhTd6s6c2s Ac6d6c4c3c KhJd9s2d2c 
Ts9s5s5d3s As8s6h4s3s 9c8c6c5c2c Jh9c6d5d2s 
AcJh6s5d2d Td9d6d5d2c Jd7s6d4d4c Kh8c6s6h2h 
Js8d7c6h3d Ad9h6h6c4h Qh9s3s2h2c Qc8d6s5s2s 
KsJd7h4s2s Js8h6d4h4c Tc7h4h3s2c 7h5h5d4s3h 
Ts5s5d3s3c KdTc8h5c2c Kh7d5h3h3c Qd9d8d7c4d 
9d8c5h5d2d KdQsQdQc4s Ac9h8h6s3h 5s4h4d2d2c 
KhJh9d7h2h Jc8h7s6h3h Qc7c5d3h2d 9s8c5d4s2h 
7s6s3h2h2c Ts8h8c5d2d QcTc8s3d3c Kd9h8c6c3c 
Js6h5c3h2c Ac6d5h3d2h Js9c7h3h2c Ad7h5h3s3h 
JhTh5s5h2h AhTs7s7d2s Qh9s5d5c3c QcJd6d4d2s 
QsJh8d8c3c AdTc7s6c2c Kh8d7c4d2c Kc5d4h2s2c 
Kh9s9c5s3s Jd7c6d4s4d Ac8s8d5s2s Jd6c5s5d3d 
KcQc4d3c2s 6s5s5d4c3s 8d7d6c4d2h QsJc9h2h2d 
Th9d4s4c3s 9d8s7d3h3d Jh5c4h3c2h Qs5s5c2h2d 
Tc8s8h4s3s Td6c5c4c3s Ts8c5c4d2c Ad8s7s6h2c 
Js8d5d4c2d Ad7h7c4c3c 8s6d5s5h2s 9h8c5d4h3h 
8s5s4h3s2h 9s9d6s3h2c Qs6d6c5c3c JdTd7s6d2d 
AdQc9h6h2h Kc7c6d3s3c Ks9d8c6h3c Tc7s5c4c3c 
Jc6s5s5d3h 9d8c4d2h2c Qc6h5s2s2h 9c6h4h2h2c 
5d4h4c2s2c Ad9d6d5d2c Ks8d4s3d2c 7h5h5c4s3h 
Kd9d8c6d2d KcQc8h4c3d KhJs6s4c2d QsJh4s4c2s 
KdQh4h3h2c Jh6c5c4c3s 6s6d4s2s2h Td7h7c4c3c 
Ks7c4d3s3h Js7s6c4h3s 9h5s5d3h2d AhKs7c3s2s 
Jc8h7d5h2s Ts9s7s6h2s As9h9d3h3c Kd9s9h6s2c 
Ts8d7c4c3c Jd9h8s4h3c Ts8h5s4c2s AdJc8h6h2h 
AhQs9d6c2c Jc8d5h4h3s Qh7h7c6d3h 9s8c5s5h3s 
Th8d5s3s2d Ts7d5d3s2c KsTc6c3h3c Kh9h8d4s4c 
Th8d7h7c3h KcQcJc3c2c KdJc8s5s2s Js6h6c5d3h 
9s8s7h3s2h JsTh5d3s2s Kc7s6h4d3h Jh8s6c5d2c 
JsTh5h3c2h AhJh7d4h2h 9s9h4h3h3c Ks9d8h4c3s 
Ts5h5c3d3c KdTh7s4c2h KcQcJc6c2c Td8s7s5h2s 
Ks9c8d7h2c Jc9s5c4c3c QsJd6h6d2c Jc8c7h7c3s 
Jc5s4h3c2s AhTd7c6s2s 8c6d5s5h2d QhJd6d4d2c 
KdQc9d4d2h 8s6d5s5c2s KdQh6c4s2c Qs9h5d5c3h 
QcJc7c5d2h Qh7h6d2s2d KsJc8c6h3c JhTh4s3d2h 
AsTc7h7c2c Ac9s7d5h2h Qd8c6s4d2h Ts9c7h4d2s 
Th8d7c3s3h Jh7d5h3d2s KhQd7s7h2c Jd6s5h5c4s 
Qd6c5h4h3h Ah7s6c4s3s Kd6h6d2s2c 9h8s4c2h2c 
Jc9s7h3h2s KsKhKd7d3h KcQs8d5d3d Tc6s6d5s3h 
KdJh8h6c2h 7h7c6c4c2s 9c8d7h7d2d Th8d7s5c2s 
KdTd4h4c2s Ac8d7d6s2h 7c6c5h4c2c Tc8s6s6d3s 
KcQd8s8h4h Ac7d3h3c2s AcJd6s6d3d AhJs7s3s3d 
9c8d6d4d3s Jh9d8c4d3s 9s6d5c4s2h QsJs5c2s2h 
KcTs8h5s2s As9d6d6c4d Tc8d8c5c2c 8h7h7c6d2h 
Qc7s5s5d4s Jd9d8h8d2d AhTc7d6c2c 9c8d6h4h2s 
8s8c4h4d3d Qh8d8c4s4d Jd5d5c3s2s JcTc4s3h2c 
KdQd7s4d3d 9s7s4h4c2c Ks9c8d4s3h AsTc7h5c2c 
Jc6s5h5d4s Kc8c5s5d2h Kd9d5s3c2h KdQs8c6h2h 
Ks9s9d8s2s Th7h7c4h3d 8s5c4s3c2s 6d5h4h3h2s 
Jd9h7c4h3h Ts8d5s4s2c Qs4s4h3h2c JhTc6s6d2s 
Td8s8h5c2c KsKhKc5s5d Jc9h3h2d2c KdTd9d3c2d 
Ks5s5h2s2d AhJs8s6s3s Td9s6h6c2s 9h5d4c3h2d 
9d5h4d3h3d Qc9h6d4h3s Qc9c7h4h2c Kh7d6h3h2d 
Jh6s5h5c3h Jd9s7s4c3s AcJhJdJc2h QsJh8d8c2c 
KdJh8c7s2s 9s8d7c4h3d Jh7s7d2h2d Jc7c6s4c3d 
Js8d8c3c2d 9s8h4s2h2c KdJh7s6c2h KhJc9d6c2c 
Qs7d6h4h2d Js8c7s5h2s Qc8h6s2s2h Jc6h4s3c2s 
Kd9d5d5c3h Kc9h8d4s3c 9c6h5h4h3h Kc9h8s5h3d 
Jc9s6d5h2d 7c6c3s2s2d Jh8c7d5d2s KsTc9h3d2d 
Ac9s4h4c3c Ks9s9h3s3d Ts8h8d4c3c 9s8s6h6c2s 
Qh9s6h6d2h 5h4s4c3s2c AcTh6c2d2c Qd6s6h5c3s 
QhJc8s4s2d Qd8h7d6d2s KcQc8c6h2c Kh7h6s2s2h 
Qs7s4d3s3d Ks9s8h6s2s Ts8d5d4h2d Js7h7c5d3d 
Ks7h5s3s3c Qd9s5c4h3c KhQh8h5h4h Jd9d6d5d4d 
