Tc7h6c5h2h 
Jh7d7c6h5h Qc9s9d3c2s Kd9s8s6h6c Jd9d7c6d2c 
QcTh8d8c3c Ts7h6h5h2s AdQs4d3d2c 8d7s6h4c3s 
JsTh7d3d2h QhJc7h4s2s Ac9c8s4d3c 8s5d4s4d3c 
AsTh6h4d4c Jh9d6c5s3s As9s5s4c3d AcQd9s6d2h 
KdJd9d7h2s AsTs6c3h2d Qd8c5d4d2c QhJs9c7d3d 
KsTsTc5s3s Qs8d8c7c2d KdJd4s3d2s TsTh8s6c3s 
Kh9c6d4h3s Qh9c6c5s5c QcTh8s8c3c AhJh5s5d2h 
ThTd6d5d3d Ad8d7c6d3d Ad9c8s7s3h Kd7s6c5d2h 
Kd6d4s2s2c Ts9h5h4c2c QcJs8c4h4d Tc9h8c5c2s 
Th7s6s5s4s QsTs9s3h2c Tc7d6s5h3s 8d5h5d3s3c 
Ts7c5h4d3s Kc8c6h6c4s 8d7s6s4c3h Qh9d7c5s3d 
9h8h6d4h2d QdJc8c5c2s Qc6d5s2d2c QhTs6d5s2c 
AhJdJc3d2d AdQs7c5h2s QhTh6d3d2h QdJsJh3c2c 
9c6c5s4s2s AhKs8s8d2s AcKs8h6h2d 9c8d7c4s2s 
9s6c5s5c2c QcJc8h3h2h Qd8d6h4h2d KsQs7s5d3s 
9d6h5s2s2d Jh9h9d7s3h Tc6d5d4h2h 7h6d5h3d2c 
KcJc9s7d2c Jd9s8c4s2c Jh7c6d6c5s Kh9c5d3d3c 
Ac8c5s4d2c JsJh8s4d3c QcJc7h7d2d Th7s6d5c3s 
Kd7h6s5c2d Js9d7s5s3s AdQh6s6d2d Qd8d6c4c2d 
KhJd7c6d3d AdQc6s6d2d Ts9h7c4d3s Kd7c6s5c2s 
Qc9s9d5s4h Ts6h5h4h2s QsTs3d2d2c KdTd8s5h3d 
Kh9d7c4c3d Qd9h9c5h4s QdJh9s7d2c Ah7s5d4s2d 
Kd9h6c4s3d KsTs8s8d2h Ad8c5s4c2s Kd9s7c6h4c 
QsTs9s3c2h QdTd4h4c3s Kh8d7c2h2c QsJd7s7h2h 
QdJh8s4d3c QhTc7d6h2s Qd7s7h6s5s Kh8s7h3s3d 
Tc7c6c5d3h Kh9h8d5h4s AdJc5s4h3c Ks8s8d4s3d 
JhTc6h5s2d Kd7c6c5h2h QdJc6s4h3s QhQc4c3d2c 
As9s6d2s2d Js7s7c5h3d Qd9d5c2s2c QhTs8s5s3d 
9s9d8c5c3h Qd8h6s4s3h QdTs8c6c2c As8h5s5d2s 
As8d5s5h2s QdTh6s3s2h AhKsTc3c2c Tc6d5h4h2d 
QsJs8c5s2d Ad6h4h3d2d Qh5d4h3s2s KhTc9d7d2s 
QcTh7d4h3s 8d7s6c5h2s As8h8c6d4c 7d6d5h3s3d 
AdJc5s3c2s 8h6s4s4c3h AcJs5s5d3h Td9d5s3h2h 
QcTd8s7c2c KcJc6h5s2c AdTc6h3s2d Qc9d7d4s3s 
Kc7h6d5d2h 8d7d6h5d3d 8d6s5h5d4d 9h9d8d3c2c 
8s7c5s4s4h Kd8s6s6c3c Ks9s7c6d2h KsJs8d6s3h 
JcTh7d5c2s Ah9h7s3c2d Qh8d5s2s2h Th5s5c4s3h 
QhTs7s4c3d QdJdJc8d3d JhTc8s2h2d Td9d8h5d5c 
KcTsTd8h3h KhJs7c6s3s Qs9s8d3d2c Qh9s9c7h4d 
Js8s7d3d3c JdTd9d5c2d Ah7s6c5d3c Tc8h4d3d3c 
Jc8c7d3s3d QsTh8h4c2d QsTd4h2h2d Js9s6d5s3s 
QsTd8h8c3c Qd9d6c3c2s Ah8s8c6d4c KhKdKcQdJs 
Js9h5d4d2h Qc7d5s4c2d Ks9s6s5h5c QsJh7c3h3c 
As8s5d4c2s Qc8d7c5s5h KdJc6s4c3h Jc7s5d4d2c 
Js7s5d3s3d 8s8h5c2h2d Tc9c6s6d4c Jh9d8d3h2d 
Kc8s7s5h2h AhQs8c5d3c Kd9d8c3s2s Js6s5d3s3d 
QsQd8c7d2d QdJd8h8d4d Jh9h8h7h4s 7s7d5h3d2h 
Kd9s6s5h3c KdQd9d8h2s 9c7s6c4d2d 9d9c8d7s4d 
Jd7s7c6d5d KsTh9c4h3h 9h7c5h4d2c Qd9c5d4s3h 
QcJh7d6c3c QhJh8s5h2c As7d6c5h3c Jd8h7d6d2h 
QsQh8c7s2s Ac7c3s2s2h 8h7c6c4d3s QsJc8s3d2d 
KcQdJh8s3s QcJs7s3h2c TdTc5s3s2d Kh7s5h2s2c 
QhJd9s6d2c QhQc6h4s2h Ks8s6s6c4d QhJh9h8h2d 
Ah7d7c5s3d Jd9c8c4d2c Th8c5d2h2c JdTs4s4h3c 
TsTh9d7h2h JcTc7d6s2h TsTc8s5s3d 6h5h5c4h2c 
KhTs6s4d3s As9s8s3h3c Jc9d6h2d2c QdJc6c4h4c 
9s8d7s4h2h ThTd8d2s2c 7h7d5s3s2h Qh9s7d6c3s 
ThTc5d5c3c 9h9c8s3d3c 7c5d5c4s2d KhQdTs7s2c 
Tc7s6h4s2c JdJc4s4h3h Kh7s6d5c2h Qc5s4c3h2h 
QcTh7h5h3s Qc7s7h6s2c 8h8c4c2h2c 8c6c5d4c3s 
Jh9d5d3h2d AdJd7d4c3d 9d8d5c3h2c Qc7s7h6c2s 
Qs9c7s6d3s Js9d5c4c2d KdJh7d3s2s Ks7h7c4h3c 
AsKd8h6c3c Jc7s7c5d3h Qd9s6d6c4d Jh7s6h5h3d 
QsTh6d3d2h KdJs7c3s3c QhTd9d3s3c AcJh6s6d2c 
KdTd9c4d2h Jd9h9c2s2d Tc7d6c5s5h QdTs8c7d2d 
Js8d6d6c3c 9c5s5d4h4c JdTh8s8h3h Js9c5s3s2c 
8d6d5h4d2s Th9h9c6h2s 9s9d6s4c3h 9h8h6d3d2s 
Kc8s4s4c2h As5d4s3s3h Qh8c7s5s2c Th9s9d8h2h 
KcQh8c3h3c QsJc7s4d2d QcTd6h3h2d Th8s6c5h3d 
Ad8c5s4c3s KcJh7d6d3s AhTs7d4s3s Kc7h6d5s2c 
KsJs7c3h2c QdQc4h3d2d QsTh9c7d2h Ac8c5d4s2c 
JsJh4d4c3d Kc8d7h6c2s Jh9c8d7d3s 9s8d7s6s3h 
Kc9s5c4h4d QhJc7h7c2h Qd8c6s5d2h KsJd9h9c2d 
AdQs4d3d2h Kh9c7s4h4d Ts9h9d8h3h AsTd8h8d2d 
AdJs8c6h3s 7d6s6d5c3d Qc6d4d3s3c QsTh7s4d3s 
AsTd9d5c2h KdJh6h6c4h Qs9s6h3h2d JhTs5c4c2d 
Jd9c6s5h3s AsJd8c5h2h 8s6s5d4s3c Ac9h7h6d3s 
Qc8h6c4h2c Qh7c5d4h2c Td9h9c8c2c 9s8s6s6h5s 
TdTc9d5d2s Ks9s8c6s2h Qd8s5h4h3s KsQs7d3h2d 
AcJd9h4s4d 9s6s5s5d2d 9c7s5c4d2s Kd6h5s5d3d 
Jh9s8h6d3c Js9c5d4d2c 6s6c5d4h3s KcQc9s3c2s 
Ts9c8h8d3d Ac5h5d2h2d Kd7h6c5s2d Kd8c7d3s3c 
QdTc7h4s4c Th7h6s5d5c Kc8s6d5d4d Ah9c6s5d5c 
Qs8s8h4h3h 9c7h6s6h3d 6d6c5c4c3h Jc9d6s5h3s 
AhKcTs3d2d 8s8d6c3h3c AsQc6s4d2s QsTd9d5h2d 
Ts7h5c4d3s KdJc7h4h2c Jc9c8s7h2d QhJd8d5d2c 
Qh6h6c5s3d Qs9d8h3h2s Ks9s4h3h3d Jc7s6c5c3d 
Tc9h7c5c4c TdTc5s3s2c KdJs7h5h3h AhKh6h3c2d 
Jh6d5d3h3d Qs8h8d7h2d Qc5s4c3d2d 9s8h7c6c2d 
Jc9h6d4d2c AdJh8s7s3s AdJd9h3c2d JcTs9c7c2c 
AcTh9s3s3d 6h6d5h3d2h QhJh9s8h4h 8s6h5s3d2d 
KcJdJc5c2c 9d9c7s4s2c AsKc8d8c2c Tc9d8h8c2c 
QsQh7s5s2d 8d6h5d3h2d Qd9s6c3d2s As9h9c4s2d 
KcQh7s6s3d AdQh5s4s3s JsTh6c4d3d KsQdJh8c2c 
Td8h6s5h3c Ts6d5d4h2h Kd7s6c5h2d KhQs9d6c2s 
JdTc6h5s2d JhJd9c7c2s Ah8h6h4c2s 7c6h6c3s3c 
JdTd9d7s2d 9c8d7d4c2h Ac9s6s3c2c QhJh6c2s2c 
Qd7s7h6d2s 6s5h4h3s2h Kh9h8d3s2s QcJc7h6c3s 
9d7h5d4s2h As9d7d6c3h Kh9d7d6c4d Qs7s5h4c2c 
QhTc8s8h3h KdTd8h8d2c QsJs6h3h2h QsTd7s4s4c 
Ks9s5h4d4c 8s8h5d4d3c QdTs9c3h3c As9s7d3c2h 
8s5h5d4h2d QdQc4h3c2c QsQd6c5h2h 8h8c5d2s2h 
AsQh9c6d3d Kh9h5c4s4d KsTd7s3s2d KdJh6s4h4c 
9c7s7d6s3s Kd8d5s2s2c As8c5s5d2s AhQs9s5d2s 
8h7d5c4h3s 9s9h8c3c2s 9c7h7d2h2d Th9d8s4h4c 
AsTd7c4d3d Ad9d6d5c4d Jc7h7d5d2c Jh8c5c3h2d 
KcQc8s6d3c JcTc9d5c2c KcTh7s4d3h 9h8h5s3s2c 
Kd9s7d3h2h Kc8s6h5h4h AhQs9s7s4s Ac6c5h4c2d 
9s9h7h3d2s Qd9s9c5s4h ThTc7s3h2c AsKs9d2s2h 
7h6h5c3s3h QcJh7d7c4c 9c7d6d4h2c QhJc8s4h3d 
JsJd9h7h2c 8s8h6d5d3d 9c8h6s3s2c Jc8d7c6c4c 
Qs7h7c6c5c Jc9h9c3d3c Qd9c6s3d2c Ts9s5h3h2c 
6s5d4s2s2d 9d6h6d4h2c TsTd8d6h3d Th9d8h8c2h 
KsQs7c4c2s Kc9d7c6c3c 8s5h5c4c3s KcQs8h5h4h 
Ah7s5s5d4s KdJh9d3s3c KhTh8h8c2d TsTh8h6c3h 
JsJc7h6d3d AhKd6s2d2c Jc7s7h5h2c KdJc6h3s3d 
QsJd9h7d3d Kd7c6s6h5s Jh9h9d8h3s Kh7d7c6d4s 
Tc7h7c4h2d 9h7h7c4c2d AsQs8s5h2s Qs9s9h5s3d 
Jd9s9d3d3c Tc9s8s5d3s TsTh8h5c2d AhTs8d6c3c 
Qs8d5h4h3d Ah5c4h3h3d 9h6h6c4c2d AhJh7h4c3h 
KsJc7h3h2s Jd9h8c6c4c JsTc6d5h2c Kc8s7d6c2h 
Qh9c7s5d3c Qh7s7h5h4d KhQd8s5s4s Ts9s8s8d2c 
AcKc6h3c2d Tc8h8d6s3c 9h7d5s4h3c AhKs5s2s2c 
Th7d6c4d2h Qd7s7c6s2d Ts7c5s5d4h 9s9h8d4h4c 
QhTh8s8d3h QhJd8c7s2h AdQc8s3s2c Qc8d6s6h5d 
7s6d5d3h3c KhJd7s7d4d ThTd8d7d2s As6h4s2d2c 
9h7c4h4c3s AcQs6h2s2h Tc9h8s8c2c Qs8d8c5d4h 
9s8c7c4s2d JsJh8s4c3d Qh9c4c3h3d Ts7c6s5s3d 
Kc8c6d4s3h Qd9d8c3c2s AhJs9h7h2h QhJh8d3d2d 
9h8s7s5s3d Qh9c7d6c2d AhQd8s3s2d JhTd5d4d2s 
QhTd8c6c2c QdJh8c4d3s KhJs7h3d2d 9d8d5s3c2s 
Qd9h6s6d4d 8h6s5s4d2c 8s6d5s3h2h 9s6s5h2h2c 
Tc9d4d2s2c 9c8d7h5d2s Jh9s7h6d3h 9c7s5c4h2s 
9h9c8s3s2c Jc9c8h5c4c AsJh5h5c3d 9s8d5h2h2d 
QcJs8d5h3h KsJh7d6h3h Js9d8h7h3c Qs7h6h6d2s 
KcTc6c3s2s As9s7c3d2h QcTc5c4s3c 7h6s5s5c4s 
Ah8s5d4s3d 6s6c5d4h3c KhQcJd8s3s Jc7h6c5h2h 
KcTc9c8c5c 7d6d6c4s3h Ts5h5c4s4d 9c7d7c4d2h 
Qs9h5s3c2c Td9s4d2s2h 9c7h7c4h2s KsTs8h5c3s 
QdJs7d4s2d Ah9h6h6d3s Th9s8s5s3d 7s6s6c4h3d 
Ah9s6h5h3h 9d6d5h2h2c 7s6h5s3d3c JdTd6d6c3s 
9s7h5c4h2s KdQh8s3s3d Jh9c6d4c2h AcQc8c5s2c 
AhTs6h2d2c QsQd6s2s2c Ac9c5c4h3s Jd8d7h4h3h 
KcJs7d4c3c Ts8c5h2s2c Jd6d5s5h2s Kh8c5c3h2d 
AcJd5h3d2h AhQh8c6h3h KcJs7d6c2h Tc9s4s2d2c 
AdJd5h5c2d 8h7d5d5c4d AhTs8s4c2d QhJc8d5d2s 
Ks7c6s4s2c Kd9c5s4d3h Qh7h6c5h5d Qc9s6h3s3h 
Jc8d5d3c2h KdQsJc7h3h AhKsKdKc6c Qs8s7s6s6d 
TsTh7s4d3c KdQd9d6s2c 7h6h5d3s3h KcQh9c8c3d 
Qc7s7d6c2s JsTs7h6d2c Ac8s4c3h3d As7s5s4c2h 
8d6s5c4h3d Jh7s7d6h5h KdJs5c4c3h Kc9c7c5d4c 
Js7h5d4d2s Jh8c5h2d2c 9s8s7s6h4s AcQc6c5c4c 
Ks8d8c7d5d 9h6d5s2s2h QdTc7h7c3s Js9c7s6d3s 
Ts9c8s8h2s 8s5d5c4c2d AhTc5s4s4d Kc9d7d6s4d 
TsTd9d5d2c KdQs9d8c3d As9s4d3d2d Kd7h6d4s3d 
Ad8h8d3s3d JsJh5d2h2c KhJd9s9c2d Js9s9c8s3h 
Jh7s7c5c2h 8h6s5c4h3d Qd8s6h6c5s Qd9h6c3h3c 
KcTh9s7s2s Jh8d6h5s3c KsQc8s6s3d As6h6d5c4d 
QhJs7d5d3d Jh9h7h5h4s QdJd8c7s3h Qd9d7s4s4d 
Ts8s7h5c3d Ah7d7c5s3c Tc9s9d8d2d KhJc8c5s5d 
Td7s6d5h5c 9s6s6c4c2d 9c7h6d2d2c 9s9c7c6c3c 
Jd9d8h5d4d Td9h8h7h3c 9h8h5c3d2c Ac8c5s4h2c 
JsJh4s4d2c Td9c4s3c2d Qh7h6s6c5h QhTs8d5c2s 
Js9d6c4s2d Qd8h5s4s2h KdJc7s6s3h JcTd4c3s3h 
Ah9h9c5d2h QhJs6c5d2s Qh9d5h3c2c Jc6h6d4h3c 
Jc9c8c4d2d KdJd7c3h2c Ts8c4d3s3d Qh8d5h2d2c 
8d5d4h3s3h Jd9h8d6c3s 6h5h4s4d2s KsTc5d4h4d 
9c7s7d6h3h Ks7s5d4s3h Ks9c6h3s2h KdJd9s3c2h 
KcTc6c3d2d JhTd5c4c2s Ah7c5s4s3d JsTs6s6h3d 
JhTh8h7d3h Ac7h6d5s3s AhTs8c5s3s Kc8s8c4s2s 
AdTh6s3c2d AsQhJd7d2d Kc8c6h4s3d Ah5s4h4c3h 
KdJc6h4d2s Jd8c5c3d2s Qh8s8d7s2d 9c8h7h4c2s 
KsTd9d4c3d QcJd9s7h3h JcTc9c7c2h QsTd7c4d3h 
Jd9c6h4c2d 7s5h4h2s2c Ad7d6c3c2d Js7h7c5h2s 
QcTc3s2s2d JsJd9h7c2h QdQc4s3c2c QhJh5s4h2c 
9d7s5d4c2c QdTh7h4c3s KcJc8c6c4s QhTd8h7h3c 
8c6d4h4d3c Ks9s7s6s4c Th9h7s7d4h As8s6s4c2h 
Ts7c5d4h3s 9s9c8d4s4h AcQs5h4d3h Kc6h5s3s3h 
KdTs7d3d2s Kc9s5h4c3d Kd7d6s4d3h KhJh5h4d3h 
KcQc7c5s3c Qd8d7d6d5d Jd9d8d4s2s KdQd8c7s2h 
AhKd9d4d3c Jh9s6c4s2h 9c8c6c4h2h KcJh9s8d4d 
Kd9h8s5c2d 8c6d4s4d2s Qd9h9c8s4d KhQsJs7d2c 
JcTd6s5h2d Jc9h5s5d4c 9d8h6c3c2d KhJc6s4c3d 
Ad9c6s5c2s Qs7c6s4c2h Jh9h7c6h2c KdJc9s6h2c 
9d8c7d6d3h QhJh7d6h3c 6h6c4c3h2d Ac9c6s6h2d 
TsTc3h2h2c KdQd7h3h3d JsTh7h7c3h 8d6d5s4d2h 
Td9h5s3s2d Td6d4c3s3c 7c6h5s5h4h Ts8h7s7c3d 
Qc8c7s5c2s JsTc5d4d2h 8d7s5d4h4d Th8h7c4h4d 
8d5c4d4c3h 8s8c7c5h3c AcKc7d6c2c Kd9c6h5s2d 
KhQd9h8h3c 8s8h7s5d3s AcJs9d7d2h Tc9h5d3d2c 
Ad7d3c2s2c Td9h5s3d2s 8h7s5h4h4c Th7s6d5c3d 
Js7d7c5d2s QcTc7h4s3c JsTd5d4d2c 8c7d6s4h3d 
AsJh8h7d2h Qs8h6d5s2c 7c6h5s5c4c Qd9s9h8c3d 
8s7c5h4s3d 6h5s4s3h2s QdTh9s5c2s QcTd5s2s2d 
Qh8c7d5d2c 9h7s7h4s2d Kh8c7h3d3c Jh9d6c2h2d 
QsTd9s7c2s KhJh9h8h3c KdTc9c8c2c Qc9h9d3c2d 
QdTd4s4c3h Td9d8c7d3h AdQs6d4h2d JsJc4h4d3d 
Js7h5d4s2d 9s9d8h3h2d AdKc8c6c2c Jc9c7c6h3d 
Jh9d6d4h2s Ac8d4c3s3h QhTc9c5c2d Kh9d7h3s2d 
Ah9s7c6d4c Ks9d7h5d3c QhJs6c4d4c Qs6s5h2h2c 
Th7c6s4h4d KdQd8h7s2c Qs9c6s5h2d Ad9h7s6c4s 
QdJc8s4h3d QcJd7d6h3s 8c7h6s5d2h KhTh5h5d3s 
As8s5c4d2s KhJh9h8h3d KsJsTs6d2s AsJd8c7c3c 
QhJd7d3c2h QsTc9c5c2h Ks8h4s4c3h QdTh7h5h3s 
Kd8s7c5c4c Kd8c6h5d3d Tc8s4d3d3c 9d9c4d4c2c 
Tc9d5h3c2h Jd7s5h4d2h QhJs6d4c3d Qh8c6s5h2d 
8s7d5d5c4d 9s8s5d3c2d Jc9s5h5d4c QdJd7s6d3c 
KhJs9c4s3d 9s8d8c6h3d 8d8c7c5h3c Js9s7s5s4h 
7h6d5s5c3s JcTd7h5c2s 7s6d5h5d4d 9h7s6c2h2c 
KhQc4s4d3c AsTh5d4d4c Tc9s7h7d3s Th9s9h6h2c 
KdQh6d3s3c QhJd6h5c2h Ks9d5s4h4c 9h7d5s4d2h 
Jd8s7s7h4c Ac8s5c3d2h KcQc3s3c2s Jc9c7s6h3c 
Ad8d6d6c4d Qd8h8c6s4c Ks6c5h4d4c Th9d4d3c2h 
QhTc9d4h2h QsJd8h5c3c QdJh8c7s2d Ks7s6s4h3d 
AdTd9d6h2d QsJh8c5d3d Qh9d6h3d2s AcJd8s6h3d 
Ks9s6d2d2c 7c6s5s5d4s KsQc7h5d3h Qc9c4h3s3h 
Qc9s9d8h4c 7s6s6c4d3h Qh7h6s5h5c Td9s8s5s3h 
8h6s5h3s2h AsTh8c6d3d Ad9h9c7s4s Th8s7h7c3d 
AsQh8h6c3h Kh8s4h4c3s AdKd6s3c2d Kh8s6h5h3c 
KcQhJs8d3d AsQh8c3c2h JcTs6d5h2s 9d8c5h2h2c 
Kd9h7c5c3s QsJh8d5c3c 7d6s5h5c3h KhTh5s5h3c 
9c7h5c4s4d KsJc7d4d2c TsTd8h6h2c KcTc8s5d3c 
Ts9h5d3s2d ThTd9d7s2d Kd8s7c5d3d QcJd6c5s2c 
KdQd9d6c2h Ah9h3s2s2d JsJh6h6d2c Qc9s9c5c3d 
8h7c6d5c2s KcJc8d4s2h 7s6d5h5c3c 7s6h5c3s2c 
AsQd4s3s2c Qc7h6s6h2c Tc8h8c5c4c JhTd6s4h2c 
KdQd8s6d3c JhJc9s7d2s QdJc7d6h3d AdKd3d2s2h 
Jh9d5d3d2h As6s5d4s2h Qs9c8d5h4c KsTs9h4s2d 
9h8c7s5c2d 9c7d5s4d2c As7s3h2h2d Qs7s6h5s5c 
9h7d5d5c2c KcQhJh8h3s KhQc8c4d2d Kd9s7s6h3c 
Ah8d8c6h2h 8s8c5d4c3h Qd9s8h5c4h TdTc8c6h2c 
AhKh6s6d2h 8s7h6d4c3h KsQd4s3h2c QcJs6c5h2c 
Th9d8d7d3s QhTd4s2s2d 9d7s5c4s2d Qs5h5c4c3h 
KsJd5c4d3d QhTc8s8d3s Jh9h9c6d3h KcQh9c8d2c 
AcQh8s4d3h Kh6h4c2d2c Kd9s7d6d3d Kc9d6c4d2c 
9h7s6h4d3c Tc8s5d2s2c AcQs8c6c3c Ad9d6s4s2d 
Qd8d7s5d2s 9s9d7s3s3h QdTc6s5c2h Qc8s5d4d2s 
AhTs8s4s3c KhTh7c6h2s Qs8d6d2s2h Ks7d6h5h2d 
KdQd3d3c2c Ah9d6d3h2h 9d7h6s6h3c 8d8c5h4h2s 
KsJh7d3d2s Jh8h7c3d3c KcJh7d5d3d Jd8h8d7d4c 
AsJs5d4s3s KcJs6h4c2d TdTc9h7c2c Ac9s9h4c2d 
9s8s8d4d2s QsJs8s8h4s 9h9c8d7h4h KcJhJc3c2c 
Td7s6c5s5h KcTd9d5h2s Qh7d5d5c3c QcJd8c3h2h 
AcJc9c8c4c Ah7d6s6c4s KsKdKcQdJh QdQc9c4c3c 
Kc9d6h3c2h Ks9d8s6s4s 9c6h5d2h2c Ts9s8s8c2h 
KdQh4d3s2c 8h7c5s4d3h KdJh6c4s4h Kh8h7h5s5c 
QdTc9h7s2c 9s9c8s3d2d AhTs8c6d3c Qd9c4c3h3d 
6s5d4d3d2s Th9d8h5h2c AsTh4s3s3c Kh9d7d6c3s 
9h8c5d2d2c Ts9h9c8c3c Ad8c5h5d2d As9c4d3s3h 
Ac8d8c3h3c Kh9c7h3d2c Qd9h7c6h2c Ah8h4s4c3d 
As8c5d4s3s 8d8c4d2d2c Td9s5s2d2c Td9c4c2h2d 
9d8s5h2s2h Th9d8d5d3s Qc8s8d5s4h AsKh5h2h2d 
AsKs7d5s2s Tc7s7c5c4d AcJs5h5c2c Th8c5s2h2c 
KhTs9d7d2d Kh7h6s5d2c 9s7c6s4h2h KhTh9c4h2s 
Ad9s7c5h3h Ad8d8c3s3d AdJh9s7s2c AcKhJd6d2d 
Js9h8d7d3c 6h5h5d4d2h Kh9h7h6h4d QcTh5d2h2d 
Ks9h8h3s2h Tc8h7h5s5h Jd8h6h6c3c Qd9d7d6c3h 
JsTh6c5d2h Js9s9d3s3c AsJc7h6s2s Qd9c7s6c2s 
ThTd7s3h2d JsJc7h5d2c 8d5h5d4h3d Ad9s6c5s2c 
6s5s5h4h2s QsQh4d3h2h Ac8c6c4h2d Kd8h5d3h2c 
Kd9s8c5h2d Tc9s4s3h2c Jd7s7h5s2d QcJsJh3d2d 
Ac8d7c3s3c Qh7c5s5c3s JsJd7c6h3h 7h6s6h5c3h 
Jh9c5d4d2c Tc7s7c4s2d AsTh8s4s3s QsTc9c5c2d 
AdQs7h5c2s JcTd8s6h2s TsTh8s5s3c AsTc9c5h2d 
KcJh7c3d2d Tc7c6c5c4s QsTs8s4c3h Th9s8d5d2c 
9h8h6c3c2s Js8h7h4d3d KdQh8s7s4c QhJd7d4s2s 
KhJh6s5c2h Kd8d6h3s2s Jc9d6s4s2c QcTh9h7s2h 
Td7h5h4s2d Jc9s5h4h2s QsJh8d4s3c Jc8s6s6d3d 
QcJs9h7h3h QhTh9h5h5c Qd7c5s4d2c KcJd8c3d2c 
Kc7s6d5d3h KdTs3s3d2d AcKc6s6h2c Th9h5c3c2d 
Ah7h3c2d2c Td9c8s5d2h Ks9d8s4s3d KcJc8c5h2s 
KdTs9d6d2d Kd8s6s6h5c Th7c5s5d4h AsJs7s6s3h 
TdTc7c4s3h Ah8s8d6h2h Kh9h7s6d2c JsJd9c4s2h 
KsJc9c6h3c AhTd8s6c3c AsJs5h5c2s AcQs5d4d3d 
KdTs9s8s3s Jd9d7d6h3s 6d6c5c4c3s KsTs5s3h2h 
QhTd6s3s2d QcTs6c4d2h Jc8h8c7c4s Kc8s8d7s5s 
QcJh7c4h2c Jh9s9d7d4d AcKsTh3h2h KsQh6s3d3c 
Tc9d6c4s4h AdTh8s5c2s Ts9s5c3h2h AdQs5h4h3h 
Ac7h5s5h4h JsJd8c5h3h Ks9s8h8d3c Tc7s6h5s5d 
Jd7c5s4s2d 8c6d4c3h3d Ks8c7d2s2d 9s9d7s6s3s 
Ts5d5c4d3s QcJd9s4s3h Kc9h6h5s5d AsTh7c4h3h 
AsQd8h3h2d KsTh5h5d4h Kd9c7h4s4d 8h8c5h3s2s 
KdQh8d6d3c Qs6h5c3h2s Jh8c5c2s2h Jc5h4c3s3h 
Kh9s6s3h2s Tc9s6s3s2c Ad7c6h3h3c KhTsTd5c3c 
Qs9c5d2s2d Qd8c5s4s3c Jd9h8s6s4s Jh8s6s6d3d 
JcTs6h5d2c Th9h8s8h2c Ts9s6s6d3h 9c8d7c4h2h 
Jh8s8d5h3c KhJc7d3d2h Js8s7c3d3c Td7c5h5d4s 
Ks5h3h3d2s 9h7d6h4c2c KsQsTc8s2s Js9s7h6s2h 
Ts8c4h4c3h Th8d6s5h3c KsJcTs6s2s KcJc8c6c4d 
9s7h5h5d2d AhJd7h4h2c Tc9s7c4s2s Ts9d8s5s2h 
Jd8h7c5s5h QdTc6d5d2s QdJd4h3s3c Jh5h5d4h4c 
KdJc7s4s2c JdJc4s4d2h Kd9s6c5h3s KdQs6d3h3c 
As9s6d5s2h KdQd7h4d2h Qh8s8d5s4c Th9s7d7c3s 
QsJd6s5c2s KhJh6c5s2h Ac7h3h3c2h Th7h6h5c3s 
JsTd7s3d2d AsJs5c4s3s 9s9d7d3c2s Jc9c6h4s2h 
Tc7d5h5c4s KsJs5s4c3s 9d5s5h4d4c Qh9d9c6s3d 
AhKh6s6c2h Ks9d7s3h2h Ts9c8c5h3c Qc9d6h3h3d 
Kd9d6s3c2c KcQsJs8s3h 9h7s7d2s2d 6s6h4h3s2c 
9s8s5c3s3c Qc9h8d5s4h 9d8h7h5h3s Jc7s7c6s2d 
KsJh7c3h3c AcTd8d4s2h KsQd7c4d3h 7s6c5s5h4s 
Ts9d8c5c2h JcTd7c3d2d QcTh5s2s2h TsTd8d5d3h 
8c6d5s4s3s Kc8c7s7h4c JsTd7s4s3s QsJs8c5s2h 
9h9d7s4c3h 6h6d4h3d2s KhTs9c7c2c 8s8c5c3h2h 
AdQs7s5s3s Qh9d6d5d5c AsJd8h5c2c Ad8d4s4h3c 
Jc7h6h5c2h Ac9c6h4h2c Ah8d7s5c3s AsTc6c4d2d 
9h9c8h4h2c JsTd7d7c3d AdJc8s5h2h QhTd8s8c3c 
Ks9d5s5d2s 8s8d5c4s3h AsJs5h4s3s Ah8d5h5c2h 
KcQd8s7s4h Tc9h8s7d2s Qs9c8h5d4h AhKd8s5s2c 
Qc8c7h5c2h AhJcTd6c2c KdJs4c3c2s JsJh7s3h2h 
KsTd9s3s3h Kd8s5d3s2h As9c6s5s3s KhQh7c3d2c 
Kc8h7c3s3h KcQh8s3s3c KsJh4d4c3s Qh9c4h4d3d 
KsQh9s8c2s QdJc8h7s2d QhTh6s3d3c Qh8s6d5h2c 
AcKh9d7s2s Ks7s5c4s3h AcJs8s7d2s Kc9h8h3c2h 
Th7h6d4s3c QhTs4c2s2c Qd8h5s4s3h AcKc9h2s2c 
Jh9s9c8s4d AdJd5s5h2d TsTh7h3c2s AcJc9c4s4c 
9s8s5h3c2h 8s8d5c2s2h 9s7d5s4h4c AhTd8c6s3c 
JcTh4d3s3h Th9h6s6h3c QdJc8h5h2s Tc9s7s4d2d 
Qs8h7d5h4h AdJc6s6h2d Ts9c7s5s4s QsJd8h5h2c 
Qh8c5h2s2c KhTd7h3h2d QcTd6h5d2s AsTd4s3s3h 
