AsQc9d6d2c 
7h6h5s5d4d Jh9s6d5s5d As8d6h5d4h KdJd6s5d4h 
Ks8h7c5c4h KsQhTd9h3h 8s6h5s5h4d KsTsTd5c4s 
Kh9d9c7c2h KdTd9h8s4c 8h7s6s5d4s Ks8d7h7c6s 
QhTd7s7c6d KdJh8d6s4c Kh7c5d5c3h KdQsQh3h2c 
9c8h7s6s3c QsTc6c5s2c QcJs9s3s3c JsJh9c6h2c 
7s6h5h5d4d KdQhQd8c3s KsJd9d4s4d QsJsTd4h3s 
Ks8c7h5h4c AhJh7c5h3s QdTd6s5h2s Ts8d7h6d4c 
KhQc8h4s4c KcJh8h8d2c Td9d8s7s3d Kd9s6c4d3s 
KhQcTs6h2d AsQh9h8d3c AsTs8s6h5s 8d7d5h4s4h 
Ts9s8d6s2d AcQd9c5s5c KsQs7c6s5s QsTs8h4d2h 
KdQs7d7c5h Kc6h5s4c2s JsTs7s4d3d KsJs6d5s4c 
JsJd7h6h5c JsTh9s8d3c KsQsJh6s4s Ts9d6d4s4c 
TsTh8h5d2s Kc9c8c6d4d KdQc7d6h6d AcTs6h4d3c 
Jd7c6s6c5s KhJs8h6d4c 8s8d6h5h2d QdJs6h5d2h 
AhKcQd8h2h Ks9s9h7h2d Jh9c8d7h2c KsQsJh7s4c 
Kd8h7d6s6c KhQsQh8d3c AsQsJc9s2s Qc9h8c5s3s 
Ad8d5h4s4c QdQcJh6d2s QsQhJd3s2c QdQc9c6c4s 
AsTd8d3s2s 9s8s8h7s7d JsJh7d7c5d Jd8d8c5c3h 
AsJh8s5c2s AdQsJs3h3c QsQcJh6c2d Th9d8h6h3d 
QhJsJc7h4d Kh9h8c5s3s 9h9c8d5h3c QhJd8s8c6h 
QdTd5s4s2h Jd9h8c5h2d As9c8s5s5h AdKd5s2h2c 
AhQd7h4h2d Ac9h7c5s5c KcQsTh5h4h Tc9h9d7s5c 
Js9h8c7s2h KcJd8h6c4s KhJh8h7d6h Kd9h8h5d4d 
QhJd8s6d5d QdTd5s4s2c AdKc8s5h3c Qs7s7d5c4d 
KdQc9d3s3c AhJc8s4d2h Js9s9c8h6d KcQdJd7h4s 
QdTd8s4c2s Kc6h6d4h3c Jc9h8s7s6s AsQhJd6d4d 
AhKh7d4d2h KdTd9d4c3c AdKc8s8h6h Kc9d6h6c5s 
AcKc9h5s3c QsTs8h6c4s Kd8s7c5c4s Qs7d6c5s5d 
Jd9s8c7h6c QhJh7s5s3h KdTsTd3c2c As8d6s5c3h 
AsKsTs9s5s JhTs7s5c2h KhQsQd3d2c AdQh9s7d4d 
TdTc9d4c2s Kc9s8d7h6s AhQh8h7h7c AsQh5s4s4c 
AsTh9c8h2d Jd9s8d7c2s KhKd9d3s2c 6s6d5s3d3c 
AsTh8h3s2s KsTc6d5s4s Th9d8h7c5s AhJh7h5d4h 
JhTs7s7c5d 9s9h8s6s5d Jh7s6s5h3d KhTc9d6c5s 
QcTd6c5s4c AcJhTh3s3d QcTs7c6h4c AsQd9s6s6c 
Jc9s8s7s6h Kd9d7h5s4c JsTd7c6h5h KdJc9c4d4c 
Jc9s8d7h6d Ts9s8h7s7c KhJs7d5h2d 8d6s5s4c3c 
Qs9s8c7d5h KdQc9s8c2s Th7h6s5s5d KdTs9d6c3d 
KsTc9d8s5s AhTd9c7d4s QhJd8s6h6c KsQs9s7d6s 
Jc9c8h7h2d TsTc8d5s2c QcTh9h7s5d JsJdTc6c4c 
Jc7c6h5h5d KdQs7h7d5c QdTh8c6s4s AhKcJs7d2c 
AdQs9h7c6c KhQh8d6d2d AhKc7h4s3h Ks9h8c5s3c 
QhTh9h6s4c JhJd8d7c4s QhTs9s6c5s AsKdQh8s2s 
KcThTc9c3d 9s9c8c5s3s AsTs9d6h3s Ks8s8h5h3c 
KdQsTc9c4h 9s9d5h3s3h AcTc6d5h4c ThTc8h5s3s 
AhTc8s6d5c KdQhQc5h2h AhKcJc3d2s AdQcTh5s3h 
9c8h8c7s7c Jc9d7h6d4h KsQc5h4d3s AcTc9c8c4d 
JsTc7c5d2s KdJs5s3c2d Ks9h5s5h4d Qs9s9d6s5c 
QdJc8s8c7c QdTh9c8s2d KdJsTh8h5h AdTd8s8d4d 
KcQd9s9c6c Kd8d8c6d4c KsTh6c5s4s QhJd5s5d2h 
KdQdJs4h4c AsJs9s9d3h Qs9h9c8s3c Jc9s9h6d6c 
QsJs7c5c3s AsJs9s8d6s Js9d8d6s3h AdQc9d7d4h 
KhQhTh6c3s QdJs9c6h6d QsTs9h8c3d Ad9s7c5c3s 
QcTd9s3s2c Qc9s8c5d3d TsTc9h7d5c KsJh8h8c4c 
Kh9d9c8s6h AdKd9d7s7d Ts9s7h6s5c QcJs8c5s2c 
AcKdJs6s4s AdTs7s6c5h 9d8d6h5c2h Th9c6c4h4d 
JdTc7h5s4h 8s8c7h7c4d KdJs9c5h3d JhTd7d6s4c 
QhTh8h7s3s Kh9s8h6c5h QsJh8c7s2h QcJsTd4c2h 
AdKh8s4h2s KhTc6s6d5h Qh9h6s6c4s 8h8d7h7c5h 
Ad9c5d4s2c Jd6h6d4s4h QdTs6d5h4d Th9c8h8d3d 
AcKc8c5c4s 8d8c6c5d2d Kc9d7c6s5c Qd9h7d6h4d 
AcTh6d5c4c Ad8h4s4h3d QcTd8s6h4h AdJsTc5h3h 
JhTs8s8h2h QsJc7h6c5d AdJsTh5c3c 9h8s8h5s3c 
KhQdQc7s3h AhKsTc4s2d AhKcTd5s3d Kc9h8s5c3s 
AdTd9c5d3s KhQhJs7s2s Kd9d9c7d4c 7s6s5h5d4h 
AcKsTc8c2c KdQsTc8h2d QdTc9s8d5d JhTh7s7c6h 
JdJc8d7s4h QhJd9d3h3d Th9s9d7c5h KcJs5s4c2c 
KcTsTh7s2h Jd9h9c7d5s KcJh8c6d3d KdQc9c2h2d 
Ts9h8s8h2s As9d8h8d4h Kc8d6s5c2s Jc9s8s6c3h 
AdJh4h3d2h JdTc7s7c3s Ks9s8h6s4h QsTs7s6h4c 
Qs8h7h6c4c Ks9s9d7s4d AcKs8h8d6h 9s9c8s8d5s 
Ad9c7s5c3s KdQc9s9c3s KhQcJc6d3s KcTh7h3s3c 
KdJs5s3d2c JhTd8d8c3c Qs9h8c5s5c Kh9s6s6c5c 
QdJc9c2h2d KcTh5h4c2h AhTc4h3c2d QdJs7d6s3d 
Ah3h3c2s2c AcKcQc5s2c QsQd9h9c2c AhQc9c8d3s 
KsKd9d7c2d KcQd9c7c6c AhQhTh4s2d AsTc9d4c3d 
AcTd9h5c3c Ad7s6d4s2s QcTh8d7c4s KsQhTc9c4d 
JsTs6d5c4s Jc7s7h6d6c Kd7d6s5s5d Th9s8s8h2h 
AdKcJs7h2c QhJc8d7h2c AdQcTs5h3s Td9h7c6d5d 
Th9h9d7d2c QdQcTs4s3h Js9c8c6c4s AhQh3c2d2c 
Jh9s7c6h3c AhJs8d6s5c Ks9h9c8d6s Kd9s8s5d2c 
9s9d6d4s3h KsJc9d5h3s AsTh5s5c3d As9d7d3h2s 
AcKcQs7c2d QdTs9c3c2d AdQc9s9h5c AcKh7d5s5d 
QsTc9d5h4s AdQh9c7s6s KsQc8s6h5s AsKsQs5c2s 
QdJs9s4c3c AhTc6d4s3h AdTs9c5d3d 9h9d8h4d4c 
QdJhTs7d3c KsJh8h7d6h Ad9s8d3h2h Jh9c8d5c2h 
Ah9s7d4h4c AhTs6c4h3d KsKc9c3d2h AhQd9s4c3h 
Td9d8s5s5h AdJsJd6d3c KcJh5h4d3d KhQc7h7c3h 
KcTd7h6s4d Ks9h8s8h3c KcQsJs9d3h Qh7c6h6c5h 
KcQsJd7d2s QdQc9d6d4h Ks9s9h7h2c KcQs5h4d3c 
QcThTd3d2h KsJs6h5d5c QcJc8c5s4h 7s7h6h4c3c 
Jc9c8h7h3d QsTh8h5c3c KdJc8c7d3d 7h7d6s4s3d 
QhTs9d7h4c KhQcTsTd3c Tc9d7s4d3c AhQh9d6c2s 
AsQs7s7d4h QhTh9c7d4s AcJc6h5d4c Qh6c5s4c3h 
QsJsTh7s5s KcTs7h6d4s QhJc8d6c5c JdTd6s5c4d 
Td9s7d7c3s KsTd5h3s3h Ac9d7h4s4c KcJs8h7d6d 
Js9c8c6s3h AdJd7s5d3h Qc8s8c6d6c 8d8c5s5c2d 
KcJc9h9c7c Kc6s6d4s3c JsJc6h6c2s 7c6d5s4s4d 
Ks7c6s6d3d QdJs8h7s2d Ac8h6c5s3d Qh9h9d6h5s 
KdQcTs9c3c QsTdTc5s4s AsTh5s3c2c KsTd8s5d2d 
Ah9d7h5h5c JdTc9h6s6c QcTh6c5c4s QsTs9d8c3h 
KsJs9c8s5h AdTs7s6h5c JdTs7s7h5c Ac9d8c3s2s 
Ks7s7c6s6d AsKs8h5s3c QsTs7h7c3h KcJs8s4d2c 
9h9d8h7c4c KcJsTc3d2h KsQc9h9c7c KcJc7c6s3s 
KsKh9h7d2h KsKcTh6d2d AcKc8s8c5c KdQdQc3d2h 
QsJh7s6h3s KhQd9d8c3c KcJs8c6d3d KsTc5c3s3c 
Jc6s6c4s4h KhJs8s8d3h AcKsTc5c3c KhQh8s8d4s 
KdJc5d3c2h KcQc8h6d2h Tc9h8c5s5h KsQc8s5c3s 
9d8d6s5c2c AdKhQh2h2c KsTsTd4c3h AcQs9d7c4c 
KsQs8c6h2c AdKs4h4c2d Kh9d8s8d4h KhJh8c6s4d 
KdQc6h3h3d AhQd7d6c4s AdTd9s2h2c Qd8c5d5c4s 
Ah9d7c5d3c Jd6d6c4s4c KsQsQh8c3d Kd8d7d6s5c 
AcQd7h7c4c QsTh9h7d5c Qh9s9d8d3h QdQc9c6c4h 
KdJdTd9h2d KcTs9h9d2c Qs7c6h5s5c Kh8s7h6s3s 
Th9d9c6d2h 8s8d7d5h3h KcQcJh7c4s Jh7d7c5c4d 
Ad8d7s7d4c KdJh7c4d2h Tc9s7h7c3s QhJd9s7c5d 
QcJd8h8d7d AhTh8c5d3h Ah9h8d5h4c Qd6s5h4s3d 
KsKc9d5h3h QsJh8s4c2h AhJsTs3d3c KdJc7h4c2d 
QsQh9c8s2d QsTc7s6h4s ThTc8s8c4c 6s6c5s3d3c 
AdKcQc2h2c KcThTc4s3d Qd8h7h7c4d Qd9s8h5h5d 
QsQcTc8c2h KdJc8c7h5s KdJd8h6c4s Kd6s6c4c3d 
JhTh6c4h3c Ac8h6c5s4c As6c5s4d3h KdQh7d7c5s 
Qc8c7c5d4d Ad7s7h6h4s QdJdTs6d3h KhQhJd7h2d 
AsQc9s3c2s JcTc8c7h5c Ac8h8c4c3h AdTs4s4d2s 
KhTs9h6c3h 9s9d8s8h5s TdTc6h5d3h TdTc9d6h2h 
JsTsTd3s3c Td9h7d7c3h QcTs8s5h3h Th6s6c4s4c 
AdKdQd5s2d QcJsTh4s4d 8c6s5s4h3h KdTs6s6d3d 
AhKhQc8s2h AsTc5s3h2h AdQcJc4s2h KsJh6h3s3h 
KsTs9s6d4c AdTc6h5d4d KsKh9c8d2d AdQh9h6c5h 
KdTs5c4d2c KcJsTd9h2h KcJdTh3s3c QdJd8c7d5s 
AcKc7d4s2h QcTd7h6d4s QcTd9d6h4s KdJh5d3c2h 
As8d7s4s3d Jd8c5c4s4d Qc6s6d5c4d KhJs8h6c3c 
KhQs8c4h2s KdJh9s8c6s Ad9c8h5d2s KdJd6h6c3h 
QsTh9d6c4d As9s8h7d4s KhTsTc6d4s KsKc4c3c2h 
AhTh7d5c3h AhQd6s6c3h QsTd9s9h3c Tc5h5c4h4d 
9c8d7s5d3c KsQdJc7h5h KdQhJd4c3d 8d8c6s5s4h 
8s8d6c5c2s Jd9d7h5h4d Ts8c7s6c3d Th9h7h6s5c 
JsJd8h8c4c Tc9h7d4h3c Ah8s7h6s2h QcJc7s5s5c 
AcTd3h3d2c Qs9d8s5h3h KsQh8c6c2h Js9h9c2s2h 
AcKd7c4h3c TsTd9d3s2c KcQhTd5s3d QhTh8s6c4h 
AcJh7d5h4s Th9d7s7h3d JhJd6h4s3s AcTs9h8h5h 
QhTs5d4h2d JdTc7s5h4s KcQc8s8d4d AsJs9d4s2d 
Ts9h8h8d4d KsQd9s9h6s KhKcTs6d2d AdQc9s7h6h 
AdJh7s5h4c Jh9c7s7c4h 7h6s6d3s3h QhTc7h6d4h 
8d7d5h5c4c AhJs6h3s2d Jc7c6s5d3s AsKdQd2d2c 
QsJsTc8s4s KdTd9d6s4h Ks9h8h5s4s TdTc7s7c4c 
KhJs5d4d3s AhQc8s8d6d 9c8s7h5s3c KdQhQd3d2s 
QcTh9d9c3s AdQc9d3c2d Jh7d6d5h3c AhTs8d6c5s 
Js9d8c7h6c JcTh7h7d5s QhQdTd8c2d JsTd7d5h4d 
KdJs8h7c6c Ah9h9d6h5s Kh9h7s5s2c KhThTc7s3d 
AcKdTs4d3d KcJd7h4d2c TdTc8d6s4h AsQc8s8h2d 
JdTc6h5s4d QdJc8h7s6h As6s5d4h3c As8s7h6c3d 
QhTsTh4s2h 7s7c5h4h3c Kh9h8d5c3d KdJs8d6h4c 
QsQd9h9c2h AcKd6c4h3c JdJc9s8s6s KdJsJc9h5h 
Ad9c8d5h5d KcJd6h5c3s JhTd9s8d3c TsTd5c4d3s 
AhKsQs2s2c QhJc9d8d6d 8h7h7d6d3s KcTc9h6d6c 
Qh9h8c7s5d QhTd8c6d4s KcJh5d3c2h AhTh6h6d5s 
AcQh9d7s6s AcTd4d2h2c Kh9s7h6d5h 8h6c5d4h4d 
Td9h9d7h2c QsTh7c6h4d KdQdTd6c3h Td9h8s6c5h 
Kh9s6s6d5d TsTd5h4d3s As9h7s5s5d KhQdJd7s4c 
QdTdTc8d5s KsQcJd7s4s AdJsJd5d2c Kh9d5h5d4c 
KcTd4h4d3c AsTs9h5s3d KsTd9c8s5s TsTh9d7c5h 
QdJc5s5c2d Kh9c6s4h3c Ah6h5d4s4c AhTc4c2s2h 
KsKhTc3c2d QsJsJc2s2h JcTs9h5c4c AcQd6c3d2d 
AdTd7s5h3d AcTs4c3s2h KhTs6d5c3h QcJsTc9c3c 
ThTd5c4d3h KdTd6s6h4c KcTh9c4h4c AhTd8c6d2c 
KhTc9s8h5h Qs7s7h5c4h KcTs7s5h3h QdThTd8d5c 
Kd8c7d6s6h JdTd8d7c5d AdJc8s8h5c TdTc6h6d4s 
KdJc8d6s3s AcQc9d7h4c QsQhJd6h2c Tc8h7s7c6d 
Td9s8h7s2h AsQs9h7d4s QcJh7h6d5h Tc9h8h8c2c 
QhJhTh6s6d KsKdQc3h2h KhQd5d3h2d AsTh9d9c5c 
KcQh9s6c3d QhQd4d4c3d QhTh6s5d2s AsJc9d8h4c 
QsQc9c6c4d KdQsJs9h2c KsTd6s4d2d AcJh9s5h2s 
JcTd9s9h5c Th9h6d5h3d KsQh9h7h2s Kd9h8d8c2h 
QdQc7c6h2h AsTdTc9c3h KhQs9h3s3c AhKh9c5s5h 
QdJc9c5h2h QdTh7h6c4s KcQh8c4h4d AdKcTc6h2s 
Tc9h8c7d5s 9d8s7s6h5s QsQcTc8c2d QsTh9s9d3c 
7s7h6s4c3c JsJc8h8d4d QdJh8s7c6s KdJh9s5c3d 
KdJh8c7s6s AcTsTc9c3c AhJcTs5d3d AhTs6s3h2d 
AhKhTh6h6d KhTd8h5d3h AdJh8d5c3d Tc9h6h4s4c 
QdJs8h6s5s KdJc7d4c3d AsKd9s8s2h KhQh8c6s2c 
QcTc5s4s2h KsJd9c6h5d AsKc9s5d3s Qs9h6s6h3d 
Js8d5h4s4d Js8s8h5h3c QcTc8h4h2h QhJc9c4d3d 
KhTsTh4c3d As7c6d4s3h QdJd8h7d5s Qh6d5d4h3c 
QhQd9d6d4s QhTc9d7d5s KdTd9d6s4c Qs9s8d6c2d 
6s6d5d3s3h Th9d6h4d3c AcJhTc3d2c KhTs9h7h4c 
Js7d6s5h3d Jd9s5h5d4h QsJsTd8s5s KhTh8d4s2d 
QdTd9s5s2d AsTs8s8h4s 6h6d5d3h3c KcJd8s8d3c 
QsJdTh7c3s QhQcTs4s3d KsJc8s6h4d Jh9s7d6s4d 
9d7h6d5h5d AcKsTh4s3s 8c7c6s5s2h KsTs9s6h4c 
Ts9c8s8h3h QcJc8h7c5s AdJd9d9c3h AhJs8h5d2h 
JsTc9c3s2s JdThTd4s3c KcJcTc8s3h QdJsJh6h3c 
KdQhTc5c4c Qs9c8c5d3s Th9c8s8c4s KcTc9d6s6c 
Kc8c7c6h5s AcKsTs4h2d Th9h8d5c3c QhQc8c4s3s 
AcKc6s5c4c 8s7s7c6c3h KcTd8s8h6h Js9d9c7s5h 
AcTd3s3d2c KcJh9s6h5d KdJc7d5s3h QcTh9d7d5s 
Qd8s8d6d6c KsQc8d7d3s KsTd8s6c4s AcTh6c3s2h 
Ks9s9c7c2d AsKh7d5d5c KhJd8c7s6s JsJd9d7h3c 
Ts9d7h7c6h AdJh7h3h2d AhQd7s5c4s JhJc8s7d4h 
Kc7h6s6c3s Kd9h9d7h2s KcQs8d5h4c As9d8s7s5s 
Ad8s7d4d3s Jh7c6h5c4h Js9d7s5d3s Jc9d8s7s2c 
Ks9d8h8d4s QcTc9h7d4s AsTh3h2s2c QhJc9h9d5s 
Ah9s7h6s2h 8d7d6h5h2c JcTsTh7c4c KhJd8d7h3h 
KdQc5s4h3d QhJs9s3c2h JdJc8s6c4h AsKc8c6c4d 
AdTh9s9h5c KhQs9h3s2d AsQs9c4d3h KdTh6h4h2d 
QcTs7s6d4h Ac6c5d4h3s AdJc6h6d5d KhJc8c4s2h 
8s8c5s4c3h KdJh6d5h2d JsJh8d7c4s Jh9d8d7c4c 
KhTs8s7d5c Ks9h8s8h3d AsQs9d4c3h QdJc8d6h4s 
KdTs9d8c4h KcTc9s6d6c QsQc5c4c3d QhJh9s7h6h 
KcQcJh7h2h KdQh7s5d2s KhQs8c6h5h TsTh6c5h3c 
QsTd8h6c4c TsTc9d7h5s QcTs8d6h4h Ad9s9d7d2s 
Qs9s8c6h2c KcQs8d6d2s QsQcJs5s2h Jh7s6s5h3c 
KcJd7d5d2c AdJd9h9d3c AsQcJh6h4h JdTd6c5s4h 
Qs9c8d5c3s Ac8d6c5s3h Th9s7d7c6c QcTc6s5d2s 
AdKd8s5d3h AhQsTc7c3d QsTd6s5c4s 9d8h7h6c5h 
KsJd8h8c6s Ad9c8h4s4d AdKdTd6h6d AdTh7h6s5c 
As8s5h4d4c AdQd7d5c2c KdQs8h7c6c KsQd6c3s3c 
KdQc7d5c2d Kd9s6d6c5h Ad8s8h7c3d KhJs8s8d2h 
QsTh8c6d6c Jh8s6h5s5d JhTs7s5h2d Qc9h8c5h3s 
QhJs6d5h2d AcQs7s6d4h Qc9s8d6d5h QdTc8h5h3c 
KdQh8s6s2h AdKc7c4h3s KhQhJd7h4c KdQh8d6c5d 
KsQcTh9h2d AcTsTh9d5d Js9c8c7s4s AcQsTs8d2s 
AcQd9s7h6h Ks9h8h5s2c JsTc7c5h4c Tc9d8d8c2c 
AcKd9d8d5d KsKcJd7h2d KhJs5s5c2h QhQcTd4d3s 
KsJs6s5d2d 9d9c5s3s3d QcJcTd6c3h Kh9h7s5c4d 
QcJs9h9c5d QcTh6c5d4c AcQc7d6c5c Js9h5s5d4d 
Qh9h8d5d2c AhQs7h7d3c KsThTc9d5c QhTs7s7h3s 
Ad6d5h4c3s ThTc6h6d4s QdTd9s7s2d Js7d6d5s3c 
AdJc8s6c5h QsQc4h4c3c AhJd8h7h3s KcQs8d7d3c 
Kh9h7h5c3c KdTh9s8d4c KdQh8s7s3d KcJh5s5h2c 
Qs6d5d4s3c KhTd9c8h5h As9c7d5d3c KdJd6s5d4c 
AcKs9h7s4s Tc9h9c8c7c KhTsTd7s2d JdTh8d7c4d 
KdQdJs7d2s JdTs6h5d2s KcJh8d6c4s Ts9h8s7c5d 
Kc9d9c7d2s KdThTc9s5c AhQhJc9h2h Ks7h5h5c3s 
QhTsTc3s2c QcTd9s9c4h AdJc9h7s6s AdQsJs4h2c 
KsTd6d4d2s KcJs8c6c5d KdQs9h7h2d KsJd9h4s4h 
Qh9h7s5s4h KsJhJc9h5h Qs9h9c6s6d AdQd9c7s4d 
AdKd7h4d3s KdTd6s6c4h KhJsTc9d2d KhJs8s8c4c 
TsTc8c7h5d Jh9h6s5s3s AcJh8s4d2c AcKd9s3s3d 
Kc8s6h5c2h KsQc9c6h5c AdKsQs2s2h KdQhQc5c2c 
QcTd9h8s5s Th9s8s6h2s Td5h5c4d4c Ah6h5s3s2d 
9d9c8d4s4c KsTd6h6c5s AdQh9d3h2d AsQsTs9s4s 
JcTh9c8s2d QhJh8h5d4s 9s9d8s8c5s QsTsTc3c2c 
Jd9c7h6c4h Qc9d8d8c2h KsJh9s2h2d JcTh8s5s4s 
KsQc8h4s2c QsQh4h3h2s AhKdQh7c2h JsJd6s6h2d 
8d8c7h6s5s Js9c8c6s3d JhTh7c5h4d KhJh5s4h3s 
KdQh8d6s5d AsAhAdQc3c JhJc9d6h2d AcQs7s6h4d 
Jd9h8s7c6c Js9h8d5h2s KdJs8s4c2d Jh9s5h5c4c 
6h6c5s5h2c Td9s8s8h4h JhTh7c5h4s KsQc9s3c2h 
KcQsJh7d5d AsJhTd5c3c JhJd6h6c2d AcQd7d6s4h 
AhKh7s4d2c AhJc8h5d2h AhJs9c7d6d QsTh6d6c5s 
KcJh9c2h2d 9d8c7h6c5c AcJs8c7c3d Jd8s5s4h4d 
JsJc9d6s2d AsTc9h9d5h AsQcTs6s2h 8c7c5s5h4s 
KsTd9h7h2d AdTs9c4c3s Ah8h5s4d4c Jc9d7s6h5c 
Kh9s7s5h2d Ah9c8s5h2d Kd9c8s8c4d QcTs6s5c2s 
QsJc8d7d6h QhQdJh5h2c AhKhJh7h3c AcQs9s8d3h 
Kh7c5s5c3h Kd9s9h7d5c Ts9s8c7h2c As3s3h2h2c 
TdTc6s6c4h AdKs5h4d2d JsTd8d7d4h AcTc8d5s3c 
KcQdTh4d3s Qd9d8c6c3c AcQh8d3d2c Ks9s8h5c3h 
Kh8h8d5d3c JdTd6h4d3h QcJd8c5d2c KhTc7h5h4d 
JsTs6d4s3d Kh9s8h8d2s Qh7s7h5d4s QcTs8h6d4d 
KhKc4c3c2d KsQs8h6c2h AsQs3d2h2d KhTc8c4h2c 
KcQs7d6h4s QhJc7d6s6h QdJhTd6d4d AhTc7s6s3c 
AsQs9d6h2c Ts9s8h5d3d KcQhJh9s3d QcTc9d7s4h 
AsKcTc6d2h 7s7c6d4d3s JcTh9h7d3s KdTh9s9c2d 
Ks9d9c7c2s Jc8d6s6d4c QdTd8s4s3s QdQc5c4c3s 
KhJc7h4h3c JcTc9h9d2s 9s9c8c7h4h Jh9s7d6h3d 
AdTh3h2d2c KcJh9s7s7d KhJh9h9c2c KsKcTd6d2d 
QsJhTh7d4h JsJd9c8c6c Kd6h5d4h3d 9c8h7s6h5h 
QsQh4c3c2s Qc9s8h5c3h AdQs7h5c4h Tc9s8c7d5h 
AhTd7h6h2d KdQc9h9c7c KsQsJs6d4s KsJh8d8c6s 
KhJc8c7d7c QcTc8c6s2s AdTd8h5c3d Jc7d6c5h3d 
AdKd7c4s3d AsJc9h8d4c AhKh8s5h3d QsJhJc9h3d 
Jc8h8c5h3s KhQsQd9s2c JsJc8d7s3d JsJcTd5s2h 
AcJhTc3s2c AsJs9s8c6s Kh6s5h4s3h AcTd6c3h2d 
Jh9c8h7s2c Qc9h8s5c3s KsJd6d3s3d QdJhTs7c3d 
8d8c5c4d3h Ac8s4s3h3c Js9d7c6s3c QsJd8d7h5c 
Kd9s8d8c2s AdKhTs5h2c KcTd9h6d5s Ad9c8c3d2c 
Ks9c6s5c3s Ah9h8d7c4h AdQd8h5d3c JdTs7c6h5h 
Jc9s9c8h6d As8d4d3s3c Ac8s8h7d2c AsQcJc3h3d 
8s8c7s5h3h KdTc9h8d5d QsTs5d3h3d KdQcJc7s4h 
KhTc4d4c3h AhQd4s4c3h QhQd4h4c3h Ah9s8h7h5h 
KcQd7s5c2s QsTd8d5s2s Jd6d6c4h4c Kd9h9c8s6d 
AsQs8c5s3d KsKdQh9h2h KsKhQc3c2c KcJdTs6h4h 
QhJdTs7c3h Ts9h8c6d5h QcJh9h2d2c KdQsTd8c4d 
KhTc8c7s5d ThTd8c5d2h 8s7s6h6d4h Qh8h6c5s3s 
AsQh5s4s4d AcQc5s5c2s Jc9s9d7c5h QcTsTd7s5h 
Jd9d8d7s6h KdJcTh9s2s AdJhTc6c4c AhQh9d7c2s 
JhJc8c7s4d KsJs8s7h7d QsJc6d5s4s QsTc9s9h4d 
Td7h6s6h4s Js9d8s6d3h KdQcTs9s2h AdQd7s7d4c 
QdJc8s6d2s QdJh9d9c5s KsTsTh9s3d AdJs9d5d3c 
AdQhQc6s2c KcTd7s6h4d KhJh9s9h2s JsTc7h5d4h 
Ts9h8c7h2c Th9d8c6s5d AdJd7d5d4s Td9h6h6d3h 
QcJh9s7d5h AcJh8d4s2c AcQc9h6d2s QcJd9s8s6s 
JdJc8h7d3h Ts9s8h6d5s KcThTc5s4c KhJd7s5h2s 
KcTh9c7c4s AcQc9c8d2h AdKhQs9h2h AsQs9s8c2d 
Qs9s9c7h4h AsJd4c2s2c QcTsTd3d2s QdJs8d7c3s 
Ah7s6s6h2s AdKdQh8c2d AhKdTd4c2s Ac7h6c4s4d 
JhJd8c6h4s Qc8h7h6s4s Js9d7h6s3h AsKh9h9d5h 
AdQhTc7c3s KsJc9d6c5h QsTh8c4h2s KcQsQh7d3c 
KdJs7d5c3h As9s9d2s2d AcJh7h3h2c AdKdQd7h7d 
KcQcJc7h7d KcQd8h5s4c AdKs8h8d2c Ks8c7s6h5s 
KcQsQh3h2d JcTdTc9c2s Qs8d7h5s5h Ac8c5h2h2d 
JsTh7s5d4s KsJh9d6c5h AhQh8h7h7d AcKc9h3h3c 
AhTc8c5s4d KdJh7s5d2s As9c7s5s5h KhKdJs7c2s 
KsJsTs9h2s Ks7d6s6c3c QhJs8s7c5d KhQs9h3s3d 
AdQcTs6s6h Ah9s8h3d2d AdQd6d5s5c KhQdJs6s4s 
QsQdJh6s2c JhTc9s6d6c Kd6s5s5d3s QhJsJc9s3d 
Kh9s8d6h5h QsTd7d6c4h KdJs8d4c2s QcJc8c5d4s 
Td9d8s6d2s QsTc9d7s4h KhQcTc7s4c KsTh5d3s3d 
KhQcTs9c3c JsTh7h7d3d Jh6h6c4s4c KhTc7s6s5d 
KcQsQc8h3d KsQh9d6s4c KsTc7c5d3d KsJh6s5h2s 
AsQc9c8h3d Jd9s8h7c6h KhTh9d6h6c QhJc9c3d2h 
Tc9s6s4d4c Kd9d8h5s3h AsKhQh9d2h AhQh8h7s7h 
QcJh8c4d2h 9s9h8c5h3s KsTsTd9s5c 9h8d7c6d3h 
KdTs9h9c2d Ah8d6h5s3c KdQhTh7s4h AdQs8c6c5h 
KcTh7d3h3c AsKs6s6c2c AsTc4s3c2h AsKcQs7h2s 
JcTs8s8d3d QhJd5h3d2c JsJc9h7h5h Qd9h9c8s6d 
Js7d6h6d5h AhTd9c8c5c KdJd8c6h4s AhTsTd9d3c 
Td9s8h6d5c KhJs9d6c5s JsJh7h5c4d QcTc7c6d4s 
JsJd8d6h3h KsTs9c8h4d AhQh9h6c4d JdJc6s5c4h 
AhTc7h6h2c KcJcTc8h3d ThTd9s7c5d Tc8d7s6d4h 
AdQcJc7s7c Jc9c8s6d3s Jd9s8s7h2d KdQcTh5s3c 
AhKd8s8c6s Ad9c8d5s5d Kh9s8s5c2h KsQs7c4d3d 
Td8c6d5c3s Jc9d8d7s4s KsQs8h8d4d Qc8d6h4d4c 
Qh9s9d7h4s AcKc9s5h5c QcJd9h6s6c QsTs9s6h4d 
