AhJh8d6s6h 
9d9c7s7d2c Qh9d7c5h5c 9s9d6s4c3d AcJsTs8d2s 
As7h5s3s3h KhQhThTc5s KcQs6c5h3d Kd6d5s4s4c 
JdJcTs8c2h Qs9c7h6h3s AsJd8s6s4h KhJh5d4c2c 
QcJs4d4c3s AcKd9c6h6c QsJs9h5d2d TsTd7h6h6c 
KhTh8c7s5h KhTc6h5h2c KcJc8s8h6d KsQs8c7s4c 
9h8c7c5h4h AsKs7s6s4h KcJd7c5s4c Ks9s9h6h2d 
AsKh8h7c3d AdQh8s7h3s KsThTc6h5d AdTh8s7d2d 
AhKhQh8h4s KsTh9h4s4h Qs9h6s6d4d KhQdTh8h5c 
AhQdJh3h2s AhJh4d3d2s Jh9s8d8c7h AhQdTs6d3c 
KsJh8s4d3h Kd6d5c4s4c Qs8h8d7d4s Qd9c8s7d4c 
Ac8h8c5c4s Jc9s8h5s3c Ah9h8s6d3c KdJh8d7c3c 
6d6c5d5c3d KhJdTc4s4h AhQcTh5s2h AsJcTc7d3c 
QsQhJc4s2d AhKh8d7s3h KhJsJh7h5h KhKd5h3s2h 
QhTsTh6d3c JcTc6h5h2d QhTc6d4d3c Ks6d5d5c3s 
AdTsTc7c5c AhKh8h7h4c KhKc9h4h3s KsQdTs8s5h 
Th9d6d5h4h Ad5c4h4d2h KhQc8s7d7c JcTh9s8c2d 
JhTs9d6s2d KhQdJs8c5s AsQhJh9h4c JhTh6s5s2c 
AcTc5s5h2h AcQd9c7h4c KsQhTh9h4d Qs7s7c6c5s 
Qc8h6d6c4h Kc8h7c6h3s Tc8c7s6s3h KcQcJh7s2s 
Jc8c7d6c4d KhJdJc6s6c AcKd6s3h3c AdJc8h7c6c 
Qs9h8d7s4h KdQcTc9c4h AsKh7d4c3h KsTd8d7h7d 
9h9d8d7s7d JsJd7h6h3d KhJhTh7s3c QsJh8d6s4c 
KhJsJd8h5h AsKhJs7c2s Th9c8s5s3h QsJc8s4c3d 
Jh7s7c5s4h KdJc8d6c3c KcTc8s7d5c Qd7h6d5c3h 
As6s6h4h2h AcQc6d6c3d QdJd9h5c4s KdTd9c3s2c 
QdJd6s5h2h AcQhJh7d3s Ks9s8h8d6c Kc7c6s5c3s 
AhKc9h5s2d KdJhJd7d2h AdJc7c6s5h AdQc6s4h3d 
Qh9s7c5h3c AcTd6c5c4s Qc9s7h5c3h Jd8c7s6c4s 
KsThTd7c5h QsJc8c7d2s JsJdTc9s2s KcQdTsTh4d 
AdKcJs9h4h Qc9s9c7d4s QhJhTd5c2s As9h7s4c2h 
Kc6s5s4h2c JdTs9c7d3h QdTd9s9d7d AsQdJh7h7c 
KcQcTdTc5s Ac8c6s6d4h JhTsTc9d3c AcTs9c5c3h 
QcJd5d5c3c JdTs8c6d4d KsQsJsTc2s Kh9d8c7c2h 
AdTh9d3d2h Ah5s4c3h2c 8c7d6h5h3d AsQh9s7s5s 
JcTc6h5h2s AcTh5d4s3c JsTs6h4h3d Td9c8c5d3s 
AcTs7c4d4c Kh8c7h6c3s AhKc7s5s4d JhTd8h4h2d 
JcTs9h6d6c AhJh8s8c4h QdJd5c4h2c Th9c6c5s3s 
Jd9d8c5c4d QsJsTs3d2d AhTh5c4s3d Td9d9c6s6h 
AdJh9s9h5c 8d8c6s3d3c KcQsTh7c3d KsQdTc7s3h 
JdTd8h7d3h JdJc9c5h5c 9d9c8h5h4d AsQhTd8c2d 
Tc8d7s7c4d TsTd7s4d3h KcTs7s6h5d KhQh7d4s4d 
8h8c7h6c3s KcQsJs7s2c Js9c8d6c4s AsTh5h2s2h 
AhQc9c7d5c AsQd7c6h6d Jh9d7c6c3h QhJh8s7d7c 
KhJsTd8s5s Ah9d6s5c3h AdQdTc5h2d KdQd8h7d4h 
KdQc9c4s4d Ts6h6d4s4h 9s9h6h4d3s Jd9s8h5s3d 
9s9d7h7d5d Ad8c7h7d4d Ad6c4d4c2h AhJdTd7s3d 
AhQsJd9s3s JcTc8c6s5d 8s8c7d5c3s Ah8s7h4d4c 
KcQc8s7h3h Qc8s6s6c5c AhJh6s3s3c KcQh9d7s7h 
AcQcJh3d2c TsTd8s6c3c QsQhJc7s4s AcTs9h8d5d 
AsKsJs7s6s Ac7d6c4d2h JhTd9h7s4c KdQsQh8c4d 
KsQd8d5d2s KdTs9d8h2c Kc8h7d7c6s Kc9d9c8h2d 
Qh8s6h6d4s AdKs6c3h3d QdJh6d4h2c AdQd9s5d4c 
Ad8d7s2s2h AhQsTc5d3d AhKdQd7s2c AhJh4c3d2c 
KhJc5h4h2c KcJs9d7h5d Ts9d8h8c7d KsQcTd7s3h 
Ac9d6s6c2d QsTs9s8d5h Tc9d8c6h2h KsQhTh4c3d 
Td9s9h8h3s AhJh5s3s3h QdQcTs6h2c KdJsTd4d3h 
Kh9s9h7c5d Qh9c7d5h5d Jc9h8d7c6c 9s9h6s5h2d 
JcTd8c6c3d KdJhTc8s2d QsQhJs6d3s AdKh7c4s3h 
Ts8h8d7d6c KhTs6s3h3d KcQd7d6d5h Ts9c6c5d3d 
JcTc5s4d2d AsQhJc7d4d QhJh5c4s2c Jc5s5h4h4c 
KhTs8h4c2s KdQdTc7s3h KcJc6h4d3d 8c7s7c5h3h 
KsThTc8d4s 9h9d8c7s6c AcTc8d7s3c Kh9s8d7h3d 
QsTh7h5s3s 9s9d8d5c3s Td9c8h5h3d ThTc8d6c4s 
QdTd8s5s2s AdQcTs5h3h AdTh8c7c4s KhTh8c7d5h 
KdJs7d7c3c QhJs8s7h2d AcQc8c6h6d KcQhJs5s3d 
KsTsTh6d3c Qh9d7s5h3s JhJd8c2h2d KsJsJh7s5s 
Ah6s4s4h2d KcTs7d6h5s QdJs9h7s5c QhTc7c5h3h 
AdQh9d7s4d JsJd7d6d5c JsTc9s5h4d Js9c7c6s4s 
JcThTc8c5d AcKd9h8s5h JsTc9d7h5h 8h8d7s6c5d 
AcQhTs4c2c AcJs9d7s6s KhKc5s4d2s JdJcTh6s4h 
Ah8s6d3h3d AdJd7s7c6d Qh8d7c5h5d 8s7d6d4s4h 
JdJc5d4s2c QsQdJh7s4s AsQhTs5c2s KsQh8h4s3d 
KsJcTh4s4d Ah8c7s5h2d KsQs8c7s7d QhQc9h9d2h 
AcJhTh8s3h AhQs9h3c2c Js9h8d7h3s QsQd8s4s2d 
QcJd9d3h3c QsJhTs4d3s JhTd9h9c5s ThTc8s8d4c 
Ac8d7s5c2h QhJs8d6h4c Kd6h5s5h3d QhTd8h6s6c 
AdQdJh3c2d AsTc9h8d5d KcQs8s6c3c AcQhJs7s7d 
KhQhJd5c2s Kc9s8h7c3h AsQh9h7d5h Jd8s7c6s4c 
QhJs8d7s3h KsTsTd9s4h KcQd9s7h7d Ac6d5h4c3s 
JcTc9s2s2c Qd9h8h5d3c Kd9d6s5s4d AhJc9s8s6d 
KhTd9s9c6s Th9s9c5h3s 8s8c7d5s3c AcTs5c2s2h 
Qd9s7d6d4s 9s9h7h7d5h AdJsJc5c4c QcTh7h6s3s 
QhTd9c7d5s JhJc7h6h5s JhJc8h4c2d Qd8s8d7h4h 
QdTc8d6h6d JdTd5h4c2c AsJs6h3h3d KhQhTd8h4s 
QdQc8d4c3c QhTs9h7d2d KsJs9s9h8s Jd9h7h6d4d 
KhJc7s7h3s TdTc5h5c3d KhJsJhTh2h ThTc8c7s2h 
KhTh7h4d3d KsJdTs4c3s Ac9d6s5h3c QhQc8h4h2c 
Ts8d8c7c6h KhJsTs6s4c As7s6s4h3h AsQdJd7c4d 
9c8s8h5h4c Jc9h7d5h5d QsTc7d7c4d KcTdTc6h3s 
QcJsJd9s5s KsQhJh7h2s Ad6d6c4c2c QsQcJc6c4c 
KhKd9s7h2h AcQh8h6d5h Ts9h8d8c7c QsTd7h6s5s 
QdJc7h6h3d KcQdTd8d5s Ah5d4c3d2h Ts9h8c6c2h 
Qh8d7s5h5d KhQh8d7c3c Ac9s9h5d4c AhJd7h6s6h 
QdQc8d7s4h Kc6c5d4s4d As9h6s6d2h JsJh7h6h5c 
KcQh8s8c7c AsKc9s6s6h AhQs7h6h5h AhJs8d7c4s 
Jh9s7c5s3c JsJdTc9h4c JcTs9c8c5h QhTh7c4c3d 
KsQh9h8h8c AsKdQd6c2h QhJs9d7s5c Ad8s8d5d4c 
Qs9c8s6d3c AcJc8h3h2h AhQsJs7d3c Ah7d7c4d4c 
QdTsTd7h2s QsJs5c4d2c 8d8c6s6c4h Ad5c4d3s2s 
AsQc9s3d2d Th9d8c7s7h AdKd8s7c3d KsTsTh6s2h 
KhTc8h6s5h JhThTd6c2c 8s8c5s3d3c KcJs8d6c5c 
AdTh8c7c4c KhTc7c6h2c JsTc9s8s5d KhJd7h5s4h 
KsQhJh8c2c TdTc8h6h3d KdTsTh6s6c KhKd8h6c2h 
KhTh5d4h4d Ks9s9h8s7c AhKd7s4c3d Qh9s8s8d5d 
AhJdTh5h3h KcQh6h4c2h QcJc5d4s2d 9h7h6s6h5s 
8c7h7c6h4c AdKsQs4c2s Ad8s7d6d4c KdTsTh8s6s 
AsJs7c5h3s QhQdJc9h3h KdQhTsTd4d AcJs3c2s2h 
Ac9h7s5h4s ThTd9s6h2s QdQcJd6h3d QhTd9h4c2c 
KhQcTd8d5s AcKh4s4c2d KcQsJh5h3d KsQsTd8s4h 
KcJs9h6c5c QcJh8s8c6d Ts9s9c8d7s 7d6h5h4d3h 
AdQc9s9c6h AdTs9c8h5h AhJh9s5h3c AcKh8h7d3s 
8c7h7d6s6d 9s9c8s5d3c Ah8c5c2h2c JsTd7d6h6c 
AcQs8h7s3h Jd9h5h4d4c Jh9h6s5s4s Qh9s6h6c4c 
KdTc7s6h5c QhJh5d4s2s AcJs7c6c4d TsTd7c6s3c 
KdQhJs9h6h JdJc7d6d5h Td9h6h5d3d JsTc9h7d5d 
QhQd9s9h2h KhJs9h5c3d JhTc9h6s5h JsTd8d3s3c 
AsKd9d8d6d Qs8d8c7c4s TsTd8h5s3d QdJdTd3h2h 
KdQhJh7h2d AdTs9s7s6s KdQsJh9s6s 8h8c6c5d2h 
QcJs8c7s2h Jh9d5d4s4h Ts8c6s6c5s KdJd7s5h2s 
KhTh7d5h3d KsThTc8c6c 9d9c8d5c4c KcTd8h4c3h 
QsTh8c7s2c Jd9h9c5c3h 9d8c7c5d4d AhQd9d9c6s 
JdJc9s9c3c AhTs7c6s5d KcTdTc9c4s AsJdTh6d2h 
Ts8h6s5s5h AdKsQs5c2s Jh9d8c7c4d KsQsTc8h2d 
QsQdTc4h2d QdJsJc8h5h AcTs6c5c4h AsKc6s4s4d 
AhKh8s8h2s JdJc7s6s3c Kd9s8h7d3h KsQd7d6d5c 
Ad9h6s6d2h AhKh6c4d2s AsJh7s6s6c QcJh4h4c3h 
AcTh8d6h5s KhJs9s6s2h JsJc5s4c2h Kh9h9d5s3s 
Qh9d8d5d4h AhKhJh5h5c KsQd8h4s3d Ah8c7h6h4s 
QsJh8h7h6c JdTs8d6d3s AsQh8c7d5c QsTs9s8h5d 
KhKd7h2s2c JsTd8c5d2c TsTc8s7d2c KdJd7s7c5h 
QhJc9c7c6s AcJhTh6d2d Jd7s6s5d4d AsTd8c7c4c 
AcKh4d4c2s AcJs7c6c2s KdJhJd4d4c Kh9d9c5d3h 
9c8s8c7s5s 8h8c6d3h3c Th9s9c8c3s QsTs9s6d5s 
Qh7s6h5s3d QhTc8c7s7c KdQdJs5d3h KdQsJh7h5h 
AhKsTs4s4c AsKcQc9c4d Js9d7s6s4d ThTd6h4c3d 
9h9c8c5s3h QhJs5c4c2h AhJcTs4d3c KsTh6s3h3d 
KsJcTc6c4d QcJh9d7h6h Kd9h8h8d2c 8s6s6d4s4d 
QsTs7s7d6h JsJd9h6h5c Qc8c7d6h5s AsKdQd8h2c 
JdTsTc8d4h AdTd8h7c3d KsJs8d7d2h AcQsQh6s3s 
KdQh7s7h4s QsJh4s4c3h JcTs8s8h6s QdTc8h6h2c 
Qd7h7c6c5h KcQcJs8d5c Ks8s6d5s5d Th7c6h5c3s 
QsQdJc7d4d Kc7s7d6c3s QcJh7c4h3s AhJcTh3h2d 
JdTs8c5s2c AdKdJs6d4d KsJh8d6s5s AdTc8h6c5s 
AcQcJd3s2c AcKc6d4h4c AsKd7d4c2c Qc9h6d6c4d 
Qc9d8d5c3h QdQcTc8h3c Jh9c8d6h5s QsQd9h8s4c 
QdTh8s6s5c Ks9h8h6s3h QdQc9s8s5s Ks9h8s8h2d 
KhQhTc7d3s 8c5s5h4s4h QdTs9d4h2h AcKs8s7h3d 
JsTdTc8s4h QcJdTc4s3c AsJd9c7d6d KhQc8c5c2h 
KhTd9d7d7c Jh9c6h5c4c KsKd5h4h2h QcJh4d4c3h 
AsKdJc5c3c 8s8h6h6c4d 9s8s8h7h5h AdKsQs8c2h 
QdJc7d7c4c QhTc9c3h3c JhTsTd7d4d KhQc6c5d2d 
KdQd9h6h2h QhTc9s7c5d AsKh9c8d5c As8s6c5c3s 
Ks7h7c5h5c KhKc6s5d2s AsKsQh8d3s Td9h8c5d5c 
Ts7c6s6d5d AcJs9s8s6h Th9h9d8c7h QcJh9c4h4d 
Th9s8h7h4s Jd9s9h8h3d QdJc8c7c6h QhJsTc6d3s 
AhTd8s7h2h Ad8d7h2s2h As6h6d2s2d AhJc7h5h3d 
AcThTc6d2s 8s7c6c4s4h QsJhJc8d5d Kd9d9c6c2s 
KsKc9d6h3d Td9c7c5s3s Kc6h5h4d2c AdKhQs4s2c 
JcTdTc8c5s KdJs6d4d3s AhJcTc6s2s Jd9s9h8c7s 
9s8s8d6s4d QdTh7d6s5d QcJc5s5c4s Qh9h9d8d4s 
Js9s7c6c4c Qc9s6d6c4s AdTc8h8c5s QdJd5h4s2h 
QdTd8h7s2s KsQhTc7c5d QhJc9c7s7d JdTs8s8d2s 
9s9d5c3s3d KsQh5s5c4d KhKcTh8h3h KsQd6h5d2h 
AsQs6s6c3c AdJhTh8h2s AsQd7c3s2d KsQd6s6h2d 
AcQh7d5s4h KhKdKcTh8d Ad9h6s5d3c QdQcTc8s3c 
Ks9s7c5c4s QhTh7h7d6s KhJsTh6d3h AhKh9s6c2d 
KhQsQh6h4h AcKsQs6h2d 8d7s6h5h3s Qh9h7d6h4d 
JsTs8s6c5h KsJc7c6s2h Jh8d7s6d4s AdQd9s5h4d 
Qd9h7d6s5c KdQs9s4d3s QsJhJc7h2s QhJs9s7s6d 
As9h7d5h4d KdJdTd7s3c AdTh5d3c2h Js9h8c6s5d 
KhTsTh9h4d AdJs8c7s6s JdTsTc7s4s KdQh6d5s4d 
AcJsTsThTc QdJs6h6c5d Td9h9d8d7s AhJh8h6s4c 
Tc9h9c6s6d AhQh5d4h4c JdTs8s8c6s ThTc7d5d3c 
KhJd8d6h3h TdTc6d5s3s TsTc9h6c5d KsKc9h7s2s 
JsTd6s5c2d QcTs7c4h3h JdTc9s7h5h KsJh8d7s5s 
AdQc8d6h2s Qs9d8h5s5d QdJs9s7s6h TsTd9c6s5h 
Ts9s8s8d5d KdJc9s8h6c Kc7d6c4h3h AsKd6h6d2h 
AsKh7d6s3s KdJs9s7d2d AsKc9d4s3h Qs7h6s5h3c 
QdJc9c3h3d AhQdJd9d4s KhJsTd4c3s TsTc8c7s3d 
KsJd8d6s3s Jh9d8c6h5s QhTd7h4s3s KcQsJs8d2d 
9d8d7h6d5c KcQs6c5d3h Ad9h8s7c6c AcJs9h8h6d 
Ks6s6c5h5d KsQdTh7h5c AcKsQs6d2h KsQs9d5h5d 
KhQsQc9d4c AdTc4c3d2s KsJdJc6h6d AcTc8s3h3d 
KhKc8c3s2s JhThTc8h5s AcKh6s3d3c TsTh8h7d2s 
AhJhTh6c4h 9s9h8h5s4s KdTsTh7h5c AcKhQd8d4d 
JcTs4s4c3d QsJc8d5h4s Qh8d6d5s4s KhQd8d6h3h 
Ad8h6h4d2h Ad5d4h3c2c Qd9s8d7d6c AsJs7d5h3s 
AhKd7c4s3d Js9h7d6s3h Qh9c7d6d3h As8c7s6s4h 
AhQcJs7d4d Jc8s7h6s4h AdJd5h3h3d Ac9s5h5c2h 
QsQd9c5h3d AcKdTs8s3h KhJh7s7d5c Th9c7d5d3c 
QcJsJd8h5h QhTs7c6h5h Jh9s9d5d3s KdJs8s4h4d 
Tc8c7s7h4s Js9h8d5s3h QdJs8c7d3s Jh8h6d6c5c 
QsTd9h5s4c Kd9h6d6c3h AcKcJc4h2s KcJs5c4c2s 
Kc8s6c5d2d Qc9c7h5d3d KdThTc6h5s Jd7c5d5c4s 
9h9d7s7h5h Ah5c4h3c2d KhKcJd7s3s Kc9c6c5h3h 
8s8h6c5h4d Qd8d6s6h4h QcJd8s7c3d QsTc8c4c3s 
Jc9s9h6c4h Ad9h6c5s3d AdTs8h8c6s AsKs9h9c3d 
KhQhJhJd7h 8h7h6c5d4s KcTs7d6s5h AsQs9d5c4s 
KdQsQh9c4h KdQc6d5h4d KhQsTs9s4c KhTs9h6d6c 
KsTh9d3d2s Qd9h9d8d7c KdTs9h7c5h Kd9h8d7c2h 
KcQsQd8h4c QcJc6h4s3s QdJhTd5s2c KdJc9h8s6c 
9s9d6d5s2h Kd9d9c5d5c Jd8c7h6c4h Ac8d8c4s4h 
Ac9d7c4d4c AcKc7h6c4c Qs9d7c6c3s Ah9c8d6h3s 
Qs9s8h7h4h Ts9d7d5h3h AhKc9s5h4h QcTs9d6c3h 
QhQc9s9c2c Tc8h8d7d6s QsTdTc9d2h 9s8c7s7c5s 
JsTc9h8s2d AdJhTc8h2h Jd9h8d7h4h JhTh8d6h4c 
TsTd8h6h3s Kc6d5h5d3c KsQs8h7d3d KhQcTc8c5d 
KhJdTs8c2h AsJh9c7h2c AsKd9h4s3c Js9h9d8h3s 
KhTc7s5s2h JcTsTd2h2d QhJd4s4h3d KdQsJc5c3h 
9s8h8d5d4s Ks8c7s6c3d QhTh8s7c2c KdJd5s4c2c 
JdTc9s9d5h QcJs9s3d3c Ah9s8c6h3d KsKc9h6h3h 
Th9s8c6c2s KdTsTh8d5c 8h8c5c3s3h Qd8d8c5c4c 
KcQhTd7s5d AsJs8h6s6d Js8d7h6d4h Td9h7d6c5s 
AsJhTs3s2c As8s8h4d4c QdQcJc6c4c Jd8h8d6s4s 
KcJc8d7d3d Qs7s7h6d4h Qs8h6s6d4h KcTh9s8d4c 
KhKd9s4d3d AcTsTd7s5s AhKdJc5c3c AsKs9d6h2c 
AhTdTc8c4c QsJh7s4h3d JsTd7h5c4d AdQh7d6d5d 
Js9d8h5d3s AcQhJs7d4d Qs9s9h7h3c AcQc9d5c4h 
AdKcTh6h3s JcTc8c5d4s KcQh9h4d4c AsJh9c7h6h 
KsJd9s6s5c AsTdTc7d5d KdQsTc7c5h QdJd8c6h3c 
AdQhJd3c2d QcJc9c8h8c Qh7d6c5c3h 8d7h7d5h4d 
KsJdTs5h5c KcQdJd8h2h KdJd9c8d6h AcJc8h6s6c 
Ah5h4c3c2s Ac8h8c5s2d Qs9s9d8s7h AcTc8c5s5h 
KhJdTh4h3s Ac6s5h4c3d QsQdTd7d5d Qh9s8s5s4h 
QsQd8s4d3d JcTd7h4d3h KdQhQc7c4c KdQd8c7s3s 
QhJs8h7s2d AsTc4c3s2h QsJdTc8h4h AhTd8d8c3c 
Th9h6d6c4d Qd9s7h5h5d Jh9s9h6s4h KhKd8h2s2c 
KsJc7h7c4h As7s6c4s3c Ac5c4h3h2d As6c4s4c2h 
AcTs9s7d2d AhTs9h3h2s AcQh9c4c2h Ac8c6s6h4d 
As8c7s7d3h Jc7h5h5c4s KhQd6h5c3s QdJsJh4d3c 
AdQhJh7c2c AhQc7h4c2h QhTd8h4c3c Kh9d9c6h5s 
JhJc7d3h3d QsJd8d7d6c Kc8c7h5d3h KhJs7c5c3s 
9c8h8c6c4h QcJh8c7h2d AsJsTs8s2c QsJd9s4d2c 
JsThTd9c3s AdKd9s6c2h 9d7d7c6c3d JsJh9d6c5c 
QdJd8h6s3h AsJd5c3s3h QhTsTc6s2c Ts9d8h8c7c 
AcJs8c6c4h AhJh8d6s4h Kh8h7d5s4c KcJcTs5h5d 
Ks9s9c7h5d QhJh6d5s2s QhTc9c6s2s KsJh9s5d3c 
TsTh9c6d5s AsTh9d8h5h AsQhQc4d3d QhJd8h7d2s 
KdJh6s5d5c Th9c6h6d4c KdTc8c7h7c TsTh9c6h2c 
KcTs7c6h2h TsTd8d7c2s KsJdTs7h3s Qc9s9d7h6c 
Qh8h6s6c4s Jc9d8c7d4d KcJc8h7h2h Ad8s8d6d3s 
AcQc9c7s4h AcJdTd9d2d QcJhJc5s3c QcJhTs8d4d 
AhTh8h5s5d Qc9d7c6s3d KhQd6d5c2c KdQcTs6h3c 
AhTd9h5h3c Ad8c7d6d4h JsTs8h6h3h QhTsTc9h2d 
AcKs8d3s3d KcTd8c6h5c AhQdJc7s7c QhJh9c5d4s 
JdJc8s6s6h AcKdJd6s6h QdTd9d6c5d AsTs7d3c2c 
KhQsTc8d4s AcQh8c6s2d Kh8h6s5s3s KsQsJd8s3d 
Td9s6d6c4s KdQh7h6h5s KhTs6h3s3c QdJc8s6s3d 
Jd9s9d6h3h JcTc8d6c4s AcJh9c5s5c Jc7h7d5c4h 
AhQd8s7d3s JhTc8s8c6c JhJdTc9h2h KhQsTh9d2h 
Td8c7d6s3c JhJc9h5h5d JhJdTc9s4c AcJc8s6d6c 
Jh9d9c8s7c AdKsJh5h3h Jh9d7d6h4h Qc9s8c6d3s 
KcQd9s7s3d KcTs6c4d2d JdTs9h7s4c AcKc8h7s3c 
QhJd9h4d3d QcJh8s7h3c AhJs9d7s6s Td9d8c6s5h 
Th8d7h6c3d QsJs5c4h2h AhTh9h5d4s JdTc7h5s4c 
KcQc8s7d3d AsTs9s5d4h KdQdJh4s2c KsJh7h7d4d 
QhTd7c6h5h As9c7c4s3s AhJh8d3d2d KcTsTh7h5d 
QsTs9s8d5c 7c6d5h4h4c AhQh8d3c2d AdKd8d7c3s 
Ac9s6d5h3c Ah9d6h6c2d KhTd9s3s2h Jc9h7s5h3s 
KsJs8h8c6d KsJdTh5d3c AsTsTd5s3c Js7h7c5s4c 
Ks7d7c5d5c AsKd9h5s2c QhThTc6d3s QsJh8s8d5c 
AcTc8h3s3d Ad9c8c4c3d Kc9h6h5d2c Ks7c6d4c3s 
Qh9d7c5h3c AhJc6h4s2s Qs7d7c5c4s AdKhQh4s2h 
8s8d7h6d6c AdJh8c4h4c JsJd7h3s3h AhJs9d7d5d 
JdTsTh9c3s KhQsTs4d3c KcQdJs5s3h QsJd8h6s3h 
AsQd7c5h4d Ad6s6d4s2s JdTd7h4h4d JsThTc9c3d 
KcTc9d3h2d 9h9d8d6s5c Jd9s5s4d4c QsQdTh4c2d 
TsTd9h8h6h JsJd7c3d3c QhTdTc4c2d 8s7d6h6d4s 
AhJdJc5d4d AsKh5d5c2s KdTh8d4c2h AhQsJc7d4d 
AdTc9s9c6h Qh7s7d5s5d QsQdJc9c5c Tc9s9h7s6s 
Jd9h8s7s4h QsJs9c5c2c 9d9c8h5h4c Ad6s5d3c2s 
JsThTd9c5s AsQs9h5s4d QhJc9s6s5d KdQh6h4d2h 
JdTs7c6d4h Qc7d6s5s3c JdTs9d8d5c KdKc6s3d2h 
AsJdJc9d6d KcTsTc6c2s Jd9c8h7d6d ThTc9d6s5c 
Kc8c7s6s3d KdQh7h7c4c KsKdTs6s2s KcQcTd7c4s 
Jh9d7s6h3d QdJc8h8d5s Jd9c8d5s5c AsKs9s8h2d 
KcTh8h7h7d AsJs9h5s3c QhQcTs8d3s AhKdTc8d2d 
AhTh9c5s3h KhJs7s6h2d AsQhJs3s2d KdQsThTc4s 
JdThTd7h2h Js8c7c6s4c KcThTc9c4s AdQs9h7c2d 
KcQdTd4h3s KhTh8s7s3h Td8d7s6s3c AhKsTd8s2s 
JcTc8h5h3c AdKcQc9c4h TsTh8c7h5d AsQdTc6h3d 
Ts7h6s6d5d AcJd9c7h3c Kd9h8h8d4s QcTh8d6d2h 
AsQh9s3d2d AdQd9h5c4d KsKd6s4c2s KdJh9s6d5d 
QcJdJc4s4c KcTsTd7h5s KcJhJc7c5c Qd7h6d5h3c 
Kd9d8h7c5s AcJhTs6h2s QsQcTc9c4c Td8h6s6h4s 
TdTc7h5h3d JsTh8h5h2s AhKdQc4d2d 8h8c7d6s6h 
AcQs9c5d4c KcJs7c6s2h AhKs9c8h3h KcTh8s6c5c 
JcTs8s6c2s AdKc7h6d3d Qh9c8c7s6d Ts9h6h5s3s 
KcQc8h6d3d QsJs5s4h3h AdKc7h3d2h Ts9s8d6c5h 
KhTdTc7h5h KhQdTc7h4h QhJc9s8c6c AdQcJc9s4c 
KsQsTsTh5c KsTh8s6d5s QsQc7d6d5d KcThTc6c2h 
Qs9d8d5s3h Tc9h8s5s5c QhTd8h7s4c JdJcTs9c2c 
As8s7h4h2h QsThTd9s2c AhQs9s7c5s Kh9d8d6h3d 
QcTs8c5s3c Qd9d7h5c3c QhTh8d7s2s JsJh8d6d5c 
Qh8c7s5h5c AdTh8s6h5c QhQc6s4s4d AcKdQd9d4h 
Ac5h4c3h2d Ac5c4s3d2d KhKc9s6d3d Jd8c7c6h4h 
QdJsJh7h5h ThTd7c6s6c QsQd8d4d2s Tc7d7c6d4c 
AcJs7c5c3h AsKsQh8s2d Kh6h5h4c3c As7s6s6c5h 
AdJcTc8s2c QdJc9c4h2d KhKd9s6c3c KdJh8s7d5d 
KdJc7d5h4d QdTh8d4c3c AcJc9c7c6h KcQh7h4c3c 
QdTc7s6d5d AcJd9h5c3c Ac8s6h3h3c As5s4d3d2h 
QsQcTc7c5c JsTs9c6h5s Ks9d6d6c4s As9s6c5h3d 
Kc6h5s5h3c KcJh8c7c5s AsQhTc6h3d AcKs9d5c3c 
JhTsTd2d2c Jh9d8c7h6h TsTc8h2s2c Td9c8c6c3d 
JdTh8h3s3d AsQsTs8s2h KdJs8d7h3h AdJs9d9c6d 
8h8c6h5d2c AhKs9c5h4h AdJs7d5d3c Tc8c6s5s5h 
KcQdTd8d5h JhTd9s6h5h KsTs9h3c2h JsJh8s4h2c 
KcTh7s4h2c 8s8d7d7c6d AhKdQc5d2d As6d6c2s2d 
QcJsTc5h2d As8h7s6s4c AhTc9c7c6c Ah9s8d7c6d 
AdKhJs5s3s KsQs8h6c3c Tc9c8s8d7h 9d8d7h5h3s 
QhTs9d7s5c AhJd5s3h3c KcQcTsTc5d KcJh8s6c5c 
KdJh9s7c5s JhTc9d6c2d QcJs7s5d3d QcTsTh6s2h 
JcThTd6c4s JdTc8c5c2d AsKdQh4h2c Ah7s7d4s4d 
AhQh9s5d4h JdTsTh6d4c KdJsTc7d3d 9s9d8s7s7h 
QcTs9d5c4h AdQsJs9s4c Jh9d9c8c3h JdJc9d7d6d 
Ah8d6h5h4c KdJd8h7h3h JhTc4h4c3s AcJc7h7d6c 
KhKdTs3c2s QsTh8s7d4c Td9d7s5s5h TsTc8c7h2s 
Jh9d8h5d5c QdJc8c7d2h Jc9h7c6d3h AsThTc7c5c 
KhQcTh8s5h Ac9c7s5d4c AdQd9d5s4c Ah5s4h3s2c 
QhJs4h4d3s QdTsTh9h2c AhQs9s9d6c QsJs9h5c2c 
KcJcTd5s5h AhQdTs8c2s Th9s9h8c7h Qc9h8d7c4h 
QsTc8c7s3c Kc6c5s4s4d AcJs8h7d6h QdJs8d7s2h 
Th8c7h6s3c Jd9h7d6c3h QcJh7c4h3d Qh9s8c7h4s 
AdKhTs6s3c QsTd8d7d7c QhQd9c8h4s KsKd6s3c2h 
KhQh8c6d3d KdJc9h6h2d JcTs7d4s3d JdJc8d7c3d 
Ad5d4s3s2h KhTsTd7c5s Ac8h8c5d2s Kh8h7d5s3s 
