QdJs6h5h2c 
Kc6s5c3h3d Th6s6c5s4d Ad9s4s3s2d AhTc8s4s3d 
9h7d5s2h2d Qh6c5s4s2c Qc9h7h3h3c Th9s6c3h3d 
KsQdTd7c2d Jd9d8d6s6d Ks7c5h3s3d AhQs8d6s3s 
QsJh7s6s3d AsJc8s2s2h Ad7c5s5c2s QcTs6h4s3s 
Js7d4s4d3c KhJh7d4h4c QsJc6s4d3s Kh9s7s5d2d 
6c4d4c2d2c KhJs8h7c3h QdThTc5h2h Ah4h4c2h2d 
8s7s5s4h4c Ts9h7s6d2c Ah9s9d8s4s AcJs8h7d2d 
7s7h6s4s3c KhJh9h6d2c Qs8d8c5h4c AhJh7s4h3h 
9h8s7d4d2s KcQs6d4c2c Td8d7s6c2h AsTc7h7c3c 
Ad9s9h8s4s Kd8h6h3d2c Kc5h3s3c2s KsQc9d7d3h 
KhJs8h8d3c Kh7s7h4h4c QhJd9d6d3d 9h7d4s4d3h 
KdJh5c4h2s Kd8h6d5s3d 6s6c4d3c2s 9h8h8c5s2h 
Jd7d5h4s2s KcQd7h5h3h 8s7d6h5c2h Js9c8d5c3c 
QsTs8s8c3d Jc9d8s8d4h Ks7h7c6h2c QdJh9h4c3h 
Ac7c5d4s2c Td7d5c4h3s Td9d4s4h2s TdTc9c4c3c 
Tc7c6s6c4h KsJs7s6s3c Ac9c5c3h3d As8c6s4d3s 
Td7h7d6d2h 9s7s6d3h3c Kd8c6h6c5c QhTs8d7c2s 
9s7h6d4s2h Th9s6s3h2s Qc5s4s3h2c Kc7s5d3h3c 
AhQh4s4h3h AdTs8s6c3s KsJh9d8h4h 8d7d5c4d3h 
AhTh8h7h2h KhTs8c5d3s Kc8h7c5c3s 7s6h6d5h3h 
Th6d4h4d3c AcJs9s7h2s JsJh6c5s2s Tc7h5d4c2h 
Ad8c5h4d2d Ac6d4c3d2c KcQs5s4d2s Th9h8s4h4c 
9c4h4d3d3c AdJh6s5c3c KdTs8s7s3h 9h9c8c7s2d 
KsQs9s5s3d Qd7c4s4d3s KsQc7h7d4h Td9d8c4s4d 
Ac8d5s3h2c KsTd5s4c2s AhQs8c6s3s KhQc8s5h3h 
8d6s4c2s2d KhJs6c5d2s Jc7h5c4s2s Qc9c8c6c4h 
Ac8s6c4h3c Ts8d8c3s2c JsTc8h4d2d Qc9s7d5s4h 
9h9c8c7d2s Kd9d9c6s2h Js8d7s5h2c KsKd7h4h2h 
JhJc6d5h2h Ks9d7h6c3c QcJs7c3d2s AsJs5s5c3s 
Th8s5d2h2d 7s6s6h4h2s KhQd8h5c3h Ks8c7h6h2c 
7s6h5s3h2h Ks9s9c3d2d Jc8s8c2s2c Ah9c5s4s3c 
Qh9c6s5s5d Js7d7c5c4c JsTs8h5s2s Tc9c6h4d4c 
9s7h5c2s2h 8d5h4h4d2c KsKc9s3s2s AsJs6d3h2c 
Td9c7d6h2s Ks9d9c5s2h Jc6c5c4h2h KcJh6c5d2c 
Qh6h6c5h4d Ah8h6s6h2c 8d8c7h6c3c AcKc7c6c2h 
Qh9h8h4d3d Td8s6c5s3s JsTh8h6h2h KhQs4h4c3h 
KdQsTh4h2h KdQs9h6c3c KhKdKcQdTs 8s8h7c6h3h 
Qd8h8c5c4c Kc5s3s3c2d JdTd6c4s2h Ac9h7d6s4s 
Qs9d9c5c4c Qs8h8c5d4h JdJc8h4s2d QhTs9h3h2d 
Kc9h9c6d2s Ts7s5c4d2c Ts7s7c5c2c AsQs6d2h2c 
9s7s7h6s4d KdJh7h4s3c Jc9s8d5s3s Qd8s8h5h4h 
Jc9s9d7h3h Td9c8h5c2s Ah8d6h4h3s QsJd6c3d2c 
AcKd9h4c2c 8d5h5d4s2s Jh9s8d5h2h Jd9c8d5d4d 
Kd7d5s5d4c Kc9d9c3h2h 9d7d6c4h2h Jc8d7d5s3h 
Js8c6d3s3c Qc8c7h5c4c As9d8c7d2h Qc6c5s5c2s 
JsJh7s4s3c QcTsTd6s2s 8s5h4s4h2d QhJc8s2s2c 
Ad8c6d4s3d KdTs7s5s3s Td7c6s4d3h KdTs7s4c3h 
QsQhQc9s8c Qc9d8c3d3c QdJh9d4s4c Qc9h9c5d2s 
Ac8h8c3d2s AdQh8c4h3s Qh7c6s5h3h KcJh7s7d4d 
5s4h4c2s2c Ah8s3h2s2c Qc9c8c6d4c KcQc9s8c3d 
Jh6h6c4c3h Td6d4s4h3s Kd9d7h5s2c AdQd9d4c2h 
AdKh4s3s3c KhQd5s2h2c Jh7h5s4c3d Ac7s7c3s2c 
Jc9h6s5s3s KcQh9s7h3h AdQs9h9c3h JdTc6s6h3h 
QdTs8c4c3h 7h6s6h4s2h JhJc9d4s3s AsJc5h5c3c 
KhTh5h4s4h Ad8s6d4h3d QcTs8c4d3c 8s8d6s4c2h 
Qs9h7d6d4d Ks7s6h3h2d KdTd5d4s4d Jd8s7s5h3c 
8s8c7h6c3c Ts9d8h6h2h KhQh8d3c2d 8d7s7h5s3s 
QhTs7c5d3d KdQh5h4h2c Qd8s7s6s6c Td9c6h3d2h 
Qs9h8s8c2d JdTd3s3d2s 8s5s4h2h2c Ad9d5s4c3d 
Kd6s4s3s2d AdTs6s5h3c 9d8s8h7c4d KhQs8h5h5c 
Tc8d7s4s4h KcTc9c3h2s 8d6d4s2s2h 7s7c5h4h3h 
KdJs7h3d3c Js9h5c4d3s Jd8d5h4s4d Ac6c4d4c3h 
QcJs9s4s3h AdJs5s5c3s Td8s6d5c2h QdJh9h4h3s 
KhTc9c6c2d Th9h8c5h2d Ts7s6d5c3s KsTd9d6d2c 
Td8s6c5h3h AcKs9s6h2s 9h6h6c5d4h KsQd4h3s2c 
9h8d7d5s3d 8s8c6c4h2d QsQh7c4c3d Jc8s6s4c2c 
Jd6s5d4h3c QhTc8d5c2c As8s6s6h2c KdTd8h3d2h 
AsJs5s5d3s 9c6s6c5h3d JsJh7c6d3c Kd9s9h3d2h 
KhJd8s5h2h QhTd8h4h3c KhJs7c6d3d KsJs9s6h2c 
Qh8s5s4c3c AhJc6d4s4c Ks7h6h5c3d Td7c6d5s3d 
8d6c5d4d2h 9d8s5s3d2c Ts9s5s5d2d Ts8s5h2h2c 
QsTs6h4s2d Qc9s9d5d4d QsThTd4h2h Ac9h5s2d2c 
Ad9h7s6h3c 9c6d4s4d3c AcJc5s5c3c Ac9h5d3s2c 
Qh8s6h5d3h AsJc9h6h4h ThTd6c5s3s KcJc9c6d2s 
KsJdTh6h2h Jd9s8s5s5c AhQc8c4s4c Ah7c6s5d3c 
Kd9d5s3s2s Qd8h7c4d2c Kc6s6h5d4h QdTs9s3c2h 
KhTd8c5s3d QdJh7d4s3c JsJh8c7h3h KdTd5d4d4c 
KhJs6h5d2h KsQc8s5h3s Ah8h8c3s2d KsJhJc3c2c 
AhQh9d4h2c Ad6s6c5s4h KhQd9d9c2s AhJd7h5h2h 
8s4s4d3s3d QcTh8s4s3d JdJc8s7c3c JhJc9s4d3d 
KsQc9h8s2s 9s7s7c4s4d AcKs9d4c2c Jd8h4h4d3s 
9d7s5s3h2d QdTh9s5c2c Td9s7d3h3c Qc9d8c7c4s 
AhQc6c3s2s KcQcTc3d2c KsQh8d6c2h KsTc8h5d5c 
KsJh9c8d4c AsJd5h3h2d 8s8c6h4d3d Td9s6c3h3d 
8s7c6h4d3h 8c6c5c3d2d AhAdAc8s2s QsTc6h5s2s 
JsJc7s4d3s Kc8d6c3d3c QdTd8d6d3h Qh9d7c6c4c 
9d7c5s2s2d AdJsTs6h2s Kd7s6s2d2c Js8d6c5s3h 
AhKs6d6c3d 9d9c7h4d2h QdJc8d5s2d AsKd9d4c3d 
QhJsJh6h2h JhTc6s4d2h 8s8d7h6c3s Th9c4d4c2d 
QsJc7h5h3d Qh8c5c4d3d Ac6s4c3s2c KhTd7c5h2h 
AhTh6h5h3c KhJsJhJc9s Td9s5h4d4c Ks7c6c2s2h 
8h8d7c6s3s Kc8s7d6s2d Kd8s6s3c2d Qc8s7h6h4h 
Js9s5s3d2d Kd8s8c6h4c Ks8c7h5c4c Ad9s4s4d2d 
Jd9h7s6s3s Kd7d6h6d3c Qh9c6h4d3s AsKh6d6c3d 
9h9d7c4d2c KdQcJh7s2c QhJc9h7h4h KsQd9d5h2c 
TsTc8d7d2h AsJs9d6s3s KdQd9h5s5d Tc8s8h6c3d 
AdTc8s6c3c QhTc7c5d3c Ts9c4c3s2d JsJd8h7s3s 
TsTd8h6c3c JhJc7d6s3d KdQd8c3h2c 8s7d6h5c2c 
AhQd6s3d2s QsTh8c7d3c KsQd5h2s2c KsQd9c5h3h 
JsJc8d6s3s QhTs8h4d3h KdQd9d3c2c AhJd9c6c4c 
8h7h4d3d3c Ad9h8c6s4s Kc8h7s6h2s QdJc9s4h3s 
As7s7d4s3s KhQh8d5h3s Ts9s8h4s4c Td7s4d4c3s 
Ac8c6s6c2h Qc8c6s5d2h KsQs9s6s3h JhTsTc6s2s 
KcJd9h8d4d Kh6h6d5c3h AcJd6d5d3h 9s7s6s5s5h 
7c5s5d4c2d QsTc9c4d2c 9s8d5d3s2h Js9c7h6h3h 
9s9c8h5d3d Kd7s6d4h4d AdJd9s6d3d AcJd7c6c3c 
Ks8c6s5d3s QsJd9s4h4c 9d8s7c4c2s QsJh9h4h3d 
JsJd7s4s3h Kd7h6c5s3h 7s7c6c4c3h JcTc3d2d2c 
Ac6c4h3c2h KhJc5h4h2d JsJc8c4h2d KhJsJc3s2s 
7s5d5c4s2c KhQd6c5d2d Jd8c6h3d3c 8s8d7s6h3s 
AsQc6c5h2c Ah6h5h3d3c Th7h6d5h3s QhJc8h5s2h 
AsJd8d7d3d Jd5s4s4c3d Ad9h8h6c4s Jd9s7h6h3h 
Th7s5d5c4c 7d7c6c4c3s Tc7s6c4d3h Kd6s6d5c3d 
KsTc5h5c2h Ad9c8c6h4s AcQh6h5s2d Tc8d6c5h3s 
9d7d7c6d4s Ts7s6s6d4c Kh9h6h6d5h Ks8h6s5d3s 
Td8c7s6d3d Qd8h7s6s4s KsTc8c7c3d AdQd9c4d2h 
KsTd5d4d4c QhTc9c3d2s KcQd9c6s2c AsQs9c4s2h 
KcJd5d4s3d KdQs9s8h2s QcJd9d4d3h Td7c5c4d2s 
Jc8h7c5c3d KcQc8c4d2d QsJc9c4c3d Jc8s6h5c3d 
7s7h6s4s3d Ts9s6d4s4c 9s7s5h3h2c JcTh7c6c3c 
9h7h5c3s2c Ac8d7h5h3s Js9d8s5s4s Js9d8d5d3h 
Qs7d6d4s2h KcQd5h2s2c Kd8c6d5s3d QhTh4s3h2s 
AcTs6h4h4d 6d6c4d3h2c QdTdTc3s2d Kh8s6s3h2c 
Qc9h7d6h4h Kd9d5s5c3h KdJs5c4s2h Jh8s8h2s2h 
KhQs6c5s2s Qh8h5d4s4c Qh5c4h3c2s Kc7d7c6c3h 
Ac8c3s2s2h Ts7h6s4c3d Qd5d4d4c3c Tc9d5c4h3s 
Qd8s8h5s4s Td9d6s4h3d 8c7h7c5s3c KhQc8h5h5d 
Kh7h6d4h2d Js8s7s6s4h AhTc6c5s3d KsJhTh7h2h 
Jd9d5d3s2s JcTd8h6s2s 9d8s8c5h3s KdTh6h4h3s 
AsTc9s4s2s AhJs9d4d3c KhQc8h5s3h Qs9h9c5c4c 
KdQh9s7s3c QsTh6s4s3s 8h8c6s4c3d QhQc8d7d3s 
Jh9s8h3h2s AdJhJc6s2c Ah9s9c8s4s Jh6s5s5d2h 
QcTc4s3h3d QsJc6d5d2h AcTc8c7c2c Tc7d6c4s3h 
9h8c5h3s2c Td9d7h5d3d Ks9h9c3s2h 8h6c5d4d3s 
AsKc9s2s2d KhJc5c4s3c AhQc4s4c3c AcJd8h8d3d 
Kc9d7c4s3h Jc9h8d6h4h Td9d7s6h2c Ks9c8s6s3d 
9c8c7d4h2d Td8c5d3d3c Tc7s4s4c3s Ac7s6s5s5d 
KdQh7s4c3h 9h8s5h2s2h Qs9c6s4d3h AsKs9d4h2s 
AdJc8d2s2d AhJh8h4h3d KcTc8s4h4c 8h5d4h4d2c 
KcJsJh8h3h Tc8c7h6d2s JcTc9c3h3c Jc9h6d5h3h 
Ad9s7h6s3c Td8h6d5s2c 7s5s4h2h2d 9c6s6h5d4c 
ThTd8s6s3c Tc7d7c6c5c Th9d8d5s5d JdTsTc6c2c 
QsQc8d5d2d Ts9s5h4d3c AhKd9d4c3d QsJh6d5d2c 
KdQs7h4c3s 9h8h7s4c2s JsTs7h3h2h Kc7s6d5h3s 
QsTh8s4s3d QhTh7c6s2d Kh9c5h4h2c Qh8d6h5h4h 
9s8s7h4c2h Jh9c8c5d3c Ts9c8c5h5d KdJs8h5s5c 
Tc6c4h4d3h QdJc9h4c3c Qc5d4s4c2d 8c6d5s3c2s 
AdTc6h5c3s Qs8h8c5c4c Qd7h5c4s3d As6c5d5c4h 
AdTc7h7c3c Jh9s9c3h3d KhQc7s7d4d KsQs8c5s3h 
QcTsTd4d2d Tc8d6c5s2h Th9d8c7d3d Qd9d8d7s4h 
9s9c6s4s3d Qh5d4h4c2d KhJd7d4c3s Qc9h9d7s4h 
Ac9s7c6c2h KcQd8h5c3c Ts9d6s4s4c As7c5h5c2h 
8s8d7c6h3d JdTd9d5d2s 9c8h8d7h3s As9d6h4s2c 
Js9c8s7h3s Jc8c7c6h6c Ac9h6d4s2c As9d8s7s2s 
AcKs6h4h3h 8s6d5h4c2s Ts6c5s5h2c QsJc9c4h3c 
KdTd5s4d3d Jc6d5c4h3s Jc8c6s5h3d AdJs6d3h3d 
Ts9h4h4d2s 9d7s5c2s2d AsQh9d9c3c 9d9c6s5h2h 
AdQd5h2d2c 9h6h6c5h4d AdTh6s4s4c Tc7h6c4s3d 
KdQhTd6d2d Jc9d6h5h3h Th7s6h5s2h Kc9d7h4s3c 
AsTs8h3d2s KdQh8s7c2d AdJh5s3s2h Kd8c7h6h2c 
Qd9s6c5h3c Qs9s8s6h4s Ad9s5d4h3d Jc9h8s5s3s 
QsQc9h3d2c QcJh5h4h3h KsJd5c4d2h Th8s7c6h3h 
QcJd7c4s3h KhJh4h3s2s AdTs5s4s4c 8h7s6d5c2d 
Kc7s7d5h4s KdQs8c7h2d Qs6s4c3d3c KcQdTd7s2d 
AhTc5h2s2d AsTc8h5h3h Td6c4d4c3h 9s7h5s5c2h 
QhTh6c5d2h AsKc9c4h3c Jc9d5h4s3c Qs8c6h5d2s 
AsKc4d3h3d Qs9d6d5d4d Ts7s6s6d4h KhJd5d4c3d 
9h7h6s5c2d 9h6d4h4c3c AsQc7d5c2h Ad9h8c7h2s 
KsQh9h5c2d KhJs7s4c3d KhJc6s6d4d Ah9d8c6s4d 
Td9s4s3d2c Kd9c6c4d2d 8s8h6s4c2d KsQc8d5c3h 
KcQcTh4c2c Ks8h6h3c2s Tc7s7d5c2s AhKsKdKc8c 
KcQhQd8s2s KsQs8s4h2h KhJs7d7c4c Js7s5d4h2h 
Ac9h3h2h2c KdQh9h9c2s Kd9s9d3c2c Qd8s7c6h3d 
Js8s7d6s2d 9h7d5s5c4s 9s8s7c6d2h KhQh9s9h4c 
Qc9c8c4d3d Td6s6c5c4h KhJh6s5h2c 9s6s6d5s4c 
KdTs8s7s3c AsKd6h3s2s Js8h7s5d2c JdTd7s3s2d 
Qs9h9d5h4h KcQc8c4s2s AsJh8c7d2d 9s6h4s4d3h 
Kc8h5s4c3d Qc9d7c5s5h KdQhTs2s2c Js9h6s6c3d 
KsQs9d5s5c 9h7s5d5c4c 9c8d6s5c2c Jd7c5h5d2c 
AsTd8c4c3h Td9c5s2s2d Kh7s7d6d2s KcTc9h3d2c 
Jc8c7d5s5c Kh6h6d5s3h QdTh8s7c2h Jd9s7c4s2d 
9c6d4h4c3d 8d6s5h3s2h QsQh6s6h6c Qs8c7c4s3s 
Qs9s9d3c2c 9s9d6h5c2s AdJd6c3s2h 9h8h7s6c2d 
Tc9h8h5h5d AsQs7s3h3d 9h7s6d4h2s Td9c6d3d2c 
QcJc6c5s2h Qh8h6d5s2c KhQh4d4c2s Qd7h6s6c5s 
9d8h8c3d2h AdJh5c3c2h QhJc7d5d3s 9s9c8s3c2c 
8s6d5h3s2d AhQs8s6c2s 9h6s5s3h2h 9s6c5c3c2s 
Ks9d7s4c3h KsTc6h6d3c QsTd8h4h3c 9c7h6s2s2h 
QhJd9d7s3d KdQs7h7c4h AhJd6d4s2s JsTc7s6s3s 
6h4h4c2h2c Ks7s6s6c3d QhTd8c7s2d Ts9d5s4h3c 
9s8d8c7s4h KdQs8c6d3d 9c8h6c3h2s QhJd9h7h4h 
9c6d4h4d3c TsTd9h3s2c As9s5d4c3s KcQh8d5c3c 
QcTd9d4h2d AdJd7d6d4d JsJc9h5h2h Tc8c7d4s4h 
QcJc8h4s2d Ts8h6c4d4c AdTc6s4s4h 9d9c8d6h3d 
KdQc7h5c2s AcJh6h4s2s Qs9c7c3s3c JcTd7h5s2c 
Kd9d7d7c5d Th7c5c4h2d QsTs6s4s3d JcTc9h3c2d 
QdTc7c4h3c AcQc7h3d2s QhQc7h7d7c Js9d8h8c4s 
Ad9s8d7d2d Qd9h5c4c2h 8c5s5c4h2h Ts7h6h5h3d 
Ks6c4c3c2s Jd8d7d4c3c AhTd9h6h2h Js5c4d3s3d 
Th9h7h5s3h 8d7d4s3s3c KcQd9d4h3s Qd9h7s5h4c 
AhTs8c6c2d AhTs5h2d2c Kh9s7c4d3h AdJh8c7s2s 
AsKd6c4c3c Jh8d7d3s3h AcTsTd5d2h Ac9s6s5h5d 
Qc9s9h7d4h As9c7h7d4c Tc7s5h4c2s Kd9d9c5d3s 
9s8c7c5d3c AsQh5h4h2c QdTsTc7h2c AsTdTc5c2h 
JhJd6c5d2d 9c8c7s4h2s KhQc9h6h2d KdQsTs7c2s 
AsTc5c4h4c Td9d5s4d2s Td9h4s4h2d QcJd8h7d2s 
KdJh5c2s2d Ac7c3s3h2s 9h7h7c4s4h QcTc6h5s2c 
QcTc6c4c3s Ts9s7c6d2h Js9s7h5s3s KsTh5h5c2c 
KsQs8c5s3d 9s8h6s3h2c Kd8s6h4d3c Qh7c5s4h2s 
Js7c6s6d4h 7s6s6d4d2s Ac9c5h4d3c Ks8h6h6c4d 
KsQs9s5h2d Ts7s7d5h3c 9c8s8h5d3s QhJhJc7h2s 
Qh8d6d6c2c QhJd8h5c2h Ts9h8c7c3c AsQd8c3d2c 
AdQs8h5c2h AcJd5h5d3d AsJcTd6h2h Ts8d7h4h4c 
9c7c6d5h2s 9s8h7h7c4d Ad9h6s4c2d AdQh9d4c2d 
QcTd8h4h3s Kh7s5c3s2h KcJd8s5c2c Jd7s5d4c2c 
Ah9s6c4d2h JdTd8s5d2d Ah9c5h4s3h Kc7d7c4h4c 
KcTc9s3h2c KcTh9s5h5d KdQh7c5c3c AhQc6s6d3c 
6s6h3c2s2h AhJd5d4d3s JdTsTc7h2h AdQc8h8c2s 
As5d5c4d2c Ad9d9c8d2d Qc9h6s5s5d KcJc8c5h5d 
Ac7s6s5s5h Tc4s4h3s3h Jh6s5h4d3c QdJs8d6d3c 
AhTc8s4c3c Ah6s5s5c4d Td8s5h4d4c Td9s5d4c3h 
QhTd7d5c3d KsTs7d3h3c KcJs7h6d3d KcTd5d4s4d 
As9h7d6h3c QdJs7h3d2s AcQs6s5d2s QsJc7s4h3d 
KcQc9d9c4s Ts5s5d2h2d KhJd8s8h3c QcJh9s4c2d 
Jc8s7s3h3c 6s6h4h3c2s Kc9s9h5c4c 8d5s5d4s3s 
Qh6d4d3h3d Jc6s5s4c2c KdQh6h4s2c AcKc7c3s3c 
Kd9h9d7s3d TsTd8c6h2c Jd9s9d6d3h QdTd7d5d5c 
KhQc9d5s3s AhTd8c4c3s 9h7s5s4d2d AdQs5h5c3c 
8d4h4d3h3d Ts9s6d5s3s KhTd5h4h2s Qh9h8h7c4s 
8d7c6d4h3s Qd9d8s7h3c Qs7d5c4h3s QcJs9h4d3h 
JhTc7c5d2s AhJh5h5d3h 6h5s4h3s2s AcTc6h4c2d 
KcQs7h4d3s Js6c5s4h3d 7h7c6d4h3h As8s6s4h3c 
Kd9d7s5c2h AhJh6h5h3c AsQd8d5d2h AhQs6s5d2c 
KdQh8s6c2h Qd8h8c4d2c KsJh9h9c3h AcKh6s4h2h 
JdTc8h6s2s AhQh7h4h3c 7s6d6c5c3c KhJh9h6c3h 
Kd9s9h3h2d 9d8s7s5h3s Kc8h4d4c3d Qc6h5h2s2c 
Jh9s9h4c3d ThTd8s6c2s QsJc9h4d3h AcJh8d3h2d 
Ts8d8c5s3h AcQc6d6c2h QhJs9s7c3s Th9c8s8h4h 
KcTc5c4d4c Kh8s5d3s2h AcKd6s4d2d KdQsQc8h2h 
8d7s6h4c3h 9d6h5s3h2s QdQc8s5h2h Qd9s8h8d2c 
KcJh9c3s2d Ah7d6d5d5c Ac9d5s3h2c 9d8c6h5d2d 
KdJh9s9h3h Kd9h5d4d2h JcTd6s6h3s Ac5s5d4d2s 
Ts7d5d4s2c Ac8s5d4c2c 9h6h6d5c3s KhQs5s3s3c 
Td9d8s6d3d JcTs7h5d2c JcTs8s6s2s KsJs9s6d2c 
Jh7h5c4d2d Qh9c6h4s3d Tc9d7d4s3d KcQd5d3s3d 
QsJd9d4h3d Kh9h9d3c2c Ah9c6s6d5d Td7d6s5d3c 
Tc9c8d6c3c Kd8s7h7d2c 9c8c5c4s2s AcQd8h8d2s 
8h7h5c4h3d Tc9s6c3c2s Qh6s5d4d2s 9c4s4h3s3c 
Qc5s4c3s2d Th7c5c4h2s Qh6h6c5h4s Td9d8c5d3h 
KcTc8h4s4c QsQd7h5d2d KsQc5d4d3d QsTd6c5s2s 
Td6s4s3d3c As6s4s4c3d Qd9h8h6s4h Ts8h5h2s2c 
9h8s8c7h4d Tc9s5c3h2h 9s7c5s5c2s 7c5h5d4h2c 
Th8h5s2s2d 5h4s4d2h2d Qd8h8c7s4d Qs6s6h5s4d 
Qs9d9c6h4h AdQd9d4c2s Qd9c6c5h3c QdTs8d6d2d 
TsTc8d6h3h JhJd6d3d3c KcTh8c5d2c Ad8c6c4h2h 
Tc7c6s6d2s Jc7d6s5c3c 5h4d4c2h2d Jc7d5h5c2d 
Kc8h6s6h5h Kc8c5h3s2h Qs9h6d3d2s 7d7c6d5d3d 
QdJsJd6d2d Ts8d6h5c3c 8h7d6h4s3c KsQd8h7s3c 
AcTd6h5d3s KcTd8h5s5d Th6h6c4c2s Qc6h5s4d4c 
Jd6c5c4d2d Qd9c7c3d3c KdQd9d5c2h 9s6h6d5c3s 
QcTd9s4s2h QhJd9c4h2s Js8s7c5s5d Jh7h5c4s2s 
TsTc6d6c2h Ah9s9d8d4d JcTc7c4d3c As7s5h4d2s 
TsTh6s6c2d Qs8s7s7c3c 9s8h5h3s2c Ts9h8h5h5c 
QdTc7s2s2d 9h8h7d4c2d Tc9h4h3c2s Td7s6h5s3c 
Td9h8d8c4d KsJs9s9d4s KcQs5s5h3s 9d9c8d7h2s 
QsThTd4d2d AdQs4s3h3c 9c8s8c7h4c Ts8s6s6d4s 
Kc8h4h3d3c As7c5s4h2s KcJs8d5c2c KcQd7s5d2h 
Qh9c7h5s5d Ks8h6s3s3h Qc8c5d4s4h 8s6d4h2s2d 
KcQc6d3s3h KsQc8h7s3d QhTd4s3s2d 9s7s5s5d4c 
As6h5h5c4d Ks8c7d7c3d Qc5s4s4d2c 8c7s6h4c3d 
7s5s4d2d2c 8h6h4c2d2c KcQh7s4d3h KcQd9d8h2d 
AdTh8c4c3s 7s7h5c4c3c Ad9d8h4d3c AcJs9h6h4h 
Tc8d7c6h2s Qh8s7c4h2c 8d7s6h4d3c KsQs9s9d4c 
QsJdJc6h2h As5h5d4s3s 9h8c6d5s2d KhQs7d4h3h 
9h7d5s4h2d 9d8s6c5h2c Js9s9h4d3c 9s9h6h4h3d 
KhJh7h6h3s AdTh9h6s2c KsTs7s3d2d KdTd4s3d2s 
Kh9s9c5h2d KcJd7s3h3c Ks8h7d6c2s 9c6s4s4d3c 
Kc8h7c6c3d Th9s7s4d4c Qs5s4s4h3h KhJh8h5s5d 
Kd9d7c5h2s Jd6s5s4d2s Ad7c6c5h5c KsTd7d5d3d 
AhQcJd6d2d 9d8h8d5s2d KcQh8h3c2h QhJc9h6h2d 
9s9h7c4s2c 9h8s8d6h3c 9c7h6d4s4c AhQc5h2h2d 
KcTh8h6s2d Kc5d3d3c2h AhKs9d4s3s AdJs6c4s4h 
QhJc9c4d3c QhTc7d2h2d KhQs9d4s3c 8s7s7c5d3s 
KsJs6h5s2c KhJh8d4s4c Ks9d7c5c2d QhTc9c3d3c 
KcQh8c5s5c Kh8s7s7d3d Jh6h5h4d2d Tc6h4h3d3c 
TsTh8c6d3d 5d5c3s3c2d KsJd9h8c2h 9s6c5d3c2d 
Js9d6d4d2s Td9d6d5d3s KsTd5s4s2c KhQc9h4h3s 
6h5s5c3h2c JcTc8c4s3c AhQs6c3s2c 9s7c5h5c4d 
QcTsTh4h2h KhQd6c4h2h Ac8s8c3h2d AsQc8h7d3h 
Ks6s6d5h3s KdQd9s9d4c KhQc9d5d3d KcJs5c4h2c 
KsQs8d3c2d Qh8s8c5d4c Kd8s7d5d3h Ah9h8s4h3c 
KdQc8s7d3h 9s9h8h5d3h QsTs9s3h3c 9d7c5s4s2c 
AcKs6s3h2d Jd7s6c5d3d AhQc5s5d3d 5s5h3h3d2s 
Js7c6h6d5d Td7d5h4s3c Td9c6s2s2d Jd8s6h3s3d 
Qs7d6s6h2h AdJd8d4d3s 8s8d6h4c3c 6c5s5c3s2h 
Jh9s8h8c3d Ad9h7s6c4c 8h7c4s3h3c JhTc8h4h3h 
Qh9d9c3d2h Th9s9c4d3d QhQd9d4s2d Qs8h8d5d4d 
QdTc3d3c2d Kc7h7d6d2h QdTc6h5d2d Th9c7h6s2d 
Td6d4s4h3h JdTd6h4s2c Js8s8d2s2d KhQc6s4h2h 
QcJs9c8c3c QhJh7h5h5d Ad7s4d4c3d KhJs6d5c2s 
Kc9s7d6h2c JdTh8d4d3d AcTs9h5s2d KsJh8s7c3s 
AdTh8s6h3h Ah8h6s6h2d JsJc7c4c3d Jh8s6c5d5c 
KhQd4s4h3h 8h6h5h4d2c Jh9h8h5h4d QdTd7d4h3s 
AcTh9s5h2d KsTd6d4d4c 9c5d5c4s4c JsTh6d6c3d 
Ac9h8c2d2c 8h8d5h4h3c Kc8s6s3h2c JsTd6h4h3h 
9c7c6c5s5c Th7s7d6d3c Td7h6s4d3c Jc7s6h5c3c 
Kh7d6d2s2h Jc9d7h4d2c Ad7h4c2s2d Js8s8d5c2h 
Ac9s6h4c2d KcQh7s4c3c Th9c5d2d2c QcJd8c6c3s 
JhJc8h7h2s QhJs8h8c3d AsJdTc6h2h Kc8s6d4c3h 
Qs8s6s6d5s KdQd9c8d3h AcQs8s5s2h 9h8s8h7d4h 
Jh9c5h4s4d AdKh6c4h2h Kd9s4s3s3d JdTh8s6c2c 
Ks9c6h5d4d 9h6d5s3d2s Th7d6s4h3c AhKd9h2h2c 
8s8c7d6h3h Qc9s9c5h2d AdTc6c5s3h QdTs6c5d2d 
Ts9d5h2s2h Ks8h5d3s2d KcQd9c6c2h 9s7s5h3c2h 
Qd6s6h3s3h JhTh9d4h2h AcJs6s4h2h KdTh9s5h5c 
As9s9d8s2s AdJh8d2s2d Td7h6d5c3d Td9h6c2d2c 
Ad9c8h6s4s Qc9h6h5h3s JdJc5s4s3s Jc8h7h5d3s 
Qd9h7s6s4s Kd8h4s3h3d AhQc7h3s2d Td8d5h2s2h 
QsJh7h6c3h Ah7h7d4h3h QhJh9d7h4h 8c7c6c5s5c 
Qc8h7d5d4d QhQc7s4s3d Jc5s5c4d3d JdTs9s4s2s 
