AcJd8h4h2h 
Qs9c8d7c3c 8s8h5c3d2h Ad8d6d4c3d Kc9h8s6d2s 
Ts8h6h6d2h KdQc8d4s4d Qc7d5d3c2d Jd8c7h5s2h 
KdQd8d7d4d KcQs4h3s2s Tc9s7h2d2c QsTh5h3d2c 
Js9s7c6s2d Ks9s8s8h4s Qc8s8c7c4c Tc8d5s5h3h 
8s6c4s4d3h 9s8h8d4h3c AhTc6s3d3c KsJh8s3c2d 
AcJs6s3h2h 7h7c5s3c2d AhJd7h4h2h KhQh9h4s2d 
KcJs9s3s3d AhQd5s5h5d KsJd9c3s2s Kd9s9c7h2c 
Qd9s7h7d2c 9s8c7s7d2s Th7s5s3d2d Ah5h3s3h2c 
Ks6c5h3s2s Qd7c6s4s4h Jh9d8d4d4c Ah6c5s4c2d 
Jd9h4s3d3c KdTc7h7c2s Jd8s8d6d2h 8s7s6c3c2c 
7d6s5s2h2c Qd6d4h3h2h Ts7c5c3h2h Js8s6h3d2d 
Qh4d4c3d2h ThTc5c2d2c Jd8s7c4d3d AcJs7h4s2d 
6h5s4c2h2d Ah9h6c4h2d 8d7c6h6d2d AdJd3s3h2d 
AdTs8s3h2c Js8h4h3s2d JsJh5h3h2c 6c5c4h2s2d 
Kc9c8c5d2c Ah9s7c3c2s As9c7d4h3h Ah9s7s4s3d 
QdTd6d3h2c 8s7s6d3d2d 8c7s6s4s3s AdTc4s4c3c 
Jc7d6c4c3h QsJh7h5h2d Kh8s6c5d2c AcJd9s6h2s 
KcQh8h8d2s KsTh8s2s2d 8h7h6h4d2s Th8s7c5s2s 
KdQc8d4s2d KdQs7h5h2c 8d6c5s5c2c Kd9s8c4s2c 
Js8d8c6d3d Th9s8s3d2s Jh8c6h3s2c Ts9h8d3c2c 
KsTd9c3c2c Td8s7h5h2h Jh6c4s2h2c Jc8c5s5d2h 
7h5h4h4d3c 9h8c5h4h3s Js7d6s4s3h Qh9d8d7s2d 
Kd9c6s6h4c Qh9h4c3d2d AsQh8h3d2c Td6h4h3c2d 
Qd9c7s7c3c 9d8d5d4h3c AhJd7c4d2s Td7d6d5h2s 
KhJh8c6h3h ThTc7s5h2h Jc3s3c2s2h Js7d5s3d2d 
9h6c4s3s2c Ts8d7h7c2s 7s6h5d3s2c TsTc7s2s2d 
Kh8d5h4c3h KhJs9c3h2h 7h5s5h2h2c QhJs9s3c2s 
KcQs8s7h3s AdQc8h3c2s Kd9h8s4h2s 6h4h4c3d2c 
As9c8s8h8c Js9s8s4h4c Qc8s8h6d2s Td9c5s4d2h 
Ah8c5s5c3d Qh5s5h4h3c JdTh4s2s2c QdTh7d3d3c 
Qc7d5s4h3h Jh8c6d3c2h Jc8d8c6s2c Qh8c6s4d3s 
JsJc4d3s2h Ts8s8c7s3s Kh9c8s8c3d Jc9s6s5h2s 
9s8h5h5c3h KcQc9c4h2s 9h5h4c3s2c QsJc8s4s3s 
Jh8d6s5s2s Ts6d4c3d2s Jc8s5s4h3s Td7d6c5h2s 
KcTh7d5s2d 8h7c6s4c2c KdTsTc3c2c Tc8d7h3d2h 
9d8c7h4c3s QhJhJc7h2h Tc9s6d3c2h 8d6h6c4d2s 
KsTc6h4d2h Kh9s9d8c2d Jd8h4h4c2c 9s8d5s4s3h 
Ad9h7h5h2s JdTs7d3d2h QsTs6h3d2s Ks9c4s2s2c 
8d8c7s4h2d KhJd8c4d2s 8h7s7h4d2c KhQs8s5s3s 
KhJd8h7h2h AhTc8s3c2d Kd6h4s4c2d Td8h7c4d2s 
Jc8s8d2h2c Jh7s5d5c3d KsTc7h5d2h Jh9h4c3c2h 
Qd9s4s3d2s 9c6h5s4d2h AcTs5s3s3h QcTd5s3h2d 
Ks9c8h7h3h 9d6s6c2s2h KcQs9s6s2s Qd8c6d4d3h 
Qc7s6d3d2c Jh9h7d4h3h KcJc4c3h2s Qs8d7h6d3d 
Th9h7d2s2c QsJh7c6d2h Kh8c7s7h2h TsTd8h3c2s 
KsTc6h5h2h 9s9d8c4h3d Qc9d7s3h3c QhTh6h6c2h 
Qh7s5d4c3c Ks9c8c7d2c Kc9h7h7d3h Qc8d6d5d2h 
Qs9c6d4h3c Qh8s5c4d3s 9s6d5s4s2h 7h6s4s3s3d 
Qd7s6s3d2c Ks6s4h3d2c Jc8h8c7d2c KcJd6h4s2s 
Qs9h8h7c2h Ks9h9d8c3h Qc9d8h7d3d KcTh6s4d2s 
9h8d5s5c2s Ac9s4h3d2c Jc8h4c3h2s Jh9d9c7s2s 
AhJs7h3h2d Jh8d5c4s2s Kh8h5s5h3c Jh9c3s3h2s 
8s8c4d3d2c Kd9d9c2s2d Js9s4h3h2s 7s6c5d3h2s 
Kd7c5d4d2h AsKd7d3d2h 8s7h7d4s3c Tc9s6h4c2c 
KhQs8s7d3s Qc9s3d3c2d Js8d4s3d2c QhJs8d3h2c 
8s7s5h5c2d Jh9s5s4s2c 9s8c5s4h3s AhJs8s2d2c 
Qc7s7h5d3d Td6s4c3d2s Ah8s8c6c3c KsTh7h7c2d 
AsJd8h3h3c Qd6h4h2h2d QdTd6s6d2d QcJd8c3s2h 
Ad9s8c3h3c Ah9c5s5d4c Ah9d7d4d3s AcJd6s4s3s 
KdQh9h3c2s Ts8s7d7c2s 7s5s4s4h3d KsJs7s5c2s 
Qs7d5d4h4c Tc8c7d3s3h Jc9s7d4h3d 9s8d5h2s2c 
KsJs7c3s3h 7h5s4d4c3d 9s6c5h4d2h Qs9d8h7c3c 
KdJc9c3s2h 9d8h7d7c2d Kh7s6s4s3d AcJh9s6h2h 
Qh8s7s6s3d 9d6s6h2s2c KhJc9c2s2c Td9h6h3s2c 
KsJc7c6c2h KhQs8d5c2c KcQd9c4c3c 9s9d4s3d2d 
Qc5d3c2s2d AdJs7s4h2c AcJd6d3s3h Th7c4c2h2d 
Qh6h6d3h3c KcQh6s4d2d Qh7c5s4c3d 8h7h6c3c2c 
Kd6d4s3c2h Jc8c7s4d2h Qd7s6h4s4c Jd7h6d4d3s 
9d8d7c6d2d JsTd7h7d2d Js9d7h4h3h Kc9h6d5h2s 
Js8h4s3h2d Jc7s7c3d2s KdJh9h2h2c 7s7h6c4d2d 
AsQd8d3d3c 8h5h5d3h2d Kc9h9c2d2c Qs7d7c5d3h 
8d7d5d2s2h Tc6s6c5d3c QcJc8s4c3c TsTc5h5d2h 
KsJs8s7d2s KsKhKc8c4h 6d5h5c4h2h 6c5h4d2s2c 
Ks9d8c7d3d Tc9d4s4c3c 7h7d6d4s2d Kc8d7s7c2c 
Jd9d7s3h3c 9h8c5s5d2d AdJc4s4c2h 9h8s3d2s2h 
9c7s7d5s2s Ac9h9c6c2c KdQc8s4d2d 9h9d8s4c3h 
AsTd9d3d2c Kc7s4s4c2c AhJs9d3c2s Td8c7h7c3c 
AsKs9s2s2d Qs8d6d5d2h 9s7h4c2s2h AcJh7c4c2c 
Jd9h5h4h2s 9d7s7c6h2d Kd9d9c4s2h As9d7h4h3c 
Tc7c5d5c4c TdTc7h4s2d Kd8s5d4d3c AhTc9c6c2c 
Jc6d4d3h2c Jc8s7h5d2d Qs8c7c3c2s AsTd8d3c2h 
JsTd4c3d2d QcJh8d3c2s AdQs8s3s3h 8c5s5d3c2d 
9c8c5d5c4c AcTh4h4d3h 9c6d4h2d2c Kh9h3s3c2s 
Js8d7d3c2s 9c6h6d4d3s Kh8d6s5c2s Jh8h5d5c2s 
KdQd9c4h4d AsTs6d3s2c Jc9s7s5h2s Kc8h8d4h3d 
9s6s5h3d2c 9c8h5s2d2c Qs6s6d3s3c QsQh7c3d2s 
Ts6d4h3h2s KcQh7h7d3h Qc9s8s8h3s QhJs7h4d2c 
KsQc8s4h2s AcQd8d3h3d 7c6h5h2s2h Td9c8h3d2d 
Qh9d5h4s2h Ah9h4c3h3d Qh8d4s3h2s QdTd6d4s2d 
Ts8s5h5d2c QdTh6c3s2h Qh9c6c5s2c 9h8c5d5c3c 
Jc8c5h4c2d Ac9s5d4s4h Qh9c8c7s3c 9d5s4d3s2d 
Td7s6c2s2c AdQd6c4d2d QcTc5s2d2c 9h8d5c4d2s 
Qh9h9c4s2d Jc6d4h4c2d Qs8h6s3h2h Js6d4s4d2s 
Jc8c6s3h2h 8h7h6s3h3d Tc9h8s3d2d Td9s8c3h2h 
AcJd9h4s2h AsKh7h3h2c 9s8d6d4c2d 9s8c5h5c2d 
9h8h8c3s2d QcJc3s2h2d KcQc5c3c2s As9d4h3c2s 
Jh9c7s4d3s Ac8s7h6h2d 9s8h7d7c2h KsQs9s4c2h 
9h8s5s5d2c Qc6c5c4d4c AcKh3s3d2d Jc7c5h3s3d 
AhJc6d4s3s Ts8c7h5h2h Kh6s6c4d3s AcKs6h6d2h 
Ks8h8c4h2c Qd9d7s6d2h QsJs7c5h2s Kh9c8s6c2c 
Qc9h5c3d3c QcTc5s5d2c 7h7d6h4s2h Jd3d3c2h2c 
Ts8s7s4h2c 8d6h6d4s3d As7s5d4s2s Th5c4h3s2s 
TsTd7c5c2h 8d7h6h3s3h 5h4d3d2s2h Tc7h6d3c2d 
Qc8d7s7c2h Th8h5c4s2h Jh9c8s3d3c Ad5s5c2h2c 
As8c4d4c2d Kh6c4h4d3h KsJd8c4d2h AcQd9h3d2s 
8c7d7c4s2h Jh8h6s5h3h 9c8d5s4s2h AcTc9c6c2c 
Kd7h4h4d2d Qd7d6d4h4c Th6h6c4h3s Ks8d4s3h2d 
Kh9c8s5d3c Qd6s5s5h3c Kh9h8h5s2h KcJc5h2d2c 
Td8s7d3d2s KsJc5d4d2d 9h6d4c3c2d Js8d7d3h2s 
Qs8h6c4s3s KcTh3s2d2c JdTc7d4d2d Ks6d6c4h3d 
KcTh5d4h2h Js6s5h4d2c Jh9c6s3d3c Js9s9h4c2s 
Qs8s7s6d2c Js9d9c6h2h Ks6c5d4c2h Jd9d8h3s3c 
Qh9s8d7s3s 7h5s4d4c3c Kd6c5d3h2d 9s6c4s2h2c 
KhQs7c4s2d Th9h7c6h2h Kd9s7c2s2c Kd6s6d4d2h 
Ts9h6d4h2c As9d9c2h2d Jd8h4h3h2d Kh8d7h7c3h 
KdQs9s6s2s KdTd8d4s3d Jc9d6h4c3c Jd9s9c6h2h 
Jh7d5s5c3s Jd9s7s4s3h KhQc8s8c2d Js7s5d3h3c 
Qh7c6d3c2h Kc9h9d7c2c KsJd5h4h2h 7h5c3s3h2s 
Js5h5c3c2s Th6c4d3h2c 9h8h6c2s2d Ad8s5s4h3c 
Kh6d5s3h2h Ah8d7s4d3c Qc7d7c4d2d Jc8s8c7d2c 
KhQh8h5h3d Kd9s6h5s2c QdTd6d6c2d KhJd6c4s2s 
Kh6d4c3s2h Kc6s6d4h3d 9h6s6d5c2c KhJs8s4d3s 
Th9d6h4c2h 9h6s4d2s2h QdJsJd7d2d Jh8c5d4c2s 
7s7d6h4h2c Th7h5h4h3s AhTc4s3d3c Jh6d5d5c4d 
KcTs5d5c2c 9h9c5d4s2s 9d6h6c4h3s Qc9h8h7d2h 
AsJc9c6c2d Jc9c8c6c2d QsJh7h5h2c 7s7h4s3h2s 
Ts8h3c2s2h Kh8h5s4d2h Tc7c6h3h2d 6d3d3c2d2c 
Jh7h6s2s2d AsTs4d3c2s Js7s6s4c3h KsJs7s7h3s 
Th8s5d5c3d KcQh8s4c2c Qh8s5d4c3s AdTc6c3s3h 
KsTc6d4h2d Kh9s9h8h3h KhQs8s8c3d Qd7h6s3s2d 
KdJc6s6c2h Th9s9d3c2c QhJd8s3h2c Jd8s7h5c2c 
Kh6c5s4c2d 6s4h4d3s2d KdQh7c4h2s 9d6s6h4c3s 
Qd9c6s4h3c Jd6h5c4c3c KhQd5c3s2s KsQh9c7c2d 
Ks8d7s7h3s TdTc4h4c2c KhJs9d6c2c Qh5h5d4h3s 
Js9h8s6s2s Ks8d4s3c2d AcJc9c3c2h Qc8s8c3h2s 
Jd9c8s4h3c KsTc9c4c2c AhJc6s3c2s Jh9h5d4h2c 
QdTh6d3d2c 8h6h5h2s2h Tc7s5s3h2h Jh9h8c4h3d 
Js7s6h4s4c Ts8d8c5s2s Tc6h5s2s2h AcQd4s4h2h 
Tc8c7c4h2s AsTc9c3c2h Qc8d6c4c3s Ah6d5c4d2s 
Qd9s3h3d2h Jd9s4c3h3d 8h5d5c3d2h Kh7s4h4c3d 
9h9c7d2s2d Jd8h8c7h3s Js9h7c4c3c Ks5h5d3s2c 
JdTs7d4d2d Kc8d7s7c3c JhJd5s3s2c Tc9d8c3s2c 
Ad7d6h3c2d JdTs4s2s2h 7d5h4s4c3c Ac9h8h4h4d 
QhTh6d3c2h Td8s7c3s2c 8d5d4c3c2c Jc8d5s4h2h 
9h8s8c4c2d 9h9d4h3d2d Qd9d9c8d3d Qd8s8h7d3c 
QhTh5c2h2d KsTc5s2s2h Jc7c6c4h3s 9s7s7d5h2s 
Jc8s5d4s2h 9d6s5d4d2h Jh7h6h6c4h Jc8s7h5d2s 
TsTh7d5s2s KsTh8d4c2d Jc9h5h4h2s Ts9c6d4s2s 
JsTc7s4s2s KsQh8h8c3d Ks9d5s3s3h 8c6h5h3s2d 
Ks5s5d4c2s Qs8h5h5c4h 9c8c5d4c3s Qs9c8d7h2h 
Ah6s6d4c3d Jh7h5s5c3h 9s8c5h4d3s Js8s8d7h2s 
KsJh8d8c2h Jh8d5c3d2c Jc9h6h5s2h 9d6s6c4c3h 
Tc8c4d3d2c Js9h8c4d2s KdQc4c2s2c AdQs9s4c2s 
Kh9h8c6h3h QsJs8h4s3s QdJh7s2s2h AcQs8h3s2d 
TdTc8h3c2c Jc8c5h5d2s 8s7s6c3s3d Tc8h7h3d2d 
As9c5d4h4c Ts9s5d4s3s Tc7d4d2s2c Jd6c4s3s3c 
Kh9s9c8d2d JdTd7s3c2h TsTh8c3d2s Td9c4s4c3c 
6c4s3c2s2d Tc8c4s3s2c Qd8c7s6h3c JhJd7s4h2c 
Ts8s7c3s2c KcTc8c4d3c Qd5c4c3h2h AcTc8s3c2c 
Kd6d6c4d2s Td8d7s3h3c Kc7d5s2h2c Kd8s5c4d2d 
9d6h6c4c3s Kh9c8c7c2s QcTh8c3d2c Ah9d4c3s2h 
AhJc8c2s2d Th9h7d6h2h Js8c7d5h2h KdQc9c7c2s 
AhTc8h3h2h Qs8h5d4c3h Qd9c8c7h3c Qs8c6h4d3h 
As9d8d4h4d AdTc9c3c2s QsJs9s4s4h Kh8h7c3c2c 
Kh8h6h6d2s Tc8h7s7d2c Kh6c5s5c3c 9s8c3d3c2s 
Kc8s5c4d3c 8d6h5s5h2h Qc8c5s4c2h Kc9d8h4c2s 
Td9h6s3d2c Kd6h5s5h3h Td9h9c3d2d Qd9s6h4s3s 
Ah6h4h3c2d As9d5d5c4d Ks8h8d2h2d Kh9d5c4s4d 
Qc8d7d2d2c Qc5s5c4c3d 7s5s3c2h2c 8h7s7c4d3d 
Jd6h4h3d2s Jc6s5c2s2c JhJc5d3d2s Kc8c6c4h2s 
Ks6h4s4c3s Qh7s5c4s3d 8d7c5s5h2h Ac3s3d2s2d 
KcJs5d3s2h Ac8h7s6h2d Tc7h6c3h2d Ks8c5s4h3s 
AsQc5s5d5c AsJd7h6c2d AdQs7s3s3h Tc6s6c3d2d 
QcTd5s3d2h TsTh7c5s2s 9h8c6c4d2c Ks9d8d3c2c 
Ac7c6h3d2c JdTd7c3h2s As7c5h3c2h 9s8h7d4h3c 
As7s5s4s2d QcJd7h4s2c Jd8h6c3d2c Jc8d8c4c3h 
JhTh7h4h2s Qd5s3s2h2d Qh8c6c4d3s Qd7s7h5c3c 
Tc9h8d4d2d QsJd6h4c2c QhJs7d6c2s QsJh8c3s2d 
Qs9d8s4c2h JhJd9d3d2d QcTs7d6h2h 7d6d5s2d2c 
KcQdJs7h2h Kd8d7d4s4c Ts7s6d3c2c Qd8d7d7c4d 
Kd7d6d3c2c 6c5s4d2h2d KdJc9s4s2h Qd9s8d4c2h 
9d7s6s6h2c 8h8c4c3d3c KsTs7s4s3s Ac8h7s7d2h 
Jc8c6h5c3c QcTh8s3d2h QdTs8h3c2s AcJd6d3h2h 
JdJc7c2h2c 9d6d6c5d2h 9d6s6h5c2c Tc7c6d5s2h 
Qh7s7d5s3c Kh8c6h3h2c Jh9h6d2h2d 9c8d5h2s2c 
Td5s4c3c2d KdTs5c4h2c Js9h7h4h3c Jc9d8s3h3d 
Ts6c4d3d2s Kc9h5c3d2s KsTc6h4c2c KsTc5h4d2h 
Tc9s6h4d2d 6h4h3d2d2c KcJd8h4d2s 9h8s6d4d3d 
Js8s7d4h2c Kd9d8s7d2d Qd9s8h7s3s 8c7d6s2s2h 
Th8h6s5h2h AdKs9h2h2c 8s8d4d4c2d Ah9d7d3s3c 
QhTh5d5c2h KdJh9s3c2h Kd8s7c4h2d Jd8d8c6d2s 
Ts9h6c3s2d Jh6d4h4c2d 7h6h6d4c2h 8c6h5d3d2s 
AdKc9h2s2h TdTc7s6h2s Ts8c3s3h2h Js9d7s6s2c 
KcQh8s5d2d Ah6s5h4h2h AhJd7s6d2c QdJh9h3c2h 
JsTd4d2h2d QhJd7d5d2s Ts6s6d5s3c Jc8h8d7d3s 
Ts9c4c3h3c KdJh5h3c2s KcTsTd3d2d KhKdKc8d4h 
Kd5c4d2s2h 8s8c4h3h2s Jc8h7s5d2h Ks9d7c2d2c 
As8h7c6c2d JhJd7c6h2h QsJc7d4d3d KhTd8s4c2s 
JsJd5c3s2s Qd9c7s7d2h Qc7d6d3c2s AcJh9d6h2h 
AdJs4s4h2c AhTs6s5c2s AsTh4d3h3c 9c8h3c2h2d 
As7s6d3c2s 8c7c6c4h2d Qh9s6c4d3s QcJh7d4s2c 
Qd8d7d6h2s KdTh8c4s2c QcJh8c7c3c Kd7d6s3s2d 
5c4s4h3h2c 9h6d5s3h2c Qh6h6c3s3h KhTs5h3h2c 
Kh9h6h5h4h QdJd8d6c2d Qc7s6s3c2d Ac8c3s3c2s 
9h8c6d4h3h Js9h5h4h3h Tc5d4h2h2c AdJh6s4s3s 
9s8h8d4d3c KdQs3s3c2h 9s5c4c2s2h Ts6s6c5s4s 
Qc6c4h3h2h Kd5d4c3d2h Js9c3s3d2d 8d7c5s5h2d 
9c6s6d2s2h QdJd7d6c2h Ts7d5d3d2s AcJd4h3s3h 
Qh7s7c5c3d Qh9c8c7c2s Qd9c6s4d2h Th6h6d5h3s 
Jd9s5s4s2c Tc9c8c3h2d KhQd8c6s2c QsTh4h3h3d 
Qh6h5h4s4h 9h6d6c2s2c QdTh6s3c2h AsJd7h6d2c 
KdQs5h5c2c 9d8h7s4c3d 9h8h5h4s4h 8h7h5h3h3c 
Ks7h6s3s3c 9s9d8h4c3s 9d8c7h4s3d 9h8d5h4c2h 
Qc7h7c4h2h KdQc7h5h2s Qs7c5c4h4d Jc9c7s6c2h 
Kh7h4d3d2d QhJh7s5c2h QdQc8s3d2d QsTs5h5c2s 
Kc7c6s3s2c Kh8c5s2h2d Qs8d6s4s3h Kc8d5h2s2c 
Kd9h6s6c3s KsQs8s5s3h Qs8h8d6h2c Qs9c6d4c3c 
Ts9s5s3d3c Ac9c4h4d3c Ad6c5s3h3c Kd8d6h3h2d 
Td9d6d4c2h Td9h5s5h2c KdQc8h4d2d KdJh5h3s2c 
9c6s4d2d2c Ah9d7c4s3s AsTh5h5c2d KdQh8h6h3h 
9d8h5d4c2d QhTc8c2s2c Js9s8s6d2s Jh8d8c6c3c 
AhQs4d4c2c Th5c4d3c2h KdTh7c5s2c 8s7s6h3h2h 
QcTh6c3c2d Ac8c6c2h2d AcJs6h5h2d Qs5h3h2s2c 
AsTh7c5c2c KdQc8d4h2d Kh9h8h5d3h QcTs5h3s2d 
Kc8s5c4d2c Kd8s6c5h2c 8h8d4h3s3h Jc9h7h5s2h 
Qc6s5d4s4h KcQd8c4h3c KhJs8d4s2c Tc9c8c3d2s 
Tc8s7h7d2d 9s6c4d2s2c Kc8s7c4h3c Qh8c7h7d2s 
Ks8s6s4d2c AsTd7c6h2c Js8s7d3h2h Jd8s7c3s2d 
Kh8d5h3s3c Ts9s4s3h3c QcTs8s2s2h KdQc7h6h2s 
Kc8c5d5c3s Ks8h7d6d3d JsTs6s4s2c Qd9s9c6h2h 
Js6h4d3h2s QsJs8d8c3s AdTs9s4s2s 9h8c6s4d2s 
Qc8s6h4c3c KsQs9s7s2d Th9c7s5c2c Ts8h8d5s2s 
Jd6d5h3d2h Kd9c8s4d2h Tc8d7h4c2s Tc5s5c3d2s 
Qs6h5c3s2d 9s6d5c4h2c KdTd5d3d3c Qc9s7s7d3h 
9h7h7c6h2s Jd8s5c4s3s KcQd7s4d2h Jd9s9h4c2d 
AcTh7d4s2h Ks7d5h2s2c Kh7c6c3h2h Th8c3s2h2c 
8s5s5d3d2d Ad5d3h3d2s AcTd9s3s2h Jc9s7c6h2c 
8d6h5h3c2s Js8h7d5c2d Kh5c3h2h2c Ac9s9h5d2s 
KdTs9c3s2s Js9d8d6d2d KhTh7h4h3h Qs9h8c7d2d 
8d7d7c4h2s Ad9c4d3h3d Th8d6s6c3d Ts9h9d3d2d 
AsTd3s3h2s Tc8s7h5s2s Kh6s6d4c3d Jh9h8s3d2c 
KdTc6h5h2h Qh8c6h4h3s 9c8h5h5d3h Ks7s7h4c2d 
Jd9d7c3s3h TsTd7h4s2c KcJh5s4s2s QhTs7d4c2s 
QhTs9s3s2s KcQd9d5d2d Kc8h4h3c2s Js8h8d6h3h 
Jc9c8h4c3d Tc6d4h4d2h Kh8c5d2s2h Ac9h7h4h3s 
Jh9s7d6h2h Qh9c5h4d2h Qd7s6s4h4c Kc6h5h4s2d 
KcTd7s7d2h QsJs7s6c2d Kd7d6c3c2d Ac8s8d3s3h 
Ac7h7d5h2h AcJh6s4s3d Kd6d5s4d2d Ks9d9c8h2c 
Jh8h8d6c2h Tc8d7s5d2d Ah9h8h4h3d Ac7h6d5h2s 
Kc8h7d7c2c AdTh5h3s3h As8c6h5c2c KdJd7d5h2d 
7d6h5c3d2s QcJs6h3h3d Kh7c6h3s3h Ts8h3s3c2c 
KsTc7d5d2h Jh8d7c5s2s Kd9c8h7c2c Qc7s6d3s2c 
KcQh6c3s2c KcQs9d7s2s TsTd7h2h2c Kd9h9c7s2h 
Kc8s7h7c3c Jh6h5s4d2c QdJs7s7h3s 8s7s5c4s2s 
8s7h6d4h2h Kh7d6h3s3h AhTd7c6s2c Ks7d6d4d3h 
Tc8s5h4d2h QsJd9d3c2d Td7h6s2s2h Qs8c7c2s2c 
Qh8c7c6c3s 7d6s5d2h2d Kc7d5s5h3h Qc9d8s7h3h 
Kh9c5s5c4d Ts5s5c3h2c Kd9h8d5d3d Tc9d8s4s2s 
Qs9d5c4h3d Jh7c5s5d3d Ad8h7c4h3s Tc7c6c5s2d 
KhJd8s4d2c Qd8h7s6h3h Js6d4c3d3c Ah9s5c3c2s 
Jd9h7s4c3s Tc8s7h4c2d Qh9c6s3d3c 8c7c6h3d3c 
8d5s5h3h2d KdQd8d5d2h AsJd4h4d2c KhJd5c4c2c 
Kc8c7c4s4d Ks6d4h3c2s JsJh7c4h2d 9h6h6c5h2d 
Kd8c7s5s3h Qc9s6s5h2s Jc8h5c4d2c Ac8s8h3h3d 
Ts6d5c3c2d Jd9h5c4d2d 6h4s4d3h2d 9c8c6d6c3c 
AcJs6d4s2h Kd5d4s4c3d JhTc7h4h2h KdJd5h2s2d 
AdQh6h4s2h Ac8c7c5c2c QcTd5h3s2d AdTc6s3d2d 
Kc9s8h6d2d Qd8d6h5d2d Kd6s4h3h2s Js8d8c7d3h 
Ts6d6c3s2c Ts9h4s4d3s TsTh5s2s2d Kd6h4s4d3d 
QhJd7s5s2c Ts7h6d3s2d 9c8h8c3s2d Th6d5d4s4d 
Ah6d3h2s2c KhQd6c3s3c KdTs9c3c2c 9d6h5c3d2s 
Qh9s8h4d2c Th8h5h5d3s Jh8h7c4h3d 8h7h5s4h2h 
Kd9s9c8h2c Ks9c5s3h2d 9s8d8c4c3h Kd8c7h7d2d 
Jd8h5h4c3h KcJs8d2h2c Jd9s3d2s2d Kh8h5s5h3d 
KdQc8h8c2s Kh6h5c3h2d 7c5s4d4c3c Ah7h5s4h2h 
AsQs9s2s2h JsTd6h3c2s 9s5s4c3h2h QsJd4h4d2d 
8s7d5h5c2s 8s6h6d4s2c Ac9s7s4s3d 6c4h3d2d2c 
Qc6c4d3d2d Qs6s6d3s3h AsQd8c3d2h Th8s4s3h2s 
Ad9c7c3s3c 7c5s4h4c3d Ts7d6c3s2c QhJd5c3s2c 
Jd8h6s3h2d Qd8d7d6h2c AdJs8c3h3c Tc6h4h3d2c 
ThTc5s5d2d KsJc9d3h2c 9s8h5h5d2c Qh7c6h3c2s 
Ad8h7s6s2c KsQc9c7c2d AsJh6c4h2d Qh6h4c3c2h 
KsJd8c4h4d Kh9c8c7c2d AdTh8s3h2c Jc8h8c7c2s 
Ks9d9c8h2h AhQd7s6d2d Tc7c5c4s4c Qh9s8s7c3s 
Ac9s5h5d4s AcQs4h4d2d Kd9h8h5c2s Jc8d6s6c2h 
Qc8c7c5s2h 9h8s5h4d3h Ah8h6h2s2c 8c7d5s5h2s 
KcTc8c4c2d Ac8h8d3s3h 9d5h4h3c2c Th7c6s2s2c 
AhJs9s6s2c Ts6c5d3d2c Ts8s6c5s2s AdTs6s3h3c 
Tc9s7h4c2d AsJh6c5c2d Js8h8c7d2h QdTs8s2s2h 
9c7h6s6h2d KhQd9d4c2d Jc9s7d3h3d 9d6d5h3c2s 
QdJd8h2s2c Ts6h5h5d3c KcQs9h7h2d AsJc4h4d3h 
Jc9c8s3d2h Kc9h8s7h2h Tc8d7d3s2s 8h7c6c3s3c 
Qs8h8d6d2c Jh7h5d5c3h KcQc6c4c2d 9d8c3h3c2d 
Ks7h5c2s2d Kc4d4c3d2c AsKc9c3c2d Js7d5s3s2d 
As7d7c5c2c KhQs8c5d2d Qc8s6h4s3d Js8h5s4d2s 
KhQc4c2d2c Ac8c5h3c2s Qc8d6s5d2d Jc9s9h4d2c 
8h6s5d5c3s Td8h7s3h2s KhTd5h2s2h KsQd6c3h3c 
KcJs6h5h2h Jh8d6h3s2d KhJs8h6h3h Qh8c5d5c4c 
8h8c4h3c2h AsQc4h4d2d Qh7s4h4c2c Jh9c5c3d3c 
Tc6h6c5c3d 9s8s7s3c2c AcJh9h6h2d 9h8s8h3d2c 
QhTc7h3h3d KcJd9d7d2d Kc6d5h5d3d 8c7d5s5h2h 
KcTs9h3h2h Qd9h4d3h2d Th6c5s3s2c Ts7d7c3c2s 
Ts6h6d3s2h QcTh6s3d2h Kd5s5h3d2c KsTh5s3s2c 
Td9d5d3h3d KdQs8d4h4d Tc7c4s4c2s Th7d6h4h3h 
QsJs8h3d2c Jc9c5h4d2c ThTc7s5c2c 8h7c5s5d2d 
Js9s8s6s2c Kc5s3c2s2c Kd8s8c2s2c AsQh8h3h3c 
Th9c6c3s2d Jc8d8c7h2c Ts6c4c3d2s Jc9s6s4s3h 
Ks5s4d3s2c AsJd4h4c3c Kh6s3s3h2s AsTd5d4c2h 
AdJh9s6h2h Jh9h7s4h3h Tc8h7s5s2s QdTc4c3h3c 
Jc9h6d4c3c Kc6h5s4s2d Ac8h5h4s3d JhTs7h3h2d 
QcTc5h2s2c 9c8d3s2d2c QsQh6c3d2c Jc9d7s5h2h 
JsTs7d3c2h Qs9d6h3d3c Qs9c5h4d3c Ac9h5c2s2c 
7d6c5c2s2c 6d5s5h4s2s Ad8d3c2d2c AcJh4s4h2d 
AcTs4s4d3s Th6d5s3s2d KsJd9h4h2c Th8s8d5h2h 
Qs7h5c4d3d KcQc8c5c2d Ks9s6s6d2h AdJc6h3s3c 
Tc8c6s5c2c AcJs9d4h2d KhJh4h3s2d KsTd6h5h2h 
