Tc9c8s8h5d 
As8c7h5c2h QsTd7s5s2d KdJcTc4s4c Kd8c5c4d3d 
Ac7c6h4s2d JdTd7h4h2d 9h8d7d4c3h As7h6s4c2d 
JhTc6h3c2s Js8d7c4d4c Ac8d7d5s5h 9s8d5d5c3c 
JcTh8d5d3s Qs9s9c5d3h AcJs7h7d2c Tc8h7c3h3d 
KhQc8h8d3d 9d9c7h5d3d 9h9c8c4s3s KdJdTd5d2c 
9s8h5h3s3c As8d7d5h5c JsTh7h4c3d Tc9d7d4c2h 
AdQs9c8s2s KdJcTs7s2h KcQdJh8h4h Kd8s6s6d3d 
AdKh6c5h2h AsTs7s5h2d Td8h6d4h3h 7c6d5d2s2c 
Kh9h6h5d4c Qs6s6d3s3d QcJh9h6s4h 7d7c6c4h2d 
QsJc9h9c3d AhKs7c4d4c KcQhTd5s2d Jc9c8d5c4s 
QhTh9h6h3d Ah9s4c2h2c Qh9s6d5d2s Td8s5h4h3s 
AhKh7c4s2h QdTc9h8h2h AhQhTh4h2c AdTsTc8h2h 
AhJc9s5s3d Ad8c7d6s3d Qd9c6h5h2c QsQhJs4s2s 
AcTh6s6h5d 6h6d5d4h2h Js9s8h5s4d AdQhTc2s2c 
As8c7d5c2d QdTh9d3s3c As6s5s4c3d QdTs9s9h4s 
Th7h7d5h5c KsTh8h7h5h Jd8h8c5d4s Ah8c4c3d2h 
KhJh6d3d2c 7c6h6d5d2h AdKs3s3h2c 9s9h6h5h3h 
AsJs7h5s2c Qs8d6d4s3d 9s8d6h5h4h TsTh9s8d4s 
KdTh9s9c5h JsJhTh7c2h Ks7d6h6d3h Kd7s6c4s4c 
AsKc8h6c3c As5d4c3h2s Kc9s6c3s2h JhJd9s8c4c 
Ks9c6h4c2s Qs8h6c5h2c Qc8c7d5s2s 9c8d7s7h5h 
JcTs7s7h3d Jd7h6s6d3h KsQhJh4c2h KdTd6c4s4d 
TsTd9h6c3c QhJc9h6h3s As6c4s3c2c Kc7s6h4d3c 
6d5s5c4s4h Qd7d6c5h2h AsKc8d8c2h KhQd8h6s3c 
Td8s7h5h4h KsTd8d6d4d TsTd8d4h4d Qh9s9h5c3d 
8c6s5h2h2c KsKdKc9s6c 8c7s7d6d4d AdTc9c6c4s 
QsJs8s8c2c Ad8c7s7h4h QhTs9c4h4d Tc9c8s8d5h 
Qh9s7h5c3d Jd9h7c3d3c AdQhJh5h2h JcTc5c4h3d 
9d8s7h6d4d KhTc9s9d2c As7c6s4s3d Tc8d7c4c3d 
AcTd9h5s5h 7h7c4h4c2d 9h8c6s4c3h 8s7h7d4s4c 
Tc8s8d5d4d AhJs9c7d3d QdJhJc8d3d Ac8s7h5s2h 
JhJc8s7d3c KcQhTh8h3s KhJh8d4h4d Ac8s6h6d2c 
KcJd5s5h3c KcQsTs8h2s QdJdTd4c2d AcJd6d5s4d 
As8d7c5d2c Th8h8d5h4s Th7h5s4s3s Kd9c5c3d2s 
AsQs9s7d2h Qd8h6d4h3h Qs8d7d6h5d KcTc9h3s2d 
Kc7d6s6d3s AcJc5h3s3c Js9s7h6d3c 9s7c6s3s3c 
QcTd9s6d2h 8s5s5h4s4d Jh8d5s5h3d Kh8c7c4c3h 
Qs7c6h5s2c 7h7c6c4d2h Qs8s8d7c3d AhQc9c5s3c 
AdKs8s8c2h Jd8s8c6s3c Qh8d7c6d5d Qs9h8s4h3d 
Qh9c8c3h3d Js9s6d5s2d Jc8h6h6c2s AdJc9s9h3c 
AdKhTd6d2d 9c8s5s5h3h Td8d7c4c3c Jh7c6s6h3c 
9c7d6c3d3c Th7s6h5s2d KdJc6h6c4s Td7d5s4s3s 
AcTs7c3h3c Th9d6s5c4c Ad9c8c6c5c Kh7h6h6c5d 
8h8c7c4d2h AsQcTd5h2h 8s8h4d3h3d AcTc7c5s2d 
KdJd6s6d4c QcJh3s3c2s Kh9h7h5d4s Jd7s5c3d3c 
AdQh9d7s2d KhTsTc8s4s KcJs8s3s3c Js9h8d6s4c 
As6h6c4d2s QsTh9h7d3h Kd9s8h7h5h QdTc9s4h4d 
AsTdTc8h2h Kc9h6h4c3c QhTd7d7c5d Js9h7d5c3s 
AsQc9s7h2s Th9d7d5h2h Kd9d5c4s2s 9h8s7s4c3h 
KsThTc8c4c Th8s7s5c2c JhTh5h4s3c Ts8h5s5c3h 
KhQs5s5d3c AhKh8s7h2h KdQs7c5d3d AcTh7s7h3d 
6s6d4h2s2h KcJh6d2h2c TsTh9s8c3s KhJsTd6c2s 
QdTd8c3c2c JcTs5c2s2c Qc9c7h4s3h AdTd6s4d3c 
QhTs7s4s2h AcKc7s4c2d AdTd6d4c3h QdJs7d6s2s 
QcTs8h7c3d QcTh7c5s5d KcQsQh6d2d QsJs7h6c2c 
As9d8c6d2c KsQcTd4d3d AdTc7c5c4c Tc9h5c4h2s 
AcKd7d5h2d KsQc5h4c3c QdJs9s7c3h Kc9h8h5d3d 
Qh8c7h6h4d JhJc9h8s2h KhJdTs5s2s 9s8s7s6d4c 
AcTc4c3s2s Jc9d5d5c2s KcJh8c6d3s Qs8h5s4h2c 
KhTc9c8c5s Jc8s6c5s2s Qh8d7s7d3h Ad7d6h6d3c 
JdTh8s6h2c TsTh7h5d2d KcTd7d5h2h Qc9s5s5c2d 
KdQc5c4s4c 8d7h7c5c2d KsJs9s5h4s Th9d9c6s3d 
Tc8s8c5s2c Jc8d5h4d3h Ts7h7d4d3h QsTh5h3s2h 
TdTc7h7d3d QsTh8d7c3s 6h5h5c4c2s Ts8h8d6s4s 
Js9h8d6c4s Kh7h6d4s3c QsJh9c6h4h AsTs7s5c2d 
Ad9d8c4s4d Jh9h8c5h4s Ts9h7h4s2d 5h5d4d3s3h 
Kh9c5h4c3h JcTsTc7c3c KhQd8s6c3h AdQd9d7c2s 
KhQs7c3h2s AcJh9s9h2d 6d6c4s2s2d AsKsJs7h2s 
Th9s7c5s4s KsJh8c5d4d 9d8d7d6h4c ThTc9c8s3c 
Ks9h6h4s3s 8d6s6h4h4c Ac9c8s6h3c 9h8s8c6h4d 
AcQc9h7c2d KsQs7d3d3c 8s7h5s4d2h Th9d7c5s3h 
Jc9s8c3s3d Td9c7h5s5d Qh9h8h6s6c JhTh8h7d2s 
TsTc8h4h4d AdQd8h4c3d 8d6h6d5d2h AcTc6c5s5c 
KcJsTd2h2d QdJs5h3s2h Ah9d4h3d2c Ts9s8s7c4h 
AcTs9d6h3d KhQh6h6c5h QhJsJh9h4h As7s6c4d2h 
9s8c7c3s3d Th8s5c4c3s AdTd7d5d3c Jc8h5d4h3d 
Th7s7h5h5d 9h8s7s7c3c 6d5h5c4s4c Kh7c6d4d4c 
AdQs5h2s2h Th9h7c5c2h Qc8s8c4s4c QsJs6c4d3h 
AhKhQh8h2d QdJs9d8d4c 9h9c7s2s2c AhQs9s5d3s 
7h7c6h5d3h KcTs9d8d4h Ks9s8h4h4c AdKd9s6d2h 
QhQd6c4s2d Qd7d6h5d4c QsQh9h6c2h QcJd7c5d2c 
QsQh9d4d4c KhQsTs8s3d Jc9s9d5h3c KhJhTh5h2c 
AdKc7s6h3h AhKd8c3h2s AcKd9h9d4d As8s5d2s2d 
AsKc9h7h3h JdJc5d4h3s Th6h6d4s4c AdJd8c4d2s 
9s9c8h6d4h 9s8d7h6s4s QdQcJs8h3h Jh9c7h6s4d 
JsTd6c4s3h Ac9c8h4d4c Jd8d6d5c4h ThTd9s8d3d 
QsTh8c7s3d 7s6s5s4h2h 7s4s4h3h3c 8s8c4h3s3h 
QcJd7d6s4d KsThTd5d3c AcJc8s7c3c Tc9d7s5d3h 
Td9h9c5s4h 7d6s6d4d4c AhJcTc6d2s Qd9c6s6d2s 
Jh8s8h6h5c Qc8s7h6s5s AcQh9c7d2c KsQcJh8c2d 
Qs9s9d5h3c Td8c7h7c3h Ah9s4c2s2h 9d7d6h5s3d 
AdQd8s4h3d Ah7c6h4d2s KcJhTd2s2d TdTc7h7c3c 
KhTc7d6s3c 7c6s4h4c3h Jh8h8c4s3c KsQcJd8d4d 
9c8d7c4s3s Ad8c7c6c5c Kc8c7d4d2h Jd8s5h4s3h 
KdJd7d6d4s 7h6h5h5c3c JdTh8c5s2h AdJs8h6c4h 
7c6s5s4s2c JsTs8d8c2h Jh9h7d4h4d Td8h5c4d2h 
9c8c7h7c5s JhJcTc7s2c Th8h7s7d2d 6h5d4d3h3c 
7s6c5c4c2s 7s7h5s4s2h Kh6s6h5d4h AdKh5s2h2c 
QdTc7h5h2c Ts9h5s3s3h QcJsJd4c2c Th8s7s7d3d 
Th8d6d4h2d ThTd9c8d3d Td9s7c6s3s Td9c8s7h4c 
QdJh7d6h2h 9s9c8h5c4c AcQs7s7d4s QdTs8c7h3d 
Ac8s6h4s4h Jh7h5d4d3h KhQs5c4s3s AsTh8h7d3h 
Kc9h9c3h3c Ts8s7d7c3c Jc9h7h6d2c QsQh8s7c2d 
AdTd5s5d3h Tc8d5d4c3d AdKs9h6c2s 9c8h7s7d5d 
AdKd9c6d2s Js9s8c6s6d 9d8d7c5d4s KsQs7h3h3d 
Kh8c6h3d3c Td7h6c5s4c Jc8s8d7c2d Jd9h8c5d3s 
QhQd9s7c2d Td9c8c7s4c Jc9d7c6h4s KcJh8s6h2s 
QdJd9h8d2c AcTs7s5s4s 9s8d5d4h3s AsJh9c7c4c 
KcTd9s5s3h Kh7h6h5d4h QcTsTh4h3d AsQc5c3d2d 
Qs8c6h5c2h Kc9h8c4h3d Qs9c6s5d4s Qh9d7c5h4s 
KdJc3s3d2s 8d7s7c6c4c Qd8s8d7h3s Qc8c7h5s2s 
QcJc7d5c4c Td9h9d5s4d Qs8h8d5s5c Kh8d5d3h3c 
Ks9d8d7h7d Kd8s8d5d3s As7h6s4d2c QsJs9d5h5c 
9d8h5s5d3h QcTs6h6d4d 9d9c7h2h2c JdTs9d4d4c 
9h9c8s6h4d Js7d5c4d4c AsKd9s3c2h Jh8s5s4h2s 
QhJh8h7c4s Qs9d6c5c2d AhTc4s4h2d JhTc8d6s2h 
9d6d5h5d3h Jd8s7c4s4c 9s9c8d5h4d 7d6c5d4d2c 
Jc9h8d6c4s Js9h7s6c4d AhTc9s5s5d Ac9h7c4s4c 
Tc9c6h4h2d AdJh7d5s2d Th9c7h5c2h Ad7s5c2h2d 
JsJh7d6h2d 8c5h5c4d4c KcJc8c4d3d Qs9d7s6h2h 
KhTh9s6d2h Th8c7s7c4d 9h7h7d6d2c QhJd7h6d2d 
KsTc7h7d3s Tc6s6d3s3d AcQhTs4d2s Qs9h8h4s3d 
Qc7c6d5s2s JsTh8c5c3d 8h7d6d4h2d 9c8d7d3s3c 
8h6s6h4c2s QsJd7h4s2d Ts9h6s6h2s Qc8s6c4s3s 
Js9c7h6s4d QdTc9s2h2d QcTd7d5c2c 9s8c6h6d5c 
QdJc9s8s4h Kd8s8d6s3d Jd9d7c4d4c AsKd8d8c2h 
8s6c5d5c2s 8c7d7c6c4s AcTsTdTc9s KhQd8d6d6c 
Jd9c8s8h5c AsKc8h8c2d As8d8c7c4h Ts9d6h5c4c 
Jh9d5d4s2h JdTh6d3s2h AhQc4h3s3h Ts6s6d5d3d 
QsTc3s3c2d QdTh4h3h2d Qc8c7h6d2d 9h8d7s6s4s 
Ts8h7s7h2h JdJc8d7d4d Jd9s4s4d3c AsKc9d7c2c 
Jd9s8h5d3c KsJd6h2s2d Ks8s7c4c2d JhTs7s3h2c 
KdJs8c5h2d QcJdTd8d2d Kc9h8c4d3d 7c6s6h5s2h 
9h8c7s7d5s Qd9d8d7c2c Ks7d6h4c3s KcJh9d6h4s 
Qd9c7s6d3h KsJd6d6c4h Ah7s7c4d4c QhQd7c3s3d 
9h7s5s3s3h Ah4d3h2d2c TsTd9h5h3c Th9c7c4h2s 
Js7h6s5s4d Tc9c7h7c5d Kc9d7s6s6h Tc9c7s6c4c 
Td8h7h5s2s QhQd5c3s2d KdJcTh7h2s JhTs9h4h4c 
AsKs8c2h2d Tc8s8h5s4s KsTd5h5c3s 7s7c6s5h3s 
KdQs8s7h4c JdTs8d4h4d 8s7s7h6s4d AdTh9c6s4c 
KhTc9c5c4d Tc7h7d5s5c As4s4h2d2c KcTd9d8d5h 
KcJhTs6d2h QcJs4s2s2c 8d7c6h3h3d AcQhTd5s2s 
JhTs3h2s2c AhQd9s6s6c AhQh5c4d2h Th8s6s6h2s 
KdQs9c6d2h 6d4s4c3d3c Tc9d8s5h4h Qs8c6s4c3c 
QhTd6h3c2c Ah8d7c6c4c AcJd9s8s3s Td8c7d3s3c 
Th8s8h5s2h KcJd9d5h3d Ts9s6s6h5d Jd9d8h4c3c 
Td7d7c5s5d QcJsJc3c2h JsTs9s7h2c QhQd5s4s2c 
Kh7h6c4d3s AhTs9c6c4d Js9s7h5d5c KhQd8h8c3c 
8c6s6c4d2s AcJh9d5s5d AcKd9c4h3c 9d8h7h4c3d 
Js6d5h5d4h 9h8h7h7c5d 6s5d5c4h4d 8h7c5h5c3c 
Ad9s6c4h3d Tc9h9d3s3d TsTd7d6s2d Jc9c7h4h4c 
QhJs9h6h3d 9d8c7h7c3h JsTc5d5c3h 9c8s7c4d3d 
KsJc7d4s4h AcJc8h3d2s QcJs7d6s4s Jc9c8d6h4s 
Kc9s8d7h5d Jc4d4c3h3d KsJs7h5c2d 5c4s4d3d3c 
Js9s8c4d3c Td7d7c5h5d Ts9d7c5h3s AdJd8s4d2c 
AcKhTc4c2c Qs7s6c5s4h Qd9d7s6h2s JdTs8h5s2c 
JhTs6h3d2s QsQd9c4s3s Tc9s9h3s3d 9h9d7s6c3s 
8c7c5h5c3h Jc8d6d6c3h KhJs7c5s5d Qd9c6d5h4d 
9d8h5c4d3c JcTc5c4s3h JsTc8h5h3d Jd9s7c5h3d 
KhJd8d6s2s QhJh8h7c4d Qh8c6s6h2s Ah8c7h6h3d 
7s7c4s4c2d KcJc4d3d2d Jh7s6h4d3s Kd8d8c6d2c 
Ac7h4h4c2c JsTsTh7s3s AdKsTd5d2d QcJd9c8c4s 
Ad8s8c7c4h AsKd6s4h2s QcJh8h3c2s AhQs9h3d2c 
AsJh9c8c3c 7d5s5c4c3d KsKhQc7d2d TsTh9d8s3s 
KsJcTc7c3c KsTs9h6c2s Tc8h7h5s4h AcThTd6s4s 
Ac9h8d5c2c KdQc5h4c3c Td7d6h3s3h 9s9h4s4c3c 
Kh9c7d6s6d QdQc9s4c3c Ts8h7c5c4c AcTh4d4c2s 
Th8h5s4d2d AcQhJd7s2h QsQc5c2h2c QhJh7h5h4c 
QsTc9s4d3s KdJdJc4h2d JcTs8d6h2s Jd7s6d5d4h 
JcTc8h8d2s AhQh7d5h3h QsJdJc6c2h Ts7s5c4c3c 
QcJc4h3d2h AsKs9d3s2d AcJdTh4h2h 9c8d6h4d3c 
Th8d5s5h3d Tc9s8s7d4s 8c7h5h5c3h JhTh5h4d3c 
AsTc7h6d3c 8s6h5c2s2c QhTc6d3h2d Jd9c7h5s5d 
8s8c6h6c2d Qs9h8s4d3h Jc8s8h5c4d Jh9d8d5s4d 
QdTd7s6d3c Kc6c5h5c2h KdTd9s6c2d KdQc7h3c2d 
AdKd8c2s2h KcJh7s4d4c AdJs9s9h2c QcTd7s7d5d 
9h7h6h5c2c Tc7d6h5s4h Js8d6d4h3s Js8c5s5c3c 
Jh9d6h5h4s 8s7d5s4h2d Js6h6c5s3c Qd6c5s4s2d 
AcQhJs7d2h Jc8h7s7c5c AsKs9c6s2h Tc9h9d5s4h 
Qc6d6c5d2s QdTh9c2s2d AdJs9c5c3h Th9h6s4d3c 
Ks8h7h6s2s Qs8c7c6h5c QcJh8s7s4d JsTc6s5d3s 
Ks8d6s3h3d Qd6d6c4s3s KcJs8h5d4d Tc9h9d8h5h 
AsTs7c3s2c Ks7d6c4d4c As7s6h4d2c QdTd6s3h2h 
JdJc7c6c4c QsJs7d6h2h AdQsTh4s2s Jh9h8s6c4d 
KcTh4s4c2s Tc9h6s5h4d QhJsJc6d2s KsQd9s9h4c 
QhJs7h6s2s Qd9c6c4d3d AdQs9d7c2d AdJd6d5s4d 
TsTh9d7d3d AdJc7h6s4h QsTc8s5s5d 9s9d4c3s3c 
Tc9d7s5d2s AhQh6c4h3d QcJc8d5s5c Ac7s7d6d5h 
JsTh8h4d4c Jd6s6h5d3h JdTh8c7c3s KsKh9c4c2d 
JsJc7c6s2c QcTd6d4h2h Ah8s7c5s2c Td9h7s5h4h 
Ad9h8c7c4s Qh9d6s6d2h 8s7h7d5h2s AdJh9c8c3c 
Kc9d8h7s5h Qh7h6c5d2d Ks5h5c3h3c TsTh8s4s4c 
KdQh8s8d3s Ad7d5h5c3d KcQc7d3s3d KsTh8s5d5c 
Ac5h5c3c2h KsJh7d4s3c KhJdTc6s2d QdTs9c6s2h 
Kh9s8h4c3c AdJh8h7c2s Kc9c6s6c5h KcQs6d4h3s 
QhJd7d7c5d Qc8s6c4s2h Qd9s8h6h6c Qh9s9h3s3h 
Ad7h4h4d2d KhQdTc4c3c QhJd7c4h2d Ad8c6s5d3d 
Qh9c6d6c2h JdTh6d3h2s Kc5d5c4d3c Jc9d8s6c4h 
Qc6s6d4c3d Ad7s7h6s5c KsQsJs7h4s AcKs7c3d2h 
JcTd9d8d3d Qc8d7s6c4c AdJh7h5s3h 9h7d6d5d2h 
KcTc6s4h4c QhQc6s2d2c AcQs7d5s3s Jd8h8d4c3h 
Ks7s6h5s2h Jc9h6c5c4s AhQhJh3h2c JcTh9h4s2d 
QsTd4d3h2s KdQs5s5c3h Qs6c5c3s3c QhQc8h7s2d 
AhJc9s7d3d JsJc9h7s2d KhQc9c6d4c JhTc6c5d5c 
Js8s8c4h3c 8h7s7c4h4d JdJcTs3h2s KcJdTh6s2d 
As9h4c2s2h Ts7h7d5s5c JsTs8c4h4d 8h6d5s2s2d 
QdTs4c2s2d 6c5s5h4h4d AdQd8h8d3s QhJd5h2h2d 
AhKc8d6c3c AdTc9h6h4s AcTsTd6h4h QdJs7s6s4c 
Qd8d6c4c2s Ts8s8d5h4s QcJc4s3d2s Kc8d8c5c3d 
AsJc8c7h2d AhJh4h3d2d QdJsJd8c2d Ad8s7c6c4h 
QcJh7h6d4h Tc6d6c5s5c KdQs5c4s3s Td8h7h7c3c 
AcTsTd8s2s QdTsTh8d2d JcTd6c3d2s Qc9h5h5c2s 
Th9c8d5c4s JhJd6s4s4c Qh8h8c4h4c As8c7d6d4h 
JcTh5c2h2c 8s8d5c4h4c AdJh7s6c4s Ks9s7c6h4s 
6h6c5h3d2c KcJhJd6c2s Qs8h6c4h4c 8h8d7h4s4h 
AsTc9c7c3c AsJd9c5c3h KhTd7d5c2c AcJs8h6s4s 
QdTd8d6s3h QdThTc4h3s AhQs7c5s3s Ks9s6h4h2c 
AcJh6h6d5s 8d7h5d4s2h Td9h7h4d2c QcTs6s4d2d 
Jh9h8d6s6h KsQh6c4h4d 9s8c7h7c3h KcQcJc6c3s 
AdKsTd4d2d AsQs7s7c4s Kc9h7c5c4s KdJhTc8s3s 
JsJh9c7c4c KdJd6s6d4h JcTc7h4h2c 9c8s6d5d4d 
QsTs9c5d2h Jc8c7d6s6h KsKc7h6d2d 7c6s6d5d2s 
9h7h7c4s3c KhJc6d5d4d AsQc9s4d3s AsKsQd6s2s 
QsQcJh8d3d KsQh8s4h2s Kc6c4d3s3d KsTd5d4h2h 
Ad8s7h6h4c Ts9s9d3d2d 9s8c7s7h5s Ac9c8h6c2d 
Ad7h7d4s3d 9c8c7h6c4d Th9s7s5h2h AsQcTd4h2d 
KsQc8c3s3d QdJcTh6h2s QcJh7d4c2h KcTc6h4d4c 
QsJd9c6d4d 6s6d4c2d2c QhJh6s6h5h QcJc8c7s4h 
QhJc9s5d5c 9c8s5s5d3d AsKh7h3d3c Ts8s5c4h2h 
QcJd8d3c2h QdQc8d7h2s KdJd4c3c2c AhJs9c7s3s 
Qd9c7h5d4s KcQsJs4d2s Qh7h6s5d2d AdJs7c6h4c 
QsQh8d5h2h Ad9s7d4h4d Th8h7d4s2d JsTs8d4h4c 
JhTs9c4d4c Js8c7d6d3c KcQd8h7s5s QcJcTc9c2c 
Th8h7d7c2c Ks9s9d7s2d QsJh7h7c3c Ac9d8h7h4s 
Td8c7c5s2s Kh9s6c4s2h AcKc5h5d2c KsQh9d6s2c 
Ac6s3d3c2s Ad8h8c7h4s AdKh4h4c2s Td8s8h5d5c 
AdTd6s5d4d Ks7s6c5s3h QdTd5s4d4c Jd6h6c5s5h 
Ac9c8h6c2s QsQdJs4s2s QhJc7c6d4c Ah4d3h2s2d 
Jc8h7h4c3s Qc8c5h4d2d AdJh6h5c4h KsTd6h3h3d 
AdKd9c3d2c Jh9s7h6c4d Jh9d7h6s2d AhQdTs5c2c 
Qh8c6d4c2h Kc9s8h4c3h AcQd9c3s2h Jh6s6c5h3c 
Td9c6d6c2d Td8h5h4d3h 9h8c7h4d3d Ac7h7d4h3d 
AsTsThTd9h KcTd5d4s2s KcQc6h6d3s Ks9c8s4c3h 
QsQh9d7c2h JcTh7d5d3d Jc9c7d6h2d QsQh7d3h3c 
AdQd4c2s2h QcJc7d6h2h AhQcTd5s2s KcJd9d6h4d 
Tc8d7s5d2s Kh6h5s5h2s Th8s5h4d3d JdJc9c8h2c 
KsJcTd7d2h JcTc5h5c4c Js9h8h5d4h JcTc7c4d3h 
Tc8c7s7h3s JcTs8h6c3c KcJc7s4h3d KhQc8h6d3s 
AdJh7s6s4s Qd7s6c5d2s KdJh6c2h2d QhQc6d4s2c 
Jd7d5h4h3d AsJh8s4d2s Ks5d5c3d3c Ad7s7c4s3c 
Th9h5c4c2d 9h7h7c6c2s 8s7d6c5h3c QhTd6d4s2s 
KdJs8c5h4h Jd7h6d4s3h Jc8d7h7c6c 9c6c5s4s2d 
JhJd8s7c3d Td9d7s7d5h AsKh4h4d2c QsQd7h3s3c 
Jh9c7h4c3h Qc9d8d3s3c KsJc6h6c4d Th9h7s7c5h 
JhTh8d4s4c KhKd7s4c2c Jh4h4d3d3c Kh9s8c4h3c 
KdTc9h5h3s KcTh6h6d5h Kh9c8s8d6s QsTd9d5d3c 
AhJh8s4h2c QcJs9c8c4d JdTd8d6d4d QcJc8d8c2d 
6d6c5s4s4h Ah8s7s5d5c Td9h9c6s3h ThTc7d4h2c 
JdJc9s7c2h Qh8s7s6s5c 9h8s6d6c5s Ah7h6s6h3d 
KcTc9h6s2c QhTs6d6c4d AcJh7d6d4d KhTc4h4d2d 
Qs8c6s6h2h AdKs7d3c2h AdJs6c5h4c Qc9s5s5c3c 
Ad9s5h4s4h JcTd7d4s3h Kc9s6d4s2c KdJc6h5h4h 
8s7d5d4s2d Js9c8d6s4h AcQc9c5s5c KhJh8c4h3c 
QdJh6s5s3c AdKc6d4h2d AhKc6h4d2h Td7h7c4c3h 
TdTc9c2s2c AsJh6c5h4h Jh9c8s6h4d QcTs6d3c2d 
KsTc9h9d2c Ts6d5d4s4d AhQdTs4d2d JsTd8s4s4c 
QhTc8h5h5d 9s7s6s5c2c Qd9h7c5d4s Jd6s5c4s3c 
AsJd7s5h2s KcQc3s2s2d Jd9h7h6s2d Qc9s6d4d3s 
Jd9c7d3h3c Th9h7h7c5s JcTd7h6c3c AhKs7h3d2c 
KdQhJh4c2h Kc8d5d3h3c AhJd8c6d4d 5s5d4d3s3h 
KsJh6h3s2h JdTd5d4c3s KsQc9s9d4h 9h8c6d4c3h 
9h9c8c4d3d Tc9d7h5h2d AcKs9s7s3s JcTd8s5d2h 
5h5d4h3s3d JhTh8h5s3d Qc9s8h6h6d Td8s6d6c4h 
QhJc7d4c2h KhJh7c4d3s 9h8s5c4h3c QhQd8d7c2s 
Qs8d7c5d2s QhJh9c8h2d QcJd7d6h4d Kc9c6c5d4h 
QhQc9d4h3h KsJs7s5h5c Kc9c7h6s4c Ah7s7d6c5c 
Qd9s9d5h3c AcQc6h5c2s Ts8s8d5c4s AdQs9d2h2c 
Js9c7s4c3c 8h7s7d5s2h Jd6s6c5s5h AhQdTc5s2s 
QdJd6h4c3s KhQd6c4s2h JsTdTc7s2h 9s9c7d5c3c 
QdTd9c8d2d Th9s8h6h4h Th8s5c4h3c QcJd7s6h4s 
Qs8c6s4c2h Ad8s7h7c4c AdQh9s6s6c QdJsJd9d4d 
JhTc6h5d3h KhJd8d3h3d AhQs8d7s2c 9c8d7d4h4c 
9d9c7d5d3s Js8h8d6d5d KcTc7d4c3s Qh8s7h6h4d 
KdQh8d6s3c 9h8h7c5h4d QsTc8c3s2c KhJh6h6d4c 
JhJcTd7h2h KcQs8d5c3h Th9h7d5c4h KsJhTd7d2c 
Jd8s7h6d4d Ts9s6c5h4s 9s9c7h2s2h QcJd7d3d3c 
KcJh6h6d4s AsKcQh3d2d 8s5s5h4s4c 9c8s5h5c3s 
JsTc3s2d2c Qd9c7d4c3s Qh9h6d4d3h Tc8s5d4c2s 
KsJs7s6s4c QsJd7s6d2d QhJs9h7h4d KdQc6c5h2s 
AsTs6s5h4s QcJc9c6s3d Js8s8c4h2c KcTd5c4s4c 
KcJsTd5d2d Kd8c6d5h3s QdJd8s8c4h 9s9h8h4c3c 
Qd9d7h4h3s Th8s8h5c4h KdQsJd3d3c 9s9d7d4s3d 
9s9h7s5s3d KcQhTs5d2s 9c8d5d4h3c Kh9h5c4d2c 
AhKd9c4s3d Qd8c7h7c3d AcQc6d5c2s 9s6s6d5h2d 
7d6c5c2s2d AdKs7s5h2s JsJc6c5c3d Td9s9c5h3d 
KhJcTs6d2c 6h4s4d3s3d AdJd5s3h3d 9s8h5h4c3s 
QdTh7h6s2s Kh7s6d4s4d QdJh7c4d2h AcTc6c5c4s 
QdJh6c5c3s AdQd6h5d2s Qh6d5s3h3d AdTd9d6s3d 
9c8h7s7c5d Qs9s8s7d2d AhQc7s7c4c AcKc9s4d4c 
8s5s5c4s4h AhKd8d6s3d Kh9h7s6d4h AcJd9h5s5h 
Js8c6c4d3s TdTc9d8h3d QsJd7c6d4d QdTs8d5h5d 
KdJs6s2h2d AcKdQh3s2s KdQh6c4s4h Tc8h5d4c2h 
Js7c6s6d3c Kd9c8d4c3s Tc9d5d4h2c Ks9h9d7c4s 
QhTd8s6d2c JhTc7s5s3s 6s5s5d4d2c JcTs8d6s2h 
AcJc8c3d2d AsTd7c6h3d 9h8d7d5s4d Js7c6s5s4h 
TdTc7h4c2d Jh9s7c5d3h QdJd9d6c3h Jc7s7c4h3s 
QhTh8d8c4h Qh8c6s4s4c Qc6h6c5h2d Qs9h8d6d6c 
AdJh8d3c2s 7s7c5d3h3c Kc9d8s6c3h QcJd9c7c4h 
JsTs8d5s3c 7h6c5c2s2h KsTs7h4s3c Tc9d5d4s2c 
JhTh6s3s3h JhJcTd3s2d JdJc6d5h3d 9s9d6s5s3s 
KsKc7h4d2d Th9h6c5s4h Ts8c5c4s3c QhJc7s5d5c 
Tc9d6h5d4s 9h9d7c5d3d Jh8h7c6s6d Jc9c8s6h4d 
AcKc5s5d2c AsJdTd6h2c 8d5h5c4s4d KcQd8d3h3c 
As7h5c2s2d AdKc9c6s2h Qd9s8s8c3c Js9s7s6h6d 
KsQc9h8d5h AdJs8d4c2d KsJhTc2d2c Qd6s5h4h2d 
Kd8h8c6s5h Jd6h6d5s5d Ad6s3h3d2s 9h8d5d3h3c 
Jh9s8c5h5d Tc8s5h4h3s JcTc8h7d3c 9d7h7d6h2c 
Qc8h7c5h2h 9c8h6h4s2c AsQd7c6c4c Th9s4c3h3c 
JcTh6c3s2h Qc6h6c4h3d JdTh5d2h2d Qc9h6d4d3h 
Ad8h7c6c4c AdKc9d4h3d AsJd9h5h5c QcJdJc7c4c 
Qc9s8c6d3h JcTs7d5d3d KsJh8d5c2s Jc9s8h8d5s 
