KhJcTd8d7s 
KdJsTs6c5c AdQhQc9s3d AhQsQd8d5c Ad9d7s6h4h 
Ac9h7c6s4h KhTh8c6d5d QcJc8d6d5h 9s9h8c7h7c 
AdKsTh9s6c AsKdTd8c5h AdKsTs7h4c KsKh7h7d2d 
KdJsTs8d4d AdTh8d5c2h AcQsQcJc5c AsKs9d6c3d 
AhKh9s8h7c AsQhJh9d8h ThTd8s6d5h QcThTd8c5d 
KcQs8s6c4h AhKdJs6s3d AcKhQdJd4d KhKd8s6c4h 
Jc8s8d7d7c Ks8c7s6d5d KhJsTc8c7d QhQdJd8d8c 
QdTd7h6h5s AsKsJd8s3d KdQh9d6h5d KdTc8c6c5d 
KdTs8h7d5h TsTh9h6s6d AcKcTd8h5c AdKcTh8s3d 
AhKsTc4c3s KsQcJs4c3c KhKcJsTs5s QhQd7s5s5h 
AcKdJd9h7d AsQhQcTc7c As8h7h5s3c AcQdTs9s9h 
AsQd9d4s3c Kd8c7s6s5d Ad9s8s7d2c AdKcQhTs6h 
KsTc9d6c4s QdQcJd8h3c KsQsJhTd7s AhQh8d8c4c 
AcTd8d5h2c Ah9s7s7h4d QsJsTc8c5s JsTs8s8h7h 
AsQc9c4s3h JcTd8c7h4d AcQs5s5c2d AcKsQcJc6h 
KcJsTh8s7d AhQd9h9d2d AdKdQdTs2h KdQhJd7h7d 
AhKdTd7c6d AcQsTc8c4d KsTd9h8s5d KcJhJd2d2c 
AdKcJhTs5s QdJs7c6s5d AcQhTs8d6h QdQcJs6d3s 
KhKdQc8d5s KhJc8c5s4h AsKhQsJs6d AsQh7s6d5c 
AsJs8h5d3h Jh9h9c8d7c KhQhQdJc2s AhAdAcJc5s 
KdQsJdTc6h AdKd8d7c5h AsKhQs4d4c KcQc8s7s6s 
AdJhTc4d3s KcTs9c8d5s AdJsTsTc9s KdKcJc6s2s 
AcJcTdTc8c KhTs9c8s6c AsQs7d6c5h QcJd8c7h6h 
AcJd7d4d4c KdKc9h7h2d AhKh8c7s6h KdQdQc7s7h 
AhKc8d7s5c AdKs8d6d2s Ad8h7s5d4c QdJs9h8s5d 
AhJs9s6h3d JsTs8d7s6d KsQsQc7h7d KsTsTh7h5h 
KcQcJd9d5c KdQcTd9c5d AdKh5s4s4h KdKcQd5s5d 
KsQhJd6s6d JhJd9s8d7c KcQd6c5h5d AcKhQdTs6d 
Ac8h8c5h4h AsJsTc6d2c KhJcTs9h6d KhQdJh5d2s 
KcTsTc9h2s AhKcQsTs6d AdQh9h9d2h AcTs9s8c3c 
KsQhQd9h7c JdTd8d7h6h QhTd9c6d4h Ad9s7c6c4d 
AcQh8h4h4c AhTs9h4d3s QsQhJc5c2s QsJcTd8d4c 
KhJcTd9c3d AsKsQh8d6s KhQc8c6h4s KdQcTd9d5c 
Ah9h7s6c4c KhQsTdTc9c KdQhTsTh9h KcQd8d6s4c 
AhQhTd5h5d KhJd9c8d8c JsJcTs7h4h AcQd9d7c3c 
KcTc8s8c7s QsQhJd4s2h AsKc9s8s7d AcQdJdTs5d 
Ad9d8s5s5h QdQc8h5h5c AsKs8h7c6s AsJs9c8d7s 
AdJc7c4d4c AhJh9c8s7h Ac9c8h5d4d AsKc9s5d3d 
AdKdQh9s7d AcJh9d4h4c KhQhQcJd6s AdKcTc9s5h 
KhKd9s4h3s AsKh9h3s3d AhAc6s3d2d AdKsQd7d2s 
AsKdQhJd5d AdKhJsJc3h QhTc9s8c5h KsKd8d7c5d 
AsTh9s9d8s QcJc9h8c6h AhQc7h6s5d AcKh4c2s2h 
AsKhJdJc3h KdKcJc6h2h QhTh9c8c5s AsKdTh5s3c 
QsTc8h6s4h KsKd9h7d4c AhJs9s5c2h QhJs8h7s6h 
AhKdQc3s3h AsQhTc5c3h AdKd9s8c2c KsKd9h9d2c 
KhTdTc9h5c KhKc9s6h5h QhThTd8c5d AhKhTdTc2s 
KcJcThTc8s QcJsTs9h9d KdTc9s8s6c AdJd9s7s4d 
KsQsTd7s7d AcKhQc9d4s AsKdTh9c7h KdQdJs8s4h 
Ac9d8h8c4d QhQcJc9s4s KhKd9c7c2d AsKhQd8c4s 
AcQsQh9d3c AdQs4h3s3d KdKcQdJd3h Th9s9c8h7s 
KhTc9h9c6h AhKd9d4h2s KdJh9s8s8h KcQcTd5d4c 
AdQh8h8c7c JdThTd7s4h KcJhTd9h5d KhKd9s4d3s 
KsQd6h5d3s QsJh9s7c6c AsTsTc8s2c KhQc6d5d4h 
KsQsJcTh4d AsKdJhJc5c AdKd8s7c4h KcQsQh9d7c 
KcJc9d9c7d Kd8d7c6c5h JdTh8s8h6s KhTd8d7h4c 
Ad9h7h6s4d AhKhJh4c3c Ah9h8d5d5c QcJdTd9c2c 
Ah9h8s6s6c AcKd8d6c3c AsJsTs8d4c JsJd6s6d5h 
AcJc8h8c6h QsQcJd6c3d QdJh8d7h7c KsKhJd9c3s 
AsKsTs8d5c QsQd7c5d5c KsJc9h7c6h Ad9c7h6h4d 
KcJhJc4h3d AsQh9s5c3c AhQcTd9s7c AcQdTs7h3c 
QdJh9c8h6c AhQsQc8d6c AhKsTh7h7d AcKhTd5c3s 
KhQsQhJc6d AdJh9s8s5h KdQdJh9h5h JdJcTd8s2c 
KhKcTd6s5d Kc8c7h6h5s AcKsQd7h7c AdKsTd8h3c 
AhKdTd3h2h QdJsJc5d3c AdQc6h5c2d QdJc9d9c7d 
Qh9d9c7h7c QdQcJsJh5h JcThTc7h4h JsTh9h5s4c 
AsJhJd8c4s KdQsTc9h7s AdKsQd9c7d KsTs8c7c4h 
Ks8c7h6h5s KsJhJc2s2h KsKc8h7c4d AcQhJsJh4d 
AsQsJs9h5d JhTsTd5h5d KsJh9s7s5h AcKh9s5c3s 
AsKcThTd2s AhTs9d8h4c KcTs8h7h4c As9s9h7c4c 
AcKsQsJs4h KdQhQdJc7s AdTd9d6c5c QhJs9d8s6d 
AhJhTh7s4d KcJc9d8d6d AdKcTs9c5h AcTh9h7c2h 
KdQsQdJc2h AcJcTc5d4h KdQhJh9s8c AcKd9s6s3c 
AsKdJdJc6h AsQc9s6c2d AhJs7s6h3c KdQsJsTs8h 
KhThTc9s3s KcTs9s9c5d AdQh4d4c3h KsJdTd5c4c 
AhKcQdTs6d AdKc9d7c2c KdKcTd9s4d KsQhQd8d4h 
AdKsTd8d5c KdTdTc8c5s AhQd9h6d2c KhKcTs9h5h 
AsKsTs9d4c QdJc9c8d6c QhQcTh6s3s Th9s9c7c6h 
Jc9s9d7s7d AcJs8d5c4h AhKh9s8s2s KdKc8s5c3s 
AcKsJc6h5c AdKcTd8s5d AsKs7d6s4d JhJcTh8s2c 
AdQhJsTc5c AhKsTs7d6s AcTs8c5h3h AsQhJd9h3d 
AhQhTd3s2s TsTd9h9d3h AdTh8c6d3h AcThTc5d3d 
AdQdJh9s7d JcThTd8s8d KhQdTc9s6h AdKhTc9h5s 
KhJsTd8d7c QsJhTh5s2d KsKd9c7d5d QsTh9s6h6c 
AsQsTc7c2c KsJcTh8d7d AdKdQdJc6s QcJsTc8s4c 
AhKs9s6d5d AdKd7s4h3s AdTs8s6h2d Ah9h8d5c4c 
TsTd8d7d6s AhKdTh8s3c AcJcTc8d4h KsQsJcTd4h 
KsQdTs8h4h AsKsQs9h7d Ac9s7c5d3d TsTc9s9d2c 
AcJsTdTc3c JdTs9d7s7d KdQdJc4c3c Ah9h7d6c4c 
AsQsJc9h7s JsJhTc4s3h KcQsJc8s5c AdJhTs9s8s 
KdQsJs9h8c KcQdThTd3h AcQd8c7d3d KhQdTh8c4c 
AsQsTc8s5d KcTh9d8h6d Qh9d8h7c6d KdJd7s6s5s 
TdTc9h9d2c QsTd9c6s5c AdJdJc9d7s AhKhQs6d2d 
Ad9d8s5h4h KsQhJh8d6d QcJdJc4s3d AsKdQcJc8c 
JsJd7h6h6d AsKcJc9h7c AsAhAcTc6d KhJh8d6d5c 
KcJcTh6s3h QcTd9d7s5c AhKdJh5h4c AsQh7h5s2c 
AdKhJcTs4s QhTh8h8d7d QcTc7s6s5d AcKs7h6c4d 
KhThTc8h6c AsKs9h9d7c KsQsTc7s7c AhQd9s6s3h 
AsJc9s9h5d KhQd6h5c4c QcJh8c7s7h KcJhJd2h2c 
AhQdJsJd4c QdJcTh9c5h AcKdTd7h6d AcKdQhTd2s 
AhQh8c5c3d AhJhTh9d5s AcJh9c5c4h KdJc7d6s6c 
AsQsTc7h5s AcKhJs6s3h KhKcQhJh3d QsQh7d5s5d 
AdQh7d6s5c AcJcTh7s6c KsKh9s9c2d KsJcTc6h5h 
KdQd9h6c5c AdQs9d5h3h KdKcJs4h3c KsQc9c6s4h 
KsKdTc9s5s KsKhJd8h4c AdKdJh7h2h KsQhTs9h5s 
KhKdTh8h6h AcKsTd9h7d AhAd6c3s2s QsTs9d8d5h 
AdQh8s5d3s AsJd9c8c5d QcJsTc9s5c KdQcTc9d2d 
AsQsJc4d3h AsTs8d6d4s KcJdTh9h3d AcQdJs9s2d 
AhQh8s5s3c KcQd7c6d6c KcQcJd9d2h AhQsJs9c8s 
KcJdJc8c6d AcJs7d4c3s AhTc8s7c5s JdTd8c6h5c 
AdQs7d6c5h KhQhJc9c5c AhQsQd9h3c AdQhJsTh5h 
AdTs9h4d3s KhKdQd5d5c AcJs9d8c7c AhAdAcJd5s 
KhKcTh9d4h AdKdJh7s3c QsJsJd6d4d JdTd9s9c6c 
JdTsTd7s4s QsQcJh6h3s QdTd8h6s6h AcQcJc6d5h 
AsKhJh9d7h AhKdTd8s5c ThTd9s9h3s AcKhQs8h3s 
JcTdTc5h5d AsKs8c6c3h AdKcQd4s4h AhTs7h6c5d 
Ad9h8h6c4d KcJh9d7h6d AcQcJc9s5d KhKcTd9h4h 
QcJhTc8c5h JsTsTd9h4d AdJcTd5h4d JhTh8s7h6s 
QhJhTd7h7d KhKcJc8d5c AdQd9c7c4c AhKcQc9d7s 
KhJcTh8s3c JhJc9d8h7s AhKhTs8d3c AcQdQc7s7c 
KsTs9c6h4h JhTs9d7d5s KdQsQc3s2c JdTs9h8h7c 
AdKdTd8s5h KsKc9s9h2d QcJh9h7s5c KcQsTd7c3s 
AdKcJs8s7h AsKsJd5d2s AhJs9h5d2s KsTh9h7s3c 
AsKcJh6h3c KcJc9s8s6s AdKcJsJh5h KcJcTsTc8d 
AcJh9s7c2h AdKs8h3s3d KhJhJd4d3s JsJh7s6h5s 
AdJh9h7d4d AhJs7c4h3s KdJdTh9h3d KsQcTd7d5c 
KdKcJd8h4s AcKdQsJs4s KhJcTh7c3c AhJcTh5c2h 
KdQd9s6c5c AsTh9d8d6h Ah8d7h5c3c KdJsTs8d2c 
QhQdTh8d2h QsJs8d6d5c KdKcJs9h3d AsKc9h6h3s 
JsTsTh6h5h AsQs8h5h3d JsTdTc8c4s KdJsJc2d2c 
JdTsTd9d6s AhKcTd8h3s AcQh9c8h3c AhTh9d7h4d 
AcKsJhTd4d JsJc7h6h6c JhTsTc7h5c AsJhTs7c6s 
KsThTd9s8c AhKsJc9h5h QcJh6s5c4h AdKh9h8c7s 
AcQcTs3h2h AhQdJsJc8s AhKdJc6d5s JsJcTc6d5d 
AcKsJc5c4h AdKc9h5d3h JhJc6h6c5d Td9h8h7s6s 
AdJh7c5d4s KsKd8c6h4d KcQhJc9d7s Jd9s9c7s7c 
AcKd9c8s7c KhKc9c7s2s Td9s8s7h6h AhKsQs9d7c 
JcTs8s7c4h KdQcJc4d3c AsTs9h8d4c JhTh8s5s4d 
KdJsJh9d7c AcKdQc9s4h KhQhJs9s2d KhQhJh6s5s 
JdTc9d8c6c QhJsJc4h3s QdTc8c6s4d KhKdQc9h6h 
AsAhAcJs5d AsKsJs9h3h AsQs9h8h2h As8c6d5s5d 
TdTc8s6d5c AdTs8h7s6h QdTs7s7c6d AdKc9h8d2h 
JsTc8c7s4d AdQd8d8c5c KsQcTd7c3s QcJc8d6d5s 
AhKh7s4c3s AhQhTsTh7c KhKd9s9d2c AhQd9c4h4d 
AdKdKc7d3d QdJsTs7s5d AdJdTc8d7d Th9d9c7d6h 
AhQhJc9h5s JhJdTd6s5s AdJsJc9c6s AdKh8c5d3c 
QdJhTh5d3h AhQsQdJd6c KhJsJd9h2d AdKd7d6h4h 
KdJc8c5s4d AhTc7h4d3c KdJsTh4d3h KhQhQdJs7c 
KhJsJc9h2s KdTd8s8d7s KcQh9h6c4s KdTsTd6c4c 
QhJd6c5d4h AdKhQhJs4h QsJdTc9d5c AdTc8d6c4d 
JsTs9h9d6d JsTc7s7d6c AhKsTd9s5c AdQdTh7c5d 
AhJsTc6c2h AcQcJc4h3h AcTh7c5c4h JsJhTd3h3d 
KsTc9s7d4d AcKcTd8h3s JhThTd3s3d AhKs7d6h4c 
AhKhTc5h3c AcTc8s7h6c AdKcQd6h2h AdKcQsJc5c 
AcJhJc4d2d Ac8h6d5d5c QsQcJd4d3c AhQd9d6h2s 
QcJhTs6h3c KsQcJh4h3s AdQhTh3h2d AdQs8d7s2s 
QsQdJh6h3s QcJdTd9h5h Ad8d7d6c5c TdTc9s9d3s 
KsQhJd4d3s AsTh8d4h3s KdQcTd8h4h KdTc8c7h6h 
AdKd5h3h3c AhKhTc4c2c KcQh8h6d4c TsTd7c6d6c 
AhJdTs8s2d KdJh9c8h8c KdQdJsJdTd AdKc8h4h4d 
AsTh6d5s5d JhTc7h6d5c QsJc7h6c5s KsKh6c4s2c 
AdQc6d5h2c KdKcQd6s3h KhTc7h7c5s AhQc4d3h3c 
AsKsJc6c3s AsJd9d5c2s QsJdTd6c4c JhJc9s9c7d 
AcTc9h7s2s KdQs8s6c4d AcQdTs8h6d QsQcTd4d3s 
AhTs9c5h3c AhJs9s9h4h AhKcQhJh6d AsTh7d6s3d 
QsThTd8d5s AcThTc8c2h AsKcQh8c3h AsAhAcKsQs 
AhJc5h4d3c AhKdQcTc6s AdKcTd8h3s AsKd8d6s2d 
KdKc9s4c3s AsKcTh9d7h AsQhTs9d5s KhKd8d6c4s 
AsTd7s7h3h AhKsKh7h3h KhTc8h6s4s KhJc9h7c5h 
KdQsJc9h9d QsQhTs6c3c Jc9h8c7h6s KdJsTs5c4c 
JhTc8h7s4c QdJsJd8c5c AsQd9d4s3h QdJcTc8d3h 
AhKd8d7c6s KdQs6h5s3d QhQd8c6h4c AdTh9c7s7d 
JdJc8d6h5h JdTs8c5s4d AcKcQs8h6c QcTh7h6s5c 
AsJs8h4h4c KhTs7s7h5d QhQc8s5s5c QsJd6h5s4d 
AdTc9h8d4s KhQdJs8h7c TdTc7h6h6d QhQdJc4h2d 
ThTc9h9d4d JcTs7d7c6s AdKh8d5c2c QdTd9s7s7d 
AsKdQc9d8d Ac9h8d8c4h KsKdJhTc2h AhJhTs7d6h 
Ac9h8c7h3d AhKd8c3h3d KsQdJd4s4c AhJcTs4h3d 
AsKd4s2d2c AsQdQc5h4d TdTc9d6h6c KdJh9s7h6s 
AhJs8c5d4h AsJd7s5h4c KhJhTd9h4d KsJsTh5d4c 
Ac7d7c5h3d TdTc9d9c5c JhTc9c8d7s AdTc8c5s2d 
AcKdJh6d3h JcTs7s7h6c Ad7h7c5d3c AcQd9d4c3h 
QsJsTsTc9h AsAhAcQs5d AcKc9s7s3s KcQhQcJs5d 
KhTd8c7c4h AdKd8s6s3h JhTh8h8c7c KcQhJs4c2h 
AsTh8c6s3h TsTd8h8d5s QsQcJh4c2s KsKh9d7s5s 
AcKsKd5h2h QhJhTd9d5h JsJh8s6d5d AsTc9s4h4c 
AsKs9d8c2c AhJd9h8d4h QhTh8s7h6s KcTc8s7d6h 
JhThTc6c5c Ad9d9c7s4s QdTc7c6s5d AsKhTs8s5c 
AsTs9d7h2h AhQc8d4h3c KsJh8h7s5h AhJs8c7c2h 
AhQhJc5h4d KhQhQcJs2d KsQcJd8s4c KsQsJc9c2h 
KsJsJh8s6h AcKsKd8d3d QcJh9s6c5s QsQcJs7h4h 
AhTc9c7h2c AsKc9d8h7c KdJsJd4s3h AdKcQcTs5c 
AhTd9h9c5s AdKhTh8c5s KcTc8s8d6d KhJcTd6d5c 
AhKsJdJc5c AcJc8s7d3s AdQsQc8h5s Ad9c8h8d4h 
KhTc9c6c5h KcJd8c7c6d AhQcTd8s2h AdKdJd9s9c 
As7c6s5c3h JsJhTs8s5h KhQcJh9h5c AhQh8h8d5d 
QdJs6s5d4h JhTh9c7s5c JhTc8h6c5s AcThTc5s3s 
AdKcQh8s4d AhAdAcKs7h QhQcJc8d3h As9c8s6d4c 
KsQs7h6h5h KsJhTh4s2c KhKc8h5s4d AcJd9d6c4d 
KdJsTh6h5s KdTsTh9d5s QcTd7h7c6h KhTc9c6h5c 
AsJd8d7s3d AdQdJd6h5s AsJd8c5h4s QdJh7s6d5h 
AdKdJsTd5d KhKc9d6h4s KsKh8h7d5h KhQc6h5c4h 
KsKdJh9c3d QhJsTc6s6c KhQs6c5c4h 9s9c8h7h7c 
AhJd8c5h4s AhKsQsJs2c AcKh9h9c2h QsTs9c8c5d 
AdJc9h9d5s QdThTc6d4h AcKcQs9d7c AcKcJc9h3h 
QhJsJhTd8h AhKsQhTh2c KcQhJs4s3c AcKhTd4d3h 
AhKc8h5s2s Ad8s8h7d7c AsKh8s3h3c AcKh9h4c2s 
KcQc6d5d4s KcJc8h6h5d KsTc9h6c4s KhTh8c7d6s 
AcTd8s6c3d AhQcTc3c2h KcQcJdTh7c AhQhJc8c2h 
AcQd8h8d7h QsQd8d5s4d Ac8d7d6c4d KcQd6d6c4s 
QdJcTd7c4c KhKc6s3h3d KhQd6h5s5d QdJcTd9c3d 
KdTd8h7c6s AsTc9c5c3s KsTh9s6h5h KsQcJd6s6d 
KhKd8c6s4h QhJdJcTd9d KdJs9d6h5h KhTh8h8c7c 
KdKcJd6s2s AhQsTd9d9c QdJc6c5d4s AsKsQsJd6h 
AcJd8s5h4c KhQs9d8s6d AhTs7s6h5h AdJs7s6d3c 
AsAc6d3h2h KdQsJc4d2s AdQsQcTh2c AsTc8s5h3h 
KdKc5s5h2d QcThTd8d5c AsJhTh6s3s KhKc8d5h3d 
QcJs8s6c5c KsQh9c8h6c KdJcTsTh7d JhTsTd8d8c 
KcQhJsTc4d AsQh8c6h2s AdKdJh6h3d AsKsJc8s3c 
KdTh8s7s6h KhQhQc5c2h KdJs7h6s4d AcJc9d7d4c 
KsKh5c3c2h AdKd9s7s3s QsJcThTd9h JsTsTc9c6s 
KhQsTsTh4s KdKcQc5c4h Js8h8d7s7h AdQhJsJc8c 
QsJdTh9d5h Ac7h6c5s3h Qh9s8h7c6s JhTsTh7d4s 
AhJs8d7d2h Qs9c8c7s6h QhJd9s6h5s JhJdTs4h3d 
KcQdQc9d4d KdQd9c8c7d JcTs9c8s6s AdTh7d6s5c 
AdJh9c7d2h KhKc6s3d3c QhQc7h6c3s AcKd9c8c7s 
QcJc9d7d6h QhJc8h7d7c AdQcJhTs7s AdJdTd5h4c 
AdQcTd4s2s AdJd8s5h3s QdJsTd9s5d AcJsJc9c7d 
Ah7s6s5s4h Qc9s8c7d6s QsQdJd8s2c AdTs8h5d3h 
Ac9d8c7d3s AcJhTd8d2h AhQsQdTd7d AsKsQc5h2d 
AdKdTd8c3c QhQd8s6d4s Ks7s7c6h6c QhQc8d6c4d 
QdJdTs5h3h JsJhTh4c3s KcTdTc6s4s QsJh6d5s4h 
KsKcTs9d4s AhJd7s5h4c AhKs8s6h3h Qd9h8d7s6h 
QhQc8c5h4c AdTc6h6d4c AhQs4h4d3s KdQc8h6d6c 
JhJdTh7c4c AcKdQhJh8h QsQh9h9d3d AdTc9s9d8d 
AcKdTs9h7s KsJcTs8d7s QsJd8s7d6s AhQd4s3h3d 
QhTs9c6h5c AcKhJsJd5s JcTsTc9d4s KcQs8s6c5c 
AdQdTs9d6c JsJh9d7d5s AhKcQd9h7h AsKhKc8c3c 
AhKhTd4h4d JsJhThTd2c QsQdJs8s8h QcJdTsTh9h 
AhKsTd9c4s Ah9c8c7c4h KdQcTs9s4c AsKdQs9h7s 
KsQcTh6s3h AdQc9d5s3s AsAdAcKh7c AsJhTh5s2s 
AcKdQh3s3c KhKdQd5s5d KhKcQd8c5s AdQc4s4d3c 
QsJhJd5d3s KsKc9h6s5s AdJhJcTd2d JdTs8s6h5d 
AcKhQsTd4s AsKhJcTh2h AcKs9d6d5s TsTc8c7s6c 
KsKh9s7d2d KsKcTc9c4h QsTh8d6s4d JdTd8d8c7c 
QsQdTc4c3d KdQc6h5h4d JhTd8s7d5s QdJs8d7s7h 
KsJh9d8h8d JsJc9d8c7h Ad7c6h5d3c KsKhJd8s4c 
QcJhJd5h3c AcJhTc5s5d JsJh7c6s6c QcJdTs7s4d 
KdTh9h6d5h AdQdTs6d3s AcJsJh7c2h KsKdTc9d4d 
AdQhJcTs7s KcQsQh9c7d QdJsJh5d3s Ad7c6d6c4h 
KdQc8c6d4s KdJcTs8s7h AsQc7c4c3s AsKs8d5d4s 
AsQhJdJc8d AsKc3d3c2s ThTd9s9d2h 9h9d7d6h5c 
AcKs7h7d6c KsJhTh5d4d AsKsJh9d2c JhJcTc7s4s 
AsQhTd8c6h KhKdJc8d4s JsTh8h8d6d QsTh7s7c6h 
AcKsQh8c6c JsJdTc9h8h QhJdTc9d4c KdTh9s6h3d 
KhKc8d6s4c QsQd8h5s5h AsQdTc8h6d Ah6h6c5c4s 
KdJcTc5s5d Ac9c7s6h4h QsQhTc8s3c AdJcTh4d3s 
KcQcJd5s3s KhKdQsJh7h AcKh9h3s3c KdTs9c8d5s 
QhTs8c6h4c KsQcJcTc8d KsTh9d6s4h AdKsKh8h3h 
QcTc9s8s5h KcQdQcJs5h QsQcTh4c2s AdKh9c8d2c 
AsKhQd9c8d AhKhJd3h3d QhTh9s7s7h JsJh7h6h5s 
AdQd8s6h3h AdKd6c4c3s AsKsQc6h2h KhKcQd9h6h 
AhKhKd6h3h JsTs8s7h6h AhTh9s9h8c QsQd8h6d4h 
QsTd8s6c4c Ac7c6h5h3d AhKd5s4s4d KdQc6d5s4s 
QhTc8c7d5h Ks8s7h6c5c AhQhJh6s5c AsJsJdTs2h 
As8h7s5d3d AcKs9h6h5s As8d7h5s4c QdQcJs4c2d 
AdKs9d6d3s Ad9h8h6s4d KcTs9d8c5s AsJcTs5h5d 
KhJdTd5h5c JdTdTc7s4c KhQdJh5d2c AdJhTc9c8c 
AcQsJdTh5h AdKhJc9s3d AsAh9c4d2d AsKsJdTs5s 
Ts9d8d7c6c TsTc9c7s6c KdQh8s6h6d KdJsJd2s2c 
JhTh9s9d6s KsQdTd8s4d JdTc9c5d4h KhJcTs9c3s 
AsTd7s7c3c AdTd8h6d5h As9h8h7s4h QcJcTh7d4h 
AdQs8c6s2d KsQd8s6c4d JcTs8s8d6d AcKhJd6h5s 
QdJdTc4c3h KdJhJcTh7s QhJsJd7d5s QsQcJh6c3h 
AsQs8s8h5h KcTc8h7s6d KsKdJd8h4c AdKd9s9c7h 
AhKhTd8s5h KsQdTs8d4d KhJh8c6c5d KdKcQsJc6c 
AhKd9s8c7d KhQhJd9c3d QdThTc8h5d JsTd8s6d5c 
QdQcJsJd7d Ac9s8h7c5d KsKh9c6h5h KhTh8s7d6c 
AhTsTc8h4d JcTsTc3s3h KsJdThTc9d QcJhTd7d4h 
AhKsJcTd4d QsTd7s6d5c AdJc8s5d4h KsKcQh7d5h 
QhQd8c5d5c AhJs9h9c5d AsQh9s5h4s AcKdQcJc6h 
AhTd9h7d2d QsJhTh9h5s AsQhJc4h3c AsJdTc8c2d 
Ac7c6d5d3h AhQc9h9c2c Ts9h9c8s7h KcQsJsTs8h 
KcQc9c7d6d AsKcQh7s7d QsQc8h6s4h QhQd8s5s5d 
KsKh8h5d4c AhKdTc8s3h AcJcTc5d4s KsTd9c8s5d 
QdJhJc5c3d Ah7c6h5s3c QsQh9s5h4s AdTc7d5d4c 
AcJd7d6c3s Js9h8d7h6s Jh9c8s7c6h KhKd6c3s3d 
KsJdTd5h4h JhTd7s7h6d KhJhTs9h5s AsQcTs8s4h 
AsKdQh8c4s TdTc8c7d6c JsJd6s6d5c JdTd9h7s5h 
Ad9d7s5s3h KdQhJs9c8h AcQc9c7d5d QhQdTh6s3s 
KsJcTc7c3s AdKh8d3s3h AdTc7h6d3h KhQc8s6s5h 
AcJhTs4d3c KdQs8c6c5d AdTh7d7c3c AcQs7s5c2h 
KdJs9d6c5c KsQhTd7s3h KdQcTsTh9s 9s9d7d6s5h 
Ac8d7c5s3s QdJhJcTc9c KsJs9s9h7h KhKcQsJc6c 
AcKs5d4s4d QdJsTsTd2d JcTc8c7h6h AcTh7c4d3h 
AhJhTh8s4d QhJcTd9d4c AhKs9h5s2s KdKc8s5d4h 
QsQcJc8h4h 9h9c7c6h5s KhJdTh7d3d KhTc8s6h4c 
As9s9h7h5s KhQcJc5s4s AcQsQdJd6h Ac9d7c6s4d 
JsTsTc6c5c QdJhTh7h4d AsQdQc8d5h AsQdJcTh5h 
KdKcJc7h2h AdKsQhTc4h AhTd9d3h3c JsTd8s7h4d 
AhTc7h6d5s AsJh7c4s3h JsJh8s6h5s QhQd9h5d2c 
QcTd9h6d4c Ac7d6c5s3d AcKsTc8c5h AdKsQhTh3c 
AcJc8s7d2d KdKc8s8c4h QcJc9d8c7d AdQhQd9c5d 
QcTs8c6h4h QcJsJd5c3d KsQh8d6s6h QdJcTd8d4c 
KdQhJc4c3d AdJdTd5h4s AcKc8s6s3d KsKc8d5s2d 
KsKhQd8h5c AcKsJc9c8c KsTh8s8h6h Qs9d8d7s6h 
KcTs9h8s6h KcJsJc8s5c AsJh8s7d3d AdKhJs9h7h 
JhJc9c6h5h QsJsJh4s4h AdKsTs8h5c Ac8h8d7s7c 
QhTh8c6s6c AdTh9c3h3d QsQc9h8h8d KcQdTs8h7d 
AhQs9d4s3h AsJsTs8c4d AhQs6h5c2s KdKc9s7s2d 
QsJh9d8h5s 9s9c7c6s5h KhKcQh8s6h AdTs7h6d3h 
AdQdQcTd7d AdQsTd9h5d KhKdQs6s5s KsQsJc6c4s 
TsTh9s9c2h AcKcTsTh2d AhTs6h6c4s AsAhAcQd4h 
QdJd9h7h6c AsQhJs4d3c AhKsQhJh8h JsJdTh9d4h 
QsJhTh9d3d AhKsQh9c7h AhQh9d7d4d AcQcTs6c3s 
AdKsTd7h7d KdQsJd8s5d AdJs8d7c3c AsJdJc7s4h 
AsQh8h5s2h QsJsJd4h3d AcKs9s8d7h KsKcQd8h5c 
KcJcTs5h4d KsJsTsTc8d QcJs6d5s4c AcKdQcJc6s 
AsJs9h6c4h KsKc9s9d2h KcQcJs9s5s JsTsTd5h5d 
QsQcTc9c7d KsQsQdJc2h AhKsKd9d3d KdTh9d6h5h 
KcJdTd7d3c AdQsJhTc5c QsJcTc9h9d AcQdQc9h5c 
KsKc6d3s3h AsQcTh8d6c KdKcJc8h5c KsQsJsJh9d 
AcKdTs9d5h AdTc9d7c2c QdQcTh4h3c JsTsTd7h4d 
AdJcThTc9c AhQsJsTs8s KdTs8c7c6s AdTd9s7s3d 
AhJc5h4s3c QcJh9c7d6d KhJdJc8d5c AsJsTs8c4h 
QsQd8c6d4c AsKsJh3s3h QdJhTh8d3s AdTd8s7h6d 
KhTc6h5c4s AdQdTh8d5c AdTd9s4h3s KcTs9s6c5s 
KsKdJh4c3s AdJhJc5s4d AsQd7d6d3s KhKdQsJc6c 
KsKd8c5d2c KcQs8d6d5c AdQdJs4c3h AsQs9c8c2c 
AhQhJc5s5d AsKsTh6s3h AcKdTh9s7h KsKd8s5h4c 
AdKs9s6h5h KhKcJs9d3c KcQh6d5d4c KhJs7s7d5h 
QdJd8s7h6s AcQsQh5c2d AsQhTd8s4s AdKs9h6d3h 
AcKsTc8h5c AcKdJs9c5c AsQc8h6d5s AsQh9s9h4h 
