Ad9c6h5s5h 
Qc9c6s5d2h KhJs7h5d2h QdJd9d4d3c Qc9c8d5h5c 
Js8s5c3h2c QdJs5s3s3h KsJs9c8s3s KsQh6s4s3s 
8c5d4s4d2c AcKc8s8c3c 9h6s5h5d4c Ad9h6d4d3s 
9s6h5s4d3s Qc9h8s7c2d Kc7h7c6d3c Ts9c8h5d2h 
KhQs6d5d2c Jh8h5s3c2s Td6s6h4h2d AsTc6c4d4c 
9c8s6s3c2s QcJs7h6d3h Jc9s9d7d3d QhJh6h4h4d 
Qh8c6h3h3c 9h6s6c5d3d Jh7s6d6c4h KcQs5d4d2h 
QdJh9d7d3d AsQs3s3c2d QhJh8h6c3d Ts8d7h2h2d 
Ks7h4h4d2s KsQs8c3h3c KsJd8d7c3h AhTsTd5c2d 
QdQc8s2s2h Jd9s7c4d2c As8s8d4h2s KhQs5h3c2h 
7h5s5c4s2c Ad6d5h5d4d Ts9c8h8d3c Qd8h6s5c3c 
JhTh7h5c2s Ac9c6d4h2s Jh7c6s6d4h Jh7h5h4s3c 
QcJh8h7d3s Ts8d4h2s2d As5h5d3d3c JhJc8h3s3h 
Tc8d7d4s4d Qs9c7c6h4c AsQs3s3d2c 7s7c6s3h2c 
Td8h7s5h3c Jh9s5c3s2c Th9c6s5h2d KsQd9s5s2c 
Ac6c5s5c4c Kd9s8d7d2h Tc9d5s4h3c 7h6d6c4s3h 
Js8c7d2s2c AhQc7s4c3c As9d7c6c4c Qh9s6c5c4c 
QhTs8s8d2s QsTh6d4d3d 9c7d5c3h2d Qs9h8c5d5c 
As9d8h7h3h JcTh9c6c2c AcJh9s3c2c QcTc7h3d2d 
Tc8c7s7c5c 9s9h5d4h3h 8s7d4s4d3d Jc9d6h3c2d 
QhJd8c6s3c Ac8c7c3d2d Tc9s4d2s2d Ts8c5h4h4d 
Th8c4d3d3c QdTc9s3h2c 8c7h6c4d2s As9c4s3h3d 
Th9s4d3s2d 9h7d6c2h2d Qc8c6s6d4c KhTd8h4s3h 
QsJd8h6c3h AdJc9s3d2d As8d7s2s2c Kd9d7h3h2s 
KdJc9h6h3h Qs7h6c4h2s Kd8s5c3d2s 9d5h5c4h3c 
JsTsTc7s2s Kc9h8h3c2c 7s6s4c2d2c Jd5d4h4c3h 
As9c8h5d3c Qd9h7s6c3c Qs5s5c3c2d 9d6s6c3h3d 
KcTs8s7h3s Jc9d7d3c2s KcQcJd7s2c Js9d6h3s2d 
AdJh7h4c3h Ad9s8h7h3h Th9d8d4s3c QhTd6s4h2h 
9h8c5h3c2s JsTh6h3d3c Qh9s8d8c4h Ah9c8d7d3d 
Qh8s6c5d3d AcQd9c5c2c Kc8s6c4h3d AsQc4s3d2s 
KcTh8d6h3h JcTc8c4c2s 9s7c6h4c2h KcJd8h3h3d 
KsJs9h3d3c Th6h5d4h2d Qs5s5c3d2c KcQc9h9c2s 
KcQs9s7s3d KcQcJd7h2c Ad8c5d3h3d QsTh6d4s2s 
Kd8d5h4s2c KcTh6s4d3d QcJd8s4h4d QsJd5d3d3c 
7s6h5s4c2d 5s5c3h2s2c Qs6c5s4h3s Tc9s6d4h3h 
Ac8c6s3d3c 8h6s6c5h3d TsTh8s2s2c 8s8c5c2h2d 
QcJd5c3s2h Jh9s6h3d2d AdTs5s5c3h KdJd9h8d3d 
9c7d5h4h3s 9s7s6s6c3d Ad9s6c2h2d 9h6s6d5c3c 
QdTd8d5d3h KsQh7s5s2d Kh6c5h3d2s Tc9s9h5d2c 
Th8s7c6c2d 8s6s5h5c3d Qd7h6h6d2d 9s8s7d4s2d 
QsTs8s5s3h Js8s6s6h4c KcJd9s7d2h As6s4c3s3h 
QsJh9s5s2s Tc9s7s7d3s QsJh8c7d3h Js9h6h4s2s 
9s8h8d5d3d Jh8h7d5c3h Kd7s6h4d3d Js8d8c5h3d 
KdJh9h5h5c Jh9s6c5h2d Qh7h6d6c2d AhQh8h3s3d 
Ac9d8h5d3s Js7s6d5d2s AhQd8s6d2d 6s6c4h3c2h 
Td9h5c3c2h Td8s6c5h2d JhTc8d3s3c KhTd5c2d2c 
AdJs8h7h2h Qh9s6d6c4c Qs9d7d6c4d Js9s9h7d2c 
8h7s7c5c2d KdQh7d5s2d 8d6s5c4d3d KcTs6d4s3s 
AhJs7d5c2s Tc8c7d6s3c Th7c4h3h3c 9d8c7c3h2d 
Th7s6d5d3d Jh9h8h6h4s 9h9c8s6s2d Jh8s7d5d3c 
KdTd7c5d2h KsQdTc4h2h Ks9c5h5d3s JhTc6d2d2c 
Ac7d4c3h3c AcKs5h5d2d 7h7d5d4d3d Ah9s6c2h2d 
KhJh8h7d2s 9s5s5d4d3s Ks6h5d4c3c 7d5s5d4s2d 
9d6s6h5d3c 9s8d7d6h3d Js6h5h3s2d Ac6c4h3d3c 
KcTsTh4d2h QsTs4c3s3h 9h9d8c6s2c 8h8c5c2s2d 
As8d5c3d3c Th9c7d3h2d Ad8c7c4s4c As8c7c6d3h 
Ts9d8d4h3c Td8s4d3s3d Ah8c6d4h2h Qs8d7d7c5d 
QhJs9h7h3h Jc9h5c3h2c Jc9h5d4h3s Qc9s8c4s2c 
Js8d5h3h2s QhJs9s7d2c Jh9s6h5h4h AdQc8s4s4h 
Ac6h5s4h4d Td9d7s4c3d Tc6h6d5c2h KhQhJh7c2s 
8s6d6c5s3h Jh6s5d5c4h 9h8d7c5c2s Qc8d7c4d2s 
Kd4h4d3c2h KcTh9h5h5d Qh9d8d5c3s Ks8s5c4d2h 
Jc9h7s4d3c Qs9h9d8d2c QcTc7h2h2d Tc7d6s6c3h 
Jd7c5d4s4h 9s9c7d3c2d 7s6c5c4d2h AsJh5d5c3c 
9h9d5c4h3h QsQc8d7d2h Qh9h6c5s2d 8s8c7s6d2h 
Js9c6s5s4s Kd7c5c3d2c 8s8d5h4c2h 8d7h7d6d4d 
QdJh6c2h2c Ts9c4s3d2c Jd7s5d4h2s AcJs9d3c2c 
QsTh8d4s2s Kd7h7d6s2c 9d8s8c6s3s AcQd7s3h2c 
7h6h4s2s2c KhTs8s7d2s Ts8c6h3c2s Th6d6c4c2h 
Ah8h7h3d2d KdQc9s9d4d Ks9d6h6d2h Tc9h7h7d3h 
Tc8c7d6h3c AhJd9c4s4c Kh9h9c6h3h Jc8h8c4s4c 
KsJs8c7h3s AcQd5c4c2c JhTh8c6h2h Js8c7h2s2c 
As7c5c4d2d KdJs9h7c2s Ac9c5d5c2h Kc9d7h6d3d 
Js6s5h4h2h KcTd6s5s3s 9s7c5h4c2h Ah7s4h2d2c 
AsKs9c4s3s 9s9c8h6h2d 7s7d5h5c2c 9c7c5d4s3c 
Tc9d5h4s4d Qd9c8s7c4h KcTd9h5d2s AsJc8d7d2d 
AdJs8s7s2s QcTh9d2s2d QdTc7d3s2s Kd5d5c4h2s 
9h8d7d6s3d QdJs9d5d2d Jd9c5s4c3h 9c5h5d4h3c 
8d6h4s4d2h Ks7d6h4s3s Qh9s8d5h3h 7s5s5c4c2s 
7d7c6d5s2h AcJs9s6d2h Qd7s6c4h3d AcTh8s5d2d 
Qs7h4s4c3h KdTs9d3c2d Kc9d6h5d3d Kc6h5s5d2c 
Ts8h6c4d3s Qc9d9c7s4c Tc9h4s2s2c KhJd9c6c3c 
9d8s7h5h2c QdQc7c2s2h Jd9s9c6d3d 8c5h5c4h2h 
Td7c4c3h3d AcQh8s6h2h Th7d6h4d2h QhJc7d6s3d 
Kd8h5h4s3s Qs5c4d3s2d 8d7d5c3h2h KsTc5h4d3d 
JdTs6c2s2c Kc9c7d3d2d KcJc5s5h2d AdJc8c4s3c 
Js9s5c4s3h 8h5s5h4s2s 9d5h5c4h3d 7d6d5c3c2d 
7s5d4s4d2s Ac9s8d5h3h KsJh9c7d2h Kd9h8d5d3s 
KcJs6s4h4d Tc7h6s6c2h QsTd4h4c3s QdTd6d4h3d 
AhJh7h7c2d KdTs8h5d2d Kh9d6d5d3c TsTc6s3s3d 
Qc8h6d5s3s 8c6d4d2h2c As9c7d3s2h AcKs9h4s2d 
Jh8c7s2s2h 9h7c6s4d3s Qc7h6d4c3s Qs8c6c4h2h 
ThTd9d4d2c Jh7s7c4c2h Td9h5s5c3d Jc9s5d3s2d 
Qs9s7s7c5s 8h7s7d6c3h Qs9s8s5d2h 8s8c6c4c3h 
Tc9c6s3s2s 8d5h4s4h2s 9s8s7h7c4s Jd9c4h4c3h 
Jh9c8c5c2s Ah4s3s3h2h 9h7d6h5c2s Js9s5h4s3d 
JdTdTc3d2d Js8s7d4d2d QhQd8c7c3c Ts7s7h5h2s 
AhQd7c3h2s Qd9s8h5d3d Kh7c6d4h3h KhQcTh3h2h 
QcJc9h8c2c 9s8d7d4d2s Td9h6s4c3c Kd9c7s7d4d 
Jd7d7c5d3s Jd8h7s2h2d KcTs6h4s3s QsJs5h3d2c 
Js9h5c4d3h QdTc8d5d3d Js9s9h8s4d KcJs9h3c2d 
KhJd8h6h3s Th7c4h3s3c 9c7s7c4s2s Qh9s6h4s2h 
KcQc6h3s3c 9h7s5d2s2d KsJs6s4d4c KsJs6c3c2s 
8s8c6h4c2d Js7d7c4c2s Ac9c4s4h3d Ts9d8c5h2c 
JsTd8h2d2c 9d8s8c3s2c Kc6s5c4c2h 7h5s5h3s2c 
Td9s7d4c3d TsTd8h6c3h 9s6h5d2h2d QsTh9c3d2h 
KhQs9h9d4h JsTc4h4c3c Ts8s7d6c3s 9s8d7c6d2h 
Kc7s5s3c2s 9h9d7c3d2c Jd8h6h6c4h Jh7s5h4s2h 
9c7d7c4d2d Kc9s8s4c2c AcQd9d6d2h Jc9h8h5h2s 
JdJc9s7h2h Jc9s5h5d3c 9h8h6d6c3s Jc9s5d4s3h 
KhJs9d6d3d KsQd6h4h3c JsJd9h6c2c QhJs6c4d2h 
7c6s5h5d3c Ad6h5s5c4c Jh9h9d8s2h Kh9d6s6h4h 
Kd7c6s6c5c Ad9c4d3s3h 9s9c8c2h2d 8h7c4h4c3c 
AhTs8c6d2d 9c8d7d5s2h 9s9h8c5d3c AdJs6c5c3h 
9d8h8c7d2s 9c6s5d4d3h 6d6c4s4c3c 9c7s7c3s2d 
KcTd7s4h3s Jc9s7c3h2s TsTh8c6d3c Kc9s6h5h5d 
Kh8d8c6s2h Jh9h8d7h3c Jh9c7c3h2s AdJh6s5s3c 
9h6s5h4c3d QdJh8c4d2s Qs9c7d4c3d Ah9h5d3s2c 
KhJh8s7c2h AdQs7h4d2d QcThTd3s2d Tc7s4s3d3c 
KsJs5d5c2h Qh7s6c4s2h Ks9c7c3s2c Ks6s5h4s2d 
Ts9c7s3c2s AdTc8h6s2s QhTc6h6d2s Th7c6s5s3s 
Qc7d6s4c3h Ac8h6c3h2c JdTc8s2h2c TsTd5d4h3d 
KhJc8c5d2s Js8h7c5c3d Qd9h7d4h2c QdTc9c2s2c 
Qd9s7c5h4c QcJs8h6d3h Qd5s4c3d2c KcTc6d4h2c 
Qc9h8s7d4s Qd8h6h5s5c Qd8h8d5d4d 8d5c4h2h2d 
Jd8s7d3s3c 7c5s4s3h2h Tc9d9c7c2h 9h7d5h3s2d 
9c6h5c4d3s 7d6s5d4h2c Kh7c5d4s2h Ac8s7d5h3s 
5d5c3s3d2s Kd6c5d3s2h Qh8c5s3c2h As7s5h4s2c 
Ac8s6c3c2s Js7h5s4c2h Kh4c3h3d2d As6c4h4c3h 
KsQs9s5h3s 9c5h5d4d3h QdTd7s3c2s 8s5c4d4c2s 
9d7h5h4d2h AdJd7h4s2d JhJd8h3s3h JhTs7c5d2s 
8h6d5c4h3h Ks9d7h5d5c Tc7s6c4h2h Ad9d7h6c2d 
Kh9d7c6d3d KsTh6d4c3c JsJc8c4c3d 8d5c4d3h3c 
Qs9d9c7s4s Jc9s9h6c3c KhJc8c5s2d 7s5d4s4d2h 
TdTc5c3s2s Kc9d7s5s5h 9c8d8c7c4s Th9s6c5h2d 
ThTc7s3s3d AsKd6h3d2c Kd7s7c4d3h Kh6d4s4d3s 
Jd9s8d6c3d Ad5c3d2d2c TsTd9d4c2d 9h8d8c5c2s 
Qh9c6h4c2h Ts8d5d5c4d Tc5s5c4d3d Kd9d7h7c4d 
KsTd6h4d3d Th7s6h4h3c Qc9d8h7c2s Ac9s8h8d4s 
Qc9h6c3h2h Qd5d5c3c2s Ks9c6d6c2d KsTh9c5h2d 
Jc8c7c5h5d 9c7d5d3c2d Kh8h7c5s3h Kc9s8c5d3c 
Kc9c6c5s5c Kc5h4s4c3d AcQc9h4d2c KhJh8c7s2h 
Kh9s8s7c4d Ad6h4s4d3d Jd8s8c5h3s QcTc8h4s2c 
Kc6s5c3d2h Qd6s4s4d2h QdTd7h3c2c QhJh6c3c2h 
8c7h6c5c2s Kh4h4c3d2c Jd8s7d6c3h ThTd9d5c2d 
AdJd7h7c2d AhQc6d4s4d Qh9d5s5c4h 8h7d4c2h2d 
AsJc9c4h3c KdQh9c7s4c Tc7d6h4s3d KdQd8d6h3c 
KdQd6d4s2h 9h6d5h4s3c Kh7c4h4d2d QhTc7s3h2s 
9s9c8s4s4h Qh9h8d7h4c As9d8c5h3c 8h7d7c6h3s 
Qs7s7h6h2h AsJs7s7c3s AdTh8c6s2c Kd6c5d4d2s 
Js7d6d4c2s Tc9s8h5d2h Ah7s7h6h2d AhQh6h5h2s 
Ac6s4h4c3c 9c8d7d6h2s Jc9d8h6s3d 7d6c5s5h3d 
Th8h6c5h3d Ks8s6h3c2h Js7s6h5c3s Ts9s6s5d3s 
QhJd8c7s3d QcJc5s3h2d TsTc5d4h3s JsTd5c4c2c 
AcKc4h4c2c JdTs5c4h2h Ac8s8h4s2h Ad9d6s4h2c 
KdQc9h8c4c Qs7s7c5c2c Kc6s4s4d3d Js7d4s3d3c 
Tc8d6c3s2d AdKc5s4s2s Jd6c5c3d2s 9s9d8d2h2c 
Qh7d4h4c3d Kd9h8h7c4s JsTd5h4c2c QsTdTc3h2c 
QcTd8s7d2d Jh8h6c5d2s Ks9h7h5d4h 9d8d8c6d3h 
9h8d7d6c2s JsTd5h4h2h Qh9h6d5c2s JhJd8c6s3s 
QhJs4s3s3c KsTd8d7h2d Jd7s5d4c2s Tc7d4s3s3d 
Kd9d8h4h2d 8h8c6h4h3s AdKh5s4s2s QcTd8d4d3s 
Th9d7s7c3c Ts6s5h4s2h KdQh9s9d2d QcTs8s8h2s 
AcJsJd6d2h ThTd7d3d2h Jd8d7d5h3c Qh8d5h3h3d 
8d6s6d3h3d 9s6c5s4h3s QsTc9c4c2d QsJd6c2d2c 
Kd9d7h3h2c 9h6s6c3h3d Jd8s7s7h4s Qs5s5d3h2d 
AdTd7s2h2d 9s7d4h3s3d Th6h5d5c2c KsQc6d4h3h 
Kh7d4d3h2c 9d7h7d3c2h Ah9d8c5s3d Td7s4s3d3c 
KsThTd5c2h KsTsTh8s2s 8d6s4s4c2d Tc9d8h4s4d 
Ts9d4s4d2d Jh7c5s5d4d QcJs5c3d2h QsQd5c3h2c 
QhJc8d6s3d Kh7h7d5h4h As5h3s2s2h AcQc8s2h2c 
Jh9s8d5d2c 9d9c8h6s2h Kh8h5c3c2s Kd5c3d3c2c 
Th7h6h5s5c Ah9d7s3h2c Ah5c3s3d2h TsTc7h3h3d 
Kh6s5h4h2c QhJc6s5c2c Qh9c8d5h3h Kh8h5c4d2s 
Qs9c6h6d4h Jd8c7s4h4d Tc9h7d6s2c KsJh9d7c2h 
Qh9h8h6c2d KdJh8h7s3c As8h5h5c4d 9h8h8c3c2c 
8s8d6s3d2d 8d7c6d4h2s Qs9d8s5s5c Td9c6c5h2s 
Ad7c4h3h3c Ts9h8h4d3c Qc9h7h6s4h Kc9h6s6h2s 
9s7s7d4h2d Jd7d6c5h3d QsJd8d6h2c Ah9d7d6c4d 
7h7d6h3s2d Tc9d7h4c3c AdKd9s4d2c 9d5s5h4s3d 
9s6h6d5c3h 8d7s6d4h2c Ks7s7c6h2d Ts6s6h2h2c 
Qd8s6c5h3h Th8d7c6c2s 8h6h6c3s3h 9d8s6c4h4d 
Td9h7c4s3c AcJh9s5h2h 8c5h4d4c2d QsJd8c6d3d 
AdJh7s7h3h KdQh7s4h4c AcTd9h4d2s KdTd6h4s2d 
Kc9d6d5d3s JdTd8s6d2d Qd9d8h7d4s Ts7c6s5s2c 
Jd5h4c3h3d Jd9s8d6d4d Kc9s6h6c4c As8s7s6s3c 
9s7h5d4h2d KdQdJc7s2d Kd4d4c3s2s KcJc6c4s4d 
Kh9c6s5d5c Jd7s6s6d2h KcQc6c4h2d TsTd9s5h2s 
KsJc9s8s3s Ts8d7d4h4d KhJd8c3d3c 9h6d5h4c3h 
9d7d6d6c3s Kh9d8h4h4d JsJh8s3s3c AcJs6s6d4s 
KhJs8h6h3d Jh6d4h4c3d QhJh6s3s2h 9d7c6c4h2h 
Qh7s7c5h3d Js8s6d3d3c Ks5h3c2s2c 9s6d5c2d2c 
8d8c7h5d2s 8h5c4h3d3c 7c6d5c3s3c QdTs8h7h2h 
AcQc9c5c2d QsTdTc4h2h 8d6h5d4s3d Ah7d5d4d3s 
Kh9d7s6d3d 9d9c8d3c2d AcJc6d4c2s 9d7d7c4h2c 
9h9d8h2s2c Js8c6d6c4c Jc9d7d2h2c Jc9h8d5s3s 
Qh9c8s5h3h KdQs6c4c3h Ah9d7s6s3c JsJd8c6h3c 
Jh7h5s5c2c QcJs8h6s3s QdTc8s7s2s QcTd5s5h3s 
QsJc9s7s3s Ad9s7h6h3c QsTc9h7h2h Kd9c7c6h3c 
QcJs8h5d2h AhKc5s4s2s ThTd5s4c3h Kd4d4c3h2c 
Ah7s7c5d3d 9h9c7c3d2d Jd6h5h3d2s Jd7d6s5c3d 
Jh9s9c7c3c 9c8s8d5h2s QdJs5d5c2h KsQs8d3d3c 
9c6h5d5c4s KcQd7c3c2d KsJd9c6c3c 9h7d6s4c3c 
Qs9d8h5h5c 6s6h3s3c2c Th9d8s5d3d Qh9h6d3s2s 
Qs9s6c5d2h Jh9h7s5c2d Kc7s5h4c3c Ad7s4h3s3h 
Jd8d6c3s3c Td9h4s2s2h Jh8d7h3d3c Td9c6s4h3h 
QsJc6s6d3s Js7h5s4h2s Ac9c6c4h3d AdKc5s5h2h 
Qs7c5s5h2h Kc8d5s5c3h Ts7d6s4c2c Kd8d6s5d2c 
QsTh7s7d3s JsTsTh7s2s Kc7h4d4c2d KcJc7d7c3s 
9s9h7s4s2h Kc9h6s5s5d Tc8h6s5d2c Th7s4h3s3c 
KhJc8s3s3c Th5h5d4s3d Ah8s5d3s3d Td6h6d2h2c 
QcJc6c4d3c Jh9d9c7c3c Kc9d6s5s5h Jd6s6d5d4c 
JsTc7d4h2s QhTc9c2d2c Jh9d8c6c3s Kc9c7d5c3c 
KhTh8h4d3c 9s7c6h4d3d TsTc9s4s2h Jh8d6d5c3s 
QsTc7h4h3d As9h6c5d5c KcJd6d5d2h Kc5h3h3c2h 
Kh9d8s5h3h 8h8c7c5d2s Jc8c5h3s2h JhTd4s4d3d 
8c5d4h2h2c JdJc9s3c2h 8d7d6s5d2c Ah6d6c5c4c 
Tc8s7c5c3h Kd7s6s6c5s QhTh8s4d2h Jd7s6h6c4d 
QdJc9d5d2d AdJc8h7h2h 7c6h6d4c3s KhJh8c7d3h 
KcQh9c5c2d KcQcJc7d2h Jc9d5s4d3h Qc9h7s4h3s 
9h5d5c4c3d Tc9d5s4h4d Tc8c7d7c4c Td9c4s2s2d 
6d6c4s4d2h Kc9h7d5s3s Qh7d6c4s3h AcQh7d3c2s 
9c7s6d4s3h Qc8d5d3c2s AhJs5c4s3s Jd9s8c6h3s 
Ts6d6c5h4d Ks6h5s4s2d QhJc6d2d2c Ad6d5d4h4d 
QdJs8d6d2c KhJd4h4c3h TsTc4c3h2s 9h9c8c3d3c 
Kh7d4d4c2h Jd8c7s2s2d Jh8s6s5d5c QcJc8d6c2h 
QcTc9h3c2d Tc9d7h3c2h QhTh7c2d2c AdQd9h4s2d 
KsJs8c5s2h Tc8d6h2h2d Ac8d7d5d3s 9s7c4c3s3d 
Td7h6d5d2h Jh9s6d3h2s Jh8s7h3s3c Jd9c8d6d4d 
TsTc9c5h2c Jc6h5h3c2s 8c7c6h5c2d 9s5s5c4c3s 
KcJh9s6h2d 9c5h5d4h3d 9c6h5c4c3s AsKc6c2h2d 
QcJc5h3d2s AcJd9d4h3d Ac8s4h4d2c Ad9c8h5c3s 
8h7s7d6c3s 8s7s7c6h3s Tc9d8s8h3d KcTd8s5c2c 
Kc9c8d4d2c 8d5h4d4c2c Td9s8h8c2h Ts9s8s8d3h 
Jh8h6s6h4c QcJd5d3s3d 9d8c5d3c2s Ah8h8d4s2h 
AcQs5s4d2s Js5c4h3s3c QdTd9s3d2h Jc6h5h3c2d 
Ts9s6s6c4s Ad9s8h5c3h Ad9c8s8c3c 9d7d5c4c2c 
AhQs8c7c2d 8h8c6h3c2c Jd8s8h5c3s KhTd9d7d2d 
6d6c5s4h3h AsKh9h7h2h 9c6s5c3c2s AsJd9h3s2s 
Qc9s5h5d4c QdJh8h7s3c KhTc3h2h2c AsQc9c5c2h 
Ks9s6s5s3h 9d8h8d6d3c AcJd6s6d4d 9s9c8d5h3d 
Jh9d8h7h2c Ts8h7c2h2c Js8s7h4h2h Th8c4s3s3c 
Qd9d8d5s2c QdTc7h4s4h KsJd8d7h3c Kd9h6h5h3c 
Ks8h5s4s4c Kh9c7d5s5d KhJs7h3s2h Kc8c5h3h2s 
9s9d8s3d2s Kd9s5c3h3d 9h7c6d4c3s Ah5c3s2h2d 
Kd9c6c5h3c Ad8c7c6s3h Kh8s6s6c2c Th8c7d6d2s 
Kh9h8s4s2h 9d8s7s3h2d Kh6s6h5h4h Kd9h7c6c4c 
Qs5s4c3s3c 8s8c7d5s2h AsQc7c4c3h AsQh9h6h2c 
6h6d3s3d2s AcQs7d3c2h 7s5d5c4d2c KcJd8s7c2c 
Js7c6s5s2c KhJh5h3s3d KcQc8d3h2h 5s5c3d3c2d 
Tc9d4h2h2c 9c8d6d3c2d 7d6s5h5c3d Jh8h6c4c2h 
Qs9c7d4d3c 9h6c5s4d3s 9s7s7h3h2d TsTc9d6h2h 
QcTc9h3s2c Jc8s6s5d3h KcQcJc7s2h 8h8d5c4h2h 
Kd6d6c5d4d Kc9h8h7d4s QhTc9s7c2c QcJc9c7c3s 
KdJs9c6c3c ThTd4h3c2d As8h6s3s2h Jd8s8c5s3h 
Kd8d8c5s2h 8s7h7d6c3s Jc8c6d3s3d 7h6s6h5h4h 
Kd9h7s7d4d Kh9c6s3h3d AhKs6s2d2c 8s8h6h3h3d 
Td7s6d4d3c 9c8c7c4h3h As9s8c6s3s 9d8h5s5c4s 
Jh9s9d8c3s Kd9s9c6s3h 8s8d5c4d3d KsQc5s3d2s 
AhJc9d5c2c QcJd8h4s4d QcJs8h4s4d Tc9d7s7h3s 
KcTs8h6h2d QsJd7c6h3c 9d8c6c4s4h Td7h6d4c2c 
Ad9c8h5s3h Kd9d7c3c2c Qd8d7d5c4d QsJs8d8c2h 
AcKd5s5h2h Jh5h4d4c3d Ad9c7c6h4c QhTc7c3c2h 
KhQs9h5h2c KdTd8d6d3h Ts9c8c4h3d 9s9h8h3h3d 
KdTh8h7s2h Js9s9d8h2s KhTc8c7d2c KdTh4h4c2c 
KdQs9d5d2h KcQc8c6d3h QhQd5s3c2s 8h8d5s4d3d 
KdJd9d8d4s QdTd4c3c2d Js8d7c2s2d 9d8d8c3s3h 
Qd9h6d3h2h JdTd8d6d2h KhQsTc4d2d Jh8h8d4s4h 
Js9s5d4s3c Qd8d6s6c4d KcTh6c4c3c KdTc8s8d2d 
QsJc8h8d2s KhJh7h7d3c QdTc9s7s2s Kc9s7s3c2s 
AcKd5s4s2s Ts9c6d4s3s JsJc8c3d3c 8d6h4h2d2c 
KhQh8d6s2h KcQc9d6h2c Ts9d7h7d3d JhThTd6h2h 
Js7s5h5c2h AsTc9d4c2h Tc7d6s6c2d QhJsJh7c2h 
AsTdTc6d2h TdTc9c4s2c AsJc9h4d3h AsQd9h3d3c 
Jc8s6h4d4c KsQs9s9c2h QdTc9h2s2h KdTsTc4h2s 
9h9c8d6s2d 9c7s6h6c3c Ts9s7s4c3h Ac8h7h4s4h 
AsQc7d4s2s KdTh5c4s3s Kc6d5c4c2h 5d5c3s3c2s 
9c8h7s5d2h 9c8c6s5c2c Ks8s5h3h2c Ah9c6s5s2c 
Ac8s7c2h2c 9h8s8c6d3d KcJs8h3s3h QcJd9c3s3h 
Ad9d6d4s3c 9h9c8s5d2s Js8s7d6c3h AhTh6s6h3h 
9c8d7s5h2c QdJs8h5c2c KhTsTd5c2s 9s7c6h5c2d 
Ah6d6c5d4d Ah8s6s5s4s Kh9s9c6c3d Tc9c7c4h4d 
Js8s7d5c3s Kh7c4d4c2h Qs9s6h5d2c Js8s5h3d2h 
KhQc9d8c4c Ts6s6h5h2h Jh6c5c3h2d AcJs6h5h3d 
9s9d8c5h3c 9c6s5c4h3d Jh6c4h4d3c Qd9c7s5h4s 
Ah9d8s8c4d 9s7c5d4d3h Ts9s6s5h3s Qs8h6d5c3c 
Jd8d6s6d4c Qd9c8s3s3c Ks7c4h4c2s Qs8h7h7d3d 
Kd7h6c3h3c AsKd9h4d2c JhTh8s4h2h Qd9s7c4c3s 
Ks7c6s3c2h JsJd8h7c2h 8d5s4d3s3h Td8d4h3h3d 
Qh9c6h5h3h Ks9h6h5h3c AhTh7c2h2d Ah9d8c5s3s 
9s9h7s6d2c 9c8s5s5d4h QdJd8d6s3c 9s9h8s4s4d 
Js8s5d3c2d JcTc7c5h2d Kh9h7s7d4h QhTd8d4d3c 
KhJh9h6h3s KcTh9c3s2c Ks7s7c6h3s 9s8h5s3h2d 
9c8s7h6s2d QdTc6s6d2h Kc7d4d3c2s AcKh8s4h2h 
Tc8s5s5d4h Ad8h4c2s2d Ah8s8h4d2h 9d8h7c5c2s 
9d8s6d3h2s Th8s6s5s3d Tc7h6c4c3d Td9s9h5c2d 
Kd7h5c4d3d QhJhJc7h3h Kh9c8h5d3h Td7d5c4s4h 
9d8d6c5d2d Ah8c6d4d2c AdKc6c2s2h Th6s4h3s3d 
Jh9d7s4s2h 9s6s6d5s3h QhThTd4h2h KsTdTc5h2c 
9c7c6s6d3h 9h8s6c4h4d AsJd5d3h3c AsJhJd6d2c 
Qc9h8s8d4c KcJs8c7h2c 8d8c6d3c2c Ad7h4d2s2c 
Th9d8h5h2h 9c7s6h4d3h KsQd7d4c3d 8d7h7c6s3c 
Ad9s7c3d2h Tc7c5s4h4d Kh8h7h5c3s Ac7s7c4d2c 
Kd9d8h7d2s Th8s8d6c3c KhTc6c3s2s AhQc8s4s4d 
AcQc8c3s3h Kd9d6d4s2s Js9c8d5h2c Th9s8d5c2d 
ThTc9c4c2d Kd9s6h5s5c Jd9d9c8s2d 9c8c6h6d3s 
Qs9s7c5s5h Ts8d7c5d3h Ks8c7c4h3h Qd7s6s6d2s 
Jd8s7h5h3c Kh9h7s4c3d Jd8s5c2s2c Ks9h6c5h5d 
KsQsTs3s3h 9s9c8c3d3c 9h7d5h5c4h Jc6h6c4d4c 
AhQd6s4s4c KsJc4s3h3d Qd7h6d5s5d Qs9h9d5c3d 
8h5c4s4c2s QsTd8d7d3c 9d7d7c3s2c TsTd6s3d2d 
Ks4s4d3h2h AsJd7d6h3d AsJc7d7c3c Jd8c5s3s2d 
Jd9h8s7c2s QcTc7d3h2d 9d6c5s4h3s 9c7d5s5c4c 
Td6s4h3h3d 8h7h6c5h2s Tc9h4d2h2d Ad9c8h5s3s 
Ks6c5s3h2d Jd6d5h3c2h JsTsTd7s2s Js7s6s5d5c 
Qc7s6c5d5c Jd9s8c3c2s Jd9h7s6c3s 9c7c5h4d4c 
