Kh9s7d7c2c 
Qh9c5s2s2d Jd9s4h4d2d 9d8s4h4d3d 9s7d6c3h2h 
Qc8s7c4c2d Js7c5h4h2h 7c6h4s3c2c Jd9d6s4d2d 
Th8s6h3h2c 8h5c4s3d2c Ts5h4s3c2d Kc6d5s2h2d 
KdTc6c2s2h Js5h4c3h3d AsTd3c2h2d 8d4d3c2s2c 
Kh9h7h3c2d Jd6h4h4c3h As9s9h4s2s Qc8d7c4h2c 
Kd7h5h4c2h JcTd6c3c2c Ad9c8s3h2s Ad6c5c3h2s 
Qh7d7c5s2d Qh8c6c4c2c Kh9s5s4c2s Ts7s5s5d2c 
Jd8c7c4h2c KhTs8s8h8d AcKh9s3s2s Kh9s4d3h2c 
8s6c4d3s2s KsKhKcJc8c KsJc6c3h2c AsJd4c2h2c 
AsTs6s3s2h KdQd9d2s2d QcJc8c2d2c Js4s3c2h2c 
7h5h4h4d2h Jd8d5d3s2c Th7s5d5c2d 6d5d3s2d2c 
Js7s6s6c2d AhTs3d2s2c Qs4c3h2h2c Kc8d4c2s2h 
Ac7s6s4s2d Ah7s6d4d2d 9d8c5s3s2s QhJc6s3d2s 
Kd8s8h3h2s Ks7c4s3h2d Qh7c6d4s2c QsJs6s3s2h 
Qs8s6d2s2h KcQs8c4c2c Qd9d4c3h2s 7h4s3d2h2d 
Jd8c6c4c2c Jc9h4d3s2c Qd9h8s4s2c Qs7d3c2s2d 
8s4d3c2s2d Ah9d6d4d3d Kc9h8d4s3d Ah9d5d3c2s 
8c7h3h3c2c Jh5h4h3s3c AdQs6h3c2h 8s8h4d3s2c 
Ad6s6d3d2d 9h7s7h3c2h 8c7d5h3c2c Kh5s4s4c2s 
Qs8h8c4c2d Qd7h3h3d2c Js7s5d3c2h Jc9h4d3c2s 
KdTd6d2h2d QdJc3h2s2h TsTd7h3s2s Qd9d4s3h2c 
Jd7h4d3d3c 9c6h4s4c2d QhTh7s7h2h 7h6h4s3d2h 
Ac9s5h4h2d Ts6c3d3c2d Qh8d7c4d3s Ks9d5d4h2d 
Ks6h6d2d2c 8s8d4d3h2c Ad9s4h3s3c Ts8h8c3s2s 
Kc9h9d4c2c Ah8d5h5d5c Ks7s6s3s3h ThTd5c3s2s 
Tc5h3h3c2c Ts4s3d2h2d KhTs7c3c2d KdJh7s3d2d 
9c7s6c3d2c As8c5d2h2d Jc5d4s4h3s AsTh4c3d2h 
Ts9s4s3h2s Jc4d3s3d2s Ad9h4s3d2d 9c7c6s3h2c 
Kc9h7h3h3d 9c5s4d3h3d AcJh4s2s2d Jh6h5s3c2h 
9d8d7d4d2c JhJdJcTh4c 9s6d5d3d2d Kd9s6s4c2s 
9h4h4c3d2d QdJc8s3c2c 6h5d5c3h2h Th9h7h2h2d 
AcTd5s3s2h Kh8s6d3s3c Td9c3d2h2d KsJh8d3c2h 
Ts7h4s4d2c Tc8c7s3h2d 6s6d6c4s4c Qh7h5h5d2s 
Ks4d3s2h2c Th7s5d5c2s Kd9c6s6h2c 8d6c4s3d2d 
KcQc9c3s2c QsTh3h3c2h Ad8c4d3h2d Ad9c5s4s2h 
Tc8c6s3d2c Ac9s5d4h2s Js8s6d4s2s Tc5h3s3h2s 
AdTs5h3h2c Js7s7h3s2h AcJs8d3d2d 7s6h4d3c2h 
KdQs8d4d2d Qs6c4h4d3c 9h7c6c3c2d 9c5c4h3s3c 
Jc6c5c3h2s Kc8h5d3s3h As9c5c3d2h Td6s4s3s3c 
Qh8c3c2h2c 5d5c4c3h2s Js7h5d4d2d Th7s5c4c2c 
Jc9h8c3c2c KcJd4h2s2h 9d9c4c3s2h AsJc8c3c2c 
KsQc8d4h2h Qd8h8c3s3c Ks9s5s2d2c 8d5d4d2h2c 
QcJs7c4c2c Qh9s8s4d3s Ks7d6h6d2c Qd7h5h3s3h 
QhJh7h4c2h Jd9h4d3c2s 9c7c6h4c2c Jd9d4h4d2c 
8s8c7h3d2s Kh9h7h3d2s QsTh7s3s2d ThTdTc6d6c 
9d6c4s4d2h KhTd4d3d2s KhTd8s8h8d QdJs3c2h2c 
Kd9c8h4h3h KsJd6d3h2d As3d3c2h2c 8d6d5d3d2c 
Qc9h4s4h3d Jc6h4h4d3s KhTc5d3d2d Kd8c7d3h2s 
ThTd7d3c2d Kd8s6s4h2s Ad7c5c2s2c KdTs8s3c2s 
Qs9h5s4s2s Ah9h4c2h2d Qh8h4s3d3c Ah7s6s6c2s 
8c7d3h3d2h 4h4d3c2s2d Qs5c4h4d3c Qh8s7s4d2c 
Ah8c5d2s2d QsJh8d3c2d As9s4s3s3c Ah7s3s3c2c 
Ah7c6d4d2s Qd9h7h5h2h Qc6s6d4h2s Js9c7s3h2s 
Jc6h4h4d3h Jc8d6s4s2s Kc9d8h3s3d 6h5s3h2h2d 
Ad7c6s6c2c 9d6d6c3d2s 8d4d4c3c2d Jh9s7d4s2c 
Jc7s7c5c2c 9h5h4d3h3c Qc9h7d3s3h 7h7c6d3d2s 
Jc6h6d4h3h Jd7s3d3c2c JsJhJd6s6d 7d5h4c3h2h 
8h4s4h3d2d Jh9d6d4d2c Js9h4d2h2c KdQd3h3d2d 
Ks8d6c3h3d Qd9c4s4h3h 8d4d3h3c2h Qd7s7d4h2c 
Jc9s6s4h2s Jh6s5s5c2s AsJc6h3c2d Jd9h4s3d2c 
Jd8c7c2s2h AcQh7c3c2c Qc7c5d5c2h As8d3d3c2c 
JsJhJcTh2c Qs9s8s4s2c 7c5d4s3d2d QcJh6d3d2d 
9c6s6d3h2h Qc9s9h3d2h Ks8c5h5d3d Qc7s5h2d2c 
8d6s6d3h2d Kc6c4s2d2c Qs7s5d5c2h Jd8h8d3c2s 
Jh7c5s3d2h Ts6d5c3c2h Qs9d5c3d2h Td6c4d3s3h 
QhJc8d3s2s Qh6s5d3c2s Ah7h3h3d2s QdJh7s4c2c 
TsTh3c2d2c KsKdKc9d6h 9c8h7d3s2d Ts4d3s3c2c 
Jc8c7s4c2c JsJhJc6h6c 9c6h6d3c2c Kh6h4c2h2d 
9c5c4d3h3c Ts9s9d9c8d Js9d7s3s2c JhJdJcTd2c 
Jh8s6s4s2s Kd7d4h4d3d Qs8s7d4s2h Qd4s4c2h2c 
Jc8s6d2s2h 9s8c7h3d2h Jc6c5h5d2c 9d8d7d4s2d 
9d9c7s3d2d Qs8h7h7c2h 9s9c4h3c2d Kh7c5s5c2d 
7d5d4h3d2c Kh8d7d6d2d Tc8h6c3c2d 8s7s7c3d2h 
Jh8h5h2h2d KcJsJhJc6s 9h7c6d3s2d Js7c3h3c2s 
Ks9d7h7c2d 9d4s3s3d2h Ks5h4h3h3c QcTc7d3c2s 
JsJdJcTc4s Kh8c6d4s2s As9d9c4h2c Kd7s4s4c3h 
KhTc4c2d2c Js5s5h3c2d Jc8s7d2s2h As9c8h3d2c 
Jc6s6h4h2d Ah9c3d3c2d Kd5c4c3s2h Qh7s7h3s2h 
Ad9h4c3d2d AcTs7d3d2d AdTc6h3s2c Ts8c5d3c2h 
KhQs8s3d3c Qh5h4h2s2c Ad9d4d4c3d Jh5s5c4c2d 
Ad9h8h3h2s Tc4s3h3c2h KsTh6h2h2d 9s7s4s4c3s 
Ks9d7h7c2h Kd8s7h3h2s Qd7d5d5c2h Qc5c4d2h2c 
Qh5h4d2h2c 9s8d5h3h2h Kh4h3s2d2c Tc8h5h3s2d 
Qs8d4h2s2c Tc5c3d3c2d 7h6h6c3h2d Qs7h5h3h3c 
AdJc7h7d7c JdJc4s3h2h Ah7s5c3s2d 9s8s4s4d3c 
Ks5c3s3d2s KcQh7s4d2d As5d4s4h4d KdQs7c4h2h 
9c8d7h3c2s Jh4h3h3d2d As8d4s3c2s 8d4s3s3d2c 
8c5c4s3c2h Th9c4h3h2d AcJs6d3s2h Qh9c5d5c2c 
AdTs7h3c2h 8s6h4d3s2s AhJd8d3d2d 9d8s7s4s2s 
Ks6s4c2s2d QsJd6h3c2h Jh7s5c2h2d Ts6c5d3c2h 
Jd9d7d3h2s Kc8h7s4s3s 9c7c5d4c2c 7h6s4c3d2d 
Qd5d4s3h2d Qd9c4h4d2s Ac8s6d2s2h Td7c3d3c2c 
Td7c5s5h2c Kh9d9c4h2h Ks9d4c3c2d Th8s6c3d2s 
As9s6s5s2s 9s7d6c3c2h AhTd7d3s2d QhJh7d7c2h 
Kh8h4s4c2d Js8s7s4h2s Jd8d8c4d2d 9h8s7h3c2d 
Qd7d6d3h3d Qs8c6d2h2c 8s6s5s3s2d Jc6h5s3d2c 
Ad9h4s3h2s Tc6h5c2s2d 6h3s3c2s2d Ks9c4d3c2d 
Tc6d5c3s2h TsThTd8d6h ThTc4s3d2c JsTh6s3s2s 
KhQd8c4s2s KcQs6h3h2h 7s5s5d3c2s Kh7s7c4c2d 
9d6d4s3h2c KhQd7c4s2s Js8h7h3d3c Jc9h7h4d2h 
Jc9h6c3d2c Kh7h4s4h3h QcJsJhJc3h KcQc8c4s2c 
8s8c4d3s2h 9d7h6d4d2d ThTc5d3s2d Jd8h6d2s2c 
KhTs6c2d2c Jc5c4s4h2c Qd9s8c4c2h AcTd5d3d2h 
9s7d6s3h2s KhTh4s3h2h ThTd6c3s2c Jc5d3h2h2d 
9h6s6h4h2h 8s5d4c3c2h Kd4s3c2s2c As7s3s3c2h 
QhJh8h3h3c Ks8d5s3h2s Jd9c4s2h2c Js9s8s4s3s 
QsJs8s3s3c Qd6s5h5c2c Ad6h5s3s2c Ac9d7h4h2s 
Qh6h5h2d2c 7h5h5c3h2h JhTh6h2h2d 8c6h4d3h2s 
QcJs6h3d2h Qs7h6s5s2s Ts6d4s3h3c KsJh7s3d2s 
AhTd7s3d2d Kh8d6s4c2s AdJs8h3h2h Qh6c5c4c2c 
Qh6s4h4c2h KhJsJhJc6s Th6s3s3c2c Qh5d4h4c2h 
Kc8h6s6d2h 8h4c3h2d2c Qc8h8c4c3c KhTc7s2d2c 
JhTc8h8d8c Qd7s6s4h2c Qs9s4s4d3c Kc7h7d4d2s 
Jc8d4s4d3h 7c4h3c2h2c Ah8h5h3h2d Ac8h3h3d2d 
Ts8c7s3d2h 9d6h6d3s2d Kc9d8s4h4d 9s6s4s4h2d 
Td8h4h4c2h Qd5d4d2s2h 8d7s6h3d2c KdQs6c3c2c 
Td9d7d3s2d Th9d3s3c2c Ks7h6d4d2c QdJs8h3s2s 
KcTs5s2s2h AsJc6h4h2h 8d4h3s3d2h AhJd6d4d2d 
Ks9d6s4s2s Kh8c7d4d3d KhKdKc5c4s QhJc7d4s2s 
Kc7d5s4d2d Tc8c5h3s2c Qs8h7d4s2s Jd9c4h4d2d 
Jc9c4s4c2d Kd8c7s4s3s Ad8h4s4c3s Kc9h8d4s4d 
Qs9s9h3s2c Td5d4d3s3c 8s5h4c3s2d Kh8d6d4d2s 
Ad6c5c3s2h 7h7d4s3c2c Ac7s5h3s2d Kc9c6c2s2d 
Ad8c5s5d5c Kd6c5s2h2c Qc7c5s5c2h Jh9s4h4d2h 
KdJd8d2s2h QdTd7h3d2s Js8s8d3h2c Qc6c4s4d2h 
Ks9c8h4d3c Qd9s9h3c2s Kd8h6s4c2c AhJc6d4d2d 
KhQs7c3s2d Jc7d3s2s2c AdTc6h2s2c Kd7h4s4h3c 
Kc5d4h3d2d As8d5d2h2c QdJd8d2s2d 7c4s3s3c2c 
Kc8h7s4h3h Kd7s4s3c2c Tc4d3s2s2c QcTh6s3s2s 
KsJsTsThTc Qs9h4d3c2s Qd9s8s4c3s AhTc3d3c2s 
AdJc3s3h2s Ah9c7c4c2d Jd8s8d3c2h Jc4s4c2h2c 
Kh8h7h4c3h As9h7d4d2c Ac9s7s4s2h Ks9h6h4c2h 
Kc5d4h3s2h Kd6c4s4c3c KdJsJhJd6h Qc9s7s3h3d 
9s9h3s3c2s Jc8s6c4c2c 7s5s5h3s2c Ad8s4d3d2h 
8c4d3s2d2c As8d5d2h2d Jd7d3s3c2c Th7d6h2s2c 
KcJd3h3d2d Kh8h5h3d2c KhQd7s3c2d Qh8c7c4s2d 
KdTh6d3d2d 9d8h4d3s3d Kd8h8c4s3c Ad5c4c3c2h 
Ts8s4h3d2c Qd6h4d3s2c Qc8s7s4d3s Qd7h7d4c2s 
Ah7c6s4s2d Js9c7s3d2s 9h8d7s3h2c Qd8s7s7c2s 
8h7h3s2s2h 9c5c4s4h3c 8c4h4d3d2c Qc7h7d5s2h 
AhTs7c3c2c Kc7s4s4d3h 9s7c6h3s2s Kh7c6h2h2d 
Js4d3d2s2d Jc4h3h3d2d KhQc8c2s2d Js6h6d4h3h 
Js9c4s3d2h Jc5s5h4h2d Tc8s7c3d2h Qd9h4s4c3s 
Kd9d4d3s3h AcJd8s3s2s Jd6s3s2d2c Jd9c3h3d2s 
KsTd5d2h2d KhQc3s2s2d Ks9h7h3h3c 8h8c3c2s2d 
Jc9c7s2d2c KcTh8d3h2h KsJh7s2s2c Kc6d3h2h2d 
Jc9d7d4h2d AdJs3s2s2h As8h5h2d2c Jd7h7d5d2d 
8h4d3c2h2d Jh9h7h4c2h Ad9d6c4d2d Tc9d4s3c2c 
KcQc8c4d2c Qd8h8c3s3h Ah9h3d2s2h Ts5s3h3d2d 
QsQhQdJc9h Jh9h6h4h2d Js9h7h2d2c AdJc8s3s2s 
8s4d3h3d2h 8s5d4c3h2d Ks7h7d3h2d Jc8s7s2h2d 
Qd9c5h5c2c Qs7s5s5c2d Qd9h6c4h2h Ad9d6s4d2d 
Ts6d5s3c2s Kh7s4c3c2s Ah6h4h3s2h AdQh6h3c2h 
Tc5s5c4h2d KcTs8s8d8c Ks8d5h3h3c As6h5c3c2d 
4d4c3h2s2c Jh8c7d4c2c As9h7c4h2d Jc7c4d3s3c 
Ks8d7h4h3h Jc9h6c2s2d Ts4h3c2s2c Ah8d5d2d2c 
Jc9c6d3c2h KcJd7c3c2h 8d4d3s2s2c AcJh6d4d2d 
Qh5d4s4c3d 7c4d3s3c2d Qc8s5h3c2c Tc8h8d3d2d 
Jd9h7c3h2s KsQd7h3d2c Qh8c5c2s2d Jc7h6c5c2c 
Ac9h5s4s2d KcTh5s2s2d Kc9c7s3c2h 7d6c4s3h2h 
Ks7h4c3s2d Tc7s4d4c2h 8s6s6h3s2d Qh9c5s5d2c 
Js6d4s4h2c KdQs7c3s2h Qc8h7d4s3d Qh9d8d4s3d 
Jh9s7s3s2d Qs9h7c3h3d Qc7c5d5c2s Jd4d4c2h2d 
Kh9h8c4h3h 8c5c4d3h2c Qc8s7s7h2s Qd9d6h2s2d 
ThTd4s3d2c 7h7d6d3d2s 5c3d3c2s2h Qc6s6h5d2d 
Kc9d4s3d2s Jc7h5s5d2h Jd4s4c2s2h Js6d5d3c2h 
KsQh3c2d2c Jc5h4s4h2d Jd8s6s3h3c JhJdJcTh4d 
KcTd4s3h2h Td8c5d3h2s Qc9s5s5d2s Kd6s5s2h2c 
Kd8c7h4h3h As6c5d3h2h Th9h3h3c2s AdJh8h3h2h 
Td7d6s6h2d Ad7d6d2h2d Jd9c7s3d2d QsJs7h7c2s 
Kh8c7c4c3s Qs8s7d3s2d Ts9d3h3c2c As9c4h3c2h 
Qc8d7h4d3s KsTh4h2h2d Qc9s5h2h2d Th8d6s3c2d 
Ac5d4s3h2s Kc5d3h3c2c Jd6d5h5c2d Jd9d6h3c2d 
Jc7s3h2h2c Qs8s6h4s2s Kd9h5h4s2h Jc6d5s5d2d 
9h5s4d4c3s Td9h4d3d2c 8c5c4c2s2d AdJs6c4c2c 
9h9d3h3c2h Ad9c5s4h2c Jh8s7s4d2s Qc6h4s3c2d 
Tc8d6h3d2s Qs7d5s3c2h KcJd8h3s2d Jd9c6d3h2d 
Jd7h7c6h2s Kd7h7c3h2c Qh8c7c4c3s Kd9d4s4c2h 
AcJsJdJc9c Kd8h3d2h2d Ah9h3s2h2c 6d5h3s3c2s 
Jd5c4h4c2s 8d6c4h3s2c KsTh8c3h2h KhQd7s4c2s 
As9s3c2s2d Qd5h5c4h2s KsTd5d2d2c Qc9h6d4s2s 
AdTh5h2s2h Qh8c7h4h2s 9h9c3s3d2h Kh6d3s2h2c 
Ks7h7d3d2h Qd9h8h3c2s TsTd7s3h2s Tc7c6h4c2c 
9s7s7h3d2s Jd9h7s3h2c Kh9h4h3s3d Kh8s8h2h2c 
Qs9h7d3h3c Qs9h9d3c2d JdTc8h8d8c 8s5h4c3d2h 
Ks9h8d4h3c QsQhQd9c8s Js8s4c2h2d JdJc8h3h2h 
QdTh3s3c2c Ks9c8c4h2d AdTd6h3d2d Qs9h5h3h2c 
Kh7c4s4c3d 9s9c4d3s2h 9h5h5c4h2s Ad7d4s4d2d 
8h4d4c3d2h 8c6s6h3s2d KcJh4d2s2d Kc6h3s2d2c 
Tc7c5h5c2d QsQdQc9s5c 8d4s4c3c2d AhJs4s3s2d 
Qh8h7c4h2s Jc8h7s3h3d 5d3s3h2h2c Kc7s6s6d2s 
9s6d4s4c2h 7d7c6c3c2c Qd9h8h4c2h Jh7c5d2s2h 
Qh8d8c2s2c Kh9h7s3d2h KdTh8h3h2h Ks9h4c3h2c 
Qd9s5h3s2c QcTh7c3s2c As7c6c4c2h KhQc8h3d2h 
7c6c4s3h2c Jd9c6c2s2h Qc8d7d4h2s QhTh7s3h2d 
As6d5d3c2h QhTs3s3c2s Kh8s6c3s3d KsJd8d3h2c 
KhQs7d4d2d Qc5s4s4d3s KsTs8s3d2s AcTs5d3d2h 
AdTd6d3d2h Kc9c8c4s3c AcTd4s3d2h Qs5h4s4c2s 
KsTd6d2h2c 9h8c7c4c2c AdJc3s3h2h Kh9c7h2h2d 
As8s3s3c2d KhJs7c3h2h Jc7h5h4h2d Jc9s7d4s2s 
Ac9s9h9c5h 8d6s6d3d2c 8s6c4c3c2h 7c5d5c3c2h 
9d7d6d3s2c AcJh6h4h2h TsTh5d3h2h Ts7c5d4d2d 
Kc9s4s4h2h Jd5d5c3s2h QhJs7h3d2c Jh9d7c4d2s 
Ac7h5h4h2h Jd7c6c3s3c KcTh4d2s2d Jc5h4s4d3h 
Tc9d4h3s2h 7h6c4d3d2s KsTc4c3c2h As7d5d3c2h 
Ah7c5c3d2s 9c5s3c2s2c As9d8h3c2c Ks8d4h2s2c 
Td8d6h3c2d KdTc3h2s2c Jd9s7s4h2s KdTs5s2s2h 
Ts9c4h3h2h As8h4c3h2c 8s7d4h2s2c Kd8s7h4s3s 
AsTh4d3c2h KsQh7c3d3c KdTs8c3s2s Qh8s7s4s3c 
Td7h5s5d2d Jh8s4d3d3c Kh8c7s3s2c 9c5d5c4s2h 
Ts9d4h3h2h 9c7d7c3h2c Ac7d5h2s2h AcKs9h3h2h 
AhJs7s7h7c AsTh6c2h2d Qd8s6c3h3c Ad9h5c4c2s 
QdJsJhJd5h Js8s5c3s2d 8h8c4s3c2d 6d3s3h2s2c 
5s5c4h3h2d AcTh4h2s2d 8h8c4c3s2d Ks5c4d3h2c 
KcJcTsTdTc Kh8c6s4c2c Qh8h7s4d2h Jc4d3h3d2h 
6d5s5d3d2d 9d8d4h4c3s JsJhJdTs3d Jh6c5c3d2s 
KdTc7c3c2h As9s5s3s2h Jh7s4s4c3d AcTh7d3s2d 
Kc6d3s2s2d Jc7h3d2h2c Qd8d4s4c2h Qd8d6s4d2d 
Ts9s3s3h2d 6c5d3s3c2c 8h8d7s7d7c Js5c4d2s2h 
QcJc7s7h2c 8c5h4s3d2s As9h8c3c2d Kc6s5h2s2d 
Qh8s7s7d2s Jh7s5s4s2d Jd7c6d5d2d Kc8h6s4s2s 
9d9c3d2h2d Qc8s8h4h2d Jc4s4h2h2d QdJh6c2s2c 
Jh9h9c3h2h Qh9s9d3c2d 8c7d5c3c2s 9c8h4s4d3c 
KsTc8h3c2c AsTd5d3c2d Ts6h3s3h2s Qh6s5h2h2c 
JsJhJdTs4h KcQs8d2s2h 8d5d5c3s2h 8d7s4s4h2s 
Ac9s9d9c5d Ks9c8s3s2h Ad5s4s3c2s Jd7s3s3d2h 
8h7c4s4c2c KdJc8c3s2h Qs9s5s3d2s Jc9h3d3c2s 
Kh9d5d4c2d As9s4s3d2c 8h5s4s3s3c KhJh3h3c2h 
Js8s4d2h2c 8h6h6d3c2h QdJs7h4c2h KhJh7d3h2c 
Jc7c3s3h2h 8h8d4s3c2d Qc6s4d2h2c Ts9c4c3c2h 
9d7h7d3d2s 8s7h6s3d2c Qc5h5d4d2s Jh4c3s3c2s 
Th9h7h3h2c 8c4h3s3c2h 9d8d5d3c2d 8h6h6c3s2h 
Ts8s4c3h2d JsJdJcTc2s Kh8d5d3d3c AdQsQhQc9c 
8s6s5s3s2c Jd9d4h4d2s ThTc7d3h2h Jc7c5h3d2s 
Qs9d8d4h3d Jd8c7c6c2c KhTs8s8h8c Kh8h5h3s2d 
Jc5h4s3h3d Qh7c5d4d2s 8s5h4d3c2d AhTc7c3d2c 
Js8h6s2d2c Kd8d6s3c2d 8h5d4c3s2h Jc6h4c3s3d 
Ks8d6c4d2d 8s7c3s3c2c AhTs5s3s2d Ks7d7c4s2s 
8h7d3d3c2c Tc6s6d4c2c Qd4c3s2s2c AhQs9d3d2d 
Td7c5s4s2s Tc6d5d4d2d Kd8c6h4s2s KsQs8d3s3h 
Ac9s5d4s2h Qc9c6c2s2d Th7s7h3c2d 9h7d6s3c2d 
KsKhKc9d8d Js6s3h3d2h Kc9s6c2h2c 9d6s6c3d2d 
7s7h4d3c2c Ah8h3h3c2s Kd9c4h2h2c Ts4h3s3h2c 
8d6s6c3h2d Js5d4h4c3d 8c6s6d3h2d Jh7c6h3h2c 
Kh9h8h2s2c 9h9d4d3c2s Ac8c3s3c2d Qh8c7d7c2c 
Kh9s8s4c2d As9d8c3h2d Js8c7c3h3d Ts8s6c3d2s 
AhTc4c2s2c 9d6h6c4d2d Kd9c4d3s2h Th7s5h5c2h 
Ts7s6s4s2d Th9d4h3h2s Jc7d5h4h2h Js6s5h3c2s 
9d8h4s4d3d Qh9d5s3d2c Ad9h5h3c2s KdTd8d3d2c 
Qh8s7d3d2s 9s5d5c4c2h Jc7c5h2s2c Qc8d7h4s3d 
Ad7c6h6c2c 8c6d4c3c2s Qc6d6c3s2h 9s9h4c3s2d 
AsTd4h3c2d Kc9s8d4h3d Td8s6c3c2h AcTs5s3s2h 
QcTc7h7c2c Qs5h3c2h2c 9h6c4h4d2s Jd7d3s3c2s 
Kd5s4s3h2c Qh8d4s2h2c Jh7h5s3c2d Jd6h5c3s2d 
7h7c6c3c2d Jh7h7d5h2h JhJc7c3c2d KhTh6h2h2c 
Js7s6s6h2d 9d7s7d3c2d KsKdKcQd5h Qs9h8h4h3d 
KdTc4h3h2s Jd7s4d3d2s As9s4c3s2h 9h8s7d3c2d 
KhJhTsThTd Qd8h3h3d2d Th8h5d3h2c Jc7d5s4d2d 
KsQc8c2h2d Ks9d8h3d3c Ah9s5c4s2d 9c7s7h3c2d 
QdTd3s3d2d Ah8s3s3d2d As9d5c4d2h 7h7d3c2s2d 
Kd5s4c3h2c Qc7d5s4s2h KsKdKc9h8h 9h7h6h4s2h 
Tc8c4d3s2h Jc9s7d3s2h Tc9h4s3h2h Qc8d7h4c2c 
Qd6s6d3c2h Ah9d4h3h2s AcQsQhQd8s Kd8h7s4h3h 
KhTs8c3d2d Qd7s3h2s2d 9c7h6d3s2h 9c5h4d3s3d 
Kd8h7c3c2h Ts8d7s3h2c Jh7d4d3h2h 8h7h6d3s2h 
Ac9d5s5d2d 8d7h6h3c2s 7c6h4d3s2c Td5h4s4d3d 
Kh4s4d2d2c Kc9h4d2h2d Qd9d4d4c3h Qc7s7h5s2s 
Qc8h3h3c2c KcJh7h3d2s Kc7h5s4h2h Qs9c7h7d2d 
Ah9d7c4c2s 9h7s7c3d2c Th9s6h3h2h Jc6d5c3c2h 
As9s4s4c3s Qh9d8d4d3c KdJc7d2s2d Ks5c3s3h2s 
Ks8d6d4h2d Ks9s7d3c2s Ac7d5d2s2d Qh6d3h2h2d 
Qd9h8s3h2c Jd7d6d6c2h KhJd3s3d2d Jd9d7d4c2d 
Qs7h7d5c2d Th7h6s4h2h AcTh6s2h2d 7d5h4s3h2h 
Kc9s4d3c2h Qc6h5h3d2s 7c5s5d3h2s 7d6d4h3d2s 
Ah6c5h5d5c KsQs8c3s3d KhTs6d3c2c Kc8d6s4d2d 
Qh8d5h3h2c 9s5s5d4c2h Ad6h5h2s2h AcQd7c3c2c 
Th6s6c4s2s 8s7c4d4c2c 8c6h6d3d2s 9h6s6h3h2d 
8d7h4c2s2d Kc9d7c2s2c KcJsJdJc5d KdJh7d2s2d 
Qc8h8d2s2d Jd9d6d4d3d Qd6c5s5h2c 9s9c3h3c2c 
QsTh3d3c2c 8c6h6d3s2c Jc4h4d2s2d Th7h6h4h2d 
8d7h5d3d2c KcTd8h8d8c Kd7s6s6h2s Kd9c8h3s3c 
KhTc4d2s2d QdJd7d4d2c KsKhKc8h2s As8s7s3s2d 
Qh5h4s2h2d 7s7h3c2h2d Tc5d4h4d3s 4h4c3s3d2d 
Td8h7d3c2s Qc6s5h3d2h Qd8h5d3d2s Kc9h6h4h2s 
Jc6d5c4c2c 9h8d7h3s2h Td7h4d4c2s Qh8d7c3c2d 
8s6c4d3c2h 5h4h4c3s2d Kc4s3d2s2d 8d7h6c3s2d 
Ac9d4h3s3d AdTh4d3d2d 8h6c4s3c2d 9h9c4d3h2s 
Kc5s4d3h2s Jd8d7d4c2d Qs8h5d3s2s Kc9s8h4s4d 
Td8s8h3s2s Th4h3s2s2c Js9c7d3c2h KsKhKcQd5h 
Qd8h8c4h2s Ts6c5d2s2h Jc9c6c3d2h Kd8h6h4s2h 
Qh9s4d4c3d Js8c6h4h2h Tc9s4d3s2s Ad5s4s3s2c 
Jh7d5h2s2c Jh9d7c4d2d KhJs4d2d2c Jc9h7c3d2c 
Jh8d7s2d2c 9s8h7d3c2d 8s8c4h3c2d Js7d5h3c2s 
As9s9c4s2s Tc6h5d3s2s Ad7h5s2s2c QdJh6c3s2s 
Kh9h4h3s3c KsQs8s7s3s KcQh7c3c2s 8h4s3h3c2s 
7d6c4d3s2d Ah8s4c3c2s 8c6d6c3h2c Ac5h4s3d2d 
Ts5s3c2d2c Tc9d4h3c2c 7h6d4c3s2s Ah9d3d3c2c 
KsQs8s4s2c Ts8s4s3s3h Ts9s3d2s2h KcQc3h3c2c 
JdTsThTc9s AcJs7s7d7c Ts8s6h3c2s Jh9h8h3h2d 
Qh8s7c4s3d Jc9d7h3d2s Kd9c8d3d2h 8d5d4s3d2h 
Ts9d3h3d2c Td7s4d4c2h 8c5d4d3s3d 9c7h6c3d2c 
KhTs3s3d2c Ks8d5c3h3c Qc9d7d5d2d KcTd7d3d2h 
Jc6s4d4c3c 8c4d3c2h2d QsJs8s2s2h Kh8s6d6c2s 
Tc9h3s3d2s 9d9c3d2s2d Tc8h4s4h2h Jc5h4s4d3s 
6h5h3s3d2c KsTs5s2s2c Jc9h7h3d2s Qs9h5d3h2h 
Td9d4d3h2d 8d6s6c3h2s QcJc8c3d3c Qc7s6c4h2c 
Tc6d3h3d2h Kc9c8h3d2c Js7h3h2s2c Ah9c7d4d2s 
AcJs3s2s2d Qd5c4h4c3c AsQc6c3d2c KsTc7h3h2d 
9d5s5h4d3d Jh4h3h3c2c Ac8d4h3h2d Jc9s4d4c2c 
KdTh6c2s2c Kc7h5h5d2s 8s8c3d2s2h 9c5d4s4h3d 
Ac7s3s3h2h Ks7d4h3h2d 8s4d3s2h2d Qs9c8c4d2c 
Qd7c5c3h3c Qd7d5c3s2h Qs6s4h4d3s Kc9s5s5d2h 
As7d6h6d2d Ks6s4h2s2c Jh7s7d6c2d Ac9h8h3d2h 
Qd9c4s4c3h Td9d4h4c2d Ah9c7s4s2d Qh5h4d2s2h 
