Ac6s5h3s3c 
JsJh9s6c4c Qh9d8d8c6c TsTd5h5d4s AsKc6c4d3d 
AhQsTd6c5s QsTh9s7s6d QcTs9c8s3c AsQcThTd6d 
QhJhTh6c5s JhTs9d8c6h AcTd8s6s4d KdJh9c6c3d 
AsKsTs9s5d AdJd6c4c3s AdJc8h7c5s AhJd8d7c5s 
AcQdTc5c3h Jc9s7s7h6c QcJh9c5s5h As8h7d4d3s 
KsJhTc7s4s JsJd9h7h4s 9h8s8d6s5d QcTh9c4d2h 
Js9h7s7h6h KhQcJs9d5h KdTs8s6d3h KdJd9s8h4h 
AsKsJs9h5s KcQdJd7c3c Qd9s9d7s5s AhKdTh9h5h 
Qh8h7s6s5s KdThTd6h2s AsQd9c6s6h AhJs6h5h3s 
Ac8d6s5h4c KcJs7d5d4s QdJdTd8s8d Th9c7d6d3h 
QdTc8d6s3s QdJc9h9d2c JsTd8d7d6h QhJhJc9s7h 
AsKhJh5d5c KdJh9c7s5d As9h9d8d5h AsJh8s5d3c 
AdJcTs7s7h AhQc6d4d2h AsKhTd8d5d Ac7d6d6c2s 
AhTs7h7d6h Qs9c8c6s6d Js9d7h5s4h KhTs9h7c2c 
AcQdJs9s7s Ts8h6h5c4s Th8d6c5d4h ThTd5s5h4d 
QsQd8h6s2h AdKsTh7c4c AdKd6d5h2h AsJcTd9c5c 
JhJdTs8d6d QsTd9d8h4h Ac8s8d6c5h QcTh9d6d3h 
KcJc9h8d2h AsQh9c5s5d QdJcTc6s4h QsJh9d5s2h 
Js8h8c6s5h AsQsJs5s4d KhJh5c4s4c QcJdTs5h4s 
AcQsTs6h5s KsTd7c5c4d Ks9h6s6h5h Qh9s7s7h6s 
KsQsJsJh5d AsTc6d3s3d KdQs6c5c3s AdJc4d4c3c 
KdQd8c6c4c QhJdTs7c6s KcJh7d5d4h KsQcTs5s5c 
KsKhQs3s2d AsQsJd4s4h AcTd7c6s3h Ad8h7h6s2d 
AhQsTc9c6c AsKcQc5c3h KhQc8h7h4c AdKhTs9h3h 
AdJsTs5h4s AsKcQd9d5d KcQh9s6h4s AdQh9s6d6c 
AsKs8h7c2d AcQhJsJh6h Ad8h7d6s6c AdTd7s7d3s 
QsQc9h7c3h AcQhTs2d2c AsJc9h6s2h KcQhJc7s3s 
AhKd9h5c3s Ac9d7d6c2h KdQhJc8d6d Ks9h7s5d4d 
Ad9c7h5d2h KhQs9c8s2h QcTc8h7h4h KhQsJc4c2s 
JcTh9h8s3s 9h7c6c5s4h QsJsTh9s6c KsQhTh5c4d 
QdJsJcTh3d QhJsJdTh3c KdJhJcTc6s QhJh5d4d4c 
QsQh8c6h2c QhTd8h8d5d Td9c7c6h4d QhTd9d5h5c 
AsQh8s4s3h AcJsTd5d4h As7h5s3h3c KhJc6d4h4c 
KdQdTs2s2c AsAhAc7c4c KhTs8s6h3c QdTc9s9h7d 
JdJc9d6s4s AhJc7h5h4d KcJsJcTd4c KdQdTdTc8d 
AsKc8h7s3d Kd9c6h5d5c AcKsJh9s6s Ah8h8d6d4h 
AdQcJc7s3s KsKdTh6d2d QcJsJc6s2d KsQc6d5h4s 
AhJc7d4c2h QsJdJc7s3d KsTsTh7s3h AhQhTh9h5c 
QhTsTd9h7h QsQd8h6d2h As7h7c6d5s AhKhTs6c3h 
Ac8c6h5h5c KdJs9s9h4d QhJs9s9d3h KhQs9c6s6c 
KsKd7h6h4h KhTs8d7s2h KcJd9c7c4d KsJh9c6c3s 
Td8s8d6h4h AsJh7s6c2h KcQcTh3s2h KsQcJh8c7c 
KdJs5s5d3c AsKc8s7d2h AhQcJc9c7s QdTs8d6h3h 
JdTs9d4s3s QdTd9s9c3s AdJdTd9s4d AdJs8s2d2c 
QdJs8h5d2s QsJhJdTc3s KcQdTc5d5c KsKd6d5d3d 
TdTc9h8c5h Jc9d9c8d6c As8h5h4d3s KcJhJdTs5d 
AdQhJc5c4c QdJc9h8c4d KhQd8d6h3s AhJd9h6c2c 
QsJdTh6d5c AsJdTc9h6c JcTd8h5h5c KsQs7d5h3h 
As6h5d3s3h AhQs9c5s5c KhTc7s6h6d AhJs9s3c2h 
Ad7d7c5s2c AsKcTd4s2h AdJh7s7d2h JcTd7d5d5c 
KsJsJd7s6h AcTh9s3c2s AsQcThTd6c AsKsQd3s3h 
JhJdTd5d4c KcQsQh6d5d KdQsJc8h7h AdJh4h4d3h 
QdQcJcTs3c AcKc9d7d2c KcJs9c7d5h Jd9s7s7d6s 
QcJh9h8s7h AsJd4s4d3d QsQhTc6d5d KdThTd4h4d 
KcQc9d8s8h Td8h8d6s4s AsKhTd6h6c AdKhQh7h6h 
AdKh7c4c3h AhKhJh9d5h KcJs9c7h6c AdTh8s3d2h 
KdTc9s7h5d KsJhTc7d7c QhQc8d7c5s QsJcTd5d4h 
KhQcThTd6h AhQd9s9c8s Ks9s7h6d3d QdJd8h8d5h 
9d9c8s8d3c AcKsJd9c2c Qh9s8h6s4c QsQhTd5c4d 
AdJs8h7c5s KhJcTs7s5d QhQd6s5d2s Ks9s6h5h5c 
AdJh9d4d3h AcTd9h3c2h QdJcTh5s4h QhJsJcTd3h 
KhTsTd8c7c AhKd9d8c2c QsJh7s6s6h Kc9c6d5s5d 
AsTs7d5c4s AcJc9d6h2d QsTdTc9d6h KhQdJd6c3c 
AhAdAc7d4d Ts9d9c6s4d QsJcTc5d4c QdJdTs2s2d 
AhJs9h4h3s KhQcJs3c2s KcQsQdJh5h KcTs7s4d4c 
KdJdTs7c2c Tc9h7h6c4d KsTh9d7s2d KhJc9h7d6h 
QsQh4h4d2d AsKcQh7c3d KdQcTh7d4s AdKs4h2h2d 
JsJd9h9d4c KhQd7h4s3d Jc9s7d6d5s AcKhQc6s6c 
Ac9h7c4s3s KhQh6s5c4d AsJc8d7h5c KhJh9d8d3s 
QsQhJs6d3c Qh9h9c7c5c KdQhTsTc6h KhQs8h8d5d 
Jd8s8c6d5s AhTs9d4c3h As9h7s4c3c AhTs7c5h2c 
KsTd7c6s6h AcQh8c4c3h JdTd9h8h4d KdJd6h6c4h 
KsJsTh6c5s AsKdTd9d3h KcTdTc6d2h AhTc9c8s6d 
AhTs8s4h3h Qs9s8h7c6d AdKhQd9c4d AsJhTd9c4d 
AsKsJs5s4h Ah8c6h5c2c AcTh8s7d6d Qs9s7s6c5c 
KhTd9c6d4c QhJc9d9c3h JcTh5c4s3h AcKcQs9c4d 
QsQh9d5h2d QcJsTs9s7s QcJd9s7d4c Jd8c7d5c4s 
JcTsTd4c2d Ts9s9d5h4d JsJd9s7h5c KhJsJd7c6s 
Kc9d8s7s7d KsQdTs7h4c KhJsTc9d6d Th8s8h6d4s 
KcJs9d6d3c KdJsTd5c4d Td9s7h6h4s Qc9d9c7d5d 
KhJs9c7h6h QcJdTc9s4h KhQdJsJc7s ThTd7s7c6d 
JhTs8h7h6c AcKs8s8h5d QhTh9s9c3c AsKcJs9h2s 
AsKcTd9h4d QsQdTh6h4c Jc9h9c5d4d AdKhTd9d5d 
QsJdTd6h4c KcQcJh3h2h AsTd7c5s2c KdThTd5h5d 
AdKhJc8s6c KhKd8c6s4c QsQdJhTd2d Ts9s9c8s8h 
AdJsTc9h2s KdJdTs4s4d TsTh7c5c4s QsQdTh6c5c 
JdJc9h8c2h Kd7h6c5h3d AdQc9h7d5d KdTc8s6c3d 
AcQd9h5h5d QdJh5c4d4c Ad8s8h6d5c KcJhJd6d3h 
KsKdTc6s2s Tc8s8c6h4s 7d7c6s6c4d KsKcJh7s3s 
JdTc8c4s4d JsTs7d7c4c QhQc9d5h2d AcKdQc6s6c 
QsJhJc3c2h KcQsJs7c3c KsQh4h3s3c Ts8c6c5d4s 
AhQc7h6s6d QhTd8s8c6h 7h7d6s5h5d QsJhJc8h7h 
AhQd9s7h5h AcKsQc9h4c JsJcTd8d6h QhJdTd7h3h 
TdTc9h9c3s KcJh9s9h4c Js8s8d7c5d AdJc9h8h7h 
As8d7c3s3d AdKs8c4s4c 7d7c6c5s4s AhJc6s3h3c 
AhQsJc5s4s KsQhTd9c2s QdJdTs9h4c KsJsJd8d3d 
AsKh9c8d7d QsQh4h4c2c KdTs9h7d2h JhTd9h8d3h 
QsJhTh9h7h QhTc5c4s4h As8s8d6d2c KsTc9c8s3s 
AsJh8c7h5d AdQsJsJh6s QcJsJh7h3s JdJcTs8c6c 
JsTc9c4s3s Kh9s9d8h5d KhQhJs5h4d Qd9h8d6h4c 
KdJsThTc5d AhKhJd7s2c JcTs9s8s3c QdQc8d6d2c 
Ad7s7d5s3d KsQc6c4s3s AdKcQd3h3d KsQc8s5h3c 
AsJd8s5h3c Ad7h6h5c2d TsTd9d5h4h QdJsJc3c2s 
AhTs7h5c3d QhQc9h7c2h AcKsJc4c3d AsQc9d5s3h 
KdQsQc5h4h AhQs5c4h3d Js9s9c5c3h AdQs9h9c8c 
Td9s7c6c3d Ah9d8h5c4s Kd8d7d6c5c QhQd6c5s4h 
Ad8s7s6h2d AdQsTsTc5s Ah9s9d8d5s AhQcJdJc6c 
QhTh8d8c4d AsTc7s4h4d Ac7s7c5d2d QdJdTd6c5h 
Js8c7s5h4c JcTh9d8s6c AhJcTd9s2c AdKhJd4d3c 
Ah7d6h5d3h Td9s9d8h8d TdTc9c5h4h KdQdJhJc7d 
AsKdQh5d3d Kh6s6c4h4c AsTc8s6s5d AcJc8d5h3s 
AhTd9d7s3s AdKc7h4d3s AdQhTs6c5h AhQs9s8c6d 
KhQd8s5h5d AsTdTc7c3d KcJs9s7d6h KcTh9d6h4d 
Qc9h6h6d5c KdQh9s6s6h JdTh8s5h3d KcQh9d6h4d 
KhKcQh3h2s Ad7s6s4s3d KcTs8h6h4s AhQsTc4d2h 
Ac9c7d6d4c TsTc8s8c2c 8s8h7s5h5d AcQsJs9h3d 
AdJdTd9d5c Jd9h9d8d6h KcQd9s9c7h KhTc9h8s6h 
QsQc9d5h5c JsTc9c8s4c AhQdJh9s2h QdJhJd9s7d 
AhKc8s8h6h KhTc9s7h2s AsTc9h8h8d KcQsJc3d2d 
KcTd5c4h4d AsKd7c4s3h JcTs8s7s6d AcJc8d6d2d 
AdKcQh8s5s Kh9c7c6d3h KsJc9s7h6s QsQdJh9s5s 
AhJs8s2h2c AsQcTd2s2h KsQd6d5d2s AhJcTs9c5c 
QdJhJd8c5s KcJh6s4c3h QcTh9s3h3c QsQdJh6h6c 
Td8s8d6c4s AhQcTs4d2h Ts9s9h8c5h JcTs8d4s4c 
KsTd8d7s3h AdKs9c8h7h KcQc8c7d5d JhJc9s8h2s 
AcQcJh4c3d QsJsTs8s8c KsQsJh9d5c Ah9h8s8h7c 
Jd8d8c7h5c KdJd9s8s3c KsJs8h7c5d As9h7d3s3d 
JdTd9h8d3h AhQc9s5h5d Ks9s6h6c5c TsTh9h9c3d 
QsJd9s8h6c QsQh8h8c2c AsKs6s5d2d Ts9c8d6c4d 
KdQsTs6c4h AdTs8d5d4h KsQcTs4s4c Qs7s6c5h4h 
AsJh9s4s3h QhJh5c4s4c AhTs9s3h2s TsTd8h5d4h 
KhJdTs7h5h AhKs6s3h2s KhJdTh7h5s AcQsQc4c2h 
KcQs9d8s2c QhTd9h7s3s KhQd6c5c3d AdTh9c3d2c 
As8s8c6c4s AdTc7h7d6d KsTsTd6d2h Ks8d8c7s5d 
AsJhTd7d5d JhJcTc8d5s AcJsJh7d6s KsTh5s4h3c 
AsTc7s5s4d AdKhJd9c2d KcJs7s6s3c KcTsTd4s3c 
AhKhQh9d4s AsQdTs8h2s KsKd9h7c2d KcQc5s4s3s 
Ah9s7s6c5c JsJdTsTdTc Ac9h7h6c3c KsJs9h8d4d 
Ac8h7h6d2c KcQcTs2s2h AhKh7s4d4c JdTs8h4s4d 
AdKs8h4d2h As7s7h5s3h JdTc8h5h5d JcTc7h6h6c 
Kh7d6c5d3h AcKh8s8h5d AcQcJd9c2h QsJdTc9h6h 
KsQhQd5c4c QsJd9c5s2d AhQcTd2s2h KhTd9c7h2c 
KsTd9c7h6c KdThTc8c4h AdKh8c4h4c QdJs9c8s4d 
KhQcJh3d2d QcJdJc9h7c QcJh9s5c2h ThTd8d7s7c 
JhTs9h8s3h KcQsQhJd6d AcKhTs6c2d KcJd5s4s3c 
Tc9c7h6h5h AdQd9c7d5s Qs8c6s6d5d KsTc8c6s3h 
KcJs9h9d8s AdTc9h8h2c TsTc6c4s4h KhTs5s4h4c 
As9h7c5s2c AcKsQc5c2h QhTc7h6c3s JsTsTh8s7s 
AdQsThTc6h Kc9c7d5h4h KdTsTh5s4h AhQh7s5h4c 
Ks7s6d5d3h QsQdTc5h4c Kc7c6h5s3h Ac8c5h4s3s 
QsJc9s8s7h AhKd6h6c5h QsQc6d5c2d AsTc8c3h2s 
AsTsTd5s4h QcTc9s9h3s AdQdJs9h2d KhTd8c6d3h 
QsJhTc9d4s JsTh6h5s3c KdQs9d5c3c AdKdTc6s3d 
AcJd7d4c2s Ah9h7d4c3c KhKcTs8d4d QsJd5s4d3s 
KhQh8h7d5d AsQcTs6s6d AhTs6d5d2h Qh9d6h5c4d 
Ts9h9c6s4h AsQc9s7d2d KsKdQs3s2h QsQdJs6h3c 
AsJd8h5c3s QsQd6h6c4d KhTs9h8h8d QcJhTc9s4d 
AhTs9s7d3d KhQsTc6d4s AhJs6h6c5d Jc8h8c7d5h 
AcQc4d3s3d Ad9c8c4d4c AhKcTd9c3c KdTd9s8d6h 
QsQh7s7h3s KsQd9c6h5s QhJcTs6s2h KdKcJh7d3d 
AdKh6h6c5s KcQc7s5d3d JhJdTh4h2d KdQh8d6h3s 
QhJs9h5s5c Ad9d9c8d7h KsQsJc5h3d AsTh8d7c6c 
AhTc8s3h2c QsJcTc7s3s AsTc8s5s4h KdQs8d6s3h 
JcTh8c7c6s JdTs6c5s4c QhJc7s6h4s QhTh9h7s6d 
Kc7h6h5c4c Kd9s6s5h3d Jh9h9c5c3s AhQcTc9s2d 
AhQd7h6s6c QdTd6h5s3s QdQc6h5s4d KhQsTdTc6s 
AcQc5s3s2d QcJsJdTc2h KdJhJc6h2d TsTd9s9h3c 
AsQc9s7h2h QcJd8s5c2d AhQd7h5h4c KhKdTsThTc 
AcQs3s3h2c AdJhTs9c4c AsQd9h9c8c KcJc5s5h4s 
AhTc9s8s2c KcQhTc9s4d AcKdJs9c2c KdTdTc7h2c 
QsJd8d5s5h QhQd8h6c5h Jh8s7s7d6h JsJh9c8s2c 
AhKdTd8d5d KsQhQd4s2c AsQsJc4s4d AhTh8c5h3c 
JsJhTsThTc QhJs9d8s7c KdQh6h5h2d QsJsTh6d2h 
KcQsQhJc2c KcQc6d5h4s QsJsJc8h5d AdJs9h8h7h 
JsTc8s7s6h Ac9d8c7h5c KdTs5s5h4d KhQd6h4s2d 
QcTs7c6s3d AsTsTc3h2h KdTh8h7s3d QhTsTc7s6d 
AcKdJh9d6d AhJc9c8d5s AsKsJc4s4h KsKh5h3d2c 
KhQh9s8d8c JhTs6s5c4c Ah9d7d4h4d AsQs6h6c3h 
KsKhQh3h2d KhQdJd8s7d AsTc8c5s2s KhQhJd5h4s 
As6s6d4d3h AsKhJd8c6d Ah8h8c6c2s AsKs6s5h2h 
KcJcTh7d2d AsKcTd7h4h QcJhTd6d2c KdTs8c7s2d 
KsQc8s5d3c KhQh6s5s5h JcTd5s4c3s AdJd6s6h5c 
QsQc7s5c2h QhTd9d8s6d JsTd7h5s5h AdKdJhJd6d 
QsQh7d6s4c As7h7c6s5d TdTc8c7s7h QsQhJc6d6c 
KsQs8s7c5c KsQs7d5s4d AdJc9d5h3s AhTd8h6h5s 
QdQc6h6c5c KdQdJdTc5s AcQhJd5h4h JhTdTc8s6h 
QsTh7s7d5h QhJsJh8d5c QdTd8s8h4s KdTh7s4h4d 
AhKs7h6h5h Jh8d7h5d4c Qs9s9h8s6h KhQs5s4h2s 
JdThTc5c2h AdJh8d5s3c QcTs9h7d6d QsQd8c6c3d 
QsTd5d4s4h KcJsJc8h5d KdJc9d7s6d KdQdJc5h4d 
AhQh5s3s2d QsJh5s5c3h QsJhJd8d7d JdTc8c4h4d 
KdTh8s6s4h AsJdTh8c4c AdQd6c5c3d AsQhTc2s2d 
Ac9d8d4d4c KhJhTh6c5d KcJhTh8d3d Qd8c7d6c5c 
AcKsTh7h4h Ah7d7c5d5c KcTh9d6d4h AhKd4s2s2h 
KdQs8c5s5d Ad8d7c6c3c AhTd9s8s8c Jd9h9d5h3c 
AcQh9c7d2d Ah9s8d5h5c AcQd9d4d2c QdQc6h5s4c 
AcQc8s8h2s KcThTd4d3c KdQhTs6c4h KhQd6s6h3d 
Jc9h9c5s4s AdQd7c6c2s QhJd5h5d4d AcQhJd8s4h 
AcQc8d8c6s AhJd9d4h3h Td9s7s6d4h JdTd7h6h6d 
AdQcJd6d5d Ac6h5h5c3h KhQc9h5s3s AdQcJh9s7s 
QcJsTs6d4h AsJcTc9c5h QsTd5d4s4c KhQhJsJh5c 
AhJhTh4d4c AdJs7d6s2h Td9s8c6s4c QdJh9d9c2h 
QcTdTc4d4c AsKsQh9s6s KdJh9s4h3d QsQdJh8d5d 
AhQc9s9d8s AdJc9c2d2c Th9d9c6h4d AhQs5d4h3c 
AhQcTd8c4c AhJd9c7d5s Kd6d6c4s4c AcQh9s8h3s 
KcJhTc5d4c Td9s9c8c5d AdKd7c6d4h KhTh9h6d4d 
Jd9d9c8h5c Th9s9h8h8c KhQsQh5h3c As8s5c4d3c 
AdQd6s4c2c KcTd8h6d3c KsQcJd8s6s AsJh7s6d2h 
KhJd9h5c2d AhQdTs7d7c QhQc8c6d5c KcQsJh9d7d 
AdKc7s6d4d KsTs9d8s6c KcJhTs9d6d QsJdTc9c6h 
KdJh6h4d4c AhQh5d4h3d QhQd8c7d5s As8s5c4h3c 
KsJhTc7c6c QhJhTd6c2d AcQc6h4d2d Th9s9d6h4s 
Th8s8h6c4c AhQcJh9s2h KdQd7d6c4c KhJcTd8d3c 
QsJcTd9h4s AdQhTc9s5c KdJh9d7c6d JcTh6h6c5h 
QsQdJc5h3d KcJc5h4s4h Qh6s6h5s5c KsKc9h7d2s 
AdQd8s8h2h Qs8h8c6s5h Ts9d8c6d4c AhJs9s6c5c 
JdTc9c5c3d AdTc6s5s2d AcQdJh3s2c AsAhAd5d4d 
AcKsTs9s3d Jc9h7d6d5h AhJcTc9c5d Jh9s7s7h6s 
JdTh9h7h3d KhQsJd7d3s Ad9d7c6d4c AdQhTs8c4s 
QsJsJc9h7s KdJc9h6h3d 9h8s8c6s5c AhQd9d5c4c 
KcTs5s4d4c AdJcTc9c5s Ah7h7d5s2d AhKc9s9c3s 
JhTc5s4h3s QsQd7c6d5d AsJc7s6s3c KsTh5h5c4s 
KsQsTd3h3d QdJd5h4s4h Ac8d7h6d5h KdQh9s6c5d 
AhQd9s8d6c JsJdTh6c5s KdJhTh8c3c KcJsTs8h3h 
QsQh6d6c4h AhQsTc5c2s AsKd8h8c6d AhQdTc9s5c 
Qd6d6c5h5c JcTc9s8s2c AdTs7d5d4h KsKhTc8h2h 
Qc7s6c5h4h KhQdThTc6h JsJcTh8c6c KhQhJd9s5c 
AhQsQh4h2c AsQsTs8s4d QsJd9h8h7c AhTs9h6d3c 
As8d5s5d3h AsQh9d8h6c KdQsQhJd2d KsJc8c5s5h 
KhThTc7d2c KhTs8d5s5h AsJdTc9d2h QsTsTc5s3c 
KsQsJh7d3d Ts9h8c7c5h KcJhTs8s3h JsTc5s4d3c 
KcJs6d4c3s AhKdQh6c2s AsTc8d5s3h AsQhTc7c2h 
Ad9d8h8d7c Th9d8s6d4s AhTc7d5h2d JdTh9h7s5c 
Kd9s8h8d5s KdKcJs5c2c JcTc9s7d6c KsTd8h7d2s 
Kh9s7h6d4d KcQd9d5s2c QsQc7c5s2h Kh9h9d8c5d 
KdJsJc5c2s QsQd9d7s2d QcTh9d3h3c KhKc9c3s2s 
JhTc9s8h6h AdKh7c6d4d JdTc8s5c3d JhTc9c7d5s 
AhQcTh7h3s Ks7s6h5h3c AsKh9s8d3c AcKd9h5s5c 
QdJsTh9c4d AsKd9s5h3c QsJdTh7d6d AdKh5s5c4h 
JhTc7c5h5c KcTs7h4s4c KdTh9s8h5s QcJc9c8h7d 
KdTd9s8h6d AdTh9d7d7c QsJc9s6d4d AdTd7h5c4d 
QdJdTc9s4h AsKs8s7d2d Td9c8c6c5d Js9c7d6d5c 
QcJh5h5c4h AdTh7d5d4c AsJc8h7d5c AsKd7h4h3d 
JsJd9d9c4h Kh9s7h5c4c AsKsJs5h4s AcTs9c7h7c 
KhTsTh7s2c AsQh9h8d6c 7s7h6s6h5s QsJhTd5d4c 
KdQhTc8h3c KdTh9h8c7h AhJdTs8c4c KhQdQcJs6s 
KhQc6s5s3c QdTs7s7c4d As8s7h6h3h AdQhTs8h4h 
QcJhTh6d4s AdKdTd5h3s KhTd9d8d7s KhJdTs7s6s 
KsKdQc5h3h QsJdTd5h4d AdJhTs7s5s KsKd3h3c2s 
AcQd9d8h6s KsQh6c5d4s QdQcJd3h2h AsKc8d7d6h 
KcQd4d3h3c Kh9h8d6d5h KdKc5c4c2h Ts8s8d6h4h 
JsTd7h7d4h AcKdQd5d3s Qs8s7h6h4c JsJc9c6c4s 
KsQhTd9c3s QsJhTd2h2d QsQcTs6s4d As6s6c4h3c 
AhJcTs9d6s KhJh6s5s3s AdKd8c5s4d Ts9h9d7h5s 
AdKd7s4h4c QhJh9h8d7s TsTd8h5s4h AhJcTc9c7c 
AdQd6h5h2h AhKc8d7s2h JdTsTc5s2c KcQcJd5s3h 
AdQsJc5s4s QcJs9s5c2h 7h7c6h5c4s KhKcTc5c2d 
QsJs9c6d4c KcQh8c5h3s KhQcTh7s4d JdTd9d7c4c 
KdKcTc8c3h JsJd9s6d4d QdQcJc8c7c QhQd8s7h5c 
KsQhQcJd3d KhKd9h3s2s JdJcTc8h5s As6h5s5d2h 
AdQh7d4d3h JcTsTh8d6h Kd9s7d5c4s Tc9h7h6s4s 
JdJc9h9d4s AdQcTd7d3s QdQcTc8c5s KsKdTd8d3h 
QdJdTs9d6h Js8d8c6s5d TsTc6h5h5c KsTc9s7d2d 
KdJc9h7d6d KdQd7h5d4h Kc9c6s5h4h KcQcThTc8c 
QhQc8h6c2c Ad9s8h5d5c KdQsTd7h4c QsJsTc6h2c 
KhTh9c8s6h AcKcQc7h2h KhKcTd8h2h AsKsTd6h3s 
Qc9h9d8s8d KsTc5h5c4s AsKhTc9d5d AhTd9s6d5s 
KsJsTc6d2d Kd9h7d6h3c Th8s7d6h4s KsThTc8c4h 
Qc8c7s6s4h KcQcJs3s2s AhTd9h7h7c KdJc6s4d3c 
KhQdTs9c3h AhTs8h5h4c AhKs8s5d3d AcQcJc8h8c 
QhQc6d5c2d KhJd9s5h2d Th9d7c6c4d JcTh6d5h4d 
AdJs9s3h2d KcQsTc9h4d KdQs6s4d3d JhTc9c8h4c 
AcQd9h5c3s Ah9s9c8c5s KhTc9d7d6s AsKh8d6d3h 
QdTh8c6h3d Kh9c7h5d4c JcTc7h7d4d QcJcTs2s2c 
AcKcJh4s4c QdTsTd8s3s Ac8s8h6c5d QsQcJs8s6h 
QcJhTd9s4c QdTc9d4s2c KsJdTc7s4s AcKdJd9h2s 
9d8d8c7c6c KsQd8s6d3h QcJd9h8h7s AsJd9s5h3c 
AsQdJc9s2s Ad7s7c6h5d As8d7h3s3d AhQc9d8c6s 
QsTh9h8c6h AsKsQs9h4c AhTh7c4c2d KhJdTsTc5h 
QcTs9c7d3d AsTs7d4d2h KhJdTc5d2c KhKc9s7d2c 
Ac8s7d6s5d As6c5s5d2c Td9s9h6d4h KcQhJs7s3h 
KdJh9s5d2h AdQsTh9h6h AsTsTc5s4h KcTs8s8d7h 
KhJhJd7h6c Ks9c7d5s4d AcKd9c5s3h Qc9s8s6c4d 
Kh7h6c5c3d KhJcTd5c2d Kh8d6h6c5c AsTsTc7d4s 
JdTh8d7d6c QsTh9s4d2h QsTh9d8d4h AcTs7h6c3d 
KdTs7h5d3h QdTc7c6d3s AhQh4s3s3d QsJs9d6h4d 
JhTh9h5s4s KdQsTh6c4s Ac9s9c8c7h AhJs9s3d2h 
QhJc9h5d5c KsTsTd6c4h KcQc9h6h3h QhTsTh5h3s 
AsJc8c2s2h QsQh7s7h3h TsTc6c5s4c AdJsJh8s5s 
AhTsTd8h4h KhQh7h5s4s KsQh9c6s2h AhJdTd9d5c 
AcKd6h4d3h AcKd9s5h5c QdTc7d6c3h QcTc8h8d4d 
AsKd8c7c6h QdQcJdTh3d QhJhTs9c4d JhJdJcThTd 
Ac6d5s3d3c QdQc6s5h4d QsJc5s5h3c QsTc9c7s4c 
KdJd9h8s4s JhTh8h8c4c KsJdTc8c3d Ks8d6s6c5c 
KsJsTh6c2c AhQcTs7s5d KcQsQc5c3d QhTs9d9c7h 
Td9s7c6d4c KdJh9s9d3s AhQdTc8s4c Kc9d6h5d5c 
QdTc5c4s4d KcQd7s6c3s KhTd8s7d2h Ac8d7s6d2c 
KcJd9s9c3s Ks7c6h5c3s QsQhJd9s5s ThTc6c5d4d 
Qd9h8d7h7d QsQd9d5s2d AdQh8c4c2d QsJd8c5s2d 
AhQdTsTc6d AhKd6c4d3c AhTh9c6s3d AcKd8h8d5s 
Ac8c5h4d3d Ac8h6c5d2h AcKc7h4s4d AhQhQd4h2s 
KsQcJh7h3c AdKd8h7c2s KhQd8s8h5s AsQs5d3d2c 
AcQdTd9d5s AhKdTd9d3s Td9h7s6s4h QsTs6h5d3d 
QdTd8s8c4c QcJs9h8h7d KhTsTh6c4d Ah9s9h8s3h 
AcTd9s8s2d QdQcTs7c2s JhTd6c5d4c JsThTd5h2d 
AsTc7d6d4c AsKdQc7d3h QhQdTc5s4c AcJh9d6c2d 
TsTh6s4h4c AhJs9d7s5c QhTc9s9d7h JhJd9c8h2c 
KdTs9d8c6d KdQcJc9s6h KcQs8d6c5h KdJsJh6h3s 
KhJhJd8d3d KhQcTh9d4s AhKhJh5c4h Qh8s6h6d5d 
QsQhTd6c5c Kc8c6s6h5h 8s8h7h5s5d QdTc9c6h2d 
AsKsQh9s4c AhQs9d8s6c KhQc7h4d3c Ac9d7s3s3c 
JsTs9s8c7s KsTh9s9h3s QhTh8c7c4c AcKh9h8s2s 
QhTc9c6d2h AhKsTc3c2s QsQc8d6s2d AsTd6c3s3c 
AdKd8c5h4d KsQsJs4c3c 8h6s6h5s5c KsTd9s8h6s 
QsJc9s7d3c JhThTd7s6h KdJs9d7h5c KhKcJs7c3c 
AsQdJdJc6d QcTh7c6h3s KsTd9h6d4h AhJdTc9s4s 
KhQhJhTd5s KhQh9c6c3c JcTd6d5h4h Ad9s7d4c3c 
AsKdQs9c4s KhJd9h5s2d KdQhJc8s7s KcTs9d6d4s 
QhTc9h7h4c KdJsJhTs6c QhQcJh3d2d Ad9h5d5c3c 
AcTd9c6h3s QsJcTdTc7c KsQcJs3h2h Ts9c8c7s5c 
KsJdTh7h6h AhKdTs9d3d QsJhTh5d4h AhKd5s5c3h 
JhJdTc4c2d KdQs9s9h8c Tc9s9c8d8c AsQd9c5s5h 
KcThTd4h3c KcQcJcTh2d QsQd8h7s5c AhQdJs9s7s 
QhQdJd8d7d KdThTd6h3d KhQsJc8s7s AsJh7s7c2h 
JdTd9d8h7d KsQcJd3c2d AsQcTh9d5h QdTd9s8c6d 
Ac8h5s4c3s QsQc9c7s2c QhTd6h6d4d JsTs9h9c7d 
KhTd8s7c5h AsKsJsJh6s QsJs9h6d4h QdQcTs5h4s 
9d8h6d5c4h QsQhTc7h2c JhJd9d7c5s As8c7d4d3s 
AcTd8h5c3s AdQsTh7h2s JsTd9d7h5c KsQhQcJs2s 
AsQs6d6c3d KdJhTs7s5c QsTh8d8c6s AdTsTc9h7h 
