KhQc9h7h4d 
QcJdJc6c2h Ks4s4h3d3c QsTh6c4s3s Ts9d7d5d3h 
Ts7c5d3s3c KcJh9c8s2c KsJd7d5d3c QsTh6c2s2c 
Jd8s8d4s3d Qc8h7d6s6d JsTd9h6s2s AsJs9s6h4s 
Ts9d8c7h2s Th9h7h5d3c QsThTd4h3h QhTs4s4h2h 
TsTd9h8s2s Qc8h7s6s6d AsJh7h7d2d Kh9h9c4d2c 
AhJh5s4h2c Ks9s5h3h2c QsJc9h8s3s 9s9d6s4s4c 
Td9h6s5h5c Qd7s6c5s4h AdJs9d2d2c TsTh9h5h4h 
KsJd8d7d4c TsTd9d8d2c Js9c6s6h2c As8c6h5d4h 
8d7h6c4h2d QdTd8c5h5d Qd9h9c7c2h As8d6c5c4h 
JhJc7s4c3d AdQh8h5h3s AsTd7s4c2s Ks7d7c6h5d 
Td9s8c6h2d Kc8h7s6c3d QcTc9d7c3c QsQd7h6c2s 
Ac9h8c6d2c Qd9d7s5c3h 9c8d6s6d5d Ah9c8h6h2s 
Tc9s7h5c3c QsJsTs7c2h JdTh6h5h3s Kd7d6s4s2s 
Ks9c8h3s3h Tc9d6d4c2d AcQc6h6c3d 6s6d5h3h2d 
QdTd8c6h2d KhTd5h4c3h Qh9h8h6c4s AsQd9c6c4h 
QhQc8c7c3d KcTh7s7d4d KsQhTh4h4c Ac5s5d4h2c 
QsJc5d5c3h Qc8h7s4s3c Jc9d6s6c2d As9d8s6h2s 
AhJh5c4h2s QsQc9h5h2d KcQd9s6h3s KcQd9s2s2d 
9d8s7h4s3d Ks9c8s4c2h 9s6h5s4c2c KcJs7s2h2c 
Qh9s7s7d6s Qd8c7d5d4h Jd9s8s8h5s KhKdKc7h5c 
TdTc7s7h3s Th8d7s7h4c Td9h6h4d2h Ad5h5c4s2d 
Qc9c7s5d3h Js9d8s5c3h Qh9s7d5c4h Td9d8h7c2s 
Ad4s4d3h3d 7c6d6c3s3h Ah6s6c5s2c Js9s7d6s4c 
QcJd9c4c3s Qh9d7c5s3h JcTh6h5h3d Qd9s7s7h6s 
QdTc7c4d2d KsQs6c4s3h 7d4h4c3h3c AcTd9s3c2c 
Jh9d9c5h3h Jh8c6c4s2h JdJc5s3c2s QdJh9s7d3d 
Qd9h7s7h5c KhJsJh7h2d AhQs8c6s3d 8d7d6s6c4h 
Kc9h8s5c2d QhTsTd4s3s Js8c6s4d3c QcJs9h7h4d 
Jd9c7h6s4s KhJhJd6h3h Jc7d6h6c5s Qc7d5h3d3c 
QhJd7s6s4s KsKdKc7d5s Jc8c5s4c2s 9s8h7d6h4h 
KdQc5h5d2s QhQd7c6s2d AsQc7d5h3h Jc8s5s5h3h 
AsKd9h8h3h Qc9d9c8s2h Ad9s8d6d2h QdJs8h7c4h 
JsTc6c5d3c AdKcJs4h2h Ts9h7h5h3d Qs9s8s6s6d 
QsJs7s6h4s KsTdTc4s2h Ac8s8h5s4s QhJs9s6s3c 
JhJc8d6h3s Ah9s4s3h2c JsTc8h6c3c KdQs6d4d3c 
Ah9s7d5s4c Qc8d7c4d3h Td6h5s4h3s Qh7h7c6h3c 
Kd9h5h4s3s JsTd8s6h3s AdQcTs4h2h JcTd8h5s2h 
KsJh9s8c3s JdTd9c7d2s Ad8c7c6s4c 9c6d6c5c2d 
KsTd6h4d2h JdTh9s3s3c Ac7s7c5d2c Ad6c3c2s2d 
JdTc5h3s3d JdTc4c3d2d Ad9s6h6d2c KsKc8d4h2h 
AdKd4s4c2d AdKd6d5h2d Qh9d6c4d2h QdTd5h4d3s 
KsTc7d3d3c QsTsTh6s2d QdTc9h6h2s 9c8s8h5s4s 
Js8h7d6c4h QsJd6h5s2c KcJs8s6s6h Kd9c8s5d2h 
KdJd9d5d3c AhThTdTc8c Ac8d7s6s2d KcTh7h5s3d 
Jd9c8d5h2s AsQs9s8h2s JhTs7c6d3c AdTsThTd8h 
Th9c8c5s3d Qh9h7s4s4c Qh9h8h7h5d KdJsJc3h2c 
Th8s6s4d2d QcTd7d5h3s AdJs6d5h2d Tc9h9d5s3d 
Ts8c7h3s3h Jc9h7d6s4s 9h9c8h3c2d 7d7c5d4s3d 
Qs9c5c4h3h 7h7c5d4h3h Ah8c7c6d4c Qs8h6h5c4h 
Js7d7c4s3c QhTs6s4c3d Kh9c7c6c5c Js8d5d4d2s 
9c6c5d4s2d Qd7s7d6d3s AhTd5s4d2s QsTd6c2s2c 
AsKc8d7h2h Ks9d7d4c2s 9s9h7h4d4c Jc4s4d3s3c 
Qd8h7c4c3d KsTh6h5d3h KcQsTh6d2h Qs6c4s4h3h 
Qd8s7h7c6c KsQsTc7s3s Kd9h7c4c2d Qc8s6d5h4s 
Kc9s9d7h5h Qh9s9d7s2d Jh9s8d5d4c JsTs5s4s3d 
Ts9c8c6c3h Ad9c8s5h5c Kd8s7c6h6c Ad9c8s3h2d 
KdQcJs2s2h Qh8d6h4d2d Js6c5c3s3h Ac9c5c4h2h 
Kc6h4d4c2d QcTs5s5h2h TsTh6h5h3c QcJc5h3h2c 
QsJc7d5c3h Qd7s7h5d5c QhJd7d6c2c QcTc4h3d2h 
8s8c6h5c3c KhQs6c3c2s KcQhTs6d2s Kd8h7h7d3d 
Jh8s5s4s2h Qh8h7c6s2c KcTh6c3c2h AdTs4h4c2d 
AdTd4s3s2d Tc9d8h3d2h KdJs7h6s2h KsTh9h8d4h 
Qh9h8d6c4h KsKc4h3h2h KdKc8h4s2s KhKd8s4c3s 
Qh9s5c4s3c AhQs8d5c2s AsKs8c3s3d QsQhTc3d2d 
9h9c8s6d3h Kh9s5s4d3d KsKhKcTh4c KdTc7c5h3s 
9h8s5h4c2c AdQc6h6c2h Qd9h5s5d2h QdJs7h6h2s 
Tc9s8d3s2d QhJsJh6h2d QcJc7c6d4c Ac7c6c4s4d 
9c8d7s5h5d Qh8d8c6d3c KhTsTh5d2h KhJs6s4c2c 
JcTh7h6h3d Jc6h5d4h4d AsQd8c5h2d Kh9c8h7s3d 
Ts8c7d4s2d AcQs8s5h3s QdJc9s8h3s KdTh8c5c4c 
JcTd8h4d3d Ac8s8d5d4d AcQh9h4s2s Qc8d5s3d3c 
JsTs5s4s3c Td8s7h4d2h 9c6h6c5s4d JsTc9s6s2d 
Ah7s7c6h3h Ah9s8d3s3d 9h9c6c3s3d As6h6c5h2c 
KdTs6h4d3d KcQh7s5h3h KsJsTs4c2s Kd9c5h3c2d 
KhQhTh3d2s KsQc6s4s3h Qc8s8c7s2s 7s7c5h4s3s 
6s5h4s4h3c QdJh9s5h2c AhKh9s9h4h QsQh7d5c2h 
Ts8d7h2s2d 9h8d5h4s2d QdTh9c6h2h Ts9s7c5s3d 
Kd8c7c6h3h QdQc7h6s2d KdQhTs8s3s KcQc4h4c2h 
QsTh8s8c3d Tc9d8h3c2h AsTd9d5d4d 6c5h4h4c3s 
AhQd7h5s2h KhQsTd7c2s QhTd6d4c3s Th9s7s2h2d 
QhJs5s4s3d Jd8d6h4h3c Tc8s7d4c2d Ac8s6s5d4s 
Qd9s7h5d2h Td9c7c5c3h AdTc9h3d2d AdTd6h6d4d 
JsJcTh7d2h 9d8c6s4c3s Tc9d8d7h3s QcJdTs6h2h 
Jh9c8h4d2d Qc9c7h6c4d Ks9d6h3d2s AhQsTc4c2c 
KcQcTc7d3c JdTh7c4s3c AsKcTc4c2c QhQd7c6s2h 
8h7c6d4s4d 8s8h6c5h3h 6h6c4c2s2h Kc9s5d2s2c 
KsQh9c6h3h QhTd7h7d2d QcJc9d5s5c QsQh8s7s3c 
Js9s8d7h3c 6h5s5h4s3h Kd8d5s4s3d Td9s6h5c3s 
AcKh3d3c2c AhTd8d4s4d KcJc8s5c4c Qs7c5h4h3c 
Td6h6c4c3d Jd7d7c6h5d 6d5s4s4d3h QhQc7d5h2s 
JcTd7h2h2c 8d7c6h4d2c KhJd9h8c2h KsJd9c5c3h 
Kd9s8d5c3h AhQh6h6c3s Td8s7d7c4h QhJd9c6c3c 
JhTs8c5d2c AhJh8h5h2s Qh5s4s4d3h Td9c6c3s2d 
QhJh6d4h2d Th9s9c5d3s Jd7s6d5h2s Qh8s5h4s2s 
9d9c7d4s4h AsKh4s3s2d AhTc9s3h2h Tc9h9d8d4s 
KcQs9d7h3s 7s7d5s4c3s Ts8d6s5s4s AhThTdTc8d 
KhQh9h8d5h QhJc9d7s3c JsTs6h5d2c 9h6s6h4d3d 
TdTc6d2d2c KcJc8d4d2c KcQsJh2h2d KcJs5c4c3d 
Js7d6s6h5c JsJh8h7d2c KsQc7d5c3c Jd9c7s4c3s 
9d8s8c5h4c QsJc9c4h3d QcJh9c7d4c JsTc9s5h2s 
Jh8c7s6d4c AdJh9c5s3s QhTh8s3h2s JsTd8h7c3h 
Qd9d8c5s3h AdKcQs7s2s JsThTc3d2h Ah8s7d6d2s 
Jc8c5d4d3c KsJh7h2s2c JsTs9s4d3s KcThTd4s2c 
AdJc8s2s2c Qs9d6d5c3h Ts9s9d7s3h KsTc5d3d3c 
KcQc8s6d2h KcJc9s8c3h JdTh5d3s3c Qd8s7h6h4c 
Kc7h4s3s3c Kh9c7h7d3s KsQh9s7s4d TsTd4s4c2c 
QhTd5s5c4c KsQsTs7c2h QhTc7s5h3h AcQs8s4h4d 
AcTd9c7c2c 8s8c5s5d2h QsJd7h6s2h JsTc5s4d2h 
JsThTd3c2h Th9h6s6h2s Ts9d6s5s4h AdJh6c5c4s 
QdTd6d5d3h 9d8c7s6c4c JsJc8d7s3h Td8s6s6c2c 
AdKh3d3c2d KcTh9d6h2s Jh8h6s4s3d KhQhTh7d2s 
KhQdJc8s2c QcJhTh7s2d QhTd8s5s5c Ac8h6h6d5s 
8h6d5c3c2d 9c8d6d5h3s Qd7c5c4h3h QcTc7c5h4c 
AsThTd5d3d KcJs8d4d3s 5d4d4c3h3c KhQhTc3h2d 
JdJc9s8h2h Qd8h5h5c2d QdJc7h5c3s QsJsTs7h2c 
Kh7d4c3h3c KdQdTd7h3d JhTc3d2h2d AsKsJd6s2s 
8s7s7c4s4d QsQcTs3s2s JhTh9c6h2s Ks8s5d4d3s 
KdTd9c5s5d QcJd6d3c2d KdQdJd9d2s 7h7d5c4h3h 
AsQc9h5d3h KsKd7c4h2c QsTs9s5h3s QhJsTs7d2c 
KdQcJs7h3s 9d8c7s5c3h Td8d6s4d2s 7c6s6h5s3d 
KhTdTc7s3s Jc8c6h4h3d AhKh6h5c2h KsKhKdTd4s 
Ah9s8d3c2h AhQs8s5s3d Qs7c6c5h4d 9d8d7d7c3c 
KsJd8c7d4d Tc8s5s5c2h AdTc6c5h4c QsTh5s4s3c 
Kc5d4c3h2h Qc9d8c4d2h QdJh9h6h3c 9s9c6s4s4d 
Js9c7h5d3c Jd9s8d4s3d Jd8d6h4s3h Td8s5d5c2c 
QsTs8h6d2s Qh8s5s5d2h AcJh9c2d2c Jc8c5h4c2h 
9d8s5d4h2s Tc8h7s7d5d KdTs7d3h2h QdTd9d8c2d 
QhJc6h2d2c Qs9s8s6d4h TsTd7h7c3c Td8d6d5h4d 
QsTd6d4h3c KhQd9c6d3d Ks9d8s5c3h Td9h8c3h2c 
9d8s6h5h3c Kh8c5s5h4d Ah9d5d5c4c AdKh3s3d2d 
KhJhTh4s2h JdJc7h4c3s KhQdJc4s2s AdTd7d7c2s 
QsJs5h3h2s TsTc9c8c2d KdTc8h5h4h QdJh7s6s4s 
QhJs9s6s3d AsTd9c4h4d 9s8s7h4c3h AhKs5s2d2c 
Jc8s7h7d6s Kh9s5s5c4c 9h8d8c7d4s Ts6h6c4c3h 
Td7c6c5c4s KdQs9c4h3d JsTsTh8s3s QhJd6s5h2c 
Qh9h6s6d2d Tc9c8s7d2h KsTc6c5h3c QsJcTh6d2d 
KdQh9s4c3d Th9s8s5c3d AhTh5c2h2c Ac7s7h6s5s 
5h4s4h3s3c 7d5s5d4d4c Qs8c6c4c2s Qh9d8h4d2c 
KhQs6h4h3c JdJc8h6d3s QdJs9h9c4s QhJc9c5s5d 
KsJd8d7d4h AdQc9s6s4h KcJc8s7c4c 8s7c5s4h4d 
As6d6c5c2d QcJcTc5d2c QsTc8s4s4h 9s8c5s5d2d 
Jc9d7h5d4d KsTc8c4d2d KsTd7d4h2h KsJdTc5h2h 
QdTh5d4d3s KsJs8h7s4s KdTd9h5s5d Td9h9c5s3h 
KcJhJc6c3c QhJd7d4d2h JsJh5c3h2c Js9s8d8c5s 
Ac7s5h3c2d KcJh8s7d4d Tc9d9c2s2c As9s9d3s2d 
Ts8c5d4s2d Qd7s7c5h5d Ks8c7h7d6c Jd9d8c4c3c 
Ks7h4c3s3c Jc9d7c5h3c TsTh8h6c3d KcQd8d4s3s 
QcTc5s4c3h QsTs7h4h2h Ad7h6h5s3c 6s6d4s2h2d 
QcTd3s3d2c AhJs7c5d3c KdQc7s5c3c Js9h8s6c4s 
8s7d6h4d2s KhJs9s6s6c KsKhKc7s5c KdQdJh7s2c 
9c7s7d6d4h Th8c7h7d4s Js9d7h5c3d Jd9d6c5s5h 
Kh8d6c2h2c KhQsJd2d2c QdJh9c7d3d QdJc7s7c2d 
JcTs9d3h2c Jh9s7h5c3h KcTh6d4h2d AhTd6d5c4d 
AsTc9s7s2s QcTh7h5d3s KdJc9c6s6c Qc8h8c7h2h 
Tc9d8s6h2c Jc6d6c3s3d Ah8d5h4h3s QsJd9h8c3h 
Ah9c3s3h2s TdTc9c6s2h JdJc8d7h2s 9h8d5h4c3d 
KdJdTd3h3d Qc9s8h7h5h KcQcTc7h2s Kd9d8s7c3h 
QsQh9s7s3s KsQcJd6d2h Qd9s7h5c3d KcTc9s5h5c 
Qd9d8d6h6d KcQs9h7d3s Ks8h6d5c2s AcJc6c4s4h 
AhJs7d5c3c AhQd9s9c2d AcTd4d3c2c JsJc6c3d2s 
Jc8d6s4c3s AhJc8d2d2c KdJd9c8d3h JcTs9d3h3d 
Ts8s6h6d4c Js9d7s6h3c Jd6h5h3d3c KhQh6d4h3c 
Js9s8c4c3c Ts8h8c7d4h Jd8h8c2d2c TsTh7c5s3d 
QdTh5s5c4s JsTs9s2d2c AdKh7s4s3c Kd8s8c4s3d 
Qs8c5h3s3c Jc8s8h4c3h Js9h6s6d2h TsTc7h5c2h 
AdJs8c7c3h AsTs7d6s3s QdJd5h3h2d KhQd7s5d3d 
Ks8d7h6s3c Qs5h4h4c3s QsJc9d7s3s QhQd6s4h2c 
AdKsQh7h2h QhJd9s7s4c QhTh8d4c2s Jh7d7c5s5d 
Td8c6c4h2h KdQcTsTdTc Jc8d6s6d2c Kh8c7d5s3h 
9s9d8c6h3d Jc8s8c7d4h 9s8d8c5h4d 9c8s5c4d2s 
Kd8s7s4s2d Kh9c6s6c3s Kd9s9h5d5c AhKc8d7s2s 
Td9c6c5s3h JsTd9c6s2s KhQh8h7d4c Jh9h8s4s3s 
AhQhJh8h2h Td9s7d4c2s Kc9d7d4h2c QsTc9h4d3d 
QhJh6d3d2s Ts9d6c5h3d JsTd5h3s3c KsTh6c5d5c 
Js6h5h3s3d Qs9c5s5d2c ThTd9s8d2d 9s8d5d5c2s 
AsTh9c4d4c Kd7d7c6d4s Ac7h3h3c2d KdJsJc5c2c 
Qc9s9h7s2h AdQc9h7c3c Ks9d9c7h5h As7d6d6c5h 
KhJd7s5c3c 6h5d4h3c2c KcQc6s6c2s Ah9d7c5d4s 
Ac8h7s6s2h AhJc6h4h3s AdJcTh3h2h 8c7d5d5c2s 
QcJh6h3c2h Jd8s5c3s3d Ts8d5s5d2h QcTh8c4d4c 
Ts9c7d5s3s Qs8d7d5s2s Kd8h8c4h3d 8h8c6s6d2s 
AdJh6d4d3s Ac4d4c3h3c KdTd9c5h5d Js9d8s4d3s 
JsJc6c4d2d KhQs9d4c3h Jc6h5h3s3c 8s8c6h5d3h 
Js9d8s4d3d Ts9d8d5c3h Ah8s7s6c4s Jc8h7d4d3c 
KdQdJc7h2s KdQs9d5c2h Jc7d6c5s3h Qd9h7c5s3d 
Js9s8d4d3d KsJsJc3s2d AsJc6d5d4h Qc7h7d5s5c 
KhKdKcTd4h Ts9c8d3c2d QdTc9s4c3c AsQd8d4h4c 
TsTh8d6s3c AhJc6s6c5c JdTh5h4s2c Js9h8d6h4c 
Js8s7d6c4s QcTc9h7c3c Qh9h8d4s4d AsQh7c4c2h 
KsTc8h8d4h KsTh9h6h3h KhQd8s4s4d AdTh8h4h4c 
KcJhTh3d2h Kh9c5h4s2s KcQh9c7c4s Th7s7h6d5h 
Ts8h5s4s2h QhTs3s3c2h KcTh8h3c2c Ts9c6d5h3c 
Jd8c6d4h3h Qs9h8d7d5d JhTc7s4s3d 9d8h6d4h3h 
Js9s7s7c6s KcJs9s6s6d KdTc6d3d2c QsTd6h4s3s 
KdTh7s7h4h Kd8s7c5h4s JdTc5s4s3s Td9s6s4d2s 
KhJs7s5s3d Qh9h6d6c2d QsQhQcTs8h AcJd8s5d2h 
JcTd9c5s2c Jd9s7h3s3h Ad9h7d4h2d QsQh7d5h2c 
AcQsJd3d2d KhTs7c2h2c QdTd9d8s2d JsTh8d6s2c 
Js9s6c5h5d Jc8d7s4c3s QdJh7h6s2s JsJdTc7h2c 
Qc8c7d6h2d KhJs7d6s2d Qc7h5d4d3h AdTs7s5h3s 
AsJhJd4h2h KsJh7d5c2s Tc9h8s3c2s Kd9h8s5h3s 
KcJh8s7h4h AhQs8s5c3s As7h5c3s2d Ks7h7c5s3d 
KsQd5s5h2c Kd9c7d4s2s 8c6h5s3s2h QhTh4d3d2s 
Kd7c4h3h3d Qs9s8c6h4s QhTs9s8s4s QdTd8h5c3d 
KdTh6s4d3d KsQdJc5h2h QsQh9d5d2c QsTs6s5s3h 
9h8c5d5c2h KdJs9h5h3c Ks9d5c3d2s AcJhJd4h2h 
AsQd9d5c2h KhQsTd6c2d QhQc8s8d3d Jh8s5c3s3h 
Js9c8s4h2h 7c6h4s3s3c QcJs5s5d3h Qd9s8h8d5d 
Ac8h6c3s3d Jd9s9c5d3d KhQsTc6d2c Th7d5c3h3c 
QsTs8d7s4s 9s8s7d5h5c Qc5h5c2h2d KsTc6h4s3s 
KcQcJh7d2s Qd8s7h7c5d AhTs7d4h2h QcTs9d4h3h 
KsJs8c6s4s Ks7h6s3s3h Qs7h5d4d3h KdQh9c4h2c 
QdTd8s5c3d KdTd9s2h2c AsQc6c4h4d Ac9s8c7c3c 
Ks8c6c5h4d Td7s7d6c5d 8d7s6c4h4c KhJhJc3h2s 
Ks5d4s3h2h Ah7s7d5d2s Qh7h6d5c3s Js7s5c3d3c 
Ks9d5s5d2d AdJd8d5d2s QhJdJc7h3h Ts6d6c4c3d 
8s8d6h6c3c 7s7h5s4c3s 9d9c8d4c3c Td8h8c4s4d 
AhJc8s2s2c Jh8h6s6d3d Ks9d5d5c4c QhQdJs6c2c 
KcTd9h8s3h AsQs9s6h2d KdJd8h7s2c 7h7c5s4c3c 
Kc6h5s4d2c Qd9s8c4c3d 9s8h8c7h4d Kd9s9h5d3c 
KcJdTd2s2d Kc9s8d6c4c KhJd8s4s3d AsTdTc5c3c 
JdTs8h4c3c AhTd7c4h2h Jc9s7h6h4d KsJdTs4s2s 
Ac5d4s4h2c Kd7c5s2d2c KsTs9c8s3s KdTs6h5h5c 
Qd9d7c5c2c Kd6s4h4d2h QcJd9d8h4d JsTh5c3s3d 
8c6h5h3d2c QcJsTd6h2h QhTsTd8c3c QdJs9s9c4h 
Jd8d6h4c3h AhQc9c4s2s ThTc8c6d3s KsKh8c4d3c 
Ks9h8s2h2d Jh9s7h4h3s KcJd8h7s3c Qc5s5c2s2h 
AdKd9c8d2d JdJc9h7h3h Kd9d6c5d3h KsTd6d5h3d 
KsTc6c5d3c QdTd9d4h2c 9s8c7h4s3c Qs7d5h3s3d 
Ah6h3c2s2c AsJc6c5h5d Ah9h8d3s2c QhTc7h4c2c 
Td8s8h7c4s QdJs8h6d3c KsQd7c5d3d Jc9c7s5d5c 
KdTh9h9c4h Ks9d6d6c3c 6h5c4h4c3d AsKs4h4d2s 
AcTh8s8d3d 9c8s7h4s3c AdJc5h4d2d QhQc9s4s3d 
KhTdTc4s2h KhQd9s9d5d Ts7d5s5d3d QdTd8s3d2s 
AhJs7d5c3d QcJs5d4h3h AdKcTc6c2c KsTs7s7h4s 
QdJd6c3c2h QcJh9d7c3c Jd9c7c5c4s AcQcJc8c3c 
AhTc7h6h2s KdQdTc3d2s AhQs8s5s3c Kc7s7d6h5s 
Ts9s7s7c5s 7c6s4d3d3c Jd8c5c4c2d AhQdTs4s2s 
QdJh9s6s3c Qh5h5d2s2d QhTs6d4h3h QhTc3s3c2h 
Qs9s6h5s3c QcTd7d7c2d Js9s7s7d6s KdJdJc3d2s 
AcTs9s5d3s Qd9h7d6h2h 5h4h4d3s3d AhJcTs6d2c 
Qs5d5c2s2c Qs8c6c5h4c AdQc9s5h3s Jd6h5d4h4d 
8c7s6s3s3c Qc9h7h5h2c 9d7h6d5d2h Jc9h6c4c3h 
QhJs7c6h2c AcQdTh4h2h Ts7d5c3s3c KsQs6s6h2h 
KhJd5s5d2s AcJh9s8s2s Kh8d7s6s4c JdTd9s7d2c 
Jc9d7s5h5d AhTd8s8c3c Ks8c7h5d4c AcQd8h5s2d 
Td9c6s5h3c KhQd5s4c3s AcJc3h3c2h Th9h6s6c4d 
Jh8d6h4s3s QsTc9d6d2h AcQs8s5s3h Jc9h8h6s4d 
JcTsTd3h2s QdTs8c5h5c 9d9c8h6s3d AcQdJs3s2s 
6h6d4d2h2c KdQc7c5c3h 8s7d6d2s2h KhTd7s7c4s 
Jh8c6s5c4c QcTd6s4c3c Jh8c5c4c2h QcJh4d2h2d 
9c8d6c5c3h AsQs8s5s3d Jc9h7c6d3s Qs8c7h7d5s 
Ad7h7c5c2h ThTd8s6h3c Js9h9d5s3s Qh8h7c6d2c 
KhJc8s7c4c KcQh6c4s3c Kd9s7h7d3c JcTd7s4s3h 
KhJh7d7c4h AdKsTs6s2s Ah6s5h3s2h 9s8d5s5c2c 
Qd7h7c5s5d KhTh9h6s3h Js6c5s4s4c KcTs7h7d4d 
Jd7d5c3h3c AdQd9d8c2d Jd8d5h4d3h QcTh9h4h3d 
Th9s8s6s3d QsJc8h7d4h JsJd5c3c2d 8d7c6d5d3s 
AcKs8c4d2c Jc9s9d7d4h Kd7s6h6d3c JcTh7d4s3d 
Kc9s9c8c6c Td9c8h7s2d KcTc9d5s5c Ah9s9h3h2s 
9d6c5d4h2h QcJh8d7h4h Qc8d7d4d4c Ad7c6h6c5s 
AhJsTd3d2d AdJh9s9h3h QcTd5c4c3h AhKcJs4d2d 
KcQhJs2s2d 7s7c5h4c3c 8d7s6s6d2s AdTh7s4h2s 
KdTc7s3s3c Jc9d8s5h4s AsJcTc4c2c 8c7h5h3h3c 
JhTc8d7h3h Kh9c5h4d2d KhQc6s5d2c As9h8d5h5c 
9s8d5d4s2h AcKd9h8s2h Th8h6h5s4h 8h8d6d5s3d 
Kd7d6s5d5c 9s6h5s4c2h QdTh9h4h3c AsTd7c5h3c 
Tc9h8c5s2d Kh8s6d5c2h Jh8h6c4c3s Jd8c6h4h4c 
Kh9s8h4s2d AhKcTc6c2c Qd7h6c3h3d Ac9h7d5h4s 
TsTh6s5s3d QsQdTs3s2s Tc9s8d3c2d Kd9s5h3s2d 
Kc9c6h5c3d Jd6h5s4s4h Ts9d8h7h3c Ac7h5d3c2s 
KsQc9h4c2h KcQh9s2s2h Jd9c7s5h5c Ks9d6s5s3c 
KsJd7d2s2c 9c8s5h4h3c Qc9d6s6c4h QhTd7d7c4d 
Ts9d6d4h2h 8c6s6h4d4c Kc8s7s4s2c Qd9h5h5c3c 
9d8s6s6h5s AsJs8s5s2c QcJs7s7h2c Qh9h9d4d3h 
9c7s7h5d4c Kd9h5c3d2h Ad5s4h4c2d Js8d8c4s3c 
AdQc6c5h3c Qc9d7c6d2d Kc8s8c5h5c QcJh5s5d3c 
8s6d5h3h2d KdJd9d9c4s Ks6h4d3s2d KdTsTh7c3c 
QdTc7h4s4d Th9s5d4h2s KdQhJs2s2c Ts9d6h5d5c 
Tc8s7h4c2h Ts9h8c6d2s AcTc6d2d2c QsThTc8c2c 
7c6d6c4d2s Th9s8h6h3d Kh9d7s4s2h QcTs8d6d3d 
AdTd4c2d2c Kh8c7c6d3d Tc9c8d7s2h Js9d7c4d3c 
8d7h7d4s4d 9s8c5h4h3s AdThTdTc8h AsJs4h3d2c 
AcQh4d3d2h Ts9d4s3s3d AdQsJc3c2c 9d8s8h5c4s 
QsTd7d4s2s AdTs7c4d2d Td9s9h5c4c QdJh9c6s3s 
QsTh7h5d3c Js4d4c3s3c 7d6d5s5c4h JdTh5c3s3d 
Tc9d8d5s3h KcTd6d5h3d Js9d7c6c4h Qh8h5s5d2d 
7s7h5d4h3h AsKh4s3s2c QhTc8s8h3d Jd9h8d3h3d 
Jd9c7h3h3c Jc8c6h5h2c Kh9h6s5h5d QhJhTh7h3c 
AcTsTdTc8d As7h7d5d2h AsQc9d5h5d Kh9s6h4d2s 
AdTs9s6c3s 9h7h6h5s4h QdJs9h9c3s QhJh7s5h3d 
AsKd7s7h2s AsQd9d7d3c AsJs4h4c2d Qc8d5s5d2c 
QcJsTs7h2d Ac9s7c3h3c ThTc7s5c2s Ks9d6s4c2c 
KhTh6d2s2d Td9d7c5d3s Ts9d9c5h3c Qc8h8c6c4s 
Jd8h8c4d3h Th7s6s5s4d QhJs9d6c3d Qh9h7d5d2d 
AdJh6s5s4c AdTh9d7d2d Qc8s8c6c4d Kc9d7c4h2h 
AsKs5s4c2s QsTc8h5h5d AcQd9h5s3h AsTd7d5c3d 
AhKdTd4d2d Jd9s7c3s3c JcTs7d6h3d KcQs9d6h3d 
Ah5d4s4c2h 8c7s6c4s2c KcQc9h4d3s KdJd9d4s3c 
Kh8h5s5c2s AdJh8h5c3h QdJs9h7h4c KsJh7c6h2c 
8h8d7h4s4c 9c8s8d7s4h AhKd7s4s3c Qs7s7d4d3d 
QcTh8d3h3d Kh8h5c4h3c 9d9c6h3c2d Qd9c7s7c3s 
KhTh6c2s2c Ts9s6c5s4d AcKd7s7h2d Kc8d6d5h4s 
KcJc9c4s3h KhQs9d7c3s QdJs7h6h4h Qs8h5s4h2h 
Ks9c7d4c2s QsQh8h7h3c Th8d5s4h2s KdQcJs8h2s 
Kd9c7d4c2s Qc5s4s4h3c KcQh9c7c4d Ad9h9d2d2c 
KhTs9s8d4s AcQd7d4h2h Jh9h8c7d3s JhTd9c4h2h 
JsTc9s5d2s Jh8d5s3h3d Kd9d6s6h5d Ks6d4s4c2c 
QhJh5c4d2s Ac9d8h3h3d AhQh9h8h2s QcTh8c6s2c 
AhQs6s5c3s KdTc9c5h3c Jh7h7d4d3d As7h6h6d5c 
JcTd5d4s2h Qs9c8s4c2d KsJd9s8c2s AdQh4c3c2h 
Ts9s8d7c2h QdJh9s9c3h Kd8s7c6c4h KcQh5d4s3d 
QdQc6h4c2s QsTc3d3c2s As9s8d3c2h Ah9d7s5d4c 
7h7d6c4h2c Js8s8d7s5s Kc8h7h6s3s TsTc8h6d3s 
Jd8h8d4s3s Jc8h6s6c2s QcJs6s3s2c Jd8s6s6c2d 
AcJc5d4c2h 8s7s7d4c2c Ks9s9c4d2c As8d6h6d5c 
9s8c5s4d3c 8s8c6c5h3c JdTc7h4s3h JcTc8c3s2s 
AcKh7s7d2h Qd9c8d4c2h AdTs9d7d2d Ad7h5c3d2s 
KcTd6s3c2s Th8d6d4c2c Td6s6h4s3h AdQc9d7d3d 
JsJd5h3h2s Ad9c7s4s3c AsJs3h2s2h AdKs8c4s2h 
Jc7h6c5s3d Kc8d7h5s3c 8s8c6s5h3s JhJd9c7c3c 
