AhKh8h5c3h 
KdQd7s5d3c 9c7s7h6s2c 8h6s5h3s3h 7h7c6c5h2h 
AhQh6d5c2h KcQs7c5h5c Qs7h6s5d2d QhQc9h4h3d 
AcQc8s6d2c Kc4h4d2d2c KdJdTs6h2d AhKsTd5c2c 
Qs8s6d6c2d Qd8c7h4h4d KsTd7h6d3c AdTs6d4d3h 
Kh9d8d6c3c KcQc7s4h2h AhQc9s8d4d JdTc8h7c3c 
Js6d5s5d3c AcTc8c3s3d Td9s9h8d5d KcTd9s9h4d 
AhTd7h5h3h Qs9c7d6h6d KsQs7s5d2d JdTs8h7s3s 
KhQhTd6h2c As8h4c3h2s Td9s6s5d2d AsKcJh3d2h 
Ts9d9c7d4d QcTd5h5d4s AhKdQh6h2h QsQh8d2h2c 
AsKcJc6c2h KhJcTs7c2d As9s7s7d6s KcJh8h4d3d 
AhTh7h4s4h KcQcJs2h2c QhJh8s5c2d AcJc9c4s4d 
JdJc6c5c4c JdTs9d7d2h KcJc8h8c6c KcJd9h5h4s 
9c8s6d4d3s Qh5d4h4d3s 8s7h7d6d2s QhTd8c5h2s 
Jh7h6d4s3d KhJd9s9c2h Jd8h6c5h2c JdJc9s8d4d 
Th7d5s5h3d 8s6c5h3h3c Kh6c4h4c2s KcJd9h5s4s 
Jd9s8d7c4h Kc6h6c5s3d AcJc7h5d2c AdJs7c6c4h 
KdTc9s9h4s JsTd7c6d2c Jh8d5h5d3h QcJhJd3s2h 
AsKd4d4c3d JdTh7c4s4c QcTc8h6c2s As8c7d6d3c 
JdTh3h3c2d KcJh7h3s2c AcTs7s5d3h KcQh9s6h4h 
KsTh4s3d2d KcJd8c2h2d KsJd8s3h2d AhQc7d4s2h 
QsTd9h3s3c KhTh6c4h2c Td8s7h7d2s Tc9d5d5c2s 
AdKhTs5c2c KcTh9d3d2h QsQc9h4s2d Jd9h8s7c4d 
KhQsTs6s3s Qd7c6d5h2h KsQcJh8d4d Th8d6d4h3h 
AdKh8c4h3s AsQs6c4h3s Jd9h7c5s4c JsJc9d6h4h 
Kc5d4s4c2s JhTd9d8d2d Jh9d7c5c2d AhJc5s5c4d 
KcJhTd7s2d Jh8d7c6s4h Js8c6c5c2s KhTh8h6s6h 
Ah9d4d2s2h KsJcTc5d2c Qh7h6d5d2s KdTh4h2d2c 
AhKd6h2s2c Ts9s4h3h3d QcJc7c5d2d QdTc9h3s3d 
KsJd9h6c4d Js8d6d5h4c 8c7h7c5c4s Kc4s4h2h2c 
AhQd9s7h2h Tc8c7c6c4s KdJd9s9h2c 8h6c5h2s2c 
8h7d7c4d3c 5h5d4d4c2h QhJd4s3h2s Th9c8d6c4c 
AdTd7d4h4d Js8h7h6d4c AsJs9s4d4c QsTd9c3s3h 
KdQh7d5d5c 7s7c5c4h3d KcJsTs5h2s 8c7s7h5c2s 
Kc8c7d6c2d Jc9c8h5d3s QhJs5d4s3c Td9h9c4s4c 
AcJc7s5d2c KhQd6d2h2d QsJc4d3s2d Jc6s5d5c3d 
8d7d6d5c3h KhQd8s6s6c AcJc6c5c4h 6s5h5c4c3h 
AhJc7d3d3c KsQd8c7d3c KsQd6d6c2c As6s5s3h2h 
QsJc8c3h2s AcKhQd8s3s Ad8d6h5d3s KcQd9h6c3c 
AsJh4d2s2c KdJhTh3h3c KhTs7d5d4d Qc8c5h5d3d 
AcTh6c4c3s Td9h8h4d2d Th9s6s5d4c AhTh8s8h3h 
Jh8d6d5d2h KcJh9s5s4d Qs7c6s5s4h KhQh8h6c2c 
Qc8c5s4s2s KdQd8s8h3h Qc9s9h6d4c QdJhJd8s3d 
Qh7d6h5h4c AsJs8s5s3d Qh8s8h5s3h 9h8d6s3s3h 
AcQcTc2h2c AsKh9h9c3h AsKsTs4s2h KhQsQh8h3d 
KdJhTs8s2s KdQcTd4h2d QsQcTh7h2d Kh9s6h5h4c 
AsKdJc8h2h 9d9c5s5c4c Ac8s8c2h2d Jh8s7s7c6d 
KsTd6h3h2s KcTs9h6c2c QsJc6c5c3h 9h7d6d5d3s 
KsTs6c3h2c AdQd7d6d5d QcJs7d6d2c Tc6s5s5c4c 
Kh7s6h5d3h Td9c6d4c2h Th8s7d4s3d Js9d8c7h4s 
QcJd9s4c3h Tc7s7d6h5c QcTh9s4s3d Jh8h8c4c3s 
Ah8d8c2s2h QdJs6s5h3s KhQd9h3c2c QdJhJd7s3d 
6d5s5h4h3s AdQh7c6s4s TsTh5h4d4c Td9h8h3c2d 
9s9h6h4d4c Jd8d8c7d6d Js9d5s4h2d 9d8h6c3h3d 
Jd8c7d7c2s Qs7d5d5c3s Jh8c6c5d4s Td9s9c7s4s 
KcQcTh5s5c JhJdTc3h2h 7s5s5d4d3h QsTs7h5h2h 
AdQs9c7s4s Ac6s4d3h3c Th8d7h6h4h Tc8s7h4s3h 
Jd9d7c6h2h Qd8h6d4s2s 8h8d7s6s2h JsTd8s7s2c 
KcTs6d3d2c QhTd8d6s3c Ac8s7s6s4d 9d8h6d6c5d 
QhJc9d4h3s AcJd6h5s4s AcQc8d8c4c QhJs5c4s3d 
QsJs5d2h2d As7d6d5c4d JdTc6h6d2h AhKsTc4d2c 
Ts9c4d3s3c KsJcTd8d3d Ah8h8c7d2h Ts9h4c3s3h 
Kc6h5h3c2h 8d8c7d4c2s QcJh5s4c3c AcKs5d4d3d 
Ac9d8c6s3c AcKcTc4c2d KcTs5s2s2c QdTsTd4h2c 
Js8h6h5c2c As7d7c5c4c Qc7s5h3h3c Ks7c6s5d3s 
QdTs9h5c3h JcTs8c7c3h KhQc9c7s4d TsTc6s4d2d 
Jd9h8s2h2d QcTh5s5h4d QcTsTc4h2d QcJsJh3d2s 
QsJs9c4d3h QcTs9c6c2d 9h8s6d3s3h AcJhJd8h2h 
Qc9h5h4s2c 8d7c6s5d3h Td9h9d5d4s AdTh8h7h3c 
KcQc7d5s5c KhJh8h6s6c 8h8c7s4c3s JcTc6d5c3h 
QsJs7h6d2h AdQd8c6s2d Ts9h9c5d4s 7s7h6d5d2s 
KcQc7c6h3d Js8c5s4h3h Kh9c6c3s2h Kh9d7c6h3h 
KcQhTd8h3h Js7s5s4c3c Kh5s4d3s2h As9s8s5h2c 
KcQhTd4c2c KdJsJd4d2c QdTh9s3d3c 9s8d7c5h4d 
KdQh8s3d2h Jc9h8s4h3c KcJh8d5c2s QcTd7h5c3s 
AcKh8s7s3d AsJc5h2s2d 8s6h5s2h2d QhJh5c3h2c 
AcKc9h8c3c Ks8c7s7d5s KsQs7c4h3d Tc8s7s5s4h 
JdTc8d7d3s Ac7c6s6c5c Kh5c4h4d2d Qc7c5s5h3s 
Qd6h5c4d2c AsKh9s6s2c QhTc9s4s3d QsTs9s8s4d 
QdJs8h3d2s QsTd7h5h4h QhJc9d7c4s AdQc9h3d2s 
As6h5s2s2h AdJc5s4s2c Ts9c6s6c2c AsQc7s7h3s 
8c6s6d2s2c 8h7s6h4c2s 9h8c7s5d4s Ad7d5h2h2d 
QdJd6h6c2h JsTsTc6d2h QhQcTd7d2s JsJc8s5h2d 
Js8h8d6d2s AsTs9s5s3c AcKd5h5d2d JhJd8s8c2h 
AsTsTh6c2s KcQdTc4s4c 9h8c5d3h3d JsTd7h6d2h 
Jc9s9c4d2d KdJs8d3c2s 9h8d7c6s4c QhJh8s7h4c 
JdTh5h4h3s KdQcJs5c2c 9d8s7h5c4h KcQc8h4h3h 
Js8c5s4s3c Ad7d6h4d3c QcTd8d6s3h ThTc6h4c2c 
Td9h8h7c4s Ac9s8d7h4h AhKsQh6h2h Th9h8h8c6h 
7h6h6d5h5c Jd9s8c4s3d QhJhJc8s3h Jc8h8c6d2d 
Jd8c6c5h4s Qc9d7h5h2c AhKc7s3h2d Th9c8s4s2c 
8c7d5s2s2c JhTc8d4s3h QdTs7d3s3d QcJs6s5s3d 
AdQd4c3s3d Js6h5s5c3c 8c6d5c2h2d Js8h7h5s2s 
Ts8s7s6s4c Jd8h6d4h3s KdTs9h5c3s AdKh9c8s4s 
QcJs6c4d3h Td9h5h5d2c JsTh8d7h3c Qc9h7h7c3c 
Js9s7d6s5s As8s6c5s3d Js9h8d6h6c Qd8h7c5d2h 
QsJc9s4d3h QsTd9s4s3c Qh8h6s6d5c KhJsJd5s2c 
KcQc9h9c5s As7c6h6d5d AhQh4s4d3h 8d7c6s5h5d 
QhJc9c6c4d Qh8c5s4h2c Jd7h6s6d3s KsQd7c6h3d 
8c7s7d6d2s QdJs8d7d4c JsJc9c7c3h AcQs8h6h4h 
7s5s5c4c3h QsTc7c3s3c 7s6d6c5s2d Qc8s7s5h2c 
KhQh7h6d3s Th8s6d4s3d AcJc9c5c3h QdTc9s4h2d 
QcJh7s6s2c KsTd8s8c2h KdQhJh4h3h 9d6s5s4s4d 
AcJh6d5s4s AdQd9d7c4d 9d7s7h6h2d KcJh7d5s3h 
KhQhQc8h3d JdTd4s3c2s Jh9s7d5h4h QhJhTh9h4h 
JhTc8s7c3d Th8d7c4d3c QcTc9d4h2s As8c7c6c4h 
Qc7c5h5d3h 7h7c5c4h2h Ts8h7h7c2c Tc9d9c7c5c 
Ks7c5s5c2d Qc8c6d4s2s KcJh7c4c2h Ac8s7c5d2c 
9s7s7h5d4s QhJs8d3h2s KsJsTh6d2s Js8s8c7c2c 
Tc9s8s4s2c Kd7d7c6h3s Kh8d8c7h5h JsTh7d4c3h 
Jc8s8h6s2c Ac7h6c3h2h KcQcTc5h2s Jc8h8c6s2s 
JhTsTc4c2d JdThTc4d2s KsQs9h6c3s KdJd9h5d4d 
KsQh6d3d2s QsTd9c4s2h Th9d7c6s3s QdTd6c5s3d 
QcJc6s6h2h KsJs8s6d6c 7c6s6h5c4d QhJh7s7c5h 
KdJh7h3c2d JcTc4h3s2h QsJdTs8s2s JhTd8s4c3d 
Ts9c8h6c4c Qh6h5d4s2d Ac9s6c5c3d KcJd8s6d4h 
KcJc9h9c6c Qc7s5d5c3d 9h8d5h3s3d Jh9c7h5c2h 
Kh9d8c7s5s AsTd9c3c2d KhTc9d8c3s QsJs5d4c3s 
QsJs6d6c2d Jc9h7h4s3s Kh8d7d7c6s 9c8s6s4d3c 
QsTs8c6s2h KhTs9h6h2c AhKh8d8c3h 9d9c6c4d2s 
JdJc9c2s2h Qh9d5h4d3h 9h8h6d3h3d JsTd7h5d3d 
QdThTd9d3d Qh9s7d4d3h Jh9s6h5d5c AhTs9c5d4d 
8s7h6s6d4c AsTs6h3h2s JsTh6h4d3c KhTd4d2s2h 
9s8d7s5h4s 7s5s5c2h2c JsTh5c3h2c QdJc6d4s3h 
Ad6c4s3h3d KhTdTc5s3c KsJc4d3d3c Qs9s8d7s2d 
8d7c6c4c3d JdTc8h7c3s QcJc6h5c3s KsTs7h7c3d 
JsJh9c8h4h KdQd7d5c2c QhThTc7h3s Td8h6h3s3d 
Kd7d7c5s5d AsKh9h8h4h AdQd6s5c2d TdTc5c4s4h 
KdJhTs8h3h Ad7d6d6c5d Qs9c7s5c2d KcQsTh8s3s 
8h6s5h5d2s KdTs9s7s3h KdJc8h6c4s Kd9c6s6d5d 
9d7c5s3s3c ThTc7c4h2s JcTs8s4h3d KdJh8d3s3h 
QdJd8s7d4c AsTd9h5s2s Jc8h8d6s5s 9s9c7c5d3c 
JsJh5s3h2h KhQs9h3h2s Ts8c6h4c3h Jh9d7s5h3c 
Jc9s8c7d4h Ks9s9c5c2s ThTc9h7h3d 9h9c6s5s3s 
9s7h7c5d4h JsJc7h2h2c Jh9h8c3s3c KdJc8d2h2c 
Jh8h8c7d3d KcQd9c8s3h 8h8c7s4s3h AhJsTc3d2d 
Th9h8c3h3c KsQdJh6c3c KcJh8c2s2h JhJd9c7c3s 
Js9s9d6d2s JsTc6s6h2h KhJcTc5d2c AsJd9h7c3h 
AhQd7s4h3h JsTdTc4s2h KhTs9h4d2c 8h8c7d6c2d 
Ad7s6s5c4s Qd8s6c5s4h KdQc7d4h2h Qc9s9h8h5d 
AdKh7s3d2c As8d4c3d2s JsTd9h5c2d AsTc9h5s2s 
Jh8d6h5h2d AcQc9c7d4c 8h7s7h6d4c KsJs9h9d2c 
QcTc7s5c4c QcJc9d4c2d Tc9s6s6h2h AsJs8h6d2s 
AsTh9c5d4d AdTc9s5h3c JhTh9h7h3c AsQc8d6d4d 
Ts9s4d3h3d KdJhTh6h3h KdJsJc6h2d AdTd7s5c2d 
AdTs6h4d3d QhTs5h3s2s AhKhTd6h2h Jd8s8d6h2h 
Js9c8h6d6c AhQd9c7d4d KhQh7c5s5h 8s7h7c6h2c 
QhQd7h4c3s AdTs7s5h3c 9h8h6d6c3d Qh8h6s4d2d 
QcJc7c5s2s KdJd8h8d2h KdQdTs6d2h AdTs6c4c3s 
Kc9s7s6c2c QhJs7s3h3d QsTc6s2h2c KcJd9s7c2h 
9h7d6d5h2d KdJc4d4c2d 7d6s6d5s2s 8d6s5d2s2c 
Js8h5s4d2d Ts9s8h5d4c JcTd6h4s3c Kc9d9c8c5h 
Qc8c5h4h2h KdJh9h5c4h 9s9d8h5s4c KcTd8h8c3s 
AcTh8s7h2d Kc7h6c5s3c Qd8c5h4c2d AsJs7s5h2c 
KdQh7s6c3h Ah9s9c8h2h AsTd9c6c3h TsTd7d4s2h 
QsJs7c6d2c QcJc9s4d3h JdJc9d8d3s Jc8d6h5h4s 
JdThTc5h2h KcQd6s6d2s AsQc3d2s2h Ks9d8s6s5s 
Ts9d7h6c3c KsTs5s5h4c Qd9c7s5d2c KhQh5c3c2h 
TdTc9h6h3h KsTc7d5d4d JhTs8s5s5c 7h6s6d5h4c 
JhJc9s6d4d AdQh9s2s2h QdJh9d4s3c Kd7h6d5d3s 
QhJc6h4s3d Qh9d6h5h4c 9h7d5s3s3d AsKh9s5d2s 
Kd8s7s7h6c Ks9s7d5d2s KcQs6s6h2h JhTc9d4h2s 
Qc8d6d5h4s Ts9d8s7c3h AsTd9h6h3c JdTd4h3c2c 
Td9s9c7h4c KsQd9s3c2c Ts7s7d4s3d Js8s8d5d2s 
Ts9h8d3d2s Jc8d5c4c3d Jd8h5d4c3c Jh8d5d4s3s 
Jc9s8h4s3c Ac9s3s3c2d Qs9c8c5h2h JsJd9c7h4h 
Ks7d6s6c2d AcJd5h4h2d JcTs6h4d3c KsTs6d3d2h 
Qc7s5s5d3c Ad8h7c5d2d Ah8h8d4c2s Td9h9d7d5d 
QhQd8c7d2s Td6h5d4h4c 8h8c7s6s2h Ac9c8c5s2d 
QsTc6s2d2c KsQd9s3d2s KdQd7h4c3s 6h5s5c4s3h 
Jh9c7s6c2h AcKc7s6d2c KcTh9s3s2h Jh9d8d5s4c 
Qs5s5c4h4d JdThTc4c2s AcTc5d4h3c AhQs9h7h2c 
KsQc5h2h2c Js9h8h6h2s AsKc9h6c3c 9c8h7h7d6h 
Js9s5d4h2d Ad9c8h8c6c Qh9c7s5h3d 8h7s6d5h3c 
QhTd9c4c3s 8h7d6h6d3h QhTs7d5d4d KhTh7s7c3d 
QsJh7c5c4c 9h9d8c7c5c 8s8h4h4c3s AcTd8h5s3d 
9d9c7s5d3h 9s9h6h4s2d AcKs9c4d4c Td9h8d7c3s 
Qd9h8c4d3h Qd9h9d8d6d 9c8d7s7c2d KsTc9d2s2h 
Jc9c7h6s2s KcQh6d6c3s Kd9s8d6c3h JsTs5d5c3h 
QhJc4d2h2d Ts9c7s5h4s KcJsTs5d2s Ks9h8c7d5d 
8s8d7h6h2d 8h7c5h4d2d 9s7h6h5h3d KcJs8h5c2d 
9d8s5c3s3d Qh7d6c5h4h KhTh9h8h5s Js7c6s6d3d 
JcTs8d8c2h JcTh8c7c2s 8h8c7s6h2s Jh9d5h4c2d 
9s6h6c5h2c Ah7h6h4c3d KhTs9c8c2d Ts9h5s5h2d 
Js8c7h7c6d Qs8c7h5h5c Th9s9c4h4d Jc9c6h4h3h 
QhJd6c3d2h Qs7s6s5c4d Qh8c6h6d5h Kc5c4s3s2d 
Qs8s6d5d2s AhKs7c3h2d QdJd5h4s3d KdTd6c3s2c 
QhJh6c5h3s Td8s7s7h2h 8d6h6d2h2c QdTc6c2d2c 
Js8d8c6c2s Jc6d6c5s5h KdQh4c3c2h KcQc9h6d3c 
KsThTc5s2d Tc9s9h8d5c QhJh9s9c2d Jc9s8c7c5c 
Qh7d5s5h3s Jc6d5s5c3s KsQs9d7s5s QsTd9h4s2c 
KcQc7h4d3s ThTd9s4h3c QsQdTc7d2d 9s8h8d5c4s 
Jd9d9c5s4d QsTh9c4s2d KhTd8s8h2c JhTs9s8s2s 
KsQd8d6h4d QsJh9d7h4c KhQs9c5h5d KsQcJd5c2c 
AhTh7h4h4c QcJhTh3h2d Jc9s7d6s2c 9h8h6c5d4h 
Jc9d9c5h4c 7d7c6h5h2c Qd9h9d5d2h JcTh9d5s2h 
AhTs9c6d4d Qh9c7s6s6d Ad9c8h4d2s QdJh8d7s4d 
Kd9d6d4c3c JdTd4s3h2s AhKd9h5s2h 9c8c7h7c6s 
KsJc9d9c3h Td9c7s7d5d AdQc7h6s4s AdKh9d5c2d 
Td9s8s3h2d AcJh4d2s2c QhJd8d3s2h KcQcTs4h4c 
Ks8s7d4h3h Jc8d7d6c2s Ks8h7h6c4d QsTc8d5s2h 
Jd7s6c5s4h QdJd4s4h2h KhJc8d4d4c QhJd9d6d4s 
QcTs8d6c3c KhJc8h3s2c 8d8c6h5s3d AhKh6c2s2d 
9s9c4s4c3s 7d5h5d4h3s 9h8s7s6c4s QdJcTc3c2h 
Th9h7s5s2s AcKs5s5d2s QsJsTh5s2s Js8h7d6c4s 
QhTh9h8h4s 9d8c6h3d3c QdTd6s5h3d Ts7d7c6h5s 
AhTd9c5s3d Ac8h8d7c3c KdQhJd7c3d Td8s7d7c2c 
Th9s6c5d4s 7d7c6h5h2d Kc9s8h6h3s AsJh5c4h4d 
JcTc4s3d2s KcTc4d3d2h QcJc8d5s2h TsTc8c6c4c 
KhQh9s3c2c Qc7c5s5h3h AhKd7s6c3s 9c8d6s6c2d 
KsQsTh4s2d KdJhTs7c2s QcTd9s9h4s KhTsTd5c3s 
Qc7h5s5h3c KdJc9h5h4s Js7h6h5d4c QdJs6c4s2c 
Ac6h5c2h2c Ah9d9c4h3s QcJc7s6h2s AhQd9h7h2c 
9d8d6c5h4d AhKd8d6d3s KcQc5c3d2d QhTc9d7c4c 
QsJs8h7d4s QcTsTd8h2s Jc8s6c4s3d KdQs6c4s3h 
8h6c5s5h2c Ts8d7s7h2h 9h9c7c5s3c Kd8d8c6s4d 
AdKdTd8d2d 9h8h5c2d2c KcJcTd6s2c AcKsTd5h2h 
KdTd6c5d4d KhQcJd5c2c KsThTd5c3d KcTc8s8c4d 
QsJs9d5s4s KdJsTh5s2s QdJc8d7h4d Kd7c6d5d3h 
KhTc5c2h2c Ks9h8s7s5s QdJd9c4d2c 7d5h5d2h2c 
AsKd8c3d2c AhKc9h4s4h Js7h6c4h3s TsTc5s5d2d 
KsTsTd4h2c Ks5s4c3c2h QhTh7d5d2d Ts7c6s5h4s 
Qc9s9c7s2s KcQc7c5d2d Kd6c5c2h2d KdTs9h3h2s 
Td8c7h7d2h KsQdTs4s4h KhJh7s4s2s KsQsTs5d2h 
9s9c8d7d5d Js7h6d4h3s KhQh9d3s2s JhTs3s3d2h 
JsJd5s3d2d QdJd8d7s3s Qd8h8d7d3h QsTc7h7d5h 
KsQdJc7d3h Jh8s7c6d4h QdJhTh3h2c KsTd9s4s3h 
Js9h5s4c2h QcJd5s4c3c KdTd6s3h2s KdJh9h7c3s 
KsQh8c3s2h 9s8d6h3s3d KhTh9s6h3h AdKs7h3d2c 
8h6h6d4c3d AdTh9s5c3h Kc7h5h5c2d 9d7h6h5s5c 
KsTd7h5h4h Kc8s7s7d6h QcJdJc8s3c Ad6d5s4d3h 
AhJd6c5s4s Kd8d7s7h4c QdTh8c6d3d Td9d9c5d4h 
Td9h9d3s2s Js8s8c4c3d KdTc6d4s4d QhTd8s2s2d 
AhTd6c4h3h AcJh5s2d2c JsTs6h5s3c AhQdJs3d2d 
Ad8d8c5h2d KhTh6d5h4h Qd9h6d5d4c KcQhTc4d4c 
Th9c6c5h2h AcThTc6d2c KhQdTc4h2h JcTd5d4d3s 
Ah9s8h6c3h Qd9h8h4d4c KdJc9c7h3s 9s8d5s5c3c 
Qs7s5h5d3h KhKdKc9s9d 8s6s6c2h2c JcTs3d3c2s 
Kc9c6d5c2d AcTd6c4c3s Jd9s9d4c2c TdTc9h4c3s 
AdKdTd8d3d AhQc9s7h2h QsJs8h7s3h KcTh9c6c2s 
KhTh8h8c4d AdQh7c6h3s KcJh9h5s4h 9c6s5d3s3d 
KdJs4s4d2d JhTd8c7d3s QhTc8d6h3h Ad8d7h3h2h 
Kd5h4d4c2h QsQc8d4s3h 8s7h6s5d5c KdQd9c7d5d 
KdJs9c5h4h Qd9s8d5c4h Ks9s9h6s4d 9d8s7d5c4d 
KdQs9h6h4c Ks7s7h6d3c Jh8c5h5c3h AhQhTh7d2h 
Qd6s5s5d2h KhQc6d3d2h Jc9c7d6c5c AdTd9d5d3c 
KsJc8h4h4c Qs7s7c6c3s Qh7h6d5d2c Ac8c7c6h3d 
KsJh8c6h4d KsQd9s3s2d Ad7d7c3s3d AdTd7c3c2d 
AcKs4s4d3s Ts9c8c3h2s JsTh8d7h3h QhJs7h4s2d 
Td9d6c5c2d Qh9s5h4s3h 7c6h6d5c4s 8d7s5h4h2d 
JsJh9d6c4c Qs8h5c4h2s AcQc6s5h2c QsTh8d6d3c 
JsTd7c5d3d 8s6c5s2h2c Qc8h6s5h4d Jc9s9c5d4c 
JsTc6s6c2s 8c7s7d6s2c QhJcTc3c2d 8c6h6c4h3c 
KdQs5c2s2c 9d8d6s6h3s KhJd8h5c2s QcJd4s3c2s 
KdTd9h4s3d AsQh9h8c2h JhJc9d8c2c Jc6h5s5c3s 
AsJs8d6h2s JdTc9c2s2h JdTc6h4s3d JdTd8d6d5d 
AcJh8c6s3c Tc8h8d5s4h Ts9s9h3c2c Ts8h6h3s3d 
Ks6s6c5h3d 9h8h6c3h3c KcTc7s6h2d QcTd5d2h2c 
Th9h8s6d3c Tc9s6s6c2s Tc8s7s5s4d KhJhTc6s2h 
KhQsQc7d3d Qd8s7c5d2s Jd9h6h4h4d 8s8c6h5d3c 
8s6h5s5c2h AdKh8s3h2s As8c6s2s2c QsJc9d7c4h 
Kh9d9c8c3d JsJd8h8c2d Qs6s5d3h3d As9c8s3s2c 
AhKd8c7c3s AdKh7c3d2s JsThTc8s2s QsJs6d5s3c 
AcJc9c5s5c QcJc7h6s2h 9h8s6d4d3s AcQc4h3d3c 
KcQd7c4h2h Qd9s9c8c5h 8d7h5d3s3h 8c7h6c3s3h 
9s7h6h6d5c KdJcTs8s3s KcJd9s5h4h Jd9c7d5c2d 
AcKh9s9h3h KdJcTh7s2h KsTs8d3c2d 8h6s6d2s2d 
AdKs7h6c3h Ac4h3s2h2c Kc8s6d6c4h QsTc7c6d3h 
Kh9h7h6c4d Td9h6h3d2c KdTd6s5d4d 9h8c6d3h3d 
KhQdTc4s2d Td8s6s4d3d QsTs6h5d3s QcJd8c2h2d 
Jc9h7s7d5s Tc9s8c7c4h Ac9h9d4c3s Tc7s6c5d4c 
Ac7h7d5h4h Js7c5h4h3c KdJhJd4d2c AcTs6h4c3c 
AsQcTd4d2h JcTd9s5h2d JcTh6d5h3s KdJcTh8h2h 
Ah9c8h3c2h Ac9d8s4c2h Kh8d7d6c4s Ks8d6d4s3s 
8c7s7c4d3d Qc9h7s5s2c KhTh7h7c2c KsTs8c3h2c 
9s8c6c4d3s 9d7h6h5h3s KhTd9c8c2s JdTs8d7d2c 
Kd9s6s3h2d 9d8d6s6h2s KdQcJs7c3h Qs7s6s5c4h 
AdKs9h8h3c 8d6s6h4s2h 9c8h5d3d3c Th7d5h5c3d 
9s7c6c5c3h Ac7c6s4c3h KsQd6s6h3c 8c6s6d2d2c 
QsJs8d7h4s Qs8s8h7d2h 7s6d6c5s2c Td9h6h3d2s 
KdTd8c3h2c Kh7d7c4s4h KcTh8h3h2c KdQd7s5d3h 
Ad7d6d4h3s AdKd9d3c2c 8c7s5c3s3h 9h8d7c5s4c 
Td6h5h5d4h Ks8h8d6s5s JcTh8s8c2d JcTc5s5h3d 
KhTc8h7h3d 6s5h5d4d3h AdThTc4s3c AcKs8d7d3h 
JhTc9h7h2s Jd9h7s7c5s Qc9h8h5s2s Qh7d5c3h3c 
KcTc6h5c4c Tc9h7c5d4c KcQdTs8d3d Ah9h7s7d3h 
KhJcTc3s3c Td9s9c7h4s Kd9c5s4s2d 9d7c6h6c5s 
KhQsJd6c3c Jh9c8s8c6c AcTh6d4d3h Qs7d6c5s4s 
KdTh9c5c4s KdQd9c5s2h Qd9h7d6d6c TsTc9s7s3d 
JcTc5c4h4d Qs9d7h4h3s Kc6d5h5d3h Ts8h8d5d5c 
Ts9h6d5c4h AcKc8s4c2d KcTd6s3s2c 9s8d7s7d3d 
9h9d5c4h2d Qd9c7d5c2h AdTs8h5c3s JdTd4h3c2h 
Kc5c4h3h2s Ts8h7d4h3d KhJd8s4s4d Jc8d6h5d2h 
KhQd7h4s2s KhJd6h5h4h Js9c7h5d4h AcQhTd4d2s 
QhJh9s5c2d Qd9d7s7d4s AsKs7d3s3c Qs8h6s6d5s 
AhKd9s8s3c JhTs9c7c2d JcTc4h3h2s 9c8h6d3h3c 
AhTsTd4c3d 9s8h6h4d3d KcTh9s8s2d AdKh9d5s2d 
Qh8d5s4d2h As6s6h3s3d 7h5h5c2d2c QdJs4c3d2c 
QhQd9h5h2c JhTc5s2s2c ThTd8s8c2s KhQsJd9d4d 
QsJs8h5d2c QsJs8s8h6s Ad8h8d4c2s Qs9d7c5s3h 
Ks9c5d4d2s AdQc9c8s2c QsJhTc6d2h Qs8s6c5c2s 
KcTc8s8h4c KhQs9d6d4c KdTc8s3s2d AhTh9h4c2d 
Ks8d7d6d5c Jd8h8d6c2c Th9s7h5d2d AhQc9s7c4c 
KsJsTh6s3s QsJs8c7s3c KhTd6d6c4s Jd7s5c4s3c 
JsTd9c6s2h 7c6h5s4h3h AhJd9c7s3c KhTd9s9c4s 
KcTd9s6c2c QhTc9s3h3d KhQcJh7h4h JhJcTh7h2d 
AhKh8h7c3h KsTd4s3c2c QcJc8h7c3h KsQs7s5c3h 
AcKh5s5d3d QhTc9s5d3s Ac8d4h3c2h AhJh6h5h4c 
QsTs9h5s3s KcQc8s4s3s AdKd8h8c3d Qs9c8c4d3s 
KsQdJh9h4h JhTh6d5h3s AsKs8d3c2h Kd7c6s6d2c 
Ts8h8c5d4h Kh9s7d6h3h QcTh9d8h3h Th8s7s5s4c 
QdJhJd8d2c KhQs8s5s4d AhJsJd8s2s QsJs6h6c2h 
Jd8s6s5s2d Ts9h8s4s2h Tc9s8h4h2s 9s8d6d4c3s 
ThTd8s8c3c AdTc9s5h4h 7h6s5c4s3s Qc9h6c5c4d 
Js8d6s5s2d 7h6s4s3h3d Td8h6s5h4h AsJc6h4d2s 
Js9h7c5c2h 9s7h7c6h2s 8c7d5c4h2h KcTs9c4h2d 
8d7s6d6c4h Jc8s6c5s2c AcKh8h3d2d Qh5h5c4s4d 
Qh8h8c5c2c QsJd4h2s2h AsQh9c8d3c QsQh8c7h2d 
AdJh8s4d2d TsTd9c7d3d KsTh9c2s2d KsQc9h8d4s 
Th9s6d5c4h AhQs9d7h2h 8s6d6c2s2d AsJh5h5d4c 
8s6h6c2h2c Tc8h7s7h2s Qc8d7d6c3c KdTd4s3s2c 
AcQs6h5h4h 8s7d7c6c2d AdJh8d4d2c QhJc6h6d4h 
Th7s7d6c5s JdTc3s3d2c Ts8s7s6c2c KcTh8d8c3s 
