Kh7d5c3h2d 
Ac8d6h5s5h Kh7d5c3h2c Kc8s5s3d2c Ad9d6s6h4d 
Kc9h7d6h4s Qc5c4d3h3d Ad8c5c3d2d Ks9h8s3h2c 
KsQs9s8s5c Qc5s5c4c3s KdQs9s8h2c 9s8c6h4d4c 
KcQs9h9d3c Ad9h8s5h4h Kd5s5d4d2s 8c6d5h4c2s 
Qs7s7c6c2d Tc9h7h5h4h KdQsJh8s3s KdQdJs8c2d 
Kc9c8d3d2h 9h9c8c4s2s Qh9d8c3h2c Qc9c8h4h2s 
9c8s6s2s2c Kh9s9h7d4h Td9d8c7s2d KhTs7d5s3s 
7c6c5h5c4s KdJs8c3c2d KcTh8c6s2c AcTc7s4h2c 
KsTs8s7d2c 8c6h4s4c3s ThTc7s7h2d Qs8d7c5h4h 
AhQsJd7d2c Ad9s7d3c2h Ts7s7h6c4s AdKh7s4c3s 
KhKc9d4s2s Ad9s7c5s4s Jd9s6c5c3h AdKh3s3c2h 
9d8s8c4c2d 6h5s4s4h2d Js9h9c3h2c Ah7h6d5h3h 
Jc9s8c6c4h AhTd4c3s2h Kc8h8d3h3c 8c6s5c4h3d 
JsTc6s4h3s JhJd8h3s2s Ks9d7c3s2d QsQc7s7h2d 
Ac9s7d5h4d QhThTc4s2h Ah7d5s4h2h KdTs8d6h3d 
Kh8c5s2h2c KhJs7s3s2h Kc7s5c4c2s Tc9d8h8c4s 
KsTd7h6h3h Js9h8d7c4c KdJd7c6s3d Tc9h9d4s3d 
Kh4s4d3h3c Qd9c6c3s2d AhQd7h6h2s Js7c6d5d2s 
5d4d4c3d3c KsTd7c4d2c 9s9h8s4c2c KcTd4h3h3d 
Kc6h6c5c3s Ks9d8s6s4c QcJhTc3c2c JsTc5c4h2c 
Th9s9c8d3c QcTs4c3c2s Qd4s4d2s2h KsJc6h4d2s 
QsQh3h3d2h AdJh8c7h3h Ad9s7d4h2c QsQd8c6c2h 
JsJc5s4d3s Ts8d5d4h2h 8s6d5s3d2c Jd8s8d6d4c 
AhTd8h3h2s Ah9c6h5h4h Ad9h6c4h4c KcTs7h6h3h 
AdJs9h9c2c QhTd8h7c2h Qc8s7h7d6s KdQd9h8s3d 
Qc9h8c4h3h 9h9d8c5c4c QhQd7c3c2h AdJc9h4d2d 
8d7c6h2h2d KsQsJc8h2s Kh8s8d6h4h Ad9s9c8s4h 
AsQdJd7c2d Ad9h5c3h3c Ac9s6c5c4c Js8c6s4c3c 
8d7s4s4d3h AsJc9h4s2s Qc9d4d4c3s JsTh5c4h2d 
As9c7c6c4d Qd9c4d4c3h QcJs3c2s2c JsJc6d4h3c 
Qc7h6c3s3h Kd9h8d3s2s Ah9d4h3h3d KdQc7h4c2h 
9d8d5h4d3h Kd8c6s6d4d AcJs9h9d2h JsTs4c3h3d 
Qh6h5c4s3d QsTh6d4c3c Ac8h7h5d3s Td9h9c8c4c 
KdTc9h5d2d KdJh5s4c3c AhTd4s3c2h KhQc7c3h2h 
Kh8s8d5s3d 9h8h8d6s3c AcTs7s6s3h 9s8h6h5h3d 
9d9c8s4s2d AdTh6s3s3h AhQd7s4c3d QhJh7s5d3h 
Kc9h9d8s5d Jc8h6c4h3h Ts9h7h2s2h JcTd8s4h2d 
AcJh8s7d3d KsQh7h3s2h 9d8s8h4s3d Ac9d7c4h2s 
KdQh9s3h2s Tc6h5c4d2h AcJc3s3h2d Qh6c4h4d3c 
QdQc3s3d2d JsTs9c3d2s 8h6h4d4c3c Qh8c7d5d4s 
Ac5h5c2s2c QhJd8c3h2c Qs7h6h3s3d 8s7h5s5d2h 
JdTc8c6h3c AsJd8h4h4c Js7d7c6h5c Th9d8h5c3s 
Qs9c6c3h2s KhQcTd8d2d Qh9d9c5s3h AdQs5h4h3c 
9d9c8h5h4h AdKd9d7d4d 9d8c7c3d3c 9h8c6d5s2s 
KcQdTh6h2h Kc6s4c3s2h 8h8c6h5s2h JhTh8d6c2h 
Qs9d8h8c5c Jc8c5c4h2h JsTs6h3d2d AcTh7c4c2d 
Td9c7c3d2s Jc5h5c4h3d Th9s9h5c2d 9h8d6c5s2s 
Kd9c8d6d4s AcJs9d5s2h KcJd6s4h2c KsKd7s7h7c 
Ks9c4d4c3s Qs9s9h3h2c KsQd9d6h3d Qc8h6s3h3c 
Jh8d6d4h3h Td9s9h8d4d AdQdJc6d2d Jc9h7s5s4s 
Kc9d7s7h5d 7d6d5d5c4h Qs9c8h5s5d Ts9h6d4c3s 
Th7s7c5d4s 9c8s6h4s4d Th9d8s8d4c Qc9h7s5c4c 
7s7c6s4d2d 7h7c6d3s3c Kc9h4h4d3c Jh9d7c6d4d 
KcJd6s5h3h Td8c7d4c2c AhTh3h3d2d KdQd9h8c2d 
AhKh9h9c3h JdTs9h5c2c AhTc6s6d4d KsTh7c5h3h 
KsQs5h3s3c KsTsTh6c2s 9d8s6s2s2d QhJc9d6s2c 
8h8d6s5d2c Td9s8h5s3c 9h8h8c6d3s Th9h6h5c4h 
Th9s8s8d4c As9c7d5h4d Kc7c5h4c2h Jc7s6h5d3c 
Tc7d7c4s4c Td9d7s3c2s JhJc7d5c2s KhQsTd4d2c 
9h8s8d4s2h Qh9c8s8d5d Ad9s9c4c3s TsTd5s3d2c 
Ah8d3s3h2s 9s9d5h3d2s Jd9s8h5c3s Kh7d5h5d2d 
Th9d7c3h2d AcQc6h4c2s Qd8s8d5h4d Qs6c5h4s3d 
Ad7s5s5c4h AcJd4c3h3c KcQd9d6h3d Jh9s9d3s2d 
Qs9c8h6d4c 6c5s5d4c2d JcTh8h6d3h Jc7s7c3s3h 
Jd7c6h5c2d KhQd9c8d2s Ah9h4s2s2c KcJc7h6s3c 
Td7c6c3d3c 9s8s8d6c3h Kd9d8c4s2s QcJd8h3c2h 
Qc4s4c2s2d Td9h8d5s5c 9h8c7s6d3s Ts8c7h4h2c 
KcTd4d4c2c 8s7d6d4d2s KdQsTh7d2d AdKh5s4c2s 
Kh9s7d3h2d Jh7s7c5h2s 9d8d6d5s2h QhJs9d6h2c 
JcTd6c3h2h KsQc8d4d2c 9c8c6c5s3h Jh9h7s3s3h 
JsJd8d3h2h AsQs7h7d3s AsQd7c6s2s QsJs6s4h3c 
Ac6s5s5h2h QhTd7h4d2h Kd8c5h4s4d 9d8s7c5h3h 
9d7d6s2s2c KsTs8d4h2c Kh8s7h5d2c Qh9s8h3c2s 
KdJh3s2s2d JsTs8h6s2c QcTd6h4s3s QsQh8h7d3h 
KhJh9h7h4s Td7c6d5d4d AhJh4d3h3c Js6d6c5c2s 
KcTh7s5h3h KdJh9d7d3d Ks9s7h4d2h 9c8d6h6d4s 
QcJc7c5h5d Jc8h7c6s2s Kd9c5h4h4c QsQdJd7c2d 
Kh6s6c4s3c Jc9s8h3c2s Ah8s5h3s2h Tc8c5h5c3h 
QsQh8c6c2d Qc9s8c7h4d QsTc5h4h3d Kh7d5h4h2d 
KhQc7c4d2d Kh9h9d8c2s KsJd9s5h2s KdTc7s6s3s 
Kc9h8c4d2d Ad9h9c4h3c 6c5s4s4c2h QsJhTd7d2c 
KsKd7h7d7c ThTd8s3h3c Ks8d7c6h4c Qc8c7s4d3s 
9h8s8c4s3h Th9h9c8s4h 5h4s4h2s2d Td9d7d7c4h 
Kc7d6h5s5h QdTh8s6h3h Qs6c5h4c2h Kc6s6c5c3h 
KsQdTc6c2c AhTs8h3h2c Jc7h6c5d2d Th7h6d5h4h 
KhQh9h6c4h 8h6h4s4d3s Qc4d4c2s2d QcTc8h3h2c 
Ah7s7d6c4s AdJs8c7h3h Qs9s6d3s3d Ts9d5s4s2d 
AdJs8s5s3h AhQc5d4s3s As7c6d5d3h KsQs9d8c2s 
JsTd5c4s2s 9c6d5s5c2d AhQd9c7c3c JdTc6h5d2s 
QcTd8s6h2s JhTh6s4h3d AdJd3h3c2s AsKsKhKc4s 
JdJc7h5d2s 7c6s5s3c2d ThTc5h3c2s Kh6s6h5h3c 
Qd9s9d6c3d KdQd5h3s3d AdQh9s6c4c Js8s8c7d4s 
9d8d6d5h2s Qs5d4h3d2s AcJd9s9h2s 7s7c6c4s2s 
AsTd8h6c2d Js9d4h3s3h QsQdJh7c2h Kc8h6s5h4h 
JhTh7h5h3c QcJh7h4c2c 9h9d8s6h3c KdTd7d5d3s 
8d7s7h4d2h AsTh6c5h4h 9d8c7s6c3c Ks5s4c2d2c 
AhQh8d4c2h QcJc9s5d2c KsQc5c3h3d 9c7s7h4h4d 
Js8h7d6d2h Jc9h8c6c4d Kc7h5h3d2c AdQd8c4s2d 
Kc9h6d5h2d AdQc7d6d3d Js8s8c5s4s KhQsQc7s2s 
AhKh8h5h2s Js7s7h5d4s KdQh7s6d2c KcJc8c6d6c 
Qd7h7d5c2h 9c8d6h5s2s QdTs7d4s2d QhJs8h4d3c 
KdQs7h4s2h Qc7h6h3d3c QdJs8d4c3h Ah9s7s6s6d 
9d7d6s6d2s As9h6s5s4s Ts9h7d3s2h Jc9s8s4c2c 
Qc7c6c5d3h Td9h9d8s4d KsJc9d4s4h Jc8c5s5c2s 
QdJs5c4s2h KhTc9d5h2h KhJc6s5d3d Ks9d9c5d2c 
QhJd9s6c2d 7d6s6c4c2s Kh9d8s4h2s AcQdJd7s2d 
Qh8s7s7d6s AdTs5d4d2h As8s7h7c2s Th9d8s6d3d 
9s8s5d4s3d Td9h5h3c2d Qh9c7d5h4h Kd8d7h4h3d 
KhQc9s7s4d KsQd9h5d2c Kh7d5s3h2s Ts7h6s5c2c 
Td8s6h2s2d KhJd9h5c2h Td6h4d4c3h KsTs9s8c4s 
JsTh9c5d2d AcKc8h5c2c JcTh6c3d2d QhJd4c3s3h 
Jh9h9c8d2s Qd6c5s4d3h Td7s7h5s2h JdTs9h7h2h 
QdJc8s8d4d Qs9h6c4h3c Qs5s4h3h3c QcJc8s5d2c 
Jd9s8d6d4c Td9h8s7s2c Ad9c7c5s3c QhJh6h4d3c 
JhTh6h6c4h JhTs8h6h2c Jh9c4c3h3c Qh8h7h6c2c 
Tc9s9c8h4c Jd9d8h3h3d 9s7s6s6h5s Jd8d5d4h2h 
QdJd8h8c4d Td9h7c4s4d JdTd6h3s2h KdQhTs3d2d 
Kh9c6s2h2c Ts9h7d4s4c QhJh6c4d3h KhQd9c5s5d 
Tc9d6h6d4d 9s9d7h7c2s Kh9h7d4c2d Qc9s9d5h3c 
Ad9h8h5s5c Tc9d6s4h3c Ks9c7h3s2h AcQc8c7d3c 
Ad7s6d5d2h KsJs6s4d3h 7h6s5d3h3c AcQs9h5d2s 
Qd8s7h5d5c QhJs8c7d4d JsTh7h3s2s KdQh7c4h2c 
8d7d5s5h4c Th9d8s7c3h Qs9s6h3s3h JcTs7s3c2c 
Th9c6s6c4c KhThTc7h3h QcJcTd7s2c Ah8d6s5d5c 
Qc9h8s5d5c Tc9s7d4d2c KdQh7h4s2s QhTs5s5c4s 
Js8c7s6c2c QdJs8d2s2d QcTdTc4h2c KhTd7s4d2s 
TsTh6s4d3c Qs8h7d5s5c Ac8c6c5d5c Jc6h5h4c2d 
Ks6h5s4s4c Js9s5c3h2c 7h6c5s3h3d Tc9s6c4c2s 
JhJd6c5s3c KsQh9c8h2d Td9d7h7d2h Qc5d4h3d2c 
AsQh5c4h2d Kd9c5d4c2d Kc8d6h6c4c 7d6c5c3d2h 
Jc9d4s3s3c KsTc9d4c3h KcJc6s4c3h AhJd8s7c3c 
QdJhTs7d2d KdQsTs4h2s TsTc5h3s3d Td9d7s3h2s 
JsJc9d5s2s Kd9s8s5c2c Th9s9h5d2c JcTd8s6h3h 
AsTh9c6d2h KhTh7h6h3d KhJh6d4s2c Td9c8s5h5d 
Qh5s4c3s2h Ad9s9h7d2d Qs8h8d6s4s 9h8s8d4s3h 
Js9c6d5d3h QsQc8h6h2d Js8d7d6s2s 9c8s7s4h3h 
Jd9c7h5h4h QdJsJh7s3s KsQs5d5c3s QcJd8c3d2d 
Th8d7h4d2h Td7h5s3s3h QdJd8s8d4h JdTc8s4h2c 
Js9d9c8d3h KhQs9c3s2c As8d6c5h5d Jh8h7c5h4h 
AcJh7d4h2d KhTd6c5s3s 8s6s5h4c2d KhTc4s3s3c 
AdQc9s5h3h QhJs9c7d4d Qc7s5s5c3c AsQc8h8c3d 
AdKd8d5h2d Qs9c8h8c5c As9h4s3s3h KhTs4d3s3d 
Ad9c7d3s2h AdKh8s8h3h 8s8h6c4d3h 7d5d5c4c3d 
Ah7c6s5s3d 8d8c6s4h3d KsQdJh8d3d QcJdTh7h2s 
AcJs7s5d2h AsTh7d4c3h JhTh8d4c3h JsJh4c2h2d 
AcTs9s9h9c KdJh7d4s3d KsTc9h4d3h Ts9d7d2s2d 
Td7s7h4s4c AcKd7d6d2h AsKsJs8s2s Jh9h5d3c2d 
QsTs6s5s5h JsTc8s6s2d JdTsTc7s2s Qd9s9h5c3d 
KdTc7h6h3h 9c8s6s5h3s Kh9d8d3h3d Ad7c6s6h2d 
Ks7c5d3s2c Ac5s5c2d2c Th9s7d4h2d AcJs7s4d3h 
Jc9c7c5d4c KcTc7c4s4h 6d5c4c2s2d Kd3h3c2d2c 
KhJh6c4h3d Kh6h5d4c2s Qs7s7c5h2h 7s6c5h3s3d 
9h8d7d4c3c Tc6h5c4s2h Kc8h6s6c4c Kd9h8h3h3d 
8c7s7d6c4c QdJd6d4c3h AhTd5c4s4d AdQhJh7s2h 
QhQc8c7d3c AhTc6d3d3c KhQh9s8c2h AcQh9s8s2s 
KsQh8d4d2h Js9s6d5c3s Js9s5d3h2h AhQh7s7d3h 
6h5s4s2h2c Ks9d9c8h5d KhJh9h7h4c KsJs8d2h2d 
Kh8h7h4d3d 9c7c6d2h2d 9s6d6c5c4h Tc9h5h3s2c 
QdJc5s4s3s Qc7s6s3h3c Qd9d6c3d3c KdQhTs4s2c 
9s6d5d4d2s Qs9s6c3s3c AhJd7d5s2c Qh7d6c4c3d 
9s9d8d5h3c AhTd8s6c3d Td8c6c5s5c Jh9s7c6s4s 
QhQcTs3s2s JdTs5d4c2d 9c8c6c5h3d Qc9d7c6h4c 
Ks9d6c4s4h Jh9c8s3h2c AhQs9s6s3c 8h8c5s5c2c 
KsKhKdTs2d AdJh8h6h4h 9s9c8c4d2d QdJh6d4d4c 
KsJs6s4h3d Ks5h5c3c2s Tc8h5h5c3c Ks7s7h6s5s 
KdQcTs6s2s As9s7s7h2c QdTh3d2s2h AdJs7d2h2c 
Js9c6h5h3d AsKs9s9d3s Js9s7s5h3s QcJd8h8c4c 
Kh9c6s5d4c QdJd8s3s2c KdQc7d5h2s Kc6s6h4h3s 
Kh8s8c3s3h Ad9s8h5s4s As9s4d3c2d 9s7h7c6h4h 
Js8s7c6c2c Td9d7s7d2s Ah9s9d7c4s QcTs6d6c3c 
AcTs9h6d2s AdQs9h5c3c Td9c8s7s2h Ah8s5s3h2h 
KcJsJd8c3c Tc9s7s3c2d 9c6h6d5h4s QdTd8d7s3h 
QcJd6c4s4c KsQc8h4h2c 9c6h5s5h2s Tc9c8c6d2h 
KdJs5c4h3h Kh9d5s5d3s Qh7d7c5h4s JdTh7s3h2s 
Jd9s7s5s4s KcQs9s3h2h As9d7c5h4c JcTs7d3d2c 
KsQs9d8h3s KcJc6s4d2h Ks7h6d5d5c AhQd5h3c2h 
AcTc6c3s2s Th9h8c7h4h Jc7h6s5s2c AhQd5c4c3s 
Td9c8s5c3h QdTs8d7c2d KhJdTh7h2h Qh9d6c5s5d 
AdQh9h6h4h Ks9s8h3h2d 9s9c8h5h4h As9d7h5c4h 
Qh7s7d6d5c KdQh9d7d3c Ts7c6s5h2h KhQcTd7h2h 
Qh9h8s3s3d Qc9s8s8h5s AdTc7d4d2s AhQs6d5d3c 
AsQs4s4c2h AdQd8d7s2d AsKs9s7s2h 6s5c4c2s2h 
Kc7c6d6c4h QsJc8h7h4h Ac9s6d4s4d Kh9h9c5h4d 
QhJc7h5h5d Qs8h6d3s3h QsJs9s6s3c 9d8s6h4s2h 
9s8d7h6d3d Tc9s7s4c2c 9h9c8s5h3d QhQc7d7c2s 
Td9d8s8c3h KcJc8s2s2d Jd9s6s3s3d Ad9s9c7h4s 
Kh8h6h5h4c KhJh9d6s2h 9c7c6h6c2h Ac9d8d7h2s 
AsTc4s3d2h Ad9h9c8h4s ThTc8s3d3c Qc8h6d3h3c 
6s6d5h3s2h QsQc8s7d3s 9h9c7h4c2s AsKd8d8c3d 
QdJh8c3d2c KdQd9s5d4d Jh9h6d5c3h Qd7s6d3s3c 
7s7d6h4c3d AcTc6c4d2s AhJc8d7c3c KdJd6s4d3h 
Qd9d9c6h3d JcTs8d3h3c Jc9s5s5d2d AdQs9h7c3c 
KdTs7h4s2h Kc8d6d5d4s Ks9h7d5d4c JsJc7h5s2d 
Tc9s9h8d3h AhQc9s5d3d Tc9s8d8c4h QdTc5s5c4c 
Qd9c8s4s2d 9c8h8c4c3h Tc9s9h8h4h JsJh7c5s2d 
9d9c8s4s2c Jh8d6s5s4s QdTh6s4c3c 7d6c5h3c2h 
KhTh8d6s2h KdTd8s4h2c Jh8s8c4c2h KsTh7d5h3h 
KsQh7s5d2c KcJsJc7d2c Kd8s6h6d4d KdQhTs6s2s 
JcTd3s2s2d Ad6s5s5h2h Ah8s6c5s5d AsTd8c4d3h 
KcJh7d5s5d JsTd6s3h2h JsJd8s3c2c Tc9s8c5h5d 
QhTh8c7h3d Jc8d5s5h4c QsQh7c4h3h Qh9s7c3h3c 
Qc5d4h3d3c AcJs6d5d4d 9h8s6s4s3h AhJc5s4s4d 
KdQc6s6h4h JdTs5h3s3c 9h6s5h5d2s AsKsJs6s2c 
Jc7h7c5d4c QhJh4d2h2d Qc9h9c7s4d Ac9s9h4s3h 
AhJh9h6d2c JdJc7h6d3d QcTh7c3h2s JdJcTd7d2d 
Jc7d7c3s3d 9h8h6h6c2c QhTc8s6d2s Kc6h4d2h2c 
KdTh4c3h3c KsJh7h3s2h AdQh6s2d2c Qd9c5h5d4s 
Ts9c8s5h5d Jc8s8h4c2s Qc9c8h6d2s As9d9c8c4h 
8h8c6d3s3h 8c7c5s4h4d QcJh9s6d2h JhTh8h6d2s 
KdQsTc6c2c Jc9h6c4s2s Tc9s9d8h3d KcQh7d6s2c 
9c6s5s4s2c JhTd5d4c2d Ac9c8c7c3h 9d8s6h5s3c 
AdQd7h6d2c Ad9h7h6h4c Qh7s7h6s2c Kc5s5h4s4d 
Kc9s4h4c3s KhTh9h8h2s KsQc4h4c3d JcTd6c4s3c 
KhQc9c3d2d KdTs7s5c3s Tc9d8c6h2c Ts9s7h4h2s 
QdQc6s6h2h Qs9d4s4d3h 8d6d5h4c3s Ac9s9d8s3h 
As7d7c6h4d Jd7c6d5h2h AsQd8c6d2h QdTc8h4s2d 
Ac9s7c6h2c JdTd6h4d3s QhJh9h5s5d KcJs9h6h4h 
Kd9h7s6s4c KcJh9c5s2c KhQd9d3s2s QcTd7h4h2d 
Qh8c6d3h3c AsKh9h5h2d Qd8h8c4d3c 6c5h4h4c2d 
9c8h6s5h3d JsJc7d5s2h KsTc6h6c2h KdQh9c8h2s 
KdQh9c7c4s QsJh7s7h2h Ac9h7s5h4h JsTc5d4s2s 
QsJs7s5c3h JdTs8c3h3d 9s9d8h4h2s Kh8s7s5d4s 
QhJc6h4h4d QsTs9d4c2s Kd9c8d3c2s KsTsTd7s3s 
Td9h8s6s2c 9c8s7d4d3s AhQd5d4s2c 8h8c6s3h3d 
Th9h7s4s2h KsKc8c4c2c 9s9c5h3s2c AhTd8c6c3c 
Js9h9d6c4c ThTc8d5s3h AhTd8c6d3s Tc9s8h7d3c 
KsJh9d6c3h 9h9d8d4d3h 5c4h4c2h2d 8h7d5s5d2h 
TsTd8h5c3s AdJh9d6d2c QsQd8h5c3h KcTc8d6s2c 
Jd7d6s4d3s Ah8s5h4c3h Jd8c7h5s5h Ts7s6c5s4s 
Jc9s9c6c4d AdQh5s4c3c KcQhTh3s2h Js6h5s5h3h 
QcJs4s3d2d Ts9d6h6d4d QsQd6c5c2c Jh8s8d4h2d 
Jd7d7c5h4d KdQs7s3d2s Jd9h6s5s3c KdJh9c8h2s 
Th9h8c7h2s Qh4h4d2d2c Qh9c5h4c2c Qh8h8d4s3s 
9s6d5d4s2s QdJc7c4d2d Qc6d6c4s4h Jc9h6h3h3c 
QhJs7s5d3s 9c8d6d5d3s JhJc8s8d2d QhJd7d4h2h 
6h5h4s3s3h Jd7d6d5c4d Qd9c7d6h4d KcQd6s3h3c 
QhTd8d6c3d 7c5d5c3h3c 7s7c6d4h3h Th9h9c4d3h 
9s8s8d4s3d AdQs9c7c3c AhTc9c4c3s AhTsTc6s3s 
AdKsQc7h2h Qh9h6c5h4h AhQc5s4s3d 8s7h5h5c2s 
9h7h6h6c5h Kh7h6h6c4s AhTd7h4h2c AdTd6d4s2h 
AhJh6d5s2h Jc8s5c3s3c QsJd7d5h3d AcQd5s4s3h 
AhQh6s4h2d Tc9s8d6h2h Ks8d7d6d4h 9d5s5h2s2h 
Js8s6d4d3d 6s6h5c3s2c AhKhQh4h2h KcQh7h3c2c 
KcQd7c5s2h JsTc9h6d2h As7s5s3h3c QhJd7h7d2d 
AdTh8d3d2s 9s8c6c5h3c KhTd7d5c3d Ac7d6s6h2c 
AhJh7h4h3c Kh9d9c6d2c KdQsTs3c2s JsTc6d3s2d 
8c7c5h4s4d KcJc8s3s2h AsTc5h4d4c QhTh9c3d2s 
QhJd5c4c3c JcTd8h6s3s 9s8h7c4c3h KsQsTs6c2s 
Qh5h4c3d3c 9h9c7s6s3s Qc9c7d4d3d KhJh7s6d3h 
Jh9h8s4h3s As9c8c7h2d KsJd8c5s3s KhQc8c5s3d 
AhTd6c5d4d AsJc9h5c2d As9h7s6c2s AhKs9s5s2c 
Js8d7h6h2d AcJcTh6c2c 7h7c5d5c2s Js7c6s5h2h 
Jc8d7c6s2s Qc6d5h5c4s QhJs9d6c2s KdTh6d3h2d 
Ts9s9c8h4s AcKh7h6h2s Jd9h9c8c3s KdQcTc4s2c 
JhJc9d8d3d KcJh7d5c2s AcTh8s6s3s Qd9h6h6c5h 
JsJhTh7h2h AdQs7c4h3s KhQh9h8d3c JdTd9s3h2d 
Th9h8h4c2c Jd7h6s3h3d Kh9d8d5c2c JhTc9d7d2d 
Td6h4s4d3h KhJs7d5h2c AdJs8h7s3s AcJd4c3s3c 
QdJhTd3d2d Jh8s8d4h2s Jh9h9c8s2d As9d7s3c2h 
JdTd9c3h2d KdJd8h2h2c 8s8c6c3s2d Js7h7c6d5c 
KhQhTh2d2c KsTs8d4c2h Jc9s9c8h2d Td7c5s3s3c 
AcQs6h4s3d Jc8c5c4d2d AsKsTh3s2s 9h9c7d3s3h 
Jc6h5h5d3d Qd7s7c6c5h Kd8h7h5s4h As6s6h3h2s 
Th8d8c7d4d Jc9s7h5h4h 9s7s6s5h5c Jc9s8h5h4h 
7s7d6c4c2d JsTh5s4d2s AcQd6s5s3h Jc9c6h5s3c 
AhQs6c5d3d AdQh6s5s3c Th7h6s4s2d QdTd8d5d4d 
Qs9h6s6d3c Kc9s4c3s3h QhTs6h6c3h TsTd9s6c2s 
Ks8c6h4s4d 7h7d6d4s3d Tc8s7c5h3d JdTs6c4h3c 
Qs9c8h3s2h KcQhTh2h2d KsTs8s7d2h 9s8h7h6c3d 
KcJc9d6h2c Qh8s6c3s3h QdJs9h7c4h Qs8s7s6d2d 
Th9d8h6h2s TdTc5c3d2s KdTc5s4c3h 8s6s5d5c4h 
8d6s5d4c3h As9h7h5c3h JsTd9c7h2h Tc8s7h4h2s 
KhTh4c3c2c 8c6s5d4c2h Th9s8d6c2c KhQh5d3h3c 
QcJd9h8h3h Th8h7d4h2d Ks7d5h3s2d Jc9c7h3h3c 
AhTh6h4s2d AhQs9d8d2d KsQc7d6h2s KdJd8s5h3d 
Qd9h8s8c5s AhTh7s4d2h Th9d6s5d3d Qc8d6c4c2d 
Ts9s6c5h3s As9c7s6d2s Qh8d7d6c4d Qc9h9d8c2s 
AhTc8d6d3d Jh9s9c8c3d QsTs8s5d3h KcJd9s9c3c 
KdQcJs8c3c 8h7h6s4h2s JsJh4c2s2d Kc9c6h6d4s 
AsQs7s6s3c 9c8s7h4h3s KhJc5c4c3s Kh9d7c6s4d 
As6s6h4c3s KdQh5s4c3c Ad6d5c3h3d Kd5d5c3h3d 
AcQc8c7d2c KhQd5s4s3c Qs9s7d4d3d KsTh9d4h3c 
Kh6h6d5h3c 8c6d4s4c3s Jc8h8d4h3d 7s7c6s4h3s 
Td9d7h3h2c Ad7c6d5d2h Td7d6h5d4d Ad9d8s8d2d 
QhTh6h5h5d Tc8h8d6s2h KdQh9c5s3c QhTh7s5h5c 
Kd9s9c5c2s Th7h7d6c4h As9d4s4c3h 8d7c5c4h4c 
Kc7s6d5h5d Ks5h5c4h4d AhQd9d6d4d QdTs8s5h2c 
QhTh9s4d2h Ks8s8d6c3h JsJh8h3d2d Th9h7h5h4d 
QcTs8d6s3s KsJs8h5s3d 9d9c6s3s2c AhKs6c4d3c 
JdTd7s4d3d JhJc8s2h2d 9h8d6c5d3s JhTh8c6h2s 
Jc9s6c5h4c Jd8s7d6s2s Kd8s6c5s4s JhTh6s6h4h 
9s6h5s5d2h Jd8d5h5d2h 8d8c7c4d2c KdQsQhQd9s 
AhKh8d6h3h Qs9d6s6c3h Kh9h8s4d2d 9h9c8c5s3d 
KcJc8s5h3c JdJc8c3s2s JcTs9d7h2h Kh7h6s3s3h 
AcQdJd7h2d Js6d6c5d2s Ac8d7c6c2s AhKh9h7h2d 
AdQh5d3c2d 7d7c6c4h2h Td7h6d5s2h KdJh8c5d3d 
JhTd5s3d3c Qc9d9c7s4h Qs9c5h4s2h AcKcTs3c2c 
Js9h6s6h2s JcTd4h3s3c Jd6s6c5c2d 9h8h6h5d2s 
8s8c7d5c3c Qs9s9d7h4c JdTc6d3s2s Qh9c8c4h3h 
Qc9h6s6h5h AsJs9s6d2c JdTs3s3d2d QcTd5h5d4d 
Tc9c7h3h2s AsTc6d4c2d AhQs9d5c3c Jd9d7h3h3d 
AsQc7h6s2s 8c7c6h4c2h 7h4s4h3s3h Js9s7s5d5c 
KhJh9c6d2h 9c6h5d5c2h JcTd6c3s2s Kd9d7d6d6c 
Ts7s6h5d2d 8s8d4s2h2d 9d9c4h2d2c Td9c6h6c4c 
7d5d5c4c2s AcQcJs6c2c Ah8s7d4h3h AsQs4s4c2d 
AhKc3h2h2d Tc8h7c5d3s QcJs9d8d3d KhQs6s4s4d 
Ts9d7h4h2s Kd9c8d3c2h Kd7d6h6d4s Kd9d6s6h4c 
Kc7h5h3s2c AcQh6d5s3s AhKc7c6c2d AcTh4c3d2s 
Qc8c6d6c4s QcTc9h4c2d Jc6c5d4d2h AdJh4h4c2c 
Ts8h8c6d2c 8c6s6c4c2s AdQc9d3h3d Qs8d6s4s2d 
9s9c8h6c3d 8s7d5c4d3h AsQh9d6d4d 6s6h5c3h2c 
Td9d7s3s2h Kd9c4h4c3d QsJh7h5c3h Qc8h7s5d4d 
Ks8h6s5s5d AhQc9s7s3s AsQc9d8d2d 9h8h6h5c2s 
QhJh5s4c2h Ts9s8h8d2c Jc7h6h4d3d Jc9c8h6c4d 
8h7s5s4d4c Ks8h6d5h4h Tc8c6s6h5c Ks9s9d5s4h 
QsQd8c5c3c 7h6c5d3c2d Kd9h6s5c4h AhKh4h2d2c 
Kc9d5h4h4d Kc9h7s6h4d AcTh8d3c2c Jh9d6d5d4s 
KcTd8d6s3h 5h5d3h3d2s 6s5d5c4d2s Td8s5s5c3c 
AcKc8c5d2c 7s7d6d4h2h AdTh8c6s2h Td9s9d8d4c 
QdJh6c5h2s Th9h7h5h4c KdKc7d3s2d AsQhJh7d2h 
