QdJd7d5c4d 
AsKh9c6d4d AdKh8s7c3c Kh9s8c7s5s Kd9d8c4c3c 
Jd7h7c6h3c KdTh8h3d2h KhJc5d4s3c KcTs9d8d3h 
TsTc9s5h3s Qs8d7h5c4h QsJd8h6c3s Jh8d6s6c5c 
Ad8h6d3h2h KsQs7s6h4s QdTc9c6c3c QdJs7d3s3c 
Ks9s8c4c2d Qs4h4c2s2h Qc5s5c4d4c AhTc8d7d3d 
KdJd9d8h2c Qd8h7s5c4s Kd8c6s5d3h AdQhJh7h3h 
Ad8h7s7h6h Th9h5c4s2c KhQd9c6s2h Tc8d7h7d5s 
JsTs3h3d2h 6h5s4h4c2s Kh6s4d3s2h 7h6c5s5c2h 
KsQs7d6c3s 8s8d7s6s2d QdJsTc7s2h Ah8h8c7h2s 
AcTh8c2d2c JdTh6c5c3s KsTc8d8c5c Ah9h9c4h4d 
QdJd9d5h3d Ts9h7c5s2c As8h8d5s3s Jd7c6h4h3c 
AhTc7d5d3s Ah9s8d5d5c AhJd7s6s2d 7c6c4s4d3s 
Ad9d8d6c2h Ah6c3d3c2h 6s6h5d5c3h Kh8s5s5c4c 
Js8h7c5c2h KdThTd8d4d QcJs7s5h3d Kh9d9c7s3h 
KdQc9s8h4c QdTs8h6c2s Jh9c6s3h3c Tc7h7d6h4s 
As8h3c2s2h Qc8h7c6c5c JsTs8s4h2d Jc8c6s4d3d 
KhJs9d6s3c KsKh8d4d3d Ks9d7s4s3d Ks8s8d6s4c 
8s6d5d4c3h As9s5d4s4c AcJsJh3d2h AhKsTc6c2d 
Kd9d6c3d3c JdTh4d3c2c Qs8h5s5c3c AdQs9c7h3c 
KdJh8c7d2s As8h6s5d3s Ad7h3s3d2s Kc5s4h2s2c 
AdJc6c5c4h Qd8s8c7d3c KsQhTc7h2d Ah7h6s6d2c 
Qd8h8c5d4s KhQs7s3s2h Kc9c8h4h2d Kh7h5s3s3h 
QsTd6c5h3h Kd7d6s4h2s AhTh7c6s2h QcTdTc6h2c 
KdJd7h7d5d 7s7h6s4s4c Th9h6s2s2d AdJh7c6c2h 
Td8d7h6d2h Kh8s8h4d3s Tc8c7s7c2s AsQdTh6c2h 
Qs7s7c4c3d 7d6d6c2h2c Jh9h7h4s3s AhJc9c4s2s 
Th7s6c3h3c Qs5s5d4c3c 8h7d6c4d2c AsQh8d5h2c 
Kd7d6c4h2c AsQc5c3h3d KhTd5h3h2d Ts6s5s4c3c 
JsJc9c4c3d Kc6c5s4c3d AhQh9d3h3c Jd9s8c4s2d 
KsTs5h4d2c KdJs6c5h5c Qs8s7s6h6c Ac6c5h5c3s 
JhTd9d5d2s KhQdJc8s2d Qd8h7d6s4d KhQd7s4h4c 
7h6h6d2d2c QhTc5s5d4c KsQd9d5d4h KdTd6d4c3s 
KdTd8s7c3d KdQd9d7h4c Ts9h8h4c2c KdTd8h6s3d 
KhJs8d5d4c AcQh9s9d3h Jc8h7d6h4s KhJhJc8h3d 
TdTc9c7h2s JsTs8s4h2c AsQc8d5c2h QdJh9d5d3d 
KhTc9c8c4s KsQs9s7c4h KdJs7h2s2d QdJsJc3s2s 
AdJh6s6h4c 9s9c8c4d2s KsQd9h9c5c KhTh6s4h3d 
KhJh9h8c2s 6h6d5s5d4d KdQdTc7h2d Jc8c7c5c4s 
QdTs3h3d2s JsJd7h7c3h Jd9s5c4d2c Jd8h6h5s4h 
QsJs9c7h4s AcQd8s5d2h KsKd8h4c3c Jc7h5h3s3c 
Kh6h5c4h3s AhKcTd6d2s Qd8s7h5c4h Qs6c5c4s2s 
QhJc9s7c4c Jh8c7s7c2h 9h8s5d4s3d AhKd9h5h3h 
Kd8s7c6s6h Js9d6d3s3c AsTc8h7d3d AcKd5d3d2s 
Kd8d6c5s3h QcTs5s3c2c KhTh6h4d3c Qd9d5d4h3h 
JdJc8c3d2d Tc9h4s3s3h Ts8s5c4c3s AcTs8h7h3h 
KcJhJc8c2s Qc7d6d5c2s Qc9s6s4d2c Kd9h8s7d3c 
Td7h7c6h4s AcTd8s7s3s Js9c6s6h5s 8s7s5d2h2d 
JdTs9d7h2d QhJsJh9h2h JdTc5h4s2d JsJc8h8c3c 
8h6d6c5s4c 7c5d4h3d3c AsQs8d4s3h KhJh6h4s2s 
9s9h8h4c2s QhQcJs7d3d Jd9h5d3h2c Qh8s7c5c3s 
KcTd9s6d3d TsTc8c6d2h Ks6s6h4s4d Jh9h9c5s3h 
KsQs6c4s4d 8h8d6c5s2d Jh9s9c5s3d KhJhTh4h4d 
AhKs4h2h2c AsJs6s4d3h AcTd7h7c2c 7h7d6d5d2h 
Kc9d9c6c5c 8s7h6d4h2d KsTs9c7d2s KdTc8s4s2c 
AhKh6d4h3h Js8d7s7h3d Th8d6s4h4c QhTc6s6d3h 
QhQd7c4s3d KhQsTd3c2s KcJs8d7c2h Kd7c6c4s3s 
KcJc9c8s2h Js9d7s7h2h Jc8d7s7d2c Kd9s6s3d2c 
KcJs7d2s2c 7s6c4s3d3c Qs9d5h4h4d JsTd9d5d2h 
KdTs5h4d2c Th8c5c4c3h Jc9s8c4s2h Qc9c6s5d4c 
Ts8c7d7c5h KdJcTc4c2h Js8d7h7d2s Qc9s5d4d2c 
7s7d6s4s4c 6d5h4c3h3d QsTd8s6s2c AcJc8h4s2c 
As9c8h5d4d 7s7h6d5h3h 9d9c7d6d3s QsJc8d5c3c 
KdQs8d7d4c Tc9s6c5c3h Qs9c5d4d2s QhJsTc7s2d 
KdJcTh3s2c AdJsJc3h2s QsJdTc7d2h AsJs6h4s3c 
Qs8d7h4s3d Td7h7d5s4c AhQs9c3c2s JhTd8d6s2c 
QhQd8d6d2c JhTh6s6h2s KhTs6d4c2h JsJc9d6d3h 
QsJc5c4h4c 9d8c5s4s3c JsTs7s5s5c Tc9s6h6c4d 
Ts9c8d3d2c QsQh7h3s2h Jd6h5d4h3d QdJcTh7c2s 
QdJc4d3c2d KsJh8d8c5d Td8h7c5s5d KcTh9s8s3d 
Td9s9h6c3c Js6c5c4s3c AcJhJd8s2s KsKh8c4c3c 
Td9s6h6d4c AhTd7s7h2h KcQhTs3h2d 7h6h5c4h3d 
KdJsJc7h3h 6h5s4h4d2s Ad5h5d3s2c AcTs5h2d2c 
Qs9h5d4h4d KhTd6h4c2s Qh8s8d5d3s KdQd6h3h2h 
9s8h6s4c2c AcJc7h2h2c KdJd9s8h4d AcJc8d4h2c 
Ad6s5d3h2c AdKc7h6h3h KhTh7h4d3c TsTd7h2h2d 
QsJh7s3h3c Th9h8c3d2d JcTd4c3d2c Qc9c6d5s4c 
Qh8d7c6d4s KsTs6d4c3s JdTd9s4c2d Qc8h6s5c3d 
AcTc6h5d2c AcTh7d4d2h KhQhTc7h2s 9d8s6d4c2c 
QhTc8s6s2d JsJh8d6c3h QcJcTh7c2s Ks9d7c4s2d 
JhTc8h7d2h KsJs8h6c3d Td9d8c6d3h Kh9c7h5h3s 
Jc9d8c3d2s 7d7c6h5c3c TsTc9s4d3s Kh9s7h5h2s 
Qh9s6h5h3c QsJd9d9c2h Jd9d7s5c3d ThTdTc8h8c 
Qd9c7s7c2d AhQc8h2s2d KhQd9c5c4s AhTh8d2s2h 
9c8d5s4d3s KsQhTd8h2h 9h6s5h3s3h Th9h8h6h6d 
Ad8h3c2h2d Jh6c5d4d2h 7d6d5s4d3c Kh9c7h4h3c 
KsKhKdTd3s Jc7s5s5d3d KhQh8h7s2s 9s8h7h2s2h 
QsTh6d4h4c As9h7d2s2c Js9c6c3s3h Kc8h8d6d3h 
Jc9s7s5h2h Qs9d5h4s2d JhTc9h3s3h JhTc9h3d2s 
JdJc5d3c2d AcQc7d5c2s AsQs6s6c4s AsTd7h4h2d 
JdTh4d3d2h JhTc4s3c2s Jd9h6s5h3c Kc8h6c5s2d 
AcJd7h6h2d 9d8d6s4c2s KdQd6d4s3h Qs9d8d4s2c 
AcKc9c8h2c AhQc9c8c4c Td8s5d3s3h Qc9h9c4h2s 
KdTc7s5h5c Ac9s4s4c3c Qc9d7s6h3c Ts9s5d4c2d 
KsTs6h4d3s 8c6s6c4h2h KdTd6d5h3d AsJd4c3s2h 
AdJsJc6c3h AsQh9h6h4d Ah9d8c5s4s 9d8h8d6c4d 
AdJd8c4s2d Qh6s6c5c2h Js8s7h6d2d KhTh7h4d3s 
Td9h8h4d2h KhTh7s3d2d QhTd8s6s2c Jh9d4c3h3d 
Ks9d6s5c4s AcTs7d4d2s Ac8d7s7c2c 9s8h5d4h3s 
Ks9d7s5h5c KhKd8s4s3s Qs8s8h5s2h Td7h5h5c3c 
QhJc9c8c2s Ah5s4h3s2h Ts9s8d3h2h Kh8h6d5s3c 
As9s8s6h2d AhJc8h7h3h Qh8h8c7s2s Tc6c5c4d3d 
9c8d5s4d3c As8d4d3s2h JcTd8d7s3d AdJc8d5d3d 
As8d6c5d4h Qs7s7h6d5s QhJd8h5s2c KhJd9d8s4c 
KdQhJs8c2h 7h7d6d4d4c 7s6d4s3h3d Kc9d8h2d2c 
Tc8c6s6c4h Js9c5d4s2d Qd7h6c3d3c KcQs7s7d4h 
AcQhTh3d2h KdQc6c4s4h 8c7s7d5c4c AhJh8s8d2h 
Th9d7s5h2s Js7h5h3s3d KsQs7c6h3s Tc9s8s4d2d 
Js8h7c6d6c 9s9c6h4h4d JcTc9h7s2c QdJh9s9h2c 
Ks9h9c6h5h 8s8d7d6d2s AcQh9h8h4h Js9s8c4h2h 
JhTc4h3s2s QsTsTh5s2c Jh9d7d5c4d Jd9s7s5c4s 
Js9h8s4c2h KdQh9h5h4s Kc8c6c4d3d QsQd9s8s4s 
Ks7d5s5c2d 8d7s6s5s3h Ts9h8d7s3c Ks9d5s5c2c 
9d9c7c6c3s AcQsJs7s3s 8s8c6h6d3s Jd8c7c5h2h 
Kc7s6c5c4c Kc9c7h6c3d JdTd8d6c3s QdJdTd5s5d 
Jc8c7s7d6c Js9s8s8d6s Td8c5c4s3s KcQsJh7d2c 
AdTh7d5c2d KcTs8h8d5d Th9c7s5h2s KsQhTd7h2c 
Jd9c8c4h3h Qh9c8s7s2c JdTd8h6d3s Kh5c4s2h2c 
KdTs5d4c2h Ah9c7c5s5c Ts9s5c4h2c AdTh6s5h5c 
9h8s7s2h2d Tc6s6d5c3s 8s6h5h4c3d AdJs5s5h2h 
QhQc7s6h2d AcQhJh7h3h QdTsTd6h2d KsTs9s7c3s 
AhJs7c4s4d AcTc6d5s2c Jh9s7d6s4c Td8s8c5c4h 
KhJd7h7c3s AdQd9h3s3d Jc9c6s4s4c 9d8d8c7d5d 
KhTh7h4c3d KsJd9s9c2s Jh9d6c3h3d Td9h8s5s4c 
Ts9c8c6h3c Kc9c7c6d3s Ac8s4s3c2d Qh9s8s4h2c 
JdTc9d7s2d Qc8d7c6s4c Qh9c8s4c2h Tc8s5c4s3s 
Td7h7c6s4d Ah8s7c5s5d JdTh8s4c2d Qc9d5h4h2c 
AdJh5d2s2c Kh7s5h3d2s Ah9h5d4s4h JhTc8d5d2s 
8d6s6h5c4h Kh9d5s3s2h QcJh9d8s4d 7h7c6s5d3d 
Qs9d8h7h2d QcThTc6s2c QdTc8h4d3s Kc9d5c3s2d 
ThTd6c4c2d Ad8c6d5d2h JsJc9s7d2h Qc7s6c4c3s 
AcJhJd3s2h Js8s7h7c6s KdQhJd9d2d 8h7c6s6c2s 
Qs5h5d3h3d Qs9d7d4d3s Jc7h5h3h3c Qc9d8c3s3d 
KdJhTc3c2s Td9h7s4d2h JhJd7s5c3c Qc5s5c4h4c 
Th8h6s3s3d Td6s6h4d3s QdJsJh3h2h QhTs3d2s2h 
Qc7s6s6c3c KsQd9h5h4h QsJs7c5s5h Kd7c5h5d2c 
AsTd7h5h3c Ts9h8c6s2d QhQd9d4s2c QsJh9h8h4d 
AcKs9h5h4h Th8h5d4d3h Jh8d8c6h4s KsQsJs9s3h 
AsJd5s2h2c KsQh3d2s2d AsTd5h3c2s Jc8s7c6h4c 
Jc8d7h6h2c Ah6s3s3d2h QcTh3s2h2c KcTc7s3h2h 
AcJhJc4c2c KsTc5s4h2d JsJh8s3h2h Kd9c8c4d3c 
AsTc8h8c2d AhKsTd6c2d JhTs6s2h2c KsTh5c4s3s 
JsTd4d3d2s JdJc8s5c3c 9s8s8c6d4s 9s9c6c3s2h 
Jc9h8c5s5d Jd9c8d3c2s Jc9c8d5h4c AcQs9h7d3h 
Jd7s7h6h3s QdTs9d5d5c Ts9d8h3h2d KcJd8s8h5s 
JdTd8d6h3s JhJc7d4c2d Kh9h8h7c5h 9s8h8d4h3d 
AcQh7s7h2s Kh6s6h4h4c JdTh8h6c2s KcQh5d4h2s 
AcKh4c3s2c KsQcTs3s3h Ks6s5d4s3h QcJs5d4h2c 
Ks5s4d3c2d 9d8d8c4s3s KdJs9d6c2h KcQcJc8h3d 
KdJd9s8c4d QdJd8d6h4d JsTh4h3c2c Ts9c8s8h5s 
Kd9s7d5d3c 9c8d7c4d3s JsJc9s7h2d JsTs9d3s3c 
KdJdJc3s2d AcQh8d5h2s KdQc3h2h2d 8h8c6s5d2c 
AdTh6c5s5h KhTh8s7c2h 9d7d7c6c2c AhJc5h4h2s 
Qc8s8c7c6c KdTd6d4h3c KdTd8s8h2c QdJc5h4s2d 
Qd8d7d6s6h 9s9c7s6h3s Kh7d5d2h2c Jh9s7c6s4d 
KsJh9d5c3d JhJc8h8d3h JhTc8d7d3d Kd6s5c2s2d 
Jd8d6d5c2c AcTs8s6h3d AcKc6h4c3c KhQs9d8c4s 
JhJc5c3s2s Ts8s7c6s2c Jh7h6s6c3s KdQsTd4d2h 
Js7h7d6s5c KdTd9h5d4d 6h4s4h3s3d Jc9d6d3h3c 
JsTd8c7h2c KsTd6d4h2h Qs9s5c4s3c JdTh8h7c3h 
KhQd9d5d4s Qd8d8c7c3c AhJd9d4s2s As8d4s3h2h 
9s8h5c4h3s KdQc8d7d4h 9h7h6s5h5c Jc8s6s5d4s 
AsQs9d6s2h AhJd7s4d4c Tc8c6s3s3d QdTh5s4h3c 
QcJc6h3s2h Kd9c8s2d2c Js9d7d5h2h 8d6c5c4s3h 
QcJd5h4s2c As8c7d7c6c AdJd8d7d3c 9h8s6h4c2s 
TdTc9c5s3c JdTc8d7s2d 9d6s5h4d2h KhTs9d8d3c 
JsJc5c3h2h 9d8h7h2d2c JsJc7h5d3d 9s9h7h7d2c 
KsQsTc7s2d Qd7h6h5d2c AcQsTh3d2h Jh7s5s3s3h 
AhQdTd3c2d 7s7d5h4s3c Jd8h6d6c3c Qc9c6c5s3h 
9d8c6h4h3d Qc8h6s6c4d 9h8s8d4s3d 6d5d4s2s2h 
Th9c7c3s2h AcTd7s3c2h Ts9c8h3h2c KsTh8c4c2h 
JsTd8c7h2h Kd7d7c4c3d AsKdQh8c2c QhJcTc6d2c 
6s4s4c3d3c KsTs4d3h2d Tc7s6d5s4s KdTc3h3c2d 
Qd9s8h7h3s KdJh5s4c3h Qh8s8d7h3d KhJhTh5h3h 
Kc9s5d5c2s JsJh9h7d2c Jc9h8c3h2s JdTc8h4s2d 
KdTh7s3s2d Jh9c5h4c2c QsJd9h8h3c QcJsJh8d3d 
8h7d6s6d5d Ac8h7c5c2d TsTh9s5d3s KhTc5h4d2s 
AsJd4s3c2h QhTd6s6c3h KsJdTh3c2d QdJcTs3h2h 
Qc7c5h4c3h Qs9s7h4c3c Jc9h9d5s3h Kd6h6d5s2c 
JdTh6h6c2c 8s8c7c5h3d AhTd6c5s5d Ad8c4d3s2s 
9h9d6h3d2c Qh8d8c7h2d QcJc9c7s4d Kc6s4c3s3h 
QsTs6s4h4c AdTs5d5c3d JcTh7s6h3h 8s7h7d6s2d 
Ad9c7c5h5c KcJh9c8c3s 6d4h4d3h3d Td7h6d5c3s 
Kc9c5h4h3c AdKh4s2h2c Kd9h8h7s5h Tc9h6c5c3d 
KcQd9h6s2c AhQs8c5s2d AhJsJd3c2d AhKs7c4h2h 
Qd9c8s7s3c AcJc8c7c3d 8d7s7c5d4d AcQc6c5h3c 
7s6c5s4h4d AsTd9c4d3h Ac9s7c6c3c KhTd9s8s3c 
Qh9c8c4h2d Jh8c7d6s6d Ad9h7h5c4h KsJs7s6d2d 
Tc9d9c6c4c Js8s6d4c3c Jh7c6h6c3c QdTd9d9c2d 
9d6c5h4c2d AdTd9s7d2d JdJc8s5c2h KcJh7d2h2c 
9s8h7d5d4d Ac9c5h4d4c Tc5h5d4s4d QdJd9c8d4s 
AsJs6s4d3c AhJd5d5c2c Ac9d7s4h2c Qc9s7c5d2d 
QdTh4c2d2c 8s6s6c5d4s TsTh6c3h3d Ts8s5c4c3c 
Td9d8s6c2h JdTh7s6h3h As5s5h3d2c QhQc9s5d2s 
Ad8h7d7c2d 9s8h5h4s3s Tc9s8s7s4d JdTc6h6c2h 
JhThTd3s2h AcTd8c6c3c Td8c6s6c4h Jc9s7h7c2h 
JcTh8c7d2c QsJd5d4h4d JhTc6h4h4d 9h6s5d4d2h 
KcJd5s4h3d JcTc8d5h2c QdTdTc5d2s KcTs5c4h2d 
KhJcTc4c2s Qc9d7h7d2c KsQsQh7s2d 9d8d6s6c5h 
Qh8s8d4s4d AsKh7d6d3d JcTc6h6c2h KdTd9d8d4s 
Qd6s6h5s2d KcQc8s7c2s Qd5h5d4d4c Jd8s8h7c5c 
Qc9d6h5d4s Kh8s6h5c2d 9h6d5s4s2h KcJs9c8d4c 
KdJs9h5c3h Jc8s8h5d4h AcQh4s3h2s 8h7s6c3s3c 
AhJh7s2s2h QdJsTd5d2d 6h5c4s4h3s KcJcTc8d2c 
Qd8d5h4h3h KcQcTd7c2s KdTs9h6s3s QsQdTh7c2h 
QhJd7h3s3d Kd9d5s4s3d KsJs9c8s2d Kc9s5s4s2c 
Kc8d7d2h2c 9s8c5s4c3c KhTh9d7c2h AhQh9d4s4h 
8d6s6c5h4s QhTs5h2s2h AsKh7d4s2s Ks9d8d7c5d 
Qs9c7c4c3s Kh6h5c4h3d Jh8h7s7c6h Kh8d7h6d2h 
KcJc5c4s3h Ah5s5h3c2d KsTh7c5d3h KdQc9h5s4h 
8c7h7c6s2s KsQh6s2s2h JhJd9h4h3c KhQc7s7c4d 
As8c7s2h2d 8s8h6c5d2s JdTs9c6s2h Tc9d8h7c3s 
Qd8c7d7c2h KsTd5h4h2d KcTc8c7s3h 9s8s6c4h2c 
Ad8c3h2d2c Kd5s4c2d2c KsJdTc3h2d Kc8s6h3h3c 
KcJs9h6s3d KcTc9d5c4c QdJh6s6h2s Qh7s6s6h3h 
Qs8c6d5s3h QcThTc7d2s QsTd9h6c2h Tc8s5c3s3d 
Ts9h8c7s3d AsJd9d4c2c AsQc9c6d4c Kd7d5s3s3d 
KhJd8c3d2h AdTh7d5s2d QcTc9h9c2c Kd8s7h6s6c 
QsJh9c8d4c KsTh5c4c2h AcTc7c6h3c Tc8d5d4h3h 
AcKs9h8h4h KsQcTh3c2d JhThTd4h2s Th9h8c6h3s 
Ks7s6c4d2c 9h8s5h4s2c Js7c6h5d4h AdQd9h6d2s 
QdJs7d4s2s AsTd8s2s2c KcQh4h3s2s Jh8s6s5d4s 
Qs9d5c4c3d Jd8s8c7h5h Jh9c7d6d2c As7h3d2s2d 
JsJh8d5h2c JsTsTd4s2c Ks7s6h5s4s As9c5s4s2c 
Ah9d8c6h2h As9s4s4c3c 9c8d5c4s3s Qd8h7c5c3h 
JsTh7s2h2c JdTs7d4d3c 7d7c6s5h3h AcQd5s5c2c 
KcJs7h2s2c Jd9h4s3h3d JdTs4s3h2h 8s7c6h5c3d 
8c7s5c4s2c 9d6h5d5c2c KsKh8c4d3d 7s5h5d4h3d 
JsJh8h8c3h 9c8c5d4d3d Jc8h6h5d4h Kh6d4s3d2h 
8d7s5d3s3d Tc7h7d5h4s KcJc7d7c5c KhJc8d8c5c 
KcJcTc4d4c Td9c7h4d2c QsTd8c6c2h Ac9h7d5d4s 
Qd7h6s5d3c JsTh8h6c2d Kh8h8c6h4d 6s6d5d4c3h 
KhKdKcTc3d KhQc6s5d3d Kh8d6h5s2c KsJs7s6c2c 
QsJh9c7h3d 7d5s5c2d2c Ac9d7h5h4s 6s6c5s4h3d 
Tc5h5d4s4h Jc9d8h4h3d KhQcTd7c2s AsKcTh6d2h 
QhTs8d5s5c Ad9s7c5c4h As8h7c5h5d KhJc9c7d3c 
8s7c5s5d4h Kd7c4d3h3c QhTsTd4h2c KhJc8s7h2d 
Qd7s7c6d4h QhTs8c4d3h KsTs6s4h3c KdJd9d8d6d 
Jc7d6s5s4h Ac6d5h5d3h QhJh9s9h6h 8d7c6s6c2s 
Ks5d4h2s2d AcJs4c3d2h AhQc5c4s3c Tc8c7d7c2d 
JhTd7c6d3d Td9d8d6d6c KdJs8h4h2s Tc7s5s5h3h 
Qh9h8h7h7c 9s9c7c6d3c Jd6h5h4h4d Kc6s6c5d2h 
8d7c6h4c2h KsTc5d4s3s KcJs8d4d2s AcQc9h4d4c 
AsTc7c5c3h Jc7s7d4s3c Td9s7c6c3c Js9d7h6h2d 
9h8c7c5c4s KhTh8c6d3h KcJs9s7h3s Ts9s6h4c2c 
Qc8c5d4d3d Qs8c7h6h3c 9d8h5d4h2c Ts9s5h4d2d 
KhQdTs3c2d QdJd7h7d3h KhQd9s5s4s JhJd5h3d2h 
AsTdTc7c2h Kh5h4h4c3c Kd8d6d4c3c Qc9d8c3h3d 
Ks9s8c4c2h QsJs8h2h2d 7d6h5d4s4c 9d8h7h5h4s 
7s6s5c2h2c 9s8s7c6h3d JdJc8s8d3d KhJd9d8c4s 
Js9c5s3c2d KcTc6s4c3d JhTs6s6c2c Ac8s7d7c2c 
Js9h8d4h2s 8d7s7d6h2h Kc6h4c3h3d Td9h8s3s2h 
JhJd8s8d3d JdTc7h4d3d AsTc8d7h2h Kh6c4d3c2h 
Kd5s5d3c2s KdQs7s3s2d Qc9c7d4h3h 6h4s4h2s2c 
Td9c4h3h3c Th8c5h4d2d Jh9c7c5d2d Ah8s6d5s4c 
Kh7d6h6d2d KhQcJd7c3c AcQhJh8h2h Qs9s9h4h2c 
AhQd9d8d4d AsTc7s5d2s KhTd7s5c3d Th9c8c6s3c 
QhJdTh7h2s Td9h7h3s2d 7s7h5c4h3d QdTd9h8d4d 
9d7h6s6d2h QdTc5h5d3s AdKh4s4c2h AhTc7c5c3d 
QsTsTd5s2h JhTc9h4h3h 7s7c6d5s3s QcJc6s3h2s 
8s6s6d5c4s KdJh5c4s3h JdTc6h5h3s 8d7d6c5s3d 
Tc8h8c4d2d Ts8h6h6c4d 7h7d5c4h3s KcQc6c4d3h 
9h8h8d6s4h QdThTc4d2s Th9d9c8s2h Ac9h8s3c2d 
KhTh6h4s3c Qd9s7d5c2c 9d7h6d6c2h QdJs9d6h3d 
Qs8c5s5c2c 9d8c7d4c3h Td9d6s4h2h Qc6h5s4s4h 
QcJh9c8d3c AdJh8s5c2h QhJh8c2d2c 8s6h5h4d3c 
AhTd7c3s2h KdJc7h2d2c QsTd7d5h2h QsJs9s9h6s 
Kc8c7h5c4c AdKh9c8c2s 8c7d6d5d3s KsTc9h8h3d 
JcTs8c7h2c 9d8d7s7h2h AcKs9h6d4d 9d8h6d4c2h 
Qs4h4c2s2c Jd8s7s7h2d QcTd9d7d3s QhJh8c4h2c 
KhTh4c3d2d AdKc5d4d2d AsKh7c6c3c Kc8h7c6h2c 
KhQhTh4s4d KhJs7h7d3c QhJs8c5s3s Kc8s5s5d4d 
7s6c5d4h4d Kh8s8h4s4h KsJs9h8c3s KsQs6d2d2c 
JdJc7d4s2s 7s7d6h5c3c TdTc7h2h2c JhJc4c3h2h 
9d6s5d4s2c As8s5h5d2c 9c7s7d6h4d JcTdTc6s2c 
KcQsTc3h3c AdTh7s5s3c AdQc5c4h3c As8s4d3c2d 
KdQd7c6h3d JdJc7h4h2d Kd7d6d5s2s AsQc4h3c2h 
Ts7s7c6s5h JsTh8s6s3c AhQsQhQc7s 9s9d5h5c4s 
JcTs7h7d3c Kc5c4d3h2d Tc9d8s8c5c Tc6h5h4h3c 
TsTc7s5d3h AhKsJc3c2c JsTd7s2d2c Jh9s8c4c2h 
Kc8c7h6s3d AdKs4h4c2s KsQh7s7d4s JhTd9c6d2s 
Ks9s7s6d3c TdTc8c6h2s Qh9s8d7d3s Td7s7c6c4h 
Ac9c8c6d2s Tc5s5h4s4d Js7s6h6c3c KsTs6d4s3h 
Qc9d8h7h2d Qh9c8h3s3c JsTs8h6s3d Jh7d6s5c4s 
JhTh8s6h3c KcQd5s5c3c Td9h9c6d3d Qd9c6d5d3h 
AdTh7h4h4c Qs5s4h4c3c JhTs9h7d2h Kh9s9c5d4h 
Qh8d7s4h3d AdTs9h4s3c Qc9c8h6s3d AsKsTs2s2h 
AcJs8h5d2s 8c6d6c4h2h Qc8s8d7c3s AcQs9h6c2c 
As9d7h5h4c 9h8s8c4c3s QdTd6h6d5d Td9s9c6h3h 
KdJc8s8c2s AhTs7h5d2h AhTd5s3c2h KcQh6h4s4d 
JsTh9c6h2d 9c8s6h4h3c KsQdJs9s2s JcTs4h3s2h 
9s8s8d7s3d Ts8h5s3h3d As8s6s4h4d Ks8s6c4c2c 
AhJd5h4h2c JhTc6s6h3d KsTs6s5c3s As9c8h6s2s 
Qd9s5c4s4c Ac8d6c5h3c QcJsJh3s2s 8h8c6s5d3d 
Qh7s6h5d3c QdTh8s5c3h JsJh7c4c2s Jc8d7c6h4c 
Jc8c5c4s3s 9d8d7c6s3h Qc9h8s7s3h JsTh6s6d3c 
KhTh7h6h5h Tc8d5c4s2s AhJs7d6d2s QsQh9s8s4s 
Kh7d5h5c2d Kh8h6c5s3d Ah6s5d4d3s Js8h7s6c4s 
KhQcTd6c2c 9d6c5s5d2s QcTc4h3d2d Qs9s8d4d3d 
9s9h7h7c2d Ac8h6c5c2d Qc7d7c6s4h 9h8s6h4c2c 
Jh9d8h4s2d Kh7d6d4c3c KdQc6h2h2d Qd8c7s6d2s 
7s7c5d4c3h KcJc5c4s3d QdJs8s7h4s Jh7d6c4c3d 
Js9s6h5s4d QdTh6h5c3h Tc9d8d6s3d KdJd5d4h3s 
KhJh7s7h5h QcJh9s9d3c JhJd8c6s3d Qc7c6d5h2d 
QhJc8c7c4s Tc7d7c5s4h Ts7h7c6c4d Kc9s9h6d5d 
Ac9d8h5s5h Qh9d8s7s2d KhQs5d3s3c AdKdQd9d3d 
KdJdTd9d2d 9h6c5c4d2h QsJc7c5h3d 9s8s8c4c2h 
AdTc6s5h5c Kh7s7h4s3h JdJc8s6h3c Ks9s8s6h6d 
Kd8s8h7d4c JcTd6c4s4c 8s7s5h5c2h Jh8c6h6d3d 
Jh8s8d5c4d JdTd9s4h2d KsTd6c4h2s 9h7s6h6c2s 
AsTd4c2s2h Kc8c7s5c4c QsTs6s4h4d 8d8c7d5h3s 
As6c3h3c2s QdJs9c8c3h AhJs8d3c2h Kh9h6d4c2c 
KdQdJd8c4d QsJs9s7c4d Js8d7c6s2c AdKsTc6h2c 
AcJc8s4h2c Ts9h7h7d2d 8h7s5h3s3h Tc8c7s6c2s 
Kd8s8c7d4h As6s5s5h3c 8s7c6c5c3d KcQh7d7c4c 
QhJc5d4s4d KcJsJc8c2h QhTh6d4h3s JsTh7c6h3h 
Kc9c8s4s2h KsKhKdTd3h KsJh6s6c4s Ac9s7s5d4h 
Th9d7c4h2d AdQd9s4h4d AcJs5s5h2h Jc9h9c6c5c 
AcQc8s4c3d AcTh9s5h3d JsJd8c5s2h Tc9s9h6c3c 
Qc8c7d6h4c 8h8c6s6d3c AhTs8c7c3c Qc8c7h4h4d 
KdQcTh3c2s Th9d5c4d2h Jc9h8h4s3s Ah9s4s4h3h 
Qs8c7h6c4d Kc7c6s5c4c QdTs9d5d2h KdQs3c2d2c 
