QcJc9h5d3c 
QhTs6d5c3s 9s8d7s7h3d AhKh8d3s3c KcJsTh6d3d 
KhQsTs7s3c Ks5d4d3c2s QsTs6h3h2c Qd8s5h4s3d 
Jc9c7d5h2h KcJd9c4h3s AcTc9c6h6c QdJs8s2d2c 
Ad9d8s5h3d Td8c7h5d2h AcJs9d6d5d 8c7c5s5h3s 
Ac9c6c5s4d Th9c5c3s3h Ac7c6h4h2c AcThTd7s3s 
JdTsTd5d2c Qd7h7c6h4c QhJc9s6s6d AdJd7h7d3s 
JcTs7c4s2s ThTd8c5c4s AcKh9h3s2s AsJc9c5d4c 
9s8s8d5s2d Jd9s9d6c4h Th9h7s5c3d JsTc5s3h2h 
Qc9h9c4d3d QsQhTd6c2c Jc8h7c6s4d QsTs5c4s2c 
AcQd8c6c2h KhQcJd9c3c AhKs9s8c2s QhTd9s8c3c 
8s8h6s5d3c AhJsJc9d2d Qc9d8d8c2c JsJdTh4h2h 
Th7d7c3h3d Tc9s9c5c2s Qc5s5c3s3c KhJd9c5s2h 
Kd7d5c4s2c KdJh8s5h4h KhJd9h3h2d QcTc9h7s3c 
QsJd9d7c2c KcJh9s7d2c 9d6d5c4c3c QsTc9d5s3s 
AdTc9h6s4c Qh9s8h7h6h 8d8c7c2d2c JhTs8c5h3d 
KsQd7h4c3s AcJs8h6d4s Jh9c8c4h4c Kd7d6s3s3c 
KhQdJs2d2c 9d8h7c5c2h KcTs8h8c4c Qh9d8s5s2d 
Js9h7d4s3h AhTh8c3s3h Tc9s8h4s3h KdJc9c7s4h 
AdTs7h2d2c KdJc3c2s2d AsQs9s5d3s Qs8d7h6h2s 
Ac9d8h7c2c AhQdTc5s2c Td8d7s5c4d AdJc9h6s5s 
AcQc6c5h4c Kc7s6c5s2c 6s6d4s4h2h Js9h7s6h2c 
Td6h5h4d3c 9c8c7s4s4h QhJd6s4h4c JdTs7c4h3d 
KdJs8s7c2c Ah9c5s4d3h AdQc9s7h3c Kh9h8d7c4s 
Ah9s9c7c2s AhQs8d2h2c KcQsTc8h3c KsJdJc6h3d 
AsKs7s6s3c QhJh9h6d6c Tc8d6c4h2d AcJd9s9d6d 
KsJd7c3s3c Tc9c7c6h3s Js8s8d7h2h Js8s5h5c3h 
AhQd6s6c4d JdTh7d6c2c QhTs7d3h3d QsJc7h6d4c 
Td7s7c5h5c Kc7h6c4s2s QdJh7s4s4h AsTc7d2s2h 
QsThTc8s3s Qd5d5c4c3h 7d7c5d4c2s KsQs9d5c4s 
8c7d6s6d5h Tc8h8d7c5s AcQs4h3d2c JsTs9h6c2d 
KsTh8d6s2c KsQs6h4s2h Ad7h6s3s2d Ac7h5h5d3d 
Qd8d6s4s3c Qs9h7s6h2c Qc8s7s7c4c KsQh6d5d3c 
JhJd6h4s4h KsJc9h5d2s KdQhJd4c2d JcTh8h8d4h 
QsTs7c5h2h AhKcQh8h3h JcTd7c6h2h Ks9h6h6c4c 
Qs6s5h5d3d AdKd9d8c4d QdQcJs7d3d 9h8c5d4d4c 
JhTh9h5h3d QsTd4s4h2d AsQcJh5d2d QhTs9d8s2s 
JsTsTd5s2h KdQhJs2h2c Ks7s7c4c3c Kd9c8d8c2d 
KhJhTs3h3d QsJd3h2s2d 9d8h6s5c4h Ts8s8c7c3c 
ThTc7c4s4d AhTc9s6c4d Kh8h7h6s5h ThTd6h4c2d 
Qs8d7s6c2d AcKd6h4d3d QdJs6h4d4c KhJsJd8s4s 
KdTh9s5d5c KdQs5d4h4d QhTs8c6h2d Jc9c7h4s3s 
Js9s9h6s2h Ah7c6c3c2h Jd6s5d4c3s 9d6h6c5s5d 
KsTd4d3c2s KsJsTh3d2s 8d6h5h4d2h QcTsTc2h2c 
AcJd6s5c3c KdJd9c8d4h QhJh5c3d2d KcJd7s6h4s 
Ts8d7d4s3h 6h6d5h4c2d Kd8d7c6h4d JsTd7s4d2s 
Qs8d5d4h3s KsTc8d7d5d Tc9h8c6s4c KdJc8s3d3c 
9d9c8s8h2d AsJd9h5h4c Th6c5c4h3d KcJs7s7h5s 
9s9d7c6d3h AdQc9h8h4s KhKdKcTc6d Kh9s6h6c2c 
QsQc6h3h2c 8s6d5s5c3c 8s7d5h5d3s Ks9c8c4d3s 
Th8s5h4c3s AsTs8s7h3s Ah7h4c3c2d KhQdTs3c2h 
QhJc8s6d4s AhJcTs3d2c JhTh6c5h2c Ks7h4s4h3c 
KsJcTh4d2c KdTh8h8c5s JhJc6h4s4h QdJsTh7c3c 
Ks8c5c4s3c QsTh8h3s2s QdJhTs7h3h KcQcJc4h2d 
Qs5s5d4d3h Td9s7s5c2d AsJh7s7d3s QsQh6d3d2h 
Qh9c7s5c3s KhJc8s8c6c As8d8c6h5d AcTh5h4s3s 
KsKc8d3c2h 7s7h5s5c3d Ac7h6s5s4d AsJd6c4d3c 
Jd9d8d8c5h AhJh6h4s2s AhQd9c6d4s QsJh7s6d4s 
KsTh9h7d3h KdJh7s7h5h KsJdTh3h3c KdTs9c5h4s 
Kh8s7h6d4h QcTd8c3s2s Ks9c6d6c4d JcTsTd8h2h 
KsJh9d7c4h AdKdJd8d2s JdTs9s6h3s AsQhTh4h2c 
KdTd7d5c3h AhQs9d6s4c KhQsTd3c2h KhQc7c5d3s 
Th8c5d4c2h 9s8d6c5h4s AhQs9c5s4s Jc9c8s8c6d 
9s7d6d3s3d As9s9h5c3s QdTs8h6d2c JdJc5s5h4h 
Js8h7s5c4s Ts7s5d4d3s AdTs9h6c4s Ts9h9c3s2c 
Qd9s7h6d4c KhJd7h5h3c AhJs3h2s2h KhTdTc5s5d 
KhTd7s6s2d 9c6d5c4s4d QcJc7h6c4s Ah9s8d7h2h 
QsJs9h6d3s AsJs7c6h3s QdJsJc7d4d KcQd8h7d5d 
QdTd9s4d3c KdQcTh8s2c AhKs9s8d2s KsTd9d6c4d 
QdQc9h8s3h KdJd8s5c2h JsTd6s5s5c Js9s7d4h3h 
JhTc8s3s2h QhJc7c4d2h QcJcTh3c2s Ac9c8c5h3d 
9c8h5s4s4h Qc9s8d7h5d Ad7h4d3s2h Ac8c5s3s2s 
AdJs8s6s4c 8d7c5h4d2c KcTs8d7h4h KdTd9d3c2c 
Qh8d5c4d3h KhTc4d4c2h Td9h8d6s4d AsQdTc5h2c 
8h6h6c4s4h Tc9d7c5s3h Js6s6d5s4d AdQd9d7d4c 
Qs9c8s6d4h KdTd7d5h3s Ah8d6h3s2s AdJsTc3h2s 
Ks7s7c6h2c Kc9d8d4s4c 7s6d4h4d3h Td8h8c6h5h 
QdTc9d7h4d QcTc6d5s2h JdTc8s7d3h Kc9d7s7d4s 
Kh5d4d3c2h QdTh7c5s5d QhTd5s4h3c AdJc9h5h4s 
JsJh9h6h4c QhTd9c7h3h Ts8s6c5c2s AdQh7s7c4h 
AsJh9h8d3h Kd9h7s7d2s Qd9h9d4s3s Kc5s4s4c2h 
Ad7h7c5h4s 9s9c6d5h3h JsTh9h6h3c KdJs9d8d4h 
KcQhTh5s5d QdJh6c4s4d QsTsTd4s3c KhQd9h6c3h 
Qh9h9c4d3d Jc9c7s4d3d 9c8s7c3s3d AdTh7c4s4h 
Th8h8d6d2h KdJh6d5c3d 8c6c5s5c2s AsJc9h5c4c 
KcQdTs8h2d AdJd9h3s3d 7d6h5c4s3d 8s8d7h6c4c 
ThTc8c4s4d AsKsTd5s2s KsQsTd8c3s QsJcTd7h3h 
QhQd9s8c3s AsKcTd7d2d KhJh8c6h4s TsTd6s4h2d 
KhQc9s3s2h 9d6s6h5s2d 8c6h6c4d4c QsJc7s5c2c 
Kd8d6d5s2s QcJc9d7d2c KcQd9d2d2c TsTc8s4h4d 
KcQhTs8s3d AcJs8s7d3h KcQdJs4h2s KsQh8c7c5d 
9s8d8c5s5h AsQc7s4d2h Ts8s8d7c5s QcTh9h8s4h 
Jd9h9d6s4c Ts8d6d6c3c AcQh8h4d2d Ad9h8c5c2h 
Ks7h6c4h2s AsJs9d3s3h KcQhJd4s2d 9h8s7h7c3s 
TsTh3s3h2c JhTs9s6s4s KsJd8c6h5c JsTc5d2s2d 
AhTsTc8d3d 8c6c5s4c3s KsTc6h5s3s KhTc4c3d2h 
KdJhJc5s3s Tc7s5h4s4h Qh9h7d7c6h KsJd7h6c4h 
QcJsJh8d4d AsKsTs5s2d 8c7s6h6d5h AsJs7h6d3s 
AsTc5c4d3d QsJd7d4c2s KdTc5s3s2d Th9d8s4d2h 
Ac8h8d6s5d Kc9h7d7c2d Tc7s7d5h5d KhTh9d9c4h 
7h6s4s4c3c Qs8h6s6h2d AcQs5c4c2h Qc8h8c5s2h 
AcKs8d4c3c QsTs9h4s3c JdTh7d4s4c 9s9h7d6s3c 
KdQsJc9h2c KsJh7d6c4d KcJs7d3d3c Ah9c8s6s5s 
KhTs9d5c4s Th8d7c6d2c 8h7h7d4d3c Tc8s7s7c2h 
AcJc5s3d2h AdJc9s5c3h QdTs9c7c4h Ks6d5h5d4h 
Td8h8c4h3c KsJd7h3s3h KcJh6d5s4d Tc9c7h5h2s 
Jd6h5s4s4d 9c7h6s5d3s 9h8d7d7c2c KhKc9d4s3s 
KhJs8h6h5h Kd9d8h8c6d Ad8s5d2s2d 8h7h7c4c3s 
Ts9h7h5d2s Tc8d6c4s2d Ah8c7c5c4d JdTc8s8c4c 
Ah8c7s5c4c Ac9h8s6s5s KcQsTs8d3s 9h8s6s6h2d 
AsKhJc8c2c QdQc4c2s2h 7s6h4h4d3d Qc9h7s6c4d 
QhTh9s7c3h KdKc9s4h3h KsJdJc9c4c JsJh8d7d4d 
KdJc9d8d4s KsJh9s6d4s Td8h7h7d2c Qh9s8h6d4c 
Qh9c8h6s4d Ac5s5h2d2c Ts9s6d5c2d Ad8d5c3c2c 
KsQcJd4h2d Kd5h4h4d2s 6s6c5c4d2s AcQh7s7d4h 
AcJsJd9h2h 9c8d6h6c3h AsJh3s3h2s KhQh8d5s4h 
8h7h6c4c3h Td8s7h5s4s KhTh9h6d4h JdTs9h6h3h 
AdTh8s7s3c AcTh7d2s2c JsTsTd5s2c AsTc9h9d3c 
JcTs9s4s3h Tc9h9c5s5c KhJh6s6d2s QcJd6c5c3s 
Th8d6s5h4h KhTh6d5s5h Jc6h5c4s3h Ad8s8h6c5h 
KsJc8c7h2h QcJd6s3s3d AdQc8h4c2h KcQc8s5d4c 
Jc9d9c6h4s JhJdTs4s2s Qh9s6d3s3h Tc7s5d4d3s 
KcQc5d4h3c Jc9h9d7d2h As8d6c4h3s Th8s6s6d3d 
Qd7c5s5d3c Ad9h9d6s4d AdKs5s3s3h QhTh6c3h3c 
Kd8d6h5d2h Td9c7c5h4s AdJcTc4c2s QsJh8h8c3c 
AdTd9c5d2h Td9d9c7h3s Kh8c7h6h3c Jc9s8c5h4d 
QsJsTs3d2c Th9h8c6h4d QdJdTd3h2s KdTd7d5s3c 
KdQd8s6h3c Jc9c8h8c7c KdQdTd8c3s Tc8d6h4c2d 
9h8s7s6c4d QsTc7s5c2c AdKsTc7c2c 9s9c8s2s2c 
QsThTd2d2c Qc9d8s7s5h Tc6h5s4c3h Qs9s7d6d2c 
9c6c5h3h3c QhJd8s8c5s KsJd9s4h3c KsQhTh5d5c 
QcJc9h4h2c QcJc5s3d2d QcJd7d6s6h JcTh7d7c4c 
7d6s4s4h3h KdQsJd4c2d Jh8d7h6d2s QcTh8c6d3c 
Ks9d7s7h2h Td8s7s4d3h AhKh7h6h3d Qc9d7c4h3d 
KdJd9d8s5d QdTdTc8d4d QdTc6s5h3c 7s7h5s4d2h 
QsJdTc5h2h Qc6c5s5h3h As7h7c5c4d Jh9d9c5s5c 
Th8c7s5c4d JsTc9s6d2h As7c6h5h4d Ks8s7s6s5h 
KdQsTd8h3d Th8s6h4d2s Th9h6d5s2d KsTc8d8c5h 
Ts7c6c4s4c Jh8d7h5c2d QsQc6h3h2s KsJs8c5d2h 
Th9d7h6h3s Ah9h6c3s2s Td8h7h7d2s Ad9s8c6c5c 
ThTc9c5d5c Ts8d6c5s4s AhJh9c7s2h Tc9s7s5h4d 
8d6s6d5s2d Qc8d5d4c3h Kd9h8h4s4d KdTs8c6d2h 
KdJd9h6d4c KhJh8d8c4s KsJh8s5d5c 9s8h7s7d3h 
KsQsTs8d3h 9d8h6h5s4c 7h6h6d5s4c 8h7s6d6c5h 
AdQcTc4c2h KcTh8s7s5s Qc9c7s7d6c Qs9s6h5d3c 
AsKs7s4s4c Ad7d4h3h2c Tc7d5h4h3d AcJc9h9c4c 
QcJh8s8h3s QdJd7c6c2s AsTh9c8h2h Js9h6s3h3d 
JhTd6s5h3c QhTh5c3s2s KcQdJh9s2h 9d9c7d6h2h 
Qc8d5c4d4c QhQc7c3h2d 9c8d6d5h4s QhQc8s7d2c 
AcTd9h6d4s QcJh7h6s6d KhTh9s5c2d Kc9c7s6c2s 
KhKd8s3h2c 9c6d5d4c3c 9c8c5s3s3d AhQs9c6s4d 
JdTh9d6s2c AsQhTd5d2c 9s6h6d5s5c 9c8s6s5d4h 
Kc6c5d3h2h Ac9h7s7d2c KsQh7h5d3c Qc9c7s7h6c 
Qh7h7d6d3d Ah8h6d3c2c QdTs5h4s2h KdQd5c4h3d 
KcJh6d3c2h Th8h6d5d2h AhQcTs3d2c AdJc6s3d2s 
KdQd6h4d2h 9d7d6s5h4d JhTh8c6d2s As4h3d2s2d 
9s8s6s5h4c 9h8h6h5c4d 9c8h7h6d4s QsJh8d8c5h 
AcQh9c5c2s 9d8s5s5d4s QhJh5s3d2d KsTh7d6d2h 
Th7s7c4h3c Kh9c8s7s3c As7h7d3s2d Kc9c8d5h4s 
Ts9h9d5s4c JsTc7h5s3s KcJs7c5c3d AdTc7d3d2c 
Ah4c3d2h2d 9d8h7h6c4s JdTdTc5d2h QdTh9c5d3d 
Ts7h7d3s3d Td9d7c5c2s KdTs8h6d2c AcTh9h6s6d 
AcKs6d4s3s Qc4s4d3s3c 9d6c5h4d4c KsTd7s3d2c 
AdJd6h4h2d Qh8s7h6d2s QsTc9d8c4c KsJh8h7c3c 
Qc8d8c5s2d As7c6c3c2s QcJc6d6c4s Ts8s8c7s6s 
KdTs9h7h3h AsQc8s6s2d TsTh9h5h5d 8s7s5h5d3h 
AsTd5c4c3d QsQhJs7s3c QdJd8c6d4s QsTh9d8h2h 
KsQcJh9d2h Td8h8d7c5d KsJh5s4d4c KcQh8s4s2c 
KcJdTc3h2c QdTd5c3s2s Ad9d8s5d2h 9c8d6d6c2s 
KcQc9s3s3h AsJh9h8c3h 8s7s6s4c3c AdQd9s3d2s 
QdTh9s7d3d KdQh8c7h5h 8s7c6h6d5d Ts8d7d5s2h 
Ts8h6c4s2h KhJs3s2h2c AdJs6c5d3d 7d7c5h5c3s 
JdTd9d5c2s Tc9c6h4c3h AsTs5c3s2c KcTd9c7s2c 
Ks8h5c4s2c QcJc7d5c4h KcQd7h3h3c KdJh9s7c2d 
KhJh8s7c4h AhJh9h5s3h Ac8s7d6h6d AsKdTc7c2c 
9d9c6s5h3h 7s7d5s5c3h Kd8c5h5d3h QhTd6h4c3s 
Ts8h7h5s2c JhJd9s7c3c Td8s7s5d2c Qh8h7s5d4c 
JsJdTc8h2h Qs9s8d7d2d Qc9h7h7c4c QdJc8c2s2d 
AsKc6d4c3c JsJd8c6c4c KdQs9s8s5c Kh7h5d4s2d 
Qs8d5c4d3s AdTd9d5h4d AcTd5d4s3s 8s8h7h5h2s 
AcQdTd5d2h KdTh6h5c2c KcQhJh5s2h Jh9s7h6h6d 
KdJh7c3d3c Js8s7c5h2c Qd9h8s8c6h 9d8h8d7c3c 
KhQhQc9h4h Kh8h7h6h5s KcQsJsJdJc KhTc8s6h2d 
Jc6h5s4s4c KcQsQd8h2s QhJh9h7c2c JsJh6s4h2h 
KdTd9h9c4d KsTd8h4h3d Th8h7h5c4d Ad9d6d5h4c 
Ad7h4h3d2h Th8c7d5h2d QsJs9c5h3s Td8h7s5d2s 
QhTd9c7s4c JdTc9c6h3c KsTs6h5s5c Th9h7d5s3c 
QhJs6d3s3d KsKc8h3d2s JhJc8s6s4s Js9h6h4s4d 
AcKd9d3h2h KcJc7d5s5c 8d7c5s3s3c AdKh5h3h3c 
KhQc8c4h2h Jh9s8h8d6h 9s8s8h7c3c AdKsJh8h2h 
9d8c7d4s4c AsKd5s3h2s AcKh9c7c3c JhTh9s9c4h 
AhTs7h3h2s KsQsTs8d2c KcQh9h8h5d As9c6h5d2s 
Kd7h7c3h3d KsJs9d5c2h JsTs7d5h3s Ac9c5s5h3d 
QdTd9h5s5c ThTd8s8h2h Qs9c8c6d2d QcJc9d6h3c 
KsTs9h9c4s KsTh7s7h2s As7h4d3s3c 9h8s7s6h2h 
Qs8h8c7s6s Kh9d9c8h6h Qh9d7d6s2h KdKc8s3d2h 
Ts8c7h5h4d QsJs5c3d2d Ks8c6h6c4h KsQs8s5c3c 
Jc9h7c6h2d KcQs6s5d3s Kc7s7h3h3c AsKhTd7d2d 
8c7h7d6c5s KhQsTs7s3d 9c8h6d5s4h QsJh3c2s2h 
KsQd8s8c2c JhJc4s3h3d KsJs6s5s4d KdJsJc4s3s 
KdJcTs4h2c JcTc6h4s4c Ad6h5s5c2d JsTh6h6d4c 
Th8c7c6d6c KdTd6h5d5c Jh6s5d4h4d Jh8d7h5c4h 
QdTd7d6d4s QhTc8s5h5d KdQc9h6s6h TsTc5c2s2h 
Qd9d6s5h3c QhQc7h3c2s JcTh6d5c3s Qc9s7d6c4h 
Qd8s7c6h6d JhTs7s7h2s KsQh9h7c2c Ad9s7s6s5c 
QhQdTh8h3h Qd9d9c6d2c Th8s7s7h2d JdTd9h4s2c 
JsTh9h4h3d KhJhTs3c2h Jd8d7s5d3s AdKd9d9c2s 
QsTs9d4s3c 9h8c7d7c2d Ks8c7h6d5d TsTh8h8c2h 
QcJs7d4s4d Qd8d8c7h5s AsKs9s6s4c QsJc7s6h4s 
Qd9h9d4c3c QhTs8d7c4c 9s8d5s5h4d Kd6c5s5c4s 
9d8s8d7h2h QcJdTh3s2d 9s8h6c5h4d KhJs5s5h2h 
JdTd9d5d3s KhJh9d6h4c Qc9h7d5h3d AcTh7s6s2h 
9s8h7c5s2h Tc8s8c7h5c QsJs5d3c2c Kh9c8d6s5c 
TdTc5c2s2d KcTd9d6h3d KcTs6d5c3c KcJd8d7h3h 
QcTc6s3s2h QhTh7h6h4d QdTc8s5d3h Jc6d5h5c4d 
8d7c6s6h5d KcTd4d4c2d Ah7c5h4h3d KcJc7c5c4d 
Th9c5s4s3c Qd8h6h6d2s AhQc5h4h2s 9s9c7h5d3c 
QdTd5h3c2c KcQh6d5s5d KcJc6c5c4s KcTh9d5s4h 
Jh8s6d5h4h Jh7s7d5d3s Js9c8h4s4c AdQsQh6s2s 
QcTc5h3s2s Jc9s9c7h2h Ad8h7h5h4s Kh8c6h6c2c 
AhTs9h6h4h QhJh6d5s3h Qs9d7c5d3c Qd8c7d4s4c 
Ks8d5c4s2c QsJd9h6h6c Qs8d6d4h3s Jc8s8h7s2c 
QhJdTs3c2d JsJh6s4s4d 8s8c7h5h4h Jc7c5d4c3d 
Kc9h8d7d5s QhQd8c7s2d As4s3h3d2d Td9h9c8s5s 
Jd8c6h5d4s 5d5c4h4d3h 9c8d6s5h4c QdJh6c3h3c 
Ts9s7h5c3d QcJh9h7d2d Tc9d7c4c3d AsJcTd3h2d 
Jc9c7d6s4h AsKc8d4s3s KhQc8s7d5s QsJs9s6h6c 
Tc9c8d6c4s Ts9s5d4d3d AcJc5h3h2c AdJs6d5d4d 
AcQh4s4d2c QhQd7h3d2s Kc7c5h4d2h KcQs9h3h2c 
9d7c6d4c3c KsQs8c4c2h KsJd9h5d3c Qs8s8d7c5h 
QsTh6d4c3s KcJcTd3s2c Td9d9c5d2c KsTd6d5c2c 
Ts9s5c3h3c KcQc6d4c2d ThTd6c2h2d Qs8s8c7s6d 
AsKsJs8s2c 8d7h5s3s3h AdTc5s4s3c Kh8d7h6h3d 
KcJh9c4d3s AdKd3s2h2c Tc9s8d4s2c Th6d5c4c3h 
8d8c6d5h3s Td8d7d5s4c KcJh8h7s2s KcQhTs3d2c 
As7h4s2h2c Tc9d6d4c2s Ah7s6h6c2d KhTs5d3d2h 
QhJh6h6d4c Jc8d6d4h4c Qs8s8d7h5c ThTc6s4c2h 
AhTd5h3h2d QdTc5h4c2h KdQsJh9s3s Ah7c4h2s2c 
Jd9h9c5s4c AsKc9c3d2d Ts8d7c5s2c QcTd9c7h4c 
ThTd8d4s4c AcKd6s4d3d Th6s5c4h3s QsJs5h3d2d 
QhJh9c7c2h Jd7h7d5s5c Ks9h8d7d5c AcKs5c3d2c 
KhJc9c7s4d KsQs4c2d2c KdJhJc8c4c QsQc8d5s3s 
Ad9h9d6c4d Kd9d9c6s3h AcTd9d6s6h AhJh9h5c3h 
JsJd9s6s4c Tc7s5d4s3d 7h7d6h5s2s KhJc8s8d5c 
KhTsTh7d2c AcJd7h7c3c AhQsQc6c2c Ks9h9c7c5d 
AhQd6s5d3c JsTc6h6d5d QhTd9s5s3c AhQd4s4c2h 
KcTh8d7d5d Ah7s7c3h2s 8s5s5h2h2c Kh8d7c4h3d 
Ac8c6d3s2s QdThTd4d3c Qh5s5h4s3d AsTd9d6h6c 
Qd5h5d4h3c Jd9d7c5s2s AcTc7c5h3c QhJs9c5d3c 
AhJs9c6d5d Td9d5s3s3h 9h7c6c5s4c AcJd9h9d6d 
Js8c7h6s4d QsJc8s5h3d 9s9d6s4c2d KsQhTd8c2h 
Tc7s6h5h4d Jh9h5c3d3c AdJd5h3s2c AcJc7s7c3h 
AcQh9s5h4h Ks9s8d5d2s QhJh7s5d2s Qc6s5c4c3s 
Qh8h8d6s2s JsTh4d3h2s QhTsTh8h4h JdTd6s5d2s 
KsQs8d5h4s Js7h5h4s4h QhJsJc8s2d Th7c5d4d3c 
KdQd9s5h4d Ts9h7h5c2s AsQc9d6c4c AsQc9d8c4c 
9s8d7s3d3c Jc7h6d5c4s Js9s9h4s3h Js9h7s6s6c 
KdQs9c6h3s Qc8h8c7h3d 9c7d7c6s5c JdTc9c8s2c 
9s9d7c5h3d 9h8s8h7c3c AhKhTh5h3h As6c5h5d2s 
Jd8d7c6h4s KsQc9s8d4h AdKh5d3c2d Ah6h6c5h3s 
QhJc6h5h3s Jc7h7c5s5d AsTs8s7d3s Th9h9d5s5c 
JsTd8h8d4d QcTh9s8h2h Qc8s5c4d3d JsTs9h3d3c 
AsTh5s5d2c AhJs6c4s3c TdTc8s5s4h 9c8s5d5c4s 
QsQh7s3h2d Ac9s7d6h2c AsQh6c5h3d AhKs9s5c2d 
Th8h6s5s2h JcTd7c4d2d AdKs9d7d3d QcJc5c4h4d 
Ad9s9c5d4d KcJs8c4s2c Ad9c6d4s4h KhTd4s4d2h 
JcTs9c6d2h Qd9c8s5s2c 9s8c7h5h2c Jc8c5s5h3h 
QdJh9s8h4c JsJc9s6s4d QsJh4s2h2d Ks9d7d7c4c 
Ts9s7s6c3h Kc7c6s3s3d KdJc8c7h2h Kd9s8d5d2s 
KdTh7d3h2s AsTd5d4c3c JcTc8d3d2s Th7h5d5c3d 
Td9s9c7d4h Jh8s7h5d2s QsTs5s4d2d Qs8s8h5c2h 
Kd9c8c4s4d As7h6d5d4c Jd8d5h5c3h Jd9s7s4d3d 
QhJh7d5h4c KsJd9d7h4c Js6h5h5c4s Kh7h5s4d2s 
QhJh9s6c3h AsJdJc9h2h KcQcTc8d3s QdTsTd4d3c 
Js9h7s5c2c Qd9c7d4s3c AhQs8c4s2c Jd8d8c7h2h 
KhTd9d6s4d JdTs4h3s2d Js8d7s5c2d AdQd6s4c2h 
QdTs8c6d2h 9s7d6c5c4c Kd8h7s6c5c AhJs7d4c2h 
Ts8c6c4h2s KsTc9d7h4h 9s9c8c4s3h Qd8c5d4s3s 
Ac7s7c4c2s KhQd9c8h3s AcQdJh6s2d AcQhJs6d2h 
KdQcJs3h2c Qd8s5s4c3d QdJs6c4h4d Jd9s6s4h4d 
AdQc6s6h4c 9d8c7c5s4h AhJs9d5s3c Jc9s7c5h2h 
QhQc4d4c2c Kc9d8d4h4c 9d8d7c4s4c 8d7h7d6h2d 
QhJd8s7c4d AsTs6h4c2d Tc7s7h5h5d Jh9h8h8d5s 
JcTc9c5c3s QdJc9h8c2s 6s6d5s4c2d AsJd7d5d4d 
AsJh6s5s4s Qs8s7h6s4d JdTd6c4s4d KcQd5c4s4c 
TsTh8s8c2s Ad5s5d2h2c KhQc6d5d3s QsTc8h5s5d 
QhJh9d5h3c Qs9s8h5s2h KdTd9d6c4d Qd9c8d6h4s 
Qc9c5h5c3h 8h6c5c4h2c Kc7h7c6s2h AdTs7h4s4c 
8c7d5s5d3c QdTh8s7c4c QhJc7s6d4c Ad7c6h6d2s 
Qc9s8c5c2s Th8c7c4h3s Js9h7h4s3s Ks8s6h4h2d 
KhQc9c7d2d AcJh8d6s4h Kh9c8d7d5s KsQs9d7h3c 
Qh9c7h6c2d QdJd9c5d3h KdTs9s6h4s KsTc8c6c4h 
KhQh8s6d3c QsJs9s7h2h KsJsTd3s3h AcKc4d4c2h 
AdQs6c3s3c AsTs9s5d4s AsQc9h6c4c KcTh9h9d2s 
AdJs7s6s5s QcJc8h6c4s Ac9s7h7d6s QcTd7h3h3c 
AsQs9c4d2h As8s6c3s3c QhQcJd7c2s Ts7s6h5d4c 
Kc7s6h4s2c QcTsTh2h2d 9d9c4d4c3h AhJs9s8s2d 
Ad9h8s6s2h AdKh9h3c2c 9h8c7c6d2d QcJd9h5s3h 
ThTc9c2s2d QhTh6d6c5h 8h6s5s4h2s Ah8s7c6d6c 
Js7d6s5s3d Ac7h5c4c3s AdQc8c5c4c Ts9h9d3s2d 
Jc9s7c6s2h Th9d6s5s2h TsTc7h5h5d JdTs7s7d2s 
9h8c6s6h3s Qh9d7h6d2c JcTc9s2h2d AcQh8h5h4h 
Ks7d6s5d2s Ks6c5d5c4d AsQd9c7h3d AsQh9c6h4h 
KhQd6d5d5c KdJs7d5d3h Ad9c8c6c5h Qd9h7s6d4c 
Kd8d7h5h3d Ts9d9c3s2d QsTh8d5s5c KdQhTs4h3h 
Kh9h8s8c6h KhQcTh8d2h AhKhJh8h2d As5s5c2h2d 
QhJs7h5s2s 9c8h7c4s4h AcTc8s3d3c AcJh6s5d4h 
KdTs4s3c2d Qh9h8s7s3s QdTd5c3h2h JsJc6c4s2s 
AhTc9s6s5s AsTc7d4h4c KdJh7c6s4c Qh8h8c6d2d 
QhJsTs4s2d KcTh8s6d2c KhTsTc9d2d Kd9h6h4s2d 
9s8s8d7d2s KdQhJs9h3h AcKcTc5c2d QcTc9s5h5d 
Th8d8c7h5s Jh9c7s4h3c Jd9d6s6c5h KhQc8h5d4h 
Qd9s9h5c4d Jc6h5h5d4c JhTs8d3d2h 9h8c6d5c4s 
Kh8h6c4c2s Tc9h6h4c2d JcTs7d5h5d JsJd6s4s4c 
QsQdJd7d3h QcJc7d6c4h AcJs7h7d4s Td9c8s4c3s 
KcTc9h9d4c 8s8c6s6h3d AdJs9h7c4c AsQh8c5d5c 
Jd9h7c4d3h 9s8h7s3h3d KsJh8d6c5d As9c8d5d2c 
Ac9h8s6h5h AdKh9h5c2s KhQs8h4s2s Kh9d8h8d2h 
KhJc8s8d6s KsKh8c3h2d QsTs6d6c5s Qh9s7s6d2h 
Jh8s7h5c2s QhJd9s5c3s QcJh8h6s4h QcTsTc4c3h 
Ah9d8s5s2d KsQd8s8h2h AsQdJc6h2d KhTd6c5h3h 
Jh6d5s4s4h 9c8c7h5h2c KhQs7s6d2d Ts7h5h4c3c 
Th9d7h5s3c Ts9d7s7d2c 9d8d6d5h4s Td7s5h4h3s 
