Kd8d6c5h4h 
AdKsTc6s2c Qs9s9h7h6h AcQd9h7c2h KsQh6d5d4h 
AcKdJs4h2c QhJdTh6s5c AsQs9c5h3d Ad8d7h6s3s 
QcJs7s7c5d QsQhQdThTd AsKcQc5h5d AsKs9h9d7s 
AsTd8c7s4s AsQh9c8d7h KsKhQhTh5h AhJc9h4c2s 
QcJhTc5d2d QsQh4h2s2c Ac7s7c4h3s Qh8s7s6h5d 
AdJhTs2d2c Jh9s9c8s8d Ah8c7c6h3c AsKcJh6s4s 
KhQhJs7d5c AsJh8s8c7s KhJcTc4s3s Ac8d6c5d3h 
Jd9c8d6h5c Th9h8s6d5s KsTd9c8s4c KdTc9c5d3h 
Tc8h8d7c6d AcTd5s3d3c QhJs7s7h5c QdTh8c7c5h 
KdQdTs6s2h AcJh9s8d3c KcQh5c4d2h KdQcJsTs7s 
KdTh6c4h4d KdTs9s5s4d Jc9c8s6h5s AcKsQd8c3h 
KsKdJs9s4h AhKh9c6s2c JhTd8d7c6s AdJh7h7c5c 
KdThTd5h4d QcTs9h9d8c KsJh8s7d6c KdJdTh4d3h 
KsTs8h6s5h AhQsTc9s4d QcTs9h8h2c AsTsTd8h2c 
JcTd9c7c4d Kd9h8c7h6c KdQsTd5c4h KsQc9s7d3c 
KhTc9h8c2c JsJhTs4c3c JcTd7h5c3d KhJs6c5h5c 
AhJd9c7s3h KcJcTs4c3s AsQc8s4c2c KsKcJs9s4h 
QdTc9d9c4c KhTs9h5c4c QdJhTd2h2c QsQdTd7h5c 
AdKdJsJd4d AcJs9h7d4c AdQc8h8d3h QsQcJh9c7c 
KdQdJs4s4c Kc8d7s7c6d Kd8d7c5c4s Ad9h8h4s4d 
AdThTd7d5c AcJd8c4s3s AdTsTd7d5c QhQc9h8h6s 
Kc8h7c6s4s KcQdJh5h2d AhQhTc5s3h QdQc9h4h4c 
AhJsJd9d5c QhJsTh2s2d Ts8h8c7h6s JsJd9d8s4c 
AsTc7s3d3c AcQhJhJd3h QhJc6h5c3d KhQhTc5c2d 
AsTd5c3s3d JsThTd8d3h AhTd9s8d7d AsJcTs5h3s 
KdQsQc6c4h KcQhJs3c2s KsKcTh4c2d Ad6h6c5c3d 
KcJs9c8s4h KdQsQc7d2s Ts8s7c6c4d AcQc5d4s2d 
AhKh8c4s3c AhKd5c3h2c 7h7c6h6d5d QdJc6h5h4c 
KsKh4d2s2c AsJh6s4d3h QdJd8h6s6h AsKsJs4c2c 
QhQcJdTd4s AhJcTs8d6d AhJsJcTs4s AdQh6c4c3d 
Ts9h8s6d5h Ah9h8c7h6s AsJs8c6s4c KsJc8c7d5d 
AcQc8d7h5c AcQhTh7s4d Ad7s7d6d5s AdJsTd6c3h 
KhKdJs4d3d QhJsJh9s3s QsJd9d8h4s Ts9d7c6d6c 
AsKh8s8d2d QdTsTd9s5d AdJc8c4d3c KdTd9d7s6c 
Ad8h7d6c3h QsJhTc9d6h AcQc9s9h5d As9d8d4s4c 
AcTh9d4d2c QhQc8d6h5s AcQsTh3s3h AsKcJd9d5h 
AcJhTs7c3c QhQc6c5s3s AdQhJd9d4c JsTd7d5s4s 
AhQcJh9d4h AcJc9d5c3d AhTh7h5d3d QsQhJc9c7d 
QsJsTc7h3h As8h8c7s5d QdTsTd2s2c AcQc5s4d2s 
QhTs7d6s6d AcKd7c6h6c As7s7h5h2c AdKsJc7h5h 
KhQc6h6c3d KcQd5d5c4d KhQsJd5d2s QdJcTd6c3d 
QdJd9h5h3s KhJcTc8h2c KsQc8c7d4s QsQc7h6d5c 
JdTs9d7c6h Kd8h7s5s4d Ks9h8d7h6d QcJdTh9c7c 
Ad9d8s6h3h JsTsTd4d3d KhJhJc6s2c KsKh8d6d5d 
QcTc9h5s3h AdQd6h4c3c Qh8h7d6c5d AdQc8c3h3d 
QsTs9d7h4d QhJdTc9d6s AdKsTh7h4c AhKc9d4h4d 
AhKs5d4h3c KsKh8s3s2h AsKc8c7c6h QcJdTc8c6s 
JhTc6h6c5s Td9h8s6h5d AhKc8h6h5d KhKdTc9c2s 
AhJsTs9d6c JsJc9h7c3s AdQcThTc3s 9h9c8d6c5d 
KdKc8s6h5h JcTh9d5h4d As8d6d5c3s QsQdTs7c5h 
KcJs9d6d5s AcJh8c6d3d KcJcTs2s2h AcQhTh8d5h 
AdKd9c6s2c JhTc9h6c3s QsQhJh8d7h KhKdJd2d2c 
JcThTd9d7s KhJhTd5s2s JhJdTs9c6d AhQc8h7h2c 
KsKdJd9d5d AcKdTh7c2s KdTs9h4d3s 8c7h6h5h4c 
KsJdTh6s4c KhQcJd8s6h KcQsQc9h5d QsQh7d4h4d 
KdQh6c5d3c JsTs8s7h4h KdQs8c5c4d JhTc9s9h4s 
AdTdTc3c2h KdQdTs6s2c AsJh9c7c4h AdTd8d7c4h 
AsKcTh4c2h KhJsJd3s3d AcJs9c7d5c AsQh7d4s3d 
AcTc9d4s2s QdJh9c7h5c TsTc9d8c7h QhQcJh8h3c 
Qh8h7d6s5d AhQs8h5h2s AdQsJc9c7h AcQsTh7d6h 
KsQd9s6s6d KcJhTc9s4d KsQsJh6h2c KcJd6d6c4s 
QsJd5c4s4d AdKhJh5h4c 8h7s6c5s4h AsKsJc9d6s 
QhQdJd9c7d AdKc9h6c4h KsQdJcTs4s KhJdJc4h2c 
Jc8d7d6h5c AcJsJdTs4s AsQhJd5s3s KdQhJcTd6d 
AsTh8d2s2d QsQhTs7d5c Qs8c7c6s5d KdQcTh2d2c 
KsJd9h9d6h AcKsJd5c2h KcQcTs5d4h TsTc9c6s4h 
KsQs9c5h4c QhThTd6c3c KdTh7h5s3d QdQc4c2h2d 
QsQdTc4s2c AsQd9s8h6s AdKh7d6d6c AhJsTs9c4d 
KdTd9s8h2s JhTs9h7c6d QhTh9s4c3s KdJd9c6d5c 
KdTh9s7s5h AcTs9c3s2h AdQhTc3h3c KsJcTd6c2s 
AcQdJc5c3s AsKcTh7h4d AcJdTd9s4h AsJh9s6s4h 
QsQc9s8c2c KcQsJd9s7h QhJs9s8h4c KcQc6s5s4c 
JhJcTh7s7h QsQh9s8s6c JcTh9h7h4c AhQs9h7c6h 
QsJs8s6c5c AhQh5s4c2s AdTd9d6s4s AsQdJs9h4s 
AcQdTh5s4d 8s8c6s5s5c AhJhTh8d2c AdJdTd8s2c 
QsQh9h6c3c QhQdTh7s4c Tc8h8c7s6s QsTh9c7c4s 
AdQs9s2h2d AhQs8s3h3d AsQd9s4d2c QhQcJsTs4d 
QsJd9s6h3d AhTc9h8s5h AsKc9c5d4d AcJcTc8d2s 
AcKdJd5d4h QcJh7c6h5c AsKh9h9c7d AcJs8h4c3h 
AsKcTs9s2d AhQsQc7d4s JsJhTs5h2h QsQhJh8s2s 
KdQdTc9d6h AdKd9h4s3h KdJc9c7c4d KcThTc7s7c 
KhJc6s5s5h KsQh5h4s3h QsTh9s5c3h KsQd9h5h4s 
Ks9c7c6d4s AdKhQh8s6h QsQc6c4s3s KsKhQsJs2s 
JdTh9h7s4s AcJdJc6c5s JcThTd7s6h AcKc9c7d5h 
AhKdJs9d5d 9c8h8c6h6c JsTc9d9c5d QcTs9d8s4c 
KcJsJd4c2s AsKs9c6d2c 8h7c6c5h4s Ah9s8h5s5h 
AsKsJs4d2d AhKhTc4s4d QcJh7d7c6d AhKh8d7h3d 
KsKcQsJs2s Ts9h9d8s6h KcQsQd8d3s QdTc9d6h3h 
QsTd6d5c4c QcThTc2h2d QsQc3s3d2c KdJhTs6d4c 
QdJs7s6c5c AdTs9h4h2d AcQhTd6c4c As6h6d5d3s 
AcQhTd5s4h KdJs5d4h3s AdJs8d4h3h JhTs9h5c3c 
KdJsJh4h2d AdTh9s4s2d JsJdTd7h7d KsTs9s7d6h 
KcThTc5d3d QsJhJc5s2h AhKh7s6d4h As8d6s5c3c 
KdQcTc7s2d AsQdQc4c3h JhTc8c6h6c KsJhJd4s2d 
QdJh9h6d3c KhQhTd9h6s KhTh9s6s4s AhKhJhJd4h 
KhQsQc6c5c QdTd9s5c4c 7s7d6h6d5s KdKc4d2s2h 
QhJc7h6c4d AsJs9d8c2h QhQd5c4c3d AsAdAcQc4c 
Kh8d6c5h4c Js9h7d6d5s KdQsTs8h7s AcJs7h6h5s 
AsTd9c7c4d Ad7c6s4d3s Tc9h8s8h6c KdQhJdTd6s 
AdQcTs8h6h AcKcQc4d3h AsJh9h9d5d AcJcTc5s3d 
As8c5s4h4c 8h8c6d5c4h JsJc9h5h4s KdTh6s6d4h 
JsTc7d5s3c Td9s8s6d5s KcTs9d7h7c Td8h8d7h6s 
AdJcTh4d2s AhJsTd5h3h QdTh8s7s5h JhJcTd9s6c 
AdKdQdJd7c AcKsQh9h7h Kc8h7c6d4d AcJsTh6s6h 
KdJsThTd3c QsJh6d5d4h KcJsJc6d2s Kc7d7c6s5s 
AcJhJdTd4d KsQcTc8d7c AsJcTd4s2h Ks8d7c5c4s 
KcJsJh4h2c KhQsJdTs5c Ks7h6h5s4h QsJdTh2s2h 
Jd9s8s8d7s KhJs9s8h3c JdTsTh9h7c 9s9h8h6c5c 
QcJdJc8c4d KdQhJsTd4d AdQsJh4d2c KhKd6h3c2c 
AdQs4h2s2d AhKdQd4c3s AdThTc8d3s AsTh9s5s5h 
Ts9h9d7d5h AhKh5c3s2s AsTs8c4d2d QhJh8s6s6d 
KsQh9h8s5s Qs9s9c8s8h JdTh9c6d6c KdTs9c6s5c 
QhJsTh8h6d KsJsJh6d2h AdQdTs5h5c QsTd9s8h3d 
As7h6s4d3d KsQcTs7d3d KhQcTd3c2h QdJhTc6h2d 
AcQsTc6d4c KdQdTc6c2s QsJh9h6c4s AcKhJs4d2c 
QdTc9h9d5h QsTs8c7c5c Qh8c7c6h5s 9d9c8c7d5s 
AdQdJd5c3s AhQhJs5d3h AsJh9h9c5c Ac9h7c5h5c 
AsQc7s4d3d QdTh6h5s3d AhKsQs9s9c Qs8s8c7h6c 
QsQh3s3c2h KhQh8s6s5h AhKdTs7h3h KsQhJs4h2h 
QsJd9d8s4c KdTs8h5d4h QhJs6d5h3s Ks8s8d7d5h 
KdJdTh3h2s QcJd9d6c3h As7s7d4h3d AcQhJs3h2s 
KcQsTd4d4c AcKdJh8d4s AsTs9c4h2h AhQc9h8d4s 
KhJd9d8c4h AdTd5h4c3c AdQdJd5c3h AdQcJsJh7h 
KcTh9h5c3s AdKcJh6d4d QcJdTd5h4s AcKsQh9h5d 
AsQdTc5h4d KcThTc7d3d Th9s7c6s5c AhJc9h7d5h 
KdQcTc8h7c QhQcTh7s5d Kh9c8d7d6c QhTs6s5c3h 
KdQd9c5c4s KsKdQcJc4c KsKdTs4c3s Ah8s6s5d3h 
QsQd8s6d3s QdJhTs5d2s Ah8s6d5s3h KcQs8c5s4s 
KcQsTc6s2c AdQd8s7d5c QsQhJh4c2c 8s7c6h5h4s 
QhJhJc9c3c AdQc9d7s7h QsQcTc6h5c AdQsTc6d4d 
JsTh7d6h6d AsJc9d7d4c KhTc8h7h4c AcTd8d8c2c 
AhKcJh7h7d 9s9c6s6c4h Td9h9c7h5c Ac9s7c5s4c 
Kc8h8c6h5d 8c7c6s5h4h Ad9c7c5d2s QdTc9d7c5d 
KhKcQs8c5c KhJdTd4s3s AhQsTs8d5s AsKc5h3h2s 
AdQs8c7s4c QdQc9c2d2c KdKc8d7d5d KcQdJhTh7h 
AhTdTc7h6h AhKc8s8d7c QhJh8c6s6c QdJh7h7d5s 
QhQc8c6h3c As9s8h6c3c KdTd9h6h4h KdQd6d5s4s 
KsQdJcTc5h KsKd4c2h2d AdJdTd8h2s KhTsTc9h6d 
AcKs9c8d4h AhQsJsJd3s AhJc9s7s4c TsTh8h5d4s 
Td9c8h6h5d AsKs8d4d3c AdTh9d3h2c KsQh9h8s2d 
JcTd9c5s3s As9h9d8c5s KhTs9s6s3h Kc8s7c5h4h 
QhQd7s6c5d AhKhQcTh4h QdJc8d8c6d KdJh9d5c3c 
QhTd9h9d4d AsJh6h5d2s KdKcJsTs2s AdTh7d6h2s 
QsJdTc2s2c JhJdTh5d2d AdJs8c7d6d JsJc9h5c4h 
AcTh9c5h5c KcQhTd5s4c KhJhTs3s2d QhJsTh5s2s 
AhQd9h8s4c QhQdTc7c6c QsJd9d8c4s AcKdQh4c3c 
As8h8c7c3s Td9s7c6s6c KhQs9c6c4h KsTh6c4s4h 
AsKsJsJd4s KsKcQc8d5c AdTh9c5s4d AcTdTc6s2s 
JsTh7d5s3h KcQdTh7s7c AcTs6c4s3s KcQhQd6d5d 
KdJs9c7d3s AcTc5s4d3d QhJd9d8h3s AdKdTs3h3c 
AcJh9h9d5d AdJc6c5s2d JsThTc9c7d AhKs5d3d2h 
KhJd9h9d3c QhQcTd7d6d KhJsJc9c3s KsQcJd5d2c 
Td9d9c8s8h AdTh9c4c2d KsQs7s7h6h KhQsQd7h2d 
KhTc9s4h3c KsKcQs8d5s AdKsJh6c3d Ts9h9d8s6d 
AcQsQc6h2d AcQcJc5s3d QcJs9h8d8c AsQs5s5h4h 
Td8s7c6c4d KsTd6s5s4d AcKd5s3s2c KhQsQd6d4c 
QhJd7s6s5d JsJhTs4d3d JsTh8c7s6d JhJd9c5c4h 
QsJcTc6h3h KsQhQcTd3h Jd9s8s7s7d Jd9s9d7s5d 
KhThTd5c3c QsQcJd6s2d QsQh8c4s4c KhJs6h5s3s 
As9d8s7d2d Td9h9d8s8c QcTh9s8s7d KdJhTsTc7h 
JhTdTc9d7s KsJhTs8s8d KhJs9h5d3d QsJdTs5c2c 
AcTc8c7s4h Ts9h7d6s5h AsQh9h6s2h JsJd9h4s4d 
QcJs8s8c6c KcTc8h6h6c KcThTc5s3s AhJc9d7s4h 
As8h7s6d3h AsTh9d9c3s AdQdTc5d2c QdTc8d7c5d 
QsJhJdTd6c JdTs9d8h6c QcJsTd8d2s AhKsTd8h3h 
QsTsTc9c4s KcJhTc8s6c QcTc9d5s4s AdKc9s9c7h 
QhTh9c8h5c QsJd8d8c6c KdQhQcTs3h AhAdAcQc4c 
KdQc9d7c3s Qd8s7s6d5c JhTd7s5h3d AhQcJs6d5c 
KdKcJc8c4s AcJh6h5c2d AcTh6c5h4c Kh8s7d6s6h 
AdKhJc6d4d KcJdJc9c2d KsTd9d6c5c AcTc8s7d7c 
AdKcQs8h6s AcTsTh5s4h AcQc6s4h3h KsJh9c6c5h 
AcKsTd6s2d AhKsJc9s5s Jh9h8s6s5c KhKcJs8d5d 
AdJh9h9c5c AdJd8c6c2s AhJdTs2h2c QhQcTd4c2d 
QsJsJh9c3c QdQcJh7d3h KdQhTs7d2h KsJs9h7c4h 
AsJdTd9c6h QhQcJc9c7s Ah6s5d4d3h QsQh3s3d2h 
QsQcJh9h7d QhJdTd6s2h AdTsTd6h2h As8d5s5d4d 
Ad7h7d4s3h QcJc8d6d5c QhJsTh5d2d QhJd9d6s4h 
Ad7h7d5h2c AdTsTd3s2h KsQhJsTs6c JhTh9s6h5s 
AhQc6h5d2d KdQhTd9d6c JsThTc3h3c AcTsTc7h3d 
KdThTd6s3s QhQd6c5h3c AcQs9c7h6c AdQh5h2s2d 
Td9h9c7c5h JhJcTc5h2h QhJs6h6c5c KsJd9h7s5c 
AdQdJd7s4h KsKh6s4d3s AcJd9c4d2h Ah8h8c5s5d 
KsQhQc7s2h QhJsTs7d6c KhJhJd9h2d AcTs8d2d2c 
QsQdJh7d3h 8h8d7s6h5s AsKs9c8s4c KhQcTd2h2c 
AsKhJd5s2c Ac7h7c4h3h Jh9s7d6s5h Ad9s9d7s2c 
AdKsJc6h3d KhJsJdTd5c AsKsJs8d2d JsJd9h7d3s 
KhJdJc4d2h AdKcQh9h7h QdJc8h5c4h QdJc7d6c4s 
AhJc9h4d2c AcJs4d3s3c KsJhTd8s5c Ks8s6c5h4h 
KhJsJd4h2d AdQsTd6h4d As9h8s6h2d AhQd4s4h3s 
KdQcJh6h2d AhTs7h3s3c Jd9d8h6c5c Tc8s8c6s6c 
AsKdQc9c7c Jd9h8d6c5h JsJh7d5s4d QsJsTc6c3c 
JcTsTc9c2s KsQhJdTs6s Ah7c6h4d3d AdQd8c6s2c 
AhKd5c3c2h QcJc8c6h5h AcJdJc7h4c AsKcQdJh6h 
JsJh9c8d7c KcJsJd8d7h AsTc7c6s2d KdQdTh5s4c 
AhKdJc3s3h KhQdJc9h6s AsKd9s6d2s KdQdTh8s2h 
AcKs7h4s4h AsTh6s5h4s AhKs8h6h5c JhTd9h8s6c 
AhQdJs4h2c AdJh9d4h2c QsQdTd5c2c AhJd7h4h4d 
KcJsJd8s7h KcJh7d5d5c Ac8c7d5h2h AsTc9d3s2c 
AdJh8s7d6d QhQd7h6d3h QsJc9c6s3d AcQcJc5h3s 
AdKhJd4s2c KhJdJcTd5s QcJhTh7d6s AhTd9h3d2s 
Ad9s8d5s5d KhKcJc8c4d KhQsJsTc4d AhJc9s7d4h 
KsQdTs7c3c AdQdJs5h3d AcKd8c3h2d AcThTc7d3s 
JsJc8c7h7d AhQs8c7s4c KcTd9h8h2c KhTd9c8s7d 
Ah8s8c6h6d AcKhJd3s3c AcKdJsJh2s QhQdJd9d7s 
AdQcTs3s3c KsJh9s9h5s Ac6h6d5h3c QsQc8d7d4c 
QhThTc6s3s QhJsTd8d2s TsTh9s6h4c QhJcTh8h6d 
AcKdTs7s4h KsKd8h6c5c AhQs8s7d4d AdQhJs3h2s 
AdKdQcTd6d 8d8c7c6d5h AdQh9h9c8s AcKhJs6c3d 
Ks8h7s5c4h JdJcTc7h7c QsJsJd8d3h AdTdTc6s4h 
AsQsTd6h4s QhTc9h6d3d KsJsTc5h2h QhQd9h6s3s 
KsKhQs7c4s QcTh8s7s5h AsKcJh5s2d Ah8h7d6s3s 
KhQd9c5c4h KdJs5s4h3d KhQdTh2d2c KhJc9d7h5s 
AsKdTc6d2c KhKcQd4h2s Kh8h7c5c4d QsQhJs4c2c 
Ac8s6s5c2d KsJd7d7c6c JdThTc4c3d AsKdJc5s2h 
QsTh9s5h3d QsQh6s4h3h KcQh9c7d3h Ac8s7s6c3s 
AsJhJd8s6s KhQsQc7c5d 7s7c6s6h5c JdTh9d9c4c 
KdJh6h5h5d KcQcJs3h2s AcTd9h7h4d KhThTc8c2s 
AsKs8h4d2d 8s7h6d5h4s JdJc9h8s7h AsJh5s5h2d 
AdQc9d8h4s KcJd9h5h3c KhQcJh8s6d KdJdJc6s2c 
QhJsTh6d2s QhQc9d8s6s JhTs7d5h3s Qc9c8h7c6h 
KdQh9s8c7d AdKdQhTd6d QcThTc9h5c QdTd8h6d4h 
AhKcTs8h3h AhJsJh6h5c KsQdQc8d3c QsQh8c6d5s 
AsKc5d4s3h QsTd9s7d3h KsQsTh9s6c KcTc6h5h4h 
AcKdTs4d2s AcJd8h4c3h KhQhQc5s5h KhQhTsTh7c 
Ks8h7s6h4d QcJhTd8h2d JcTc9d4d3h QcJh9s9c5s 
KcQcTs5s2h Tc8s8h7h6c KdQh9h7d3s AsQc9s4c2h 
KsQcJdTd5h KhJcTd6c2h AdJsJhTs4s AcJdTs8h6h 
KhJdTh8s8h JsTh9s7c6d QsTc9h9d8s AdQhTh8c5h 
KhQcJs8d6h Qc9s8d7d6s QsTsTh8s7d KcQc6s5d3s 
Kd9s8h7s6h AhQh6d5s2d QhQc7d4d4c QsQhJd6s5s 
QdJd8d6s5s KhKc8c7c4s KsKhQc6c4c KhQc9c8h2s 
Ad8h5d4h4c KdQh8d5h4d AsKhTc4h2c KhQhTd5s4c 
Th8c7h6d6c QsQh6h4s3s Ah9c6c5h5c AdQd9s9c5h 
AdTc9d5d5c AcKdTc9c6c AsQh9d7d2s JdTs9h6s3d 
QcJdJc7h4h JcTs9c6s3h AhKh8d4d3s AsThTc4s4d 
KsTh9h7s4s QsJc7s7c5h AdKd9d7h5c KhJs9s9d6d 
AhQc9h6c3h KcJd9s7c4s AsQd8c7d4c AcQc8d6d2d 
AhQsQd8h4h AsKcJd5s2h AsKc8c7c6d KsJc8s7h6d 
AhJc4s3h3c KsQsTs8d6c AhQc9s7h2s QhQc8d7d4c 
Ac8s7s7h2c AdTs9s9c5c JsJd7h5s4h AcKhJd9h5h 
QsTsTd8d3h QhJhTc6c3c Td8d7c6c4s Ac7s5h5c3h 
QdJsJd3s2h KcQdJsJh6c AdKc5h3d2h JhJdTs8d2s 
JsTd9s6d3h KhQhJdTh6s QcJs9d9c5d AdThTc4s4d 
KhJs6s5s5h AcKcJdJc4c AsQdJc4s2h AcKc9d6h2d 
AhKs9d9c7s QcJc8h7h5h TsTh9d9c7d AsJs8d6s4d 
KsKcQc7d4c QdJc7d6s4c JsTs9c4d3c KcQhJd3c2d 
Ts8s8d7c6c AcKdJd5s3h QsQc8c5s2h KsTc9s5h4h 
QdJs9h9d5h KhQs6d5h3d KhKc6h3d2d AdJh9s8c3d 
Td8h8d7s6s QhJc7h6s4c QhQc8d6c5s AdQc5c2h2d 
AhQdTd7s4c KcJh9d7c4d TsTc9s6c4h Js9h8h6h5s 
KsKd8s7c4s KhJhTc4h3c AsTs6d5s4d AdTd8c7h7d 
AcJcTd8h3c KhKdQs9c5s AsQd9h4h3s KsQd9s7h3d 
KhQh6c5c3c AcJdTs7s6h KsTc9c5s3d QhTdTc8d7s 
KdTs7d5s5c AcTd8c7s4c QdQc8h4h4d KsKhJh2h2d 
KhJc9c7h4c Kc8h6s5h4c AsTsTc6h4d QhJdTh8h6c 
QcJdTd7s6h AhKd9d7s5c AcQhTc6s4c AdKcTc9h5c 
Ac6h5h4s3c AdJs4h3s3d AdKhTs7d2c QhQcTh7s4d 
Tc9d7h6h6d KhTd9c8h4c KdKcQc7c5c KdJs7d6s4d 
KdJhTh8d2h KdJh5d4s3h QdTd9s8c2s AcKcTc8s6c 
AhQc7s7d5h Qs9s9c8s8d JsJd8s5s4d AhQd8h5h2d 
AcTs6c4s3d QdJc8h8c6h KdQsQdJd7h AdQh9s7s2d 
KsQsTd5c4h Kd9c8h7c6h AsQd9c7c2s KsQd7s7d4h 
QdQc9d8d6h AcKc8d4h3d AcJsTc5d3c KhKcQs6s4s 
QsJsJh5h2h TsTc9h6s4c KdJdTh2s2h Th9s7h7c6s 
AhJd7c6c5d AdKhJc9d6d KdTsTh9s7c AcJc8h6h2s 
AsKs5c3h2h AsJsTs8h2d QhQcJd9h7h AdTd9h6d3h 
KsTc9d8s4d KsJh9h8s3c AdJh7d4h4d KsKhJh9h4d 
KsQhTc8c2s AsJs9h7h2h QcJdTs9c7c AhJcTd7h2s 
AsQh9s7c6s AdKd4c3s2c As7c5s5h3h KhQh5d4s4d 
JcTh7c5h4c Qh8d7h6d5s Th9d8s6h5s KdQc8d5c4d 
AhQhTs8h6h KdJs9s9d3c AcJhTc6c5s AhQs9c4c3h 
KhTc9c5h3d AdQc4c3d2s AhKsJdJc2d AhKs7s4h2h 
AcKdJs5c2h JhJc9s5s4c AsKdQs4s4h Kc8d7c5s4d 
Ks8s6d5h4h KdJh9h5d4d KcQs6s6c3d JcTc9h8d3h 
JdJcTh9s6d As8c6c4s4h AdQcJs4d2h Ad8c7h7c2d 
AhQc8h5h2c 9h9d8c6c5h QcThTc9h2c AcTs8c7d4c 
KsQhTd7s7c AsQs8c7d5s KdKcQd8d6d 8s8d7d6s5c 
QhQcJs6s5d KsTh9c8s4c Ad9c6c5d5c AsQcJd9d7h 
KsKc8c3s2c KsQsTc9s6d AdQcJs6h5c AhJh9d5d3h 
QsQhJd7h3d AdKhTd7c3d AhQd9d6h2d AdQcJh8c6s 
QhTd9c8d4h Ac8h6d5c3d Kh9c7c6d4h AsQs8h6s5c 
AhJs8c7h6h AcJhTs5c3c JhTh6c5s4s As8d6c5d3s 
AhJhTh7c3d AhThTd3c2d Qh9c8h7s7c QhQc8s7s4h 
AhJc9h4c2d QhJs7h6s5h AhQdJc9h6h KcTc8h6h4c 
ThTd6d6c5c KdJs9c6s3d KhQcTc8h3c JsTh7s5h3d 
JdTd7s6s5s QdQc8h6d5s AhKdJc6d5d QhTc7s6s6c 
AdQhJs9d6d JsTs9h8d8c AdKd8c4h2h Ad7h5d5c3c 
KcQd9s8h7c AhJc9h7s5h Ts8s8c7h6h KhTc8s7c5s 
QhQc8h5c3h KdJsTc6s2d AcQdJh8d6s AdKcTs6c2s 
Ah6s6c5c3h Ad7h6c4d3c AdQhJs9s7c KdQhQdTc3d 
AdKsTh7h6h QsTc9s5c4s AdTsTd5s2s QsQc7h6d5s 
KhTc6c5h5d KcQsJc8h6d AdKdJd9s9d Ts9c7c6s5s 
JcTh9d6d6c QhJdTd6c3c Td9s7h7d6s KcJdTc5d2c 
KsKhQc7c4d KsKd8s7s4h KcQh9d5d4c QcTc9s7s4h 
AhQs7d7c5h KdQsJsTh3c AdKcQh7s5s KsJsTd5d2d 
QhQc8s6h5d AhQdJc6s5d QsTs9c7c4d QhQc8h6c3h 
AdKh9h5c4c JcTs9c4s3h TsTd8s5c4d AdKdJd4c2c 
AhKcJc5s3d KcTc8d7d4d KsJh9s5c3c JsTc9s9h4h 
KdJsTs4d2s Tc9s9c7h5s AhKd9h8c4s QhQc5d4h3d 
QsJdTs8s6c Ad8s6c5d3c Ac7d7c6c5d QhJh8c6c5h 
KsJsTs8s7c KdQs5d4c2s AsQhTh6d3d KcJs9s9c5c 
AcJs9c4s2d AdJc7s6s5c QhTh8s6h4s KsJh9s9d7c 
KdQsQc6s4h Ad8h6s5h2d Ah9s7c4s4h AdJsTc6s6c 
KhKcJh8h4s JsTh9c8c3s QhQdJh6c5h KcTdTc7c6h 
KhTh9d6d4d KhKc4s2h2d KsKdJs9s5s QhQcTh6s5h 
KdQhTh7s2d KsJcTc4c2s QsQdJs9h7s QsQc9c6d3d 
KsJs8d7d4c 8s8h7s6h5d QhJc9c6h3s Ad8d6s5c2s 
KdKcJd8d4s KhKdQs7c4s Ah7c6h4d3c AhJc8d4h3d 
KdQdJh4h4c QdJdJc9c2d KsKh6s3d2d KhQc9h6h6c 
AcKcTh7c5c KcQd9h6h4c AcJs8c4h3h AcQh9c7d6c 
KdQsQh8d7d AhKsJh4d2c JcTc6d5h4h AdQd8c6h2c 
AdTc6d4c3s AdQdTc6s4d AhJsJh7d4h AdKh9h7s3s 
JhTc7d5h3c KdJc9h7d4h As8s7h6d3d KsQs6h5h3h 
KhJs8s6s6h JhTc9d9c8s QcJh6d5d4h AdQc8d6h2h 
KsQdTs7h3h JsTh7s7c4h KsQsTsTd7c AdTh9h6h2d 
AhKcJd5h2s AdKsJh9d6d QhTdTc8c7s AhTc7d4h2c 
KcQhJs9c6d AcQh8c6d2d Th8h7d6d5s KsQcJh8d6s 
AhJhTc8d3h QhJs9d8h7c AhKc7c5s4d AdQs9d6s2s 
AhKdQd8d5s KhTc7c5s3h KhTs9c6s5c KdQsTc7d2s 
KhThTd5d4h QhJsJh9s2h KhQsTd7h7c QcTh9s5c4s 
JhTc7c5h4h AcQc8h6s2h AdKc5s3s2d AcKdQc4s4c 
KcJsTs8d6h AdKsQc9c7c AdQh9c8s7h TsTh9s7d5d 
QhJdTd5h5d AcKc7s4d2d AdKcJc7s7h KhJhTh8h7d 
QcJsTh9c7c AcTs8d8c6c KdKc8d3c2d KdKcQsJs4s 
KsQcJd3s2d AhJhTs8d3h JsJcTs5c2c 8h8c6h5s4s 
KcTsTc5h3h AsKh8h8c4c AsQs8d6s5h AsJs9d5c4h 
Ts8h8d7d6s 8d8c7d6c5s KhQcTh6c2h AsAhAcQs4s 
QhJhJc3c2s Ac8s8h7h3c KcQh9d5c4d KhQhJcTh6s 
QcJdJc8h3d KcQdJd4d2c QsJh7h6s4c AsKs9d6d2c 
JhTd7c6c4h AdQc9d8s6d KsQsTd9s6h AhQdTs8c6c 
