QsJd7d6s3s 
Ah6h6d5h2d AcJd6h6d4h QsQd7d2s2d QhJc7s7c6d 
Kh9h9d7d3h Td9s9d4s2c AhTd8c6c5c KcQc9s8s3c 
AcQd7c6h3c AcJd8s4d3s Th8h7c5s3c AhKcQd8s2d 
TsTd6d4d3s Ts9d8d7h5c 6s6c5h3h3c KhQc9d7h5h 
Ah7h7d3c2d Jd8d6c5c3h Ad7c5s5d4d AsJd8d7h4d 
QcJh7d4h3d 7h7c6c5s4d AsTd8d6h5d KhTc9c6d4s 
9s6c5h5c4h KsQcTh6d2s KdQs4s3d2d Qs6c5d4s4c 
AcTs8s6d2d KhKcJs6d2d JdTc6d3h3c Ts8h8d6c5h 
QdJhTh8s2h KhQc7c6h2h QcTsTh8s4s Kd8s7d5h2s 
Ac6d4d2s2c Tc8h7d4h4d JdTc8h6s4s QdJh6h5c4h 
JsThTc4h3d ThTd6s4d3s Kc9s7h6c2s Td8h8d6h2s 
Kh9h9c5c3h AcJs8d6d3s Jh9s9c7h6h KdQs9c6c5h 
JdTd6c4c3d AhTs4s3h2s AcKcTc6h3c Qd9s7h5s4h 
KhQsJd3h2c Jc9c8s7d7c KsQs9h6d3c AhQc9d5c4s 
QcTc9s7d3h QcJhTd6s3d Jc8h8d6s6c KdQd8s8d6h 
QsQhTs6d2s AcQh7c5c4c AsJc7h4h3c Jd9d8s7d7c 
QdQc8h8d3s Td9s7h7c6s KhTc9c7d5c QdJd8c5h4d 
AsKd7c6d3d QcTd6s4s2c QhJs9h7s2h 9s9c8s7c3d 
QhTd7d6s6c Qh8d5s5h4d QcJdJc4h2s AhJs7s3h2s 
KsJc4s4h2c KcQh9c8c6c Td9h8s6d6c 9h8d7h6d2d 
AhJc5s4d2h 9h8h8c7c2d QhJhTc8s3h AdTc9h7c3s 
Ad9d7d4c3c Th9h9d8h6s Kc7c6d5s4c JsTd9h6s4s 
KhTd7h7d2d Qc9d5s4c3d QcJc9s9c6d QdTc5c4h2h 
Ah9h6s4c2c Ah8s7c6d5d Ah7s5h5d4h Ad5s4d3s2s 
Ah8c5h4s3d Th8s7d6c5c JdJc6h4d3h Th9s9h4s2d 
KcJh7s7d6d Ts8h5c4s4c KcTh9h6d4s 9s9h5h4c3s 
KcJsTh4h3d Ah9h7s2s2c Ks8d7h4s4h Kc8h8d6d3c 
KdJdTd5h2s KcJs6h5d3c Jc9h8d6d3c AsJdTd7c2h 
QhTh6d4d2d AsJd9d9c5d AhJd6h5s2c Qc9c7h6c5s 
AhJs7c6s3c AsTs7h6s3c As8d7s4h3c QhTh9s6h3c 
Td9s7c6c4h Kd8s7s5h2d AcTh8s6s5s Qh7s5h4s3d 
JsTs9s7s5d Js9d8c6d5h Td9s8c6s6h KcTd8s6d4h 
AhQh9h9c4d KsKc8s3s3d JsTh9h7h4d KcJs9h8d4c 
QdJs9s7s6s KdTh9h7c5h AhKc9s8h2h As9s7s5d5c 
QsThTd9s5s AcJs9d6s5h Qs9d5s5h4h Kd8d7s5s5d 
Qs8h5h4s4d AhTsTd6c5s TsTd9h8c5d 6h6c5c4d3h 
Th8c7h6s6d QhJc4d2h2c AdKhTh3s2c AcQh8s5h4h 
QdJdJc4h2s 8h8d6s4d3s KcQhJs7d4s AhTc9s7d3c 
Jc8d6s5s3c TsTd6s6h2h AhKh6h6c3d AhQdTs6c3s 
JsTs9h6s4d KcTh7h4d3d AhTh5s5h2s 9s7d6s6d4s 
QcThTd6s3c 9s6h6d5s4d QdJd8d7s5c Td9s9d5h2s 
9s6s5h5c4c AdQh9d9c4d KhTs8c7c5d Qc9d9c8s6c 
JdTh7h5d2h KdQdJc6s6d QcJd9s8h4c 8h8d6h6c4h 
KhTc8d8c6c Kc9h5c4s4h KsJh8h6c5h JdTsTh5c3c 
Tc9d8s8h6c KsTh8c6d5h Qs9s8c5d2c KdTh8c6s5h 
AsQs7h3c2h AcTh6h2h2c As7d6h2s2h AdKc4h3s3c 
8d7s7h5h3d Ad8h4h4d2c QhTd9h6s3h 9d8s7s7c4c 
QhJs7c5s2h Kc9c7s5h2h AdQc5h5c2h KcTs7s4h3h 
AdJs8h6s3h KhTh9c7h4s KcJs9h5s2h QhJhJc6d3h 
8s8d7h5h3s Ah9h7c3c2s KhJcTs6s6d 6s6c5c4h3s 
AdJc6s6c4s AdKhJs7c3c Js9h9c3s3h TdTc6h6c2h 
Ah8s4s4h2d Ah9s6c5s5c QcJc6s6h3h 8d8c6s5s5h 
AcJh5s5c4c AdJd9c6s4d AsQh6c5h5d QhThTc7c2h 
AsTh5d3s3c KhJd5s5h2s As9s7s6d5s AhJc9d3d3c 
AdKd6s6d3c AcKc4d3s2h Ad9d7c3c2h 8s8c7d5h4d 
AdKh3c2s2d 8s8c5c4d2s QsQhJd5d2c Td8s8d6s2c 
AhThTd5h4h QcJs9s2s2c AcTsTh9d2h Td9h6d5h2c 
AhJc9s7d4c KsQc5s2s2c 9h6h5s5c4s QhTd9c8s4d 
JcTs6d5d4h Kc9s9h7h6d KcQdJh4h3s Kc9s7s6d3d 
KhQc7d4d3c KdTh7h4s3s Js8s6h5h3c Jh9d5d4h3c 
6s6c5s4h3c Ah8h7h5d3c AcTd6s6h3c AhJh6h5c2c 
AhQs9d3h3c Kh6d5h4h4d AdThTc5s5c Jc9s9h7d5c 
KcQdJh5s5d Js9h7s7d3h AdKcTd3s2d Qh9d6c5h4s 
Tc8c7d7c4d Ts8c7h6d5d KhTh6s6h5d Td7d7c6s6d 
Tc8s8c6s2d KdQcJc9c6c 8h8c6s6c4c KsQd4d3s2s 
KdJh8s8d3s Tc7s7c6s3d KcJs7h7d6d Kc9h8h7h3c 
TsTc9s9h9c AcTc9c8h3c KhQh5s3c2s KcQsJs9s6s 
AcKs8h5d4d KcQh8h7c2c QdJc9h4h2d Td9h8s6h6c 
Ts9c8h8c3h Ac9s9h8d7d KsKcQd7c2c 9d8c7d6c3d 
QsTs9s6h6d 9h9d8h6d3d As9c7c6h4h Ad8d6d4c3c 
KsJh8s6h3s KhJh9s7h5h Jh9h9c7h6h Td7c6c4h4d 
AcTsTh6d5s AdJs7s7c3c KsJc8s4c3c AdKsJh7h3h 
AdQs8c5d2d AsKdJc5c2h JhJd9s7c4h Kh9s7h5s2c 
KdTd8d6c2c 9h7s5s5h3d QhQcTs5s3s JdTc6h5h4s 
KsTd9s6s3c Tc9s5s5c4h Ac8s5h3c2h QhJd9s5s4c 
Ac8s8c6c4d Kh7h6s5s2c 9c8h7s6s5s Th9s7s6h2d 
6h6d5c3d3c AdQc8s8h3d AsJc8s7s2d QsTd8h5s4s 
Kc9s8h7c5c 9c7c5s4d3s QsTh8h8d3d QhJd9c8s4h 
Th8c7d6s5s Qc9c6s5s2h Ts7h6c5s3c Td9h8c6s6h 
QsJs8c5s4h KcTc7h7c6c Kc8s8c4s4h AsTc6d5s2h 
AhQsTc5c3c JdTc5c4s2s Qh9d9c7d6s QsTc5c4h2h 
Qd9s8d7s2h Td9c6d5c2s QsQd7c5h3s Jc9s8c6c5d 
As8d5s5c3h JsJc8c6d2d KsJc9s4d2d Tc8h8d6s5h 
9h7h7c5c3c QhTsTc9s5s KdJhTs5d2d AdKs9c3h3d 
Js8d7s5h3h JhTs9h5d3h Ad9s8h7s7c QcTs7d6h4h 
Jc9s9c4d3s 9d8s8h5d3h QdTh9c5s4c AsQs8d5h3s 
Th9h9d8h3d Qh9c6c4h3s Td8h6h4d3c Qh9d8d6d2h 
AcKs8c6c3h 9c7s7c6d3d KcJh5s5c4d AsTd9h7d3c 
Td9d6d6c4c AsTdTc9h2c Ah5s5h4s3h AdKd8s5d2c 
KdTh9c6s5c QdTh8s7h2s Qs9s7h6s5c Th7c6c4s4h 
KsJsTs5d2c AdKhTd3d2s QcTh9s9c2d QsQh8s8d3c 
AcJhTh5d2s Kd9d7h6s6d KsTh8h8c6h Jh8h5d4d3s 
AhKs6d6c5c TsTd8h7c5h Qh9d8h7c5s Qc6h5s4s4c 
JcTh9s9d3h QdQc6s4h3d KcTh8h4h2c Ts8c5h4s4h 
QhQd7s5c3d KdJhTd8s3d Ks8s7c5c3c Ac8s7h6d5d 
KdQsJs9s6s KsTs9d5c4s AhKh8c5h2d AsJs7d3c2d 
JdTh7s3s3d AsKs9c4c2s AcKs4h3s3d AdKd4h3s2c 
AcQh9d5s4h As9d4s4h3h JhJd9d4d2h AsKdQh8c2h 
Qc9h5d4h3c AdKhJh6h3s AhJd8d7c4d QcJd9h7s5h 
KsJhTs8c3s AcQd9h6h5s AcKcTs3c2d KhQh5c3s2c 
AdKsQc8h2c Kc9c8c7h6c Ks9h7s7h2d 8c7h5d4c3d 
Kc9h7s6s5d 9d9c8h6s5s KcQc9c8c6h Jh9c7s7d6d 
AcJs7s7h3h Qc9s8c7s3d Tc9h7h7d6h Js9s8c7d5s 
AdKcQd9d3d Ad8h7d3h3d Kc9c7s6h6c AhJh7c6h5h 
Kh9d6s5s5d JsJd8s6d2s Qc9d6d4h4c Th7d5h5d4c 
KhKcQd7c2c AhKs8h7c2h As9h8s6d4s QdJd8d7s7c 
AcKd9h3s3c QdJh8s8d3s AhTsTc4d2h Ad7h6h2d2c 
9d8h7d6h2h AdTs8h5d3d Qs7h6s5d4c Qh9d7s6s4d 
AhQdQc4s2s QcJh6d5d2h Kd9s7s7d2c QcJd9c7d2c 
Ad9d7h5c2s Th8s8d6c5d AdJdJc5d3d Ts8h7h5c3s 
AsTh9c4s3s KcTd5d4h3h KsJh9s4d2d KhJd9s8s6s 
KcQhTd6s2c AhJdTd5d3d KdJc8d4c3c QdJd8s5h4d 
QdJhTh4s4c KcJhTs8h2d KdQsJh3d2c KhTs9c5c2s 
JcTc8h8c3h Qs9h8s7c3h AhKc4s3d3c Ah7d5h5c4h 
9d6h6d5h3c KhTc8c7s3s Js9c5s4d3c AsJsJh3s2c 
9c8c7s5s2d JdJc8h5s5h Qd9d8s7s3h KdQd9h4d3h 
AdTd5d5c2c Jh9s7d7c6d KsQc5s4h4d QhTs8d7s2d 
JdTs7c6d4d Kd9s7c6c5h Ah8c7h4s3d KdJd8d7d5c 
QsJhTd8c3h Th8d5d5c4h 7d6c5h5d3h AsQcTh5h3h 
KdQc8c7h5s KdJhJd9c3d Jh9d8c7d3c AsAhAd4s2s 
9d9c8c5d3c QhJhJc6s3h Qc9c6d5d2s AhJh7d6h5h 
JdJc6s4c3s KsQc9s5d3h 9h7s6s6h3d AcTs7h6s5s 
AdTc7s7c5h 9d7h5s5d4s Qd9d7h6c5d QdJh7h6d3d 
KdQh7c5d4d QsTh6s4h2h AsJc7d6c3d QsJh8h7h7c 
Ts9d7s6c4h KcThTd9h3s Kh8c7d4h4c QhTh8d7h3d 
KcQd9s7c5c AhKd6d5c2s KdTd9c7d4h QhQd9s5d2c 
QdTh9h5s4c AcTsTd6c2h AsQs7c3d2c Jd9c6h6d3h 
Jc9h8d7s5h Jc8d7s6s5h KdJc9s6s5h AcKsJd5d2h 
AhJd7s3s2h KcQs6h6c5c 8h8c5c2s2h 6h6c5c4s3h 
AcJc3h3d2d Td8d7c5c3h Qh8c7h5d5c Tc9s9h5s2h 
Jc5h5c4h4c QcJc7d4s4d QcJs4h4c3h AcKdTd7h2d 
QsTs8s5h4c KcJd8c6d3c JdTd7d6c5d KhJd9c5c2d 
Jh9d8h7s7h 9s6h6c5c3s Kh7s7h5s3h QdTc8c7s4h 
AdJd7c3s2c QcJd9d5d4s JcTd9c8c2h AdKh9s4s2h 
9s8d7s7h6c Kd7d6h5h2c JsTh5c4s4d AsKcJd7d3d 
Td8d8c6s2c AdJd7h3s2h Qh8s7d6h5h TsTc9h3c2s 
JdTd7s5d4d QdJd7c4s4c AhKdTd7c2d AsJh7h5d5c 
AsKs4c3h2d Td9c8d8c3d Ac6h4c3h2d Kd7h6d5d4s 
Qc9h9c8s6c AcJdJc7c2s 8s8c6d5h4h QdJsJd7d4h 
Kc9d8d7h6d Th7s7h5s4h As9s7c5d2h AhTc5d3s3h 
Ah9s4h4c3c QsJsTd8s2h Ad9d7d6s6c Jc9d8d6c3c 
AsKdTs3s2c QcJs9h7d5h Kd9d7c6h6d Kd9c6d4s3c 
Ah8s5h5d3c Qh6c5s4h4c KsTh9d6c4h Jh9d8c7s5c 
Kh9s7h4d3d Qc9s8c7s2d KsQcTd9h2d Td9h7h6d2c 
AhJd9h6h4s KdQsQd9d3h Ac8d7c4s3h JsTd7c6s4s 
Jd9s8d7c3c Ah6d4h3d2c AsTsTd9s2s AhTc7d7c5s 
Ts7s7d6d3h Jd9c8h6d2h KhJs8h8d3d Td9h7c6c4s 
Td5d5c4d4c Kc7d6s5c2d AhTd6h5s2c QsQc9h5s2d 
QcJs9s7s7d Qh9d8c5h2c 9h8s8d5h3s As7c6d2s2c 
KsTdTc9d3h KsJd4s4c2d Tc8h7d6c5c Jh9d7s7h3d 
6s6h5c3h3c KdKc8d3h3d AsKhQd8c3d KhJd9c6c5s 
QsQh9d5s2c Js9s8s7d4d 9h7s5s5h3c QsQc6h4d3s 
AsQd7s5s4s JcTh6c4s2h Jc9d7d6c3c AdKhQh8h4h 
Jh9s8s8h4s Td9s8d6d5c KsQsJc3h2d AdKdQd3s3d 
AsJd8s7s2h AcTh8d5s4h JdTs6d6c5h Jd8d6h5h3c 
Th9d7h4d4c 8s7h6s6h3c AcQd9s6h5h QsQcJh5h2d 
AsTdTc4h2s KsKd7h4c3h 9h7d6h6d3s AsTd9h7d4d 
QcTh7s6d4d AcKcJc4d4c Ts9h7d4s3h Qc9s7d5s4d 
QhJd9d7d6d KdJh6s5c3d 9d7c5h4c3d AcJsTd4h3h 
AcJc7h3s2h 8d6d5c4d4c 8s7h6d5h4h QdTs6d6c2s 
Ts9c8h5s3h QhTc9h9d2s KcQhQdQcJd Th9d8h6h5c 
AcQs8s8d2d QsJh8s5c4s Ac8c7c5s3d KhTs9d4h3c 
JsJh9h4s2h Kc9d7d7c2s Qd9s8d7c3s JsJc8c4c3s 
Ad9c7h3s3d 9h9c8h6s5h AhJc9h6d4h KhQs6h6d5h 
Td9d9c5h2c QsJs9c6h6d 9s9h8s5h2h Th8c7d6s6d 
AhQh5s5h3c KhQcJc9c6c AhQh6h6d4s JcTs6c3s3h 
AsTsTc7s2h QcJs8h8c3h AcKh5h4s3h Td7h7d6h3s 
9h7c6c4s4h AdQd9s7c3d AdKcTd3d2h QsJh4s4c3c 
Js8d6h5h3s Ac9h8h7d5h QdTs5d5c2s ThTd9s8c5d 
Ah9s7s6d4d Tc8c7d5h3d JdTh9h7h4s Qs6d5c4s4d 
AdTs9d8d3d Ac5c4h3h2h AhKs5s4d3s QhJc9s8d4h 
Qd6d5h4s3s Qh8c6h6c4h QcTc8c7h4d TsTd7d6d5c 
Qc9d7d7c3s 9d8h7d6h3h ThTd8s5h2s KcTsTh9h4d 
9c8s7c6s3c AsTdTc6s2h AsTh8h6c5h AhTh7h7c3s 
JcTd5s4h4c QsQd9h5c4h Ad9h8d6d4c 9h8c7h5c3h 
QdJc8d7s3s QcJsTd6h3d QdJdTc8d2h Ks8s8c7h5d 
9h8d7s7h6c KsQs9h8h3s KhJhTc6d2s AdJs8h6h3s 
QhJd7s6d5d Jc9d5c4h3d Td9c7h4d3h KcTs5s5c2d 
ThTc9s7d5s QdQcTd6s2d Qd9h9d4h4c AdJc7s5c4c 
Ah9c8c7s5c AsKsTc3h2s JhJd8h5h4c Kh9d5s5d3h 
QsJhTs6c2d AsJs7h6s5s AcQdTh6s3h QsQcJsJhJd 
Jh9h8d7d2d QhQd9c5d2s QcJhTc8c2d As6h4s3h2d 
Th9h9c8h6d Qh9c8s8h3s AcKc5c4h4c Th8s7s6s4d 
Tc7c6s6c5s AhTc7s6c5c AhKd9c4c2d Kh7h6d5s3c 
AcQc9s9c4d Qc9d8c7s5h Kd9s9d6s2s Ts9h7h7c6h 
AsKhJc8h2h AdQhTh5c2s QdThTc9d4d KcJsTd6h3s 
QhTdTc6s3h Th8s8c6d5c QhTh8h5c4s QhTd5h4c2c 
Tc8h5s5h4c Jc9s8d6h5s 9s7s7c6d3d QhQcTh5h2s 
Qd9s5s4c3d AsQs5s5h3d Qh9c6c4h3d Js9s8h8c3h 
JsJd8d6s2d QsQcTc5c2h AhKdJd8d2c AcJs9c6c4h 
Ts9c7c6s2d AhKh7h5c2s 9s9c8h5c3h QsTd6h4s2h 
QdJc6s5c2s KsQc9d6d5h AhQd7h6s3h Ah8c5h4d3s 
Ah8s5h4c3d 9c7h7c6s3s KcQd9d7s7d Jd9d9c7d6d 
Js7s7h6d6c AsJh7c5h4h AsJs6h5s3d Ks9s9d5d2c 
QsJh8s5d4s AdTs9c7s4s 8c6s5s4c3h Kd9s5s5c3d 
AsKd3c2d2c QcJs7s4c3s QsJc9s4s4c AsTc6d3d2s 
AsJh7h7c3c AsKsTs3h2c KsKhTd7d2d JsJd7s4h3h 
JsJh7h4s3s 9s6s6h5h3d AdJc5s5d4d KsJc8d7d5h 
Th8s7d6d6c Kd7s6d5d4h Ad9h9c8s7s JcTc7h7d4s 
9s9d8s7d3c QdJs7s7h6c Qd9c6c4d3h JhTh8d8c4s 
KcTh9d4c3s 8h6h5d4h4d AdJd3s3h2h Td7h7d6s6d 
Jh8s8h6s4h QcJc9c8c6h KcQdJs5h5d 9s7s5c4d3c 
9h8s8c5h3c QhJd9c7s5c AsJcTh4d3d Qs9h6h4s3d 
JdTd9d8h2c Kd8h8d4s4h 9h7s5h5d4d Ac9c8h8c7c 
QcJh6s5h2s Jh9h9d8d4d AhTh5d3d2d QdTh5s5d2h 
9s9h8d7c5d KcQd7d6c2c KdJh8d6h3d KcThTc4s4d 
QsTh9d5s3c Jd9h7h6d3d KsQhJd9d2c Tc9h7h6c2d 
Js9d8s6s5c AsTh9d7h4h QsQh5c4s3s QdTh6c4c2d 
KsQdJh7h4c QsJcTs8d3s AhKh8c5h2s KsQcJc6h3c 
JcTc6s5d2d JsJh9c5s3d QsJc9c5c4d KcQh6h5d3s 
AsJh9s6c4s Ts7s7d5d4s Js9h8s6s5d AcQc8h7c4c 
AhJh8d7h2c Qs9d6d4s3c KhTc9s7c4d Ts8s8c6h5d 
Qc9h6s4c3s 9s6d5d4s3c 9c7h5s5c4s AsJsJd3s2h 
AhKcTh3h2s AcKsJs8s2h QsJdTs8s2c AcKc6s6c3h 
QsTs8h7s3h Ad9d6h4s2s AdKh9c6d3d QdJs7d7c3s 
AhJdTs5d2c JhTs9h6h3c AcTc7s6c3h KcQh9h7s7h 
QdJhJd4s3d AdQc6s5c4c AsKs4h3d2c Ks8c7c5d2s 
QhJc7d7c6s KcTs9d7s4h Qh9d7h7d3s 9s9h7h5c4d 
Ac8d5h3d2c KsJhTd6d6c Ks9c8c7d6c Kd9c7d6h4s 
JdTh6s5d4d Qd7s6d5c4h AsJd8s3d2s KhQh9c8c3h 
8c6s5c4h2s QdTc7c6s6h KdQcJh5h3h Jc9h7s6d5d 
KsThTd9d4c 9s7c6h6c4s AcJhJc7s2c KcJs8c4s3s 
QsThTc9h5h Tc9c7c5d3d AsJsTs5d2s AsKhTc6d3c 
KsQs9h4s3h JhJd5d4h2d QcJc9c7s3s Kc9d7d4h4c 
Kh9d7h5d2s Jd8s7c6c5h QcJdTc8c2h Qc9h9c5h2d 
KcQs7c6s2c KsJcTh5s2s Kc9s5c4s4h KsTs6s6d3d 
Jd8d6s5s2c QdTsTc8s4s 9s8s8d7d2h AsJs8s8c6s 
Kc9d7s5d4s Jh9s8h7h7d Th9s7s7c6s 8h8d7s5s3d 
AsJd9s6c4s AhQd8s8c3h Kh9s9h5s3h AhJs7s5d5c 
Qc7d5c4d3s KdTh7h6h4c QcThTd9c4c KsQd6c5h5d 
Td8c7c6s3s AcQh9c4s4d Td9d7h4h3s QhJc5d2h2c 
AsJh9d6h5c JhTs9h5c3h KhQs7c6s4s Th9h8s7h3s 
Td8d5h5c4h Jc9s5h4s3c KcTc8s5c3s KhQh6h5s2s 
Qs9h8c5h2s Jd9h6s6d3s As7d6h2s2d QsTc9d8h4c 
JsTh9s8s2d KcJc6h5h2c JcTd6s6c5h AcQd9d7h2h 
TsTc7s7h2h Jc9h7d6s5s JhJdTc4s2h Kh8s7h5c2s 
TsTd9d7c4h AsTs8s6s4h KdTd7d6h4d JcTh5h4s2s 
AsThTd9c2d QhJd6s5c4s JhTc7h7d4s Ah9d8s7d7c 
QcJd8s6c4c AcJd9s3s3d Tc9d5d5c4h KsQs9s8s6c 
JhTh9d6h4c KsQc8s7d2d Qh7d6h5s4c AhQdTc5c3c 
JdTs7h7c5d KhQdTdTc2d Qd9s6h6d3s JcTsTd4d3h 
Th8h8d7h6c Jd9d6h5h3d JsTh7h5s2h Jh9s6h6c4s 
Th8s8c6d5s QhTdTc9h5h Ts9c6s5c2h KcQd6c5c3h 
Qs9s7c6s5h Qs9d7h6h4d Ah6d5s4c2h Ah9d8d7s5d 
Kd9h6h5h2d Tc9h7d6s4h QsThTd9s2s AsQcTh5d2c 
AhJs5d4s3d Ah6s4s2h2c Kc8c6s6c4s QhJc8h8d3d 
KsQs5d3h2d Th9d7d6h2s KdQhJc9d3d KsTh8s8d4c 
AsKc9h4h2c QdJh8s6d4d KcJs9d2d2c JsThTc9h5h 
JdTd9h3h2d Qh9s9h7s4h Kc9h9c6h2h KdQc9s7d5d 
AsJsJc3s2h KhQdTsTd2d AsQdTd5h2c KsQd7h4h3d 
JcTs6c5h2h Qc9c7h6d5c KhQd8h8c6h Ac7h6h2h2c 
JsTd8s3h2d AhKcTc7s2c Qh8s7h5s5d 9d7c6c4s4d 
Qc9s9c5s2d KhJh6s5s2h QhTc9h6s3h Ad7d6s5s2d 
Jd9c7s6h5h As6c4s3c2d Kd8h7s4s4d 8c7h6s5s4s 
KhJc4h4d2c Kc6d5d4d2c Th8d8c6s5c QsJsJc6h3s 
Qs9s9d5d2h KcTs9d6d5h TsTc8h5c2h 9h9d8h6c5h 
Ks9s6h4c3c JdTh7s6d4d AsJd6d6c4c Qd7s6d5d3s 
Ks9d5s4d3c AsJd7h3h2s AhJs6s5d3d Ac8s8h7h5d 
9c8h8c7d6s AdQc8s8h5s KsJc5s5h2h KhJhTh8h4s 
Jh9c7s7h4s AsJc6c5h3h KhQh5c3h3c AcJcTc5s2c 
JsJc7s4c3s JcTsTd9s5s JsTh4s4h3h Kd9h9d5h2c 
Kh9s8h7h5c Qs8d5h4s4h AhQs8c5s4s Qh7s7d5s3h 
KcTsTd9s4h Ts7h6h5h3s KsTh7h6h4d AdTs8s6c5s 
KsTh9h6h5d 8s6s5h4d2d Kh9s5s5d3h KdJc8h8d3h 
Kh7h6d5c4h Ks9c7c6h3h AhKhTh3s2c Kc9d7c4h3h 
AhTc6c4h2h As5h3h3d2s QhTs8h7h5d AsTh9d7c3h 
KdTh5h4c3c QsJs9s9d6h Kh9c8h7h5s QsJd6h5d2h 
KcTsTd9h2s Th9s7s7h3h AhJd8s6s3d AcTd9s8h3d 
JdTh5c4s4d AdTh4s3d2s QdTc5h5d2c Jd9h9d8h4h 
TsTd8c7d4h As8d4s4d2c Ad6c4d3c2s Ad9s9d8c4d 
AcQhTh5d2s QsTs9s6h6c AsQh8h8c2c JhJd8s4s3h 
Js9d9c6h5d Tc9h9c4h2s Jd9s5h4h3d Js9d9c4c3s 
Ad6d5c3c2c JsTs9s3h2h JcTh5h4d2d KhQs8h7d2d 
AsKh9c4c2h JsJc9d5s3h Jh9c8s8d7c Qd9c6c4h4d 
QhTsTc6d3h AsThTd5d4c 7s7d5s4d3s Ks9s9h8h4s 
Ah9d8c7s7d KsQc9h7s5s Jd9d8s8h3h JhJc8h6c2h 
QdTd8d7h7d Jd9s9h5d2h AsTh4h3s2h KsQh4h3s2s 
Ts8h5d4s4d QdJdTd7d4c Ah7d6c2h2c Kh8s7s5d2h 
QcTh8h7s4d Qh9s8h5s2d Jd8h6d5s3s AcKc7c5s2d 
AcKh6h5s2d AcJc8d7c2s KhQh8h8d6c AhKdQh4h2h 
9h9d5d4c3h KdKc8d3s3d QsJc6d5d2c As8d5h3s2h 
JsThTd9h5h Td9h7h7c6h QsTd6s6c2d 9c8d7h7d4h 
Ad8c7d4s3h KsJcTh6h6d AdJs7c3c2d QhJh9s7d2d 
KcJd4s3c2d Qc9c6s6h3h 9d9c6d5s5d AcTs9h7d3s 
9d6h6c5d4h Qd9d9c5c2h AhQhJh7h6h As9s9h7s6s 
Kd9c7h6d2h JsTh9s5s3d AcKc4h4d2s Qd9h6c4d3c 
Kh9c6c5s4s Tc9d8h5c3h Th9s7h6c4d Tc8c5s5h4h 
Kc7c6h5h2s Tc9h9c8c3h AcKcTc3s2d AdKc6c5h3c 
KdJdTd8s2c QsJs8h5s4c KdQh9c6c5s ThTd9s3d2h 
AsAhAc9d6d KsJd9c6c5h 7d5s5d3s3d AcTc6s5s2c 
QcTc8c5s4d Jd7s7d6h6c Kd9s7h6d2s 9h8s7s7d4d 
KcTh9d6d5s 9d9c6c5h5c Ah6s5d5c3h JcTh7s7c4d 
Jh9s8h6h5c As7d6c2s2d KhQh5d3s2s Ks9s9c5c3s 
Kc9c7s6h6d AhTh5s4s2h AsJd8h6d3h QsTc6h5h4d 
KcJs7d6s5s Kh7c6h5h4d JcTd9h5h3s Kd9c8d5d4c 
KhQh5s3s3h KhQh9s8s3h AdKd6d6c3s AhTh8h4s3c 
KhJc7c5h2h JdTd6s6d3s 9s9c8h6d5d QsJsJd4c2h 
KdQdJd7d5h JsTh8d6c4c As8s6s4c3c TsTc8h4c2s 
AdQd9h7s3d JhTc6c4h2d Td9h8c6s6d Jd8s8d6s4d 
Ks9c7d6d5h AhTc4c3c2h AdTdTc7d2h Ad4h4d3s3c 
AhKdJd6d3c QsJh8d4s3d QhTd9h3d2h Kh6c5c4c2h 
QhTd7h7c5s AhKsTs3s3c QsJcTc8h2c Ks9c7c6d3d 
Js9s8d7c5s AhKhQh3h3d Ks9s7d6s6c Kh9s7s4h4c 
9h7d6h6d3c JhTd6s5s4c Ks8d6d4h3s AhQsTc4d4c 
9s8s6h6d4d Ad6s4d3s2c AsAdAc8s3s AsJh9h7h7c 
TsTd9s9d9c KhQdJd6s3d Ah8h6h4d3d Qs9h5d4s3h 
Qh9d7c6c4d QhQdTs6d2d QhJh7c6s6d Kh6s5s4s2h 
KdQc7h5d4d Jh9h9c4d3c Ks9d5h5d3s Td9h8d6d5c 
Kd8d8c4s4c Th9s6s4c3c 9h9c7c5s4d AdTh7c6h5h 
KhJh9h7c5h KhQhQd8s2c KsTs6s6h5d KdTh8c7c2h 
Kd9d6s4c3c AdKc8h5s4s Qd9h6s4d3s KcTd9s4c3h 
AsJc8c5h4c AhTs3s3h2s AdKcTs8s3s KhJc9s5s2c 
Ts9h5h4c3s 8d7h6c5h4h JsTsTc6h3d AcJs8h6s3h 
8h7s6s6h3c JdTd9s3s2d KhJdJc7h3s AhQc9s9h4h 
AhJd7s5d4d AdQs8s6h6c JsTd7h6s4s QdTd8d5h4s 
QsQd8d4h4c 9c7h5s4h3c QsJd9h7c5h AdJsTs7c2h 
9d8d7h5h2s Ah6d4h3d2s Ah9c4s4h3s Ac9c7s5d2h 
7c6h6d4h3d QcJh8c6d2d 6s6c4d4c3d KsQd6h6c4s 
Tc8c7d5h3h QdJdTs5h5d QsJhTd8s3s AdKs7c6s3s 
AcKs6s5s4s Ac9h8c6c4d Ks9c7s4d3c KcQs9d7c2d 
JsTc9h9d3c Ac7c6d5d2c KcQh6h5s3d KsKhQd7h2h 
Jc9h5h4s3c Qs9h8s6s5c JhJd9c6s4d Ts7d5s5d4h 
9h8s7s7c4c KsTd8c6h5d Qs8h7s5h5d Td8c7c6c4s 
QcTs7h6d4d KdJh9s5s2h JhJd8d5d4c AsKdTd3h2c 
