8d8c4h3h2s 
AcQh7s3h2h Jd5c4s4d2d AdQh6c3s2s Qd6h4d3d2c 
Kd9h7h4c2s Jd7d3s2s2h Js8d5d3h2d 9c5h4d3s2d 
QsJsJdJc9h Jd7d6d4h2s Jd9d7h3d2s Qc9s5h2s2d 
AsQd2s2h2d Ah9c7c4s2d AhTc6s3s2d Qs6h4d3h3c 
Jc9d7d2s2d AdJc7s2s2h Kh8s7d4s2c Qs7d7c6c2c 
7c5h3h3d2s 8s7s6s3d2c 8d7s5c3s2s Qs9c6h2d2c 
Ah9d6c4d2d Ac8d6s6d6c Qs8d5c2h2c Kd9h5s3c2h 
Jd5c4h3s2d Ts7s6s2h2c Ts8c6d3d2d Qh7s6c4d2c 
Jd9c7h3s2c Td5h4s4c3s Th7s6c2s2d KhQc7c4c2c 
Jc7h7c4s2c 9c7h5c3c2c AcJc7c6c2c Tc9s3s2h2d 
Js6h5d3c2c Qh8s6s2d2c Jc7s7h6s2s Qh7s5d4c2d 
Ac5s4h3h2h 8h6s4c3c2c Jd8c5c3s2c 5d4s4h3s2c 
Td6c4h4c2s 6d5d3d2s2d 9d8h7h3c2h AdTc6c3c2s 
As8d3s3c2s Kc9d5h3h2s KsKhKcJh7h As9c7h4d2d 
Ah8d5s3s2c Qc7d4h4d3d Ad9h5c4h2h AsJc4c3c2c 
Ah9h8h4h2h Jd5s4h2h2c 9s6d4h4c2d Qd6c3s2s2c 
KcJs8s3s3h 5c4h4d3d2s KhJd7s3d2c Jc7d5s5d2d 
Jh9h4d3h2s 9c5h5c3d2s Ks8d6d3h3d QdTh7h2s2h 
AhTd4s2s2c Qc7c4d4c3h Qc9s8h4h2h 9d5c4s3d2h 
QdTh7s3c2s Ts5h4h4c2d Ts7s4s3s3h Jh8h6c3s2d 
Js7h6h5h2h 9s7d7c3d2d 4s4d3d3c2d 9c5h5c3s2d 
AsTh5d3c2c Ah7d5s3c2d 5c4h4d3s2c Tc9h4c3c2c 
Ah7c6d2s2d Jd7s6s4h2c Ac7s4s4d2h Qc7s7d4c2h 
KhKdKcJs5d Qh6d4h3c2h Ks8h6h3h3d QdTs7s3h2s 
8h5h4h3c2d Kc8c4s3d3c QdTsThTc9s KhKdKcQs4d 
KcQsQhQd9h Qc8h6d3c2s Tc6c5h3c2s Jh9s6c4c2c 
Kh8s8d4s3s Jd7d6d4c2s Qh9h4h4c2s Jh7s7c6h2h 
Ks9c6d2h2c Qd8s4c3c2s Qh7c4d2d2c Qc9s6d3h2d 
7s7d4c3s2s Kc8h8d4d3s KdJc8c3h3c KhJd6s3c2s 
AsJc7d3d2d Ts8c6s3s2s KdJs8s2s2c Ks8s6s3h2c 
Jd9h4d3c2d AdJc7c3c2s Js9s7h3s2d Ah9c5d3c2s 
Kd8s8h3c2d Js9h4s3s2c Jh7c5h2s2h 7s5h3d2h2c 
Qc8s5h3d2s As9s9h9c6c Jh6d5c3s2s Qc9h5c3c2c 
Qc6s6d4h2h Tc7s5c4c2c Jc9c7s3c2h KsKhKdQc4d 
KsKhKcTc5d Th8c4h3h2d Ks9h6h3d2c Jh8h7h3s3h 
QcJs7h2s2d 8h6d4s3s2s Ks8s7s4s2c Kh6c3h2s2d 
Qh6h4s2d2c AsTd6d2d2c Tc5h4s3h3d Ks8d7h4c2c 
9s7c4h2s2d Kh5c3h2s2h Qd5c4c3s2h Jd7h6c2s2d 
Kh9s5d4d2d Ks9c8h4h2d Kh9s8s3s3c Tc8c6c3d2c 
Qh7s5h2d2c ThTd4h3h2c Jd6h6d4d2s 6s4d4c3h2d 
QhTd3s2s2c Jd7d5s5h2d 9d8d6d4d2d Kc9h5s3d2h 
Ks8h5d5c2c Ac9h9d4d2s Td8s4h3d2c Qs7d7c3c2d 
Jh7c6s4d2s 9d5s5d3c2h Jd8s6d2d2c Th9s4s3s2s 
Qd7s5h4c2c Qc9c7s2h2c Ad9s7h2h2c Qc8s4d3s2d 
QcJs8s3s2s Kh7c6h3s2h Jd7c4s3s2c QhTs7d3c2d 
Td9s3s2s2h QhJh7h3d2c Qs7s4h3s2h Th9h3s3c2h 
Ks9d7s4s2s 9c4h4c3c2h 6d5d3s3h2d 8d7d4d2s2d 
Qc8c3s3c2s Qh8s5d3c2s 9h5s5c4d2d Ks9c7c4h2d 
AcJd7s2s2h QhJhJdJc2d Ts6c5h3d2h Td8h7c3s2h 
Jh5h5d4h2h Kc9c4d2s2h Ah7s4s4d2c Kc9d8d2s2h 
Jc8h4s4c2c Jh7c6s6d2s 6d5s3h3c2s Td7s5s5h2s 
Ks6h4h4c2h Ad6c4s4h2h 8c7c4s3d2h Td8c4d3h2s 
AdJh7h3h2c As9c5h3c2d Ks9d7h3s2s Qh7d5s4c2d 
7s5s3h3c2d ThTd7c3s2s Kd7c6d3s2d 9d6s4s3h2c 
KdJsJdJc2c 8h7s6s3c2s Qh6h4s4h2d 9d9c3s3h2s 
5c4s4d3s2s Qc8s8h3d2c Jd7d6d3s3d Kh6s5c3s2s 
Kh9c5d3d2s As7c5c3c2d Kc6d4d3h2s Ks5h4d2h2c 
9c8d4s3c2h 8d7c6c3c2h Qh8d4h3s3h Qs6d5h3h2c 
8h7h6h3s2c Kd9c7d4d2d 8s8c4s3s2h QcTs4s3s2s 
Kc9s7h4d2s Ks9c7d4h2c QsJd7d2h2c Js6s3h2s2h 
Th8h5h4h2h Jh7s7d2h2c 5d4c3d2s2h Kh9c8s2d2c 
8h7s7c3s2d Td8h6s3h2h AhJc7c3s2c Th4d3s3d2s 
Kh9d5d4d2s AhJd6s6c2c Jd9h7s3c2h Ah6s4h3h2h 
Jc6s4d3s3h Jh7h6s5h2h QcTc6c2s2c Ks7c4h4d3d 
KsTd7h3c2c AdJh7c3c2s QsTh4s3s2s Qc7d5h4d2s 
Js9c7d3h2h Jd4s3s3d2s Qd7d3s3c2c 9c8c7s3h2c 
Qc6c5c3s2c KsKhKd8d6c Tc8d6s3d2d Tc7d5c3s2h 
Kc9d5h4s2d 8c6s6h3c2c Th6c5d3s2c 5c4s4h3h2h 
9c4c3h3d2d Th6s5c2s2d Th8c4s3d2c 8h5c4d3h2h 
Qd8h4d3s3d QsJsJhJd2d Ac5c3c2s2c Qd7c4s4c3c 
Jh5h4s3c2h 5h3h3c2h2d Jd9d6d4h2d Js8d7c2h2c 
Ts6h5d3s2s Kd9h7s4h2c Ad9s6c4c2h 9d4h3d2h2c 
Tc5s4h4d3d Jc6d6c4c2s 8h5d4s3d2d QsThTdTc9c 
Qh9s8s2s2d 8h6h4h3s2c Qs9s4c2h2d AhJd7d3c2d 
Ks9s8s4s3h Qs6d6c4h2h Th6c4d3s2h 9c5d4c2h2c 
Js8h5d3h2h Kc6h4h3s3h Ts7h4s4c2s Jc7s6h4d2s 
Td5h4s4h2c Js7d5s2s2h Qd8s8c4h2h AhTd4c3c2s 
Ac9h6d4h2h Kh9h6h3d2h Qh5d4h2s2h JcThTdTc6d 
AcTd6d3s2d 8h6s4s3d2s Qh9c4s3s3d Kh8d7s4c2d 
9s6d4h3c2c Jd5s4d3d2c Qs7s5d5c2s Kh7d4s4c3d 
Ks8s6s3d2c Jd9c7h2s2h Tc6c5h5c2c Qd9d7d4s2h 
Th8c6d3s2s TsTh4c3s2s AhTs6c2d2c Kc9h3h3d2d 
Jh6d5s3s2c Qd9s8c3h2c 7s6c4c3h2c KsTc4s3s2s 
Js5s4h2d2c Kd6c4c3s2h Qc8c4s4h3c QhQc7s3s2s 
9c6d4c3h2s Qd8c7d3h3d Ad7s5s3s2h 8s6c4s3h2s 
Jd7d6d4s2h Js9s5s4s2s Jh8c4s3d3c Ts6s5d2s2h 
Kh6d4d4c2d Jc9s6d4d2d 7c5c3h3c2s As9h9c4c2c 
Ts5c3d2d2c Td8c5h3s2s 9c5s4s3s3h Jc8h4s4d3h 
KdJh6c3h2h Js6s3s3h2h 7d6s6c3h2h Jc9h4h3s2d 
Th9d7d3d2d Ks9d8c4h2c 7d5h5c3s2d Jc5c4h3c2s 
Qs9s9h4s2s 9d5s5h4c2d QcJhJdJc4h Td5d4h4d2c 
9d9c7s3s2s 8s7h6h3c2h Js9c6h3d2h KsKdKcTd2h 
AcTs5h3h2h Ts9s3d3c2s KsJc8c3c2d Ts7s6s6d2s 
Ts7c6h3s2d 8s8h3d3c2d Qh5d4d3s2c Jh9c7c3d2c 
9h8h4h3h3c AdQc6s2s2h Jd7s4s3c2c Qc9s9h3c2c 
Jc8d4c2h2c Th7h5s5d2h QdTh7c3h2h Qs7h3d2s2d 
Qd8c7c3s2s KsKhKcTc4d AdJc7c3h2c KsQh7h3h2c 
Ts4s4d3d2s Qs8s6s3h2d Qh7d5c4c2c 9d4d3s3h2s 
Qc9s5d3h2d 9h5s4h2d2c Jh6h4s4d2c Kc5d4d3d2h 
Jh7s6d6c2d Ks5d4h3h2h Qs8d5h2d2c Th7d4s4h2h 
Qc7c6h4s2c KcQc8h3c2s Jd6c3d3c2d Qh7d5c4d2s 
Qs9d7h3c2s Ac9h7h3s2d Qs8c7d4h2d Qd6d4d3s3d 
Jc9h4h4d2s KsJsJdJc4c Kh8s5d5c2c Td6s5h2s2c 
Qs6h3d2h2d AhJd5d3d2d Jh8c6s3h2d Ts5d4d4c3d 
Jh5s4h3h2c Ah9s9d4d2c Ah8s6s2s2c Ts7h5h5c2h 
6d4s4h3s2c As9h7c4d2c Kh6d4c3s2d 9d6s4d4c2d 
Tc6s4d3h2c Td6h6d3c2s QdJs8h3h2h 8d6d4c3d2s 
Qs8c6h3s2d Ad8s3c2s2c Ts5s5c4s2d Js9c4c3h2d 
Ks9d5h3h2c JsJh6c3c2d Jd7h6h5h2h Ah9c7d4s2s 
Qh3s3h2h2c 8d5h4s3s2s Jh9h4c3s2h 7s7h4d3s2s 
9c5s4d4c2h JsJc3s3h3c AsTh4c2d2c Jc9s6h4h2h 
As4s4h3s2s Qd9c5s3s2h TsTdTc9d6s Qd9h7s4d2d 
Ts8d5h3c2c KsJd8d3c2d Qs7h7c3h2c Kh8h4c3s2d 
Kc7h7d3c2s Kd9c8s3s3h QsQdQc9d8h Ah9s6d6c2s 
Js7h7d4c2h Jh5c4c3s2d 8d7s5s3s2c Qc9s5h3d2d 
Jc7h7d4d2s Jh7d6c4s2d Qs9d6h3c2d 5d5c4d3h2d 
Qs8s7s3h3c Ac9h5s4h2h AhTd6c3d2d AsTh4h3c2h 
Ac8c7c3s2c Qh6d5d3c2d Qc5h4c2d2c Jh6s3s3d2d 
Td8c5d3s2d Jc7c5h5c2c 8h7s7c3d2d Qs8h6d3s2c 
As7c6d2h2d Jc5s5h4c2c Qs6h6c4h2d QhTd7s3d2d 
Ah6s5c3d2c 8c7d6s3s2h AcJd7h3s2h Js6s6c4h2s 
Jc8c4s2h2c Th6s6h4h2h 9d5s4c3h2s 9s6h4d3s2c 
Qs8s5s3h2d Qd8h5s2s2c Ks9d4h4d3c 9d5s5d4d3d 
9s8d7d3d2d 9h5s4d3c2h Kd9h8h3s3h Js6h5c2h2d 
Jh7s6c4s2d Jd7c5c4c2c Kd9h7d3c2d 8h7c6s3d2s 
Qd8c7h4s2h As9d7h3c2d Jd5s4c3c2h TdTc4s3h2s 
7d5d3s3c2h Js8c5s3h2s 8d7d4c3s2h Kh9s8d3d3c 
Qh7h5h4c2h Qh7s4s3c2c JhJdJc9s8c 9c8d7s3s2h 
Js6h6d4s2s 9d8h4s3d2c Jc8s5h3s2d Th6d4d4c2s 
8d8c4c3s2c Ad9d8d3d2d Ac9s5d3s2h 9c6c4s4d2c 
KcTs7s2s2d 7h6h4h3d2c KhKdKc8c6s 5d4c3h2s2h 
AdQs8h3h2h 7c6h4h3d2h Jc6c5c3s3c Kc9h9c3s2c 
AdJc9s9h9d Tc5h5d4c2s 8s8d5s5h5d AcQhQdQc3c 
8s6c4c3h2c Jh6d5s3c2d Jc7c5c2s2d 7s7c4h3d2h 
As9d5d4d2c Ts6d4s3c2h KdJc3s3h2s Ks9h8h3d3c 
Qc8c6c4c2c Qs8h7d4h3h KhJc8c3c2d 9d4s3s3c2c 
Qc9h8d4d2d As9h4d4c3h Jh7c4h4d2s AhQc7s3s2d 
KsKhKd6c4d QcJs7s3h2d Jh8h3s2s2h 8s6h4s3d2s 
Th5h5d4h2c Qd9s8c4c2c Jc4s4d3d2s Ac8s5d3s2h 
AsQs7s4s2s 8h7d6c3d2s Ks8s5d3s2h 9s7d4h2s2c 
KdQh7d3s2d KhJd6s3c2c Ah8d4s3d3c Ks7s6h2s2d 
AcQd6s3s2h Qs7h3s3c2h Qs6c4h3d3c Kc8d4h3s2c 
Tc7c5s3h2d Kd5h4h3h2c Qc7c4s4h3c Ks7s6s3d2h 
QhJsJhJc4s KhKdKcTs2c Qh6h4h3s3h Kc7c5h5c2c 
Kc9s8h2h2d 8d7s7d3c2d Qh5s5c4c2c Ts8h7d3c2c 
Qc9s6s3d2s AcTs6h2h2d 8h7c6d3s2d 9d5s5h3c2h 
Jh8c5h3d2h Th5s5d4c2h Tc6d5h3s2d Jd8d4c2h2d 
Qs7h7c3c2h 9d5h5d3s2c KsQc7c4c2c QhJsJhJc2s 
Jc7d5s5h2s Jc8d5h3s2h Td4s3s2d2c KcQc8h2s2c 
Qs7s7d3s2d 9s4h3h3d2d Kh6s4d4c2c Qh8h5d3h2c 
Jd9c6h2s2c Ks8d4s4h2s Qs9c4s3d2h Qd7d3s2s2c 
9d5d5c4s2d KcTh7h3h2h Jh5s4d3d3c Kh9s9h4h2h 
Td6h4s4c2d Jh6s4d3s3c KcQd8s3d2h ThTc6h3h2h 
Kc7h6c3c2s KhQsQdQc9d Ad9d7d3h2d Jh5d4c2s2c 
QsTh7h3h2d 8c7s6s3s2d As8s3c2s2d 9c8s4s4d2s 
9d8d7d3h2c KhQh6h2h2c Qs9h4s3d2c Kh9d7d4s2c 
Kc5d4s3s2s Qh7d5s3h2c Jc8c4c3s3d 8c6s3d3c2h 
Qd8s5c2s2h 9c5d5c4h2c Js7s6d4h2s Qh9d7s3c2h 
KsKhKdJd7d AhJh6h3c2h Ks8d7h4d2d KcJs8s3s2d 
Qs7c5c4c2h Jh7d4h4c2s Qc5d4s3d2h Jd7c6s4c2h 
Ks5h4c3c2c Jd7h4s3h3c Kc6s3h3d2c QsJs6c3s2s 
Td8h7s3c2c Qc7s7h3h2s Qc9s6d2h2d 8h7s6s3s2c 
7h7c4h3h2s Kd5c4c3h2c AdTh4s2s2c KcTh7h2h2d 
Qd7h6s2d2c Qs9s6s3s2c Tc5h4s4d3s Js9s3d3c2h 
KhQdTsTdTc Qd9s6h3s2s Ts8s6h3s2d QcTd7s2h2d 
Qc8s7c3d3c 9d6s4h4c2s Jc7s6h4h2d Ts6s5h2s2c 
Qh7s3s2h2d Tc5c3s2s2c AcQd6s6d6c 9d5h4c3d2s 
Qs7c3h3c2s Jh8s5h3c2h Js9s4h3d2s 9h8h4c2s2h 
KhQh8d2s2h 5h4s4c3d2s Qc9h7c4c2s Qh8h4c3s3h 
KsTsThTd9s Kh9d8c2s2d Kh9s9c3h2h Qd9d5c3d2d 
Js5h5d4h2h Jc6s5d3d2h Ks7d4c3h3d Qc6h5s3s2s 
Jd5s4s4c3s AdQh6h6d6c Jc6c5d3c2s 9c8h4d3c2s 
KcTd7h3h2h Qd9d7c3s2h Qs8h5d2h2c Th8s6c3d2c 
Th6d4h4c2h 9c6d4h4c2c Ah5s5h5c3c Kh9c8d4c3c 
7h7d3h2s2h Qd9h5s3c2c Jh9d7d3s2d KsKhKdTs2c 
AsQs7s3s2d 9s9h9c8h7s Kc8c6c4c3c AcQs7h2h2d 
8c7s6s3h2s KhQh6h2s2h 9c8d4s4h2h 8h6s3h3c2d 
Kd9d8h4d2d Jc7d5c2s2c Qd8s7s3h2h Ks9s8s3s3c 
6c3s3h2d2c Th6c5h2s2h Qd9s8h3h2c 8s5d5c3h2s 
Kd7h6h4s2h AsJh4c3d2c Jh6h5c3h2d JhThTdTc9h 
KhJd6s3s2c Kc7c6c3s2d QsTh7c3d2d Kh7c6s4d2d 
Th6d3h2h2d Kd8s8c4s3s Ts7d5d3h2c KsJc6h3c2c 
Kc7h6s3c2c KhJsJhJd4s Qd7c4h2h2c Jc5h4c3c2d 
Kc8c6c3d3c Qc9h6h3s2h ThTd7c3c2s Js9c7c3d2c 
QsTh7d2d2c QsTd7d2d2c KhKdKcQs2c Td8s5s3c2s 
6s6h4h3h2h Td8d7c3s2d 6c4s4c3d2h Kc8d6c3h2c 
Th8h6h3d2h Qc6d4h3s3d Kd9h8h3h3c Kd9h8s2s2c 
5h5d4h3h2c Ks9h5c4c2c Th6h6c3s2d 8d5d5c3d2h 
As5h5d3h2c 9d8d4c3s3d Qd6c4d3d2h 5d4h3s3h2c 
Kd7s6d3d2c KdQs7s3s2c Ts6d5c2h2c QhQc7s7d7c 
Kh8s8d3c2h 8s5s5h3s2c Qd9d5d2s2d 7c6d4s3s2s 
Qs5h5d4c2h Qh9h9d9c8c Qc9h7s3c2d Qs7s4d3s2d 
7s7d4h3h2c QsJs8s3d2s 7c6s4h3h2h Jh5s5c4d2c 
AhTd6d3c2d Kc7d4s4h3h ThTc4c3c2s Qc7c3h2h2d 
Tc7h5h4h2h Kd9s8c4c2h Ks8c5h5d2d 5c3h3c2s2c 
Jc4d3h2h2d 8d6h4d3s2d Jh7s5s4s2s Qs7s3h3c2c 
9h5d4d3d3c Tc4d3d2d2c Kd7s7c3h2d KhJd8d3c2d 
As9d7h3d2c Qs7h6c4h2h Qh7d5c3h2s Qh9s8s3s2d 
8d6d4d3s2c 9s8s3h3d2c Ks7s6s3h2d Kc9d5c4c2c 
Th4c3d3c2h Kc8d7d4s2d 8h6s3h3d2c Jc9s6h2h2d 
KsJh3d3c2c 7c4s3s3c2s QhJd8c3c2c Qs8d4s4h3s 
Js9c6d3h2d Qs7h5h5c2d 9c5d4d3s2h 9d5h5c4s2s 
Jd8c4s4h3c Jc6s6d4c2h Jh6c3h3c2h AhJs7s3c2s 
KsJd6h3c2h Kh7s5d5c2c Jc9h7s3s2d Qh8h7c3h3d 
Kh6d5c3c2c KsKdKcQh2c Td5s5h4s2c QcTd7s3d2d 
Qh8h4h3d3c 7s6s4s3c2h Qh9s7c3d2h Qd9h8s3c2s 
Th8c4h3d2s AsJs6s3d2s Ac7d5d3h2d Jc7h7d6c2c 
Qd7d6s3h2c Ts8d6h3c2h Qd6c5c3s2c 7h6d4d3d2s 
Tc7s4s4d2h Qc5h3d3c2s Jh9c6d2s2d KsKhKc6s4d 
JhJdJc9c6d Tc7h5c3d2s QcJs7s2h2d Ts5c3c2s2c 
Qs9h8c4c2c Tc8d7c3c2h Qc7s7d6s2s Qs9h7c4s2s 
Qs5h4h3d2c Kd9s9d9c7c 8h5d5c3h2s Qs7d6c4c2h 
Jc8s4c2d2c 9d6c4c3s2h KdJsJhJd4s Jh8h7h3h3d 
Ks8h8d4d2c Jc7d4d3s3h Tc7d6d2s2h 8s6c4c3d2h 
7h4c3c2h2c Td7h5h3c2s AhTh4s3h2h Tc5s5h4d3d 
8s6h4s3c2s KhTc4h3h2h QcJh7h3s2d KdJs8s3s3c 
8d7d5d3d2s Qh8c4s3c2s Tc4d3c2h2d QcTs7h3d2h 
QhQdQc7c5d QhTc3d2s2d 5h4s3s3c2d 8s7s6c3s2h 
Qh6d5c3d2s Qd9d4d4c2s Td8s7c3h2h Ac9h7d4s2d 
9c5c4c3s3h Js9d7h4c2c Ah9c7d4s2d Jd6s5d2d2c 
Jh5d4c3s2h KsKhKcJd8d Tc5h5d4s2h Kh9s7d3h2h 
Jc9h4c2s2c 6s5s3h3d2s Kd5s4s3c2s KsKdKcTs3h 
Ac9h6s4h2h Td7c5c4c2c Th8d7s3c2c Qs9s7s4h2d 
9s8d4d2h2c QhQd7s3s2c Kc9d7d4h2s 7s4c3s3c2c 
As9d7d3c2h Js9d3h3c2s Kh9h7h2d2c Qc7s6d4s2h 
KhQd8h3s3h Tc8h4d3s2c JsJc7d3h2d Qc6c5c2d2c 
Qd5s5h4c2h Th9d3d2d2c Jc9h4s4h2d 8h6s6c3c2c 
KsKhKd7c5h Kd8c7c4c2s 9c4d3h3d2c Qh9h6h4s2h 
8c7s6d3h2d Ac9s7d3s2h Kd9d6s4d2d Qs8s5s3d2h 
Ks8s4s4d3h KhJh6h3d2h Qs9d6c2h2c KsQh7d7c2c 
6s5s3s2h2c Qd6d4s4d2h Qh9d3h3c2s Th8h7d3s2h 
Kc8h5h2s2d Ad9c5h3s2c Ts8h7s3d2s Ac6h4c3c2c 
9s5d4c3h2d Qh9h7h3c2s AcJh4h3h2h Kc8d6d3s3d 
Kd7c6h3d2d Ts5h5d4d2c Jh8d4s4c2c QcJh7d4d2d 
JsJh6c3d2d Td8h4s3c2h Qd8d4s3h3d 7s7d3d2h2d 
Jh4c3d2d2c Th7s6h3d2c Jh9d4h2s2h Js7c4d3h3c 
Qs3s3h2s2d Th6c5h2h2d Jd6c4c3s3h Kh8d7s3h2c 
Th8d7c3s2d 8d7d5s3d2d KhJs6c3c2d Kh7h6d2h2c 
8s7d6c3d2d Kc6c3h2s2d Qs6h4h3h3d Qh6c5s3d2d 
5h5c4c3d2c 8s7c6h3d2d KsKhKdQc2h Qd7h4h3s2s 
8h6c4d3d2d 9c8c4c3h3c Kh7d6c4c2c 9c8s6s3s2s 
Js7c5h2h2d JsJc3s3d3c 9d7h6s3s2s AcTh5s3d2d 
9h8s6s3s2s Td7c6h2s2c 7s6h6c3s2s KsKhKcJc2d 
Qd6c4s3h3c Kd6s6h4c2c Jh7c6h6d2h KsKdKcJd2h 
Td7c6d3s2h Qc7d5h4s2h AcJs4h3h2d 9d4c3d2h2c 
Th7h5s3c2d Kd9d8d4d2c 7s7d4d3h2d 8c5s4d3h2h 
Qc7c3s3h2h Jc7s7h6h2h 9d5c4s3h2c Qc9s9h3d2d 
Qs9c6h3c2c Ks9d8c2h2d Kd8c5s5h2h Js8h8c3d2s 
Tc5h4s4h2d Ad9c7h4s2h Jd9d6c2h2d Kd9h7s4c2h 
Qh6d5s3d2d Qd9d5d3d2h 9h6s6d3d2d Th9d3d3c2d 
Qc8s5d2s2h Jd7s7c4h2s Tc6h5d3h2h Jd8c6d3h2s 
QcJhJdJc2h Td6d4h4d3d Ks8h6h3d3c KdTc4s3h2s 
8d6s4s3h2c AhTd5c3c2c KhTd3d3c2d Ad8c5s3s2h 
Jd6c5s3h2s 8s7d6s3h2s 9c4s3s3h2c KsKhKcJd4s 
Ad9s7c4s2s 7c5c3d3c2s Qc9s5s3d2s Ts5h5d4h3h 
Jc6d4c3s3c TsTdTc9s6d Jh8d4d4c2s Jd6d5d3s3d 
Tc7c5d3h2s Ks9d6d4d2d Ks9h5h3d2c Ah7s7h3h2h 
Tc4s3s3h2c Js6s3d2s2d Kh8d5h3h2s AhQd7d3d2c 
JsJdJcTc9c Qd8d6d3h3d Jc6c4c3h3d AhQc7s3c2c 
QdTc7c3c2s 9d6d4d3h3d QcTh7d3s2d Qc7s6h4d2h 
As9s7s3d2s Th5d3c2d2c 7s7c4c3d2c Jc9s7h4h2h 
KhKdKc6c4s Ks9h8d4c2h Qc5s4c2d2c Qs9c8c4c3c 
Kd9c8s4s2h Qs7d4h4d3c Kc8s8d3h2c Qc5d4d3h3d 
Ks7h6d6c2d 5s5c4c3d2c 8c7s6s3s2h Qh9s9c4d2d 
Jd9s6d3d2d 9c8d4h4d3d AcTsThTd7c 8s7c6h3h2d 
Qd8s4d3d3c Jd8s7h2h2c AhJs4c3c2c 8c6c4c3h2s 
Jc7c6d4c2s 7h5c3s3c2d Qc8c6c3h2d Ah5h3h2h2d 
5s5h4h3h2d Kc8s7h4d2s JdJc7s3h2s JhJdJc9s8d 
Ts4s4c2s2d Ad9h6s6c2h As9d6d6c2d Ks8h7c4d2d 
Js6h5d3d2c Kc6c4h4c2c 9c5h4d3h2s Qs9c5h3h2d 
KsQd6s3s2s QhJs8h3h2h 9c5s4h3h2d 8h5h4h3d2c 
Qh9c7s4h2h KhQc8s3h2h 9c6s4c2d2c Ts8h4c3d2s 
Qs7h5h5d2c Jh9s6s3s2c JsJhJcTc9c Tc8s4h3d2s 
Js6h5c3c2d 9s6c4s3h2d 9s5d4s4h2s Qs8c4h3h2c 
8c5s4d3c2c Qc7h5s4d2d Ts5d5c4c3c 8c5s4c3h2c 
Qd9s6h2h2c Qs9s8d3s2s Kc8s5d3c2c Js8h5c3d2h 
Jd8d4s4d2h Kc6s4s3h2d Th9h3h2h2c Jc7d5d4d2d 
8h4h3h3c2c Kc9d6h4h2h 9h4s4d3s2d Ad9h4s4c3h 
JsJhJdTd9d Qd9c8h3s2h Ah9d4h3s2h Ah7s5s3s2c 
Ks9h8c4d2h As7h6h4c2h Qs9d8d4d3d 9c7s6h3h2h 
Jh8d5d3s2c 9d5h4d4c2s Tc7s5s3d2h QsTs5s3s2s 
Ah8c4d3s3d 5s4c3h2h2d Th6s5s2s2c 7s7c4c3h2c 
Js7c4c3d3c Td9s4s3s2s 8d7c6s3h2h 7h7d3s3c2d 
Ah7s5d3d2c Ks5s3h2s2d Kc9s9h4d2s Ac9d4c3s2c 
Ts7s4s3s3c Ad7h5s3s2c 6d5d3d2s2c Qh9s8s3s2c 
7s7h4h3h2c 7d5d4d2d2c 9s8c4h4c3c Jd9c7h3h2s 
Jd9s6h4c2h Kh9h9c4h2h Kc9s8s4d3s Qs9d6c3h2c 
Jh8c4s4d2c Qc9s9d3h2h AdJhJdJc8d 8d5d4d3c2s 
Tc5d3d3c2d Ah9s5c3c2d Td4s4c2h2d Kd7s6c4s2s 
Kc9h8d4h2s Qs6d3c2d2c Td9h3s2s2c Qd6s6h4s2c 
8s8d8c5s5c Qs7d3d2s2h Ac9s6h4h2d Th4s3s2h2c 
KhJd7s2d2c Qd8s7d3h3d Kd5c4c3s2c Qd9h4s4h3h 
9h8h6h3c2h 9s8d5s3s2s 5c4s3h3c2d Qh9s4d3d3c 
Ts6d5c3h2d Ks7s3h2s2h Jc9d7s2s2h AcJs7s3s2d 
7d5h3d3c2s Jd9s4h3c2s Tc5h5d4s2d Qc9d8d3h2d 
9c8c3h3d2s Qc8s8d4h2s Kd8d4h3s2c Jc8d4s3h3d 
9d8d4s4h3d Qc9s9d3d2h Tc5c4s4d2h Qh6s3s3d2d 
KsTh7c3d2d Ts4c3s3c2c Kc8s8d4d3d Qd9c8h3h2s 
Td6h5c3s2c 9s8d4h2d2c As8s6s3s2h Qc8d7s4h3h 
AcJs6d3h2s Kd9c4d2s2h Jh9c3s3d2h AsTc6d3c2c 
Ts7c6s3h2d 9s9h4d3c2s 9d5h4h3s3h Td7d3c2d2c 
Kc8c4d3h3c Qs9d4h4d3d Jc9c7h3s2c AcQc7c3c2h 
Qs9s7s3s3d Ks8d5d4d3d AdQd7c3d2d Qh8c4c3s2s 
9d5h5c4d2s Jd8c7d4d2d Kc9h8h4d3h Jc9h3s3d2c 
9d5d4s4d3d Qd7d3s3c2s 7d6h4h3c2h Td9s8s8d8c 
AhQsQhQd3h JsTsTdTc3c QdTd7c3d2d Ks9h8h3h3c 
Jd7c6d4s2d Kh6h4h4d2h Ts4d3d2s2c Qs8s4d2h2c 
Qc7h3s3h2c Qs7s6d2h2c 9h5c4d3h2s AcJc6c2s2c 
7d7c3s3h2s Th8d6h3h2h 8h5s4c3d2d Kc7s7c2d2c 
Jc6s4h4c2c Td5c4s4d2h 7c5s3h3d2d KsKdKcTd5h 
JsJhJc9h6c KsKdKcJc3h Qc8c3d3c2d Tc8h4s3d2c 
Qh9h7h7d2h Kh9s5d4c2s Qh9s3h3c2d KdQs7s4s2s 
Js9c4h4d2c 6h4d4c3s2c Qc9c7d2s2h QsQc5h5d5c 
