9d6d3h3c2d 
Ad8s6s3s2h Qc5c3h3c2c Jh6c4d3c2s Jc6d4d3d2s 
Th7s4s3d2s Ks9s9h9c6c Qs8s8h3d2s 8h6c3d3c2c 
KcQh8d3s2s Jh8s6c3d2d Qd8h4d3s2d 9h7d3s3c2d 
TsTdTc9c5s Jc7s4d2h2d Jc7d4c3s2h 9c8d3h3c2c 
Ts6h6d3d2d Tc7d3s3c2h Jc5c4c2d2c Qh5s3s3d2s 
Kd9d4h3d2c 9c7s4s2s2h KdQd8d3d2s 9h7s4d2d2c 
Td5s5h3s2c 9h5d3s3d2c 7h4h4c3h2s Jh8s7d3c2d 
Jh7h4h2d2c Th9d7s7h7d Ah7c5s5h5d TsThTd8d5s 
9h5h3s3d2h 6s4s3s2d2c Ks9s4d4c2s Td7h4s3s2c 
Qh8h5d3h2h Qh4d3s2h2c Ks7s7h3s2d 9d7c3d2h2d 
Tc5s5d3s2s KsQs8s3h2s Td7s3h3d2c Kd7s6c3c2h 
7s7h7c5s4c Qs8c7h3s2s 7d6d3s3c2d Qs7s6s2d2c 
9c7c3d3c2h Qh8h4d3s2h Ks9d5d2d2c JsJhJc7h5s 
Ah7s6d3d2d Kd8h3d2s2c 6d4c3s3d2d Qc7c6c3h2d 
9s6h3d3c2d Jc4h3s3c2d 8s7s4s3d2s Kh8h4h3s2d 
Qh4c3d2s2c Qs7d7c4d2d TsThTd9c7d As9d6d3h2d 
AsTd4s4h4d Kc8d6s3s2h TsThTc8d7c Qc8s4d2h2d 
Js8d7h3c2c Kc9s7c3c2c Td5s5c3d2d Jh7s6h2d2c 
Kd7d4d2s2d AdQs7c3c2c Ac9h7h3h2h KhKdKc6h4h 
Th8s7c3s2s Ac6h4d3s2d 9h7d4h2s2c Ad9d4h4d2d 
Qd7h4s4d2d 7d4h4c3s2d Kh8c4s4d3c Jc7h7d2s2d 
Ac8h4s3d2h TsTdTc8s5c Ac9s4h4d2h Td6c4s3c2c 
Qh7s4h4c2h QsQdQc6c3d Kc7h6s3d2s Jd5c3d2s2d 
Tc7c4c3h2s 9c8d4c3c2h Qd8s6s3s2h 8h5d3h2s2c 
9s5s4s4c2s Ah7s4d3d2c Ks7s6s4s2s Qc6h3s3c2c 
Jd7c6d3s2d Qc7d3s2s2d Ts3d3c2h2c Ad9c5s3c2c 
Ad9h6s3c2h Kh8d4c3s3c 9h8d4c3s2c Qh8h8d3s2h 
Qs7d3h3d2h Ad4c3s3h2c 9s9d9c6s6h 9d7s4h3c2c 
QsJh7d3c2c AsTd4d3d2d QdJc7h3h2h Qc7c5c4c2c 
Qd8h7h2h2c 9h7c4d3c2c Td8d4d3s2d KcQh6s6h6c 
9s7s4d3s2h Kd8c5s3h2h Tc8s3c2h2d Kh9s7s4s2s 
7c4h3s3d2c Ac7s6d3d2d Ad4h4c3s2c Jc6s4c3d2c 
As7c6d3d2h 6c4d3h3c2c Ts7c6d3c2c Js5d4h3h2h 
Qc7h6d2s2d Ks8d4d4c2d As4h4c3d2h Jc6c4h2d2c 
TsThTc9s7d Ts5d4d2d2c Jd4d3h3d2c Jd8h4c3d2d 
Ah4s3s3h3d KsKhKd5h2c Ah6h3h2h2d Qh6h3s3h2d 
Kh8s6c3s2d 9d7c4s3h2s Js6c4d3h2d 8s5s3s3d2s 
Kh6h3c2h2d 9h7s4s4c2s Kh8s4s3d3c Qh8s6d3c2d 
Js7s6c3h2s Ks7h4h4c2h Jc7d4h2s2d Js7s4s2h2d 
KsTsThTc5h Jc5s4h3h2h 8d7c4h3h2h 9h8d4h3s2h 
Qh7d5d3s2c Qd9h7c3s2c Td7c4d3h2d Kc7h4c3c2d 
9s6h3h2h2c Js7h5h3c2h 9s7c4h3d2c Qh6d3s2h2c 
Tc8c7c3c2d 9h5c3h2s2d AcJsJhJd8s Ac8s8h8c7d 
Jh7s7c3h2d Ad8h7c3h2h 8s7c3d2s2h ThTdTc9d5h 
9d7h4s3c2c 9s7d3d3c2d Kc9c6c4c2c Js7h7d3c2d 
Qs7h3s2s2h Jd6d6c3d2s Kd9c4h4c2s 9h7d4c3d2s 
Jc6s4d3d2h 7s4d3h3c2c Ad9h9c3h2h Ah8s6c3d2s 
8s5s3d2s2c Td7h7c3s2s 8c5c3c2h2d Ah8c6d3c2c 
Qd8s7h3d2d Jh4c3s3h2d Qc8d6d3d2h Js6d4s3s2h 
Jd7h6d3d2c As6d4h3h2c 4h4d4c3h3d 9s8s4h3d2s 
KhKdKcTd3d 9c7d4d2s2d 8h5c3d3c2c Ts7s3h3c2d 
Qh7s3d2s2d KhKdKcTh3h 9h7d3d2s2d Td5h3s3d2d 
Tc7s4s3h2s 8s5h3d2d2c Jh8c7c3d2s Kh6d6c3c2c 
Jc7c4c3d2s 8c7d4c3s2c Th6h3d2s2c Qh7h5c3h2h 
JhTc7s7h7c Qd9s7s3s2c Kd9h8h3s2h Ks7s7c3d2s 
Qc8d7c3c2s Kd7s6c2s2h 9c7s3s2s2h Jh9s3s2s2d 
9h7h4h3d2h Jc5h3d2s2h QhJc7c3c2d KcJh7s3s2s 
8s7s3s3d2c Td7h4c3s2h Ac7s6h3d2d 8c5c4c3c2c 
9s8s4s3d2s 9s5c3d3c2c JsJdJc9s8s 9d7s7d7c6s 
TsThTd9d5s 8d3s3d2h2c 9s5h3d3c2c AhJs6c3c2c 
Qc5c4h3c2c 8h3s3h2h2d Ac9c4d3c2c 7s6h3d3c2c 
8s7d3d3c2h Qh8s8d3s2c Ac8h6h3d2h Ah8c4c3s2d 
Td8s3s3h2s Qd9s4h3c2s KsKhKcJh2h Tc5h3s3c2d 
Qs8h4h4c2h Th7s4h3h2d Qh8c7d3h2h Tc8d3s3h2h 
Ah4s4d3c2d Kh9s4h3d2h Qh7s7c3d2h AdQsQhQc2c 
Ac7h4h3h2d 7h6s3s2s2d Kd9h4c2s2h Qh8s4s4c3s 
KhQsQdQc8h Qd7h4c3d2s Qh7d7c4c2c QhJd7s3s2s 
Qh4d3h2s2h Js5s4s3s2c Js8c6d3d2h Ah5s3s3h3d 
Tc7s3h3c2d 7c3s3c2h2c Kd8s4h3s3c Qs8c4d4c2c 
Jd8s6h3c2s 7s7d7c5h5c Jc7s6c3h2c 9s7d3h3c2c 
9d3d3c2s2d Qd8s6c3c2h JhTsThTc8h Qh6c3h3d2h 
Kh7s6c2s2d Jh8c7c3c2d Qh8c3h3d2s KhJs7c3c2c 
QsJc7c3h2c Jh6c5c3c2c Th8d7s7h7d Kc6c3c2s2d 
Ks8h4c3s2s ThTdTc9d4h 9d7d4d3s2d Qs7h7d4s2s 
Js7h6s3c2s Kc7s6d3s2h 7d4s4d3d2c Tc7s6h3h2h 
Jh7s6h4h2h Kh8c5c3d2s Jh8s7c3d2s 9d8h4c3s2s 
Qh9d3s2d2c 6s4c3s3d2s Qc7d5c3c2c Tc4h4c3s2d 
8d7d6d3s2d Qs9d4d3c2d As9h4d4c2h Kd7c6c3h2s 
Ah8d6c3d2d Qs8d6d3c2h Qd9c7c3s2c Ad9s6s4s2s 
Js7d4s3c2h Kh9c7c4c2c 8h8d8c6h5d Qc5d3s3d2d 
7c6d3h3d2d Ts7s5s3s2d JsJhJd9d3s Jd6s4h2s2c 
Td7c5s3s2s Th8c3c2d2c JdTsThTc7s QdJsJhJc8h 
JhJdJc9h2d Ad4s4h3c2s Js7c4s2s2h Td7c4s3h2h 
Ac9s4s4h2d Qc8d6s3h2d Qs8s7s3d2c Jd4s4d3d2c 
Tc5d4h3s2h Tc5d4s3s2s Kc8d4d3s3d Ad6s6c3s2s 
Qs6h6d3c2h Jh9d4c3c2c Jc6c4s2d2c KsKhKc7d4s 
Qs8h6d3d2d AsJc7c3c2c Js5s3h2s2d QcJhJdJc9c 
9d8h4s3h2h 9d8d3d2s2h Qd9s4h3c2c Td6c4h3h2h 
Kd8s5h3c2h Js8s4c3s2d Qh6d6c3c2c Th6h4s3h2h 
Kd7h7d3d2s 8c7c4h3d2c Kh6s6h6d5s AsTc4s4h4c 
6s6d6c5s4d Ad4s3c2s2h Ts5s5d3s2h Js8s6d3s2c 
Kd9s9h9d6h AhTd4d3d2d Jh8h3d2h2c Js8c4h3d2c 
KsQc8s3s2s QsJs7s2s2d Qd7c6s2h2c Kd9h5h3h2h 
Jc7c6s3h2d Tc6s3h3c2d KsQd8c3c2c QcJs7h3d2h 
ThTdTc9c5d Qc8d6d3h2d Jc7h4c2d2c AcJh6h6d6c 
Js4d4c3c2h Qs9c7s3s2s AhTsTdTc8d Qs8d4d3h3d 
Ad5s3s2h2c Ac6h4s4h4c 9d5d3h3c2s 8h6h3s3h2d 
Ad8h8d8c7s Ac6h4s3d2d Kd8s8d3d2h Qc8s6h3d2d 
9h5c3c2d2c QhTc7h7d7c Qh9s7d2d2c Qs7h6c3s2s 
9c7h4c2d2c Qs6h4d3d2c 8d7h4s3s2s Tc6h6c3c2c 
Qh7d6h3c2h Qh9d4d4c2d Qd5d3d2s2c Qd8h4h2s2h 
Qd5h3d2d2c Jc6h6d3c2s Kh8d6s3s2s Ad9h5h3c2h 
Ah7d6s3s2s Ks6h4h3h2h Ah5d3s3d2d As9c5d3d2d 
7s4c3s3h2s 5d4c3h3c2c Ad9h5s3h2h Qh8h6h3h2s 
Qs9h7h4c2h Qh4d4c3h2h Ah8s5c3c2c Qc8h4h4d2h 
Jh6d6c3s2h 9h8s4c3c2d Qs7s6s3c2h Th7h4h4c2h 
Tc5h4h3h2d As7d4d3c2d Ts4h4c3d2s Ts5d4h3c2h 
Qs7s7d3c2h Qh6s4s3d2s Tc7d6s3s2h KdQsQhQc5d 
Ks8h5c3d2c 8h7c4s3c2c Kc8h5d3h2h Jh4h4c3d2s 
8c6c3d3c2h Jh9d4s3s2s As9d4h4c2d Kh7d6s3c2s 
Ah8d6d3d2c 9s7h4d4c2h Jd7s4h4c2h Qc9h7h2s2d 
Kh8s7s7h7d Qh7c3d2d2c Qs6s4s3h2s Td6d4s3d2d 
Ac9s5s5d5c 9d7d4h3c2d Kc6h4d3h2h Kc9d7d3h2d 
QhQdQcTh7s Qc7d6c3h2c 8d6d3s3d2h Jc8s3d3c2h 
Jh7h6s3c2d Ts5s3d3c2h Ts7s4h3c2s Js8s4c3d2s 
Th5d4d2s2c Kc9h8h3h2h Qc7d6c3c2h Ah8d5c3c2c 
Ac7s6d3h2h 9d6h4h3h2h Qd7h4s3c2d Td6s6h3s2s 
Qs9c3h3d2s Ac9s6s4s2s Ad8s6c3c2c 9d5d3d2s2h 
Qs9d7d3c2h Jc5c3s2h2c Qd9c4h3c2c 8d7h4s3d2d 
As6c4h3c2d KsKhKdJc5c 9d5h3c2s2h Qs7s6h3c2s 
6d4d4c3d2d 9d5c4d3d2d Ac8s8h8c6d Ks9d7s3s2s 
Qd9h7c3c2c Kc8d6h3s2d Jh5h3d3c2s Jc5d3s3h2d 
Jh7c6s3d2s Kh8s6c3d2c Qs8h6c3d2d Ts8h7d3h2h 
Qh8d6d3c2d Kc5c3c2h2c Jd5s5c3c2h Ks7d4s3c2s 
Jc8d4s3s2h Kh7c6s6h6c Ad5c3s3h2c Js9h3d2d2c 
Jd5s5c3s2s 9s7d4h3h2h Qs7s7c3h2s Kc9d8d3d2h 
KhQd8s3s2s Kd7d7c3d2h Qd4c3h2s2d Qc7c6d3s2c 
AdKc8s8h8d Jh5s4h3h2h Kd9h7h3h2s Kh8s4s4d2c 
Js4h4d3d2c JsTh7s7h7c Jh6h4h3s2c AcTsThTd8d 
9s7c4d3d2h Jc5c4c3c2d Qd6h4c3h2h As6c4d3c2h 
TsThTd8c7d Ac9d6d3h2d Qd7s4d3c2h 9c7h3s3h2h 
9c6h3s3d2h 8s3s3c2h2d Kd8d4h4d3d Ks5c3h2d2c 
Ts7d4c3h2d Qc6s4h3d2s Jc7s7c3c2d 9h7s4c3c2c 
QdJs7s3s2h 9d8h8d8c6h Jh5s3d3c2s 8s8d8c4s4d 
KcJd7h7d7c QdThTdTc3c QsQhQdJd8d AhJd6s3s2c 
KdQs8h3c2c Js8d7c3h2h Qd7h6c3c2s Qc8c6c3d2c 
Kh9d9c3d2d Qs4s3c2s2h 9s9d9c5d5c Ks8h4d4c2d 
Ad9h5c3h2h Kh8d4h3h2s Js6h5h3h2h Js8d3h3c2s 
Jc7d6h3s2s Ad6s4h3s2s QsQdQc8h7s Qh8c7d3s3d 
Td5s4s2s2c Kc7h6h2h2d 9d8s4s3s2h KcQd8s3h2s 
Js9s7s3s2h Ts9s9d9c6c As8d4d2d2c Qs8c6d3d2h 
As7c6c3h2c QsQhQd7s4d Kc9h5h2s2h Kc7s4h2h2d 
7d4s4c3h2c 8c7h4d3s2h Tc5d4d3s2d Jh7h6h4h2h 
Qh7s5s3s2c TsThTc8d7s Qs8d7h3s2s 8d7s3h3c2d 
Ah7s7h7d5c Kh8d4s3d3c Td5c4c2s2c 9s6h4s3s2s 
Kd7h7d3c2d 9d6d4d3d2c Ks7s5s3s2s Ac7s4s3d2h 
As7h4h3c2d Qs8s8c3h2s Ac5s5h5c2s Ac7d4s3d2h 
Ah7d6s3s2c Kc9s7s3h2s Jd9d4h3d2d 7s7d7c6d5c 
Ad6c4s3c2c QdJh7c2s2c Qs7s6c3s2h Js5c4s3s2s 
8c7s4s3h2s Kc7d6h2s2h Js9s3s2s2h 9c5c4h4c2c 
Qc5d3h3d2s Js7c6d3h2d Qc5d3s3h2d Jh7s7d3c2d 
Qs6h4c3c2d 9s8s4s3h2d Qh9c7c4d2c Jh7h4h2s2c 
Qh8d6c3d2s Ac8c4c3c2s Qh9h3s3d2h 9c7h4d3s2h 
QdJsJdJc8h 8h8d8c6s6d Jh9c4d3d2d Qh4s3c2s2d 
Ts8s7s3s2s 8c7c4c3s2h 6h6d6c5d4c 7s4c3h3c2d 
KsKhKdQc5c KdTsTdTc2c KcJsJdJc7h 9s6c3c2d2c 
Qc6d3s3c2c 9d6s3s3c2s 8s5c3h2h2d Ks8s5s3s2d 
Js6s4c3s2s Qs8c6h3h2d Kd9c6h2s2h AcJd6s3s2s 
Js8h7c3d2d Qs9c7h3d2h Kc9c3d2h2c Qc8s7d3s3h 
Ad9s6c3c2c Ah7s4s3d2c Td6h4d3d2d QhThTdTc2d 
Jd7h5c3c2c Js6s4s3h2c Kc4h3s3h2d Qh7s6d3h2h 
Jc6d4s3d2h Kh6h3c2s2h Qd9h4c3s2h Tc5s5h3d2h 
Jd8c7h3c2c Qd6h4c3c2s Kd7d6d3d2c Qc7d7c3s2h 
Kh8d7s7h7d Kd8h5h3s2h Qc8h4h4d3h Kh9s4c3s2d 
5h4h3s3c2h KhKdKcJd3d Ks7d6c3h2d 9h5h3c2h2d 
Qs8s7s3c2d Kd8s5c3h2h KhQd7c3s2s Tc5s4s3d2s 
Tc5d4d2h2d Kc7s4s4d2h Ad6c3s3c2c Ts7d4c3h2c 
Tc9s9d9c6d Ah8h4h3d2h Ad4h3h2s2c 8c6c4c3c2c 
7h3s3h2h2d Jh7h4h2s2h 8s7d4h3c2h Kd8d3s3c2h 
QsJh7h3h2d 9s7h4d3h2h Th5d4s4d2d Jd8s8h8d7h 
5d4d3s3h2d Kc9c7c2d2c Jd7h6c3d2s Jd7h4c3c2s 
8h6h4h3h2h Jh7s4d3d2c Ks5c3d3c2c QsQdQc6h6d 
Kd7h6c3h2s Ks8c5s3s2s Qh8d3s3h2c Jd8c6s3h2h 
Jd8s7h3h2c 6s6h6d5h4d Js6d4s2s2h 9h5s3s3d2c 
Ks7d5d3d2h Jh8d4c3c2s Jh6s4c3s2d 8d7d3h3c2s 
Qs6d4h3h2c Td6c4c3c2h Jd9d4s3d2d Jh5h3s3h2d 
Qc8d4s4d2h Qh5c3s3d2s 9d5h4d3d2d Js8d4c3s2s 
8c5s3d2h2c Qh6d4s3c2d Jc8d6c3s2c Ks9d7d3d2h 
Tc8s8h8c6h 8h7c4h3s2h 9h8h4d3h2s Qd7d4c3s2h 
Kc9h7d3h2h Ad6s4c3h2c Kh7s6s3s2c Jd5h4h2s2c 
AcJh6d3d2s Kd5d4d3d2d Jd8h7c3s2s Qd7h5h3h2s 
Ad9s9h9d7c JhJdJc7h5d 8s8d8c6s6h 8c3d3c2h2c 
9h6d4h3h2h Jc8s4s3d2h Tc5s5c3d2c Js8h3s3d2c 
Ac7s6h3d2s KhQh8h3c2h 8h5d3d2d2c Kd7c6h3s2c 
Ts6d4h3d2d 9c8h3s3d2d Qd6c4s3h2c Kh9s5s2s2d 
Qd8h7h2s2h 8h6h3h2h2c 9h8c4c3c2s As7s7h7d3d 
Qh9h4s4d2h Jd7h6s3c2s Qh6d4s3d2d 7h4s4d3d2c 
KdJhJdJc8s Qs6s4s2h2d Qd7s7h2s2c Jd7h7c2s2c 
Qh5s3s3d2c 8h7d3d3c2s Ah9h4h2h2d Qs7d5h3d2d 
Td7c4c3c2h JsJhJc5h4s QsQhQcTc7d 9c7c3c2s2h 
Kc8d6s3h2h 9d7c3s2h2d Ac7h6d3d2d Ts5s4s4c2s 
Jh7d5d3s2d 9s8d4h3c2h Jd7d4d2s2h Qs8d7s3s2c 
Jc7h6h2h2d Kd4s4h3c2s Ac4s3d2s2h Qd7c6h3s2h 
Qh5h3s2h2d Qd6d3d3c2s QhJd7d3d2c 7d4s4d3c2h 
As9h6c3c2c Ad6s6c3h2c 9d8c4d3s2d Jd8h7h3h2s 
Qh7s7d4c2d Js7s7d3c2s Qc8c4h3d2c Js5d3c2h2d 
Qs7c6s3h2s 8s7s3s3h2c Kd8d5d3c2d Ad8s5c3h2h 
9s9d4s3s2s Qd9h4s3c2c Jh6s6c3d2h 6h4c3h3d2h 
KcQh7s3s2s Kd7d6d3c2d Jh7c4h3s2d 9s8s8h8c6h 
9s9c4h3h2h Qd6h3s3d2d Qs7s7h2s2c Qs8s8d3c2s 
Th7c4d3d2d 8d7d3s3d2h 8s7d4h3s2c Js8d6s3h2s 
Js8h6c3h2h Ks4c3h3c2d Kc8s6h3d2d Qd7h6h2s2h 
Kh7d4c3s2d Qc7c4d4c2h 9h7d3s3h2h Td7h4s3c2s 
Kh7s4c2d2c 9h7c4s3d2h Tc8s3s2s2h Ac7h5h3h2h 
Td6s6c3s2s 9d5d4h3d2d Qs9d3s3c2s KcJsJhJc8d 
Td8s3c2h2c AcTh4s4h4c Jc6s4h3d2h Ks4h3h3c2d 
7d6c3h3c2c AcQs7h3h2h Js6h4d2d2c 9c7d4h3h2s 
Qs7h5h3h2d 9h8d4d3d2c As8h6c3h2d Ac6s4h3h2d 
Js6h6c3h2d 9s6d3h3c2c Kd9d8d4d2d Th5d5c3d2s 
Qc9c7h4c2c Jh7h4h2h2c Jd8h6c3s2s Qd8h4c2s2h 
Ad8c7h3c2c 9s7d4d3c2d Jd6c4s3h2h Qs5h5c3c2c 
As6c4c3h2c 9h6s3c2d2c 9d5s3h2h2c Th7h6h3d2h 
Kh9h7h3s2h 9s6s3d2s2c Jc8h4d3h2h Th8c3d2s2d 
9h5c3d3c2c Jd8c4h3c2s 9h7s4s3s2c Kh9d4s4d2d 
Jd6s6h3c2d Ad6c4s3s2h Kh7s7h3c2h 8c5s3h2h2d 
Kc8h4h4d3h KsQh8s8h8d Js7s7c3s2d Qs8h7s3s2d 
9c5h3d3c2c Qs9h4h2d2c Th7h4h3c2s 7d6s3s2s2c 
Jh7s5c3c2c Qs4c3s3h2s QsQhQc7s4c Ks4h3d3c2d 
Qs7h7c4c2d Ks9d9c3h2h Ah6c3s3d2s Tc6c4d3c2c 
Qs8c5c3d2c 9h7c3s3h2d Kh8h7d3h2c 8c4s4h3d2h 
Jc6d6c3h2c Jh7h4s3c2d Qd7c6h2s2h Jd5d4d3d2c 
Qd9c3d2s2d QsJs7s3s2d Jd8h3d3c2s JhJdJc9h3c 
9s9h9c7c5s Th7c6s3s2s AdJc6s3s2h Qs4h4d3h2c 
As7d6h3c2d AsTh6h3h2h Td7h5c3h2h 9c6c3c2s2d 
Jh9c3d2s2d QsTc9h9d9c Qc8h8d3s2d Td7c4c3s2h 
Jh8h4h2h2d 8d5d4d3d2c KsQh7c3d2d Tc6h3s2h2d 
Ac5s3s2s2h As8h4c2d2c Jh8h6d3h2s Qc9d7s4s2s 
Qd9s9d9c7s Qc9h4d2s2d 9s7c3h3d2c Kd5s3s3c2s 
Kd7c5h3h2h 9h6h3s2h2d Ad9h4s4h2h 7s4s4d3c2h 
Qh8h4h3s2c 8s5h3h3d2h Ad8s7h7d7c Kd7h6s3c2s 
KdQsQhQc8d Th7d4h3h2c Ts3d3c2h2d Ts5c3h3c2d 
Qh5s3c2s2d Kh9d4c3s2d 9c6c3h2s2c Jd8s4h3c2c 
Jd6d4s4d2d Jc9s6s3s2s ThTdTc5h5c Qs9c7c4c2h 
9d5c3d2h2d Qc8c4d4c3c 8h7s3c2h2d Qc5c3s3c2c 
Qh9h7h2h2d 9h6h3s3d2h KhKdKcQd6d Js5s3c2s2d 
7c3d3c2s2h Kh9h4c3h2d 8s7d3h3c2h 8h7d3c2s2h 
Ac7d6d3h2d Td5h5c3h2h Tc8h4c3c2c Qc8d4c3c2h 
9d5d3d2h2c Td5d4d3d2c Kc7h7d2s2h Jc5d3s3c2c 
Qs8c6d3h2d 7h4h3d3c2s QsJsJdJc8h Kd8h4s4h3h 
KdQh8s3c2s Qd9h4h2s2h As9h6s6h6d 9c5s3h2s2d 
Qh8h4s3h2c Qd8d6d3d2h Ks9s7d3s2s 8h6d3s3c2h 
As5s5h5c4d Tc6h4s3s2s AhJc6c3c2c Ts5s3h3c2d 
Kh9c8c3s2c Kc6s4h2h2d Ks8s4s3h2d Jc8d6h3d2s 
Jc8d4h3c2c Kh8c3s3h2d As7d6c3d2d JsJhJcTs7s 
Kh7d4d4c2d KhQd7s3s2s Ts7d6d3c2d Ks7d6d2h2d 
8d5d3s3c2d Td7s6c3c2c Jc6d4h4d2d Ac9c4c2h2c 
Js8s4s3d2c Ad9s9h3h2h Kd9d4s4c2d 9c7c3h2d2c 
Jd7s4s2h2c Kh7c6c3s2c 8c7d4s3h2d Ah9s6c3d2c 
Ad9c6h3c2c Ac9h9d3h2h Ac5s5h5c2h Qc7c6c4c2d 
Jh5s5d3c2c Ah8d4d2s2c Ac6h4d3h2s 8c7s4h3h2h 
Jc4s4c3d2h KcJhJdJc7s Ad8s7h3s2s Qh8h4s4h3h 
9c5s3h3d2d Kc9h9d3d2d KhKdKc9s6s Kc7s4s4d2s 
Ad9h5c3c2c Kd8h4s4c3c QhTsTdTc8s QhTh9s9d9c 
QdJh7h2h2c Ah9c4d3c2s Qd8d4h3d2s 8s6h3d3c2h 
Ad8c6c3c2h KdQh6s6h6d Kc7s5s2s2d Kh7c4d4c2s 
8h5s3d3c2s AsQh7d3d2d Qc8d4s4h2s Jh7h6d3h2c 
Qh7d3h2h2d AsJc6d3h2d Qh9s7s4s2d Kd9h7s3h2h 
8h7s3d3c2h Kd7s7h4c2c 7c4s3h2h2d 9s7c4d3c2h 
Jc7h3d2h2d 9s9h9c8h6c Ks8h4d3s2s Jd8h8d8c7c 
Ks8h4d4c3h Jc7d4s3c2h 9d7h4s4h2h Js6c3s3d2h 
8h7h6h3h2h 9h8s4d3c2s 9s6c3d3c2c Jc8c6s3c2h 
Jh7c4h3h2s 7s4h4d3h2c Js7c4s2s2d Kh8s4s4d2s 
9d7h3c2s2d Qc6d4s3s2s Ah6s4s3c2s QsQd4s4h4c 
7s5s3s3d2s Kd9h7h2s2c Kd6c3s3h2s 7d4s3s3h2c 
Qd8c4c3s3c Td8c3s3c2h 7c6d3c2h2c Qd9h7s3c2c 
Jh8d4s3c2s As9c4h4d2c Qs8c6h3d2h Jc8d4d3s2d 
As7c5s5h5d Qs4s3d3c2s Qh9c4d3d2d QhJc7c3s2c 
Kd9c4s3h2c As4h4d3h2h Ts7s4s3c2h As9s4s3s2c 
9s6h3h2h2d Jd8d3s2h2c Jh6h6d3s2h Qc6s6h3d2s 
9d3s3h2h2c Kh6h3d2s2h 9d3s3h2s2c Js7d6h3c2s 
Td8c4s3c2c Th8h5d3h2h Qh9s7d3s2c Jd8s7d3h2d 
9c5h3c2s2d TsThTc9c8c Qh9c4d3s2s Qh7c6c2s2d 
Jh7s4s4c2d Kh4s3c2s2d Th5d5c3c2c Kh7d6d2d2c 
8c6d3s3h2d QdJhJdJc8s Jd7s4d3h2c Qs7h4s4c2s 
Qh9d7d2d2c Qs9s9d9c7c Jh6c4s3h2h Ks6d4c3c2c 
9d5s3d2h2c Kc8s5d3d2d AcTs4s4h4c Jd8s6s3h2s 
Td7c3s2h2d Ks9c7c3h2c Ks9s3s3h2d 9d7s3h2h2c 
7c4h3d2s2d Ts7h4s3c2s Qs8d4s3s2h KhQh8h3h2s 
Qd7c3s3c2s 7h6c3h2h2d Tc7h4s3h2h 8h6s3c2s2d 
Jh7c4s4d2c 8h7c3h3d2s Qh6h4h3h2c Kh9d5d3d2d 
QhTsThTd5d Qs8c6c3c2h Kh9c8c3c2d Qc6s4s2s2d 
Qs9s3s2d2c Tc7s7d3h2h Qc7s3c2s2c Ts7s6s3d2s 
Kd9c7c2s2c 9d6c3c2h2c KsKhKdTh3h Jc7d4c3c2h 
Ac8d6d3s2d Qc7h4d4c2c Ks9s4d3s2s 9d9c4h3h2h 
Qc7s4s3s3h Ad9h9c3c2c 9c7h4h3s2h Qc6h4d3h2h 
Jh8s7h3h2h 9h5d3s2d2c Qh7d7c3h2s Jd6h4d2d2c 
5h4s3s3d2s Ks8h4d3d3c Ks8h4h4c2h 8d7c3h2s2h 
Js6h6d3h2c Qs8s4d3s2c Qd7s6h3d2d Tc5s5c3h2c 
Ah8s7s3s2d KcQs6s6h6c Ks8d6d3c2d 6h4h3s3c2h 
Ts7d4s3h2s Tc7s4c3c2d Qc7c4s3d2h Jd8h6s3s2s 
Qd4d3h3c2d 6s4s4d3s2s Tc6s6h3d2h As6h4d3c2d 
8h7d4s3h2c KcJc7c2s2c 8s7h4c3c2d JhTsThTd7c 
TsThTd9h4d Kh8s5c3d2c Ks7h3s2d2c Td7d5d3d2c 
8h8d8c7h5c JhJdJc9d4h Jc7h5s3s2s Qh9c7s2d2c 
Ad8h6c3h2s Td7h6c3s2h 9d7d4h3d2c Ac9h4s2h2d 
Ks7h7c2h2d As9d4h3d2c 9c7d3c2h2c 9s8s8h8c6c 
Ks8c6h3h2d Kh4c3d2s2c Js8c4c3d2h KcQc8s3c2c 
Kc9s5s2s2h 8s3s3c2s2h As8h6h3d2h 9h5d3d3c2d 
9s8s4d3s2s Kd8h5c3s2c Ad9h6h3s2h 7s7d7c6s5d 
TsThTc9d8d Ad6s4c3s2s Qh8c4c2s2d Kh7h7d3h2s 
JhTs9s9d9c Qd9d3s3d2h Qs8s7d3c2h Kc8c4c3s3c 
Th7s4c3h2h Jd7h4d3c2d Ac7c3s3c2c 9h5s3c2d2c 
Kc7d3s3d2s Td8c3h3c2s Jd5c3s2h2c 9s8s3s3d2c 
Jc8h7h3h2d ThTdTc9d3h Ac8s6d3s2s 9h7d3h2s2h 
Td5d5c3d2d Js4d3h2s2c Jh7c6d3s2s Qs7s4c3d2h 
KcQh7d3s2s JsJhJcTd7d KhTsThTd2s QhJc7s2s2d 
Qc8h4s3c2c 8s8h8c6s6d 8c7h4c3c2d Tc5h5d3d2d 
Kh8d8c3h2h Ac5d3s3d2d Qd5d3h2s2d Qc7h5h3d2h 
Jh5d3s2d2c Kc9d4h4d2d Ad8c7c3c2c Qh7h4d2s2c 
Jd5h3s3d2d 9d6s3h3c2s Ah8h4h3h2d 9c8s4s3s2d 
Tc5h5d3s2d Td6h5h3h2h Qh9h4h3h2d Js5d3h3c2d 
Ks8s8c3s2h Jc9c6c3c2c Qh7h5h3d2h Qd9h7c4c2c 
