KdQd7s6d4h 
Jc9h7h5c2d Tc9c7d6d2s AhKh9h9c6h Ks9c6s3h3c 
JhTs9d7d4d AcJsJd8s3h KdJhTd5d2c AhKs9s8c3s 
Ts8s8h4d3h KsJs7d6s6h AdQs5s4c2c JcTs5c2s2d 
Kd9c6d3h3c KdQc9s5d3h QsJc8c6h3h ThTc8s5h5d 
Qc9h7d5d3h KhJdTh8h4h QhQc9d6d4d AhJs8h8d3h 
KsTs4d3d3c Ks9h7d5d2s QhQd4h3c2c 8s8c7d6s4h 
AcQdJc6s2c KsQc8s7s6s QhTd9d9c3s QsTc6d6c2s 
AsAdAc6h4h KdTsTc6s5s Jd9h8h7s3s Tc8d5d5c4d 
8s7h7d6d3h AsJs7c3c2c AsQcJd8d2h Ts7c6c4h3s 
KdQh9s7s7c KdJs8h8d6d 9h6s5h5d4d TdTc8s5h5d 
JcTsTd8h3d KcQsQh7d4d AcKd7s5h3h KdJsJd2h2d 
AcTc4s2s2d Ah7d6h5h2d QsQh8h3s2h Kh9s7h5d4c 
QsJsTs8c2h TsTd6s6c4s Ad9c8c6h5s Ks9h9c5c2s 
9h8h7d7c4d Kd7d6h5d4s KhQsJd9h4h 9h8h8c6s3s 
JcTh6h5s4h KhQcJh8h4d Ac9s9c4h4d AhQh8d6c3h 
Ah7c4s4h2s JhTc9h9d4h QhTd8s7c4d Kd7s6d5h2s 
Qh8s6h5d2s Ad7h6s5c2d KsKc7d4d3d QhTh4s4d3s 
AcQh8c7d3c Kc9h8s6d6c KdQs8d7c3c AhTsTh4h3c 
ThTd8d7d5s AsJh9c7h4d JsJdTs6h3s KhJdTs4h2h 
QdQc9h6s4h KsQhTc6h3h KsQcJs6h2d KcQsJc9d3c 
Qc9s6d4d4c KcJcTd8s2c KhQhTh7c3s KsJh8c7d5d 
Kd9c6d3s3c QsQdJc8c3h KsQh9c7d7c QdJdTh7d4d 
QsJc6d5h3s KdJd9c8h4s JsTc9h8h3d KdJs6h4d2h 
KsJh8c7d5c JhTh8h7s4h QsJsTs4d2h KsTc9d6h6d 
8c6d5c4h3d QhJd9c5h4h Qs9d8s8c3d KsJh8s8h3h 
QdJhJd3c2s Qs9s7s6c3c KcThTd5s4h AhQh9s9h5h 
QcTs5c4s2s AhQcJd8d2s Qs7c6s4d4c JhTsTh4h3d 
KcJd6s6d5h KcTsTh4d4c Jh9c7h6h3c AhJs8c6d5d 
TsTh9d6c4h Jc9c8h6h2h AcTd9d7s3h KsJsTh8s2c 
AsJhJd6c2s 9c6s6h5c3s KhQdJh9s3h KsTh9s7d2c 
Jc9d7s7d6h Ts9s7h6h2d Td8h7d6d5c 9d8c6s5s2c 
Th9c7d6c2h Jc9h5d3h3c QhJdTd6d3s KhTc9h7h5h 
KhKd8s7c3c KsKh8s7s3s 8s8h5c3s3c Ad8d6s6d4h 
JdTs7d4h2s Kc8h8c6h3h QsJsJh9c3s AsKs4h4c3s 
Jh9h9d8h3d TdTc8s5s2d As7d6h6c3s Kh9s9c5c2h 
JdTc9h7d2s KhJc9c4h2h Kc6s6c5c3s QhQd6c4d3s 
Ts9h8d5h2d Qs9d8d8c2s JsTs9c6s5s AdQhTh4s2c 
KhQs8h7d3d QcTh8s4h3s Td8h7c5d3c JdTd9d6s3c 
9d8s6c5c2s KcJdTs4c2c KcQcJc9d4h Kh9s7s7h4h 
QhTc6s6h5h AdQsQc3c2c JsJh9c6s4d Tc9c6h3h3d 
JhJc8c7c5c Kc9h6s4c3s 8s7c6c5s2s AhJs9d8c2s 
Ad8s8c7d2h 9s6h5s4h3c KdJd7h6d6c Kh9h5d5c4c 
9d9c6h6c4s As7s6c5h2d KsQsJs9d4c KcJhJc4c3d 
Ks8d7c6c2s KcQdTd8s3h 9h9d7s4h3d Jh9s9d7c5d 
KdTc4h3h3d Qh9c8d7c6c AhQsTs4c2d KcTsTd5h5c 
9d7h5h4c3d Jc9s9c2s2h JhJdTc8d3d 9d7d6s6d4s 
AdKcJc8s2c Ts9d8c5s2c KhTd9d7c4s QdQcJd3s2d 
Kh9s8d7s4d Ah9h8s3d3c KsQc9c5d2d QsJc9c7s2c 
KcQd7s7d5h QcTd6s6c4h KdJd8d8c6h JcTd9s7c2h 
9c7d6c5h3s QdQcTd4h2d Ts8d7d6c2s Jc9d9c8h6c 
JcTd9h8h2s QcJdJc8h3s Qd9d8s8h4h Qh7d6h6d3c 
8s7d6c5s2c KsKc7c4c3c AcQs7h6c3c Ac9h8s8h5d 
TdTc9c7s5c Th7d6h4d3c JhTs9c4h3d KcQdTs4c2h 
AdKhJc3s3c KcQcJd4c3c 9h8d7d5h2s KdQhJd6c2s 
KdQd9s6d2s JdThTd4d3c QhQdJs6c2d AsKh8d5s2s 
9h7s5s4d3d TsTh9c6d4h AsJs7h3h2h 9c8h7h5c3c 
AhTd6h3d2d AcTc8c7c4c KcJcTd5h5c Ks6h6c5h3c 
AcJh8d8c3c 9d8s8h7d6c AcQh7h6h6d Ah7h5d3s3c 
Tc9s8s8d7s 9h9c7s7d4h KhJs6c4h2c KsJdTs8s3h 
QdTh7h5s4c Kh6d5h5d2c KcJs8s5d3d AcQdJs3h2d 
Ah9c7s4d3h Ts9s5c4d4c 9c7s6s4h3c QdThTd2s2c 
JsTc6h4s2c KsQs4h3d2d Tc9c8d7c2d Qs9c8h7c6c 
Ah9c8d8c5s AdTc7h4s2d JcTh8h3h3c Td8s5s5c4c 
Ts7s5h5d4d Qd9d5s4s4c KsJc9c4s2s QhQd6s4h3c 
AsTd8d6c4d KhJs9h8d4c QsTc9h7d3s Qh7h7c6s6h 
Kd9s6d4h3h JcTc8c7s4c AcJc9s6c5c KsJsTs4d2h 
8h8c7h7d4h 9c8s8d5s3c As8s6s6h4d QsQd9s3h3c 
Th7d6h4d3s Ts8s7s6d5c Jh6s6h5c4s AhQhJd6h2s 
8h8d7s7d4d AsKcJc8d2c 9d9c8s7d3c JcTs9h7h4h 
QdTh9s2s2h AdQh5s5c2d QcTs7d6d4h Kc8c7h6h3c 
QdTs8s3h2d QhTh8s8h6h JhTsTh4h3c AhJc9s7c4d 
Kh9h8s8d3s Kd8h6s6d5c 9c8h7d6s6d 8h7d7c6d3c 
QhTc6s6h4d Jc7d6d5d3c Ah9s8h5d4h QsQd9h8s2s 
Ks7s7h5d5c Qs8c7s5c3h KcQd8d6d5h KcTd7s7c5c 
QsQdTd6d2c AhQs5d5c2h JdTh7c6h2d 9s9d7s7h4c 
KsThTc9d4c AcJs7s6h5s Tc8h7c6d5c TsTc7d4c3d 
KdKc8d7d3d Ac5d4d4c3c 9d6h5h5d4c QcJdTh6c3c 
AdKsTc5c3c Ts9h7s3h3d KhTs9c6h3h AsQd5d4c2c 
Qs8d7d5c3s KcTsTd9s2h KdQd5h4d2h 8d7d6s4c3c 
9d8d7s7h4h QdJdTc4d3d QcJdTh4d2s QdJs9h7h5h 
Qc9h5h4s4c Ks9d8c7d4c Kd9c8c5d2c Qc9h8c6h3c 
QdTsTd3h3c Ts9s5h4h4d Kh8c7s6s2h QhJh8c6c3h 
8d7d6s4h3h Ad9c8h8d4d QhJh8h6h5d AhTs9h6h5h 
KcJc9h7h2c AdTh4d3c2c Js6s6d5d4c Th7s5c4h3s 
AhJs8s3h2h AsKh8c6d3h 9s8s7s6c3c Ks9s5d5c4d 
KcQdTs9h3h KhQdJh6h4h JdTc9s9h4s Ah9d8d7s3s 
QsQc9s6s3d JsJdTh4s2c Qd8d5h5c4c KcQc7h7d3h 
Qd8s7s5c3d KcQhTsTd2d QhQcJd8s4s Qc9s6h4s4c 
AcTc7c6d4c QcJc8d4d2s KdQdTd4c3h 9c8d8c5s2d 
JsTc9d5h3d JdTs9c7d2h Td9h6d4c3c 8s6s6d5d2c 
AdTd8d6s2h Jc9h7h7c4h JhTh9h6s3c QdJc8d7c2c 
Ts8d7c5d3s Qh9s6s4d3h JhJc7s6h4d KsJsJc4s3h 
KdTsTc6c5c JcTc9c6d3s KhKc9s5s2s Td8c6h4h4c 
AsQcTh3s2s Th9h7h6h5c AhQh9d4h2d Kd6s4d4c3s 
QsQhTh4d2h QsJc8h8d5s QcJs8h8d5c Th8s7h6s3s 
Jh9s9c7d6d Qc9c8s7c4s QsQh7h4s2s JdThTc8c3s 
As9c5d4s4h KhQc4s3h2s AsKsTh6s3s JsJd3d2s2c 
JsTs9s9h5d 9h8d7s6s6c KdJc9s9h6s JdTh5c3h2d 
Th9c8s8c7c Kh9c6h3d3c Ah9c8c7d2d KcQs9c7c2s 
Ac9d5h3c2d KdTc7h4d2h Ah8c7c6c5s AdQd5s3s2d 
AhQsJc7c3d AhTd9s9c4c JhJdTd8s3d QdJd8h4h2s 
Ah6s5h3s2s AdTdTc6h3d KhQd8d6d5c AhTs6d4s4d 
Kd7h6d5c4d Qd9c6h4h4d Qs8h7h5d3s KcQdJh9h3s 
KcJd7c3s3d AsJs8s5c2h 8s8d6c4c3s QdTd7h6s2h 
Td9s8s4d3c Tc8d7h5c3h Jc7s5s5c4c AcQd9c6c3h 
JcTs5h5c4d Th9h6d3d3c KcQsJh9c4c Js9s9d8h6s 
Ac7d6s5d3s AdQh7c5h4h KsJs6d4d3s Jd9h9c7s5c 
Kh8s8h6s3s QsJs9h7d2h KcJs6s6h2c KdQc8d7h5d 
QcTs9d8d5d ThTd8c5h4s KsTh7s6s5s QcJsTs8s3h 
8h8d6c4c3h AsKd9d8h3d Jc9d9c5c2d KsQdTc4s3s 
Jh7s6h5s3s KsJd4s2h2d QdTs8c5c2s QcTh4s4h3c 
Jc9h5h4h4c As9c7d4h3s AhQsTc3h2h Ad8s8c7h6c 
KsTc7h4h2s KsQsTh7s3d ThTd8h5d2h Qh6d5d4h4c 
AdTd5h5c3s AdJc7s5s4h QhQc9d8c2c 9h7s6h5c3d 
8d8c6s4s3d AsJd8c6h5h AhTdTc6h3h AsJs3c2d2c 
JdJc7d5d4h Qd9h8s6d6c KdTs7s7h3h QdTd9c5h4d 
KhJhTc5h3h QcJhJc3d2s KcQdTs6s3h Ad9h9c7c6s 
AdTs8s7s4s Ad7c6s5h2d QcJh5d5c4s Ad9s9c7s6h 
9c7s6d5h4c Kd9s7s6h5c KcQcJd7s3h KdJdTd5h3d 
Th8s5s5d4d 7d7c6h5h4s Tc7s6s4h3c Tc9s7d6s2c 
9s8s6s5h3h AcJs8d8c3c QdQcJc3s2c QdTh9d5d4s 
AsJcTc3d3c AsJdTc6s2s 9c8s8c6c5d Jd8s8h5s2d 
KcQhJc3s2d Ts7d5c4s3d KcQc7h6c4s Ad9d9c4h2h 
AhJh9h7c2d Js9h9c4h4c Kd9d9c4h4c KhQsJh9h3c 
Kh8h5d4c3c 9s9d7h7c4s Qd9d8c6c2c Kh7s6h5s2s 
AhKdTs6c3c AhJs6d4c3h KsQs9s8c4c JcTs9s6d4s 
KhQh7c6h4s Kh9d7s5s2h Qc9d8h8d2c KhQhJs7c3d 
Kc8d7d6h2c AhTs8s5c4s TsTd8c5c2d JcTd7s4c2d 
JsJcTc8h3c Jh7d6h5d3d KcQsTh9d3d Ac9s5c4c3s 
9h8c7s6s6d Ad5s5d3s2s KhTd6c5c4s Th9c8c3h3d 
8d7c6d5s2s QdJh9d9c6d AsQdJh8h2c AhJd8s5c4c 
JsTd8d3s2h Qd8s6s5h2d Tc8d6s4s4d AdTsTh8h3c 
Td7c6d4c3h JcTc5d4s4h KsJsJh6s3d AdTh8c6h4s 
Jh9c7d6s5c KsJc6d6c2s 9s5s5h4s4h QcJs8c7s2s 
QhJhTs4h3h QdJcTh7s3c KsJc8h7d5d Th8c7s6d4s 
JhTd7s7c5s QdTh8d5d4c Kd9c7d5s4h 9d8s8h7h6c 
9d6s5s4c3c Th9d8s8d7d Tc9h7c3s3h KdJhTd8d2c 
Kc8s6h6c3h JhJd6c5d4d Ks8c7d6d2s AsTd7h7c6d 
9d8s8h6s3d QhJd5d4s2s AcJd9h9c2c Ad9c6h2h2d 
QhJc9c8c6c Th9d9c5h2c JhJc6h5s4h KsTs6c5h5d 
Th7c6c4d3h QsTd9d4c2c JhTs8h5h4h JdThTd4d3s 
KdJsJc2s2h Qc7h5d4h3c ThTc9s6d4h Kc9c8s8d2s 
KhTsTd5c4s AhKd7d4s4d AcQsQh3s2s AsTs5h5d3c 
KhQs9s8d5c As9c7s3c2h Kh8s7c5s2h KdTh8s7c5s 
Ad9d7h6d4s 8h8d6s4s4c KsTc7h4s2h Jd9d8d7c5h 
KsQcJd9h2c KcTd7s7d3s AcTs7s4d3d Jh8s8c5c3h 
Kh9s8s7h2s KhJdTs5d5c QdQc9h6c3c Qh8s7c6c3h 
KsQc9h8d5c Kd9d7h7d6c QsJcTh6d2s ThTd7h4s3s 
KhJs9d8h4c Jd9c7c5d2s QcJc8c5d2d Qs9s8d7d2c 
Kh9c8s6h6d Ah9d6h5d2h JsTd7h7c5h 9s8s8h5c2h 
QdTs9c7s4h 7s7h6d5s5c AsKdTh7c2h AsJhJc7c3d 
JsJh9d5c3s KsJhTc5h5d Kd6s6c5s3c AdQd7s2s2c 
KsTh7h6s2s KhTd9c6s6c QhQd4d3c2c KdJsTs9s5s 
JsJc7h6c4d KsQd5h4s3s KcQc9h8c2h KhKc8s7d3d 
Qh9c8s7c3h AhTc9d7s4d Ad9c5s3d2c 9h7d5d4s3s 
QhTh9h7s7h KdQd7s7c3c JhJc7s6d4d KhJsTc5s5d 
KdTd7h7d5c AcJd8h5s4s Qc8h6d5c4s QsQc8d6s2h 
QsJhJc4s2d Kd9c7s5d3h JsJh7h6h5h ThTd9s7c5c 
KdJh6s6h5c AdQd9h9d5d 7h7d6s5d5c AcQc6h2h2d 
Ac9s8d6s4d Jh9s6s6c3h Th9d8d8c7d Ad6h5h4d2d 
Kh8h6c5c2c 7h7c5s5c2s KsQcJh9s4s JsTh6c4s2h 
Td8s7s6h4c KcQd9h5c3s Jd9s6s6h3d AdTd9h3s3d 
AdTd7d4s4h KhTs7d4h2d Ah9s6h5s2h Th9c7s4s3h 
AcQd9c6c3s Jc9d8c5c2d AcTsTh9d4d QhJc4s4h2c 
Jc7s7h6s4c KcTc9h4c2h Qh7s7c6s6d 8h8c7s6c4d 
Kd7c6d5s2c JcTh9h6h5h KcTh7s7c5c KsJc4s2h2c 
KsTh9s7c2d 9h8s8h3s3d Jc9s7s7c4s KcTd7c6c5c 
KsQsJs9c4h JsTc6d6c3d AcKhTc6c3c Qh9h8s6s2s 
Kh8s7c6c2h QhJsTc8d3c KcJcTd8c2s KcTc4d3s3d 
ThTd6d6c4d QhQc9s5s3d 8s8d6h4h3s Ac9s6h2s2c 
AcTs9h6d5s Ah9d9c7d6s KdTc9h6s6h QsQc6d4c3h 
9d8d6d5c3c JsTd9c8c3h AhTs6c4s4c KdQsTc7h4h 
Kh9d6c3h3d Jc7s5d4c3s Jd7s5s4d3h JcTc9c6h3s 
AsJc7h4c3h KdQs7s7c5h JdTd8c5d4d 9s9d6s6c4h 
KhJd8s8h6h QsQd7s4s2d Ks9d6c5s2c Ks8h7d6s2h 
QdTc7h6h4s KhJh9h9d5s AdQsTh3d2d KhQc7s7d6d 
KcJd8s8c6c QsJsTs4h2c 9c8s8c5h2s KdJdTc5d3d 
QcJs9c7c6c AdQd5h3h2d Th9c8d8c2d AhKs8c5h2h 
KsJsTs4d2c 9c8s8c3s3h QsQhTh5h3h 8h7s7c5h3s 
KcJd9s9c4h 8h8d6h5d2h Th8d7d6s4c KdJdTs8d2h 
KsJsJh6s3c 9h9c8c4h4c QdQcTd5d3d Ah5d4s3h3c 
Qc9c8s8h4h Kc8d7d6s2c KcJdJc6c3h JsJd5c4c2s 
Kc9s7s7c4c AcTh9d7s4d Ks9d7s6c2c KsTs9s7d5s 
JsTsTc4s3h JcTh5c2h2d As7s5h3c2c AcTsTh6s2h 
Ah3s3d2h2d JsTs6s5c4h Ah3s3d2s2h Qc9d7s6h6c 
AhQh7s2s2d KsJs8c4d3d KhQcTd4s2h KsTh9h7c4d 
KdJs6h4s3h JdTd9h6d3c Ks9s8d8c3d KdTd9s6c2h 
Jd9s8d7s2s KcQdTsTh2h JsTd8h8c5c QhJh9d5h4c 
QsTsTh5c3s Ks9h7s5c4d As9s7d6s4h KdTd9s6h2c 
AsKd6h5s2s AhKcTc5d2c 9h8s8c7s6d Js9h5s5c3c 
Qc8h7c5h3s QsTc9h9c3d AhKdTd5d2s AsKhJc4d3d 
8h6s5c4c2h Ah8s4s2h2c Ah8d7h3d2s Qh7s6h4s4c 
JdTs9h9c4c KsQdTd5d3c JdTs9h9c5c KcQsTd4h2c 
AsQdTc3s2s QdJdTs9d3d QsJs9h5d4s QcTs6d6c5c 
AhJs8h5h2c Ks9d6h3s3d Ks8d6s6h5c 8h6c5h4s3c 
QsJdTd8d3h KhQh9h7s7c 8s8d7c6s4h JsTc5h3c2s 
Qs8c7s5c3d QhJcTs8d2s QsTh6s6c5s KcJc7d6h6c 
KdQc9h6s3d KcQh9h8s5d Jh9c7s6d5c Qs9c6d5c2s 
Kh9h7s6s2d Ac9s6s2s2c KhJdTd5c2s Qs9s8d7d2h 
KhTc5h3d2c QhTs9d6h3h Jh8s8d5d3h QhTs9d8d5d 
AdTh8h5c4h Jc9c7c6s5h Qc8d6d4h4c QhJhTh4c2s 
QdTc8d7d4s Kd8s5h4d3h Td8c7d6d5s AdJh9d8d4d 
AhTs3d2h2d Js7d6s5d3d 9s6d5s5d4c JdJc8c6h4c 
KdQd9h8d2h Th9d8h8d4h AcQc5h5d2s KhTh9h6d6c 
KdQsJd6h3d JdJcTh8c3c Tc9d8d7c2d AcQd5d4h2h 
KcJc8h4h2d AcKd8d5s2h QsQhJh3d2h KhKc9d7s2d 
JsJhTd4s2c QdJhJd8c3s QcThTc5d3c QsJh9c7c5c 
KcJcTc5d3c AdKsTs5s3s 9h8d8c6d5s 9h8d6c5c2d 
Ah9c8s7s7d KhTh7d4c2c 7h6d5c3h3d AcQs8d4h2c 
Qd9c7c6s5h KdTs7s4d2s JcTd9d6h4d JsJc8h4s3h 
KcJd7c3h3d KhTs8d6c5d AdTd9d7c4d JcThTc7c3d 
KdJhTh8h5h AcTc6h6d4c KdTs9d6d5d AhQdTd4c2s 
ThTd8s5h5c Qc9s7s6h5d AhKhJh8h4h AdQh4s4d2c 
Ks8d7h6d2s KsJs6h4h3s KcTc9h6s3c AhJd7d6c5d 
KcTh9s6h4d Th9d8d7h2d Ac9c6d5c2d Jc8s6s5d3c 
Td9s8s8d4d AhQcTs6c3c 9s9d8h4s4h KdQcJd6d3h 
QsJh9d8h5h AcQs4h4c2d JsJc7h6d4d KdJd9c8d6d 
Ad8h4d3h3c Qd9s9d8c5h AcQsTc3c2h KcTc9d8c4h 
TsTh9h5c4d 9h7s6d5h4c QsQd9h2s2c Ad6d4s4c2s 
Ad9s7h4c3d Kc9s7s6h5d AcTd8h6d4d AdKdTs6d3d 
JhTh6h5s4c KcQsJc8c5c QsTh9h9d3c AsTc8h6c4c 
9d8d8c6d5h Kc7h7c4h3d QcTh4s3s3c KsKd7d4h2d 
Qc9s8d8c4s JsJh9d8c4h Ks9c7d5d2s 9s9d8c6c5c 
QhTd9d4s2s AsQdJs6s2h JdTh9s9d4d KdTd9d6s6c 
KcTd7h4c2h Ad9c5d4d3c Jc9s9d7h5d Qd9d8s8c4s 
KcTd6s5s4h JsTc6d4s2c KdQd9d8h5s JhTsTc8d3s 
QhJdTc4d2s KsJc9s9h4d QhJc4h4d2c KhTdTc9c2s 
KcQdJh8c3s QdTd6s4h2s QsTh4h4c3s Kc7s7d5h5c 
AhJh9h6s6c AdTc9d3s2h Kc6s5s5c2d KhTd4c3h3c 
KdJc8s8d6d KdJc9d8h4s QhJdTd8d3c KsQhJd4c3d 
8s8h7h7d4h JcTh6h5d4h Jd7h7c4h4d Th8h7h6s5c 
KhJd4d3s2h JhTd9s8s3c Jd8s5s5d4d Qd9s8c7s6s 
QdTh7h5d2c KsTc4h3s3h Qd9h6c4d3h 9c6h5h5c4d 
KsQc7h7d6h AdJh8s8c6h 9c8s8h5h3c JdJc6d5h4d 
Jd8d6s5c4h 8s8d7d7c4d As9h8d7d7c Ah4h4d3d2c 
Tc8h6d5s4c AcTd7c2d2c KsTd9h6h6c QsTs9s9h5d 
KhTsTc5d4c KhJc8h8d6h QhTc6h6d4s AhQd8d5s5c 
7s7h6d5h5c AhQsQc3s2s Ah9c4h3d3c Qc8h6s5c2s 
KcJhJc4c3s KhQsJc5d3d Th9d7c4c3h JhJdTh8c3h 
As6s6h5c4s QdJc9h7s5s KdJdTs5h5d QcTs6s4s2c 
Kh7h6s5d2s QsQc9d8s2s Ks9d8d5s2d QdTd6c4h2c 
Jh7d5h4d3s KcQd4h3c2h AdQh7c6d3d Jd8h6h6d4d 
KcQh9s8d5h Ts9h7c4c3s KhQsJd6d6c ThTc9d6s4c 
8d8c6d5c2d QdTd9d9c5h Th8h8d4s3d AcTh9s7d4s 
9s8h8d4s4h Jd7s6s5s3d AsQsJs9s2d QcJsTd4s2h 
KsTd8c6c2d KcJcTc5h3c QsQd9h6s3s Kc9s8d7s4d 
AdKdJc6d3d KhTs9h7c2d AsQs9s9h6s KhQsTd6d3c 
KcJs6s6d5h 9s8d6s6c4d Ac9c6h6c5s Kh9h7c6c2c 
ThTc8d5c4s KhJh9s4s2s Ks8h7h4s4d AhQcJh6d2h 
AhJd8c7h2h Kc7h7d5s5c AcQs8s5h5d Ts7h6s4h3d 
AsJh8s5s2d KhJdTd4d3s JcTh9s8c4c As9d8h8d5c 
AsTc8s3c2s Ts9h8h3s3d Th8s6h5d2s QhTc5h3h3c 
AcTd8d5s4d KcTs7c4s2s QdTs6d5h5c Kc8d7s7d3c 
AhTs3h3c2c QcTd9h9d3s Kh9h7d6d2d QsJh8s7h2h 
9s8d6d5s2s KhQd6s4h4c KhQdQc6s3s AhTd7c4s2h 
Js9c6h6c3s Jc9c6h5d2d KsKh7h4c2h Jc9h6s6h4c 
QsJhTc5h2d AdQdJs6d2c KhJh9h7h5c KhJhJc2s2h 
QcTc9d9c5s 8s6d5s4h3d AdQh5h4s2s AdQc7h6d3d 
KdQs9s5h2h JhTd9h7h3c Js9d7d7c6h AcQs7h3c2h 
KdJh9d9c2s Ad7d6s6d4c 9d7d6s4s4d 9h9d8h7d2h 
KsJsJd4s3c Kh8d8c4h4d As9c7h4d3s KhJc8d7s5d 
KcTs8d5s5d QcTd5c4d2d QcJh6d5d4s Qs7d6s6d3c 
JsTs9c8s5s KdJsJh2s2c Ah9h7c4d3s Js8s8c5c2h 
KdQs9s5c2c Kd9s9h5h2d Ah9s9h4d2d Qc9h9d6s6d 
QsQcTs6s2d Ks9s8c5c2c AhTd7s7c6d Kh8s7s4h4c 
KcQd8c7c6c Ts7d6d4s3d KcJc5d3d2h Tc9s8s4c3d 
JdTh8d5s5c Ah8d5h4h2d KsJs7h6d4s JhTs9d9c4c 
Kd9s9c8h7c Kc7c6h5d2h 8c6h5d4h3d TdTc9c5h4s 
QsTd8s7s4h KsQs7h7c3c JsJhTd4h2c KhQsTd7h3h 
Ks9h6s4c3c 9s8h8c7c6d AhThTd6h5h QhQdJc9c2c 
KsJcTc9c5c Jd7d5s5h4s Qs9s6h5d2h AsQd9s6s3h 
As6s6d5s4h JhJc9h8d3s JdJc8h7c4c Ks8h6s6c3c 
AcQdTc3c2s AcKc5c3s3d AsKcQd9h3h KsKh8d6c3c 
JsTd6h4s2d Jh8c7s5d4h QdQc7d4d2c Ad9d7h4c3s 
Kc7d6c5d2d Tc9h5h5c3d KhJsTs5d2c Ac9c8d3d2d 
Th9h8d5c2d Ac6h6c5c4d JsTd7s4h2d QcTs6s5h4s 
KhTsTc9s2d AsQd8s7c3s JhTsTd8c3s As6h4h4d2s 
Ks7s7h4h3d Ks9c8h7c6c AcQc4s2s2c JdTh8s8c5s 
AhTd9d7s3c QcTs9s9h3d JcTd7s7h5h Jc9h5d4c3h 
AdTs6s3d2s Qh9s9c8c6d AcKd9s2s2d 9c8h5d5c4d 
AhQh7c3s2s Kd9h7s6d4c KsTh5s5h2h Kc9c7s6s2h 
AsQdJd3h3d Kd7d6s5c2s QhJhTh4d2c KsKd7h4c3c 
KcQd9c7h4s QsJs9c5s4d 9h9d8h5s2s Ts8c7c6d4h 
AsJhJc8c3d AsJh9h7h6h 7s7c5d5c2d Ks9c8c5c2s 
AdTc7h6s2d 9s9c8h7c3s KhQc9d8s5c Jd6d6c5h4c 
As9s8s6h4d QcJh4s4c2h JhJd5c4c2d QsJsJd8h3c 
Kc9s9d5d2c 8c6s5h4h2c 9s9h6h4s3s KsJc9h9d6d 
Jc9h5s5c3s Ah9d8d7s2s KcJc9s4s2s AsTh9s3d2c 
KdQdTd4s3c AsQsQhQd9h Td9s8c4d4c JhJd7c6h2d 
AcTc9d3s3c AhTs4h3s2s QcJh8s8d5c 9s9d8h5s2d 
Ac7d4s4c2s KdJd8h4c3c KsTc5c3s2d KcQdTs7c3c 
AdJh8d8c3d JcTc9c6s3d Ks9s7s7h6d 9s8d8c4s4c 
8d7s6d5c2c KdQc8d7s3s AcTs6c5h5c 9h6s5s4d3d 
AsQh4s4d2c Th8s7s6c2h QhQd7h4d2h Kd7d6h5d4c 
QhQd9c2s2d KhJc9d9c5s Qs9h7h6d5c KhQdTs9s5s 
9s8s7d7c4d QcJdTc7h3c Js9s6s6c4c AdTs5c4d2h 
AsJd7d6h5d KhJh9d7d2h KhJs6s6c2h JdTs9c8c2h 
KhTh8s8c5d QdQcTs6h2s Td8h5h5c4c AsTdTc8d3h 
Ks9d7s6h2h Jh9d7h5d2s Th8s7s6d4c Qc9d8h5h4d 
KdJc8d5d4s As9c7d4s3h Js6s6c5h4c AhKhTs6h3h 
AcJh7s5s4d QdJd8s7c2c KcQs8h5h3s 8h7d6c5h2c 
9h5h5c4h4c KdTsTh3d3c 9s7d6h4s4d QcTh9d8h4s 
Ks7s7h6h2c AhQc7s6h3h AdTs9s8s4h AcKs6h5s2d 
KsTc7s4c2c Ac8d7c3d2s JhTd7s6d2h KhQcJh6h4h 
Qs9d7d6h5c Js9d7s5d2c KsQh8s7d5s 8s8d6c4c3d 
KdTsTd8c4d QsTd7d5c2s KcTs8h6s2h JcTd7s6d2c 
QdQcJs6h2d Kh6h6d5h3d AdQhJc8c2s KhQsJh6c3h 
Ks5s5c4h4d Qd9h8h7h6s Js9d9c7h6h AdQdJh6d2c 
Kd7h6d5h2c As9c6h2s2h Qd9s6s4c3d KcQhQd6s3s 
Ah9s8s7d2d Ac8s8h7d6s AcJsJc6d3c QhTsTc7h5h 
QdQcTh6s2h AcQh7d3c2d Jh9d8d7s3s KhTh9c6d2s 
Ad5s3h2s2d AhQsTs3s3c Jc9s6s6d3c AcKdTs7h2s 
QcTsTc2h2d AcJsJd7d3h KsQcTc5c4c 8s8h6d4d3h 
AdKc8c5s2h QdJd8s8h2h Ks9s8d8c2d 9c8h8d7s6h 
As7s6h5d3s As9d8h7d3h JhJd6h5s4h Jh8d6s6d4s 
Qc8s6c5d2s KcQs9d7h7d TdTc8s5d4h Ad5c3s2d2c 
Td9s8s5s3d QsJcTc5d5c KdQd9h6d2h JsJd5s2s2d 
QhTs8c7d5c Th7h5s5d4d Ac9c8s5h4c TsTh8d5s5c 
9s6h6d5h5c KhJh7s7c6h QhTd8h7h4c Kd8c7c6h2d 
QdJcTd7s3d QhQc8d6h2s KdJsTd8d4d Qc9s6d5d2c 
AhJs7d5d4c KsQhTh9h5h AcQd9s6d2s Jh9c7d7c6s 
JdTh9s4d3c QhTd9d7s2s Qs8c7h6h3s Ks7h6s5c4s 
QsQdJc9c2c Ts9d7c6d2s KhTsTd9c4d KcQhJc6d3c 
8c7h5c4s3s Kh9s8c7s4c Qc9s5s4d4c JdTs5d2s2c 
