KhTh9s3h2s 
9h6h5d3s3d JsTc6s6c2d As8c5s4s4d KcQcTc6c4c 
KsJh3h3c2s Qc6d6c5d3c KhTs7d5s4s KhTd6d5s4d 
Jd8s7s6d3c Th8h8c5d2c Td9h5d4c3c KsJc8d5s5h 
Ac9s7c6d2h Tc8h8d6d2h AsKhQh8d2h 9d8s5h4h4d 
QcJd9d6h6d QhTs8s3s3h QdJs8s7c3c AhJc7s6h3h 
Jd9s7h5h2d KcJh8d7c4c QhJs9d8h3c Td6h5d5c4h 
7h7c4c3h3c Ks9d7s4d3d Jh9h6d4d4c Tc8s8h7s2h 
AcJh9c7d2c Tc7c6s4s3c Jh6s5s4h3d KcQsJs8d4s 
QsQc9h5h4h ThTd8s4h2s KhQsQd8s2c Qh9h8h7c5s 
Ah6c5s5h4h Kc8d7c6s6c Kh7c6c4h2s QcTs9c5c3h 
AsTd9h4d2h KsKh9c7d2d 9c8h8d7d6d Qc9h7h6h5s 
KhJdTh7h2c AcKhQh8d2h 9d8c7s5c4h KhTc8h3s3c 
QsTs5c3s3c KhQd9h7s3c AcKd6h5s3h 8c6d5h2d2c 
JsTs5d4s4h 9d8s8h7h6h Ac8h5d4s2c AhKs5d4d3c 
9h7c5s5h3c KdJhTh5s5c Js6h5h4s3c KsKh7c3d2s 
Ah9d9c8s6c AcQsJs2s2h JhJdTc6s3s AhQh9s9c4h 
Ks6c5c3s2d Tc8d7h6d2c QdTc6s4s2c Ts9h7c6d4d 
KcQhTh5d2s Kh9s9c8h5d As9h8d8c5c KcJd8h6s6d 
9h8s7d5s4c AdJc7h6c4s KsQhQc7h3h QhJs7h6h5h 
QsJd9h3h2s Ad5d3s2s2c Jc8h7c6s3s KcJd7h5s4h 
JsJd6s2s2d 9c8h8c7s5d KcQhTc3d2s Kc9d8c6h4s 
KdJc8h6h3c Qs6s6c5h5d QhJs9c5s3s AsQh9c4d2s 
Kd8h8c7d2h 7c6h5c4s3d KhJdTd8s3d KdQh6c3h3c 
ThTc8d4c2d AhQd8h7c2h Ad8d5s4h2c AhJd7c6d4s 
AdKh9s9d2d 9s7c6s5s3d AdJh9c6h5h QhJc6c4d2d 
AdKcQh8c2c KdQhJd5d5c As9s5c4s3c KhJh8h7d4s 
KsTs5d5c2c KsQcTh6c2d Ah9h8d4s3c Kh6c5s3h2c 
AhTc9h5h4h AsJhJd8c3c KhJc7d6c4c Qh8h5s5h4s 
Qh7h5s4s3c QdJd8h4h2h Td9h6h3h3d KcTh8h2s2c 
KdQd9s4h2s JhTc5c4d3s KcTd9s8c3c Ts9d8s7c4h 
KsKhKd8s7d 9s7d6s5s3c AhQcJd7h2h KcJc6d5h5c 
AsKhQc7c2d AcKs9d7d4d Ac9h7h7d6s AdJs6h3h2d 
KdJs9d5c3d Tc9h7d7c5s KcTh5s5d4c Qh9c7d6s5c 
QsJc8c7h3h Kd8s8d7h3h AcJs9h3d2c Ts8s8c3d3c 
8h8d5h4s4h 8d7d7c6s3s AcJhTd5s2s KsTh6s5c3s 
AdTd9d7d5d Kc7d7c5s2d QdTs7h5c4c KsKc7h3d2s 
Qd8d7h5h3h KsTc8h6h5h KcJdTd6d3h Qc9h7d5h5d 
As9s9d6h2c KsJd8c6c3d AcQs6h5d4d Th8h6s4c3c 
KdJc8s2d2c KsThTd5h4h QsJdJc4h2c As4d3d3c2s 
Jc8s8d6h5d KsKdKc8d7s QhTd7d4h2s KsQsTc8d2s 
AhQh8h7d2s Th8d6h5h4c QhJd7d5d4c QdTc7d3h3c 
QsTd9s8s3h Ks7s7h5h2c Kh9s8h5s3h AcQs7h6h2s 
AsQd9c4h2s Kh8s8c7h3s QsQhJs9s2s Td9c8d7d5s 
JdTc9s3h3d 9s8d7h5s2h Qc8c5h5c4h Kc6c5h4c2h 
KdTh9c8c5c KhKd7d6d2d KdTc9s7h4s Ad8h8c5c3h 
KcJc5d3h2h AsQc9c7d3h Td7s5h4d3h 9h6s6h5d5c 
AsTsTd8s2s KdQh7s6c4c Jd9h5h5d3d KhQcJh5h5d 
KdTc8s6s6h Kd8d8c6h4s Jc9h6h5c2d Ac9d9c7s3c 
AcQd5c3h3c KcJhTd4d3d KhJsJd7s3c Js9d5h5d4h 
Ad7d4s2s2c AsTd9s5s4s Qc7d7c5s3s AdJs9c6d3d 
Kh9d9c6s5c Ac9h8c5d3c AsQs9h9d4s Ah9d9c7s5s 
9d8s7c6c2s JcTc9h9d5c Js9s9d6d2d KdJc8s8d4h 
QhQdJh6h2c QdJh9d6d6c Jh8s8c7s3h JcTs7s7d2c 
Jh9h8d6d2h KhJh8s5c4h AdJc6s6d4d Qd9s8s8h6c 
JsTh9d5s2c Ts9d6s4d3s ThTc8c4c2h AhQdJh5h2h 
QcJc7d5d2h 9c8c5h5c4h 9d9c7d5h5d Ts9h9c7h5h 
Jh8s7s4h4c Tc8h8c5d2h 9c7c6s5h3d Jd9s8c6c5c 
AcKh8h6d2s KsJs9h8d2c Ad8s6d3h2s KcQhJh8h4s 
Jd9s7h5d2h JdTs5h5c4c AdQh7h7c4s Tc8s8h6h2s 
Kd6d5s3s3d QcJs8c4s2c AhJc7h6s2d KsJd8h6d6c 
KsTd8c3s2d QsTc5s4d3h AdKs8s8h3c QcJs5d4s4h 
Kc9h9d8c5s 9h9c7c5s2s KsQc9c5h4d Jd8c7s7d5h 
AsKc6h5d3d AsKs5s4s3h Qs9h7c6h5h Jh8s8h5h3s 
Tc6s5s4h3c AsKdJh4c2h Kd7s6s4d2h KsQs7d4d2c 
As9h7h7d6c AdKhJs4c2s 9c6h5s5c3h KhQh5h5c4d 
KsJs7d3h3d QcJc7h5h2s KhQhTh9d3h KdTh6h3c2d 
KsJh9s3h2s KsTsTc4s4d AsTc6d5s3s KsKd7d3h2c 
AhJd7c6h2s KcTh8d6s6d Qd8c7c6d2h KdJcTs8h2h 
Qh9s7s5h2d TsTc9d8s4h KsQc7c6c4d Jc9s6s5c2h 
Ts9s8s8d2d QhQc9s5s4s AdTd5d4h3c KcJs6d5s4s 
Ts9s9h7s5c JhJc6h6d4h QcTsTh5d3h AdKs6c2h2d 
QdTs8h4h2s Kd8s7h7c6c KsQhJd4h4c Td8h6s5s2h 
KsJs8d6h4s Kh9d8d7s4s Js9d9c8c6c Kc8d7s5s5d 
QsQd9c6h4h TsTc5h5c4c KdQcTs5d2d QcJd9c7h4s 
KdTd5c3c2h Th8d7h5d2s QhQc9h7d4h KdTc8s5c3s 
Kd9h7c6s5c AhKs9s8s2c KhTd8h3s3d Tc9h7s5c4c 
AdJs6h6d4d 9h7s6h5c2c ThTd6s5s5c KdTc8c5s2s 
Qd8c7c6d2s Ac9h8s5c3c QdTd9s8h2d 9d9c6h6c3c 
Jd8h8d5d3h KsTs8c6d2h QsTs9d6s4s Js8h8c6d5s 
Tc9h8c4s2h KdTh7d3s2h QhTd9h5h3c JsTh9d4c3d 
Th8h7d6c2d Th8s8h2s2d KcQc7s4c3s AcQc8c7s2h 
KdQd7d6d6c QdJh6d6c4s KdQsQc8d2h AdKc9c8c2h 
Th8s8h5c2c AdQh5h5c3s KsTh9d6c4c TsTd9c7c5c 
KcTd9h5c2s Jc8s8h5s5d JsJd5h3d2s 7h7c6h5s5d 
QhJc6s6h4d QcTs9h8h4d Th9c8h4c2s QcTc9c8s4d 
8c7c6d4d3s KhTc8c5d2d QsJh9s4h2s 9h9d7s6s2h 
QsQhQdJdJc Qh9s9c7c3s Jh7d6d4h4c JcTdTc9c3c 
KcJc6s5h5c Jd8s8d5d3s KsKc7c6c2c JsJhTc7d2s 
9c8s5h4h4c Kd8h6c5s5d KdJsTh7c3c QsQhQcJhTc 
QhJs9c4s2c Jc9h7c5s4c KsJhTd8d2c Ts7d5h4d3s 
9h8s7d6d2s KhQh7h7d5s Kh7h7d5d2d Js8c6d5s2c 
Td9c7s3s3d QdJs8c4c3s Js9d6s4d3c QdTc9s8d3d 
JsTc5h5c4c Jh9d7c5h2c Ac7c5h4s4c As9h8c5h2c 
Ks5c4h4c3s 9h9c6s2h2c JsTsTc9s3s AhQc9c8s4c 
AhKs8s6d2c QcTh8c7c5c 8h7h6s4s3c Ad8h4s2s2d 
KhQc5c4s4d 9d9c7c5s2s KcQd5h5c4c JdTs7d4d2s 
KhQd9d8s5d ThTc8s4h2s Kd8d5s4s2c TsTh7h5h5c 
6s6c5s4c3c Jc8d6h5c2d Ts7h6d5c4s AdKd6s3h2c 
Qd9d5c4c3s KsQhTs3d2c Th9h7c5s2c Jd9h9d5s3c 
Ad8s7c5h4s KcTh8s2h2c KcJdTd5s5h QsQh9h7h3d 
QcTh7c3s3h TsTh6h5d4h AhTc9h2s2h KhQhTs2d2c 
QcTc5h5d2h KhQd5s4d4c QhJh7d6c4h QhThTc5d2s 
QhJc9d9c5c AcJs9c7h2c As5s5c4c2s KcTh9d5c3c 
Kc8s6h5d5c AdKs7h5h3h 8h7h7d6d2s Th8c6h5c2c 
KcJs9c7c3d KsJh7h7d2s Ts9c8s7s5d AdQd8d7s2c 
9h7h6c5d3s Ac7c5c4d3s KhTs9c7s4s Tc8s6c5s2s 
KhQd9h7c3s QdTs8s8c4h AdKh9h5h5c Th9c7c6s4c 
Qc6c5s5c4s Tc9s7s6d4s KdTd5s4s2d AsKsKhKd3c 
Kd8s8h6s6c QdTc9d5d3s KdJc6h5c4c KdJc9d7h4d 
AsKc9c8c2d Jh7c5h5c3d Jd8s8h7d5c 5h5d4h4c3d 
QhJhTh6h3c Js9s9d7d2d KsTd9h8s3s AsQc5s4h2s 
JcTs7h5s2h AdJcTs2s2h Jc8d8c5h4s AsJh7d7c6c 
KhJs9h7d4h QsJh7h5c4h AcQd9d6d5d KcTs9c8c3h 
QsJsJc5s2h AcQs9s7d3h QsTd7d5s2d 9s7s6d5c2c 
AsJh9s6d3s KcQs7s6s4d Td7s6c5h4d AdJd9c4s3d 
Tc9h6c5s2h AcKs9d8s2s AhQc9d4s2h JdTd9h9c5d 
As9s6h6c4d Th8s7s5c4d AdJd9h4c3d AsTdTc8d3d 
ThTd7h5d2c QhJs8d4d3s JsTsTh8c2s KsTh8s5c3d 
QsQcTd5h2d Kd9h9c7c6c Ts9h7h6c4h JdTh5d5c4d 
AcQh8c7d2c AsKdQh7h2c AdTh9h8s2h QhJs9c6d4s 
Kd6s5s4h3h AhTs9h5h2d AsKh9h4c2c 9d8h7d6c4s 
Qh9c7s6c3s 7s6s6c4d3c AdJh9d4s4d Tc9d9c6c4h 
QsJh5s4d3c KhTh5h4c2c QcJd6h6c4s JdTdTc8s2d 
Qd9d8h5h3d Qs6d6c3s3c JsTd7s5h3c AsTd9c4d2c 
TsTh9d7h3c Js9c5c4d3d QhJs5s5h2h AhJd7d5d5c 
KsJh7d7c4s 9h8s7c5s2c KcQh8h8c2h Th9s8h7c4d 
QcJcTc4s4h Ad9h8s8c6s AsTd9s5s2h AcQc8s6c3h 
8d7h7c6h5s Js8s6d5h2h Ks9s7d5h3c Th8s6c5c2s 
KhJc9h5d3h JhTs6h4c2c Ah9c8s8c6d KdJh7c4c2d 
KcTd6d5s4d KcTsTh4h2s QhTc9h7h5h KsJs9h3d2d 
Td9c8s6h4s As7c5s4d3s Td9s8c3d3c KsQsTd2h2c 
Kd9d8h7d3h Js9h7c5s2c QdTd7c6d5d KcQs8c6d4c 
Th8d7h5d3h JsTs9d9c3s KsJc7h7c2s KcJs9h8d5h 
Ts8s7c6h2c QdJc9c6h6c QcTd7d4c2h Ks9s6h5d5c 
Th8c7h5c3h Jc9c8d5s4h Ac8s8d5d3s QsQh9s7c4s 
Qc8h7h4s4c Kd7h7d5c2h Ah9c7h6d3h 9d7c5h5d3c 
Ac9s8h5s2h 8h8c5c4d4c KsJs8h5c4s KcQh7h6d3s 
QhTd8s7s5s 9h7h6s5d3c Js9h7d5s2d KcJs6s6d3d 
AsQh5s3s3d QhTs5d3s2h QdJh9c3c2d QsTd7h6d4d 
AsQd7h6h2d Jh7c5h4s3s QsQc9s7s3d Td9d7c6s4d 
Js8h7h6s3d KhJsTd4d3d 9s6h5h5d3s Qd8h8d6s5d 
QcJdJc4c2s KsQhTs5s3s 9s8s8c4s4c QsJd9h5s5c 
AhTs4c3h3d Jc9c7s7h3h Td6d5s4h3h Ts8d8c6s2d 
KcTh9d8c2c QcJh9d3d2c 9d6c5h5d3c AdQc8d7h2d 
Td9d6d4s3s 9d9c8c7d3d JhJc6s6c4c Td8d7s7h6c 
KhJh8s6c4h KdQd5h4d3s KhKc7s3d2c AsKh9s4c2d 
QcTs8s3s3c AsKh7d5d3d Tc8h5c4h3s KhQc7d6d2c 
AcTh8h6s6h Ks8h8d6d6c Jc9c7s5d2s QdTsTc7h3d 
KsThTc9h2h Kd8s8c7d3c KcJs5h4h2s Js9s9c5h3d 
Jh9h7s7c3c Ks8h8c7h4c 8s8h5h4h4c JsTd6s6d2c 
Ah7d5h4c3h AsKh9h9d2c Td8s7d5s3d QdTd9h9d3s 
AcKh9h8h2d KhJd6c5h3h QhJhJd4h2c AsQd5s3s3h 
8h6s6d5s2d Ts9h8d4d3h As8s5c4d2h Td7s5d4d3s 
Kd6c5c3s2d JcTd5c4s4c QdQcJd6d2h KdJs8d4c2c 
KhQd9c6c5c KdQhJh6h6c Qs9d7c6h5c KsQc6d3d3c 
KcTc9s8d2c 9h9d6s5s4c 9s8c7h7d6c Kh9h8s7h3s 
Jh7s5h4d3d KhQh9c4s2c Ks8h7h7c2s Tc8s8d7c2s 
KhQd5h4s2c Kd8s8c6s6h Ts8h7s5h3s QcTd6s4s2d 
JcTh8h5s5d QsJh8s4h2s KdTh8h5s2s Qh8s8c6c2h 
TsTd7s5s5h Ad7c5h5d2s AhQc9c7s3d As8d5s4s4h 
Th7c5d4h3d Kd9s8d5s3d QcTd9s9h2h Tc7h5d4c3d 
Td9c8d7s4h KhJc3s3h2c QdJd5s5d4h KhQhTs8c2h 
AdTs8s4h2h QsTd5c3s2c QsTs7h6s5s Jc8d8c5c3d 
Tc9h7s5c4d KhJs7s7c6s KhJsJc6c3d AsQdJc7s2s 
Kc8h6s6d4c KhTs7h3d2s As7s5s5h2h QdJh8c5s5d 
9h9c7h5h5d Jh8h5s4d3d KdJhTh8c3h Td8c6h5s4s 
Kc8h7c4d3h QcJd7d5s4d KsJc9s2s2c Td8h8d6s5d 
Jd9d7h5c2h AhKc9d3d2c Ac9c6d3d2s KcTsTd4h3c 
As9h6h5c4c Jh9c5h5c3h QdTc7h6s3d Kd9h7h6c5h 
AhKd9c7c4c Jc9c8d5h4s AdQc9s8c2h KdJc6h5d3d 
9s9d8s7d3d Kd8d6s4c3c Js9c7d5s2c KhQc8h6d4h 
AsKs9c5s2d 9d7h6h6d3d AhKh9c5h2d AdJs9d6h3d 
QcTd6h4h2d Ts8s8d6h5s Ad9s5c4d3h Kd9s9d4s3s 
As9d9c8c5c Jd7d5h4c3c Js9h9d5s5c JhTc6h6c2s 
Qs8h8c6h2s As7h7d6s4s Kc8h8c7s3s AsQdJd4h2d 
AcQsJs7s3h JcTs9d8d4d KhJc7s6c4c QsTd8s6c2h 
Qd6h5h5d3d KhQh4d4c2c JhTd5h4s4h Qc9c6h5h2h 
KcJh4h3h2c 9d6s5s5c3d Kc8s6d6c2s KhQcJh5h2s 
KhQsTs5c2d QcTh6d4d2h 9s9h5h2s2c Ac6s4s3c2s 
KsQcTs6s3s JhTc9h5s2d KdQh5h4s4c Qc8s6c4s3h 
KdJs6h5s2h 9d8d8c6c3c KsJd5d4c2c KhTsTd9d2d 
JcTh7s7d5h KcQhJc4c2s QsTd8c4c2d QcTsTh8s2d 
Js9h9c5s5d Ah9h7s7c4h Tc9d9c7c4h QcJh8s6s6d 
KcQd7c4d2d QhJd8h7d3h Kc8h5s4s2c Kc8s8d5s2c 
Ts7c6h5d4s ThTc9s3h2s AdJs8s4c2c Th8h6s5d2s 
QdJsJh4c3c Td9h5d4s3s KhJsTc8d2d 8s8c5h4s2c 
QhJs9h3c2c AhKhKdKc9s Kc9h7d6s5d Ad9c6h3d2h 
KhJh9s9c4d Tc6d6c5d4c KdTd5h4h2d KcTd7s5h4s 
AsJs9s6d3c TsTd6c5s4s Jh9d5d4c3c Ac9d6s3c2s 
AdJd8s4c3d QhTs5h3c2s QsJh9h9c5h 8s8d5h4s2d 
KhQh7h6s6h Tc9d7s7c5h 9c7s6d5d3h KsQh9c6c5c 
KdQd8h6d4c Ts9s7c4s3c As7d6s3c2d KsTh9d7c4d 
QcTs8c6h2d KhQcTs6c2d JhJc7s5s2c AcKcJh4c2c 
Qd8s5s5d4d JsJh6s4d4c Ts9d7h6h2d KsJc8d6d3c 
QdTd6s6d4h QhJd6s6h4c QsTd8h4h2d KsKc7d3h2s 
KhTh8s6d2c AdJc9d4s4d KsQhTc5s2s KsQs8d6s4c 
AhJh9c4s3h ThTd8c4c2h Qd8s7s7d3h Qh7h5d4s4d 
Qh8s7s4h4c 9h8s7c6c2s 9s8d5c4s4c AcJh7c6d2s 
9d9c6s5h3s JdTh9s4c3s QcTc7s7c6c JdTc7s7h5c 
JdTh5h5c2c KcTd7c3h2d KsTd7h5c4h Jh8s7s6h3d 
Ks7s7h6d5s QhTh9d8c2h AcQsJh7c2c Kc8s7s7h2c 
Ad9s6h3d2s KsKd7s3c2h QcTsTh7d3c Jc8s8d6h5c 
QdJsJh9d2d Jh9h7h7c6d KcQdTh4s3h KcQs6s6h4d 
QhQc9c7d4c QcTc6d4s3h Ah7d7c6c3d QcThTc3d3c 
Qc9c8s5c3s Qc6s5s5c3c Kh7d5c4d2h QsJd8h6h6c 
Kh7h5c3s3c JsTh5s5h2s Qs8h8d6h2s 9h9d7d5c3s 
AcQsTd3h3d KcTd7h5s4h Jh8d5s4d3h KsQs4d4c2d 
9s9c8d7s5s JcTd5s5c4c Qh9s8s8d6c AdJh9d7c2d 
Qc9s9d4c3d KcQd5c4h2s KsJd7d7c2s QdJs5d3c2c 
KhJs5h3s2h KsQcTs3d2h JdTh7s4d4c Ac8c5d4s2h 
ThTc9d3h2d Ah5h3s3c2c Ac8s6h4c3d KsTs7s5s4h 
KcQcTs2h2d QdJs9s9c5s Ac7c5h4c3d 9s8c6s5d4h 
Td9c6d4c3d JdJcTs7h2c Kd8d7c5d3c Qd8c6h4d3c 
7h7c6d4s4d ThTd9c3d2c Tc8h8c2h2d JcTc6s5s2c 
KsQc7h6h2c KsTh9s8s3c KhJh6s5h5d Kh8h5d4d2s 
QcJs3s3c2h 8d8c5d4s4d AdKh6h4h3c Jd8d5h4s3s 
As8d5h3s3c QsTs8h6d2c QdTc7h5s4s QsQh9h6h4h 
AdJs7c6d3d JhTh7d6c2d Qs8s8d6s3d AsKc9c6c4h 
Qs9s5c4c3d Kc9c7d5s3h QcJs7h7c5c AcTh9h4d2d 
Qd9s5s4d3s KsQdTs3h2c Qh9s8d7d7c QhQc6c3d2d 
Th8h8c5d2d 9s8d6d6c3c As9s7d6s2d Js9d5d4c3c 
9d6c5s5d3s Kh8h5s4s4h AhJd7h6s2c QsJc9h5s5d 
Kh9s8d6s3d KcJc9s9d4h Kh8s5h4s3s KcTs6c3h2s 
KcTh6c5d3c KhTc8d6s6d ThTc9s8h4d AhQc5h4d2h 
AdKhJh3h2s AhQd6h6c3h QsJc6d3s2c KdTsTh8s5s 
As9s6h3h2d Jc8c6d5d3d KhTh5c3d2d AcJhTh6h3d 
QcTsTc5d2h KsKdQh8h3h KdTd9d8c3s Ks6d5c3s2d 
Ks7d6h5h4c Tc9h9c7c5d KcQhQd8d2s AcQd9s4h2c 
KsJc6h6d5d JsTs5c3c2d KcJs9c3s2c KcQc5d5c4s 
Td9s9d6d4c 7d7c4d3d3c As8h7d4h4d Tc7d7c4s3d 
QsQd9s5s3s Qc9c8h5c3h Td8s8h6s2h QcJd9s9h5s 
Jc8c5s4h3h KdQc7h6h4s JhTh8c6h4h JhJd7s5s2d 
QdQc7s6d3d Th7h7c4s3c AsQc5h5c3d KsTh6h3c2s 
JhTs7d5c3s AsTs8d8c2s AhQs6d5c4c Tc9c8d6s4c 
QdJhTs4c2s AsQc9c6c5c Td8c6c5d2d QdTh9s5h3c 
9s8c7s5d4h Kh9d9c6s5d Th8h8d6s5h KcJdTh5s2d 
Ah9c8d8c6s AdJcTc2s2h Qh7c6d4h3c AdQc8s7h4h 
AdQs5s5h3c Ts8h6c5d4h 8d7s7d6h3h Ts9c7h5c4d 
QcJd9c6h3s JcTd9c5h2s Tc9d8h6s4d JsJd7c5d3h 
Td9s5h3h3d QhJcTc4d2c KcQc8h6c4s 9d8h7d5s2s 
QdJsJh9h3h AdKcTh6c2c Ks6d5d3s2c Jc8c6d5h2h 
KcTh8s2s2c AsTd8h3c2s KcQdTc6c3c Jd8s7h4h4d 
JsJd7s5h3c Kd8d6h4c3c QdTh8d6s2c QsQh7c6h3h 
KdTc8h3h3d Kd8h7d6d6c KsQcTs5s2d Js8h8d5h5c 
JcTc8s6c4c AcTc8d4c2h 8c7s5c4s3s KhQs9h7d3c 
KsJh6h6c3c AcKh9h9d2s 9h8s7h5c4d QdQc9s5s4s 
Ks9d6d5s2s QdTd9c5d3s QcJsTs6h2d KcQc4s4d2s 
QhTsTc8c2d 9d5s5d3s3d KcQc8d4h4d Ad8d8c5d3h 
AcKs9s9d2h 6h6d5d4h3h KhTs7c5s4s AsJd9c7d4d 
AdTh7s6c4c Jc8s7s5c2h Ah9h8c4c3h QcJh7s6h2c 
KhTh5d5c2c QcJsTh4d2h AsQh9s8s3s AdTc6s5d3d 
JdTs5s5h4s 9c5s5c3s3c QdTd7d5d4s QsQc7d6c3c 
Tc8d8c6d2d QdTd7d5d4h 8d6d5c4d2c Ad9d5c4d3c 
ThTd7d5d4s KsQs8h8d5c Jh6c5h4d3d AhQdJd7d3c 
QhJsJh4h3h 9c7s6s3h3c QdJc7c5c4s 9c6h6c5s5d 
QsTs9c5s3d JdTh8h7s2c Kh8s7s7d2h Kc6h4d4c3d 
Kc9h8h5d4d QsJd9h5s3s Ah9h6s6d4c AdQdJd2h2d 
KcQhTh8h5h KcTd5c4h3s KhQd9s6s5s ThTc9c5c4s 
Js8c7c6c5d JdTd9d5d4h Ts9h7d3h3d Jh9d5h5d3h 
QsJh8c6d6c AcKd6h5s3s KhQh6d5h4h QsJs9s9c5h 
KcJc6h5s5c 8s6s5d4s2d KhJsJd7c4c KdJcTd6d3d 
KhTd9s6c4c AsJd6c3c2s KcTs8c5d3h AsKh9h8h2c 
AsQd7h7d4c 5h5c4d4c3h KcTc8c7h5c AsJh7d6h4c 
Th8h6s5s3h Ac6h5s5c4c Kh8h7c5h3c QdTd8s8h5d 
As9c8h8c6d KcJc8c7s4d KcJh7d4d2c QhJd8h4d2h 
Tc9s7h6d3c Jh7c5h4d3d Ks9s8s5d3d QhJdJc9c3c 
Ac9s8h8d5d AsQs4h3s2h Js9h7d5s2h Kh9d8s7d5c 
TsTd8s4d2d KcTsTd8d5d KcTs8c3s3h KdJc8d4h2h 
AcJcTc6c5c 9h7s7c6s5s QhTd6s6h2s JhTd8d7s2c 
KsTs6s6d4c Td8c6s4d3s KhQh9s5h4d JhTc8c5d3s 
AhKh9h7h3d Jd8c7c5s2d KcQs6d4s2d Jh8s7d4h4d 
9s9h8d5h5c Td7s7c5d3s 9s7h7c6d5c Jc8d7d5d3c 
Ac8d5s4h2c AhJsJd8c3c Ah8s6d3h2s AhQc5h3h3d 
QhJc7c5d4c Qh9h8h7d7c KdTs7s6c2c KdQsTd8d2c 
Ks8h8d7s3h KdTc8h2h2d KcJc7d3h3d AdKsJs3s2c 
KhQsTh5h2c Ts8c6s5c2c QhJhTh6h3d KcQd6s5h2c 
AcKs8s8h3d JsTh9h9d5h Kc7s7c5s2h 9h7s7c6c5c 
Qh8d5h5d4h QdJs8c5h5d AcTh8h7d3s KcTh6h5h4s 
9s9c6h2s2c AsKh8h8c3d Ah6c5c3h2h QhTh7s6h2s 
KdJhTd7d2c 8d7d6h4h3s Jh9d8s8d5c AdKhQs7s2c 
Jc9s7h5c2s QhTd9s9c2d JsJc7d5d2c Tc9h8c7s4d 
QsJsTd2s2c QsJd5s5d2s TsTc5s4c3c 9s8h8c7c5d 
Kh7s5c4s2h Td8d7s6h2s Qh9c8s7h5h KcTd9s8c2c 
Th6c5h4s3c Js9s9h5c3d Js9s5d4s4d KdJh9d7d3s 
Tc9s7h3s3h Kc8c7h4h3d AsTs5s4d3c AhTc9c8s2c 
KcTs9d5c2h Th8h8d5s2d JcTs9h4s3s KhJsTh7h2d 
6d6c5d4c3c Ac7s6c3h2s QdTd9d9c3s QdTs9d5d3c 
AcKhJd7h2h QsJs7s5d4h Kc9d6s6c2d 9c8d7c5h4s 
KdTh6d5s3d JdJc6c2d2c As7c5s5h2d KhQs8d8c5h 
9s8h7c5h4d Ks8d8c7s2d Th9s6s5s2h Ts9d6d3s3d 
Jh8d8c5s5d JcTd6s4s2c Js8h7c5c3h Td9h8d4h2s 
9s9d8d7s3s QdJh9c8d3s Kc6d5d4c2c KcTc8s6d2h 
KsTh9c8c5c AdQcTh3s3h Jc9s7h5s2c Td9h5s3s3d 
Jc7h5c4d3d Kc6d6c4d2s Jc9c7s7d3s As9h9c5d2s 
KhJs3h3c2s Ks9c6h3s3h AsTh9s2s2d 9s6h5d3s3d 
AdQsJs7s3c Ah7h5h4c3d Th8d6h5d2d KsQs5c4s3h 
7s6d5h4s3c Ts9s7d6s5s Td6h5h4c3d JcThTd4c3c 
QdTs9c3s2c AdKc8h8c3s As6d4h3h2s Ad8d6h4s3c 
Js8s8d6c5s Kc5d4s4d3c KcQc8h6c4d Kh9h8h5c3c 
KcQh8s8d5c KdQhQc7h3h AdQc9h6s4c KsJh9s6s5s 
9h9c7h5h2c QsTd7h6c3s KdTsTh4s2h Jd8s7d7c5h 
Tc9h8c7c5d Qh8s6h5s3h Qc8s8h6h2c AcQhJd6s3s 
JsTh5h4d3c Jc9s7d4d4c 9s9d7h6h2s QcJcTh7d2s 
KsTc9d8s3s JsJd7h6h4c KcJsTs8h3s KhQcTs4d3s 
8h8c5s4s2c AcQc8s5d2c Ad9h8s5h2s Td6d6c3s3c 
AdKc9h4s2d KcTd9h8c2c AdJs9d5d4d QcTs5c4d3h 
As8s6s4d2d Qs8h7s7h3c 9s6s5h4h4c KhQsTd4d3c 
QsTs6h6d4s KcTd9h5c3c 7d6h5c4d3s AsKc9s3h3d 
KdQhTh4s2c QcTs5d3c2d JhTc5s5c4c Qh8d5d4c2h 
9h8d8c7d3h 9d8c7d5s4h JsJc6h5d3s As8c5s4s4h 
JsTsTc3d2h Tc7s7h5c3h Qs9d7d5s2c KhJh6s6c4d 
QdJs9s3d2d KcQc8d4s4d JsJd6s6c4s QcJh7h7d6h 
Kh9h8s7s2h AdKs6s4s3h QhJhTs2h2d Jh8d7d6h3s 
JhTd7s4h4c Qs9h7c6h3c Td9d9c6d4s KcQc9s4h2s 
KcQdTh6d2s AhJs6s6h2h QhJd8c6s6c KsTs9s8d3c 
KhKdKc8d7c AdTc9d5d2h QhJs6d5d4d KdJc8h2d2c 
As9s9d8s3c Kh9s8s5d4d Kh9s9c6d5c QsTs9s9h3d 
AdQd9s9h4d JcTd9s4d3d KhJs9s8s5c Qc9s9h7d6d 
9s6h5c3s3c KdQd5h2h2c KcJs6h6d5d JhJd8s6c4s 
Jc8h7h5c2d Th9d7c6s4s QdJd8s4s2s QdJh9c5h3h 
QhJs6s4d2d QdQc9d8s2d QdTc5d3h2c JdTd7s5s2d 
KsThTc5h4h Th9s9h7h4c Tc9d8c6s6c AcKh9s9d4h 
9c6c5d4h4d KsTc9h7d4h Qh6s5s5h3d QdTs5h3d2h 
KdQd8c6d4h Ad9s6d3s2c QdJs9d6d6c 8d6h5h5d2c 
