Jd7s7d5s3s 
Ac9d7h6c3c KhJc7c6d4c Td9d8s7c4h 8h7d5s5d3s 
JcTd7c6c2d Js7s5d4d4c AdKsQh4c2c AhJd7c5d3s 
Qc9c5d4s3s Js8s6d5d3s JsJdTc4d2d KdTh8h3c2d 
As8s6d6c3h Ad6h3h3d2s AhJs5c4s2c AdQd8s7c2d 
Td9h9d8d6d AdKs6h3s3c JsTs9s4c3d JsJh9c7s4s 
Ks8s7c5s4d KcThTd7h3s Kh9c7c4c3h TsTd6c5h4c 
AdTsTh3h2s Kh8s7d6c5s QhQd6s6c2h Ks8c7s7h2c 
Qc9d6s5h4c AhTd8h4h2s KsKhKd5s4h AdKc5h3s2c 
Ks9d7c3s3c JhJc4s3c2h Qh9c8c6c5c JcTs5c4d3c 
Ad7s5h4d2c Kc9d8s4d4c AdJh9s2s2h Td9h5h5d3h 
Kc7c6s4s3c 9h7h7d4d3c QhJsJd8s3c Kd9h7h4h3d 
QcJs3s3h2c KsJd8h7d2h KdJhTh4s4c 8h7c6d6c3h 
KsJdTc6d3d Ac9s9d8h6h 8c7h5h4c3c Qs7s7d6h5c 
JsJd8s5c3h KhQs8s3h2d AdKd9h7d3d 8d7h6h4d3d 
JsTd8h7s2c Td9d8d6h6c Kc6d4h4d3c Jh7h5h5c4c 
AdTd9h6d2s AsQcTh6d2c QsQhJh5h2h Kd8s5c4d2s 
Qs9s5h5d3d Th9h9d3d2c Th8s8h4s2d KdTc6d5s5d 
AdQs6s5c4s KdJs8s6c3c JdTd8s5h3c KhKd8d3s2c 
AcTd8s7h3d KcJh9d7h4s JdTsTh8s3s 9c8d6c3s3d 
8s8d7d6c4d KcQsTs7h3s KcQsQd8h4h 7s6h6c4s3c 
Th8h7s4s3d KcQh9h3c2h AhJh4s4h2s Ad9s9c8h6h 
JsJh7s7d3c AdJh8s4s2h 9h8s6d5h5c Kd9c8c6h5s 
AcTh9h6s4d JdTd6s6d4h QcJh9h4d2d KdQcTc7h3c 
QsJc9s5s3d Jd9s7d5h4c KcQs5d3d2s Ah9s9d8c5c 
AdTs9s6c4h JhTd7d4h2d Tc9s9c8c6c Qh9h7d6s4c 
Kc6s5c3h2h AcKsKhKc8d KcJcTc3s2h 8c7s7c5d5c 
8c7c6d4d2s Th8h8d7s4c KsQhJh6h3d KsJsTs7h3s 
Kd9d6s3s3c QhJc9h5h3s Jc9h7h4c3h AhJc7h4d3h 
QsTdTc4h3d KcJh7h6s4h Js9s7c5d3h QsJs9s8s5c 
Th9h7c6h4s TsTd7h6h4h AhKd7h6h3h KdTc8c3s2d 
QsJs8d7d3d KhTh9s7h3h TsTh7s6d3c KcJd6c4h3s 
Ks8c6s4h2c Ks7h7d5d2s JhTd7c4d2c QcJc9c6h4d 
KsJhJd3c2s KdTc6d5h5d AcTs9c6c2d Jc8d6d5c3c 
Tc8h6s4h3c AcTd9c5h2c KhTc9s6c4c KdJc6c3s2d 
JcTs4c3s2h Qc9c5s4h3h KdQd9s4s4h Qd9d5h5c3h 
Jh6h5d4c3c QsQh5s4s2c QdTd6c5s5d KdJs9c5d3d 
Td8d6h5c4d KhTc9c5d4c QhTd9d4s3c 8h5s5h3s3h 
Jc9h8s8c5d Ad8s7s7c6h 6h6c5s4s2h Ad7s6d4d4c 
QhJd8s8d5d Qh9c8s5s3c QhJc7c4d3d Jd9s8s4d2h 
QsTc7s5d2d AsKhTh4h2c Qs8s7c5c3h Ts8s6d5s4c 
Kh8c5h4h4c 9h8d6c5s5h Ts7d7c4c3s Th8h6c5s4h 
QhTc8s4c2s Tc8s8c4s2h 9s7d6s5s4h Qc7d6s6d4s 
QhTh6h4d2d JsTd6h4s2h Tc8s7d5h4s 9s9d7c5c4h 
JcTd7d5s5h QcTh8s4h2s Ts8s8c7c2c Qd8d7h6s4c 
Ac8c6h4d2s Ah7h6s5h4h KhKd6s3h2h JsJh9h3c2c 
Qs9s5h5d3h AdQs8s5h3c Ad9h9d8s2d Ad8s5h5c3d 
AcKs9h8h4d JcTh8s4d4c Th9s7s3s3h KcJh8c4h4c 
Td8s8d7c4h KsJc6c3h2s Tc9h8d3h3d AhJsJh4h3h 
KsTc8h6c4c QcJd9d8h2s Ad8h5s5c3d KsTc9d6c4c 
AhQs8d6c4c Qd8d7c5c3s As7c6s4s4h AdQd5d4s2h 
Kc9c8h5h5c AsJs9h6d3s KhQd7h5h4h Tc8s8h6s4d 
AsKsJc8s2s 9d9c8c4s3d AsQc8s7s2h 9s7d6h5c4d 
6s6c4s4c3c Kc9s9h8d6h KcQdTd7s3d JdJc5c3c2d 
QcJh5s5h4d 8s7s6h5h2s AcQc8s7h2c Ad9s9c8d3d 
KdQcJh5s5h QdJs7h6d4d Kh8h6d5s4h Kh8h7d7c3c 
9c7h6c3s3h AdKsQs8s2c AcTc9c6c4d Qh9d6h6d2c 
Kh8h6c5d4h QsTd9s9h5s TsTh9d8d4c Ah7h7d2h2d 
As9c8h6d5h AdQs8c6d2d QsThTc4d3c 8s8d7d5c4d 
ThTc9h8s2d Kd9c8s4d4c Kd9s8h6h5c AsQdTh6c2d 
Qh9c7h6s2c AcKsQs7s3s QcTd9c7s3c AsKd9d5h3d 
QdJsJh8c3d QcJc7d5s3h QcTd9s9c2c KcTc9d5s3c 
Qs7c6d5d3c QhTh5d3d2c JcTc6c5c4s JhJc4d3h2c 
QcJd6d5h3s QcTc9c7d5c KhTc9h5h3s QhJs7h5c4h 
Td6c5d4c3s Kh9s9c8d6c 9s8s7h5c4d Kc7h5c4h2d 
Qd9h9d7c2h QsJcTd4d2h AhTsTd3d2s Kc9s8c5s2c 
AhQd8c5d3s QhTdTc4s3c Qh6d5c4h2d AcJc6h2h2d 
JhJc9s7h4h KsQs9s6d4c KsQh9s5s4c QhTc9s6c3c 
AhKsTs4s2c KdQd9s4c2c AsQh8c5h3d KhThTc5s3h 
JsJcTd8h3h JhJc9d3d2c Ts9s8d7h4c AhTh9h6d2s 
AsKdJc3c2h 9c7d6s5s2c AdKd8h6d2s JsJcTc4c2h 
Jc9h6c4h4d AdQc8c6c4s QdTc8s2s2d Qd8s7s6s3d 
Ts7d5s5d4d As9c7d6h6c AsQsTc4s2s KcJd8h6h2d 
Js8h7c5h2s TdTc9d5h3s Qh6d5h4d2s As8d7d5h4d 
Qc6d5d4s2c Ah9d7s6h3h JhJd9c7d4d KhTh6d3c2c 
Ks5s5h4s4d Jd6h6d5h3s JsTd7c6d3h Ts6s5h5d4d 
Ac7d5s4c2h JhJc9s7c4c KhTd4h3d2s KsTh7d4c3s 
Th6s6h5d3s AhKd8d6d4d Qs9d6s6d2c Th9h8c2s2c 
JsJdTd7d3d AcJs4s4h3h 8s8d7s6d2d AsAhAc7c2c 
QhJcTd4d2s KsJsJh5d2s 7c6c5s4d2s QsJc9s5s3h 
AcQd9h5c2c Th6h5s5d4s 8h8c7d5d2h JsTd8h5h5c 
Jd9h7d5s4c TsTd9c5d3h KdJc8c3s3d QcJd5s5d2s 
Th8s7c5d4c 9s7s7d5s5h JhTh6h5c4h KcTs6h2s2c 
AhJs8s6d2d AcQc9d4c3h 8d6d5c4c3c 8s7d5d4s3s 
KcQd5c4c3s Ad8h6d5d4d Jc8s8c5h5d AsQsJc4s2s 
Jh9s6s6h3s Kh8c5s4h2c JhTsTc8s3s AdTc9d4d2h 
Ks9h8s5h2s 9h6s5c4s4c JcTs9c4h3c QhJh8h7h5s 
Ts9c6s6h5d 9s8d6s3d3c 9d6d5d4h3h ThTd9c8c4s 
JhTh9h7h4s Ts8s6c5d4s As7d4s3d2h AdQh8h6s4h 
KsQh8c5s4s Ks8c5h4s2c Jd9s9h6h5h Ah7s6h4h4c 
AsKsKhKc2d As8h7h5c4h AdKd9c5s2d AsQd9d5h5d 
Kc5s5h4s2c Qc7h6d4d3c 9s8d6s6d3s Kh9h9d7c4s 
KcQsJh5h5d 9d7d5s4s3d Qd9s7d6h2s QcTc8c4h2h 
AhQs5s4c3d Th8c6s4s2h Th9c7d5s4h Qc9c5h5d3h 
AsJc7h5c3d KdQc9d5d4s AdTd9c6d2h QhTc9d8s4d 
AcJs8h4s2h TdTc7d5s2c AdKsKhKd8c KhTc6s2h2c 
JhJc9h3h3d Ts9s5s5d3d KsJh8c6d5d Th9s5s4d3d 
Qh9c5h4c3c JhJd6s5d3c KdQc7d6d4d 9s9d8d7d2s 
Ad9d6s6h3c KsJs7c5s4s 8c7d5d4c3c JhJc4h3c2d 
Qd9d5s5h3s KdQc9h7c2h QhJs9s5s3c JsJd8d7c3h 
KhJcTd8s2d KhJdTd5d3d Qh9d8h8d4h KsJh6h5h4c 
Qh9h8c6d4s QsTs6c5s5d Jc8h5c4d2h Ks6d5c4d3c 
Jd6d6c5c3s KcQd9c6c4h QcJc7d5h3s TsTc8h8d3s 
Ad9c8h6s5h Ac6h6d3c2d AcJs9c6c3h Td9d8h3h3c 
KhQs8s3h2c AhQs9s5c4s As9d8d7d5d As8s6h4c2d 
KcQsJh9s2s Tc8c6s5c4d AhQs6d6c5c KdTd9c5h3d 
Kh8s6h4c2s QcJh7s5d5c AcQc8s7c2h Jd6d6c5c3h 
QsQdJh8c2h KhQh9s3c2s 7d7c5h5c3c Kd6c5d3h2h 
Th6h6d5s3d Kh8c7h5h4s KdTd6c3s2s TsTd9c6h4h 
JsJd7c4s2d KcQsTd7d3h JcTc7d5c3s KsQsTh8s2d 
8h8c7h6d4h Th9h8d7c4s AsQh6h5c4h QcJd7h5c2h 
KdQc8d4h3h Ac9d4h4c2h 9s7d6h5c4h As6d4c3s2d 
AhJd5h4h3c KcQh8s6c4c KhQcJh4s4h AsKh9c4s2d 
9h8c6h3s3c QsQc8c4d3h JhJc9h3s3h KdTh9s6h4h 
Tc8s7c4s3d KhQs8d6h4h KsJh8c7h2c Ac8d8c6c5c 
Ad7d6h5d4d KcTd6c3d2h KhJc7d5d4s Jc9s8d5h4c 
Kh8d6s6d2h 8s8c6s4h2h KdThTc7h3s Qs6d5d4h2s 
AhQh9h5d4h KsJs8d7s5s AhKc7c4d3c Ts8h8c2s2h 
KsJd7s4c2c AdQc9c5h5c Ks9s6h6d2d QdJh7c5s5d 
JhTc7h5s5h Td8h8c6c4s JsJc8d4d2c Tc8h8c4h2s 
Jc7h6c4s3s AhTs6h5h3c KsJh6d6c5h KcJcTd7s2c 
Qh9c8c7h2c QcTc7d5s2d Td9s6d6c5h AdQcTs5c2c 
Qc8h6c4s3s KhTs9s7c3d As8h4s2h2c Ah9h9d4s3c 
AhKs6d3s3c AdKhTc4s3s JcTd7c5h5c QdJh6s6c4h 
KcJs8s4c2c AdTh6s4c2d KhQc5d3d2c Kc7d7c4s3s 
Kd6d6c4s4h JsJh8d4d2s KdTs6d5d5c Qc7c6h4s4h 
KhQs9d7c3h KhTh9d4c2s QcJdTc2s2c Qh9h8h8c7h 
ThTd8s7s5s QdTs9c6s3s KcTh8d7s3c QhJh9h6s4d 
Th7d7c4c3h Kc9h9d8h6s QhJd8c5c4c KhQhTh4c2s 
QsTh7h7d2s KdQd8d6c4s Qs9h5h4h3s Qc7c6h6d3h 
7c6d5d4s2s AdKd9c7d3d AsJs5c4s3h JcTd6s6h4s 
Ad8d6s4h2c AdJc7s5c2s Jd9h6d4s4h QhTdTc8s3d 
JsJd9s6h4s 6h5s5c2h2c JhTd8c5d3s Qh7s7d6h3s 
QhJh6d3d3c AdKsJd8d2d Kc8h6h6c3h KsTd9d5c4h 
Jc5s5h3s3c JhJc9h8h4d Ac6d4h3c2d Ad8h7s7h5h 
QsJh8c7c3h KcQd9h2h2c JsJh9d8s2c Qd9d8h8d2h 
AhKs5d3c2s Jc6c5d4d3s Kd8s6c4d2c KhTd7c3h2d 
AcTc9c5h2d 9c8d6d6c3c JdTc9d4d3s Ks6c5s3s3c 
Kc9h8s6s5d Ah8d7c6c5c KsQs9s6c4h JdJc9d8d4s 
QdJh9s6s4c KdTh8c7s4c 9h6h5d4d3h AdJhJc4s3s 
Ks7s5s5c3c JsTd7h4h2d AsKcTc4c2h AhTs9s6d3c 
AcKh5d3s2h KhJc5h4s4h Ts6s6h5c3h AsQc9c5d4c 
KdJc5d4h4d JsJcTs4s2h AhJh6d2d2c JcThTd8d2d 
Qs8c5d5c3s Jd8h6s5c4s 8c7d5s5d3s KdJc8d4d4c 
Th9s6h6c5d QcTh6h5s5d AdQh8c6s4c Qc8s5s5h3c 
KdQcTh4s4c AsKd7s6s2h TsTh9d6d3c 8s7s6h4s3h 
QsJs6d3h3d 9h8d6s5h4c Td7c5d5c4c Tc8s7d6d2c 
9s9h8s6d4c Ts8h8c4s2c KdTc7c3d2h Qs8d6h6d2s 
KdQs7s3s3d 9c8c7s5d4h Ac9c6s5h2d KcTh6h6c2c 
9s8h7s6d2d AsJd7s4h3s QhJhJc5d2h 9c7s6s5d3h 
8s7s5c4s2c QsTc9h8d4d KdQhJd2s2c Jc9s7d4d3c 
KdJhTs6h3h JhJd8c7s4c Qc9d8s7d5h KsQhJc6h3h 
Tc9h9c6s4c Kh9c7d5s5h KhTs9h8d4h Ac9d7h7c3c 
9h8s8h6c5h 8d7d7c6d5s AsTs9d5s4s Qc9d5s5d4s 
AcQh5h4s3d AhJs9c4h3h Qc9h8s8c5d QsQc9h7s3s 
AdKs6d4d2h JdTd7s6h3c QdTd6c5d3h KhJs7s6s6c 
AcJd9h7s4h KsJh7c6c4d QhQcJd8d2s AsKhQh7h2d 
Jh6s6h5s4h Ks8h6d4d2s KsTh4s4h3s 7s7h6h6c3h 
QdTs9s4c3h Td9s7c5h4d Ah9c6d5h3h KcTsTd9h4h 
QcJh9h5h3d KsQc7c3s3c Td9s8c6d4d Qs8d6d4s3c 
AhJsJc5c2d KsQd9c5s4s Ad9c4h4c2d 9s8c6s4c3h 
QdJcTd3s3d JdTs6c5h5c KdJs8s3d2h Tc8s8c2s2c 
9d8c7d6d2c Ts7h5c4s4h Ah9h6d5c4h QdJh7d5s2s 
AsJs7c4s3d KcTsTh9d4d Ac7s4c3s2h 8d7c6c4d3d 
8c7c5s4h2s KsTc9c5h4c Qc9d9c8c5h QsJd8h6c4c 
Ac8d8c3d2d Kh9s9c8s6d 8d8c7s6c2d AcKs9d4s3h 
AsTc9s6s2h JdJcTc4c2s Th8h7d4c3d Th8h8d4d2s 
Qd9s9c8s6s JdTd6d6c4h AcTs7h5h5d TsTd9s7c4s 
Js9s7c4c3d JdTh6s4d4c 9d6d6c5c2h As8c5h5d3s 
AcTh9c4c2s Kh9h9c7d4s KcQh6h4d2d AhJd9s9c6d 
AdJh8h6c2c AsKdQc3c2c Qs9d8d6d5d Kc9s9h6h6d 
JsTh9d4s4c 9s8c6s4c3d AcTd6c3s3h Jc8s7h5s2c 
KdJc9h7c4s KhKd9d3d2c Qd9d8c7d6d Qd6s5d4s2h 
JhJc9c3d2d AhJs9d5c4c AhJd9h6h3c Qs9s5d4h3h 
Td8h8d4h2c Jc8s6s5c3c 9s7s7c4c3d Tc7h7d4d3c 
AsTh9s6s2c KdKc8c3s2h Jc9d6h6c5s 7s7h4h3s3d 
QcJd7s5c2s QhJs8s6s4c 9d8s7s7d3c 9c8h7d6h4s 
JhTs7d7c4d QsJh5s4d3s As8s8c3c2c Td9d5h5d3h 
As9s6h5c4s Kh6s5c3c2h AhJsJc4d3d KsJd8s4s4d 
Kd7c4h4d3c AsJc8h6c2h QsJh8d3s3h KdJh8s7h2s 
AsKhJs8s2s Qc8c7s5s3h As8s8c6s5s Ts8d7h6h2d 
KsJd9s8s5s Qh9c8h7s5h KhQh8h6s4d QdTc6c5s5h 
Js8d6d5s3s Kc9h8s4h4c Qs7s6h4c3c AdJh9c3d2s 
AdQd4s3h2c Th7d5h5d4d QcTs8h8d5d Qh9s9c8s6s 
KcJh8s7h2s Qd9s8h7s5c Jc8d7s5c4c AhTdTc3c2d 
KdQsJd5d3d Qh7h6c4s4c AsQc6s3h3d QsTs9s4c3h 
AdTs9d6d2h JsJd7d7c3h Ts9s8s6h4c 9d8h8c7d6d 
Qd9d6h5h2d Tc8d8c7h5s AcKh5d5c2c KsTc7d5d4h 
KsJdTc8h3c 8d7d6d5h4d Td8c6h5h4s KcJc9s6h4c 
JsJd9c8s2h KcQc9h4h4d QhJd7d4c3c KdQh5s5c3d 
JdTs7h7c4h QcJd8s3d3c Jh9h7s6d6c KhTs5h2s2c 
JdTd7h5d3c KhQdJs5s2c JcTc5h4c3d KdQcTc9c2c 
7d6h6d4d3h Js8h7d5c4d Jh8s6c5d4c KhTd8s7c3h 
Tc7s5h4s4c Ks6s6c4h4d QsTdTc8h3d Td8c6d6c3c 
8c6d6c3d3c As8c7d7c6h KcTc6h5d3c Tc9d5d4h3h 
JdJc7h7d3s TsTh9c6c3d KcJc5h5d2d Ts9d6d5h2h 
7s7c4s3h3c Ac9d8s6h5s Js9h6s5c4d JsJh9d3d2s 
KcQcTh5c3c Kh6s6h4d4c Ac9h5d3s3c AdJsJc5s2h 
AsKs9s4c3d AsJd8c4d2c Qd9h9c2h2d JhTs7h7c2c 
QhQdJs8s2c QdTd6d4c2c Qs7s7c6h5d JhTd6s5c3h 
9h7s6c5c2h As4d3d2s2h AcJh8s6h2s Jh9s7h5d4c 
QdTh7s5c4s QhTs9s5s4c Kd6c5h3h2d 9h7d6c5s4c 
KdTs9s6s5s QdJsTd2d2c 8s6h5c3s3c KhQh8s5h4d 
Ad7s4s2s2d Js8h8d6h3s Tc8s8h5h2c JcTs7d4d2s 
Jh9d6s6h5c Tc9c7h3s3h KcQdTd9d2d Ks8h7s7d2d 
Qh7c6s5s3c JhJd7s7d3c JsTh7d7c4c AdQc5c4h3s 
AcTh6s4d2c Ac9s9h7c3c Td9d7h6d4c Ah9s9c6c3s 
Th9s5s5h3h 9h7s6c3s3h QsJh9d6s4s Kd9c7h3h3d 
JhTh9s9c2h Ah7d6h4s4h 9c8s8d7c2s Kc8h7c5c4d 
Td9s7c6s4s QdQc5d4d2s QhJh9h8s5h KhTc9d6c4c 
QhQd6d4d3s QcTh9h5h4s Qc6h5c4h2d AdKd9d4h3s 
QdTd7h5d4s QcJd7d4s3s QcJd9c3d2d JhTh7h7c5h 
As7c5c4h3h KcQs8d5c4c KsTh7h5c4h KhQh8d4c3c 
QdTh9d9c5d JhTs9h4h3d QcTs7d7c4h Ac7d7c2d2c 
KsJs8h7s5s 8d6c5h5d3c AhJh8h8d2s 9s7c6s3d3c 
Kc9c8d5d3c KsQsTc7h2d TdTc8d5s5d Qd9c8h5c3h 
Qs6c5s5c4s Qc9h9d2d2c Qc8s7c6h3s KhTh7c6d3h 
AcJs7d5s2d AsJd9c2d2c AcTh4s4d3c Qc8h8d7h6s 
JdTs7h4h2s Qs9h9d8h6h Qh6s6d5h2d JcTh6s4c2s 
KdTs9h4h2s Th9h8c4s2c Kc9s9d8d6h Kd8s7d5d4c 
QsQh8d7d4c Tc8c7d4d3s AdQs6s5s5h TdTc7c5s2d 
Ad9s7c6d3d QdJs8s7s5s KhQdQc8s4s KsQcTd4h4c 
QsTc8d6h2s KhTsTh2h2d KdTs9s7h3c QhJd9d5s4d 
QdJc8c7c5c 8h7s5s5d3d AdJc8h4h2c Jd9s9c6s5s 
AhJh7s4h3c Qs6h5s5h4s 7s6d5h4h2d KcTd9h6d4d 
Ts6s6c5d3c QsJh9c5c4c AcKc9h7c3c ThTc9c6s3c 
KcTh8d7s4d Ad9s8c6h5c AhQc9s5h2h Ts8s8h7d5c 
Tc9d8c2h2d 9d6h5h3d3c Kh8s7h5h4c Kc9h9d6s6d 
AsQc9c5d5c 9d8d7s6s2s KdQc8s8h6h QhJs9c6c4d 
QcJh8s6d4d KhJhTh6h5h QhTc9s9c5c QhJh6c3d3c 
Ts8h7d5s4s QsJs6d3d3c Kc6d6c4s2d Ah6d3h3d2s 
9h7c6h5s3h AsJcTc3h2d Kc8s6d4c2d AdQc6h6c4s 
9d6c5h4h4c QsJh6h5c3d QdJs9d5d3h JcTs5c3s2s 
Th9h8s7d4c Ts8s7h4h3c QdJd6d5h3s AdQh8h6c4h 
JdJc9s8d2h Kc8s7h5c4c QdJh9d3h2h Js9d6s6h5c 
AdQcJh3h2s Td9d7c6d4s 9d8d8c6h5d 8d8c7c6s4c 
Ts6s6d5h3d AhTs9c5d4s QdJc9h5h4h Ah9c8s4d3h 
8d7s7d5c4d QdTc8h6s2d 9c8d6c4d3h JdThTc5s2d 
Ks7s7h4d3d 9c7h6c5s3c AhJd9s2s2d JcTh7h5s5d 
KsJh7d5d4c AdKh5s3c2h QdJs7d5h2h AhQcJd8s2s 
QdTd7s5h2s Tc9h6c5s2s AcKh9s5d2h AsJh4h4c3c 
8c7c6d4c3d KdQcTh5c2s Ac9c6d5s2h JsJc9s7d4s 
AdJd5s4d3c Td8c7s5h4c Qd7s5s5d3c QhTc8s6d2h 
Ac8s8d7s5s KdTsTd2d2c Jd9h6d5h2h AsQs7d4d2s 
JdTsTc8s2s JcTc6d6c4s QhJc9h2h2c Tc7d6d5h4s 
QdJs7d5c4d Kd9d9c7h4s QsQc9h7c3c 9d8h8c7h2c 
Jh9c8s8c2s JdTs8c5h5c QhTs8c7s4s 9c7s5d3s3c 
TsTc7d5h4h AdQh8s5h3c QhTs9s7d3c 9d7s6c5h4c 
Qd8s5c4d3s Ad9d6c4s4h AdJd7d6c4d KcTs9s5d4h 
QsJs9d6c4s AdTs8s5s5h QcJs9h6h4d KcQsJh5h2d 
Ts7d6d5h4c QsJd9c5c4c KcThTd7d3s As6s6d4d2s 
Ah9h8d6h3s AdJs9h5c4c Js8c7c6c3s 9c8d7c6c2d 
KhTsTc7s3d Ah9c8c7c6c AcJd8d6h2h AdKd7c3d2c 
Tc9h7c6d4c QsQd8h7c3s JdTsTh5h2c KcJc9c6d2d 
Qs7h6h6d4d As9d5c3s3h Ah7c4h3c2s JhTc6h6d5h 
AdKcQs3s2s Js8d7h5c4h QhTs5h5d2d TdTc7c5h2d 
ThTd9h8h3c 9s9d7d6d4c Qh7c5c4c3h AsQd9d5c4d 
AsJc7c6d6c KdJsJd5h2d As9d9c8h5h Tc9c6h5s2s 
JhTsTc5d2h Jc9s7h4h3c KdJs7s6h4s AsQs8h7s2c 
AcJd8s4s2d QcJc4s3s2h JsTd6h5c3s Ac5c4s4d3h 
QhTh7d4s2d 7c6h6c4c3h KdJs6s5s4c JhTc8s8d4s 
AhQc7s6d4s KcQcJc7d7c As7h5c4s2d KdTs9h6h3c 
Ah8s8c7c6c Ad6s4h4d3c QcJd8d6d4h QsJs7s6s5d 
AcQs5d4s3h 7d6s5s5d3d KsQc8h6s4s AhTh9d6h2s 
AhQc8d5s3c AhJc8c7c4c Qs8h7c6d5d Ad5s3s2h2d 
Ah9s9c6s3c 7c6s6c4c3s AsJd5s4s3h AdTsTc3s2c 
Ad6s4h3d2s JdTc8d5s5d QcTs9d7h4h KdJh6s4c3d 
AcJc5s4c3h Qc8s7h6d5s JcTd6s5s4s QdTh8s7h4h 
AsTs8h4c2s KcQhTs8c3c As4d3d2s2c 7s7c5h5c3c 
Kc8c6d5s4c ThTc9h6d3h Qd9d7c6h4s KdQd9d6s4c 
AsTh8s4s2c AhQsJs7d2c Ah9d5s3h3c KhJc8s7c2s 
Kh9h8c5h5c QhJd5h5c2c KcTd8s7h4s Jd9h8h4d2s 
7h7d6c5h2c KcTd6h2d2c 9d7d6c5d4h AdJs9h2s2h 
KcQc9s6d4c Jc6d5s4s3c As9s9d8c2s Kc9h8h6d5s 
QcTd8s8h5h Kh8h8d7d2d Ah9s8h4h2s 8s8c7s6h2h 
Qd7c5d4s3s AsJc9c8d4c KcTc8c4s2s TsTh9s6d3s 
KhQc7c3h3c QcTh5s5c2s Ah9d6h3h3d 8c7c5s4d2s 
Qh9c6h6c2s Qd8c6d4s3s JsTh4s3h2d AhJd7s6s6c 
KdQh6h4c2c JsJc8d4d2s Kc8d6s4c2s 7d7c6s6h3h 
AcQs9d5c2c Kc7c6s5d3c Js8c7d5s4s Kd9h9c8s6c 
AdQd8c7d2s QdJh7d5s4d 9c8d6h5c4s AdQc6s5h3c 
KcJdJc7s3c Td9d7s6h3d QhTh5s3s2c AcKdTh4s3s 
QsTd8h2s2h 9c6d5h3d3c Ac9h7s7d5s Ah8s6h6d2c 
QcJhJd8s3c KcJdTh3s3d Td9d7c3h3c AhQc7s6c4c 
Ts8d7d5c2s Ks8d6s6d3d 7c6d5d5c3c AsTc8h7d3c 
Tc9s7s3s3c Qh9h7s6c4d AsTd6s3h3c AsKd9h4s2c 
Kh8h7h5d4s QhJc3c2h2d KhQc8h4s3s KhQs6s4d2d 
6h6c5s4s2c Kh9h7h6h5d Kd7s4d4c3s Jc9c7d6h6c 
KcQdJd6d3h KhTc9s3c2s Ts9s7c6d3s AcJh7h6h6d 
Kd8h8c5h5c 9h8s6s6h3h QsJh5h5d2d 7h7d6s5h2s 
Qc7d5d4d3c AcTc9s5c4c 7d6s5h4h2s KcJc8c6d2d 
AhKdQc9s2s Ks7h5s5h3s QdJh8s5c4s AcTd7d6d5d 
KsJsJd7c3s Qd6c5d4c2s KsQs8s6h4c Js8s8d6d2c 
Td6h6d5s5c JcTc9c4h3d AcJs7d5s3h KcJd6d5d4s 
KsJdTd4h2c KsJc8c6h3h As8h5d4h4d KhJd9h3s2s 
JdTc6h5h4h Ad7c5c4h3h KsJsJh7d3s 9s9c8c7s3c 
AcJs9c5h2c KcQs9d7s2d QdTh9c7s4s ThTc8d4s4h 
Qc8c7h5h3d Ah9d9c7h3h AhQs7c6d4c QsJs9c6s6d 
AdQcTc7c3c QhTs9h9d5h QdJh7s4s3h Ah8c7c6s4d 
QsTs7c6s4s KhQs8c5h4h AcJs8s6d2d TsTh9h4d4c 
8d8c7c5h4c 9s7d6s5s4c KdJsTc8h3c KcJs6d4h3c 
AdKd9h5c2d 6h5s5c2s2h JcTs7h6s3d KsTs9d6s4s 
AhJd9h6h3s Ad8d5h5d4s Th8h6c5h4d QcTc9c4d3h 
KdQcJc6c3s 9h8h6s4s4h Qc7d6s4s3c 8c7d6s6d3c 
AhQs8s6s4d QhJs8c5d4c KcQdTs3h3d QcJc9d6h6c 
JdJc8d5h3s Qh9d6c5s4h Ad9s5h3d3c Ad9c6s5d3d 
Td9c7d3d3c TsTc9d8d4h KdQhTc5h2s JsJc9h8s2d 
ThTc9s7h4h Ac5d4d4c2c JcTc7c5d3s Kd5c4c3s3d 
AhTd9s5c4d Jd6d5s4s3c AdJc4h4c3h AdJh9s9c6h 
KcJc9d6s4c KcTc9s6c4c QdJc7s6d2c AhTd8h7h3h 
8d7h7d5s5d KsQcTd3h3c JcTc6s6c4d Kh7h7d6h5s 
JdJc4c3d2h JhTs6d6c4c Ts9h7c5s2h QsJc8c7h2h 
AdQh8s7s4s 9s8s8h7h2h 9s7d6d5c3h QdTc9h9d5d 
KdTc8c7c4s Jc9s7c5d4h QdTh9c6c3c AdJc7s4d2h 
KsJdTd6h3d AdQs5s4c3h AsJs5d4s3h Tc8h8c4h2d 
AdJs5h4s2h AsQd8d6d4h As9c7d6s3s AcJsTs3h2d 
Jc6c5s5d4s KsQd7c5c4h KsTd5s2h2d QsJd9d8h2c 
AsKdQd7d2c AcQhTh6h3h QcJs9s8h2d 9s6s5c4c3s 
QsJcTs3s3d 8h7h6c4h3c Qh8h7s6c4d Qs8h5h5c3s 
Ah9s9d6d3s KhQd8h8d3d Kd6s4s4c3d QhTc9s5s4s 
AdTd9d3s3h Th8h6s5h3s Jc9d6d6c3d 9d9c8c6s4h 
AcKc9s5h2c AdKh9d8d4d Kc8c7s7h3s 8s5s5c3s3c 
KdJsTs6c3s 8c6s5h3h3c Th6s5h4s3d As9h8h7h6h 
Js9c6c4s3d KdJs8s4d2d KdQc6s6h5s Qh8d6d4h3s 
