9d5d4h2s2h 
9h9d8c4c3c Tc8d6d3s3d Qd7s7h5h3h QsJc7h7d3h 
Qs9h3h3c2s QcTd6h6d2d Kc8c7c6c3h Qs8h7s4s4c 
Qd7s7h2h2d TsTc7d6d2d 9c8s6h6d2s Kh8s8c4h3d 
TsTh5c4s2s Kh7c6c5s2d Td7s6d5h2c QhTd7c3s3d 
JcTs4h3c2c 7d6h3s3d2h Kc8s7h3s3h Ah8s5c4d3s 
AdQs9s2s2h Td5c4c2s2d QhTs7h4h2d Ac6h5d4d3d 
Jh9h8d3s3h Kd3s3h2d2c KhTd6c4c2c Ks9d6h5c2c 
Qh8h4s3d2s Ac9h7d4s3d 9h8s8c4d2c Ac6d5h5d2s 
Ad8s8c6c2c QcTd3s3h2c KhQh4h2s2c Qd8d6c4d2h 
QsTd3s3h2c JsJc3h3d2d Jh8s6s3s2h 9c8h8d4s3s 
Jh8h4c3s2s Kd7s7c4c2s Qc8h7d2h2d Jh8d4c3d2h 
KcQc8h4d4c 9d5s4s2s2d KhQhJh7h2c TdTc6c4s2c 
8h6d3s3h2s QdQc6h3s2s Tc9d5c4c2s Qh9s7s3h2h 
Tc8c7c4h3c Ks6s4d4c3s QsTd5h3h2c KcJd8h3s2c 
TsTc7c5d2c Ts8d4h3d2h 6s4c3s3h2c Kd9c7s4c2s 
Ts9d6c4d2d Qs9c6c4d4c 9d6d5s2h2c 9s8d6s4c2s 
Jh9s5d4c2s Th8d7d3h2d As6h5h5c2d Qh8c5c4s4d 
KcQd8s4c3c Jh7c6s6c3d Ac9h6h6d3h Tc8c5c4c2s 
Jh9c5s3h2d Ac8d7h4s3s Jc9c6c5c2d Qs8d7s4s4c 
Jc6d5s5c2h Kd7h6h4s4h Qs9d5d4d3h QdJc8s2h2c 
Th9d7d4s2c JsTd4d3d2c KdTd7h5d2d KdQc8h7c2c 
7c5d3d2s2c Qh9h7h5d2c Ad8s6h6c3h Jh5s4c3s2c 
Jc8h8d4d3d Ah6s6d3s2d Ks8c7c5c3h Kh9c6c4d3s 
KhQd9d8d2d Qs7d6c4c3h Kc9c7h7c2d As9h6h4d4c 
QcJh7s5d2s 9h8h7d7c3h Qh7c6c3s2h Ad7c4h4d2d 
Jc9s9c4c2h QsTs6d3s2c 9s8d5s2h2c Ks3d3c2s2h 
9c7h4d4c2h Td9s4s3h3c KsJh4s3c2s KcJc4h4c2s 
Ad5s5h4c3s Ah9d6d6c3d QhQdQc4h4d Qd7d5s3h3c 
7d6h3d3c2c KhQc6s3h2h 9s6s6c4d3s Jc9s5h4d2s 
Qd8c5h4s3s Kh9s8d5s2s JsTs3c2s2d Jh9c8h4d3h 
Kh8d6c5c2c KsQs8s4h3d KcTc8h2s2c Js7s6d5c2h 
TdTc6h4h2s 9d7h4d2h2c Js6d5s4s2c 6s5d4d2h2c 
Kc7s6s4s3s Td5d4s3h2s Ks9s6h3s3d Qd9c6s5c2c 
9d7s7h5c2c 9h8d5c4s2d AsJc5d3h2c Qc7c6d5c2h 
Jh8h7c6s2h Td7s5s5c3s Tc8s4s3s2c Ah8h5h3c2s 
7h6c4s4h3h Qh7s4s4d3d 8d6c5d3h2d 9c8s5s5h2s 
Jh6h5h5c4h JdTs5s3s2s Td8h6s4h2h 9c6s5h3d2c 
Ks9c6d3h2s Ac6d5h4h3h Qh9c7s6h2h 7d5s3h2s2d 
Qd6d5d3s3c Td8h7h5h2c Kc9s9h7h2d Jd8h5c4c2c 
Th6h4d3d2d Jh9c5d4s2s QdJd4s2h2d Kc7c5h4c2d 
Ks7c6c4c3c Ah5h3s2h2d Kc8d8c4s2h 8s8d6d3h2c 
KsQs8h5s2s Jd9d6d5d2h Js5c4s2s2c 9s6d5h3c2s 
9c8h3h3c2s Jc8h7d7c3c 9d8s5h5c2s 9h8s6d6c2s 
Ks6h5h5c2d Td9h7h2s2c Ks9h3d2s2d AdJsJdJc9h 
QdJd7h4c2s QdJd8h3s3c Jc9s8h4c3c Tc9s6d4d2h 
7d5h5c4d3d QdTh7d4c2d Th7h5d3h3c AhTc8d3s2d 
Ac9s8h4d3s Kc9s6s5s2d KdQc4d2s2d Ah8h6h6c3h 
Qh9h7h5s2d Ad9s7h7c2h Qh8c7s6d3d 8d6c4s4d2h 
Jh9d5h5c2h Ah8s8h8c7c 9c5c4h2s2h KsKhKc4s4d 
Ks9c6d5h2h AsTh6c3d3c Qh9h7s6d2h Qc7d5c4h2s 
AdQc7h6s2s Qh6h6d5h2s Jh8s5c2h2d Ac6d5s4s3s 
JcTc7c6d2c AhTs6s5s2d 8s8h7d4h2h KdQs8h7h3c 
Jc7c6s6h3c AcQs4s3s2h Qh9h8h7h2d Tc9c8d3h2c 
KcQh7s4c2c Jh8c6c3c2h QhJd8d4d3d Th7h7c4d2s 
Kc7d7c6h2c 9d5d3h2h2c Js8d8c7c2c Jd9h4h3s2s 
Jc8s8h7h2h KhQs7d4h2h Ts6s5d3h3c Jd6c5d4h2s 
Ac8s5h5d3h Tc7c4s2s2c Qh9s9d4c3s Ts7d6s5s2h 
Ks9s9h8s4s Kc8h4s3c2s Qc8c5c4d4c Ts9s5d4h2s 
Kh7h5c2s2d As9c6s2s2h Kh6c5s5c2d Kh7d7c4h3h 
QsTc4s3s2h QcTs5h3h2d Th7d5s3s3c AhJs7s6s2d 
Kc8c7c6s3c As8d6h3h2d Ad5h5c4s3h Jh7d6s4s3c 
5d4s4d2h2c Js8s8h6c3s Tc8d6s2h2d KcQc5c4c2c 
Kd9d7d7c2h 8d8c7h4h2s KcTd8h3s3d KcQs8d4s2h 
6s5d4d4c3d Jc7c5s4h2d 8h8d7c4c2s Jd7s7c3h3d 
7s5c3s2d2c Jd8d7h3h2h 8s5d4s3d2d KhJs7c4s2d 
9h7s7c4h3h QsJc8c4c3c KhJc7h4h2s AcQd7c4c2c 
JhTd6c3h2s Jh9d5s4d2c Js8h8c4h3h Qh6h5s5d2c 
Jc7h7c4c3s KdJd8s6d2d Kc9d8s6s2s Ts8h4c3h2c 
Qh8d7s7c2h Qc5c3s2s2h Ts9d5s4s2c Ts9c4c3h3d 
AhJc5s4d2s Ac9h9d7d2d KdQh7d5d2d Kc4c3h3c2h 
Qh8d7c6s3s Jd9c8c6c3c Tc6h5c4s2d KhJs6c2h2d 
Qd9c7d3d2c AhKh6h2s2h AsQs9s5s2s KsJc7d3s2h 
Ks7h5c4c3c 9d9c5s4h2s 8s7d5d2h2d KdQd6h2s2c 
As9d6c4d2c 9d6c5d2s2d Td9d5s4c2d QdQc4h3h2h 
TsTd6d5d2d Th9h7c5h2h TsTc5d4s2s Qh7c5d4s3c 
Td7h7d4c2s AdTh7h4h2s Qd8s7s5c2h KsJc6c4h2c 
Qh7d5s5h3h Qc7d5d4s3d QsJc7h4s2d Ah9h7h6h2c 
Js8s4c3h2c Ac8c5c3h2s Jc7h5h3d2d KcQs6s3d2h 
8h7h4s3d2d KsJd7h3s2c Js8h5c4d2h Jd8d4h3c2h 
KdQc9d4h2d KhJd7h3s3h As9s7d3h2s Qc9c8c5s2c 
Kd8s8h4d2c Kd7d4h3s3c KsQh6c4c2c QcTd7s5s2h 
Ah9s6c4h2h Td8c7s4h2h Kd9d6s3h2c JsTd8c3c2c 
QhJh8d3s3c 9h8c5d5c2c AhTc7c4c2s QhJd8c7c2c 
As9c8h4d3h Ad9c6d2h2d Tc6h5c3h2c KhKdKc4s4h 
9d5c3d3c2s Qc8h7c4s3d Qd9h9c7h2s Js8s7h6c2s 
AdJd6d3h2s AsQd9d6d2d KsQh7d4s2s KcQc7c4s2d 
QhJs7d7c3d Jd9h5s4c2h Qs9s8s5c2s 9d8s6s2s2c 
As9d6h3s2s Jc9d5s3c2h 9s9c8d3c2h As6h5c3d3c 
Kc8c7s4c3d Jh9h4c3s3d KsJc8c4d4c KsQc6d3h2c 
AdTh6c3s3c 8d8c5d3h2s Kd9s3c2d2c 9c5h4h2h2c 
Kc9s9d7s2h KdJc6d3h2s KcTh8c3c2d Kc6d5h5d2s 
JdTh4c3s2c Ac6h5h4d2s 9c8d7s4s3h AdKs7s3c2s 
Qd9s9c4h3c JcTd6h3c2s Kc7c5d4c2h 9s8c5c4d3c 
Qc9d6h5d2d 6d5s4s3h2s Js9s4s3h2h 9h7h5s4d2c 
Qd8d7h4c3s Ac9s5d3c2c Ac6h5s5h2d Qh5d5c3c2d 
KcTh8s4s3s 9s9h8d3s2c QdTd4s3d2h AsJh8h4h2h 
Td7h6h3s3c QsQd6c3c2h Ad9s9h7c2c Tc7d6c5s2h 
JsJh5h3c2h Qc8s7h5d3s AdKd6d3h2d JdTs4h3c2c 
Ts8c7c4d2h Tc5d4s3c2d Jh9c8h2h2d 8s8h7s6s2s 
QhJs8s4s3s KhTd4d4c3d Jc9h8d4h3h Ks6d5s2s2h 
6c5d4s4h2s Qc8c6s6c2d QhJh4c3h2d Kd9d4h3h2h 
KsJc4s3d2s KcTs8h3c2c Kc8s6d5s2s Jd9d6c3d2c 
9s8s3d3c2d As6s4h3c2s KsTd8c4h2h Js7s7d4h3s 
Kc8h6d5s2h KdJd8d6d2s KhTh8s3h3d Qh7s7h4c3d 
KdQd8s4h4d 8d6s5h3c2h Th6s4s3d2d Qd9c7d6d2h 
Jd7s5d3h3d Ts5s4d3c2d Qh7c6h5h2d Ks9d8h5c3h 
Jd8h7c3d2c Jh9s8c4h3h 9d8d5s4h3d Qc6c5c4s2d 
Qc6d5d4h4d Kd6d5d3s2h KcTd4h4d3d Td8h4s3h2s 
Tc8d6h3s3d Jc8s5h5d3d Kc6d5s5d2h AsTc6d5h2h 
Ah6d4c2d2c Jh8h7s7d3h Ks6d6c4d3h Th7s5c2s2c 
7h6d5h3c2s TsThTc8h8d 7d6s5h5d2d Ks7h6d2h2d 
JcTd6d4d2d Td7h5s2s2h 9s8h7h2h2d Qh9s5c4d3d 
7s6c3s3c2h AcTc3s2h2c Qc6s5s4s4h QdTd9d5d2d 
Ts9d5c4d2h KcJd6h2s2c Ks8s7h4s3d Th9h5c4d2h 
AhJh6h3s2c Jh8h8d6s3h 6c4d3s3c2d QsJs3s3h2c 
Th9s5d4s2c Kh9c4c3h2h KcQsQhQc2s Qh9d4h3d2d 
Qd5d4s4h3c Td6s5h5c3d Ac9c5d3h2c Qs7h6h4d3c 
KhTd8c3h2h AcKs9d3s2s Jh6h6c3c2d Kd9c8c7s3c 
AdKh7h3s2h Ac8s6h5h2h Qs8d8c5d2h TsTh3s3d2c 
9h9d7d6d2d KcQs7s4s3s KcQh8h4s2d Jc7h7c4c2h 
KcJh6h4h3h ThTc6h4h2d 7h6c5h3d2s 5h4h3s3c2c 
Qd9c6c5c2s KdJh9d6d2d Tc9c7s5c2c KsJs9c4s2s 
Qc9s9c6c2c QsJs8s7c2s Qd4d4c3h2h QcTh7h7d2s 
Jc7c6h5d2s 9s7d4h2s2h Ks8d7c3s3h Kh8s4h2s2h 
Td8h6h3h3c QhJs5d3d2d 9d7c4d2s2c KdQd7d4s2h 
Qc6c5d3h3c Ah9h5s4h3h Qh7c6d3h2c Qs8d7s6s3s 
9d6s6h5h2h JsTd7c2s2h TsTc5h2h2d Tc8h6h3h3d 
9d9c5c4c2h Jd8d6d4s3h Ad6s6c3s2c 9s9d8d4c3d 
Th9d6c3c2s Ks7c5d5c3c 8d7c5h5d2d Kd9d6c3s3d 
JsTh6c3s2d AhJh7h4h2d AdQc6d4d2d Kc7c4s3h3d 
9h8d6c4s2s 7h5s4h4d2c 8h5h5d4s3h QcJc7c4s3c 
KhJs9h6h2h As9d6d6c3d Js9c5d4d2h Qs5s5d4c2h 
Kc9s8s5s3h Js7d6c3s2c Jd8d6d6c3h 8c7c5c4c2d 
Jh7s7h4h2s Qh6c4s4c2s Qs6s6h5s2d Jc9h9d4h2s 
9c8h7s4s3d Th8h7h5d2h QhJd9d3d2s Kd9c7h4c2h 
Qh5h3c2d2c KsQc7c4c3c Tc9s6h4h2d Tc8h7h5h2s 
Jc6h4s3c2h Ad8h7s6h2h Js8h8d6d2d 7h5s5d4h3h 
AcQc9c3c2h Jh8s6h3d2d Js7h5h3d3c AhQs8s8h8c 
Ac7d4h4c2c Jc9s8h4s3s AhJh7h4h2c Jh9c8h4h2d 
9c5d4d4c2c AsKs6s2s2c Qs7c6d3s2c Kd8d6h4d2s 
Js6c4s3d2c Kh7s4d4c3h 9h7c5h4d2s Qh4s3s3h2d 
KhJs4s4c2d Jc9h5s4d2d Jd9s9c4c2h Qs7c5d4h3d 
9c6d3d3c2s Kh9s5d5c4s Js7h7d6c3c Th5d4c3h2c 
9s8c5h5d2c QhTd4h3h2s Jc6s6d5d3d 5h4s4h2d2c 
9h9c5s3c2c Kh9c8c5s5c Qc8c6d6c2s Td8h7d5d2d 
QsJh4s3c2s Th9s6d4s2s Ks8c5d4h4d Kd9s6c5h2h 
9d8d4h3h2s TsTc6c4h2c QdJd4c3d2s Td8s7s7c2s 
QsTs7h4c2s Kh9s6s6c3s AsTs3h2s2d 7d7c6h4d2d 
As5s3d2s2c KcQs8h4c3c 9s8s4c3c2d Kc9d4h3h3d 
Td8c7h3s3c AdQd8d2s2d Qs8c7s3s3c Ac9s6s4h2h 
Qs7s6d6c3s Qd9h7d6s2d Kc8d5h4s4h TsTd6d4h2d 
KsJh9d3d3c Kh8h6s4h2d Jc7h7c3s3d 9s8s4h3h2d 
AdTd8d3h2d Kd9s6h3c2d Th7d5d3h2h 9h6d3h3d2s 
KhJs4h4d2h 8s8c5c3d2h KhQc8c4s2d AdTh7h4c2h 
Jd8s5c4h2s QsQd9h3h2h Qd9c5h4s3s Td6c4h3c2h 
Jd6h5s4h3h Ts8h7d4c2h Qh5c4h4d2s As9c6h3s2s 
AdQd7h4d2d Th8s7s7c2s 7s6c3s3h2c Qh7s7c5s3s 
KdQs6h3d2d QhJd8s2d2c Ks9c7c4h3d Jc8c5s5c2h 
Jd9d4c3d2c Td8h6s2d2c Kh9c7d4c2d Kc8c7d4c3h 
KsQs8d4s4h Ac6h5h4h3d 9c8d6c2s2c 9s6h5c3d2s 
Jh8s7s7d2c 9c6h3h3c2d Qh8c6s4h2h 7d7c5c3c2s 
Qh8h6d4h2c 9s8c7d3s3h Kh9c8d5s2c 8h7c6h2s2d 
Qs9h7s5s2d Jc6s5h3d3c Kd9d6d5d3d AcTh7s4h2h 
6s5s4h3s2c Qc7s6s4d3h Ad9s6c4d2d Ks9d4h3h3d 
Th8c7s4d2d 5h4c3s2s2h Qc8h4h2h2c Td8s7s6s2s 
Qh7s6c4s3s KcJh7c4c2s Qh9h7d4h2d 6h4s4c3s2h 
Ac8d4s4c2c Kh8s6c4h2h Td6c5h5c3c 9h7s4d2h2d 
Ts6s4d3c2c Qh9d7s7c4d 9h9c7h6h2h 9d4s4d2s2d 
Jc7c6c4s4d Kh8h5d4h2c Jc7s5c4h2d KsTh9h3h2d 
Ah8c6s3s2c 9d8h5d2s2c As9h8h5h2h Qs8h7s3s3h 
Th6s5h4d2c Kc9h8h5d3h Qd9s7d6c2d As8h6h5h2c 
TdTc5h4c2c Qh8c7d4h3s Ac5s5d4h3s Qc5c3s2s2d 
Qs9h5s3d2c Qs4c3c2s2h KdJh6d3s2c 6h5s4s2d2c 
Jc7s6d2s2c Qd6s6h3h3c 8s6s5s5h3s Jd7c6s4h3h 
Jh6h4c3d2d AdQh7d4d2d 7h6h4s4d3h KhQc5s3d2s 
Jh7s5h3h3d 9d8d7s7c3d Tc6s5s5d3s Qd8d6h3d2h 
KsTh6d4d2d 8s7h6h3s2h KdJh8s3c2d Kc8c4d3s2d 
8s7s6s2h2c Jd8s4c3d2s Qs9s7c4s2c 7c6h6c5c2c 
AdJd7d4h2d QhJh4h3s2d 8h6c4h4d2s AsJh8c3h2d 
Td9c5h4c2s Qc6d4h4d2h Qc7d6h4d3s Jc8s5c3h3c 
KdTs7s3s3c Jh7c6s2h2c Kc9d6s5h2h Kc6s6h4s3d 
7h7c5h3s2d Jh7c6d4s3s 9h5c4s3c2s 7c6d5h2s2h 
Tc7d7c6s2c QhQc8h3d2h Kh7s5h5d2h Qd7c6c4h3c 
Ks8s5d4s2c Qh8s4s2s2h Jd9s7s4s4c Qd9s5c4s3s 
Jc6h5s5d3d Ac8s5h5d3d 9s7c4c2s2d KcJd4s3s3h 
Ac6c4h3s2c Kh8s8d4c3h 9h8s5s5d2s Kd8c5h2h2c 
Jd8s5h2d2c Kh7h6h5h3h Kc4s4d3s3h Tc6c5c4h4c 
AhQc4s3c2c JdJc7h2s2h 8s7h6s2s2c Qc6s5s4s3s 
As9h8c4d3c Kd6s6h5h2c Th8d7s4c2c KsJd4h3s2s 
Ah9s8d4c3s Th7d6h5s2c JdTd3c2h2d Jc7d4d4c2d 
TsTh5d4h2h Kh6d6c3s3c Qc7s6s4h3d Qc9s5h4d3d 
Kd6c5h4s2c Jc6c4h3h2s Jh7h6d6c3h AcTs6d3h3d 
Qd9c8h7s2h Ks9s5s4s4c KsJd7c3s2h QhJh8s3d3c 
Jd9s5d5c2d KdJd8s3h2c 9c8s6h4s3s Qd9s8h7s2s 
Ks8s6h3s2h ThTc6s5s2s 6s5h5d4s2c Jd8s5h4s2s 
Ts5c4s3d2c Ah8d4s4h2h 9s9h5d4c2d Jd6s5h5c3h 
Td7c5c3d2c Qs7d7c2s2d KcJd6d5d2d Qd9s6h3c2d 
KdQdJd8d3d KdQh6d3d2c KdJh7d3d3c Tc8s5h4c2c 
KcJd8d4d3h Th7h5c3h3d Jc8s6d4h3h Kc8c7h5c3c 
Ts9h8c3c2d Kd8d4s3h2s Ts8h5d4d3d QsJs6s4c2s 
Qc8h5d4s3s Tc8h4d3h2d 9s5d4h3d2h Th9c6s3s2d 
Td8s8c4c2c Qc8s7d2s2d 9h8d5d4c3d QhJs7c6s2d 
KsTc8h3d3c QdJc7h4d2s 9s8s4c2s2c Ks8c6d2s2h 
AcQd5d2h2d As6d5d3h3c Ah9s8s3d3c 8c7c5h2s2c 
AdQc9c2s2c Ts6s4s4d2d Kc8s7s5s3d 9s7c4d2s2d 
Ah9s6c3h2h Kc9d8s2h2c Ah9d5c4s3c Ah9h5d3s2h 
Js8c5s5d3s Ac8s6s5s2d 8s7c6c3s2c Jc7d7c4c3h 
Qs7h6h3c2s Qh4h4d3c2c AsKh7h3d2h Th7h7d4c2s 
JhJd9c3c2c Qs5s4h4d3c Qs9h4s4h2s 9s7h4h3c2s 
Ah9h7h6h2s Tc6d4h3d2h Kd8h8c4d3s 9h8h4s2s2h 
Kh8c6h4s2h AcTh7d4s2s Qh8s5c4s3d Qc9s9h5h2h 
6h6d5s3h2h Tc9c7s4d2h AhJsJhJc6s 8h5c3h3c2d 
Js8d6c4d3h AdJs5h3c2s Ks7h6h5c2d Qc8d8c7s3c 
AcJd9s4h2h Tc7s6h5h2d 6d5s4d3d2c Th5h4d3s2d 
Th7c5s2s2c 8c7d5s5h2d Jh9d5s5h2h Qs8d4d2s2d 
Qd9s8c7h2c Jc8h5h4h3d Qh9h6d3h3c Qs8s6d4s2c 
QcJs6s6h2s Jc8d5s4d2d TsTc6s2s2h AdKs8s3c2s 
9d8s3s3d2c AhTh3d2s2h Th8s4s3d2d Ac9s6c2d2c 
8s8h8d6s6d 7s7d5c3h2d Kc7h5s5h3h Qd9c5s4c3c 
Kd7h5s5h3h AsKc9h3c2c Qs6s5h5c2d Tc7h6s5d2c 
Jd6h6d5d4d KcJs8h3d2c QdTh4d2s2c QhJc8s7s2s 
JsTs3d2s2c Td9h7c4d2d Qc8s7c3s3c Kh9d7h4c2s 
9s8h8c4d2h Ad6d4h4d3d Kd8h7c3h3c Kh9c5s3c2s 
Kh9s9d3s2d Jh9h5s5d2h QsTd7s4c2s 9h7s4s4d2d 
Kd9s9c7c2h Ah9d9c7s2s Qs4s4d3c2c KcQc8c5h2c 
Kc9d5h3s2c 9s9c5d4d2h Jh8h6h6d3c QsJs7d4h2c 
Tc8s5d4s2h Th8h4s4d3c Th8h7h5c2h Ad8c6s6h3h 
Th8h3c2s2c 7c4h4c3s3d Td8d7h2s2c Ah9d6h2h2c 
Ac7h6s5d2d Ts6s5d3d2d KcJh4s4c2c Kc9h4h3c2c 
KcJs4c3h2c Tc9h6d4h2h KcJc4h4c2d Qs9h9d7d2c 
QhQd8d3s2d Kd5d4d4c2h 9h9d7h6h2h ThTc5h4d2h 
Kc8c5s4c2d 9s7s5c4h2d Th6c5s5c3c AhQs4s3s2d 
JcTh4s3d2d QsQh8s3d2s Qd7d7c4h3s 9d8d4h3h2c 
Tc8h6s2d2c TsTd6c5c2c KcQd8d6d2d Ah8d5d3s2s 
7s7h5c3d2h Qc8h5s5d2c KcQc6h2s2d Ac8h5d4d3s 
As7s5s4c2s Td7c4d2s2c Tc9d7s4c2c Kc9s3s2s2c 
KhJc6c4d2c Kh9d6c5s2d Qd9d6c3h3d 9s9h7d4h2c 
Ts8s6d3s3c Kd8h6s4d2d Ts7d6s5h2c Js9s4c3h3d 
Qh7c6c4s3c AdJc9h6s2s 7s5h4h3h3c Ts8c7c4c3h 
Kc3s3d2s2d QsJs9s7s2d Kd6s5s4s3s QsJd7s6s2h 
Js7c4c2s2d Kh9c8s3h3d AdJh6d2s2d AdQs5s2s2c 
KcQh8d7d3s Kd9c8h2s2d AcTs6h5d2d AdJsJhJd6h 
Td6d5d4h4d 9h5s4s3s2h Jh8c5c4d2s Ad8d5d3c2s 
ThTc6s4s2d 9s8c7h4h3d KdTc8d3d2h 9h9d5c3h2h 
Ad9h6d4c2d 7s7h5d3c2s Ts8s6s4s2h 9c6h3h3c2s 
Qs8c7d6h3h Kh9s6s5s2c JsJc6d4s2s AdJhJdJc6h 
9h6h5h4h4d Jc6c5h4s2c Jd7h6c3d2c Jc7d5d3h2h 
Tc6d4c3h2d JcTc4c2h2d KsJs4s3s3c Ks5s5c4s2h 
Qd7h5d4c2s KdJc4h3d2d Jd6h5s3d3c Ad6h5h4h3c 
Kc5c4s2h2d Qd9s5c4h3h Jc7s7c4c3d AhJh7h4c2h 
QdTh8c2s2c 9d7c4h2h2d Qd8c4c2d2c Jc9c8c4d2s 
QsQc7d2h2d Ac9s3h2d2c 6s5c4h4d2d JsTd6d3h2c 
AcQc7c2s2d 8c7h6c2s2d Qd5c4s4d2h Th7s5d3d3c 
Js5c4c2s2c Ad7s4s4h2h QdTd4s4d2h KhTc6d4d2d 
Ad8h6s6c2s Js8h5s5c3s As9d5s3s2c Ks9d6s6c2s 
9h7h5s4c2d Qd8s8h5c2h 9h5d3h3d2c Qc7s7c4d3h 
Ts8d7h4c2c Jh6s5h5d2c Kd9c8h3s3d 9d8d6h4c2d 
Qh8s8c5c2d Kh9h8c5h2h Kd8c5s4s4h JhTc6c4c2c 
Qs8s6h4s2c Jd6d5h4s2d Ks9h7h4d3c Js6c4c2s2h 
8d7s6c2h2d Jc9c6c5c2s Js8h7c3s2h AhQh7h4s2h 
Ks8h6c2s2d QcJd4c2h2c Qh9c8h4s4d AdQh9h3h2c 
Qd5s5h3s2h 9s8s7h4d2c Qh7c5c4c3d 4d3d3c2s2c 
QcTc7h3s3c 9d7s4s4h2h AsJc9d4h2h Qc6s6c5c2d 
Jd8h6d3c2c Ks4h4d3h3c Qh8d7s6c3s Ks8s7s6d3s 
AdQs7c6h2h JsJhJc9c7s Js9c8h4s3s AdTh7s4c2c 
9s8d7c3s3h AsTc7c4c2h KcJd7d6s2d Kd9s6c3h2d 
QhJh7d4c2s Ac9d7h4s3h 7h5d4s4c3h KsTd7c3h3c 
9c6s6h5s2s Ad9s6d2h2d Kd9c3s2s2d AdJc9h3c2s 
Jd8h6s4c3c Qc7s7h4d3c 6s4h4c3c2s QdJs3d2d2c 
Ts8h7h4h3d KcQh6d3c2c Ah9d6s6d3d Tc6s6c4h3c 
KhQd6s3c2d Jh6s5h4c2d Td7h5d2h2d AsQh9h3h2c 
7d6c3s3d2s 5c4c3h2s2h Ad5d4d2s2h KsQsQhQc2h 
Ad8c7h4c3c 8d6h3d3c2c Js6h5s5d2c Th5d4h4d2d 
Qd9d8c2s2h Tc8s6h6d2s ThTd3s3h2c Jc8s7h3c2h 
Th9h8h7h2h AcTd7s6s2s QsJd3s2h2c Jh7d6s6c3s 
Qd9d7c3d2c TdTc7d4d2h Qd9h6h5h2s Kd8h6s2d2c 
8d6s6c4h2h Qh9h7s3d3c Tc9d6s4s2h Jh9d7s6d2c 
JsTs7h2d2c Jh9d3h3d2d Qh7s6c4d3d Kh9d7c4h2s 
AsKs6s2s2h KhQc7h4h2s QhJd6d6c2d Qc9h7c2h2c 
JdTc6d2s2h Jh7d6c4s3s Ac9d4c2s2h Jh8s8c4h3d 
Jh6d6c2d2c AdJc7c6c2s Ts7h6s5c2d Ts8c3c2s2d 
QsTs7s6s2h QsJs7h4d2c 8h7h5h4h2s Kd7s7h4d3d 
Ac9d7h4d3d Kc9s8s5s4s 9d5h5d3h2d QcTc6d3c2h 
KhJh8h4h3d 9h8h8c4h3d AhQc4c3c2s 9c5h5c3h2c 
AsQs9s3s2h Js8s7h7d3s Qh7d6h5h2c AhTsThTc8d 
KcJd5d3s2d Kd6s4h3d2c Qd9s7d5d2h QhJs8d4c2c 
Td7c6c3s3h Qc8s8h5d2h Tc8s7h3s3d Jc9h5s3c2d 
Kd7s5h4h3h Ah9h5h4h3s Kd5h3s3d2c Ad9c5d3d2h 
Ah8d5s3d2s KcJd4h3s3h AdKh8h3s2h Qs8s5h5d2c 
9s7d4s4c2d KhQd3s2d2c Ah5h4h2d2c 9d7c4c2s2d 
Kc8c6c3s2s 7d6s4d4c3d Qh7s7c2h2c Td9s8c3c2h 
JsTc4d3h2h Ad9d6h4c2d Ad9c6h3d2d Js9d4d3h2h 
7h6d5c3s2d 8h7h5s2h2c Qs6s5s3h3c Jh8s8c6s2d 
JsJc3h3d2h Kh7s5d4d3d AcJs7h7d2s 9c8c7c6c3c 
KsJd8c6h2h 8h7s6d2h2c KhQd8c4h3h ThTd7h4h2c 
AsTc6c5c2d 8c7d7c5c2c Js8c6d4c3h Tc8h6s6d2s 
Ks7s7h6c2s Jh9h7h6h3h Qd8c5h4c3s QcJd7h5d2d 
Kd9s6h2s2h Th8h3s3d2d Qd8h7h5s3h Ts6d5h5c3c 
As9d8c4h3c TsTd4h4c2c Jd7d6h6d3c AsKh8h3h2d 
As8c3h2s2d Jc8h6c3s2s KcTc8h3s3c KsQh8c4s3s 
Kd7s4h4c3d 9c8d6c2h2c Ts8h6c2h2d Qs8c7s4h3d 
Td7c6d5s2h Kc7d6d4h4d KsJd9s4s2s Jc6c5h5d3c 
Qs9s8h7s2s KsQh7c5c2c 9d8d4c3c2h 9d7s6d4h2c 
Kh6h5h3s2d Jc6d4d4c2d Qd7c5s5c3h Ah9c6h4s2h 
Kd6d4h4c3d 9c8s7s2s2h Qh5s5d3s2d Js7s7h3d3c 
Jc7h6d4d3s QhTc7d5s2s Kh9c6h6d2h Jd8d4s3c2s 
Qd5s5d4c2h Js8s4c3d2d ThTd6c4c2s 8h7s7d4h2c 
Qc5h5c3h2c Tc7s6c5h2d Qs8d7c4s3h KcQsQhQc2h 
Js9s8d3s3c 9h9d7s4d2c AcJc7c4c2d Ah9d7c5d2s 
Qd8s7d4h4d 9h7h5d4c2s Qc8d5h4s3s Ts8c7d4c2h 
QcJc4c3h2s 8d5h3h3d2c QcTh7d3s3h AhTh3s2h2d 
Jd8h8c7c2c Tc5s4d3c2d QdTs4d3d2c 8d7d4c3s2s 
Jh7c4s4c2h Qs8s7d4c3h Ks9c6h4h4d KsQd7h6c2h 
Jh9h6d3h2d AhJsJhJd9c KsJc7s4s2d Ah9h7h3c2d 
8d7d5h2d2c KcTc8s3d3c 8s7h7c4h2d KdTh6h6c2s 
