AsKdQc9c3h 
AdJhTh9s2h Qc9s7h5s4c KsJsJh8s2h Jh9s8s6h4c 
QhJc8d6h3c QsQc7c5s2s KdTd6c5c2s KcJd8h8d5h 
JhTd7c5s4h Ad8h5d4s2s KcTsTc3d2s KhJc7s7d6h 
JsTh5s5c3h Qc9h8h8c5h AhJh6s4s2c QhQd8c7c5s 
Ad6c4c3h3d KsKhJh8c2h AhQc6d5c3d Ks9h8c6d5s 
QhQcJc7c6c KsQs8c7d6s JsJdTc5h4h Ad8c7s2s2d 
KhQhJh9s5d 7s7c6d4s4d KcJhTh4s2s KdQh7d6h2s 
QsQc8h7h5d QcJc9c5d3d KhJdTd4s2s KsTs8h6d6c 
Ah9d6d3s3h Td8d7h6h6d KcTs9d7c5c Qs9d8s6c4d 
Ks9d8c7s7h QsQcJs7s6s 9d8c6c5d4d Ac9s9h6s5h 
QdJd9h9c4h 8s8c5h5c3s QsJh9s7d6s KhJd9h6d2c 
KsJcTh6d3s 9d8s6s6d5d KdJcTsTh3h 9s9d8d6c4s 
AdQc9c8s2s Qd8c7c6c4d AsKd7c2s2c 9h8c7c5d4h 
KdQc9s8h6c JsTc8c4s3h QsThTc9c6c QdTh9h6s5c 
JhJc7h5h3c QhQc5c3s3d JsTs8h5d2d JcTs8c7d3d 
AsJs9d7h2c JsJc9h6c5d KcQhQd9h5h KsQh9s7d5c 
QdTc9d7d6d JhJcTd8c5c 8c7h6s5s5h Jh9s8c5h4c 
AdJs7c6h3d AcJh8d7d5d QsJd8d6c5h AcQh9h8s8h 
QhQdTc8d3s AcJh7d5h3d 9c7s6d5d4c QsQh6s5d3c 
KhJd7c6s6h KdKc9s7s3h KhQdTs6c5c QdJs7c5d3c 
JhTs7c6h6d AdQc9h8h7h QcTs7s6c3c AsAhAc9s2d 
KcJd8s8d5s QsTdTc9h6h KcTs5h3s3c As8s7c6s3c 
QcTc8s7s3d QsQdJd9c4h Qd9h9d6h4h Jc9s6c5h4h 
AhJc9h2h2c QsQhTc8s3d KsQdJc5d3h KsKhTh3c2h 
KsJhTc6c2h KsTd8d4s3h AcQdTd7h7d As9s8c5c3s 
QsTc7h6s6d AhJh9d7s2c KcJs9c5s2s KhTh7h6c3c 
Th7d6d5h4d KdKcQd7d3h KdQd6d5h4s QhTd6h6c3c 
KdQh9d4h3h AcKhJs6c3c Qs9c8s6d4d QsJh6s5c4d 
AdKh9d7d4c AdJc8s8h7h AdQdJh8d2c KdQdTd7h5c 
KcJd7c5s2d JsThTd8c5h QhTh8s6s3h QsJh7c5s3c 
KcJh8d7h6s AhJdTh6h3c AdTh8h7s3s AdQsJc7d2h 
AsTc9d8d5h As9s7d6s3d Ac8d5c4s2s QcTd6s6c3s 
Ac6d6c5d2d Ac9s5c4s3s AdKd7h7d4s QhJh9d9c3d 
AdTsTc7h6h AsKs9d7c2h JcThTc6s4d 6d6c5d5c3h 
AdQcJd8d2h QdQcJs9h3d KsTc7c5h2s QsQd8s7d2d 
Kh9h9c8c5h KhQdJh7c5h AsQhTc9h2h AsJs8c4h4d 
JhJcTs9h3h QcTd9c6h4s KcTs9c7d4h JsJd8d6h3s 
AhJd9s8c6d KdTc9s4d2s KdJh8c5c3d Jc9s6c5s3h 
Th9s8h8d5s 9c8s7h6d5h JsTc7d5h4s 8d8c7s7c6h 
Ad9h9c7d4s AcQs8s7s5h QdTh6d5c4s AcKhQh8s4h 
QsQc9c5h5c JsTsTd7s5c KhQcTc5c4s AhKd9h9c3s 
AhQh9c6c2h QhJcTh4s3d AhKhJh9s6h QcTs9s7c2d 
Ks9s9c5c3h AcJc8s8h6c AdTsTh9s6c JdTc7d5c3d 
AdKdQc2s2d AhJc4c3h2d Kd9d9c8c5d AdKd9d7d5s 
Qc8s7s6s6c Ad9d8d6c3c 7s7c6h4s4h Qd8s8h6d4s 
QsQhTd6s3s Ts9s9c5c3d AcQhQd7s3d 9h9c6d6c5s 
QsQd6s5c3h QhTh7c5s3s JhTc9c8d6c AdQs6d6c5d 
AhTsTc9h3h QhTh9s7s2c Ts9d7c5c4s Ah7s6h5c3d 
KhJhTh8d4c KhQc8h5c3c AsKs8c5s5d JcTh8h7c3h 
Kh9s8c7c3h JdJc9h7d5d TsTc7h7d6d JsTs7c6h4d 
JsTh8h4s3d AsKd9h7h6c KhQdTc6s4c AdQcTsTh2h 
KhKcJh8d2h QhQc9c5d5c Tc9s8s6s4c AcQd9d8s6d 
AdKhTh6h5h QcJsTc9d5c AsJd9h5c2s Ah9c6c3s3h 
KhJdTc7c4s KhKd8s6d3d QhTc9c6d5s KcTc7h6c5s 
JsJc6c5d3d KsQs9h5h2c 6s6d5d4s4c AsKs6c5s3h 
JsTs5d4d3s Jh9h6d5d5c Jc9h8s7s4c 9d8h8c7d5c 
KsQc9d5s5d AhQhJh9c6h Td9s6s5h5d QdJd9c8d7d 
9d8s7d7c5c QsJhTc6s3d Th9d8s5d4h AhThTc4s4h 
KsJs8h7h4s KsJd7s5c2d JsTs8h6c3c Qc9s9d7d5s 
AsJdTh6h5h AcQs5s4d3d 9s9h6c5c3h AcKd9h5d2h 
Ah7s7d5d4s AdJcTc6s5c KsKc7d6d3h AhJs7h7d2d 
Th9d8d7c4c QsTsTd7d2c AsJd5h5c4s Tc9d6s6d5s 
KdTc9s7s7h QsQd7h5d4c AcTh9c5d2s AcTh6h6d5d 
9h9d7c6c3h AhQsTc7c4c KsTd8d5s3d 6d6c5c4s4d 
KsQhQc9c5c AhTd8d7c3c AsQh9h8h8d QsJd9d6c2s 
KcQs4h3c2s AsQcTh7c3d JsTd7h4h3s JhTsTh6d4c 
Jd8h7h5c4c KdJsJd6c2c JhTd8d4h3s KcQcJc9c7d 
Td9h7h6c3c AdJsTs3c2c AhJd7c6s3h KsJc9d7h6h 
QhQc8c7h2h KdJs9s7c4c Jc7s7c6d5s AcKcJc6h3s 
KhQs7h6s2d Ac9s9h6h5s KcQd8h7c5s KdThTd3c2h 
AsKc7h6d5d JhThTd7h5c JhTd9h3d2s KhThTc4s2c 
Jd9s8c5d4s AdJd6h5c3s AhJs8s7c4d KhJc7d6s6h 
AdKc7s7d4d AhKc7d2h2d AhQhJh5s3h KcTc7d6c5h 
AsQhQd6c4c AhJd5c4h3s KsQs6s5h4c 8s8c5s5h3c 
AsTh7d2s2d KsTh8s5d2h Qs9s9c7c4d KsQc7c6d2s 
Kd9s8c7c3d Ad7d5c4s2c JsTh7c4s4c KsKh7d5d3c 
Jc9d8d6c4h 9d8h8d6h4h KcQd9c8h2h AhQc4h3s2s 
QdJhJd9c6d AsQcTh7d3c Ts9d6s6d4c AcJs7h5s3h 
JcTs8s8c3s JcTh9d5c2d JsTc8s4c2d Th9d8h8d2s 
Ah6d5c4h2d Ks9h8h7c5c KdTd7d6s3s AhKc7s6s5d 
Ah6d4d3h3c KhJs9d7h2d QsQd9d5h5c JdTh9s5d2s 
Tc9s9d8h7c AdTdTc3d2c KcQh8d7c5s AcKhQc3d2c 
AdTh7h2h2d QcJs9s6h2c KdTd9c7h3s As8d7c5d4c 
JsTd7d5c4h AdTc8c3c2d KdTd9s5d3s Tc8d7s5d4s 
QsJsTs5h3c QhTh5d4s3s AhQs8c7c2s JcTsTh7d4h 
QhQd7s5h4c KhJdTsTc5s KdQd9h9d5h AdTc8h5d2s 
QsQc9s4c2c AcKdQs9c2c KcQd8s5s3c AhJc9s8c6d 
KdTs9h7c4d Qs9h7c6s4h AhKcQd7s7d KcJc8d7d4c 
KcJd6h4c3h Jc9d9c5d5c KcQh9s8d6h Ts9s8h6h3c 
Ts9s9d8d3c KhJdTs9s5c Js8d8c5d4s AsQhJc6s2d 
Qc9d7s7c5d 6s6c5c4s4d JsTs8h4d3d QsTh8h7s2d 
JdTc9d3c2h QhQd6s6h4h AdQs7d3h2s QsQcJd4s3s 
KhQdJh6c4h AcQs8h7d3c KcJc9h4d3d AdKd9d4s3s 
AhQd9d7c5s KsJdJc8s4h KcQd4h3c2d QhQcJs5c2d 
JsTh9c8h5d QcTd9h6c5c AsJdTh8h3c KsTc8d5c2s 
Tc9s7h5c4s QsJdTc6s3h AhQdQc9d2s JsJh9s6c3c 
JdJcTd6c2d KsJcTh9h5d AcKhTd9s3s AdTsTh9d3d 
Qh9h7s6s6h JcTh8c7s2s AdKc8c3d2d KsTs9h4d2d 
ThTc9h8s3s Jd8c7c5d4c QcTs6s5c3c KcJs6c4d3d 
Kh9d7d5h4h Ac8h8d6c5c AhKs6s5d3c AdQd4s3c2s 
AsKc6h2s2h AsJhJc6s4s KsQsJs6c4h JhJc9c6d3d 
AsKdJh5d2c KhJs7h5c2s KhJc6s4s3h KdQc6d6c3d 
JdTc9c4d2c KsJsJd9c3h AsKs7h3h2d AcTc9h9d3c 
AhKh7s3s2d As9c5h4h3s AhQdJd5d3c KhTh9c4s2s 
Qh9d8h6s4s JsJcTh8d4c Ad8h5h4h2d JhTs9d7c5s 
AdJh7d6h2h AdJh9c8d4d Js7s7h6c5h JsTh7d4d3s 
KdKcTc3h2c Kh9c8d7d3h AcQd8s7h3c QhJhJc9d6h 
Tc8s6s6d4c JdTh9c2d2c KhQd9s8s2h QhQdJsTs2s 
Th9h8c5c4s As8d7d5s2s Jh8s7s5c4c QcJsJh6d4h 
KcJhTc8d4c 9s8c6s5c4s QhTh5s4c3c Qd8s8d7h7c 
AsJhTd8d2c Qs9c8s6h4h 9d8h6h5d4d KsJc7s7d5h 
AsJh9c8d8c KhQc9d7h5s AsTh9h7d5c Kd7d6s5h4c 
QsTc7c6s3s QsQh6s6d4s AcKh7s6s2h AsQhJc9d6d 
AcJs8d7h2c 9s9d8s6c4d Tc9s7h5h4c QhJsTs8c5s 
Qh8d8c5c4h AsTs9s9h3c Qc8h7d7c5d AsKh7d6d2h 
As9c8s8d6s AdQdJh5d2c KsQs8c5c3d AdTdTc9s2d 
KsQhTh7c4d JsJd7s7c6s 9s8d7d5s4h KcJd8d7c2s 
JhTc9h7s3d KhQs9s6c3c Ad5c4s4d3c QcJdTs7s2c 
Ac9c7h7c6s KsQh9s9d2d AhQh8s3s3d JhJd9h6d2c 
JhTh5d4d3h QsJcTh7h4d TsTd8s6c2d Qh9h7c6d4d 
JcTh7h5s4d Td8h7c5h4c QdTs6d4h3h KsQh9d7h2s 
AsKcThTd2d KdQh9s7d5c 9d8h8c7d5h KsKdJs6s3s 
9s8d7h6c5h 9s7c6d5d4s KsQsJs7h5c QhJdTs9c2d 
Ks9d8s8h7c AcQsQd9s2h AcQdTs7d3h AhJhJd4c3h 
KhKc8s2d2c AcQh9h7s5d QhJs9h8s4h AcKsQh6h3d 
AdTd9c6d2c KdQsTs7c4h KcJs8d7s6h AcQd6h5d3h 
KsJc8h8c5h KsQsJs9s7d KhJh8h6s4s QdTc8d7h2c 
9s9c6c5s3c Qd7d7c5h5c QhThTd9c2s JhTs8s7h3h 
AsKs8c6d2h KsKhKdQhTs Qh8s8c6h4s AdKh9h7h6h 
Jd8s8h5h4d KdTh7h4h3d QsJd9s9c3c JsTh9h6d5c 
KsJc8h5h3s Kh8c6d5c3h KsTh9h9d7h Jh9c8h7c2s 
Jd8d7d5c4c AsThTd7h6h KsKhKcQsTc AsKc9s9h3d 
Ks8c7d7c4s KcQsQh5d2h KsQs8d6d3h AdQhQc6s4s 
Ad8h5d4c2c AsJs6d4d2c AhJh7c5s5h KhQh8h6c4c 
QdQcTd7h3s KdJcTd9s2d AhJcTs9d2d KhKcJh3h2s 
Ah9h8h7d7c AcKhJc6s6c QhQcJd5d3s AcJdTs6s5s 
KsQhJd9h5c Kd9d9c5h4h KhJsTs4d2d KdJhTsTc5s 
KhJh7h6c5s AhKh7h7d4s AdKc7s6s5h QsJd9s7d3s 
KhTh7h7c6s KsTs7s7h6d AsAdAc3h2d Jh9s8s6d4h 
AsKc8d8c6c KsJc5s3d3c 7s7h6s4s4h KcQcTd5c2d 
AsQhQd8s2s KsJsJc8s2c AdKh6c3c2d QcJhTc9d5c 
QdJs9c8s4c 8s8h6h6d3s Ts9d6h5h4s JsTc9d3s3d 
AsQh9h8h8c QdTh8c6c3h JdTd8s5c4h AdTs9h8h5c 
AdJsTs6h4c KhJhTh8d4s KdJh7d6h3d KsJd9d7c4c 
JcTc9h5h2c Qh9d8h6s4d AcKsKdKcTh Ah9c5h4c3c 
AhQcJd7s2h AdQhJc9s6s Kc7h7c6c5h KsQh8d7s5c 
QhTs9c6h5h AhQcJs7d2h KcQd9h8s6d AhJc8h7h6h 
KhTh9c7d3s QdTh9c7d2h AdKd7d7c4h QsJhJc7h5d 
Ac7h6c5s3d AcQd9h3c2h KhTsTc9s6s JhTc8h5s3s 
AhQs9s8s5c Ts8d7c5d4c Kh7s6s5s3h 7d6c5c4s3s 
JhJc9c5s2s QhJc8h8d4d Kh9s8c5c4h Jd9d6h5s5h 
QsJdJcTd4d JcTsTh9c6c QhTh9d7s5c KhJsJh3h2s 
KsJh9s4d3d AdKs7d7c4d QcTc9h7h2s JsTs8c4d3d 
QhJdTh7h2d Qc9c7s6d4d AhTs9h6h2s JhJc9s8s6d 
AcJhTd8d2s ThTc8c6h3d Kh7d6h6d3c Qs9d7c5d4s 
AhQc8s2s2h AcQsThTd2h QdJs9c7d6d KdJsJh8h6c 
KhQc9h8s2s QsQcJh7s2h QcJcTd9c5s KhJd8d7h2c 
KsTd9c7h4s AcQsJd7c2h Tc9s6h5h4c AhQdTc9d3d 
AcKs7s5s5d KsKhTc8c3c AhJc6s5d3h AdKc8h6h5s 
QdJc8h6d3c Ks9d7d5s4s AdJs9d7c4d AsQs8d5h2c 
AcQh7d6h5s AcQcTc9c3s JdTh6d4h3c Jd9h8s5d4s 
Kc9d8s7s3c QsQdJh4d3d JdTd8s5h4c AdQc6d4s4h 
Jh9c6h5s4s KdTs7s6c2d KdJhTc6s3d KsJsJh3s2h 
JcTs8s4c2h QsQdJc8c4h Qc8d7c6h4h Ts9d6d5s5c 
AhTc9c7c6s JcTs9h5c4d Kd8h6c5h3d Qd9s7h6d4h 
AsQcJh6d2s QdTh6d4s3s Jh9h8s5s3d Ad9s8h7c2d 
AdJs9s8h2h Jc9h7h5h4c AcQhQd9d2s Ad9d7h7d6s 
Th9h8s8d5s AhQhJhTh2h KcJs9h7h3s QsTs9s9d6h 
QhJsTh7h2s AcTh9c5s2d AhAdAc3s2h QsTh8s8d6s 
Jd9h6h5d5c Td9d6c5s4s Jh9d6c5h5d KhThTd8d2h 
QsJc8d6s3c QcJhTs5s3d AsQdJs7s3c Jh9s8c5h4s 
AsKs7c3c2d Qs9s9c6h3c KhQhTd7h7c TsTh9h9c2h 
AsKs4h4c3d KhTd8c7h4s AdKcJh6d3d QsQd7h5s4c 
KhQd9d7d6c 9s7h6c5c4s JsTc9c6h5d AsQs8c5h2d 
Th9h8d8c5d AcTs9s8h5d KsKc7s3s3d QhTh9h7d6h 
KsJh8c5c3s Qd9d7s7c5s JhTh9h6c3c KdTs9h7d5d 
JsJcTc8c6c AcQdJd4s4h Kc9d8c6d3h KdQc9s6c3s 
AsKd7c6c5h QhQdJc7h2c AcQh8d2d2c AhKd8d3h2h 
JsTd8s6d2h Jd9c8h5d4c KdQd5s4h2h Td8c7s5c4s 
QcJd8d5c3c TsTd9s7h3h AhKc6s3s2h KdTc8s5s2d 
KsTsTd7d2s QsJs9c7d3d AdTd9s9d3h Ac6h5s4c2h 
QhTh9s7s3h JhTs8h7d3d KdJhTs9c2h JsJd9d6h2s 
JdTh8d7s2s 8h8d7s7d3h AcQsTd6h5h 8s8h7h7c2s 
8s8d7s5s5d AsTh6d4d2s Kc7c6d5s4h Ks9h8s6h3c 
AcJhTh6d5h Ks6d5s4h4d AdQcTh9c2c AdJsTs9h2s 
JdTc8s6c5h AhJhTh4d2s KhQc9h8d4d Kd9h9d6c5s 
AsJcTc6h5c AhJsTc6c5c KdTc9c4d2c KhKd3h3c2h 
KhJc7s6h6d Jh7h7c6d5c QdTs8h8d6d Kc9d8s7s5d 
KsQsJs9c5d AsKsQd7s4s AdKh8s6s5c 8h7c6s5s5c 
AdKh6h5c3s QsQcJc7c6c KcTc6s5s2d QdTd9s7d3s 
JhJc9d8d6s AhKcJs8d4d AhJsJd7h2c AhQcTs6c4c 
JdTs7c4c3d KcQdJd5h4d JcTs8c4s2h KhQhTd5h2d 
AcJhTh6s4d AcKc9c7c5s AsQs8c7s2c JhTs6h4s3c 
JhJc8c6s5c KcQhJc7s5c QhJd7h6c3d KhKcJc6c3c 
Ts9s9d8d5d AhTs8h6d2c QsJhJd6s4s KhQd9c8c7s 
JsTh8s4h2c Ks9h8h5d4s Qd9s9c7c5s KsQsQd6c2h 
AdQs6s6d2s QhTc8d8c6s AhJdTd6c5d AsTh6s4h3s 
KsQs6s6c4c KdJs9c5h4d Qh9h8c5c4s AsJs7d4h2h 
Jc9h6s5h5c AsJs7h4d2h KdQdTd7h5s JdTc8c4d2h 
KhQd8d6h3d QdQc6c5h3s QdJsTc4d3h AhKhTd7h2c 
AhQsQd7c3d KsQd9c8h5s AsAhAcJh2h Kh9c7c5h4h 
Kd9d9c6h3h QdQcJs4d3d KdQh8h7s6c AhQdQc7s3c 
JsJhTc8h5h Ad9s8d8c6d Ts9c6h5h4s Qs9h7d6s4h 
AsQcTh9c2c Kh7d5d4c3h QdQcTs8d3h KcQs9s7s6h 
AsJhJd7s2c KsQhQd5c2h Kh8c7s6h3s AhQhJs7d3h 
QhTh8h8c4c Th9h8s5d4d Qs7d6s6c5d KsQsJdJc4s 
QhJdTh9c5h JdTc8h6c5s Qs8c6h5s5h KhQs8h7c5d 
Jh9c6d5h5c KdJsTd9c2d Ad8s7c2d2c KsJh6s4c3c 
QdJs8s6d2c AhJc8d7c4s Jc9d9c6s4d AcJd9s8h6d 
QdJcTc8h5c QdTs8d8c6d QdJs7h7d4h JcTc8s7c6c 
AdKsQh9d2d KsJc7h6s6d KsJhTc7c4d KcJsJd9s6h 
ThTc6h5d3c KdTh9s9h7h AhQc6h4s4d Th9s9h8s3d 
KdTd8h5s3h QsJhJc6d4c AsKd6h5d3c QhQcJh9s4d 
KcJhTc8s4c KsQcJs6s4d QhQdJc4d3d KhJhTc8h4d 
Jd9s8s8d5s AhQh5h4s2s KsQd9h9c6s QdJhJd7c3c 
Jh8c6s5c4s KhJsTd7c4d TsTd9s5c3c AsQdTh7h4h 
KcQs9h8d5c JsJh9h6d3d JdJc9d5h2h AhJsTh8h3h 
JhJc9d7h5h QhJs9d5s5d Ts9d8s6d3c AcTh8c4d3s 
JhTh8d4s3s QcJdTd6s2s QhTh8d6d3h JsJd4s4h3h 
KcJsJh8d6h JhJd6d5s3s AdTd4c3h3c KhQs8s7d6c 
Qd8h7d7c5c Ks6h5s4h4c KcJcTd6c2d Qd9h6h5d4h 
AsJhTh9d2h AcThTc4s4c KsQs8s6d4d AcJc5s5d4h 
JhJc6d5s5c AhJs7h7c2c AcTs5c4s2s QsTs9s9d6c 
KhQhTs5h2s JcTh8s6h5d KhQhJh7c5s AdKhJh6h5h 
QsJsTs7d3d AsKs7d7c3h Kc9d9c8d5c AhJc9d8c6s 
QcJcTc5c4d QsJd8c6d3s AdQh7d6d4c QdQc5s3h3c 
QsJh6c5s4d JdTc7s7d3c QdTh9s5s2d QhTdTc6d5s 
QdTd8c7h5s JcTd8d4c3h KsJdTd4c2c Ad8c7s5c4s 
KhQhJd6h2d Td8d7s6s6d JsJhTd8h5h 7s6s6h5d4h 
Kc9d9c5d3h JhTd8h7h5c AsTh9s6s2h AcQh7c6s4c 
QsJh5h4s2d Ah8s7c2h2c KcQh7s5s5h AhQsJd9c3s 
QcJdTh7h4s AsAdAc9s2h Kc8h6s5h3c KsTc9s7h4d 
Qh9d7h7c5d QcTc9d5h2d Tc9h6h6c4s Ac7d6c5h3s 
JcTs9c7c6c AsJh8h7d4c Js9d8s7d2c Ac8d5s3s3c 
JhTc8s5s2h KhQc6d3h3c QsQh9s5d5c KsTd7s4s4d 
AhJs9h7h4c QhJd8s7h7c AdTc9d5h4d JhTh9d6s2d 
Th9d7c5c4h AcTs9c4c2s KcQhQc8s4d JsJd4s4c3c 
QcJcTd9c4h AcJdTc7h2c KhJc9s7h2s As8s8d7s2d 
AcTh9s8s5d AcJs8h7s4d AsTc8c7h3h AdJhJc9c6s 
8h8c7h5c3s KhKd7s3h2s Tc9h6h6d5d Ad8c7c2d2c 
Ad4h4d2h2c Qd9c6c5d4c AsQcJs7s3d Kh8s6d5s3h 
QdTd9h9d6c Kd8h6s5h3d KhTc8d6s6h Ad9s8c6h4d 
KdTsTh9c6h KsJc7d6s6h As5d4d4c3s AdKd8s5h5d 
KcJhJc8c2h KhThTc3s2c AhQc4h3d2d AdQcJh7s2d 
Qh9s9h6c5d KcQh9h8c4c QcJh9c6c3h AsKd9s7s4c 
Ts9c8s8c2h AcTd7d2d2c KsJsJc5d4s JsJd4c2s2d 
7c6d6c5h4d 7h6c5c4d3d Qh8c7h6d4d KhTc7h4h4c 
Ts9c8d7h7d KsJs7d6d3d KcJdTh6s3c 8s8h6s6d3h 
Qd7c6s6d5c Ad6s4s3d3c As9s8h5h3s KcQd7d6s2c 
AhQs9h8h6h Kd7s5s4h3d QhJc9h7h4c AhQd6s6h2s 
Ac8d7d5c2c AhQh9h8h8d AcQcJs7d3c AcQs9s8h6s 
Qh9h7s5d4s Kh8c6h5s5c Qs9s7c6h4h Kc9d8d5h4c 
Ks6c5h4s4c AhKsTd5d4d Kd8c7d7c5d AhQd9c3h2c 
JhJc6h5d3d AsTs5d5c4h AdThTd3s3d Qc8s7d7c5d 
QsQh4h3s2c KhTc9s7h5h Ah9c6c4s3h Ks9s7s6h4h 
AcQdJc5h2c JdTc7s5h4d QhJdJc7s6s QhJsJd4h4c 
AhQhJh6s3d KsJhTdTc5d 9h8d6d5h4h AhKhTd7h2s 
AdKsQh6c3h QdQc8s7s6s KdJs8s5s3d KsKh7d6c3d 
Td8s8h7d4h QdTd9h9d6s Jh9h9d5h5d Ad9h6h4s3d 
QsJcTd9h2c KdQhJh7h6s JsJdTd8d6d AhJdTd9s2d 
KsQd9s9c2c AcJdTc7s2c KsQd9s7d2c AcQcJc6s3h 
KhKc3d3c2c Tc9s9h7s3c JhTdTc7s4d AcJh9c7s4c 
KcQdQc8s4h Th9h9d5c4c KhJc5h3s3c Ah7s6c4s2h 
Td9h9c5d4c AsJcTh3h2c QhJsTd4h3c KsTdTc9h6d 
Kh9c6h6c5h KdJs9c5c3s Jh9h8s5d3d JdTd8h4c3c 
QhQdJc6s3d AsQdJs7s3h AsQdJd9h2c AhKhQd2s2h 
KhJc7s6d4h KhQd9s8c5h AhKh6c5h3d JsTdTc7h4d 
Ts7h6h5s4h AcQcJh7c4c Jc9s9c7d4s KsQd6c5d4h 
QsJsTs5c3h Qh8h8c7s7d KdJh9c7c3h Kh8h7s5s4h 
KhQcJh7s5h Tc7s7d6c5s AsTc9h5c4h AcTd8s7h5h 
QhTh9s6d2d KhQc8d7s7h JsJd9s6c3c AcQh8d7s3c 
8s8c7s7d3d AsJd7s6d2d QhJhTh7d3d KdQhJhTh6h 
QhJd9h8d4h Ad8c7h5c4h JhJdTh6d2h Qd9s8d6h4s 
JdJc9c6h3h Jd9d9c5d4c AdQh4d3s2s Jd9d8s5s3h 
AsQsTs4h4d JdTs9s8h6s AdJhTh6c4s KsJc8d7c6h 
KdKcTd8d2d QcJhTd9s2h KcTc8d5h3d QdJs8s5d3s 
QdJd9h9c3c Ad9h8s7c2d AsQd6c5c3d QsQhJd5h2c 
Td9s9d6s2c AdQs7h4d4c AsQs9s8d5s AcJsTs6h5s 
JhJdTs4c3d QcTd7d6c3c Tc6h6d5d5c KhJsTdTc3c 
AsJs5c4h3d AhKh8c6s2d KhQc9s6c5d JhTsTc8d5c 
JsTd9c7s2c QhJsJh7d3d JsTs9c6h2c KsQdTc6c4h 
Ah9s8s3h2c 8s8h7s7c3h JsTc7c5d4h KdTd8s5h3s 
AdJsJc6c5c QsJc9s7s4c Jh7s6c5c4h QdJsJd6s2d 
JhTc8h5d3d JhTc8d5d2h AdKs8s8c6s QcJsJh7c6c 
KhJsJh8h2s KsTh9s4s3h QdTd7h5s3s KdQcJh7h5s 
9h8s8d7h5d AsJd6s4d3s JcTs8d4s3c Ah7c6s5s4c 
Ah9h8s4d3d AsJd4c3s2d JcTsTd8c6c AhKdJc5d2s 
Qd8s7d7c5s KsJc7s7h5d JdTc7h6s6d AsQhTd7c4c 
Kh9d8d7c5c AdJs9h8s6c QsQcTh6s3s KhKdQh7h3c 
Kc9s8d7h7c AdTc6d4c2c KdQc8c7s6h JsJdTs8s6s 
AcThTc4d4c KhTs7h6h4c QdTh8d7s2h Jc9h8h5s3c 
AcKc8h6s2d AsQc9c8h2h AdQs7d6d4c AsKcTh9d3d 
8s8d6s6c3d Kd6h5d4s4h KsJcTd9h2c AsQh8d7c3s 
As5s4d3d3c Ac9d8h7c3s QdTc9h7s5d QsJcTd6s3h 
AdQhJc8s4s KhQhQd9s2c AhTs9s7s6c AcKs9d9c3h 
KcTsTd9d6d KsQhQd9d5d Qh9s9d7s5d Ts9s6c5h3c 
KdTc8s5c2d KcTd8h6s6c Td9h8s7s7c QcTc8d6d3c 
Ac8h7h5c2c KdQc4h3d2c QsTsTd9h2c Jc9s9c6h4s 
Ad9s5c4c3d AcQdTs7h3d Ts9s8h5c4c AdQs9s8s5h 
AsQh7s5s5d QsQhTc8d2h QsQc6c4s2c AdQc9c7h5s 
KsQs9c5c2d KdQs9c6s5h Ad8h8c6d5d Tc9d7h5c4d 
As9d6d3s3c AsQc9h8h5d AcTd8c6h2s JsJhTh7h4c 
Th9h6c5s3c QsQhJd9c3h Ts9h8s5d4d AcQdJh6c2s 
KcJd6d6c4c QhJc9h7s6h QdJhTs8c5c AhQdTs9d2d 
JdJc9h8h6s JsTc8s7d2d KcJdTs6s2d JhTsTd7c5s 
KsQc9c6h3h Ad8h7h2h2d AcJs4c2s2d Kd8c7s7c4d 
KcJh9d7c2d KcQdQc6h2s KhTs7h5d4c JcTs8s4d2c 
KcJhJc9s3d JsJh9c6s5d AcTc9d5h4c KhJc7h6c3h 
Jh9d8c5h4d AcTh9h8s5d JsJcTd4h3c JhJd9d5h2h 
Kd6s5d4s4h As8c7d2s2d KcQh9d8s5c Ad7h6s5s4h 
KcQd5c4d2c Js9s8c7c4d KcQd9s5s5c AhTs8s7c3c 
AdTs9d5s2d JcTs5h5c3s QdJd9h9c4c KhJsJh7h6h 
QsJhTh6c2c KdQh8d5h3h Jd8h6h6c5d AhJsJc3c2s 
JsJd9h8h6c AhKh9d4c2c KdQc8s7h7d Ts9s7c6c4c 
KcJs6s6c4c KcQcJc9d5h KcTc6h5h2s Jc8c7c5s4s 
AhJhJd4s3h QhTsTc9d6d JhJc4s2h2c QcJh7d5c3d 
KdQd7s7c4c KhQd9s6d5c AhKdTs5s4s AhQsJc8d4d 
AsJd4s4c2c As7c6s5d3h JcTh9c7s3d AcKcTd7h2c 
Ks9s7d5d3d KdQh9s7h2d QdTd8s8d4s KhTs7s4s3h 
JsTd9s7h3c Ad7s6c5c4s AhJh8s8d6h Qh7s6h6d5s 
KhJd8d7d3h KcQd9c7h5s KsJd6s5h4c KsQs8d7c6s 
QcJdJc6d2c QhQd9s5c4h QsQh8s7h2s KcTd7d5s2c 
AdKc9s7s6h Ks9h8d7s7c KdQcJd9h5d KhJc6d4d3h 
Kh9h8c7s6h JsJc9d8d6h Ac6s6c5h5c Th9s9c7h4s 
Ad9d8h5h3d 9s9d8h8d7d AcTc6c5h3h AcKc9c7c5d 
As5h4h4c3s 8h6h6c4s4c AhKc6s3s3c JsTc5s5h3c 
KdJc9h5s4d JdJc8c6h5c AdJc6d4c3d Ks8d7s7d4d 
