KsQh7s6h3s 
KhQh7d6d4h QhJd7h5s5d AdJc8h7d3s AhKh8h8c5d 
QhQcJh2s2d 8s8d6s4h4d KcQsQdJs2s KdTc9d6h2h 
QcTs9c4d3d KsTc9s6d2d Jd9s9d8h5h Ac9d7c4s3d 
JcTs9c7s2d KhTs8h7c3c JhJcTs3s2h KsJh5s4h2d 
Kh7d7c5c4h Jh9h7d6d6c QhTh7d5d4d KdQcJd7c2h 
QdJd5h5c4c KcTs9c6d2d KcTs8c7h3h KhJs9h6c5d 
KhQdQc9d5s AdQsTc4s2c KsQh9s8s7d AcQs9h7h4s 
AsTs6c5h2c AcTh8s3h2c AcKh9s4s2c Ac8h5h4c3s 
AhTh9h7d6h Th8s7s6s4h Tc9h9c5h4d KsTd9s8s6h 
Ac8s7c4h3h AcJd9c5s5h AdJsJh9d6d Ah8d5c4c3h 
QsQd5c4s2c QsJc7s5h5c QsJh7s5h3c Ah7c6d5h2c 
Th9h9c7d4c KdKc9s5h2c KhKc9s7h3h QsTd8d7c6d 
AcTh8h7s5d AdKc8d3c2c QcJh9h7s3c AsQdTh4d2h 
JcTsTh6s3c AcQc6d4d2s AcTc9s7d4c KcQd4h4d3c 
KhJd9d7s2h QhQdTs6h3c KsJc7d6s5h JdTsTh9c6s 
AsQc8s8d6s QdJc9h4d3c JhTd9d5c2h AhQs5h5d3c 
AcJs6h5c2h Ac9c8h7s3d JhThTc8d5s QdJh8d6h4d 
Tc8s8d6s5d KhKdQd9d3c QsJhTd9c3s KhQdQcTh2h 
9d9c6c5h4d AhJs7d6s2h KsJd8s8c4d Kd7s6s5h3d 
QhQdJc6c5c AcQhTs7d2c AdJc6d5s2s QsQd9h7c5s 
AsQcJd9h5h AdKhTc9h2h JdTh7h6s3d AsJs7d5s4c 
Ks6c5s4h3h Ks6h5s4d3d KdKc7h7d2s 9d8c7s6s4d 
KsJdTc8c6h AsKd8h5c3s KdQsTd5d2s KhTs9h8h6c 
QdTh9h9d3d KcJdTc7s3h AsKh6d5h2d KcQs9d9c8c 
JhJd5s5d3s KhQs7s4h3d 9h7d6h5c4c Jc9d8d5c4h 
AdKh6c5h2c KdQcJhJd7d AcKs9d4d2c QdJc9d4c3s 
KdJc7h6c4h QsJcTd9c6c QhQdJd6s2s QcTsTc8c7c 
QcTdTc5d3c QsThTd8h6h KhJs9h9d7h QsJc7h5c3s 
KcJs7s7h5h 8s8c7d6d4c JhTh9s9d8h QsTs6h5h5c 
QdTd8h6s5c Ac9d9c7s5c AdKdTdTc4d AdKcTd6s2h 
KcJsTs8d5h KdTc6h4h4d KhQdJsTs6s QhQdTh9h4c 
As6h5s5h2d AdJh9c4c2d KcTs8c7h2s KhTd9c5h5d 
9s8c6h5h4s KsQdTd7s2s Td9s8d6s4c QdTs5h5d4s 
KhTc6d4d3h AsQcJc8d8c As7d6h5s2d Kd9c7s5s4d 
JsJd9d8h3h Js9s7d6d6c QsJdJc7h6s KhQs9h6s3h 
AhQd7h5c3s KdKc9h7d3d AsQc6s5s2c Tc9h8c6s4s 
AdKsQd8h2c AsKhJh9d6h KcJh7d6d4h 9d7d6s5h4h 
QsJd8s5d3h AhQc9d6d4c QdJh9d4h3s Ah6s5s5h2d 
Kc9d8h8d5c AhKs5s4d4c QcJs9d8c7c QdQcJd7d6h 
KhJsTc5c2s KsQc8d6d6c KhQcJh7c2s AcKhTd6d5s 
JsJhTs6d4c Ah9c7h4s3c KsTs8s7d4d QcJcTs5c2s 
AhJcTc5s2s AcTc9d7h4c AdKsQdTd2d QdJc9s8d7d 
AcTd5d4s2c Tc9s9c6d3s QdJd9c7h6s KsTs5c4h3h 
JdTdTc4s2c KcTc6d5h4s KsTh9s5d2h Ad9d7c6c2h 
JdTd5h4h3c QhJc6c4h4d AdQhTc9h5h AsKsQs8h5s 
Kc9s7s5c3d AsJc4s4d2c AcJs7h6s2c AdJd9h2s2h 
QdQcTd7s2s 7h7d6c5d4c JsJcTc6h6d QdJsJd6h6c 
QsTs9h4h3c QhTs8h6d2s KcQcJd8s5h Jh8d7s5h4s 
AdQsQc9h3s KsKc6s5h2s QdTsTd5s3d KcJdTs6d5h 
ThTd8h7s7h KsJc7h7c5h KdTsTh6d2s As7s6s6c4c 
AcQdQc9s2c AsJcTs9s5s JhJcTh6d4s KcQsJc5c4h 
KhJsTc8c6d AcKd8h5d4s JhTh9s9c8h ThTc9h7h6s 
AhJc6c4s2h QhQd9d7c5s KhQs6h4s3s AdJh5d3c2h 
9d8c6s5s4d AdKc8s6c5c KcTh7s7d6c AhKsJc7s3d 
QhQdTs6d3c QhTd9s9d8d TsTh9c7c4h As9c8d5h4s 
AsTsTh9c4s KcThTd6h2c 8h7s7h6d5s KsQhTd6h4c 
JsJcTs4h2h KdTs9c7h6h 9d9c7s5c4d Ad9s9d7c5d 
JhTd9c5h2d AsTdTc6c4d KcJs6h4h4c AdKc9d6s5d 
AcKs7c5h5c AcKsQd8h2c KsTh9d6s2d QdJc9s8s3d 
AhQsJd8d4c AhJsJh5c3h KdJh7s7d4s AhJdTsTd4d 
AdJhTh9h4s AsTc8c7d5h TsTd9c7c4d AsQs8h5h3s 
QhTh9c8s5d Ac9d8h6h5d Jh9h9d8s8h QhTdTc8c6c 
KdJsJc7d6d KdKc9s4c3h AsKc9s6h5s KdTs8c6d3s 
Th9s9h6c4c KsJc8s7c2h AdQc9s6h4d Qs9h7h7c6c 
QsQhJh9h5d 9d8s7c6c4d JsTs5h4h4d KdTs7s7d3c 
JsThTc9d6c AsJd4s4c2d JdTd7s6d4s 8d8c7h6h4d 
QdJdTs8d4c Th9h7c6d4c Ah6s6h5s4h AcTd9h9c5c 
AhTh9c8d4h AdKhQhTh3h Jd9s7h7d5h AdTs9h7d4d 
As9c5s5c3d KsQhJh8c6d Ac9s8d3d3c Th8c6h5s4s 
AdKdTsTd4d 9s8s8d6h5h QsQcJc7d5c TsTd7d5s4d 
AsKsJc7s4s AsJs9s9c8s QdTsTd9h6d Ad8d7c5d3c 
AcTs7c4h2h QhTh7s6c3c KdJh9h7d2s JsJh8h8d3d 
QcTs9s5c3c AcJh8h6c3c Kh9s7h5s3d KcQdTs7s2c 
QsJsJhTs4d Ad9c8c3h3d QdTd9h8h3d Jc9s9c5d4s 
JdJc9d8s3s KcQdTh2h2c AhQhQc7d2s AdJh8h6d3d 
QdJhTs5h4h Kh9s7d6s3h As9s9h4d3h JsJh9s4h3d 
Ad7d6c5s2s TsTh9c8h6d QhQcTc5s5c KsJsTs7h7c 
KhJc8s7h5d AdQs7h6h2d JsJdTc3c2d JsTc8c7s2h 
Ts8d6d5s4h QdJc9d5h2c QcJsJh8s2h Ks9d7c6s3c 
KdKcQdJd3d KhQdJd8s6c Ks9c6c5s5h KsQhTd9d6d 
Ts9h8s6h4d QcTs6c5d3d KdQs9h8h5s JhTs9h4s4d 
AsQc5s4d3h AcJc9c8c7s KcQcJhJc4s Tc8c7s6s6d 
KcTc8c7h4h QcJs9s9c4h AcTc7d6s2s KhQd8h6c2d 
AcKcQs6d3c KsTc6h4s4h KhKc6s6d3s QdJhTs5c4c 
TsTh8c7d6h KdQh8d6h2s KdQs9c8h7s AcQsJh7h5h 
JcTh9h5c2d KcTh9s9h7d KsTs8c6c3h QsJhTh9h6c 
AhJs7c6s2h AsQh8s3d2h QdJd9h8h3s KdQhJsJd7d 
9c8s7h6h6c QcTh8s8c7c KsThTc6s2h As9h7s6d6c 
KhQcTs7s2h QsTd8h7d4h QcJc9s9c8h 9h7h7d5s5d 
AhQh7s5c4h AcTc9d9c5s QsTsTc9h6s JsJdTh4d4c 
ThTd8d7c4c As7s6h5h2d QcJh7c5h3s KcTh8d7s6s 
Ks9s7c6h3c KsJs9d8d2c AcQdTs9d5d QsQcJd5s3s 
AsTs9s7h2h QcTc9s8s3c AcJdJc6s3h Js8c7s6c5c 
JhTd9d5h2s Ac9c8d7s3h QsJsTdTc3h QdJh6d4c3h 
AsKcJd9c2h KdJdTd7d6h KhJs5h4s2d Tc9c8h7d6s 
KdQsTh2h2d Td8h6d5c4c Kd6s6d5c4c AdQhJh8h7h 
AdTd7h6c2h KdJh6h5d2c TsTc8c7h4h AcKcTc4d3s 
KdTh6s4s3d QsTs9h7h4s KcJh8c7h4c Ah7d6s5h2d 
KcJdTc7h3s As8d5h4h3s KcQc8s7h4h AsQcJh7h5h 
AhQs8h2s2d QcJh5d5c4d AcKs7h7d6s Ks9d7h6d3s 
AcQh4s4c2s AhJc7h4h3c 9s9c8c5s5d AcJc6h4s3s 
AsTd9h8d8c QdQcJc7c6h KdQdJsJd4h As9s8s7c3c 
AdKsTh9s2s JsJc9c8d3d Ah6d5h5d2s As8c7c5s2c 
KdJhTs8c6h AhKs7d5s4s QdJs9c6s4c Kh7d6d5s3h 
KhKdJc8c4s Js9d8s6s5d KcJcTc7c6s Ad8s5d5c3c 
Qh9h8d6d6c As9h9c7h5c QhTh7c6s3s AdKsQc7h3s 
KhJsTs7c5s KdQsTdTc5h Ac8h7d6c5c JcTh9h5c2s 
AdQs9d4s2s QsQh8d6c5c As9s7d5h2h QcTd8h8c7c 
KcTsTh6s2c KsKhTd7d3d Th9h9d5d4c Jc9c8c7h5h 
AdKhQc7s2d AsQcThTc3c AhJs4h4d2s Ah9s8d5h4c 
Td9d8s6s5d TsTd9c7h6c KcQdJh6h5s AhKs9h6d5h 
Ad8h5h4d3c QcTs9s6d3d AhTs5c2s2h KcQh9h9c4d 
AdKh7s7h3s KhTs9c7c6c Tc8c7s6s4s JcTd9c7s6c 
KsJsJcTs4d AhQcTc7d5c Jd7d7c6d6c AsJh8d6h6d 
AsKcJh9d5d Kc9c7s6h3s QdTd9s6s2c QdTd8c7s7h 
KsQh9c8s7s KcThTc4h3h JsTc9d7h7c AcQsTs6s5d 
QhJdTd7c2h AdJh9c8s7s QsTd9d8s2s 9h8h8c7c5s 
JsTd6d5h3s QsJsJd6c5s KdTc9s7c6c KdTsTd8s3s 
TsTh9d8s7s KsTs8h7d5c AsKsQd5h2s JsJh9d5s2h 
KhQd9s8c7d AsTd9c7h2s Ah9s9h7d5h KsKh9d4s3c 
QhJc9c5s3s AsKdJc9d2h JhTd6s6h4d Jc8c6s5s4h 
Tc9c8h6s4s KdQsJcTd2d QhJdJc8c6s KdQdQc4d3h 
AdKdJd9h2s KsKd8c7h3d ThTc9d8h2c Qs7d6c5s4c 
AcTc9c7d6c KsTh7c4s4c Jd9s9d8c5c KsQd9s5d2h 
9h9d6h5s3d KdTs9c6c2d AhKhQc8h6h KhJs9s7h3h 
KcJc9h9d2h Js9s7h6h6d KdTd9s8s3d QsQc5h4c2h 
KsKhJh5h2c KsTd8c7h6h QsQhTc6d3h JcTs6h6c4h 
QcJs9c5s2d KsTd9s8s6c TsTh9c7c4s QhQdTd9d4c 
KdQcJcTh4c KhTd7d4h3d KhKc6s4h2d QsTh9h5c4c 
KhJs7s7c5c AhJh6c4s3s Ad8s7c6d5d 9h8c7h6c4d 
AcJd9c6d2d JcTc9h7h2d JcTs8h5c3s 9d8c7h6h6d 
Ks9c7s5c3d JhTdTc5d4s KsQdTs4s2d KhQcTh4s2s 
KsQd8d5s5c AdQhTh6h5c 9d8s6c5c4d Ac8c7h6s6d 
Ad9c7c6s2d JdJcTc4h2h TsTd8h5h4d AsKcQc6d3h 
KcQh6c4h2d KsJcTs7h3d AhJs6s4c2h AsKd7d7c3c 
JdJc7d6h3c KdTd8s7h5c 9h7h6s5s4d KdJsJc7s2d 
KdQs9h8d7d AsJhJc8d6c QdJhTs8c4d Td9h9d5h5c 
KsQsTc5d3h AsTdTc5s3h KdQcTs7s6s AcKhJc9c2s 
AcJh5h4c3c 9d7d6c5c3s AhJc8s7h3d KdJd8d7h6s 
QcJs6c4h3s AhQh7d5c4h AcJhTd4d2h 9s7d6d5s4h 
AcJh9d8d3h QsQcJs9h6s AhJc9d3c2h AsJcTc5d2d 
QdJh9c5d5c JdTc9c3s3d AdJc8d3h2c AhJs9c8c3s 
AcQdTc5s5c AcQh9d6s4c KhKc6d4s2h KcTc6s5d4h 
QsJd6s6d4d QhJc7c5h5d Kh9s9h8d7c Tc9s7s7h5c 
KsTd8h6d4h QcJhJd7s6c KcQdTh4h4d JhTd9d3s3h 
QcJsTh7c2s KdQhQd7d2h JsTh6h6c5c JcTd9d5c2s 
AcTd4s4c3d JsTh6s6c4c TsTh9c8s2h Ah9s6s6h5h 
QcJc9h8c7s AhQhTh9d3h JdTc8c7d2h AdKs7h7c6s 
AsKc9d4d2s TsTh8c5c4h JdJc7c6h3d JsTs8h5h5c 
As9s9h7h2h AsKdQh7c3d JhTd8h4d4c Ad8h6s6h2d 
QsTc9h9c7d QhJsTd5c4c Kh9s8h6s5h AcKdQs6h3d 
Kd6h6d5c4c QdJhJd4c2c Jh8s7h7c6s KdJdTc3s2s 
AhJsTdTc2s KhJh7c6s3s AcQdJdTd6d JdTh9h5d2s 
KcJcTc7h7d Kd7s7c5c4d QsTc7s7c5c KsKd8s8c2h 
AdKsQc8h2d KsJc9s9d7s AsTs6c5d2c Ac9s7s6h2c 
QdTc9c5s4s Td8c6c5d4h Tc9c8d6d5c KdTc9c5d2s 
QhTs8s7d6s AhTh9s4s3h KcQhTd6h4s KsQhTc4c2h 
TsTc9h7h6d AhQsQc8s4s KhJhJc6s4d Kh9c8d8c5h 
QcTsTh8s6s KsQsTh9c3d QcJsJcTc4h KdQh9d8h4h 
Th8s6s5h4c KcTh8c5c4h KhTd8d5h4h AhKcJs9c2d 
Jh9s7c5c4h QsJs9s9h8c AsKdTc4h4d QcTd9h9d2h 
AsKdJc9h2d Ac8d5s5c3s KhJs8s7c3h Qs9d8s8d6s 
AhJd9c4c2h KcQs8c6s2d AcQs9d7c4h KsKdJh7c2d 
Qh8d8c7h5d Ac9s7h6h5s QcTd5h5c4d AsJs6c4d3d 
AhJsJd7d5d 9h7s6c5h4s KhJs7c6s4c Ac9h9d8s8d 
As9s9h2h2d AdJs8s6d3d KhJhJdTh4c AsJs7d5h4s 
AcQc9d6c3d AsKd9c4c2s KdTc7d7c3s KcTs9d7s6s 
QhJc9c5d3d QdJhTc7h2d AsJs8h4s4h KcJs9d8d2c 
AhKd7h5h5c JcTc8d7d3h Ad9s9h7h5s As5h5d2s2d 
QcJd9c5h2d JsTsTd8c5h AcQhTc5s5c TsTc9c5d3s 
AhQc9s6s4c JhTd9c7h5s KcQhJh5s2s KhKc8c7s2d 
KcQd6c4d3d KsJd7h7d5h AcKcTc9h4c KhJc7d6h5s 
JdJc8h8d3h QhJdTd9d6c 9h7d6c5h4d AhKh8s4s4h 
KhJd9h9c2c 9s9d7h5d4s KsJc9c7d2s Kh9c8d6h4c 
Ah9s9d7s5d KsQhQc9c5d KcJc8c7d6h KhTd9c6s5h 
Jh8c7h6c5c KhQc6c4c3h KcQdQc7c2d AcKsQh7d3s 
JdJc9c7c3d Qd7s6d5s4c KsKhJc7d2h Ad8d5h4c2h 
Qh9s7s6c5c JhTs6s6d5d AhKcJd7c3s JhTc6s6h4c 
AsQsJs9c7s KsTh8s7h3h JdTc6c5s3d KsKcJd7h2c 
KhJs9h8s2s KdQd8h7s4s Ad9s7h6h2d AdQdTd7s2s 
Jh9h8h7s5s AdKdQc8d6d AsJsJd5h3s AhTs5s4d2h 
AdKdQd8c5d AdKd8h4h4d AdQsJs5s4c KsQdTh5d4c 
Ad9c8h6h5c AdJc9s3c2d AsJc8d6d6c KsTh5c4s3c 
KhJdJcTd3s JsTc8h7s6s QhQcJh7s5h JdTs9c7s6s 
AcKhJh9h6d KhKd9s9c3s Ah7c6d3h3d QsThTd9h7h 
AhQs9h6c4d AcKsJh6h5d KdJdTh3c2c Ts9s8c6d4d 
QsQcJd6c4c Kc6s5c4h3h Kd8c6h6c5d JdTc8h7d6d 
Kh9s9h7s4c 8s8h5h5d4s QhJd6s4d3h QhQc6c5s5c 
Kh9c7d5d4h Th9h9d7s4d KdQdJs7s3s QcJhJc6d5c 
AdKs5s4h4c Ts7s6d5d4c JdThTc6c3d Qc8s7s6c4d 
QsJh7c5h3s AhKdJd3c2c KsJs8s7c6d AsKdQh8h8c 
QsTsTd3s3d AhJc6c3h3d Kh8s6s6d5h AsTc9d7h2s 
AhKsJc4d3s KhJsJcTs3d AsKcThTd5h AdKdQd8h5d 
AsKh4s3d2d QdJcTs9c6c AdJd9h6h2h KsQd7s7d4d 
AsJc9s6c2c KdQcJc8s6h Jh9d7s5s4h KhQs5s4s2h 
KdQcJcTc3h Qs8d7h6s6d KhJdJc5s4h KhQs7s5h3h 
AsJdTd7c4d Kd9c7s6d3s AdKs6d3d2s Jh8h7s6s5s 
KsQhQd9d5c JsTs5c4h4c KsQdTc9c6c QhJs6h5c3c 
Qh9h8s7s5h Qd9c6h6d5h KdKcJh7c2s QsJh9s4h3c 
Ad9s8h3h3d Ah9s7h4c3s Ac8c7d5c3d As7s6s6h4h 
AcJdJc4s2h Th9h9d6s4s QdTs8h7s4h 9c7h6c5s4s 
As9h7s4c3h AhJh6s5d2s QhTc9c7s6c QdJh8d5s3h 
KsJc7h6s5d KsJs9c8d4c JcTc8h7h3s JcTh8c4s4h 
AdQd7h5c4d AhQc7h5d3s KdJhJcTc4s KcTh9s7h6h 
KhKc8s8h2d Qc8s7c6c5s JsTd9s4d4c Ac6h6c5h4c 
QsTs7c6h3h KcJsTd6c5c Qc8s8d7c5d KhJcTd5d2c 
KcQs8c5s5h KhQdTh5d2h KsTsTc5c3s AhKs7s3s2h 
KsJd7d7c5c Kh6c5h4d3d KsQhJhJd6h AhQsTs9d4s 
QcJs9h4c3s AsKsTs4d3c KhQcJd7h6h KhQc9c5h5d 
AsQcTh3s2d Kc9d7s5s4c KsQsTc9h5d AdKdQs5h2d 
QsJc9d6d4c AsQs8s8c5h Jd8s7c6s5c Ac9h7h6s2c 
AcQdJc9c5c KcJd9h8c2h KsQh7c5c3s KsJh9h8c7h 
KsJhJcTh4d AhQs9d7h4c Ts9h8d6d4s JsJc8c5s3h 
AcTd7s6c2s JsTs7h6s4h JhTd8d5s3h KsThTc6s6d 
ThTd9c6s6d QsJsTc7s3c Js8h7c6h5c KdQd8s7c4c 
JsJh7h6d3s AhKs6s5d5c AcKhTsTd5d KcJs7h6c5d 
AdTh9h6s5s KsJs9h9c2c KsQhTsTc5d KhQcJcTc3s 
JdJc9s9d5d Ad9c7d4h3c KhQs9d8s7c JcTc9h5d2d 
TsTc9s5d3c KsQdJc9s6s AhKsTs9s2d JsJh9s8h2s 
QdQcJc6s2s JhTs6h6d4s AsTd7s6d2d AdJc6d5h2h 
KcJdJc6h4s As9c6d6c3s Ts8d8c6c5d KsQsJsJc7h 
AhTsTc9s7s QcJs7d6s6d QcJs7c5s5h QcJdTc9h2s 
AdKcTs9h5s KhThTc4c3c AcKsThTd5d AdKh8d5d4s 
Qh8d7c6h6d QcJh9d4c3h Kd9c7h6c5h KsTc9s5c4s 
AsQc9d6h4s QhJd6h6d4d Js9s9c8s8h KdJd7c5c3c 
Jc8c7s5h4s KhQs8s7h4h AsQhJh8h7h KcJc9s6h3h 
KcTd7d7c3h QsTs9d5s4d QdQcTd8d4s KdQh6h5c3c 
JdTh6s6d4s KhQdTh9c2s QsQc7s6h5s AsQs7d5h4s 
AdQdTd9c3d KhQh7d6c3d TdTc8c7s7c QsJc6s6d4d 
KhTh6s4s4c JhJdTd6c4s QhJs6d4s3h KcTd5d4s3c 
Ac9s8s6h5h QcTdTc3d3c AcJhTs4s2h KhJd9h6h4d 
AhQsTdTc4d AcTd9c8c2h KhTc6s4s3h KhJs9s8d7s 
QhJsJc9d5h KsTs9c7c3s QdJh8d5h3c KhQc6h4c3h 
AsQs8d7s7h QsJhTh9h6d AhQhTsTh4h KhKd6c4s2d 
KcTc9h6d2h QdJhJc9s6d QsTs9d7c6s KsTc9h7c6c 
KdQs9h5s5d QsQc5d5c4c JsTsTh8c5d KsJsTd5s4h 
JhTh8d7d3s QcTc6s4s4d KhTd8s7c6c Jd9h8d6d5h 
KsQhTd7h7c AdKh8s7s5c JdJc7h7d5s TdTc8h7s6d 
QhJd8h6d4h AdQc7h6h2d Qs7c6s5c4d KhQsJdTd6d 
Th9h9c6d4d 9d9c7c5d4c KhQsTd6s4c AhQdJc7c5c 
Ac8c7d4h3h Ad9s7h4d3h KcTd8s7c3d KhJhJc6h5s 
Th9h7c6s4c AhTd7c4c2h Ts9s9h6c3h KhQcJh7c2d 
AdQhJs9c5c As9s7c5d2d AhKc9d6h5h KcQcJc7d4d 
JsJcTc6h4d JhTh9s7s2c AsQd6s5h5c KdQc6c5h3h 
AdKhTs5d3d AcKhTs9s3d KhKcTh4s2h 9s9c6c5s4s 
9h8h8c7h6c 9d7d6s5s4h JsTs9s7h3h QsTh5d4h3s 
QhTsTd9s7s AsQhJd6c5c QcJd6c5s3s KsJdTd7h4c 
KcJh5h4d2c QhJs6c4s4h As8d8c7c5d Qh7d6c5h4c 
KdQsTd9d7d AsQd4s4c2c JhTs8s5c3h KsQdJh5d4c 
AsQd8d3h2s AhKd8c5c2d Ts8s7s7d6d KsKd6h4c2s 
AhKhThTd6h QhTc9d6h5s AcQd9h6h4d QhJs6h5s3s 
TsTd8c7h7c JhJcTd3d2h As8d5s5c3c QsQc8h5c4d 
QdJs5d5c4c AhJc8d6d6c 9h8d6c5c4h AhTh9c4s3d 
As9s7d5c2d QdJhJc6d2h JcTd5c4d3h KsTs8d7d2h 
KdJsTc8h6s Td9h8d6h4c JsTs9h7h2d Jh8h6s5s4c 
ThTd9c8h3d Qc9s6d6c5d TdTc9s9h6s Ts9h9d8d5h 
KsQdQc6s4s 8d7d7c6h5c AsKs6h5s5d KcQh9h5d5c 
JhJc9h4c3d QdJhJc8h2c AcQhQd9s3h AsKs8h7s6s 
KdTsTd5s3d KdJc5h4c2d QhQd8s5d2s Qh9d6h6c5c 
AhTh8c5d4h Js9c8s6s5c As8s8h6d2h Kc6s6c5h4h 
AsQdJd4c2c QsJhJd5c4d Jc9h9c8s5s AsKhQd7c2s 
AcQc8c5d3d JsJh9h5d2s JhJcTs3s2c QsJsTc7h4d 
9s9d8s5d5c KsQcJhJd3d KhJc7s7c5s KcJd9d7c2h 
AhKsJc9s2d AdKcTh6s2d QsQhJs9s5d AhKcTd4s4c 
Jh9s9h8d5d Ah9s7s6d2h AsQcTc6c5h AdKc5h3s3d 
KcQsTh2h2c KdQsJd7s2c JhTd9h7s6h QdTs9s9h7c 
KdQs7d5c3c KdJhJc8s6d KcJh9s9c4s KhJh7d6s3s 
KhQs9h8s4s QhJh9c7c4s AhJd9c5d4c AsQsQd7h2c 
QhQc8s5c2s AhKdTd9d2s KsQsJc7c3c KcQd8c5s5d 
ThTd8d7s7d AdJsTh3d2c AhKc4h3s2s QsQd6d5h5d 
QhJs7h5s5d KhJd9d9c3h KhQsQcJc2c AsKhJh3d2d 
Ah9d8c6c5d JdTc9c5h2d Qd9c6c5s3d As9s9c2h2c 
KdJcTs5s2c Qc9h7h6s5s AdKhJs9h2c AdKcQs6h3c 
QdJhTh7s2d AdTd8s6c5d JcTd9h7h6h Kh7h6s5c3c 
KdKcJh8h4s QcTd9c4s3s Tc9s9c7s5s AdKd9s5d3s 
KhQs8s5h5d AsKh9d4d2s JdThTd4d2h 8h8d5s5h4d 
KhQd7h6d3h AcTs4h4c3s Ah9h9d8s7h QhThTd9s6h 
Qh9d7s6s6h Kc9d8c6d5c AdKdQh6s6d Kc9h8d6c4h 
Td9d9c8s5s JdTs9d6s2c As9d6h6d3s AhQsTc4s2c 
AdQs5d4c3h TdTc8c7h4h KhTs9d7c6c AhQsQd8d4d 
KsKdQc8c5c AdKhQs9d4d AsKdTd3c2c Jh9h7c6d6c 
AcTsTd8d2s KsKcTd7d3d Th9d8h6d4c JsJc9h9c5c 
JcTc9h5s2h KsTd9c7c4d 8d7d7c6h5h KsQhJh5d2d 
AcJsJd7d5d AhKh8s5d3c Th8s7h6s5s AhKcJs4d3c 
QcTs5d4s3c KdTs9c7c6c KcQsTs7c2c KdJh8s8d4h 
KsJh5h4c2s AdQs6c5h3d AsTh7h6h2s AhJd4s4h2d 
AcKd4h4d3h Kh9h9d7d4c Ah7c6c4h3c AcQdTh9d5d 
AsTs9h4c3d KhQsTc6s4d Ts8s7d6d6c 9d9c6c5s4d 
AhQc5d4s3h AhJh7c5s4h KsKhTc5d3c QhJsTd5h3c 
Jd8c7s7d6c AsJs7c5h4s JcTd9d7c2h KsJs7d6c3c 
As7s6c5c2h Td9h9c8h5c AcJh9d8s8h KsJh7d6d4h 
KdJc8s8d4c Ah9h9c7s5h Ah6c5h5c2s Ah9s7c6c2h 
KdJc7s7c5s KsTh8d6s5c AsQhTc9h5h Js9h8h5s4c 
KdJs8d7s2c TsTd8s7h4h Ts9s9d5d4c AcQh9d5d4h 
KcQsTd5s4h KhTd9d7h2d KhQcTd9d6d KsQdJs7d2c 
JdTc8h5h5c QsJsTh7d4c KsQsTc7h4d KsQc7c4h3s 
QhTh8c5h4c QsQc8s8d5s JdThTd7h2s KhJs7h7c4c 
9d8h7c6d6c AsKc9c3s2c TsTc9h6s6d Td9h9c7h6s 
AdKcQcTc3c JdTh9d6d3h KsQd7h5h3s QcJd9s6d4s 
JdJc8d8c2c QdTc8c7s6c Ah9s8c3h3c Ah8s8c6s6c 
AdKs7s3d2s Tc9c7s6h4s Tc8h6c5s4s KdQsJsTs3c 
KhJd7d7c5c Ah8s8h6c2s Tc8c7d6s6d KcQsTh4s4h 
QsQc9c8c6c KcQhTc5c2h AsJs9c6c2c JsJh8h5d3s 
KsTs8h6h3c AcTs7d4d2c AcQh8h3d2c AdKd9h3h3c 
AdJh7d4d3h Js9s9h5d4h AdTh8d4d3h AsTh8s3h2c 
KdJh9s8d2s JcTc7s5d3s Th9s9d8s5d KhTc9c5h2s 
KcQc8s7d4d KhJd8s5h3d AdJd7h4h2s AhQh8h8d5c 
AsJd9c3d2s Th9s8c6c4h JdJc9d7d6h JcTc9h9d8c 
AdKhTc9c3s JsJh9c8c4h 8h8d6d5d4h KsQdJc8c7c 
9d8c7d6c4s QdQcJh5c3c Ks7h7c5s4h QhQdJc8s6c 
AsQc7s6d5s AcKh5h4s4d QsTh9s9h3s AhQsJs8s7s 
AhTs9c7d2h KsQs8h8c5h JsTd9s6d2h KsQc6s4c3c 
JcTh9s4h4c AsKsTs8d4s 9h9c7s5c4h ThTd5c4h4d 
QhTd9s9d2s KdQsQc6s4s KdTs9h7c6c JcTh6d6c4d 
KdQhTc8s6s KsKcQsJs3s Kc8d6h6d5c JhThTc9h8h 
JhTs9h7d6h AhKd6h5s3h QsQcJhTh4h KhQsJh7s2c 
QhTd9h4c3c AdQsJc8c4h KhQd7d4h3s KhQd9c5c3h 
JsJhTs4d2d JcTh9c4s4h As9h8d6d5h AsQdTd5c2c 
AhQh6h5s3s AcKcTh8c4c AhJc5h3d2c Kh9c7s6h3s 
KhJs9c8c2h KcTc9s6h2s KsQcJs5s4d AdQc8d3h2c 
KsKc9h9d3h KdTd9c7s2c As8c7h7c5h Kd9s8s8c5d 
QhQd8h4d2s AsTs7c6h3d JsJh9h7h6c Td9h9c8d5c 
JsTh9d7h7c AdKs8h6s5s AdQh9c7c4h AcKs9h8c2d 
JdTd8s7d6c TsTc9d8s6h AhJc9h6c2c KdQs9c8s7h 
KhTc8d7h3c KhQsJhJc6h AhKc8c6d3d Kc7d6c5s3d 
Ah9h9c7c2c KcQcTd7h4s KsQcJsJh7s JcTc8s7d6c 
AhKh9s5h3s QsQhJd5s3s AhKs8d5d2s Kh9c7d6c3h 
AdKsQh7s4s AdJc9s8h8c AhQh8s8c7h KdKc6h4s2c 
Qd8s7h6s4d QsThTc8h6h Td7d6h5h4c JhJc8h8d3d 
