9c8c7d5c2d 
Ts8c6h3s3h QcJcTd6s2c Qh7c6h5c2d KdJs9h5s3s 
6s5d4h3s3h Ks8h6d5c3s QhQcJc3c2c AsKh8h5d2h 
Tc8d5s4c3d KdTh9s3c2d AdQd8c3c2d Jh8d6s6h4c 
Kd9d8h8d2h 9d8d6s5c3h JsThTc3h2d Tc8h8c7c5s 
9s8h8c5h4d Qs9c5s5h2h KcQd5c3s3h Th9h8s7d3c 
As9d8c6h6d Jc9d7s5s4h TsTh9h8d2h QhTh5h5c4d 
8c5d5c4d2s Jc8d7s6h4h Jh9d6s5c3h Ah4s4d2h2c 
AhJs6s6d3d Kd8s7h5d3c 8c7s5h4h4d 8c7c6h6c3h 
9s8c5s5d2c KdTd7h3c2h 9d6h6c5d2h Jd6d5s4s4d 
AcJh9d6s4h KcTs9s9d5s Jd6h5s4s3h 9h7h7c6s4d 
AsTs5c3d2h 9s8h7c5c4d 6d5h4d3s3h AdQc8h4d3d 
Jd9s8d6h4c Js8c6d5h4h AcTd9h9d2d 9c8s6c5h3d 
Qc9d5c4d2s Qd7d5h4h3d AcJd7h5d3d AdJh9s6c4h 
AhKc4s3d2c AdKs9c3d2h TsTc8s3d2c Qs9s8s8c5h 
Qc9h5s5c2s 9s8h5s5c2h 9c8h7s5s4d KsTc8h8c4d 
QdTsTd5d3d AsKc9c5c4c Ks7s7h6d2d 6h6d5h3c2c 
QdTc5d4s4d Ac7h5c3s3c Kh9s9c6d3h QcTc8d7h2s 
KsJhJc5d2c 6s5d4s3h2d KdJs6d3s2s Ad8s4c3d2s 
AsQc9d7h4d AcTh6c3c2h 9s8s6h5d3c KhQhQc8s3h 
Qd6c5c4s3s Jh9s8h6h6c TsTh9c8c4c JdTh5c4s3s 
TsTd7h5h2d 9d7d7c6h4s Ah8d7s6c4d AdTs7h6d2d 
KcQhTs7d3d KhJdJc8c3s TdTc9s5d3d AhKc9c5c4c 
AsQh6h5h3c QcTc9c5d2h KsJsTh8s2s AhKs7c5s2s 
Kd9c5c3s2d Qd8s6h4h2d JhTh9d4h3h Ks9s8s6h4c 
Ad7h7c6s5c Kh9h8s6h6d 9c6s6h5c2s JhTd5d3s2s 
Qd9h9d6c4d JhTc6c3h2s AsQsTs4s3s JcTs8s7s2h 
Qc7s6d5c2d AdKsTc4c2h KhTs8d5s4s 6d5d4h4c3h 
As7h6c5c4c 8s8h7d7c3d Qc8h8d6s4c KdQdJd6h2s 
Kc8h7c6s3d KsKd6d3d2d KdQc9s5c4c Ah6s5h4c3h 
Js5h5c3h3c 9h6h6c4c3s 8c7s5s2h2c KdQhJh8c2s 
Ks9h7s6s3c 9s8h5h3s3h 8h7d7c6d5d JcTsTh6d3d 
JhTc8d6d3s Td8h5d5c3c 9s6h6c5s2c Qh8c7d5h2d 
QsJs6h4h2s QsJh9c8c2d 9h8h8d7h2d KdJc9h7h3s 
Jh8s7d6s3d TsTd7h4h4c QhJc9d8h2h Tc5h5d3h3c 
AsQc9h7h4d Qh8h7d5c2d QdTd4s4h2s 9h8h7d5h2d 
Jd6s6c5h5d JcTh7d4h3s KdJh7s6s2h 8d7c5h4s4h 
Qh7s7c6d4h Kd8s7c5d3h KdJc6h3d2h Qd9h6d4h3d 
AcQd9s3d2s Js9d8s6s6c AsKs6s4s4c Jh8c5h4c3h 
6h6d5h3s2s 9d7h6s6c5d Qd8c5h4h4c Kd8s6h5c3d 
7c6h5h4s3h ThTc3s2h2c Kc8d7h6h3d KsJh9c8d4h 
Th9h8h4d3d KdJs9h7c4c AsQhTd7c2d AsKs8h4c2s 
KcJd9c6h3c AdQh8h7c2s As8h8d5c4d AcQd9d6h3s 
Jd7d7c4c3h Qs7h7d6c5s Kh9d8d6s5d Ad9h4s3h2d 
AdTs7d5d2c Kc7h7c6s2s JhJd4s4c3h Kc7s5h4s4h 
Ts9c7c4h2s KdQc7h2d2c Tc9s7s5c2s JcTc9d4c3c 
QsQh8d4c3s Tc8c6h6d2d KcJc7s6s2c JhTh8c7h2s 
KcTd9h3s2c QhTd9s7c3c QsJcTh6d2h QdJd3h2h2c 
Ts9s8s6h3d Jh5d5c3d3c Qd7h5h5c4c Ts8d8c7d4h 
AdQc4c3s2s KcJc9d4s3c AsJs4s4h3d Tc8h7c4h2s 
Qd7d7c5h4s Ks7d7c6c5h Kc9s9d8h6h Ac9c7c5c4d 
Kc7h5d4s4c Js9s7c4s3c AdTs8s7s2h AsJc9c7c4c 
KdJh8c6s3d Qc8d5d5c3d 9d6s6c5d2s Th8c5h4h3c 
Td8s7s4s3d KdTs5s5d2d Td8h5c4d3h As9s8d6c2s 
KdJh6d3h2h TdTc5s4d2s 9s9d6s4s2d QhQc6h5s2h 
9h8s7d5s4s Ks9h5d4s2d QdTh9d4s2c AhQsTc6s2s 
Qd9h5h5c2d KdTd8h7d3s Kc8c5h3s3h AdQc9h7s4h 
Ah8c4d3h2c KsQsJs8h2d 9c8s6c4c3s JhTh8d7h2c 
AdJd4d4c3s AdThTc6s3c Ks9h6s5d3s 9d8c6d5s5d 
QcJh5s5h4h AsKs7c4s3s 8h7c5c2s2h Js9h8s2h2c 
KdQhJd9d3d QsTc5s4s4d 7h5d4s4h3d JhJc6s4s2c 
9h6s5s4h2d KcTc6c5h5c QhQc9d4s2h QsJs3c2d2c 
KhTd8h6h3c QdJc9h8s2c KdJh7s6s4s Ac8s8d5s2d 
Ad8h8c5s4s 9s8h7h6h4c AhKc8c5s2c Qc8h8c5h2c 
Tc9c6h5c4c JdJc6s6h3d Kd8c6d4c2c Td9c8d4c2c 
KsTc8d8c4h KcQs5h5d4d Tc8d7s4s3d KhQc8s5h5d 
KhJc9d8s4c 9d8d6h4h3c AhQc9s7d4d Ac6d5c4s3c 
JcTc9s5d2c KsJc7d6d4d QdTs9d4c2h KdTs9c8h3s 
KcQd7h2d2c KsKc8c4c3c QsJc8c2s2c QdTd9s6h2d 
Ad8d4c3d3c KhJc5d4h2s TsTd5s4d2d JcTc8d7c3h 
9c6d5d4c2h 9h8d6c3d3c KhKdKcQd6h AsKh4s4d2s 
JhTc8s7d3d QdJc5s4c3c KhJs7c3s2h QcJs9h6d4d 
AhTd6c5d4s KdJs9s8h3c Jc9d5h4d2c KcJd6h4h2d 
QcJh5c4d2s Jc7d7c4d3h QhTs5d4s4c As9h8c6h6d 
QsJh9d9c4s QdQc9h4s2d QcTh8s3c2s 9c8h5s5c2h 
Kh8s6s4h2s KhKdKcQh8c Ts9s6h6c2c QhJc6s5d2h 
TsTd5h4s2h Ac9d5c4d2c JdTd7s6d3c KsJd9c7d3h 
Th8c5h4s2c 8d7d5h4h2h Ks6s6c5s4d JhTh9c5d2h 
Qc9c5d4s2d 7s7c6s2d2c AcQhQdQc2h QhJs9d8c2s 
Tc9s8d7s4s QsJh9c6h3h QdThTd5d3d AcQh9d6s4d 
9d6s5s4d2c Kc9h6d4d2c Tc9c8c6h3s AsTc8h5c3d 
KhJc9s6s6d Ts9d9c5s3h 9h7s6c5h5d Jd9h8d5s4d 
Th9h8h4s3s As8s7h7d3s QdQc6d5s2d 9s8d6s5h3c 
Th6c5d5c3h KhTd6s4s2d AsQh6h5h3d Jc9h7c5s5d 
AsKs8h5s3s 9h9d5c4s4h 9h8d7s5s4c AdJs9c8h2c 
AcJh7d5h3h Kc8d7d5h4s JsTs9d5s2c QsQc4c2h2c 
8d7d6h6c2h Ad6s4h4c3d KcTs7c4h4c QdQc6d4d3d 
Qd8h6d6c2h KsQs8s7h5s AsKs5d2s2c KhQd9s5h2c 
9d8c5h4d3c Jc7d6s5h4d Kd7s7d5d4c KsQcJc8d2h 
QdTd8s6h3d QsJsTs8s2d AhQh9s7c2h Qd5s4h4d3h 
KsTd6h5d3c QhJs9d5h2c KcTd8c6c3h KsJs5c4d3s 
QcJc9c5c3s KdTc8d6d3s AsKd8h4c2d Th8h5s4c2s 
Ks9d6s5s5c Ad4s4h2d2c Kh7d5s5h2s JdTh8c6s3h 
As9s8c6h2s Ts9h9c6h3h JcTh5s4c2d QsQh8c6c3c 
Th9c8d6c3s KhQdTd3c2s Kd8d7h5s3c KhThTd3s2c 
Qd8d7d5s3s KdTh7c6c3s JhTs7c3s2h Ad5h3h2h2d 
JdTc8s6h3c KsQsJs6d2c Ks8h7s6c3d 9d8s8d7d2s 
KhTd6s6c3h AhQdTs3s2c JhJd5h3s3h KdTs9h5c4c 
Kh8h5h4c3c KsJsTc8s2s QsQh6h5c2h QhJs6h5d2c 
Jc8h8c6h3c QdTd5d4s3h KdQc7c2s2d QhTd9c7c4c 
KcJdTh6c2c KsTc8s4d3h 8d7h7c5h4h AhQd4s2s2d 
KsQs6h4d3s KhQd9c5h2s Kc9c8h6c4d Td9s7s7c5s 
Ts9s8s4h3h Qd9s8c7s2c 9d8h8d7d6d Td8c5s4d3c 
8d7d6s6h2h AdKc9s3d2h Kh9c6h5d3h Qh9s5h5c2c 
QhTs5h4d3h Ah5h4d4c2s Jh8d7h7c3c 9s9h7d6s3s 
Ad9h8d5d2s AcJs9h5s3s Js9s6d5h3c JsJh9h5h3h 
AcKc7c4s3c Ks7h6d5h4c Td9d6h4c2h KcQs5h4d2s 
AhKs8d7d2c AcKs9h6s2d Jh8s7s5h2s 9h8s7d5h4h 
QsJh5s4d2c KhTh7c4d3h QsTs8c4h3d 9s8s8c7s5h 
KcTh8c4s3d AcQs6s5s3h QsQh8s6c2s KdJc8h7d3s 
AdKc8s8h3c KdJhJc8c3s QsQd6s5c2s KhQd9d5s4d 
AcJdTs6d2h KhThTd8c3h Qc6d5d4c2d 6s5s4h4d3h 
Kh7h6s6c2c QdJc8c2d2c QhTd7h4c2c 9s8s6d4d3h 
Ts9c4c3s3c Tc8s7s5c2c Qs8d5s5c3d Kc9h5h3s2c 
KdJc9h7c4c 6h5c4d3h3d QcJs5s4h3s AcKdQd8d3d 
QdJc9d8h2d Td8s5h5d3h KcTsTc3d2h Jc8h7s7h5d 
Ts9s8d7c4s KdJdTc8d2d KsKdKc8d6s KsQsJs3h3c 
KcTh8s8h4d 9d8h6d5s3c QhTh5d2s2d KhJs8d6c3h 
9h8c7h7c3h AhQc9d7s4s Qh7h7c5d4s 9d8h5d4h3c 
Tc6h5h5d3c Ah9s7s7d6s Ad7h6s4h3s QcTs9d6h2s 
KdQc8h7c4s KhJd9h7s2c ThTc5s4h2s JdTc5c3h2h 
Th9s8h5h4d Tc9s9d8c3h JdTs8h5c3h KdQs7s5h5c 
QcTh9h7h4h AdKhJc6s2c Ts5h5c3h3c KsJsTs5s5d 
KdTd9s4d3h Kh9d7h4h4d AdKs9c8h3h Kc7c6d4d2h 
JhJd7d5d3c 7h6s5h4c3h QhJc7h6s2s Ts7s6c5s4d 
Qs9h5s3s3h AcJc5c4d2s JhTh6c5s3h Js9h8d4s2d 
Jd9s9d7h3c AhKs8c3d2h Td9h7h5d2h Ts9s6d4c2d 
Td9c8d7s4d JcTs7d3c2s TsTh8c5c4c 9h9d8h6h4c 
Jh9d7c6s4h Kd8d5c3s3c Ks9d8d3s3c KhQd9c8s3h 
Kh7c5d4s4h KdJh9d5d4d Ks7s7d5h4s KhJd5c4h2s 
Ts8d8c5h4s KhQh9d7h4s KsJh7h3s2d KdTs6c2d2c 
KhJcTd6h2h JhTsTd7c2h Qd8s8d6s2d 9s9h6h6c2d 
8h6h6d5c4s QcTc8s6d3c KdQhTd4d3d KdQh5d3s3c 
Qc8h5d4d2c ThTd5h4s2s 6s6d5s4d2s Kd8h6c5s3d 
Js9s9h8c3d Qc9c6c5h4s AhKs8c7c2d JdTc7s2d2c 
Qh9c7d4h4c Qh9d8c3h3c Ad9c4h3c2d QcTc8c6h2s 
KhTd6d3h2d Kc8s7h6h3s AhTd7d6s2s Kd9c7d5h4d 
Js8s7s6c4h 9c8h7h4c3d AcQhQdQc2d Ac8c7d7c2h 
AcJdTd3h2d AhKcTd4d2s 9s8h7d5s4s 9d9c5h4s4c 
QcTd9c8c3c Js9s8h4d2h AcKc5d2s2c AcJs8s5d2h 
Jh9d8s5c4d AsQd9d5d3h KcTs5s5c2c AcKd4d3h2s 
KhJc9d7d3s QdTd8h6s3d QhJs7c6d4d Kh7s7h6d2d 
JdTh7h4h4c KsJs7d6d2s JsTh9s4s2c Td9c7c5d2c 
Kc9s8s4h2c JdTc7h4c3s QhJsJd8d3d KcJc9c6s3d 
QhTs9d5d3d AcQs9h7h4d QdTs9s5h3s Jc8h6h6d3c 
TsTh6h5c3d Qd8s7s6s2d Qc8s5s4c2s Kd6h4h3h3d 
Th9d8c7d4d AsJs7s6s5s KcJc9c4d2d KhTd5s4d2s 
Js9d8h6h6c Td9d9c8h2s Qs6c5c4d3d Th7s7c3s3c 
Qs9d7d6d5d AhJc8d7s2c TsTc3d2s2c Td9h9c7s3d 
AsKc9d8h3d Kc7c5s5h4d Td9d9c3d2c AdTh8h5h3c 
Qd9h8h4s2d Ah7c4h3c2c 6c5h4c3d2h AhTc7d6h2h 
KdQh9h5s4h Ks9s8s8d6s Qh9s8d3h3d Ts9c6h5h4d 
KdQsQd7d3d Qd7s7d5h4c JhTs8d5c3d Ad6h5d4s3d 
Kh8d8c5s4h AsKs8s4h2d ThTd9s7c3s Qd7s7h6c5d 
Qc8h8c6h2h Th7h6s5c4h Jh9c7d4d3c JsTc8d5h3d 
Ah9s8d7c4d 9h8s7c5c4d Kh7d5c4d4c KdQs5h4c2s 
AdJc8h6h4s Jc9d8s6s6h Qd8d7d5c4h Tc9d7s5c3h 
Kc7s7c6h4c QcJs6h5d2c AdJh9c5h3h KhJc9d9c4s 
Tc9h5h4c2d Qc8s6h6c2s Th9h7h6c4h Qh9h6c5h4d 
JhJd7d5d3s Kd8s5d2s2c AhKd4d3s2c Qc9d7c4h3h 
Td8h8c7h4s Kh7h5c4c2c KhJh9h5h4d QsJc4h3c2h 
Kc9d8d4c2s 8s7h6s5s5c Ks6c5s5d3h KcQs5c3h3d 
Tc9s6c4d2s Js9c8s5d4s QsQhJc6c2c KsJd8c7h4c 
QsQh6c3d3c QdJd6c4c2d 9s8d6c4s3c AhTc6d2s2h 
Kh6s5h5c3d 9d8s5s3s3d Kh9d7h7c4s KsJd8c5d3h 
AdQs9h5s3s AdJh9s5c3s Td9h7h4s2d AdKs8s5h2s 
KsJd8c6h3s Tc8d7c4d2h Kh8d7d4h2d JhTh7c6h3s 
KdJh8h5c4h JcTh8s8d2c AhQh3s3c2d KdJsTd8d2d 
AsQc9h8h2d AhTc8d7c3c QhTh8h7d4h QhJs9c8c2d 
7h6s5s5c2c Kh8h7c4h4c Qs8c5s5h3c 9h8d5h4d3c 
Qd8s6s4d3d Tc9h6h6d4s Kh9c5c3s2h AsQs7s5c2d 
KhQc6d4h2s AhKh5d2s2h JdTd6c4d2c Qd6s5d3s3c 
Jc6h6d5s5c Jh9c6h6c2s KhJc9h7s2d 9d8h6s4d3s 
JsTs7s6s4s Tc9c8d7h3s QhTh7h6s2s Ah9c8s6d6c 
KhTd6c5s3d QhTs6h4h4d 8h7s7h6s2s Kc8h8d5s5c 
KsQh8c5s5d Jc8h7s6h3s TsTh9s7d3s Qc9h7c4d3d 
QhQd8c4s3h KdQc9c5h4c Js9s6h5d3c Ah8c4h4c2h 
Tc9h9d6h3h As8s8d6s3h AdKs4s3c2h AdQd5d5c2h 
AdKd8d6d3h AsTd9d6h6d Ah7c6d5s4c 9h8c6h5s3d 
KhJs8d5s3c QdJcTs6h2s AdKdQh8d2d Tc9c6s4s2s 
Qc9d5d4c2d Qs9c5h5c2s Ts8s6h6c2c Js9s8c4d2c 
Jc6s5h4h3s QsTh4s4d2d 7s7d6d4s2h AcJd9s6h4d 
Jc9h8c4h4c Kh9h7c4h3c Qd8s6s4d2h Js9d9c8d5d 
KsQs9d8s5s 9d8c7s4s3d JsTd7h4d3c 9s9c6h6c2d 
QdJhJd6d3d QhTc7d6c2d KdTh8s5c4s QsTd9d6d2h 
Js9c8s5h4s Kc7c6h6d2h KcQh8s7h4d KdTh6s6c4c 
AcTd7d6s2s QhTd9d6d2s 9d8d7s5d2s JdTh7d3h2c 
9s8s8h4d2h Qh9h5s4c2c AcTd9h6h4h As8c4s3c2d 
KcQc8c7s5c AsQs6h3h2s 6h5h4c3c2d AdQhTs6h2h 
Kh9h8c6s6h QcJs9d7c4c Tc7c6s5d4c 9h8s6h5h5c 
9c7s7d5d4h JdJc6h6c3s JcTh4s3s2c Qs7h6c5h2s 
AdTh7h6s2s KcTd6h2h2c 8h5h5c4c2d Qh9d8h4s3s 
AhJs8c7s2d AsJcTh6c2d Jh9s6s6h2c 9c8d7s7h5d 
QcJd5s5d4d AsKd9s6h2s QcThTc3s2d Ts9d6h6d4c 
Kh9h8s6h4d JsJc8s3s2c Kh7s6c4s3c JsJd6s6h3c 
AcTs8d7d2h JsTs6d5c3s KdJdTs5d2d KsJc9s7h2d 
8h7d7c6h5h QhTs7h5h4h QdJh5h4s3h AhJd7s7c4s 
AsKs6s4h3s JsTc7s3h2c JcTs4h2s2h Ac6s4h4d3c 
Jc8d7c5d2d Kc8h7c5d3s JdTh8h8c3s QhTh7h6c3d 
AsJd9c5h3c KcJh6d3c2d KcTc9c6c3s QcTh9s6d2h 
AdQc9s7s4h Qh8d6d4h3h JsTc8d8c2h KsJh7s2h2d 
AsKs8s6s3h QsTh5s5d4s Js8s8d4d2h KsQcTc3h3d 
Ks9d9c6h3s KdJc7d4s4h QdTh7s6h2s JhTd9d4d4c 
JsTh7c2s2h Ac7h6s4h3s JsJc9h8d3h Jc7h7d6s5c 
Jh8h7d7c3c Ah7s6c5c4c Th9d6s5c4s 9h8s5s3s3h 
KsQd8c6h4h QcJs9c8d2c AsQcTd7c2c KcQdTc4c3c 
9h9d8d6d4s Ts9d7s5s3h Tc8h5s5c3s AhTs7h5h2c 
7d5s5c4h4d AhTd7c5h2h 9h8h7c4h4c KcTd8s5h4s 
KhJh9d6h3s Qs9s9h6d4s AdKh7c5h2h Th9s7s4d2h 
KdQcJd8d2h AsTd6s3s2d TsTh9c7d3c Jc9h8c2s2h 
9c8s7s7c2c KhTsTh3d2c QcJd6h4d3s Qs8c6h4h2s 
KcJd8s7h4s Js9h9d6s4c AhJh5d2s2c 9s9d7c4s4h 
QhTc9h4d2s KcJcTc8c2h Qh9s8s7d5s Qs6d5d4h3h 
Jh8s7d6d4c Td9s9h5d3c Ad8h4d3h2s QcJhJd7s3h 
Qd9s9h6c3d KsThTc3h3d QdJh8c3d3c KsJd9c6h6c 
KdJd9d8h3s Kc8d6d4c2d 8s7s6h6d2d ThTc9d7s3d 
6h5s4d3h3d KdJh7h6h4h KsQsQd8h3s JsTd8c7h3h 
AcQd9c5c3c Qh9h8s8h5d QcTs4c3s2c Kd7s6c5s4s 
Jc9d8s4c2d KdTd9d6d3c JdTs8s6h3c Ad8s7d7c3d 
KdTs6h6c4s QsJd8d8c4h Jd8c6h6d4s KsKhKd8s6d 
QdJh6s5c2d 7h7c6s5s3d Qd9d7h5s2s Qs8s7s5c4d 
KcJs7c2s2h Kh9s7s6d6c Kc8d7s7h4c Qd9d6h5d2h 
JhTh9d5s2h AdQd5s5d2c KdJhJc9s2s AsQs9s4c3d 
Ts9c4s3d3c Qh8d8c6s4h Td6s5d5c3c ThTc9d5c3c 
8s7s6h6c2h AcKd8d4h2s QsTh7c6h2c KdQdJs3d2h 
KcJc6d4d2c QdJs7h6c4c Qd5h4s4d3s QhJcTh4h2h 
QhTs8c3h2c Jc9s7d5s3h QsTh7s4c2c JhJc5s5h3h 
KdTc6s6h4h QcTh6c4d4c Ts7s6d5s4h QdTd8c4h3s 
JhTs8c4h2d QsJd9c7s4s Kd8d7s5h3c AdTs7d5d2h 
9c8d7s5c4c AhTs6c5s4d Kh7h5s5c4d QdJcTh6s2h 
Td6c5s5c3d 9c8s5d5c2s AcKs9d6s2h Td9h7s5s4s 
QcTd5d4s3h KhTc8d8c4s Ac9s8s7s4h AcQh9s5s3d 
KcQc8d7c3d Td9s8c6s3h Qc6h5h4s3s As6d5s4h3s 
Kd8d6d6c3c ThTd5c4h2c KsQsJs8c2d Jd8h6s5c4h 
KhQd7d2s2h Ac7h6s5d4h Ks5s4d3d2d Kc8s5s5c2s 
KsKhKc8h6s JcTd7s4h4d JdTs6c3d2s 8s8h4s4c2h 
Td8h8d7d5c KdTd9c8d4d AhKdTc3d2d Qc9s8s6h6d 
Kc9s7c6c3h KhTs7s5s3d 8d8c4d3d3c AsJd9h8c2h 
9d8h7s7c5h Kc7d5c4d2d QhTd9c7d3d AsJs7h7d3s 
QhJd7c6s4s As8d6c5s2s Jd9h9d3h2s AsTc9c3d2d 
Kh9h8d6s2c KcThTd2s2d Jh5s5c3s3c AdKdQc8d2d 
Js8s5c3d3c ThTc5c4h2h KdJh8s7c4s AhQd9s8c3c 
KsQsTh2s2d JsTs8d3d2d QsJc6h6c4c QcTs9h7h4h 
ThTc5d4d2c Tc9s8c7d4c Th9h8s3h2s KhTc6s5s4s 
KsQh9d8c3s QhQc6s3s3d Tc8c7s7h5d JdTc6d5d3s 
9d8c7c6c4s Qs8h6s4c2h AsKh5h4h3h KcTh6c4c3s 
Ts8s6s6c5d Ks7s7d6c4s JcTh8c7d3c AhQcTd7c2c 
9s9d7c6c4c QhTs9s6s2c Jc8h8c2h2d 8s7s5d4d2d 
TsTc9h8d3d Kd9s6d4s3d KcTs9s9h5s Js9d6c4d4c 
JsJh6d4d2s 9h8h6s6h5c JcTc8s7c3h Ad9h7s7h6h 
9s8s8d7s5h Qs9h8d3s3d Kh7h5d4d2d Ks8h7c5s3d 
KsQd5h4c2d QsTs8h6d3s KdQs8c6h4h Kh7s7d6s3d 
JcTh8d5s3s 8s7d5c4d2c AhKhTh6s2h KhQd9h5h3c 
Kc6d6c5c4s Kd9c6h6d4s KdJh7d3h2c AhQs9c4h3h 
JdTs6s3d2c Ks8d7s6h3c Ks8h5c3s3c JcTh7s3c2h 
QhJd6d2s2h ThTc7s6s3d Ks6s6d5s4h KhQhJd3h2s 
KsTc5h4d2s Jd9h7s6c4h Ts8h7s4h3h Qd9s5d5c2c 
Tc6c5d4d3c 9d8d8c7d2c JdTd8h7d3s AcKc6c3s3h 
9h8s8d5s4c 9d8s6d5c3h AcKd9d7h2d Ac6c5h3h2c 
AdTd7d6d3c KdTs9c8h4c 7d6s5d4s2d 9d8d6s6d5c 
JdTs7d3s2h JsTd5s5c3s KdQd8d7d5c AhJc9d8s2d 
Kc9d5h4c2h KsTs7c3c2d QsJc8h3s3h KhQc8c7d2d 
Js8s5c3h3c Jd9h8s4d2s Ts9c8s5s4h QdJd8d6d4s 
Kc9d9c7c4s QsJd6d2s2c KdQh7c4d3s QhTc9s5s3s 
JsTs9c5d2s Jh8h7d7c3d AhJdJc5c2c Ts9s8c6s4s 
Tc9c8d7h4c QsTs9s6s5s Jd8d7d6h4s 7s6c4h3s3c 
Ad8d6d5h4d QsTc4s2h2c AhKcJs6d2s AhKh8h4d2c 
KsJd8c7s3h TsTd9c8c4c 6d6c5d3s2s KsJh7h3s2c 
JsTd5h4c3h KhJh9h4c2c AcKsTh3s2s Js9s9c7d3h 
KdQhJd8d2c Jd9c7h5c3s KdQd9c8d5d 7h6c5d5c2d 
AhQc9s7s4d KcTsTc8h3c AsTc9d6d4d QhJc5h4d2s 
KdTc5s4h2d Kd7c6h5c4s Td9h7d5d3c 7s5h4s4h3c 
Qc9s5s4c2s AhTc8d5c3s Kd7s7h6s3h Js8h7d6c4c 
AhTh5d3d2h Jd8d5s4c2c Ks7s6c4c2h Qc8d6s4s2c 
9s7h7c5h4d KdJsTs2h2c Js9s7h5s2h 8h7s6h4h2s 
Kd9h9d7d4s Qc9s9c6h4c Kc7d7c5h4c JhTs8s8d2c 
KsQhJs7d2c Ts8s5c4h2c AsTh9h6d4h KdQdJh3d2s 
KcJd7s6s4s Ad8c4d3c2s AdJsJh5s2s AhJd7h3d2h 
KcQc9h7c4s AcKd9s6h4s Qs9c6s4c3s AhQhTc6h2h 
KdQc7s4d2s Th8c7h4c3c QcTd7h4s3c Kh8h6s6h3s 
9h8h5d5c2d Ks9h8h3s3c 6s5s5h4c2c Kh9c8c4c3h 
8s7d5d4s2s Jd9h6s5c3d KcJd9h8c4c KhJh4s2s2c 
KsQsJs6h2d KhJs9h7d2c JsTc7d4h4c Td5s5c3s3d 
JdJc6h4h2d KhQh9c7h4d Jh8d5s3s3h Kc8c5c4d3d 
Kd5c4c3d2s KcTc8h7c3d 9s9d5c4s4h Js9s6d5c3h 
QhTh8c4d3s Js8d7h7c5h 9c8c5h5d2d Qd9c8c7s5c 
AsTh9h6h6d KcQsTd5d2h Jd9d5h5c2c AhTh9h7d2h 
Qh7s6s5c2h KhQcJh8h3s Th9s9d7h3c JcTc8h3h2h 
9h8h6s5h5d AhQh5h5c2s QdJsJh7c3h Qc6h6c5s2s 
Qh8c6c5d2d QcTs9s6s2h AcJhTh3s2h Qh7s7h5c4d 
AsKh9h7d2h 9c8d7s5s4h Qh7h7c5s4d ThTc8c3d2h 
QdJd9c8h2d Th5s5d3s3h KdQh7h5s5c Kh8c5h2s2c 
KdJc7h6h2c Qs9c7c6c5c AhKh6h4c3h Ah4s4d3s3d 
AcJs7h7d4d Kd7s6d4h3c AdTh9h5h4s Jh8c7s6s4d 
Jh8h5d4d2d KcJc5d4s3c Qd9s8d4h3h Jc9s8d4c2s 
QhJs6d5c3c Kc8s6h5d3c QhTsTh3c2d Js9s9h8s6s 
Ts8s6h6d2h TsTd9h2h2c QhJs7s5s4s Jh9h9c7h4s 
AhJc6s6c3s Jd8d7d6s3s Jc8h6s6h3c KdJd9d6s3c 
Kh9h7s4h3s KcJc4d2h2d 9h9c6s6h2d AdKd4d3h2s 
KsJs9h6s3d Jh9h9d8h6h KdQh7s4d2s QsJh9s8c2s 
QcJs7h6d4d Jc9d5d2s2c Qc9h5h4c2h JcTd5s4h3h 
QcJh9h3d2d AhJd8d5c2s Tc7d6h6d5s JhTc8c7c2s 
8d7d7c4c2s AsJd7s3d2s Jh9d7c5d3s Qs9s7c5h2h 
KdQc5s5h4h KdQsTs5s5h AcJc8s3d3c Td7s7c3s3c 
QdTc7d5d4d AcKs9d4s4h Ad9c8c6s2s KcJc5h4c3s 
AcJsJdJc8s 9s9h7d5d3c QhTsTd7d3d Tc7c6s5c4d 
QsQcJc3c2c QhTsTc6d3d AsJh8c7h2d JhTh6d4h2d 
QcJh8s8h4d JcTh5d4h3h JsThTd3c2s KhTc8s5d4d 
JcTc9d6c3c Jd8c7s6s4h Kh9h8s6h4c Kc9h8h4s2c 
Qh9h9d6s4h Ks9d8d3s3h KhJh4d2d2c As8h7h7c4d 
AsQc8c7h2d QsJd8h8c4s Qs9h7d4s3d AsKc9h8d3d 
AsKs4s3d2h Ts9s6h5s4s 8s8d7h4s2d 9s8d6s5s5c 
9h9c7s6c3c KsQdJd8h2c QcJhJdJcTd JsTd9d4h4d 
KsJsJh9s2s KsQd9h5c2s AdJsTc6s2h KcJs7c6c3h 
KcJhTd4h2h AsTh7d6s2s Td8c5d4h2c Ad8s8c5s2c 
JsJc6h6d3s Kd8h7d5s3c QcJc7d7c6c AcKd9h8s3s 
Ks7d6h4d3h AcKh7s7h3h Ks8d8c7h4s Qd9h5d4h2c 
KsTs7h4c3s 9d8s5h5d2s Jc9d6s6h5c Kc9s7c5d4c 
Js8d7h7d5c 9c7h7c5d2d Kh7s5d4s4d Tc8s8h7d5c 
AsJc9d6h4c Jc9s8c6d4h KcTs7c6d2h QcTc8h4d3s 
Kc8c5s3s3d Kc9d7c4d4c Jc9s9h8h5h Tc8d8c7c5h 
KdQdJd3s3h QsJhTs7s3s AhTs9s9d2s KhQdTs7c3c 
