AcQdJh7d3s 
KhJc7h4c2s 8s8h5d3s3h AdKsQc3h2c 8s8d6c5s4s 
QsJc8c6c5h Jd8d8c4h4c Ah8d5s3s2h KhQh9s5s2s 
Qd9s5s4d3c KdQd6h5d2h KsTsTh2d2c QhQd9h4c2c 
AsQd8h5s3s KcTh9h7d2d KdQhTd5d4d Jd9c8s7h7c 
9s9c8h7c2s 8c6c5s4h2s AsKhTs6c2s AcQc8d3s2s 
KsQh7c6d5d Th7c6c4h3s Ad8c5s3s2d 8d6d6c3s3c 
Jc9s9c6d6c QsQd9h3d2h As9d7s4c2c JsJc7c4c3s 
QhTc8d4h2d QcJh6d4h2c AsKd8h5h4c AhJd9d6c3c 
Kh9s8h7d2d AhKd9h5h3s JhJd8d5s5d Js9s5c4h4c 
Ac6s4d4c2d QsJs8d6h2d Ks9h6d5d2s KsJs9d4d2c 
Ad9h4d4c3h TdTc8c4d2s Kd6h6c4d3h Kc6s6h5h2c 
KdJs9d7h3c QsQd9s4c2c AcJc5c4h2h JhJd9d7d5d 
KhQh6c3d3c KdJsJd9d2c QdTc7c4d3c KdQd9h7c5d 
AcQc9c6h5c KsTs7s5c4d Ac8c5d3d2h Jd8s8d4s4h 
Qs9d6s6h3h Th9h9c8d6h AcKsJs6s6h As9h8s2s2h 
AhThTd7c2h JhTd8c6s6c Kd8c7d6s2c As9d6h4s2d 
KdQs3s2d2c Th9c8d3h3c JsTc6d3s3c QsJd8s8h2d 
QdTc8s4d2s AdQh7d3h2h 9d7s6d4c3s KsTh7h7c2s 
Th9c8h6c2c QsTh7c6s4s AcTd8s8h5h Qc8s6s5s5c 
QhTc8h5h2c As8h6s5s5d 8s8c6d5c4c AcQcTh7d2c 
AdKd6d4h4c 9c8h7c6d3h KdTh7d5h2h KhQd8d8c4c 
KcJd7s5c3h Kc8s7s6c2d Ac9c7c5d2d JhTd9s8c2s 
AhQd8c5h3h TsTh8c3h3c KcTs8h7s2h Ad9s7h4d2s 
KsQcJh8c4d Ah9s7h4c2c JhJd7d5s4d KhJhTh5h3c 
Qd8c6d5h3c KdJh6c5h4s As8h6d5c2s QsJh8d4h2s 
QcTc6d5s4c QsJs6s5d2d Jh9s9c7s6s Tc9d7s6h5s 
AdKh6s4h3c AhKd6s4c3d AsKd8s5s2c KhTd9s9d6d 
AsQs8h4d3c JsTc8c3h2s QsTh8d4s2d AsQh9c4c3h 
QsJs9c5d3h KsJdJc8h6h TsTd5c4d3c KhJsJc9c2d 
Jc9h8s8c4h AcKd4h4d3s KhJsTc8c4c KcQc7d5h2h 
Ah9s9h8h7h Qh9s7h5h4s 8c7c6h5s2s Th9d8c4h4d 
9c8s6c5s5c AsTc7h5s2d 8s8c6c5c4h QdQc5s4d2h 
8d6d6c3h3c AcJs8d7c3c KdJc9c2h2d As9s9h7c4s 
QdQc7d5s2s AsKh9s5s5d AcQh7d4h3d KcTd9c6h4c 
AdKd5s4d2c Kc9d8c7h2h QsQhTs7c3s 9d8h7h6d2c 
QsTs8c7s2c 8h7s7c6h6d AcTd8s6h4d AdQd8s4h3c 
TsTd8c3s3c Kh7s7d6c5h Tc9d8s3d3c KdJc7h5s5d 
JsJh6c3h3c Kh6h6c4d3d Kh8h8d7h4d QhJd8h8c2d 
QcJd6s5c3h Qh9c8d7s7h KsQh9s4h4c Qd8s6d5h2h 
Ts9d6h6d3h AdKcQs6s3s AsQdQc5h2h JdTc8c5c4h 
AcQs9d4d3s KdTdTc2s2h Th9c8c7c2h QsTdTc7d2c 
QdJhTd9d4d Jc9d9c6h6c As9h7d3s2d QdJd9d9c2c 
JsTc9s4d3h 7h6h6d5c3c QsJh9d7d2s Ts9s8d7h5c 
JdTh5h5d2c 9h7h6s4c3s Th8h6s5c3c 9c7s7h4h4c 
TsTh5s4h3c JcThTd8d2s QhTd9h6h3s Ah9s7h4d2d 
AhQh9d7h3s AhKd9h5h5c Kc9s5c4h3s JdTd7c6s6d 
AhKd9h6h5h KsTh7h7c6h AdKc8s5h4s Kd9h8d7s2s 
Jc9d7d7c3h KsTh8h4s2s TsTd8s6c4s KcJc9h4s2s 
AhQc7h5d2s Ah9h5d4s2d Qd9d6c4h4c AdQd5d4c3s 
QdTs7s7d3d KcJsJh9h2d KhTs7c5s3c 8s8c6h5c4c 
JsTs4h3h3c AsKh9s6s4d KhQc9c7s7d AhTd6h2s2d 
AdJd6c5h2s AdQh7s4h3s Js9s9h8s4h QdQc8s4c2s 
QsJh9c4s4c Ac9h9d8s7d Kh9c8h7h4c QhJs8c6s3c 
KcTh7h3h3c As7h7d6s3c Kh9h9d8s5c QhJh8c6d4s 
Ac9c7c5h2h KsQd8h6d3h AhQh6c3c2d KsJd7s5d2d 
KsKhKcTh7c As8h6s5s5c AdKs6c4h3s QcJsTc6c3h 
Ks9s9c7d2c QhTc8s5d4c Ac7s7h6c3d JsTd6d4c2s 
QsTc7s7c3s JhJc7h4h3c Js8h7h7d4d Jh9d5d5c4h 
QsTs8d5s3d QhTh6s5c4h AhTc5s4s4c QhTsTh7h2s 
AdKs4s4h3c AhQdQc5s2s AsJs9c6s2c ThTc8h5c2c 
KcJs8d4c2s 7d6d6c5d4c TdTc8h6h2d Tc9s9c7d2s 
KcQhQd9h4h Ad8d6d6c3c Ac9d6c4d2s QdJh9h9c5s 
KhJc9c8s5d KdQc8s8h6c AcTd8c6c5c AhKc8d7d4d 
9s6h6c5h4c KsQd6c4c2s 8d8c6s6h4d AdQs5h5d2c 
JcThTc6c5c 8c7h7c6d6c QhQc8h7h5h QsJc8c4d2s 
KsJc7d5s5h TsTh9h8h6h JsTs8h6c4s QcJd8c6d3c 
AhQc8d4h3s AsJc9c5h4d Jc9s7s6d3d Jd8h7s6d5c 
JdTc8h6s6h Qc7h5s5c4s AsKh9s5s3c TdTc8s6s2c 
Ac7s5d3s2c 9h8d6c5c2h JsJh8c6h2c ThTc7h3h3c 
JcTsTd6s4s KdTh7c6c4s KhJh9c4s2s TdTc8s3s3c 
8s6c5s4c2d AcJc6d5h2s AhQs9c8s4d AdTd7s6d5d 
KdJh6h5c4s Kc9c6h4h3h AsKc6d4c3h KcQd7c5h2h 
KdQs8d5h2h QdTd8c7d2c AsJdTd4d4c KhJd8d6c5s 
KhQhTc5h3s KcTs7c5h3d KcQh8h7h2c KhQd9h6s6h 
Kd9h8c6h6c QdTc8c7s3s Ks9h6h4d3s Kd7c5h5d3c 
AsJcTc4h4c As9c5s4h2h 9d8c7d6d5s AsKd8h8c5c 
KdJhTc3s2d AsQs6c3d2c JdTd8d6d5s JhTs7d5h4h 
Kc9s8h6s6h 8d7h6d5h2c AcTd7c5c4c Ts9h9c7h2s 
KhTh7c5d2d QsJhJd7h4c AcJs8h7s4s Ah6c4h4d2c 
Qc9c8s5d3d QcJh6s6h3s Jh7s6d5d3h KsQs7h6s6d 
KcQd8c5s2s Ts9s9h7c2h Jd8h6d5h5d As7s7c5s3h 
Kh9c5h5c3d KsQh4s3h2h Kd9h6h4c3d Th9c7d4h4d 
KsJd9h4h2s Qc9c6s4s4h KcQcJh7s7c KsTh6s6d2h 
AdKh8s8c5s QsQh9d7h3c QcJs7d6d3s KsTd6s5c3h 
AcQhTs8h2h JhJd8c2d2c Kc8h7c6s2h Js9h7s7c4h 
Kd8h8d7d4h QsJs8h6c2c KsJdTc7h2s AcQc9s7c3d 
Ks8c5c4d3s Tc8h7c6s3s KhJh8c4c3d JsTs8c6d4s 
QdQcTs8d2d Jh9d9c7c6c Js9c8h7s2h 9d8s7c6s3c 
KsQs7d5s4c KhTs7c3h3c 9s9h5d4h3s AhTd8s6c4d 
9d7d6c4h4c AsTc4h2s2h KcJdTh6c2s QhTd7s6h4h 
Jc7d5s5c4s AsKs5c4d2s JhTc8h6s6h Kc7s6s6h5h 
8d8c7d5h2c Tc9s7h6h6d Th9d9c7h5s Th9h7c4s3s 
KcQc9d8c3d AdQs7c5c2s Ah9s4c3h3c Ah6c5c3c2h 
Qh9s9c7c3h AcKs8h5d4h QhTd7s6s2h KcQd9c4h4d 
Ad9h8d2h2d Qs9h8c7s7d 9h8c7s5c3s AsKcJc8d3c 
AhKsKhKd4c Ad9h8s5h4s QhQcJd9d2s AhTh8s8h2d 
Qh9s9h5d2s Js7d5s5c4c JhTs7s6h2c KdTh6s6d2h 
8d8c5h3d3c 7s6h5h5d3s JcTh8c6s6c Ah9h7d4s2s 
Qs9h9d8s4d QsJsTh3d3c Qc9s9d7d3c Js7s6s5d4d 
8s8h7h5c2s JsJc6c4c3s Ad9c8h5h4c QdJd7d6h5c 
KdJd9h4s2s Ad6c4s4d2s As8d6s2h2d QdJs8c4s2d 
9h8s7c6s6d TsTh7c5s3c JdJcTs9h3h TsTd9d5s2d 
Ts8s6d5d3c KhQhTs6h4h 8c7d6c5c4h AhTh8h8c2d 
AcKcQh6c3c KhQc8s8h2c QcTh6s5d4h AcQcTd3h2c 
QdJh7s6h3s Ah8d6h2s2d Jd9h8s7s5s Ts9s7d7c6h 
JsJc7s4s3c QdQcTd7h3d AhTc8s6d4c Ac8c7d4c3d 
KcTh7c5s3d Jh9s5h4s4c KdTc8d7d4s AcTd9h3c2s 
KdJd9d8c5s AhJd5s5c3h JsTsTc6s5s JhTs6c4s2h 
8d7d6c5d5c 8d6d5h4s3s KdQdTc7d5d KcQs8s8d4d 
QdJsTd6c3d AcQh8s4c3d QdJc9h6c2h Kc9s8s8h5h 
KdJs4c3s2d QhJh6h5c2c Tc9s8c7s3c Td8s7c6d3c 
AhJh8s4d2c KsQs6h3h3c AcKd9c6c4s QsTc8h4s2h 
Ts9c7s7c4c AcQsJs8h3s KcTc7d6c5c Ks9c6d5s2c 
Ts9h9d7d2s Kd9s6h5c3d Ac8s5s5c3c QdTd8h7d2h 
Kd6h5c3h3d AsJs9h3d3c TsTc4d4c3s AsJs8h4c2d 
AsKsQsTs2s AcKs8s7d2h KdQs9c2s2d KdQh9d3s2h 
AsTs4h3d2h Td9s8s7d3d Kh9h7d6c4s KdTd9d7h4s 
KdJhJc9h4s KdQc8c7s7h Ah6h6c4c3h AsJs7d7c4s 
Qh9c5d4h4d KhQsJc8d4s JsJdTs4h2c AcKc5s4c2h 
Ts9h8d3s3h QdTc9c4d2d Qd8h6c5s4d 9h8c6c5d2h 
Td9s7s4c3d Ac6s6c4d4c QhJhJd7d2h Ac8s4h4c2h 
9s7s7d6s6h 9d8s6c5c2d AhQdJc7d3s KsTd9d9c6d 
QsTc8c7d2d QdJhTh8h5h QsTd9h9c5s Ah9c7d3h2d 
JhTc9s8d2c QsJc9h5d3s QsQh9c8d3h KcJcTc5c3s 
AcJd8s5s4h TdTc6s4s3d QsJsTc8d2s AsQdJd8d3c 
JhTc9c4s3d AcKsJs5s2d TsTh9c4s2c Jd9s9h7s6s 
KsJh8h6h2s AdQd6h3c2h AsKh9h5d5c Kh9c7c6s2h 
9s9h8c4s4h JdTh9d4s3c Td8s7c5s5c QcJd9d4c2d 
Jd9c8h7h5h AdTd9c5h5d Tc9c7d4h3h QsQh9s4c2c 
9s8c6s5s5c QdTs9h7d3c KdTc9c4s3s KhTd6h5s4h 
KsTh6s6c2h Kd9s8d6s4d Jh9d8d6s4s KhJd7s6c5c 
Qc9d6h6c3h QcJs9h3c2s Tc9c8s8c7h Qh9d9c8c4h 
QhJc9s6c2s JcTc4s4h3s Ah9d8c7c5c AdKs5h5c4h 
As9s7d4c2c Td9c5s4d4c JsJd6c5c2d 7d5d5c4d4c 
AcQd9h6c2s QhQd9c7h3s Td8c7d6h3h AdKh4s3c2d 
AdKhTh2s2c KsQs7c6s6h KhQh7h6c4s AsJdTh6h6c 
KcJcTc9h3c AsKc8h8d5d KcJcThTc4c KhTs5c4c3s 
QhJs9s4h2s AhQd5s5h2c KsTs9d6c4s 9c8d6c5d5c 
AdJh8h6c5h 7h6d6c3d3c KdTs8h7s3h KsJc8h6s2h 
AdQcJs9s2s QsJc7h6h5d AdTs7c5d2h AhTh9s7h2d 
KcTdTc9c2h Ah9s4d3h3d QcTh7s6c4c QcJd6h4d2c 
KdJh8d6d3h JhTh7h6c4s QhJc8d6c3d KhTh8s6d4h 
TsTd7h3s3h 9c7d6s4s3c Ks9d5s4c3d JdTh6h4s2d 
QdTc9s7d3h QsTh9c6h4h 9s8s8c5d3d Jd9s8d6h3s 
Kd9s7h5d4c QhTc9h6h3d KdTh9h5s2s KhKdQh8h2s 
QcTh9c6c3d AdKd5h3s3d JsTs4h4c3h Jh9d8h8c4d 
JsJh8c2s2c 9h7s7h6c3s JsJh6d3s3d Td9s7d6d5c 
AsQd7d5d4c KhTsTh9h2d QcTsTh8s5s 7s6h6c5s3c 
KhQcTh8s2d Js9d8c7s2c JhTh8s4s2h KsJd4s4h3h 
KsTs9h9c3d KcTc7d5h4c Qh9h8d5c3d Tc8h7s6c3s 
QcTd9d3d2c AhJh7d7c4h AhQc7c5c4d 8d8c6c5c4s 
KhTd7d3h3d JdTs8d6h4d QcTsTd5h3c AsKd9s5s5c 
Jd9s8c7s7h AsTc8h6c3h 9h8d7h6h5s Qd9c6s5c3s 
9h9d6s5h2s Ts9h9d7h2s AcKsJd8s3s Qd9d6h4h4c 
AhKs6s5s3d QdJs9s8h5s Js8h5s5h4h QhJs9h6s2s 
QsJh9h9d5c QcJh9c6h2c AcJc7s7h4c KhTc8s7c3s 
KcQhQd4d2d AdQhJc9h2h AhKd9d8c2s KcJc8h6h3h 
KhQh6c5h2c Tc8d7s6d5h AsKcTc7c3c AdQh7c5c2h 
QcTs9c7d5c KhQd7h5c2c AcTc7d6c2d KhTh8s4d2d 
ThTd7c5s5h Jc8h6d5h5d QcJh9s7s2c 8s6s5d4h2d 
AcQs9s8d4h QhJd9h8h6h Jd9h9c5c2d KdQhTd4c3d 
Ac7h5d3h2c Js7h6c5c3s Qd9d8h8c6s QhJhJd4h3s 
Ts9d9c7c2d QcJdTs4h3h AcKs8h8d5h TsTc7d6h5d 
8h7s6d5d2h Ah5c4h2s2c AdJc9c6s3s AsTs9h7s4s 
AsJd8h6h5c Jd9d8h5h3h QhTd9h7c5h AcQc8d3h2h 
Qh9c8c5h3c QdJhJd4d3s Jh9c8d7s7c AhTc8h6h5h 
Ks9h7d5s4c AsTc5s4c2s KsKcQd8s2s AsQs6c3h2c 
9d8c7c6d2s AcKs9c6c4d Ac9s7c4h2h JdTs8c6h6c 
KsTd6s5c4s KsJsJc9s2d Td9h7d6d5c Kh8s7s6h2c 
9h9c8h7s3c QcThTd7c4s Td9h7c6s5s Qc9h9d8d4c 
KdJc4s3c2d Td9h7s6c5s 7d7c6s6h4d KsKhKdTh7s 
AcKc3h3c2h Ad9d7h5s3d AsJc9c5d4h JdTd7h5s2h 
KsJd8s7d2s AcQsTc3d2c As8h5d3d2s TsTh8c2s2c 
KhQd9h5c4s AdJc6s3c2d Ad8c6h5d2s AdJsTs4s3h 
QcJd9s8h5h Qc9c8h8c7d AsTd6d3d2s QsTh6c5d4h 
Kc9d7d5h4h QdTh6s5c4h TsTd8c2d2c Ah9s5d2s2h 
AhJh6d5c2s Qd7h5s5d4s 8s6s5c4h3h AsKs6s4c3d 
Jh9c8c6s4s QsTs6s6h3h Kc8d7d6c2h Kc7h6h6d5d 
8h6h5d4s3s KcQs9d2s2c As9s7d5s4c Js9s9h6h3s 
QcTsTd8s5s AcQh9h4d3d KdQh9h7d2d QhJh9s8c5h 
QhTdTc7c2d JdTsTc9d3d ThTd7h3h3d QsQdTs7h3s 
Tc7s6s4c3d AhKs6d4s3c KdTd4s4c3c Ts9d8c6h5h 
Kh7d5s5h3s AsQd9c6s4s Kc9s8s5s5c Kd7h6c5c2d 
Qc9h9d8c6s 8d8c6c3s3d Ks9s7d5s3d JcTc5d5c3d 
As9s5h4d2h KsKhKcTs7h KsJh7s5s2h AcQdJd8d3h 
KcJsTd6c2h JcTd5c3s2d KhTd6s6h2d AdJh9h8h5h 
AcJc9h6c2h JcTd8d6s6d AdQh9s7c5c TsTh5h4s3c 
Kd9s8d7d4s QdTs9h6s4s 7d6h5d4h4d AhKd4s3d2s 
KhJd6d5s4c AsKc8s5s2d KhJcTd8d4d AdThTd7c2d 
Qc9s7s5c3s As9d6s4d2c AcKh9c5s5c AhQs9s4d3d 
QhJs6c4s2h KhQcJd9s4c QdTc6c4d2c QcJc6d4d3d 
Js9h8d5d3h 8s8h6h3s3c Kh9c8h5d2d Jh8d6h5h5d 
QdJcTd2s2h QdTh8h6h5h Jd9d8s6s3h Jd9h6c5h3c 
Ad9c7h6d4d Ah9h7h5d2d KcQs8c5d2d QdQc9s3c2s 
AsJh7c6c3h KsJh7s7c5s JdJc8c4d3c TsTh8c6s5s 
Kc9h6s5c2h AdKcJc8c3h QsJc6s6d3d AhJsJc5d3s 
8h6s6h3s3c Ah9c8d5c4d AdKd8d5h4d JcTsTh8s2d 
AhQhJh7h5h Qh9d5c4h4c KsTs9s7c4d AhJh4s2s2c 
9d7d7c6s3c JsTh8h6h6c Kh9d8d5h5d 8d6d5s4h2s 
JdTd7s5h2s Qh9s8s8c4h JsThTc4d3c Td8s8d5c3s 
AsJs9d6s6c TsTh8h6h5c JsTc7d5d4d QhTh8c5h3c 
AdQdTd7d3h KdJs8s6s2d 9s9h6s6h2s AhQcJs9s2s 
KcTh6c5c4s Ac9h7d6s5d Jc9h9c6s6c AhTc9h4s4h 
KsJd7s7h5s 8h6s5c4c2s KcJh9c7s3d 8h6s5c4s4c 
Qc8h6c5s3h Ks9c8h6h6c Kd9s5s4h3d QhTh6c5s4h 
AdKcJd6d2h AdJhJc4c3s QsJs6d5d2d KdTs7s7h2d 
Jd9s5c4d4c KhJc8s4h2c TsTd7h6c4d Td9d6h4s4h 
AsKdJd9d3d KsJc8c7d5c 9h7h7c6s6h Ac9h4s4c3h 
Ac8c5d4d3c Jc7d6d6c5d Qs9h8h8d4s Kc8s7s5c3s 
JdTs9h7c3h QsTd8c5h4d KdQd7h5c2c QsJd8h4d2s 
9s8c6h5c3h AhJh9c6h2c QsJc9c4s2c JhTc9h7h4d 
9c5s5c4s4d QcJh8s6h3s Tc8h5d5c4h KcTd6c5s3h 
ThTc6d4d3c KsKcQh8s2s AcKc9h8d2c 7c6d5d5c3s 
QhQdJs4c3c KdJhJc5s3h KcJd9s8c5c AcQc9s8c2d 
AhQs8d4h3c KsQc8c7h7d JsJh7c6d4s QhJd6s6d3s 
AcKc6c4s3h QsTd8s4c2c QsQc9h3s2h AcKd8d7h2s 
JsTd9h8c4s JdTs9s4c3h JhTs7s6s4d AhQs8s8d6s 
Ks9h8s7d2d Ac5h4c2s2h JsJd9d7h4c 8d7d7c5c3s 
KdJsTh5c3c QcTs7c5s3c QsTs9h4s4h 7s7c6h6d5s 
8h7c6h5c2d KcQsJh9d3s KsTd9s6h4s JsTh9h9d4c 
Jd9c8d5s2s Th8d7h5s4c AcQsJs8s3h As9d9c8d7d 
Jc9c8h5d2h KdJdJc5s3d AcTh7d6d5s Qs9h8d7d3s 
TsTh8h6d4h 9s7s7c6s6h AdTs9d7d4d 9s8h6d5d3h 
AcKh8d7d4d KhTh7c6h5h JcTs8c3s3c QsTs8s8d2d 
Jc9d8s5s2c QdJd8h6h3h 7h6d5h4h4d KcQhQd9h2h 
JhTc8c6c4s Th9s7h6h5c QcJs9s5h3d AsKhTs6d2s 
Ac8d5d5c3c Jd8d7c5s3c KdTc9s7h5h As9s9h7s4d 
9c7h7c6d3h Jh9h9c6h6d AcTd7s5h2c JsTh4s3s3h 
JcTh9s6d3c AhKsQd6d3d KsTc9c5h2h KdQsQc4s2s 
QdTh6h6d2c KhTh7c5c2c 9h8s8h5d3d Kc9h8c5h2d 
Jd9c5s5c4d AcQh8s8h6h AcJs9d7h7d AdJh7c5s4c 
JhJcTs9s2s Th8c6c5h3d Ac9d7h4c2d KsQc8d7c5h 
QhTd8s8h5c KcJsJh5d3s Th9h6c4d4c Jc9s8s6d4d 
AsQc5s5d2h JdThTc9d4d QhJhTd6s3h JcTs8s6h4s 
AdTsTh9c3h KsQc6c5d4c KdTh6d5c3s KsJd7h6h3d 
KhJh8h8c4c KsJs5c4c2c KdQc6s6c3s QhJh8h5s3s 
9s8d6c5d3c Td9c7h6s5s AsJs7h7c4s KsThTd6s4s 
JhJd7s7c4d JdTh5h5d2s Tc9c8s8c7d 8s6s5c4d3d 
AdJd9h6d2h QsQh7s5d2d KsQdJh8d4c Th9d8d4h4c 
KcJs9h6c4d QdTd8s5d3s QcJs9h6s5s KhJs8d4h2s 
QcJdTc9c4c Ts9c7c4h3s KcTd7s7d2c AcQh9s6c4c 
AcKc4s4c3h Tc9s9h7d5s Ad9h9d7d4s AsTs8c6s3h 
KcQsTh9d5d 7h5s5h4s4h Qs9d9c6s2c KdQdJc7s7d 
Ac9d6c4d4c QdJd8c6h4s QhTs7h4s3s KdQs6d4d2s 
JsJhTc9d3d 9d8c7s5c3s KcJd9d8d6s 8c7s6h5h2c 
Qc8d6c5h2h 7s6h5s5h3c Jh9d7d6s3s Ks9s9c7c2c 
QdTdTc6h3d Td9s9d7c2s KdQh8h8c4c Td9h7h4s3d 
KdJc8c6c2d Ac9c5d5c3d JsJh5s4s2h KhQs9d6c4h 
AcQh7c5d2s KsKdTc4c2c Th8h7d6h5s 7s7d6h6c5s 
AcQs9d6c4c KsQd8h7d5c AhKc3d3c2d AdJsJc9c3c 
AsQs5s4c3h TsTd7c5d3c JsJc5s4h4d AcKd8s8h3c 
AhQhJs3h2d 9d5s5d4s4h 9s9d6d4d3s KcQd9d7d6d 
KcTd9h6h2d Tc7h6c5d3d KdJs9h4d2h QsTh9h3h2s 
As8s7c4s3c AcQc7h5d2s Th9s9h8d6h KhQd9c6s4h 
QcJhTs8s3d QsQdJh8s3c KsKhQc7d3d Jd9c5s4s4d 
JdTd9c6s4d Kc6s6c5s2h Ks7c5s5h3h Ad9s9h7h3s 
QsJhTh4h3d AhQh7c5s2d KcJc9d4d2s 9s8c7s5d3c 
KcJd7c6s4c Qc9s7s7c4d JsJc8h2s2h QsJc9s6c2c 
Jh9s5s5h3d AsKd9d5d4h QsJs8c6h2c AhJh4d2d2c 
Kd7h6s5d3c JsJd7h6c4s 9s7s6d4d4c AcKcJc6c5c 
Kc9s7d5d4s QsTs6h5c4s Ac9d7h6s5h KhJc5s2h2c 
JsTs9s7h4d AsKs4h3s3d JsTc9c4h3d Kc9h6d5d2c 
KhTh7d5s2s JcTh8h6s6h Jh7d6c5h3c 9d7d6h4h4c 
Js9h8h6c4c KdJh9h8h6c Qh9h8s8h7c AcJhTd6s6d 
AcKs9c6c4h JhTc9h6h4d AdTs9d7d3d Th9d6d5d3h 
Ac9d8d7d5h Jc9s9d5s2c TsTc8h3h3c ThTd6s3s3h 
QhJdTd4s3d KsQh7h5c4d TsTd9h4s2h KdJh9h2d2c 
KsJh7s6c4s Kd7s6s4d3s Ah9s7s3h2d AhKs8s5d3c 
KhTc7s7d6d Kd6s6d5s3d KcJh4h4c2d KcJd6d4c2d 
TsTc9s5c2s AdQd9h6d6c QcTh8c4s2s Kc9d8c6c4d 
Ah8h8c6d3s AcQhTs7c2c AdJc5s4d2h KsKc9d3h2s 
KsTdTc9s3s JhTs7s4h2c KhTc7s7c2h 9c8h6d5d2c 
AsQcJd8d3h Ac9d8s7s5s JdTh9s8c2s KcJhJd9h4s 
KsJs9s8c2c Ad7s5c4s4c QcTs8s7h3h KsKhQh8h2c 
KdJh7s6s3h AcTsTh7d4d AsKs4d2h2c Qd9d8h7s2h 
QhJd9c5s4d Qs9d6d5h2s 8s8h7h5c4d AsTs4c3h2c 
AdQh9d8c2d KsQc7d6s3h Td8d6c5h3h KhJd9c7c5c 
JsTsTh5d3s QcJcTs6h3c AdJh8s6d2c 8c6c5s4d2s 
AdJh8c7d3d KdTh7s6s4c Jc7s6h5h3c AcJc4s2s2h 
Qh9h6d4s4d KdTc5h4h4c AcQc6d3d2s As8s8h6c3d 
KhThTd2s2c AsQdJh7d3c KhKcQs8h2h AhJs9s5d4c 
AsKs4d3s3c AcKd8h5h4s KdJs9c6d4h Ac9s9h7h3s 
AdJd9c6h6d AcTsTh9d3h KcQs8h4s2c AhKd8c7c4c 
Kh8s7h6c2s AcTh7s5c2d QcTs8h5d4s KcTc8s6d4c 
As8d6c5s2h KdJs9h6d4c AhQd8d5s4d Jd7d5c4h3c 
ThTc9s4h2s QhJc6s4c2h ThTd4s4h3d Ks9d6h5c3s 
QsTs9h4h2h TsTh7c3s3c AhTh9c7h2s Ad9h6c4d2h 
JdTd8d6s5d Td9s8c6h5h Td9h9c7s5c AcQc7s5h2d 
KdJsJh9h4c AdKd4s4d3h AhJs8s7s6s Ts9s9c7h2c 
QdJsTd6d3h Ts9h8h6d2d QsJsTs8s5d Tc9c6h4s4h 
Tc9h8h6s5h Th9s6s5s3h Kc6d6c5d2h 9s9d8s7h5c 
QdJdTh6s3d Ad9d7c4h2h JsJh8h5h5c QdJs7h4h4d 
Th8d6d5h3s QcJc8h6s4d 9d9c8d7d6h KcQs7d6c3h 
Qd9h5h5d3s 7h7c6s5c4d AhJh5s5h4c Td9d6h4h4c 
QhJd9c6d5d QcJh8h6c2c Ks9h6c5s2h QsQdTs7c3s 
KdJs9s2d2c Kc6d5c4h2d KdJhJc9h2s KcTs7c5d3h 
AsTs7s5d2d Kh8d7h5d2s AdJd9d7d7c QcTdTc7c2d 
TsTh7c6d4s QhJcTh9h5h AdTc8d6d3s Ad7d5h3c2h 
AdJc6h3c2d KcTh7s3s3c AsKc5s4s2d AcQd8d5s4d 
QdJdTd9d5h JhTsTc9h4h AcQd9s6c2h 8s7s6s5d4h 
QhJh8c6d2d AhQd9s9c6c KsQd9s5h4c AcTs9s8d3h 
AsKcJc8c3h Qs9d7s7d4h JdTs7c6h4h 9c6s6d5s4d 
KsTc9h8d2s 9h8s7c5s3c Ks9h6d5c3s AcTc8s8c2d 
AcTs7c6c3h Ad6h6d4s4d AhJd8d5d4s KsThTc7h4d 
TdTc5h4d3h QdQc7s5s4h QcJdTd5h2s JsTs9s7d3h 
QcJc8c5s3s JhJd6c3h3c KcQh8c5s2s QhTs9h6h3d 
AhJdTd8d3d Qh6h6c4h4c Qs9d8h7h3s AdJh7d4h2d 
As9h5d4d2s 9d7s7d6h6d Td9c8d6c2c QdJhTh4s3h 
ThTc5s4h3s AdKsKdKc4h Ks9d5s5c3c JsTd7s6s6c 
QsQd7c5d3h KcQs9d6h4c QhQc9d8s3h Th8c7s5s5c 
8c6h5s5c4h JcTs7c6h6c Ks9s9c8d5h AhJsJd6c4d 
KcJh9c6c2h JdTc6c4s2d AcQcTs3d2c ThTd7s6c5s 
Ad9h6d4h4d Qc9d8s8d4c AsKd8d7c2h AdJd9c6s6d 
Qs8s8h6d5c AcKd8d7s2h As7c5d4d4c 9s8c7c6s2d 
AsKc4h2s2d Qc9h9d8c4d AsKh6d4h3c TsTc8s4d2c 
QsQh7s5c2c Jc9h8d7c5c Jh8s6h5s5h ThTc7s5c3s 
Js9d8c7h7c QdJsTs4s3c AhKh6h4s4c QhQcTc7d3c 
Ad7c5h4h4c QhTs8c4h2c JsTd8h6h6c Jc9d8c6h3d 
Ah9s9c7s3c Qs9s8s6c5d QsQc7d5d4h KhQsQhQdTs 
As8s7d7c6s AdKsQd5d2d KcQdJh9s4d Js9d6h5d3h 
Ts9c8s8d3c 9s7c6d4d3s AsQc9d7d2c AdQdTs3c2d 
AcKh5c4c2d 8h8d6s6c4h Jh9d8s8h3d QdJc9c5h3s 
9s9h8h7d5c Th9s5h4h3s Th7d6c5h3d Js8h7c5s4d 
Qs9h8d7c6c Qs9d8d8c4s AsJs8s6h6c KhQc9h6s6h 
Js9d7s7d3h QdTc9h4s3d Th8s8c7d6s 9s8c6s5d2c 
