Kh9s9d8s4c 
JsJhJd9d9c Ad8s6h3s3h Jh7s5h4h3c Th5s5h4s3s 
7h6h5s4d2h KhQh9s5h2h QdTc5s4h2h 7h5s4h4d2s 
Jh9d8c2s2h Qd5h4c2h2d Jc8c5d5c4c KsJh6c4d3c 
KhJd8h4h3s 8d6s5h3d3c Qc9h8c7c3s 8s7d5h3h2d 
8h7h7c5h3h KsQs9c7s2h Qd8d5c3h2h Jh9s7c3h2c 
Ks9d4d3s2c KdQd7c6s2d Ts9c8s3s3d KdTd5d4h3d 
8d7h4h4c2d Jc8c6c5h5c Ad8h7c2h2c KcTh7h6h2d 
9c8h6c3c2h 6s5d5c4c3h 9s9c7h6d2s Tc8d5d3c2s 
Jh9c6s6c3d TsTh5d5c2h Th7d5d4h2h KcJd8h6s3d 
Kh9h6d6c3h AsKc8s3d2s JdJc7s6c2h JhTh5c3s2h 
Ts9c4h3h2c QhJh8c4h3d Kd4h3h3c2d JsJh7d4d3c 
Th6s4s4h2d ThTc6h4h3d Ts9s6d3s3c KsQh6c5d2c 
7s5c4d2d2c AcTc6h6d2c 9d6h5d5c4d Ks8s8h3h2d 
Ts9h5d4h3h KsTs6s6h2d AsTd6c5h3c Qc7c6c4h3s 
Ah8d6h3s3h 9s6d6c5c3c QcJs7c4c3h QhQc8c3d2s 
Jh5d5c4h2c AcTc6s6h2c Js9h9c8d2d ThTc8s4s3d 
AsKd9c5h2h AsJc9c2h2d KdTs8h8c3s Ks9c5s3h3d 
Qc9h6c4c3d KhJc6c4d3c As9d7c4h4d QcJs9c4d4c 
As9c7h4h2c Jc9d8h8c2c KhJc6c4c3s 6s6d4s3s3c 
AcKs8c3d2c Jd9h7d6s2c Jh9c8c6d2s Qd7h7d6d2h 
Kh9d8h7c2h 9h9d7s6c2d 9h6s5h4h4c Jd9d3c2h2c 
AhTd5s4d3d 8c6s6h5d3c AdKc7d3s2d KhJs8s5d2s 
Ts9s8s5s3h Qs5d5c2d2c Qd9c8d3c2d Ks9c6c5h5c 
QhJc9s6d2s Ac9s7s6d3s AhJd7c6c3c Ac9d8c6c2c 
KsJc8s4s3h KsJd9c4h3h KcJh6d4d3s KdJh6s3h2s 
8d7c5d4d2h AhJd9c4c3c 8s5s4h3h2d AcTd8s4h2h 
ThTc8h4d3h Ks5h4c3d2s Jd6s5c3d2s Ah9s7c4s4d 
Qh7s5s5c4d Ts8c5s3c2d Jc8d5h4s3c KcQs6d4d3d 
Qd6s4s4h2d KhQh6h5d2h Th7s5h5c2s Jd9h7d4c3s 
JsJh7d6s2c JhJc7s4d3s KdJs8d4d3h Qd8s7c4s3c 
Tc9d5d4h4d 9c8c7d6c3c QdQc7s6s2h KsTs8s5s3c 
KhTd8s3s2d KdJc6s4s4h Ad9c8s7s2s Ac9s5s5h2h 
Ts7s7h6s3c Ks9c7c5h3c Qc9s7h7d3c TsTc5d4s2h 
Ts6h5s5c4d Tc8c6s6h3d 8s7d5h4d3d JhJd7h5h2s 
Kd5s4c3h2d Td7d6d5d4d Qd8c6s5s3h JdTd8d8c3d 
Td7h7d4c3s AcTs4d4c2c AhQd7c6s2d Jd7c5d4d3s 
QdJh9d4d2s 9s6h4s3s3h 9s5h4s4d3h 8d5d4s3s2c 
TdTc8s4d3d Qc9s5c4h4d Ks6d5d3h2h Ah8h5s2h2d 
Ac9h6h5s3d Ks9s6h5c2s As6h6d4s2s 8h7h5h4d2c 
Ks8s5c3c2c Ah8s6c3s3c Tc9s7d5s2h Kh9h8d5h4h 
JhJc5h4d2h Kd8d7h6s2d Js9s6d3d2d Qh8h8d5h3s 
AsKh9s3s2c Qh9s4c3c2h QhJc7s7h3d 9d8d8c7d2h 
8c7c5s4d2h Qd8s8h5d3c Ah8c5s5c4c Qs7s5h5c2h 
AsTs6h6c2s KcQc5s3c2d Js9c8s8d2s KhQc9c5c2s 
7c6c5s4h2c QdTd8s5d2d Jc9s9d4s3h 9s7c4s3s3c 
QdTh5s4d2d 6h6d4c3s3c 8h7s5d4d3d Kd7c5h4s3s 
9h6h5h4c3d Ah9h7h4s3h 9s9h8c7h3h QcTh9s4h2h 
Jc9h6h4s2s Kc7h6h3c2h Th5d4s3h3d KsTd9d3d3c 
KsQd5h4c2h KhQc6c4d2c 9d7d5d4h4c Jd9d6c3c2c 
QcTh7d5s2c JdTd7s3h3d Ah7d6s3c2h QcJd9d3s3h 
Kc9s7c5d2c KdTh7c4c3c 8s8h7c4h3d JsJc6h2s2d 
Jd7c6h4d2h Kh6s5d3d2s Jd9d4s4h2s KhJs9c7c2d 
AsQhJh7h2h QdTd7h6d2s QhTh6h5d2h 9h6d5d5c3d 
QcJd8s5s2s Qs9s6s3d2d 8s7d6d5h2d QhJd6c3s3d 
Jc9h4h3d2c 8s8d6s4c2s KdJh8d6d2s KhQd8s7h3h 
QcJd8h7c2c KhTd9h9d9c Jh7d6h6c2d Tc9d5d4s4d 
ThTc9s4d2s KdQh5c4s2c QcJs5h5d2c 9s7s6c4c2c 
KsQh8c7s3s Kh9h8d4h2d Qh9s8c6d2s Tc9h5s5d3d 
KcQh5d4s2d Jd8c6c2s2d Ts5s5d4d3d 6d5s3c2s2d 
Ks6d5d3c2c Td7h7d5s3d QdTd4s4d3h Th8h5d3d2c 
AsQd8d4d3c Qc6d4h4d2c 8c6s6d5h3c Jh9c8s7s3s 
Jd9c7d4s3h 7c6c4h3d2d Ah9d9c5s3d KhQd8h5h3h 
Qh7h5s5c2c AsJs6d2h2c Ac8h8d7s3h Qd9h8s6c2h 
Kd6s5h5c4h 9h8c4h4c3d JsJc5h4h2d 8s6s5s5d4s 
Jc8c6h5c3s TsTd8s6s2s QhTh8h4c3h Th7c6s4h3h 
Ks8d6d4h2h Qs7h6h5h3d 7d5d5c4h3s Qc8s8c4c3s 
AcQd5s3d2h Qc8h4h4c3h QsJd4s4h2c AsQc9s9h9c 
AhQc8d5d2d 8c7s5h4s2d KcTh8d4h3s QhJs8h4h3d 
Tc7d5d4h3s Js9c6d3s2d KsTc8h6d2d 8c6d5h3s3h 
Th9h6h4s4h AsJc5c3h3c QdJh4s4c2d KcQc9c8h3c 
Js8d7c4d2c KdQdTd7d2s Ac9s8s7d2s KsJc8h5c3c 
9h8h7s4s2s QsJh7s4s3c Ah9d8d7s2d Qs9s6s5d2c 
KdTh7d3d3c Kh8s5d4c2h KdQh7c3s3d QhJc8s7h2h 
Ad9s9h6s4s KhJc8d3d2c QsThTc3c2c 8s7s6s4h3c 
KsJd6d3c2c QsTs9s7s3s Th9h7h4s4h KdJc8s7h3c 
KhQc8d7c3s Jh9h4s3s2d Jc8s5d4s4h Qh9c8h7h3d 
Kh5d4c3s2h Kd8s7h6d3d Ah9h4h4c2c AsKs7d4s2s 
KcTh7s4s3s QhJd8s5s2s 8h5c4s3h2c QhTd7s4s3s 
9h8h7h6s2d Kc6h5s4s4d Td9s9h4h2h KdQd5h3d2c 
9h9d8c6c2c AsTc9h2h2d Js8s7d3s3d KdTc8c5s2h 
AhKd9h3h2s 8s7c6h6d3c Js9h5d5c3h Jd9c7h3d2h 
AdKd9c5d2d Ts8c6s3c2h Js9d7s4h3c TsTh7d5c2h 
9c6s6h5h3h Qs8s5c3h2h 8h7h4h4c3c AdQc8c4c3h 
AsQc9c6d2c Kc6h5h3s2s AdQc7s7c3c KcQd9h9d2d 
Ac8d5s4s4h Td8c4d2s2c AsKh8h4h3h Ts6h5s5d4c 
Qc8h6c5c2d 9c8h8d5h2h Ad8h7s2s2h 9d5h5d4h2s 
KcJs7h5s2d Js8s5h4s3c 8c7c5h5d3c AsQc7c5h2c 
Kc9c7h4d3c 8c7h5c4c2s ThTc8c4c2s AdKs9d3c2d 
QsJh9c3d2s KcTh6c3s2d 9s5h4h3s3d 9d8d7d5d4d 
9s8d7h5s2s 9s9c7d3d2c Jh8h8c5h3d Qh8s6d6c4s 
AcQd8s5s2s KdTc9c3s3c QcJd7h7c3s Jc8d8c5c3s 
Qc9h6h4s2s Kd6s5s3c2c AsTh8d4c2d 8c7s5c4c2d 
AsKh8s3c2s 6c5s5d4d3h 5s5d4h4c3s Jh7s6c4c2h 
Jc5c4s4c3s As8c5d5c4c Kc8h8c3h2s Ts7c5c4d3h 
Jh9s9d8c2c Jh8h5h5c4h Ts8h8d4d3c KhQd8s8h2c 
Jd8s4s2s2d AhJs4h3d2h 9s8s7h6s2d Qc6d4s4d3s 
AhTs4s4c2c AhTd7s3s3c Qc6h6c3h2s KdQs7c3h3d 
Js9h8h6h3c 9d8d4c3h3c Kd9d8d5d4s Qs7c6d5h3c 
Qd6s6d4s2d TsTd7h5c2d JhJd6c4d2s Qs7d5s4s2d 
Th8d6c5h2h Jc8c7d5h2s Jd9c8c7h3c Kd9s5s4h2h 
Kh7s5c4d3d KhQc9d6c2c Ah7h4c3s3h Th9h7c5d2s 
Ts8s7c4h3d Ks6c3s3c2d 9d6h6c3d2c KsTc6s3d2h 
Jh9d5s5c4d AsQd8h5h2h Th9c6d6c2s Jd9c6s6c3h 
KcQh9s5h2h JsTc4s3h2d ThTd8d4d3c KdTc8s8h2c 
Js9s7s7c3d 9d9c7d3d2c Ks7s7h2h2c Tc6s5c4h3d 
Qc9h7d4c2d AsKs7s4s2c Ah8c6h3h3d KhJh9h5h4h 
Ad9d8d6c2d JhJd5h4s2h JhTh8h8c3h Kd9d6h5c2d 
Ks9s7d4c3s QcTd7h7d3d Qs9d6h4d2h QdTd4h4d3s 
Th8s7h7d2c KdJs9c6c2h Js9s7c3d2d 7s7h6c5d2h 
Tc9c6s3d3c AcJd4c3s2c Kd8d7h3c2h TsTd7h6c2s 
ThTc5s5d2c 9d7d6s4d3c AsQh8h5h2h Qh7h6d4h3c 
QhTd9h7h2h Qd9c8s8c4h QhTh7s6h2d Ah9s5s4d2d 
Kd9c6h5h4h KcTsTc6c2c Kc9d9c3s3h Jh7c5h4h3d 
Qh8c6d5d3s Tc9s6s6d2h Jh6c5s2h2c KcJs8d6s3h 
Qc9c6s5c2h QhTh5h4h2s Jd7h6s4d2s AsQd5h3d2c 
6d6c5s4c2h Ah9s9c6c4c Qh5h4s4h2s KhTh6h6d2s 
TsTc8d3h3d QhTs3c2s2c Jc9s6s6h4d KsJh6s3d3c 
8d7s4s4d3d Th5s4h3s3d Jc7d5s5c4c Qc7s6s5s3d 
KhQs7s6s3s KcJs6h4h3d Kd9d5h3s3c As7h7c6s2s 
Qs6h4s4d2d QdJsJh7h2h KdTc9c4s2c AsKh7d3c2h 
Kh9s9c5c4d Ks9d8s7h3s 8h6h4d3s2s QdTc7d3c2d 
8d7d6s5d2d Qs8s4h4c3c Ts8h6c3s2c Kc9d6h5h4h 
Ad8s6c3h2d JdJc7h3s3h Jc9h7s3c2s Kh6h6d4h3s 
Qd9d6d5h2c Ks7s4c3c2h 8s5d4d2s2h Qc9d8h8d4s 
Ah9s8c7c2c AdJh7s5h2h KsQd8d5c2d Qc8c5s5h4c 
AcKh9c3s2c AsKcTsThTd AsTh9c2d2c KsTs8s5h3s 
9h7c5s4c3c 8c6s6h5d2h AdKs7d3c2d KsJh4c3h3d 
Qs9d9c7d4d Jh6h4h4c3c KdTc8s4c3h Kc7h5s5d4d 
QdTh8h4h3h Qs9h7c4h2s JsTh4s3c2d Ks9s6s5c2h 
QdJhJc7c2c 8c6h6d5s2h Ks9s7d6s2h KdQh8s8d2c 
TdTc5h4s3s Jd9h5s5c3h Qc7d6d5d3s 6s6h4s3s3d 
KcQd9h6h2s 9h8c7s7h4h Th9h6d3s3h Qh9c7d6d3d 
Qc8d6c4h3s Jc7c5s4h3c 9h7d5h3s2s QcTc8d8c3c 
QsTs6s5s2h Qs7s6s4c3d 7d5h4s4h2d KcTs7s6h2d 
Jd8h7s5h3h Qd9c7c2s2d KcQs6s3h3d AsJd5d3d3c 
Jh8s8h5h3c KhQc5d4s2d Jh9c4s4h2s Td5s5d4s2h 
8h7h6h4s3d Ad7d4s2h2c QhQc9d3s2d Th9d9c4d2s 
Th8h7h6h3c 6c5h3s2s2c 8c6h5c3s3d Jh9s7d7c4c 
Qd9s7s6h3s JsJd6c5h2h Tc9h5h4s4h Qd7h6h5h3s 
Js6c5h4c3d KcQs3d2h2c Kc8s5c3s2s 9s9c7s5h2s 
JhTs7d6c2s AcJc5c3h3c Ks8d8c6h4h JhTs5d5c2s 
Qd8d8c4d3c 9s9d7d2h2c JdTd7s3d3c 9h9c7d6s2c 
Qc7d7c6d2c Td6c5s5d4h Jc9c4d2h2d Qh8c5s3h2s 
Ah8h5d2s2h Qd9c4d4c2c KhQh7s2s2d Qh7d6d5d3c 
Ks9c8h5d4c Qd8d4h4c3c 7d7c6h5s2d Ks8c6d4c2d 
AsTh4s4c2s Jh9h7s6h3h Qh7h5s4d4c AcJd6d4s3h 
KcQd8h7c3c AdJs5h4s2c Qd6c4h3h2d AcJh7d6d3d 
Ks9d8s7c3s KhJc8h6d2h QsTs4s4h3d Kh9h8h5d2c 
Kh7h4c3c2d QcTc9c4c2s Jd7s6h6d4d Th6c4s3s3c 
Kh7d5c4s3s Tc6s5h4h4d 7d5s4h2s2h QsThTd3h2h 
ThTd5c4h2s AhTs8s6s3s AcQd5s3h2d Qh6d5s4c2h 
AdKd7d2h2c JsJd8h6h2h Jc9h7h3h2c Qs5h4d2s2d 
KsJc8c5h2c AcQh7h7d3h KhQc5s3h2h Td9c8h5h2h 
QhJc8d7h2h 8s7c5h3h2s AdKh7c3h2s QdTd6d5d2c 
8c6h5s3d3c JsTs7d3s3h QdJh5c4s2s KsTh9h2h2d 
KhQd8s6h2h Qc8c5d3s2s Kh8h6s2s2h Th8h7c4d3s 
Th5h5c4d2c AdKs8d3c2d Jh9c7s4c2s KsQd7d6h2c 
QcTh7d4d3d 9c5d4s4c3d Kc9c6h5d2c AcTs8s6s3s 
Ad7c6s3h2d Qs9s7s5s4d Qs8h6d6c4h AdKh8d3c2d 
KdThTd6d2d Jc9s7c6d2h Qc8d7d4s3s Qh9d7d2h2c 
QhJsJc7c2c Qc9c8h8d3c Jc8c7d3d3c 6c5h5d4h3s 
KsJd4s3c2h AcQd9h4h3s Kh9h5c3s3d Qs7s6s4d3h 
9c5s4s3h3c 9s5c4d4c3s Ts5s5h4h3h 9d6h5c4h3h 
JdJc8s4c3c 9s8d4s4d3c Ah9c5s5c2s AcTh8h8d8c 
Ad9d5c2s2h 9c7c5h3c2h 9d8h7c5d2d Qs8d5d3s2d 
TsTd5h4d2c Ks8s8c3d2c 9s7h6s2s2h Jh6d5c3h2d 
KdQs9d4h2c Jh6d5c2h2d Tc8s8d6c2h Kd9s6h5c3c 
Ad8s6d5d2d Js9h7d4h2d QdTh3c2h2c Jc8d6d2h2c 
Jd9c8d7d3d AsTc7s3s2h Kh6c5c4d3c QcTs8s4s3s 
QcJh6d5s2d KsQd7d6d3d KcJd8c6c2s Ac9s5s4d2d 
AdJd6d4c2s Qh8d5h2h2d Qh7s5c3s3c Qh9s9c7s4s 
KsQd8d5d3c KcJs4s4h3d Kh8c7c3s2h Jh7h5d3d2s 
8h6s5s2d2c Js7d6s6d2d Qh9c7c6d3c As8d5d4h4d 
KdQc8d5d3d AsTh5d4d3c Tc9d6h5s2d AdJh5d3c2d 
Qs6s5h4c2d 7d5h4s3d2h AsTs7s3d2c 7s7d6s3d2d 
KcQc9d7c3c 6d5s5d2h2c Th8h8c4d3h AcKc7h4c2c 
Kh8s8c5h3d Qs6c5d4h2s AhTc7h5h2h KcQs8h8c2d 
Ts9d5h3d3c Qd9s7d2s2c Td9s7c5s2h Tc9d6s6d2h 
QcTd7h5s2c KhJc8s6d3c Kc6d5d4h3d 8c5d4c3h2d 
9d7c5h4c3c Tc9c7d7c3c Kc9h8c7s3c Jd9c7d6s2h 
9s9c3s2h2c Kc8c7s3d2s JhJc7c3s2s 9s7h7d4d2s 
KdTd6s6d2h 6d5d5c3c2d QhJc4d3s2h QdJs5h5c2d 
Td9s8d3h3d KcJd6s6c2h AhQd4c3d2s AcQd5h3s2d 
Ts5s5c4c2h Td9d9c4d2s Ts5c4s3d3c KcJh8s5d3s 
8c6s5h3d3c 7s5h4s3h2s Qh8c5s5d4d Qd8s4s4d2c 
Kd6s4d2s2d QhJc6d5s2d Qc6s5h4d2c Kc6h5s3h2s 
8d7s5h3d3c KdTc9c3s3h KhQh6h5c2h QcJd8s7c2c 
Qs4s4h3d3c Jd8h5d3s2h AsQh5d4c2d KcQd8s7d3h 
Tc8d6c4c3h Td8s8h4s3c 9h5s4c3s3h Jd6s5d3c2s 
Ac9h7c4s2c Js7c5c4d2d 9h9c3h2d2c 8h7c5d4s2c 
Qs9c7h5c3c 7s5c4h2h2c QsTs6s5s2d Qh7s5c2s2h 
AcKc4c3c2d 6d5c3h2d2c KsQc8d7s3s Qd8d5h3c2c 
9s9h7h2d2c QcTs6s3h3d KsJc6d4h3h Jd9d4h3h2s 
AcKh8c3c2d Jc9d7s7h4s 8d6s6h5c2c 9d5c4s4d3c 
KsJh7d5h2c Qs9d7h4s2h Qh4h4c3s3d Qd8s5h5c4c 
Th9c8h3s3h KdQd7h6c2d 8c7c5c4h4c KdJs9c7c2h 
Td7d5s4d3h 9c6d5c2d2c Ac9d8s8h2h Ac8s6c3h3c 
Js8s7d5s2h Qh9h5d5c4h Js9h8h7c3h JcTs5h2d2c 
KdQc8c5s5c Jc9h8d6h2s 9h8d5c3d2c JsJd5s4h2s 
Qc9s9d8h2s ThTc8s3s3d AhTc9s5c2c 9d8s7d3s2c 
KdJh6c4s4c Qh7s6d5s3c JsTs5s4c2s QdJs7d7c3h 
JsTd7s6s2c 7s7d6h5h2c KcJh8h4d3s KcQd7s3h3c 
9c7h7d4h2c Jh7d6d5d3c Kh9c5s5h4h AsQcJc7c2c 
Jh7s4s4h3s Td9c7d6s2d JhJd6c4s3s Qd6d5s5h3c 
Ts7s5d4s4c QdTs8c4h2h KcJh9h4h3d KhQs8s5s3c 
AsTh8c4d2c Qd7c5c4d2d 8d7h5d4d2c Ah5h4d2s2h 
7h6d6c3d2c Js9h8s8c2s Qc9c5d4h4c KsQd8c3c2d 
KdQdTc7d2d Tc9d3d3c2h Kd7c4d3c2s Js5d4d4c3c 
Qd9h4d3h2c Qd8s8h5d2c JsJc6h4c2d Kc9s4s3c2d 
KsJd6h4h4c KdQh9c3s3d Jh9s6h6c4h KsQc9d5c2c 
9s9c5d2h2c Kc9s5c3h3d Ts8d8c4c3h Kd7h7d2h2c 
KhJc4s4c3d QcJc8c4d3h AhTd6s5c3s Ks9s8h6c2s 
QdTs8h4c2h 8h7s5h3c2c Ah8h5c2s2h KdQd9d7c2s 
Td9h5s5c3s Ks8s7s5s4s AhQd6c4s3s KcQh7h6d2s 
9c8s7s6d2s Jc5d4d3h2c Kd7d5h5d3c KhQs9d6d2c 
AhJd6s5s3s 8d7c5h4c2s KcJs7h5d2s 9h8s4h3s3d 
TsTc6h4h3d QdJs9c3h2d 8s7s5c3h3d 9h7c6d5d2s 
JhTd4h3c2s AcTd5s4s3h 9s8s6c4h3d Kd9s8h5c4h 
9c5s4d4c3s KsQc9h6h2d 8s7c4s4c3s QsTh7c4c3c 
AsTd9d5h2d AhJc8s6c3c 8s7h4h4d2s Ks7s5s5h3c 
Kd8d6d5h2c AhTh7h5d2h Ah7d6d4s3c AcQd9s5h2s 
9h8s7s3h2c QhJd9c6s2c JcTd6s3s3h Kc8s8c3s2d 
AhKc9h3h2s 9d9c3c2s2d QsJc5c3h2d QcJsJh7s2s 
KcJh9s7s2d Js9s8c5s3s Th8h7s6d2h JsTs7h5s2d 
KcTd4h2h2d Kc9d7d5s5d 8h8d6d4c2d QsQh6c2d2c 
9h9d3s3h2s AhJc8h4h3h Qd9h7h4d2h KdJd3h2h2d 
Jd8d8c5d3s Qc9s7c3s2d 7d6d4h3s2s AhTc7c5d2s 
Kh9c6h5h2d Ah9d8c6d3d Ac8d5s5d4d Qd6h6d4h2d 
8d7s5c4h2s AdQh6s4c3c 9h6d5h2h2d Kc7c6c5s2d 
KdTc8s4d2d QsTc9s7s2s Qd8h7c4h3c Qs9h8d5d3d 
Js9s7c6s3s KcTc8s4c2d Ac3h3c2s2c TdTc8h3s3h 
Kd6c5h3c2h JcTs7h4s2d AcQh9h6d2h Td6c5s3c2d 
Ac9s6s5s4h 8c7s5c3d2d AsTd9h2h2c JcTs6s4h2d 
Ts9c5c4d4c QsJc7s4s3d Td9h9c4s2h Qc9c7s3s2d 
QdTd7s6d2h Jd9c6d5d3d Qh6s5s3h2h As8h7h7c3d 
Tc8c7c6c3s AhTd8d4d2s 8s8d5d4d3d JsTc7s6s2h 
JsJc6d5h2h Js8s7h3s3h 9s9h7d6c2s 7s6c4s4h2c 
Qd8s6d5d2c AsKs7h4s2s Tc7h5d4s4d KdTc7c6c2h 
AsKh9c3h2d Jh7c6h6d4h 8h7h6h4d3s Ah7s6h4c2h 
KdTd8d5d3c Js9h8c2s2d AdKs6h4h2c 8c6d4c3h2h 
Td5h4s3h3d Qs6d4s4h2h Kd9c4d3s2c Qd7d5s5c2c 
ThTd6d4d3c Kc5h4s3c2d Kd9d5c3s3h Qs7d5h2s2d 
AcTd5h2h2d AcJh6s5s3s AdKs9h3s2c 8c6d5h2s2c 
Kd8c6c4h2h Ac8d5h5d4d 8d7d4h4d3h 8c6c5h4c3c 
Jc9d8s2h2c Qd7s7h5s4c Qc9s9h8d2s Qd8c4d4c2s 
Tc7h6d4c3c Jh5c4h4c2s Ad8h6s3c2d Tc7h6d4d2h 
Kc6h5h5d3s Td7h5d4s3d 9h6s5s5d3s KsTc9c4d2c 
Kc9c8c5d2h 7h6s5s3s3d 9d7s6d4d3c Td9d5s2s2d 
7c6s6d4c3c QcThTd3d2d Qh6h5s4d2c Qd9h5h3d2d 
9h6s5h5d4h Ts9c6s3s3d 9d8d7c6d3d JhJd7c4c3s 
AsQd8d4c3d QhTh3c2h2c Kc9d6h6c2s AhQd8d4d3s 
Qd9d6d5s2h 8c6s4c3d2d Jh7c5c4d2d Ad9h7c4s4h 
Qc9s9h7h3d TdTc8s4s3h KdJs4h3s3c Js9h8d2s2c 
7c6d4d2h2c AsQc4h4c2d Js7c5h5c4d AsJh8s3s2c 
8d7s4s4d2c AsJh6s4s3s QsJcTc7c2c AcQh5d4d2s 
Ad8h5h5c4h Kd5s4h3d2c QsJd8h4s3s QhTd3c2d2c 
Ts8c5h3s2c KcQh8s5s5d KdTh8c7c2c Th7s7d4h2d 
9s9d3s2s2d Jh9c7h4s4d 9d5s4s3h3d 9c8c6h4s3d 
QcJh9c7d2c 8c6h5s5d3c JcTc7d5c2h As9h8c6h3h 
Ks6h3s3h2c QcJh7h4s4d 7d5c4h4d2c KcJs6s4s3h 
Qh9s6d6c4s Ks9s8s5h2c AsTd4s4c2s QhJc7s4c3d 
KhQs9d7c3c QdJc9d4s4d AsTc4s4h2s Kc7h5s5h4h 
Kd6c3d3c2h Kd9c6s6d2h As9d7s4h2s 8d7s6c3s3h 
AhJh5c3h2d Ad7s6c3h2d Ac7s4h3d2c JhTc8d2s2d 
8c7s5h4d2s Kh9h6d6c4h Kc6s5d4h4d Jh9h9c2h2d 
8h8c6c4d2c Qs7h5h4s2s JsTs9s6s2s KhTc8s4h2h 
9s7s5s5d3h AcQh9d5s2d Jd9d8d8c3h QdTc7s7h3c 
Qd9h4c3c2d 8s7h6d6c3s Ah8c6h5h2h KsQc9d7h3h 
Jc5s4h4c2h QhJs4h4d2c KsTs5h3d2c Qd9h7d3h2s 
AhKd8h3s2h Jc8c5h5c4c Ks7h6d3d2s Kh8c5d4s2h 
KcQs8s5s5d QsJh7s7d3c KcQh9d3s3c 6s5c3s3d2c 
Jh9s7h4d3c QsJs7s7d2d 8s8c5s4s3s Ts8h8d2h2c 
Tc7d7c6c3h 6c5d5c3d2c Qd6c5s5d4d KcTh6c3d2s 
9c7h7d3s3d Qc9h9d8s2h Td6d4h4c2h 9d9c7s4s3h 
Kc9d5s5c4c Js8s7d5c2h 7h7c6d5s2c Jd6d4s4c3c 
Qh9d6c5h2h Tc8h5s3c2h AhQc5s3c2d Ad7h5c4h3h 
Kc6h6d4c3c Kd9h4h3d2c 9h6h6d3s2s AdTc8h4s2h 
Ks9s6s5d2h 9d7s7h4d2s QdJs9c6h2c Js7c6s3s3c 
Jd9s8c7h2s Tc6s6h5c4c KcTc8c4d2h Td9s8d3d3c 
AdThTc4s2c AcJd6d5d3d Ts9h8h4h4d JsJh7h6d2c 
8s8h5s4s3s Jc7d6s6c2d AcTs4s4h2h ThTd6h4h3c 
Ad7s6d4h2d Kc7c6s5c2h Th9d5s3d3c 9s9c8s7s3h 
Th9h5h4d3h Th6h4s4c2c 9s9d8h7c2c JcTc5s3h2c 
JhTc7s4c2d Jd9d4s4c2s AdTc6c5s2h Ts9h9d5s2s 
KhTc9c2s2d 8s7s5s4h2d KdTc7s4s3s QdTs8c4c3c 
8c7s5c4c2h Ad9h8s7s2s Qs7h6c5h3d Ad6s6d4d2c 
AdQc9s4c3c Kc6d5h3d2h Qc7c6c4d3h Tc9c8c5c3d 
Jh7d6d5s5d Tc9s7c6d2c 8d6h5c3s3c As6h6d5c3d 
9d7c6d2d2c Ad8c6s3s3c AhQd8c5c2c KhJd4d4c3s 
AsQd7c6h2d 9s8d7s7h4s Qs9d8d8c4h KdQc8c5c3h 
KsTd4c2d2c KhTs8d7d2d Ad7s6d4c2d Qh8h4d4c3d 
8c7d7c5c3c 7d6d6c3s2c KdJd8d3s2s AcQh5d3h2s 
Jd8c6h2h2d 9c7d6h5c2s AcJd6s5s3s Kd6h5h4c3h 
KhQc8s5s5d Kd9h7h5s5c 9d5c4c3s3d AcJh8c3c2d 
Qc6c5h5d3s Th7h6h4s4d 9h5s4h4d3s TsTd7c5h2s 
Kd9h8d5d2c Qh7c5s2h2c Js9d5h5c3d JhTc6c4d2s 
Kh5s4c3h2d Td8c5d4h3s Jh9h4s2s2d QdJs9d4c2d 
Jh9s9c4d3c Jd9c8h2s2d QcTs9c7c2c Kc9h9d5d4s 
Th5d4c3h3d Js7c6d4s2c AdQs7c6s2h Ts8s5c4h3d 
Td9h3h3d2h 7s7d6c5c2h KdQc9c5s2c KhJc8d7s3c 
QsTs5s4s2d Ks9d8c5h4h 9s7d7c3h3d Js8c4c2s2c 
Qc6s5s3c2c AdTs7s5h2c As9d4s3c2h Qc8c6c5s2h 
QsQc9c3h2c 7h6h5h4d2s AsJc6c4d3h AcKd7c3s2c 
Ah8c5d5c4c 9h9c7s6d2c Ks9c7c5h5c 9s9h8d6c2c 
Jh9s4h4c2c Qc7s6h5d3s Th7c5h4s4d Js9c6d6c3h 
Th9c3s3h2c 8h8c7d4c3s Ks7s6c5s2h TsTc8s4s3h 
KdJc8c5h2c 8c6d5s4d3d 9d9c3s3d2s QsJs6s5s2c 
QcJs4h4d2c Qh8d6d3s2h AhQs5c4c2d Kh6s6h4h3d 
Tc8s5s3c2d Ks8h8c5s3d Jh9h7s7c4h QhJs6d3s3c 
Qh5s4s3h2h JcTc6s4c2d Qd9s7d2s2h Jd6s6h5d4d 
9h7d6d3s2s 8c7h5c3h2s JsTd5h5c2d Kd6c5s4s4h 
KsQd6d3h3c Ts6d6c5s4s Jh8h6d4s4c Kd9c6s5h3h 
Jd8s6s2h2d As8h6s3s3c Jc8s5h4d3c Jd9d8d6s4d 
KdQs9d7d2c Jc9h8s2d2c Th5s5d2s2d Qs8s8c5s3d 
AsKd9h5c2c Js8d5c4h2s AhJc6s5c2d AcQh7d3h2d 
9h6h5h4c3s As9d9c8d2d 9c5h4s4c3h 8h6s6d5c2c 
Ks6c5h5c3d Ks9s5s5d4h KhQd6s6c3c QdTd6d5c2d 
9s6c5h4c3c AsQc6h6c3c KhQc6d5s2d Kd9s9c6h3c 
