8h7h7d4c3s 
8h7d5h3h3c AcJs9h2h2d KhJd7s4c3s 7c6s6h4c2d 
AsJsJhJc5h Qh6s5s5d4c Qc9h8h7d2s Qh9s7s5s5c 
Jd5c4h3c2d Qd9c7s3c2d 9s8d7s3c2c JhJc7s7d2s 
Ts9h7c5s2d AdQd8d4d2s 9s7h7d4c3h KsQsQhQc8h 
AcJc4s4c3c KsQc9h9d2d 9d7d6d3s3h QdJh9h7s2h 
9s7s6d3s3h Kc9c5s4d3c Qs9h7c3h2s QsTh4c2s2d 
Ts7s7h2s2h Qs8d6h5c3d As9h9c4c2h QhJd9s7s2c 
JcTc7d6s2c KcQd9s9h2s KsKdKc9c4d Ts8h8c4d3h 
Td9d6d5s2h 7c5s5c3d2s KcTh7d6s2s Ts8h6d5c2c 
TsTh9h7h2h Ts9s3h3d2d Th9d6s5d2d Jc9h8s4d3c 
AhTs5d3h2h KhJs8s6d2c Kd9d5h4s3d AhKc6d4s2s 
Kd8h8d6d2s Qd9d6s4c3d 8d7c5h4s2s 9h6h5h4h3c 
Kh9s9h7h2c Qh9c5s3s2c Ah9c7h2s2h Jd9c8h6c2c 
KhQs9d7d3d KcTd8h8d2d QsTs8s8d2s KsJc8c7c2h 
Tc9d7c4c3c JsJh7h4h3h Kd6h4h3d2d Jc9s8h7h2h 
9s8d6d3h3c Td8h6c4h3s Qs9h8c6h3h Ad7h6c4s3c 
8s5s5h2s2d Tc8s8h6d2d As9d5h4h2d Jh9s6s6c4s 
Jd9d9c4s2h AhTd7h3c2h TdTc9d3d2h KsJh8s4s4d 
QhJd9s4d2d Td8s6h6c3d KcTs8h5d3d Ah9c8s6d2d 
KdQs9s7c2s Kh8s8h6c2h Td6h6d5s3c Ac8s8h6h3d 
KdQh6h4h2s 9s9c4d4c3h 7h6s6c3c2h Js8s7s6d3c 
Th6d6c5c4c Qc7h6s5s3s Qh6c5d3d2c Td8h6s3h2s 
8s7c5h3c2h AhJc8s6c2c As6h5d5c3c QdQc3h3d3c 
Kc5h5c4c3d KcJc8s8c3h Th9d5d4d3s KhJh8h5s2h 
As9d7c2d2c Kh9s8c7c4c Qs8s7h5d2c As8h8d4s2s 
Qc8c6h6d3s KhJh6h4c3h 8d7d5s4d3d QsQc6c3c2d 
KdQd8s3s3d Jh9s9h4c3h Td7s7d3s2h 8h8c3h2s2c 
KhQhQdQc8d Td7h5c4s3c QsJs8c4s2d 8s6d4h3d2s 
QcJd8h3s3c Tc7s6h6d3h Kc8h8d3h2c Ks5s5h4s3c 
Qh6h5d4s2h KhJs9d7s2s 8c7c6c5c3c Kd9h8s7s4s 
QcJs7h3c2h Ts9s6h5c2s Jc5s5c3d3c KdJc9h4s4c 
QcTs7h6d2s AhQc7s7d3d AhTd7s6s2c JsTd6h4c2c 
Kd4s4h2d2c Ks4d4c2s2h QcTd7c6h2c Ac6c5h3d2c 
Ad9h7d2s2d AhQd6s4s3s KsQs9c7h2s AdQs8h8c2c 
9h8c7d4s4d Kh9d8c5c4c Jd9s7h3d3c Kh7s5c4d3s 
Jd8c6d4s3h Qh7h7d5s3h Qc9d7h3h3d Kc9d8d4s2s 
JcTc5s5d2c 9h8h6h3d2d KhTc7c5s2d As9c7d2d2c 
Kc9d4c2s2d Qc7s7h4s2c JcTc5c3s2d Ac6h6d5h3h 
Ad9h6h5h3s Tc8s6c5c3c 8h6d6c3d2h 8s8h6d4h2h 
KhQh9d7c2h Ah9d6c5c3s JdJc8c4c2s Js8c6d5d2h 
Qc9s4c3h2s Ts8d8c7c2c Ks6s5s5c2h Ts8s5s5c4s 
Qd9s4c2s2d Kh9d9c6s3s 8h8d6c4h2h Td8d6h3s2s 
Qs5d4d4c2c Kh9h9d7h4h Ah8s6c5s3d KsQh9s3d3c 
JcTh6s5s2s KhQs8d6s2s KsQd9h7s2s KcTd8h4s4h 
Td8s7d3h2s Jh6d5h4s3h 9c7s5s3s3h KsJs9c4d2s 
Qh6s5h5d2c Js7c5d3c2s Qs9s8h7d2s 9c7c6d3s3c 
Jh9h7h5d2c AsKsQs7s2s Qs8s7h5d3s Qc9d7h2h2c 
8d8c7h2s2h Tc6s6h5d4d Kc9c6d4s4c KsJh9d4c2h 
Th5d4s4d2h QcJc8c5h2c Td9c6d4d3d KcTd5h4d2s 
Ts9s8d4h3s Qc9s4d2s2c Ts8c6h6d3d QhJh5h4d2h 
Qc8c6h4s4c Ks8c7c6h3d JhJc7s3c2s Jd9c8s6c2c 
Ac9h8d5d2s KhQs9c2h2d QcTs7c3h3d Td9c7h7c2s 
QdJc9s4d2d AcQd6h4h3h JdJc8d6d2d JsJh9s3s2c 
KsJh5h3h3c Ac9d8h4s4d Td9h5h5c3h 9h9c8h5h2h 
JcTc7c6h2s Ad6h6c2h2c Js9h6h6d3h Ts9d6s6c2h 
Jc8c6d4s4c Ah8s7d6c3c Qd8s6d3h2s JdTc5h5d2d 
Qd9c7s2d2c Qh6d5h4s2c Kh9c7h5h2s Kh8s8d3d2h 
8s5s4c3d2d Ah7h5d2h2c Qc8d6h5d3s Ac8h8d5s2d 
As7c6h4d3h Kh9h5d4h3s Qs7s6s6h4s 9s9h3c2s2c 
Jh7c5s2s2h Ts8s6h4s2c JsJd8d4c2d Ah9d7h2s2h 
KcQh9s4d3d JsTc6s4s2d 8s8c6h4d2h 9h8c5c3s3d 
Td7h7d5d3s 9h8c7h7d3s KsQd7h4c3c KdTd9c4d2d 
Qs7s7h5d3s Kc9s5d4s2d KdTh8s8h2h Th8s8c6s2s 
Jh9s6c5s2d AcQc8d3c2h 9h7c5h3c2c Th7h7d2h2d 
KdJc8s7c2c Qc7c5s3d2d AsTs5s3h2d QdJc8s8d3d 
Ad7c6h4s3h JsJc8c4d2c KsJc5d4d2h 7c6h4c3s2h 
Js6h5h3d2d TsTc9c7c2c Kc6h6d5c2c KdQs8h8d3c 
Td8s7h4d3c Th8s6h5h3h Jc9h8s6d2h Qh6d5h4c2s 
KcQd9d8d4d Td7h6h2s2d Jc9s6s3s2c Kh7h7d5h3h 
9d8c7s7h3h JcTs8s3s2h Jh9c8s6d2c Kd7s6h4c3s 
KsQc7d4h3h Ad6s5h5c3c Ts8h8d6s2s JhJc3s3d2h 
7s7d4d3s2c Kd7s6h4s4c Qc9s9d5h2d 9d8d6d3h2h 
KsJc5s2h2d Th8s8d4c3d 9d8c5c3s3h 8h8d7c5h2h 
As7c5h3s2s Jc8s6d5d2h 9c6c5c4h2s Jc9c6s4c2s 
ThTd8h5h2h Kd6s5h5c4s Ad8d7h4d3d 8d5d4h3h3d 
AsTsTc3s2s Kh9s8c4c3s Ks7s6h6d3s 7d7c6c5c2h 
Tc9d8s4c2c AhTd7s7c2d Ac8d7h6s3s Qc9d7s7c4c 
Ks8s8c6s3d KhTs5s4c2d AcTh7h3s3h KcQsQdQc8s 
8c6h5d5c2s Qh9s8s7d2c KcQs8c7d2c Kh9c8d4c3d 
Kd7d6h4c2s Qh9c8d6c3c Ts8s6d4s2h QdJs9c4d2d 
8s7d6c4c3c Js9s4h3c2c QcJc7c6h3c Ad9s7d2h2d 
Jd8d7d5c2s Td9s9h3c2s Jd8s8d3s2c Ad9d7d4h2s 
Qc8h5s4c2d AsQc8s3d2s KdJh8c7h2h 9h8s7h4d4c 
KcQs9c7d2c Qh6h4c3s2s KhKdKc9h4d Ac8d7s7h3h 
AhJd5s3s3c Jc9c7c5d2h Ks6d5h5c4d KcTh7h3s2s 
Qc9s8s6s2h Qd8c6d3c2h 6d5s5h2d2c Ts7h7d5h3h 
Th6h6d3c2d Jd9d7c4h4d 7d6c4d3s2c Ac8s8d6d3h 
Qh7c5s5h3d Th8s7c5s3s 9s7d6c3d2c 6s5d5c2s2h 
Ts7s6s4s3d Tc8d6c4h3c Ks8d7s3c2d QhTsTc7c2c 
9c8d7s7d2h QdJs6s4c2s 9s8d5d5c3h AhTd9c3s2c 
AhJc9c7c2c Qs7c6s4s4d ThTd6c4s2h Qh9d8s6d3d 
Jd9s6s5h2c AcTh7c3s2c Jh9c7h5h2d Th8s8d6c2c 
Js9h8d7d2d KhJh4d4c3h 7c6d5h4h2h Th7s7c5s3s 
Th9c7s5h2d Ts9s8h3c2d Ts8s8d5s2h AsTc7c3h3c 
Kc7c6c4s4c Jh9h4d3s2s 7s7d6h3h2s Jh9c8c6d3c 
Tc6s6h5s4s KsJh7s4s3s Qc8c7h5d2s Kc7c6d4s2h 
QsJs6c2s2c KcTs7s3h2h KcQsQhQc3h Jh8s8d5c2s 
QhTd4c2s2h 9d6c5d3h3d 8h7s5d3s2d Th6d5d3h2h 
Td8h7s6c2c 6d6c5d4d2s 9d8c5s5c3h Qd9d6c4d3h 
Ah6s5c2s2c AsTd7d4c2h Qs6s4c3h2h AsJs6d5s2s 
Td9d6d5c2h JdTh7s7h2c Th6s6h3c2s Qc9c7s4h2s 
AsJs4s4h3s QsJs8s4h2d Ad9c8c6h2s 8s7h4s2s2h 
KsTc9d5d2d KhTs7d3d2s Qh7d5s3h2d 8c7s7c3h3d 
Qd9c5c3h2h Qh9c8c7s2d Ac8s8d5h2d Qs8h8c7h4h 
Td9s4d3d2s 5s4s4d3h3c Ts8c6c3c2s Ts8d8c4h3c 
AhJd9s6s2c Qc9c7d3s2s 8h8d7h3c2d AdQs9h7c2c 
5s5h4s3d2d Ts7h6s5s3s As6h3s3c2d 9h7h5s3s2s 
QhTs9c3s2s Ac6c5c3h2s Ks9c8h7h4h AdQd3h3c2d 
Tc9s9d7c2c ThTd4c3d2c Qc7h7d6s3c AsJc8h6d2d 
AsJd8h6c2c Qh8h8d7s2c 6h5h4d3h3c Kh7c5d4s4d 
7s7d4d3s2h 8s6d4s3d2h Ah7s7c6c3c AhQc8d4s3s 
KhJc9d7c2c Th8d7h3s2d AhTc7c6d2s Tc8d7h5d3d 
AcQh8s6d2s Jc7c4h3h3d KdQd7s7d3c 8s8h7s2s2c 
Qc6d5h3h2d 5d5c4c3s3h 8c7d6h3s3c 9c7s6c3s2c 
9s7h7d4c3d QsJc7d4s3s Ks7c4d2s2d Jh7h7c4s2s 
9c8h7h4s3d Jh9s8d8c3s QcJs8h8c3c Td9c8c7c2c 
AcTh5s4d3s QdJc7d4h4d Jd8s8d4c3h Th8s5c4h2d 
Ks9h8s8d2s Qd6s6d3c2c 9s9h8d7h2h Kd9h8h5h4s 
QsQd8c4h2h 6d5c4d3s3h Ah7h5s2h2c Tc9c5d4c3h 
8d7s5s5h3s Qc9h8h5s5d Kc8d6d5s3h AhJsJhJdTh 
9s9h3d2s2d Ks9c8h8c4d Kd7h6s4s2h Ks4s3d3c2d 
6s5c4s3h3d Js8h7h5h3c Tc5s4d4c2d AsJd9d6d3d 
KhTs9c3d2c QdJd9c4h2d QcJc9h4s2c Td8h6h3h2d 
Jd9s6c5s2h QhJh5s5h2d Jh9h8d4s2c 9c7d5d3d2c 
Kd9s7d4c3d Qd6s4d3c2s Qc6d4h3d2c Th5h5d3s3c 
Jh8s6s5s2d JsJc3s3h2s KhQh9s8h3h KhTh8d3c2s 
KcQc5c3h3c KsJc8c6h2d AdKh3h2s2h AsJc6h6d3c 
Kc9d7c4h3c KdJh7s4c3c Ks9h8c4h3c AhJh5d4h2h 
8h6c5h5d2s KdTc5s4c2h 9c8s6c4d3h AdQc6h5s2h 
7d6c4s4h3s Ah6s5s4d3c Qd9d8d6h3d AhTs5h3h2d 
As4d3h3c2s JdTs7s7c2h Qd8h7c5s5h 9s8s8h7c3s 
AsTc5d4h3d Tc9c5s5h3c KsQd8s7c2s Qh9h8h6s3h 
8d5d4s3c2c KsQc9d7d3d QcJc5c3h3c JcTc6c3s3d 
AsTd5s3s2h QhQd6d3d2s Kd8s7d3c2s QdJs9h7h2c 
Qh8c5d4h2s Jh7s7h4c2c 9d7h6s5d2d 9c7h6d3h2d 
KsKc8h3d2h Qh9s8c5d2s Th9h8c3d2s Js8s8c3c2d 
Qh5s4s4c2c Ah8h4s3s2h Td8s7s6s3s JsTs5c3s2h 
9c8h7c6s2c AhJsJhJc5c JdTs8c3h2s Ks8s8h6s2c 
Ts5c4h4c3h QsQc6s3s2d Qh6s4h3d2d AdKh9h4h3h 
AhTd7c6s2d AdQc8s6h2s Jh8c7s5s3s QdTc7h2h2c 
Jc9h8h6h2d Ah8d6d5d3c QdTs6d3c2h Tc9c4h3h2c 
9h8d5d4s4d Ad7h5h4s3h AhQs8d4c3c Qd7c6c4d2d 
AsQc7h7d3h AhJc7s4s3s QsQd8c4c2h Jd8c7h5h3h 
8c7c5s5d3h 9s6h4h4d2s Jh9s5s4s3c Qs9d7h3d2s 
9h7d5d3d3c QhTh6h6c2d Kc9s9c7c2h Tc8h7s5c2d 
9h8h5d3s3c Th6d5h4c3h Jh5d4s3d2h Qh9h8h5h4d 
Tc8c7h5c3c KdQsJd8d2d Ac8s8d5h3h 8s8d7d5c2d 
KcJd7s4h3s 7s6d4d3h2h Kd6s6h4c2d Ts9s7h7d2c 
8s8h7c2d2c KsTd6s6c2s AhKh4d3h2h AdQh8d4d2d 
Td8d8c5d2h 8s6c5c3d3c Kc8s7s6h3d AhQd5s2d2c 
Ts8d7s3h2d KcJc5h4c2c Ah9c8s6d2s Qc9h4s2h2c 
9h7c6h5h2s 9d7s5s3s2d Th8s6d4s3s Kh9d5h4c3h 
Th8s8d5c3c Ts9d8c3h2s AhJh6s6h2d KhQc8d6c2c 
Tc8s8h7s2s Qh8c6h4h4d Jc8s6h5h2d AcJsJhJc4h 
AdQd8c3d2h AsTh7h4d2c Qs9s5h4d2c Qh8s6s5s3c 
9h5s4h3s2c Ks8d5h5c4h Jc9c8h8d3c Kc9c6c3s2s 
AsTd8c2h2d Tc9s5s4d3s 8s8c7d5s2s KsKhKd9s4d 
QcJd7h2h2c KdQc8s8c4c AdTc9h4c2c Qs9s8h8c2s 
KsQc8s7h2s AdTh9c3h2s AdQh6s5c2s KcQd9s5h2h 
QhTd6s6d2c Jd6d5d4h4c Qh8c6d5s3c 9s8s4d4c2d 
Ac9d7c4c2h Jc7c6s6d2s Td8d6h6c2s KcQh8s6s2d 
JdJc8s4h2s JsJh5c3d2h QhTh9h2s2h QcJc6s5c2c 
Kh9c8c7c4d 9h9c7s4h3h Ah6d6c5c3c JsJh8h4h3h 
As9d7s4s2c KcJd8h5h2s Qc7h7d6s4s 8s5s5d3h2d 
7h4s4c3s3d Jh9s8c6d2c KhQs8s8d4s Js9s4d3c2c 
Jc7s6d4h3c 9c8d6c4s2h 7h7c3h3d2d Qh6c4h3d2c 
8h7s7h4d3c Tc8h8c5c2d 9d8c5c4s4c 8s7d6s3d2h 
KdQh7d7c3d Ts9c7d6c2c Ts9s8d3c2h 9h8d6h6c2s 
Qd6d4c3s2s AcJh5s4s3s 8d7s6s3h3c Ad6h5s2s2h 
QhQc6s4s2d Js7h5h5d2d 8d7s7d4h3c Jh9d7s3h3c 
JsJc9s3s2d 6h5c4h3s2d Qh9c8c6c2d QsTs6d5s2s 
JdTd8h3c2d TsTh9s3s2d Qh9d6s5d2c QsJs6h5s2s 
QsTc7s7h2d Th9d8s4h2h JhTc8s3d2c JsTh8d3c2h 
KdTc7c5s2h Th7d7c5h3h KdTc8c4h2s AsQs3d3c2s 
Jd6h6c4h2c Kd9s6h6c4h Td8h8c5s3s AhTs7d7c2d 
Jh8h8c4d3s Tc8h6d4h2s KsTc6d2s2h Jd8c7c4s4h 
9h7h6d3h3c JhJc7s6d2c Ac9s5h4h2s Ah8c6s5s3s 
Ac9s5d4d2s Th6h6c5s3d Qh9c7d6s2h KdTs9h5h2h 
KcQd9s8h3h QsJh5c3c2d JhTh6c5h2h QcJd8s8c3c 
Qh8c7c4h2h Jd9h7h6h3h Kd7c4s2s2d AsJh7d5d2c 
Ks8h7s3c2h Tc9c6c5s2d Tc9s8d3h2c Kh9s8h8c2h 
KhJc8s7c2c Qh9s7h4d3c Jh8h7d4s4h QsJh8d3s3c 
8s5h4c3s2c Kd9d6h2h2d Ks9h6h5h4h Jh8s6s5d3s 
KsQd8c6c2h KdQc9c4s3c Kd9s9h7c3c Kh9h9c3c2h 
KsTs5s5c3s Jh9s5d4c3d Kc9h8d5d4d AcTh7c6c2c 
AhJh9h6h2s 9d7c5d3d2c 9d8s6s3s2d Jd9c4d3c2c 
Jh9c4c2h2c Kh7d6h5h2c AhKs6c4d2c QdTd6s6d2h 
Js9s8d4h2c 9h7s6s3s3c 8d5h5c2s2h 8h8c7d2s2d 
Qd6s6h5s4s Kh9d8d7d4s Ac8h8d3c2s AdJc9h2s2c 
Kd4d3h2s2h AhTs7d6d2c Qd8c6h6d2s Ks9d5c4d2c 
8d8c4s3s3h Qh9d4h3c2d 9h7h5h5d4h Th8d7d4c3s 
Kd9h8s8h4c 9h6h5h4s2c KsJd8c5c2h 9d9c8d4h3s 
9c8s7s7d2h AcQd8s8h2h 8s7h5c4d2d 8h8d7d2s2d 
KdJh6s4s3s AhJd7d3c2c 8s5h4h3s2c 7h6c4s4h3d 
Qd8d7s5c3d KdQs8h6c3c 8h7h6s3c2s AdJhJdJc5c 
QdJc5s3s2h KhTh8d3s2c KcJd6h5s2h TsTh4s3s3c 
8h8d6c4d2d 6s6h5c4h2h AsTd5d3c2c JhTs6s5d2s 
9c6h4s4h2c QhJs9s4d2s Qs8s7d5c2h Td8s8c3h3d 
Tc9s8s7s3s Jc6h6c4d2d 9c6d4h4c2d Tc8s8d6d2d 
Js8c5s4s3d JdTs5h3s2c QhJh5s5h2c Ts8d6s5s3s 
Tc8s6s5s2d Tc8h6d4h3s QhTd4c3s3d Jd5h4d3s2s 
Qs8c6d3d2s 9d8s8c7h2d Qh9d8c6d3d Kc9c6c4s4d 
9s9h8h5h2h KhQd8s6c3c KcTs8c3h2d Qs8s8c5h3s 
QdJh8d7s2d Jd9s8c4h4d 8c5h4h3c2d TsTd6s4c2h 
QdJc5d3h2d Qh8h5s4d3c Td9s8h4c2d Ad7d5d3d3c 
Qc9h8c6c3c Qs8h7s4s2h KhQh8c3h3c Kd9s9c7h3h 
Jd9d7c2d2c QhTs8s7s2s AdQc8s4c2c Kh7c4h3s2s 
AcJd5h4h3h Kc9h7d6c2c KhTh9h4h2c Js9c7c5h2d 
KcQh8s6d3d Jd7d5h2s2h Jd9h6d5s2d Qs6d5s5h2c 
8s7c6d4d3d 8d7h6c3s3d Qc9d7s6h2c Jd9s8s8h3s 
AcTh5d3c2c 8s7c6s6h3s Jd8s8h6c3h QhJh8h8d2s 
9d8h8c7s2d Js7s7c4c2c KhQs9d9c3d QsTd7s6c2s 
Ah8s8d7s2s Ts6c5h3s2h 9d6s5c3s3h Qs8c5h4s3d 
7s7h5d2d2c AdTs7s5s2h 8c6c4h3h2d Kh7c6s4d3c 
6d5d5c4h2s KcJs8s7s2h Jd9d7h4d4c Th8d6h4s3h 
Td8d6h4d2s Kc9h4h3s2c Qc6s5h4d3d JcTd8c3c2h 
JcTh7h7d2s QhJs9s7d2s Qs6d5s5c2h QcTh7c6d2c 
AcJh7h3s2s 8c7d6h4h3h Th5s4h4c2c KcJh8s8c2c 
9c7s7h4d3h AcTs5d3c2c 8d6d5d4c2d Ad7h7c6c3c 
7s6d4d2s2d KcQd9s9h3h Ah8d7s5d2c AdQd8d2s2h 
KcTh7d3d2h Tc8d8c5h2c AhJd8d4d2c KhQsJh8h2h 
Kc8d7d6s3h Kc8d5s5h4h JsTd8d3d2c 8s8c7s2s2h 
Qd9h7s3s3h TdTc6h4s2c QhJc7h4h4d Kh9d4h3s2s 
As9d7s2s2h KdJs6c4d2d Jh9d8h6s2h Qd6c4s3c2d 
8h7h7d4h3s AdTc9s4h2h 8s6d5s5c2h Qd8s5c4d3h 
7c5h5d3c2h 7h6d4d3s2s Ks7d6c4h4d 7c6h5d4d2d 
Qh9h5c3s3h QdJd6d3s3h KdJs8c5c2h QdJd5d4d3d 
Jd7s7c4s4h Ad7d5h2d2c 5d5c4d3s3h Ah5c4s3c2s 
AhKhJsJhJc Kh7d4s2s2h 8d6s5s3s3h Qs8h6c3c2s 
Ts9h5h5d3h QsJc7s4d3s KsKdKc9d4s Ts7s4h4d2h 
QhJh5d2s2c Jh9d7d6d3d Ts8s6d3h2h Qs7s4s4h3h 
AsJd9h6c2d 5s5d4d3c2c QhJc9s3c2d 9d7d6h3d3c 
KdQh7h4h3s Ah9h8c3d2h AsJsJdJcTs Ts9d5s3h3c 
Qs9c7s4h3d Ts8h6h3h2s 8s7s7h4d3c 9s7h6c3c2h 
AhJd9c2s2c KsJd9d6d2h 9h6d5h3h3c Ah9d6s5c3d 
Js7c5h5d4c AcQc3s3h2c Ah8s8d6s3c AcTc7c6h2c 
Jc8c6c5s2d Ad5d4h3c2d AcJd5s4s3s QsTh8s3d3c 
Qd6h5s3s2h AcQs5d2s2h AsQs6d3s2h QcJs7d4c3c 
AhKc3c2d2c JsTd8d2h2d KhQs9d9c4d 9h8d7c3c2d 
8c7d7c2s2h 9s9d7h4s3s 9d6s5s4h3s TsTh4c2h2d 
Ad8d7s4d3d Qc7s6s2h2c Kc7c6s4h2d 8s8d7c4h3h 
Jc9d8c4s4h Qd6s4h3d2s Qs9d7c3d2s KhQs9s7c2s 
QdJd4h3c2s Qd8h6h3h2d As9c6h5d3c 8s5c4c3h2s 
KsQd8s7s3h AsTh7s6s2s 7c6h4h4c2c Kc9c6s6h2d 
Kc9s7d6c2c 8c7d6s3h3c JhTh7s6d2h KhQs9d8c3c 
KdQh9c7c3c 9s9d8d5d2d 8s6d6c4d3h Kh9d5s4d2s 
Ts6s6d5c3h 5s5h4c3h2c Jh8s7c5d3c KsTs7s7c2d 
Jh9c8s8d2c Jd9s7s6s3s JsJh7d6c2s Qs5h4s3s2h 
Ts5s5c2s2c Td6d6c3h2c Ad6s3d3c2h Tc8s7h4c3d 
Jc9c8d4s2h Ad9s5h4h2s Qs7s7c4h2c Tc8c5s5c4c 
Qh9d8d7s2c Jh8d6h4h4c QhTh8h8d2h Ad6h6c5s3s 
AcQs8c4c2c Jh9s7h5h2c Th9d6h6c2s Ts9s8h4d3s 
Jc6s5s3h2h QcJh7c4s4c Ks6d4d3s2s KsQd8d8c4d 
Ks7s7c5d2h Qd7h7d5s3d Ts9s3d3c2d Ts9s7s3h3d 
4d4c3s3c2s Ks9c8s8h2s 9s6h4s4d2h 9d7s5h5c3d 
Qc6d4c3h2h KcJd7s7d3d 8c7h7c3s3d Qc8c6s6h3d 
Jh7d5s5d2s KcJh9s4h4d KdJc6s4d2d 7s5s4c2s2c 
Qc9d7d5s5h KhQd8s8c3h Qs9c8s4d3h Jc8d5c4s3c 
QhJc8s6c2c Th8s7h6h2d 9d7c6d3d2c Ts8c6h6d3s 
Th8h6h4c3d 9c7h6c5c2d 7d5d5c3s2c Jc9c5d4s2h 
QhJh7c4s4h Kc9d6c4h4c QsQh8c4d2c 7h7d6d5d2c 
9d8c5h5d3s Jd8h4h2s2d AhQs6c4c3c Js5s5h4s2h 
KsJs6s4d3s Kh6c5s4c3c Th7d6s6c3d KhQh9c7s2h 
Jc9d7h7d3d QsJs8h7d2s AdQd8d4c2d Tc8s8h4d3h 
QcJh8d6s2d KsQh9d7h2c Qd8d5h2h2d QsJd9h4s2s 
Ad9d4d3h2h 7d6c5s5h2s 7s6c4c3h3d JcTs8d3h2s 
Qd6c5d3d2c AcJd5d4d3d Qs9c8c5h5d JsTh8h2h2d 
7s6d6c3c2s AsQs6s6c3s 8s7h6c3s3d Ah8s6d5s3c 
Ac6s5h2s2h Kc5d4s4h2c Ks9h5s4s3d KhQc9s9d4s 
Qs7h6s4s4d 9c8s8c5c2c Qd9d7s3h2h As7h5c3s2s 
Js9d4d2s2d 7h7c4c3h2d AdJd6c4d3d 9s8s6s3h2h 
9c5c4h3h3c Qs6s6d4c3h Ks5c3s3c2s 5h5c4s3h2s 
9s8d5d4d4c Jh7h4s4h3s Kh9d6s6c4s KsTd5d4h2c 
KcQc9h7s2c 8h7s5d5c3s QcTs7h5c2c JsJc5d3h2s 
Ac8s8h7h2h 8d5s4s3c2d Th8d7s6c2c KdQc8d7d3s 
Kh9d8s7s4s 7d7c3s3d2s 9c8c6s6c2h 9h9c8h4s3d 
AsJc7d3c2d KcJs6h4h3h KcQh8h6h2d Tc6h5s5d4c 
6c5d3d2h2c Qh9s7h5h3h JcTh6s4d2d Jd9d7c3d2c 
KhQd9h3s3c Tc9c6c5h2d 8s8h6c4h2h As8d8c5h2c 
Qs9c7d2s2c KdTs4s3c2c Td8h8c5d2s KsJd5d3h3d 
Qs9d5h3h2d Qh8h5s3s2s Qd6h4s3d2h Qc8h6s6c2d 
QhJs5h3c2h KdQd7d7c3h AhTs5s4d3s Qs7s6s6c4s 
Qc9c6h4c3d 8d6c4h3c2d KcQh9c3s3d 9s9h7d4h3h 
8d8c6s4h2h 7c6s4c3h2s Qc7d6h5h3h Qs8c6s6d2h 
7c4s4d3s3h Qd6c5s3s2c Jd8d6s4d4c QdJd5d3d3c 
QcTd8d7d2d QhJh8d7c2h Tc8c6h6d2s Kc7s6c5c2d 
6s5h3h2s2c Kc9d6c2d2c Th9c7d7c2s KhKdKcTs8h 
8c6s5s3s3h Js9h8c6d2c AcJs7s3d2d KdJc8c6h2s 
Jh9c8s4d3h KhJs7h4h3h 7d7c3h3d2h KsJh7h7c3h 
KcTs9d5d2d Ts9s7d4s3s AsQs6c3s2d KcQc8h7c3d 
QsJs7s7h4s QcTd5s5c2c 9s8c7d7c2h Qs9c8d5h2c 
QhJs7h4d3h JsTc7d7c2h Qh8s7c5s5d 9h7s7d3h2s 
QdJc5d3s2d AhTd4c2d2c 8s8h4c3d3c Qd9c7c3h2d 
8h5d4d3h2c Qd9h7d5d3d Qh9d7h3d2d Th8c6s3c2s 
Ts8h8d3s3c KdTc7s3s2c AsQd6h4h3h 9d8s4s4h2d 
Js7c5h4d3d AcQd8d4d2s AhQc9d4s4d 9h9d3c2h2c 
QcJc7d4h4c 8d7d4s4c2s 7d7c6c5h2c Qs8d6s6h2c 
QdJd7c3s2s QhQd6c3h2h AsQc9d4h2c 9h7s6c3s2c 
Td9h9c3s2h AdTh7h5h2s Qc7s6s2d2c JdJc8s4d2d 
QsTd5c4h2c 5c4h4c3s3d Tc8h6d3h2d As9h7c2h2c 
Jd7h5c4h3s 9c8s7c6d2c KhQh8d3h3d KcQc8d7c2h 
Ts5s5h2s2h Ac9s6s5s3h KcTc7h3d3c 8c7s6d3h3c 
Ts6h6c5c4c Js9s9h7s2d Qs8d6d5c2h Ac7h5h4s3h 
Th8d8c6s2s Qs9h7s6s3s Qc8s8h6c2d Kc6s6d4h2c 
Js8s7d4s4h Ks9s6d4s4c AcJc8c5c2c Qh6d4c3d2h 
9c8s7s4h4d Td9c8h4s2d QsJs5s5c2h QdJc9s4c2c 
QdTh4c2s2d Jh9c5s4d3s 9s9c7d5c2c 7h6s6c4h2d 
Ac9c8d3h2c 8h7s6h6c3h Qc6h6c3s2s Jh8h4c2s2c 
QhTh5d4h2h Qc9h7s2s2c Jc9s8s6h3s QsJs9h4d2s 
8d6h5d5c2s AsJc5h4c2c 7h5d5c3h2d Jd6h6c5s4c 
Qc9c5h3s3c QsJs7c4s4d AsTs7d6s2s As8h8d5c3c 
KhJh8h8d3s Ad6h5c2h2c Jc9h7h5s2d KcJs8d5d3d 
Jc9c7d2d2c 6s6d5s4s2h Js8s8h3h2c KsJs9d4s4h 
Ad9d7d4c2h QsJc8d4h3d Qd9h7h3s2d 9d6s4d4c2s 
AhJs9d2s2c 7c6c4h4c2h AhQd5c2s2d QsTs8s4s3d 
ThTc4h3h3d Kd5d5c4s3d Tc9h9d5s2s Qh9d7c3d3c 
7h6s4s2s2h Js6d6c4c2d Jd9s8h6c2s 7s6c4s4c2s 
