Qs9h6s4s3s 
Qc8h7c6s2c KhQs8h8d2h 6c5c4c2h2d Jc8c7s6c2h 
Jd8d8c3s3h 6h5h4h2h2d Qh9h8d7h3h Kd9h8c5s2s 
QhJs7d3h3c Td8s7c3h3c 9h7c5s4c2d Kd8d7d6d2c 
Ac6s5h4h2d Kc9c5c4d2s Kd9c8h5s2h Ad8h5s4h2c 
Kd9h9c6s2h Kd8s4d3s2s Qs8c7h6s2s 9s8h7d2h2c 
As8d8c3d2c Qh6c3s3h2s Ts9c6d4d2d Jc8s5d4d3d 
Ah9h5c3h2s As9d6h3h2d 8s6c4h4c3d JdJc5s3h2s 
Ks6d6c3s2h Js7c4h2s2h Jc6s5d4s2h KdJd7c3h2s 
Ts9c5c2h2d 9c8c5s3h2d KsQd9h7c2c Tc9s6c2h2c 
9h8h3d2h2d 8c7d6h6d2d Tc8s7d4d2h KsJh9d4h2h 
Th6h6c3h2c QdQc8s8h8c QdJh7s7d2c Tc8d5s5h2h 
Ks9h6h4c3h Kc7s6c4h2c Tc9s7s4s2d Ks7c3s3h2c 
Ts7c5s3c2s JdTd4h4d2d AhQc5s2s2d Qd8s6s6h3c 
KcJh7d3s3h Ts9s7h3d2c Qh9h6s6h2d Qc9s9c3d2h 
Jc8c7c5h2c Jc8c7c4d4c Td8h7s4c2s KcJh9s4h2h 
Td8h7c4d2d Jd7h5s3h3c KsJs7s7d2c Ks7d5h3d2h 
6c5d4h4c2s Qd8c7c6s2h KdTd4s2h2d 9d5s5c2h2c 
Tc9d7s4d2h QhJd4d3d2c Js9c8c2d2c Ah8d7d6d2s 
7d5c4s4c3c As9d5c4c3h Jc8h6d6c2c KsQd9c7c2c 
9h7d4s3d2h 9c8s8c4d2c 9d7h4s3d2s Jh9s7d6d2d 
AcQh8d3s2h KdTh8h3c2s Kh8s5h5d3h Qh4s3h3d2s 
Qh8h6h4s2c Jh7d7c4d3s QsJh7s6d2s 9c8c7s4c3h 
7d5c4h4c3c Qc9h5c4c2s Kh7c5c3d2d Kd6s5s4h2s 
AcQd9s2s2h Kd7s5d3h2c AdQd9d7d2d KsJs8s6h2s 
Tc8h7h4h3h TsTh5c4c2c QhJc6s6d2c Kd7h3h3d2c 
As6h6d5c2d Qs9s5h2d2c Kd8d7d6d2s Js8c7h7d2d 
AsJh8h3c2d Kd8s6s4s4h KdJc7s5s2s Ac8c4s4d3c 
KcTc7c4s2c Qc4h3d3c2h QsJh9c3h2h As9h5d5c3c 
Ts9s6c3h2s Ts6d6c5s2h AcTs5d4h2d Qc5c4h3s3d 
9h6d5h4s2h AsJc9h3c2c Js5c4c3d2d KsQd8h7c3c 
9d6c5c4s2c Kd6c4s2s2c JhJc7h4h2s Ad8s7h6h2h 
9h7c4d4c2h 7c5s3h2s2h Kd8h6h5c2h Kh8d7s6c2d 
KcTh6s6d2h KcTs4c3c2h Kd9h7s4h3c KsTs5h5d2s 
Kd9s7h6c2s Js9s8s3d2c Tc6c5h5c4c AsTh6s4s2s 
Jc8s7d6c2c 9h6s6d4h3h Qc5c4s3h3d Qs8h6d4c3h 
KcQc3h3c2s Jd7s7h4s3c Jh9h4s4d3c Kh9c7c6s2d 
Kc9c5c3s3d QhTd4s4d2c KsTc4h3h3d Qc5s3h2h2c 
KcTc4d4c2h Js5s4h2s2h Qh7c5c4d4c Jh9s6h3d3c 
Jd9d6d4s4d Qc6d3h3c2d KdJd4s2d2c Ks8d3c2s2d 
As7h6d3h3c Jh9h4c3s3h Ts9s5s5d2h Ks9d5c2d2c 
AhJc6c5s2c KhQsQdQcJd Kh9s4h3h2s Js8d7d3s2s 
Ac7s4h4d3s Jd5s5d4c3h Kd9h5c2h2c Ks9h8d3d2h 
6s5s5c4d2s Qc8c7h4s4c Tc9s7d2s2h 7s5c3s3c2c 
KhJd6h6c2h QcJd7s3h3c Kd8s3h3d2h 9d8h8c3h2s 
Ac9h9d5d2s Ts8d3d3c2s Tc7h6h3s2s KhTh7s4h2h 
Jh9d7d6d2s Td8s7h4c2h Ad7s7d3c2d 9s6s5h5c2s 
Th7c4d3c2h Jc7s5d2s2d Jh9h5d2s2c Tc9c4d3h2s 
KdQc9h3c2s Tc8s8c4c3c 7s6c3h2s2c QdJd6d3s2h 
Qd7d6c3s2c Qs5d3c2s2c QcTh6h4h2h Td7s5c4d2h 
Qh8h7h6h3c QdJs7s4s3s Ad8d4h4c3d As8s6s6h2s 
8d6h5c3s2s Ac7s5s4d2h Kd9s8c3c2s Th8s5s5c2d 
8s6c4h4d3h As6s5s2s2d Td7c4s3s2d Ah8s5s4d2c 
Js6s5c4s2h Ah8c5d4s3s Ad9s7c5c2c Qd9d8c4h2s 
Kh8s8d6c3d As9h9d5d2c Jd8s7d6d2c Ad8c5s4c3h 
Ks8h7c4d4c Jh9h7h6s2d Qh9s4h3d3c QhTh7h7c2s 
AdJc7h4c2c Qd6s6h4h3c Ts8c5s3s3h Ah9c8c6c3c 
Kc9s5c2h2d Ks7d6c5d2h 5d4d3h2h2d AsJh5d3h2c 
Kc8c6c4d4c 7s6s4s3s3h QdJd5d3c2d 6s4c3h2h2c 
AdQs7d3h2d Jc7d4d3h2c KdJc9s4c2c Tc6d4c3c2d 
Th8c7h6h2h Th4d4c3s3h JsTh6c2s2d Jd8d5s5h3d 
Ac9h7s7h2h Qs8s6c3h3d Kh9s8d5d2d Ac9c6c4h3c 
9c8d4c3s2d 9h8s5d4d2d 8d5h4d4c2s KsQhQdQcJd 
KcQh8s7d3s Jd9c8s4d2d Ah9d7s5d2d Kd8d5c3s3d 
Td8h7d4s2d 6s5s4s4h2d Ah9d5d4c3s 6h4h3d3c2c 
Th8c3d2h2d Kd7h5h3s2s Tc8s7s4s3s Qh7d6d3d2h 
Jh6s6d5c2h Ks8h8d7d2c 8c6h4c3s3c Th3d3c2h2d 
Th6h5d5c3h Ad9s7s7h2s Tc9c5h2s2d Qs7h6h3s2h 
9c8c4s3d2s Qs8d7s5h2s JhJd5c3s2c KhJc7d6d2s 
Js8h7d4h3c KsJs7s6s2d Js8d4h2h2d Qd8h4d3c2c 
9h5h4c3c2c Ks8c5c4d4c Qh9h5d4h3h Th7h5s3h2s 
Jd8d6d6c2s Ks9d7s3s3h 9c8h4h3s2c 9h9c6s4h2h 
KhJd7d5d2d Kd5h4d3d2s Kh6h5d2h2c Js9s8d2s2h 
Qs7s7h4s2h Js8s7s6h2c KcJd8s6s2s Ks8s8c3h3d 
Js9s8c6s2s KhJh7h7c2d KsQc9h7h2h Jd8s6d3d2s 
KsQc7s6s2s 9s9d8s3c2h Ts9h7c2h2d 6c5d5c4s2c 
Ac8h7h5h2h Tc6h6c5s2d Ah6d6c5s2s AdTs6h5c2h 
Ts9h5d5c2h KhQh6h3s2c KcQh8d4h3h KsTs6h3s2d 
Kc9h4h4d3d Kc6c5s5c2c 9c6c3s3d2s Kc9s5s5h4s 
QhQc7s3h2d KdJc5s2h2c Qh9d7h3d2h Jc8s5s5h3s 
QdJc5s3h2h Jc6c5s4c2d Kc8h3d2h2c Jh8d4c2d2c 
Ts9s4h4d2c 8d6d5h5d2d 9h8h7h2s2d Qh7h4s4d2d 
8h6s5d3s2c Jc8d7h6d2s Ah4h4c3d2h 8s8h4c2d2c 
Ah8c7c5c2c Ts6s6c3s2c AsTc8c3c2d QhJc9s3s2s 
7d6s5d3h2d Js9d7c6c2c Kd8h7c4s4c KdJc8h8c3c 
Kh9h7c4d2s JhTs7h3c2h Th6c4h3h2c Qh8d4s3s3d 
Tc6c5s5c4c Qh8s7d6h2h KhQs4d3c2c KdQs8h8d3d 
Qs9d6s4s3s Jd6c4d3s2s Qd8d7c2d2c Qd4s3s3c2d 
KcQd7h3s2c KhQs8d4s3s Ks8h8c6c3d Kh9c5s5d4s 
Kd6c5c4s2c Ac8h5s4h2h Th9h7h2d2c Ah9s7d6s2c 
9s6h3h2s2d Ts9s6h3s2c JdJc7c4c2s KdTd6s3d2h 
Jd9s7h6c2s Qc8s7h6d2s QhTd4c3d2s 9c8h8c7c2c 
Tc6c5d5c4c KdQd9s7d2d 9s9h6c4s2s QdTc7s5c2c 
Jc8c7c5s2c Qs9s6h3d2c QcTh8d3d2s KdJh8h8c3h 
JhTs7s4s2s Td5c4s2d2c JdTd6d4c2d Ts9h7h4h2c 
Qs8s7d5s3s Kd9d5d4c2s 9s9h6d3d2c KhJd6h4h2h 
As8s7d3h2s Jc7c6s3h2h AcQh7s6d2s 9s8d6h4h2h 
Qh7d5s4d3d Ad9s9h4h3c Ah9d5s3d2s Tc8d3s2s2c 
AsKc8d3c2c JsJd5c3h2c KsQs8s8c2h 9d8h7c2s2h 
Tc7s7h6d2c Kc9d8d6s2d AcTc4c2h2d Th9h6c3h2d 
AhQd6s4c2s 5c4s3h3c2s Qh9s9c4d3d Qh8d4c3h2d 
Qd6h6d4c3d KcQs9h2s2d Td9c5s5h2c 9d7h4h2h2d 
Td9d6c3h2d 6s5s5c4h2s Kh9c8s8c4c 6c4d3d3c2s 
Kd8h3s3d2s Ah9h5h3s2d Qc8d4c2d2c 7s5c3c2s2c 
Js8h8d4d3c TdTc7h5h2h KdQc8h7s3s AhQs7h3d2h 
9d8s8h3s2c 6h5h4s4c3h Qs7c6c4h4c QdTc8c3s2c 
Qs8h6s3s2h 9d8s4d3h2s 6h5d4h2h2c QhQdQcJh5d 
KdQs6s6c2s AhQc7s6d2s Qs8s8h7s2c 8d6s5c3d2h 
QcJd7d4h2s 9h9c8h4s2h Th9s7h4h2c AcQd8h3s2d 
Tc8s7c4c2d Ad9h3s3c2d Ah9d7s6d2c Ah9c5c4s3d 
QsJs6s3h2d Jh8c6s6d3s Ad9d5d3s2c Qd8d6d3c2c 
KhQd6h4h2h Kh9d6c4s4d KcTh8c3d2c 9c8s5d4h2d 
QdJs5h3c2c AcQc7c4c2h Qs8d7s5c2s Th9h6d5h2h 
9h7d4c3h2c Kh5s5d4c3s ThTc7h7d7c 7h6c5s3d2d 
Qh7s6h5d2h QcJs7d5h2h 9h6h6c2h2d Ah9c6s4d4c 
Jd8d6h4d3c Qh9h7s7h4h Tc9s8d3d2d Qs4c3s3d2c 
Qs4s4h2d2c Qh8c5s5d3s QsTc8c3d2c AdTh5h4c2h 
KsQh8d7c3c Th7c6d4h2s Ac8s8h2s2d AsJs6d2s2h 
Ac9d6d3s2s Jd8s8h4h3c Ts8s4c3s2c As9h6d6c3h 
Ks9c8c5d2c AsTc8c3c2h Js6h4d2s2d TsTh7d5d2d 
Tc7h4c3d2d Ks9h7c6d2h AcKd6s3h2h 8h7d4h3c2c 
KdJs7h3c2d Qc4c3h3d2d KsQc7c4h2d 9h8c6s4d2c 
Qh8h6h4c2s Ah9c6d3d2c Qs7s6c2s2c Qc9s7d4h3d 
Qh9d4h3s3c Ts7d7c6c2h TsTd3h3c2d 9s9c6h4s2s 
KdQs7s4h2c Qc9s7c3s2c KcTd7s4h2s KcJc4d2s2c 
AcTd4s3s3h Qh8s7d6d3d 8h6d5c3c2c Tc9s5s4d2s 
Kc8s8d5h3s Ac7s3c2h2d 9h9c5d4d2d Jd8h7d6s2d 
Qc8d7d5d3h ThTd7d6d2d KcQh5h2s2h Tc8h3c2h2d 
Qd7s7d6c2h Kh9c5s5d4d Kh7d6s5d2c Jc9h6c5c2c 
9d6d5s5d3d Tc9d7s4s2s Kc8s3s3c2h QhTh8h7h2h 
AdJd7c6d2d 9c8d3d2d2c Tc9d7h2s2d 9h6s4h2s2h 
9d8d7d2s2h Qd8d6d4h2s Tc7s4c3h2h 8d7c4d3s2s 
Jh6s4s4c2c Qc9c6d3s2h 8d7d5d5c2s Qd9c7s5d2d 
Kc7d5h3c2s Kc7s6d5h2h Kh9h8h7c3h Qh9d5h4h2c 
Qc9h7s6h2d Qd9d7s5d2h Jh5c3h3d2d Kh9d7d3c2c 
Ad8h8d4d3d Jd9c8s3d2h 8d6c4d3h3d Td5c4c2d2c 
Ts7c4s3c2h Tc7s5d4c2h Jh8h6d6c3h Kd5d4h3s2d 
Ts9s6s5h2s Ks9h6c5d2c 5d4h3c2h2c AsJd9c4c2c 
Jd9h6h4c3h Ad8h8c2s2h Qs7d6s5c2s Kh8s5s4s4d 
KsQc9h7d2d Kh8s8c7c3d Js9h7c6c2d KdQd8d8c2s 
8d7d5s5d2h 7s7d4h4c2s Kd8h8c7d3d Ad6d5d2d2c 
Qc9s8s6s2s KhTs7d4d2c Ah7c3h2s2d Qs9s7c5h2s 
Jd7s6s3h2d AsKc9d4d2h Jh8h7s3s2d Kd8d7d4c3h 
KcQs5s2s2h Jc8s6h6d3s Jh9d7s6c2d Kc8c7s3h3d 
Th3s3c2h2c 9d7h5s5d2d 9s9d6s4h2s Ts7s5h4d2c 
9h6d4c3d2c 8s8h4s2s2c Kd9s5s5c4s 7c6s6d2h2c 
Qc8s8c7d2c KsQc5c2h2c KdJd8s3h3c AsTh5d4c2d 
QsTc7d3h3d Ad9s5s3h2h Ts9c7s3d2h Jd9d7s6c2d 
QdTd9d4d2d Qd7s6d5c2d Ad7d6h3d2s Tc9c7h3s2d 
Qc9h6h4d3h KsJc7h3d3c As9d5h5c3c Js8s6c5s2s 
Qs9h5c3s2d Qs8c4d3d2s AsTh7c4c2c 8c5s4s4h2d 
Qs9d7h4c3h 9d8c6d2s2h Ac9h6s4h4d Jh8h7s6h2d 
Qs6s5s5d3s Ah9c6c5d2s QsJh6c3h2d JhJc7h4h2d 
Qs8s5h4c2s QhQd7s4s2c As8h8c2d2c KsQc8h7d3h 
Ad7h7d6d2d AsJc7h4c2c Td7c5h4d2s 8h7d4h3c2d 
Ac8d7h6s2h Jd8d5d4c3d Qd7d4s4h2h QdTh6h3s2c 
Kd7d6d3h3c Qs8h7h6d2c 9h9c8h4h3d Jc9c6s3h3c 
Ks9h6d4c3c 9d8d5h2d2c 6c4h3d2h2c Ah9s5d4s3c 
AdTc5c4s2c Ad9s5s4c3h Qs6s6d4h3s KsJh9h6h2h 
Qd7h5h4h4c Qc5h5c4s3c Tc8d3h2h2c Qs8h4c3s2h 
Qh6s6d4s3c Qd9s9h7c2h Jh9d9c3s2h 9h5d4s2s2d 
JsJc6d4d2h Jh5d4d3d2h KhQh3h3c2s QcJc9h3c2c 
8c6h5s3c2d AhTd7c4s2c Js8d7h4d3c Ks9h6s5s2s 
Qc6d6c4s3c Ac7s6s5s2d Qc8d6c3d2c AsJc6c5h2c 
Kd8c6c5c2h Qd9c8d4d3h Ts5c4s3s2c 6d5c4h3h2h 
KhJd4d4c2d QsJh4d4c2d Jh6d5s5c3d Jd9c7h6h2h 
Th7s5c4h2d Jc8s7s5h2s Kc5c4h3d2c Qs9c8h7h2h 
9d6s5h4h2h KhQd9c2s2d 8d6c4s4h3h Qs8c4s2s2c 
Tc6c4d3d2c Qs9s6s4s3d 9h5d4s2h2d Jd8h8c4h3s 
8s8d5s3s2c KhJs5d2s2c Js9s7s6d2h Ts9s9d3s2s 
9s8h7h4h3c Qc9c6h4c3c 8d6s4h4c3d AdKc8h3c2c 
Jd8s8h4c3s Jc5c4h2h2c 8c4h4c3d3c Jd5d5c3c2d 
KsQd8s8c3s Tc9s7c2h2d AhTd6d4s2c Qc8s8h4c3d 
KcJd7h4s2d KdQh6h3h2c Kc9s8d3h2c Qh9c5h4h2d 
Qc8c6h4d2c AdTs5s4s2h 8s8h4s2s2d Qd7h6h3d2h 
Js9h8d2d2c Jd9d6d4d3c Jh8c5s4s3s Ts9d7c4h2d 
Jc8s7h6c2c QhQc7s4d2s Qd8h7h6c3h KhQc3c2s2d 
Js7s5s3d2d QcTh5s5h2h QcTd8h3h2s AdQh7d3c2d 
KhJd8h4h3h AcJs6c3h2c QhQd7c4c2s Qd9s5d4d3d 
Ah7h6d3h2s Ks9c8c6h2c Js7d7c5h2s 8c6h5s3d2d 
AhJs9c4c2c Qc8s7h6c2c Jh9h8s2h2d Qs9s8d7s3s 
Ts8c3d3c2s Ah7c5c4d2s KsJs6s4s2h KhJcTsThTd 
8h8c7d4s2d QsJd7d5c2d Ad8c7s6s2s 7h6c5d3s2s 
Jh8s7d6s2c Qh8h4c3c2s 9h6h4c2h2c Qd7s7d6h2c 
Jh8d8c6s2d Kc5c4s3h2c Td7d6d3h3c Qd9d8d5d3d 
Ad8d8c4d2d Tc7c6d3c2d 8h6c4h2s2d AsJd7d4h2d 
Ks7d3s3c2d 8s7s6c2s2d Jd6c5d4h2d Qc9c5d4c3c 
KcQs9s4s4h AcQd6h4h2s KdQh7s6c2c Tc9s7d4d2h 
Ad9h7c6h2s KdTd7h4d2d 9h8c6s4s2s KcQh8c5c2c 
Ah8h6d3s2h 9c8h5d4s2d Ah9s3d3c2h Kd9c7c6s2h 
Th7s4d3d2h 8s8d5d3d2h Qs9c4s2s2c KsQs7d7c2h 
7d6d5d4c2d AsTc7d4h2d AhQd6c2s2d Qh9c5d5c3c 
Ks6s5d2s2c 9c8c5d3s2h Jh8d7s6s2c KdQc5s2s2h 
As8h5c4h2h 9c8s3d2s2d QdJs5c3h2h KdQd3s3d2c 
KhJc8s8d2s Ts9s7d3h2c 8d7d4h3h2s KdQh7d6d2d 
Kc8s8h5d3s Tc8h8c4c3c QcJd7h3s3c Ah7h7d6h2h 
Tc9d5c4s2c 9c7s4s4d2c Th9s7c2s2d Qd5s5h4d2c 
Ts8d5s4s2s AhJc6s3h2h AhJs9d3s2s Qs6c3s3h2c 
Jh8d6s6c3s 8s6s5s3d2h Qd8d7s7d3c KhTsThTd7d 
Qc7d6h4h3h Td9h6d2s2d KhQs8h5h2h KhQh7h5c2h 
9s8s5d3c2h Qs8h4c3c2s 7c6s6h2d2c 8h7c4h3d2c 
KcQh8h4h3d QsJc7c4d2h Qc9d9c3s2h As9d7h5h2h 
9h8s7s3s3d QcTs4d4c2c Jh9d6d3d3c Qh8d4h2h2d 
Tc9c6d6c2c Tc7s6s3s3h Jh7d6c3s3h KcQs4d3h2h 
Qh5s3d2h2d Tc8c7c3s2s As8c7h6h2h 9d8c6s4s2s 
Qc8s4c3h2s 8h6c4h3h3d Qs4s3h3c2c Td8c7s4d2d 
7c6c4c3s3c Qd9s7d4h3d QcTh4h3d2s Ah9h5h3c2d 
KdQh8s8d3d Js8h5h5c2d 8d5c3s2d2c JhTc3h2s2h 
QcJh9s3h2h Jh6s4h3d2d Js8d6h6c3d Qc7h7c5s2d 
QcJh7c6s2c 8h6h4s4c2d Ts8d7c4c2h Jc7h6c2h2d 
JsJd7s4s2h Qd8s5h5c3h Kh9d7s5s2c TsTh7s6s2s 
9s9h8s4c2s Jc9c7d5c2c KhJh9h4h3h Jh8h5s5d3h 
Ac8c6h6c2c Ks9h8d5c2c Qc9d7s6d2h 9s7s4h3h2d 
KsQs6s3d2h 9c8s5h4d2h Ts7s6h5s2c 9s9d8d3c2h 
7h5s4s4c3s Tc6d5s4c2h Qd9h3d2h2c TdTc7d4h2d 
AcTs6h5d2h JsTd8d3d2d 9h5h4d3d2h KdQh5d3d2d 
Js8d6h2h2d KsJs7h3d2c Td9d7c3s2h KcQs8s4s3h 
Tc9s6s4h2s Qc8d6d5d3d Jc9h5s5d2s AsJs6c3h2s 
TsTh3c2s2d QdJh9h7h2h JsTd5s3s2s 9h9d6s4c2s 
QhTh3d2s2c Jh8s8h2d2c KsJc7d5d2d 8d6d4h4d3s 
QsQhQc3h3c KcTc8s3h2c As9c7h4h3h AdTc6h5s2h 
As9d5d3c2c Jd7c6h3s3d Th9d7c4c2s Jh7c5d3s3c 
Ks7s7d6s2h Jc8c7d4s3c Kh7h5s5h3h Qs8s5d3h3c 
Ks9d5h4c3h Td9s7h4h2h Td9s7h2s2c 8d7c6s6c2c 
Ac7s7c3d2c Kd9d8h3s2c Tc6h6d5s2c Qh9h5h4h3c 
Qc8h6d3s3c AcQd7c3s2c Jc9h7h7d2s Ks6s6c5s2s 
Ks9c8h5h2d JsJd4h3c2d 8h7h5h5c3h Ts8c5s5d2s 
Ts7d5h3h2d AdTs8s3s2c Jd9c6c3h3c Jc8d7d3c2c 
Qc8d4s3s3d Ah7d6s3d3c 8d7c4s4h3s 9d6h5h4s2h 
KhTd7c4c2s QsQc7d4h2d KcJc7h7c2s Ah6d5c4s2c 
Qs9h3s2h2c Td8c7h4s2h 6c4c3s3h2s KcQd8d4d3h 
Jd9s8s3s3c Ks9h5h4d3c KdJd6h6d2s Ac8d6h4s3h 
Tc8h3h2h2c Jd5s4d3d2s 9c8d7s4d3d Ts5h4s3s2h 
7h6s5d5c2s 7d6h3s2h2d Ks9h8c5d2d KdTs8h4s2s 
Jc7h5d2h2d AcJs5s5h2s 5c4s4c3s2c Js9s5d2h2c 
Qs9h7s3d3c Qd5d4s3h3c Qd7d6c3s3h 9c8c5s2d2c 
AsKc9c3d2c Kc9c4h4c2h Ks9s6s4s4d Kh8h6h4h4d 
Ac8c7d3c2h Kd5s5c4h3c 9h8d5s4s2s 9d6d3s3h2s 
9h8h4d3s2d Ad9h6s4h4c Kh9c6s2h2d AhJc7c4c2d 
8h7s7d4c2d 9d8c5h4h2h 9s5s4d3d2d Ad9s6h6c3s 
Ks8h7c6d2h 9s6h5d5c2s Qc6h6d5c2c KdTs8s3h2c 
Ah8d5c4d3s Js9h6c4h3h AcQc6s6c2c Jc6h4h4d2d 
KhQh8c7h2h Th8s6h3h3d Ts8d3h2s2h Th7s7d6s2c 
Ks9h7s3s3c Qc7d5h4h3h Jh5s3h3d2d Kh9h5h4d2s 
7c6d5s3h2h KsJh4h3d2c 7c6s3s3h2h 9c8h3d3c2d 
Ts8s7s5s3s Ah9c7d5c2c Js9h8c4s2s Tc8d8c4c3c 
KhTs7h2d2c Qs7s7c6h2d QsQdQc9s6d 8h7s7d4c2s 
AcQh7d4h2h JsJc6h4h2d Jh8c7h3c2s Kc8d7h6d2s 
Qh4s3s3d2h KdQc9h7s2h Jd9d8d3c2h As9s5s2h2d 
9s8s5d2s2h KcTs7s4s2d Jh9h7h4s3h Qc9s7s4d3h 
Jc6c5s4c3c AhTh4h2s2d Kh8c7d6c2s Kc9d5h5d4d 
Ah7h6s3h2c Jh6d6c5s2h Ts8c5d3s3h Td9c6h4h2h 
Jd9d6c4s2h KhTs7s4s2d Qc8c6c3h2h Kc8c7h7d3c 
7h5d3d2h2d AdJs6s5h2s Qd9c7c4s3h Qc8d4s4d3s 
9s6s4h2s2h TsTd3h3c2s Qc6h4c3h2c 6c5c4d4c2s 
8d5c3h3c2h KcQc9h7c2c Qd8s6s4s3h Td9d5d4s2c 
8h7s7c4d2h Qh4d3c2h2c Ac6h6d5s2d KcTd8s4s2s 
Ks9s5s3h3c AdTh8h3c2h Ah8h8c3h2s Ts8s7s5s2d 
Ad7d7c6d2d 5s4s4c3c2s Ks9d8h8c2h Ts7s5d3s2d 
7d6c3h3c2h 6c5h4s4c2d Qs9c5s4s3s Js8d7c6d2h 
8d6s4s4h3c Kc9c8c7d3c Qh9s7c5h2h Qd9s9c7h2c 
Jc9c7c4d3c Td8s7c4s2s Kd9s8h5s2c QdTh5c3s2s 
Kh9d5d4c3s Js5s5h4c3d 6d5d4d2h2c QhQc7d4s2d 
Qs7c5h4c3c As9d6d5c2h 9h8h7c4h3s Qd8c7h3h2d 
Tc9h6h4h2d Qs6s6h4d3s 9h8d7d4d3s QdJd6d3c2h 
Tc9s6s4s2d Qs5h4d4c3s Qc7h6h4s4h KsTs4c2s2h 
7d6c5d3s2d Ks8s6h5s2s Jc7s6h3d3c QsJd9h3d2d 
JdTc6d3h2s AdJsJdJc8h Jc9h5d2s2c Ts9c6c4c2d 
KhTh4h4c2d QcTh7d7c2c 7d6d5d4s2d Ks7c5s4d2s 
Js7d5s3d2s Kc8d7s6h2d QhQdQcTs9h 9d8c6h4d2d 
KdQs7s4c2h Js8s5d2h2c Ks9h8d3h2d Kd8s4s3d2s 
KdQc6c3c2h KhTh6s3h2d 9s8c6d4d2d 9s6h5d5c2c 
9h6s5d4h2h QsQdQcJd5s AsTc6d5h2d Kd7s5s3h2h 
TdTc4d2s2d KdJh4s4c3s Tc9h5c4d2c Th8d7s4s2c 
Kh6s5s4c2s Td7d5c4s2h Js8d7h7c2c Kd9h8c3h2c 
Jh8s7s5d2s Qd8d7s6d3d Qh8d7d6c2s QcJc7h5c2c 
KsTh7d4d2c AcKc8c4c3c Jd9s6s3s3h Qh9c7h4d3h 
Qh9s6s4d3s QsTc6c4c2c Js7d5s4s3s Ts6h6c5s2d 
TdTc7s4c2c Qh7h7c5d2s KdQs6s4s2s Ks8d7h2s2c 
Kd8d5d5c2h 9h8d6c4h2h Ac7h7c6c2c QdTc5h5c2c 
Jh9d7d3s3d Kc8c6s6h2c KhQc7s3d2h Qd4h3s3h2d 
Js8d6d3s2d QcJc8h7c2c Kc8h8d5d3s Kd5h4d3d2c 
Js8h8d7d3d 5h4s4h3h3c Qc9h5c2s2d KhJd4d3c2s 
9d8d7s4c3d ThTc3d2s2h Qs9h3s3c2h 8d7d6s2h2d 
KhQd8s4d3d KhQd9s3c2d AsJc8h3d2c Jc9d7d6d2s 
AdQh6c2s2h KhTh8s3d2h Tc9d5c4h2c Qc9c7c6d2s 
Qc7c6h3s2s Jd9h5s2d2c AcQs6h4h2d Tc9s6d3c2c 
Ks6c5d4c2c Th8d5c3s3c Kc8s8h5s3d AcTd6d4d2h 
TsTh3d2s2c 9s8h5h4d2h KsTc4c3h3d Jc8s8h4h3d 
9c8c7s3h3c 6d4d4c3s2s Jd7s5h5c3s Jc8h6s6h3d 
Jc6d4c2s2d 9s8d5c4d3d QhJh8d7h2h Jh8s4s3d2h 
QdJs9c3s2s Ad8h7s3d2d Qd6s5c4h2h Jd5d4s2s2d 
QcJc8c7c2h 6d5c4s3s2s QhJh4s4d2h Jh6c4h2d2c 
Kd9s9d7d2d Tc7c6h5c2d Kh8h5s5h2d 8s7s5s5h3s 
Kh8d7c6c2s Qc8h8c7s2c KsTc8c5c2c Td5d5c3c2s 
Qh4c3d3c2h Td8d7d5d2s Jd7s5d2s2d KdQh9s3h2c 
KhJd7c3s2h Ah9d7s5s2s AcJh8c3c2c Kh6h5s2h2d 
8h6d3h3d2s Kh9d4s4h3c KhJd4s4c3c Kd9h7c6c2s 
Kc8d6s5h2h 9c5h4d2h2d Jd8h4c3c2h 9c7c4d2h2d 
Qc8s5h5d3h Ks8d7h4h4c AcJc4d4c2c Td8c5s5c2h 
Qh9h8d4c2s Qh8h7s6h2d KsJd4h4d2d Jd8s7h6s2c 
9s8s5s2s2c Qd8d4c3c2h 5h4h4d3d2h Jd7d4h4c2h 
Jc9d8s4c2c Kc8c6h5c2c Jd6c5s5h3c AhJh4h4d2h 
Qs7d6d4h4d 9c8s5c2d2c Kc7h6c3h2c Th7c5s3s2c 
Qd9d5h4d3d 7s6s6h4s2d Js8s7c4d3s Kd9c8c5c2h 
KdJd7c3s2h QcJc7h6c2d Ts9d5c4h2h QdJs7s4h2c 
KcJc6h6c2s QdTh7s5c2s Js5h3s3c2c Td9s4h4d2c 
Jc9c6h4d2s Jh9s7s7d2c Qs8s8d7s2c 9s9c8c4c3d 
AhJc7c4s2c Qc8d7c5h2c 9c7c4d3d2h Kh8s7s6c2d 
Qs9h5s2d2c Ts9d6h4h2h Jh9d8c3s2h 9s8s7s4c3d 
9d9c8d4s2d KsJc5d3c2c Js8d7h7c2h Qc8d7h6s2d 
7h6d3c2h2d 5c4h3s3h2c Th5h4s2s2c Jh6h5s3d3c 
QdJd8d7s3d Kc8s8h7h2d Kd9d8h3c2s 6s6c5s3s2d 
KcJd9s2s2h AcJc6h3d2c Jc8s8h7d2d Qd7s5h4h3h 
8h6s6h4h2h Jc5d4d3s2s 5h5c3h3d2s AdQh7h4h2c 
8h5s5h4h2c 9d5d4c3c2d KsQs8h4s2c QdJd7s5d2d 
