JsTh6s3h2s 
8c7s4d4c3d Kh8h7h5c4h 8h7c4h4d3d AcQsJh6d2d 
AcQh9s6d3s QhTs7h2s2c JdTc5s3s3h JsTc9d6h2h 
Qs9s8c5h2d KhQsTc3c2d QhTc8d8c3s TdTc8s4h3d 
Ks7h7d6h5h Ah9h7h3d2d Qs6s5c3c2d KcJd7c6s2h 
Jh6h5s3s3c AhQd8c5c3c 8s4s4h3h3c ThTd6h3s3c 
9d5h5d4s4c 7d7c4d2h2c 7d6s5d3h2h Ts7s4h4d3h 
Jd9d7s6d3h JcTh7s4s3s KcJh9s5d2h KcJdTd6h2d 
KhTc9c7s2c AcJc9c6c3h 9c6d5s3d2c Qh7d6s4s2h 
As8s5s4c3h QhTd7d7c2c AhJh9h6h3c Th9c8d7d2d 
7d6s5c3d2s QsJc9d7d4d Qh9c5s3s2h KdJhTh6c2h 
Ah9d7s5c3d Qc8s8d5h3c 9d9c5s3d2s QcJh9c7c3d 
9c7s5s4c2d QsJs7h6d3s 9s6d5s2h2d 9h4h4c3d3c 
Qd9d8h5c2s Td9c5d5c2d 6s5s5h3d3c Jc8h6h6c2c 
Jd6s6c4d3c AhTh4h4c3d 9s7c4s4d3c QhJs9h8h4h 
Qc8d7h7c4s 9s7h4s4d3h KcQs9h7d2c Kh6d4h2d2c 
9s7h6s4h2c Ad9s6s6h5c 9c6d5h3h2d QcTc9c8c4c 
QsTs8d4h3s JdTs9h4c2c AsKd4d3d2c Ks7h6h6d5c 
KhTd6h5h2c Kc8h8c4s2h Qc9s8d5d4h As9h8d2h2d 
Td9c8h7d3d KdJh9s5h2c QdTc7s7c2s Ks9c7d5h4d 
Qh9s8h5d2c Jd8d7s4h2h 9d7c6d4h2c Th7c6d5c2d 
Qd9s7h5h2s QhTh8d4c3h Jh9s6s3h2d Qs9d5h4s3c 
KhJh6h5s2c Qc6d5d4h2h 7d7c5c3h2d 6s6c5s3c2c 
Js9h4s4h3h 8h7d5s5c4h AsTh6s5c2s 9h7s6h2s2d 
Ah8h5c3s2d Td9d7h7c3s 8h8c6h4d3s Th8h7c6h3d 
JdTd9d2d2c Jc9h7s7h2s KcTh9s6d2h Jd9h5h4c2c 
Jc7d6s6c5c Td9c8h5s3s 6s5h4c2s2c AdTd9d3h3d 
AdKs9d4c2d QcTs8d4s4h 9s7d5s4h3c Tc8d7h4s4c 
AsKd9h6c3h AsKc9h6d3h Jd9s7s6c3s Ts9c8d6c2c 
Td9c6d3h2h Jd5s5c4d3c Js9d9c8c2h AhJdJc6s3s 
Td9d8c5s2h Qc9h6d5d3d 8d7s7d5d3c 9c8h7h5s5h 
QsTc8h5c3c Qh9s9c5d4s Qc7c6d5c3s JcTd7h4h3h 
KcTh7d6c2c AsThTd7h2h AdTd5h5d4d Jc9c8s5c2d 
Jd9s8h8d4c Ac9s6s5h2h KcJc7d4c2d Qs9h8d3s2h 
Ah6h6d5h2s Kd9h7s5h2s Jd7d7c4d3c Qc9h8c3d2d 
Js8c6c4c2s 9s9h6c5h2d 6c5h5c3s2s Kc7h6s6d3c 
QsJs7h6c3s 7s7h6s4h2s ThTc8s4d3h Js8s8c5h3d 
Kc9d5h5c3s Jd9h9c6c3s KcQh4c3s3c TsTd6d3c2s 
Ad7d6s6d4d Qc9h8s7d2c KcTd9c5s2c KdTd7s4c2h 
KdTh8d8c3d AcKh8d4h3h QsTd9c7s2s QdJc8s6c3h 
8c6s5h4d3s Kd8s5c2d2c Qd8s8c7c3s QsJsJd3s2s 
Kd8h7c6c4c Jh7s7c5s4d JsTh7d4d3d Td6s6d5s2h 
KhQc8d7h2s Qd8d8c4s2c AhJd7s6c3d KhTc6c5c3s 
Kh9s7s4h2s QcJh7d4c3s JsTh5h5d3h Ks6d6c3s2d 
Qd9s5d2s2c Jh7s5h5d2d Td8s4h4d2h AhQs8c5c3c 
Qc9c8s7h2d QhJc6c3d2d Qs8c7h4h4c QdJh8c5d2d 
QsTd3s3d2d 7d6c5h5d3s Th9s5c4s2c Ad7c6c3d2d 
AdKs6s4s2h KcQc9h7d3c Tc9s9h7s2d QhJhJc3h2h 
9s7s6c4h3d Tc8c5h5c4d AcKh8d4s4d Td8h4s4h3d 
Jh6d5d4d2h Qc9d6s5s3s QsJc7h4s3d QcTd5d4d3s 
AdJs9s4s3h 6d5d4c3c2d KcQd8s6d3h QcTh8s5h2d 
TsTc6d4c3h JcTs6h3h2s 9h7h5s5d2d Kc9h7d6s3d 
Ah6d5c4c2d KhTd6d5d3c Th8d6d2h2d KhJs5h5c3h 
Js8h8d7s4s Ks6d6c4s3h Qh8d7s7h4c QcTs7c4c3h 
Ts8c5h5c2h Kh9d7s5c4s AsJc8h8d3c Kh9h8h5s4d 
Qh9s8h4s4h Kc9c8s5h4c Jd8h6h4c3c AhKd7d4d3d 
Ah9c8h5h3h QdTc7d4d3s KcJc7s5c3c Ts8h5h5c2c 
Th8h5d4d2h 7s7h5s3h2s QsTh7s4s3c Qs8c5c2s2h 
Tc7s6c4s2h KdQd8d8c3c TdTc6s4d3h Ah8h5d3c2s 
Ks9d5d2s2d QdTh7d4d3s TsTd8h6d2d AsQd6s3s3c 
Tc9h7c3d2h 9h8h5s4s2s 9c7s5c4s2h Jc9c8d6s4c 
KcTh7s6c2c 9h9c7s7d2s AsTc6d3s2h Ac9s3d2s2c 
AcQd7h6h3s QcJd3h2h2d QsJs6s6h4s Tc9c8c5c4d 
KsJh9h7h4h 8h7h6s5d2c JsTh8h4c2h Jd8c7h5d3s 
9s9h6d5s2c Th9d8d7c3d Th7d6d5s3c As6h5h4d2d 
KdJc8d5d2s Qs8s5h5c4d JcTd6h6c3c Kd5d4d4c2c 
9c8c6d5c2h Qh7c6h4s2c AcJc6s6d3c KdQs8h7d2c 
Kh9d8s7h4h Jh9d8d7d4s 9h9d5c3h2c Ac8h8c5c3c 
Tc7h4h4d3c KsKhKc9c5h Tc7d4h4d3c KcJc6s6d3h 
Qc9d8h7s2c Kc9h7h4c2h Kh7s7h6h2s KhTh5s3s2h 
KdQd5d4s4d Tc9h7c4s3d KhJs5s5d3c KsKdKc9d5s 
Ks8h8c7h2c Jh8s7s6s4c Ts8d4d4c3s Ac9d3s2s2c 
9h8s7d5c3s KdQc4d3h3d JsJdJc8d8c Qc8s8h7s3h 
Js8d7h4h2s Js9d7s7c4h Kh9s7s3h2d Qd7d6h4c2c 
QdJc9s8s2s 9s9d4d2s2c 8s6s5h3d2h 8h7s7d5s3c 
KsQdJc3c2c 9h8s8h3d2s 9h7d4h4c3d Qd9d7h4h3d 
Jh9d7c5c3c 9d7h7c4s4d ThTd9s4d2c Ts9c8h5s3s 
KdQc8s6c3h Qc8c7s7h4d Tc7s6d4c2s Tc9c7h4c3d 
Qs9c6d5d3h Kh7s5h4h4c Jh9d7d6c4d QsQd8c5h2c 
KhJs6c5s2d Qh7h6c4s2s Kd7h7c6h5h Td7h6d4h2c 
KdJcTh6s2s Ad8d7d6s2h AsQc8c4d3h Qs9h5h2s2c 
Qd7s5s4c2d AdTd5s4d2c Ah8h5h4c2d 9h8d8c6h4h 
Qd9h8h4h2d Js8h6h4d3d Js9c7h6s3s QcTd8h5d2s 
QdTc5s4h3h Kd8d6c4s4h Kc9d7s5d2s Js9d8c5h2s 
9s7h7c6s4d KdJsTh6c2c Kh7c5h3d2d 8s7s7h5s3c 
KhQh9h6s3h Ah6s5h4d2h Ts9s9h6s3s KhQh9s7d3h 
AsKd6s3c2s Jh8s7s4h3s 9s7d7c5s3h JdTs8h6d2d 
Ts6s6d5c2c Jd9s8h2s2h Js9s8d6h4s KcJc7d3s2s 
Qd8h5d4h2d AdKdQd9d2d 9h9c8d7s3c Kh9s6d4d3s 
Jh8s6s6d4c Kd9d5h2s2h Qs8s6h3h3c QsJdJc6d2d 
QsTd9c4d2h Qh9d5h2d2c JsTd9h6c2c AdQsQhQcJd 
Ad8d5d4h3s Ts9c6h2h2c Js8s6h6d4c QsQh8d6c2d 
KhQc8d6d4d Jd8c6s6c4h QcTd6d4h4d 8s6d5h4c2d 
Jd6d6c4c3c Ah8s6d4d3s AdTc6d5h2d QsQh9d4c3c 
Qd8d6d5c3h 8s7s7h5s3d Qh9c7s6h3h Ts7h7d6h4h 
JcTs6c3s2c Qh6c5s5c2s KhJc7s2s2h Kd8d8c5s4d 
KcJs5s5h3d Kc9d7d3h2c Td9h5c4h2c Kh9c6s6d5d 
Qh9c8h3c2s AhQs8s7c2s Td9c8h5s5h Jc8s7h4s2c 
Tc5h5c4h3d QcJh5h5d3h Ks9c7h4c3h Qc9d8s4c2s 
Ks9d6h6c5h Qs9h8c4c3h Jh7s7d6s5s QsJc7h6c3d 
AdTh6d5s2d 9c8d7c5c4c KhJc7c4d2d 8c6d4h3h3c 
7h6s5c3d3c QhTh6d3h2d Jh9h8c6s2d Qc8s8c4h2h 
8c6d5h4s3s AsKc4c3c2h AhJd8s3s2d AcQd8s4c2c 
9h9c5d3c2d Qd9h8s6c4c KhJc8h4d3s Ts8s7c6s3d 
KdQsTh3c2h QcTs8s8d3h 7s7d5s3h2h Kc7s6s4c2c 
KdJs5d3h2c JhTh7h6d3h Qd7s5h4s2d QhTc8c4s4d 
AcQc4d2h2c Kd9h5s5d3c Qc9s9h6h4h KhJd6h4s2c 
AcKc7c5c3c AcTh6s6h4h KcJsJh6d3d KdQhTd4d2d 
QcJc6h5s2c As9h7s7d2s As6d5h4h2d Jc9d8h8c4s 
KhQd8s6d3c Kd9c7s5c2s KcQc9c6d3c KdQh7s7h4h 
Kd7s7c4d2c 9c7d6c4s2d KcQsJs8s2d AhQd8d5c2d 
KdTs8h7s2c 9s9h8d7c3s AdTc8s8h2c KsTc9c7h2c 
KsJc7h4c3d AdQs6c4d2d 8h8c5h3s3d AsQhJsJdJc 
KsKdKc9s5d KhJh8s8d4h 9h8s7s5s5c QsJd6d5d2c 
QdTs8s4h4c Qs9s7d5h5c KsQs8h4s2h 7s6h5c3d3c 
Td9s8h6d2d AdQd9d9c3d AhQc9c6s2d 7s7d4c2s2d 
Ks7d5s3h2h Qd9d5c3d3c QhTs7c5d5c As9d3c2s2d 
Kc9h7s2h2c Ts8s8c7s5s Kd6d4s3s3d As9c5s3s2c 
QcJd8h5c2c 9s8s6d4d2s Ac8c5h3d2s KdJh9s5c2h 
Kc9s9c3s2d QsJs7c4h3d Ts6s6d5d2c Qh7d7c6d4s 
Ac9h7h7d4s KcJc6c5c3s Qc9h6s6d4c AsKh8d6c3d 
AhTsTc7s2s Kd9h6h3h2d Td9c8s5d3d Qs8d6c4d3c 
KhQh9h6d3h AdJh9h7h2s QdJd8d7c4d Jh6c5s4d3h 
Qd8d7d7c6d AcKs9h6h3h KcJs7s4d2d Qs6h5d3d2s 
TdTc8s6c2c Jc6s6c3s3c KdTs8d5c3d 9c8s7h5h3d 
Jd7d6h5d4d JhTs9c3d2c KcTc8c3h2h TdTc7s6s3s 
Ts9s8h5c2d Td7d6h5c3s Th7c6s5s2c Qc9c5h3h3c 
Ts8s5h5d2h Tc8s5s5c2s Ks9s7s7h4c Jd9h9c8d3s 
JhTh9h4h2c AcKd6d4h2d Td8h5h5c2c QsJd7c5h3c 
8c7h7c5c3s KsJs5c2s2c QsTc5h4h3h Tc7h4s4h3c 
Qc9s9d4s2c KhTc8s8d4c JhTc8d6c2c KdJh6c5d2d 
Qd7d6d5h4d QhJd5d5c3d 9d6s6c2s2c 8d7s6c5d2h 
JsJd8d6c2h Th6s5h5d2d Jc9d9c8h4c AdKh9h4c2s 
AdJh5s4h3c AdKc8s5h2h KdQs6h2s2h Jc8d8c3d3c 
Kd9c6s6h5s 9s8c6c5c2d KdQs7c4c2s TsTc8h3s2h 
KcJh9h8h2d KsQd4s4c2h Tc9h5s3h2c Qh5s4s4h3s 
Js9h8c5d2s ThTd9h4c2s KhJc9c6c3s Td8s7d6d3h 
Qs6s5d3d2h 8s8h5d4c3h Qd9c6s6h4d 9s7h4d3s3d 
KhJh8s8c4h Qh8s8c6s4s 9h7s7c6d3c TsTd3s2s2d 
Th8h5s5c2c JcTc6c5d2h AdTh6c4s4h Jd7s7h5h4c 
Tc7c4s4d3d AhKc9c4s2d KdTc7h5s3h Qd5h4h4d3h 
KdQh7h7c4h JcTh8h4h2s Th7c6h4c2s QdJs8c5d2d 
9h8s7h5h4h Kc8s5h2h2c QdTc7d2h2c KsTs8s3h2h 
JcTc5h4c2s Kc9s8d3d2c 7s6h6c4c2s As6c5h4h2c 
Td7h7d5c2h Jd9d7h6d3s QcTs6h4d3h 7c6d6c5c3s 
KcQhTc4c2c KhJs5h3d2c KhQs8h7c3d Th9s9c6d2c 
Ts8s8d6h3c Kc6s6d4c3h Tc9d7c3s2d Js8c6c3s3d 
As9d6s3s2d QcTd9h5h2h AhQsJc6d2d Jh8h7c4d2d 
9h9d5d3s3d Qc8d7s7c4h Qh9h6h6d2d TsTh7h4c2c 
Qd6h6c4h2d KsTd6s2s2d QhQd8d4d2s Th9s7s4s2h 
KhQd7d7c4d Qc9c7h6s3c Jd6d5h3h3c Ac9s8h2s2h 
Th9h8h5s3c 8d6s6d5h3c AcQdTs3s2s Js8s8h3s3h 
QhTc9s4s4d Kd9s8d5c2h Jc5s5h4c3s As9s8s5s3c 
KsJd9s6s3s KsTh6c5s2s JsTs9s4s2d JsTc9h4d2d 
AhJh7d4h2c Kc9c5d2s2d 9d8h7s6c3c Qs9d7c6c4h 
As7d6s3s3c JsTh8d5c2c QsJdTd7h2d KdQd9d6h3d 
9d8s7d4s3d QdJd9d8h4d JdTd8s4h2d 7s7c5c3s2c 
Kd9s5h5d3c Qc7s5d4d2c KcJs5d4h4d Ks8s7s5d4s 
KdJc9s8s3h 8c7h4d4c3d JsJc5s4d2h 8h7s5s4d3c 
Qd6h5h5c2c Kh9d8h5h4c Kh8c7h7d4h AcTc5s4c2h 
Tc9d6d4s4h Tc9d6s6h3c 9h8d7c5s3d Ac6d5c4h2c 
9c7d5c4h3s AhQc8s4h2h Kd9s6s4h3h Jd8c5d4s4h 
9h8s7s5s5d Th7h6c5d3s Kh4s4d3s3d QhTs8d5s2c 
9h9c5c3s3c KdQh8d7c3s Qd8s7d6d4d KsJd9h7c3c 
KdQd5d4d4c Qs7h7d6d4c Jc9s6c4s2d Ks8h8d7h2d 
AcQd5c3c2h AsJs9h4s3s 8d7s6h5d2c QcJs9h9d4h 
As8h7c3h3c As9h7h7c4d KhKc9d3d2d Th9s8s7c3s 
KsJd4c3s3h Qc8h8c4s2h AhQc7d6d3s Jc7d5d4c2s 
9h8s8h5c3h Jd9h5d5c4s QsTh9d5h2c Ah9d7c5s3d 
AdJc6s5h3c AhKh6h4h2c Th9d8s5s5c Kh9s9c4s2h 
KhQc8h7s3d Kh7h5s3d2d Jc8d7h4d3h JhJc8s5s3d 
KcQc8d4c2d AdJd9d3s2h Jh9d9c6c3s KdQc9d8d4s 
AcQcJc6s2c Js7d6s6c5s AcQd4s4c2c JhTc9s6d2d 
Qs9c8d6h4h QhTh7h6h3c KdJd6d5h2s Kc8s7d6d4d 
JdTd7d4s4d TsTh6c4h3d 8h5h5c4c3s 8c6d5c4h4c 
Qh8c7s4s4c Qs8c7c6c4h Qd7c6d4s2c QsJc9h9d2h 
QcTd8s5c2c Kc7s7c6c2s Ah8s8d4d4c AcTc7h4c2d 
7c6s5d5c3h KdTs8h8d3d Js8c6h6c4d KdTs6h5d2d 
8s7h7c5h3d Td6s6c4d2s Th9d8c6d2d 9d8d7c5d3h 
Js9d7d6h3c Ks9s9d3h2d 9s9d8s4d2s QhJs6s4c3s 
Qh9s6s3h2d Td6s6d4h4d JcTd7c2d2c Qs7s6h4c2c 
Kh9h5s2s2d AhKc8d4s4d Jh9c8c7c4s Jd9h9d3h2h 
QsQd6s5s2s AdJs7d4d3d Js8c7h5s3d Qc6s5s4d2d 
AdQcJh6c2c QsJh8d5s2s Js8h7s4s3h JsTc5c3h3c 
Js9c5c4d2d Ah6h6c5h2d Qd7s5s4h2d JsJd8c5c3c 
QhJc5s5d3c QhQc8d5s2d QhTh8c7h2s KdQd6c3d2c 
Qs6c5c4h2h 9s6h6d5c4h Qh9c7d5d2c QsJc5s3s3h 
JsTs9s8s3s AdJc7c6c3s KsJd9d5h5c KcTc5h3h2c 
7d6h6c5d3s QdJh8c7d2s 6h5d4s2s2h AsQc8h5c2c 
QsQc9c5c2c Ts9h6h4d4c Qh6d4s4d3h QsTs8s6c2s 
Js5d5c2s2d Ac8c5c4d3h AsKd8c4d3d KsQd7s7h3c 
Jc6s5h5c2h Js9c6c3s2d Jh7h6s5h4h Tc9d7h4h2d 
9s8c7c5h5c Kd9s7h4s3h Kh9s5h5d4c Jc6s5d5c2d 
AhJs9s7s2d QdJd7s4h3c 9s8d7s4d3s QsTh5c4c3c 
Jd9s7s3h2d Jd9d8c6s2h Ks9d9c8s2h 9d7c5c4d2h 
QsTc9h4c2d ThTc6s4h3d Qc8d7d6d4h Qd6s5h3h2d 
Qh8h6h5s3c Tc7d6s5s2d 9d6d5s3h2h Ts8s8c6h2d 
Kh8s5d5c4h Tc9h8d5c3c Ks8s5d3h2h 9h9c5s3h2s 
JsTd8d4d2c KdJc6s5d2d AcQd8d7h2d 9s7c6h6c2h 
Kc9c6s3s2c 9d7d5c4h2h JcTh5h5d3h ThTd8c3h2c 
Jd8c6d4s2c 8d7d5h4s3c 9s9c5h3h3d JsTh6s6c3s 
KsQc8s7h3d AsTd6h4d4c Jc6d5h4s3c Kh9s7d4h3c 
KdQcTs3h2s AsKs8s6s2c Ks8s6h4h2s Qd9c8d3c2s 
JdTh9c6s2s AsQc9c5c3c KhTd8c6s3d Jh8c7d5h3s 
KcJh5s4s4d KdTh8d5c3d Tc9s6d2s2d KcTh6c5c2s 
Ah9c7s7h2h TdTc8s3c2s AhTc6s4d4c Ts9s7c4s3d 
Jd8d7d7c6d 8d7h7d5d4d Kc9h9c3h2d Ah8h7h6c2s 
Ks7h7c6c5c Kd9s7h6c3h KcJhTd6s2s KsJd5h5c4c 
Qh7s6s6d5c Td8d5h5c2h KdQd8c5h3d QcTh9d3s2c 
QcTh8s4c3c KhJdTd6c2d Jd8s6s4h3h JcTd9h3h2s 
AsQh8h5c2h AdKc6c4c2s Qd9h8s5d2c Td7d7c6s3h 
9h8d7d5s5d Ts8d5h5d2h QsThTd7h2c Kd6s6h5c4c 
Jh8d6h4s2d 9s7d7c5h3h QdTh5c4s3s Td8h5c3h3c 
Qc9s9d6s3h 9s8s5s5d3d QdTs7d2s2c 9s7h6s2h2c 
Qc9h9d4d2c Th7d6s6c4d QcJh5c4c2d Ts9h8h8c4h 
AcQs4h4c2c Jc9s5h5c3d Qh8d8c4c2h Ah8d7c3d3c 
KsJs5s5c3h KhJd9d8d4c AsKc9c4h2d Kh8s7d5h2c 
Tc7s6d5h5d Qs9c8h3s2c 7c6h5d3s3d Td9s8s7h3s 
AsTs8d3s2h KcTh8d7h3s ThTd6h3c2d 9s7s5h5d2d 
KdQs7s7h4s Tc8s7d6d3d 7s7h5h3s2h KdThTd5d2s 
KsJdJc6h2d 9d7s5s4d2c 9d6d5s3c2c Ah9d5h3h2d 
Qc7s7d6d4h KsTd6s5s2c AdQdJd6h2d Kc9h7s4c3d 
9s8c7s5s5d QhTc9s5c2d AcTc7s4c2h Th8s5c3s3c 
Js7s7d4s3d 9h9d6c4h3s TsTc5s4h3d QsJd5h5d3d 
QhTs5h5c3h QhJcTc7d2c QdJh8d7d4d QhJs8c6d2s 
Ks9h8s3h2h JsTd5h5d3d KhJc8h5h2d KhQh9h6c3h 
9h8s6h5h2c Ks8d5h2s2h Kh6s6c3h2s Kd5d3s3h2h 
9h5s5h4s3c KhJs7d5c3d Ts8d7h5h5c Jc7h6d6c5c 
KdJc5h5d3d 9h8s8h3c2s Td6d5h4h2h Ks8c5s3h2c 
JsJh5s4c2d QhTd9c3s2h Jc9h6h6c2h JhTc8d5s2s 
KcJs9c5c2h AcTsTd7d2d 6d5d4s3s2s KdJh8d4s3c 
AhKc9s5c2c 7d6h6d5d3s Jc8s8h6c4c QhTs5s4s3c 
AcQs8s5d2s 8c7h5s5d4c Jh5s5c4s4d KhQc9s6s3d 
KdQc6h6d3d Qc6d4h4d3c Kh9c6s6d5s AcQsJhJdJc 
Td9h8c5s3s KcJs5h5d4h Ks9h5c4d3s 9h9d8d4h2d 
Jc7c6c5s3d QcTc8d5c2s Ad9s3c2s2d AdTh5s5h4h 
6d5d4h3h2d KcTc6h6d3c QhTs9c3d2h Js8c7c6c4h 
AhTs8d8c2s JhTs8d8c3c Ts9s7h7c3d Jh6s5c4d3h 
Qc9h7d6c3c 8s7d5d4h3c Jd9d9c3s3h Th9c6s6d3h 
AdQd8h5d2d Th9c8h5h3d KcJs6c4d2h KcTd5h5c3c 
9s7c6s4c2d 9d8d6h5d2c KdTs6d5d3d 8h6c5d3d2h 
Kc5c4d4c2d Kc9h7d5h2d KdJc7s5h3s 9c8c7h5c3d 
Qs7c5c4d2s Tc8s5d5c4h QhTd5s5h3h Tc9h8d7s2s 
QsJc6d2s2d Jd8s8c6d4d 9d8h7d5d4d Jc9d7d6s4d 
Qs7h5c4c2s JcTc8s7c2c ThTd9c4d2s 9c6h6d5s4h 
Kh7s7d6s5s Jd9c7d6c2d AhKd6h3s2h AdKhQh7h2h 
Kh9s5s2s2h Tc9s5d4s2d AdJd8c2s2d KcTc6c5d2s 
Kd9h6s6c5h ThTd8h8d8c Ac8c5d4c2s KdQc7h4h2c 
8h7s5d5c4h QhJd9s8s2s KsTs6d5h2s Ts9c6s3d2d 
Kc9d9c6h3c Tc7d7c5h2d Ah8s8d4s4c QsJh9d7d4d 
JhTh9h4h4d KhJd8h3h3d Jc9d4d4c3d QsQd9c4h3h 
Th9s6h3d2d AhTc6d5d4d 8h8c5d4s3h Th9h9d7c2s 
QcJd7h4c3s KsTh6s5s2d 8h7s4h4c3c KdTd7s4h2c 
Kh9s9h5d4h ThTc6s6d3s Qh9s8d3h2s QdTs9d6d2d 
QhJc8s5c2d Ks8c6s4s2c KdTd8c5d3h AcJc8s2h2c 
Kh9s7d2s2h AsQd6s3s3h Kd9h9d5s4d Tc9c5s5h4d 
QhJc5h3h3d QcTs7c6h2d As9s7s6h2d 8d7s7c5d3h 
KhTd8h5h5c AhTh8c3h2s AsQs5s3d2c QcTd7c2s2d 
JdTd6c5d3d 7d5h4d3h3d Ah9h6s3h3d Kd9h5d2s2h 
As8s5d3c2h AdTc8c6c3h Kh9d7d3c2h Qh9s9c6c3d 
AsQd8h5h3h KdJh6d5d2c 9s9c6s5s2h Jh8s5s5d4c 
QsThTc7h2d 8d6s5d4d4c KcQh9s7d2c Ts9h8h8c3d 
QcJh8s6h3d KhTd8c7d3s Th9c5h5c2h 9s4h4c3h3c 
Jh8s6s3h3c AcJh8s3s2h Jc9d7d5s5d QdJc8s7d2h 
QhTd6s4c3s Th8c4d4c3h Jh7h7c4h3c Qd9c6c3d2s 
9d6s6h5c4h TsTh9d4h2c Qc6c5c4d2d Qd7s7c6h5s 
Jc9h8h3h2c 8d7h7d6c3s KhTsTd6c2s 8h7s6c5c2d 
Qc9c7c6s2s Td9d8h5c2s QhTc9d7h2h Jd9s7s6c4s 
8c7s7d5d3h 9s9d8d4s2d 9d6c5d2s2c Qh7c5h3h3c 
Tc9c7h4c3s 9d7h5h3d2c 9s7h4c3s3c QcTc6d5c3c 
KdJs7c4s2c 9c7h7c4s4d AcJd6s3s3d Jc9d7d6s3h 
Qd8h7h5c4h Ks9s9c3h2c Td9s8c5d3d QhQc9h5h2h 
KdQs8c5h3s Qc9d7c4d3c KsJd9s7s2h Qh7d6h4c2d 
Jh9c4h3h3c Qd9d5c3s2s Jh9d8d3d2h Qd8d7s6d2s 
QhJd9s9c4c QhTd9c7h2h Qd7s7h5d2h JsTh9s3s2c 
Ac8d7d6d4d Th7c6d5h2d Kd9s9d5c4d AsJh8d8c3h 
8h6c4d3h3d KsTd9h6c2d Jd7h7d4d3h KcTh8c5s5c 
Ks9s9h6c3s AcKh9s9d3d Qc8d6d4s3s Th9d5d4d2h 
Kd9d6s4s2d Qd9h8d4h4d Ac9d6d5h2h KcQs9h6h3d 
KdThTd4s2d KcJh8c3c2h Ah9h7h6h3s AhTd6d5d4d 
JdTd7d4d4c 9s7s7c6s3h Qc7d6h6d5s KsJs8h5c2s 
8c6h4s3h3c 9h8d8c4h2c KhQh9c7d3h 7d6h5c3c2d 
KdJhJc6c2s Ah8h7h5d3h Th9h8s5d2c AsTc6d5d4d 
KdQs4h3s3c Kd6s6h3d2s 9h7d5d5c2h Jh9d6d3h2c 
QdTs6c4h3c Td7s6c5d2c Ts9h5d4h2d 9s8d7s5s3c 
As8c6d6c4h Kh7h6h5s5c Ks8c7d4s4h 9c7h5s5c2s 
Td6s5h5d2h TdTc8d7d3h Kc9h8h2h2c 9s7d6s4h2d 
Tc8h7s5s5d Js9s9h5c2d Td8c6h4s4c KdTc8s6h3c 
Ad6s5h4h2s AsJd7h3s2c Js8h7d4h3d 6c5s4s3c2c 
AdKh6h4h3h KsJh9d4s2c JhTc9s4d2d AhTc7s6c3c 
8s7h7c5s3d Th8s8h6d3c Qs9d8h5c2s Ac8c7c6d2h 
8d7c5c4s3h Jc9d9c3s3h Qc7d5s4s2c AsJdJc4h2h 
Js9c8s4c2s 8d6s4h3s3d Jh8s7c4s2h 9d8c7c6c3h 
TsTd7d3s2c Qc9h5c2h2d 9d6c5d2h2c 6h5h5c3d2d 
KdJsJh6d2d Qc8d6s4h4c Jd9d9c8h4d Qs7c6h6c5d 
JhTd9s3d2d AcJc9c3s2d Ac9c7c3d2d QcTc7h7c4c 
Th7s6s6d2h Jh9h7s6h3d Jd7h5d5c2c QdTc7d6h2s 
Ts9d6h6c3s Th9h9c5h3h 9d8d7h5c3d Kc9d6h4h3d 
AhKh5h5d2h Qd7c6s4s2d Qd8h8d4h2h Td5s5d4d4c 
KhQd8c7s4c ThTd6s6c3c 8h8d6h3c2c Kd8d5c3h2h 
8h6s5d5c4c JdTs9c3c2h KdTdTc5d2h JsTd9h6d2d 
Ts7d6d5s2d Ah8h5s3d2c JsTh8h4h2d QcTh9d4h2s 
ThTc8s8h8c Qh8c7h7d4s QhJsJd6d2d Td5s5d4h4d 
AcTh8h6h3d As8c7s5s3s ThTd6s3h2d KhQc9d9c3s 
8c5s5c4s3d Kd9c6s6h5c KdJd8h8c4d Kc9s6s4d3d 
Tc8h7s6h3d Th7s7c6s4s QcTs9d5s2h Jc9s9d8c3h 
Kc7d6c4c3h 8c7c6c5s3c AsThTd6c3c Qd6s6d4c2s 
KdJh5c4s4c Tc9h7c3s2h KcQs8d6s3h QhJsTd7s2s 
QdJh7c4d3s Js9c7c6d3c Qh9s9d6s3c As8c5d3s2h 
AsKd9s7s2s AsQhTc3c2c AhTh4c3s2d Kh9c8c7c5c 
AsTs8c4s3s Td8c4h4d3h Qs8h8c6c4c JsJd5d4c2h 
Ks5h5d4h3d QcJd6d5d2h Ad9s8h2s2h Qd9d5s3c2c 
AcKh7s7d3s Js6s5h3h3d JdTh6h2h2d JhTc8s6h2h 
AhTh7c4h2s JdTc6c2d2c QdTd6h5d2c JdTs8s4s2h 
Qh7d5d4s2h AdQcJs6c2c Qc7d5s4d2c Td7d7c5h2c 
AsAhAd8c3c JdJc8c6h2s KcQd8h7s4h AdQhJs6h2h 
Qd9s8d5c2h Tc8d7c4c2d Ts9d4s4c2d KsJc9d5h2c 
KhTh8d5h3c QsJh9d9c2d 7s6d5c3c2s 9h8d7c6s3s 
KsQcJh3h2h 6c5c4h2h2c 6d5h4d3d2h KsJdJc7c2h 
Ac9s3c2s2h JsTd6d4c3d AhQs8s4c3d Th9c7h3d2c 
