AhJdJc2s2c 
Jh8d6d5h5c JdTh8s3s3d KdJd7s5c3h Jh9d6d5c3c 
Qs9s7c5d5c KdJh9c8h5s AcJh8h6s4d KcQsTh7s4s 
Qd9d9c8h7d 9h8h7c6d3c Ac7h6c3h3c 7s7d6h3s3h 
Jh9c8h7h5d AsQd7c4c3d QhTh9s5d3c AdQh7c4c3h 
QdQc8h7h5h JsTc7h6h4d AdTh5s3s2d Kd6h6d5s2h 
KsKhKd5s5d Ad8s6c5s5c AsTh8s5c3s JhThTd9h4s 
AcQc9s6c5c KhKd8h4c2s KdTd8s6s2d Jh9d9c6d3h 
AcTdTc4h3c KsQsJh9s6s 8s6h5h5c4c AhTd5s3s2h 
Jc8s6s5d5c AdJc9s6s3c KcJdTs2h2c QsTc8h7h2c 
KsJd6s5h3c Qc8s6s5c2h QhJh9d7d2s JdTd8c5h4d 
QsTh6s4c2h KdJs6s6c4c QhJc6h3s3c AcKc8h5d3c 
Jh9s7h7d6c QhJhTh8h4d KsTh6s6h2d Kd7h6h4h3d 
AhTh7c6s3h Ks9s8d7h2h QdTs8c3s3d Qc9d8s8c4s 
Jh9h9d8s2s Qs8c7s7h4h Ac7c6d3d3c AcJc7d5s2h 
Tc8d6d5h3c KdQs6s3h2d QsJc7s7c3d ThTc5h4h3c 
QcJs9d7d6d QsJs8h6h2d Td8d7c6h4s AdKsJd7d2h 
AhKc9d5c3s QsJc9s3c2d Jh9c8h7c3h Ah9c8h7d4h 
AcJc7h3h3c Ah9c5c3s2h KdJdTd6s3h AhTh9h6h5s 
KcQd7s6h3c KcQh6d6c4s QcTd8s8h5c KhKc7s3s3d 
Ad8s7d6d5d QcJs8s6c3c AcKcTd2h2c Tc9d7d6s6h 
TdTc8d6c2c 9d8c7c5s3s JhTh7s6h5c AhQs4h3d3c 
KsTh9h4s2s KhQd8h7d2d JcTd9h5c3s 8s8d6d5h5d 
As8h7h6d5c JcTd7h6h4s KsJs8c6h3c QhThTd6h5h 
KsQhTh9d2h KcQh8c6d4s AdTd7c5d2c Ts9h8h7h7d 
QdJh8s6c5c KsJd9c6h5c 9s8s8h6c3h Th7s6s5h3c 
8d6h5h5c4c KsQhQc6c2d QsTc7s6s6d AdQd4h3h3d 
AcKc8d7c2h JsJd8s6c4h QcTdTc8s3h JhJcTc4s3c 
Ah7s7h6c4h Ac9d7h6h4d Kc8h7c6s4d QhJc9s8d5s 
AcKcTs6c2h AhQdTc6h2h QdTd9s5h3c QdJc5h5d2c 
ThTd8c5c3h TdTc9d6d5s AhQh4c3s3d Qs7d6d5s3d 
KhTc8d6c5s Qs8d6c5d3s Jc9s9h8h4s Jc9s9h8s4h 
AdTh7s7c6c AsQs9h6s5s Tc8d7s6s5h KdQd9h6h2d 
QcJhJd5s2d Th9h7d6s6c QsJhJc5d2c JsTh9d8s5s 
QhQc8d4s4h JdTd8h5c4d AcKsQh8s2d AcKs6c3h3d 
JhTd7h7c5s 9h8c7s5h3c KcQc6d4s2s KdJs8c5s5c 
KsKdKc9c8s KsQs8c5c2h QsQhJd9h2h KsQh8s6d4c 
Ad8s8c6c4s QdTsTc6d4d Js9h9c8h4c QcTd8h3d3c 
7d7c6h4d3h AsQs6h3d2d AhKd8d5s5d JcTs9s7s5s 
TsTd7h6s5s KcJcTc6h3s AhJd8s7s4c AcTh7c3s2s 
QdJh7d6s5d AsJh9s3s2h QdJsJc9c4h AcKd9c6s2h 
9h9d8c7d4c QhTd9s6d4c AhTsTd9d5d JsTc6s5c2d 
KdQdThTc3d 9d7s6s5s5d AcQsJh3c2c JdTc8h6c4c 
AhQh6h5s3d QdTh9c7c2h 8s7c6s5h4s JhJd9d6d5d 
JdThTd9d4c Kc8c7d6s3s Qc9s5s5c4d Ad9d8c5h5d 
AhQs9d4h4c KdQsTc7h4c AsKd9s6h2c KsJh6h6d4d 
KcTd8s8d6h Kd9c7c6s4s Qh9d8h6s5h Ad9s8s3s2d 
QcTc5s4h2s Ts9h7s5s3h Qc9d9c8h7c AdTc9c8s4h 
QsJsJh7c2c Ad9s8s4d3d KcQd7c3s3d Jd9h7d5d3h 
Qs6c5s5d4c QsTd6s3d3c QsJs9h7s5d 8h7h5d4h4d 
Ad9c8s5d4d AhKh8h5s2c Ad9s6s2d2c KdTs8h8c6s 
KcQs9d6s5s KhTd6s4s3d KhQsJc9s3d JdJc4s4d2s 
AdQdTc6d2h JhTc8h6h4s KdTh9s6h2s KhTs9d9c4h 
AcKcTs4c2d AsTs7d5s2d AcJhTd7s3s Ad9s8d4s2s 
AsTd8c6c2d Qs8s7h7c4h AdKh7d6d4d AcKcTd6c2s 
Jc7s7d6c4s AsQc7d4d3c Qc6s5d4d3c JcTd9h8c4s 
Tc9d7d7c4c 9c8h7c6s3s AdJs7d6s2d KcQh9s5s2h 
QsTs9d8c5s Tc8d7c6h4s QsJs9s8c6s AdKd8s7d2h 
KsQdTc4s4h AsQc8c6d2d JhTd9c4s3h KcTd9h5h5d 
Qh8d7s7h4s JsJhTs6c3d KdQh8d6c4s 9c8d7d6s3s 
JcTh9h6s6d KdQs9c5c2s Td9c8c5d2h KcJcTc9s4c 
KhJh6c5d4h Ad8c4d4c3s Qh8s7h6c5d Qd9s7s7h5h 
AdQd5h4c3d Jd8h7h5s3d 9s9d7s4s4d Js9d9c8d2s 
QsTh9c6h3d JcTc8c5d2d AdKdJd4d3s Ad9h4h3d3c 
Ad6s5h3d2h AcKh7h4s4d Tc8c6h5h5c AdQhJh9h2s 
JdJc7d2h2c KcJsTs5d3s ThTd8d8c3s AsJc8d6c5c 
TsTc8s8h3d AhTsTd8c4c AsQdTh6s2s AdTs9s9h4c 
8c6d5c4s3s AhKhJh3s2d JdTc8h3h3d AdKs5d4h2d 
AdTd7d6s3c TsTd8h6h5c AsQh7d6c5c QsTc6h5h2s 
Td8h7h7c6s KcTd6d4c2d AhQc6d2h2d QhTh8c4h4c 
KcJcTc9h4c AcQdJs7h3d AhTc9s7h2h TsTd5s4s3d 
Js9c8h7c5c QsTs8c6s6d AhKh8h5c2d AdTd9d8s4d 
8s8c7h7d5c QsQdJh9c2h QhJcTs4h4d Qc8s6h5s3c 
Ad9d6s4c2s JhTc7c6s5c KhQh9s6c4d Js9c7h6c5d 
KsQc7s3h3c Qc9h8s6d5h Ad8h6s6d5d AdJd5c4h4d 
JcTh7c5h2d Jd8s7s5s5d AcJd9h9c3c 9c8c7s6h3s 
JsTs9s7d2d JhTh9c5s4h Ah9d7d5c3c QdTs6d5h3c 
Qd6h5s5d4h KdTc7d5h2h KsTh9s7c3s AsKsQc6h2s 
KsJs8h6d5s AcTh8s8h4d KhQhTd6h3s AhQd7d3h2d 
Kh8s5h4s4d JsTh8h8d5c KhQdTs7c4s Td7d7c5s4s 
Ad9s9c4d2s Qh9d7d5h5c AcKc8c7d2s AdQc5h4d3d 
Kd9d8d8c7s Kd8h5d4s4h Qc9c6c5h3h QsJc9d3s3d 
As9h8c7c6c QhJsJd5c2s AdKdJd3c2s QdTd8c6s6d 
QcJs9c7c5d KdTc9s6c2s KcTs8h6s5d JdTd8d5s2s 
QsQh6h5h3d AdTd9d7h2s QsTs7s5c3c AsTs9s6d6c 
Ts7c6c5s3h Ks7c6s4h4c JdTd9h8c2d KsJhTc8d4d 
KsQc8s6h2h AcQd9s7h5s 9h9c8s7h4s JsTh7h6c5h 
Ac5h5c3d2d AhQc5s4s2c AsTc8d5d2c 9c8h7s5s3h 
Ah9d7c5h4h KsKh6d2d2c JhJdTh4h3s KsQh9s6c4d 
TdTc8h7s5d QcJd7d7c3s Qh7h6h6c5c QdJdTd6h4d 
KcQdTs9d4d QsThTc6s3d KsQhTd8c5d Kh9c7d7c3h 
AdJsTh7c3c AhQc9c7s7d QdQcTh8h3s Ad8h8c6c4h 
KsKdTs7s2s KsJs7s5h4c 9c8h7h6s3s AhTs6d3s2h 
KsJcTh7h3d Js9d8c6c4d QhQd8d5c3s AsTs9s6s5h 
Ks9c7c6d4d AsQs9c6s5s Kc7d6h6c3d KhQcTs8d5s 
Kc9h8h6h3c QdTc6d5h2h JdTs9h8d4c KsJdTh9d2d 
AcQc4s3s3c KsTs8c7s4h As9s7c4c2h AcJd9h6h3d 
QsTs8s6d5s QhJh9d7h5s Jh8c6c5s5h JdTd8s8h5c 
KcQs9d5h4c QdTd9c5h3s AdQhTh3s3c Ts7d7c4d4c 
Kd8s7s6d3s Th9d8d5s3s KhTs7c6s5s TsTh9s6s5c 
QsQc7d6h4h KcQc5h4d3s Tc9d7d4c3h Ts9c8c5h3h 
Ac7h6s5s5h QdJh8s7d3s JcTs7d3s3c QsTh9d6h4c 
Qs9s7d5h5d Qc9s8h6c2s KhTh9d8c5h AhQd8d5c2c 
Qc9h8s8c6d KsTd9s7c3s KcTc8d7s4c Tc9c7s6h6d 
AhQsQh7h3h AdKdJd6s6c KdJs6s6h4h Th9s7s7d6c 
8h8d6h5s2s QcTd8s5d3s KcJh9s9c6c KsTh6d4d3h 
KcTc8d7h4c AdQh9s5d3d AcKhQs8h2d AsTs7s6d3h 
7h7c6s4h3s KsTd8h7s4s QhTs6c5c2h QdJc8s6s5h 
AcQhJd5d2s Tc7d6d5h5c TsTh8c7d5s KcJdThTd2d 
Th8h7d6c4s QsJd7h5c4s Ad9c5h5c2d JhTd7s5d4d 
QhTd9c7c2d Qd9s7h7d6c KsQh6s6d4c AhKh7h4s4d 
KhTd5h4c2c As9c8h5s4s KdQdTc5d4d JhTdTc6s4s 
KcQhTs7d4s KcQhTsTh5h QcJh8d6d5s QhJhTh6d3s 
AsKs8s5h2d 7d6d5s3s3c Ts8h7d6d5c QsQcJh9d4d 
QsQd9d4h4c JdTc9c8s3h KsTs8d7h4s KdTd6d5c4h 
AdQsTs6s3c JhTd9s7c4h Ts9d7c6s4h As9s7h4h2d 
QdJc9h6s5s KdJdJc9s4d KhTs6s6h2c AhTd8h5s3h 
AhTs8d8c6c QhTc8s4s4c AcQc5s4d3c QsTd9c6h6c 
QdQc7s7c4c QsJd8s7s5h Ts9d8d7d7c Tc7s7d6h6c 
Kh8c7d5s4h JdTd8s4s3d As9d6s6d3s Kh8d7s5d4s 
QsQc8h4d4c JhThTd5h3s KhQs9c5c2s KsKc8s4d2h 
AhQh9c8s3h Qc6c5d4d3h KdQd8s6h4c Jc8c7h7d4d 
Th9s8s7h3s Ad9d6s4h2s QhQc8s6d4d JhTs9d7d4c 
AcTd9c6c3h Qd8c6c5d2h JdJc8s6s5s 8s8c7h6h5d 
AsKs8h5c3s Td9h8d8c2h 7h7c6d4c3d KdQhQd7d4d 
Kd9c7s6c4s TsTd7s6h4c QsQh6h5h3c Ac8c7h6h2c 
KdJd7h5d4c TdTc7s6c5c Jc9d8c7s3d KcQsJc8c6c 
Qs8h6s5d3d KcJc9h9c6d Qh6h6c5c4c KsTs7c5s4d 
AcTh7h5d4s KcQc8h6d4s KdTs5d4c2c QcTs7d5s3d 
QcTd7c6s6c Qd9s8h8d4h AsQc8h5d5c Ac6d5h3c2h 
QsTs9c7h5s AhKs8d7h2h AhJc8c6s4d AdKhTs8c3c 
Ah6h6c4d3s Ts8c7s6h4d JhJcTs8s4s AhJh7h6s5h 
Jd9d8s8d7c KsKc8d4c3c AhTc5d5c4d Td8c7c6h5s 
Ac9s7s7c2c Th7h7d6h5d 8h8d6c5h2c QcTh9h6h5d 
KsTs9d8h5s AdJs6h2s2d Ac7s7h5h3s KdQh9s6h5h 
AcKc4h3h2c AcKhJd7c2c ThTc8h4s3c JdJc9d6h4s 
AdTc9d5s5d AcTc7h6d3c KdQh9d6s3c KdQcTc9c2s 
AsTh9s5s5d Jd8d6h5h5d AhQc6d5d2c AcQc5h4s3c 
AcKc6d4s3c JsTs8h8d5c Ad9s9c8d2h QdJsJd8c4d 
AhJh5s3s2s JsTsTd9c5s 9c8h6c5s2s Jd7c6h5d5c 
KsQh9c6h5h KsKhJc4d2d KcQsJh4d3s Jd9s9d7d6h 
AsJs8c7s3d As5d4c2s2c AdQhTc6d2d KsTs7h5s4d 
Jh9s7s7c3h AcTs9c5h5c AcTh5s3s2c Jd9h8d7h3d 
Ad7s7d6h4d As5s5h3c2c JcTd8c6c4s KdTh7d7c2h 
Jd9h9c4h4d QcTc9h7d5c AhKs7c5s3s Qd9s8s5h2d 
KhQc8s7h3s KhKc7s6c2c AcQhTh3s3d Ts9d9c7s2d 
KsQdJd9c4h KhQcJcTc2c Th9c7h6s6d JdTs9h7h3c 
KsTc8d8c6h JcTc8c6h4s AdJs9h9d3d AsJs9s9d5s 
9h9c8h8d3s Qs9c8h6h2s KsJsJc6s5s KdJd8h6c3h 
AcJs7c3d2d AhJsJc8d3c JcTh9d8c4s Ks8c6h5c4h 
TsTc6c4d3d KdJhTs9s4s JhTd7d6c5d KsTc9s7d3s 
Jc9s8c7h3s AcKs5s4d2h Ad9h7d3h3d QsJh5s4h2s 
QhJc9d7d6d Js9c8d6c4d AcKc7c4h4d KsQd9h5c4s 
KdQdQc8h4d QdJdTd7d5s AsKhJs7s2c Ts9d8s8c2d 
As9s7c4d2c Td9d8c5s3c AsQdJh5h2c Jh9h9c7h6d 
Jd9h7s6h5c Qc9s9c6h6c Qh9d8s7c5h 9s8d7d5c3c 
Qs9s9h8d7s AdKdJh3c2d Qd9s9d6c5d KsJd9c8d5h 
QsTs5c4d2c KhQs8h8c3s Qd9d7s6s4d AcQs8d6h5d 
8s8h7h6c3c As8c7c6d5h KsJs9s9h6c AcQc6s3h2h 
Td7s7c6h6d Js8h7c6d5s Js9s8s8d7h 9d9c6d5d2c 
Ks9d6d4s3c KcQcJc8h3h AdTd9d8c4d KdJs9h8s5c 
KhJd6h5s3c QdQcJs6d3d AsQhTh7h3d JsJd4s4h2h 
8s8c6h5c2h KhTs9h3d2d KdQhQd8s4d KsJc9s5s4h 
KcQsTs9s2h TdTc8s5s3c QsJs9s8c5h QdThTc9h3s 
JcTdTc9c4h Th9d7s6h4c AdJd6c4h3s AhJd9s8c6c 
KhJh8c6d2c AdQh6c4h3c KhKd8s4d3d TsTc8c4h3s 
AdJs9s8c6s AhJh8c6h5h Qs8c6h5s2c 7s7c6h6d5h 
Kh9c6h6c4h Ad9d8h6s2c Kd9d6h5h2h KdTc6d6c2h 
Qc9d5d5c4s AcJc8h7c3s QhJh9h8d5c KsQs8c7c3h 
QsJsTs9d5s KsKdJc4h2h KhKdQc9s2s QcJhTs8s2d 
As7s6c5s5d AcKcTc4d4c Ac9s7c2s2h QhJh9c4d2c 
QhQdJs9h2h QdTsTd8h3c Qh9s9h7c3s Kd9s8d8c3c 
AdJh3d3c2c AdTh8s6s2h Kh9s6d5d3s KsTh9s5h2s 
Ah7d7c6s6c KdJs9d5d4c Ts9d8c7c2d AdKsTc2s2h 
AcKc8c6d4c AdKdTh4d2s KhTs9c7h4h AsQc9c8c6c 
KcTh9s9d4c Ac9h7h5d3d Ks9h9d7c6h Jd9h9c8c2h 
Qd9c5d5c4s AdKd8d6h4d As9s7d4d2h AdQc9c5h2h 
Jc9d7h7c6s KhQc8h7c2c AdJd5c4s4d QcJhTs8h3d 
AsJhTh4d3h KsQc9s7s5h QcJdJc8c5c AsJs5c4s4h 
Jc9d9c7c6s AdQc8s8c5c QsTc8d6h4d KsTs7s6d5s 
Qh6c5c4d3h 8s7s6s6h4h AsQcJd3s2s AhQc6s4c3s 
AsQc6d5d2c KcQh8c5s4d KcQh8d7s6d JhTs9c8d3h 
TsTd6s6d2h AsKhJd7s2s AhQcTc7c3s JsTh8s3h3c 
AcQsTs7s3d Kd9h7h4d3c AhTh4d4c2d KdTs7c5d4d 
Th8d7d6s5c Qs9c8s6s4c QcTh9d7d2h KhKd7c6d2d 
Jh9d8h7c3d AdTh8s6s5c KsKc8c4d2h Qd8c7d6s5h 
Kc9c8c7s4s QsQcJh7c3d Kh9s6h5d2s KdTc9d5s3h 
As7s5d2d2c Tc8d7s6c5h AsQs6c5h3s JdTh9c8s3d 
KdJcTs9c2c AcTs9c6c3d AhKc5d3s3c JsTh8d6h4h 
AdJc8d6h2s Kc8d7s5h4c QdTsTd3d2s KdQdQc4d3d 
JhTsTh5h3c AsKh8h4c2c AdJd6s4h3c KhQd8h6s4c 
AsQc8d8c3d AdQcJs8h3s AcJh6s5s3h AsQcTs4d2s 
QdQcJs8h2d Td9c8c5s3s AhTd7h6c3h 8h8d6c5d2c 
AdTc8s8h6s JsJh9h3s2d JsTc9d7h3c Qs9c7c5s5h 
KhQc7h6h4d KdQhTc4s4d JsTh9c7d3h QdJh9c7h5h 
AhKs9s7s4d As9c5d5c2s JhTh8s4h3s Ts7s6d5h3d 
JdTs7d5s2h AcKs6d5s3s Ts8s6h4h4d KhKd8h4s2c 
TsTh6h6c2s KsQsJsJc3s AsQcJc6h3d Ad9h6h2d2c 
AcQhTs8s3s Qc9d7d6s4s QhJc9c3h2d KsTc7d5s4s 
Qd9h9d6s5d JhTd9c7c4s JsTc8d6c4c QsTh4h3s3c 
AsTd7s7h3s QdJsJc7h4c AcJs7h7d3c 8h7c5h4d3c 
9s8d6d5s2c AcJsJc6d2h AhTsTh4d3h QhJcTd5s2c 
TsTd9d6c4h KdQsQd8c4d KsKhKc9h8s JsTh9c7c4d 
KcTc8h6h2c QhTsTh6h5h QcTs6h5h2c AsTh9h9c4d 
Qh6h5s4s3c Td8d7s6h3s 9h8s6h5d2d KhQs9c7c6c 
AcKhJh9h4h KsJc9h8d6d KhQhTsTc5h KsKh7c6s2s 
QsJh6h5h4d AcQd8s8d4h KhTh7s4h3s 8h8c7s6s3c 
AhJh6d4h3d Js9d7s5s3d 8s7s6c5d4s AsQdQc8d3d 
QcTc6d4c3d AhKc8s7c2d AdJc8c6h4s QhTs6h5d3c 
KhJdTs8d4d Qc8d7s7c4s QcThTd9h3s KdJsTh8s4s 
Kc4h4d3d3c JhTs8h6h4c AdQsQc8s3s KcJh6c5d3s 
KcQh9s8h4s QcTs9s6s5d Ac9h7c5h2c KdTh9d8d5c 
AcQcJc2s2d 9h9c6s4h3c Jh9s8d7s5s JsJd9c8c5c 
Ac9d7c2h2d AsKhTd8d2c AcJh9h8s6h Ah6s5c3h2c 
Ts9d9c8s6s AhKs7d6d4d Td7c6d5h3c KsQdJd5d3c 
ThTc8s5s3c AhJd8d7d4c Ts8c7c5s5d AsKhTd4c2h 
AsQs9d3s3d ThTc6s6h2c AdTd7d6c3s TdTc6h5d4s 
QsTc8s6s5s Qh8d5c4h4d Tc9d8d7s7d Ah9d7h5d2h 
KsKcJh4d2d JdTh8d3h3c KcTd7h7c2d KdJd6s5h4d 
AcQcJc2s2h Jc9s8c7c5d QsTh9d3s2d Ks7c6d5c2s 
JsTs9c8h2s AdKh9d8s2d Jh9s7h5h3s QcJhTh4s2d 
QcTh9c8d4s KsQsTd6s3c QhTh9c8s2d Td7s6s5d5c 
JdTc9c6s6h QhJhTh6c3s Qs9h8h5d2s AdJh8h6h5c 
Ad8s7d4s3d KcJhTs6h6d AhKh8h6d4h QcJhJd7s4c 
Jh9d8c5d3c Kc8h5c4h4d JhTh7s7d5c Qc9s8h6d5s 
Ts9h8h7s3h QcJc7h6c5d AcKd5d4d3h AdKcJd7d2s 
JcTh9d7s4c QdTh7h4d3d AsTs6s6c4d KcJh8d5h5d 
Kd9c6h5s4d AdQh8c6h4s Ah9c8d7s5s AsJd8d7d4h 
QdJsJh9c2d AsTd7s6h3s Th9s7d6s5s KsQcTd4s4h 
KcTd7h5s3c AdQc7h6h5s Ah9h6d4c2d Th9d5s5d4h 
Tc9s7d6s6h Qc9h8h5c2s KdJc7s6d2s AcQs7d6h5h 
Ac9s7s5d3d JdTd8c6d5d AsKsJs3c2d JcTs7s6d5s 
AcQs9h5c3c AsTd9d4h3h Qh8h8d5h4d KdTd9s8c5d 
QcJs7c6c5h As8s8d6d2s JdTh9c8d5d Qh9d8c6s5d 
6s6h5d3s3h AhTh9h6s3c AsTs9s6h3d TsTd7d5d3s 
Ks8s8c6c3h KdQc9s5h4d KhTd6h6d2s KsQh9d5d2h 
JdTd8h6d5d KhJhJc5h4h Th9c8s7s2c KcJd9s7c4h 
KcQhJh5d3h JcTd7h5d4d KsJhTh5h3c TsTh7h6d5h 
Ac9c8s5d5c As9d9c5d4c KsKh4h3c2h JsTh8s6s4d 
KdTd8s6d4c Ts9s6c4c3h Kc5s5h4h3c Th7h6s5s3c 
QdJs7h5c4d AcJh9s4h3s AcKh9h7h4d AcQs8s5d2d 
AsQc9d4s4h JsTs7h7d5c KdQs6d3h2s JhJcTc6d3s 
KdJsTsTh2s QhJd8c7h3c JcTd6s5s2c Js7s7d5d4d 
9s9c6d4s3c QhTs6s6d3d Td9d8c5h3c As9h7s2h2d 
JcTh8h4s2s JdJcTd4d3h AsQh7c6d5d Js7c6c5s5d 
KcQcJc9c6h AcJc5d3d2d AcKcJc3h2s KcTh9d6h2d 
Kc9s9c8d3d QhTc8s8d5h Qh6c5s5h4s JhTh9c7h4d 
Ts9d8d5h3h QhJh8c4c3s JcTc8s5d4c Ad9c6d5s3h 
QhQc7d5s5d QcTd9h8s5h Ts7c6c5s5h Ah8d6c5d5c 
7d7c6s6h5s QsQc8h4s4d KdQcTc7s3h KsQsJs6d3c 
9c8s8c6d3s KhJc8d7s4h AsJdJc7h4h QdJc9h7d5d 
AcTs5s5d4d QdTh7h5c3c Ks9c6c4s3h 9c8h8d6s6h 
AhQsJs9s2c QcJs9d7c5c KdJc7c6s3s Tc9s8d7s3d 
QsQh6c5s3s AhQcTh4d2h JhJcTc4d3c KhJc6h5h2c 
KcJd8h6s4c QhTh5s4c2c KsQsJs6h3d QsTs8c4s4c 
QhJc6d5s5h AcTd9h9d4s AcJd8c6h2s AcQh8d6h4s 
AcKsJc7c2h KcTs9h5s5h QsJsJd9s6s JsJhTh4h3d 
JdTd8d6h4s Kh8c7h6d4s Tc8c7h6d3h QhTsTc9s3d 
Jd9h9c4d4c QdTc4c3s3d Qc9h8d6c2d Ah9c8c4h3h 
KhJh6h5c4s QsTd7h7c6c KsJsTs6h3c Ah8s4s4h3d 
QsTs7c6s6d Td9d6c4c3s Ts7s7c5d4d AhTs8s8c4d 
AcTc7h4s4c KhQs8h7h7c QhTsTh3h2s AsQs8h8c3d 
Ts9c5h5c4s Kd7h6c5h2d KhJc7h6s6h As9d7h6h4d 
Ad9c8h7h5s KcJhTs8h4h ThTc7d6h4s KhJcTc8c4s 
QcJcTc6h4c TsTh9d6d5c AdQc9s7c2s QcJc9c8d6c 
8s8h7s6c3c AsQs6s5h3c AdKdQc9d3d QhQcJc5c3c 
AsQdJc3s2s TsTc8c7d4h JsJdTd6d5d AdKc9h5s5c 
KcQd6h6c4s AsQcTc6c3h AcQd8s8d3s Qd8c7d6h5s 
KhTh8d7h4c KsTh7c6d5c AcKsQd7c2c KdQdJd8h3h 
Qh9s8c5c3h AsTd6s6c3h KsKhQc7d2c AsKh9h7h4c 
JhTd8c3h3c KdJh9s8h5c KcJh7c6d6c QhQdTc6c2s 
KdQdTs8h3c KdQc8d5s4h KhQh9s6d4c AcKcJc3d2s 
KcQsTd7h4d AhKdQh7h2c Ac6c5d3h2h AhQs9s3h2h 
QsTsTd8c3h Ts9s7h5h3s QhThTd4h2d QsTs8d5s2d 
Td9c7c5d5c AhTc7c5d4s AhQs8s8d4c KcTd7h6s5h 
Js9h8d5h3d Qc9d8d7s6d KsJsJh6s5s 9c8h7d5d3h 
AhTdTc9s6s Kh8h8c6c3d Kc9s7s4c3d AsQh9c8c5c 
QhJs5s4s2h JsTd7s7c5h TdTc8d6h5d Kh8s8h6s3d 
Th9s8s5d3d KcQh9c6s3d JsJc8s2s2c KcJh7h4s2c 
QhJs8h7h5c KdQdJd6c3s Ks9c7s5c3s AsKcJs7s2h 
KhJhTd7s2c QsTc8s5d4s KdTd6c4d3c KhJh9c4d2c 
KdTh4h3s3d KsKhQc8c2d QhQd8s4h4c AdJs8h8c2d 
Th9c7d6s6c JcTh9d8h2s Tc9d8h8c2d KsTd9h6d2h 
AsTs7s6h3c QsTc9d7h5c AdTd9d6c3s KsTh7c6h5h 
Th9s8c7c2s AdJs4d3h2h KhTd5s5d4s 8s8h7d6d3h 
QhTd9d6d5s 9s8c7c6d3d Qc9s7s6c4c Ks9h7d6h4d 
AhTh9h7h4s KdQs8s5d2d JhJc5d5c2d KcTh6s5d5c 
Qd6h5d5c4c QcJc9d7d2h AdJd6s5s2d KhJd9c6s4h 
Th9d8s6d2s TdTc4h3d3c KsQsJs9s6h QhJsJc7d4h 
JcTs5c4h2h QsQd8s5c3h Js9h8c7h5d JdJcTs9s5s 
Ah7h5c2d2c KcQcTs6c3d Tc9s5s5d4c JdJc9d3c2s 
Kh9s6s4h3c Kc7h6s5h2c 8c7s5c4h3s Kc7d5d4d4c 
JdTs6h5h2d KdQh9c6s5c Ts8c7d6d5h Qs6h5d4d3s 
QhTc7c5d3d Ad7d6h4h2h Jc9h8c7s3h Ts8h7s6d4c 
KcTs9c8c5h KsJsTc3d2h Qc8h7s5h4s TsTd8h6c4d 
Tc9c6h5h3h KsJsJh9c4s KdTd6d5c4s AhJh5s4h4d 
TsTc7s6d4h KdTd9h7s3d KdQs7d3s3c QhQdJc7h3s 
KcTsTd7d5d 8c6h5c4d3d AhJsJd9c6c KcTs7d5c4c 
Ks9c8s6h2c JsJd7h6h5h Kc8h8c6h3d AsTs6s6h4c 
KsQc8s5h4d Js9h9c8c4h QhJsJd9s2c KhKdQc8c3s 
Qd8d8c5d4c Ts8h6h5c3s JcTh9d8s3c QcTd9c6s4c 
Tc9h9d7c2h Kd9s8s6d2s Ts9s8h6h2h Ts9c8s7h2h 
QsJc6c5c4h QdTsTh9h3c TsTc8c6d5c AhTs9c8c4d 
QcThTd6c3s Qs9s9h6s6d AhKsQh7h3h 7h7c6s3s3h 
Ah8s4d3s3h QcTsTc9h4c AdQd9c6d5d 9h7h7c5h4c 
As5s4d2h2d QcJs5c4h2h KhJc9h5h4d QdJdTd9h5d 
AhKs8s7s4s KcQc9d6s6h AcKc6h4c3s AdJh8s7s4c 
QcJs9s9d6h TsTd8s5s3d Qs9h8d7c5s QcJsJd9c3h 
JsJd9s6d2s 8s8h7h6c3s KsKhQd8d2c KhTs5s5d4d 
Qh9h8d6h5c QdTh7s7c6c QhJdTs8d3c AhKd9h8c2h 
9h9c8h5c3s KhQh6s4d2d KcQs8d7h6d QsQc6h5c3c 
Kd6h6d5c2h Kd7s6d4s4h ThTc6s5h4d QsQh7c5d4d 
JsTc9s6h3d AsJc9h4c3h KsQhTs6s3d JdJcTd6h3s 
JdTd9c8h2d JhJd9s8s5s 7c6c5s3s3h QsTc9h5d3s 
QdTs8h7d5d AcQdJd9d6d AsTh9s6s3d QcJs9c5d3h 
Ks9d8s8h3h QdJsJh9s4c Qs8h7c5h4c QdJh5h3s2d 
JsTsTh5s3d AdQcJc9c2h AsTh7s7c3s Js9h9c4s4c 
QdJd9d8s5c Td9s9c8d7d QdTh6d4c2h KsQs9h8s4h 
8s7s6s6d4d AdQd9c3d3c KcQc8d7d3h KhJs8c6c2h 
Jh9s9c8s2c QcJs7c5s2d Ac8d8c6d2c Ks9h6s6h3h 
KcQd8c6h4s KhQsTd4h4c Ks9s8d7c2c AdJc7d6c2d 
AsQc6d4c3d AdTc7h4d2s JhTc5h4c2h AdQh8h8c5h 
Ac9s7c5s2c 8s7c6h5s4s Tc9c8s5s2s Ad9c8s7s6s 
Ad9h5h5c2d AdKhTh6h3h KcQdJd5d3h QsJc8d6h5h 
Td8h6h5s3d AdKhTs3c2h AcKcQc6s2h AdJcTc4s3c 
Ts9s6h4h3d Ks7d7c5c4d QhTs9d6s4c Qd9c8d6d4c 
KhTs5h4d2d AhKsTd8c3c AhQd8d5s2s AdQd9s5d5c 
