Kd8s4h3h2s 
Jc8c4h3d2s KhTc7h7d7c Qs9d8d4d2d Qc6s5s2s2h 
Ts7h6h2h2d Ah6s6h6d4s Tc8c6s3c2c Kd9s7h2s2c 
Ad9s5h3c2h 9c7c4s2d2c KcTs3h3d2s 9d5c4s4c2c 
Js9h3s2s2d 7s7h4h3h2h Ac9h5d2s2h Ah6d4d3s2c 
7c6s4s3s2s 8h8d7c3d2d Ks9c7h2d2c Kc9s6d3h2d 
KhJd7d3s2d 8h7s7d3d2d Qd5d5c3d2h Kh4h3s3d2h 
9h6c4d3s2c 6h4d3s3c2s Td7s7h3d2d Ts8s7s3c2d 
Jd9d3d2s2h Kh9c4d3s3d Th6h4d3c2h 7c6h4c3c2c 
KsJh6h2h2d Kh7c5d3c2s AsJh6c2d2c Qc4s4d3c2h 
Qd7h7d2s2c Qs7c6s4s2s Th6h4h3s2d AhJd6s3d2d 
As7d4s4h4d As8d8c3c2h 7d6h3s2d2c 8c6d3s3h2s 
Ad7c5h3c2c Jc9c6s3c2c Js9s9h9c7h Kd7c4c3h3c 
Qh9c7c4d2s Qd7d5s4d2d Kc9d7d4d2s QsQhQd9s2d 
Qs4d4c3h2s Jc6d5d3s2d Qd9c7c4s2h JcTsThTd8h 
Qd9d7s4h2d Kh8c6c2s2c JsJdJcTd7h Ks6c4c3h2c 
8d4s3s3d2s 7s5h3h3c2h Kc6c3d3c2s Kd8c7c4c2c 
Td8h4s3d2d Kd8d4c2s2d AhJc7d3c2c Js8s7c3h2s 
Kh8c7c3s3d Td7s6s3c2h 9h8d4h3c2s Th7h4h2s2c 
Qc9h7s4h2d Jh3d3c2s2c Ac7s7h3h2d Tc3s3c2h2c 
Ah9s5s2s2c Qc7d4s2h2c Th7c4s4d2h Ac9s5h2s2d 
Kh9d4s4c3d Qc7s7c4c2d 9c5s4h4d2s Ks9s7s4s2h 
AsTc3c2h2c QsJs8s3s2s Jc8s8d3c2c TsTc7s7h7d 
Ac5d3s3h2h As7h6h4h2h Qc7d7c4s2c As9c4c3h3d 
KhQc8c3d3c 7d6c3c2s2h Jc6d4h4d2s Jh7h5h3h2c 
9c6s4d3d2h 9c5h4h2s2d Th7c5d2s2c 8c6c4c3c2d 
Jd5d4d3s3d Qh9h3d3c2s Qh9s4d4c2c As7c4h2h2d 
6d4d3h2d2c Jh9c3s2d2c KcTs9h9d9c 9d4s4d3s2d 
Kd6h4s3h2c 8h6s3s3d2c Ac8s6s3d2h Jh6s4c3h2d 
Th7c4s3d2h QhTc9s9h9d 6d4s3h3c2h 9h9c4h3h2s 
Tc7h4c2d2c 8h5d3s3c2s As8d7d3h2c QhJh7s7h2h 
Js8h8d3c2h Ks6d4h2d2c Kc9s9d4s2s 8c7h7d3c2s 
QsQhQc9s4c Tc8c3s3h2d Jc5h4c2d2c 8c5s3d3c2h 
Ah8c7c3s2d JhJdJc8h6d 9h8s3s3c2s Qs7c6s2s2d 
Qd6d4c2s2d Kd9h5c2s2c Td6s5h3h2h Kc9h9d4d2s 
6d4h3s2h2c 9c4h3h3c2h Js9h4h2h2d 8c7c4s4c2c 
Jh5s5h3c2h As9h5d3c2d KcQc8c4c2c 5s5h5d3h3d 
Ts6s4s3h2c Th7s7h3h2c Kd7c5h2s2c Qh7h5h3c2s 
Kd7c6c2s2h KsJd7c3d2d 9d5s4h3d2d QhJh7c3d2h 
8c5h3s2h2d Jc8d4s3c2h Qs8c7h4c2c Ts8h3d2h2c 
Ad9h7s3c2c Ad8d3d2s2c Ts6d4h3d2c Ac4h4d3h2s 
Td5s4d3d2c Kc8h7h3s3d Qd7h6d2s2d Ad6s5c3s2s 
Qc7s5h3d2h Td6h6c3s2d 9s7h4d2h2c Kc4c3c2s2h 
KhQs7s3c2s Kc9d8d3h2s Qc6s6c3c2d Th6h4h2s2h 
Ks9d8d4d2c Qc8d5s3s2s Qc8d7s2h2d Th7h5h3c2s 
9s6c3h3c2d Kc8c7c3h2s Qd9d4h3d2s KsTs3s2s2d 
Th5c4s4d2d Qh5s4d3d2c Jd8s4d3d2h Kd6s4h2s2c 
Ad8s4h4c2c 9h5s4s2d2c 5d4d3h2d2c 9d4d3s3d2s 
Js9d4h2h2c Qd7d5h3d2c Ts7c6d3h2h Kc9s3c2h2d 
Kc7d5s3h2h Kc9d4s4c2c 9c6h4h3s2h Jd8c4c3s3h 
Jc5c4c2h2d 9c8d7s3s2s Ks6h6d3d2c AsTsTdTc6h 
Qd8s7c4h2h 8s8d7h3h2c Ah4s4d3d2c Js7d3h3d2h 
9c5c4h2s2d 6s4d3s2s2c QsQhQc5s3h Qd5d3s3c2h 
As9h9d4c2c Ts5s4d2s2c Jc7s5c3c2d Jc7h5s3h2h 
Kc4c3s2h2c KcQhQdQc8s 8d5d3s3h2c KsQh8h3h2c 
Jh8c4d3h2s 5s5h4d3h2h Th6d4d3c2d Kd9d4d3s3d 
Kc8s8d8c7s 9d5s4h3s2s Kc9c6c3c2s QsTsThTd9s 
As7s4d3s2s Jc7s7d4s2s Jh7c5d3s2s Th7s4h3c2d 
Js9s4s2d2c 9s8d4d2h2d Qs9d4s2s2c Qd7d5d3h2s 
As7c6d2h2c KhJs6s2s2c Th8s4s3s2d Qh5c4c3d2c 
Kc8c4d2h2c Th5c4s4d2s Qs9h7c3d2h 9h5s4s4c2s 
QsJd7s2s2h 9h9d4d3d2s Jd8s4s2h2c 8h8c4d3h2h 
Kc8s4h3h2s 7c6s4c3c2c Tc6d4h3d2s 9h8s4s3c2d 
Kc7c4s4d2c 9c5c4c3h2d Kh6s4c3d2c Kh9d7d4d2c 
QcJd8s8d8c As8d4h4d2d 5s5d4c3s2s Kd9h3s2d2c 
As9d4h4c3h Jc7d5h3d2s Kc9c4c3d2h Jh8h6h3c2d 
Qd8s7h2s2c Ks6d6c3c2h 6c4s3h3c2d 6d4s4d3d2c 
Jc7c6s6c2c 6d4c3s3h2c Qh9s4d4c2s Tc8h5h3h2d 
AsTh3d3c2c KsKhKdTc3s Qs9h7s3s2c Js9h4c3s2s 
Qc6s4d3s2h AhKd9s9h9c Kd7d4d3h2c Ks7h5h5d2h 
9h8h4h4c3h 9c6d4d2s2d Qs8d5c3d2h Jc6d4c3s2h 
Kd9h7h3c2s Ah9s8h8d8c 8s8c7d3c2c Kd7c5h3c2c 
Th6s4d3s2c Qd8s5c3s2h Jd7c6c4h2c Qs5d4c3d2d 
Ah7h4c3h2h Kh7s5d2s2c 9h8d3s2d2c Qs8c4h4d3c 
Qd9d4c2h2d Jd9c6s3c2c 9s6d4h3h2h Js9s4s3s2c 
Jh9d3s2d2c Qd9h9c3c2c Ah9c6c4s2c Jh8h4s4h3h 
Ad7s7h3c2h 9h7h6h3c2h Th4h3s3h2s Ad5h3s3c2s 
Jd7c6c4c2s 9s8c7d3c2c 9c8h7s3d2d As9c6h3h2d 
Qc8h7d4s2s Tc6c4h4d2c Kh9c8c2s2c Ac5s3h3d2h 
Ts7h5d3h2c Th7c5h2h2d Ts7h7c3d2h Qc5h4d3h2h 
Kh9c8s4s2s Th8h7c3h2s JdThTdTc4h Kc8h7d2s2h 
Qs6d6c3c2h Kd9c8c3h2s Ts7d7c3d2h Js6d4d4c2h 
Qc9c7c4c2d Ts7c4h3s2d Ah4h3h3c2h Jd6h5s3s2s 
8s7h7d3h2h KsTh4h3h2h Td7c5s3d2d AcTh6d3s2d 
Ac5d4d3d2d AdQc7s3h2s Kd6h3d2s2d Ad6h4c2s2h 
Kh8h7h3s2d Kh8h7h4h3h Td8s4h3c2h Qs5s3h2d2c 
Qd7h6d4d2d Js8h4d3s2c Jh8d6d3s2c Ac7h6d3s2d 
Ah8d5d3c2d Tc5c4s3d2c 8s5h3s3c2s Kc7d4c2h2c 
Td8c4c3h2c 5s5c4d3d2d Jc6h4c2s2d Qs7d6d4d2c 
Kc8d6d2h2d Qd6h5h3h2h 6h4s3c2h2d 9d5d4c3d2h 
Ah9c8c3c2c QsQhQc6c4s Kc7c4c2s2d Jc5s5d3c2h 
QsQhQd4h3d 8d6s3h2d2c 5h4s4h3c2h 9d8s7c3s2s 
Th5s4d2d2c Kd9d3h2s2c Ts6d4c3h2h Qd8c5c2h2c 
Jh7d6d4d2c Qd9h6s3s2s Td4d3h3d2h Ts7s6s3h2d 
KhJc8s8h8c 9s8c3s2h2d Td7d5h3s2d Ts7c4h2d2c 
Js9c4c3c2d Ac9d4d3s3h Kc9d5s2s2h Kh4h3s2h2d 
Ts7d6d3d2h QsJs7c3h2s Ks8d7c4c2c 9s6s4s3c2h 
8c6h3d2s2d 9s7s4h4c2s Js6h4h3h3d Kc8d7d2s2h 
Jd9d3c2s2d Qh5c4d3c2c Ah8d4s4c2d Qs9s7d3h2s 
Qd7h6s4s2s Qd7s5d3c2d Qs8d4s4c2s Ah9h5d3h2h 
Js7s7d2s2c Ks7c5h3c2d 9c8c3d2s2h QsJc7s2h2d 
Js8c4d2h2c Qc5c4c3c2s Js6d4h3s2c QsQhQc9h3s 
Td7h4s4c2h Qs7d3s2h2d Th5d4h3h2c Td5h4c3d2d 
KsJh6d2d2c Jc9d4s3s2h Ad9h5s3c2c Kc9h4h3s3h 
KsKdKc5h3d Kc9s8d3h2d KhQc8d3s3d Jh6c5h3h2h 
Qc4s4d3h2c Qs7c3s2d2c 9h7h3s3c2d Tc6c4h3d2c 
Jh9s7c3c2c AhJc3s3h3c 9h7d4c2s2d KdTsTdTc8h 
Kh8d5d2d2c Jh9h4h3c2d Ah7h7d7c4c Kh9s7d4d2c 
Ks9h5d3d2d Ts7h4d2h2c Ad9c6h4s2h 9c8s3s2h2d 
9d6c4s3c2h Ad7h6h2s2h Kc9s7s4d2s 6d4h4c3d2d 
8d7h4d3s2c Kh4s4d3h2h Jc9c3c2s2h QsQhQd7d7c 
Qs9s4s3h2c 9h5c3s3h2d Qc7h6s4s2s 9c8c3h2s2d 
Qc8c4s4d2c 9c5h4s2h2d Jc8d7c3h2s 8s7d7c3s2s 
Jh9h4h2d2c 6d4h3h2s2c 7s5c3c2d2c Kc7d3h2h2d 
Ac9d5s3h2h Qc6s4c2d2c 9d5c4c3c2s QsQhQcJh9h 
Kc9s6s2s2d Td5h4c3d2s Td8h4c3d2d Jc8s4c3d2h 
Ac8h5s3h2h 9c6c4c2s2h Ks9h6c3d2d Kc9s8h4s2s 
Qs9s3c2h2d 9c8s7d3d2d Js7d5d2h2d TsThTc7c6h 
Jh9h6c3h2h 9d5h5c4c2c Qh5s4s3s2d Qc9d4c3c2s 
Jh8s7c3d2h Js7s3h2s2h Jc5c4c2s2d Jc5h4s3d2d 
Qc8d7h2s2h 6c4s4d3d2d 4h4d3d2s2c 8c7d6c3c2c 
9d8c3c2s2h Tc6c4c3h2s Qs7c5d5c2c KsKdKc9h5s 
9d5h5c3d2d Qc7h6c4c2c 6s4d3s2s2h Tc7h7d3s2d 
Kd8c7d3h2d 8c7d4c3h2s Jd9d4d4c2d Ah7d6d3d2s 
AcJh6d2s2d Jc6s4d3h2c Qd5d4d2d2c Kh7h4c3s2h 
As7d7c3d2h Qh5h4s4h2h 8h6h3c2s2d Kc9s9h4s2s 
Jh5d5c3s2h AsTh4h3h2d Jd7c6c4c2h 9h4d3h3d2d 
9h8s8h8c7s KcQs8s4s2s Jd7h6h4c2h Ah7h6h4h2h 
Ad9c6h4h2h 8d5d3s3d2h 9d4s4d2h2c AhJsJhJd2c 
As9h4d4c3d Jh8d6c3h2h Ts7d4c3h2s Ah7c4s2s2d 
Qc9d6h3h2h 8s6c3d3c2h 8d7s6d3d2c KsJh8c3d2d 
Ks6h6c3h2d Ac7h4s2s2d Ts8s3s3d2h Ks9d5d3d2h 
8h6h3d2s2c Ks9h7d2d2c TsThTc7d7c 9h6s4s4d2s 
Ad7h4s4h2h 8s5h5d3c2c Jc7c5d3s2c Jc5s4d3h2d 
QhQdQc6c4h Qh7h5s2h2d Ts5d4s3c2s Td7s5s3c2s 
Ks9s8s3s2d Qs8d5c3h2h Ts8c4h3h2d AsTd3h3d2d 
Ad9h5c2s2c Js9s4s3c2h Kd7s5h2s2c 8d7h5h3h2h 
AdTc6h3s2s Ks9h6c3c2d Ah8c4s4d2d Ts9s6s3s2s 
Th8s4h3c2h Qs9d7c3h2d Kd9h6c3h2s Qd8d4s3c2h 
9h7d4s4c2s 7h6c3s3h2d Qd8s4c3s3h AcTd6s6d6c 
Ks5h5c3d2h Qh9s7h4c2h QhQdQc6h4d 6d4s3c2s2h 
9d6s3d2h2d 9d5s3h3d2c Td8s4h3h2h Ad8c6c3h2s 
AdTc4h3s2s Qh4h4d3h2s Kh7h5s3h2h Qh8h4s4h2c 
8c4d3d2d2c Js7s7d2s2h Qh9d3c2s2h Tc7d5c2h2c 
9h9d4c3d2d 8d6d3s3h2c Qc5d4h2s2h Jd9h4h3c2h 
Kd9s8h3c2c QcJh7d3h2h 9d5d4c3d2s 9c5c4c3d3c 
QsQdQc9c3d Kh9h6h3h2s 7h6c3h3d2s 7h5h3d3c2h 
9d5h5c3c2s Ad9d5h3d2d Kh9s8s2s2c 6s4d3h2s2c 
Jc5c4s2h2c As7h4d2h2c 5h4c3h2h2d Jh9c4s3h2h 
9s5d4c3d2d Tc7d7c3c2h 9s5s4s3h2c AhTc3s3d2s 
Ac9d6h4s2s Js5d4c3d2d 8d7s7c3s2s Kc9c4c3d2s 
AdTh3c2s2c Ah7c6h3h2h 9s6c3d3c2h AhJs7d3s2s 
Ac7d6c3c2c KdTsThTd8c JcTsThTc4h QdJc7h3c2s 
Qd9d7s3d2h Ts7d5d2h2d Qs7s5c2s2d Ts8h3c2h2d 
Qs9h6d3d2d Qd6c3s3d2h Js5c4s3h2s 5s4d3h3c2c 
Kh9d3s2h2c Th7h5h3c2d Tc8d3c2h2c Jc8h7d3c2s 
KhTh6h3h2h Td5c4h3s2c QsQdQc9d4c 8h8d8c7d6h 
Kd8h7s3d2d Ks9h5h3h2d Qs5d4d3d2h Qd7s6s4s2c 
Td7h6s3d2d Jh9d4d2s2d Kh9d8s3c2c Ts7d6d3c2h 
9h5s5c4c2c AcJsJdJc5h Th7s7c3d2s Qh7h5s4h2h 
KdJc6s2s2h Kd6d3h3d2s Kd8s4s4c3h Kh7c4c3s3c 
9s5s4s3c2d Kc9s9d4s2h Ah7s6d3c2d 9h8h4s4h3h 
Ts8s8d8c7d 9d6h4s3d2d Qh6h4h3d2c 6s4h3c2d2c 
KcTc6c3c2c 9h8c7d3d2d KsQd8c3c2h 8c6h3s2d2c 
Jd5d5c3d2h Qh7h7d4h2c KdTh3c2s2c Qs8s4c3h2d 
AdTc4h3s2h 8s8h8c7h6s Tc8c3h3c2d Th7d7c3h2s 
Js9h8s8h8c Jh7c5c2d2c Jc8c7s3h2c Ac9c6c3c2d 
Ad7c5h3h2h Js5h4d3h2h Qs8c4s2s2d KsKhKc9d7d 
Jc6h6c3d2s Js9c3s2s2d 8h8d4c3h2h Ks7h5d2d2c 
Jh8d6h3h2c KsKdKcTh3c KdTd3d3c2d Ac9s9h4d2d 
Kc7c4c2s2h Td7d4d2s2c KsTc4h3h2h 9h5s4d2h2c 
Ks9d6d3d2c Kc4c3h2s2c Qh9h4h3c2s 6s4d4c3s2h 
Th7c5d3h2h Kc6s6d3h2d 9d8c3s2h2c Kh6s4d4c2s 
Ah9d7s3s2s 9h6s3h3d2h 7h6d3d2s2c KcJh6s2s2d 
Qs8s6h3c2s Ah8s5s3d2c Qh8d3c2d2c Qs5h3s2d2c 
Qs8c6s3s2d 9h5h3h3c2d KcJh7d3d2s Ad7s4h4c2h 
KcQs7c2d2c QsQd6h6d6c Ah7d6d2d2c Jh6c4s4d2h 
Tc6s6h3h2d Jc9d4h3d2d Jh8h8d3s2h Kh7d5d2s2c 
9d8c7s3c2c Kd6c4c2s2c Jc8c5c3d2c 8h8c7d3c2c 
Qd9d3s3c2h QdJh7s3h2h KcTsThTc7d Qc8h6d3c2c 
Ad9s6c3c2h 6s5s3s3d2s 9c6s3s3h2d 7h6s3d2h2c 
Th6d5d3d2c Qc8s7d3h2c Tc8h5h3h2h Ac9h6c3c2c 
9s4h3s3h2h Qd9h4d3s2d Jd8d7d2h2d KhQhTsThTc 
Qh9h4d2s2h Kc4s3d3c2c Ks9c8h3c2d Ah9c5d3s2s 
Jh5c4c2s2c As9d6s3s2s Kh6h5h3h2h 9h8c3s3d2c 
Js8s7c3h2d Td5d4d4c3d Kd9h4h3s3h Qh6d4d3s2c 
5h4d3s3c2d Ah7d7c3c2s Jh8s5s3s2d 9d4s3c2d2c 
Qc6d6c3c2s Jh7s7c4h2h Qd7s7d6d2d Jh5d3s3h2c 
Qc7d5h3c2c KhQs7s3d2s KcJc8s3c2c 8s6c4s3s2s 
Ad9h5c4s2s Qs6h6d4d2d AdTc4s3s2s 8s8c4h3c2c 
Qh6s4d3s2c Qc7s6c3d2h Qh9d3h2s2c Qs5d4h3c2c 
Th8h5h3h2d Qs8d7c4h2h Qs5s3s3d2h Jh9c6s3s2s 
9h6d4d3d2c 8c5h5d3c2c Js6s5s3s2c Kc6h4s2h2d 
KhQh7h2d2c Td7s5h3d2d 8s5d3c2h2d AcTh6s6h6c 
Th5c4c3s2d Qh8c6h3h2s Ah7c6c4c2c 8s5h5c3c2c 
Qs8d4c3s2h 8h8d4s3s2s Ts7s7h3s2c Kc9h8s3d2s 
Jh8s6s3c2d Jh9d3h2s2c 6d4s4c3d2h Kc9s4s4h3s 
9d7h7d3d2d Kc9d6d2h2d 8h3s3d2h2c Qd8d5c3s2d 
Jd9c4s2s2h AsJsJdJc5h Kh5c4d2s2d KsJd6c2h2c 
Td6c4h3h2s 9d6c4d3s2d QcTh7d3d2d 7d6d3h3c2s 
Ts4s3c2s2c Qs8d7h4d2d 8s6s4h3s2s Ad9h5s3c2s 
9d5h3s3c2d Qc7d5s3c2c As5h4h2h2d Qh7h7c4h2d 
Ah9s5c3d2c Tc6c4d4c2c Ks9c7d2h2c Tc7s5c3c2d 
KhJs6s3s2d Ac9h6s4d2d Td6h4c3c2s Qs8d4s2s2h 
Ks9h7h4c2h Ks9d6c3c2h 8d8c4h3d2d Jh7s5s2s2d 
Th7h4s2h2d Jc8s6s2s2h QsTc7d3d2h QhQdQcJc8s 
8c6c3h3d2s Jc5s4s3h2s Kc8s8h2h2d Kh9s7c2s2d 
Ac9h6h4h2d Ac9s9h3d2h Kc7h5s2s2d Qd8h4s4d2d 
Js8s7c3d2s Qd8c7s4c2c Jd9d3s3d2c AcTh4s3s2s 
Qd8s5h3h2c Ah8s7c3d2d Jd7d3h2h2d As9d7d3d2c 
9c8c4h4c2c 9d4d3h3d2h JsJc7h3d2d Jd7d5d2h2d 
AsTh3d2d2c Kd5s3h3c2h Qs8d4s2h2c Qh6s4c3h2h 
Js7c6c4d2c 9s9c4s3s2h 7s7c4c3c2c Ts5s4s3h2d 
KsKdKcQh3d AdTs4h3s2s Th5d4s2h2c Ks5c3h3d2d 
9d9c4c3c2s QcTd7c3c2c Kc9c6c2d2c 9c5h5d3d2s 
9d4d3d3c2c Qs5h5c3s2s Ks8d7h3s2s Tc7c4s2d2c 
Th5h4s3h2c 9d4c3h2h2d Td7c4d2s2d Ad7s5c3h2h 
Ts5d5c4h2h KhJc6d2s2d Qh5d4s3d2d 9s6s4c2s2d 
Kc9s4h4c2c 4s4c3s2h2d Tc8c3s3d2h 9d9c4d3d2s 
5s4c3c2d2c 8d7d4s4d2d Td7h4c2s2c Ks7d6d2h2c 
Qh8h5s3d2h Td5c4s4h2s Ad9h6s4c2s Qd6c3h3d2s 
Jh8c4c3s3c Tc8d7s3s2h Qc9s4c3c2d Qc8h4d3s3h 
As9h6h4h2d 8h7h4d3h2c Jc8s6s2s2d Ts8h5d3h2h 
Js5d4c3s2s Qs8d5d2h2d Qc9d4c2s2c KcJc7s3c2c 
8d7s7c3d2h Kh9s5c3d2c Qs9s9c3s2s Kc9s5d3s2s 
Jh8s8c3h2h Ks9c7h4h2d KcTsTdTc8h Ks8c4d3d2c 
Kd9s5s3s2h Jd5s4c3d2d Qs5s3s3h2d Qd7s7c2h2d 
Qh4s4h3h2d 9s8h3d2h2c Js9s6d3s2s 9s5c4h4d2c 
Ah6c5c3c2c Td6d6c3d2s 9d8s3s3h2s Ts5s5h3d2c 
Th7s4d4c2c Ks9h3d3c2s AhQc9s9h9d Js9c4d3h2d 
Qh5s5h3h2c QsQhQd9d2h Td5d4c2s2d Js8c7s3h2d 
8c6d3h2s2h Kh8d4h3c2s Ts7d5s2s2c Ts5h4d2s2c 
Qh7s4d4c3c 5s5c4h3s2s Ks8c7h2h2d Th5c4d3h2s 
KhJc6c2s2c Kd8c7s3s3h Qh9s6c3c2c AcTh6s3d2d 
Qh9h7c4s2h Jc5h4h3d2h Ts8h3s3d2c Ks8d4s2s2h 
Ts6s6h3s2d Qd9c4d2h2d Kh7d5c3s2d JdTsThTc8h 
Qd5h4c3h2h Qs6h4d4c2c Kd9c5s3s2s Qc4h4c3c2d 
9d6h4h3h2s Jh6s5s2d2c Jh5s4s4d2s Qs8c4s4d2s 
Td7h5d3d2c Qc8s7d3c2h 9d6d3s2h2c Th8h3d3c2s 
Ks9s3c2h2d KhJs7d3c2c Qc7h6s6d2d 8h7c6h3h2s 
Qd7h4s3h3c 9d8s4c2h2c Js6h4h4c2d 8d5s3h3c2h 
Js8s5h3s2s As6c4h2d2c Js9d4h4d2d AcJh6s3h2h 
Kc9h7s3h2d As7h7c3d2h Kh9c7s4d2s Jd6d5d2h2d 
Td7d5c3d2s Qs6s4d2s2c Jd7s5h2s2c Ks8s8d4s2s 
Jc3h3d2s2h Tc7d5s3h2h TsTc4d3d2d KsKhKc4d3c 
Ks9h3c2s2d Ts7d5h3c2h 6c4s4h3d2c Ad9s4s3s3h 
Js9c4c2h2d 9d6d4h2d2c Ks7s7d7c6c Jh6c5d3d2d 
Qc9c3h2s2d Tc3h3c2s2c Ks9c5d3h2h Tc7c4d2s2h 
6s4h4d3c2c 6h4h4d3c2h Qs9c8d3c2c Kd5c3s3c2h 
Ac9d6s4h2h 6d4h3s3d2c QsJh7d3h2c Jc5d4h4d2d 
QhJh7s3c2h 8d3h3c2s2c Qs7s7c2h2d Ks9d6d2h2c 
KcQd8d2h2d Kc9c4s2h2c KhQh8h4h2h Jh5s4c2s2d 
AhTd6s6h6d 9h8d3s3h2c Jd7s4h2d2c Ac9d7s3s2s 
Jc3h3d2s2d 9h6h4s3h2c Qh8h5h3d2h Qs7h7d6c2c 
8d5h4h3h2h 9h5d5c3s2s Tc6h4h3d2s 9d5c4s2h2d 
Jd8h4c2s2h Tc5c4c3d2h Ah9h6c3h2h Jd7h7d4d2d 
Ks9h7c2d2c 6s6d5s5h5c 9s8c7d3d2d Kd8s4s4h3c 
Td7d6d3h2c Ts5d4s3s2h Qs9c4s3h2s KdJs8d3d2d 
Qh8c4h3s2d Js9c4h3h2d Jc6c4d3c2h Kh7h6d3c2h 
Qc6h6d3d2s Th5h4c3h2d Jc8s8d3s2s 9d5s5c3h2d 
Qh9h4s2h2c Th7c5d2s2d As6h6d3h2c Ac8d7h3s2d 
Jc7c3d3c2d Qh8h7c2s2h Qh7d4s4c2h Qh6h4h3d2s 
KcJc8c2h2c Jd7d5d3d2c Ts7c5s2h2d Kh9d4h3h2s 
Kd7d4d3h2s QsTd7c3c2h Td4s3c2s2c AdTh3s3h2h 
AhQsQdQc4d Qc9s4s4d2h KsTh7s7h7d Qs9s4d3c2s 
9s7s4h2d2c KsJs8s2s2h 9s5d4s3s2h 8c7h6c3c2d 
Th7h6d3c2h As8s3s2d2c 7c5h3h3d2h Ac7d5s3h2h 
ThTc4s3d2d AdJhJdJc3s Kd4h3d3c2d Qs5h4d2d2c 
Ts5s4h3c2d Jc8s6h2h2d 8h8d7s3s2c Jc8d7s3h2c 
QcJs7c3d2c Js5d4h3d2d Ac8s4h4d2s Ts8c7h3h2d 
Jd7s5s2s2h Kc9c4h3s2c 7c6h3s3h2d QsQdQc9s4d 
Kd7h5h3s2c Td8d4d2d2c Ks4d4c3s2s Js7d5s3h2s 
JsJhJd8s6d Jh9s3s3d2c Qd5h5d4d2d Ah9d7s3s2c 
Ad5s3c2s2h Qh8h8c3d2s Qd8c4d2s2d Jc6c4s3d2h 
Ac9d7s3h2s Qd6s5s2s2h Qc9h4s4c2c Qs7h6d4d2d 
KhJs8d3d2d QsTs7s3s2h QsTs7s2s2c Qc7s6s4s2h 
Qc9c4c3d2h Tc8s7h3d2h Ts5d4d3d3c 9h8s4s3d2c 
7d3s3c2h2c 9d6c4c2s2c Ts6d6c3h2s Qd7s5c3s2h 
Kh9c7s2d2c 9d3s3h2d2c Tc6c4c2s2h Qc7d4h4c2s 
Ah5d3c2s2d Js7c5d3c2h Js7h5c3d2h Ks5h5c3h2h 
Qd8d7d4d2s Qs8s4s4c2d Jd6c4h4c2s Kh9d5s3d2d 
9h6d4s3d2c Th5c4s4d2c QdJd7h2d2c Tc8h4s3h2d 
9d8h8d8c7c 9d9c4h3s2h Qh4h3d3c2s 7h6s3c2s2d 
Th8h6s3h2h ThTd4h3h2h 8d5c4c3h2c QsTh7c3c2d 
Td7d5c3h2d Ah8s8c3c2c Ad7h7c3c2s Jc7s7d6h2h 
Jd8c4c3s3c 8h5d4d3c2d Jc6s3d2s2d 8s7h7d3s2c 
8h7d6c3h2h Ks7d6d4d2d Td7h6h3h2s Qs8c5d3h2h 
Jh8d6d2s2d As9d6d2h2d Td8d4s3c2d 9d7d4s2d2c 
Kh9h7h4h2c Td8s7s3s2c Js8s5c3s2s 8d5s3h3d2c 
Ah9c6s3s2d Ks9c8h3d2d Ks5c4c2d2c Kh7h4h3d2c 
Tc6h4c3d2c Th8d7d3c2d Ad8c7c3s2h Ts7d6c3h2c 
9s7s6s3h2s Ah9s7d3c2d As8d7d3c2h 9d5c4c2s2h 
Qd9c4d2s2d JdThTdTc5c Th5c4d3d2s 9d7d4s4h2d 
Td7c6d3d2h Ah9c6d2s2d Td6h5s3s2s As7d5h3h2h 
Qc8h7d4h2s KcQh8h3h3d Ks8h8d4c2d As7d4d4c2d 
Th5d5c4s2s Ac9h7d3d2d 8s3h3c2s2d AdQsQhQc5s 
8c7s4c3h2d Kc8h3h3d2d TsThTc7s6c Tc6s5h3h2h 
Kd9h7c2s2h Ks8s7s3h2c Qh6h4s3h2d Ks9d4h4c3d 
KhTh4h3h2h KhJd8c3c2s AcJd6s3d2d Qc6s6d3c2h 
8c6h3d3c2c Ts7c5h3d2h 6s4h3s3d2c Qc9d8s3d2d 
Qd7s5s5h2s Td7c5h3s2s Js6c4h4d2s Jh7c5s2d2c 
Kc9h8h3d2s QhJc7d3c2s Jh6d5d2d2c Jd8s8c3d2d 
Tc8c3d2s2h 9s5d4c2h2c Ah9c6d4s2d Ks9h4c3h3d 
Kc9s4c3c2d Jc7d5h2s2d Jh9s4c3c2d Ks9c4h3s2s 
Qc9c3s3d2h AsTc4h3d2h 7h5d3s3c2h Js8s4h3c2d 
Jd7d3h3d2h Qs7c5h5d2h Qh8h8d3h2c KsJc7c3c2d 
As9c6h3d2d Ks9c6d3d2h Qh8s4h4d2h Qs8c5d3d2h 
Jh6h4h4c2d As9c6c3d2h KsQc7c3d2c QdTd7d3h2d 
Td8s8d8c7s Ac7s5h3h2h As9h5c4c2c Tc8s3c2h2c 
Td6s4h3s2c Kh9s7s3c2d Jh9h3h3d2s Js7h5d3h2c 
Ad7c6h3s2h Qc5d3s3h2c KdQs8s3s2c 7d6d3s3d2h 
9d6c4s3h2c Td8h5c3h2h 9c5s5h3c2d Ah7h4h3h2d 
Jh8h4s4d2h Qc9c7c2s2h Td5c4s4h2c Ks6d4h3h2c 
Ks7h4h3h3d Jc5d4d2s2d 9s9d4c3h2c Qd9h4h3s2c 
