AsJs9c5s2s 
Kd9s7d5d4d Kc8c4s4h3h Ac9d8s7h3s 9h9c8s5c3c 
9c5s5d4c3d JdJc4s4d2d Kc6h6d5c3c QsTd4h3d2h 
7d6h6c4c3s KsJd7d3s2s AcTc9c4c2s Ac9s8d7h3s 
Th9h4s3c2s QdJd7d6s3c KhTs6h4h2c Ks9c7s5s4s 
Js5s5c4c2d KcJs9h4d3h Kc9c7s7c3d QhJh7h6d3c 
JhJc5s4h2d Jd9h5s3s2h QcJh9h6h2d 7s6h5d3h2s 
KsQs7h3c2c KsQd8d6c2h Ah8h6h3d2d TsTd7c4s3s 
QcTc6s2s2c 8s8c6h4c3c KhTsTd5d2c AhQd9s6c2d 
AhTh6c2s2d Qh7h7d6h4s Ah7s7h3h2s QhJc5s4c2c 
Kh9s9c4c3s QcJd7s4s2d JdTs8c6c2c KhKd4s4d4c 
Td6h4h4c3d KdJc4c3s2s 8c7s7h6h3d Jd6h6c5h2c 
Kc8c6c5h3s 8d7h4s3s3h Kc6h6d3h2c Kh9s9h7d2c 
Kd8s7s7h2h Th6c5d3d3c 9s8d6d3s2c Kc9s9h7c3c 
9d9c7c4d2d Ks8c6h6d5d Ac8c5s5c2d TdTc8s5d3d 
As5h3s3c2d Qd7s6c4h4d Qh7s6s6c5s 9d8d7d6h3c 
Td9h4d3h2c QhJd4c3s3d AhKc9c6c2s JdTh7c5h2s 
Kc8h5c3d2d Qc8s7s7c2c KhThTc4h2s Ks7d6h6d4c 
9s7h6c4d4c JhTh9d7h2h Jd6h5c3h3c JcTc4h4d2s 
Qh3s3d2s2h 9s9c6c3s2s QdTd6h2h2d 9d6d5c4d3h 
9s7d6c4h3s Jh8c4h4d3c 9c8h6s5h2h AdJd7d6s2c 
Th9d5h5c3s QdQc8d6d2d 9s8s7d4c2c As9d7d7c3h 
Jc9d6d5h5d JdTs8c3h2d AcTd8d4s3d Ah9h5c4h3d 
Ks9d5s4c3h Jh7d6h5h4h KdQc4h2s2d Qc7s7c6h4c 
AhKcJc6c2c Th9c6c4s4c Ac9s5c3d2h Jd6s6c4h4c 
9h9d7h4c3s KsJs8s7d3h KhTc8d7s3s 8c7d4s3s3c 
Ks9s7s7h3c 8c7s6d4d3h 9d9c8c5h2c QcTh8h7d3h 
Ah9c6d4c3d Ad6h5s4h2s KsQsJd7s3s QdJc7s7c4c 
Jc9s9d3h3d KhTs8s6d3s Td7h7c6s3c AdJh9d5d2d 
7h6h4d4c2c KhTh8s8c3h KcTh5c3d3c Tc7h7c4d2d 
8s8d7h5c3c 9c8c7c6d3h QdJh7s4s2h AcJd7s6s3h 
AcTd6h6d2h KsQsJs6s2c Qh8d7h4d3d Js9c6c5d3c 
Ts9d7h6d2c Th9c5d5c3s Qc9d8s8c3h 8h7c6s5h2h 
9d7s6h4s2d Qd9d8c5s3d KdJs9h9c4c Qd9c7h5s4c 
Qc8d7h5c3s Js9h6d4s2d AhJs6s5c3s JhTh4s3h3c 
As7h4s3h2s KdTh8d5d2s Qh7d6s6d5d KhQh9h4s3d 
Qs9h8c5d4d JdTh4d3d3c KhTh4s3s2h TsTd9h3c2d 
Qh9d7c6d3s AcQd8h6h2s Tc8h5s5d4d 9d6c5d3c2d 
QsTc6h3c2h Ts9s4h3d2h AcTd8c4c2c KdQs7s7h2h 
TdTc8d7s3d Ts9h8d5d3d 8c6c4s4c3s 9h7s5d3s2h 
Qc7s7c4c3s As9s9c5s3s Td8s7d4d4c Ac9d8h7s2h 
KdJc8d4h2s KhJh5d4h2s AcKh7c2d2c Kc9s5c4h3d 
Js6c5d4c2d Ts9h6c3c2h Ah7c5h4h2s QsJs6c4s3s 
Jc6s6h5c4d Ts7s4c3h3c Qc8c7s4s2s 9h8s6s6d4s 
JhTs6h4d2c KsJs6c3h3d AdQc6c4c3h 9h8s6h6d4h 
Td9s9h8d3d Js9s8s5h4s QsQh7c2s2d 8h5h5d4d2h 
AhKs7d5c2d Kh8d5s3s2h Ts9c7h6s2d QsTs5s4c2d 
Ac8d7h5s3s AdJc9d3d2h KhJh9h8h2c Ks8d7s6h3s 
Th9d7d3c2c KcQd8d5s2h KdQc6c5h2c TsTc8s7d3s 
Th9d6c4s4c Qh8h7s4s2c QcTh5c4s2c 8h7s6d4c3h 
Ts7h6h4s2h Tc9c6s5h2d QcJs5h5d3d Qh6s6c4s3c 
KsTd6s5c2s QcTd8d7s3d KcJh5s4c2c Js9h8c6s2d 
AcJh9d6s3d AdJsJc7h2h KsJh7c4d3h Kh8d5c4h2s 
9d6h5s4c3d 9h5h5c4d3c QsJd8h6d2c Jd8h5s5c4s 
QsJc4d3h3c KhQs8s5d2c Kh9d9c6c4s Kc9s9h7h4d 
Qh6c5h3d2d 8h7c6c5c3c Ad8d6s4d3c Tc6s5h3s3h 
AcQc7h3d3c Qc9h8c6c3d Jd9h8d8c3d QhJd4d4c3s 
AcQh9h4h3s Jh9s8c7d3d Jh8d8c3d3c Ac8d6s4d3s 
Jh6c5s3s3c JhJd4d4c2d 8c5h5c4h2c 9s7s5c4h4d 
QcJc9c5h5c 9d8s7h4s2h KhTd6c4s4c As9c7d6h3d 
Qs9d8s8h3c Td7d5d4c2c Ad9c6d5d2h 9c8s6h3c2s 
JsJh8h7d3h As7h7c6h4h Jc9c5h3h2c KcTs9d5h2s 
Qd9d4s4c3s Jd9d8d5h4d Td9c5s5c4h JhTh8s3d2c 
KhQc9d8c3c KsTc8c6c3h Qs9h7c5c4c Ad9d7s6d2h 
Qd6d5d5c4h Qc7s7c5h4c AhQc8s5s2d KhTc7c4c3d 
QdTh5d3d3c 9c8c7s4h2h Qc9s8c2s2c KdTd8c4s3d 
KcTd8s8d3h Tc9c8c7d3s 8s6s4h4d2d KsJhJc8h2h 
Jc6s5h5c2s Kh8h6c5d3h Ad7c5d4d2s Ts9c5s5d3h 
Kc9s9d7c2h Kh8d8c6d4s KdJd8s4h3d KdTs8d5d2c 
Jh6d5c3d3c QcTc5s3d3c KsJd8s7s2h TsTd8s7h2s 
Qh9d8s8h3c KsTs9d3s3c AsKh4s4h4d AcTh9s5d2h 
Js9s4s4d3d 9s8h7h6h2d QdQc7c6s2c 9s6d4s4d3h 
AdTc9s6c2h AsJd7s6s2h 9h6d4h3s3d KdQdJd7h3d 
KsQcJd6d2d Js9d7h6c3d KcQdTs7s2s AdKc7s5s2s 
KcJd9h4s3d KsQdTd6d2d Ac8c6d4s2c Ad7s4h4c2d 
QcJc9h5c2c As9c5s3d2h QsJs9s6d3s QsJhJc7d2c 
9s9c4s2s2c Kd7d7c4h3s 7d6s5c3s2d 9h7h4s4d3d 
TsTd7h4s3s Qs9d6h2s2h Qs9d6s2d2c Qc9s8h4s4h 
Qd9h9c5s4s AsKh7d2h2c Ac7s4c2s2c KsQd9c7h4h 
As7c5s4s2h KdQhJs7h2c Qh8s7c5h3d Js9d8s8h3s 
9h6d5d4s3c AdTd9d4d2s AdQs6c3c2s KsTsTh4s2c 
8h5s4c3s3c KhTd6h5s2h 8d7c4h3h3d Td8d8c6d3h 
AsKc7d3h3d AdThTdTc7c AhJs8d6s3c Th9s9d7c2d 
Kc9c7d3s2s Qs7s6c4c2h TsTc8c7d2c QcJs6s5d2s 
Qc9s9c8d3c 9d7h5s3h2s 9d9c8h6s3h AhKh6s2h2c 
KcTh7h4s4d 7s6h6d4d3c AdTh9s2h2c Qd8h8c6s4s 
Qs9h7h5d3c Jc9c8c6s3d Ac7c4d3d2c AcTs9s2h2d 
Ah9h7d6h2c KcQc7c4d3h Ts6d4s4c3c Js9s8s7d2h 
KcQd8c5c3s AhKc7h2s2h KcQs7c4d3c ThTc5d4c3c 
Qs9h6d5c2s Js9d8d5d4d 9d9c7c4s3h JsJd7h4s3s 
As9c8h8d3d Qs6s5s5c4h 8s7h5c4s3s JsJc7s3s3d 
9s7h6c4c2h Qd9d4s4c3c As9d7h6c3h QcTc6h6d3c 
Js9s7h7d3c KsQsJc7s2d Jd7h6d5c3d Ac4s3h2d2c 
QdTs7c4h3s KdQh9s4d2c AsJc9c5h2c AsQd5c4d2d 
KsTs7s6c2h Ks8d5h3h2s KdJd7h7d4d KhQs7s7c2c 
9c7h6s4s3d KhTh9c2s2h Qd5d4c3c2s Ac7d6s6d3h 
AhJh4h4d2s Ks8d7c5d2c KhQh6c4h3h AdJh8h4c3s 
Tc8c7c5h3d 8s6s5d3s2d Jd7s7h6s4c Td9d6d3c2c 
Jc9s8s8d2h KcJd9h4s3h Th8s7s6s3d Jh8c6h4h2c 
Jh7d5s4h3c Jh9s8d6h2c Th9h4c3d2c 9s6h4s4h3c 
Jc6s5h4h2s Kc8s7d5d2s Ks8s6c5d3s QsTs8s5s5d 
Ad9d8d5h3d JsJd8h5c2h KhQdJh6h2h 8s6s5s4c3h 
9s7d6c4d2s Th5d4h4d3s 7h6s5c3s2h KhTh8s4h3d 
Jc9d8h7c3c Jd9h7h7c4s Jh7s5d4c3h AcJs8s4d2h 
KdQd9c6d2h Kc9d6h3h3d Tc8c7c5s3h QcTsTh5d2d 
KcJd9d8h2d 9s7h5d3h2d Qh7d6c4s4h AsTh6h5c3h 
Td9d4c3s2s Kh7h7c4d3s 8c6s5d5c3h Qh7h7d6s4h 
Ks8d7s4h4c Jc6h5s4d4c KsJh8c7s3s QsJs8d5s3s 
Jd9c8c5c4c Qc9c4h4d3d 8s5h4c3h3c Jd7s7d5s2d 
KdQc9h7h4h Qh8d6s5s5c As9c8c7d3c Td9s6s4h3c 
Th7c4s3h3c 9d8s7h4d2h As8c5d4h4c Ts9d6s4s3h 
Qc9s7d5d4d 8d6d5s3s2d Td9c4d3c2h KcQd7h2h2c 
Kc9d7c5s2h 7s5s4h3c2c QcTh6d3h2d KdQs9c5d2d 
As9c6s5h2s Jd6h5d5c2h Kc8s7c4h4d QhJs9d2h2c 
9s8c7s4h2c AcQs9s4s3h Th9s8s5d2c AdQd4c3h2d 
KhJh5h4c2d 9s8s8h6s4s QdTc8c6c3c Ac9h6c5c2d 
9d8h7d5s2c Ts8d4d4c2s 8d6h4s2s2d Th9d5h3d2d 
KsJh9s7c2s KcJd4h4c2s Ad9s9h4d3d QdTd7h5d3d 
Ah9s9d8c4c Th8d7d4s4c AcKc7c3h2d Qs9c7d5d4d 
Ah9h5d4h3s Jc9s7h6s3s QhTs9c7d2c KdJh9c6s3s 
Ks7s6d5s3s 9c8s7c4d2s Jc8c5d5c4h AdKd9d4c2h 
KcTd7d4d3s Ts9d5d3c2c KdQh6h5s2h QdTd5d4h2c 
Td9c6s6d3d AhKc9d4s2c JdTc4s4d3d Ks6s5s4h2c 
Th9s7c3c2s QsTc7d5d3d Ks9s9h7d2c Tc9s8h5h3h 
KcJh8c6s3c KsJc8s4h2d Kh6h6c3c2c TsTh8s7d2s 
9s8s8d6s4s KdJsJh8s2s 8d7h6s4s3c AcJc9s5c2c 
Jc6h5d3h3d KdQd9h5s2d 9h7c5h4d3h Jh7d6d5d2h 
JcTc8c7c2d KhJd7h5h2c KcJh7s4c2d 9h8h7d5s2c 
QsTd5h3d3c Th8d7s6c3d Qc7h7d6s5s JsTh8h2d2c 
JhJc7s4h3h Ac7d5s4h3h Kc8d8c6s2h Ad4s3h2d2c 
KdQh7c6h2s QsTd5s3s3c AhQh8h6h2d Qc9c8h5d3c 
Tc8h5s5d4s Qh8h7d4d2s Ac7c6d2s2h Kc5d3s3c2d 
7c6h5c3c2h KsQcJd7c2h QcTh4c3s3d Qd9h7s6s3c 
QhJh8d3h2d As8s7c3d2h AsTc6c5c3h JsJh6h4d3h 
9d6d5d3c2c KdJd9h2s2c Jh9d8h8c3h QdTh7h3d2h 
Kd9s8s6h4s Ts9h9c6h2h QcTc8d4c2s Td8s8c6c3h 
AsTd9c4c3c AsJh7c6d3d Ts7s7d4h2h 9d6h6c3s3h 
9h6h5s4h3c Kc8c6d5h3c Js7s7h6s4d Kc6h5h5d2d 
Kh8s7c5s2c AcJs8h4s3d 7s7d6d3s2h Jd7s5s5d2c 
AhKd7c2s2d Qh9s9h8c3h Ts9h6d6c3h QcJd9s6s2h 
Tc8c5d5c2d 6d5h5d3s2h AhKh7h3s2c AdTc8c6c2s 
KsQd7d7c2c 8s7h7c5d2c Qs8h8d6c4c KhQc8s8c4d 
Qd6h4d3h3c Ad9c5d3h2s 8s5h5c3h3d Kh7s7d5d2s 
Ac8h6s6c2c Ks8c7s6h3s 9s9h8c5c3c Kh8h5c4d3s 
9c7d5h3d2c KhJc9d8d4d Tc6h5c4c2h QcTd6s5h2d 
KcJh9s4d3s Kd8c7d6h3d KcTs6c5h2c Th7c5h4d2d 
AcQh6h4h3s 8s7c5h4d3h Td7h6s6h5h Qs8c5d5c3d 
Ks8d8c6s3h KhJc8d4h3s 9d9c8s6h3s JhJc4s4h2h 
Kh8s7c5c2s Ts9d4s3d2c 9s7c5h3h2s Qs7s7h5d4s 
Qs8c5d4s4h Kc7h7d5d2h Kh8s5c3c2h Qh7s7h4s3h 
AcTd6d5d3s AsThTd4h2c As9h8h5h4c KhQhJh6h2d 
9s7d7c6s3s Jh9d7s2s2h Kc8s7d5s2d Th7d5d5c2h 
QdTd4d3s2s JcTc4s3d3c AhTd8d5d2c Ks6s6d3d2d 
JhJd6d4c3d Ad7s7c6c4c Kd9d7h3s2s 9s6s6h4d2d 
As9d6s3h2c JsTd8d2h2c Jh7s7h5s2h 9s7c6h4h4d 
Kh9s8s6c4s AcQs4c2d2c Kc9h5c3c2h AhQs9s4s3c 
Jd8s7d5h3d KcJs9d8d4d QsJc8h6c2d AcKh6c2s2c 
9h7d5s5d4d QsQd7h2d2c Qh8d7d6c2c 6h6d3h3d2h 
KdJs8d7d2c QdJc9h7s2d Jc9h8s8h2d 9s9d8s3h3c 
As4d3h2s2c KcJc7c5d3c AhQh7d3s3h TsTh8c7d2c 
Ah9s9c4h3h Th9c6d4s4d QhJc4s4c3d 8s7c6d5h2s 
QhJs4s4c3d KdTs8s6s3h 9h7c6s4s2c Qc7h6c5s3c 
Jd9s5h5c4h 7c6d5h3d2c KsQs4s4c3h KcTc7c6s2h 
KcJd6d4s3h 8c6s4c2s2d Jc9c7d4h2h 9s7c5s4d3s 
QdJc9c6c2h Th7h7c4c2c QdTh7s5s3s Ad8h8d4d2s 
9h5s5c4h3c Td9h4d3h2s Kd8s7d6h3d Qd9d9c8h4d 
Js9h7d7c4h Jd9c5s4d3h AhKh6c2s2h Kh7s7c5c2s 
Kd6c5h4s3h QcJh5h4d2h Qs8s7c5s5d Jh9c5s4h3d 
9s8d6s3c2c Kc9h9d4d3h Ts8d7d6c3d JdTc5s5c2h 
Ah9c7s6h2h QsJh9d2s2c AdQc9c4c3s 8h6c5s4d2s 
8s6h4h3s3h QsTc4h3c2h Ac7d6s4s4h Ts7h5h5c2s 
Kc7s6c2s2d Qh8c6s2s2h Qc3s3d2s2c KcQs9s5s3s 
QdJd9h6d2c Ks9s8c5s2d Th9h8h5c2s Ts8d8c6c3h 
QsJc8h6h3d Kc9h9d7d4s Jd9s8c7d3d 9d7d6s4d4c 
TsTh7c4s3s KsQdJs7s2h AdJd6d4h4d QdTc6s2s2c 
KcTc7c6h2s KhJh9d2s2c KcTd8d5s5d Js6d5s4s2d 
AhTh6d2s2c 9h9c6c3s2s Ad9s6d5c2d QhJc9h6s2h 
KhQd8s2s2h Th8s4s4h3s 8d7c6s5h2d 9s7s4h4c3h 
JsTh4s4c3s 6c5s5c3s2s KdTh6d5c2d KsTc9h3d3c 
KcJc9h6c3c 9s9h5s4c3s 8s7h6h5h3h 9d9c8d3d2c 
Ks8h8d6h4c AcKs8h5h2h Qc9h5s5c3d Ts9h9d8s3s 
KsJh9c4d3h 9c7s6d4d2s 9d7s5h4c3d JsJh5h2h2c 
Ks6s5d3h3c JhJd4s4h2h 9s7c6h4d3c AdQd4s3d2c 
KcJd6d4h3s Th9c5s3c2s Th9c6h4h3s KdJh7c6s3c 
7c6s5d3s2c 8s8h5d4c2s 9s9d6h4c3c Ks9s6c5s4s 
JdTd8d4d3c Js6c5h4s4d Ac8h8d7d3s 7h5h4s3d2d 
Jd9c8c7h3s Ac9h5c3d2s KhJs7c4d3s Kd8c6s6h5s 
KdJs9c8h3c KhQc9s4h2d 9d6s4d3s3c Qd9s9c7d3h 
Tc8d7c6h3c 9c7d5c4d2c Ac9d8d7d4d Qs8d7c4d2s 
Qs7h7c6s4s Tc9h9d7c2s AdJs8s4c2h 9d8s8h4d4c 
9d5d5c4h3c Ac7d6s6d2s AdTsTdTc7c JsTd8s3h2c 
AdKs8h5h2h KhTd7d4d3c Ac9c6c5c4d Jc9h7h7d4s 
9s7s4h3h3c Ad9h7s6c3s QcJc9s3d2h Qd9s6s3s2d 
Qs7h7c6d5d KsQs9d7s4s 9h8s7h5c2d 8c7s7h6s3d 
9h9d5s4d3c Td9d6s2s2d KcJs8h7c3c Ks9s8h8d2c 
Td7h6h4h2d 9c7h6s6d3d Jh6s6d5h4c Qc8s7d4s2c 
QsQc7c6d2c Js7h5c4s3d 9c7s6h4h3d Qd9c8d6d3s 
AdJd6s6d4d 9h6s4s4h3s KcJd8c6s3c Js9d9c3h3c 
8s8h7c5c3c QhQc6d4c2c 9c6d4d4c3d QsTc8c5c2h 
QcJs4d3s3h Qs5d4s3s3d Tc8h4d4c2h Tc9c8c7d3h 
Ks8s6c5s3d KhJh7s4h3c KcQsJc7c2d KsJhJc4d2d 
QsJd5h5c3h KhTh4s4h2s KsJc4d3c2d Js9d8h8d2c 
Kc9c8c4h3h Th7c5d5c2h 9c8c7s4h4d 9s6s6c4d2d 
9d8d7h7d5d Th9h6h4c3s 6h5s5d3s2d QdJs8s4c3h 
AcQc8c4c3h QcTd8s5h2h KdJd5h4s2d Js7h5d4c3s 
Jc9h7d2d2c KsTs8s5h2d Tc7s4h3s3c Qh7h7c6h4d 
8h6h5h4c3d KhQsTd3d2d 8h5h4d4c3d 8s7c6h5s2s 
KcTs9s4s3h KhJc4d3c2d AsJdJc7h2h Kh6c4h3c2c 
Kh8d7s5d2s QdTd5d4c2s Qh7s6h6d4h Ts9d5h5d4c 
KcJh6h6d2d AsJs9s3s3c KcTc9s2d2c Kc8c7d6c3h 
Td9c7s3s2c As9d9c8h4h KhJd9s4c3d Qh9d6c5h2s 
Ac6c4d3d2c Qd7s7c6d4d KsJs8d6h3s KhTh4h4d2d 
Jd9s9d4h4c Ac9d8d6s4d As6c5h4c2h KdTd9d4d3s 
QsJd9s7c2h AcTh9d6h2s KcQc8c7c4h QcTc6s6d3c 
9h8d7c4h2c KsTs9s4h4c AdJs8s4h3c 9s8d8c6c2h 
Qh8s7d6h3c Ks9h9d4h3d KdTd5d4c2s Qh8h7s4s2s 
AhQd8s7d2d Kd9s9h7d2c Tc9d6s3s2d Jc9c5s3s2c 
Js7d5d5c2s Js9h8h5h4h Th9h4c2s2c AcTsTh4d3d 
KhJs9d8c3d KcJs5c3h3c AdQc9c4c3h KhJc7c6d3c 
KhQhJh7s3h Jd8c6c5c4c 9d8c5h3d2c KcJc7d7c4c 
9s9d7s4c3h Th9h6s6d3h AcJd5d3h2h Jc9s9h3h3d 
9c7c6d5s2c JdTc6s3h3d 9h7h6c4s2c Th9c7s4c3d 
QhTh5s3h3c KcJc8h6s3c QsJh5d4h2h Js8h4h3s3c 
QhJc8c6s3c Kd8h7d6s3d Jc6c5s4h3d Qc8d7h6c3s 
8d5h5d4h2d Qd7d6c4h2c TsTd4d3s2c Jd9c8h8c3s 
7c6c4s4h2s KhJd4s4h2c 9s9h7s4c3d QsJc8d6c2h 
Kh8s8c5s2c Ac9c8s2h2c QcTh6h5s2d 8d7s7c5h3h 
AhJc8d7c2c Qd9s8d5h3d KsQs7h4s4c Qd8h7s5d3c 
KsJc9d8h2h AcKd6c2s2c Kd9d7s6d3d KhQh4h4d3s 
9c8d7h5c2s QsTh6c5d2h AsKs6d2s2c 9d7d6h4s4d 
Jh9s9c5d2h KhQs6h4h2c 8d7h5h3d2c As9c8d7h2h 
Ts9s4c3d2d Kh6d5s5d2s KdQd8d7d4h Qh8h5d3h3d 
Js9s5c3c2c KcQh9d8h3h QhTc9d7s2d AsQhTh3h2h 
AcQh8h3d2d KcTc9d2s2c Ac7s4c3s2c Kh8h4s4c3c 
9s9h5d4h3c KcTd6h4s4h Ts8c7c6c3h QcJs8s5d2s 
KsQh7h7c2c 8h7c5s4d3s Ah7s5d4d4c 8c6d4c2h2d 
7h6s6c4d3c 9c8s7d5c2h AcJs7d5s2h KsTc8h3s3d 
Jc9d8c7c3h Jh7d5c4h3s ThTc8h3h3d KcJc5h4d2c 
AdTc6c5c3h KhTc6d4s3d AdTh9c5s2h Ts8s7s5h3d 
Ts9d6s4s3c Qs9c8s6s3d Kd9d8h5d2c Jh9d7s7h3c 
Qd8h7h5s2s KsJh9c3d2s Th9c5c3d2d 9s6s5s3d2d 
JhTh8h6h3s Ks9s8s4d3d Td9s6s6h3s 9s5d5c4s3d 
KsTc9h7c2c AdTs7h6h3h QsJd6d5h2d KsQs7s6c3s 
Th9d8s5c2h QsTh8d5d3d AsJd7h5d2c Qs8h7c4s2h 
QcTc7s3s2d KsJc4c3h2h 9s7h5s4d3s Th8h7h5s3d 
KcQcJc6c2s Qs9c5s5d3h AhQh8h4h3s 9h6h5h3d2d 
QsTs7h3h2c KsTd9h6d2d Kc9c8h5c2s Qc7d7c5h4c 
8c5h4c2s2h As9d6c4c3d Js9s7c4h2c KdTs5d3h3d 
Qd9s7c6c3h AsTd8d4c3d Jh6c5c4d2d Ad9d7d7c3d 
9h9d6s3h2s Tc8s5c2s2h Th6s4h4c3c 9c7h6s4s4d 
9c8c6d6c4s Jc7s7h6s2c Th7s6d5c3c QhJd6d6c3s 
Tc7h7d4d2c KdJh9s3c2d KdQc9d5h2d KdQhJs6c2c 
KsTs9s4h4d Js5s5h4h2c Kc8h8c7s3d AdKd5d2d2c 
Kc8s8d7c4c Qd9s8s6s4h Ah8h5h5d2c AdJc7d6d2h 
KsQh7s4d3s AsKc7d5d2d JsJh9h4h3h KcTd5h5c2s 
Ac8c6s4d2c Td9c6c4h4c 9h7h6d4s2d KdQh9s5d2d 
QdJc7d4s4h As9s7s7c3s JhJd7c4d3d AcJc6c4h4c 
Js9h8h8d2c Tc9c6h6d3c 7s5s5h3d3c Ac9h5s3c2d 
Jc6s5s4d2d Kh6s6h3s2s JcTh5c3d2s Ah9s7d7c3c 
Jd8d6d6c5d Qh5s5c3h3d KsJd9d8c2d Ah9c7d5d3d 
Tc7c5s3s3c Jh8c4s4h3c Qh6c4h3d3c KcTd6c5h2c 
QhTs4d3s2d AhQh5h4d2h QsTs5d4s2c Jh9d8s7c3d 
QcJs6h3h2s Td8d7d5c3h KsTh6s5d2s KsJs3s3h2h 
AsJh8d6h3c JcTh9d3d2d AdJc8c4h2s As7c6h4h4d 
QsJd7h3d2s 9h8d8c7c4c KdQh9c8c4s QsTs8s4h2d 
Qh9c5c2h2c KcQd9h5c2c Jd9c6c5h5c QsTd8d7d2c 
Th7h7d4s2d 9c8c6s6c4h Jd9h7h6h3c As9d9c4s3s 
Tc7h6h4c2h Qs9d8d5d4c KcTd9h6d2d Qc7c6h6c4d 
9s7c6c4s2c AcTh9s2h2d Qs8h8c2s2c AcQd7c4c2s 
QdTc9s7h2s KhTh7c6s2h Ts8s8d6h3s Tc9d5d3c2d 
Td8d7d5s5c KsTs5s4s3d Tc9d7h6c2s Td7c6d6c2d 
ThTc9d5h2h Ac7d6s6c2c AsKd9s5s2s KhThTd4h2s 
Ad9c8c5h3s KcQs9h7d4d Td9d8c3s3h 9h9c5s4c3d 
Tc9c4s3d2s 8c6h5d4c2c 9h9c7c4d3s Kh9s8s8c5s 
Qh8c5d5c3d Qs8h7h4s3h 9d8d7d6c3s Ks7s6h2h2d 
9h8s8c6c2d Ac9s9h8s2d Th7s5s5c2h Qs9h6c5d2s 
8c7s5s3c2d QhJc7d4d2c KsTh9d6c2c QcTh8s7h3h 
Qh9h7d5c3h Qh6s5c2h2c Kh9h6h6d4s Qh9s8h8c3d 
Kh8s7d5s2d QsJc5h4h2d Td8s7s5h3c Ts8s6c4d3h 
QhTs4c3h3d KdJs7h7d3d 8d7s4c3s3c QcTh4s3h2s 
9d7s5h3h2d Ah7c6d4s4d QhQd8c4c3s 9c6c5c3h2h 
Jh6h6d4s4c AcJs8h8d2s Js9s7d7c3h 6h5s5d3s2h 
KdQhJc7h2s KcJsJh7c2c Kd8d7c6h2s KsJh6h6d2d 
KcJc6h6c2h Qs8c5h4s4d Td9d6d4s4c KcTh8h6h3d 
JdTh6s3d3c Jc9s5s5h4d Ad9s8h7c3s ThTd8d3d3c 
KdJs5c4c3c Jd8c6d5d3s QhTh8h5s3h KsQh6d4c2h 
QhTh8h5h5d Ad9s8s7s2c QdJc4c3s3h KhTs8c5s3d 
AdKs6c3h2s AdKd6c2s2d 9c8h7d4c2d AsTsThTd7d 
8d6d5d4s3h KcQc9c4h3s KcQc9d6c2h Ks9s7d3c2c 
Ah9d6s5c4d Kh8h6h5c3d ThTd9s3c2d 9h7c6s4d3h 
Tc7s5h4s2c AcTh9h3s2d AsQc5d5c2h KsQd5h4d2d 
QdJd6s4d3d TsTh9c3d2s Kc7c5s4h4c 9c6s5d4h3c 
KdKc4s4h4d Ac9c8c6d3c Tc9c6c4s3h Ad9h8s8h4h 
Qs9h8s6s3c Ks9c7c6c4d AsJc7h6h3d Qd6c5d3s2s 
AhKs7h2h2d QsTs5d5c3s 9c6s4s4d3d Js9d8s7s3c 
KhQh8h8c5h Qd8h7h6c2c Js8d6h6c4h AhTs8h4h2h 
Jh9d5h4c3s Ad7h5s5c4h Th9c8h8d3h KhTh8c4h3d 
KhQs9d5h2h QhTc9c6c2c JcTc9c4d2c KhQhJh6h2c 
AhKc6h2s2h Jd9s7c6h3s AsKc4s4h4c 9d6c5c4h3s 
Th9c8d7c2c Qh9c7c4h2s QhJs5d5c3c TsTc4s4h3d 
KhJh8h7s3d Ts9c5h5c3d AhJd9c6s3c 9c7d5h3d2h 
JcTd8c5c2c Td7s7d5d4d Ts9h6s2s2h KhJs7c6d3c 
Kc9c8s8d2h Kd9c6s5h3s AdJc8c4s3h 9c6s6h3h3d 
Js9h8d5h2h QcJc5s3d3c KdQs7d4c3d Qh8s5s5d3d 
KhTh5h4c2d Qh9c8c5c4d 9c7c6s4h2s 8c6c4s4h2h 
KcJc5h4s2c As9d6h4d3h Ah8d7h4s2h QsJc6h6c3d 
9h8c5h5d4s Td9d8h3s3c KsQh8c5d2h 9s9h8h5c2h 
Ts9d8d5c2h 9d6d6c4h2h QhQc7d3c2d Qc9s6d5c2h 
Tc9c8h5s2c Qs8s6d4h4c As7h6s6d2s Qh8d8c2h2d 
Qh9s5s2s2h KcQc8d7c4c 8d5h4c3h3c Ah9d8c7s2d 
AcQd4c2h2c KdJd9c6d3d Kd9c8s6h4c Qc9s7s5d3h 
AhQs8d5d2c Qd9s9d8d4h AcQd7d4h3d Jh9h8h5c4h 
AhKc7h6h2h 9h8s7d6d3d Ac6s6h4c3c QdJh9h6h2c 
8s8d5s4c3s 9h6d5d2h2d Kd7d5c4h4d KsQh7s6s2d 
Qc5h5d3s3c 8c7h7d5s2h JdTs9h3h2h 9h9c7h4c2c 
Ts9c7h3h2c Ad9d6d5d4c 8d5d4s4c3s 9s6s5c4s3h 
6c5s5h3s2h Kc8s5d4c2h KcQd4d3s3h Jc8s8d3s3d 
Kh8h6h5d3c Qs8s5c2h2c AcKc7c3d2h Qc6c5h5c4s 
Th8d7h4h4c Kh8s8h6c2d Td9d5h4s4c Js8d8c7d4d 
Qd6d5s5h4c KcQd6h4s2d Jd9h9c4s4d KhQd6d5c2d 
