8h5c3c2h2c 
KcJc9c4c2c As8h6c3d3c QcJs8h2h2d Th5s3d2h2d 
Th9c4c3d2s Qh8c7d2s2h KcTs4s4d2s Qh6s4s4c3d 
KdQh4h3h2h TsTh5h3h2d Kd9d6d3d3c Ac7h6h4s2d 
As9d6h6c2c Qh7s7h6d2h Js8h6d2s2c KcJh7s7d2d 
Ad5d4d2h2d Qh9s5c4c2d Kd9h8d3c2d Js6d4c3c2d 
KdTd4d3h2d Ac5s4h4d2d Kc6h4s3h3d KcQc8c4h4c 
8h6h4h3h3c 7s4s4c3c2c QdJh8c3c2s AdTsTdTc2c 
Jc6c4s4h3d 8d7c4c3s3h QhJs4c3c2c JcTc8c3c2c 
7s5c4c3c2h 8d5c4c2h2c Ts9h6h3h2h Ah6d4d3s3d 
Qd8d6c4d3d 7d6s4h3c2h Jh9c5s3s2s 9d9c3h2s2d 
8h5c4s4h2h Ah9h7h3h2s KdQs9h2h2c Qs7h7c5h2d 
Tc9d4h2s2h KhQh8h4h4c Jc9c6h4d2c QsTs4c3s2s 
Kc9h7d3s3h Ad6c5c4c2c 8d7s3d2s2c Jd5d4c3s3d 
Qh8h8c4h2d JsJhJdTs6h 9c5d4s4d3d Qd7d5c4s2d 
Ks8h5h5c3h Th6h5h4s2h Kc8h7h3s2s KcTs5h3s2s 
Qh9h8h5h2h Jd8d5d2s2h Ks9c6h4d2c Qh9c7d3s3d 
AsJd7h3c2d Jd5s3d2s2c Tc7d6h6d2d AhQc8s3d2s 
8c7h5s3c2d Qh7c6c5d2c AhJd3s3c2d KhJd7d7c2d 
9d7d6s3d2c Ks8s6h2s2d Kh7c5c4d2s 8c5h4s4d2c 
Jh9h6h3h3d Jd6s6h4c3c 9s7h5d3c2d Ac9c3h3c2s 
Tc6h3h2s2c Jd8h5s3d2c 9d7h5c4c2c Qh5h4s3h2d 
Qd7d4h4c3s Ks7h5s2s2c KcJs6d2s2h 7c4c3h2h2d 
Qc7h6s3s3d KsJs6d2s2h Qs9h4c2s2d Jc6h3s2s2c 
QcJc7c6s2c Qd5s4d3d2c 9d8d6h3d2c Ac9s6d4h3d 
7d6d4h3c2s KsKhKc6s5d Td7d3h3c2h QhJd8d3s2d 
5s5c4h3c2d 8s7h4s2s2d 7s5s4s3d2h KcTd6h2s2d 
9h6c4d4c3c KdJh8c2s2h KcQc9c4d4c AcTh4s4h2h 
KdJc7s7h2s 8d7h4d2d2c As6d6c4d2d 8h6h4c3s2d 
Qd7h6h5h2s Qh7d6s6c2h Qs5h4h4d3c 9d7d6d2s2h 
AhKc7d3d2d Jc6s6d4h3h Kh5d4s4c2c Js9c6c3h2d 
Kh9d5h2s2h QhJd7s3s3c 8h7d4d4c2s Kh7d5c4c2s 
Td8s8d3h2d Kh5h3h3d2c Ts7d5s4h2s Qc9s7c3h2d 
Kd9h9c4c3s 9d8d4c3d2c Qd6d5s3d2c QcTc3s3h2c 
Jd9s6s3h2c 8s7s4h4c3s Td9c7s3c2c Ah9d5d4s2d 
Qh9d6c3h2h QsJs8s7s2s KhQd7d7c2d 7h5d4d4c2d 
7d6s5d3d2d 9s7c6d2h2d QdJc8d3d2s Kh6c4s4d3c 
Kc9d5h4d2s Kd5c4h3s2s JsJc6d3c2c Jd6c5s5c2h 
Qc9s9h7d2d 9s5s3c2s2c KhTd8d2d2c Kc5s5c3h2c 
Td8d5d3c2h Ts7s6d2h2c Kc8s6h4s3s As9d6c4c3c 
Kc5c4c3s2c Qd9h8s4c3c AsJd7d2h2c As9d5h5d2c 
Kh4c3d3c2d AcKh7d3s2d Kd6c5d3d2d Ts8c6d3s2h 
Kh6s4d3d3c AdTc5s3c2h Kh7s5h3c2h Qh8h8c2s2h 
Js8h6h4c2h KsQh8d4d2c QsTh7h3d2c Ks6s4h3c2s 
Ts7h7d2h2c Ad6h4h3s3h Qd9h5c4c2s Tc7h3d3c2d 
Qs8d5h5c2h Ks7h7c6h2h Ah9c7h4h2h Ac5s4h4d2h 
JsTs7s3d2s Kd7h7c6c2c KcJc4s4c2c Jc9c7s2h2d 
Jd7c5h5c2s 9s5s4s4d3h Td6s6h2s2c AsTs6s5s2s 
Qd8c4h4d3s Kd7s5s4c2h Js8h7c3d3c 5d5c4s3d2h 
7s4h3h3d2d JcTs6d3h2h QcTsThTc6s Ts7s3h2h2d 
Qc7d6s3s3h KsJs4s4c2s Th7h7c4h2s Th8h5c2s2h 
Ks9h5h4d2c Qs8h4s4d2c 9h8d4c3s3c Jh7s5s4d2s 
Qh6c4s4h2d AsQh9d3c2c 9d7s6s2s2c Td9c3s2h2d 
9d8s5h3d2d Kd8d7c3h2s Th9s4d2d2c Qd4d4c2s2d 
Tc4s4c3d2s Kd9s6s3h3c KdJd4d3d2c Qh9s5s3d2c 
Jh4s3s2h2d Kd6s5d3d2d As6c3s3d2s KdJd5d2d2c 
Jd8s7d3d3c Qs9h9d4s2s 7s5s5h3d2c 7h5c4s3d2h 
9c8h4d3s3d Qh8h7c4h3s 9d7h4d3h2d Jd9h4s4c2d 
Ks7h7c4c3c AsKh7c3d2c KhQd9h3h2h Ks9s6d3c2s 
Qs9s3h2s2h Qc8s8c2d2c Qs8s4d4c3h KsJh8h2d2c 
9s6s5d3s2s KdJh5h3h2h Jh8h6h4h3c Qc5d4h3s3h 
AcQd7h3s2d Ad6c5s2s2h Qd8s8c7s3s JsJd6d3c2d 
Kh8h7c3h3d Ac7h6d4s2h Kd8s6s6h2s Jh9d6s4h2h 
7c4d3s3d2c 6h6c3s2s2d Qc8h4s4c2d Tc6h4s4c3c 
Js8d6d6c2d Qc9c8h3s2c Qs7s5c4d2s Kh7d6d4d2s 
AdTc4s4h2s QcTd6d2s2h Qh7c6s6d2h KcTd8s3s2h 
Jd5s5c2h2c Jc9h6s4c2c Qs8h7c3s3d 9c8h4h3c2c 
KdTs5c3h2c Qc9h6c2s2c 9c5c4h3s3d KdTc4h3s2c 
Js7c6s3c2c Qd8d5h2d2c Qs9c7d5d2d Js8h7c4d2d 
Th9d7s3c2c Qs7d6d5d2h Ad7h7c4c2c 9d8c7d3d2s 
Js5s4h4d3s Jc8h5d3c2c Kc7c5c4c2s KsTh5c3d2d 
Ah5h4h2h2d AhJs4s2s2d Ad8c7c6c2c 9s5c4s4d3h 
Qh9c8h3h2s Js6h4d3s3c Ac8d4d3h2h JhJc6c3d2c 
Js9c7d4h2d KdJs8s2h2c AdQsQhQd6c Td7s7h5h2h 
9d8h7s4h2h Jh5s5d4c3d Tc5c4s4h3d 9h7c6d2s2d 
Jc6s4h4d3h KsQs8s4s4c Jc7c4d3d2d Qd9s9c4h2s 
Js7h6h3d3c Td6d6c4d2h Jc9h7s3c2d TsTh4s3d2c 
9h7s7h4h2c 7s5d4d3d2h 9s6c4d3h2s 9h4h4d3c2d 
Td9d6d3d2c Js7d5s4c2s Jh7h6d3h3c Kc9d4d3s2s 
AcQh6s6d2s Th8c5h2h2d Ts5d3s2h2d KcTh6d3d2d 
Kh9h7d4s2h Ac6s3c2h2c Kc8c5c4c2s Td6c4h4c3s 
Qc6c5d3h2c QcJd7s4d2d 8h7c5h3d2s JsJc7h4h2h 
Ts9h7d3h2h 8c5d4h4c2c Qd9s6c3d2d Ac9s5s5h2d 
Ts6c4d4c3h 9h9d5s3c2c 7c6c5h5c2c As6h5d2h2c 
Qd9d5h2d2c Qc8d7s4s3h Js7d5h5d2c AsJc5s5h5c 
QdJh7s4s2c Jc9d4h4c2s Qh8d3c2h2d KdJc7h7c2c 
Kc9d6h4d2s Kd8s6d3h2c Qd6h6d4d3d Ah6c5h3h2h 
Qh8h8d2h2c KdJd7d3h2c Ah8d6s3d3c QhTh6h3s2h 
Qs9d7c5c2c Qs8c7h3s3d Kh9s8h3c2h KsTc8c3h3c 
KcTc7c2s2h Qh5s5h4d2h Qd9h8h4s4h Kc5d4h3h2s 
Qs5c4s3s2h 9d9c7c3c2s 8h7d6c3s2d KcJc7c3h2s 
9s6s6c4s2h Jd6d4s3h3c 9s5h5c4d3h Kc8s8d5h2h 
Qh7s7d4d3c Jh9s6c4h2h TdTc4d3h2s QcTh6c3c2c 
Qc8c6h4c3c AdJs6s6h2s 9h8s6s3c2s 9c6s4s4d3s 
Jd8h7s4d2d 9d7d6d2h2c Kd8c7c3h2h Qh9s5s4d2s 
Jc8s4d2h2c 7c4h4c3h2s As9s4c3d2s 7s5d4h4d2d 
Ad6h4h3s3c KhJd3s3c2d Ks8d6c4c3c AcKd9s3h2h 
9h8d5s3h2h Qs8s7h3d3c 5h5c3d2s2d KhTs4s4d2s 
KdJc8d2s2d 8h7h4s4d3h KdQc7s7c2c Kc7h7c2s2d 
QhJh7h6h2c Jd5d4c3h3d Qc7h7d4h3h 8h7s4d2s2c 
As5h4h3c2d As9h5h4c2h Qs9d5c4h2h Qc8s3c2s2h 
Jh6d3c2h2c Qs7c4s2s2c Qs9c3d3c2d 6s6h4s3s2c 
Qs5c4h3s2s JhJd4d3d2d ThTc5h3h2h KhQc9d2s2d 
KsTc8c2d2c Qh7h5h4s2c 7d7c6c3s2c KhJc8s3h2h 
9s6d6c3d2h 9s9d7h4c2c Ah7s7d6c2c Qc8s7h7d2d 
Td5s3d2s2h Qc6s6c4h2c Td9h3d3c2s Qd8d6d4h2d 
QsJsJdJc7c Jc9c7c3h3c AcJh7d3h2s 9s7s6c3s2h 
TsTh6c3d2d Td7h5s5d2c Qd7d5c4h2d Jh7c6h4d2s 
9h7s7d4c2d QcJcThTdTc Kh8d5c4d2d Js6s5c3h2d 
Qc5c4s3c2d Qs5s5c3h2d Ks5d4h4c2c As5h4h4d2h 
Ac7c5c3d2c Jd7c6h5h2h Js8d7s2s2h 7d5d4s4d3d 
Kh9h4d3c2s KhKdKc8h3d Jh7h6d4s2c KdJh8d2d2c 
9d7s5d2h2d Ah8h4s3d2h JsJc8d3h2h 7h5d4c3h2h 
QsJsTsTdTc Jc9s6h4s2d Jc9h9d3s2s Ks9h6s3c2s 
Ts9d4d3c2h Qc5s5h3d2c AhQs7s7h7c 9d7h5d4d2d 
Kh8c5s4c2c Qd6c5d3d2s QcJc8c4c2c Qd9c5c4c2h 
Qc9d8s3c2c 8s5d4s4c2s Jc9d7s3c2h 9c8h4h3h3d 
Jc5c4h4d3c 7s5s4s3h2c Ts8h5d3c2h 8d4h4c3d2c 
AsQd8c3h2c JcTc7c2d2c Qc9h8h3h3d KdTc6s3c2c 
Td8d5d3c2s Jc7c6h4d2s Kh8h3h3c2c As9s5c4s2s 
Tc7h7d4c2s TsTh6c3c2d Qs9d3d3c2c 9s7c6c2h2c 
9h7h7d4s2h Qh8h6h4h2s Qs9h5h4h2c 8c5h5d4c2c 
9h7d6s3c2h Qd9s8h4s3s Qd8s5h3d2c AdJh7s3c2h 
Kh8s5s5d3s Qs7d4s2s2d Qh8s7h4h3d 9c7h6h3s2d 
Qs8s6s5s2s 9d6h4h4c3h Jh8h5h2s2d AhJc5d3d2d 
Ac9d7h2s2d Kh8h7d3s2c Jc9c7h7c2c 7c6s6h3d2s 
Qd5s5h4s3s Qs5d4c3h3c Qh9c7s5s2s Qh8s7s6s2d 
Qs7h4s3h2s Td6d5d4s2d Ac6h3s3h2s Th8s8h3c2h 
Kh5h3h3c2s 9s7c5h3d2h Ah7s6d4c2c Qh7s7c3h2c 
Kd9s8d2h2d 9s5h4h4c3d KsJh8c3s2s JsTd7d3d2d 
Qc9s8h3c2c Td6d4h4c3d QcTc7d3s2c AhQc6s3c2c 
Ac9d6s6h2h Ts7h7c2d2c Js9h7c4d2c Js9c7s3h2d 
Qd8c5h3d2s Kc9d5d3s3h QhJd8s3s2c Th9c5h4h2h 
Qd7s6h2s2h 7s5c4h2d2c 8h6s6d3h2c KhTc6s3c2c 
Kc8s5h4d2d Ts4s4h3h2d 9s9c6s6d6c QsTh3s3c2s 
Jd8d7h3d3c KdJs8d2h2d Qc8d3c2h2d KsQs9s4s4c 
Qd8c5s3s3h Kd6h5h3h2s 8d7h6c3s2h Th8h8c3d2h 
Qh8h5c4h2h Jh6c3d2h2d Ad7h6s4c2h Kh5h4h3s3h 
Ts7h3h3c2s QsJs3s3c2s Qs9d6s3s2h Qs4h3h3c2c 
Kc7s7d5h2h Ac7d4h4d3d 7s4c3h3c2s Jc6d3s3c2d 
Qc9c6h3c2s Jh9c7h4s2h Ks8c6s2s2h Qh7h6h4d2c 
Qh6h3s2s2h Kd8c7s7h3c Tc9c5d5c2c 8h7h6s3d2c 
Qh8s4h4c3d Ks7s5d4s2s Qs8h7h7c3h As7d7c4h2h 
QdJs8s3s2c 5h5d4c3s2d Td9c7d4d2d QcJh7s7c2c 
Qd8h5s5c2h Js8c4s3s3h Qc6d4s4d3h KcQd7s4s2h 
7h4h4c3s2s Th8s5c3h2d KhTs8s3s3d Ac5s4d3h2s 
9d7h6s2s2c AcTh4s4d2d Js7s6s5s2d Ks9c5d3h3d 
Ac9h6s4d3s KhQh8h4s4h KcTs6d3s2s Qh9h8h7h2h 
Th7s7d5s2s 7c4h3h3c2d KsKhKdQs6c Td8d7d4h2d 
9d7s4d3s2d Ad8d4d3c2s 8h4h4d3s2d Qh9h7d4s2c 
Ts6d4d4c3h Kh9c4h3s3h Qd9s6d2d2c Jc6s6h4d3d 
AdQc7c4c2c KcJc7c3d3c Jc5s3c2s2c Ah9c7c6c2c 
8h7s4h2h2d Ks8h8d5c2c Kd8d6h2d2c Th6d5c3s2h 
Kc9h5h3s3d 7s6s4s4h2c Ac5h4h4d3h Qs8d8c7c3c 
Kh9c7h4s2h JsJh7c4c2c Th8c5s3h2d AdQh8h3s2h 
Tc5s4h3d3c JcTh6s3d2d Td7h6s6c2h 7d5s4h3d2c 
Kh7h5c3h2s QsTd7h3c2d 9h9c7h3h2d Td7s5d4c2d 
QhJc6d3c2c Tc8s4d3h3d Tc8d4h3s3h Tc6s4h3s3d 
Kc7s4d2h2c Kh9d5s4d2c Qc7s4h4d3c Th8h7h4d2h 
Ts6d3s3d2d Js8c6d4h2c Td7c4c3h3c KsJs7s3s3d 
Qd9s7d4d3d QhTc4d3c2c 7d5c4h4d2d Qc9h7c3s2d 
Qs9c6s3h2s Js8c7h4d2c Kc8d5d4s2d Ts7h7c5c2c 
AcTd4s4h2h Ks9s7d4h2s Jc8h4c3s3c Qd9s8c4h3h 
TsTc5c3c2c AdTc4s4c2c QhJs7c3d2h Qs6h5s3s2c 
Jc8s4d4c2h Ks6c3s3h2d Jd9s7c4h2c Qd9d3h2h2d 
Ad9c5h5c2s Jc8d7h4s2s 9c7s6s3h2d Qs8h3d2s2h 
Jd8h7h4h3h Th5h5d4s3h KdJc6s3c2h Kd9d6c3h2d 
Jc8d4s2h2c QsJc6d3d2h Ks6s4c3h2s 6d5d4d4c2d 
Kd9c5h4h2s 5d5c3s2s2h Td9h3s2d2c Qc8d4s4c3h 
KhKdKc7c2h Qd9d5h3c2d Qs8h5h3d3c Kc8c7s3h3c 
Kh7h7d4h2s KcQh8h3s2d Tc9c3h2s2d QsJc7c3h3c 
Qc9s8h4h3h 9s9c3s3d2h JhTd7d3d2d Th8h5h3d2s 
Qs8d7d7c3d 9s7s3s3c2c Td9h5h3c2h Ad8h6h4h2c 
AdJs6h4c2h Th9s4h3d2h Kd8c7s4h3s Ts7c3s2h2c 
Jc5s5d4h3d Kc9c8s4c2d 9s7c5s4s2s Td8c5c2s2c 
Ac9h7d2s2h Ks9s8s4s4d TdTc6h3h2s Kh8h4c3s3d 
Qs9s4h4c3s QhJs4s3s2s Qd9d5d2h2c Qs6s6c4s2d 
AsQh8d3c2d Tc8d4s4h2h Kh8h5h3s3d Jh6c3h3c2s 
Ks8h5d4c2c Kd8s3s3d2d JcTc6d3c2c 9h6s6c3d2h 
Jd8d7h3s3d KdTd8d2d2c 9d9c7c3h2c Js7h6c2h2c 
Ks8s8c4d2s 7s7c5s3s2s Qs9h6s2s2d Jd8s7s4s2h 
Kd6h5s3h2c 7c5h4h3h2s 9s8c6d3h2h Th7d6s6c2c 
QsTs7s4s2c Jd8c5d3d2h 8h8c3h3d2s AdQc8s3h2s 
Js6d5h5c2h KdTc6h3c2c 8d7h3d3c2h Ks9d5d4d3d 
QhQdQcTd9d Qd9h7d3s2c Qc7s5h4c2c Qh5d5c4d3d 
Th6d5d5c2d 8s7h3h2s2h Qs9c5d4d2h 9d9c3d2s2h 
Tc7d4d3s3d Qh7s7c3h2s Jc8s7c2h2c AsJd7d2d2c 
Qd4s3s3h2h QhTs7d3h2h Jh4d3d2h2c 9h8d4d3s3c 
Kh9d5d3s3c Qh8c6c4s2c Td4h4d3s2h Js7h4s4c3s 
Jc8s4h2d2c Ts9h7d3d2d Qh7c4s3h3d Jd8d6d4d3s 
Jc8c4h3s3d Ah9h5h4s2h Jc7h6s4d2c Kd4c3s3c2s 
7d4c3c2h2d QcTd7s4s2s 9c7c4c3h3d Ah7c6d4s2s 
7s7c4s3h2d Qs9h7s4s3s Ac6h4h3s3d Tc9c6s3c2c 
Qd9c7s7c2h Jc6d3h2h2c As5c4h3d2c Qs7c5s5h2s 
Qh9d9c4h2h KdJs5s3s2s 8d7d6d6c2d AdJh7s3h2c 
7h6d4h3h2c Qd7h7c4s3h Td8s5h3c2d Jh8s4d3s2d 
Jc6h4s4d3s KsQs7s7d2h Tc6d5h3s2c Ts5s5h2s2c 
ThTc7s3c2d JsJh6d3s2s 6c5h3h3d2s KhJd4c3c2s 
Qc3h3d2s2c 9c7d6s4s2s AhJs6s6c2s Qh6h5d3c2h 
QhJc8c3c2s Ks6h5d3h2c AsQh7h2h2c Qd9s4s3c2c 
Tc8s5s2s2d 8c7s4s4h2d QcTh7d4d2d Jd8d6h6d2d 
Ts7c5h4d2c Th5d4c3s3h 9d5h5c4s3h Kd6c5s3c2h 
Ac8s6d3s3h Ad9s4h2s2h Kc8c7s4h2c QdTs6d3d2d 
QsTd3s3c2s Tc6d4s4c3c Qc5s5c4d2c KcJc8c3h3d 
Qd7d4s3h3c 9h8s6s3d2s KsJs9s4s2s QcTs4s3d2s 
8h7s3h2s2d Qh8d4h3d2h Jd7d4c3c2d KhJs4s3c2s 
AhJs3c2s2d Qs9c7s4s3s Ah9d5d4c2d KcQs6s2s2h 
Th5h4h4d3s JcTh7h3h2h 9c7s6h2h2d 9s5h4h4d3c 
Ts5h5c2d2c AcJs7d3h2s Kh9d8h3s2h Jd8c5h3d2s 
9h5h4s4c3d 7s7h4h3d2c QcTh4s2s2d 9c8s6d3c2c 
Jh7h6h3s3c Qd9h6d3d2c Js6s4d4c3h Ks6h6d4h2c 
7c4s3s3h2c QhTd6h3h2h Td9c4d3h2d Qc9s9d4c2c 
Js8c6c4d2c 8d5c4s4h2d Ad9h6s6c2s Ks7c5c4d2h 
QhTc7s4s2s Js9s7s2h2d Qh9c5c3s2d Td9d6d3d2s 
KdTc5c3c2s AsTh6h3c2d Ks7c6c4c2h Kd7c6s4h2c 
Qd8s3h3d2s Kh8h8c4d2h Kc8s8c4h2c AsJc5h3d2d 
AdQc7s4s2s 7h6c3h2h2c Js7h4s2s2h Qd8s7h2d2c 
AcTs4s4h2s Ks4c3d2s2h Qs9h9c4d2h Kh9d7s3d3c 
Ad8s8h8d5h Kc6s6h4s2d KdJd5d2h2d Ts8c5s2s2h 
Qs8h7s6s2s KsTc8h3h2d Ts9d4s3c2s Qc9h7s5s2s 
9d8h6s3c2h Qd9s6d2h2d Jc8s7h3h3d Jc7d6d5d2h 
Js7c5s5h2s Js8d7d4d2c 9h6s4d4c3h QdJs7h3h3c 
AhJh3h2s2h 9c6s6d3h2c Th7s7c2d2c Qs9d6h3s2s 
Qd8h5s3d2c JsJc4c3c2c Qd9s7c4s3s Jh9d5s3s2s 
QsJd7s7h2s Kc9c4h4c3d Tc6h4d4c2s Ks8s6s4d2s 
Jc7c6s3d3c Kd9h6d3d2s Td7c5d4s2d Kd8s8c6h2h 
Jc7h5h5d2s KcJh8d3s3h 6s6h3h2h2c Kd7d7c4d2s 
AdQc8c3s2c AsQsQdQc2h Qs8s5d4s2s Ks9s3s3c2c 
As7c4d4c3c Ac9h5h5d2s KsQd8h4h2c Jc8c7s7c3c 
8c5h5c4c2c ThTd5d3d2s JhTh3s3h2h Js8d4s4c2h 
Jc9s7c3d2h Js8h3s3d2h Jc6d4h3h2d AcQh6s3h2h 
AcQd6h3d2d Jh7s7h6h2d Js8c7s3s3d Kc8h6c2d2c 
Td7s7c4d2d 9s8c4h3d3c Qd8s7c4c3h Jh8h6s6h2h 
7s7c6d3s2s Jd5h5c4d2s Js7d5d4h2d Ks9d4d3c2c 
Jc7d4s4c3c Ad5h4s4h2h KdQd7s2h2c Js9d5c3c2c 
9d5h5c4s3d Jh7h6s3s2s Jc8s3s2s2c Tc7d7c4h2c 
7d6d4s2h2d Tc9c7h4c2c 8c7s4d2h2d Td6h5c3s2d 
Jc7h6d6c2s Kc7d4s4h2c Kh7c5c4s2d Ts7d6h6c2d 
Ks8d5h5c3d 7d6s4s4h2s Js7s6d4h2c Ks8s7d4c2s 
Ks8s5s4s2c Ah7d5d4s2d Tc7s7d5s2s Qc8s4d4c3h 
Ks9s7c4h2s JhTs4s3s2s Kd7d5c2h2d Ks6h4c3h3d 
Qc7d6d5d2s Th6s3s2h2d Qs7d6h2h2d Ah9d6d3d3c 
Kc9s6h6d2h Ks9s7c4s2d Kh8d5s4d2d Kh8c6d4d2s 
Qs5h4d3s2s KhJc8h2h2d Kh9s6d3h2h Jh8s7d4c2s 
Js7h7c5d2h Kh6h4h4d3h AcQd7d2h2d Jd9d7c6d2d 
Td8d5d3s2c Js7h5s5d2s Ks6s5d3s2s QcJhJdJc7h 
Th6s4h4d3h QhJd6s3d2d 8c7s4c2h2c Ad6s5h2s2c 
Qs7c6s6d2s Ts9h5d3d2d QdJc7s3s3h 9s8h6h3d2h 
Th9h6s3h2h Ac9c4h3s2c Qd9h4s2d2c Ac6h6d4h2h 
8s6d4s3c2h KhJs6d6c2d 7s4c3c2s2d Qc9h7c4c3c 
As7c4h3c2h Qd6s4c3h3c Kd8h6c4h3h Jd8h7d4s2d 
8s7s4c2s2d Ks7s5c2s2h Ks8s5h2s2d KsQs8s4s4h 
7c5s4h3d2c Jh7c6h3c2h Ks4d3c2s2h AsJc4s3s2s 
KhTs5c3d2d Th7s3s3c2h Kc7h7c4c2d Jc9h6s4h2d 
Jh8h7h6h2d Ks8c7s3s3d Jc8s6s4s3s KhQc8d4d2s 
8d7d3c2h2c 4h4c3s3h2d Qs9s7h7d2s Qc8c7d6c2c 
Ks6s6h3s2c KhQs7h7c2h KsKdKc7d2c Ad6d3c2h2d 
Ac8s8d8c5d Kc9c7d4s2c 7c5h4d4c2c AcTs7h3h2d 
Jc9d4h3s3h Tc7s7h4c2d 8d5s4s3c2h 9s9d5h3c2c 
Jh8c6s6c2c Qh5h4d2s2c 7c6c4h3d2s Th7h6c4s2h 
9c6s5s4s2s Jc9c7c2h2d Js9c6d4s2s Ts5h3s2h2c 
Ks7h7d6h2h KdJs8h2s2c Jh7h6h3s2s 7d5s5c3c2h 
Kc9s4d4c3c AcJh5s3d2d Jh7c6s2s2c Ks9s8s4s4h 
Td5h4d3s3c KcJd6s3d2h Kd5c4s4h2s 9s8h7h3c2d 
Kd8c7h4s3h 8h6h4h3s3h 9d7h5s3s2s Ks9c6c3h3d 
Kh8s8d7d3d 9c8h4h4d3s Ks9c5c3h3d As9s5s4s2c 
Kd9d6d3h2s KdTc5s3h2h 9h7s7h4h2d Qs8h7h6h2d 
Jh5c3h2s2c Jh5s4s4d3c KhTc6s3s2s Qs7c5h4s2s 
8s8d7h3d2c 7h6s4h3h2d 9h7s5s3c2s KsJd8c2h2d 
8h8c3s3c2d KdTh8c3c2s Jc9d7d6d2d KsKdKcQd7h 
7c6d4s3h2s QhTc7s3h2h Qh9d8h3h2s Qd7s5h5d2d 
Kd9c4s2h2d 7d5s4d3c2d KdQs8s3c2h Qs9d7h4c2s 
Kh5d5c4s2s Qd8s5h5c2s Qh8s8h2h2d Ks6d5s3s2s 
Qs8s7s6d2s Qs9s6h3s2c Ts8s5s3h2d Js7d5s5c2s 
Jd8h5c2s2c AhJd6s4c2s Td7c6s4s2s AdQc7c2h2c 
AdQs7c3h2s Kc9s7d4c2c Qs8s7s5h2s 9s7d4d3h3d 
KhJh5h2h2d Td7d6h2s2c Qh7d6h6c2h 9s7h4s3h2s 
Qd7d5c4d2s Jh7d5h4s2h Tc9d7s3d2h Tc7s7c4c2h 
8s7s4s4d2h Qd6h6c4h3h As9h4h3c2c JhTh6h3h2c 
Jc7h6d5d2d 7h6s4d3s2c Jh8c6s2h2d KsQs8s8h3s 
Kd8d7h3d3c Qh9d6h2h2c Kh7d7c4c3c Tc4d4c3d2s 
Jc7h5s3c2d Kh8s5c4s2s Kc9s6c3c2h 9c7c4s4h3c 
Qs8c4s3c2s Jh7c5c4s2c 8d7c3s3d2c KdQs8h4c2h 
Jd7h6s5c2s Ac9s4s3d2d Qh9h5d4h2h KdTs6s3s2h 
ThTd5s3s2c KdJs4s2s2h Tc6h4d3s3h Qc7d6s3h3d 
Qs8d4s3d2s Ks9d9c4d3d Jd8d5s5d2d 7c5d4h3s2s 
Jd7c4d3c2d KdQs7h3d2d Td5s3h2h2d 7d4d3c2h2c 
Ts7h5h5c2d KdJs8c3d2d Ad8h8d8c5h Ah7s4d3s2d 
9c5h4s4c3d Tc9s7h3s2s KsKhKd7c6d Jh8c5c2d2c 
KsTc5d3h2d Ac9c7c3c2h Qs6d6c4d3d Qh7d4c3s3h 
8h5d4s3d2c Ts6h3h2s2c Th6s6c2d2c 8c7c3d2s2d 
Tc7d3s3d2c 9c8d7c3c2s As9d6h4h3h AdJh5h5d5c 
AcJs5h3d2d Kc9s6h3c2c KdTd7d2s2c Kh6h6d3c2h 
KdQd8d4s4d Kd7d7c6d2d 7h5h4h3c2s Td7d6c4h2d 
Js5d4s3h2c KhQh8h8d3h QsJs3s3d2s 7h7c6s3h2h 
Tc7s6h6d2s As6s3d2s2h Ad9h5h4c2s Kd7c5h4s2s 
Td8h4s4c2s Ad9c7s2h2c Kd8c4h2h2c KsKdKc6h5s 
Kh9c6s3h2h Jh8c6c4c2d Ks6h4d4c3c As5d4h3c2d 
As9d4d3h2h KdTd6c3d2d 7d5h4c3h2s Kd7d5c3h2d 
Kd9h5s4h2c Ac9c7h4c2c Jd8s7s4s2c AsKh8d3c2d 
Qd7d4h3s3c Kh7s3s3h2h 7h4s3s3d2h KdQd7s7h2d 
Tc7d6s4s2s Th8s6s3d2s Kh9c4h3h3d KdQh8c4s2c 
9s7h5h3d2h AhJd3d3c2d Jd9d6s4h2d QdTs6c3h2h 
Kc9c6c3d2h Td5d4h4d3s Td7c6s6c2c Jc5d3c2s2d 
Js7d7c5h2d Qh7c6d5s2s Js5s4h4d2c QdTd3d2s2c 
QhJs7h7d2h Jh8c7s4s2s QdTd7d4d2h QsJh7h3h3c 
Ad7c5c4s2c Ac7h5h5d5c Qc6c4s3h3c Jc8h5d2s2d 
Qd6d6c4d2h QhJh9h3h2h AhQc7s7h7c Ks9d4s4h3s 
Kd6s6d3d2h QsTd7h3s2s 8s7c4s4h2d Th8s6d3c2h 
Qh8s5d3h2c Td8s6h3c2d Jh6d3h3d2s 9s5s4h4c3d 
Ks8h5s4s2s Js8d7s4h2s KhJh5h2s2h Js8d4h4c3c 
JcTd6s3h2h Qh9d7s3s3c Td7d3h3c2c 9h6s6c4s2s 
Jd9d7d7c2d KhQc7h7d2h Th7s7h4h2d 7c4h3h2s2c 
Kh9h7c4d2h AsKd7d3d2d 9h9c7s4s2s Td9c5c3h2c 
Js8d4c2s2h Jh9d4s4h2c Td5h4s3d3c Td4h4d3c2h 
