KdJcTc6c5h 
QdJc9s7h6s 9c7d6c5c3d KcJhJc8s5c JdJc7s5d4h 
JsTd6s4c3c AdTd8d7d4c 8c7s6s5h3h KcQc6d5s3h 
Jd8h6s6d5h QhJc8d7s7c QcTs6h5c4d AhJcTd7h2h 
AhTs8d6h2c AdQd9h9c6d JdJc9s5d2s JcTh5d5c3d 
AdKdJc6d3s Kc8h7h6s3c AcJh5c4d3s KdKcJh8d3d 
JsTh9c3h2s 8c7d6s6d4s JsJc9d5d2c JhTs8s6d3d 
QsJh9d8d6c QhTc6s5h4d QcTs8c5d3d Ah9s9d4h3d 
Th9s9h6s3s QcJdJc6s6c AhJh9s5c4h ThTd8c6d5s 
JhTd6c4d4c AdJc7h2d2c Kh6c5c4h3c KdQsJh9h5c 
KcQh8s6s3c 8d7c6c5s3s Ah7d5h5d2d Ah9h6d5h3d 
Qd8c7c6d4c TsTc6d6c5h Kc9s9c5d3s KcQdTd6h3s 
QsTh9c6h5d KdTs8d5c4h KhQs9h9c3c 7h7c6s6c5d 
Tc6s6c4s4h KhTc9s8s3c KdQdJc9s2h QdJc9h8h6s 
AcQc5h4d2s Jc9d6c5h4d Kd6h5d5c3c TsTc8s5c3h 
AcJd9c5c4s Qd9d6d5s4s JcTh7s7h3c Kh9d6d5h4d 
KsQh9h5h2s Qd8h6s6h4d QcJd9h7s6h JdTd7h4s3s 
Qh9h8s6d5c As7c6h4h2s JsJc8d6c2s JdJc7c6h5c 
KhQdJc7h5h QhTh9s3s3c QdTh8s5s5h AcKcQh3s2c 
JdTc9s4c2s KhTd7s7h5c KdJsTc8h5s 9s8c7s6h5d 
8s7s7h6s5h KcQsQd4s2h Ac8s8c4s2s AsKs6d3d2d 
KhQs6d5h5c Ac6s6d4s2c KhQsQc8c4d 9c8s7d7c5s 
Qc9d7s6c5h Th9c8c7s3h QcJsTd8c3h KdQsTd6d6c 
KcJdJc8s5c AdQcJs8h3c KcQh8d6s5h KdJh6c5h3c 
KhQdJd7s7c KdTh9s9d5c 9h8s7s6c4h Kc8d7h5c3d 
Ks9d8h7d3s AsQc6s2h2c AhKc5s5c3d QdTh5d4h3d 
QcTs8s8h7s Kd8c7h5d3c KdQsTs4c2c KcTc8c6s5d 
QsJc5s4d2c AsJs5h3h2d Ac5h5c4s2s As8c6c5h4h 
Qs8s6h5s4h KhQh9s6h5c QcJs8d5c3d Qc9s7c5h4h 
Ts9d6c5c3d AhQc7s7h2s AsTc7s3h2c Jd9s7h5s4h 
JsJd9c4s3c AdQcJs6c4c AhKcJs5s5d AhJs9c4h4d 
AcKsJh5h5d AsKcTc5c4c QcJhTsTc3c AcTh7d5d3h 
AdTd7c2h2c KhJc9h7s7h KdJd9c8h6d 9c7d7c5d4s 
QdTc7d7c4d QsTd9d7s2d Jc9c7s6s4d 7d6h5d4s3s 
AdTh9c8s5h Ad9s9c8h3d AcJd7c3d2s QsQc3s3d2d 
Th9d6h5d3s KhJsJc2h2d AsQhQc8d2c AhQsQd8c2d 
Qd8d6s5d4s Ad9c8s8h3d Ts8s8c7h4h As7h5c4d3s 
JdJc8s6c5c Jc9h9d5h3c KhQs4s3h2c KcJs6d5d2c 
ThTd9d5h2c AcTd7c3s2d AsQd9h8c6h QsJd5d4h3h 
Kc7s6s6c5c AsKd9s5s4c AcJh6s6c2h QdTc6s5s3c 
QsJsJd4c3h KsKdJc8d2d JsTh9c4h2s QdJdTd9c3h 
QdJsJh5d4d Kh5s5d3s3h 9s7s7h6h5h JdJc5h4h3d 
Ks9d8s7d4d Ad9c8d6c2d QdTh6c5c3h Th9s8s6c3c 
QdJh9c8h2c KdJsJh6s5s KcTd9d5d2c JsTdTc9h6h 
QsJsJc6s2c QhJd9d7h2s AhTc8d7c2d KsTs9s6c5h 
KsThTc9s3d QsJh9c7h4c QdTd9s4c2s JhTc8c5s3s 
QsJc9d8c2d QsQd9h9d3d Kh9s8c6h5d QhJd8h7d3c 
JsTd9c6h5d AcKs8s5s4h JhJd7h6d3h Ks8h6h5s2c 
KcTh8h8d7h AdJhJc3s2d AhKs9d4d3s 9s9d7c6d5h 
KsQsQc6s3d Td8h8d6d6c KdQs8h6h3d AcQc8d6s6c 
AcTh8s3d3c AdKhTc9c3c KcTsTc6d5c AsQcJh3d3c 
KcQhJs9s5d AhQc7c6h2h KdJc6s5s3c AsJd5h5d4h 
JhJc9s9c4c AdKdJd7h7d As9s9d4s4d QsThTc5c4d 
ThTd9s6d2h KhJd9d7s5c KsQd8h5s5h KdJs8s8d4d 
AsKd8d4c3c QhQc8d7c2d Qd9s8s7d4c KhKcJd8h3h 
JcTsTd9d5h QhJdThTc6h QsJs9s8h6d QdTd9c5d5c 
QdJc9s8s6h AcTsTh9c2c Ks9c6c5s4c AsQh8c7d2s 
AcQdJc8h2c Ah8s8c7s7d Jh9h8d5s5d KhJsJc7c5c 
Jc8s8d5d4s KsKh9s5s2d Kh9d8c6c3h KhJsTs9s4c 
AcJhTs5d3s KsTc7d7c6h Qs9c8c7s4h JdJc9h5h2c 
KhQsTd7c3h 9c8h8c5d4h AhTd5d3s2h AsQd7c4s3h 
QsTd8c5s4h Js9c7h6s4c As7s5c4h3d TsTc6h6c3h 
AdTh9s8c5h AsKhJc8h2d AdKhJs5s5c Th9h9c5h4c 
KdTc8h6d2h QcTd8d4c2h AhKd9d6c5d AcJh7c3h2d 
As8h7s2h2c QsThTd3s2h Qc9s9d7h7c KcQsTs6d3h 
KsQsTd9c2s JhTs7s6c3c Kc7d5d4h4c JhTs7h6c4d 
8h5s5h4s4d Tc9h8d6d3c KdQcJh7d5d 7s6d5s4h3h 
Tc8h8c7c5h Ah5h5c4s2s JcTd8s7h5h KsKc8s6s3h 
KsTc9d3s2d Ah7h6d6c4s JcTs8h6d4s Tc9h8h7h4c 
QcJdThTc3c Td7s6s5d4d KdTs8c6d2c QhJcThTd6h 
QhTs8d7s2h As9d8s4d3d JsTs7c4c3d KsKh9d7d4d 
KhJdTd9d4c QsJh9d7c5s AhTs7s7h2h As8h5h4s2h 
JcTs8d7d4h 9d8s7s6h4d KhQcJd8c2d AcJh8s8h7h 
9d8c7d6s5h KcQdTc7h3s AdKdJd5h2s Qc9c6h5d3d 
KsQsTd9c3s AhQc8d7s2h AdKs5h4c3s TsTh8d6h2s 
Qh8d7d5h4h JsTd8s6s5h AcKh8s8h2s QsQdTh4d2c 
TsTh8s5h3d AhKs7h6d3h QdJsJd8h5d QcTc7h5h5d 
AsKcQh9h2d Kc7d6c5d3c KcTd5d4c2h AhTs8d3h3c 
AdJd7h5h2d Qc9c6h5h3h AcKh9s3c2s KsJd9h9c7h 
AcTc9s9c6c Tc9s8c7d2s KdQd9s6d5c QdJh5h5d3h 
KdKcJc6c2h Kd9s8d7s4s Js9s8s8d5d JcTd7d6s3s 
Td9h8h7d3c QsQdTh8c4h 9s9d6h4h4d AhKhQh3d2c 
KsJhJdTc3c AhKhQd3s2h AsTc8d7h4c KhTs8d5s4d 
JsTdTc7h4s AhKd9c3c2h AcQc8d6h6c TsTh7s6c5d 
KdQs7s5c3c JsJcTs9s5d KcJh7c4h3h QcTs9c5s2s 
KhTs7h7c5d JsTs5h3h3d AhQs5d4c2h KdJsJc6s5s 
KhJhJd8s5h AhTc7h5h5d Tc9d9c6d3d JhTh7s5s3h 
9d8d6d5h4h Ac6s6h4s2c AsKs8c4c3s KhJdTc5h3h 
8h8d6d4h4d AcKc7d6c3s AsKdQs3s2h AhKsTs9s3s 
QcJs5c4h2s JsTc8s8h2h QhQd9s9d3d KhJcTh5h3d 
ThTc9s8s7s Ts7s7h6h5s AdQc7s4s4c KdTc9h9d5s 
9h9d7h6s6c QhTs8s6c4d AdQhJs8c3h QdJs9h7c6h 
QsJc8d7h7c AdTc9h5c3h KsTs8h4d3h AcKh7d3d2c 
ThTc9d6c2h QcTc9d6h5c AsTs9h9c4s 9s8c7s5s4c 
JcTdTc7c6c AcKcQd3h2c 8d7d7c6d5c AdKs7d6h3d 
AhJs6s6c2h Ad8c6c5s4s KdQc8d8c4c QhQcJs5d2c 
KcQh9c8s6c Jd8h7d7c5h Ah7h5c4s3d AdKc8c4s3s 
Ad8s6s6d2s AsJd4d2s2c QhQdTh4h3c AsJd8d5c3c 
AcKsQh4h3h AhJc9h5h4d AhJcTs9s2s Kd8c6c5d2s 
8s7c6d6c4d Ad5h4d3s3h AdQd6d5c4s Jd9h9d5c3c 
AcJd7c6s3h Qh9d7s5h4s KdQd7h6s6c AdJs7h5d3d 
Jc8s7s6c4c AdJh5d3c2c 8s8h5h5c3c Jc9d7c6s4d 
KsQsTdTc2h 8h7c6c5s3s Tc9h7c5h5d 9h7s6h6d5s 
KhKc6d3s3d KdQh8s7h4s AsQd9d7c3c ThTd8h7d2s 
KhTc8h4d3c JsTd7c4d4c KdQh9c8s7s KdJh9h4s4d 
QhJdTsTh3h KsTh8h8c7h JdJc9h5d2h Kh8d6d5h2c 
JcTc7h5h3c AsQdJc3h3d QcJh9c6h2d AhQhJc6h3d 
JcTc8s7c2s QcJc6h5h2d AsKcQs3s2h AdQdJd7d4s 
Jh8d6h6c5d QhJhTd5c3h 9s9c8s6h4h KhTh8d4d3c 
KsKd8s5h3s QdQc8h7d3h AhJc9d7h2s TdTc7c6s3s 
AdKc7h7c4c QsQc3h2s2h JcTc9s5s5c JsTs9c3c2d 
9d9c8c6h4h KcTh8c4d3h KcQd8s5s5c 9s8h7s7c5h 
KsJc9c7s2c KcJd9d7h3h KsTh9d8d3h KsJc6d5d3c 
Jd9h9d7c4c Td7s7d6h5h AhQsTs9s3s QhTh8d7h7c 
AhJs7d2s2h KdQhJc9c5s JhTh8c6s4d AdKd5s5c2h 
Jc8d7c5h5d JdJc9h9c4c QcJsJc8d4h As6c5c4s2c 
Kc9c8d7d4d KsQd6s6c3c 9s8d7s7h5d Ac7d6d4s2c 
QdTh9c4d2h Ac8h6c4s2s AsTc7d5d3c 9h8c6h5c3s 
QcTh8h6h2c QhQc8s4h3s KhJsJcTc3c KdJh8c6h4c 
AhQh6s4s3h AcKdQd2s2h JsJhTd8d4c KsJsTc8d3h 
Jc9c7h6h4d TsTc6d6c3d KsJcTd5s3s AhQdJs9c4s 
Kc9h9c5s3h QdJdJc6s6d KdQdJs9h5d AhKh4h4d2d 
AhTs9d6c2h AcQcJc7c4d KdQc6s5h4c AsTs8h5s5c 
AdKh7d6c3d QdJhTs9c2s 8s7h7d6d4s Tc9h8h7d3c 
KsTc9d5d3c KcTc8d5h3h QcJc8h5s2h KdTsTc8c3s 
KsQh8s8h4h JdTsTc9h6h 9c8c7s6d5h KdQh8s8d6c 
AsKcQc8d3h QhJhTc5s3h 9s9d7h6h6c QhTs9d3h3d 
AdJc9d6s3h QsTh8s6s3h AsJc9s6d3h QdJs5d3s3h 
AsQd6s5c4s QcJhTd7h5h AcKhJd8h2s AhKs9s7d3c 
JsTh7s4s4h 9s7d6c5s3d 8s8d5s5c3c AhQd7c4h3s 
Kh6h6d5c3d AsTd8c6s2h QsTc8s8h2c Ad9s7c6s6c 
JcTh8h6s3s JsJh7s6c5s QhQd8s7h2s KdJh7d4h3h 
Tc9h7h6c3h QsTh6h4s3h 8c7h7d6h4c Tc7h7c6d5d 
AhQh9d3s2d AdJdTd8s3d KsQdTd6h3c Kh8s8h7c4c 
Kc8s8c7h4h QsQhJs8d3c JsTs9c5d4h KcQh8h7d4d 
KhTd5d4h2s QhQc3d2h2d QcTs9c6h5c AcKc5d3c2d 
AcKc7d6c3h AcQsTs4d3h 9s7c6s6d5d AsQc9h8d6h 
AsJhJd3s2c AdTc7d5d2c AsQhJc3h3d Th6s6h4s4d 
AdKcJc9s2c JsJh6c4h3s JcTc5c4s3s JsTs8h8c3c 
AdJhJc3d2s AcKs6d4d2s AdKc9s3s2d KsJsTd8h3c 
KsQdJc7s2c AsKd8d5d4c KhQhTh8c3c AdJd9c5h4d 
KhQcJhTh2h QdQc8d4d3c AhQdTh8h3h Ac7h6h4s2c 
Jc9s8c5h4h QhTh8d7s7h KcJh9c7d7c KhQhJc9d3s 
KsTh9s3h2d KhQc8d6s5c AhQd9c8s6c JsJh6s4c3h 
QsJsTh5d3s Qh9d8h6s5c Qc9s8s7c4d AsTd7s5s5c 
Qh9d7h6d3d KhTs8d4h4d QcTh8d5h5d KsKc8s6s3d 
KdQd9s8c3s QsQcTd4c2h KcQsJcTc3c QcTh9h4s3s 
Qh9c8h7s4c 7d5s5h4s4h KcJhTh7s4h TsTc9d6s2c 
QsJsTs7s6h Qc9c6h6c5h KcJc6d5s2s AdQd5s4d2s 
Qc7s6s5c4s KdQh6c5s5d KsKd6h4d2d KhJs9s4c2h 
AhTd7c5c3d AcTc9h9c6c Ah6c5c4h2c KdTs8h7d2h 
KcTc7s7h6c Ah8d7h2d2c KsQh9s9c3c Ts9h9c8d7c 
QcJcTc5s4c KsJdTc8d4h 9h8d6h5d3s Th9c6s5h3c 
QhJh8d7h4d 9d8s7h6h5c AcQsJh3s3d KcTh9d6s3c 
Jc9h9c7s4s AcJd5s3s2c 9d8c7c5c4d AhQhJh7s3d 
Ah7h6s6h3s 8s8d6d5s3h QhTc8s8h2c Ts9h9c7s3h 
AdKh7s6h3c KhTsTd9c3h AdTd7s2s2c AcTs9c6h3c 
QsTs8c7s7d AcKdTh9h3h QcTs5c4s2h QhQd7c2h2d 
KdKc6h4c2c AdKs9s6c5s JdTs6h4h4d AdJh8s8d4d 
JhTd9h8h6h KdQcTs2s2c KsTs8d5c3c AdQdTd5h2c 
KsTh8d6s2d KhJhTh5h4s KsQhJd8h2d KcJs9h8s6d 
AhKc5d5c4c QsTd9h6d5c AsTd9s4d2s JhJdTc9c4s 
QsJsJd5s5h KhTh6c5s2c Ks7s7d6s4d QcTsTh6c5c 
QdTc8c6d2c KcTd9s9d6h AsKdJd7d3h QhTd8c5d5c 
Ts8s8h5s5h QcTh9s4c2h QcTh7s7h6d JcTh6d4c3h 
QdJh6s6d3h Th9d6c5c3d As8h8d7d7c JcTd7c6s4h 
QcTs5c4s3c QdJs9c8s2c 8s7s7d5d4d 9s9h7d5d3h 
Th7h7c6c5h QsTc7c4c3s KdKc9s5h4h AcJsTd7c2c 
Ks9c8s7c3d QsJsJc5s5d QcTd7d4d3c Kh8s8h7d4d 
AcJhTs7c2c QsJc9c5s2c QhTh9c3s3c Tc9d7c5h5d 
KsJhTc8d5h AhTc6s6h2s AsQh7s7c2c 9s8d6h5s4h 
Ac9s8h7s4h KhTsTc9d3h KdTc8d6s6h QdTc9s9c7c 
AdQcJs4d2d Td9c8c5c4d KdQdTd9s2c JdTh6d4h3h 
AsQsJd9s6s Th9s8s6d3h QsTc9s6d5s KdTh8c5d3c 
AsTs8h4d2c AcTc9h9d4c JdTsTh7c4d QcTc8d6s6h 
AdJsTc6h4s AsQc8c5d3d AhKcQc2s2d AhQdQc8s2c 
Qh9h8s7s4c KcTh7s7c5d KhQh9s6s2d QsJd8s6d2h 
TsTc7d6d3c 9d9c8h8d5s ThTd6s6h3s QsTh8h6s2h 
AcTs7d5d3s QhTc9c7h2c JsTd8h6c4d KdJc8s6s4c 
JhTc6s6c3h KsJcTd6h4c QcJsTh5d3h Tc8s8c7c4s 
Jc8h7s7h5s Kd7s6s6d5d 9h7h7c5c4s KhQd8s6s3h 
KcJdTs9d5d KsKh8s6s3c AcJh7h2d2c KsTc8h8c7c 
AsJdJc3h2s JsJhTc2d2c JcTd6d6c4c AcQh8s8h6d 
AdJc9d6c2d KdQhTd9c5d QsTc7h7c6d JsTd7s6c4h 
9h8d7d6s4h JhJc8s6h5h KsTc8d4s2c AdJdTd8d3s 
Jh9s9h5s3s JdTs6s6c3d Tc7d7c6d4h 9d8d7s7h5h 
Kh8d7d6c3h QcJsJc4d3h Ts9c7s7c4d AdKd6s6d4c 
KdTd8d6h5s KcQh6s5d4h QhTh9s7c2s AsQhJc5d5c 
QsJd5s3d3c Kh7c6h4c3d 7h6s6h5s5h Ts8s8c7c4c 
Jd7s7c6c5s Ac9s8h8d3c 9c8s7c6h5d 8s8h6s5h3c 
Qh9s7h5s3d 7d6c5d4c3s QdJdJc3s3d AhQdTs6d6c 
AcQs8s8h6d 8s7h6s5c3h KhTs9d6c3h KcJsJh9h5d 
KdTh9d8s5c JdTc7s7c3d QsTh8h4s2d AsQs8c6s6h 
AcQhTh9h3h QcJh9c6h2s QhQc8c7d3d JhJd9s9d4d 
AcTsTh8d4s AhJh8s6h4c KhQsTc7d3h KsTh8h4s2d 
QsQd6h5c3s KcQhQcJc2c KdTs9s8c2c AcJs9h8d5h 
JhTh9c7s4d Kh8d7d6s3h KdKc9h4s2d JsTd7h7d6c 
KcQd7h7c3d Kd8c6d5c3s Kd9d9c8s7d KdJs9s7c3c 
KsQdQc9s2h Kc9s8h7s3c QhTsTc6d4s KsTd8s5s5d 
KsKc9c5c2h AsJs6h4s4h QhJd8c5c2h QcJh6h4c3c 
Td9s8s7h3d QdJh9d4d3h KsTs6d5c2d 9d9c7s6c5h 
8h8c7s7d6h KcJs9c4s3c Kh7d6h5h3d Qh9s9c7h7d 
JsJc9h7d6h QcJd9d8s3s JsTc9c5s2c AdKh9c4c3h 
KdQdTd6c2c AhTc8d4h2s Th9d9c7h3d 9h9c5d4h4c 
KhQh9s5c2s QsJsTs9c3d JdTs8d5d2s JdTc6h4h4d 
AhTd8d7d5c Kc6d5d4s4c KsKhQd4d2d Qs9d8d6h2s 
Th9c7s5c4s AhKh5s5c2d KhJd9d7c3c KdJcTc9c4s 
Jh8c7c6h4h KsQdJs6h6c JdTd9c7h4s Jc9s9c8s4h 
AsJcTh7s2s Ts9c6h5s3c QcTc8h7d3h QcTc9h5d2d 
QsTc6d5d3c QsQh7c4h3c AcTd8h7s4h QdJdTs7s2s 
JsJc9h5h2c KhTd8d4h2c AsJs9h7s3c QsTs5c4c3s 
KdQd9h8d6s QdTc5d4c2s AhKhJd6h3s Td9c7d7c4s 
KhJc9h7h7d KcTd8s4c3d KhQdJs9c2h Qh9h8d6s3d 
Ah8h7h7d6c QhJhJc6h2c 7s7h6h6d5c AdKh5s3h2s 
KdQdJs8s2d As8d5d4s2d AsJs9c5d4s JsJcTc6d2d 
QsJdJc8s4h JsTs8c6d4h JsJd7d7c5d Js9h8s7d6s 
9c8d8c7c5d QdTc6s5d2c QhQd9h5s3c AhJhTs4h2c 
QcJdTd7c2d JcTd6d5c3d Qc9s9c5d3s AsJc5s3h2h 
7c6d5c4d3h KcJd9s8d6h QdTc8d5s3s AdJc9h7s5s 
AcJdTh9h2h QhTh8s5d4c 9s9d8d5s4c JsJd7h5s4c 
QdJc8h7d5s JsJc8h8c4d QhQd8s7d2s 9h9d8c7h6s 
KsQd9s8c6s KdQhQdJd4d Tc9s9d6h6c KcTc8s8c6h 
As7d6s6h2h KsKdJs6s2c TdTc9s8s7s AhQhTh5s2c 
AsJdTc5h3c KhKc9c5c2s Ah8h7s7d5h QsJc8h7d7c 
KhQh8s7c5d 9h9c8h6d4d AsJh7d6s3c Ad7h6s4d2s 
KsQsQcJs3s QdTc6c4d3c KhQs9h9d3d Tc9h6s5c3h 
AsKcQc8h3d 9s7h6s6d5h 9s8h8c6c4s Js9s7d6d4c 
JhJd5s4s3h JsTd8s8h6s KsJs9h8d6s QhTd7h6d3h 
Th7s7h6c5c JhTd9c4d2c Jc8s7s7h5h QdJhJd4s3c 
Ac6h5d2h2c AhJs8h6d3c QcJh8c7h3d KhTd9c8c3d 
AhJdTc6s4d QhQd8c4h3c QcJh9s6d5h 7s6s5h4h4c 
9d9c8h7c6s KdQhJd6s6c AcKsQs8h3d QdJc5c4s3s 
Jh9s7h6c4s Ah5s5h4c2c JsJc6s6h3h Td8d8c7s4s 
AdQc7s6d4d Kd9d9c8s4c QdJh5s5d3s Ah9s9d8c3h 
KcTsTd4s2c Qd9h6c5d3c 8s7h6h6c4c Kd7c6d4c3h 
JdTs9h4s2d ThTd9d5c2h 8h8c5s5h3s Jh9c8d5h5c 
Qc8s8d5c4d AdQh7s7d2s QhTh8c5s4d KhJs8s8h4h 
KsJhTd8s3c AhKc7h3s2s Ts9d9c7s3d Kh7d5d4s4h 
KhTs8d4h2s Js9c8s7h6s QhJcTsTh6h Ad8s8h7s7c 
KhTc9d5d3c KhTh8h6c5d KdJhJd8c5d KcQsQd8s4h 
Kd9d8s5s4c Ad8s6d4h2h JsJhTh7c3d JhTc7c6d3d 
AhTh8d7h4h QhTs5c3s3h KsTd9s8s6s Ah6d6c4d2h 
JsThTc6c2h AdTs8h6d2c QhJs5s4c3c AdKsQh9c4h 
KhJdTd9c4d AhTd9h4d2h AhKcQd9s3d TsTh9h5s2d 
AsJsTh7d2s QdQcJs5s3s AsKh7c6h3d 7d6d5h4h4c 
AhTd6c4h2c AcTs8h6c2d KcQd4d3c2s KcQc9h8c6d 
Ts8s8c7s7d TsTd7c6c3d Ad7d6s6h4c AcKcTc9c2h 
QsQdTh7c4c Qc9d7s6d3c AcQs7d6c4c QcTsTd6h4s 
KdTd9h6d5s KsJcTs5s3d Ks9d8s7d3c AhQs7h7c2c 
JsJd8s5d3s KhJs9h8d6h KcQs8c7s2d AdQdJd4c2s 
AhKh5s5d2c AsQhJh8h6h QhJc9c6h2s KdJsJcTc3c 
QdTs7c4s4d 9d9c7h6c5s AsQsJs4s3h KsQs9h8d3h 
AsJc6s6d2c KsQsJc9h5s JsJhTs8s5d AcJc9h7c3d 
9d7s6h6d5h AdJhTd6c3d JdTc6h6c3d KhQdTd9c4s 
KsQcTd9s4s Kd7c6d4c3s 9h9d8s8c6c Ts8s8h7s7d 
AsKh7s6c3s Kc8h7d5c3h KsJh7d6s5s KdQh9d8s8d 
KhQcJs7c5c KdQc7c5s3s AcJd9h7s5h QsJh5s5d3d 
JdTs6c4d3s Qd9c8d6s5h KhQdTd4c2c KcQhJh8h6s 
KdJc8c4s3d QcTc9d5s2s KhQhTh9c2s Th9c6d5d3c 
AcTd7c5s5c QdJs9s6d2c KcTd8h4h4c AcQs6c4d3h 
9h8h8d5c4d Ad6h5s2h2d Kd9c8c6h3d AdJd5h5d3h 
Jc9s6c5d4s Ac8s6s5d4d AhKs5c3s2c QhJh6s5s2c 
KsQdJc8d2c JdJc6s6d3s Ad6d5d4h3h Kh6h6c5s3c 
AcTd7d7c2c AhKsJc4d2s As9c8s6c2s KsJsJc8h5s 
Ad7s6d6c2c AcKhTh4s4d KhKdJs8d2d Jh9h7s6d5c 
Jh9c8d6d6c 9s9d8h8c6h AhTh9h9c6h Kd7h6d4h3s 
AhJsTc9c2c KcQs8c7s2h As9d9c8h3s Js8h7s5h4s 
KsTc8d7s2d JdTc7h5c3h TsTd8c6d2s AsKc5d5c4c 
KhJh8d6d3c AcKc9d7c3s AcKd9d6d5s AsTdTc8c5c 
JcTs9c6c2s KdTs7h7d5c Ah6d4s3s3h 8c7s7c6c5s 
JcTs7h5s3h JcTs8h8d6c KcJs6h5h3s Kd8c6h6d4h 
QsJc6h5d4s Ac5d4c3h3d KsQcTc4d2d KsJc7s7h3c 
KdQdJh8h3d AdJc4c2s2d QsJh9h7s2c Tc9h9c8d4h 
AcTsTd7h5s AdQhJc9c3s KhQcJs7h2s Kh9h8d5d4s 
Jc9c7s7c5s AhTd8c2s2h KhQhTs9c3h 9s8h8d6h4s 
AsJh9d4c3s Ad5d5c4h4d AhKd9h7h3s AsJh8s8c4s 
JhTsTc9h2d QhJs8h6s2d AdKs9s7c3h JdTs9c6h5s 
Qc7h6h5c4c QcJs8h5h2c Ad9s8c7s4c AcKh7s3s2c 
Td8d7c5d4c 9d8c7h5h4d KhTh9s6h5d JsTdTc9d5h 
KdTs9d7s2d JdJcTd9d5s JcTs8h8c6c QdQc9h9c3c 
Ad6c5c3h2d 9d7h6s6d5h AcTh9s6d2c AsJs5d3d2h 
KdQcJh8c2h Qs8c7d6d6c Qc9c6s5d3d QsQd8c4s3c 
KdTs9c6h3d AcKh6s4s2h 8s7h6c5s3c KhTs6h5s2s 
KcJh8h5c2h JsJhTd5d3c QcJc9d8d3d AsJd9s6d2s 
KcJs9s7h5d KsJs8d7h2d QsJc9c8d5h QdJd9s4h3s 
QdTd9s3s3c AcQsJh7s4s AhKhTh5h3c QdJsTh9c3c 
KdJs9s8s8h 9d9c6d5d3c Th9s6d5d3s AsJs9h5d4s 
AsKcJc6h3d Ts7s7h6c5c As8s6c4h2c KcJhTs8d5h 
TsTd9h8h7h KdJd9h8c6d KsJc6d5c3d KhQdTc2d2c 
KdTc8h5c4h AhQdJs9s3c QcJd8h7s7d KsKc7c6c3c 
QhTs8s4h2d AdKdQd8c3s KsKcJc6c2d KsQhJs9d3c 
JcTd7c6h4s Ad8s8c7s7h KhJh6d5d2c Qs8s8d6d4d 
AcQc6h4h3c AhQd5h3d2h AcTh9s8d5s 9c7d6h5c3d 
QcTh8c6h2h KsKh8h5c3h JdTc6h4h4c AhAdAc3d2s 
QcTc9c7c6d KcQh6s6c3s Td9d8s7s3h AcKs9c3c2s 
AhQd6h5s4h KcQsTc9d5c KsTc8s4c3h KdJdTh6h2d 
KsQhQc8h4d Ac9h9d6c2d AsKc8c5c4h QhJsJd4d4c 
QsQcJc8h3d TsTc8d6c5h KcQc8d7h5s KhTd6h5d2d 
Ac5s4c3s3d Ah7h7c6s5h QsTd7d7c6h QdTc6s5d4h 
QsQhTc8d4c Kh9s9h8d4s KhJsJd2h2c KsQd9s8s8c 
QhJs9c6d5s JcTc9s3s2h Js9s7c6c4d QdTh8s5d4c 
Ac8h8d7s7d KhQhQdJh3h JsJhTh8h5d AsJc7h2s2c 
AhTs8c3h3d AsQc7h4h4c KdQdJh9s5d QcJh8c6s2h 
KdJsJhTh3h KsJdTc5c4c QcJs9h7d5c Jd9s7c6d4s 
QsTd8s5c3c AhKh7h7d6h QhTh9d4c2d KhTd8c4h3d 
Qh9s7h5d4d Jd9c8d7s6d As6d5h2s2d KcJhJd7h5h 
KhJsJd9d5c AhJc7d2h2c Qd9c8d7h4c AdQs7h6h3s 
KdQhQc4h2s AcKcQc8s3d KdQsQh5h2c QcTc9d6h3s 
AhJd9s6h3c 7s6s5d4d4c Td7h7d6h5d AcQdJh7s7d 
QdThTd7h3d AhKhTh9h2s QsTh6d5s4c 9s9d8h7d6c 
KhTdTc6h4s AsKd9d6c5d AdKd9d7s3c Td8s8h5s4h 
JhTsTc9s5d KcTh8h6c3c QsQd7h2s2d AhKc7c6d3s 
KcQsJd9h4c Kh7c5c4h4d Kc9d8s6s3c 9s9h6s5s3h 
QhTh9d6s3c AsQc8h7d2s Tc9s8s5h4h 9s8d8c6d4s 
KhKd8h6h3c JdTc8h5h2c AdJd9s3s2s KsKhQd5c2c 
Js9s8c5d5c KcTdTc6h5c Tc9h9d8s7d KcJs7c6c5d 
QhJs8h6d2s AdQs9d3s2s Jh9h8s5s5d AdJhTh8h3c 
AcJd8d5h3h KhTc8c4h2d AsTc9h4h4c JsTs8d8c3d 
KhQcJc8c6s QsTc8c5s3c KcQhQd8h4s 9d7h6d6c5c 
AcKh8h4s3s KcQh7s7c3h AhQh6s4d4c Th9h6h5c4c 
QhJc8h6s2c QsTs7h5h5d As9h9d6s2d Td8h8d7d5h 
KsTh8c7c6c TdTc6h6c3h QdJs8h6s5c KhJhJd8c5h 
JhTdTc9s6s AdQcJh3s3c JsTd5s5h3h Tc9h8h6s3c 
AdQh7h6d2d QdQc9c5s3h AcTs9c4s2c KhQc8c5h3h 
Kc5s5h3h3c AsKd9c4c3d AhQh8c5h5d Ah7s7h6c3d 
KdJd9d6s4s KsTc8s5d4h As9h9d8c3s QsQh3s3c2c 
KhQhTd9c2h Ac8d7c2s2d 8s8h6h5s3d Th9s7s7h4d 
