Qc9d8c6d3d 
JsTdTc8h4h AhQh8h7d4h KdQdJd8d8c AdKdJs6c2d 
JsJcTd8h2c 9c6s6h4s4h KhQs6c2s2h 9c6h6d4h4d 
Kh7h6c4c3c KdJsJc5c3h Ah8s5h4h3s KsQs6s6c3c 
9s9c8d6c5c QsQcJs5d2s Ac7s7h5s5d Ad8d7c3c2s 
9h8h8d6c5s QdQc7d5s3h KhQd9h9c5s KsJcTs9s5s 
QsQh8c5c4d JsTc9h6h6d Th8s8c6c3h Kh8h8d5h4d 
KhJsTh4h2c KhTd6d6c2h QsJh9c5s3d AcJs7h6d5d 
9s8s8d6h6c As9c6c4h2s TsTc8c6c4d AsTs9c3d2h 
QsTs8s7d5c Jc9d8s6s2c KcQc5d4s4h AhQd9c6d5d 
KhTh9s4s4h KsKd8d5d3d AcTc9d4h3c Ad8s8c5h3d 
9s8d6d5s3d Tc8d7h6s5d Kh9h8c6s2s 6c5s5h3h3c 
QdQc8s5h3d QhTc9c6c4s KcJh9s8d5h Jh8d5h4d4c 
QdJh6d5c4d QcTs7s6d5s Jc9h8c7d5c Kc7c6s6d3d 
QsQc9s7d3h 9s7d5s5d4c QsJd9d5h4c QdJd6c5s4d 
Jc8h5s4s4c AdQh9c8h3s KdQsQh6c2h Td9c7d6h6d 
Ac8c7s3s2h ThTc8h7d3d JsTs7c4c2d 9d7s6d4s4c 
Th9c7h5h5c AdTh7h7c6h JcTc6d5c4h AdQh8d3h2d 
KsJh7h5c4d KdJs6d3s3h JcTd5s4s2d AhJh7d2d2c 
AdKh6s5c4c Ah7c6d6c4d QhJd9c6s4h Qc9h8h7s2c 
QdJc8s4s3d AsKs9s6h6c As8s5s5h3h KdJc9h7s3d 
7d6h6c5c3h Kh9h7c5h5c Kd8s7s6s3d KcQcJh7c5c 
KsJsJc9s4h QdQcJh9h4h QhTd8d6d4c KcJc7s6s2h 
KcQh7s5d3c AsJs9s9h2c QdJh9c6c2h QhQdTd5c2d 
QsJh9c8c5c KsQcTh5s2d AsJhTc4h3h ThTd9s6h4c 
KhQs7c6s4d KsQh9c6c2h JdTs7d4s2h Jd6s6c5c4d 
KdQh7s6h4c Th7c5c4s3h 9s9h8c6c3h AdQh7c2d2c 
QdTs8s7c5s KhQc9s9d7s KcJcTc8c5h JhTd6s5d4d 
JcTs7c4s2h 8s8d6s4h2d JhTd8c7s4s JsTc4s4h3h 
KsQc7s6d4s 9d8s6d4s4h Th9c6s6h3s Ts8c7s5s5c 
AcTs9d6s5h Ah5d4d3h2d QsJsTs5d2c AdThTc5s4c 
Jh9s8s8h3c Ac9d5h3d2c AsKs7s7c3d AdKhTc5s3s 
AcQd9s5d2s AcKs8h7d2s KcJc9s4s4d QsThTc8d5d 
JsTs9c8s2h Kh9h8h7s5d QsTd8h5d4c Jd8h5c4d4c 
QdJh8d5d4s KhQs6d5s3c AsTh7d7c5d QsJhTd7h3c 
Jc9c5s5h4s AsTd8h6c5h Qd9h7h5h3d Tc9c7h6s6c 
Td8s8d7c6d QdQc9h6c2s QhTh6d4d2s QsJh6s4c2h 
QhJsTc8d2s Ts9d7d6c5d TdTc8c6s2s Jc7h6d5d5c 
QdTsTh8d5d Jc8c6s5d3d QcJh8c5c4s TsTh8h6h2s 
AcTs8c6d3c Ts8d8c6d5h AdQcTh8s2s KdTh8h8d2d 
9s8c6s6c3h KcQd9h5c4s KhJs5h4s2h Ad8h6d4s4c 
Td9s8s7s3d KcTh4h3h3c 9c6c5s4s3d JhTs8c6c5c 
KhKc8h5h3h Ts9h7s6d5s Tc8h8d6d3c KhQh6s6h3s 
KsJcTc6d3h AcJd7h6s5s KcQs6h5d4d KsTh9d7d5d 
AdJc9h8c4s QhJsJc6d3s 9c8h7h5h5c JsJd9h4d4c 
AsQd6h6c5d Qc7s7h6d6c Jd8h5d4h4c KhJc8s4s3h 
Ac9c5h5d2h QhJdTh5h3h Js9h8s8d7s ThTc6h6d5h 
KcQc7s6h4c Tc9h6d6c3d KdQdTs4h3d Ts8h8c6s3h 
Kh9h5d4s4d KcJcTd2s2h TsTd8d6s2d 8s8c7h6s3h 
JdJc9c6s2s JhJc6s6c4d JsJh9h6d2d 9d8h8d6c2h 
AcTc5d2s2d AsThTd5d2h AcQd7d4h3h Jc8d5h4h4c 
Ah8d4h4c2d As9s9c4c2c Jh8c7d5c3h Kh8s7s7h3d 
Td9h8h7h3d KdQdJd7s4h As8s5c4h3d AcJd9d8h3s 
AsTc7d5c4h AdKh8s7c2h KsQsTs9s5d Jd8s8c6c4s 
AsTs8s6h3c KcQs7c6h4c As6s5d5c3h AhTh5s2s2d 
Ac8c7h7d3s QdJd5s4s2d Js8c7d5c3s Tc9c7s6d6c 
QdTh6c5h4h Jh9h8h5s3s AcQcTc6s2d KcJsJd5c3c 
AhKsTd3s2c AdTs9c6s5h AhJd9s9c5c 9h8h8d6s2d 
AsKcQd3d2h As9d8d6h4h AcJdTs3s3h KhQcTsTd4d 
JsTd9s7s5s AhKc9s9c4d QsQh8d5d4c AsJd8d5d5c 
AsQh9s6c2d KsTh7d5s3c JsJd9d6c2c KcQh6s5d4d 
KcQdTh8s4h QsJs7d5s3d AdQs6d5d3c KsQc5h5d4s 
QsJdTs5s5h KcTsTd9d5h Jh8s6s5h3c Tc7h6d4h4c 
QsJsJc7s5s Td9c6c4d4c 8d8c5c4d2s Qc7s7d6h6c 
QsJh8c4s4c Ts9h9d6h2d QhQd8c6s3d Kd8s7s7d3h 
QdJd7d5c3c 9s9d8h6d5d KhKd9c6c2s AsQc7d2s2d 
KcJh7c6c4s AdQh6s6d4d Ks7s6h6d3h 8c6h5d4d3c 
AhJh8s5d3h AcJs8d7h4d KsJs7h7d3d KdQcTs5h5d 
QsTd7h6c4d Kc8s5d4d4c AcQcTc4s4c Ad7h5d3c2c 
QcTs7c4s4c JcTs5h3c2s KhJh9s4s4c AhTc7s6d5s 
AdQc6s6c3s AcQs9h8s3d JhJd9c4d2c QdTc8c6s6c 
AhJcTh4h3h AdKh7c4s2d 8d6s5s4d2h QcTs8d8c4h 
KsJd7h5c4d Qc8s6h5c3s KsThTd6c5c QhJc9d3c2h 
QdTd7c6c2h JcTs7h5h2c ThTd8c7c3d AsJd9c4d4c 
Jc9c8d7h2d Kh7h6d6c3d JsTc8c6c5c Jd8s8c5d3s 
Ac8s5c4c3s AdQdTd4d4c Ad7c4d4c2s KhTh9c6h3d 
AhTh7d4s3h JhTs7c5d3h AdQh6h5c2c Td9h8d6h2d 
KdQh7d5d4s KcTh9c7d4c Jc9c8h7d2h AcKs7h4d2c 
KdTh9d2h2d KcQcJh9c5c AdKc9s9c4h Kc8h7s7h5s 
Kc9c5h4s4h 7h6s5d3s3d Kc8s7c4s4d Js9d8d6s2c 
QsQh9c5c4d AhKc8d7s2c KdJc9h3h3d JhJd9s9c2c 
AdJd8c5d3h AcQc8h3h2h Ac7h7d5s5d KdJh8c4c3d 
KdQd8s7c5d KdQcJd7h4d Td9d7c4h3c 9s9c5d4d3s 
As9h9d3s3c KcJsTc4c2d QhTd8c5d4s QsThTc9d2h 
8c6c5s4s3c Qd9h8d7h4h AsJh4d3s3c 8h8d6d4c3h 
Kd8s7s7h5h 9h9d8h5d2s QhJdJc9s2c KcTh7c3h3d 
KsJs8h7s6s KdJc9h8c6c QsQh8d5c3h AdKs8c7h2s 
Qh9s9h6h3s Ad9c7h4d2h JhJc6d4d3c JsTc8h8d5s 
Tc9h7d4d3h KhTsTc9s5d KhQsTc5h2d AdJh4c3s3d 
QhTc5s3s3h KcQsTd5c2h 9d6d5c4c3h Qc9d6c5d2s 
Ad9s5s3d2h QcTd8d6h6d QdTh7s6h5h JdJc9c5c4s 
Qd9h5d5c4h QcJd9s5d4h Kh8s5c4h4c KsQs9d4d2h 
9c8s8c6h5d Kc9s7h7c6c KdJd8h8d7d Qh9d8d5c4c 
AcQc8c5c4h Th9c8s6d5s AsJsJd9s3s Jc9d7s6c5c 
KhTs6s6d2h Kd8s8d7s2c Tc7c5s4d3s KsJs6h4h2d 
AdJh9d4c2s KdQsTd6c2h KsQs7d5h4s KdJc8s4s4d 
KcQh4h3c2h QhJc7c4h3h QsQd7d5c3h JcTc6s5c4d 
KcJd8s6d5h JhJd9s4h2s KdQs8h7h2d AdTd9h4s3d 
KhTsTd6c5c KsJcTh7d3h ThTc8s7c2s Td9d7s4h3s 
Ad8d5h3s2h TsTh7s7h2h Qd8c7h7d4c 8s8c7c5s3s 
Jh9d8h5h3d AhTc9s3s3c QsJd9c3d2s KcQsJs8d4h 
AhJd7h5h4h KcTd4c3s3d Ac8c6h6c5s JdJc9s6s5s 
Ad9h6d4c2h KdJcTc6s6h 9h9c6d6c4c 9s9d5d5c2s 
Td7s6s5d3d 9s8h7d6d2s QdJd6c5h3s Ac9s7h7c2d 
AhQh7h7c6h JsJh3h3c2s 9h8s7h7d4s Tc9d8d5s2c 
QhTc9s4s4c Kd9d6h5c4s QdJh8d5d4c AhTc8s6d5s 
AsKh7s5s3s Kh9d8h7s7h AdQh8d5d3c KdJs8s7s5h 
AhKd6h4h3s Kc9d7h5d2c Kd9h8s5h2d 8c6c5s5h4h 
QdTc8c4s3s AsQd7c6c5c KcJdJc9c6c JhTd8s7c4c 
JdTh5s4s2h JdJc6h6d4s JdTc9h6h4s QsTs9h9d5c 
8s8c6s4c2d Jc9h8c5h2c KsQh9s9d5c AsQsJs9d2s 
QdTc4d3h3c JcTdTc2h2c Td8s7h6s3h Jh7c6s5c3h 
KdThTc9c5s KcJs8s7s5h KhQh9s5s5h JhJd6h6c4s 
Ts9s7s7h4h AsKc8h3s3d JdTd9d6s2s KhKdKcQc9h 
KcJc9s3s3d Ac5s5d3c2d AsJh8c5d4c Tc9s6c4c3s 
ThTc5h3h3c Qd9h8h5h3d KcQdJh3s3c KcQs7h3s3c 
Kh8d7c5c2h AsKc7h4s3s Qc8c6s5s2d KcJhJd9s4h 
Th9d8c7d5s Jh8s7d5d3h QhJc7s5h4d Qd9c7d6d3c 
QdTd8d6s6c KsTs9h7s3c QsTh6d5h4h 9h8c6h6c3d 
QhJh9s9d5c AsKhJd8d2c AcKc8h4d4c QdJdTd5c2h 
KsQd9d9c4c QsTd7d6h5d AcJc8d3d3c Kh9s7s4d3h 
KdJs7s6c5s KhTd9h7c4h KdJsTd5d3d TsTh8c7s2c 
Kh9s9c7s4c KsQhTh8h4c Ts9h8c6d5c AcTdTc3s2h 
Kd9h6s6d3s Jh9d8s8h2d Ah7h7c5s2d AcJc7h3h2s 
KcJh9h5s2s KsTd8c6d3c Js7d6s6h4h QsJh8c6h6d 
Qh9s6h5s2d Ac9d9c5d2c QdJsTh6h3c QsTd9s3c2c 
KhJh6s4s2d AcTh4h2h2c KhQs9h6d6c AcTc7c6h5c 
QhTc5h5c3h As9s4h4d3d Qd9d8s7h7c Ks8d7s7d3h 
AhKh8c4s4h KhQsJd6h3h AhTh5d2d2c QcTh8h8c2c 
AdJs8s8c2c JsJdJc9d9c Ah9h5s5c2c KsTh7c6d4d 
Ts9d9c8c6c Jh9h5s4c3s JhTc9s6s4d AhQh8h5h4d 
Ah9d5h3d2d JdTsTh7s3c AsJd9h6d3h AcKh7s4d2c 
QsQh9s6d3s Jd9h9d7d3h KhTh9c7h5h QcJc9s2s2d 
KhQd4d3h2d 8s8h6h4c3s KsQcJd6h3c Qs9c6h6c3s 
As7d7c5h5c 9d9c6h6c4c Qh8s7d5d4s JsJd9s5s4c 
Jd9d9c8c3d 8s6d5d4s2c 8s8c7s5d3c QhTh8h6s6c 
Td9h8s5s5h 9s9c6s6d4s Th8h6c5d3c 7d6s6c5s3d 
Tc9h7d6s4c Jh9h8c6h4c KhJhTs9h4h Th9s9d8d6d 
Ks9c8c6d4d QcJsJd9h4s Js8h5s4h4d AhJc9d2s2h 
KhQc8s8c6d AcQsJh6s3d KdQhTs6c3s AdQh9s8c4h 
AsJd9h9c5c Jd7h6d5s3s QsTc6s4h2h QhJdTc7d3s 
Kh9d7s4h3d JsJh3s3d2h Th9h8d6h5c AhKsQd3s2s 
QcJc8s5s2c KhQs7h6c2c AhKs6s4c3d 8c6h5h4c2c 
KsQs7c5d4s Ad6h6c5c4h Jd9h7d7c3c Jd9h8d6c3c 
KhTh8h7d4s KcQsTd7h3s Kd9h6d6c3c AdKsJc9h2h 
AsQhJc2h2d AcKdQh3h2s KdTh9s9c5d Js9h8h8c3s 
As7s5c3c2h AcQd7d4s3s 8d6s5s5d4d AdQh9c4h4c 
Jh8s8c6s4c KhTh9s7h5h AhTdTc5c4c Jh9h9c7h5s 
KcQcJs9c5c KcQh9d6s5s AcKs8d7h2s AdQd8h5d4d 
9h8s8c6s3c Td8s8d7s2h AsKd8h7c2d QhTs7c5s2h 
QsTd9d6d4h Jc9c8s7d2s QhThTd3d2h QhQc9s7d3c 
8d7h5h4d3c KsJd9s6c4h QdTd9s3h2h KhJh8c7h6h 
JsJh6s5s4c Kc9c8h5h3h AhKhQh7c2s Ts8s6h5d4c 
QcTd6h5c4c Jd8s8c6s4c KsTd7c5s3h Jd9s8s8h3d 
QhQc8c7d4c QdJc9d7s5d Qd9s8d5c2s KhKdQh8s2h 
KcJh7s6h6d AhTh8h6c3s JdTs8d6d5d KcQc5c4h2h 
AhTd8h6c3h KsQcJc6c4c AhJc6h4c2h QhTh7c6c2s 
TsTc5s3s3c QsTdTc9h5d KhJsTc5s3s JsTh6h5h4c 
AhTh8d8c3h JhTs9d7c4c Js9s8h5d2d AhJsTd4s3s 
KsJsJd9s6s Ts9s9c6h5s Qd6d5c4h3c Qs6s5d4h3d 
KdTdTc8d4s Ac8c6s6c5h KsTc7h5s3d AhQh7s7h6h 
AdKc4d3h3d JdJc8h5c4c AdTs7d4d3c Th9s7d7c6h 
JsTs9d8s2c Th8d8c6h3c JsTs6d6c5h Qc9c8h8d2h 
KhTd6c4d3c 6h6c5c4h3d KdTc9d7s4d Ks8s8h7h3d 
QcJc9c5d4s AhQsJs3d2c 8h6h5d4d3h JcTd9s9h2s 
Ah9s9c4s2h AdJc6c2s2d AdQh9s7s5s JhTh6s6c5d 
AhTh9c4s3h AdKhJs8s2c KsThTc6s3d QhTdTc7s4c 
Js9c8d6d2s KdQc8d7d5h AhQs7d7c3h Tc7d6c4s3d 
QsJcTd7c3h KhTc7d6s4d KcQc8s7h5c Qc9s8s7s2c 
AdQc7s2s2d KhTsTd6h3c Kd9s5s4d3c KsQcJh4s3s 
AhQd7s7c5d KhQh8c7s2c 8h6c5s4s3h AhJd9d8s3c 
Td9c6d4s3c Kd9s6c4s4d Ad9h9c6d5d KhJd9s8c5d 
KcQc9h8h2c Ts8h7d6c5h JdTs7s6h2d 9d7h5s4s3d 
KdQs8c7c2d Js9h9c8h7h 8s7c5s4s4c KsQcJd3s3h 
AhQcTh7h3h Th9h9c8h4c QcTh8s8h2s KhTd7s6c4c 
KcJsJh5h3d AhQh6d5h3c QhQc9c6d2s KhQs9s6d2d 
KhJsTs6s4s AsTh8h8d5h Ac9h5s3h2c 8s7h6s4c3h 
Td9s6d4c3s Jh9s8h6c3c AcJd6c2s2d QdTsTc9h3s 
Th9h8d8c2c Qd7d7c6c4c AdTs8h5s4c KhQs6s5s4d 
AsKh6h6c4h Jc9s8c5c3s 8s6d5h4s3d KsQs7c5h4s 
7c6s6d5d3c AcJs9h8s4d KhJh8c5c3h QhJc8s7d5d 
QhJhTh5c2s JhJc9d4d2c QdJs9c3s2d KsQc8h8c7c 
JdThTd2d2c 8s7c6s5h2c KsQdJs7h4s Qh7d5d4h3s 
Qh8h6d5d2s Ks9c8s8h2h Tc9s7c6d6c AhJs9s4c3c 
AcKdTh8s2h KhQc7h5d4h JcTs7d5h3c AcQd8c3d2c 
KhQsTs8c4s QsQhJd6d3d AdTh9s3s3h KsQc9s7c2s 
Js9d8s8c7s AhKc8d3s3h KsQd7s6h2h KsTs9d6s3c 
QhJh6d5c4h KdTd9s7d3c KdJs7c6s6h Js9s5h4d3h 
QhTsTc9d2s Tc9d8h7d5s As9c6h4c2s KdQcTh5s5d 
TsTd8h7h2s 9h9d7c5s5c KhQdQc6s2c Td9s7s6d2s 
8h8d7s5h3s QdTc6s6h4d Kh8s6s5s2h KsTd8c6c5h 
6h6d5d4h3s Js9c8h6h2s QhJsTd7s3c AdQsTh4c3h 
AsQh8s3h2s AcJh8d5s4d Qd9c8c6d3c JsTc4s4d3d 
Ks8d5c4s4c 9d8h7s7h6c Th9h8s8d2d AcKhJh5s2h 
9h9d8d7h2s KdQh7s7d3s Kh8h8c7c3d Js9c8c7h6c 
ThTd6s5h5c KsJcTh3s2d Kh9c7h7d6h KdQd5h4s4c 
8s8d6s4d2c AsKsJh6d2s AhJs8c7d4c 7d6s6d3s3h 
AsThTd5h2d KhQh7h6c5h QcTc8c7h5s KhKc8h2h2d 
KdTc4d3h3c AsTsTc3h2d AcJs9s4d3d 8s6s5d4d2h 
JcTs7s6s6h KcQc8h7s2h QdTd8d7c5h AcTd7h7c2s 
Kc8s8c5c4s JsJcTc9c5c 8d6s5s4s3d AcTc7c6d5c 
9h8h7c6c3c KhQs6d5s4s Kh9d8d7d6c Ad7d7c5h2s 
Ad7h7d5c2s Th9d7s4s3d Jh9h8s7d2d KdTh7s5h4c 
QhJd5s3h2d AcQh9c7d3c AhJs6s2h2c AhTs8h6c3h 
AdKc9c7s2h AhJd7d6d5c Td8c6d5h3h AhQs5c4s2c 
JdTd9s8d2c KsQs7d7c6s QhQd8s5s4c KhKdQh8c2h 
AdQd6s5d3h KhQc6s2h2c AhKhQh7d2c KhQdJc3s3h 
QdJs7h5d2s QdJsTd8d3h QhJc7d5h4s Tc9c7d4h3d 
QhJh7c6d5h JdJc9s5s5h QhTs6h5s2h QsQh9s5c3s 
AdQc9d6h2s Qd9h6h5c3c AsKdQc7c3c AdQh6h6c5s 
Qs6c5h5c4s Jd7h6c5d5c QhJsJh9c4h QcJh9c7d5c 
AcTc7c6s5c AhTc8d5c4s QhJhTh5s2d Ac9h9d4d2c 
Ts8h8c6h5d KcQhTd5c2s QcTd4s3d3c Qs8c7h7c5h 
KdTs7s4s2d AhKhTh6c2s Qs9h7d6h4d As9d7h7d4h 
9c7s5s5c4h Ks8d5h4s4h AhQhTh4c3h Jc9h8s8h3c 
KcQs8h5c4d AdTs7s7h6s Qc6s5s5h4c As9s9h5h2s 
KcQs9h9d7d JsTs9c7s3h AcQs9h7h5h AdKcQh7h3h 
AdTd9c8d3d Qd9s8s6c5h AsQs6d5s3h AhTc8c4s3s 
Jd9d8c7h2c AhQc8d6c2d Ad9s8c7s2c KsQc6c5c4h 
QhTh6s4s2c 9h9c8s6h5h 9s9c8c5s2d KcTs9c8d5c 
KsTc8d6c3d 9c8s8c6h2s AsQd7h7d3h AcJh9s4s3h 
AdTh7s7h6h Ah9d8h3d2d KdTs8h4d2h TsTc9h4h2c 
Qc9d8h8c7c Qh9h8d7s7c 9s8h7h5s5h Tc9c7d4s3d 
9h9c8h6s3s KhQh7d7c6h KsJs9c3c2d Kc8s7c6h2h 
KdJhTc7s3c AcJdTd6h3s Kh9s9d8s7c KdQdJd8c4h 
AcKcQh5c2c 8h7h6d5c2d Ac7c6d5c2d QdQcTh7c3c 
AhTc9d8s4d AhJs6h4s2h JsJh8c5h4h 8d6s5s5h4d 
9c5s5h4s4h Qh9c8s6d5d 9h9d8s6h2d ThTd7d5s4c 
KcJsJh7c4c Ah9c5h3c2c AhTsTd5d2s JsJd9s6c2c 
KsTh7s4d2d AdKc7s4d3d AhTh6c3c2s Tc9h8c4d3h 
AhKdQs7d2c Kh9d8d8c3h Kc9h8c7d7c Ah9s9d5s3d 
QhJsJc4s3s Qs9d8d7d2s Th9d8d7d3h QsJcTd8h2c 
AhQd9h5s3h QdJh8c6s6h Qh6s5s5c4h AcThTd9d4d 
QsQc9c6d3c AdKcTs6c2h QhTd6h5d2h Td9d8h7h3h 
9h7s7c6c3s Tc9d8c4h3d TdTc8s7c2s KsJs8h6s5c 
Jd9d8d5h3h Ts9s7d4c3d KdQdJh9d5d Kc8h7h7d5d 
Js9s8c7d2c QhTc5s4s2h QsQd8c5h3s ThTd8d6c2c 
QdJh9s6s2h 9d7h7d5c3c Ks8h8c6s5d Tc7c6h4s4h 
Ks9c6h5c4h AcJd9h8d3s QsJcTs8s3d QhTs9s9d5c 
AsKdQc3c2h QsTd8h8d2h Kc9c8s5s3s KdQh8h8c6s 
QcJh5c3s2h AhTh8s3h2s AcKc7s7c3h QhTc8d6d4d 
Kc9c6s4h3s KdQdJc4d3s AsQd7d7c5d 9d9c7d4c3s 
QsTs8c4s3c Js9s7d4c3d KdJd7s6s2c KhJhJc9h6h 
AsQd8d5d4h QcTc6s5h3d KsQdJc6s3s As9d7d7c4c 
KcJc7c6h4d AsJs9s9c2d Td8h7s6s3d QsQd8d7h4d 
9s9d8s7c2d Th8s8d6s5c KcQc9s5h3d KhJh8d7h6h 
QhQd8s6c3d KsQs5s4d2d JsTs7c3d3c AdKcTs8h2s 
QdJd8s4s4c KsTd6h6c4s JdTd7c3h3c Ts9c7h6d4s 
Jd8s8c5d3c JsJdTc8h3c AsKd7s5s3s KdJdJc9d4h 
KsQcTs5h5d Ac9c6d4d4c KcJsJh5d4d QsJc9h6d4s 
JdTd6c5d4s AcJc6s5d5c KdJdTd8d5h QsTd9c4d4c 
Jh6d6c5d4h JdTh5c4c2h KsQd9d6h2h KsQs9h5c3d 
ThTc7h7c2c Qd9c7s7h6d QhQd7s6d3c Kd9c8c6h4h 
Js9h8s5h2s 9c7s6c4s4h TsTd8s7s3d QhQcJh5s2h 
KdThTc6s5s KhQsTd5h2c AhTh9c3s2d Td9h8c5h5c 
8s8c5c4s3c KhQs7h5d3c KcQhQd6s2h KcJsJh9c4c 
AhKcJc6s3c Th8d6c5d2h JsJhTc8c3d 8d6d5s5c4s 
KdQd8s6d3s JsJcTc8c2h QdJd7h5d3h Kh9s6h6c3c 
KdQs9h9c7c JdTs7d6s2c Kc7s7h6s6d JdTs7s6c2d 
QhJh9c4s4c KcQc8h7d2h JhTc5d4d2c KcTs4s3s3c 
QcJd8s7c5c QcJc5s5c3s KhJs6h3s3d 9s8d8c5d3c 
Td8h7c6h3c 8h8d7d5h3h 9c8d6c4s4d KdJs7d6d4h 
Qh8d6h5c4s QdTh5c4c2d 9s9c7c6s2h Qs9s7c5c3c 
Tc8s7h6d5s QdJc7c5s2d JsJc6d4h4c KcTd6d3d3c 
9s9h7h4s3d QhQd8c6s3h KsTs9h6s3c KhTs6s6c2h 
Qs6d5h5d4s KcQc5h4s4d Ac9c4h4d3d 6s6d5d4s3c 
Ts7c6s6c4s KsJdTh3s2c KcQcJc8d4s Kh9s9h6d5h 
AcKh9s9d6d QhQc4d3h2d Qs9d8s6d3d Qh8d8c6d4c 
QsTd9s5h3c Td8s7s4h4d KcTh6h6d2c KsTd8h6h5c 
9c6s6d3s3c AcJsTd6h3s AdTd9h3s2c KsJs9c4d4c 
QdJc8h4h4d Qd9d9c7h6d 8d7d6h5d4c QsQd8c5h4h 
QhJh6c5d3s QdJd6c4c3d KsJsTd9s4s KsTd9s7h4s 
Ad8d6s2s2c JhTh9d5s2c 8d7c6d5s2c QdQc6h5h4h 
QcTc6h5d3s 8h8d7d6c5d AdJd7c5d4d QhJcTd4d3d 
KcQc8d7h5c Ac9s5d3s2c ThTc6s6d5c QcTh9s6d3h 
AhQs9c6s5s 9s9d8d2s2c KsQsQc7h3s Jc9h8c6h2d 
QdJc9s5c4h AsQhTc4d3c Th8s8d6h3d Jc9c5s4d3s 
QhJh9s4s2c AdQsTd7h2d Qh9c8h6c3c Jd9d9c7d5h 
QhJh7s6c5h Tc7c6s4s4d QsTh7c5d4s JsJc6h4h3c 
AhJs8s8c2c QcTc9s4c2s KcJh6c5d4c QhJh8s7s3d 
QdTd9c7d2c JhTs9c7d4s KsKh9h8h2h AcQsTd4h3d 
QsTs8d5d2s QdJdTd5s2c Jd9d9c4c3s Tc9d5s5c3d 
QcJh9s3h2c Kc9s9c6d5c Jd9c8d6h3h AdKc6h6c4c 
Kd9c8h8c3d JhJd9s9c2s AhKsQd7s2c QsQh4c3s2c 
AhJh6s6d2d KdTh9h7h5s QdTsTh7c4h AhQd9s8d3c 
Jh8c6s6h4s QdTd8s5s3d As9h6s4d2h Ad7s7c5h5c 
KcJd7d6d5s 9h9d8d7s2h QhJd8d7d5c KdQs6c2s2d 
QsQh8h7c4h Jd8s5d5c4c KhQcTd8s4d JhTs7d5c3h 
Qs8s6h5h2c AsJd9h8d4c AhQc9d5c2d JhTdTc8s4s 
Jc9s9d6h6d AcKh8s3d3c Kd8d6s4s4h JhTd7h4d2c 
JhTh7s4s2c KhTh7d5s3c QsTs9c7s2c 8h7h6c5h4d 
7s6d6c5c3s AhTc9d3d3c QhQd9s6d2c AdTc9d4d3s 
Td8c6d4d4c QcJdTc5s2c KdQcJh6d3d KsQh9d9c7c 
QsTc8h7h5d AcKcTh6s2c AhTd7h4h3c AsKdQh7c2d 
KcQcTd4s3c As9s8d6s5s KsQdTh8c4h QcJdJc9h4c 
KsQd8s7s5c QcTc6d5c4h As6s5h5c3d KcJd7c6c4h 
Jc8s8d6s6h QsTd9h4h4d KhJc5h4c2h AsJsJd4c2s 
QdJs9s5c4h 9s9h8d6d3s Th9s7s6d5s KsQs5d4h4c 
ThTd9c6d4s QhTd8d7h2h AcQcTc6s3c QsTdTc8h5h 
QsQd8s6h3c QsTh6s5h2s JhTh5h4s2s 9h8s8c6c3s 
QcJc7h5c3h QsQh8s4d2d Ts9s9c7c2s Qc8c6d5d2h 
AhKcQs7d2c AcTd8d7d5d Jd9d8c7s2s Ts8c6s5d3d 
JdTc6h5c4c KsJc9d7h3s QsTc7s6d2c KcQcTh4c3s 
Jc8s7d5d3c QhTd9c5d2c Kc9h7s7c5d JsTh7c5c2s 
Ks9s9d7s3d 6c5h5d3d3c Ts9h8d5h5d JdTs7s6s6c 
KhQd9c5h4s QdTh9s4s2h 8d7c6c5h2d KcTs4c3s3h 
Ts9d7h4h3d Ac8c5s4d3h JsTd7d6c2s AdQh7s7c3d 
As9c8d7c2d Jc9s9c8s3c AdQsTd7c2d QsTc6h5d4h 
KhJd6h3s3d KdQs6c5h4h 9d9c8s6s3c TdTc9d8s5h 
Kh9c8h8c4c QdJh8c4d4c AsTh8h4d3d 9s9h7d5h5c 
6s6d4s4d2h AsTs6h3h2d KdTc7h5d3s AdTsTh5s4s 
AhTc8c6d4s As9c7s7d2h Tc8d6s5d3c AsKs9s6d6c 
KdQh9d9c5s QhJs6h5d3c KcJd9d5h2h QhJd8s4s4h 
AsKd6d4c3h Qs8h7d6h3s 9c8h8c7d4d QsTh9c4h4c 
Ah9h5d5c2c QdTd5c4c2c Js8d5s4d4c JsJdTh5c2d 
AcTd9c4c3s Tc9s7c6d5c KhQh9d8d2h Td8s8h6h5c 
AhJs7s6s5d QcJcTc9d2c KsTh7d5h4c Ks9s7d4h3h 
QhTd9h4h2d Ks7d6h5d3h Jh7h6s6d4s KcQs8c7c2s 
Kd9c8d8c4c QcJc6s5d4c KhQcJd4s2h 9c5h5d4h4d 
8d7h6d5c2h Jd9d7h4s3h 9h7s6s6h4s KhJh6d6c5s 
Ah9c7s7h2d Qs9d8d6s3d KhJhTs8h3d KsJd7d4s2c 
Jc9c8s7h2h AcJc7h2h2d Kd7h7c6s6h KsQd6c5d4d 
JdTc9s6d3h AcQd7s7h3c KsTh8c6c5d Kd9c8s8d2s 
Js9d8d7s2s QhJs8s7s5c AdJh9d3h2d Js8d5s5c4c 
AdQc9d5s3d QcTd8d7c2c AdTsTc4h4c Ts9d7s6c5s 
Ts9h7h4s4h QcJsJh9d4h Kc9h6d5h4d QsTc8d6d4d 
