QhQd4h3d2d 
Qc9d8h6d3c 8h7s6s5h5c Jh9s9h7d3s QdJd5s4s2h 
JsTd7h6d6c AsTs7h5h2s KcTs7c5s2d AcKs7d6s2d 
AcQh8s5s2h 8s7h6h5s5d Jh9h8s6c4c Jd9h9c7c6s 
AcTh8c7s3c AcJh8d7h3d Ac9c8c7h4s KhKd9h2s2h 
QhJs9s8c6s AsKhTc9c2c Kh8c7h6h5s Kd9c7d6d3c 
Js8h6h5s4s 8c7d6d5h5c KsKh6h4h2d KsQc9s4c2d 
KsQc7h4s2c KsQsTh8s5c AcKcQs6c2d KsKd6c5c2h 
AdQc7d4s3h AcTd8c7s3c JhJdTs4c3s AcKh7s4h3d 
Tc8c7h7d5h KhJsTdTc3s Ah8c7c4c2h Qd9d8s7d6c 
Jh9c8d6h4c AcKs6s5s5d JsJd8d5s2s QhJs9h7h7c 
QdQc7d5d4h QdJd9h9c7d Kc7d7c5h3d KsJh7h6d5c 
KdTd9h5h2d JdJcTd9d4h Js9s7h6c3h Qs7s7h6c4c 
Ah7h6h5c4s QcJcTh6s6c Kc9s9c8h3s AsKs9d5h4s 
KhJc9d7c5s JdJc7c6c3d KcQsQd4s3s AhJs8s7s7c 
QhJd8h7h6c As8c5d2s2d QhJc9c7s5d Kh7d5s4h3d 
QdTh8d6d4c JcTc9d4d4c AcTc9s6h4c Th9s8h6c3c 
JdTd9s6h2h AhJh8c6s3d ThTc8s7h3c QdJc8c4d3s 
KdJh6h6d3h Kc9s8c6d3d KdJh9d5h2d Th9h7s7d4d 
KdQhJs4h3c AhKdTs9s2s Tc9h9c7c6s Kc8h7c5s5h 
Qh9s9h5s5h AhKsQs9s2d QsJhTh5c3h QdJh6c3h3d 
KsTs8s7d5h Kh7c6d5s4h QsQc7h5c4c JsTh9c3c2s 
JsJd9d4c2s AcJd4d4c3c KhQh9h6s5c Tc9s9c7c6d 
AdQs8c5c2s KhTh7c6d2d AsQc7h5d5c Ks7s7d5c3d 
QcTs9d8s5h KsQcJd9s3h QsJs9h9d7s AdKhJs4h2c 
AsQcTd8h3d QsJdTc7c2d 9d8d8c5s4s JdTsTh3s3c 
Js9c7s6c3d KdJh6c4h2d Td9s6c5d5c JdTs5c4d2c 
QhJd8h7s6h KsQc4s3h2c JhTs9c8c5d AhQcTsThTc 
AhKh9s9d4c AdJsTc8h3h JdTc7h7d3h QdQcJc7s2s 
Kd9h8d6s3s KhKc6c4c2s QhJs8h5h3s 8s8c7s7c2c 
KsJd8h6s2d QsJhTs9s2c Js8c7s6s6c KcQc8d6d2s 
KhKc7s5s3s Tc7c6s5s4c QdJhThTc2h AhKsJd4h2h 
JhTdTc6s4h Tc8h8d6s6d QcTh8h4s2c KhTc5h5c3c 
As6c4d4c3s 9c8c6s5d3s QcTh8s8c2s KdJsTh7h4h 
AhTs9d6h2c KdTsTd5s2s JhJc6c5s4d Jh9c8h5d3c 
AcJd3h3d2c JsJd8s5s2d QdTc6c5s2d Ah5s5d4s2h 
AdQc7d4h3s Ah9d7d2s2h Ad9c7h7d6d AhJd9h8h2s 
JhTs6h4h3s AsJc3d3c2s JsJh8c7c3h JhJd5s4d4c 
KsQc9h6s6d AhKh9h5s4c KsQdTs9s3c QhTs9s3c2h 
AdKc9c8s3h KcJh8c7d5c AcKc7c6d2d QhTs9h3d2s 
KsKc6h4h3d QcTd8c4d3d KsQcTh4d3s KsKc9d5d3h 
JhTh9c4h4c AhQcTd8s3d QhTs5c4s2h 8c7s6s6c5s 
KdJs6s6d3s QhTd8h6d2h QcJhJc7c5d Ah8d7c5d5c 
Ac9h7h5c2c KcQd9c4s2d As9h6s5c4d Ks9s8d6d2h 
AdKh9c7s7c Ad8d8c6d5s Kd7d6s4h3s Qh9s9c6h3c 
AdKc7s7h6h Ah5d5c4c2h JhTsTh6h4d Jc7h6c5s4s 
QsTc7s7d3c 9d8d7h7d6h KhQcJc8d3d Ah9c7c2h2d 
KcJc9s8s2c ThTc8s7c3h QhQd9c7c5s Kc7h5s5c4h 
JcTh5s4c2s AcJd9h8c3c Jc9s9c7h3s Ac9d8s7d6h 
AcKd8c5c4c Ts9s9d4s4d AdKd9h9c4s QsJhJc9d6d 
AdKs9h7h7c AhJs8d6h3c Th9h9c2h2c KdQhJh8h7h 
JhTs7d4d3s AhQcTs4d4c KsJsJd6s2d AdJd9c8s2d 
AdKd7d6h3s AhQcJd9d4d KsJhJc6c2h Js9s6h5c3c 
AcTs8c7h3c QhTs9d6c5d AhTd9s7c5c Ah9s8s4s2h 
JcTd9s3s2c 8d7s6s5d3c JsJd5d4c3c 9s9d8c6s3d 
QcJsJc9d2h AdKd9c3c2h KdJs6h5d2h AcJc8s8c5c 
KdThTd4d3h KsQh9s4h2d Tc7c6c5h4h JcTc7s7d3d 
QdTc5h5c3d KdJd5s4h2s Jh9h7s6c4c 9s7h7d5d4s 
QhJsTs7s4c AsKdTd8d2h JsJc6h5c2s AdKh8s7c3h 
QdJd9d8d7h KhJd7d4d3h AdKsTh7c3h KhKc5s2s2d 
KsKhTd5c2c KdQc8h8d4h QcJs8s8c3h Ac7h5s2h2c 
AdJhTh5s5h AcTd5d3c2h Th9h9d8s6c Jc9c7d6h4h 
JhJc8s5s2c KcTc8c7h5s Kc8c7s6h3s Td9d9c7d6s 
AsKc8h7d3c KhQd8s8h4s QsQdTh9c4c KdQd9s9h4s 
KhQh9d6s2s Ad8c5s2s2d KcQh9s8c2s KcQc9d7d3d 
9h8d7c6s5d 8h7d6s5c4s QcTc6c5d4h AcQd5c4s2h 
Ac9c6d3h3d JhTh9c7h2c ThTc9c6c2h KhTs7c6h4h 
Kd7s7h6s3d QhJs4h3s3d KcJh8d7d3c AhKh7d4h4c 
JsTd7c6h6d AcJc9c5s3h Ks7s6c4c3d Ts9h9c3h3c 
QsJcTc7d3h KhKd9h7h2c JsTs8h4s4h QsJh9d7s2h 
AdQc8s8c7c Jh9c7h6c3s JsTd7s6s5c QdJdTh5s5c 
KhJc8s7s3h QsJh9s6s5c AcQh7c4s3d KdTd7h6d6c 
KcJd9s8s3d Ah9s7h5h4c JsJd6c5h4d QdTs6s5h3h 
KhJs8h5s2s KcQhJs9s6s AhTd9c6h2s JcTsTd9h5s 
AhQd7c5s5d 7h6h5d4d3h QcTd8s4c2d QhJd9s9d2s 
As8s8c5d3h JsJd6h5s2d QcJhTc5s5d Qs7s7d6h6c 
AsQhTsThTc Jd9s9h7s6c JsJh8s7s6s AdThTc8d3d 
AdKs7h6s2h Ad8h8d5s3c AdJs8h7h7c QhTd8h6h4c 
Qc8h6s6c4s Js7d6s6h5h Th9s9c2s2c Tc8d7d6s3c 
AhQs7d5s5c Kd8h8d5h5d KhKd9h7h2s AhQhQc9h3h 
Ac9s8h7h4s Kh9s9d8h4s AsTd7c3s3h KsQd6d3s3d 
QdJh6h6c3d AhKdQd5d2s KdQcJs4c3h AhTs8d7h3h 
Qc9d9c5d5c Tc8s6s4h4c QdJh9h7c4c KsTsTd5d2d 
AsJh7c3s2h JcTd7c6s6h JsJdTc4s3h Ad7s6d6c3h 
KdJsTs7h3c KsTsTh7s2h AhKdQs6d3d Qs9s8d7s6h 
QcTh8c4h3h KsQsTd9s3h Qd9s8h7s4d JdJc8s5s2c 
JcTs7h6s6d Kh7d5c4c3h KsJhTc8d5d Js7c6s5d4d 
As9c6d6c2s AcQcTc7h2s KdQsTh6c4c KdKcJh4s2h 
KhJc9s4c2h QhTd8s5h2s AcKd7s6s5s JdTc5c4s2d 
QcJhTh5h4h Ad9h7h5d2d AsKs9h3c2h KcJhJc6s4c 
KsJs9s7s6c AhKh5h5c3s KsTd7c6s4s QsJsTs9h2d 
AcKhTd7s3d KcQh9c7s7d Tc9h9c7h3h AsQh8s7d2c 
Qd8h6c5h4c AcKdQd3h3d AhKd7s7c5s 7s6s5s4d3d 
AsKcQh8d3c QhJdTh7h4c Qs9s9h8h3c Ah6h5d2s2d 
Ah9c7s2h2c KhQcTs9h2h KhQh7d4c3d Jh9c6c5h4h 
QhQcTd9s2s Js9s6h5d3d AdJd9d8d7d AsKc7h7d5h 
9s7d7c6d4c Kh9h9d8s3d TsTc9h7s2c Jh9c8s6h4c 
QdTd8c4c3s AcKhJd7h3h JdJc5h4s4d JsTh9c7c5c 
JsTd8h4d2s Tc9d7c5c4d AdJd9d5c4s QsJh4s3h3c 
ThTd9s9c4s KcJhTs6d5d AhKdQh8h4h Jh9s9h6c3s 
KcTs9c5d4h AsKc9d5h2s KcQc6h4h2d AsQcJc5d5c 
JhThTc7c2h Th9s8s8d3h 9s8s6h5c3h KdQhQc4h3h 
AcQhTc2d2c Td9d8h6c2c KdTs6h4d2h JsTh9d7d5d 
JcTc7h7d3h QhTd7h5h5d AsTc5h5d4s Tc7s7c4s4h 
Kh7c5s4s3h AdKc6c5h5c KhQc9h9c2h Tc9s9d8d4c 
Ad9s6s6d4d QdTd9c3h2c Ah9h9c6c3h KhKd8s5d3d 
AsJc8h4d3s Jd9h6d5h5d Ac6c5d2h2d QsJdTd9h2d 
KhKc9s5s3d QcJsJc7d5c Ad8h7d6d6c Qc9c8h5h3s 
KcTc9h8d2s AsTs9d6c4s As7d6s6h3c Ad9h6h6d4d 
KdQh5d3h2h KcJd8s8c5h Th9h8d6c2d AcQs8h5h2s 
Jd9c8d7c3h KdQd9d9c8d AsKs8s5d5c JhTc8c7d5c 
AhTc7c5s3s QdJhJd7s2h Kh7h6s4d3s Ah6s6h5c3d 
JsTd9c3c2s KsJhJd6d2h KdQsJd9c2h QcJhJd5c3c 
JcTh7d6s5d QsJh6c3s3h QsQd8c7h4s AdKdQd6d5d 
Kh9s7s5s5h Ks6s6c4s4c QdQc9c4c2d AdTh7d5d3s 
QhJdTs6c3h QhTd5c4d2h QsJc9d7s2c Js9h8d5h4d 
Jh9s8c6d5h Td9s8d5s3h JsJd6d5s2c KhQcTd9h2h 
KdQc9s4d4c JcTd9s9d5h Ks7d5h4h3s Qd9d8h7d6s 
AsKd9c4d3c AhKh7h6s2s Ac8h8c7s3d AhQd9s9c3h 
8d8c5d5c3s AhQsJd9s4s AhQc9s8h4h KcQd6d3d3c 
JsTs7h7d3d QsJh9s7c2h KdTd9h8c3s AsJh8h7c2c 
Kh7d6h4s3d JhTd7h6s6c AdKsQs5s2h KcTc9h5h2c 
AcKc7c6h3s KdJcTd7d5d KdQdTh6s6d Td7s6d6c4c 
AsQhTs7s2d Qc9d8s6d3c AhJh7c6c2c AcQc9s9c7c 
Jc8s8c7d4s JhJdTc4s3c KcJh9c6d5c KcQc9c6h5s 
KcTs8c6c5h QcTh8h6d5h QsJd9h7s2d JhJcTd8c3s 
8d7s5s5d4c KdTc9s8h3d KsKc9d6s2s QhJh8s8c6d 
KdTh7s5d2h JdJcTs8h3d AhJc9s7s6d QcJd9h9d2h 
Ah5h4s3d2s AdKc5h2s2d KhJd8d4h3s AsKs9c3d2c 
KdQcJh5s3h AdKh9c5s4h KsTs9d8c3h AhJd8c7s7c 
KdJcTc7s3h KcQdJh9c2s JcThTc7h2c KdTh8d6d5s 
AhKdJs4h2h KhJd7d6s5c As6s6c5h3d AsQh9d9c3s 
AcKc9d5s4c KcTh7d5c2h QdJc9h9c2h KhJdTs6c5c 
8s7d6d5s5c 9c7s7d6s4d KhQsJc4s3d Jh9d8h6s4s 
QsTc5d4c2s KdQs6c4c3s QhJdTc7c2d As7h6s4d2h 
KsQdJc9c6c KhQdJs9h2c 9h8c7c5d3h KhJd8h5h3d 
KdQs9c8h6c KdTs9h8c3d KdTd9s5h3c AdJd9d5h4s 
TsTc8s7d3c QcJdJc7c5h QdTd9c6d5d KhTd9h9c2s 
QsTsTh5d2d KdQc3d3c2s KdKc6h5h2s Ts8d7d6s3c 
QsJs7c5c3c JhTc8c7s2s JsTsTh6s4c KdTs7h6d4d 
KcQh8d7d6s Ac6h6d4c2d AcKh7h5h3s AhKcQc9c2s 
9h9c5h5d3d Js9s8c6h5d Td9s8s7h2d KhKd9h5c2h 
Kc9s9c8d3s Td9s6s5h4h QsJh9h9d4d AcJh9h7s5h 
QhTs8s4c2h QsJsTs9c2d ThTc6h5h3c Th9h9c8c2c 
KdJdTd4s3c AdQdTd8d3s JsJdTh6h5h AcKcQc6c5c 
JsTh6s4s3h KcJhTd4c3c 8s7c6d5h4c QsTh7c4s3h 
Td8d7s7h5s Td9h9d5h3h 9s9c8c7s4h As7s7c5c2s 
QhTd8h4d3d JsJc6h6d5c AsKhJd4d4c AdQsTh4s3c 
AhKc6s4d4c Ac6h6c5d3s TsTh5s5h3d AhKsQs5s2c 
KdTd8s5c2s AsQcJd4h4d AdKd9h5c4d Qh6s5d4h3s 
JhJcTs6h3d Qd9s9c5s3d QsJh8h4s4d Qc7d6d5c3h 
QcTd7c4s4d KcQc7h4d3h Ah6h5s2s2d KhTh7c6s2c 
KdJs6c5d2c JsTs6s6c4c AhKh9h5d4s QcJdTc9c2s 
QhQc7c4h2d KsQh6h6d2s Kc9h7h6c3c QhJc9c8c5s 
AhQd9h8h3s AsKh7h5h3d AcKs7h7d5h KdTd7d6h5c 
Ts9d8c6c2s KhTs8h6h5d AsKcJh4s2s KcJh7h4h4c 
QsJh6h6d3s Ac9h8c4d2d AhJsTs5s5d JdJc8c5c2d 
Kd9d9c6s2c AsQc9d8h6h AcTs5c4h3d KcJdJc6c2d 
QhTsTd5s2d KhQc8s6d4h QdJsTc5h5d 9s8s8c7h7d 
QdJs6s4s3d JcTc6s6c4s KhQhTd6h6c Ah8h8c6h5d 
AhKsJh3h2c AdKcTc4h3c QsTc5h5c4h KcJh8d6c3d 
KdQh9s8d2s AsKhTd6c4c JhThTc6h4d KcJsTh6d5d 
JhTc9s9d6h Td8h7c6h3d QhTd8h5s4c Qc7h7c6s4s 
AsKcQc7c3h QhJh8s8h7d KsQd7h4s2d As9s8d5c2h 
7d6s6d5c4c KdJh7c5h3c KhQhTd6h5h KhQc5h3c2c 
QhJhTh7c4d KsJs9d5c3h AcKd6s4h2c Ad9s7s2d2c 
AdQd9d5h2h KsJdJc8c6c Jh9h7d6c3d JsJd7h6s3h 
Th7h7d4d4c AhTs5s2h2d As9s9h6c5s AcKsJs4s4d 
Ts9s9c4s4c Ts9h8s5h4s JdTc8d6c2c QhQdTs9s5s 
JcTd7h7c3h QsTh7h4s3c JhTs6s4d3d QdTh9s4s3h 
QsJh8s6s5d Ac9h7d7c6c Ks8s7d7c4d AdTc8d7d2h 
AsJd8s6s5s Kd9d9c8h3c AhTsTc7s4d Js9h7h6s4h 
Js9d8d7h6c QdTh7d5h5d JhTc5d4h2d QsJsJdTs3s 
QdTs9h6c5c AhTs9h6c2d Ah7s7d6h2d JhTd7s6c5s 
QsQhJh4c2d AhJc8c7d7c KsJdJc9h5c Jd9c5d5c4h 
JdTc9s9h6d QdTh8d5s4c QdJc7c6c3d Qs8c6d5d4c 
Kc7c6s4h3s Js9c8s5h2c KsJsTs7h2h AhKd5s2h2c 
AhQh9s9h7h Qd9s8c6c3d QcTs5d4s2c AdQsQh5s2s 
AhJd8c4s3h Kd9d8h6c3h Tc9c7s7h4s KhQh7c4c3s 
Jd9d8c7h5s KhQh9c6d2d Qs7h6h5s3d Tc9c8d6h2h 
QdJc8d7d6s Qc9c8d6c4d Ts7h7d4s4h KsTc5s4h2c 
AcJh9s8c2c Td9s9d8h6c QhJh9h8c3c AhKhJd9h4h 
KhQh9c8d5s Tc9h8s6h2c AsQc9s8s3d Qs7s7d6d4c 
AhTd8h7h2c QsJhTc7h4h Qc7s6d5d5c 9s9h8c6s3h 
QcJs9s8s5d JcTs9h2s2h 8h5s5d4h4d QhJd7d6d3h 
AdJsTc4d2d 7c6s5s4c3c KsQs8h6c3h QsTh7d4h3s 
QsJcTc9d3c JhTc7h6s5h QdJd8h8d7s Ad7d6h4h2s 
QdTs8s4h2d Kh7s5c4c3h AhQdTc4d3s QhTs8s6d6c 
KsTs9c8h3d AhJc8c7s2s AhQdTh7h2c QsJd8c5s4h 
QsQcJc4h2d JsTh8c4h2s KsKh6c4d3d QhTc5d5c4d 
KdJcTs4c3h JsTc5c4h2s KcQh8d6c3d Kh9s9h8c3s 
AcTd7d5s3s AhKh9s8d4h QdJcTd9d2s QsTs6s4d3d 
AcTh7c5c3d JcTs8d6h6c QdJd8s7c6d QcJc7d6d3h 
QcTc8d4d3h JdJc4c3d3c Ts7s7h4h4c KsJhJc5d4h 
KsJs6c5s3c 8s8d6h5s2d KhQdTc9h2h KdJc7c4d4c 
AcKc7c6s2s Ad9d6s3s3c 9d7s7c6s4c 8s8c6s6c2s 
AdJc3c2s2d KhQh9h6s5d QcJcTs8d3h Ac7d4c3h3d 
Kh8s7h5d3s Ac6s4c3s3h Qh6d5c4h3d QcTh6h5c2d 
Ts8h7h6s3d QdJhTh9s3h KsQc9d4s4c KhQs9d6h6c 
AcKc8c5s5h KdQsQdTd3d AdQc7h7c6s KcJsJd6h4d 
KhJs5c4c2h QsQh7s4h2d AdKs9h5c4s Jh6d6c5d5c 
AcQc9d9c7c KhKc9c7c2s Ks8h5s5c4c QhJsTd7c4d 
Ac8h7s5s5h 9h8d6h6d5d 8h8d6d5h3h AdQhTsThTd 
Ad6d5h5d3h AhTs7d3h3c KhQs9c4s4h Ks9s6c5c3s 
Td9h6c5h4c KhJdTs9c4c KdQh4d3s2h AhKhJs9h4h 
Js9s9c6h3c KdKc9c2s2c JdTsTd6d4h QdTc8s5d2s 
AcQsJh4h4d KdQd8h6h2s AhQs8s6d4c AsKd7c5h4h 
Ks8d6h5s3h KdQh9d4c3c Kh6d5d4d3h JhTc7h6s6d 
Jd9d7h6h3c Kc8h7c5h5d AcKs8h4s3h AhJh9h5d3c 
JhTsTc8d4s KcQcTh6d6c QdJc8d8c3s Jh9h8d7s4d 
AdKhJd6d4d KhTd9c5h4s AdKc6h4s2d QsTs6s4h3h 
AhQc8h7d2s KhJh6s6h4s QsTd9s3c2d QsQc8s3h2c 
AsQd4h3s3c KsJc9c8h4h Kh6s6h4s4h Tc9h9d8c3h 
Td8d7h7c5h QdTc6c5h3h Qs9c7h5c3s Js7s7d6c5c 
KsTc9h5s4d JhTh9d4h4d Qh9c7c6h4c QdQc9d4d2c 
QdTd6d5c4s KsTd9h7s3c JhTc8d4c2h QcJhTc6d6c 
KcJc9c8d6h As8s7s7h2h Qd9c8s6c3d JdJcTh5s3h 
QhJh7c6c3s Jd9s9d8h3s Jd9h8h7h4d Qh9s9d6h3d 
JcTs9d8h5s QdJcTs9s5s Ks8s7h7d4d JsTh8h6h5d 
AdQsJc9h3c Ad7d6c4s2s Qd9d9c5d5c KcQsTd6h4h 
Kc9s8c6s2h QdTs9h8s5c JcTc9s7c2s As5s4c3d2c 
AsQcTc8h3c Ac9d7c5c4s AcKh7s7d6s Jh9d5h5d4c 
Ks9c8s6c2h KhQh8d6d2c JhJc5c4d3d KhTc6s4h2s 
QhThTc5h2c AsKcTh6d4d AcKsJd7h3d KhTs5h4h3s 
Th9h8d6c2c 8s7h6c5d4c KcJhTs8s4d QcTd8d4h2c 
Tc9h8s8c4s JhTs7h7c3c AsKcTd6h4h AdKcJd4s2d 
Qc8c6h6c5h AsQc6s5s5h Ks7h7c5s3h KsKd9h6d2d 
QsJsTh8c2d KhQsTc6d4d QcJd9s9h7d KhTsTh5c3d 
JhJd8s7s3h Jc9d8s5d4s KcQdTc7c4s QcJc9c8c7h 
Qs9s8h5d4d KcJs8h7c2h AhKhTh7s3h Tc9c8h6d2d 
KcTd8c6c3d KhJhTh4c3d KhKd8d7c3d As7d6s6c5s 
Kc7s6d4d3c JsTs5h4h2d JsTh9s6h2s Ks8h7s5h5c 
QsTd7c4d3s QsTc6c5d3d KhQsJc9h2d KsQcJs7s2c 
KcQc9c6s5h KcQd8h7h6s Td9h9c5c3h JhJd8d5s4c 
AcJsTd8s3s KcQcTsTc4h JdTh8s6h5h Th8c7d6c3h 
KdQd9d6h5c Ad9c6d5s4h Td9h8h7c2d QhJh7s6s3d 
AhKc7s5d4d QsJc7h5c3h AdKcQh7h3s KcJh9d3h3c 
Ah7s6d4c3h Js9h9c6c4h Ad7d6s4c2c JsJd4s3s3d 
QsJd7c5d3c Kd9h9d8c3h AcJdTs8h3h AcQs9d8h6h 
TsTc9h9d4d QhJd9h7h7c AdTc4d2h2c Js9s9d6h3d 
KsJdJc5h5d AdJc6c4d2c Ah6c4s4c3h AsTs5h4h3s 
AhKs9d5s4c AsKcQs8d3s AsQdTd5d4d KdJh6s5d2s 
QdJh8s5d4c QdJc8d6d5s AcQs7c4d3h Tc9h6s5s5c 
JhJd8s7s3d QcJsTs9h4s QcJs9s9h2h KsKdTc5h2h 
KdJcTs8h5h KsJd9h4d2s KdJs8d7h5d KdQdJh5s3d 
Jc9s8s7s4c Ks8c7s5h3c QdTc7d4h4c As5s4c3h2c 
Js9h9d7h6c KhJh8s7c3s Th8c6s5s5h QdJcTc9s4c 
JhTs5s4d2h AsKs6s4c2c QcJhTh6s6h JhTh9s6s2s 
KsJs8c5d2d Ac8d8c6c5h AdJd8c3s2s AhQdJs9s4s 
KcJd8c7d3d AhKhQd8h3s AdQc9c8c7c 8d7c6h4d4c 
KsQs7h4h3c QdJdTh8s3c KcQs7s6h5s TsTh7s7d5c 
KcQhQd9s5s QsJs9h6d2h Ah7c6h5d4h Kh8h7s7h5s 
Ad8d7s4h4c Ah9d9c7s3h AdQhQd9d3d Kc9s7s5s5c 
As7s6s5c4h As7s6d4c2c KhJd7s5s5d KsQh5c4s3d 
KdTd8d7h5c QsQhTd6c3d KcQcJcTc2d QdQc9d7h2h 
KsTd8c5s2c Kc8s5h4s4c KhTh7s6c2c KcQs7s6d5s 
KhJhJd6c4h As9h9c7d7c JhJdTs4d3c KsKd6h4c3c 
QsTh8h7s2h Jh8s8d6h4d JhTh8s6h5c KhJdTc8c4s 
9h7s7h5c3s QsQc9c4c2s QhJs8h7d6h JsJh6h5d2s 
AhJc6h6c3h AcTh7h5s3s AsKsJs5s3h AdKcQs5h2s 
Qh9d9c5d3h AcJh5c4h2c QcJs9s8h6s QcJcTh8d2s 
AsKc7d5h4h AdJdJc9d6d KsQs8c6h3c AdQsTd2d2c 
Tc9d8d7h2c AcQh9s8c4c KhQhQd5h2s Ad6d5h2s2h 
Kd7s6d4c3s AcQc6s5h5c JsTc8c7h5c KhQs9h4c3c 
QhJd9h5s2s KdQhTs3h2s AhKh8c2s2c JdTc9h9c5s 
Ah9d9c8h5h AdKs8c7h3s QsTd8h7c5d 8d8c6d6c2d 
AsQd8s7c2h QhJhJd9s2c AcQd9h8s5h Qd8h6s5h4s 
AdTd9s6c4d JdTc8c7c3d KhQhJdTh4h KsQs9s9c8s 
QcJs6s6h3c Ac6h4c3s3h Qd9s9c6s3d 6s6c5s5c4s 
AhQc6h5h5d Ac9c8d5s2h AcKc9c8s6c QhTd7s4d3h 
AsTd5d2s2h JsTd9c8c5h AcTh9h7s5h AdQc4d3c2d 
QsTs8d4d3h KsKd4c2h2c AcQd7s4c2s 8d7c6c5s5d 
JhTd8d4d3h QcJhTsTh4h KhTc7h5c2s Ks9s9d5d4d 
KhTc8c7h2h QsJsTc8d2h Js9s8c7h5d KhJsJh7c3d 
KcJsTh8h4d AsQhTd8c3d Qs8h6d5h4d KdJs7h5s5h 
Th9s9h7s3s AhTsTd7s4c Kh8s5s5h4d JsJh6d5c4h 
AcQd7h4c2h Kh8d7h6h5s AsTs6d4d2d Kc9c6d5c4d 
Ts8h6h4s4d AsQhJd9c2d Ts9d6c5d3c QhJcTc9d3c 
AdKc9s4c3s Kc6d5d4d3c 9h8h8c7s7d AcKd7h4d3s 
Jc9s8c6h4h Tc9d6h5d4h KcQsTc9c3h KcJhJd6h2d 
Qh7h7c6c4d KdKc9h6d2d AdTc8h7d3d As7h5s5c3d 
JsTs8s7d2d 9d8s7s6s6d JhJcTs8d3c AhQh4s2s2c 
Qd8d6h6d5h Th9h7s7c4s QdTh8s7d3s AdQs9s9c5h 
QhJd8d4h3s Qd9s8d7h6d KcQc9d8s5h KsQd9s4h3h 
KcTc8s5h4d AcQdTh4s4d Qh7h6d5s3d JcTs6s4s3c 
KdThTd5s3c KcTc8c7s6c AsKd7c6c5c QhJsTh7c4h 
JsTdTc4h4c 8s7d6c5h4c QsJcTd7d2c AdQd5h5d4s 
AsKd8s5s4s Ks8d5s5h4h AsJh7d3s2h QcJs7s4h3c 
QdQc7d5d4s JdJcTc5c3h Jd9d9c6h3c AsKsJs7d2c 
Ah9h6c3s3c KhTs9h9d2c KhKdJc8s3c Js7c6s6h5h 
KsQd9h7d4h Ts9s9d8h6c Ac9c8s4s2s QhJd6d6c3h 
AdTs9s7h7c Td9h8s6h2d QcJc7h6d5s KhJs5d4d2h 
Kh9s9h8d3s JhJdTd9d4c KhJhTd7h4h QcTs8c5h4d 
KcQhTh7s5h KsTs8c5d4h KcJc9d8c4d AsQd9d8d7d 
KhTh8h7s5c QsQh8h5d4h KcTs8d5c2d QhTsTd9h4c 
AhKcTc4s3c KdQsTd9d3h QdJdTh6d6c KhQd4d4c2h 
QdTc8d4c3c JhJcTd6c3s Jh9d8d7d4h KdJh8h8d2c 
KcJd9h4d2c 9c8c7s5c4s AcKh9s5d2c KhQs7d7c6s 
Ts9c8h6c3h Th9h9d8d3d JhTd8d7s5d KdQhTc6s4s 
AcKs8h7d3s TsTh7d4s3h AhKsQd5c2d JdTsTh3d3c 
JsJd6c5d2s 9h8h7s5h4s AsKd9h7c3d QdJsTh8s4s 
KcTs9d9c3h Th8d6c5h5d QdTd6d4s3s Js9d8c5c3s 
9s7s7c5d3c Th8h6s6d4d KdQh3h3d2c AsKs9s8c6s 
JsTh8d6s6c QsJs8h8c6d QhJc9h7s7h AdKhTs6c4c 
QdJdTh8c3s KdJhJd7d4s JdTh7c4c3h KdQh3h3d2s 
QdJsTs9h5s AsKs9d8h3s Kc7c6d4d3s QsJc6h3s3c 
KsJsTd7s4s AdKh7s7c5s AhTd7d5s3s QdJh8d7s6d 
KcJh8d6h2c AdQd6d6c5h KcTh9h3h3c Kc7c6s4s3h 
KsQs9h4h3d 8c7s6h4s4c Kc9h7h5h5c KhKc2h2d2c 
JdTh7s5d2h Ah5h4s3c2s QhTs5d4s2h KhJcTsTd2c 
AsQhJc8h3d Kc8h6h5h5c JhJd8h5s4c Qc9d8h6h3c 
KsJd7s6h6c AcTs7h4s4h JhJdTd5d3s KcJsTs6s5s 
AhKsTs8s2d KcQs7h4c2s AcKdQh7h3s JdTh7d7c3c 
JhTd8s6h6c AhJh9s9h4d KhTh9d3d2c QsJc8s7s6h 
AsKc7c5c3h Tc9s8s7d2c AdQh9s8c6c TsTd6d5d3s 
Jh9h7c6s3c AcKsJh7s3s AsKs9c5h4s JsTd7h6c5h 
AcKh9d8d6s AsQs9h7h2s KhQh7d4d3c QcTd7h7c3d 
AhJd8s7s7c TsTd8s7c3d KsQcTs9s2h As9c8d7d4c 
Ts9d8d7d6d AcJsTs5s5d JsJd7c6s3c AsKs7s6s6d 
QhJc7s5c3s KhTh9s6d6c Ad9c7c2h2d QsJdTd6h6d 
JhJd4d3h3d QsQc4s3c2c AhTdTc8h3h QdJh4d3s3h 
QcJh9c7d7c KcQd6d5s4h AsJc7s3d2c Th9h8s6s3s 
KhTd7c5c3d QhJcTh5s5d Td8d6d6c5c Ac8h8d5h4d 
QdTh8d8c2c KhJc4h4d3c AhKc9d4c3d KdQsJs7s5h 
KsQd9s9d2s QcTdTc5s2s Td9s8d6h3s JhTdTc4s4c 
Qc9s6c5s5c QcJd9h9d4h QdTd9s3h2s Js9d6s5s5d 
AsQhJh5h5d KsTs9h5h2s As8c7h5h5c KcQdQc5h2c 
AcKs6s6d5s 9s9h7h7d6h Ad8c7s5s5c Td9h9c8d3c 
