KsQh9h4h3c 
9c8c7h3h2d KsQdTs7s2s QcTc8c6c2c 5s5c4h3h2c 
Qd9d8c6d3d JhTc5s3d2c KdJs8c2s2c AsJc5h3s2s 
Ac9s7d4h4d QcJs8s4s3d KsQh9d8c2d Js8h5h3h2s 
7h5d4h3c2d Qs7s5s4d3h Jh8s7c6h3d Jh9s8d7s2s 
Kh6h5h4h4d 9d8s5h5d4d AhTs9s2s2d AsTc8c3h3c 
QsTs8d3h2c Js7c6s4c2d 5h5c4s3s2h Kh3s3h2s2h 
JsJh8c6c2d Tc8s4s4d2d Kd7d4h3h3d Th9s7d6h2h 
QdTc7d4s2h 9d8s6d3s2s Qd9h5d4s3d Js9h8h7h3d 
9h7d6c5s2s 8s6d5s3s3c QcTc8d4c3c KsTd5h4h3h 
TsTd7s6h2c Kh7h6h4h3c Qd8s7c5h5c Qs9c7s3h2c 
Th9h8c4h3d AhJd6s4d3c Js9s6s4c2c Ad9c8s8c2c 
7c6s6h5h2d Jh9d8s7d2d Jc7c5s5d3h KsTc7h6d2c 
KhTd8s4c3d 8c7h6s4c2d AdTc9s4s2h KcTc8c7d2c 
9d8s6s4s4h AcTc5s2h2c AcTs7d5s2h AsTs7d5s2s 
ThTc7s7d2s Js8s8h5s2d Ad8s8c7c2h Kd9d6h4c2s 
Qd8s7h2h2d Td9h4d4c3s ThTc8c5c3c Jd9c6s6h4s 
8c7d7c6s2h Js9s8s8d2c Kd6s6c5s3h Jh6c5s4s3d 
Qc7h5c4h2c Kc7d7c3h2d Th8c5d4d3s 9s7s7c4h3d 
Tc7s7d6c3c As9h8h6h3d 6s6d5s2s2c 9h9d7d6s2d 
AdTs9c4h2c 8h6d4s3d2s Ac7d6h4h2d KsTs8s7h2s 
AdKc8s3d2d Jd9d7d7c4d 9c8c7c6s3c Td9s8d4d3h 
KcQh9h4h3s Td8c6s5c2h 7h6s6h4h3d Qd9h9c8h4s 
Td8s8d2d2c Js9c4c2s2h KcTc7c4d2h Js8h6d5c3d 
6h6c4c3s3d Jc9s8s7d2s QhTs7h6h2c Qh8c5h4s4h 
QdQc6c4c2c 9h8d5d4s4c Kh9d9c5s4s AhKc8d4d3s 
AdTh9s4s2c Kc8h7s7d3c Ks9s8h7d3s 8h6h6d5h2c 
Td8d5s3s2s Qd8s6c3s3c Qd8c6c3d2h Qh9d4h4d2s 
Ac8c4c3h2h 9h8s6d6c3d ThTd7d6c2s JdJc9d3h2d 
Qd9c8s6h2s KsKhKdJc9d AdJsJc6s2s KcTs8h5d3h 
AsTh8c4c2c TsTd4d4c2h QsTh7d3s3c KdJh7h4h4c 
Ts9s5h5c4s 9c7c6c4s4d 8s8c7s4d3h 9h8d8c5h2h 
Jd7d7c6h3s AdQd9d6h2d AdQs8h3s3c Kh8h5c2h2c 
JsTh7c5d2c Th9d4h3d2h As9c8c6c3d Qs9d9c8d4h 
ThTc8h5h3h JhJc8s3s3d Kh9h8d4s3c 6h6c5s4d2d 
TsTh6c5d2h KsTh7c6d2h Th8c6h6d2s KhKd8c3c2s 
9d8c5d4h3s 9h9d4c3h2d 9s8h5s5c4s Th9h8d2h2c 
7s5h4c2s2c Td9h4h3h2d As9s8s3s3c Kc9d8h6s3d 
9h8h7h5c3h 8d8c4s3d2c QcTh6d5h2h As9d6s6h2s 
QhJh4s4d2c AdJd4c3d2h KsJc9c7h2c Jd9c6s5d2d 
Jh6h5d4h3c Jc8s7h7c2d Tc8d7c6h2c KhQd7s6h2h 
AcJh8s4d3d Ts9s8h7s3s Ts5h5d3s3c TsTh6h6c2h 
9c7s5h3s3d TdTc4h4c2s Kh8s7d7c4d ThTd7h6s2c 
Jh7s6d4h3c TdTc7s5c2h Js8c4s4h2c 9d7d6d4h4c 
9d8d7d5s3d QsTs8h4s3s 8s8d5s4s2s Ks9d6s4s3c 
9c6c5h5d3s 9d7s7d5h2c 8s8d7s3d2c Th8c7s5d2h 
Kh8s6s6c4s Qd9h8s6h2h Td6s5h5d4d Kd6d5s4d3d 
As9d6d6c4h 9d8d7c5s2d QhJs8h7h3d AcQh9d7h2h 
Qc7d5s4s2d KhQh9c3d2s Qh9h5d3s3c 5s5d4c3c2d 
AdTh5c4s3s 8c6d5h3s3d Kd9c4d4c2c KdQs6h6c2d 
Tc8d6d5s3d 9h9c7s2h2d KdJc8c5c3c 8d8c7h4c3c 
KhTh4h4c3s Td6c5s5d4d KhJh5d2s2c AcJh8h6h2s 
QdJc8c4c2s Th6h5s3s2c 9c8c6s4h4c KcTc8c6c2h 
Jd8c6s5h3c AdKh8s3d2d Th9d4h2h2d Qh9d8c6s2c 
Ad6d4d4c2h AdJd6c4s2d Jc7h6c4h2s Th9c5h4d3h 
AdTh9h6h2s 9c5c4s3s2h Jc9c6h6c3d Kc7h4d3d2c 
TsTd4h4d2c KsJs9c6s2s KhJc8s6d3d QsTh7c6h2d 
Js6h6c4s2c Ts9c4s3c2s Kd7s5h4h3c QhJh4d4c2s 
Th8d6h3c2c Kc9s7s7h4d 7h7d5h4c2s AhJc4h2s2h 
Jc9h7s5c2d KcQd9s6h2s Jc8c4s4d2s Tc7d5h4h3s 
Jd9c4d4c2d KhQs6c5c2c Ks7d4c3d2s Ad7s4d3d2s 
9c8s8d7d2h 9c6c5s5d3h 7s6h4s3h2d Td9d8d4h3c 
As6d5s3h2s QhJd7d4d4c Js7s6s5s3d KsQh6c5c2c 
Ad9h5c4h2c Js8c6c5c3h KcJh9c4s4c 9h7c6d3h2c 
KdKc8s3h2h Qc8d4s4d3c Kc7d6h6d4d Kc6h5s4s3s 
Ks9d8c6h3d Js9s7s7c4s QcJs6c3h3d Tc6s5h5c3d 
Js5h4s3h2d QdJs5h5c2s AsKc9h4h4d 9d5d4h3s3h 
QdJs8s4s2c Kh8h7c4d3s Qh8s6s3h2d Ad9c8h3d2d 
KcJs6s6d3h Qc9d5c4h3c Jh9h7h4s2s AsKc9d4h3d 
9s8c6h6c2d 9s8s7s5c2h Ah7s6c4c2s 7c6s6h5s2d 
Ad8h7d5d2d AdJh8s3d2d AdQs7h4h3c TsTc4s4d2h 
8h7h6s6h3c Kc9s6c5d2c Jh9s6d6c3s 9c8c7s3d2s 
KdQs8d5h2d Qd8c6d4s2h 9h8s4s4h2d AdKd9d6h2d 
QcTh7c6c2d Qc9c7h2h2d Ks9s7h7c3s 9h8s8c7d3s 
Qh9d8d5c2s JcTh8s3h2d Th9c8d4s3d TsTh8c5d2d 
Qc5s4s3c2s AdKd8c3s2d 9h8h7h5d3h Td7d6s5d3d 
KdTc9h4s2h Td8h6d4c2s KdTh6h4c2s KhTc7h5s2h 
Qd8h8c2h2c 8c7c6d6c3h 9s8h8c6h2h KcQc9c5c4c 
Jd8h4h4d3d AcJs9d4h2s Jc9s6h6c3c Kd8d5h4s4d 
TsTc7c6h2d 8h6c5h3s3h KhTs9s3d2c Tc7d4d4c2s 
Td4h4d2s2h Kd7h4c3h2d Qs9h8d6d3d Tc9c7h7c2s 
KcJc5d3h2c Tc9h7d3s3d Ts8d6d3h2h Kc5h4h4d2d 
9s9h4d3s2h QsTd9d3d2c KcTh9h5s2h Qh8s4s4d3h 
Jh9s7d5h2c Th8s6h6d2c QdJd8s6d2d KhJc6d6c3s 
KsThTd6c2c KdJhJc3s2s Ad6s5d3c2d Ts7s5c4h3s 
Kh8s4c2s2h Qh8h5c4h4d AsJd8h6c3c Ks9d5h4s2c 
Kh7h7d3d2s Js9h4c3h2s Ad7s5d2h2d KsTs7s4h2c 
Tc7d6c2h2d AdTd5s2h2d Td9h6s5c2s TsTc8h5d2d 
8s7s6h4d2c 8d7c4s2s2d Td9d5h3s3c KdJd8d8c2s 
QdJs8s4s2h Td7d5d4h3s QhTs7d4h2c Jc9h4s2s2c 
KcTh8h4d3s Qc9h5c3s3d KhQs6d6c2h Kc7c4s4h2s 
JsJd9h4h2c Kc9c8c4d2d QhQc7h4s2d Kc6d6c5s2c 
Js8s8c7d3h Jh8d7c5s3d KcJd6h5h2s KdQs6c3h2d 
9d8s8h7c3h 8c6d5s3h3d 9c5d5c4h2h Qh7s5d4d2s 
Td7d5h5c2h 9h7s7c5c2d Qc9d8d7d4s KdTh9s4s4c 
AhJd8d5d2d QdJd9d4c2s 7c6c4d2d2c Td8s6d4c2h 
Ts6s5h4s3d 7c6d6c5c3c AsTc4s3s2h KcTh9d4d2s 
Qc5s4h3s3h Ah9d7s4s4c KhJs6d5d2c Td8h7d4d3c 
AdQs8h6c2c QdJc7c4s4c 8s7c5c3h3d Td9h3s3d2s 
Th8c5h3d2d Qh7h5s4h3d Th9d7d3s3d 9s6c4d4c2d 
Qh9d9c3c2d AdQc5s4h2h Th8s4h3d2s KsTd5c4c3c 
Kd8h8c7h4h QdJh8s6c2c KdTs8s5s3c AcQd9s4h3s 
JsTh7c6c2d 9s7s6h5s2c Qc8c7s7d4c Ad9h6c5s3c 
7d6s6h5h2c 7s6h6d5d2c Ac9c8c6c2h Js9c7d5s2h 
9s5s5h4d2d 9c6d5s5h4d Th9s5c3h3d 8s8h4s3h2c 
Ah8h6h5h2s QdQc9c4c2c AsKc9d5d2d AhJc8d3h2h 
KcQc4c3s3d Tc9c8s4c3h Ac9h5d5c2c AdKcJsJhJc 
Ah9c8c5d3c AcTc5s2d2c 9d9c5d4d3d Jd7h7c6c2h 
Qs7h6h6c4h QdJh9s6c2c Kc9h8d5c2c 9d6d5c4s4d 
Ac9h6s6h4d AhQh9h7h2d Jd9h5s5d2c Kh5s4h3d2c 
Qs8s5c4s4d Ks8d5s5c2h KhJs7h7c2d Js8h7h5c3h 
KhJh9c5h2h Jc6h6c5s4c Jh6s4s4h3h 9d8s7c3c2d 
QhJc9c7c3c Jh8h8c3s2c KdQc9c4c3h Kh9h8s8h3d 
QhTs5s4c2s QcJc7h4d3c AdQh6s5s2c KcQh9h4h3d 
Kh7h7c3s2c Tc8c7s7h3d KdTh7h5c2h Ad9c8c6c3s 
8s6d4d3c2c KsJs8h2s2h 6s6c5c4d2c Qc9s9h8h4d 
8d7d5d5c3h Ts8s8d3s2d 6s6h5d4c2c Kh7h4c3s2s 
Th8h5h4d4c Jd8d8c5d2h JsTs6s5h2s Jd6h6c2d2c 
Qd6h6d3s3c Qs9s8s7d2h Tc6d5h4h3s JdTd7c6d2h 
Qd9c5s3h3d AdKc9s4s3h Qd9h9d6d2c Td7d5s2s2h 
Qd5h4s3s3h Kd9d7c3c2d Jh8d6c5s3c Js5d4s3d2h 
As9c8c5h3c Kd9h4d4c2h Td8d7d4s3h Js6s5s4c3d 
Td9s6h5c2h Jc8h4s4c2h JsTd8s3c2s AdQs6c5c2h 
8s7h5h3c2s AcTc5c3d3c Qh7h6s3s3h 7c6d4h3d2h 
9d6s6d5h2c Qh8d7h3s3d Ah6h4h3d3c AdTh9h6s2h 
QhTc6s5c2c Js8h4h4c2s Jc8s6h3s3h 9s9c8d7h3h 
8c7h5h3d2d AdQh8s3h3c KcJd9d4s2h Tc8d8c6c2c 
9s7h7c5h2d Jc9d5s5c2h AcJc3h3c2d Qs8d6c3s2d 
8h6s5h3h3c Ks8h7h3s2c Qd8s4h4d2s QhTd9h4h2h 
Kh8c6s6d4c 4s4h3c2h2c AhJs8c3h2h JsJh8h7h3h 
Qs8h4d2s2h Jc6d5c2h2d Ah8s7h4h3h AsQd8c3h3d 
6h6c4s4d2h Ks9d9c6d4d JdTc6h5s2s QhTh6c3s2d 
8d6s5c2h2c Jc8d6d5h2s JcTh7d6c2c AcQc9c7c2s 
Td8h7h7c3s Ts8d6h3h2s Jd7s7d6s2d Jh7d5s4c3s 
Ts8h6s5s2c Qs9d4d3c2s Jc6s5d4d3h Tc9h9d5d2d 
Qd9d6s3s2d Qd8d6d6c4d Kc9d6s5c2c 9h7s6h3d2d 
9s8h5s4d3c 9h6c4h4c2d Ts9d4s4c3h 9c5h5c4s2s 
Qd8d5h4d4c 9d8h8c7s3c Kh8d6c4s2h Ts6s5d4s3c 
Jc9c7c4d2d Qd9h6d5s2d 8s7h6h6d3h 8s5s4c3c2s 
KcQs7h3s2h Ah4c3h2s2d Jh9d7d3h2h 9h9c5c4c3c 
8s7h5d5c3c Qs9d6d6c4d Qh7d5h5d2h 9d8s8c6h2d 
Qc6d4d3c2s ThTd4d4c2s QhTc4h3h3d Ts9c7s7d2h 
KcJc7s6c2h Kc9s9d5s4s AsJs9s4d2s AcJd8c6c2c 
Kd8c7c3d2s Jc9d7h5c2c Qd7h7d4h2s Jh9d4d2s2h 
Ts7h4s4h2c Ah9s9c5c3c Td9c6h4h3h 7s6s6c4s3h 
8s6c5s3s3d Tc9d7s3s3h 9c5c4s3s2d KdJd6s6h3d 
Js8s8h7c3d Jc6h6d4c2d 8c5h4d3d2c Tc9c8c4d3h 
Qh9h7s4c2c Tc9d6s4s3s 6s5s4h4d3c Qc7h4h3s3c 
KdTd7d4c2s Qs8d4s4c2d 9h8s5h4d3c Qs9d6s6c3s 
Qh7c6s6c4c JhTd5s3s2c Qd8h8c6s2d AcQd5d3d2h 
Jc8s8h5s2d Js8s8h6d2c AsTd9c4h2c KhQh5d5c2h 
8d7d7c6s2h KsTd9d4h4d Kh4c3d2h2d Qc9s6c5h2c 
Qd9c8h8c2s QhJd8h7h3s Ks6d5c4c3c KhTh7h4s2c 
Ah8s7d6c3s Ks8h6h6c4h Td8s7s7c3h Ts8s6c4h2d 
KdJh8h5h2s Ts9h3h2s2c Qs7d6h6c3s KsTc6c5c3c 
Qs9s6h6c3s Qh9s8s6c3s Kc5h4s4h2s 8d8c7d3s2s 
9s8s8h5s3s Js8s8h3d2h Tc6s5d5c3h KdJc8h6s3s 
JsJd9s3c2s KcTd5s5h3s Kc9c8s4d3h QsTs9s7s2d 
QdJd9s7h2d KcQs9d3c2h Kh7s4c3h2s 9d8d6c3c2c 
As9d9c5d3d KcQh9c2s2d Ks7c4c2s2h KdTh7s3h2s 
Th8h7h6c2s Kd7d5d3h2h 9h6d5s4d2c Ks7h5s3h2s 
Kd9c8d5s2d KdQc9s8h3s Tc8h6d3d2c 9h8c5h4d3s 
AcKs8d4d3h Js9d7d4h3c Jh8c5h4s2d Jc9s7d2s2d 
Th8d6s4s3s Tc7h5d4s4h 7d6d4h3d3c Ts9c5s4s3h 
Kd8h7s7c2d JdTs4c3h2d AcTh5h4h3d KhTs5d5c3d 
ThTd8c4d2d Th9h8h2s2d KdQdJd4d2d AcTd5s5h3d 
Qs9d8s3s2d 7d5s4c2d2c Th7d6c2h2c 8c7h7c3h2d 
AsKs8d3c2s 8s8h7c3d3c Js8h6h5h3c Qh7h6c5h3h 
Jd7h7c4d2h Qc9d4d4c2s 7h6h4d3c2d Ah7h6s4d2h 
Kd9s4h3d2s Qd9s8s7s4c Jh7d7c6d2c Qd5c4s3s3c 
9h8c6h6d3h KcQs9d8h3d AhQs9c6s2s Ts8d6s5s2c 
Kh9d8d7c4d 8d7s6s4h2c KcJc8h5c3c Ts9d4s2s2d 
KhQs4d3s2c KdQc9s8s2h Jc7s7h6h2s Kc3s3c2s2c 
KdTs9h2s2c Ks9h8c5s2s Qh7c6d3d3c Th7s6h2s2d 
KdJh8h7h3s 9s8s8h7s3d 6c5s3s3d2d QcJs7s4s4h 
Js6d6c2s2d AhQc7s4s3d As6h5h5d4h Ks8s5c4s4d 
Js9h8h7h3c KsQc6h6d2s JsTc7h5d2h 9s8s7h3h2d 
QhJh7c3s2c QdJd7d4s4h JhTc5d3s2c 9d9c6h2s2h 
9c7c6h5c2s AdQd9s6d2d Ks7s4c3s3c AhKs9c6c2d 
9d8h5s5d4d Td6s5h5d3c QdTc6c3h3c 8d8c5d4d2d 
9d7d6d4s4h Kd9d7d4c3h 8s6s6h5s2c KdJs9c4d2d 
AdJd6s4h2d Kc7s7h5c2d 8s6h6d3h2d KsTh6d5d2c 
7d6c4h3d2c Tc9h8s4s3d 8h7s6h3c2s Qh8s4d2s2h 
As6s4s4h2d Tc8c6s4d2h Ah9h6h6c2d 9h8h5d3d2h 
KdQc9s9c4c AsQh9c4d3c QdJs5d4d2d Qs9d5s4h3s 
Th8d4h3c2d AdTc9c2h2c Kd4c3d2h2c KdQc9h9c4c 
KdQd8d7s2c As9c8c5d3c Qh9h8h7c3s Qc8s5c4h2d 
Qh6s6d5c4s Jh8c5c3h2c 9h8c4d4c3h Ts9h8d3d3c 
KcTc4s3d3c Ad9c8s6s2h Jc9d8d7s2d Th9h6h5h4h 
AdQd8d3s2h KhTs6d5d2c Tc9c8c4s4h Ks9s6h5s2d 
Jd8c6h3h3c Qs9s6c3c2s Th7c6d2h2d Jc6s4d3d3c 
AsJc8h4d3d KhJh8h7h3c KcQh6c3s3c Ts9h9c7d2d 
Ts8s6s4h2c Jh6h5h5d4c 7c4s4d2s2c KhJs8c6d2s 
AsTc8h4h2h Qc9s9d6h2d JdTc6s4h2c As7c5h5d3h 
KhQh7c4d2s 8d7s6c3h3c KsQs9h4d4c 8s8h4d3s2h 
As9s8s3s3h JsJd6h5c2h Th9c8s3s3d Jd7s5s5d2d 
Jd8s8d3h2s KdTsTh3h2c 7c6d4h3c2d TsTc6d5s2h 
Kd9d9c6d2s AhJd8d6d3s Jc7s7d6d2s Jc7c6s3s3c 
7h7d6s3h2d Qh9d6c3s3h Kh9h7h4d3s Th8s8h2h2d 
Qc8d5h4s3c As6s4s4c2h AcTd5s4h3h 9c7s6s3c2c 
AhKh8h3s2d Qd8s7h3s3d Jh7s5d4h3h AsJh8c3s2s 
Kc9c8h8c3d Kh9h9d2s2c QdJc8d4h3d Ah9h8h6h2d 
Ks7h7c5s2d KcJh9d5s2s KdTh4d4c3d KdJc6s6c3h 
Td9s7h6d2d TsTd7c5d2h Ks9s8d7s4s Qd7d5h5d4s 
TdTc7c6h2s KcQdTh7s2s 8c5s4d3d2c Qs9d8d6h3d 
Ad6h5s5h4h 8d8c4h3d2c Th8h7c3c2s Ks7s5c2s2c 
Ts8s5h3h2h AhJc8c6c2d Kc9s8d7h4d 9c7d6h5s2s 
KhTd6s5s2c 9c7d5s3h3d JdTc7h4h2s 6s5h4c3d2h 
KcJs8c4h3c 8h8c7h3d2d 9d8c4s4c3d Ah8s8c5c3c 
AdQh4s3c2h Jc7h4h3h3c 9c5s5h4s2c 8h6d5s5c3c 
8s8d4d3s2h Jh9d6s6h3h 9d7d5c3h3d Qs8s6h4d3c 
QcJs8h7c3c Jd6d5s5d4h Qc6d4s2d2c Kd9h9d6d2c 
KsKd7h3h2h AcQd9s6d2d Qs9s5s5c4h Th8h7d3d2c 
QsTh4s3s3d 9h8d8c6s2s As9s6s6h2c Jd8d8c7h3s 
Jd8h4s4d2h AdTs9s5s2c Ks6h4d3h3d Ks8h7d3h2s 
6c5s4d3h2s AcJs6h4s3d Ts7s5s4d4c 7d6s6c5h2s 
Td8d7d4c3h Td8h7s5c2d Js8h7c6h3d Ts9d6s4h2c 
Kd6h6d5s2d KcQd9c6c2c Kc7h4s3c2h 5h5c4s4d2d 
Kd8h5s5d2c As7d5h2h2d AhQd8c6s2s ThTc6d5s2h 
Ts6h5s5c3d 8c6s6h5s2s KsTh7s4s2d Ah9h6h5h3c 
AdKh9s4c3s Jc8h8c3d2h AsTd9h6h2h Td9h8h3s3c 
Kh7d4c3c2h Ts9h9c5h2h Ks8c6c5d5c Jd9c5c4s4c 
QhTc5c3s3d Kh8d7s3d2h 8h7s5s5c3d Th7d5h2s2d 
Qc9s9d6h2s Qc6h5c3h2c Kc9c7s3s2c 8s6d6c5h2s 
Ts9d8d5d2d Kd9h9d7d3d As9s7s5h2s QsJs7c4d3s 
KdJh8s2s2h AsJh5c3s2s Qc9s9d6s2h Th8c6d5s2c 
Jh9c6s4h3d JsTd5s3s2h Ts8s7d6s2c 7h6h4c3d2c 
8s6s6c4d3h Kh8c7h3c2s AcKh5s3d2s KdJh8s6c3c 
QcJsJd7c2c 8s7d4c2s2c Kc7c4h4d2d Kh9h6c4d2s 
Th8c5c4s3d As9s6s6c4s KhTd7c6c2s 9d8h6d4d4c 
TsTc7c4c3c QsJh8d4h2c Tc8s6s5h3s Qc8s7h4d4c 
Jc8d8c3h2d Jd8h8d5c2d AhQc8s6d2d Ac8d8c5c2c 
Qc8c5h4s4c 8d6h4s3h2s Ks9c4s4h2c As9d8h3s2s 
Ad8d7d4c3d Ks9d4h3d2s QcTd7c6c2s KdJh9c4d2d 
7c6s4h3s2h Kc4h3s3c2h KcQc9s8c4c Qd8c5d3s2s 
Qd8c5s4h2d 9c8d6s6c3c KhQd9c3h2s Kd5h4d3s3c 
9s9c7d2s2h Jh6c5h2d2c 6d5h3d2s2h Ah7s6s4s4d 
KhQsJs8s2s Tc8s7s6h2s Js9c7c3s2s AsTd5h5c3d 
8d6s6h3s2h Kc7d7c3s2d Js9s7c4h3s 8s8d4c3s2d 
9s8s6c4s4d QdTh7s6h2c KhJs6d5s2s Kd9h8h6c3s 
QdTh7s3d3c Jc9s8h6d3d Qc6d6c3s3h 9c8s6d4h3c 
Th9s7h5d2c Qh9d7h3s2d Jd9h6s6c4h Ts9s7s7h2c 
KdTd8s2h2c Ad6s5s5c4s Qd9s7h5h3h Ah9d6s6h2h 
9s8h6s4s4c Ah9h6h5h3d KsQsJs8s2c Jd7c5d4s4d 
Jc8h8d6c2s Qc9c8c7h3s Qd9s8s5c2h AdJs9s3s3c 
Ts6s5d3h2d Jd9c7s5d2d Ac9d8s8h2d KsKd8c3c2h 
KhTd7h4h2s KdQc7s3c2s Ah9d4h3d2h QcJs9s6h2s 
As6c5c4h4d Td8h7d4d3s Kh9d7s5s3s 9d8s8c7h3s 
9s8h8d7c2d 9h9d7h6h2s QdTd9d3h3d Tc8d6h5s2h 
AdJh8c4s3s Kd7d6s3h3c Qd7s5d4s2d AdKh9c6c2s 
Qs5s4c3s2c QhJs8d7h3h KcTc4h3d3c Kd8c7s7h2d 
Td8s8h4d3c AhTh5h3h3d Qc7s5s5c2s Qs9h9c3h2c 
Kd9s5d2s2d Qc6d5s4s3h 9h9d6s2s2c 9h6c5s5d3c 
KhJs9h4h2d Tc9s6c4h2d Tc9c8h8c3c Tc8h6c4d2s 
Jc9d8d7d2s Ac9d6h6d4s Th7s5h5d3c Js7h6c5h3h 
Jh7s7d5s3c Ad7c6s4c2s 9c7c6s3s2s Kc8d6h6d4d 
Qs8h6c3h3c Js9d7s4d2s TsTh8c4h2h Qd8c5d4s2h 
8h7h7d3d2c Js9c6s6d3s KsQd5h4h2h QhQc7s4s3s 
Qc9s6s6h4s Qh9h5s3d3c 9s6d5s3h3c 7h6d4s3d2s 
QhJh8h4s4d Kc9h9c8d2c Qc9s8s4h2h Tc7h5s5c3d 
Ks5c4s3h2d KsJh7h4h3d Qc8c6d4h3s Kh9s9d5d4d 
Th8s6c4c3c Jd7d6d4s2s KdTs7c6c2h Js8s6c5h2s 
Tc8s8c6c2c Th8c4h3s2c AhKc7d6s2s Tc7c6h5c3c 
Kc9h9d5h3s 9d9c7s2h2d 9d6s6c3c2s Qh9c8s6d3d 
Kd9s4h4d2s AsTs5c2s2d QdJs7h6h3h Jh7c6d5d3d 
KcQh5s4s2s Jd5s4d3s2h Qs7h5s4h2s Kh8d5d4c2c 
Td8c4d3h2c 8s6s6h5s2d Qh8h6s3d2s Qs9d8c5h3h 
Jh6c4h4c3h Js9d5d4h4d Kh9s7s7c3d 9s8s5s4h4d 
Kd9c7d4d3s QcTh5h4s2h Kc8h7d4d3h AsQd9h7d2d 
6h5c3s3c2s JdTh5s3s2c JhTs7c5d2c KhTs7h4h2d 
Kc7h4d3h2c Qh8d4d4c3h Ad9s8c6c2h Tc8s4s4c2c 
TsTc9s4s2s Ac9d6s6d4h Jd8h6d5c2d Qc8s6s3c2h 
Qh8s7c2h2c Qh8s8c6d2h Qh9c4c3d2h Kd9d8d4c2c 
AhJs8h6h2h Th9d8d4c2s JdTc7h6h2s KdJd8h5d3d 
8s7c5s5d3s Td9c7d5h2s Th8d6h5s2h Qs8s7h2h2d 
Qs9d9c5s2s Kd6d6c5s2d AdJs8s6s2c 8h7d6c4h2s 
As8s7s7h2s Jh6d5h2d2c Qs6h5d4d3c 5d5c4d3c2h 
KsTs8d2h2c Ks9s6d4h2c As7c5h5d3c Ts7c6s2d2c 
Tc8d8c2s2h Ts9h4s3h2s Jh8s8c5h3h KdQs9c3d2h 
Jc5d4c3d2s AcQs9h6s2s AsJc9h3h3d Kh9s5d4h2c 
9d8c5c4s4h AsQh5h3h2d Qs7c6s4s3h 9h8s4s4d3h 
Jh8d8c5c2s Kc6c4s2s2c KcJh8d6s3s AsQd8d6d2d 
KhQc8s4h2d As7h6c4h2c Td8h6h3s2s AsQh7d4c3c 
9c6h6c5d2s 8s6h5d5c3d AsKh8d3s2s Qs9h4s4h2d 
6s6h5s4d2s 7h7c6s3h2c 7h7c6s3c2h KcJs8d5h3h 
AhQs4d3c2s KsQh4d3h2c Qh8c6d5h2h Jc8d4h4c2d 
Kd7d4s4h2h KsJc7s6s2h Td7h5c4s3s Qd9d7s4h2h 
Td9h6s4d2c Td9h8s4c3s 7c5s5d4h3d Jd9h8c6s3s 
KdQs7c3s2c KcQs9h6d2h Kc8d7s7h2c QdJh6d3s3c 
Tc9d4c3d2c AhJh6d4s2h As6s6c4h2s AsJc8s6s2s 
Kd7c5h5c2h Jc9d6s6h4s KsKhKd7s7c Ad9d4s2s2d 
9d6h5d3s3c 7h5h4h3d2d Js7s6s5s3h Tc7c5d2h2d 
Jc7d6c4d2h Ac9s8c3c2d KhQhTh2h2c 9c8c7d3d2s 
KhQc9s6d2s QsJd7d4h4d Qd9d7s5h2c 6s6d5s2s2h 
AcTs4c3c2d KdQd7s5c2d Qs6d5h4s2c 8s8h7h3d2d 
QcJh8s6d2d KhJh5c3s2h Jc9s8s8d4s AdJs4d2h2d 
9s8h6h4h4c QhJh8h3d2d AcKs9d4d3h JdTh4s3c2d 
Qs7s5h4s3d 9s9d5s5h2s KdQc9h8s3h Th7h6d5h3h 
Td9d8c4d3s KdQd7c5d2s KcQcTc2h2c JsTc6d4c2h 
Ts7h7c6s3s Qh7h5d4d2h 8h6s6c5s2s Qc6s4s3c2d 
7s5h4c3h2c Jh8d6s5c3d AcJh7d6s3d Tc9h7s6c2c 
Tc9c5c4h4c Tc8h7s5s2d AcQc9s6c2c Qd8s5d3h2h 
Th9h5s5h4h JsTd7h6h2c AdKs8c3d2d KdJh4s3d2c 
Qh9h8s8h3d Jh9s6h4d3c Td9d8d2h2c Tc9c5h3s3d 
Ks8d7h7c4d 9d8c5h5d4d 7d6d4c2d2c Kd9d7s7h3d 
Td8s8d7d3h 8c7h5s3s3d Jh9h7c4h2c AcJc4d3c2h 
Kd8d8c7d4d 9c5c4d3h3d 7c5h4s3h2s Jh6s6d4s2h 
KhTs6c3h2d 9d8h8c7c2s Js7h7c6h2c KdTs9h3c2s 
Ac9d5c4s2c Kc9s8s7h4s KdJs9s4c2h Ts7s5s4h4c 
Kd9d5s2s2d Ts9c4s4h3d Jc8h6d5s3d TsTc6h6c2c 
Jd9s8s7s2h Th6d4h4c2c Ad9c8h6s3c Js9h5h4h4d 
8c6d6c4h3s Jh8c6s5d3c Td9s7c6d2d AcTd7s5d2h 
AdTc6s2s2c JhTs8h3c2h Qc5s5h3c2h 8c7h7c6d2s 
Td8d7d6h2c Qc9s7d5d3d QsTs9s3s3d QhTs4h3h3d 
KhQd8h7h2s KdJc9d4s4d AdQc8c6c2c Td7s7c4h3c 
KdTc7d4d2h KsTs6s6d3s Ts8d5s3h2d KdTh7s6c2h 
AcKs8s3s3h QhTsTc3d2d Qh8d7s4h4c Kc8h7h3c2s 
AcJh8s3c2c KcQd6c3h2s Qd6h5d3h2d Qs6c5h4s2d 
