AcQs7s6d3s 
QsJsJd4s2s KcQs8h8d5h JcTc9h2d2c Th9c5d5c2h 
QcJs8s5h2d Th9d6d2h2c AhQh9h9d4h KcTs9d8d2d 
AcQsQh7d2d QcTh8d3d2h QsQd5d3d2c Jh9d5h3s2d 
9s9c5d4s2d KsTh4h4d3d Qd5d5c4c3d Ad9s7c5c2s 
Jd7d5s4s2h AhQs9d8c2d KhQs7h7d2d Ac9s9d6s5s 
QsTc9h6h2h AdQh9s4c3h AcKsTd3d2h Ac8d3h3d2c 
Kd7h6d4s4c Kh8c6s2h2c Kc8h6d5h4s 9h8c7s5d3s 
KsQcJd8h3d Tc8h8d4s4h Ks9s9c8h3d TsTc8c5d3h 
AdKc9h7s2h 7s6s6d5c3h KhQhTh4h4c Ks9c5s3s3c 
Kh9s8h3s3d Ah9s8s7d3c Tc6s5c4s3s Kd8s7c5s4h 
QdTs9d5h2d KsJs8s5h4s Qc9s8c2s2d 8s8c7h7d2h 
9d6s6c4h4c JdJc9d4h2s Qd9h7d6d4s Tc8h7h5s5d 
KcTc7d7c3s Js7c6h5s3d Kh6s5c4h3h KcJd6s5d3d 
Qs8d8c7h5d Jc6s6d3s3c Js9d5h2s2h Jd8s8c6c4h 
JhTd9d6d2s Qs7s7d4h3h QcJs8h5h3d Tc8h5h3h3c 
Js9d9c7d3h Ks8d5d4s2s AsQhJs6s2s QcTh7c5d5c 
QsTd3d2s2h Jd9h7h6d2d 9s9c8s5h4s Ac9s7h4s3h 
AsJs8s7h2s KhJc9s7s4s KdQsJs6h2s Jh9s8s4c2c 
AdQd8s4d2c KhJs5d2s2d QsJd9h9c3c Qh9s9c6c4d 
AcJd9s9h2d AdKs6c5h2c Th6d5d4s2h KhJs5s5d4s 
Qc9s8c2s2h Tc9d8h6h3h AcQc6h3d3c TsTh8h6h3c 
Kh9d7d5c4s QdJd9d8d4h Js9d6s5s5c Qd8h7h4s3d 
AsQsJs7s3s Jc9h5h4c2c JsJd8c7h2s QsTc6c3d2d 
Ad9d7d5c3d Qs8d5d3s3c AsTs6d3s3c Jd9h7h7d2h 
KcQd9h8h5h Jh9c7d5s5d AdQhJh6c2h Ks5s5c3h2h 
QcTd5h3s3c KhJc6h3d2d AcJh7s2d2c KcQcJc9d2c 
QsQh8s2s2d Ac8d6d5d4h Ad8c6h6c3h Ks9c5d3s2d 
Jc8d8c3s3d Qs8s5d3h3d Tc6d5h3d3c Qd5d4s3c2s 
QcTd8c5s3c Td7s6h5d2s 7d6s5s5d2s AdKd3s3d2h 
Kd7s6d4h4c QcTs7s6s3d KsQdJc8s3s 8h6s6d5c4c 
Kh8s7c5c4d AsJd9h6c3d AdTd9d4d4c Ac8s7h6c2c 
Th9d8s5h3c Qd9d7d5h4c KsJd8c7c4c 9s8d6s3s3d 
Jh9h8c4c2h Ah7d3c2h2d KdQsJh8d3d AdQc7s5s3s 
AhKd8s7c2s Kh8s7c5s4d As9s9c4s3d 8h8d6c3d2h 
QsJc8c5c3h Jd9h8d4h2h KdQdJd4s4d QsTdTc3h2s 
Kh9h6s3s2c Ah8c7h4h3s JhTs9s6s2d Qd7c5d3h3c 
KdJh8h2h2d JsJc9h4c3c Tc8c6s6c5c KcQdTd3h3d 
9s8h6s5d3s Qd9c8c2s2d AsQdJd6h2d QhJd9s9c3c 
KsQd9d7c3h Kh9s9h6c4h As7c3c2s2d AhJs3c2h2d 
Ad9d8h3d3c Td6s5s5h3h Tc9s8d6d3d Ks8d6h5h4c 
8h6d6c4c2h 8d8c6s5h2s KcJd6c3d2c Th7s7c6s5s 
KsKhKd5d3h 8h6s6c4h2c JsJd4h3h2s Kd9d7h4h2s 
Ac8h7c4c3d KsJcTc5c2c AcJs9h9d2s Ac9h7h5h4s 
9s8h6d5d3d Ts9h9d4h3c KcJh8h2h2c KdTh8d6d2c 
AhTd7c5d3d Th7h7c6d2d QcTs7s5s5d KcTdTc7s2c 
KcJd6s6h4d Td9s7s6s3s Ts8c6h6d4s AsKsKhKc5s 
AdQh9h5h4h KsJhTh5h2h 9d8d6h2s2h Qh9d8d4d3h 
TsTd8d6d3h Qh9s8h6c2d 8d6s6d4s2s Ah9c8s8d4s 
KsTs7s7d3c QcTd8c5h3c KhQdTs8c2c Th8d5d3h3d 
QsQc7c3h3c JdTc4s3s2c AsTh7d6d3c KdQsJd8c2d 
QsQc5h2h2d Js9s8s6d4h AsJs9h6s2c AdKhTd3d2d 
AsQd6d4c3h KsQdJd3d2h Ah9h7s7h4h Jh8s8d6d4c 
Td4s4c3s3d Th9h7c2s2c Qd8h7d4h4d QhJs9d5c2s 
Tc8c7d5s5h QcJh6c3d2d 9s6s5d5c2d Ts8h5d3s3d 
Jd9s8s3h2d Kc6s6h2s2c As9d8c6d4h AhJh9h4d2s 
Ad9d7s4h3d KhJd8d5s3c Ah8d7s7c4d Jd9d8h3h2h 
6h4s4d2h2d QsTc8d6h2h Ad8h4s4d2c AsJh7d2s2c 
TsTc7d3s3h 7s6d5c2s2d QhTh8c4h3s AsTs8s5h2s 
QdTh9s6s2s AhTd7c6c3s 8s6d6c4s2d AsKs3s3h2d 
QsTdTc3s2h 7d6d5c4s4d 6c5h4s2s2h JhTs7d3h3c 
9d9c3s3d2c 9s8d5d4c2s Js7d5h4d2s Qs9c8d8c5h 
Qc8s7d6s3d AcJh8s8h2d 6c5c4h3d2h QhTsTh8h2h 
Kc9d6d2s2c KsJd6h4d2h 9s8h6s5s4s Jc9c8s3h2s 
AsQcJc6c2h 8c6s6h4c2h Qh7c6s5c4c AdJdTd6d2c 
7c5d5c4d3d KcTc6h4s2d Td8d7s5d4d AcTc9h3s2c 
Jd9d8s3c2s KhQcJh8d2h JsTh8c5h2h KsQsJs5c2s 
KhJd9c8s2d KsJc8c6d4c AdQs6c3d2h KdQd9s7c4d 
JcTd5c4c2h As9s7s4d4c Qc9h9d6d4s Jh9s9d7c4s 
9s8d7s4h3d Tc9s6d5h5d Qc8d5c4d3c KdQd7s7c4d 
Kh7c5h4c2h JdJc6d4h3s Ah8d7d6s6c 9d8h7d4c3h 
QdQc9c3s2h Td7h6c5c4c Jh7d6h4d3h AdKc9c5c3c 
AcQd9s9d3d Kd6d4h3c2h Js5s5d2h2d AhTc9s4d3d 
QdJd8c5h3d QsTh8h5h5c KhTs7d4d2s KhQhJc8d3h 
KhTs6s5d5c JdTc8s4h3s JcTd7c5h2s QhQc9c7c2s 
As9h5s5c2d AhQhJh5h2h JdTc5c4c3c QcJc7s3s3h 
8c6s4s4c3h Ts8d7s6h3c QdTh9c5s2h Qc8s7c5d4c 
QcJsJh8s2s KdJc9s6h4h 9c6c5d3d2s Jh7s6c5h5d 
AcQs7d5h3d 9s8s7h2s2h Jd9s8d7c2h 6h6d5d3h2s 
9h6s5s3c2h KcJs9h8d2s Kc8s7d5h4d Jc8c7h6c4c 
KhTdTc8s3d QdTs7h3s3h Kd9c7c6s6c Tc9s8h6d2s 
Th6h6d5h3d QdJc8h4s4d KcTs8c5c3d QsTd7h4d2h 
KcJs6s2s2c Qs9h8h2s2c Qs9h8d6s4s AdQh3d2s2c 
As7c6d2s2h Th8h7c5s5d QhJs8d5c2s JdTc9s4s2h 
QcTh8h5h5d KcQh9d8d5d Js9h8s7c3d Ks9h6h6c5d 
Qh7s5h3s3c AdKs9c8h2h AsTh7d7c3h Kc9d8c7c4h 
Ks9h7d5c4h AhJh7h3s2s KhQs5s4d2c JsTh6h6d3c 
AcTc7c4s3c Qh8s8c7d5c Td9c8c6s2h AcTh6d5h2d 
Qd9s8d6c4d AsTd9c5d3d KcTc9c4h2d 9c8c6h2s2h 
KcQcJc4h4c Qh7c6s5s4s QdTs7h6c3c QsJc8s6h2d 
8s7s6c4s4h Qh9h7d5h4s Kd6h4s3d2h As8h3h3c2s 
JsTs6s4h3c QdJh9s9c3c Kc9d8h4h2c Qd9s7s6s6c 
AsKd6h4h3c AcJs9h6h4d AcTh8s8d2d Kh9h8d6c4h 
Kh9d7s4s4d Qd8d6h4d3h 9c8s8c4s3c Tc9s8d7c2h 
KdJc5h3h2c JhJd9h8h3h Qc9h6h5d4h Jd9c7d7c2c 
Kd9h6h6c5s As9d4c3c2s KhJs7s6d3c QsJd9s5s2c 
Tc9d6s5c3c KsTd9d5d3h AhTh7h4c3h Ad9h8c7c4c 
KcQhJh6s2h Kd8c7s5h4s AdJd9d4h2c JdTh4c3c2h 
7s7d5c3s2d 7d7c5d3h3d QsJh8h5h3d Qc9h8c6s4c 
Kh9h7s6c3h Qs9h8h8c5d Kh5h5c4s3d JsThTd3s2s 
Jc9d8c4d2d Td7s7c6s5s JhTs5h4h2d Kh9d8h3d3c 
Jd8d6s6h5d Jd7s7c5d4h KcJs9h7s3s Tc9s8s6h2d 
Qd7d6s6h4c QcTc9c4h3c 7d6h5s2h2d Ah7h5h5d4h 
Ad8h8d6d4d QhTd4d3h2d KdJc8c5h3s QsTd9s4s3s 
9s8s7d2s2d JdTd6d4c3h Jd6h6c3h3d KdQd7s5c2h 
KhTd9s8c2c Th9s8s6d2c Qd8s8c7h5s AsJd6s5s2h 
AhKd6c4s3s Js9d5s2d2c Js6c5s4h2h JcTh6s4s4d 
AhQs9c7c4c Th9s9d8c2s KcQs8h6d4h Js9s8h3c2h 
Kh9c5c3c2h AhQh6c3s3h JsTc9d4h2d Jd7c6h3h3d 
KcQsTd8h2h 8h7h6h6c4d KdJhJd6d2c Qs8c7d5c4h 
As7c6d5h5c AhQs7c4s3d JsTd9h5s2s Kc7c4h3s3h 
QsThTc6h2d KdJs5h3h2s 6h5h4d3c2d Qd9s8h4d2s 
9c8c6c4s3s 8s8c6d3s2c 9s8s6h5s3c 7c6s5s5c2s 
Kd8c6s5c2s AhQd7c5c3c Qh8c6s6d4h KhJc5d2d2c 
KhQcTs6d2d As9h8d5c4h Qs9d8d6c4h KdJs7s6h3c 
9c8h7c6d3c KdTh9h4s3c Qh9c7h4c3c Ad9d8c6d4d 
QsQh9s7s2d AdQs8s7s2h As8h6h6c3c Th8h6d5s5h 
Jd9h6d5s5d Jh9c6s6h2s As8c6h6d5d Qs9h8h2s2d 
KsTs7c4s4h QhTs7s6s3c Kc9s7s6s6h KcQsTh6d2d 
9c8d6c3d3c Th8s7d6h3c TsTc5d3c2s Ks9c7h4h4c 
7d6s4d3s3d 9h6h6c4s4d Qd9c7h6c4s KdTs9s5s3h 
Jd8d7s6h2s As9c7c4d3d QsTsTd4s2c Jd8s7h6s4s 
8d6c5d3h2c KhQc9d8s3c Ks9s6h3d2h QhQd9s5c2c 
9d8s7d4h3s KcJh9d8s2h AsTs6s5h2c QhQc7c3d3c 
AhQc9s9d4s KhJd6h3d2h JcTs5d4h2s QdTs7s3d2h 
QcJd9h8s3s KdJhTh6h2s 8s7d5s2d2c JdTd7d4s4h 
8d7c6d5s2h Jd6c5d4s2s QsTsTh5d2s 8s6c5s3d2c 
8s6h5h2s2h 7d6s5h2s2d JdTs6d2s2h QdTc7s7h4s 
Qs8s7d4h3h Qs7d6c5d4d AdTh8c5c3s 8c7c6s4d4c 
Qs9c8c6d4h AdJhJc6h3h KdQh9s7d3d 7c6d5c2s2d 
KhQcJc6c2d Kd9h4h4d3s JhTs7d6d3d Th9s5h5c2s 
KhJsJd8c2d Kd8s5h4s4h KhQd7d5s5d 9s9h8s6c2d 
KdTc9h4d2d KhQs7h6c2d Ks5s5d4h3c KdJh6h5h3c 
Tc8c6c4s2s TsTc9d7h2c Kd9d6c3s2c Qh8s7c5d4s 
Ad9c8h5s4c KhKd9h4h2h Ad9c8c7s3h 9d8s7c5h3d 
KcQd9s7c2h As9s9d7s2h AdTs8h5c3c AhQcTs3c2c 
AhTc9c7c2d Tc9d8h5c3s AdTs6h5h5c As6d5d4h3h 
Tc9h5s5h2c Ks9d6h6d5c KsJc9s5s5h Jc8c6c5c4s 
As8c7s4s3h QcJc9c6c4h QcJh8h5d2s As9h4d3d2s 
ThTd9s7h2c KhQc9d7h2s Ks9d9c5h3s JhTc9s7c2c 
QcTc5h5d3s 7d6h5d2s2h QhQd8c5c2s AsKhQhQdQc 
QsQh7d7c3c Ac8h8c6c4c Qh8s7h4d3s Ac9c5s3s2c 
Js9h9d7h3c 7h5s4h4c3c AcTc6s5c2h Ks9h6h6d5c 
QsTd7c6c3h KcQd4c3s3h Ts9d8s7s4s KsJs9d5s2c 
JsTc4s4d3h 9s6h5h3c2s AdKhQs6c2c AsQs5h5c2s 
KdQd9d7h3s KcJh7h5s5h KdTh9h5h3c JhTc7h5d2s 
Qh9d7c6d4s JsTc9c3h2d Js9d8h3h2s AcJd8c3h3c 
Jh7s7c5h4d QhJd8d6d4d Qc8h7c5c2h Jh6s6h5s2s 
KsTd6h4s2c JdTc9h3c2s QcJh7h5h5d Ts9h9c5h3h 
QhTc9s3h2d AdJs6c4d3d QsQc5c3c2h 9s8d7h4d3h 
Kh8c6s5c2s KdJsTc7s2s 8d6d5c3h2h QdTs9h5c2s 
9s7c4s4h3h 9h9c8s7d4h 8d8c6c5c3s 7s7d5d4d3c 
Jh9s7d5c3c KdJd5d4h4d Js9h5s2h2d As7s7c5s2d 
9d8d7s4c3c AsQd9d4h3c Qd9h6h4d2h JdJc8h3h2c 
9d6h6c4s4h Qs8s7h7c3c 8h7s5h2s2d AsJsTs4s2s 
QsJc8s5s3h Kc9s7s6s6d QcTh5c3s3d Ad9s7h3s3h 
Qc9s7s6s6h Ac9s7d4s3d Ad7d5s5d4d KhJs9d7s3s 
KsJs8s7s5s Kc9c6d5h3c 9h9c5c3h2s Kc7c5h3h2d 
6s6c5c4d4c Td9d7s2s2h Ks8c5c2s2d 6s6h5c3s2h 
As9c7s5s2h Jd6d6c5c2c KsTs7c6s3s QdTsTh5c2h 
Kd9s6s4d2s KdQhJh3h2c Jc7c6h5s2h Ah9h8d3h3c 
Qh9c8d8c5s 8c7d5s5h4d KsTh7c5c3d AcQd9h6d3d 
Qc9d8s8d5h KhQsTc5d2d 8c6s4s4c3d JdTsTc3c2c 
Ah9h8h4s4c Jh8s7s6d2d QcTc7d7c5c Qd7s5d3s3c 
QhJs9s9d3s JsTd7h3s3c Jc9d6h6c2h QcJd8d5d3s 
Qs9h6s3c2h As7s6c2s2c Td7d5c3h3c TsTd5h3d2s 
QhJh9h8h4s KcQcTc4s4c 9s9c8h7d4c QdTh8c5h3s 
Kc8s8d7h5s AcJsTh6d2h AdJh5s5c4s KsTd8c6s2s 
KhJd9s8d3d JsJc8h3h2s AsKdTs3s2s Tc6h5h4s2c 
8c6h5s4s4d TsTh3s2h2c KhThTc7d2h Js8s5h5d2d 
QcTc8s4c3d 6s6d5h3s2d 7c6h5h5c2c 8s8d6c5h2c 
KsJdTd7c2d ThTc9c6c3c AsTh6s3s3d Th8h7s7c4h 
QdTc8d7d2h QhTs8d6c2c AdJc7s2h2d AdQh7d3d3c 
7h6c4h3h3c Qc9s8c6d2h JdJc8h7s2c QsJd5c4h3c 
AsQc7s3s3d JsTh6h6c3d AdTd6h5d2s KdTd9d4c2h 
Kh6s6d2s2h QsTc7s5s3d Ac9h7s5d4d KcJs8c3s2s 
Jd8c7h6c4c KdQs9s8c4h AhQh7s6h3h Js8s8c3d3c 
JhTd5d4d3d TsTd7s4s2d KsTh8s4d4c Js8s6c4d2d 
Js7s6h5c2h QhTh4s2s2d Jd9c8h6s4c Kd6s4s4c2d 
As9s8s8d3s KcQc7s6h2d KhQh5h4c2s AhJc8d8c2s 
KdTc9c4h3s Qh9d7h4d3d JcTc9s2d2c Js9d8s3c2d 
AdKs9h9c4h KcQd8h5s4s AdQd9d9c4d Qd9c6h4d2c 
AdJs7h4h4c QdQc8c2h2c AcTs6d5s2d Th9d7s5s3s 
Tc8h5d3h3c 7s7h5h4h3d TsTd5c3d2s Ks9c7c6h6c 
KcQcJs8c2d QsTc3h2s2h QdJs8h4d4c JhTd6h2s2d 
KsTd5h3s3c 7s6h5d5c4c AdKh9s5s3c Qd7h6c5s4c 
AsTd5d5c4h AdKc8s7h2s 9h8h6c2s2c AhTh9d3c2h 
KsQc8s6h2d Qd8s7c6s3c KcQs7d7c2d 8h6d5s4s4c 
9s9d8h6s4s Js9d6c3d3c JhJd4d3s3c JhJd4h3h2d 
Kh9s8h7h4c QcTh3d2d2c AcKd6d5d2d Qd9c6c5c4h 
AdQsJs6h2s 8s6s6c4c2c Ts9h9d5h3h JdJc8h6c2s 
Jd7d6s5h2s AhQd9c4s3d KcJd8d2d2c JdJc6c4h3s 
QcTsTc4c2d Th9c6d3c2h JsJh6d5c3c KcQc7s5h2d 
Jd9s6h5s4c AdQc9c4h3s 9s9c5c3s2d KsQs9s6s6d 
Kc9d6c3d3c JdTs4d4c3h AsKs7s5d2s Ks6s4c3h2h 
Js9c8h3h3c KsKhKcJdTs Qc9d8d7d5d KdQdJs6c2d 
KhJd8d6c4d AdQd8d4c2s Jd8d7s6d4d Kh6d4s3h2d 
Jc9h5s2s2c JdTs9h3c2s KdJs7s5c3s AdJh7s2d2c 
QhTh7d3h3d QsJd8h6s2c Ah7d3d2s2h 6c5h4s3h2s 
5s5h4h2s2c Ah9h7d2s2c Qd9d7d5s4c 8h6c5h3s2c 
Qd8s7d4c3s Qc7h6d6c5c As9d7s3d2s KdJd7s3s3d 
Ts7s7d6c2c KhQhJc6s2h KhTd8h2h2d Tc9d5s5c2d 
Ac9c8d3s3c KsJdTd6d2h QcJd8h5h3s 7s7c6h4s3d 
QsQh8h2h2d Qd9s8s8h5c Qs8h7h6d4c Ks9h6h2s2d 
KdQh8c5s4s Ts9d9c5c3c JsTs9s9h4s QcTd7d5h5d 
KsJh5c3c2h QcTh7h5h5d QdThTd4d2c Jh9c7h6d4h 
Ts9s6h4h2s JhJd9d5s2d AcQd9s8h2s AdJh9s7h2c 
AdQc7h5h3h JhJc4c3s3d KdQh8d6s2c Kc9h6h5s4d 
Qc7s6h5h4h AsJc5h5d4d AdJd9h6d4d Qh8s8d5d2s 
Jc5s5c2s2d QhTc9h5s2h Kc5h5d4s3c JdTd5h4c2d 
9h9c5h3d2c As9s8s6s5s KsJh8h5c3d AdJh5d4c2d 
ThTd8h7c2s Jc9h5h4h2c AsQd9d5d4d Jc8d7d4c3c 
KsTc8s3c2s AhQsTd7d2d Tc9s8h5c3d 7s7h5h3h3c 
QhTh9s4h3h Qc9h6c5s5c QhJc9d7d3s Qh8h7h7c5d 
Qd6c5c3d2h Ah8s6s5s4c KcTd9s4s3h AdKsTd3d2d 
KsJh9s7s4s JhTsTc3h2h AcKdQh6s2s Ah8s8c4c3s 
Td9c7c6c3c KcQcJc4s2c QcJc6h5c3c 6s6d5c3s3h 
As9d7c3d3c Ts9h6h2s2d QdJc8c3c2d Jc9s9d7h4s 
JsTs8s8d2h Js8c5s4c2s JdJc9h6h3h Ks9h8d4d2s 
KcQh7h5s5h Jh9c6c5d4c QcJc5c3h2h Jc7c6d5h2d 
QsJc9d5h2c AhQh6c3h3d QdTd9h5s5d Qh9h7s5h4d 
Kc5s5c3d2d Kh9c6h3h3c QdJc8d3d2c Kd9h7d3h2s 
Js9s6c5d4s AdJc7s6c3h Qc9c8s2s2h QhJc5s4d3s 
8h8d4s2s2h Kd9s6d3c2c AdQs6d3h2c Ah8c7c6s6d 
AhTs7h6c2h 6c5s5c4c3s KsJc9h5d3d Jc7s6c4s3c 
AsKd9c5c3h Th7c6c5d2h Qd9d5h3s2h KhQs8c5d4d 
9h8s8h7c4d KhJh9s9h2d JsTc3c2s2c Qh9s8h2s2d 
JhJd9h7h3h AdTd9s3h2d Tc9s8c3c2s Kc6h6d3h3d 
JhTd4h4c3s Ts9s8h6c2s KcJh9h3d2d JcTs3c2s2c 
QdTd7s7h4d ThTd9c7s2h Kh9h6h5c3d Qd6c5c3d2s 
9d9c7h4s4h 6h5h4c3s2c Ks6c5s2s2c JdTc9h4s2h 
9h9d8d4h3d KhQsJc8d3c Ah8d8c4c3d AcJc7s3s2c 
Ts7d7c6c5c Ac7d6d5s2s Ah9h4s3s3h QcTd7d6d3h 
8s7s6c4h4d 8c6c5h4s4d QdTc8s8h2d TsTh6d4s2d 
Tc7s6s5d2c Js9c6h5c4d 6s5s4c3h2c Qs5s5h4h3s 
Js8d5c4s4h KdJh6s6c4h AcJh9s5d2h 7s6s6d5d2s 
KhQhJc8h4h Jc9h9d6s3d QhTd7c3d3c JsJh9h4d2c 
9h6h5s3s2d Kh9s7s6d4c Qs8c7s4s4c JcTh8d5h2h 
KsTs8c3s3c 8d8c6h3c2d KhTd8h5h3s KcQcJc4s4c 
AcTd9d3s3h AcTs6c3d3c Js9s9h7d4s QsTh7s5s3d 
Kc6h5s4h2s Kd8h7s7c5c QsTs9h5s5c Ts9s9h7s3s 
Tc8s6h6d4c QcTs6c5h2d Td8s7h3s3d QhJs8s5s5c 
KdJs7s6c3h 7c6h5c2h2d QsJh8h5h5d KsQhJs8c2s 
Td9d8s3s2d KdTs8d5d3h Js8h7h6h2s 9d8s5c4d2c 
Qc9c6h4d2d KdTc9s4d2d Qc8c7h7d3h QcTs8h3h2s 
KhJs9c6d4d Kd8h5h2d2c AhQh6s3h3d Kc7d6s5s4s 
AcTs7h5d3d Qc8s7c4h3s KsKh9s4s2s Kh8s5s2h2c 
QsTc8c5d5c 9d7h6h5h4h Th9c6s5s5d QsJh9s9d4s 
Th7d6d4h2s KsJhTd7c2c Qh8d7c6s6d 8c6d5h4s4h 
Qs9d9c6c4h AsKd8h7c2h AdKs9h7c2h KhQs8d8c5d 
JdTh9s3c2h Ac9s8s7d3h QcTh6c5s2d Jc9c8s3s2s 
Ac6h5c3s3c 9s9h8h6c2d QdJd9s9d3h Ts7h6h5d2s 
Th7s7d6d5d Qd8h8d7h3d JdTc9c2h2c Kd9s6c5c2s 
KhTd7c5c3s KcJhTh4h2h KcQs8h8d5d QdJd9s7c3d 
Jd8c5d4c2d Ad9d7h7d4d KcQh7d3h3d Ks9c6h6c5d 
QsTd9d5d3d KdTs9c4d2d KdTc6s6c4c Jd9c7h6c3s 
KdQh7h5h5c AdQsQc7h2h AsKs3d2s2c KsQh6h6c3d 
AcTd5s5d4h 6s5s4h3c2c Td9d7d5c2c Ah7s6d2h2c 
Qc7h5c3s3h KsJs9h5s2c Tc9s6s2d2c KdQhTh6h2s 
KhQcJc7d3c Tc9c8c5s4d As9c7d5h4h KsJh6d5h3h 
QhQd9c4s3c JdTc6s3c2s As9c8c5d5c Ts9d6c5s3s 
AhKs8s5s3s KdJs8s6c4s Ad9s8h6s4c Js9c6d3d3c 
KhJcTc5c2c Js9d5h3d2s Qd9d6h4c2c KcQhJh8d2h 
JsTc9h3c2d AcJh7d2s2c QhTd7d3h2s JhTs8c5h2h 
KhTs9s4c3d Td7d5h3s3h Td8h7s2s2d 9d8s8c4d3s 
Tc6d5c4d2s Ts8c6h2s2h AhQc9c5c4c As6d6c4c3d 
As7h3h2s2c JsJd4h3s2h Qs8d7s5h4s KcQh9d7c2s 
Qc8h7c5s4c QsJd9s9c3s TdTc9h7c2s KhQc8d8c3d 
KsJd5c3c2d KhThTd7s2h Ad9c8s8c3h Qs5s4c3d2c 
Ad7h6s5h5c 8s8d4c2s2c Jd8d7c6h2c KdTs9c4c3h 
Qc9d8h2d2c JcTc8h8c2d AcQd5h4s2d 9h6d6c4s4d 
Qc9d9c8s3h QsQc4d2h2d Kh8d6s5s4c 9s8c5c4d2s 
Th9d9c4d3s Kc6c4s3d2d KcTh7c5d2s QcTd7s6s3h 
QcJs9h9c3c Qc5d5c4d3c KhQsJs6c2s Qd9c6d5s5d 
AdKh8c6h2h QdTsTd4d2c 8s6s5d4h4c Qd7h7d5h2s 
9s9c5s3c2c Qc6d5d3c2s JdTc8s5c2c Kh9d7d6d6c 
KsJdTd5d2d KcQh8d6s4d KhQhJs8h4h Qs9h9c4s2h 
KhTh9h5h3s 9h8c6s5d3s Ks8s6d6c5s AsQs8d3s3h 
QcTc7s7h4c QdTc9d5s2d QdJs5h4h3c Qd8h6c5c4c 
AcJd7s6d3h JsTh8d5s2s JsJc6h3s2c Kc8d6s5s4h 
AhKs6d4d3c Th8d8c4s4c AdQc7s4c3h 9h8h7h7d6h 
JcTc8s8c2h ThTc8h6h3d Td8d6s6d5d Td8h7s4h2s 
JhJc4s3s2h Tc9d7s7d3h Qc9d8s4c2d QcJc7s4s2h 
JcTc6c5c3d Kd7h7c6s5s Qc8s7d7c2d JsTh3s2s2h 
7s7c5c3h3c Tc7d6h3h3d 9s8h6c5d3c Ts7d4s4d3c 
Kd9c4d4c3c Kh8h5h5d2d 9s8h5h4d2s AcJs9h5d2s 
Ah9h5d3d2h As9d6s4c2h AhJd9s7d2c Ac8h6s6d5d 
QsTh5s4c2d Qc9d7c4d3d AhQh7c6h3h JhTd8c5d2d 
KcQc9h9d3s Jd9d7h6h2h Td8h7c2d2c KhQc8s8c2s 
Kd9d5c4c2c JdTs6s3s2d Ah8c4s4h2d Kc9s8c7c4h 
Jc9s7d5h5d Js9s8s7h4d Td8d5c3s3c KhJc8s3h2s 
Qs7c6c5c4d Ah9c3s3h2c 9s9h3h3c2s As9s9c4s3h 
Qd7c6h5h4h QhJd8d5c2s 9c8s7h2s2c 9c8s7d4s3d 
Ah9s8s8d4c Tc9s7c4d2d Qh9c8h2d2c QsJd9h8c2h 
KsJd9h7d3d KsTd9c8c3c JsJh4h3h3c 9c8d7h4d3h 
Qs8c6h6d4s 9s9h5h3s2d Th9h8d8c5h 6c4s4d2s2c 
Kd9h7h6s6h 6d5h4d2s2h Ks9d8c6h2s AhTd7h6s2h 
QdJc9s9h3h Tc7d6d4c2h AcKc3d3c2s QcTs9s5s3s 
Jh7s7h5d2s QsTh7s5s5c AcQc8s3d3c KhQs5h4d2h 
AcQs3c2h2d QdTs7d5d5c Kd7s5s3d2h Th7h5d3s3d 
Ks8h5c4h4c Kh9d8s4s2h Ac9c6c5d2s QsJc8s5s2d 
KsKhKc5h3s QhTs9d3h2c Jd9s6h3s3h Qh9d8h4s2d 
Qc8h8c4h3s Kd9d8s8c5d KhJcTc7s2c QdTsTc6s2h 
QsTc9h5d2c JhTsTc3c2c KhQsJs8d2s AsJc8c7c2d 
Kc9d7c3d2h 5s5h4s2h2d AdTd5d4h4d Ac5c4s4c3h 
QsJs5s5c3h AcTc7s7h2c 8s8d6s5s3c Kd8h8c7h5s 
Jh9c5d2h2c KcQhJh7d3h As9c7h3h3c Th8c6d3h3c 
AcJd9d6d4h QsJc7s5s3d Th9s9d4s3c QcJhTd7s2d 
Qs7d6s5s4s AsTs6s5c2h KcJc9d5h5c Qs9h9c8h5h 
QdJsTh7c2h QdTs8c6h2h QsJh9c8d2c Ks9h8s5d4s 
KsQs6c5s3s Kh8h6d6c5h KhJc9h5s5h Qd7c6c5c4h 
QsJh6d4s3s AdJh7c6h2c JdTs9h4c2h Js6s6d4d3h 
KdJhTh5h2h 9d6d6c4s4h 9d8c6d5s3d KsQhJh3c2h 
Kh6s6c2s2h KsJc9d7c3c KhTc9d8s3s JcTc5h2h2c 
JsJh6d3h2s AdJhTs6c2s Kc9s7h5c3c AhJs7d6s2d 
AhKd9s5s3c Tc9s7c4s2d Jd9d7c6s4d Qd8d6c4d3c 
QdJd9d7h3s QhJh9c3c2h QcTh7c4s3d Qs9h6c4s2h 
KhTd9s7c2d QsTd8d5h5d AdQd7s6d3d Ah9d5d3h2h 
Td9s8s7h2c Kd8s8h7c5h Jh9h6h4c3c KhQsJs6s2c 
Kh7s7d6c5c AcJd9s7d2h 7s6s6d4c2d KcJs6c3d2d 
Jh8s7c6s4s QhTc7c3h2d Qh7s5h3s3d Qc7s6s5s4d 
QhTd8s8c2h Qh6s4s4h3c Ah8s8c4s3c JsTs7h3d2d 
