Qd9h7d4s2h 
KsJh9d5d2c KsJh8c5c3d 7d6s4s4c2c KsJs7s6d3s 
QsTc7c4d4c Ts9h8s2d2c KcJd9d7d2h AhTs7d3s2d 
Jc8c6d4c2d Tc9c4s4c2s KcTsTh4s2d KcQc8h8c4s 
8h8d7s5c2c QsTs6s6h3s QhJd7s7d3c Qc9c6d3d2d 
Kd7h5d3s3c JhJd6h5s2h JsTs6s4s3h Jc9c8d7c2s 
9h8s8h3h2s Qc9h7h4s2c Qd9h7c4d2h QhJs6h4h3h 
Kd8d6s4h2c Td8h7d5d3d Th9c8h5d2h Kh7c6d6c2d 
AsJh5c3h3d Ts9c5d4s3s JsTs8s4h2s Ks4s4c3s3h 
7h6h5c4s2d KcTc7s4c3c Jh9h9d6h4h 9h8h8c7d3s 
QsJd8d6d2c Ah9c7c6c3d KsQh9s4d4c KsJd5c4h2d 
AcQd4s3c2c Qd8h7s7d4d KhQh6h4h4d JdTd6d4h3d 
Qh6h5s4h3d Kd9d8s7d3c Qh9h6h4d2d Jh9d8s8h4h 
Ad9s9h6c4h JdTd8h2d2c Jh8s7s4d2d Jc9h5s5h4h 
7s7c6c3h2h Kh9c6c5c4s Ac8d7h3c2s Kd8h6s4s3h 
Jd9s9c8d4d 9c7s6c3h2s AhJd9s6c3c Ks6h5d2s2c 
Qh6c5s5d3h KdTs8h6c3c Jh9c8d6c3s Kd9h4d4c2c 
KdQd5d4d2c JhJc3h3d2s Td6s6h5h2s JhTh8d2s2h 
Th7c6d6c4c Js8d7h4h2d QhJh8s8c3d AdTh9c5s2c 
Qc9s8d7h3c Qd9s7s4h2d Kc8s5s3s2c Jc6d5c4d2c 
Tc7s6s6h3d Qc7d6s4c2s Js7d5h4h4c Td8d5s2s2d 
AdJh9h5h2s 7c6h5d4s2d Jh9h9d6s2c Jc9c5d3s3h 
Ts6d5h5d2h Jd7d5h5d4c Td8h6s3d2h Ks9c7s3c2c 
Td7h6c4h3s Ts7c6d6c2d AsTd6c4d3h Th8d8c5c3c 
Qh9h6s6c4h Qh9s8c5c3d Ts9c6d4h3d KdTs6h4h3c 
8d5h4s3h3d KsTs6h4s2d Ks6h6d4d2h AdJs8h4s3s 
Jd9d5h4s3d QsTs7h7c3s Td9s7h6c2c 9c6c5h3s3d 
AhKc8d3c2s As6d5s4s3s KcQd9c4s3c QcJc3h3c2h 
Th6c5h3s2c 9d8s8h6d2c Td9s9c5d2h TsTd8c4h2d 
AhQc7d3d2c AdJh6d3s2c Kd8h6c4c3h KcQh9s9h3h 
JdTh8h3h3c Qc9c6c4d2d Tc8s8d3s2d Qh9d8c6s3d 
QhJc8h4s4h JdTh7c5s2s Kd8h6d3h2c QdTh5s4h2c 
KhQc4d4c2s AdKs8s4s2c KdQs5s5h2c Qd9c7s4d2c 
Kc8d5c4h2s KdTd9s3d2h Th8h8d6s2h KdQh8d6d2s 
Jc9s8h8d4h AdKs8s4s2h AsQc8d6d3d 8s5d4h2s2d 
Th9d9c5s2d QcJh9s2h2d Qd7h4c3d3c Ac9c6d4h3c 
AcTc4c3h3d Ac9h8s5h3h As9c6c5d4h AhJc4d3c2d 
JhTs8c3d3c Tc9h7d4s3h Kh7d5d4s2s Js9h5h5c4h 
JdTs7h6s2c Kh6h5h4d3h QdTh9c3h2s QhTc6d4s2c 
8s7h4s4d2h JsTh5h3d2c 9s8c7h7d4d KhJh8s8c2d 
AcKd9s9h2s KhQd8h6c3h Jc9d8s8h4s KsTs9c3s2h 
Qs6h6c5c4d KdTd6c4d2h JhTh5h3s3h AhJh8h8c2h 
Jd8h5c3d2h 7d5s4s4c2c 9d6s5c3h3d Jc7c6d4d2s 
JcTc8h3c2s KcTc7c6c3c Jh8c5h2h2c AsKd9h9c2h 
AhKc6s3s3d Td7d6d4s2s Kc8h6d6c3s 8c6h5s4h2h 
Js7c6h5h2c AhKd9s7s2s Td9d5s5d4c Kc9c8c6d2h 
Kc9s8c6d3c Ah9d8s5d3d AcQh8s7d2s AdTs9h5c2h 
JhTh7h3d2d JhTd7d4c2s 9d8c7h6s2h Qd8c6d5d3s 
KcTc6s2s2c 8d6h6d5s3d 8c5d4d4c2c Js5h5d4h3d 
Kc7h6d3h2c Jc9h4s2h2c JsTs5d3c2h JhTc6s5h2h 
Ah9c6c5d5c Ah8s7d3h2c QdJh6c4d2s KdQc4s4c2h 
Kc9s8h7d4s Jc9d7s7c4c Jd7d5c4c2d QdTh9d3s2d 
Th9s8c2h2d 9h7s6c3s3d TsTc6s3c2s Th8d8c3d2h 
Ts5d4d3s3h KsTd5d5c3h Th8h8d3d2d Kc9c8c5s3h 
KcQc7s7c2s Ah9c8h4d2h KcTc4h2h2c Jc9s6h4d3c 
Td7s5c4s2c 7c5h4s4c2s Ks9c6c5c4d Ah7h7c6d2h 
Qc6s5c4h4d Jh8h6d5c3h QhQd8d7d3d Kc7h5d5c3c 
AhQs8h2h2c Jd8s4s4d2h Jc8c6h4c2h Qh8h7s4d2d 
QsTs6s6d3s QcJc3d3c2d Qc7d6h5h3s QcJh8h4s4h 
Qd6d5s4h3d Jd7s5h4h2s Ts9s4s4h2h Th8s8d7h3c 
Td7h6s6h4h Kh8h7c5h3d Jd9d5d4s4h JhJc8d6c2c 
JdTc8h3s3h Ks7s6d4s4h Kd8d5d5c4s Qh8h6s3s3h 
Ts9h8h8d2h Td9c8h8c2c Ah9s9d8c2s Td9h8s2s2c 
Jh8h6h5c3d 8s8c6s3c2s Ks5h5d3h3c Ts9c7c4c3d 
Jd8d6h4d2h KhJs4c3d2h 8h8d5d2d2c JsTs8c3h3d 
AhTd7h2s2h Ts8h8d3d2s 9c8d7s7h4s Ah9d8d6d4s 
TsTd8h4c3c Ad9d8h4d2s Qd7h6s5s3c AhKd9s9c2c 
AcQh9c7c2c Jd9d7c4h3s Th5c4s4c3h Jd8s7c5d3d 
KcQh9h8h2d Ad8d6s6h3d 7c6s6c3s2d KsKc7s3s2s 
Js9h9d8h3h Ks5d4h4d3h 9h5h5c4d3d Jc6h5h3d2c 
Js9c7d5h2s Qd9h7s5c3s QdJc9s4h4c KhThTd3c2h 
Jc8c7h7d4c Js9d9c6c3c QsJs3c2s2c Qc9s9c3h3d 
Ad8d6s3h2c Jc9h6c3h2s Qh8s8h4h2s AcJs5h4h3d 
KcQd6h4s3h Ks8c5h4c3h Kc8h5h3c2h Jh9c6s4s2c 
Qc9d8c6s3c JdTc8c3h3c 8s4h4d2s2h Td9s5h4d3d 
As9d6c5c4h Js9s5d3h3c Jh7s6d3s3d Td8d4s2s2h 
Qs9c8s6s4s AcKh7h5h2h Kc7s5s4h2h AdQd7d4s2h 
Jd8s5d4h4d Jd6h5d4h2d 7h4h4d2s2d KsQd6c4h4c 
QsTc8h7d2h Jd5s5c4c3s Tc9c8c6s2c AsQd8h5c2c 
AhQh8h8d3h KhTh8h6d3h Td8s6c5c3h KcTd5s4d3d 
KhTh5s5d3h JcTs7d5h2h Qd6d5h4d3s 8s8h5h2h2c 
AdJd8s8d2d Qc7h6s5s3d JdTs5s3c2h Jc8h6d5c3c 
9s7s5d5c4s Jh7d6c5s3c Qh9d9c5h2s Jc9d7h7c3c 
8c7h4h2s2c QcJd5d4d2h Ks8h5d4h3d KcJh9h5d2h 
AhKhKdKc8h Th8s6c5h3h 9d8h7d6c2s QdJh9c4s3s 
KdQsQd8d3d Kc9c8c5s3d QcTh7h4h3s KsQd9h4s3s 
Ks9d7h3h2s JcTc4s4d3c Tc8c6c5s2h Jh9s6d3s2h 
Tc8c7h6c3c 5h5c4h4d2s Jc7c5s5c4h Ts8d6s5c3s 
KsJh6c4h3h Qc8c7d4c3d As7c5h4d3c Jc9s9h8h4h 
Qc9s7h4c2s Kd9d8d5c3s Js9h6s3h2d QhJc7d4s4h 
QsJh6c4s2d Jh7h6c4c2d Jd8h7h4d2h Jd9d6s6d4h 
Ts8h8c6c2d Qd6d5h3h2d KhQd9s9h3h AsKh7h5h2h 
Qh9h8s5h4h Jc9h6h2s2c Qh8s7h5d3c KdQd5d5c2s 
QcJs8s4h4d Ac6s3s3c2c Qc6d5c4s4h 8d7h5d3s3c 
QdJs8h4s3c QdTh8h4c3h JhJd9c3s2h 9h7c5h4h4d 
Tc8c7h5c3d 9s9d7c4d3h 8h5c4h4d3c 5h5d4s4d2c 
Ts5h5d4s3d KhJs5d4c2s Th7d6d6c3s Qd7s5c4h4d 
As9d9c8h2d 9s9c5h4h3d KdTd7c4d3d KhQs9s8s4d 
Jh7d6s6d5d KcQh8d3d2c Td6h6d4c2h KhQcJd7d2s 
QcTs8d2h2c 8s7h7d3d3c KdTd6h4d2s Qs9h8d6d3c 
QdJc7h4s3c 8s8h7d5c2h Td9s8h3s3c KdQs5c3s2h 
Qh7s6d5d5c Qh8d8c4d3c KdQd5d4d2s KhQs9d9c3s 
KsThTc4c2d 9d5h5d4s3s 9d8s6h3s2h KcQc9d4s2h 
8s5c4d3s3d QcJc9h4c3c 9h9d6c4d3d AdKs9c7c2c 
Js8s6c5h3s Ac7d5d4s4h Tc9s5c4h4c AcJs7h4h3d 
Js9h8d7s2s 9h7h6d4s4c Qs9c8s6d3s Qc8c5s3s2h 
Qc9h8c5c3d KsKdKcJcTc 9d6d5h4s3d 8c6d4h2h2d 
Qh9d7s4h2d As9s7s4s4h Td8s8h3s2d Qs7h4d3s3h 
JhTd7d3d3c Jc6h5h3s2c Ks9h7h6h3c AdTs8h3h3c 
Kh8c5d4c3d 9s9h8d7s2c QhJs8c4d2h KcJd8s6c2c 
8d8c7h6h2h Ac8d7d5s3d QhQd3s2s2c JdTs7c4h2s 
7h6h5d4c2s 7s5d4d3s2c Tc9h7d6s2s 7s6s6h3h2d 
Ad6s6h3d2c Jh8d6c2h2d KcQh5c4c2c 9d7s6c5h2s 
Td8h8d5d3c KsJd8c5h2d JhTc7s4d2c Jd7h6c5c2h 
Kc8c7h2h2d QdTh8c2s2d Js8d5c3s2d Kc5s4s4d3d 
JsJc3c2h2d Ks7c6h6c2h Jc6h4d4c3d KcTh8s3h2s 
9s6s6h3c2h Jd9s9c5c2h Ac9s7d6s3s Ts8s6d2s2d 
QsTh8h4h4c Jc7h7c4s2h Kh5s5h3h2s 9h8s5c4d4c 
Ts7d5c4d2c QsQh6c3d2s Tc9h9d5s2h Kd8s5h4h2s 
KcTc6d3h3c Jh9s9d5c2d Ah7c6d4s4c AhJh5d3c2h 
AdKd9d6d2s Qs5s5h4h2s Qh8c7c6c4c Jd9d6h6d4s 
9h5h5d4s3s 8s8c5s4d2s Ad8c7c5s3c AsJs4c3h2s 
8s8h8d7s7h 8s7h4h2s2d 9d8s8d3d2s Th8d7d6s2c 
9c8d8c7h3s AhQs7d5s2s KcJs8h5h3d Qc7c6c5s5h 
KhTd8c5s5c KhTc7s4c3c Ks7d6h3d2s Kc9d6h4c3c 
Qd9d5s3d2s 7h6c4d4c2d Qs9h9c7c4d KcQdJs7c2c 
Kd8s6h3d2s Kd9s6h4s2h Qd6s6d2s2h Tc9c7h3h2c 
7c5d4d3c2h AsKh8c6c2c Ts9h5d5c4h 8c7s6h4c3c 
Js8s7d7c4s Jd6d5h3s2s JhTh5h3h3c 9c8s6d3s3h 
As9c8s4s2d AhTh9h4s2h Kc9h9c5s3c QsQd7h7d2d 
JhTh8d2h2c 9s8c6h3s2h Ks8c6d5h5c JdTs8s3s3h 
Ks5d3h2s2d Qs9c7h7c2h Jc9h7s7c3c Qh9d7c5d3s 
As8d7h4d2h 9h7d6s4d4c Tc7d6d6c2d 8h7d5d4s3d 
KcJh9c8c2c Tc9c8h4d2s Qd9c8s4c3s QdQc6h3s2d 
AcQd9c3c2s KcQc8c6s2d AsTh7h3d2d AsKs9h3c2s 
Qs7s6d4h4c Qd7c6s4d2s QhTs9d4c2c QdJd8s6h2d 
7c6h4c2h2c KcQs7s7h3d 9s6h4s4h3s Qh9d8s6s3c 
Qd8d7s6h3c AcQd7s5d2d Ks7h7d4c3s Th7s5h4d3c 
Kc5d5c3c2d Jd9c8s6c3h Ah9h7h5h4h 8d4s4c2s2d 
Kc9d8c6c2h QsQhQcJh8c As7s7c6d2s AcQd5d4d3d 
AhKs4c3s2s Qd6d5d3h2h Kh6c5d4d3s Qd6d5h4d3c 
Td8h6s6h3c AhQc4d3h2h AsTc5d4h3c QsTc6c5c2h 
TsTh7s5s3s 9s8d7h7d4d Ac9c6c3s3h Qc7h4s3s3c 
Td7s6s4s4c 6h6d4s4c3h Ts8d6d3s2h QdJs6s6h3s 
Qd9h8s7c4h AsTh6d4h3c Jc7h6d5s5d Qh7s7c5d4s 
As9h6s3s3d Tc8h6c5c3d 8d5c4h2d2c AsQc8s2s2h 
7h5h4s3s2c Js9d7h7c3s QsJd8c4d3h Qh8h7d5c3s 
Qs8s6d5s2c QcJd6s4s3s Ts8s8d7h2c AdKh7h7c2h 
Qd9h8c6c3s Tc9s8c4h3d KsJs6s6c3d Tc7h7c5c2h 
AsQs7s4c2h Qd7h7c5d4d 9c8c6h3d2d Ts8s6s5d2h 
Qd8c4d4c3h 9s7h7c4h2c 9h8s7s4h2s JdTd7d3s2s 
JhTd7h6s2c Ks8c6d4s2h KsQc9h7d3h KhQh9d4h3s 
Td8d5c3h2h 6s6h3h2s2h Ts8h6h3s2d QhJd7s6d3d 
Jd7s6c3s3c 9c7s6c3d2s Kd6s4s4d2d Qh9h7h6h4d 
Td7s6d4d4c Ks7h6c3s2h QhJd7d2s2h Th9c7c4s4c 
7s5c4d4c2d Qd9s9h7h4c Js7c5s5c2c AhJs4d3d2s 
QsJs7s4c2c KhTh9h2d2c Qh7s6h4d3c KhQs9s8s2c 
Ac5c4h4d3c Qh8h6c3h3c KdJd8h8c3s 7d5c4s4c2s 
KsTc7h4d3d QcJh8h4d2s Qh9s8c7d3h Ks9s8s5d3h 
Ad7c5s5d2d Jd9c6d5d2h KdJs5h3d2c Ad8d6d5h3d 
Js9s6s6d4h 8h8c6h2s2h Jc9d5s5d4d JhTs5d5c2h 
Kd5h5d3d2h KcQh9h6s2h AhTh5s4h3h JdJc6s4s3h 
KhJs9h4c2h KsQh8s6c2s Qh8c6c5s5c Kc8s6h6c3d 
Ks7h7c5s3s KhQd7s7d3c Qc6s6d5c4c Qd9c7c6c3h 
KcQh5c3c2s 6h6c5s4c3c KdQs9s8s4c AcKc9c6c2d 
Js8s4h4c3h KdJh6s4h3h 8d8c5c4s2c Jc9h8s7d2d 
Kd9d6s6d3h AdJc5h4h3s QdJh9d7d2s AcQc6c4h3c 
Js8s4h4c3c Tc8c7s5c3h KhQh8h8c4s AsKc6s4s2s 
QcTh8s7d2s Td9s6c4h3c AdTh8h6c2h Kc7s6s6d2d 
Jh8h4s4d3s Js7s6c4c2d Js7s7c6h4s AsJh6h6d2d 
KcTh7s4d3d 9c8s8h7c4c QhTd8s8c2s 8s8c7d6d2d 
Td7s6d4h4c 5d5c3h2h2c Ks8c4h4c3s KcQs9h8h3d 
Qh9s8s4c3c 8d6s6c5d2h 9c5h4s4h3s Qc8h7d7c4c 
Qs7s6d5s2d 9s9h6d4s3s JsTd7h6c2s KcQc5s5c2h 
9c8h7c6s2d JsJc8h6h3d AdQc7h7d2d 9h5d4s4h3s 
Qh9d8s7c4d 7s7h6h3c2c AhKc4d3c2c Td7c6s6c3h 
KcJs8h8c2d 9s7d5h4c3d 7d6c4d2h2c KdTs5h4s3s 
Td9h6s4c3s Kc9c6c5h3c 9d7h6d4h2d 5h5c3s2s2h 
Td7s5d4s2s KcTs8h7s2s Tc9c8d8c4h Ad9c6h3s2d 
AdTh7s3h2s Qs9c7c4h2s Td8d8c7s2h Th8s6h5h3c 
Th9d8h4s3c Jh9s8h5d2h Td9c5s4h3c KdQc8d6d2h 
Th8d5d2h2d 7d5h5d3s2s AdJh9s6h3h KdQs8h6s2c 
Kh7d6s5s3s Tc9s7d6h2h Jc9h8d8c4c KcJh8d7h2s 
Ks7s5d3h3c QhTs8d7c2d AdQs7s5s2h Kd9s7d4d2s 
QdJd8s3s2d Qc9c6s4h4d 9s8s8h7d3c Kd6c5h4d2d 
AsJd9h6c3c Jc8c7d4s4h 9h7c6s6d3h KhTh4c2h2c 
KdQc9s9h3c JsJd3s3c2h Th8h8c6s2h KdQsTs8s2s 
9c7s6s3c2d QdTc9c7c2h Jc6s5s5c2s Qs6c5s4s4h 
Ah7h6h4s2c Kd7h6h6c2c Jh8d6h5c2s Jc8s6d4s2d 
8s8h7c3h3d 8s8h6c3s2c 9d6s5h4s4c Ac8s7d4s2d 
Tc7h6h6d4h Kd7h6h5s3h KdQd9h4d3s Qs6s6h2h2c 
JhTh5h4h2c AhJc9d6s3s Qd6d5d4c3h KdTs8d7d3d 
Jh9h6h6d4c Ts9s8c4h3d Qc7h6c4s2s Qc8h7h3d3c 
Kh9c8h6s2h Qd9c8s7s4h Kh8s6c3s2h KsJh5d3s2c 
Th8h4c2s2c Td9h7c6s2s AcTd6h4d3s QhTc8h4h2s 
Ts9s8h4c3d AdTc8h4c2s 9c6d5s3h3c JhTh8c3s3d 
8d8c7s5h2c As8c7h3d2s Tc7c5d5c4s AcJh6s3d2c 
Qs7h7c5d4c 9s8d5h4h4c Kh9h8h6d2c Jc9c5c4s4d 
JcTc5h3d2s Kh5c3h2s2c 9s8c6s5s3s 8d7h4h2d2c 
AhJh7s5h2h Th9c8s8d4c Jd5s5h4h3s Ks9h8h5c4d 
Jh7s6c5s2c 9h7c5s5d4c Js5s5h4d2h Ks9s8h7s3c 
Ac7s5s4h4d QcTh6d4s2h Jh9d6h2d2c Kd8s5d5c4d 
Td7c6s6c2s Kd8c6s4s3c Jd8c4h4d3h KcTh9c2d2c 
9h8h6s3h2s 9s8h6d3h3c Td7c6h4s3h Ad9c6d2s2h 
Jh8c5d3h2c Jd9c6h4h2c AcTs7d3s2d Kh7s6h3c2c 
QcTc7h7d3c Kh8s5c4c2s KcQd8s6d2h Ts6c5d5c2d 
QsTh8c4h3h AdJc5s3h3c QdTc9h4s2s 8c7c6c5h2d 
Th6s6h5h4c 9h7s6h4d4c 7s5h4s4c2c Ac9d6c3h3c 
Ah8s5h2h2d Ac8c7c6s3c Tc9h7s6d2d 9c5d4s4d3s 
9h6h5s4c3h AhJc9c6s3c 9s8d6c3s2c Td5h5c4d3h 
Ad9s7s7c4s Tc9s3s3h2c Kc8d6c3d2s Ks9d6s5s4s 
AdKd9d6d4d Kd8s4s4c3d Kh9s4s4h2c AsJh4s4c2s 
7c6c5s5d4c Qs9h9d5s2c Jc9h6c5c2s Qc7h6s6d4s 
AsQc7s7d2s Jd7c6s5s3h QdTs7s5s3s AhJc9c4c3c 
JsJc8h6s2s 6h6c4h3s2s Td9s8s8c2s Kh5h3d2d2c 
Qc6d6c2s2d AcKc9d3h2c Qd8d4h3s3h Jd9c8d5s2d 
Ac8c7s2d2c Qs8h7s7d4s JhTd7s6d2c Kd5h3s2h2d 
Qd7c5h5c2d 9h8s6h5h3h KsKhKcJhTh Jd8s5s3h2d 
Jd7s6h5s2h As5s4d4c3s KcQh8s3s2c Ad9d7d4s4d 
KsTc8d6d3d Jd8d7h5d3c Kc5c3h2s2h AsTc8c6h2c 
Th6s6d5h4c KhTs8c5d5c AsJc7d6c3c Ad8h5s5c4h 
8h8d7c3s3h Ks4h4d3s2d 9h8d7h6s2c QsJd8d6d2h 
KsQc6h4c2d Qc9s8h6h3d Jc9d6h4s4c JcTh4s3s3d 
TsTh4h3d3c Ah9s8d7s2s TsTc8d5h3d Kh8s8d7d4c 
AcJd5s4h3s TdTc4s3c2d Jh9c6d4d2c KsQh7h5h3h 
KsQd5c4h2h Qh7s6d6c4c ThTd5c3h2c Jc9d6h5s2c 
KcQh8d5h2s AsKd4c3d2d KdQh8s5h2c 8c5d4s3s3c 
QhJc6s4s3s Jd5d5c4d3c Ac7s6d4s4h 9s9d8c7d2h 
Kd9c7h3h3c Jh9s9c8s2s Qs9c8h7h4d Kc9s8d6c2c 
QsTh7h4d4c Ac8c6s6h3c Ts8h8d6c2s KdQh8s4d4c 
JcTs4s3h3d QhJh6h4h3s KcQd9d8d4h Ks9h8s6s2c 
Ts9s8h8d2s 9s8s7s7h4c 8d6h5c4s2s Js9s9h6s4s 
Ts6c5s3d2c KhQh7h5s2c Kh8d5c4s3h Qh6d6c5h4h 
Kh4h4d3h3c Jc9c6s4s2c KcQd7h7d3s Qs8c4h3s3c 
AdJd6c3s3d AhJs7c4s3s 9d6s6d3s2c Jd9s9h7c2d 
JcTc9h6c2c AcQc7d7c2s Qh7c6s5d5c KhJd9h4s2h 
Qs8s6d5c2s 9h7c5s4h4d Td7s7h5c3s Jd7d6c4c2h 
QdJc9d7d2h KcJh8s5d2h Ks7h6h5h3c 9h6h5d3s3c 
8d8c7h5s2c AcQc5c2h2d QsJc8c4d2h JhJd8c6c3s 
8d5s4h4d3s 7h5d4h2d2c AdTc8s3s3h Ks5s4d2s2d 
Qh8h7d6s3c 9s9h8c6d2h 9c7c5d3s2s AcKsKhKc6c 
Qs6s4s4c3c AhQc7s5c2c Kd4h4d3d3c AcJs8d6s2h 
Th8s8d6d2c 9h7s6h3h3d TsTc8h4d2c Tc9h8c2s2d 
Kh9c8h6d2h JcTs8s3s3h 8c7h6s6c3d JhTd5d3s2c 
Js7d6c5c3h AdJc9h6c3c Kh7s7c5h3h Jh9h5s3d3c 
KcTd9c3c2h Qd6c5d4h4d 9s8s8c7h3d 9h8h6h5h3s 
Ad8h7h5s3h KhTs9s4c2d 9h8s8c5d2h 7s4s4h2h2c 
KdTd7h2h2d 8h8c7d3s3c As9h8h5h3d KsJd7c4d3d 
9d7s6s4h3s Jh9s6h5h2d Js9c4h2s2c KsQc9c8h4c 
Kd9d5c4d2c Ts7s7d5s2d Kc8h8d7h4s QdJc7s4h4d 
Qs9s6h6c4s Jd9h7s7c4d Jc9d6s4d2s Ks8d8c4s4h 
Jc9h6c5c2d 9d7h7c4c2h Jh9d8s7h2h Ts9c8d3h3c 
JhJc8s7d2d AhQs9h7h2h Jc8c7s4h4d Qd7s6d4h3c 
Kc7c6h4d4c AcTh7h3d2d AcJh5c3c2s QhTc9d4s2s 
QcTc7d5s2h Qc8s6c5c3d JhTh5c3s2d KsTc9h6h2h 
QdTd3d3c2c Qs8s6s5s4s QdJd5d3s3h KsJc9c5h2c 
9h9c4d2h2d 9d5s4d4c3c 8s8d7s5s3s 8c7d5d4h3d 
9h6d5s5c3c Qc8d7c4s2d QhTc8d2s2h KcTs8d5d3h 
8s7s6s5d2h Ac7c6c4h2d 9d8d6s3c2c AhQc8s6s3s 
Qc6s6d3h3c Td7s7d4s2d KhQc8h6d2h KcQcJc8s3c 
9d8c6s3c2d AsTs6s6d2c JhTs8d3d3c Th9d6h5c2s 
Ah8s6c4s2c AhJd7d4d3s 9h8s8d7h4h AcJd4h4c2c 
Qd7s6c5s5h QhJd8d4s4c Kh7s7c6d4d Tc8h6h3d2c 
Qh8d6d5s5d Kc8c6d4s2h Jh9h6h6c4s KsTs9s5s2h 
AhKh9h6h4h Qd9d8s8h3c Qd8d6s5d2c AsJh9h5h2c 
TsTd4h3s2d Tc9s9c5h2c AsKc8h3c2d 9d6h5s5c3c 
Jc8c4s4d3s 8c6c5s4h3c AhJs5h3h2c AhKh9c3s2h 
QsTc6c5c2d Kh8s6h6d3c Qh6h5h4c3d 9s9c8d7d2h 
AhQd7d5d2s AsQd7s7c2s KdJs8s8c4s Kc8d6s4c2h 
QcJc7s7d3h Jh9d7s7c4h 9h8d6c3h2c KhJd7c4s2h 
QcJd8s4d3h KcJh7s4h3h Kd7h6h5c3h KcTdTc3h2c 
Kd7s6h5h3h KhQd9s8s3c Js8h6c4h2c QdQc7s7d2d 
Kd5s3d2s2h Th8s6d5h3h 8c6h5s4d2d Ks7s5h3d3c 
ThTc4h3s3d Kd9c8d6h2d Th5d4d4c3h KcQd5s5d2h 
8h7s6h5d2h Qs8c7s6h3d Qs8h8c4h3c Jd9s9h4c3d 
9s6h5c3s3d QcJc7c4h2h QsJsTs7s2d Ac7s5h4d3s 
Js9d6d3h2s AcQs9c7c2c Jh8c5c3s2h Ks6h5d4c3h 
KhJh8h5h3c Jh9h8d5s2h Th8c6s3h2c Ts9s5s4h3c 
Jd8s7h5d3d Jd7h4s3h3d Jh9h7c3s2c 9c8c6s3d2d 
Qd9d8s5d3c 9s9h7c4s3d Qs8h7d4d2s Kd7h6d3s2s 
8s8h6s3h2s 9s6d5s3d2d KcTs9h5h5d Ts8d7c6d3d 
KhTc8d7c2c AdQd5d2s2h Qc9d8s7h3c Js9c7h2s2c 
Td8s8h6c3s Jc8s7d5c3c TsTd5c3d2c JdTd8c2h2d 
Th7d6s4d3c Ts9h8d8c4h QdJc9s6d2d KsQd9c8c3h 
Ac9d8d5d3h Qc6s6d5d4h Qc7d5s4h4c Qs9d8h7h4c 
AsKc8s8d8c Qc7s6d5h3d KdTd4h2h2d Kh9s8c6h2h 
9d5d5c4h3h 8h7d6h6c3s AhQd3h3c2h QcJc9c4h4d 
As8h8c4s3s AdTd9d4h2d Ts7h6h6d3c Js9c6c2s2d 
QhJc6d6c3c Jh8h7s7c4h KhJsJd7s2s TdTc8c4h2s 
AhJh6d3h2d KhJh7s7d3h Qc8h6s6d4d Td7s5c4s3h 
8d5h4d4c3h KdQd5h5d2s Jh9d6c4s3h AcKh8s6d2s 
Tc8h8d4s3c Ks9d8h6s2s Ks8h6s6d3c Js9h9d8c2h 
QcJd7s6d3d JsTc6h5s2s Kd7h6s6h2s KdQc9c8s4c 
QhTd5s3h2c AhTc7c3s2s JhTc7s6d2h As8h6d3s2c 
9s8c5h4h4d Jd9s6h3s2d Jd9h8d7s2d Kc9s9d5h4s 
AsJh9c6d3d Kh5s3h2s2c 9h8d7h6c2s QsJc9s7s2d 
JdTd5s3c2h QdJs9d7d2h 7c6h4c2s2h Jh9d6s4s2d 
Js7c6h5c2h Td7s5d4c3h Js8d5s2s2d Jh9s8h8d4h 
Ts7s6s4c3d 9c8h7s7d4s JhJd8d2d2c KhQs7d6d3d 
AhQc8h2s2h QcTs8d7h2d Ac8d6h4d2h Jh9s6c4s2c 
Ks8h8d4s4c AdTd4d3s3c AhKs9d5c2d 9s8h6d3s2d 
Th6h6d5h4c KsJs8h8c2d QhTs5d4s2c AsTs6s6d2h 
Kh8s6d4d3s Ks8c7s5d3s Js9h4d2s2h Ah9h8c5h2h 
Jc7c4h4d3d JsTd6c5h2c Qd7s6c4d2c TsTc5h3c2h 
JhTs6c5h2h 9c6h5h4s4d KhKd7s3s2c 9h7c6c4h2h 
JdTs7d3h3c Qc6c4d4c3d AhJd6d4s4d KcQs9h9c3c 
Qd7s6h5h3c Tc7d5h4d2h KdTc4d3s3h AhJc4s4h2h 
AdJh5c4s3c KcQd9s4h3d KsQsQd8s3s Jh8h4d4c3c 
JhTs6d3s3c Qs8s7c4s3c Kh7h6d4s4h 9s7s5c3h2h 
Kc8h5s4h3s KcTs8h5h3d JdTd4h4c3d Js9s5h3d3c 
QhQc8c7c3c Qd8s6h6c4c AsTd7h3d2h 7h7d4s4c3h 
Tc9h5d4c3c QcJs7s7h2h As8d7c4d2c QdJs5s4s2h 
8h5c4s2h2c QcTd8d7d3d KcQs9h4d3s Kc8s6s4d3d 
Jc9c6s6c4h AcJc6s3h3c Th6s5s5c2c KhQd8c6d2s 
Ks7d6c5c3c Td8s8d5d3h AdJs6d3c2h Qs7d6h5h5c 
Jd9c6s4c2s QhJs7d4c3s QsJh7h7d3c AcKh8h4h2s 
9c8d7c6h2s Kd8d6c3c2s Qc9d6h6d3s 9h7d5s4c3d 
Ah8h6s6d3h Ts9c5h4d3c Th7c6h6c2c TdTc6s3s2c 
AsKc6d6c2c AhJh4c3d2h Qh8s7c4c2h QsTd8d8c3d 
