JhTc5h4c2d 
AdKhJs4c3s KdQdQcJd6d KsQd9h5h2s QdJh5h4d2h 
KdTd9h6c3s As8c7h6c4h KcTs9c6s2c 9h9c8h6c3s 
AsJs6h4c2h AdTsTc6d4d QhJh9h6s5c KsJh5c4h4c 
KhJh9s6s2d JcTs5c4h2s QdTc9c2d2c QcThTd8c5s 
QhTc6s3h3c KcQcTd9s5c KdQdJc8s4h KdTc5c4h2d 
JsTs9c5d3h KcQd9d8c3c JdTs9s5d2d AdJd6h4c2c 
KsTc8c4s4c AsQh8c6c3h KcQd8c5d5c KdQcTs9c3h 
KdQs4d4c3c QdQc8s7h5h QsJs9s6d5c KdQs7s6h3h 
JhTd9h4d2h KdJs8s6h4h KsJhTd8c3s 9s8h7d5d4h 
AdKcTs9h2h JsTc9d7h5d KdTd7h5h2s AhKsJd9d4d 
KdJsJd9h2c Ah8h8d7h4c AdKd9h5d4c AdJh8s4d3c 
Jd9s8c5c4s AhKhTs3h3c AhJhJc8h2d AdQcJd7d4d 
Kc9s9h8h4c AsQcJs6s3h JhTs8s6c5s KhJd7h6s5h 
JsJc5c4s3s Ac6s4d3s3c Ks9s9c8c3h 9s7s7d5d3h 
Ac9s9c5h3d QdTc8d4s4c Ad9s9h8d4c As9s5c3h3c 
Kh9d8d7s3h Qd8c6d5c4d KcTd9d5h3h KdJd6s5s3d 
QhJs9d7c6c Ks8h6h5s3c KcTs7c6d4c QsJhTh4c3d 
KsThTd4s2h KsJc9s7s2c KhKdJc6h2h KdJs9c7s6s 
Js9d8c5c4d Ah9d6h3s3d KhJh9c6c2s KsKd4h3d2d 
QcThTd5s4h QdJh8d4s4h KcQsQd9d4h 6d5s5c4d4c 
Ad6h5d2s2h Tc9c8d7d2s Qd6h6d4h4c JhJcTd6h4h 
QdTh8d4s3h AhQdTs8d3d As5d4h3h2s KcQd9s7h6s 
AsQs9h8c4s Kc9c8c7h6s KdJs5s5h4h KsJd6s6c5h 
AsQs9s8h4d AsTsTc8s2d AhJc9s7d2h Ac5d5c4d2d 
Jd9h7h7d4s Kh8h6d5c3c KsJd8h7h2s Td9h8s7h3d 
AsQcJs4h2s AdKc9d8d5d Jd9s9c8d7h QdJh9d6c5d 
Ah5d4s3s2h QhQd4h3d2h KcJd4h3d3c KdJs7s6c2d 
KsTdTc6h5d Ks9d6s6c4c KsThTd6c5d AhKhTc3s3h 
KcJc8d7s7c AcQc8d7c6c Qs9d7c6h5s TsTh9s6s6d 
AsKcQc6c4c JdTh7h6s5c KsKd5d3d2h Ah6c5s2s2h 
QhJhTd5h3s AcQhJd9d2s Kd9s8h6h2d AdQs9h6s3h 
AhQh9s8h4d Qh9h9d6c3c 9c8c6d6c5d KsJd7c6h5d 
QsQc6d6c3h AsQd5h5c3s Ad5h4h2s2d QsJd8s4h4d 
JcTh8d6s5s 7c5d5c3s3d Qh9d8d6s3h Qh7h6d6c5d 
KsTd8d5s5d KdJsJc9h6h 9h8c6d5d5c AsTh7h3s2c 
KcJc9s5h4d QhQc8s6c4c AsJc7s3s3c JdTc9c5d2d 
JcTc5h4c3h Jc9d6s6d5s AcTh9d6d3h Jd8s7c6c4s 
QdJdTc5d3s JsTc9s7s5d KsTc9c3h2s KhQsTh9c3h 
Tc9h9c5d3d KcQcJh8s4d JsTd7d6c5h KsQhJh9d6h 
KcJhJd7h2d AdTsTd8d4d JhTs8c4s3c AdJh9s7c6h 
Ks9s8c6s6c As8d7d4s2d Qh9h7d6d3c KcJd7s6h5d 
9h8d6d5h3s KcTh7c6d4c JsTdTc6h4c KdJs9s6h3h 
JhJd5d2s2h AcQh8d4s3c Td8d7h6s5c QsJc9s9d7s 
QcTh8c7d5s AcJsJh8h4h KdTd8s5s2h KdJd9c6d3c 
AdThTd8s2d KdJhTh7h4c KcTc8h6h3c QhJhTs7h4c 
Ts8s7s7h5h Qd7s6h5h4s JsJc5d4s3d JdTs8s5c2c 
QdTd9h3h2c AsKd9s9h2c KhJhJd6d2h QhQc8s2s2h 
KdTs7h6d2h KcTc8c7h7d AsTsTh8c2s JsTh8c5d4h 
AdTc6d3c2s Tc9s9c7d3d Tc9s9h8c7d Ah9d9c8h3s 
KsQsJdTs3s AsJhTc8c3c Ac9s7c6d3h TsTc7h5c3s 
AhQh9d8h4s KcQcTs9c4d QsTs9c4s3c QhJs9d7s7c 
KcTc5h4h2s 9s9d7h4s4d KcQsQd5h3h KhTh8c5c2s 
KsTd9c2s2c JsJd8h7h5c KcTc9c8s8c QdJd9d8c7d 
9s8h6d5s5d As9h8d3s2h AsQs7s6h6c KcTh9c5d2d 
AhKc9h8h6h Ts9h8s5h4h Ac9s8h3c2s KsJh8s7c2c 
QdTh8d4c3h AsQdJh4d4c Qs7s6d6c5c QsTd8s7c5h 
AhJd5d2h2d KdJcTsTh4h KdJsTd8c2h ThTd7s6h5c 
Jh7c6h6c5s QcJh6d5d2c Jh9s8c6h4c AsQs6h5d2c 
KsKhTh3h2d AdQd8h6c2s Js8s8h7s5h KhQdTd6d5d 
KsKc7c4c3d KhJh9d7h6h JsJc8s6s5h AcKc8d8c4h 
JdTc7c6h5s AdKd7c2h2c QhTd9d5h2d KdJh9d5s4c 
ThTd7c5d3h 9h9d7c6s5s KcQd8c6d3c KhQd8s7c5h 
QhJdJc8c5c JdJcTc7h4c Kd7c5s4d4c 9d8s6h5s5d 
Th9h7s6d5c TdTc7h6d5s QhQc8d7s5s KhKd7d7c2d 
KsJsJh7h2s AhJs5c3h2c Jd7h6s5h4d KhJcTd5s5h 
KhQsTsTc2d AsKh7d6c3h KhKdJs6d2d AcQcTc3s3d 
JhJcTd5h3h Kd9c8s7d5h KsJs9c7d2d Jc9h9c8h3d 
AdTc9h8c6c As7s4h3h3c Kd9c6d5d5c AcQcJc9c4h 
KsKc7c4h2d KsQd9s6s5c Qd8d6h5s5h AhKc8s3s2h 
JsJh7s7h2d 9h7d6h5s5d 9h8d6c5h5d Qc7d6c5c4d 
Ah8h6c4c3c QcJd9h4c3h AdQs4d2s2d AhJh7h5c3d 
AsTh6d5h5d AcJcTd5c3c As9s6h5h3s Ah7s7c4c2h 
Ad5s4s2h2d JsTh7s7d6s 9d9c6h6c2d Jh7s6s6h5c 
AhKdJh4h2c Kh9c8c7h4h KdQc7c4s2d JcTd6d6c3h 
KsJh9h7h6d AsQs9d8c4s AsJd7s6c4s TsTd9d6d6c 
AhTc4s3h2c Qs6s6d4h4d QdJc8c7d3h Ks7h7c6h5c 
QcJdTd9d2s As9d5c4d2s QhJd8h5d2d QhJd8h5c3c 
QdJd8h5c2c QcJd8c4h3d AsQs9s8h6s AsKd5d3h2h 
AsQcJs6s3d JsJcTc7h4c AsQcJd9h2c KhJs9c5h4d 
AcKc7h2s2h AhQdJc7c4c AsQc8h4d3s Kd9s9d8h6c 
JdJc9c4d3c Ts9h7h7c4s Qs9h7h5h4s AdJd5s3c2c 
KhKc7s4d2h Ah9d8c7h2s QsQc9d6h3s QsJc5s5c2d 
JhTc8s5d4c AdKdQs3d2h AcQc6c4h3h Kh6s6d5d3h 
QhQc8h5s5h Qh6s6h4s4d Td9s8h7s3d AsKc8s8d4s 
QhJc6d4d3h Ad8d7s6d4h AsJs8c4h3d TdTc9h9d5d 
Ts8h8c7c4s KhQhJs9c4d JsJdTh6d4d Jc8s8d7c4s 
As7s6h4c2h Jd8s8c6c4d KcJdTh8h5s Kh8d6d5h3s 
QcJcTc7s7h Ac7s7c4c3s Jd8s6d5s4d AdTh4s2h2d 
QdJs8c7h5d KhQhTh9s5d Ah9c8d3h2c Jd9c6d6c5c 
QsJh9s7d7c JdTs8h6d2h TdTc9d8d7d Jc9s6s6c5c 
9c8s7s5c4s Qs9c6s6c5s Th9s8d7h2s AhKs8h8d4h 
JcTsTd5c4c JsTh7d7c6s AdTd8s7d3c AcQsJc4d2c 
JsThTc6h2s Kh9h7s7c4c AdTh6d3h2s 9s9h7h6h3s 
Tc8d7h7d5c KhQc9s9d8s As4h4c2s2c JsTd8h7s5s 
AhQc8c3c2h QsJd9c8h6h QdJc8d6h5d AcKdQs8d3h 
AhKc8s8c4d AhKsQs9d4s KhTc9h6h5d Ks9s9d7d3d 
AhKhJh8h4c Ac5s4s4d2c JcTs7h6d5s KdQhJc8h6h 
JsJh5c4h3c AcTs9c6d4c KsTh9d8h6h AsTs9s7h5s 
Qc8c6h5s5h TsTc9h9d2c QhJdTs9h3h KsJhJc5s3d 
KcQh9c6c5s AsQc9d3d2s Ac9h5d4h2c Ks9s9d8s5d 
Th8h7h7d5d Qc9h9d5c3d AhTd8s8d7d Ks9s9c7c3c 
AdTc9s8s6s Th9h6c5s3s KdQhQc4s2c AhTd9c6d3c 
Tc8s7c6d5h AcKhJc4c2s QsJs7h6h4s JdTs9d6h4c 
JsTd8c7c2d AdQhJh5c3h AcTs8c7h2c JcTd8d6h5d 
Tc9d8c6h2d KhKcJs6c2c QhQdJc9c4s QcJcTd9c2h 
Kh8h8d5d4d KcTc7h5h2s QhTs6c4h2s Jh7s7d6d5h 
6c5s5d4d4c QsQcTd5s2h KhKc5s4s2d Jh8s6h5s4h 
KcJh8h6s2c Kh9s9h7s3s Kc7c5h5d4d AsKc5c3h2h 
AsJs7s6h4c Jc9h8c5h3s Kd7s7d6h3h QsJs9h6h2c 
JhJcTd8h4h QhQd9s6c3h AcJs7h6c4c AsQc8h7d5d 
AcKh9s8d6s Ks6h6d5d3s KcQhJd9c4s KsQdTsTh3s 
KcJd8h7h2c QdQcJd9d3s AcKsJh9h4h KdJs6d5c2c 
JsJd7h7c6h QsJhJd8h5h AhQc8s8h4h AhTs9d8d6d 
8s8h6d6c5d KcTd7c6h4c Td7c6d5c4c AdKcQs3c2h 
AsQhQc8h2d Jd9h9d8h3c QhJh7s6s4h KdTs9c8s6s 
Js8h8d6d4s KdJcThTc4c AsKdQh3s2s AdKd8s3s2c 
QsJd8h7c5s Ad8s8h7s4h JsTh7c6d5h Ad8h7c4d2c 
Ad6s5c2d2c 7s7c6d5d3c QsQd9h5d3c KsKh5h3h2d 
As9d9c8s4h Qh9d8h6d3c Ks8h7h6s3c 9c8d7h6d5s 
QcJc8d5h2h AdJc7d5s3d Qh7h6s6c5s KsQc9c8s3s 
Ts9s9h8s5h AdJsJc7h2d KcJs8s6d2c KcTc8s6d5c 
QdJd9h9d8d Ts9c8d5s4d Qh6s6h5s4c KsJh7h6d2s 
KsJh6s5h2h As9h9d8s6s JsJcTh6c4c QhJc6d5d2h 
KsTd5c4s2d Ah8d5d3h3d QdJc9d6s5d JdTh8d5h2d 
Jd9h9d8h3s AdQc5s5h3d Ah8c7s7c4s KdKc8s7c3c 
Ac5d4s4d2c AcQs5h5d3c QdThTc8h5s 9h9c7c5c3h 
KdTdTc5h2h AdJh7d6s4d AsJc7d4s3h AdQcTh6s4s 
AdJc9h7s6c Ac5h4h3s2c 9h9c8d5c4d KcQhJhTh4h 
Ad7c6s5d4d KdKcJs6d2d AcThTc8c4c QhQdJd9d3c 
9s9d6s6h2d QhJh9h7c6d AhJs9c5h4h AcTsTh6c4c 
KcJdJc4s3h Th9c8h8d7s AhQd9d4h2h Js9d7h6s4h 
Ks7h6h4s4d AsKh7h6c2c JhJc7h4c3d 8d6s6h4h4d 
QsQh8h6d4h QhQc8d4d3h KdTs9d5s5d KhKd8s8d3d 
Td9c6s5s5c KsJc5d4d4c 9s9d7d6d3s Th9s9c8s2h 
9s8c6c5s3d AsQc7s3c2h AsKs8s8h4d KhKd8d7d2s 
Qc9s9d5c3d JcTh7h6c3c Ts7h7d6d6c KcTs6s4h2c 
AsKs9d8s3h 8h7s6s5c3h AsKcTc5d3c As8d6d4s3d 
Ad8d7c6h4d Jc9s6c5s5h 8c6h6d5d4h TsTh8d6c5h 
KhJd9s8s8c AhKc5c3d2d AsJc5s5d3h QsJhTc8d3s 
KdQd9d6c3c Th9s9c8c2h KsQc9d7h6d KhKc7c4d2s 
KdTs9s7h7c KcTc8d5d2s KdJd9h7s5d Kc9s8c7h5d 
Th7d6c5c4d AhKs8c3c2h AhQh5s5d3c JsTd5s4c2d 
Td9d8s5h4s AhKcJh5h3h TsTc7h6c5d KcQh9h9c3c 
AdKd9h8d3c KdTd9c6h3s AhKd8h8c4h AcQh8d7s5s 
KdQhJs6d6c KsTh8d8c7d QsJs9c7d6s AcKcJc6c4h 
Kh7h7d6s3s QcTh7c4h3d QhJdTd7h2h Tc9c6d5d4c 
Td8h7c5h5d QcJs9h9c6d AsJd5s5h3c KsQh7h6c3c 
AsKs9h8s3d AhJs7h3s3h As8h7s7h2s JdTd7h6h3d 
AcQd8h8c4c QdJd9s9h2h AsTh9h7h5d Th8s8d7s4d 
Qh9h7d6d3s QdJdJc9s3h JsJcTh6s4s Kd7s5s4d3s 
JcTc9h5s3d Td9s6h5s5h JdTc9c7h4s QsQdJd4d3c 
AhJsJd8d4d Ah7h4s4c3s Th8h8c7c5h Kd8h6h5d3c 
KhTh9h6d3c Ac8d7c6h4c QhJc9h8d6h KsTc9c7h7d 
AhKcQc5c3c Kh9c6c5h2d KhQhTh9s4c AcKcQs3c2d 
AsQs9s8h4c Kc9s9c7h6c JhJc7s7d6s Kd7h7d5d4h 
QhQcTd3s3d AcJhTh6h4d Td8d6s6h5s Jc9d8h7s5c 
KcQcJd8s4h Td7d6h6c5c AcKcJd4s2c AhKs8h8c4h 
KdQh4d3h2s KdQcJs8c6c JdJc9d5d2c Ad7d6h4s2h 
QdJd9h6h2c KhJhTs8c2d QhJc8h6s5h KhQd8h7c3d 
AcTh8s8h7h 9s8h6d5s5h Js7h6d5d4h As7h6c4s4d 
Ad5s4h3d2s KcTs5s4d2c QsJsTs6h5s Qs9s9c6h3h 
QcJd7h4d3c QhJs8c7d5h JhJd6d3h3d Qd9s7s5d3c 
KcJc9s6d5c KdTh9c5s4d Js9s8h6h4d KcQhJh9h6s 
Jh9c6h5s5c QdJdTh5d3s AsQsJc6s4s AcJh5c4c2h 
As7s4d4c3c AsJh8h6c5d AsTs9c5h2d QcJc9h8c4h 
Ac9h9c6s6c KsKh8h8d3h KdTd5s4s2h Qc7s6d5s3c 
Qh8h6s5s5c AhTs5h3s2c JcTh9h3c2d QcJh9s6c5c 
QcJsJc9d4h Ks7d7c6d5c AsTh4c2s2h AdKc9s9h7h 
Ah5s4s3h2d KsKc8h7c2c KdTs9h8s6s Kh9s9h8c6d 
9h9d8c5d4h JsTs9h5c3d Td9c7h6s5d Ad7s7h4s2d 
AcKcQs3c2h AcQdJs7s4s AcKh9d5s3h KsJc7d6h5c 
KhTs5c4h2s AdTd9h5d4s KdJc7c6s2d Kh7d6c5d4c 
KhQdJdTd4d KdJh9h6c4c JhTsTd6h5h QhTs7h4s3c 
Tc8c6s6d5s QsJsTc7s4h KhQh8c5s3s 9h9d5h5c3d 
Kd9h8s8d6c Tc9h8c7h3s Jh9c8c5h3d Ac8h7d6h4d 
8d7s6d5s5h Ks9c8c7c4s KhJh8d5d2s 9d8d8c6s4s 
Jc9d7h5h4d KcTs7d6c2d Th9s9c8s2c AcTc5d4c3d 
QcJd6s4s3c KdQc4h4d3h KhJhTc4s3h AdKc7h5s4h 
Qc9c8d5d4d Qc7c6h5h3s QcJsJh8s5s 8d7s6s5h3d 
QhTd5h4d3d JsJd9c4s2d KhTh7d6d2s AcQhTd9d2d 
ThTc9h7d2c QcTsTd7d2c AsKd9h8c6c KsKd8h6s2s 
AhKsJh9h3h QsTh9s2h2c AsQs6h5c2d KcTs9c5d2d 
QcJc9h6h2d 9s8s7d6d4d QcJhTs8d4s AsKsTd3s3h 
QcJsTs7c2c AsQhQd8d2c KsQcJh6d4h Th7s7d6h4s 
KdJs5c3s2d KdTh9c2d2c KdQhThTc2s KhQcJd9s3h 
Tc9h7s5h3c KdQd9s9c2c KhJcTd7s4s QhJd9s4h3s 
AsQs5d5c3h AdJd4s4h2h AcQsTc5c2h JcTc9c7h6c 
Qh9s7h5d3s KcQdJs9c4h AcQhJs9s6s Ah5c4c3h2d 
AdTc8d7s2d Kh7h5d4d3c AsQd9c6d3c KhJh8c7s7h 
9h9d7h6d3h KsTs8c6h5s KcJc8h5h2s KcJc8s7h7c 
Qs9h7h5s3d Jh9d9c6d4h KcQsQd7h3s Qs9h9c5s3h 
8d6h6d5c4c JsJh9h6s2s AhKs9h8h4c AsQs7s4c3c 
AhTd8d8c7d QsJhJc5c4c QhJh9h9c8h KcQhTh6h5h 
KcJs9h7s6s AsKh5c3s2d AdKc7c5h3c QsJhTc9c3c 
QhJhTh7s7c QhTh8c5c3c AhJc7s4h3d QsQcJs9s3d 
JdTs8d6s2d AdTs9c5d4d QcJhJc9s3d KcQhQd4s2d 
AdKcQh8c3s JhTh9d7d2h Th9d7c6s5h AcJh8s7d6d 
QhJsTs4c3d QcTc8d6c5h Jd9c8h5h4c Jd9c7s6d4s 
QhJc9d6h5h QsTs9d3d2c JhJdTc8s4c AdQc9h7h6s 
KsQcTc6c5c QsJd9d4s2h KdJc8s7s2d AsJs4h4d2h 
Td7h7c6h5c Ks9c8s7h7d KhTc5s4h2c KcQsTc9c4h 
JsTc8s4c2c Ah9s7h6d3c KsJh7c6h5d AsJh7d6s4s 
Ks8s8c5c4c QsJc6d4d3s AcJh8s5h3s Kd8h6h6c4d 
KsKd8h7s2s AhKc7d6s3c JsJh5s2h2c Ts9h9d5h4d 
Ks9d8s7c5h Td9d6s5c3c QsJc6h4h3s QdTc5h5d3c 
AsQd7d6h3h JcTs8d6h5h Ac5s4s3d2c JsTs7c6s3c 
Js8d7d5s5h Kh9s9d8s4h AhQh8c6s2d Ah8h8c5c2h 
Tc9d7s7d4c Tc9d7s5d3c TsTh9s6h2h KsQsTd9s4h 
Ts9c8s7c3h Qs9c6s5s4c AdKd7s7d5d QsQd7s6d2d 
AdJd9d7s7h AcTd9s6s3d AhQhQc6s2h QsJs9h6h2d 
KcJs9d5c4h 9s8d6s5h5d JcTc9h7h2c JsTs9d7d2s 
KhTh9h8h8d AhJs9c6c4s Kh7s5s4h3s 9c8s6h5s5c 
KcTc9d6s3h QsJs9s7h6d Ac8h5h3h3c Th9h9d5c3c 
AsQcTd6h4h Kh9s8c6c2h Td9s9c8c2s JhTc7c6h3h 
Ts9c8d6c3s Ts9h8s6d2h Qs9s7h5h4h AcQsTc5c2d 
AcJdJc8c2h KsQsTc8d5s AsTh9c8h6h Ah6s5h2s2c 
KsTh6s4h2c JsJc7c4s3h KhTc6d3h3c QdTh6c4d2h 
KsQs8c5h5c JsJd9d5h4c JhTc9s9h6h QhQd5c4s3d 
As5d4h3s2d Qc9c7h6d3d KhTs6s5c3c KsQs8d8c7h 
KcTdTc7c5s Th7s7d6d5h AcThTc9c4c Kd9h9c8c4d 
Qs9h9d5s3h Tc9c8s6h3h QcJsJd8d4h Jd9h8h5d3c 
Ah8c6h3d3c AsKh7d5c4d JcTs8h4s3h QsTh8s4h4d 
AcTh4s3c2h Jc9c7s5s3h Jd9c6s6d5s KhQs4h3s3h 
KsQcJc4d3h AcJd8s5d3s JcTs8s6h5s JcTsTh6d4h 
AhKcQc9s4c KcQdJcTc5c Tc8s8d7s4c KsKc4h3c2c 
AdJc6c5d2d KsJdJc8d5h QdQc9s6c3h QdJsJh3h3c 
Jc7d6s5d4c 9h8s6s5h3c KhQsQd7c3d QsQdTc3h3c 
As9d8h5c3s AcQdJh9s2d KcQsJh9d3c Ac9d8s3c2d 
KdKc8h8d3d AcKs8s7h4s QdJsJh8h5h JdJc8d6d5s 
8d7c6h5d4s Ad7h7d4d3h Kc9d8d6c2h AhQc9s3s2h 
KdQs9c7h6c Td9h8h8d3s AcKc5c3d2d KhTs6h5d2d 
Kh8h7c5d5c JcTd9s6s2d QhJd8d7s3h 9s8c6s5h5c 
JdTd8s4h2s JcTs9c7c2s Ks7h6s5d4c QhJc9h9d6s 
Ah9h7s7d4c KsQs8d5h5d AdKcQc9h4c KcJhTs5s3d 
Ad8h6d4h3h AsQcTh6d4d AsKsJs6s4d KsJh7s6d4c 
Qh9d9c5h3d QhJs9s9c7s Qc8d8c7s7c KsQd9d8s3s 
AhKs5c3h2d KhTd9h5h5d KhQdJd4c3s AhQd8s8c7d 
Ah9c6h6d2d JdTs8h6c5c AdJs9h6h4s As9c8s3d2c 
As8c7h6s4s As8c6c4c2s AhTs6d2s2h AhKh9c7d3h 
AhKdJh4h2s QsTh8s7c5d ThTd9s9d5d Kh9c8d5h3c 
KcQc9h9d2d JcTh7d6h5s QcJcTd4c3h AhQd7h3d2s 
Jh7c6d5d4c KcQh9d6s5h KcQdTh9s3d AcQhJh8s3d 
Ac7c5s4h4d KcQh8h6h2c AdKhQh9c4h Td9s9h8d4s 
AcKd8c3d2c AsKdJd4h3d Qc7c6h5h3d AhKh9d7c3h 
9d8d6h5d4h Js8c7s6s4c JsJc9s6h5s JcTh8h6d5h 
KsQh4s4d3d Ad6c5d2h2c QdJhJd6d5d QhJsTc8d4c 
Ac9h9c7h2c Jh8s8h5h4s Th9s9d8s2d AsTsTc5h2d 
Js8h8c6h4s KsQsJd9h4c Kc8s8d6d5s Ad8d6c4d4c 
KhQd7d6s3s QsJh9d8c6c AcJh9c5d4c Ac7h7d4d2c 
Ad5h4h3c2d KhJdTs8s5c KhTs9c5d4h KsQdTd7d7c 
AhQh9h8c6h JhTs8h6s2h QcTd5c4d3d Qd6h6d4s4h 
QsTh8s4d3h Ad8s7c6d4d Ac4h4d2d2c AsKcTd9h2h 
KsJd8c7c2s 9c8s8h6h4s KdKc7s4d3d KcQcJh9s4d 
JsTc8h5c3h KhQd5s5d3s 8h7c6d5c3h Qc9h8h6s3c 
AhThTd8c2h QsJh9s7s6c AcTs8s7s7d JhJcTc9c6c 
As6h5s2h2c QdJsJh8d5d Ah8h7d6h4s KdTh9h5s3s 
AdQsQd6c2d KhQhTs9h4c KdJs7d6h5d QdTh6s4d2h 
AhKh7h7c5h KhTs9h6h5d Ks9s8d7d3c Ac7c4s4h3s 
JcTs8h6c2h Ac4h4d2h2c KsQh9c8c4h AsQh8d5h4c 
9s8c7h7c5s 9h8h8d7d4s Ah8d7s6h4h ThTc9s6s6d 
Tc8h8d7d4h AdKc8s3s2d KsTs9c6d3h QsQd8h4h3d 
QhJhTd9h2c Qc9d9c6h3h KhTc8c5h5c Td8d7c6s5h 
9h9c7h6h3c AsQsQd6h2s KhKd4c3d2d KhQcTh8h4d 
Ad6c5h4s4d QsJsJh9c4d Ts9s8c7c4c KdJc7d6s5d 
Ac5s4s2d2c Th8s7s7d4h JdTc7s7h6d AcKd9d3c2c 
KdJd9h6h2s QhTc7d6d3c Ts7h7c6h6d Ah5c4c2h2d 
QhJsTs9s2c KdQdTs8c5d AsJh8c5h3c KhQcTs8h5h 
KsQhJd8s4c Th9h9d8h5d QdTs8d5d3s Qs9s9h6c3c 
Ts7h7c6h5s AcKhTs9d2d KhThTd6h4s KhKc8d7c3c 
8h7s6h5s5d Ks9s9h8h3d KdTd8c6s5d KsJh8h6c4c 
9d9c6s6h5c AdQsJs7s4h AhTc9s7s6s KdTd9d6s3h 
AcJs9h7d2c Th9s9d8h7c KsQc6s4h2h AsKc8h3h2s 
JsTd9d7c4h KsQh9s6h2s AdKdJd8s2h KsJd4h3s3d 
Kd8d6h5s3s Qs9d9c5s3c Kh8s6s6h4s AdKh8h8c4s 
AdTs9s7s5h Td7s7h6h5s KcTs9s7h7d QcJsTc8c5c 
AcKd7c4s4c KcJhTh9s5h 9d8d6h6d5h JsTh8d5h3d 
Tc9d8h8c7s KdQdTc9s5d AcJh9c5s4c AdJsJd8d2h 
AsQdTd5h5c JsTd7d4c3c Th9h9c5c4h Ts8d8c7d4c 
AcKsJs4h3s KsKh7h4d2c 8s8h6h6d2d AsJh8c7d6d 
Js8s8h6c4h KdTs8s7d3d Ad7h6c5d4d JsTs8c6h2c 
JsTs9s7c6s QhTs6d3s3h KsQs9h8d2h QsJs9h8s4h 
QsJs9s6d5h QcTd9s6d2s AsKsQs9s7s Js8c7c5s5h 
AcKhJs8s4s AcTd4h4d2c Ad9h8c7s5c QsJd9s7d2h 
AsKd9c8h6c KcJh7h6d2c AdTdTc5s2h Ah7h6d4c2d 
TsTd7h6s5c Kd9d8h6h3c KsKh7c4d2h KhQs8d8c7h 
KsTc6s5d2d AcKd9s9h6d KcQhJh8s6h JdJc9s7d2s 
KcTs8s8c3s Qs7c6h5c3s Jc9s6s5s4c JsTs9h5d3c 
8d8c7d4d4c KhJd7s4h3s Th9s7h5s4s KsQhTh7h7d 
QsJh8s8h4s QhQc9s5c3d Tc7h6s5s4h Qs9h8s6h3d 
QsJhJc5s3d AcKd6h4d2h Tc7d6d5d4c AcJc4s4d2s 
9c8h6h5c3d As9s6c4h3c Ad9c6d3s3c 8h7h6s5s5c 
9s9d5h5d3s Qc9d6d6c5c AcJc5d3h2h Qh9c8s6h3c 
Ad9c8h3d2h AsTc9h6h3c JdTh9s9d6d KsJsJh9c2d 
KhQhTh9c4d Qs8h7h6s4s Qh8d7h6h4d JdTd8h5d3h 
QcTs7c5c3s KdQsTd8d4h KcQc8d5s5d KsTd7s6c4s 
KcQcJc8h8d KhQsQc9c4d AdQdJs4h2d AdKhQd4d3d 
KsJd5c3d2s Qd9d7h6h3s QdTh9h2h2d Ad7h4s3s3d 
Ah9s9h7s2h AdKcJh9h2s JhJc9d4c2h KsQsTh8d5s 
KsJc4h3s3c JsTc8s6c2s As8s7c5h2d AdKsJs4c3s 
KcJs9c7c6c KcQh9d7s6s QcJs9c7c6d KcTdTc7c4s 
Js9h8d5s3d AsTh5s3h2c Td7h7c6s6h JdTsTh6c4h 
KsTc8c7s3s KhQd9s6h5h KhJsJh6h6d Jd7h6s5s4h 
Tc9d6s5s4d Th9h9c7d3d QsTd8s4h4d JdTh9d7d5s 
KdJd8s5c4h AcQsJd9d2h KhQc9d7s6s Ah5c4d3h2c 
KhKd8d7d3c 7s5s5h3h3d KsQhJhTh4h As8d6s3h3d 
JhThTc6h5d QcJh9d7s7h JdJc9c6s6c QdQc8s6c4c 
9h7h6d5d5c AsKc8h7c3d AsKd9h9c6d 8d6h6c5h4c 
TsTh9s4d3d KhQhTs3s3h Qc9d7h6c3d KsJc9d9c7c 
QdQc8s4s3c AcJd8d6s5h KdQhTs9c2h Ks9s9h8s5h 
AdJh6h5d2d Ks9c8h5s3c QsJdJc3h3d JcTh9s6s2h 
Jc7s6s6c5h QhJsJc8c5c AdKc7c6s2s AhQh6h4c3c 
KdJd7h5h3d 9s7s6h5h5c AdQd7s5d5c QhJs5s5h2d 
KcTd7s6c2s KhJs9s4h3h AhJh6d4c2d KdTs8h8d6d 
AcTs9d5d3s Td9h8d7h4h QcTc9c6h2h QdTc8s7h5d 
7d7c6c5d3c AdJd6h4s2s Ad5h4s3s2d Ah9h9c7c2h 
Kd9d7d6s5h QhTh6c5c2d 8h7s6d5d3h AdQsJc9c6c 
KhJdTs7c4c KhTs5d4h2s AdQd8s6h2c QhTd8h7s5c 
KdJd9c6h5d KsQsTc9s2h QsQcTh9d2h KcJh9s6s4h 
QhTh8s6h5c Tc7h7d6h5d Tc9d7h6s5c TsTd9s9h5s 
KdQd8h5s3s KcQcJs8h4d AdJc5c2d2c KsKh5s3s2d 
9h7s7h5s3d Ad7s5s4d2s AcTs6h5s5h KdQcTd8d4s 
KdJd9h6h2c As7d6h4s4c Ts7d6s6h4d KhJd9d3h2s 
KdTs9s5c3c QhJdTs9d4d KsKhTs3s2c AsJd6d5s2s 
ThTd7s5h3d AdKc7c6c5c AcKc9c5s2s AdTd9c5s2h 
9d7s7d5s3h Ah5d4c3c2h KhQh9h5d4d JhJdTd9c4d 
KcQs7h5d4c Jh8s7d6d4s KhTsTd6h5h JhJcTs8c4c 
