Jd9c8d3h2s 
Ad8c7s5h2s 8h6h5d2s2c 9h8s6c4d3c KhTh7h3s3d 
Qd9s7d6c2h Qs7d5s2h2d 6d4s4h3d3c KsJh3s3d2c 
AsQc9c2h2d KcJc9c3s3h QdJh9c7s2c 7h7d4s3s3c 
AsQd7c5h2h 8d7d5c4s2d Kd9s9d7c2d Kc9h7s7d4s 
Ts8s5s4s4h 9h8s6c4s2d Tc9c6h4s2c Qh8s6d5s2c 
8h7d6c3h2d 9c7c5c4h4c As9h7h4d3h Js9s5s5d3s 
Qc7c6h4d4c Ks6d5h2h2d KcQc9h3s2c QsQd8d4d2d 
KhQs5s3s2d KcQc8s8h4c Jh9h8h7h2d Qs9h8c7s2s 
Qc8s8c6h2c AcQs8d4h3d Qd9c8c7s4c Kh9d4d3h2d 
Qc8c7h6c3d QsJd9c7h2c 6c5h4s3h3d AsKc9d3h3d 
AcTd9d4d2h 9s9d6d2h2d Qs9h7c3c2s Jh8h5s3s2s 
9s8d7h3d3c Js8h8c7s2d Jh8s8c6s3d KsQs8c7d3s 
Jd7h5h4c3h Ac7d5h4h3h AhTs5d5c3d KsQhJh7d2h 
Ts9h7c5d2h Ts6d5c4d3h Kd7d5h5c3d Jc5d5c4d2d 
Th9d8c4d3d 9d8d7h4s4d Qd7d6h4d4c JcTs8h3d2h 
AcKd9s6h2h 6d5s5c4c2h 7s7c5d4h2s JsTs7s7h2d 
Ks9h7h5h4h Ks9h5c4d2s Kc9d6h6d3s JhTs8c3s2s 
KsTh8h8d3h Kc8c7c6d2s AdJd8d3d3c Qh8d6d5s3d 
Js8c6d5c3c Jc9d8h8d2d 8d6d6c3c2c Qh8d7s6h3h 
Qs9h6h4h3c 7d6h6c5h2h Ah9s9d7d2c 8h6h5c3h3d 
9s8s7h4s4c Js5s5c4c2c Td9c8d4s3d Ts6h5d5c4d 
KdJh8c7s3s Js8s7h6s3d QcJh6s6c2d Qs9s7h7c3s 
Kh9s5h4c2d QdJs9d3d2h KdQh7s6h2h KhJd8c7c2s 
As6h5h4h4d Ks6s5s3d3c KdJd9d7d3d Jh8s6d5s3s 
9h7s7c4s3d 9s7d7c3d2s Qs9h7d5s2c QsJs9c2s2h 
Ks7h7c3c2s Jd9c7d3d2c Jh9c8s8c2c Qd9d6c4s2h 
Qs9h8d5c2c Jc9s9d6c2h Th8d4s3s2h QhJc6h4h2s 
JsTc5d2h2c Qs7s6d4d2s Tc9d6d5d2h Qh9d8s5d2d 
AsTs6s5h2s KdQh7s4c2d Qh9s8s5c2s Kc9c4s4h2s 
AsTd5h5c3c Ks8s8h6d3s KdQc7s4s3h Qd9c5s4h4c 
Jd9h4s3d2s Jd8h8c3d2c Jh8s8d6s3c Qh9s5c2s2c 
9c6s5s3s3h 9d7d6h3d2h Qs9c6d5h2h QsJc9c3h3c 
AcTh6s3s2h Jh8d8c3h2d JsJhJc9s8c Ks6c4s3h2d 
Jc8c5c4h2s 7c6h4d3h2c KsQc8d7h2c KhQd7s4c2h 
Tc8d5s5c3h Qd9d5c4s3d AsThTc4h2h ThTc8d4s2s 
Kc9c8s8h4c QcJc5s3c2h Kd9s5d4c2h Ks9s4h3h2d 
Js8c6s5s2d AcKh7d4s2s Qd7s5s4c2c Ts6h5c4d3h 
KcQs5s2h2d QdTh6s2d2c 9h8c6s4c2d Qh9d9c8d3d 
7d6c4s3h3d AdKs8s2s2h AhQc4s2d2c Tc7s5h4h3h 
9c7h7d5s2d 7h6s4d3d2h Jc8s7d7c3h KsJh8c7c2d 
KsJh9d6c2d KhQs8s7s3c Ts9d8h4h2c Qc7s7c4d4c 
Kd8c6s5c3h KcTh8h4s4h Kd6s4d3h2c AsQd4c2h2d 
KhQd7s6d2d AsJs8s3s3d Jc7c4h3h3c AsTd6d3c2c 
KsJs8s7c3s KsTc6s2h2d Js8s7d4h3c 9s8h7c3h2s 
Td6c5h3d2c Qs6h5d5c2s QsQhQd7h7d 8c7d6d3h2h 
KsKdKc4c2s AcTd9s6h2h JcTc6c4s2h Ad7c5d3d2s 
JhJc7d2s2h KhTs8s4s3c KcJh5d4s2s JdTd7d5d2s 
KcJc9c4c3s Js8d7h5s2s Td8d7c4s3d Ad9s7s4s4h 
Ah8h5h4h3c Kc8d6h5s3d 8c7d6d3s2s 8d5h4d3c2c 
Ah9s5h4h2d Kc7d4s4d3s Tc8d4d3c2s Kh8h7d6h2s 
Jh9s8d6d2d Ts6d5d4c3h Qd6h5s5c2d QsJs9s3h3c 
Kd8s8d6h3d QcJhJd7s2s Tc9h3s3h2s AcQd9s4h3h 
9d8h4c3h3c Qs9c8c6h2c KcTc5d3c2s Qs9s9h4s4c 
Th7s6s6c3s Qh9d8s3d2s Td4s4c2s2d 9c7s6s5h2s 
Jd8c7d5d2h TsTh8c4d2c 5s5h4d3s2h Qs6d4d3s2d 
Qs9d4c3s2d AsKd8h4h2h Td9d7d5h2c 9h6d4d3h2s 
Jh6c5h4h3s Ks9c4d3s2d Qh9d5c4h2s Qc7h5h3s2c 
Ts8h8c7c3c KsTd8h4d2c Jh8h7s6d2c Th9c3h2h2c 
AhQh9h7h3h Th8h4s2s2h JdTs8c3d2d Ah8d7c5s2c 
QdJs7c5h2s Th8h7c3d2d Ah7d5s4s3s Qs8h6d5c2h 
9s8h7h3s2h Jd6d6c5d3h Td9s7h5d2d Ts5h4h3s2d 
9h9d9c7h7d Qd6h6c5h3s Ts8s7h5s2c AhTh6d2h2c 
AdTs5c4c3c QsJd9h4c2h Qd6h6d5c2s 9h8d7d3h2d 
KdQd8h7c3d 9s9d7h6s2s KcQh7d5h2h Jc8s6h5s3s 
Ad7s6h6c3s Qh7c6s6d4c Ad7s7c3h3c 9s8d5c4d3h 
AhTd7d5c2d As7h6c4d3h Tc7d6h4h3h Qd8c6d2d2c 
Ks8h7s2s2h KsQh8h3c2c Js5s5d4d2d Ah9d8s3s2d 
JsTd6d4c2d Jh8s7h2s2h KcQs4c3c2d Kh9s7d7c4d 
9s7h7c5d2c QdJc8c7h3c Th8c7d5s2c Ah9d8d6d2c 
As9d8h5c2c 9s8d7d7c3h 7d5h4h4c3s Tc8c7d3s2d 
Kc8h7h5d3h 9s8h7c5h2h 7d6s4c3d2c Kh8c6d5c3s 
Td7s7d3c2s JhTd6d4d2c Jc7c5d3s2d 7s6d6c5c2c 
AcTc7c4h2c Kh9h9d7s2h KhJh8h4d4c Ts8h7d5c2h 
Kh9d5c4c2d Jh9h7d4h3c Td8h7h6h2s As8h7c5c2d 
QsJs8h4c2s 6d5h4c3s2d QcJs7h3h2c QhTc9d3d2d 
QcJc9c7c3c 8c6c5h2s2c 8c6c5c4c3d Td9h5c3s3c 
KhQcJc7d2c QcJc6h4s2c QdJc8s7s2h QsTd7d5c2h 
Qs8d7h6d3c Qd9c5d4d3h Kc9s7h4c3c Kh9c8c5s3d 
Jh8h8d3d2d Tc7h5d4h3h Td5d4h3h3c Qh9h6d6c2s 
Ks6h5h5c4h Kd8s5h3s3h KdTh9s3h2c Th6c5d4c3s 
AcQs9h6d2h 7d7c5c4s2c 9d8h7h7c3s Qh9d8h8c2h 
Th7s6d4s3s Td7h5c4h3h Ks8d7s4s4h KsJs8s7d3s 
QsTc4h4d3c AhTs5h3d2h Jc7s6h4h4d QhTs4d3c2h 
Th7c5c3d2h Ah9c7c4d4c AdKc9s4h3h Ks9d5h4c2s 
Js9s6d3d2s QhTh4d4c3h Qc8s6h5d2h KhQh8s7d3h 
KhJd6s3d3c Js7s4h3s3h 9c8h7d3c2h KcQc8d7h3c 
Qs9c4h3h3c JcTh5d3s2d Td6h6c5d3s AcTs6s3h2h 
KcQs5s5d2s QdJh7d5d2s As6h6d3h3c 7h7d5d2d2c 
6c5c3s2s2c AdQc8d3d2s AdJc6s5h2c Jd5h4h3d2c 
Ts9c8h4h2d Ac4s4d3h3d Tc9c6s4d2h KhJh6c4h2d 
6h5h4s3d3c Kc9h7c2h2c 9h9d7s6c2s Kh8d6s5c3s 
Ks9d7h7d4d AhTs5s5d3s KhTh7h6h2s Qh8d6s4d4c 
8s8h4h3c2c AdKc9c6c2c AsQs8s5s3s Qd8c5h4d2d 
Ad9c7c4h4c QdJh9d3d2c Kc9h9d5s3d KcQs9c8c2c 
Qs9c7d6s2h Th6s5c3h2s Qh7s7h5h3c 9s7s5s4d3s 
JsJh8d6d3d Qh8c5s5d3h Th6c5c4d3s Ah7d5h3h2c 
JsTs6s4c2d 9d6c5c3h3c Kc9h4s3s2c Qc8h6d3c2d 
KdJh8h7c3h KsTh6d4c2h 9c7h7c3h2c AcQd7h5h2s 
KdTc4d3h3d QdJd6h4c2d Js9c7s4s4d Ks8c5d3d3c 
8s7s6s5c2s Qh9c8s7h2h Kc9s9c4c3d Ac6c3s2s2c 
Ah8h7h2s2c Qh9c6s5d2d AhKh8h6h2h 8s7s6d3d2c 
8h7s5s3s2h Kh9d9c8c3s Td6d5c4s4d 9s9c7d6c2c 
TdTc6h2s2d Jc9d7s6c2h Jd9s8d3h2c Js8s5s4s4h 
9s8s7h4s4d KsJc5d3s2s JsTc7d6h2d 9s8c4h3h3c 
Kc8d6s3s3d KdJc6h3s3c Js9s8s5s2d Jc9c7s4c3h 
As9h8h6h2c KhJs7s5s2d Jh8c7s7h3d Kd7s5h5d2c 
AcTs6h6d3d Ts7d5h2s2d KcJh6c3d3c Jc9c6s4d4c 
KhQs5d2s2c Qc9c5s4c3d Jc8c6s6c4c JcTs6s4d2s 
Ks7s5s4s3d Kh9h7h3d2d Qd9h4d3s2s 9d8d5h5c3s 
Th4d4c2h2d Ts9h6c5s2s KsJc6s3s3d AcQd8s4h3s 
KhTs8d8c3c Td9c6h5d2d QsJc9s3s2h Qh9s8c7c3d 
AhJh8h3s3h QhJs5s3d2s Qd6c5d4d3d QsQh9d4d2d 
Ts7h5h3c2s Kd7h4h4c3c AdKs5c3c2c AcTs5c3h2c 
Jd6s5c4d3d Kh9h6s3h2s 9d8h4s2h2d Ah6d5s4c3d 
Kc9s9d4h3c QhTd9s3c2c Ks9d7d7c4d AcKd5h3h2h 
8h8c4s4h2d KcTs8c4c2c Th7c5c2h2c 7c6d4h3d2c 
KcTh5d4d2s Th5h4s4c2s KhTd8s4s2c JsJdJc9s8c 
KhQh9s4d2h AsQd4h3h3c Qd7h5h5c2c Jc8s6c5c2h 
KdJc5h4s2h Th9s8s4s3d 7d5s5d4d3h KdQh8c7s2h 
Js8d7s4c3h KsQd8h7c2d 8s7c6d3c2d Kd7d5d4h3d 
Jc9c6s3s2c 9s6d6c5h2s Td5s4s3d2h Qh9s6s6d3s 
Qh9d9c8c3c Th8h5h4h4c 8h5h4c2h2c Td9h6d5s2d 
AdQs7h4h3h KdJh7h5h2s QdTd9c4d2d TsTd4c3c2d 
Tc9h9d3c2s Qd9d4s3s3d 9d8d5s5c3h TdTc7c5h2s 
Kc8d7h5d3s Tc8h7d4h3s Ts9h8d4c2c AsQd9h6h2c 
Qh8c6h5s2h Jh8h7d4c3s KcQc7c4h3c Kh8h7d5s2h 
7h7d5d4s2d QcTd5s2h2c 9c6s5h5d3c 8d7s5s3s3h 
Tc8c7c5d5c KhTc7h6h2h Td6h5d3h2h QhJh6h4c2d 
As7h6d6c3c Jd6d5s3s2s Qh7s6s5s5c Qs9h8h3c2c 
QsJs8d4h2s Qs9s7h4h2h Js9s9c7h2s As4d4c3h3d 
AcJd6c5c2c Qc9s8d8c2c Tc7s5d2s2c KdQh8c7d2d 
KdQhJc7c2c 8s7c6c3d2s 9s8s7s7d3h KdTh8h4s3h 
QdJs7h3h2d 6h5d5c4s3d 7d5d4s3d2s JdTc7h5h2h 
Ah8h4c3h2c Th8c7s5c2d Qh9d8c4s4h Tc8c7s3h2h 
Qc9c4s4c3s Ks7c6s4d2h AcQd4h3s3h Jh8d7d6s3c 
Qh8s7c6s3d AhJhThTdTc 8d7d5d3s3h 7s7d5h4d2d 
Ts9s6h6c2d Qs9c5s4s3d QdTh7c3c2h 8s8d4s3h2d 
KdQs7h6s2s Kd9h6s6h3c Jh9h6d5c2h KhQs9c6c2c 
QhTsThTd8s Ts9h7h5h2d Jd8s8c6s3h Jh9d9c4d3d 
QdTd7d7c3d Qs9s8d7s2h Ts9c8d3c2h Qd7s6h5d2c 
Ts5d4d3s2h Qs7c5c2s2d Kh6s6h3s2h 9d8h6s4c3s 
Jc6d5c4s4h Js7c4d4c3d Td9d6h4c2d Ac8c5c4c3d 
Jc8d7s7c3h Js9d7s4s4c Th5h4d3d3c Jd9h8d3c2s 
AhJh7h3h3d 8d6c5h5c3c Qs9s6s4d3h Jh9h9d5h2h 
QsJh8c7c2d Jc9h7c4s4c Ks8c7c5d3c AcKc9s4c2c 
QcJh9d7s2d AdQs9s3s3c 6s6h5h4h3h 7h6h5h4h3h 
Kh9h9d6c2h 8s7h6c4d2d 5s5h4s4d3s Kc6s4c3d2h 
8h7c6c3d2h Kd7s4s3h2d ThTdTc7h7d Kc9c4h3h2d 
Tc8s6d4d3h QsTsThTd8h Qs7d5s3c2c Td9s5s3h3c 
TsTd7d5c2h As9c8d3d2c Ks7s5s4s3h Jd9h8d5d2d 
AdQs9c6h2c 8s6s5h2s2d Ad9h7h4h4c Jh9h6c5d2h 
Js9c7d6s2h Tc7d6h2d2c 6s6c5c4c3c QhTd9c3c2c 
KhJd8d7c3d AdTs6c3c2s Tc8s7c4h3c 9c8d8c7h2c 
6d5c4h3s2d 7s5d5c4h3s As8h7c5d2c Ks8s8d6c3s 
Jd9c5h4c3c 7s7h5s2s2d KcJd4s4h3d Qh9c7d3d2h 
JsTd7h6c2c 9s5c4c3s2d Ac9d8s3d2s As9d8c3c2d 
Qd8s6d5c2d KhQc8s4d2h 8d7h4h4d2d AdTs7s5c2s 
Td7s5h4c3s KsQc9d8d4d Qs8h5s3h2h JhTs7c5c2c 
Jd9d8c4s4h Jc9s7s3h2h Jc9c6d3d2c QcTd4s4h3d 
QsJs9h2s2d Ad9d8d5d3d Jc9c8c5d2c 7h6h6c3c2c 
Js7s7h5s3s JsJc7s6s2d AdQh4s2h2c Jc9h9d4h3h 
KsQh6s6d2s Kh9s9d6h2h Kc7h7c3h2h JhJd9s9d9c 
Ts8c5s5h3d JsTh8c3h2h 9s7s7c3c2s KcQc9c5s5c 
Td9c8c4s3c Jd6h6d5d3c Qh9c7s3s2h Ts6c5c4d3c 
Ks8s6s4h4d 7s7h5c4d2h AsKh9h2h2c Qd9h8c7d2d 
AdTh4d3c2d Ts9d6s5c2s KhQd7s2s2d Js9d8s5s2s 
9h8h7s4h4d KdJd9s3d3c Tc9c7c5s2d Ad6h5h4s4h 
9s9c7h6d2h Tc7h7d4h3s Kh8c6c5c3s Qh7h6d4d2h 
Td6h5h4c3s Td9h8s4c2c Jd8c6c5h2c Jd7c5s3h3d 
KcJh9c7c2c AdKh9h4s2h Kd8s7d5d2c 5d5c4s4h3h 
Ac6s6d3h3d AsQd8c4h3c Qh9c8d5c3c 9s7s6s6c3s 
8c6d4d3c2s Qd9c8s3c2s Ad8s7c6c3c Ad8h7s5s2c 
Th9d3h2h2d Td9c4s3h3c KcJc8c4h4d QdJd9h3c2d 
9s7s5s3h2h 7s7d4h3h2d AsTc7h6c2d JhJc7h6h2s 
Qh9c8c7c4c Th8s8h4h3c Jh9h8d5h2h QdTc5h2s2d 
AcKd7s4s2h Jh9d4c3h2c Td9h8c4c2s Jd6h5s5h4c 
Qh9s7s7d4c KcJc8s4c3h Jc5s5c4s2c KdQd9d5d2c 
Qd9d4h3h3d Qs8s7d5s3h Jc8c7h2h2c Qc7s5h3d3c 
9d8h7c5h2h QsJh6s4s2d Ks8c6d5h3c AcTc8c2s2c 
6h5d5c4c2s Jc9s8d6d2h 9h6c4c3h2d Kc9s8d7s3h 
Kd8h6s5c3s Kh8c6d3d3c AsQh6s3c2s Jc9c5h5c3c 
Kh7d7c6c3s Kc8h6d5h3s AhQd9d2s2c Qd9s9c6d2d 
Ah7c6s4d3c Kh9s6s4c2c 9s8h7c3h3d Qc9s8h8c2c 
QhJc7h5h2s Td7h5s4s3s AcQd7s7d2h QsQd7s5s2s 
Ad9d8s3d2h Qs8d6h5d2c Qh9d7h5c2s 7d6c4h3c2d 
Kd8c6s6h2d 7s7d5s2s2h Jd9c7d4s4d QsJh5s3s2d 
KsTd6c5h2c QdQc9s4s2s AsKh7s7h7c QcTc7s3c2s 
AhJh7s2h2d KcQh7s6h2h Jc8s8h3s2c KsTc8d4c2h 
KhQs6s6d2c KcTc9c4h4c KcJc8d4c2h JsTs4s4c3s 
JsJc8h4h2d 8h7h7c5h2d Qd7c5h4d3d Kd8s7s5h3s 
KhQs4c3d2s AsJh8c4h2h Tc9d8c4s3c Jd9h7h3c2c 
Qh5d4h2h2d QsJs9h3d2s Ah9c8d3d2c 9h8d5d4d3c 
Td9c8s4s2h Qd9h4c3d2h KhTh7s4h2c Th8d6h3d2d 
Qc7d7c4s2s Qd9d8h7d4d 8h6h4c3c2h 8d5d4h2h2d 
Jd6h5c4d3d Th8d4d3h2h As7d6c4h3h Qh6s4s2h2d 
Th8d6c4c2s QsTc7d5h2c KhJs6d4s2c Tc6h4h3c2d 
Kh7s7d6s3c 5s5c4s4d3s Tc7s7h4h3d AhTd5s5c3s 
Ks9s4h4d2d Js7h5c3s3d Th8h4d2h2d Th9c8c4c3s 
8s6s6h4c2d Qd9d8h4c3s Tc9d7h5s2d Qh9c8s3s2c 
Qh8d5s5c4d Kh8c6c5c3d Jc6h6c5c3d Td8h6h5s2h 
7h5s4s2s2h KsQc4h3d2c KsTh6c4d2h AcQs9h4d3d 
9s7s7d3d2s Jd8h7c2h2c Jd8c6s5c3c Kh8h7s2s2h 
AhKd7h7d7c Qh8h5d4c2s Kd9d7d5h5d 7h7c3h3d2c 
Ks8s8h6c3s Kd9s8s7c3h Js7c6s4h4d Kd8c7h3d2h 
QcTh8d3s3h 5d5c4s4c3c Qc9d8s6h2h KdTd4h3c2s 
AcKh9h4s2h Ts8h5d4c3c Kd9h8c7h3s As7d5h4h3h 
Kh7c6h5s2h Ts8h8d2s2c 8h8d7d4d3s AcJc9d6c2c 
Qs9h5s4s3d Ts8h8c4d2h Qc7d5s3h3c Qs9s7d4d2d 
Td8s5d5c2h Qs9h8h5c2h KhJs5d4c2c Ks7h6c5s2s 
Jd8d7h6s2c QcJh7s3s2c KhQh9h5h2d AdThTc5s2s 
9s8c7h3d3c KdJh7h3s2s Tc9h6d5c2c Ah9c8s6c2d 
QcJh7c2h2c AdThTc6s2s 9s9c7d5d2h Ts8s6d4s3h 
AhTc5d4d3d Qh6h5h4d3h 9d8c6d3s3d QdJs7d6c2h 
QsTc6c4c2d TsTd4h3h2d Qd8s5c2s2c Js9d7h4h4c 
Kh8s7h3d2d 6c4h4d3s3c Kh9h7h5h5d Js7c5d2s2c 
9h8d6c3s3h Td8c7c4h3c Qs9s5s5h3c QcJc9c3h2s 
AdQc8s4s3h Ks6d5h5d4d Qh9c8s8h3h Td5s5c4s2d 
QhTd7s5c2d 9d8c5c4c3s Kc8d7d5s3h As6s5h3s2c 
Qd9c7s4d3h 8h7h6c4h3h Kd9c8c5s3h KdQc5c3c2s 
Kc9h9d5s3h Kc9d8s4s4d QcJd3s3c2h Kc8c7d7c4c 
KhQc9d4c2s KcJh7h3d2d 8h7s7d6c2d KhQh3s3d2c 
9s8d7d3s2d QdJd6d4h2s Td6s4c3d2c KcQh8d6d3s 
8d6s6c2s2h Kc8d7c4s4c Js7d6s6h3c Qd9h8c3h2c 
9c6s6d3d2c Qd6s6c4h3d QhQc7h6h2h KsTh7s4c2s 
Js9s7h4s3c KsTd7h5c2d Tc5c4s4h2h Ac6h6d3s3d 
AcKc9c4c2d 8c7c6c5s2c AdJs8h4s2s KsQc4s3d2s 
QsQhQc7s7h Qh9s9c4h3d Jd9d7h4d3s KdJd5d5c2h 
Qc9s6s5h2d JdTd7d7c2s QhJc7h5h2d Kd8d6d4h3c 
AdKh8s8c2s Qc8d7s6c3c Th9d8c3d2s Qd7h6s2h2d 
KsQd9h5c2h Js9s9d4s3s TsTd8s3c2h QhTs4s3d3c 
AcQs7h5d2h 8s6c4h3h2s QcJc8c6c3h AdTh6s4s3c 
Ah9h8s3h2d 7s7c5d4s2s AhQs9d4d3d Tc5h4h4c2s 
Kh9d8d4s3s AsKh4d3c2d Ts8h7d6s2s Qd8s8d7c3h 
JsTs6s4c2h QhJh9c6h2h Qh9h8c3h2c As8c7h7d2h 
Jh7s6h6c3d QdTc4s4h3c Ts6c5d4c3c 7d6c4h3s3d 
JcTs6s4s2d Ts6s5s5d4h Th8d7h4c3h JcTd7d6s2d 
Qd8s5h5c4s 9h8d7s5d2d Ac6d5d4h4d 8d8c4h4c2s 
Td8d7h3s2h Kd9h9d6c2d AcQh7s4s3s Jc6d6c5h3c 
Td9c8h3c2s Qd9d8s7d4d Qd7s6s6c2c 8s8d3h3d2s 
Th8h7c3d2c 8s7c6s5s2s KcTs7d4c2c Qd9s4h3s3h 
KsTh8d3c2s QsJs9s2h2c AhQc6h3s2h QhJh5d3h2c 
KhQs4h3h2c Qs9c8h7s2s Jd8d6c5d2s 8s8h3s3c2h 
Qc9h5s5c3c Qs9h9d5d2c Ts8h5s4c3s KcTh9s2s2d 
Js9c7s3h3d Ts5s4h3h3c QdQc7c4h2c Kh7h5s3h3d 
KcTs8d5d2h Kd9h8h5c3s Ah8s3h2s2h Js6c5h4d3c 
Th9c8h4d3h Kh6s5h5d2h KcQh8s5s3d 8d7c5s4c2c 
KsKhKc6s6d 8s7s6h3h2c AsKh9d3d3c Js9c4d3d2c 
Ac9h4s2d2c QdJd8d6d3s Ts8h6s4s2c Jd9c7s4h3c 
Jc8c6h6c4c AhQd9d3s3d KhTs8d5d2c Qd9s5c4s4h 
Js8c6c5d2c Jh8h6h5h3d 9d7c6c5h2c 8s7c6c3h2h 
KcJh7h6d2s JsJc9h9d9c Th9d7s5s2c KhTd7c4h2h 
Jh7c4d3d3c Kh7s5s4d3s Jc8h7c5c2d 8c7c6s3h3d 
JdJc3d2h2d QsJc8s4s2d Kd9d6s3d2s Td9s6d5h2d 
KsKhKc4h2s Ac9d6d5h3d 9s6h6d5c2s Qd8h8c7s4s 
Qh7h7c5h3s KsJs9h3s3c AhQc9c3s3c As7h6c4h3d 
AdTd7d4c2d Jd9d7s4d3c Qs6s5s4h3s KhQd8d6c2d 
AhJc9h6h2h QsTh8c3h3d 9d6s6c5h2d KsJd7s3h3c 
Td8c5c3c2d 8s8c6c4c3c Tc8c7c5h2d Ah7c3h3c2h 
Th6s5h3s2s Tc9d8s4s2h KsJs8s4d4c As7d6c4h3d 
Ad8h8c7c3c JsTc8d3h2d KdJs4d2h2c 8c6d5c4c3c 
Ah9d4c2s2h Qh8d6s5c2d Qs9h4d3h2s Qd6h6c3c2d 
Qh8d5h3d2d KsQs6c4s2s Jd9h9d4d3d Jc6s6c5d3c 
QhJh8h6s3h 5h5d4s4d3d Ts8d6h6c2s Qc6s6h5h3d 
Ad9c8s6c2h 9s8h6s3s3c Th9d7c5s2d 7s7c3d3c2s 
AdQc6h6c2s JcTs3h3c2d 7h7c4s3s2h Jc9d8d6s2d 
Qs8h7d5c2s Ac9s9d7s2h QdJs8h7h2c 8c7c6c5d2c 
QcTs4d3c2h QdJs4c3d2h Qd6d4h3h2c Jh8h6h5h2s 
JsJh6d4c2h AdQh4c3s3c Jh7h5s3d2s JsJh6c5c2c 
KsQd8c3d2c Ah8d6d4s4d KdQh7s4s3c Qs7c5d3d2s 
Jh7c6h4s2c Qh8c4s4h2s 5d5c4s3c2d QsTh7s5c2s 
ThTd4h3s2s TsTdTc9d8c AdJc3d2h2d Qh9c6c5s2d 
Jd5d4s4c2c Ks8s6s4c3d Qh9d8s8h3h Ts9s5h3s3d 
Ts8s7h5s2d Ts7c6d6c3c Jd5c4h3d2h Ac9h7h4s4h 
Qh9h4s4h3s 6c5c4h3s3d KsQd9s5s2s KsJs8h7s2s 
KsQs9h4d2s Tc9h6s6d2s QsTs7s4h3s QcJs7d5c2c 
8s7s7c3s2c KcJd7d5d2s Td7h5h2s2d Ah8c7s7c2d 
Kd7h6s5d2d Kh9c7s4h3h Ts8h7c5h2d Qd7s7d5d3h 
Ad6d5h3d2s Qh9s9d5s2c KsTd4c3s2h Ac9d8c3s2c 
Kd9c5d4h2s QhQc7c5c2c KdTc8h4h2s Qh8h4s4c2s 
AsTc9c4c2d Ad9s7c4h3s Ad9h5s5h4c Td4s4h2s2h 
Qh9s7h6c2d KdTh3s3h2s Qd9s5h5d3d AdQs9h6c2h 
Jd8s8h3d2h Kc6c5c3s3d Jh9h6d4h4c Ks9s6s4h3d 
Qc9d5c4c3s Kc6c4s3h3d Jd5d4h4c2h 8c7s7c4h3c 
Th9s3h2s2h Ah8d6d5s3c 7h7d5h2h2c Jh9h5h5c3h 
9d9c7h5h2h KsJs7s4s3h QdTc4c3s3h 8c6c5d3s3c 
AhTs6d3d2s KcJh5d3c2c KcTc6d5c2c Jc7h5h3s2c 
AcQc8c5c3c AhQd9c6s2c Qc9h5d5c3c Ad8s8h7h3h 
Qs8d5d3d2s 9c5d4d3c2h KcQs8h6h3d 8c7h6d4h2s 
Jc7h6c4s4d AsKs9c4s2s Ts7d4s4c2c ThTc8c3d2s 
Td8d4c3h2h KdJd8d7s3d 8d7h5h3h2d Jd8c6h5c3c 
8s8h6h4h3h Th9s6d5h2h 8s7c5h4c2c Kh9d4s2s2h 
Kd7c6s5d2d AsJh8d6d3d Qs7s6h4s4d 8h7d4d4c2c 
AsAhAdAc4c Kh9d7d7c4d AsQs8s5s2s Kd6h5c2h2c 
Jd8s8d3s2s 9d8c6d3h3d KsTs7s6h2s Kh8s8h6c3h 
Js6h5c4s3s Td8s7c5h2s KdJd8c4d2s Kd9c6h6c3s 
Ts7h6d4h3h QdTh6h4h2c Qs6s5s4c3s 8s8h4s3d2d 
Td7s5s2s2d Qs8d5c4h4c 8c7s7h6d2h Qs5h4s2s2h 
Ts8h6h3s2h JhTd6d4s2d QcJh4s4d3d Jd8d8c7s3d 
Tc6s5d4s3s KsQhJd7d2d Jh8h7d6h3c KhQh8c7d3h 
AsJh6d5c2h KhQc5c3s2c KhQh9d2s2c Jc9c7d5h2c 
Qc9h8h6s2h Qc9c8d4s3h QdTs6c2h2d 8d7c6h3c2d 
Kd9s5c4c2s AcJhJdJc3h Qs6s4c3c2h Qs7c5d5c2d 
AdTc9c4c2h QsTd4h3c2s Ad9c7c4h3s Kh9h9c6d2h 
Kc9s9d6d3d Js7h6s6c3d AsJd6c5h2c Th4d4c2h2c 
Jh8s8c6c3d KsTh8h4d3h QsTc9s3s2s Th9h6d6c2s 
Ts9s6d6c2h Ts5c4d3d3c Jc7h5d3c2d Ac9h9d9c8d 
8h7c6s3h2c Kd6s6h5c3h Tc8h5d5c3s Jh7c5c4c3d 
KsJd7d6c2h 8c7d7c5c2h Tc6s5h4s3s Kc9s9h6s3s 
Js8d7h6h3h Ts4d4c2s2c KcQd8d6s2d Qc6c5s2s2c 
Ac7d3d3c2c Js7c6s6c2s 9c7s7h5d2h As9c4d2s2h 
JsTh5d3c2d 9d6s6c3s2d AhTc5h3s2h QdTs6h2d2c 
AhJh7h3d2s JdJc6s4h2c KcJd5h4s2h Qd8s7d6h3d 
Kc7s4c3h2s 8h6d5d5c2s QhJh9s3c2h 9h8d4c3d3c 
Qh9s9c8c3c QdJh8h7c3h As8h7c6c3c Ts7s6d3h2d 
Qc6s5h4d3s Qc7c6s6c3h Jd8h8d7s3d Qs8h6d4h4c 
Qh8s6d5c2d Ac7h7d3s3d Ac9s9d7d2h JsJd7c2s2h 
TsTd7h2d2c AsKd7c4h2h KhQh8d7s3h TsTh5h4h2d 
