Ac8h8d6s6d 
JhTs4s4d2h QcJcTc5s5h JcThTc6s3c Tc9d7s6d2s 
JcTh6s5c2s QsJd8h5h4c Ac9h6s4d4c Kh8d6c4c3h 
JdTc7s4s2d 8h6d6c5h3d Kd7d6s4d3s QdTh6s3s3h 
9s8h7d6h2d 8c5s5d3s3c KhJc9c3h2c KdQhJc8c4s 
JsTc7s5s3d Js8s6d5c2d AhKc7d5c2s QhJh9h7s7h 
9d6h5s5h3s Qc7c5d4s3d Kc8d5c4h3h Kh9h7c6d2d 
AcKcJc3s3c Js9h8d6d3h KdJc6d5d3s Ac9s9c8c2h 
Jd8d7h5h3h Kh8c7s4c3h KsJs7h7c4d Kh8d7h5s2s 
AcQc4c3h2h Jh8h6d5c2d AhKc8c7c2d AcQd8s6c3c 
Td9s7s6c2c AsQc7c6h4c AsKc7d5c2h Ah9d9c3h2d 
KcTh9s7d2c KsQsJc8d3h QhQd4s4c2d AsQsQhQc8h 
JcTd7d5h3s Ts9d7s5c4h QcTd9s3s2d AsTc9h5c4d 
Js8d8c6s5h AhQc9s9c5c KcQh7h4h2c Kh8s8d7h6h 
ThTd9d4d4c QcJs8h6s2h QdTd9s8d4h TdTc7s6c2d 
KcQh8h6s4d QsQh6c5c3d Ts9d7d6h2h 9d8d6c5s4h 
QdQc4h2s2d 9d6h5h4c3d AcQh8s5d4d KsJc9s4s4c 
KdQs9c6d4d AdTs8h6c4h ThTd9s6h4h Ks8h6s5c4s 
KdJs5h5c4d Th9c6c3s3h KhJd8h4h3d As8c6d3s2d 
9d8h7c5d4s KcQdJh6s2c AdJdJc7d3d AsKhJh7c2h 
Td9s8s6s6c 9c7c6s4h3h As6s5s5d2d QsQh8d8c2h 
QdJs9d8c2h TsTh5h4d3d QdJc7h7d6d Qs7d6h4d3s 
KdJs9c3d2c AdJd9d6h5d Jd9h6d6c3h AdJhJc8c2s 
QsTh6h5c2c QdJd6s4s2s AhJs9s8s4c Tc9s8c7h5c 
Kh6d5s4c3h AsQd8c5c4h KdTc6h4d3s AsJh9c8d4d 
AhJh7h6s2s 8c7c6s5s2s Td9c7c6s2s KcJc7s7d4h 
Ac9c7h6c3d QhTh9s6c2d KcTc8c6h5c TsTc7d4d3c 
Ac9d6h4s4c Kh8c7h5d2d TsTc9s8h5s AhJc7d7c6c 
AcTd8c6c2h QhQcTh3h2s KhTs8h7c3d KdQh8d6s6d 
QdTs7s6s6h AdQs9s6h4c KsTh9d8d5c AsQh9d4s2c 
KsJh9c8d3s Jc9c8c6s3s Qh7h5d4c3d QhTh9c8s3h 
KhJh9h6c4d Td9h8s4s4h JhTh7s7h5c Jh8h7c6s3s 
QdTd9s6c2h KsQh7c6d4c AcJs8d6s4h Kd8c7h7d3c 
KcQh8d7s7d AcQh9d5h3s Ad6h4d2h2c AhTh8c5d2h 
9c7c5h4s3s KhQs9d7s5s 9c8s7h5c4d JsTc8s7h3d 
Ac8s7c3h2h Ts8d7h5s3d AcQc7s6d2h KdTh9d5d4c 
Kc8h7h7d4d Kh8d8c7h6h ThTc9d5s4h AsKd8d7c3d 
JdTs7s7h4s Qd8h8c4d4c KdTs9d6h2c KdJcTd4s4d 
Jc9s5h4c3h KcJc7h7d4s Ks9d8s8h5c Td9s5c4d3c 
AhQh7d3d2s Kh9s9d5d4s KcQc5c4h3d Ks8d7h7d4h 
Kd8c7d5h2h Jh9h8h7h6c KsQcJc5c2h Jd8c5h4h3d 
Th8s8c7c2h 7s6s4h3h3c KcTd7c6s3c 9c8s8h5h2c 
Jh9c6h6c4h As9c5s3h2h JhTs7d4d2h Qh8c7d5c3h 
AcJd9s8h4h 9c7s6h4s3h As8s5d5c3h AdQs8c7d3d 
8h7d5c4c3d Qh8s8c4h4c KhQs5s5c2c KsJsTh5d2s 
AcJs7c4c3d Ac7c5d4h3c Kc9d8d5c3c Ah8s7h4h4c 
AhQdTs4s3s AdJhTs4s2c Jd9h9d8d6s Jh9c7d5s4c 
Ah8h6s3s2d KsQh7s7c5s TsTd9d4h4d As8s6c3c2d 
QhQd8s5h2c QcJc6s6c3s QcJh6d5h3s AsKhQc8c2d 
Kd5h5c2h2d AhQh6h5h4s Qd7d6s5s3d QdJdTd4d3c 
KhTh5s4d3c KsJc8c5h2h 9c6d5d4s3c Td9s9h6h5h 
Js9d8h6d5d TsTh6d6c4d Ad5d5c3s3d QdQc8d6s3d 
Ad9h7s7h5c Kd8s6c4c3d Tc9h7s4h3s ThTc4h4c3c 
Td9c8d4h3h KdJdTc7d2h QsQhTd5d2c Qh9c8s8c7c 
AsQs7d6s4s Qc9h9d6h5s AdTh9c5c2h JhTd6s5h5c 
As7d6d3h2s Td9h7c3h3d Jd7d7c6c3s QdJc7s7d3s 
KsQs9d8c5s Ah9s9d5h2c Js9s8s7h7d Qs7s6c5c3s 
QcTh9s3s2h Td8h8c6s5d KdJd4c3s2c Qc9s8h6h5h 
QcJs8s8d2d KsQsTs9s2d AcTc9d6c4c JcTs7s5d3h 
Jd9h8s8h3s 9s9c8c6c3s 7s6h5d4h3c QhJc8c4h3h 
Kd8d5s4s3c Jd9h9d7s2h Tc8d7c5s3d QhTh9s8c3h 
Qh8s7c5s3h Td8s8h5d2h KsQc8h7h7d Qh9c8s7c4s 
QcTd9c5h3c Qs9c8d6d5d JcTs7d6c3h 9s9c7c6d2s 
Qh9c8c5h3h Tc9h9d6c5c Jd7h6d5h5d Kc8c5d4d3s 
KsJsTd7s2c AdJc9s6h5s 8s8c7s6c2d KdQdJd9c2s 
AdQd7s3s2s ThTd6h5h4s QdTd9h8d5d QdQc8c6h3c 
Js8h6c5s3h JdTc9d8s4d KcJd7d4d2c Jc8s8c7s2h 
AcTh5s4d2c KsTd9s9h2s AdTs9c5c2s Qc9d5d5c4c 
JsTd9d8c4d KcTh8s6s4s Ah9h8d6c4h Tc9d5c4d3h 
JsTd9h8c3c QsJh8s3d2h 9c7d6s4d3s Js8d7d6h3s 
AdKs8h2s2h KdTh5d5c2c KhTd7d7c5s KcJh8s5h3s 
Qs8c6s5c2c 9h9c5h4h3c AcQsTs5h2s 9s9d5d4d3s 
QcJsJd4s2h Th9s9d6h5h ThTc6c4h3h KsTc6s4s2c 
As8c7s3h2h AdJcTs4s2h Ac7s6d5c2h Kh9s9c5c4s 
AdJc5h3h3c KdJcTs6s3h Kh9h9c4c3s AcJs9h5s5d 
Ks9s9h4h3c AsTd8s4h3s KsKc7d5d2h KcQd8h2d2c 
Kh9h9d4c3d 7h7d6s6d3c KdQsJs7s4c KcQh6c5s3c 
QcJh7c5c4d As9d9c5s2h Kh7h6c4h3c QsQd7s7c3h 
Ac9c6c5d2d Kd8s8c6d2c Qh9s5s5d3h KdQs9d4s4d 
QhQc8h6d3h QcJd8h4h4d QsJd6d6c5d Kd8s7d5s3d 
Qh8s8c5s3h Kc5h5d2h2c KhTs6d3s2h Qs9c7s7h4c 
AdQcJs6c3c JsTc4d4c2s JcTd7d5s3h QcTc7s6d3h 
Qd9h5c4c3d Kc8s7s5c2s Td7d5h4h4c QcJd7d6c2h 
JsTs6d4d2h QsTc7c6h6c AcJsTc7c2c Qs6h5s4s4h 
KdJh9d9c3s QcTs7c5d2s Td8c6s5s2d Kh9h8s8c5d 
Kd9d7c6s3h KcJc9h6c2h 8h8c7s6d4c 9s8s7c6d2c 
Qd8d8c7c4d QhTs8d3h3d AdQsJh6s3s QdTh9s9d3d 
Kc9s6s5h3h QdJh6h6c5h QdTd9s8h3d KhQs9c6h4h 
JhTc4h4d2c 9d9c7c6s2d KsQsTd9s4s QsTs5d4d2s 
Jc8d6h5h2c Kc9h8h6c2c KhTc8c3h2s Ad6s6c4d3h 
Th9s9h3c2s Ac9d8h5d3h Ah9s5h4d4c AcKd8h2h2d 
9d8h8c5c2d 7s7c6s5c2h AcQcJs7c3c 9s9d7s6h2d 
KsQd8d5c2c Kc9c7h6d3s KsJc5s3h2h KcTd8s5s3d 
Td8c6d4h3h As9d8s7h2s As7s5c4s2c KhTc9h5h4s 
QdJsTc7c3h Qs9s6h4d3d QcTc9h8d3c AhKs7d7c3s 
AsTs8h4s3c QhTh5s4s2h QcJc6d6c5s Jd9c5s4d3s 
KcJh9c6d6c AhKc5s4d3s QcJd7c5c4h Ad9h8s4d3c 
KdQs9h6d4d QcJs6s6h5s Kd9h6h3d3c 9s9c8s7s6s 
Jc9s7h7d6c JdTh4h3d2h KcJsJc3h2d Tc9c8h8c6d 
KhTd9h8h4c AcTh8h6h4s JdTc9d7d4d 9s8d8c6s2d 
QdTc9d8s4d AsJh7s3d3c Ks7c6h3s3c Ks9d9c6s4h 
Th9s9d6s5s KsTc8d6d4d QcTh7c5c4d Js8h8d5s5c 
AcQh9s5h3d KhTh9h4c2c QcTdTc6c3s Ts8c6d5s2c 
AcJs6d2d2c 8h6s6h5d3d Ad9h8d7s2d Qs9c5s4d3d 
KcJc9c6s4h Kh9h9d4s3d AcTc6h5d2s QhJsTd7d3c 
KdJc8s5c3s Qd8d6s5c2s Kd9d9c6h4s KhTc8h7d3s 
Tc9h8s7h5h Js9s8s8c3c KsQh6s5c3s JsTs6h4c2h 
9h7s7h5d5c JcTh6h5d2d QsTs9s5d4h KhQc6h5s3h 
TsTd9h5d5c AhJc8s8d4d JcTh5s2h2c Ah9h5d2d2c 
JhJd7d4h2s KhTd7h6s3h 8s6h6c3h3c AsJh8c6c5c 
JdTh5d4c3s KcQh7s7c4d KsQc4h3h2s Kc9s9d4d4c 
QhTc9h8d3h Kd9h7h5s3s KsQd5h5d2h AsKsKdKc5h 
AhKd9h9c3h Jc9h8h8c3h AhQhJs7c2h 9d6d5s5h3h 
QcJdTc4c2s Jc9s6d6c3s AcTc7c5d5c AcKh7c5c2s 
9d7s6d5c4h QcTs8c3s2h Jc7h5c4h4d TdTc9s3s2d 
Qc9d8s7s4d Kh8h6s4s3c 8s7s7d5h5c QsJc8d6c2d 
9c8s8h6s5s KhKd7c5c2s AcTsTh3h3d Kd5c4h4d3c 
Jd9h7d5s2h JhTh6s4d2s Qc9s9d8d3s Kd9h6s5h3s 
Kc8h7d6s5d KsQsTc7s4s As6c4s2d2c Jh8h6h5s3s 
Qs7c6c4s4h 9s9d6h5s3c QsTh7d7c5s Ks8d7d7c4c 
AhKs5c4d4c AdKcQc5c2c QcJhTh3d2s QcJd8h7s5h 
AdJs9d7d2c Th8h7c6s6h 9h7c6s4c3s QdTc9d8h4d 
9d8s7d5h2s Kd8d5c4h2h KhQdJc8d4d Kh9d8h6d2h 
Jd9s8s7s5c Tc9h8d2h2c 8d8c6h5h4h QhJdTd3s2c 
AdTc8s3d2h QcTc9c6h4c KhTc9c8s4d Tc9h5s4s4h 
KhTh7s3s3d QsTd9h6h3c Kc8c5h4d2d JsTh4h4c2s 
KcJs9c5d4c AcQdTs7h2d KdQc8d6h6d QcTs7h4s3h 
AcJhTs4h2d QdTsTh4s4c KdTh8s6c4h KcJhJc8d3s 
Jd8c6h5c2d 9h9c7c5h2c Js9s9c8h5s AdKdQd9s2d 
Kc8c7s5h4c Tc8s6c4h3h QcTd6c4c2d QsTc9h5d4c 
Kc9c8s8d5h AcQc6d4h4c Ah6d6c3d2h AdKd7h2h2d 
QdJc9s8d2h Jc9s9d3s3d AsJs6s5d3h Kc9h8d6s4c 
KhKd6h3h2c Jc9d9c8c6s As7d5c4d3c KcJh9d7h2d 
Tc9d5h4c3h AcKhTd5h2h JhJd9c7h3s Ah6c4h2d2c 
Ts8d7c6s2d JcThTc9c4c QcTh9c8s3c Jc9d7c4h4d 
Qc8d6s6d3c Kd9d7h6c2c JdTh9d7d4d AdKd8d6s2c 
Ah9s6c4h4d KsQd9d4d2s QcTh7d5c4c Jd9c7s5h4d 
Qc9d6c4s3s 8h6s6h5c2s KhJd9c7d2c Ah8s7d7c2h 
QdJdTh7c3d Qh8d7s6c4h As9c8h7s3s AsQhJd8d3d 
AsQh7h5h5d AdTc8h3d2s Kc9s9d5s3d KsJh9s6s6c 
Jh9h8h7h7c 9s7h6s5c4d 9h8h7s6d2s KhQdTh7h3s 
KhQd5d5c2c 9h8d7s7c6c 9s9c7h4s3h JsJhTs8c2s 
Qd7c5h4d3c QdQcJc8h2c AcTh8d7h3s Ah8s6d3h2d 
Td9d8d7s7c AcTs8c6c2d KhJh8s7h4c QhJd7h5h4s 
Kd8h5h4h3d KdTh8c5c3h KhKdJh8h2h Js9s8s7s7h 
QhJh8s8c3s KcJh4s2h2c QdJs8s8c5h AsQs6c4s4h 
KcJc9h6s3d JsJh8s7c4s QhTh9c7h4d KhTc9d8d5s 
Ah8d5h3c2c QdJd8s8c3s JdTd7h7d4c Tc7s5d5c4s 
Ah7s5d4s3d 7s7c5h5d4h 8d7s7h6c5h As7d6h3s2d 
AhQcTd7s2c QsJd8d8c2c QhJhTh7d3s Tc9c8s4h3h 
Tc9s7s4c3c AsJc8d6d5d Ts8h7d6s2d QhTs5s3c2h 
As9h6s4h2h Kc9h9c4s3h KcQsJs9d3s Kh9d5s3s3h 
Qh9s9d7s6s Kd9s9d4h3s Kd8d7c5h4d Ts8h8c5s2h 
JdTh9h8c4h Th9s6c5s2h Ac8c7s4s2c Td9c8d3s3c 
KhQs9d7c4h Qh8s6s6d3h Tc7s7d6c3d Tc8h8d7h2c 
Ac7s4s4c2s 8c6d6c5s2d KhQsQd9c3c AsTh9c5h2c 
Qh6c5s4c2h KcQsTs6h2d KdTs8h6h4h AcJd6s2s2c 
Th8d7c6h2c 9c8h8d6h5h Th9d8c4d4c 8h7d5c4c3h 
Kd9s5d4s2c Ts9s6c5h4d QhJhTs4h2d KcQsTh8d3s 
KhKd7c5s2c AdKsTh8h2h AhJhTh4s2h Qd9s9c6s5h 
AsKcJc9c2c AdTd6c5s2h KsQdJd7h2h QsQh5d4c2s 
JhJdTd3s2c Ad9c7h7d4d QhQd4c2s2d Ac5c4s3s3c 
JcTh9c8d4c Jd9d8d7s7c AhQc9c7d4s 8s5s5h3h3d 
Kd9h9d4h3c Th9h8c5c2h Jd9c8d8c3c Qd7s7d6h3s 
9s6s6d5s4d KhJh8s4d2s Qh8h7d5s3s KdQc9s7c5c 
QsQc8h6s3d KcTs8s7s5d KsJc9d7s4s KdQh6d5c3d 
KsJcTd6h3d AsTs8c5d2s QsTd8c3s3c AhQsTc7s2d 
JhJc8c7c4d Td6s5h5d4h Jd9c7s6h6d KcJd9d5h4s 
KhTd9s4d2s As5h5d3h3d Qd9h6s6c5d 9s8h5h4s4d 
Tc7c5h4s4h KsKc7c4c2h AcTs8h6d4d KcJh7c6s3d 
Kd7h6c3h3d AcKsJs7d2s AsQdTd6c2h Kd8d6d5c4s 
Qh7d5s4h4d Td8c6d4s3s Qs9c5h5c3s AhTc7d6d4s 
JsTh9s7d3s 9d7d5h4s3s KhQs6h4c3d KsTh8c7h5h 
Qh8s6s5h2s AhTc8s6h2h KdQd9h8s5d AdQdJh7c2d 
QdTd9d6s6d QhJd4d2h2c Js7h5c4s3c Kc7s6c3s3h 
QdJd8s8h3h Kd8c5c4c3d AhJs9c8d3s QsJc7s7d3d 
Qd7s7d6s3h AcQc6s4h4c 7d7c6h6c3s KcTh7s4d4c 
Jh9d8d4h4c KcQcJc8d5c JdTd6d6c5h AsJc8h8d4d 
Kc9h9c7s5c KdJh9h5s4c AhQs6s6c5s Kd9h8d7h3d 
KsJs4h3d2h KhTh9h9d3c ThTc9h8s5h QcJsTc4c2d 
Th8h6c5c2s Js8d6c5d2s Tc9h8s4s4h Js7d6s6d4d 
9d9c6c5c3h KsKhKdJs7d AcJs9h8d3s QdTs9c7h4s 
Th8c6d5h2d Kh7d7c4h3d KdJc7c4c2d Ts9d8d6d6c 
AcQs7h6c2d QsJh7h6s2d AhJsJh7h3h JcTs9h5d3d 
Jh9c8h8c3h QsTh9d8d4d Js7s7c6c3d Qs9s9d8s2d 
JsTd7d5c3h KcJc9d6c5c TsTh9s8d5s QcTc5h4d3s 
Th8h7c6c2d Ah7s7h6s2h Ac9h6s3s2c Qd9d8d7d6s 
TdTc9h5s5c KdKc6h4h2h KdJsJd4h3d KsJh7s6s2h 
KdTs6h6d5d Ah7d5c4d3c Kd7c6s6d4h JsTd6d5c2c 
Tc9c6s5s2h 8h8d7c5h2c Ac7d6s3c2d QcJc6s6c5h 
Ah9h9c8h2d AhJc7s7c6c AcKd8s6c2c KcTs9h4s4h 
KsTs7d3h3d 8s7h5h4h3s AsQc9d5c3h AcTd5s4h2c 
KhTd6s6h5h Qh9s9c7s6s Ts8s7c6c2d Kh9s9d6d3s 
QdTd9s7d5d Js9h7c5d4s KsQd7s7c4h AsKsQhQdQc 
Jc7h5c4s4h AhKsKhKd5c QsJc7h5s4s AcTd8s6h4s 
KhJs8h6h6d AhJsJh8h2h QcJh9d8c2s 9h9c6h2d2c 
AcKd7c5c2h Tc9h8h6h6d AcQs9d5s3h Ah7s4s2h2c 
Ts9h8c2s2h QsJs8c5s2c TsTd9c3c2s Jd9c7s5d4h 
Jc8c7d5d2h KhKcQs8s2s ThTc4c3s3h AhQh7d4c3h 
QhTh5d4c3s QsJdTh7h3c 9h9c8c7c6c 8c6s6d3d3c 
KhJd5h3s2s As9h7d6c5c KdTs8h6c4h JdJc9s7d3h 
QsJh8d4h4d AcJd5h3h3d KcQd9s6h4d QsJc7h6s4d 
Js8s6c5d2c Ac8d5c3s2s As9c7h7c5d AcTd9s5s2d 
8h8d7c5h2d KhThTc7h3d 7s7d6d5h2s 8d8c7d4h3h 
KsJs8d4c2d Qh7h6d5d3h JsJh7s5d2d Qh9d8d7s5c 
ThTd7c6h2d QcJd5d3c2c AdQcJh6c3c As9s8s7s7h 
TdTc9s5h4c Js9d9c8h5s Kd9h9d8d4h KcTh9d9c4c 
KhKd6d3d2c Qh9d7h7c4d Kc9h9d5c2d AdKcTs8s2s 
7c6c4h3s3h Td8s7d5c3s KsQsTs9s4d Kd8s5s4s3d 
QhJs4s2h2c QdTd9c6s2h KhTdTc6h3h Js9s8s8h3h 
9c6d5s5d3s Kh6c5s4d3h Jh9s9h8h6d TsTc6h6d5h 
Ts9s8d4c3c KsKh8s4d3s JhJd9s6c3d Ts9h7c3s3h 
Td7h5d4h3d KdQh8s5h4c Kh8c6h6d3c 9h9d8h6h2d 
Qh7s7d4s4h QhJs8c5c4d 9d8d8c7h6d JhTh6s4s2d 
Jh8h7s6d3d AsQd8s6s3h KhTd9s4s4d AhJs6d2h2d 
TsTc7d7c3h KcTc6h6d2d Ac9h9d3c2d Tc9h8c3s3h 
TsTd6d4s3s QdTs5d3s2c Th9d6s5d2h AcQh8d6c3c 
Tc8d8c4h3h Qd8c7h6s4d Jd9h7c5s4d ThTd8s7s4c 
TdTc9s5h5d 7s7c6c5s2d Kh9s9h4d3s KsTs8s6h5s 
KcTc8h8c2h QsQh7h3d2s Qd9h9c8c4h AdJc6c3d2c 
KhTh8s3s3d JsJcTs4d2s Qc8d6c5d2d As7c6d4d4c 
KdTh6s4d3c Ad9c8d7s2d 8h8c6d4s4h QcTc9s8h3c 
AhKhQh9c2h KhQcJc9c5c KhJd4s2h2d QsQd8s6h3s 
Td9h5c4d3c Ac8c7h3d2h KhJc6h5s5h TdTc9h5c4s 
Kc8c6h4h3d QdJhJc4h2s KdQd6h4s4c JhTd5s2h2d 
AdQcJd6d3d AsQcJc6c3d QsTs9c8s4d KdJc8c4d3d 
Ks9h8h6s2s Ks8s7d5c4s Qs9h8h7d4d QcJcTc5s5d 
As5s5c3s3d KsQsJs9c2h KcQh6c4s3d 8h8d5c4s4h 
QsQc7c3d2s KhTh7s7d2d Ah9h8h8d2s KsTd9s5s4c 
Qd9h8c6s5c KsTh6d3h2s QsJcTh6s2d Ad9s7s6c5s 
Kh5h5c2d2c Ts9d8c4d4c Kd9s8d7s3d 9c8h7d6h2d 
JdTs5c2s2d JhTc7s7h2c Ac9h5c3d2d AcJs7d6d5d 
QsQdJc9h2h KsQhTd2s2c Qd9c8s7c4s AcKh9d9c3c 
TdTc8d5s5h AdTh8s6c4c Qh9s5h4c3s KcJdTs6d3h 
Th9c8d7c5c QsTc9s9h3s QcTh8h5s4h AhJsJc7s3s 
Jd8s6c5s2d QdTc9s5h4c KcQh7d6s4d KdQc5s5c2s 
JsTd9c8c3c QdJd8c7h2c 9s9d6s2d2c KsJhJd4h3c 
Ks9h7h5c3c Ac7c5d3d2d KsJs9d6s5s Qh9s9h5s2s 
KhJc8s7c4d QcJsTs3h2d Qs8h8d5s3d Qs9d5c4c3s 
Tc9s9d5s5h Jd7c5s4d3s Ks9c8h8d7h As8s5h5d3c 
Kh8d7h7c3d KhTd9s9h2h AcKc7s2s2c QsQh8c6s3d 
KsKdJs8s2s JdJc6s4c2d TsTd6d5d4h TsTh4s3h3c 
QdTd9d5c4s KhTc9s9h4h JdTd6s4s2h Qh8s8d5s3h 
9s9d7h7c4c Jc9h8h7c3c Qh9s7h7c4s 8s8h7h4d3s 
Kh5c4s4h3c Tc8d6s5d3s KhTc8h6d3s AhQsJs2d2c 
Ad9c7h7c5s Qc8h6c5h2h 9s9h8s7s3h KdJc4s4d2s 
AhQd9s3s3d As9s6s5d2d QsTd9s8h4s Tc9s5h4s4h 
As7h6d4h4d AsQcJd8d3d AdTd7h7c2s KcQcJh4c2s 
KsKd6c4c2c AdTc9s4s2c QcJc8h8d3d KhQsJs5d5c 
Kd9c6s6h5d Ah7h6s3c2c KsKc6s3s2h 9h7c5d4h4c 
JdJc7c5h2h AhJd4s4c3h Td9d5c4h3c Qh9s8s8c7s 
QsJs7h5d2d Tc9d5h4d3c AsTs7d7c2h Jh8s8h5d2d 
Jc8d8c6h5s 8d6h6d5s5c KdJdJc4s3d KsKdJc7c2c 
Kc9s6s3d3c QhJc8s8c5d KdTs6h3s2d ThTd9s5c4d 
9h8d8c6d2h KcTd9h4d2h Th7d6h6d3c TsTc9d5h4c 
AdKh9d9c3d QcJc8s6c2s Jc7h5d4c3d AhQcTs6d3d 
KcJs9c6h6c Jh9s7c4s3h KcQd6c2s2d Kd8d6c4c3s 
QsQc7h2h2c As9c6h4s2h KsQhJd8h4h KhQhJc4h4d 
KhTs7s7d5c KdTs9d9c4d 8h7d6s4d3s KsTc9d4d4c 
KdQs4d4c2c QcJdTh6c2s KsTc9h4h4c QdTs9h5h4c 
Ac9h7s6h5d 7d6d4h3h3c Qc9s9h8h4s Jh8d5c4c3h 
QhTd9s8c3s AhJh8d3s3c Ks8h7c6d5c Js9d9c2d2c 
Qs7h6c4s4c Ac8s5c3h2h QsQh9d5d3d KhQs8c5c2s 
AcQd9d7h4s Kd8s6s4h2d KsTh8c6d4h TsTd6h6c5h 
QcTc4s3s3h 9d5s5c3d3c Ad9s9h3d2s JhJc9d5s4d 
9h8c7d7c4h KhJcTd6s3d KsQc9h7d4s KsKd9d5d2d 
AsQc9h4s2d Ks7h6s5c3d 9d8c5c4s4d QsTc6c5c4h 
QcJsTd6h3h Ac9s6h4d4c 8s8c7s5h5d 8d7s5h4h3s 
Kh9s9h7h6h Ks8d7d4s4d AcKsTd4s2s 8d8c6h4s4c 
9d8c7h6c2h Ks9h9c5h4c Jc7h6c5h3c Ac9d7h6s5s 
Kh8h5c4c3d KcJc9s6h6c KhJs8h4h3s QsQd8c5s2h 
Js9h6s5d2h Ks8h5s4c3c Ks9h6h5d3d KsJh7d6c4h 
JdTh9s5h3h QcJs7h7c3h JhJd6s4h2d Ks7s6h4s3h 
KsTc8s7h3d Ks8c6s6d3c Ac9c8h6s4c 9c6c5h5d3h 
Ah9c6s4h4d Th6d5s5h4s Ac7d6s5c2h AhJd9s5d5c 
KcQs8d7c4h QdTh6s5c4c KhJd7h6h5h KcTdTc9c5c 
AcQcJd7c3c KsQc9h4s2h 7s7c6h6c3d JhTs7h7c2s 
KsTd9h4h4d AcJc7d4h3c Qs7s5h4d3h AdJs7d4h2c 
Kd9c8d5d5c QcTd7s4s3d Kc9h5d3d3c KsQd9c7h4s 
QsTs9h7s5s QdJh7c5d4d Ac7s4s2h2c QsTd6c5h4h 
KsJh8c6h5h Td9s9h6c4s JhJc7c5h2h Ts8h7s5c3h 
AcKs7h7d3s AhJhTc5h2h AdQs8c7c4h Qs9h5s4h4c 
AdQh9c3h3c AhTd9s8s2c KcJc7h4c3h QcJs7h6c4d 
KsTh9s5s4c Tc8h6s5c2s ThTc6s4h4d Qc6s6d4s4d 
Ts8h8c7c2s QhJhTd7s3h Kd8h5d4c3c Ts7s5h4h4c 
Tc8h8d7h3c Ad7d6c4h4d Kd8c5d4h3h QsTd5d3c2s 
Th9s8s6s6c As7h6s3h2c Ac7c6h3d2d JhTs6d5s2d 
Qh8d8c7c4d Qh9c5h5c4h QdJdTd7c3h 9h7d6s3s3h 
Qh9h9c8c4h KhJc6h5h3d AhQhJd7s2h KsQc6s4h3d 
Qd6c5h4c2d Jh9s7h5c2s AcKcQc9s2c Ad7d4c3d3c 
AsJd6d3s2d JsTc9d5h3h Qh7c6s4c3h KsKd8h6h3h 
Qs9h9d8d4h Jc9d5c4d4c 8h8c7h6c2s QsJhJc8s4s 
JcTc8s7c4c QsJs8h8d3h Js8s7d6d3c AdKh9c7c3s 
KsJc7s6d3h AcQd8c6c3s KhJs6d5c4s Js8s7c6h3h 
AcJs9c7c2d 9s9d7h4d3h 9h6c5c4s4h Jh9s7c5d4s 
Kh8h6h5s4d Ks9d9c5d4c QdThTc8s3d QsJh7s7c3c 
Td8c7d7c3h KhKc7d5d2s Kh9s6s3h3d Kc5h5d2d2c 
Th8s7d6h4h KsJd9c3s2c KdQdTd7h4d Kd9s7d6h6d 
AhQd8s6h3h Ts9c5s4c3d QcJh8c4d2d Th9d5c4d4c 
Qd8s8d7s4d ThTd5h4c3c AcKdQh8h2s Jc9s7h4s3c 
QsJc8h7d5h Kd8h8c7d6d Js9c6s6h3c AdJhJc5c3c 
AsJh9c5h5d 9h7c5d4h3d AhTc7h4d3h JsJh9s8c2d 
JhTs9c5d3d QdJd8c6d2c Ac5h5c3d3c Ac8c7h3s2h 
QcJc6d6c5h KcQc7h7c6c Ks8c6h4h3s Th9s9c6d4s 
QdTd4c3s3c 9s8d8c6c5c AcJd7s5s4s QhJsJd7d4d 
JdTc9s6h4h AcJh7c4c3s QhQdJh8s2h JhTs9s5s3c 
KhTc8c7c5d JhTh9s6d3h 9h8c7s7d6s QsJhTc7c3d 
Js9s9h7c2h 9h6h5d5c3d 9c6s5s4d3c Ks8d5s4h3d 
QsJh6d5c3h QhJc6s6c5c QdTh7h6h2d AsTs8s4c2h 
7s6s4c3h3c Ah6c4c3s2h Kd9d9c7s5d AhQd7c6h2s 
KdQc7c4c2d QdTd9h6c2s Th9h8h8d6c 8h5s5c3s3h 
Js9s9h8c5s AsJh9d6c5d QsJh8c4h4c 9h6s5c4s3c 
9d7d5c4h3h Jd8s8c6d5h Th8s8d7s3h Td8h6d4s3s 
JsTd7h6s2h JsTc5s4h3d JsTc7h6s3d TsTc6c5c4h 
Ah6c4c3h2s Ad9s7s7c5h Qc7h5s4c3h Td9h5c4c3d 
Qs8c7d6d5h 9h7s5c4h3c AsQcTh4d2c Td8s8c7s2d 
Jh9h9c8d5h Kc8d7d6c3c JdTs9s8s3h Jh9s8s6s5c 
Ts9d7d6c2c Jc9h7h4d4c Jh8h6c5d2c Qc9s5s5c4c 
KdQh6s5s4s AsTh8s5c2s Ac6d5c4h2s Ac9d8s4c3h 
QdTd9h7s4d Kh8h6h5c4d Jc7h6h6c4h KcQhTh6d2s 
QhJcTc5s2c Qs6h6c4h4c Jd8h8c7c6s KcJh5c3d2d 
JsJh9d7c3s ThTd9s3s2d JsJc9d7h3s Qd9h9d8h2d 
8s8d5c4s4h KcTc8c6s5c As9c6d3d2s JsJhTs3c2d 
