QsJc8s5c3c 
Qc7d6c5d4d KcTs8h7c5d Qs8s8h7h5c JhJc9h8c4h 
QsThTd5h3d QsJd9c8h7c KhQd9h6s5c QsQcTc9c5d 
JsJcTs6s6h KsQdJc5s4s JcTdTc6s5h JsTd6s5d5c 
AhJh7h7c6d Ac9s5s5d3c QsJc9d5c2s KhKc9d4s3c 
AsQs9h6s5c QhQc9d6s5d 7d7c5s4s4c AdQsTsTh4s 
9s9c7c6d3s Js9h9d5h5d AsKsQc9h3s QsJh9s9d4d 
AcTc8d3d2h AdKd7s5h2c QhJs8d6d4s JhTc9h7d5s 
AhJcTh5d2h KdQsQcTc4c KhQdJd6d5s QhJd9c8s7c 
Ad8c7d6h2h KdJdTd7c4h Td8s7c5c4d AdKdJs7d3c 
QhTc6c4s4h KhQh6c4s3s AsQc8h6d5c QsJdTh7c5s 
AsJh9d9c8c AsKdTd6h6c AcJhTsTh3h QdQcJd4h3s 
JhTd8d7s7c KdQdJs8s3s AsQhQc4c3c TdTc6d5d4c 
AdQs7c2s2d AdJh5d5c4s QhTdTc7s6d KdQd9c7c3h 
QhQd6h5c2c Ac8s8c6s3s JcTs8s5s5c QcJs9c8h8c 
KsJc6c5d2s QsJhTc9d2s KsQcTc9c7c QhJhTs7s2d 
AsQdThTd4d KcTs9c8s3c QhQd5s3d2h AdKsQh9c3s 
KcTh7s4s3c Th9c8d7s6c AdTd8c5h3s AdKsJs9h4s 
AcKh7s5s2h KdQsJdJc5d AdTc7h7c4h AcQsJh5d3s 
KcQh7s7c6d QhQd6h5s2s AsQd9s3d2c JdTd9c8s5h 
AsJsJh6s6d AsTh6h4c2s QhJdJc9h5s KdKcQc8h4c 
QhJhTd3d2d Kc9d9c7d3h KdTc8h7h2d AcJhJc9d2c 
Ad9h9c2d2c KhJd8s7d3h Ac7d7c4s4h Ac8d8c6h4s 
9s9c6d6c3s Ts9h8h6d4d QcTsTd7h6s Td9d8c7d6h 
9h8s8h5s5c AhQhTh9h4c AsKs6c3c2h AsTs7d7c2d 
Ac9s9c7d4h AhKsJs8s4d KsKhQc8c4d KhJs8c7s3h 
KdQhQcTh4h Ad9d7s5h4c KdQcJd6c2d AsJcTs3s3h 
QsJh9d5h2s AsTd4s3h3d JdTc9c4d2h AdKdTd6s5d 
KsQhJc8d6h AcKs7h5h2s KdJd9s7c6d Th9s8s8h6h 
KhQcTh5h4s AsQs8d7c3h AdJc9s8s2c KhQdJc8h5s 
KhJd6c4d3h Qd8c7h6h6d AcKh9d6s3c AsKsTs8d2c 
Jh8s8d7h5s Td8h8d7c5c As8s8c7s5d AhKh9c6s3d 
AdQs9d3s2c KcQs8h8c4s Ac8h7c6h2h KdQh7s5d2h 
AdQdTd6h3c KsQsTd8h4c KhKc9d6h2s AhJs6d5h5c 
Ks6h6c5h4s 9h7s7h6d5s AhKhJh3c2c JdTc8d7h2c 
KsQd9s7d4s KsTc6c4s4h AsKs8s6d3d KhKcQd5c2c 
AcKc9c6d3d KsJc8h7s3c KcQdJsJc4c QhTd8d5s3h 
JcTh7c5h5c Kh9d9c6h4d KcJcTc8s3s JsTs9c8d5h 
JcTd6s4d4c AdTc8s5s5c KdJsJh6c5s Ad8c5s4s2d 
Ad9s6c4s4d Jh9c8s6s6h KcQh8d6h2c Qh8h8d7d6d 
QcJc9h6h3d KcQhTs5c3d QsJd9s7h6c AhJdTdTc3d 
AdJsTsTh2s QdQcJs8c4h KcQs9h9c4s Ts8d7d5c4c 
KhThTd8s3s KhTd6d4s4h Ac7d4s4c3s As8c6s6c2d 
Qs8h6s5d4h Ac9h7c3s3h As7s6c5c3s 9s9c6d5s3c 
Jh8d6h5c4c Js9d6s6d5h QsQd7s5h4c AcKd6h5s2c 
AcKhQs4s3d KsQhJd5s3c AhKd8d6d5c As8d6s6c2c 
Kd8s8h6s4d AsJd9h9c8d KcQdJhJc2c Ah6s5s4h2c 
AsQc6s6d4h JsTdTc7s5h KcQsJsTs5h KdJdTh7d4s 
KcTc7s7c5s AcQs6h6c4d AhKhJd7h3s QcJdTd7s5h 
AcKhJc3s2d 9h8h8c5d5c Jh9s8h6s6c AhJd7h6h5c 
KhJdTh6h4c Kd7s6h6d5s QdTs9c8h6c AdTs6s4c2d 
AhQh8c4c2c KhQc8d5d4c Qc8h7s6s6c KcQd9d7d4c 
KhJs9s9d5d TsTd9h3s3d Kh9c7h6c4c Qd7d6h5s4h 
AdKcTc8h2s JcTc7s7c5s 8h7s7c6c5h QhTd8d7c4c 
AhJdTc7s7d AhKd8c7s5c KsQcJh7c2s KhQdJd6d5c 
KhTh6d4d3s As9s8c5h5d AsJhTs5d2s Ks9d7s6d4d 
Jd8h8d7s5s QcJs8d7c6h Qh9s7s7h6h KsJhJc8d7d 
Ad7d5d5c4c KcQd9c7d4c Ks8s8c6c4d 8h7h7c5d5c 
Ah9d7d7c2h 9c8s8c6s5c Th8d7h5d4s AdQc9h9d5d 
KhJdTh9h5s Ac6s6h4h3c AcKsQs4s3h AdQd9s6c4h 
9h9c6s6c3h AhQhQd8s3h KhQd7s7h4s AsJdJcTd6d 
AsTs7h7d2h JsTd8s6c5h 9s9d6s6h4h KcTc9d9c4d 
KdTs9s7h6s KcQsJh7h6d KdTd8h6s3s KdJhTdTc6d 
QhJs9s6h4s AhQsJd9s4c AcKd8c6s6c AcQd8d6h5s 
JsJd8c7s5h QdQc7s6s6h AcJh9s9c5c AcKs9d6h4c 
As8s8d7s5h QhJdJc6s6c JsJdTh6c4d Kd9h6c5d3h 
QdJs8d7s4s TsTh8s8d3d AsTd8c5s4s As5d4s4d3h 
QhQd8h5h2d AsTs5h4c2h As7s5h4c2c KsKcJs5s3s 
As7h6h5s2h Qc8d7s7c6s KhQcTd7h2d KhJs8s8c6c 
Ah9h9d5d2c AsQcJc6c5d Qs6s6d5s5d QhJd8h5d5c 
Ts8h6d5s4d AhJcTc8c6c KsTc9c8h5h KcJc9s7h6c 
JcTd8d7s7h AsTh7d6s5s KhJs8s8d6d Jc9s8c6s6h 
AcKcJh9d2c Td8h6c5c4d KhJhTs7d4h 9s8s7h7c6h 
QhJc8d6c4d QcJh9c8c4h Ad9d5c4h3h Ad9c7s6h4d 
KdKcTd7d2h Jc8d7d6c5d JdTsTc7d5h AhTc4h3d3c 
Ac8h8d7d6h QdJc8s6s4c Tc9s8h7d6s AhQc9c8c7s 
QhTd6h5h5d Qh6s6d5s5h QsJdTd9h3c QdJd8s7s4c 
KdJd5s4s3h Td9s8c7c6h QdTd7c6c3s QhJsJh7h7c 
QcJs7s7d5d JcTs9s4c2h KsQsTd9s7s AsJdTd6c5h 
KsTc8c7d6h AdQsJc5s3h AcKh9s6c4d AdJc6h5s5d 
KsJs9d8s8h KcQsJdTs2s Ah8d7h6d2d ThTd9h8s4d 
AhQd7s5h4h AhJd7d5h2h AdTs9h8h6c AsKsQh5s2d 
Kd9s9h6d4s QdJd9s6s3c Kd7c6s5d5c KhKd9c6h2s 
Ac6d5d4c2h AsKcTc7c5c AsTs5s5c4c AcKcJd9c2h 
QdTsTh8s2h ThTc9c5h4h AsKc8d7h5d KdTs6c5c4s 
TsTc8s8h3h KcJsJc5h3d KhTh8d6s3s AcQd8h8d4h 
KsKcQd8h5h KsJd9h8c5s KhJhJc9s6h TsTh7s6d6c 
QsQh7s6c2h AdTs6c5s2d Ah9c8c2h2d KhKcQc4c2s 
Th8c6s5h4s AcKc9c7s4h AcQdJs5h3d KcQh7c6s3s 
AdTd7h4s3c AdQc7d4c2c 7s7c6s5h4c KsKh5c4c3d 
KsKhQs8d4s QhQd7s5d2h KdJc6d5c3d QhJsTd9c2h 
AhQs9h3s2d Ts8d6c5s4c AhKcQd9s6s AdTsTh8h6c 
AcKsQc6d3c AhJcTc5c4s QhTc9h6d2d KdQs8s8c4d 
JhJd8h5d2s KcJhJcTs2c ThTd6d5d4h AsJcTs3s3d 
AcQc7d6d3c KdThTd5h2c KsTc7c5h4h KhQdJsTc4c 
AhKcQc7d3s JdTh6d5h5c Qs9s9d6c4d KhJsJc6d5c 
AdKhTs6h4h KhJh7s7d4d KdJcTd4d2c AsQsTs3h2h 
KdQdTs8h4c KsTd9s8s4d Td8s7s6d4s AhJs8h5c4h 
Ac8s6s5s2c AdKc9c8c6s KdQsJc8d5h AcKd8c6h6c 
QsQc5h2s2h Kd9s8d7h4h AdKsQc9h6h JsTc7c4h3s 
KhQs6c4h4c KdJd7c5d5c QdJcTh8s5c AdKh7c5h2c 
KhQsJhJc5h As9h6s5c2h KsJsTd7c4s AhKh3c2d2c 
Kd7c6s6d4s AsJh9d6s4c KsQdTd6d5c AhTh5s4c2s 
As9h7c5s3d QsJc9c8h8d KsTsTd8c3c AhTc7c5h2c 
AsTd9h4s3c Js8h8c7c5s Jh9s9d5s5d JdTdTc9h6d 
KcQsJh5c4c AcKsTh6s4s Ah9h5c4d3d KsJdTc7d4h 
KsJs9h7h4s AdKc6s5h2d AdQh9d3h2c Ks9h8h7s4d 
JsTs9d8s4d QhTc6s5h3s AhTs8s6h2h KcJh8h8d6d 
QcTc6s5d3s QsQdJc9s6s 9h8s8h6h5s JdTd9h8h3d 
JhTd7h6d3s KdQh9d9c3h QhQdTd5d4d QsQc7c5d4h 
AsTd7c5d4c QsJdJc6d2s AsQcTh4s3s JsTh8s5s5h 
Tc8c7d5d4h KsJsTh7s4d AhTh7d4s3c AhJdTd5d4c 
JhJcTd8c5s QdJc9d8h8d TsTc9c8h4s Td9s7h6h4d 
JcTc7d4h3d AsJd9c5c4d KsTh8c7s5d KsKhJd5d3d 
AsJhTs3s3c KhJsTs9s6c KsJhTh6h2s Td8s8d7s5h 
AdTs4d3s3h Qc7h6s5s4c Kd9h7d6s3s KcQhJc9d6c 
JdJc9s8c4s KsQcTc6c5d Ad9d8d6h4h AhQc6c5h2h 
Qs8c6h6c5s AsKdQd7h3c KhQd9d9c3h KdTc8s7c4s 
KhJsJc7s3c AdTs6d4s4d QdJd8s7c4s KcQdJd7h5s 
QhTd9d7d6c AdKhTd8d2s Jh9d8c6h6c QdJc8c7d4c 
QhJhTd9h7h 9d9c6h6c3d KcQdJd7c2s JcTh9h4c2d 
Ah6d6c4d3h AcJcTc5s5d Kd8c6d5c4d AsKd5h4d4c 
Tc9d8s7h6s Kh9s8s6c5c KsJhJcTd3c KhKdTh6h2s 
AsTd8s6c4s AsQsQc8h3s QcJh7s6h3c Qc8d6d6c5h 
JcTd6h5d3c KdJhJc6s5c Jd9h8s8h6d KdTc6d5d3c 
ThTc9s8d6c Ac9h5d4h3c As7c6d5s3h AhKc5h4d2s 
KsQd9s9c4d AdKd9s6d5c AhKd6d6c3c KhQs9c4h3s 
Tc9h7d6d4c AdJhJd9s4d AdJs7c6d5d AdKcTh8c2s 
ThTd8s8d3s Kc9s8s7c4d KcQdJc6d2c AdJd9h5d2h 
JhTh9d7s7h Ac9d5d4d4c KcQs8d6s2c AcKsTs8s3h 
AhQd9c6h4s KsTh7h6s3s JhTd8h7s7c KsQdJc7d3c 
AcJdTd8s3h KhJh9c7s6h QdTd9s7h3h JsJcTh6d4s 
QdQc9d8d5s KdKcJs5s3s QhJh9d6d3c Ks7s7c6c5s 
KcJd7h4d3c As9s9d7s6c QhQc5d3h2c Ah7h6c5s2c 
Kh9s6h5c3s QhTd5h4s3d QdJs8s8h7c JhTh8d4d3s 
AhJh4d3s3d Tc9h7d6h4d AhKh9h6d3d AdKcTsTc3c 
AcQd9s9c7c AdQsTc9h2s AsQh9s7d3c QcTc9h8h2c 
KsJs7c5s5c QhTd9h7d3d AcTs4d4c3d KhQh8s6h4s 
AcJsTs6d5h Qh9d7h7d6h AhKdJc8s4c AcJc7s7c5d 
ThTc9d8s6h Ts9s9d7c3d AsKs7d5h3s KdQcJsJh4s 
KdJc9c8d4c AhKh7s5c2d KdQhJs5c4s Kc6s6h5s4c 
KsKdTd7d3d JdJc8s6h6d Qh8s6s6c5h AcJs9h9d8d 
Ac8h5c4s2h Ac9h5s5h3c TsTh9d8c6s AhKcTc8d2s 
Ad9d6s5s5d QhJhTh8s3s QhQc9s9d5s KhQhJh6d3d 
AcTc8h3h2s As8h6h4c3s QhJh7s6s4c KdQc6h5d4s 
Ks8h6s6d5h Ad9s5s5c4d JhJc8c5h2d KcQhTd5c4c 
KcJdTd5s2s KhJd8d8c6c QcJhTh9d3s KsQdJd7s2h 
JdTd9d7h6s QhJh9d6s3d Td9h7h6c3d AhKd9c6s4h 
JsTd7s6d3h QhJc6d5c3d Ac9s9c5s2d Ah8s7d4h3d 
AsKcQs7d3s KsJh9c4s3h Qc8d7s7c6d AsAdAcQs7s 
TsTh7s4h4c AdKsTs8s3c KcQhTh6h5s QdTc6c4s4d 
Ah9s9d8s6d AsJh7h6s2c KcQd6d4h2c KcTc8s6d3d 
QcJh6d5c3d KdTh8s7h4s AcQd8h7d5s KcQcTh9c7c 
KsQh9s7h4s 9s9d6h6d3s JsTh7s6h3c Ac9d7h5c3s 
QdJh9s5h2d QhQc9s9c4d Qs7c6s5c4c JhJd9d4s3h 
KcQdJc7h2d AdQhJc6h5h AhQs8c6d5s AdKc8c6c5h 
AcTh9s7h3s QdQc5s5d3h KhTd8d5c3h AcQd3d2s2c 
AsKh9d6c4s AdQh8h3d2c Qh7s6h5s4s QhQc9d9c3s 
AsQs5h5d2h QsJcTdTc3h AcQdTh6h2d KsTh8d5h3s 
JsJh9d6d4h KhTc8s7s6d Qh9s8d7s7d AhQh7d6h4c 
KdKcQh8s5s KsKc6h5d3h QhJcTs7d7c KdQh6h4s2d 
QhJsTsTc6d KdTs9s3h3d JdTdTc6s5h AcJhTh7s7d 
AhQsJc7s4d KcJc9s7d6c KdKc9h6c2s 9c8c7s6s6d 
Kd9c8d6c4h AhJs7h6h5d KsJc9c8s4c Th8s7d5d4h 
KsQc9h5h4c KsJc8s7c3h AsKsJs3d2d AsQdJh7c5c 
QhTh8h8c5c Ah9s9d6s6d 8d8c5s4s4c 7s7d5h4h4d 
AdJsTd5c2d QcJs5h4h3c KsTc8c5h3s JsJdTc9h6c 
AcJd9s9h8d As9c8s8h7s Th8h7s5s4d 9s9d8s8c4c 
Ad9s9d6c2s KhJc5s4h3s TsTd9c3s3d Jc8h7d6h6c 
JdJcTs6h4d QhJh8s7d4s Qh6h6d5h5d KhQd9s9h3d 
KsQcJd8s5h AcKcJh8c6c Ac7c6s5s3c KcQc8h6d5s 
JcTd9d4c2s KsKcJh4s2s JdThTd4h2c Kd9c7s5d5c 
QdJh6c5d3c QsQcTd6h4d Kd9d8s6s4h JhTsTh4s2c 
Th9c7s6c4s QdJh6s5h3s KhJc9h4c3d AdKc6s6c3s 
KcTd9h5h5c KdJs8c7d3s As5h5c4c3s QcJh9c7d6s 
QsQc5h2h2c AcQs9s8d5h AcThTc9c7c AsQs9c6d5s 
AsJs5c4h4d JsJh9s8h3s AsJhTc5d4c QhJs9c5s2h 
KcJd5d4c2s AdJhTh8s3c Ac9d6h4d4c KcQc9h8h2d 
QdTs5c4c3d Td8d7c5c4s QhQd6d5c2c AhJc8h5s4h 
Ac8s8d6c2d Ad8c6d6c2s QsJsTh6d5s KhTh9h7h6c 
Td9h8h6s4s AsKhTd9c4c AhQdJd6d5c Js9s7h7d5d 
Ad8s5c4c2d AsJcTdTc2c KdQh6s5d4c KdTs9h9c7s 
AsQd9s6d2s JhJd9h8d3h KhQc6h4h4c AsKsJc7s3h 
AsJhTd7d4d QsJc9d5c3d Qd9s9d8s5s KsKh8d8c3s 
KsJh9s5d2d KcJc9h7h4c AcJs7s6c2d KsQc7s6d3d 
KsTd7s6s5h TsTh6c5h4c KdTs8h8d7d Kd9h7h7c6c 
Ad9c6h4d4c AcJc8h5c4s AhQcJc6c5d KcJdTs8s2d 
TsTc6s5s4c KdQdTc5s4d Ks9h7c6s3h KsQc9c4s3d 
AsQs7d5d2d QdJdTd8s3s KhQhJh5s4c JhTd7h6c3d 
Ac6c5s4h2s KcQsJs6s5h QdTs8d6s3s AcKsQh9d6d 
AhKs9d6c3h Th8c7h5c4s AcKc9d4d2h Ah9s7h6c5h 
Ad5s5h4h3d KsQsTh8d5c JsJc7c6s3h KcQcTc9c7d 
KhQcJhJd2h AsKd8d6d5c Tc9c8s7c5s Qc9d9c6h4d 
KsQhJs7d2h AhTd8d6h2h Ad9c5h5c3d KhJhTd7h4s 
JsTh8s6c5d KdTsTh8d2s AcKsJh5d4d Td8d7h5h4c 
AhJc7c6h2d Ac5h5d4h3c AsAhAd9c4h Ad8d7s6c5d 
KsQd7s7c4c Qc9s9h6s5h Kh8s8d6d4h KhQdJs7d3s 
AdKsTh8s2c Ks9c7d6d3s QhJc9d5c2h KdThTd8c2c 
JhJc8h5c2d KhKc9h8h5h AsQcTd6s2h QhQcJdTs3s 
KdJsJc8h7h AsTs9d5d2s JhJd7h4h4d Jh9d9c5d5c 
KcQdJcTs2c JhTd8h8d3s AhQh7s6h4d 9s9h7s6c3h 
Qh8d7d6c5c KhQh9s7s3d QsQc9s9h3d JdTd9d9c5c 
KhQs9s9d3h Tc7c6h5s4h QsQhTc8c5d AdQhTd3c2s 
QsJh8d6h4d As9h6c4s4h Ah8s8h4c3s TsTd9s8s5d 
KdQdTh8c5s JsTh8d7s3h AhTd4s4h3s AhKd9c6h4s 
JsJh9c6c4s 9s8h7h7d6d KdJh5h4d2c QdJcTs7h5d 
AsQs7c6c3s QhJh9c6c3d Qd7d6s5c4s JsTd6c5d3s 
KsQs9h6s6h Ts8s8c7h5h AdQc8s5d3h Qc9h9d5h5c 
AcKs8h6s3h AsTs7c4h3d Jh8s8h7d5d KsKcTs7s2h 
JhTh9h7c6s 8s7s7d5d5c Kh9s8h8c5c AsQc9s7h3d 
QhJh9s6d3s AcQh6h6c3c KdQcJhJd2d AdQsJc7c2s 
QcTsTd8s2d AcJsJh6s3h AcJsTh9h2d KhQc6d5d2h 
Ad9c7h6d2c Ks6h6d5d4s Qc6s6h5h5c KhQhTc8s5d 
KsKd7h5h4h KhTd9c8d7d JsJd9s7c4c AhJcTc5c4d 
QcJcTc6d4h Qc9d7h6d5h AhKsQc9d3s QhJdTs8c5d 
JhJdTd6s6d 9s9h7s7c3c AsQdTc9h2d 9s9c8s8d4d 
JhTd9c2h2d AsJd9h6s4c JhTh9d7s7c AdQh7d6c2c 
AsQh6h5s2s As6s5d4h2d KdQs9c5c4s KcQhTh6h5d 
QcTd9d8h8d As8c7s5s3c AcJh9s9d8s AhQd8d8c4c 
KsJsTc7s4h AsTs5c4c2h JdTd9d9c7s AcJsJc9d4c 
KcQcTs8h5d ThTc6s5c4s JcTc9s7d7c KcJsJd4s2d 
QdJsJcTh2s KsQhJcTd4d As5h5c4s3h Ad8s7d6c2c 
JcTs8s8c3h KcQd7c4s4d AsTs5d3h3d QhQcJs2h2d 
8d7s7d5s5c AdKh8c5s4h Ad8s8h7s6h AcKdJd9s4d 
JhJcTs7s2c KsKd8h7s3c KsKcTs7d2s AdKh5d3s3c 
KhQsQhJh7h Ah9c7s6h4d AdKc8h7d2s Th9c8c7h5h 
KdQdTsTd6c QhJcTc9d5s Ac6c5h4d2h Kc9d7s6s3c 
Ts9c7s6h4h AcQhTh5h4d KsKhQd9h3h AcKcQs5c2h 
Ah9s5d4h3s Qs6s6h5s5h QcTh5s4s3c Ac8d8c4h3d 
JcTc9s6c4s 8s8d7c6s4c AhTs9c8c6d JdTsTh9d7d 
QhTc6c4h3s AdTh4d4c3c Ac8d7s4c3s QdTdTc7s7d 
AcKdQs9h6h AsJhJc5s2d KdJh6d5h3d Kc7s6s6c4h 
KsTh8d7d6c Th9h9c6c4c KcTd8d5h5c QsQdTs5s4s 
AdTh7s5h4s QcTc5d4h4d Kc9d9c7c5d AcKcTh2s2d 
AdTc8h5h5c AcQd6s6c4h KcJd8s7d3c TsTh9d7h4d 
ThTd9d5h4h KdJhTh5c2c AhJs8c5h4h Th9s8d7c6s 
JsJh8h5s2c AdTh8c6d4d AhQhTh6c3s QdTsTh9c6h 
Ad8h8d6c4s AdJh7s6d2h AdQs8s6c5h AcQcTh6s2d 
JcTc8s5s2h AcKhTh8h3s AcJhTs7h7d AdKhTd5s5d 
JdTs8d6c5h KdQhJs5d3c 9s7h7c6s5c As8d7c4d3s 
Qd9h9c5h5d Qh9h6c5s4c Ks9c8s6h4c KsKdQc5s2s 
AcJd9c7s7c Ah8d6h6d2c Tc8h8d6c5d KcTh6c5c3h 
KcJhJdTc2c JhTh9c6h4c AsQh8h3s2c JcTs8c7h7c 
As8h8c7s4d JsJhTs8c4d AcKcTh6c3d AsQsTd6h2c 
Ks9h8h6d5d JdTs5d4d3s QsTh5d4d3s Kd9s9d7h6c 
AcJd7d6c2s AhQd7c2h2d AsQc8c6h5d QcTs9s8s8h 
AsTh9d8d6c AdQhJs5c4c KdTd8h8d7c AhAdAcQc7c 
AhQdJc9d4s KdQc9s9c5s As9d5s5c3d Ac9h8c4h3s 
Ac9c7s5d4h Js8s8d6h5d Kh9h9d6d3s KsQc9c7s4s 
JcTh5h5d4d AdJsTh7c4c KhJh9d9c8h AdQsJh5s3c 
9s9d6c5d3s AcQd8s8c5c AdQdTd6s3c Ks9s7d6s6d 
QsTc8s7c3d AhQc6h4s2s Ks9d9c8h8d Jd7s6s5d4c 
Ks9d7h6s3d KsJd9s8c4c KhQdTsTh2c AsQsTh9s5s 
Tc8s6d5d4c KdJhTd4s3c JdJcTs8c5h KdJh8d6h4d 
AdJcTc5c4h As8h6s6h2c QsQd9c6h5h Ac9h6s6c3h 
QsJc9c8c2s AsKhQs7c3s 9s9h7h6d3s KdJdJc5s3h 
Ad9h5h4d3s AdTs9h7c6s TsTd5s4d4c AcTs9d7s3d 
KhQd9s9d5s Ks9h7c5s5h KcJh5h4c2d Kh9s8s8h5s 
TsTd8h8d3h KsKhQhQdQc Qd9h7d7c5c QhTsTc9d6c 
AhKcJc8c4s QhTc8d7s6s AcQc8d5d2c KsKh9c6s2d 
KhJc9h7s2c 8h7s7h5s5c JcTd5c4c3d AhJc7c5h2h 
KcQhTs6s5d Jh8s8d6d5h KsQhTh7s2h Td9h8h7c6h 
Ks9h9c8d8c AcQhQd9c2c JhTd6c4h4d Th9s7h6s3d 
AdTc9d7d6d 9s9c7s7d3d AsQsTc5s5d QsJs8d7c4d 
JdTc9s8s6h JsTd8s8d3c AsQdTs9s4s KdTd8d8c7s 
AsQcJh5c3d KhKd5s4s3c QcJhJd9c5s AdQdTd5d4s 
QcJs9h5s3h QcTd9d7d6h 9h9c6s5h3c Kc9c7s5s4s 
QdTh6h4d3c JsTsTd4d2h JdTsTc7s5h KcTs9h8h8d 
JcTc9d6c4d KcJh8c7h3s Jh9d8d8c6h KcTc8c5s4s 
Kd9s6d5c3s QhJdTc7s6s QcJs8c7s4s KsQcJhTc2c 
KdJc5s5d3c AsJc7s6s5h AdKs5d4c2h KsJdTc8c2d 
QhJs9c8d7c AdQdTd3h2h 9s9d8s8h4h AcTs7h5s4h 
JhJd6c4h4c AhJs9h7h7d KdQdJhTc2d AhQhJc8h6h 
Ad8h8c7c6h AcThTd8d6s QcJs9d6h5c JhTd8s7h3d 
QcJcTs7s2h QcJhJd6s6d KsKhJc8d4c AsKh9c6s4d 
Ah9s8s6s2h QcJd9d8d3c KsJcTc9h3d Ad8d7c6d5s 
As8s7h6s5d KhJsJc4s2c KhQdQcTc4c As8d5s5d4s 
AcJh7d6c5c JhJc8c7d6c JsJdTh8h6h 9d8s8d5s5h 
Qc9s9c6h4s AhQd8c7d5s Ks7c6d5s5d KhJhTh8c3c 
JsTh9h8c2c JsTs9s9c7h Td9s8h7c6c KdTs6h5h4s 
AdQs9s8s7c AhJsTh3h3d KdQs7d5c2s QhTc5s5h4s 
Kc9d7h6h3c AsJdThTd2d As7s7d5s5h KhJs9c8d7d 
9h9c8d5h5c Qh9d8c7d7c KdQsTs7h5c AdJd4h4c3c 
KdJh7s4h3d JhJd8s7d5c QcTd9h8s6h QdJsJh6s2d 
QdJdTc9d7d KhTh9h7h6d QdJd9c6c3s AdJdTdTc3d 
Td8h7h7d6d AhTd7s6h5h Ah5s5c4s3h KsTh9c5s5c 
KcQh9h7h3c JdTc8d7h5s AsAhAdQs7s QhJh8s7s4d 
QsQd8h5h3d KhQd9s9d2h KsKcTs7h2s QhJhTh6s4c 
Ac7d7c6h6c 9s7s7h6d5h AcKh6h6d3d AdKhQc5h2s 
AcQs9c8c7c KdJc9d8h4h QcJcTs6h5c JsJc7s4s4c 
KcQhQcJc7c AhQc9h9d7h KsQcJsJd2s QcJs8h6s4h 
QsTc9s6h2h AdJcTd5h2d Kc9s9c7c5s KhJd6d5s2h 
JhTh9c7h7d Jh8s8d7s5h AsKdQd5c2h QsTs8s8h5h 
KsQhQc6d3s JcTdTc6h3h KdJhTs5h4c KcTc6s5s3s 
KdJsTdTc6d KhTs7s6h3h QhQdJc8h4s QsJc9h6d5s 
AcQh9d6c4s As8d7s5s3d KdJsJhTd2d AdKd7s5h3d 
KhKcTs7d3s KsQd9c5c4d AcQsTd6c2h AcTc8s6s2c 
8s8h7s6h4s Qs9d9c5s5c QsTd8c6d2s Ks9s9d7c6h 
QhQcJs2d2c AcKsTd8s2h AhJd6c5s5h Kd9c7h7c6h 
KsJc8c5s2h AsTh9c7d6h QsJhJd6h6c QcTc8s7s4c 
QsTh9c6d5s AcJdJc9h4c AcKhQd6s6h 9d9c6h6c4h 
9h8d7d7c6c QsTh5s5d4d QcJdTd7h5s AsQhQd9s2s 
QhQc7s7c3s AhQd9s7d4s JdTh9h4d2c KhKc8d7c3s 
Ac9h9c6s2h Th8h8c7c5s As9s9h6c2h AdQdTc5h5d 
Kc6d6c5d5c QcThTc7d7c KcQh9h9d3c JdTd9c6d4c 
QsQcJd9h6d AcKs5h4s4d AcJh7c5s4c JsTs8d7d2c 
KcTsTd4c3s AsQsTs5h5d KdTsTd8h3h AsQs8h4h2h 
AhKcTc9c6c Ad9s9d7c2c AdKdTs8d2h KhQsQc2s2d 
AdKc7s5s2c AdQh9h8c7h QsTs9h8s4h AhKs8c7h2d 
KsKdTd7h2d KdQc7d4h4c QdJh9s9d4s KsTsTc7h4d 
Tc8s8h6h5c AdQd9c6s4h AcTd8d7h6d Ah7h7c5s5h 
KdQcJsTc4c KhQd6s5h4c QsQhJcTd3d Td8h8d7s5s 
9s9h6s6d4d TsTh7s4h4d KdQsJs6d2d QsQhTc9c3d 
QhJc9h9d4c KhJc9d8s7s Jc8h8c6d5h Kc8c7h7c6h 
KdTs7d6d5c KsQhQc6s3d QsQcJh2d2c Kh9d8h8c5c 
AcJsJh6h3s JhJc9c8h4c KsKd9d8d5d AdKd9d7h4c 
KhJcTh9h5d JhJcTd9c4s QsQd7s6h2d AdQc8c3d2s 
AcTs9d8d7d Kd9s9h8s8c AcKh9h7h5d KsKcJc4d2c 
AhKhTh8c2s AcKc4h2s2h KcQc9d5s3s QhTs7h5s3c 
Ad7d5c4h2h AhJh6h6d4d AdJs9h9d5d Ad7s7d6h4c 
Tc9c6s5s4h Ac8s8h7h6s QdTs6h5d3h AcQdQc8s3c 
KsJc9s7h2c QcJsTc7h7d AcJh5c4h3c AcQc9c7d3d 
As9c7d5s3h KcQhJsJd4s KsTsTh5c2h 9c8h8c6h5c 
KdQhJdJc2d As9s8c7s3c AcQcJd6c5c JdTs8d5s5d 
AcQs9h6c4d JsJd9s7d2h 9h8h7c6d6c KhJs5s4h2c 
QhQcJs6d5d KdTc7c4d4c QdTd7s6s3c JsTs7d4c3d 
Ah7s4h4c3c JdThTd9c6d AhTh8d5s3c JdJc9c7d2s 
AdTc9h7d2s AdKc8s6c3s KhJh9c6c3c JdThTd6h3d 
AdKs8s6s5c KcQhJdJc4c QdQc8c4h3d Ks9c8s7h4h 
