QhJh4c3h3c 
ThTd9c7s3d AhJh9d7h2c JdTs8d7c2h Qd7h5h4d4c 
AsJhTd6c3d 8c7h6d4h3c Ac8c7s7c5c Ad9d6h6c5d 
QhTd8c5s4c Ac8h5s4c3d Jh6h5s4d3s KcJs9d8h2c 
AdJh9s5d2d AcKh9s6h4h QdTsTh6c3s AhKc9d7c2s 
Ah8s7h5h3c Ts9c8s5c2c 8s8d7h6h5h AsKc9d6c4c 
Qh9c5h5d3d AdJc9d8d3d AhJc9h4d3h KcJh4h2d2c 
Ks9d7h5c3s Jc9h7c4h3s AcJs8s8d4s JcTc9h9c3d 
As7s7h6d2c KhTd8c7c4s KdTd8d6d4c AdTc9c5s2s 
Qc9s8s7c3s AsQsJs6s3c QdJd5s5h2s QdJd8h6h2d 
Qs8h7s5d3d Js8h7d5d4c Ah8d8c7c3d Qd8h7h6s5c 
AsKc8c4h4d Ah7s7h6d2c KcTs8c3h2s KhTh8h6h4c 
Kd6d6c3d3c Ts9c5s5d3d JdTd7s6d2s AcKd6s6h2c 
QsJs9c6h3d KdTd8h8d5c Td9s7h6c4h KsJhTd4h2c 
JdTs7c5s5h Jh8s7c6d5s AsKh8s6s2c 8h7s7c5c2s 
Td7c6d5h4s 7s6h5s4d2d Ad9d8c7s2d Jd7c5s4s3d 
Ks8s5d4c3d AcJh9s5c2c QsTh8d3s2h KcTd9d6h3s 
AsJd9h7d3c Jd9s9h7d5d Ts7d6c4d3c QhJd7h4h4d 
JdJc9h3c2h AdTc9c8c2s Kh8d5h4d3c Td8s6s6d3h 
Ac8h8d7h3d Tc9s8s4d2c QdJc7h5h2d Kc8c7d4h4d 
Ad9s6c5d4d 8c6s6d5h5c KsThTc8h4d As9s7c3c2c 
KdTsTc8d4d AcKs9s5s3h KsTd7s4h3c AhQcTs4d3d 
As6c5s4s4h Ks8s5d4h3d AsKh6h4h4c 9s9c6h6d4h 
Ks6s5h4h2h Jc8s7d5d4h KsJs5s4h2h AcQd9s8h2d 
KhQd7s5c4c JdTd8s7c3h KhJh8h6d5h AcKhJh3d2h 
Ac8d6s3d2c QhTc9s7h4h KcQc9d7s4h KhQdJc8s4c 
KcJd9c5c3h Jd9c6c5h2h Kd9d5c3h3c JsJh7c5s2c 
QdJc9s7h4d KcJc6d5h2s JsTh8h7c3d Js8c6d4s4c 
Tc9h8h7d5h JdTd8h5c2s QdTd7h5h2c Th8d7s7c6d 
QhTd7d5d4c Kd9s8s7h7c 9d9c7h4h3d KsQh8h7d3d 
Jd9s9d2s2d Jc8s7d6h5s AdTd7s5d3d 9d7h7c3d3c 
JsTc8s6d3h KsQhJd7h4h AhJsTc5d2c TsTd5d4c2s 
Jh9d9c8d5s Kc9s8d5d4s Ah9h7h6c2c AcQd5h4s3d 
Ah9s8c6c5d AdQc8d3s3h Jd6d5h4s3h KsJd9s5s3c 
Jd9d9c5s5h AsKsQs3s2d Td9c8h7h5h Td6d5s4h3s 
KhQh6s5d2c AsQc7h7d5d Ks9h5s3h3d Jc7s6h5s5h 
JcTh8c2h2c KcQc8c6h5c Jd8h7s5s4c KdJs6d3c2s 
JdTs9c7h2d Qh7s5s4h4d QcJd9h6d4s QsJd9c3s2c 
AsKsJs6h3s QcJhJd6d3d Kh8d7d6d2h JhTh5d3s2s 
KhJh9h7s4c AsKc9c5c3d AsQd6c5h4c QsTsTc6h2d 
Tc7d6s6d3c AcJd7c6c3s Qc7d5h4c3h AdQd9d4s2s 
Js7d6c5c3d AdQd8s7h3d KsJh7d6c4c Td9d8c5d2c 
Jd8s6c5d2c Ah9c8s6d5c KcTc6s5c2s KhQs7s5d2d 
7s7c6h5s3d Qs7d5d4s4h AcJc9h8c3c KcTs4d4c2s 
Qd9c7c4s3d KsQcJc9d4c AdJd9h7d2s 8d7c6d5c2d 
6d5h5c2h2c Js7s6c5c3s JsJc7h7d4h 9d9c8c7s3s 
Qc8h8c7d6c Ah9s9h3s2s Ts8h7s5h3h Qh9h6c5d4s 
Th9s8s3s3h QcJs9h6s4d 9d8h8d3h3d KhQh4c3c2d 
Jd6s5c4d3s JcTs6s4c2s Ah9d4d3h3d Ts6s5c4h3c 
AdJh6d3c2c Jh8d7c6h3d QsJh7d7c6h Ts9s8h4s4h 
JsTh5s5h2h Kh8c6h5c3h JcTh9d7s2c QhTc9s8d3c 
JcTc8h5d2s 9s9h7d6s2h Ts9h6c5h2c 8s7d6d5d4d 
KdJcTh4s3s KhTc9d8s5s QdJc8s8h6s KcQdJd9h2d 
Td9s5d4h3s QcJd9c8h4s AhKsJs7s2c Tc9s9d4d2s 
Ad7d6c3c2h AhKc9c5c3d KhTh6s4c3d QsJsJh7c3d 
7s7d6h5s3c Kh5s4d3h3d JhTh7c4s2s Jh7s5c4s3h 
QcTc9h9c4s QhQd6h5c2s AcTs7s5h5d AdQd5s5d4d 
Th9d9c4d2c Qs9s8c6c2s Kh8h7d4d4c AcKc3s3h2d 
Ad8d7c4d2c QdJh7d4h3d AcKhJh7h2d Td9h9d5s4c 
AhQc7s3s3c Td7h6s4h3s KdJs9s3d2d Jd7h6h5d3d 
KsJs8s6h5s JdTsTd7h3d Qc8d6s6c5h JsTs6d4c2c 
Ah8s8c7c3s JsJd8h5c4c QhJd8c7c2d KsQdTd4h3d 
QsTc8d7h4d Js8h7c6s3h Th9c7d6s4d KdTc9h9d3d 
AhJh6s3s2c KsJd7h4s2h Kd8c6d5c3d KhQc7d5c3s 
Ac8d7s7h6h KhJh8s5c3d QdTs9d9c4d Ts8c6s6c3d 
7c6s5s5c3s KcJsTd5h5d QhJsJh7d3c AcQs7d6h3s 
QsJc7s6s6d JhTc6h4c2c JsTd8s2s2d QhJd5s3s2h 
9c8h8d3h3d 7d6d5c4s3h Qc8s7c5s5c QcTd7s4d2c 
JdTc9s9c3c Ks9h6s6h3s 8d7s7h5d4c 9h9c7s4s3c 
QhTc9d7h4h QsQd5d4h2c JsTd7d6s2s QhTd8s8h5h 
QcTd5s4s2d Ac8c5c4s2s KdJc7s4d2s KhJd7d6c4s 
KdQhJs7h4h QdJc9h7s4d KsTc8d7c4c Ks7c5c4d2s 
QsJd9c6d4h KsQcJh4s2s Qc9d8s5s5d QsJd8d6h2h 
JdTh8s5h5c Qs9c7c4h3s AsQd7c5c4c KcQsTs4d3s 
AcTc6h5c3d JdTc7c4c2d AdKh8c2s2d QcJd9h5h3s 
Qd9d8h8c3h AdJc8s5s5h QcTsTd6h3d Td9d8s8d3s 
8h8c7s5h4h AsQh7c6d3h KdTd9c8d2s Ac6d6c3s2s 
QcTs7h5h2c Td9h9d4s2s QhTh9h7d2d Ah7h5h4s4c 
QdTc7d4c2h QhTc9d7c3s Kd6h4h4d3c Qd9h7s6s5c 
QdQc5s5d2d Qd8d7c6c3s Ks9c8h5c4h KsKh9d7d2d 
QdTh7d6c3s QdJs9h6c3d JhTh9c4d3h Td8c6d5h4d 
Kc9h8d5h4d AcQs9s8s4h Jc6s6d5d4s QhQc9h2s2d 
QcJs9c6h4c AhKc6d3d2c Qc9s8s8d4d Kd7c5c4s2d 
Qd8s7h6d4c Ad8d7h3s2s Kh9d8c5c4d QdJh9c3d2c 
AdQsTh4c3c Ah8d5h4s2c KsJc4c3s2c KdJd9s9h5d 
Tc7c6d4c3d Ad9h8s6c5c As9d6h5s2c AcKsJs3d2s 
QsJc5h3h2s Qc8h7h5h3c AhTs7s5s5c Ts7d6h6d3s 
Js8d7h6c5d QdJd6c4h2c JcTc7h6h2d Ks8s5c4h3c 
AcQc9h9d3c 9c8s8d2s2d As6h4s3d2d QsQh8c6d2h 
AcJc8c4s4h AdQh5c4s3h KdTd8h5s4d KhQcJd4s2c 
JsTh7s6d3c Qd9d8h7h4d 9h9c8c7d3d AdJd7h4d2h 
JcTd9d8d2h JsJh8c6s4s Jh8d7d5c3c QsQcJc3c2d 
Ad7d6h3h2s QdThTc6s3c 9s9c8s7c2c QdQcJh8d3d 
KhTd8s7h3c AsTh7h5d5c 6h6c5d2h2c Ac6s6c3h2h 
8c7h6s6c3h AsJd9c8h4c KdQhJc7h4h QdJs9h3s3h 
QhQcJh8h3s Jc8d5c4s3d KdTd5c3s2c QdTh8s8d5d 
Jc9s9h7c5c JdTh7s5s2h AcTh7s7d4h Th8s7h6c2c 
KsQd6s5s4s KhQd9d4h2h Kc5h5c4s2h KsQs4c3c2d 
QdQc8h8c2c 9c8h7s6c2h Tc7d6h4h4d Th8h7s4s4h 
Ad6c4d4c3d 7c6c5d4d2h Ad9d8h8d5d JsJh8s8c3d 
8s8h7c2s2h QdTc9h9d4d Th9d8d6s6c Kc9s7h6d5d 
QdJh7s7c6h 9c7s5h4s4h 8h7c6h5c2c Kc9h7d3h3c 
AdJcTh7s2c Th8s8h7c2c AcQh7c3d2d QdTc7h5c4c 
Qc9h8s6c4d As7h4d3d2s Ah6c5h4h4d AhJh9h4c3s 
QsTd8h5c4h AsJc7c6h4d Kc9h5c3s3h KsTc6c2s2d 
Kc6c5h3s2h QdTdTc5h5d Jd9h6h5c2c Qd9h8s7d3h 
KdQs8h6s4c AcKc6c3d2d Ks9c8c7h7d KcTd4h4c2d 
JdTh9c5s5d KcTsTd7h4h KcQsJh4c2c As9s6c5d3s 
7d7c6h5c4c Td6h6c5h4c Jd8d7c4h4c QsTc6c3s3c 
KdQdTh3s3c 9h9d8h7h5c AcJd8s8d4d Kc7d5d4h2c 
KdTsTc8d3h TsTh9s6s4d AsJs9s4c3d AsQs9h8s4s 
KhQhTh8h4s Td7s7c6c3s KcJh8h5s4d KcQdJc8h2s 
Tc6c5h4s3h Ah7h6h6c2c QsQdQcTd9c Ac6c4h3d2h 
KcTs5h4d3c QhTh9h9d2s AcQd8c3s3h AhQd5c4s3d 
KsQd7d5c2c KdTc8s7s4h Th9d5h4c3d 9c7s6s5h2c 
AcKc9s4d2h Ts7s7d4c3c 9s9c8h7c3h KhQsQd8d3c 
9d7h6d4c3c QhJh9s7d4c JdTh8h7s3c KhQhJc8d2s 
9h9c7c6d3s 7c6d6c5d2h KcQc8s7h4d 8h6h5s3s3d 
QcTh4h4c3c Td9h5d5c3c JhTd7d5d4d QsTh9d8d3c 
QsJs8s7s7d KsJh8s6s4d JsTs6h4c2c JsTs7c4d2d 
QhQc8s6d2c Kh7d6c5d5c JsTs8s8h4c AcJd8h4h3d 
QhJdTh4s2h Ah7c5s4d2h QsQh8h6h3d KhTd7d5d4s 
KcQc8h7h2h KdJdTd7d3c KsTc8s3h2c QcJc8d6s4c 
Ad6d4h4d3h QsJh5c3c2s JdTd6s5h5c 9s9h7h6d3c 
9s7d6h5s3c JhTs7d6d2s QsQhJd3s2s Ad9d8c7h2d 
QhQd6h3h3c Ah9s8c6d5s TsTd8c4c3d AdTs7c6h4c 
QhJh7s7d3d AcJs9d5c2c KdTd8s5c4d QdJsJh8c2d 
AsJc8d2s2h Ts8d5d4c2s Jd7d6s5c4h Kh5h5d4d3d 
QcThTd9s2s Th9s5h4s4h AdJh9s4d2c 7s7c6s5s5h 
KdTh8d5d4s 7c6c5d3d3c Qs8h7c5s3c KhTh6c5h2c 
QdJsTc2h2c Tc9h8d4c2h QcJd4d3c2s KdJhTc3d2d 
JdTd9s4d3c Qd8s6d5d3s Ah9c7d6s5c QhTs5s5d2h 
Kh9s9h2s2c JcThTc6c3d 7h6h6d5d2c KhJd7h4d2d 
QhJh5s5d2s 9h6c5h5d4c Ac8s7h5h4d AdKdQd3c2d 
Ad8s7h5h4c AhJc8s8c4c Qh9h9d6c4s KcTh6h3h2c 
9s8h7s7c3c QdQc5h5c2c KsQd6c4c2d KsJs6d5c2h 
AdJc9d4h3d QcTsTc6d2h Jh8c7s6d5c JcTc9h4s3c 
KdTc6c2s2d AcTs9h7h3h Js9c7s4c3h AdKs6c5c3h 
8h6s6h5d3s JsTh9d7d3d QsQh9s3s3d Qs9c5c3s3d 
KhQsTd5s5c KdQcJc9c2h Qc9h8h8d4d KcJs8d5h4d 
QcJc7h7d3d Kd5h5d4h3h AsQhTh8h2h AcJs7s6d4h 
KsQd6h5s2c QcTd7h5h2c Kh9c7d5s3h 8h8d7s5c4c 
JsTs6c4d2d JcTh9s8s2s QdTs7c5s4h Ad8h7s4c2d 
KdJd8c7h3s 8d7s7c5s2c Th8d6c5h3c Ah8s8d7d3s 
Ks9h9d4h3s KcJsTd8h3s AcKd6s2s2d Qh9h8s8c6h 
KcJd7h4c2h KhTd9d4s2s QhTc9s8s3d AhKh9h7d3h 
Ts9h9c4s2h Qh8h8d7s6h Ts8d6h4s3d Kc8s5c4d2d 
Kc9h7h3d3c 7s6s5c4c2h Ts9s8h5s2h Td8d7s4s4d 
Ts8h5h4d2s AsJc8d8c4c Kh6c4s3s3h AcTh7h6s6h 
KcQdJs8h4s Jc9c8s7c3s KdJc8s5s2c Qc9s7d7c6c 
KcJh6d5d4s Jd7c6c5s3s Ac8d5c4s2h AcKdQs6d2d 
KhTh9s8h2c Ts7s7c4h3h AdTc9h8s2s QdQc9d2s2h 
Jd7s5c4c3d 8h7h5s4s3s 8c7d7c5d2s Ts9c8d2s2d 
AhKs8h6c2h AhKd6d4d4c QsQcTs3h2s Kd9d9c5h2h 
AcQs8c4d4c Ad6s6h5s5c AdKd9d8d5d Td7c6s4s4c 
QdTs9h9c3h Jc8s7d6h5h Ah9d6h2d2c QhQc9s5d3s 
QcTd9h9c4c KcJh6h6c2c Ac9d5c4d3c AhTs7d6d4d 
QdQcTd3h2d JhTd7c6s3h Jh9c6d5h2d Th9s8s4h2d 
Qs9c8h6c5c 9s9c7s6d3h Qs8h6s5s3h QsTs6s5s4h 
Ks5c4d3s3d Jd9c7d4c3h QdTsTd6h2c Ks9d5s3h3d 
AdQsTs2h2c KcJhJd3c2s AsKh6d3c2s Jc7s5s4d4c 
QhJc9d8s3h As9s7h6d2c 9c7s6h4h4c Td7s6c4s3c 
AhQh7s4h4c Kc9s9c2s2d AcJcTd6c2s QhTd9c7d3s 
QhJc9s3s3c KsQsTs5s3d Th8s8d7h3d AhQh9h4c2c 
QdJs9c8d4h JsTs8h7c3d QsQh9c5d3c Qd9c8s8h7c 
Jd9s5h4h3s Qs9h7h4c3s As5c3s3d2c Th9d8h5d2d 
AsKc3h3d2s Qc9c6h5d4s QhJs8c4s3c 9s9d8d7h5d 
9h9c7s6s4d JcTc6h3h3d QdTd9d7c2c QhJcTs8d2d 
Ks9d8h5h4d Kd7s5c4c2d JdJc7s7h4s AcKcJc5c3c 
QcTc9d9c2h AsKh5d5c2h AhJd5h5c2s Ah9d9c3d2h 
Jh7d5d4s4h Kc9c6s6h5d Ts7d6s5c4h JcTc9h4d3c 
TsTh8h4d2d KhTc9c6s3d Ts9s9d7s2d KhTc4d2h2c 
9s9d8h7s3h QsJc8s7s2c Qd9c8h8c4h AdTc7s7h4h 
Jh8h5s4s4h Jh9d5s4s3d KhTd6d3d2h JsTd7s4h2h 
7h7d6c5s4s Kd8h6h3s3d Td7s6d5h4c AcKh6s5s3d 
KdKc8h4d2d QdJs4s3d2h KhQsTc5s5d JsTd8d7d4d 
9s9c7h6d4s Ks8s7h6s4d 9h9c8d7d2h AsQs5s5h4s 
Ac6s4c3d2d Ac6d5c4h4c 9s7h5h4s4c AsKcJh8d2h 
QhQc5d5c2c Ts7s7h4d3d Ah6h4s4h3s Ac7c5c4s4h 
AdQs4c3d2h AcJsTd7h2s AhQdTd2s2c KcQdJh7d4d 
Th9h8s4s4h AhKdQd6s2d Th8d8c7h3c Js8s8d5d3s 
JdTc9d7s2h KdJd8d5s4c 9c6s5d5c4s KhQc3h3c2h 
QdJh8h4d2h KdTsTc8s4h 9c7s5c4d3d Qd9d8d6h5d 
Tc8h8c7s2h 8s6h6d5h2s Qh9s8d7h3s Qs8c7s5s5c 
QcTs9d8h3s Ac9h6d5c2s Kc9s7s3h3c Th8s7c5s3c 
JsTs6d4h2h Ah7d4c3c2h AdKhJh3s2h Tc7s6h4s4h 
JcTc6s5d5c Tc9c8s8c3s QdJh7d6c2h KdQs7h5c4c 
QcTc9c5s3d Ts6h6c5h4c KcJc4h4d2d Tc8c7c6s4h 
AcJsTd6h3d TdTc6s6h4d JhJc7s5h2s Js8s7d5c2c 
8c7h6c4h2d Jc7h5h4s4c AhJs8c5d5c Kh9c7d3h3c 
QcTs8h5d4h QhTs7s5s4d AsQs8h2s2h 9h9d8s6s2d 
KcTh6c4s4d Ad9s6c5d2h TdTc9s8h2c Kh9h8s8h6d 
Kd9s8c5s4c Th6s6d5d4s AsJsTc6s2h AdTh9h7c3h 
QhQcJs8c3c KsTc6c3c2s JcTh9h8h2s Jh7s6s5c3c 
9d8c7h6s6d 8c6d6c4h3h Qd9c8h7d2h Js8c7d6s3c 
QsQc9c2h2d QcJh9s8c4d JsJh8h8c3d Jh5h5c3s3c 
Js7d5d4s4h 9h8c7s6h2c KcJdTc4h2c Ks8c5s4h2h 
9h9d7s6h2d QdQcJh5s2s QsTh7c5h4h AcKhJd8d3d 
JsTd9h8d2d Qs7h5d4s3d KcQh8h5s4d KhJsTc4d3d 
AdQd8h4s4d JdTh6d4h2h Ks8s7s6h3h Kd9h7s7c6c 
Ad6s5d4h4d AhQc7s7d5d JdTs9d6h3d JsTh9c8c2c 
JhJd5h3c2d Qh7s5s4h4c JdTd9c4s3d Jh8s5c4h3s 
KdJcTd3d2s KcQsQd8s3h Th7s7h4s3c KhKc7h5h2h 
9h7s7c3h3c 9d8d5h5c3c Js8c7h6d5d Jh8d6h5c4s 
KdTs8c6h4h KsTs8d7s5s Kd9s9c4s3d Td9c8c4d2s 
KdQd4c3c2h KhTc7h5h2c JsJc7d5h4h JhTs9d5h5c 
Jh7d5s4d3h Qh9s8c6h4d As7h6h3s2d Qc7s6d4c3d 
KdTc7h6d3d AhJs4h3d3c KdKc8d4s2d AhJs7c5d5c 
Ah7h5h4s4d QsJs8d6d2s Qc9s9h4s3c QhTs9d7s3c 
9s9h8d2h2d AcTc6s5c3d 7d6h5h4s3c As6c5s4s4d 
QsQh9s2d2c Qd9h7d5h5d KcTsTh9h4h QcJh9d6s3c 
Th7c6s4s4c AcJd5h5c2s Qc8s7h5c3h KhQcJc9c2d 
KsTc9c6d3h AdQd8s2s2d 9d9c5s2d2c Ac9d8s8h5d 
JhJc7s7d4d KdJhTc4s3s Th9c7d6h3s QdQc9h7c4c 
Jd9s9h6h2d QhJh7d7c3d AdTc9c5h2h Ad7c4s3s2d 
Js7s6h5d4c Jh9s9h2s2h Qd9s6s6c4c Ad9h6h4h2d 
AsQd7c6h3d 8h7s7h5s2c 8s7s7d5h2h 9d9c7s6h4d 
JsTc8c7d3h Td9c6s3s3c AcQh8d5d4d Jd8c7c4d4c 
KhQs8s7c3c Jc7h6h5d3d KhJh8d4d3d Jd9s7s5h2d 
KcTc8h5s4c Td9h7h6c3s QhQc8d6s2h QcTs7c4s2d 
AhQh9h4s2s AcTs9h7d3d QhJs5h3s2s KcTc7s5s2c 
JdTh7d4c2c KsThTd8c4d QhQc9c3s3c Js9c8h8d6h 
Ac9h8d6s5h Td8h6h6d3c Kh9s7d7c6d JhTs6s4s2h 
JdTs8d2s2d AhJdTd6d6c 9s9d8h8c3d Qc7h5s4c3s 
KsJh7s7d2h AcJsJh6h4h AcQc8d7s3c AcJh8h4d3d 
JdJc5d3s2c Ah9d8s6s5c AcTh9h7s3h Ts7d6d4c3c 
KcQcTdTc4c Ks8d8c5s2c Td9d9c4s2s KdJd8d7c3c 
9s7d6h5d3c JdTh7s5h3c KhQs9s4h2h KcJh6c3s2h 
Ts8s6d5d3d Kd9c7s6h5h Ts9h9d4h2d QdQcJh8c3c 
QhTh6c5h4h Kd9h7s3h3d KdTh7d6d3c AsKsJs4c2s 
AdQcJh8c2c AcJh6s5h5d AcQsJh8d3d KsKc8c4d2c 
As6s4c3h2c AsKdQh6d2d 9h9c8d2d2c Th9d5h4h4d 
AsJd8h8c4d 9s9h7s2s2h 8c6c5s3s3d KhJd9c8s2h 
JcTh5c4s4d JhJd9h8s4h Ac7h6c3s2s 8c7s7d5c4h 
Jc9c8h7c2h KdJc7h7d2c JsTs9s9d2c ThTd9s8d3c 
AsJh9d4s2c Ad9h6s5d4d QcJh7c6d2h AcTc7h5c3c 
KcTd8c5c4h Jc7c5s4s4c JdTs9s4h3s Ad9c6h5d2s 
QdJh4h3d2s JdTdTc6d3h 8d7c6s6d3c 8h8d6h4d3h 
Ac8c7d3h2h 9h7s6d5h2s 8s7s7c5c2h QhQd7c4h2c 
AhJs9d4h2c Td8s7c5h4d KdJc8d7d4h Ts8h8c7s3h 
9h9c8c7c5d KhQs9h3s2s Ac9c7h6s2d QsQh9c7h4h 
Kh9c8d6d4c Td8c7d6h2h JsTsTc6s3h AsTh7h6d4h 
KsKd5d3d2d AcJs6c3h2h Qc6c5s4c3s Kd9h7d5s3c 
Ts6s5h4d3h 6h5d5c2d2c QdTd9s5c3d AhKs9s6s6d 
AcJs8s4d3d JsTs9d4h4c 9s7h6d5s2h Jh9s7h4s3d 
AhKc8d2s2h Kd9s8h6h4s AdJh8s8c4h Kc6c5d3h2d 
JcTd5d5c2d KhJh5h4d2d Ac8d5s4c2h AdKc8c5c3s 
As9s9h5s4d AcJc9h3s2d KdQs9d3s2s Kh9s9d8d7d 
QdJh6h5s5c Kd6h6d3h3d KsTh8s8d5s JsJdTc8h2c 
Tc7s6c4s3s Th8s7c5d4h KhKc7d5d2d 9c7h5h4s4c 
Tc7d7c4h3h Qs9s9h6d4c AcKdJd7d2s Jc9d6d5h2h 
Jh8s7d5s3d Ad8c6c3h2d Jd8c5c4h3d Ac8s8d6h3c 
KsQdTd4d3h Ah8h7s3d2d Kd9c7d5h3s Tc9d8c5d2d 
AcKdQh7s2h Kh6h5s3d2s KhTd4s4h2d 8d8c6s2s2c 
Jh8s5d4s4d QdJd7h7c3h QsTc9d7s4s Kc9d7h3d3c 
AsQs7s6s4d QcTs6c5d5c As9h9c8s4s AsJh9d5c3h 
AdTh5d3s3c AdTs7s5h5c Qd9d8h5h5d KcJsJh9d4d 
Jh8s7c5s3c QsQhQdTs9d Th9s8d4h2s KhJsTd8c3s 
Tc9s7h6c2h AdJsJh4d2d QhTd9h6h3h 9d6d6c5d3c 
KhKdJc7s2s 7h6d5h4s2s JhJc9h6d3s Jd9s7s7d3s 
KhJc8h6h4d AdKh6h4s4h Qc7d6h4c3h Th9h8c4h4c 
KsQh8c4c3s AhJc8s8d4c AsQdJc8d2d Qd9c5c3s3d 
AdKs8d6d2h As6s5h4d2c QcJcTd4s2c Th9c8h4h4c 
QhJhTh6d3h KsQdJs8c2h AsKs6h6c3s 9s7c5c4s4d 
JcTd7s5c2s Ts7s7d4d3h As9c6c4s2c KcQhTh4h3s 
Th6d5s5d4h Ad9s9c3s2d TsTc5d4s4h Jh8c7d6h3c 
Jd8h7s6c5c QhTs9d9c3d Ac6s6h5s5d Ks9s7d5d2d 
JcTc7s6s2h QsTh5h5c2s KhQs8c6d4s 9s9d7h6d2s 
JsTd8c5h5d AdJs8h4h3s JcTd9d7d3s QhQc8s6d2h 
QsTd6c5c4c 7c6c5s4h3d Jc9h9c3h3c KsTc6s4h4d 
JdJc6d5s3h 8d6s5s5h3d Ah9d9c8h4h KdTs5c4h3d 
AcQc7s3h3d Kd7c6h3h3d KhQsTc6c3c JhTh9s4c3h 
KcQh8h7h5s KdQhTc5c3c AcKcQc3c2h As9d6h5s4s 
Jd9h8h5s2s Qd8s6d6c5h KcQd8d7d6d KcJs8d5d2s 
Kd7h5c4c2d Kc6h5d3h2c Kh9d5h3s3d Ts9d9c6h5h 
KsQcTd6d3d As9h8c6d5d Ts7d6s4d3d AdJd9s5d2c 
AcQc8h4s4c AhJh6c3c2d Kh9c7h5d3s Js9s9c2s2c 
As9c7h6d5c AcJd6c3d2d QcJc7d4d3d QcJc6s4h2s 
As8s7c3d2d Ks8s7c4h4c Jd9s8s8h7s QsJhTd8c2c 
KcQcTs3h2d JdTc8d6s3h Jd9h6s4h4d Kc8d5c4d3h 
Ad8c5d4s2h AhKs6s5s2d QcJs7d5d2c Th9c5s3h3c 
Kd9d8s6h4c KcTs9h5s2h QsJd7s6c2d Ad6h5d4s4d 
KsQc7d5c3h Jh9h9d6h5s AcJdTs6h3h AsQd4h3s2c 
AdTc6h5c3h QhJs9d5c3s Qd7s6d4h3h 8h7d7c5h4s 
Kd9s6d5h5c Qh8h8d7c6h QsTc8d7d4h AsJc6h5d5c 
KcJc7h5h2c Tc9h8h5c2h Th7h6h5c3c KsQsTc3h2d 
QcJh7c4h3c KdQdJs5d2h JdTsTc4h3h 9d7c6h5d2c 
QdJd8c4d4c Kh9s7d7c6c AdJs8s8c4s 8c6s6d5s2c 
AdQh7d3d2h Qc9s9h4s4c 8c7h7d6h3c AdKh7c2h2c 
8h7s7h6c5d Jh9s6c4s4h AdKc6c5c2s KcTs9h9c3c 
AdTc7c5h5c AhQs4c3h2d QsQc8s8d2s QcTh8c3s2h 
TsTd9c7c4h KsQsTs9h5s TdTc9h5s3c QhJhTh6s3h 
AhJs7h6c3h AsKcQc6h2c 8d6d6c5s3c QhJc9s7d4h 
Kd5d4h4c3c Ah7h7d6s2c Qs9s8h7d3d AsQs8c4s4h 
AdTh9h8h2s As9s8d7c2s KsQsTs9d5s KsJc6h4s4d 
Ah4s4h3c2c JhJc9s3c2s QcJhTs2s2d AhQs7d7c5c 
JdTc9s7h2d AhTc7d6s4d 7c6d5d4h3s 9h7c6c5s2h 
Qs8s7d6d3h JsJd7h5s2h AsJhJc6c4c TsTh9c5d3s 
KcQdJh6h3h Kc9d7h6s5s AhKd6d4s4d KdQd9d8s6d 
Qh6s6h5s4h JsTsTc8s3h KsJs8c7s3c Ah9c8d5d3c 
Ks8h6d4s2h QhQdJh7c2s Kc8c7s6d6c 8h7c6h6d3d 
9d7s6h5d3c QsQc8h8c3c KcJc4s4h2h AhJd9c5s3d 
Qd9d6h5s4c Ac6h4h4c3c Kc9d7s3d3c Kd5d4c3s3c 
AcJhJd6h4h JdTd8c7s3h Ac6c4h4c3h Tc7h6s6c3s 
KcTc7s6c3d KhTsTc8c4d 8s8d7c6c5c 9h9c8s6s2h 
AdJc9s5d2d Kh9d7h6d2h Qd9s9h6d5d Ad8s8h6c3d 
Qc9d6d4d4c KsJh7s4h2h KsJs7s5h2h AsTd7h7c4h 
AsJh7s6s3d JdTs9d7h2c KsJs8s8h5c KsQdJh4c2d 
Ad7d6s6d2s Jc6d5s4d3c QcJs4s3s2c Tc9d8h4h3c 
Ks5s5c4h2c QsTh7d5d2s 9h8s8c3s3c 7s6s6c5c2h 
8h8c6s2h2c Tc8d8c6d3c KdJc6h5h2c Jd9s5c4c3s 
QcJh9d5s3h KcQdTs5h5d Ts9s5h5c3h JsTsTh6s3c 
AhKhJh9h6h Qd8c7c6s5h Ks9s9h2h2d Ah8h6c3d2c 
Ad9c8h6s5s AcJh9d7h3s QsJd9h5c4h 9s8h6d5d4c 
Jh8s6h5c4d JhTh6c4d2d KcQcTd8c3s JcTc7h6c2h 
Ks9s9h5d2d KcJc8d5s3h 9s7s6c4c3s QsTc7h5h2s 
As9s5d4h4c JcTh9h4d3h Kh9s8h6d6c 9s8c5s5c4s 
KhJh6c5d2s AsQhJh5c2h QcTd9h8s3d Jh9h8c6c3h 
AsTh5s3d3c Ad8h5d3s3c Td7s7h6h3s Th9h9d5c3s 
KdKc9h5s2s JcTsTc5c3c Kd8s5d4s3h 8d7h7d5h2c 
QhQc6d5s3d AcJh7c6d3c Th9c5d5c3d Ts9c7c6c4d 
Jh9s8c5c2s JdTd6c5s5d AsQd6h5c4h AhQs7d7c5d 
JcTd9s9d4d Ks8d7c6s4s JdTd6c4h2h 7h7c6c5d5c 
