8d8c6s4s2c 
QsJc7h7d5c Js7h6c4c3s Ts9d4s4d3c AsTd9d8d4d 
ThTc9h5h3s QsJd7d5h2h AcJc6h5c4c TdTc9h5c4c 
Ah6d5c4h3h KdTc6h5d2s Jc8d6h5h3d 8h8c7d7c2s 
9s7c6s6c2d QcTs7h7d4c QdTc8d2d2c Js9c8c3s3d 
JdTd8c4s3h AdQcJs7c2h Qc9c5h4h3c QsJh7c5s3d 
Qd8h8d5c4s 7s6s6d5c2d 9d7d6d5c4s QsTc6h6c2h 
AhTs4h3d3c QsTd6h3h2s KsJh9d7c3h JsTh5h4h4d 
Qd6s6d5h2s Qc9s8d7s5s AdKh8s8c4s KcQcTd5s2c 
Js8h8c7c5d AcKh5s4d3d AcQh9s5d4s Ts6s5h4h3h 
KcQs4h3s2h JsJd9h4c3d Td6s5h4h4d Qc9s6c4s4c 
QdTc6h6d3s 9c6d5h5d2c QsTs9h7c2d TsTd9c5s4s 
9h7c6h6c2d KdJdTd8d3s QdTc9s9h4c KdQs6d3s2d 
9h9c6c5s3c AhKh9d4s3h QdJs7d4c2s Tc9s7s6d3s 
Qc8c7h5h2s Kd7h7c5d2h KsJs8s6d4h Qs8c5c4s2d 
QcTh4s4h3s QdQc6s6c2c Js8c7d5h4h Ks9c8d4c3s 
TsTd9s5s3c 8h7h6s4d2s Jd9c6h4c3d JdTd8d7h3s 
Jh7s6c4c3h Kc9h6s6h2c AcJh9d8s2s KdQcJs9s3s 
AhQc7c6d2d KcTs9c5h5d Qs9d8h8d6d QsTh9d9c4h 
Ks9d9c8c2d AhQd9s8s3c QsJh7h6h5h JhTh6d6c4h 
ThTc9h5h3d Jc9d8d2s2c KdTc7s7c4h QdTc9h4c3s 
AhJs9h3h3d AsTs9c4d2s Qh7c5h4c3c Qc9c6s4s3s 
QsJdJc6s2h Jh9c7h6h5h KhQc7s4s2h Qh9h7h6s6c 
AhJc8h6h3d Jh7s6d4h3d Ks8d7d4s2h QhQc8d6h3h 
AsJs8s4h2d KsJh7s3d2h As7s7d6h3s 9h8s8c7c2h 
QcTd8d6s2h Qc9d7h6s4c 9c8d6s5c4c KcJs7h5h4h 
AdQs7c4s4h KhQhQd8s2h KdTs9c7h3c 9s9d5d5c4h 
JhTd5s4h3h AsQc9s8s2s KhJh9h8s4d JhTdTc8s3s 
KsTd9h7h3c Js7c6d4s3d KsTd5s5c4s 9d8d7s7c5h 
Qc8d7h4d4c AcJh9d5d4d AcQh9c7c4c Th7s5s5h3c 
QsJh8s8d4c QdTc8c6s2h Qc9h8s7d5h Qd6d6c5d3c 
Jh9c6d4h3c Qd9c7s6h4d Jc9h8s3s3c AdQhJc7s3s 
Th9d8h8c5s Js8s8c5s4d Tc9h7d5d3s Ks6h6d4d2s 
KdQh8d3h2s 8h6s6c4s3c QsTc4h4c3h AcJs6d4d3s 
KdJh8s6c4h QsJsTs8h2s Kd6h4h3d3c QdTc7h4h2d 
AsJc6d5d2c AcQc8d3s3h Js8c7d5s2d Js9h9d6h2d 
Ac6h5d4c3c Jc7c6h5d4c Js9s8h4h3d As8c6s5s3h 
8s6c5s5h2h KsQc7s4s2c AcTd9c3s2c KcJcTc6s3c 
JsTd5c4s3s AhJd9c6d2c As9s9d6s5s ThTd6d5s2s 
TsTc6d4h4d Qc8s8d7h6h Jh8h8d7c5h AdJh6s4s3h 
Qh8h7c5c2d AdJd8d4c2s QsTd8h4s4c JdTs8h8d3c 
QdJsTd6c2d Th9h9c8d4s Ks8d6c5c3d 9h6s5s4s3h 
JsTs8s7h3d JdJc7d4h4d KsTs7c4c2s Th7c6d5h4h 
Kh9d6c4h2d Jh9d7s7d2h Qs9d7s5h2d AhQd9c6s3d 
Kc8s8h7d6h QsQc8s3h3d AhKsTs7s2s As9s8h4d2c 
As8s7s7d3h AdQh9h8s3h Jd7h6h6c3d 7s6s6c4c3c 
Kh7s7d5h2s QsJs6d3s3d AcQsTs4h2s QsTs9c4h3s 
Kh8c7s4c2h Ac8h6s4c2d QcJh8d5s3c AdJd9c8d2d 
Qc9d8h6s4c QhTc4d3h2c Th9c8s4h2s As6h5s5c3s 
9s9c7s5s4h 8h8d4h3d3c QsJdTd3h2d JsTh8h3s2s 
Kd9h9d5s3c AdQsJh7c3c KhJd3d2h2d 8c7h7c6d2h 
9d7d6d5s3h QsQh6h6c2h KdTs6s6c5h As7h6d4s3s 
Kc9s9c5d3h 9s7h7c4s3h KdTc5s3d2s 9s9d7c6h3s 
Kh9s6s6d2h Qh8c6h5s4h JcTc8c7d3h QhJs5h4d4c 
8h7h7d6s2d KcTd9d3s2s As7d6c5h4c AhQd7h4h3s 
AcQc9c5c3d Kc9s9c5h3d 7c6c5c4s3h QhJd8c5s3h 
AhQc7d4s4c KcTc8h5d3s Qc8s7s7h4h QdJsTd6d2h 
KhJs4c3h2c KhJsJc8d2h 9h8h6s4s2c AsQhTh4c2h 
QcTs6c3h2s Tc7s7d4h4c KhTh8d3c2c KdJhTh3s2c 
Td9s7d7c2c AsThTc2h2d Jc7d5d5c3c 9c8s8h7d5c 
QsJdTh5h2h 9h8d6d4c2c AhJs5h5c3h KhTsTh8h5h 
Qd8c6d6c3c AhTh9d4c2h As9d7h7d5d Tc6d5d4h4c 
Js8s8d7h5s JdTh5h4s4h QdTh9s9h3h 9h8d7h4h4d 
Kc8h7s6h5h KhQdTd4s4c 9d8s5s4s4d 9d6s5d3s3c 
KcJc8h5s5d As9d8d7c4h Tc8c7s5d2d AsJh9s3s3c 
AsQcTh3c2d Jd9d8s4s3c KsKhKdQd5s QsTs8s5s4c 
KcTd7c4c2d Jh8h6c5s4h Kc5s4c3s2h JcTc4s4d2s 
AdQd7h7d3c KdTs9c5s4h Td9h8c5s4c 9d9c6h5c3c 
As9d7h6h5h Ac5s3c2s2h QsQc9d8h2d KdJc9h3h3c 
AhQc6d5h2h QsTs7d7c5s Kd7s6h5c4s AcTd6c4h3c 
KcTh6c5s2d JcTsTc7d2h QcTc7s7h4d KcTd5h5c4c 
Qd8s5s5d3c 9s9c8d6d4h KdJs9h9c5h Tc7h5c4h4c 
Ac9h8h7d4s AsKs5c3s2h 9s9c7h6d3s Th6s5s5h3c 
Tc9s8d4c2d AhKs7s5s2d Td9d9c8s4h QdTd8d5s4d 
Ts8s7d5h2d As6s6d5h3s Qh9d7c6c5c Ah9c6d4h3s 
KdTs5h5d4d KdTs9s8c3h AsQh9h8c3h JhJc7s7d3c 
Jd9d8c4c3h KdQhTs7h3h AdKs6c5c3c QsJhJc5c2c 
JcTs9h4d2s 9h8s6c5h4h As8s6h6d2c Jd9d5d4s3s 
Kh6c5d4s4h KhQdJh6h3h Kc9s9c6c2s AcKcJc7c2d 
AhJs8s5c3d KdQhQd8c2d Jd9d7d5s4c KcQd8s3d3c 
QdJsJc6d2h AdQs5d2h2c AdQs6d5c2d JsTc4s2h2c 
Js9c6s5c2s AdQd9s5d2h Qh9c8c7d7c QdTh5s4c3d 
QdJs7c5c2s 9c8d6d6c3d KhQc8s6h3d Jc9s7c6c5c 
AhKh6s4h2d JsTc8h7d3s Qh9h5d3d3c Qc8c6c5h4d 
Kh7d7c5h2d QdQc7s5s3h AcJh9s9h4h QdJc8d5s5h 
QsTh4h4d3d Ah9h8h6d3s Ah9d6c5c3d Js9d8c7s4h 
Qc9d8s6h6d QsTs7d3h3d KcQcTs5h2c As5s4c3h3d 
AdQd8h3d2h As5h4s4c2d QsTh7d4d2s KhTh7d5h3s 
9s7h6s4h3s 9c8c6h4h2d AhQd4s4h3h KcTc5h2s2h 
AsQdJh7h3h Ad6d6c5h3d KdJd8c4c2c KdJd9c8d5d 
Tc7d5d5c3h Qh9c8d4c3h KhQs8d4h2d Kc9h8d4c3h 
QdTc8s7d2h Qh8c6h5h2c KhQh9s6d2c Kh5s5c4h2c 
Kc9c8d6h3s QcTd6d3h2c 8s7d5c3s3d AcQdJs7s3s 
Ad5h4s3d2c Th8d7h7c3d Ac5c4h3c2h AcQs9c7c4c 
AhJd9d7d3s Qs5s5d4h3d JsJh9c6s3s Ad9d6h4c3s 
AhJd7h5h2c Ks9d7d7c6d AsJc8s6s3h 9s6d5s3h3d 
Jh9h8d4d3s KsQc9c3c2s Ah8d7c5c4c Ac9h9c6c5c 
QsQcJd4h2h 9d8d6h4h2s Kh5h5c4c2c JsThTc8d3d 
Qs8h7d4s4h Td9s6h6c5d AdQc9s5h4s 9c7s7d4c3d 
Qd8h8c7s6h AcJc8c4s3h QcJsJh5s2s Kh9h9c7d3s 
Tc8s8h6d4s KdTs6d5c2h Qd9s8c4s3d Kh9c8s8c4s 
AcKc8h7c3c Ks9h5s4s3h 9d8h8c7s5d Kd9c8s4d3c 
Jc9c7c5d4h Js9c8c2s2d 9s7s6s5d4h Kc5d4h4d2c 
KsJd9c7h3d 9s7d6s6d2h QdQc7s4d3h AsQd6c5s2s 
Th9s9h8h5c KhQs8h3s2c KhTs7d6s2d AhJc9d8s2s 
Jc9s9d6d2s AdThTc5c3s KhJd9s5c3d Td8h5h4c3d 
QsTd8h7s2c Qs9d9c7h5c 9h6h6d5s2s 9s8s7h7d3d 
Qs9s5s5d4d QhJcTh6s2h Kd9c7d6d4h 9s8s8h5s5c 
Ks9h8s5d4c Qh9c6s6c3s Kh8c6s5s3c Jc8d7c6s2d 
AhJcTd5d2d KcJs6d6c2d AdKsJc6c3c KsKhKdQh5d 
KcQd8c4c2d JhJd7d6s2s Ad7s7c3s3c AcKd9h6c2c 
9s9d7s5s4h AcKd9d6d3h Ks8s5d5c3c KdJs7h7c5h 
AcJd8s6s6h AsKd9d6d3c Ac8s7s7h3h Qc8d6c5h4c 
AsKdJh6h3h AsTh9d6d6c Jc8c6d5c4h KcJh9s4c3d 
Jc7d5c4c3d AdJd6h6c4d JsTd6s4d2s QhJsJc8h2d 
JhTh9h5c3h Tc8s8d6h4d QsJh6d4c3s QdJd5d4h3s 
Ad5d4c3s3h AdJc7s5d2d Ah6s6d3s3d 8h6s6d4s3d 
AcTc9c5h5c AsTh9s6d2s Jc8h6s4h3c Td8s8c2s2c 
JhJc9h4d3s KcTh7d5c3c QsJd9h3d2h AhKh4c2h2d 
Kc5h4c3h2d Ac5d4c3c2d Ks7h6c5d4h QhJsJc8d3c 
Qc9d7h6h5h AhKh4d3s2h 8d7s6s4c2c KdTc9c8s3h 
9d8s7c6h4s AdKc7c5c2s KsKd9d3c2d Kh9c8h7s4d 
Qc9s9h7h5d Kh9h7s5d5c Qc8s5s4c2h Td9s8s7s5s 
AcKh9s6c2c QsTd8s2s2d AcTh4c3s3d JdTc8c5c3h 
KcQc7d6c3s Qc9s9c6c5c KsQc6s3c2s KsJs5h4d2c 
Jh8h7c4c3s QsTh9c4h3d KhJh5c4s2d Qc8h5c4h3d 
AcQh6s4h4d As6s5h5d2c KcQh7c4c2h Qc9h8d5h2d 
Tc9d7s5s3h TsTh6d5c3h QcTh6s6h2s JhTh8h7s3d 
QsTh9s7c2d Kd9s7d7c2s Qc9d7c5s2d Js6d5s4h4d 
9h7h7c5c2d Kh5s5c4h2s AhJc8d6s6d Tc8c5d4h3d 
9d9c8s6s4h QhTh7s7d5h QcJs7d5h3c QsJs8h7h3s 
Ts8c6c4s2s AdQh6s5d2d Jd8h8c7c6c KdJc8h5s3d 
Tc9s6h6d5c AdKh5h4h2c Jc9h9c4d2h 5d5c4d4c3s 
7s7d6s5d2s QhTh9d7h3c QsJh9d3d2h Tc6d5d5c3s 
9s9c5s4c2h KcTc8c6d4c 8h7s5d4h2d AsKs6s4d2c 
AdJc9c5c3s 7s6s5s4h3c Td9s9c3s2d Qh6h6c5h5d 
AcQc6h6c5c AcJc5c3s2s Ac9d6s5s3d Ks9s9h5c4d 
QhQc6d6c2c AsJd7s5s2c Jc8s5s4h2c KdTsTh4h4c 
QcTsTc8c2h 9h7s6c5c3c QdJsJh8c3s AsQsTs5d2s 
Ac9h6d5d3h Ah8d6h5h3s AdKcTc3s2c KhJd9d6c3s 
Kc9d5c4c3d KdJh7d7c2c QcJd7h5s3c 8h7h6c3s3c 
AdQh6c4h2c Ac8s7h7d6s KhTd6h3c2c Th8h5c4d3c 
8d7d6s4h2s QcJh8s5d3c QcTs8d6s3h AhKh6c4d2h 
KdQc6d4s4h QdTd8d5c4d Kh9s6h5h2s 9h9d8d5c4s 
Jh9d6c4h3c Th9d7d6d2h QhJd9d8s3c QdTh9h6c2s 
KcJc7s5h3c 8h7s7h6h3s As5h5d4d4c Ah9s7d6d5d 
KdJc6s5h5c AcJc8s6d3c AhKdQc8c3c Qd9h8s4h3d 
AsKd5h4d2d 9s9c7c6c2s QsJs5d5c3h 9s9c6d4h4c 
QcJd7h5s4s KhTh5d2s2d Jc8c6s5c4d JsJd9h6d4d 
AsJc8h7c3d JsTh4s2h2d QhTs4s4d3d QsJc7h5d4d 
9s9d5s5c4h As6h3s3c2c AhKc5s4c2c JdTs5c4c3h 
QhJc9h3c2h Ts8h8d7c4s KsQhQd7c2d JdTs5s4s4c 
Ks9h8d4s3h 9h7c6d5d3d Qh8s8c7d6c KhQh9s3s2s 
9h6s6d4d3h Qh9h8h5d2d JsJc9d8s3s KcQd7s7d5d 
Jh8s8d6s5c Ad7s7d6c3d Kh9c8s4s4h Qs9c7d6s2d 
KdQh4c3h2c As5c4s3s2c KcQc7s7d4h Js8s7c6c2h 
QdJc9d8h4d AhJc7c3h2h JsTh8c6d3s Th9s6h5h2s 
AhJdTs5s2s Qd8d5s4c2s Qh9h9c5c2h Jd8s7d6s3d 
AdJs6c4c3s Js6s5d4h4d Kd8c7s5c3s Ac7h6s4c3c 
JdTc9h4s2d Kc9d8h8d4h 9d8d7s7h5c AhJh8h4d3c 
AcJs6s4d3d QdJs7c5h3d KcJd7c3s2d JhTd7d5s5d 
AdQd8d8c2h Qs8d7d5s2h AsTh9d9c2c AcQh9d8d3s 
Jc9c8s4s3h TsTh9s4d3c TsTh9c8d3h KcTd4h2h2c 
8d7s7c6h4h KsJd7s3h2d AhKd8s8c4s AsKs6c4s2d 
JdJc3s2s2c KhJsJc9d3d Ah5d4h3s2c Kc9d5d5c2h 
KhJc4h3h2c AdQd6d4h4c Jd8s7h5c4c QsQh8s5s3d 
KsJsTs6c3s KsQh7h3s2d KsKdKcQc5d Kd8h7c6h5h 
Ad8h8c7c2h JsJh9s8c3s JhTd8c6s3h Qs8d6s6d3d 
Js8c7s6h6d JsTc8c3s2s QsTc7h7d4s Td8s6s4h3h 
9h6d5h4h3d AdQs9h8h4h AhKh9h5s5h Qs9c7d6d5d 
KdQc8d4d2c JdTd8h4c3s Js8h7c5d4d QcJs7d5d2s 
Ah8h7h6s6h Ac9d7s6s5s Tc8s5s4d3c Tc8h8c7c3h 
Qd9d7h6d6c Qc9h8d6s6h KhTc4d2h2d KdTsTc4s4h 
Qh8h7d6h5h AcJc8h2s2d AhJs9s9c4s Ts9c7h7d5h 
KdQh9d6s2c AcQd4h4c3c KcTd9h4c3c KsJc4s3s2c 
Kc9d8d6d5h Qd9s7c6d2c AsQd3s3h2c Jc6d5c4s4d 
KsTh6d5s2c QdTc4s3d2c AhTsTd5c3d Ts9h4s4h3c 
AsJh7s5s2d KdJd7c5h3d JsJh9d6h3h KsQs9d3d2h 
QsJsTd8s2s QhJs9d3d2s KdTc5s2s2d Tc8s8d6h4s 
Jh9h5d4d3d ThTd9d7d5d Ts8s6c4d2c Ks8c6h5c3h 
AdKh9c5c4s Kh9h8h7c2c QhJc7s5c4c AdJd8d6h6d 
AdQhJh3s2h Td9h8s8d5c 8c7h7d6d4s Ad8s6s5c3c 
Qc8d5d4d3c KhTd5h5c4h 8c7h6h3d3c As8d6c5d3c 
KdQhJd6d3d Tc9d9c8h4s 9h9c7h5s4h Qh9d7c4h3d 
QhJd5d4s3c QhTdTc6s2h Th8c6d6c2h QdTs9s9c2s 
Jh9s6d4d3h Qh7s7d5s3d KdJh7s7d2s QhQd8s8h8d 
QhTc4s4c3s KcJh9d7d4s KhJsTc4d4c KhTsTc4d4c 
Qh9d6s6d3s Qs8d7d7c4c AhTc9s9d2s 9d8s6c5s4s 
KdJs9h5c3s AhKs5h2h2d AcKs9d6c2c 9s7h6h5d3h 
Ks9h6h4s2c KdJd9d8d5s KcJdTd3s2h 8c7s6s6c2h 
KdJc4d3h2h Th7c5h4h4c Tc9d7s7d2c KsQhQc7d2c 
AsTd9s3c2s QhTd8c6d3s JdTc9s4h2c AhTd9s8s2s 
QdJsJc7c3h 8d7h6c4c2d Qc9h8s6h6d AcJh7d5c2c 
Jc9c6d6c3d Td8s7c4c3d KdTc6s5d2h KhTd8s5c2h 
Js9d6c5s4h 9c8d7c5d2d AdJd8d4s2h Jc8h5s4c2h 
8s7h5c4c2h 8s8d6c4c2d JhJd7c6c2h AsKc8c5c2d 
AcKh5h4h2s AsJh9c4c2h 9c8c7d6s6c AsKs6h4s2d 
Js9d7h7d2s JdTs9s5s3s Jh8c6s5s3c Js9c8d7s4h 
KhQh7d6h3s Tc8s8d3d3c AdQs8s7s4s Ad8d6s6c2h 
Ts9d8d6h4d Ks8d7s4h3h 9c6s5s5h2c KsKd4c3h2c 
9h8d6d5c4d Td7d6d4c3c KhKcQs7s2s Tc6s5d4d4c 
AcJs9h7h3d QdTdTc8d2s 9d7s7d5s2h AcJh7h3c2c 
JsJc6c4s2c AhQh5h3s3d 9c7s7d5d2s 7h6h6c5d2c 
KdJh5d5c3s Ac9s6h5h3s Qc8h5h4h3c Th9c7s5d3c 
AsJd9h8h2c Ks8c7d4c2s KdJh9c7s3h Th8h6c4d2c 
QdQcTc4c2c As6d5c4s3s Td8d5c4s3c KsTs8s6h4s 
Qc8s8c7s2h JdTc9c5s2h Jc9h6s4h3c KcTc8s3s2h 
9d8s7h5c4c Jh8d7d6s2h KhJd7d5s3c JsThTd7s3s 
QhQd8d5d3s Ac8d6s5d3s KsQc9s5d3s QhJd9s7c3h 
AcKsTs7s2s ThTd9s8c3d 9c8d6h6d5s QcJs7d5c3h 
Jc8s5d4c2s KcTs9s9h3s KhQc9s7s5s AsQc7c3s2s 
Tc9h6c5s4c Th6h6d4d3s AsQd9s4h2c JdTc9c5c3c 
KhQhTd5s2h 9h9c7c5c4s Qd8c7h6c2d Tc7c6c4s3s 
8d7h5c3h3d KcJd6s5h5d QdQc3s3h2d Qs9d8h5d2h 
JdTs9h4c2d KcJdTd5s5d 9s8d6h5s4s AsKc5s2s2h 
KhQcTd7c3c KhJc8d5h3s JhJd9s5s3c AhKs9d8c4d 
Kd9d8c6h3s KhQh3s3d2s Kc9d8c5s4h As5h5d4h4c 
Jh8h6s5c4h JcTc9c5h3c Qh9h9d6h5h Jd9h7h4h3d 
Jd8s7c5h4h Tc9h8h6s4h AdKh5d2d2c QcJdTh5h2h 
Qd9d8s8c5h JcTc9d9c5c 8h7h7d5d2d Qc6s6c5c3s 
8s7c6h6d4d QcJh5s5d4h KhJc3c2h2c KhJc4h3d2d 
7c6h4h4c3s QhJd8h8c4s AhTh6s6h3c Jc8s8d6s5h 
QcTs9s7d4s Kc8h7d4c3d Th8s6d6c5c Th8c7d5c2h 
KdTs8h5d3c QhJs5d5c4s 8s8h7s7c2d KcTd9s6h3s 
Td6d5s4s4d As9d8d5h2h 7s6s6h5d2d KhTd7d6c3s 
Kh8h6s4s3s As5c4h3s2d Ts8s5h4c3h Kc8s8c7s3c 
AhKsTs3c2s KcTd9h7h3s 9d8c6h5c4c Qh8h6s5d4h 
AdKs6d4d3d JhJc3s2s2h AcJd8d6h6d QhJs7h4c2s 
Th9d8s6s4s KdTh9d5s5c JcTd8d3s2s ThTc6c5c2h 
9s9h5h4s2d Kh9h6d4h3d 8d7d6h3s3h AhKs8s5s2c 
8s8c6h6c3c 9c7d7c5d2s Jd9h6s4h3d AcQc6c4h4d 
QhJs7d7c5c QsJh9h8d3c Qc8d8c7d2s Th8h5s4c3s 
Ad7c6c4s3s JdJc9h5h3h QhTh9h5d4h KdJh3h2h2d 
Kc7s6h5d4s AcQh7h5h3d QhJh9s9c4d Tc8s8h2s2h 
QhTd9d6c2s Ks5s4d4c2c KdTs5c3d2c 9h9d8s6s4c 
AhQd9s5c4s KsJh9d5h4h Qd9c7s6d2c Kc8c6h6c5d 
Th9d7h6h5h AsJc8h6d4d AdKd9h4c3d Qd9c7h4d3c 
9s9d8d8c2d AsTc9s3d2s 9h7h5d4h3d Kc6s6d4s2c 
JhJc9s6d4s AcQh7d4s4h QhTs9s8s2d Ts7d5s5d3h 
6s6h5h4c2c KdTc4s3d2s 9d8s8d5d5c QsJcTs6h2s 
AcKc6c4d2s QhJh5s5c3d As5h3s2h2c Jh8c7d7c3h 
Qs8h5s4h3c AdTd5s4d3h Qs9s5c3h3c 8s7d5c3s3c 
KcTh6c3s2s Kh9d8c4d3h Qh9d9c7s5d 9s8s6d4d2h 
Ac8s6s5h3h QcJs5s4d3h QdTdTc8s3d Ks8h6h5d3d 
KdJc9s3s3c AhQdJd6c2s KcJd8h5c3s 7h6h6d5s2d 
8d7d6h4s2h QcTsTc8c2d KhTs9c7c3d QsJs5s4h3c 
QhTc8s8d5c Kd5h4d3h2s Kc9d8d7h3h JhJc9s8h3h 
KhTd6s6d5c KhQdJs7h3h Jc8h7h6s2c Jd8s7s5s4h 
AsKc9c6c3h 6s6d5s4h2h AsTs6s4h4d 9c8s8c7h5c 
Tc9s8d5h4d Qs8c5s5c3d 8d6s6h4d3h KsQd7c6c4c 
KhQcJs7h3h Qd8h6d5d2h KdQcJc4c2s QcTs8h8d5s 
QsJc9d3d2c JcTh5c3h2c QsTc6s5s4s AcJs7c6c4c 
8c7s7c6h2s AsTh9s6c2s QdThTd8d2s Jd9d5d4h3h 
Kd9c8h4c3d Qc6h6c5c3h Ks7s6d4h2h QcJs6d4h3c 
Js9h7s6s5s KcQd9s7h4d Qd8s8c7s2d KsJcTh4h4d 
Jh9s9c5s4d KcQsTd8d2h Kc9s8s8h4h QdTs8h8c5s 
QdJh8s7h4c KhJs7s7d4c 8d7c6d4s2s ThTd6d5c2c 
Kc7s6s3s3c AsJdJc4d2h KhJc9d3d3c AhQh9h7h6h 
Jc9c8d4d3h AsQs7s5s3d QsTd6d5d3h JhTdTc6h3h 
AdJsJc6h3s QdJd9s9h4c QhTh9d7c2s 9s9d7s5s4c 
Th8h7s6s2h AdKh7c4h2s 9c8d7h5s4s KhTh8d2s2d 
AsJd9h5h4h KsTh6h6c5d AhTs6c5d4s JdJc9s4h3c 
Kd9h8h7s3s Js8d5s5d2h Td8s7s7c6s Kd7s5d4c3h 
KsKhKcQh5c AdJs9h8s2s Qh8d5d5c4c Kd9c5d5c2s 
Td9s7h7c5c AhQh8h3s2s Kd9d9c5s4h Jc9d9c4s2d 
AcQs9d8d3h Kd6d5s3s2s QcJhTd3s2d KhQc6d5c3c 
QhQd8s3h2s AcQd7h4c2s 9s6c5c4c3s 5s5h4s4c2c 
KsTh5d3s2d QhTh9d7s2c QdJdTh8d2d 9d8s8h7s2d 
Ks9s5d4d2h Td8s6d4s3d QhTd9c4d3s AsJs8c6d3s 
Ks6s6h5s2h KsTc9d5c4c AhTd5d5c3c Qh8c6s4h3s 
KhQsTd7s3s QdTh7s4s2d KcJs7d3c2s 9s8d5s4s4d 
Qd8d6s4h2s Td8s6s4c3c KhJs7h3d2s Th8c5c4h2s 
8c7d6d3s3c Ks9s9h6h2s AcKh9d5c2c AhQd9d7c4d 
QdTd7h4h2c Kh9d6s6d2h KhJd6d5s5c AhJd8s6c4c 
Th7c6s5h4h KcJd9h4c3s Ks9d7s6h4s 8c7d5d5c3c 
AcQs7s6h2h Ac8h6s5h3s AdKc9s8h4s QdTd9d5d4s 
KcQcJc9d3c AdQh9d4c2s Kd7c6h5s4c 9h6s5h3s3d 
Jd9s7d5s2s AsKc9d5s2s 9d8h8d6s4c KcJs6d5h3s 
9h8d6d4s2s Td8s8c4s2c Qc8c7d6c5c Kc7d7c5s3h 
Jh8d8c6c5s Th9c8c7c5c AhJd5d4s2s AsTs4s4d2d 
6h6d4h4c2d Ah8h7c6h3d KdTs6c5d2h JdJc6d4c2d 
KhJdTh6s2h 9s8h6h6d5c Ac6s3d3c2d 9h9c8h5s4d 
Qd8c7s7c4s QsQc8h3h2c Td8c6s6h5h AhJs9d7d3c 
8c7c6s4d2s Qs8s8h5c4d Qc8s7s5c2h KsTd5c2s2c 
Ac7h6h4s3s KcJdTd8s2d QsTsTc7h3s 5h5d4h4c2c 
TsTd6h4h4c QdJd8s5d4d 6s6h5c4s4d KdJs7d3h2s 
Ks8c7h4s3h AsQcJc3c2d Td8h7s7h6h AsKd7d5d2h 
AsJc7d5s2s Qc9s8h7s5s 9d7c6s5s3s KsTs7h3s3h 
Th6d5h5d3s AsQh7h5h4h Th8s8d2s2d QhQc8c7c4c 
KsQs9h6d2c AcQd9h8h3s AhJc9s9d4d 9h8h5s4c3c 
8s6h5s5d2d KdQdJc6d3d KdTsTd4c3d 8h8d7d7c2s 
KsJc7c5h2h KcTc9h7c4c Jh9s6s6h3h Ks9h8h4s3c 
AsTh9c6s2s Kc9s6c5c2s 9s9h6d5s3s Ad5h5c4s4c 
QsTc8s7h3d QsTh6d6c4h 9s9c8h4s3c Kd9s5s4d3d 
AdQd7h4d3s KcJcTd6c2h KdKcQc7c2c QhQc7d5d3s 
Tc8s7s7h6s Kh9s8h5d4c Kh8s7d6s5s QcJsTh3c2c 
AdQc6h5s5h AhQh7h7c3s JsJh9h8d3h KdQcJd3h2d 
KsQs7d6s3h Kd9d5s4d3s Td8h7s7d3h QsQdJc4h2h 
Qc9h8d4h3c KhJd9s9c4h Qd8d6h6c3h Kd5c4d3c2s 
AhJd7h5h2s KdJs9h9c4d QsJc6s5s4s KcQs6d5s3s 
QhQc8h3s3d 9s9h8h8d2h Jh9s6d5h4c Tc8h8d4h2d 
QhJc8h3d3c Ah8h7d6h3s Ac8h8d7h2d QhJs5d3h2d 
QdTsTc7h3s Kh9h8s4d3s QhTs6h6c3d AhQh9c5h2s 
9s8h7c5d4d KhTd8c5s2h AcQh6d5c2c KdJc9h7h4s 
QdTc9h7h3s 9d8s8c7s2d 8d7c5s4c2d QcJc8d5c4c 
KhQc7d5s4d Qs6c5d4c3d 7s6h6c5d4d Kc7d6h4c3s 
Kh9d7h6s4h Qc9h7d6c2h QsJd5s5c4s AhQc5c4s4c 
Js7d6c4s3c AhQh5h3d3c 9s8h5s4s4h QsJc5s4h4d 
9s7s6s5c3h KdJdTd6c3d Qh9h8s4s3d Jh8s6h5h3s 
9s9c8c5h4d KhQc5s3c2s 9h7h6h5s3d QdTd7c5h3s 
Th8d8c3h3c Js9h7c3s3h Qh8c6h4d3c Kc8c6s4s3s 
AdTs6s4h3h Kc9h6c5c2h QsJhTs6d2s Th8h8c6s4h 
QhJh9c7s3d Qs9h6h6d3d QhTc9s5h2d Qh8d7d5h2s 
QsQc5c4c3c KdQcTs7c3c Td8c5c4h3d KcTs4d2d2c 
Jc8c7d4d3h Ac9c8c6s3d KsKdKcQc5s Js9d7h5c4c 
AsTs8s7s2d Ks8c5d5c2s Td9c7c6h3c Kd9d9c6c2d 
QsQd8d5d3c AcJs6h4h3s AhTc6h4s3h 8d8c6h4h2c 
Jh9h5c3h3c AcJd9d5d3h KhJd8c7c4s KdJs8h5d3c 
QhJs9d8c3s AhJh6c4h2c AhQd9s8c4s Jh8h7c6c2d 
JhTh8h5h5d Kc9s8s8d4d Kc7s6d4c3h Qc8h6h4d2c 
AsTh8h4d4c Ah5d4s3h2c QsJc4d3d2s AhTd9h3s2h 
Tc9h9d8s5h QsQc6c4h2d QcJsJc8c3d Qc8s8d7d3c 
TsTd7s6d2d Jh8s5s4c2h Qd8d6c5s4d Ac8c7c6h6c 
