Kd8s3s3d3c 
9d5c4s4d4c Ac7s7h7d3s TsThTd6h2s Qd7d3h3d3c 
8c3c2s2d2c QcTd5s5h5d 6s4s4h4d2c AdQc3s3h3c 
As6h6d6c3d AsJs3s3d3c 9d8s8h8c4c KhJd8s8d8c 
9h9d9c7s2s 9s9h9c7c2h Th5h5d5c3h Js3s3h3d2h 
8d4s4h4d2d 4s4h4d2d2c Kc8d4s4h4c Kc7h7d7c3s 
QsQhQd9d3d Kh8d5s5h5c Qh8h8d8c2s Ts5h5d5c4c 
Jd8s8h8c5d Js9c3s3d3c KcJs2s2h2d Tc9c4h4d4c 
Ac9d4s4h4d JsJhJc6h2h 9c5s5d5c4c Qs8d3h3d3c 
Ah8s5s5d5c 8s8h8c3s2s 9s9h9c7c2s Ac9s9h9d5s 
Ts8s8h8d3s Qd6h3s3h3c Jd7s4s4d4c 9c3d2h2d2c 
5s5d5c4h3d Kc8s6h6d6c Qh9s9h9d7h 6s6h6c4h3d 
Th4c3s3h3d Kc8d6s6h6d JhJdJc8c3c Jd7c4s4h4d 
9s7h3h3d3c JsJhJc3d2d TsTdTc4c3h Qs7s7h7d4c 
QhJc3s3h3d 9d7s7d7c4h Kh4s4d4c3c Jh8d3s3h3c 
Th4s2s2h2d Jh5s5d5c4d 7d6s3s3h3d 9s7h7d7c4s 
QsQhQd8d2c QhQdQc3c2s 9s4d2h2d2c JsTd6h6d6c 
9s7c5h5d5c Kh9s2h2d2c 7c6s4s4h4d KhTh2s2d2c 
6s6c2s2h2d Ah8s8d8c4c Qh9h6s6h6c Th9s6s6d6c 
KdQd8s8h8d 9c7s7h7c5d Ad6s6d6c2d JsJhJd6c5c 
Tc5s5h5d4h 8c7d2s2d2c Td5s2s2h2d Th7c6s6h6d 
Ts8c3s3h3c 9s9d9c7c2h 7c4d2s2h2c 9c8s8d8c3h 
7c6d3s3d3c 6s4s4h4c2s Qc6h3s3h3c KcJsJhJdJc 
KcQd2s2h2d Ts4d2s2d2c Kh6s6d6c2c Qc4d3s3h3c 
QsQhQd7c3d Kd8d4s4d4c JhJdJc4h2s 7c6h2h2d2c 
Kc9h3s3d3c Qd3s3d3c2c Jh8h8d8c4s Kd4s4d4c2h 
Ac4h4d4c2c QsQhQc6s4s AsTc6h6d6c Tc9s9h9d4s 
Qs4h4d4c3c Qs6c4s4h4d Qd5d2h2d2c 9h9d9c3s2h 
AcTd2s2h2d 9s9d9c4s2d 6h6d6c5d2d Td9s9h9c3h 
KcQc2h2d2c 7s7d7c5d2h Qh4s4d4c3s KsQh3s3d3c 
Tc5s5h5d4d Kh9s9h9c2c 6s6h6d4d2d Ad6s3s3h3c 
9c8d3s3d3c 7h6h2s2d2c Td9s5h5d5c JsJdJc7h3c 
Ad7h5s5h5c Qd6d2s2d2c Js9s9h9c5d Ts7s4h4d4c 
Js5d4h4d4c Kd7d4s4h4c Qs8c7s7h7d Qs8s8d8c7s 
7s4s4h4c2d 8h7s7h7d4h As8h8d8c6h 6h4s4d4c3d 
9h9d9c8s3h Qd7c4s4d4c 4d3c2s2d2c Ah8s8h8c3d 
KsTc3s3h3d 9c3c2s2h2c KsKhKdKc4s Qd9h4s4h4d 
As4s4d4c2s Kc8h8d8c2s Jh9h6s6h6c 8d4s4h4d3h 
ThTdTc6c2c 8s8h8c6d2d 9s6s6h6d3s QdJd4s4h4c 
QcJh8s8h8d Qh9h6s6d6c Kd6s5s5h5c Ks8s8h8c2s 
9h9d9c8c2c Ks6s2s2h2d Jc9d2s2h2d Ts7h7d7c6c 
Jh3s3d3c2c 9h8s8d8c3c Jc8c2s2h2c TsThTc8s4s 
Ks9c5h5d5c KcQh2s2h2d 9c8c4s4h4d Jc6c4s4d4c 
9c7c2s2d2c Js9s5s5h5d 8s7h6s6d6c 7d6h6d6c2h 
9s9h9d6c3d QsTd6s6h6c QdTsTdTc3d Ts8h2s2h2d 
Qs7s7h7c2s Kh4s4d4c3h Ad9d6s6d6c 8s5h5d5c4d 
QdJs4h4d4c Ts9h4s4h4c 6s6d6c4h2h Jh8c5s5d5c 
7c5h2s2h2d Qc6c2s2h2d JsJdJc9c3h 8h6s6h6d2h 
Th4s4h4d3d 9c8d2s2h2d QcTc6s6d6c 8d7h7d7c2h 
6s4s2s2d2c 8h8d8c6c2s 4s4h4d4c2d QdTh6s6h6c 
Jc3s3h3c2c AdQh3s3h3c Jh6s2s2h2c Ac6s6h6d2h 
JsJdJc6s2d As8h8d8c4c 7h5s5h5c4d Js6s6h6d3h 
Ks9s9h9c4d Ks8c3h3d3c Js8c5s5h5d ThTdTc3s2s 
8h3h2h2d2c Td7h3s3h3c Jc7s2s2d2c Js7d3h3d3c 
QsQhQd8c5c 7d6d3s3d3c 9h5s5h5d2c 6c3h2s2d2c 
Th3s3h3c2c Ac6s6h6d3d 9s8c5s5h5c Ts7d3h3d3c 
8d5h2s2h2d Qc7s7h7c3c 9s9d9c5c3h Qd5d3s3d3c 
8c6c3s3d3c Ad5s2h2d2c 9s5c4s4d4c ThTdTc4c3c 
Qh9s7h7d7c Qd8s8h8d6d 8s7s7h7d2c 8s6s5h5d5c 
Td5c4s4h4c Qs3h2h2d2c Jh7c3s3d3c KcQd6s6h6d 
Qs9s9h9d2c Ac7d2h2d2c 8c6s6h6d2s Ts7s5s5d5c 
Tc6s6h6d2s Ks4s3h3d3c Qs7c4s4h4c AdQd7s7d7c 
5c3c2s2d2c Qd5s2s2d2c Qh4s4h4d3c 9s3c2s2d2c 
Qd7s7d7c3c 5s4c2s2d2c Jc9h3s3h3d Qd4s4h4d3h 
9h7c2s2d2c Js8c3s3h3c Jd4h2s2h2d Kh9s9h9d4s 
8s8d8c3c2s ThTdTc6d4d 8s7h7d7c4c 8h6s6d6c3c 
Qh6s6h6c2s Js4d2s2h2c Tc8s8h8c5d KdQh3s3d3c 
Jc7h7d7c2c 9s5d4s4h4c 6s4h4d4c3c 7h7d7c5h3h 
Tc5s4s4h4d 8s5s5h5c3c Td9s9h9c5d Kd5s5d5c2d 
6s6h6d5d3d Js9s3s3h3d 7h6h6d6c4h JsJhJc9d2h 
7s7h7d4d2h Ac9s9h9d4d Js8d5s5h5c Js6h6d6c2h 
Kd9s9h9d3s KhJc3s3d3c Th7d2s2h2c 7h7d7c4s3c 
Ks7s5s5d5c Qc8d4h4d4c 8d3s2s2h2d 4s4h4d3s2c 
As2s2h2d2c 9c5s2h2d2c Ac7s7h7c2d Tc9h4s4d4c 
Td6h2s2h2d Jh5s5h5d3d Qh8s8h8d2c Qd7s7h7c6c 
6c3s2s2h2c 6c4s4h4d4c TsThTd7c2h Td7d6s6h6c 
QhTs6s6d6c Kd9c3s3d3c Jd5h5d5c2s Jh7c2s2d2c 
Ts6s2h2d2c 6h3s2s2h2c 9h8d2h2d2c TsThTdTc7s 
Tc9s4s4h4d TsTdTc4h3d Ah8s8h8d4h Th4d3s3d3c 
Qd6s6d6c5d Td8s8h8d3h 9s9h9c5c3d Qc9c3s3h3c 
TsThTd6h2c 8s7h7d7c5h Jh6s6d6c2h Js9s9h9d5s 
6h6d6c4s3d Ks9s9h9d5c 8d7d3h3d3c Td8c5s5h5d 
KsKhKd8h2h Qd8d4s4d4c 8c4s4h4c3c 7s4s4d4c3d 
8d2s2h2d2c JhJdJc6c2c Jh8s4s4h4d Ac7c4h4d4c 
Qd7d4s4d4c Td9s3s3h3d Kc7s7h7d3s Kd8d6s6h6d 
Jc8s8d8c6h Ac9c4s4h4c Jd7d2h2d2c 9s8d3s3d3c 
9s9d9c8h5c Jc8s8h8d3h Th6s2h2d2c TsThTc5d2h 
JsJdJc7s3s 7s4s2s2h2c Jh9d5h5d5c 9h8h8d8c3d 
9h7h2s2h2d Kc9d4h4d4c Th4s2s2h2c Qd8s8h8d3s 
8s8c2h2d2c QsQdQc4h2h Kh8h8d8c3c Td7c2s2h2d 
Jh7s4s4h4c 9s9d9c5h4c Kc7h3s3d3c Tc3h3d3c2c 
Td8s2s2h2d QsQhQc4d2d 9d6h6d6c3d QcTs6h6d6c 
Jh4s4d4c2h 5d4s4d4c3d Jh6s6h6c5d JdTc7s7h7c 
Kh9s9d9c3c 8s6h6d6c4s Kd9d2h2d2c 6s6h6c5d2s 
5d4h3s3d3c Td4c3s3h3d JsJdJc3c2c Ts6s6h6d3s 
QsQdQc7d4d Th9s3h3d3c Jc5s5h5c2s Kc4s2s2h2c 
QhTd7s7d7c 9s9h9d5s2s Jd7s7d7c3h 8s8h8d4d3d 
KhJd3s3d3c 8d7d6s6h6c ThTdTc9s2h QcTs2h2d2c 
QsQdQc5c2h 9s9h9d7s3c 6h4h2h2d2c TsThTd6h3h 
KsKhKdKc9d Qc4c2h2d2c JsJdJc4h2s Kd8s3s3h3c 
Kh7s7d7c3h Qc8d7s7h7d Td6s6h6c2c Tc8s2s2d2c 
AdTd3s3h3c 8c7s7h7d2s 9s4h2s2h2d Jd8s8d8c4h 
9s8d3s3h3c Kh9s2s2h2d Kd8s8h8d2c 7s5h2s2h2d 
Ac5s5h5d2d Jc8s6h6d6c Ah9h2s2h2c KsKdKc6h2h 
9s8s8d8c6s AcTd3s3h3d 8d6s6h6c5d Qd8h8d8c2c 
Qd9d2s2h2c Th7d4h4d4c Td9c6s6h6c AdQd6s6h6d 
QhQdQc8s2d Kh6s3s3d3c Jc9h7s7d7c Kh9s9h9c4d 
Js3d2h2d2c AsJs3s3h3c KhJc2s2h2d Kh6h2s2d2c 
Ad8s8h8d8c Qc9d6s6h6c Kh7d4s4h4c Qd6s6h6c5s 
Qs7s7h7c4s QcTc4s4h4c Jh4s4h4d4c 9d6c3s3d3c 
Qc8s8h8c3c 6d4s4h4c3d Kc6h4s4d4c 9c5h4s4h4d 
Jh5s5h5c2s 7s7h7c5s2h Ks9h9d9c3d Qh6s6d6c3h 
Qs9h9d9c5s 7s6h6d6c3h Jh5s5d5c3c 9s4h2h2d2c 
9s9h9d4c3h 6h5c4s4h4d Tc4s4h4c3h Th8s8d8c6h 
6h6d6c3d2h 5h5d5c4c2c Js6c4s4h4d 9s6h6d6c4c 
Tc6s3s3h3d 6s5h2s2d2c Tc4h4d4c2h Js9s9h9d9c 
8s3h3d3c2d Qd8h5s5d5c 7s4d2s2d2c TsTdTc3c2s 
Kd8s8h8d4c Kd5c4s4h4c QsQhQdQc5d JsJhJd6s4s 
Td3h2s2h2c 8s6h6d6c3d JsJdJc6s4h Qh4s4d4c3c 
Jc6c2h2d2c Qs6s6d6c2d Ks6s6h6d3s QsQdQc4s2h 
8c5s5h5d4h 8c7c2s2d2c 8s7h3s3d3c 9s2s2h2d2c 
5s4s4h4d3s 8s8h8d7c3d QdTsThTc3h Js9s9h9d6s 
9s7c2h2d2c JcTc4s4d4c Td5s5h5d4d QsQdQc7s3s 
Ac7s3s3h3d Kd4h4d4c3s 8d7d2s2h2c Qd9s9d9c3h 
Ts4h2h2d2c 8h7s7d7c2c Jd9s3s3d3c Ts4d2s2h2c 
Qs6d5s5h5c 9s9h9d5h3h 9c7s7h7d3c 8s8d8c4s2s 
5d4h4d4c2s Ah9c2s2h2d Td9c3h3d3c Jh7h7d7c2h 
9h5s5h5c2c 5c4s2s2h2d 9s8h3s3d3c Qh8h2s2h2d 
KhJh4s4h4d KsJs3s3d3c 6h6d6c4s3c Qd6s6h6c4c 
KsKhKdKc9s QcJd4s4h4d 9s9h9c3c2h Qs7s7d7c2d 
TsThTdTc8c Qd6h6d6c3c Kc9h9d9c2s 9d4h4d4c3h 
AdQsQhQdQc Jh5s5h5d2c Jc7d4s4h4d Jc6d2s2h2c 
7s7d7c5c2c Ts5d4s4h4d Ks6s4s4h4d 6s5h5d5c4h 
Kh7s7d7c2h Kc3s3d3c2s 9s9h9d5c2c 6s5s5h5d2c 
Kh4d3s3d3c 8c7s7d7c5c 9s6h2h2d2c 8d7h4s4d4c 
AcJc2s2h2d TsThTc8c5d Ah9s9h9d3h Tc7h2s2h2d 
5h4d2s2d2c Tc8c2s2h2d 8s6h3s3d3c 5s5h5c3s2h 
Th4c2s2h2d 8s8h8d3d3c JsJhJc6h2d 8s5s5h5d4s 
Th4s3s3h3c 5c4s4d4c2s 7h7d7c3c2d JsJhJc9d5d 
Qd8s8h8c6d 7h7d7c2h2c JsJhJd5c2d 6s6h6d5s2s 
9d8s8h8d2h Kh6h3s3h3d 7s4c3s3d3c 9s5s5h5c4s 
Qh6c3s3h3d 8d5s5h5d2s JsJhJc9c2c 7d6s6d6c3h 
Ks7h7d7c4s Td8s8d8c4h KcJsJhJc2c TsTdTc4s3h 
Jh9h9d9c2s Ks7s7h7d3d Ac8s8h8d2h ThTdTc4c3s 
Td9h5s5h5c Ks9s9h9c4s Qd6s6h6d3c 7s5h3h3d3c 
4c3s3h3c2d QsQhQc4c3c Ah8s8d8c2d JsJhJc7c2s 
Qc8h8d8c4c TsThTdTc6c Qs9s9h9c6s Qs5s5h5d3s 
7h7c2s2h2c JsJhJd8s4c QhQdQc3s2c TsThTdTc7h 
Tc9c3h3d3c Tc5s5h5c4d Ts3h2h2d2c Th7h4s4d4c 
6h6d6c4h2s 8d3s3h3d3c QsQdQc6h4h JsJdJc6s3s 
6d5c2s2h2c Td4h4d4c2c Qs8s8d8c5s Ts8s8h8d2d 
4s4d4c3c2d Tc8s8d8c5c 7c4h2s2h2d Qd9c5s5h5d 
Jh7s7d7c3d 6s4s4d4c2d Th7h7d7c3c 8s6h2h2d2c 
Qs9d5s5h5c 6c5s5h5d4c 6s5d4h4d4c Js8s8h8d4c 
Kc7h3s3h3c Qc6h3s3d3c Jc9s6h6d6c Qs6d2s2d2c 
6c3s3h3d2c 9c5s5h5d3s JhTc7s7d7c 9h8h4s4h4d 
9c5h2s2h2d ThTdTc5s4s Ts4s4h4c2c Kd8h8d8c6d 
5s3h2s2d2c 6h4s4h4c3s KdQd3h3d3c 7s6s3s3h3c 
Qh4h4d4c3s Td9d7h7d7c Ad8d3s3h3c Td6h6d6c3s 
Qd5h5d5c3s Qh8s8h8d4s QcTsTdTc3c Js7s7d7c2d 
Th9s3s3h3d Ac3h2s2h2d KsTc4s4h4d Jc6s6h6d3c 
Kd8s8h8c2h KdJc7s7h7d 9h8s8h8d5h As7d2h2d2c 
8s7h7d7c3h Qd9s9h9d3h QsQhQd4d3d 7h5s4s4d4c 
Ad3h3d3c2d Td6s6h6d2h Td8s8h8c2h Td6h2s2h2c 
KcJd2s2h2c JcTs2h2d2c Ks7s7h7d6s Qh7s2h2d2c 
Jc5h5d5c4c Ts4h4d4c2s 9d5d4h4d4c 9h5s5d5c2d 
8h6h6d6c4h Ah7h2s2h2d Jd5h3s3h3d Kd8h2s2h2c 
4s4h4d4c3h Ad3s3h3c2c 8c4s4d4c3c 8h6s6h6c2d 
Qc4c2s2h2c Qh4s2s2h2d 8h6s6d6c3s Kd8s4s4h4c 
Td6s6h6d5d Js9s2s2h2c TsTdTc8c3c Qc6s4h4d4c 
KsKdKc7h3h Qs7h7d7c5s Qd6s2s2h2d 8s8h8d6d2d 
9d6s5s5h5c Kc3s3h3c2d Js7s5h5d5c Ad9d3s3h3c 
8s3c2s2d2c TsTdTc6h4c Qs5s5h5d4s Qd4s4h4c3s 
9d3h3d3c2s 9s7s7h7d7c Tc8s8d8c6c 4s3d2h2d2c 
7s5d2s2d2c 8h4h4d4c2d 6d5h2s2h2c 7s7d7c4c2c 
Td4d3s3d3c Qh7d2s2d2c Tc8h8d8c3d KhQd5s5d5c 
Qc5h5d5c3s KdQd5s5h5c Ah9s9h9d2h 8s3s3h3d3c 
JsJhJd3s2s Kh5h5d5c4s 8d7d3s3h3d KdTd5s5h5d 
8d7s7d7c3d Jd7d2s2h2d Jc5s5h5c2h Jd7s7d7c2d 
Kc7h4s4h4d Ac6d3s3h3d Kh5s5d5c2s 9h3s3h3d2c 
Kc4c3h3d3c 9s8s8h8d2h As4s4h4c2s Jd6s6h6d3s 
Qh6s2s2d2c TsThTc3h2h Qh9s9h9c3c Kh5h4h4d4c 
8s8d8c3h3d 9s9d9c7h4h Jh8h3s3h3d Ad9c4s4h4d 
9h5h5d5c4h 9s6s6h6d4c As8c2s2h2d 9c5s5h5c4d 
KdJsJdJc2d 8s8h8d5h4h 9h5h5d5c3s Kc5s2s2h2d 
JhJdJc6h4h Kd8s8h8d6d Qd6s6h6d5c Qh7h2h2d2c 
9s9h9d9c4h Qc9c2s2d2c QhJh5s5d5c Th6d5s5h5c 
Kc9s3s3h3c Qd3s3h3d2c Ks6c3s3d3c Td8h2h2d2c 
Jh3c2s2h2c 9d8h8d8c3h QdJc7s7h7d Qh6h6d6c2s 
KdJd6s6d6c QsTs6h6d6c KsKhKdKc5s 9s6h6d6c4d 
Jc7s7d7c3s KdTsThTc4c 8h8d8c7c3s Js8c2s2d2c 
5d3s2h2d2c KhTc5s5d5c TsTdTc6d3h 8s8h8d8c4d 
9s9d9c5d4h 7s7d3h3d3c Qs4s4d4c3h Kc3s2s2d2c 
8c7s7h7d4d 9s4c3h3d3c Jd4h4d4c2d 8d7c5s5h5d 
Kd6s6h6d4d 7d4s4h4c2s 7s7h7c6c2s Qc8c3s3h3c 
Kd7h5s5d5c KdJs2h2d2c Qc4c2s2d2c Tc3s3h3d2s 
9s7s2s2h2c JhJdJc9s3c Jd9s9h9c3s 9h9d9c7c2c 
Kh9c3s3h3d QhTd6s6h6c Th8h8d8c3d QhQdQc6d3s 
Qs5c4h4d4c Kc5h2s2h2d Ad6c3s3h3d Kd5c2s2h2c 
9h6h5s5d5c 7d3s3h3d2c 7h3s3h3c2s Ts7h7d7c6s 
Qc6s6h6c2s Td8s8d8c3s 3h3d2s2d2c Jc7d6s6h6c 
AsQc6h6d6c Ks6s6d6c3s 9s9h9c4s2d 6h6d6c5s2s 
KhQh7s7h7d Kh9s9h9d3h TsThTc4h3h 5s4c3s3h3c 
Js6s5s5h5d 9h9d9c6s3h Kd3s3h3d3c 8h5d3s3h3d 
6d5s5h5c2c 7d4d3s3h3c ThTdTc5c3c 9s7c6s6h6d 
Kc7d2s2d2c 8s7c3h3d3c 7s7h7d2s2h AdJd2h2d2c 
8h5h5d5c4h 9h6d2s2h2c Td5s2h2d2c Kh9h9d9c3s 
Td7s7h7c4c JsJhJc6h4d Qh9c4s4h4c 7s6s4s4h4d 
Qc8s8h8d7s Kh3h3d3c2d QsQdQc6s2s Jh4d2s2d2c 
Th8s8h8d2c 9c7d2h2d2c 9s6s3s3h3c Kh4s2s2d2c 
Kc4s4h4c2h 6h3s3h3c2h 9s9d9c5c3c 9d7c3s3d3c 
Jc9s9d9c6c Jc4d2s2d2c Kd9s9h9d4c Jd6h6d6c2h 
9d6h4s4h4c Ac9c4h4d4c Js4h4d4c2s 9s9h9d5d2d 
QcJc4h4d4c Tc8s8h8c2c Js7c2h2d2c Ts8d2s2h2d 
6c4h2s2h2d 5d4h2s2d2c Qc5d2s2h2c Th5h5d5c4h 
Js6s6h6c5d 7s7h7d6d2d Kd7s2s2h2d Td5h5d5c2d 
Kh7c2h2d2c 9s8s3s3h3c 9h5h5d5c3c 8h7d3s3h3d 
As7d3h3d3c 9c4s4d4c2h 8s8h8c4c3d Th7s7h7c4h 
QsTs2s2h2d Ac5s3s3h3d 8h4h4d4c3c JsJhJd8h2h 
8s8d8c3s2d Kh4s4d4c3d Ks7s4s4d4c TsThTc6c2d 
7h6c5s5d5c Kh7s3s3h3c 7c5h5d5c4s Th3h2h2d2c 
Th9s9d9c4c Ah7h4s4h4c Ac5s4s4h4d Th5s5h5d2s 
Ah9s4h4d4c Qd4s4h4d2h Kc6h2s2d2c 6s5s5d5c2s 
5h3s3d3c2s QsQhQc8d2h KsTsTdTc3s 9h7s3s3h3d 
QsQhQc9c3c Kd9s9d9c3d Qs9h9d9c6s JsJdJc7s2c 
7c6h2s2h2d Ts5h3s3h3c Jh9c7s7h7d Qh4c3h3d3c 
QdTh3s3d3c QdJs6h6d6c 9s5s4h4d4c As9h9d9c2c 
9h4s4h4d2h ThTdTc8s5d KdQd2s2d2c 9d4d2s2d2c 
QcTd2h2d2c KcTsThTd4h Jh4s4h4c2h Jd4h3s3d3c 
Qd7d5h5d5c Jc6s4s4h4d JcTd6s6h6d 8s8h8c5d2s 
9c4h2s2h2c Th7s7d7c5d 9c7d4s4h4d Qc8c3s3h3d 
Kd6s6h6d4c QsQhQc7c3d 4d3s3h3d2h 9d8c2h2d2c 
Ks9h3s3h3c Jc6d3s3h3c Qd9s9h9c2c Jd5d2s2h2d 
ThTd2s2h2c QhQdQc6c4c Qd9s9h9c5d 6s3s2s2h2d 
TsThTc5c2d 9c8c5h5d5c 7s7h7d4s2c Th6c2s2h2d 
QhJh3s3h3c Ks5s5h5c3s Th5h5d5c3s TsThTd7h3c 
Qc9s9d9c4h Ad5s5h5c3h KcTd5s5h5c Qs5s5d5c2s 
As8h8d8c3h 4c3d2s2h2c Qh5s3s3h3c 6s6h6d6c2s 
6s4h4d4c3s Js4s4d4c2s Th3h2s2h2d Kd3h3d3c2d 
Tc4h2s2h2c Ks9h7h7d7c Jd7s7h7d3d Jc6h4s4h4d 
5c4s4h4d4c Kc6s6h6d5h 5c4s4h4d2h 5s5h5d3d2d 
QsQhQd5c3c 7h7d7c5d3d 9h9d9c7c2s Qc3s3h3c2h 
9h7s7h7c5h Jh8s8h8d5c 8d7s7d7c3h Th7d4s4d4c 
Jh4s4h4c2s As9s4s4h4d Jc8h4s4h4c 9s9d9c4s3c 
Ah9d2s2d2c 8h3h2s2d2c 9s9h9d8c2d 8h3s3h3d2d 
JsJdJc6s2c 5d3h2s2h2c Th8h8d8c2c Tc8h8d8c3s 
Ah4s3s3d3c Qs7s7h7d3c QsQdQc6s3h 9d7s4s4h4d 
Ad4s4h4c3c Qd6s6d6c5h 9s4h3s3h3d TsThTc6d5c 
Qc9s9h9c5c Ah9s3h3d3c 5h5d5c4h2h Js9d5h5d5c 
6h4h3s3d3c Ts4s4h4c2s 9d6c2s2h2d QsQhQd8c2s 
Tc5s3s3h3c 9h9d9c7s3h TsTdTc9h2h Kh5s3s3d3c 
9d8h8d8c2c 9c7h2s2h2c 6h5h5d5c4s Kh5c2h2d2c 
Jh7s7h7d6c 7c4c2h2d2c Tc4s2s2d2c Kh8s8h8c3h 
6s4h4d4c2d As9h9d9c7d Qc6h6d6c3c Qs4h2s2h2d 
Jc8s8d8c5h 9s9d9c6c4h 5c3d2h2d2c JsJhJc6h2s 
QsQhQd5h2c Kd6s3h3d3c 8h7d4s4d4c Qd7d3s3d3c 
QhQdQc7s4d 9s9h9d8d2d Qh8h5h5d5c QsQdQc7d3d 
Tc7s4s4h4c Qc8s8d8c2c Ks4s4h4c2c JsJhJc3h2h 
Kc4s4h4d3s Ks8s8h8c3c JsJdJc7c2d 8d7s7h7c5d 
Ks7h7d7c3d Jh5h2h2d2c Js8s8d8c5s Th5d4s4d4c 
Qc8c5h5d5c As3h3d3c2c Jc8c3s3h3d Qc4s4h4d3c 
9s4h3s3h3c 8c6s6d6c2d Qd8s8h8d3d Js4s4h4c3c 
Qd4s4h4c2s Ts9c2s2d2c Qc6h5s5d5c AsTh2h2d2c 
Qc7s7d7c4c As8c3s3h3d Th5s4h4d4c KsJh5s5d5c 
Kh7s7d7c2s TsThTc3d2c Ad4s4d4c3d 9c7s7h7c4d 
KhTsThTd3h Kh9s9h9d4h Ts8s6s6h6c Qs8h8d8c5h 
9s8s8h8c4d Jd8s8h8c5h Ks8d2s2h2c Kc9h2s2d2c 
7s7h7c2s2d 7s6h6d6c4s TsTdTc6c3h JsJdJc9h3s 
Kd9h2s2d2c Jh9h9d9c5s Qh7s7h7d2s Qs4s4d4c3s 
QsQhQdQc9s Jh5h4h4d4c Tc8h8d8c4s Ah9s9d9c2h 
8s8d8c7s3h 8s4c3h3d3c 9s9d9c4c3s 9s8s8h8c5s 
Jd4d2s2h2d Kh9d3s3d3c Qc8s8h8d2s 8s6c5s5h5d 
7h7d7c6s3h Qs4h4d4c2d QsQhQd7c2h 9s8c6h6d6c 
9d5h3s3h3d Th9c6s6h6d JsJdJc9h4d 7d5h2s2h2c 
4h3h3d3c2s Kc7h2s2d2c 8s8h8c4s2h Jh6h6d6c3h 
Js6h6d6c3s Ac6s5s5h5d Th5s5h5c3s 8h7h4s4h4c 
AhTsTdTc2s Kh9s7s7d7c QsQdQc4c2c KsQc6s6h6d 
Tc7c2s2h2d Ad7d3s3h3d Kc6c4s4d4c Qh5h2s2h2d 
9c7h7d7c4s JsJhJdJc4s Qd5s5h5d3c 7h7d7c3s3c 
TsTdTc7d3d 9c8h2s2d2c Ad7s7h7c6h As6d4h4d4c 
6d2s2h2d2c 7s5h5d5c3h 8c5h5d5c2h JhJdJc5d2s 
JsJhJd6d4c Kh9h9d9c2c Kd5h4s4h4c Qh7s3s3d3c 
Kd8d2s2h2d Th7s7d7c2d 9h4d3s3d3c 7d4s2h2d2c 
7c5c4h4d4c 9c4d2s2d2c JhJdJc7h2c 7d3d2h2d2c 
AhTh5h5d5c Qs8c5h5d5c Qs5h2h2d2c Ts7s5s5h5d 
9h8s8d8c5h Qh5c2h2d2c Th7h6s6d6c Kh8s4s4h4d 
9d5s3s3h3c 4d3h2s2h2d 4s4d2h2d2c TsThTc7h5h 
6h4s2s2h2d Tc8c4s4h4c Th4s4h4c2c As6h6d6c5c 
Kc8h6s6h6d 7s7c2h2d2c Qc7s7h7d7c Kh3s3d3c2h 
Kd8h8d8c3s Jc8s3h3d3c 7d6s3s3d3c Qd8s5h5d5c 
Jh5h5d5c2d Kd9c4h4d4c Jd8s6h6d6c JhJdJc5h3h 
Tc9c7s7h7c 6s6h6d5c2d QsQdQc4s3h KhQc6s6d6c 
TsThTc3s2d 9s6h6d6c5h 7s7h7c3s2s 9c8s8h8d3h 
Qc7s2h2d2c JhJdJc8c2s Jc8h8d8c3c Ad8s8h8c4s 
TsThTc8s2d 8s4h4d4c2c 8h7c3s3h3d AcJd3s3h3d 
9c8d4s4h4d 8s8d8c4s3h Kd6s6h6c4c QsQhQd4c2d 
JsJhJc9s2d Ac9s9d9c4h 8h6h5s5h5d Qc7c5s5h5c 
Th5h2s2h2d Qh9h3h3d3c Kh8c2s2h2c Qc6s6h6d2d 
Td7c4s4d4c Th7d3s3d3c Jc6s6h6d3s Kh8h6s6h6c 
Kd6h5s5h5c TsThTc5d4c Th4s4d4c2c Qh6h6d6c3h 
Tc7s6s6h6d Jc6s6h6c2s 6h6d6c5s2c 6h5s2s2h2c 
9d7s7h7c5d Td7s7d7c3h Td7h7d7c4d Js3s2s2d2c 
8h7h5s5h5d 7d5c3s3h3c Ah7c3s3d3c 5s4s3s3d3c 
QcTsThTc4c QsTc5s5h5d Td7d6s6d6c 5d4s4d4c2s 
9h5d3h3d3c 9s9d9c6h2d KhJc8s8d8c Jd6s6h6d5c 
7h6s6d6c3c Kd8h3s3h3d 8s8h8c4h3s As6d5h5d5c 
Kc9c6s6d6c QsQdQc9s2s Qd5s5h5c4d 9d5s3s3d3c 
Jc5c3s3h3d 9c7c4s4d4c Kd7c2h2d2c JsJhJd9h4h 
5s5h5c3c2h Js8h8d8c3c Ts4s4h4c2d 7c5h2s2h2c 
AhTsTdTc2d Tc7c4s4h4d TsThTd3c2s Qc5s5h5d3d 
JhTh5s5d5c QsQdQc9h3h 9s5s2s2d2c Ac4s4h4d3h 
ThTdTc8c2s 8c6s6h6d4s Th3s3d3c2c Tc9s9d9c4h 
Ac8s8h8d3d 9s7h4s4h4d 6d5h4s4d4c 6s6h6c5h2d 
Qc4d2s2d2c Tc4c2s2h2c JsJdJc7h4d AhJs2s2d2c 
Jh8h8d8c6h Ac8s2h2d2c Jd6s6h6d3d 5s5h5d5c4s 
Jd9s9d9c6h As9h2h2d2c Qh8s8d8c5s TsTdTc5s5h 
