8h7s6h6d5s 
JdTh6h6c4c Ts9d8d6s3c As8s5c3d3c Ah7d4s3h3d 
AdQc7h5h3c KcQd5s2d2c KhQhJs7d2s QsQhTc4h3d 
QcTd9c7d2s JcTd5s5d3c AsKdQs9s2c AsTdTc8h5h 
KhJsTd9d4c KhQs6s6h3s JhJdTc7c5c KcTh9s6c3d 
Td8c6c5h4h JhJdTd3s2s Th9h8d7c4c QhJc9s8c6d 
AsQs6h4h2h AhTsTd7d6c KcQc9h8s6c AsQhQd6d3c 
QdTh9c6s4d KhKdQs7s3c KhKdJc9c4c Ah8d8c4c3h 
QhJh6d5c4s AsKs8d3d3c QsQd8h7h3s AcJs9h3h2c 
KdTh5d5c3h QsJd9d8s4d JsTc8h7h3c KdQc9s4d3s 
QcJdTs6d2s KdTs8d5s5h QcTs8h7s3c Ac5d4h3d3c 
QcTc8s6s2s Kh9h8s7c4c KsJsThTd3s ThTd9c8h4c 
AsTs7h4h2h 9c8s7s7d5d KcJsTd3d2s AhKh9s9h7h 
9h8d7d6s4s AcJs8h7s7d Ts7c6s5d4d KdQhTd7c5d 
KsQh9c8h6d KsQdJh9h6c JhTs8c7c5d AdQc9s9c4s 
KdJc5s5d3s AcQhTh6s4h KcJsTs6d5s Tc8s7c5s4s 
Qs9s6h5h4d AhKcJc8c6c Ac9d7h7c4s KdQdJh6s2s 
Kh7s7d6h4s As8h7d4s4c Jc9s7d5d3c KsKcJd9d4d 
KhTc6h5d2c QdTs7s7d3c Js9s8d7h4h KdTd7c4h4c 
JdThTc6s5d AsJh8s4h2s AcJdTs7h3s AsKs9h9d6s 
QhJhJd3s3c AhJd9d9c3c AdQc6c3d2s KsKc9c8h3c 
QsQdJc7s4h QhTd9c7c2h Jc9s6d6c5s 9h7h6h5s4s 
QsQhTh7d4h AdKs6d6c3h Qs9d9c5d4s Kc8s7d5s5c 
JsTh8c7s3c AsKdQd8d4c KsQh9s7c2h QhQc8c7c3h 
AcJcTs6c3h QhTs6h6d3s QhThTd4c2d KhQdJc7c6c 
Js9c7s7c5c KcTsTc9c7c JdTs8s8h6c QdJhTd5c3d 
Ad9s7h7d4c QdQcTh8s3d Qs8s7d5c4c 6h6d5s4s4d 
Qc9c7d6d4h AsTd8c4d4c Qc9s7c5s4h QcJh9h7c4c 
Kh9h6c5c3c AcQh6s5c4c KcTc6s6c4s 9h9c7h6c4h 
Kc8s6d6c4s JsJh8s4s4h 9s9d7d6c5h AsJh7h4h2s 
AdKc8c7c4h QdJsTd5d4d Ah9h6c5s2c JdTd8s5s5d 
Ad9c6c4d3c Ac6c5d3s3d KsQsJh7c2h QhJh9d8c6h 
QcJc9s8h5d Jd9c6s5c4d As9s7d6s5h JhTh9s2s2d 
Ac8h7s4d4c Qs9c6s5c3d QcTh9c4h3c AhKh9s9h2s 
AhKcQh2s2h QcTd8c6h5c AhQdJs8s4s Kd9c6d5h3h 
JsTsTc7h5s AcJs7s4s2c AsJsJhJcTh Ks9d6s5c3c 
Ac9h9c8d4s QsJc8h7c6d KcTd6c5s4h AhKs5c4s3d 
9d9c5d5c3s AsQc8h5s2d QdTh7h6d3h JcTsTc9c6h 
KsKc9h7d4h AcQd8s5h4d KdJdTs9d2c As7h6s4s4h 
KcQhTs7d4h TsTd9d5d4s JhTc7s6s3h AdKhTd7c2d 
Ah8s7c5h3d 9d8c7d5s4c AhTh8s4c3d Ts9c8c7h4s 
QsJc9s7d4d Th7c6h5s4c Ac8c6s4s3h Jh8s8d7s7c 
AcJc7d4s4h Ad8h7c5d3s AsQs9h8s7s 7d6s6d4s4h 
AsQd8c5h4d QsQh5h3s2h QhJsTh6h2s Ks8c6s6h4c 
Js8s7h6h6d Ac9c5d4h3d AsQs7h7d4c KcTd6s6d5s 
JhTh8s7s3s QsTd8s7h3d KhJsJh9h6c Ad9c6d5h2h 
KhKdQd6d2s QsTd6h4h3s QdJcTd6h3s KhQhTs7d4h 
JhJd9s7c5d JcTh9d6h2c AhKs6h5h3d 9c8s6d6c5s 
KcTh8s5s3c QhTd8h4d3s QcJh9s8s4h AdJd9h7d2h 
AsQh8c7h5h AcTh8c6d6c 9s7s7d6c5c KdQsJs5s4c 
JdTh9c7c2h Ah8s6h6c2s Ac7h7c6s2h AcKc9s7d4c 
Qs9c7s6h4h QdTdTc3s2c Jh8s8h7h7d AhJhJc6h4s 
As8d8c4c3s QcTh8h4d4c JcTc9d4h2d AhJh5s3d2s 
Tc8h6h6d5d AcTs9h8s5d TsTc9c8c6d KdJh9d8h2d 
KdQh5h4s3s AdKsJc6s3h AdQcJc9c5c AcQh8s5d4h 
JhJc9h4c2s ThTd8s7c6c AcKd7c5c3h QdJd7d5h4h 
QdTc8h5h3d QsTc9s7c2d 9d7s7d6h5h Td6s6d5s5d 
Jh8c7s6h4c Js8d6c5s4c QsJdTs5s3c QhJs9c7d6s 
Ks9s8c7d4d KhQcTd7s7d Tc9c8d6d4c 9s9d7s6h5c 
AsKdJd6d4c Ah5d4d3s3h QcJdThTc4c AsKs7c3s3c 
KdQd5d4c3c Ad9c8d2s2c KhTd5d4d3h AcJc9d4d3c 
Jh8h7c5c4c KsQdJc6s3h JhJc9c8c6d Ks8s6d5d5c 
9c7h6s5c3s QhJhTsTh2d AsJs9c7d4s QsTsTd8s6s 
KhQc9h7d2c AsJh8d7h6c AhQc6c3s2h KhJs8s6c3h 
QsJhJdTs4s Ah7s5h4d2s 9h9c7d6h4d Kd8d7h5d4h 
KhKcTs8d2s Qc8s7h5c4h Th8c6s6c5s JdThTd7c5d 
9d8h7d5c4c QsQd8d7s3d Js8h8c5s4c QcTd7h5d3c 
QsTc9h9d7h AdKhJh6h4c KsTs6s6d4d As8c7s7d6s 
KhJh8h5d4d Ts9h8h5d4s Qc8s8h7d7c AcJhTd7s3h 
Qd8s8h5h5d Kd7s7c6d4c QcJh8s5s3c JdTd8s8c6h 
TsTh6d5s3h QcJd7c5d3d QcJc8h5d3d AdKhTc6s4c 
Tc9h9c6d3d KhJcTsTh5h KhKc9h8s3h KcJh8c7d3h 
QdJsTh6h4c AsJd8h7c5c AhQsTs8c2d Kc9d7c5d3d 
AcTd9s8h6h KcQd9s9d8d AhTh6d5c3s 9s9d5s5d3h 
AdQdTd9c2d AdJd9h7s4d Ah9c6s3h3c KdQsJh7h6h 
Ad9s8d4h2s Qh9d8d7s5s QhQd6d5s4d KcQc9h8s4s 
Qd7c6c5s3d KsTd8h5h3s KhJcTc6s5c KhTd6h5c2d 
Tc9c7h6s3s Ad5h4h4d2s KcTh9h6d3d JhThTd9h6s 
Qd8d7h5s4s KcJs9s8c4c AhQc7s4s2h Tc8s6s6c5d 
Ah9c6c4h3c JsThTc7d5s QsTd8c5c3s AhKcJs5d3s 
QdQc9h3c2d AcKd6c5c3h Ac8s6c4s2d QhQdJs7d4c 
QhQcTc5c3d KsTc6d5d2s AdKh9d7c2s Kh9s6h5s4s 
8h7h7d6c4d JsTd7h5h3d AcJc9s7c2s KsJc8s8d4d 
QdJhTsTc3h Qd8d7s5h4h Qc9d8d7h5h KhJh7c6d4s 
AhQsJs9s7s AdQh9s7h6h QdQc8s7s3d JhJc8s5c3s 
KcQsTs5d4s AcQs7s5h3h QsJsJc6c2c Qd9s6s6d5s 
Qc8d7d7c6c KsKdJh9h4h Qc9d7c6d3h As6c5d4c2s 
AdTc7s4h3d As8s5d4s4d JhTd9h2d2c AhJs9d3d2h 
AhJh9d7s4h KsJd9s9h6c Ks8s6h5h5d AdQs4h3d2h 
JdTh6d4s3h Ts7c6d5s4d Ah9d8h4c3c Js8d8c7s7h 
JcTd7h7c6s QcJd8s7d4s AdJh9h9c3c AsJs7h4d4c 
QsJd9h6h3d Ad8c7h5d3s AsKh9s9d6s KdQcTs3s3c 
As9s9c7d3h AsKdJh6s2c AhJcTc8c4c Ah5s4s3h3c 
AhTd8s4h3c KsQh9s8h3h JsJh8d7c6c QcJsJd7c5h 
KsTh7d6s5s QdJh9d7s4s Ah9s8d7c3h Jh9s6c5s3h 
Kd8d6h5h4d AhQh7d6h6c QsJhTc6c4d Kc9d8s5c4s 
QcTd8d5h2c KhQdJsTs2s Ks8c7d5s5c QcTs8d6c2d 
KhQc9s8h4s QsTd8s7s7c AdJd9c4c3d KhKdQh9s2h 
QcJsJc3s2c AdKsJh7c4c KhQhJd8s8h QsJsTd7s5h 
KcJs6s5d3d KsJhTc9c4d AdQh8c5h3c JhTh8c5h5c 
AhTs9c6s4c KcJsJc9h5c KdJc9s9d6h QhTsTh4s2d 
KhQs8s7d3h Td7c6d5h4h KsTc6h5h2s TsTc9d8d6h 
8h7s6h5s3c Js8h7s6h4d AdKhJc7s4s Kd8h7h5d3c 
Kh9d6h5d4d AdQd7h6d6c QsJh6s6h3d AdKh7s6c5s 
Qs8s7d6c4d JcTd9s7s2d AsKh7d6c5d AdKhQs9h2c 
Qd7s6s5s4d Qd8c6c5d4c JcTs8s8d6h AcKh6d6c3s 
AsKh7s5s4s AdJsJc9d3d Td9d7c6s3s QsTh8s6c2c 
TsTd9d8s2s AsQhJc9c4d KdTs6h5c4d KcTsTd7c4h 
Ks9s9c7h3c Kd9d7h5c3c Qh9d9c5h4c KhJh9c8c3c 
AcJhJd7d2h QhTd8d4h4c KcJdTsTd2h 9h8s6h6d5s 
AsQdJh8h4h AdQhTh8s2c Jc8h8d7s7d KdJs8h5s4h 
Qc8s8c6c5s AhJdJc9s6d Td9d8s6s4d QsQcJh5h4h 
AcKc8d6c4h AdTd6h5s3c AsJcTd9d6d Ah9s6h4s3c 
AdTd9d6s4h QhTd8h7c3d AsKcQs2s2h JcTc9d2s2d 
Ah7h5d4d3h QsJd9s4h3h KsKhKc7s7c KsJd6d4s3d 
QsJs6h5d4c KhTh9d4d2s KhTh8s5s4h As9h7s7c3d 
Td9s9h4h4d QdTh7c5c3d QdTh9c5d2c KsQdJcTc4c 
KdJs8s6h3d 9h9d7d6c3c KsJs8h7s6d QsJh7d6s3h 
Tc9c8c7h6s QdJsJcTh2h QhJhTc9s5h KhJsJd9c6s 
KsJs8d7c6s KhJd9d4d3h AsTdTc8h5c KhQdJs6h3c 
KsKhTc3h2h QcTh8c6s4d AhQh8s5d4h AcKsJd6s3h 
KcJdTh9h3s KhJdTh8h5s KsTd6s5c4h QdJhTd5s3d 
QcJdTd9d5s KsKhKd7s7d JhJdTd3c2c TdTc9h5c3h 
KsKcQc6c2h AsTs8c6h3d AcTs8h8d3c JdJcTs2h2d 
AdQcTs3s2c QdTc8d7h7d Ac5s4s4c2d AhKcQh9h2d 
KdQd9d7h6s 9s9d7h6d5d JhJd8c5h3c QsJh9d8d4h 
7c6d5c4h3d AcKh5d4h3s QsTd9c7c3d AhKh7c3h3c 
AcJhJc8c3s QdQcTd6d4d QsTd9h2s2d 9c7d6d6c5d 
7d6h5c4h3d KhQc9c5h2h Jh8d8c7s7d KdQs9s5d2d 
Jc8h8c7h4s AdQhTc3c2h AdJc8s7c6h Qs9c8c7d5d 
KcJh9d7d6s QdJsTd6h6c Kd9d8c7s4s Tc9s8h7c4h 
KsKhKdJhJc KcQs9s8h6d QsQcJd7c4h KdTs7h6d5d 
Ac8h6h3d3c QcJd8h5d3h Qd9c7d5c4s Qc9c6d5d4d 
JhJd9d6d3h QhJc8s7c4s KhKc9d6d4d KdTc9s7c3s 
KhQsJd7d6d JsJd9c4c3d KhQdJc6d4s Qh9c7h5c4d 
As9c8s7s2c KcQh8h7d3c QsJh9h8s4h KsQh7s6c2h 
QsTs8h6d2h 9s8c7d7c5d KsJdTs9s2c KcJsTh3h2s 
Kc7h5h5c4s KsKcJh9h4h KsJh8c6h3s QhQcTh7s4h 
JhJc9s7c2h AdJc9d8h3d QcJd8s6h5c KsQh9h9c8h 
Ad9c8d7d2c Kh8h8d7d5h KcQsTc6h6d AdQs7h4h2d 
QsQd8s7s3d KhQh5s5c3c QhJs6s6c4c TsTc8d4s4d 
Js9c8h7s6d QhTh6d4c3d Ks9c8h5s4h Ad8c6s6d2c 
AhQh7d4c2d AhJd9h7s2c Js9h7h5s4h KdJd9s8s2s 
Kh8s6s6h5h QcJsJc7c6d JdTd8h7s3s Kd8d8c7h4c 
KhJd8s5d4s 9h8d7s5h4d JhJdTs7c5c AcKd8s6c3h 
Tc9s6h5s3c QdJc9h8h4c AdQc5h3s3d AhJs7c4h2c 
KcTs6d6c3d Ad9s9d7d5h AhJs8d5d3s KsQs9s7h6c 
JhTs6s6d4d JsTsTh9s6c Js9c7c5s4c AsTc9h8c5d 
KcQcJs6c4h JcTc8d5s3s KsQc9h8s4h KcJc7s6d4h 
QsQhTd9s2s KhJh9s7s2c KcQc7h7c5h QcTs8c5s3s 
AsKhJc9c3d Ad9d7c6s5d 9s8d7h6s4d QsTs9h7s7d 
Ad7h5c4d2h KsJsJd8d3s AsJc4s3d2c QdJsThTc6h 
As9h6h3s3h AdJcTh9c2c QsJdTh7h5c AsQc8d7c5c 
KdQhTc5h4h KcTc8s7h2s JhJc9c4h2d KhTc9d8c2d 
JdJc8s8h6h JsTs7d5s5d Js8s7c6h6c KcJc8s5c4s 
AdTd8c5h2s Kd9h8s7d4h Ad8d7s4h2s Ts8d6d5h4h 
Ac9s8s4d2c KhJdTs9d5c Js8c6h5h4c QcTs9d2s2c 
AdJhTh7h4h JcTd8s8d6h AsTd4s4d3d QhJd9h4c3c 
KsTh7c6s2h 8s7d6s6h5d KcTs6s6h5h QcJd7c5d5c 
QhJhTc7h5d Ac8d7s7c6c QsTh9s8c5d JdJc9s8d5h 
KdJs7c5s2d AsQsJs8d2c AsKd7c6d4d Tc9h7h6c3c 
AcKc7c6d5c Td9c7c6d3d AcJc9h7d4c KdKcJh9h4h 
AhJsTd9s2s KsQsTh7d4s JsTs8h5c3c AsTs8d6h3c 
AdQs3d3c2c QdTdTc4c2s KsTs8d6d3d AhQc6c5d3d 
JhJc7h3d3c AhTsTd9d5c AdQs3s2s2d AsKcTd8h4h 
AdJd9h6d5s AsJd8h6h4d Ac9s6h3s3c KhJc6s5h4d 
TsTh9c8s6s AdJdTc5s2d AcTh8c4c2h KsJsJh3h2s 
QdJhJcTd2d TsTd8s8c4h As9s9c8d4h AdKs7c5s3h 
JsJh8c5s3c AhQc9h7h7d Qh7d7c6d5h QsTh8d7s5c 
KsJd8s7c3d 7d6s5h4s3d QsTc7s5d5c 9s8d6s6c5d 
KsJc9h6c2s KcQcJd8c7c QcJsTd6d4h KsKh9s8s2c 
KcJd8s6d3c QhJh7h5d4d Tc9c7d5h3d AhKsQh9h2d 
KcTd6d6c3d KsQsJd6h3c AsQs8d5s4c QdJdTh9d3s 
KhQcTs3s3c As9h7s7h3s AhQdTh5h4h Qs9d8c6d6c 
AsAdAc6h2c QdTs9h2s2d JhTs9c6d5h Js8s8h6h4d 
KhQd7h7d3c KsTs5c4c3d JcTsTd7d4h KcQsQh9c4d 
9s9h6s5h3h KsTh5h4h3s KdJs6s5c3c KsTc9h8h6d 
As9d6d5d2s AhJsJd9c6d AdKs5h5d2c AhKc7h2h2c 
KdQs8s7h3d 9d8s7h6d4s QcJdTs7s5h QdQcTd5d3h 
AhTd7h2d2c 7s6s6d4d4c AhJh9s7h2s AcQdJd9d5d 
AsJh8c5d2s 8c7s7c5d4d KsQcJs8h3h AcQsJc4c2d 
Th8s7h5s4s As5s5d2h2d 9c7d7c6h5h QhJd7s7d4h 
KcJc9h7h2d Jh9c6c5h4d QcJs9s8c4s KdTs9h6d3c 
AhQh7h7c5s KsQsJh6s4d JdTd8h5s3s KsQhJh5h4c 
KsJhTh6c4d QdTc7d5s5c AhKc5d4c3s Kh9s7s5s3h 
AhQs7d5d3s Ad7s7d5d4c Kh9h7c5s3s AsKcJc8c6c 
KdKcQc9c2s QsTd5h4s3h Ks9c6c5c3s AhQh7h7d5c 
Ac9s6c5h2h KdKc8h5h4s Ks7s6d5d3d QdJd6c5h4s 
Kc8s8c7d4s QsTsTc6h5s Qc5s5h4h4c KhJc5h5d3d 
AdKcJs9c3c QhJh7c5s5c JhJd9s8c5d AsQd7d5c3c 
KhKc8d3s3c AsJhJd8d4c KdQcTh3h3c KhKcQh6h2d 
QhJs7h5s5h QhTs8h6h5c KhTh7d6s4h QdJd9h8c6d 
Ah9s6s4s4h AcJd8h6h4d Ks9d8h7s6s KdQdJcTd6d 
KsTs9h7d4c AcQcJc5d2s JdTc8s7s3c KsKdKcJsJh 
Ts9s8h6c3h KhQdJs6d4c Ad9c8c2d2c KhJcTd3d2c 
QsJc9d6d3c AcQh9d7h6h Jc9s8d7c6h JsJd8s6d3h 
QsJcThTd2c QcTs8h4c3s AhJh9h8s5h KsKd8h3d3c 
Jc8s8d7h7c Jc8d8c7s7c QhTd8s7d3h KhJdTd8s4c 
QsQhTd7h4h AhTsTd8c5c KdQd7d7c5c AsKcTh7c2d 
KsJdTs5c2h QsTd7c6h4s AdKsJc5h3c As8c5s5c2c 
Jd9c6h5c3d Th9c8c6h4h JsJc8s8h5s Js9s7d5h5d 
AdQsTh3h2s Td9d8s6h3s AsJd8h7c6d JsTc9s7c2c 
QdQcJd6d4s QcJhJc3s3d Td9d7c5c3s QdJhTc9s3h 
AdJh6d3h3c QsQdTc5s3s Jd9d8s7c4c Td9h8c7d4c 
Td7h7d5h5d AhQh7d3d3c Jc9d7d6c3h Ah8c7s2h2c 
AcJsTd7h3d Ks8d7d5s3c AhQhJh8s2d AhQd8c6s2h 
QcJc8d5h3h JsJc9h8c5d QsTs6d4h3d KhJd8c6h3d 
QhJc6s6c4s KhTs5h5c3s Jc8d7c6d4s AhJs7c4c2h 
AsTsTd8s3c AsTs9s6h4c QsTc9s8d5h KcJc9s7s2d 
KsJdJc9h6d KsTd9h8h2d Qh8s7h5s4d KdKc9s6h4h 
JcTh9c7s2s AhKdQc9d2s AsQs7h6s6d QsQh6d5h4h 
Ah9s9h5d4c Ad9s8s4h2d 9d8c7h6d4c JcTh8h5c3h 
AsQcTd9d5d AhJdJc8d6d AsQdJh6h2d AsQs7d4c2d 
QhJh9s8s3h TsTh6c5s3h QcJsJc6s2s QsTc8d4s3c 
QsQc6c5d4c 8c7h6c5h3d Th9h7d5d3s KcQhTh5d4h 
AdQsTc7c4h AcQc8c6h4s AdQc6c3h2d 9c8d7c5d4s 
Td9h8d7h2c AsQc9s4d2d AhQh8c6h4s QdJd9h8s5c 
AsQcJd6d2c Kd9c8h7c4d 8d7s7d6h4s Jc8s7c6s4d 
KsTd9h6s3c AhJh9d6s6c AdQs9s8s6c Ah9s9h5c4d 
KsTd6s5d2h As9c6h5s5d Ts7d6s5h4d QsJd9s8s6c 
KsJc6c4s3c AsQd9c7d6d AhThTc8h3s JsJdTh8h5c 
Ts8c7h5h4c AdKd7s3s3d Qh8h7s5s4c Jh9h8d5s4d 
Qc8s8d5s5c KsJhJc8c3h AcKc9s9d6c KdJsTh9h4c 
AhJhTs2h2c AdTh6h5d3d Qd9h9d5h3s Kd7h6d5h5c 
AcJc8c7c6h QhJh9d8s6h AhJd8s5s3d AcTh8c7c4c 
Qh9h9d7d5h QhJh8d5d5c AhKd7h5h3s KcTd6c5s2d 
KsTh7d6s2h QhTh9h9c8h 7d6d6c4s4c AsQs7h3h3c 
QcJc8h5s5h KhQc7h6s2c AsQd7s5h4s Ad8d7h4s2h 
AsKhTs4s3c KsQd6d3s3h AhTh6s5s3h Td8s6s5h4h 
QhTd6s6h3d KsKcTd8d2h AcTd7h3c2d AhJdJc9h3h 
Qs9s9h8s5h AcQsJc4c2h QsTd8h7s3d Ah9c6h5s2s 
6s6d5s5c4c AcJs8d7h6s AsKs9s9c7s Qs7c6c5h3s 
KsKcTh8h2d Tc9d7s5d5c AhJh9d4h4d QsTc7c6s3c 
Ah8h5c3s3c KdJsTs5h4s QdQcTh9s4h KdTh9s8c6c 
KsQhJd7c4s JhJdTs9c3d AdQh9d9c2s 9d7h6h5c3c 
KsTs8d7s6s AcQsQd4d2h AdQdJd7h6d 9d9c8c7s7h 
KdQc7d6h2c AsTs6c3d3c KhJc9d6c2h KdQhJs6d3c 
KcTc8d6d3d AcQs7d4d2c KsQhJc7c6c 9d9c5s4s4c 
Qc9c6s5s4d Kh8h7h5c4c KdKcJh7s3h QdJc9s8s4c 
AhAdAc9s2d JdTs7c4d3s KhKdQc6s2c 9s7s7c6s5c 
KsTs8c6d4h JdTdTc9s2h QdTs6d6c3s AsAhAd6h2c 
Qc7h6h5s3c AsTd7c4h3s Qs9d8d7h5h QhQd8d7d3h 
AdQs6s5c3c AcJs8h7d6s 9s8h6h6d5s AsQs8c5h4s 
QdJs9c8s6h KhTc8c4d3h KcJs7d7c6h KdTd9d8h2h 
Js9c8d8c5d KdKcQd9d2h KhTs6d5c4h As9s6d5h2h 
QsJd9h8d3h JcTsTc4h2h AhKdTh7c2h KcTd8d6d3c 
AdQcTh5c3s Ac9h8c7d3s Tc9h8h7s4c As8h6s6d2h 
AsKc8d7d5d JcThTc4h2h KsJh8c5s3c KdJs6d4s3s 
QdJdTd8h5s Qh9h9d6d3s KsJh9h5s2h AsJc9h7d5c 
Ac8c6h4h2d Ac9h9c6h4c Qd9h6d5h3s 8d7d6h5s3s 
AsKh8c6s3d KdQh6d5d2h KcQsJd9d6h JsJc9s5h5d 
Qd9c8h6h6c KdJd8s7d6h Td8s6s6h5h KsJh9s8h2s 
Kc9s8d7c6c 9s8c7s7c5h QcJcTsTc5h 7s6s6c4h4c 
KcTh5d5c3h Qc7d6d5d4c JdTs8d4s3h Tc8c6c5s4s 
Jc9d6s5c4d TsTh8d7c6c KdKc8s3h3c AcQs9h7s6s 
QdJsTc8d5d KhJdJc5d4s AhKcTc9c4c AhTc5s4h4d 
AhQsJs9s6c Qs9d9c5s4d QhJc9d8s5h JdTd5c4c3c 
KdJdTs3d2s QsTc8s5h3c Th7d6h5s4s 9d9c6d4s4c 
QsJcTs5s3h QhJs9s8h4s KhQcTh7d5h QdTh7d6s5c 
KdTd8c7s2c JdTh8d4h3c Ts9s8h6d3h Qh8c7h7c6h 
Ad8s7s4d2c AhQsJh3h3c Qc8h8c6h5c QdTc7d6h5s 
AcQs9s8s6d AhQsQd4s2c KsQcJc5c4h QcTh7h7c3s 
AsTs9s6c4h KhQs7h6d2s KcTs8h8c3s 6s6h5h5c4s 
AhQcJh5h2d Qd8d7c5s4s As7s7d6d3s AhKdJc9s4c 
Kd9h8c5h4d Ad5s4s4d2h AcQd9s7d6d JsTd9h5d2s 
Kc8s8c5d4d QhQd3h2h2d KdTh6h6d3h Kc9h9d7d4c 
JhJc8d7s6s Kd9h7c6d5s KsTs7h4h4d TsTh9h8s2s 
JhJcTd9s3h Ad6d5s3s3c KdJs9c8d5h Ah8c7d5h3s 
AhJh5c4c3h QdTd9c4c3d AcKsJd9d3h QdTc9c7h2d 
Kh9s9c7c4h JsTs8d5s5d Kd8h6h6d5d KdQc9d8d2c 
QsTh8c5c3s QsTh8c4s3h Ts9s8d7c4c 9d9c7c4h4d 
Th7c6c5h4d AsTc8d7h5d Kc9s8d5c4d KcTc9c8d4d 
KsJc8h5c4h Tc9c8h6d3h KcTd9h8h4d JdTdTc5d4s 
Ad9h7s7d4c AcQcJc3h3d KsQcJs8s6h As7h4d3s3h 
AsJh9s3d2d KcTs9d8s2d KhQdJcTc2c QdQcJd6d4h 
AhAdAc6h2s KcJhTh7s7h Jh9s8c7h6d AcTd8s8h2c 
QcJh9d5d2c KdQdJs8d8c KsJh9d7d6c Jd9d8c7s6h 
KcTs5s5c3d Qd9d7c6c4s 7s6s5c4c3d KsTs5d4d3c 
KhKdQc7s3c AhKc8s7s5s QsTh8d6s2d KdJd9s5s3d 
KsQsJsTs8s QhJs8d7s4d QsJd5s4d2c AcQs7d5d3s 
AsAhAc6d2s Ad9d5c4s3c KdJs9s9d4d Qc9s9h5c4s 
Jd9c6s5d4c QhJhThTc5d KdQcJh7s4d QsQdTd5d3h 
Jd8s7s6d6c AsJc7d4d2s AsQh4c3s2c Ac7d5c4d3c 
KcTs9c4s2s KcTc8s7d2s Ac9d8c4s2d KsQcTd7h7d 
KdJhTd9c3d Tc8s7d5d4s Ah8h6c4c2s KcJsJd8c6c 
JsJcTc5c4c AsTsTc8s3d QhTd7c5d3h KsKcQc9h2c 
JsJh9d8h5c JdTs7h6h3d AcKd8d7d4s KcTh9d6c3s 
AhTd8h6s6h AcJh4c3d2h KdJdTh3d2h KhTh9h5s3s 
9d7h6c5d3c 9d8h7h7d5c AsJd8c7h5h AhKh8s3s3d 
QsJhJd7s5c ThTc9h8c2c KcQdJhTh4h TsTh9s5s3h 
QhTh9h7s4s Js9s8d7h6c AsTs6d3h3d KdTd9h5h2s 
Jc9s6d5c4s AcKdQs9d2h KhQs9s9c8s KsKdQh7h3c 
AsTs6d4h2h QhTd9d5h5d QsTc8s4c3h 8h8d7d6d4h 
KcJs8h5c3h QdTd9h9d8d Js8h6s6h5d KhTh9h8c2c 
AcKd7h6s5h AcQd7h6s5d KsJsJc3c2s AsQhTh6c4h 
Tc9d8c6d2h JsTd8c6h5s QhTd8s7s2h 9d7c6c5h3h 
QsJs8d5d5c AsJs9h4h3s QsQhTc7c4d QdJh9s5s2d 
Ah9h6d5s2d KsJh8s7d3h AcQcJc5s2d KcQc9d5d4c 
9d8s6d6c5s Tc8c6c5d4d AsQcJs8s4s QhTc8c5d2h 
Ks9d8h7s4d AhKc8s8d7d JhJdTh3s2s AsQh9h8h6c 
Ad6d5h3h3c KdJh8c5d3c JhThTd9s2c AsKhJh5c2d 
Jc9h7h6c3s JsJc9d8s5h Kd9c8s7c4d Tc9s8s7h4c 
AhTs7h2s2c AdQh7s6c5h AsAdAcQh8h JsJh9s4h2c 
QcJc9h8s6c Td7s6h5d4h JcTd8h8d6s Ks8s8d7d5s 
9h7d6d5h4d KsJs7s7h4h Qs9c6s5h4h KdQh9s4d3s 
AhJc9h7s2d 9h9c7c5c4h AcJc5d4d3c QcTc9c8s2s 
AcJs9s9h3h AsJd9h6s5s KsTc6c5h2s AdKc7d5d3s 
Ah8d6h4d2s KsKd9s8s2c KsTh6s5d2h KcQhJc7s4d 
AdJc8h6h4c Tc8d8c7s4d Td8s8d7h7c Qh7d6d5s3h 
KhQs7s7h3d ThTc8d4h4d QdTd9h7d7c KsQh9h5s2s 
AsJd9d9c3c AcTh5s5c2h QcTs9c4s3c JcTh8s6d5c 
Ad9s6h3s3d JhJc9h8d6h KcQc6d5h2d AsQhTd9c2d 
Td9d7h5h3c KdQsTd7c5d AhJsJd8s4c Kc9s9c7d7c 
QcTc8d6h2d As9c8s6h5s Qc9h6h6c5h JhJd9h7s6h 
KdTs8s4h3d AsJsTc9s2s QcJsJh8c6c KdJdJc9h5d 
KsJc8c6d3s AcQsQh9d2s Ah5h5d3h3d QhTc8h5s3c 
TsTc9c6s2h Ts9s7h5c3h KcJs8h6s3c KcQsTd3s3d 
AcJd8s7h7d Ad8s8d5d5c KhJhJd8d3h JhTh9s9d7h 
7d6d5h4h3c AhTd7c3h2d AcKhTc7s2c QhQd8c7c3h 
QcJh8s6d5c KcTd7h6c5c AdTs8d3h2h KdTc7s6d2c 
AsQd8h6s3c KcQhTc7s5c AdJhTh9h2s Tc9s8s6c4c 
KcJh9c8c7c QhTd7h6s5c Qs9h7s6c4c AhJc9h8s3h 
Th7h7d6d5s KhTd9s8s6c Qh9s9c5h4c AsJs9s7s5h 
AhKc7s6c4c AdKsQd9d2c QhQdJs5s4s JsTc8h7h5d 
Ac9d6d4d4c JcThTc5c4s AcQdJc8c4c JsJd8d6h5c 
JcTd9c7s2s Ah7c5d4s4h QhTd8h8d3s QdTd6s4c3s 
AhJsTd3s2d AdQd8d6c3c AcQsQh6s3d KdTc9h8h2c 
AdTs7d2s2c AhTh9c4s4d QdTs9c7c3s AcJd8s5s3d 
