Qh9s7d5s2s 
AsTc5s3s2s AsTs4s4c2s 8d5c4d3s3h Qh7c5s3s3d 
Kd8d6c4d3d As9c7c6h2c As9c6c4c3d 9s6s4d3s3h 
AdQs8h2h2c Qs7s7h6s2d Ks9d3s2s2d Ah8c7c2s2c 
Td9d7d4h2d Th8h6h2h2d Jd9d4h4c2s Qh7c4h3s2s 
Qd7d4d4c2c AhQc6c3c2s 9d7c6c4s2c AdQc9s3s2h 
9s8s7s2s2d 9h5s4d4c3d AhKs6d2d2c Qh8h5d3c2s 
Kc9h7d4d3d Jh7s7h5d2h 9c6c3h3c2h JcTc6c2h2d 
8s7s4s4c3h Jh9c7d4h2h Jd6s5s3s3h KsQd8c3s2h 
Qh5d3d3c2c Jc8h8d4s2d Tc7d5s5h2c Jh5h5c2s2h 
Kd8s8h7c2c KhJh6d3s2h QsQhQd6s5d Ks6s4c3s2d 
Ks7s6h6c2s As9c8d3c2h AcJh4h3d2h Jd9c4s4c3c 
Qd9c5c4c2c Tc9h6h3h2d Js8d8c4h2c AdJd4d3c2d 
9c7c4h3c2h Qh9d8h2s2h Qh8d6d4d2s Tc6c4s3h3d 
KdJd7d4c2d 9c6c5c3c2s AsJc8h3h2d Kc7c4h3s2d 
QhTd4d4c2d Jd9s5h3c2h AdJh5s3c2s Jh5h3s3d2d 
QsQhQdTh2d Kc9d6c2s2h Jc8d5d4d3d Jh6h5h5c2d 
Td9c7h3h2s KhTd4s4c2s Kd6s4d3d2h Kc5c3h2s2d 
KdTd3s2d2c Th7s7c6c2c Jc8c7d4c2s Kc9c8h3d3c 
Qs4s4c3s2c Qc8h6s4h2h 8h3s3d2s2d Th6s5h5c2h 
Ts7c6c4d2c KdQc8c4c2s Ah9s4h2h2d Jh6h4c3h2c 
Ah9h4h4c2s KhJh8s8h3h KsQh8c4d3d 9s7s5s5d2s 
Js7c6h5c2c Kd8d6h4d3d Tc6c3s3h2s Jc8d6s6h2d 
Kh8d8c6c2c Tc6d5h3s3h Ts7h7c5s2s Tc5s5h4d3h 
Td9c7c3c2h Qh8c3s3h2s Kd7s6c5h2c AcThTdTc5h 
Ah7c6d3h2h Ac7s5s4s2d Th6c3d2h2d AhQc9d3d2s 
Qh9h8s3h3d Jc7s7d5h2h Jh9d4s4d3d 9d8s4h4d3c 
KcJs6c3c2d AsTd7s7d7c Jh7d5c4s2c Ad9h5s4s3s 
Ac6c3d3c2h Kc8h7s7d2h 8d5s5h4s2s Jd9d8d3s3d 
Qd6d4d3s3h Ad4c3s3d2d Tc9c5h3c2s Qd6s6c4h3c 
AsJs8c3s2s KhQd8c3h2s KhTh5s3h2h Th8c4d4c2s 
Qs7d5s4s2h Ks7d6d3h3d KsJs8h3d2s KcQc8c4c3d 
Tc9d5h3s2h 6c5h3d2s2c Qd8c5c3h3c AsTc6h6d2c 
Js9s6c4s2d 8h5d4s2d2c 7h4h4d2s2c Kd9s6s3s3h 
Ks8h7c5c2c KsJh7c4d2c JsTh7c3h2h Js8d3s3c2c 
8d5h4d2s2d KdJs4h4c2h As9h6c4c3d QsQd7c3d2d 
Qc8d5c2s2c Qd9s7c5h2c Ts9s5s3h2c JcTd7s3h2h 
KhQc7c3d2s 9s7h6c4c2d Jc8s8d4h2d 9c7d6s4s2h 
Qh8s4s3s2h Ac7s6s6h2d Qd6s3s2d2c Qd6c5h4s2c 
Ad9c8c3s2h AhQs8d3s2s QhTd8c3c2c 9s7d4c3d2c 
Th7c5d4h2h JsTc7d3c2c Kd8s6d4d2d AsQc6c4c2c 
Kd6s5s4s2s Jh6s5s3d3c Kd7d5d3c2s AdJs8s3h2s 
Kd8d8c4h3d 8d7h5c3s2c QdTc6s3h2s KdQh9c3h2h 
KhQs7c4s2s KcJc7c4h2c Qh8d7d4s4c 9s7s4c3s3h 
KsTs5d3s2s Ah7c5c4c2s 9c7d3c2h2d Th7h6h3h3c 
Kc7c4h3d3c Kc9h9c4c2d QcJd3d2h2d KsJh7h7c2d 
Ts9d4h3d2c Tc7s5h5d2c Ah7s5d4d2d Tc6h6d2s2c 
Kc9d7h4h3h 6h5s4s3s2s Ah6h5h3c2h Jc8s7s6h2s 
Tc8d4s3h3d Kh9s6h2d2c 9h7s5c3h2d Jh9h7d3c2s 
Jc8s7h4d3d Jh8c3d2h2d AdTh7s7h7d Th5s3h3c2s 
AcQs8s3s2h 8c7c4s4c3d Kc5c4d2s2c Kc8s7s7d3s 
Qd9c7d4s2h Jd9s5s3s2h Ah7c4s3d3c 9h5s5d4d3d 
Jc6c4s3c2s Ts8s5s5c2s Ad9h6s4c3c KcJh5s3s2s 
Tc9c8c4c3c Th5c3h3d2c Ts6h6c4d2s 9h7h4c3h2c 
Qc7s7c3s2s QcTd8d3d2d 9s7d6d4d2c Tc7s6s4d2s 
Qh8h7h6h2s Ad9h6s4s3c AhQd9c3c2s QdJc8d3s2d 
7h6h4d2s2c 7s6c4s4h2s Tc8s8d3d2h Kc8h5d4d2s 
Kc7d6d3h3d AsJc6d6c2h Jh6d5c4s2s QsTc4h3h2d 
Js6s6h4d3s Qd9d7d6c2d QhTc7d4s2s Ts9h5s3c2s 
Td5d5c4d3s Jh9c7s4h2d Js7s7c4h2d Th7s7d5c2c 
Qh8s6h4h3h Tc5s5h4d3s Qs8c4s3s2c Qd9d8d4d3s 
KsQd7h7c2d Qh9c8h3h3d AsJc6d4d2h TsTd3d2d2c 
Kc9d8c3h3c Ad7s6s6h6d KsJd9c3c2c Ad9h8s3h2c 
9s8h5h4h2h AdTd7d6d2d Jd6s6h5c2c Kh9c7s4s3s 
Jc6h6d5s2d Jh8h7c3s3d Jh6h6d4s3h Jc9s4s4d3s 
As7s5d3s2s 9d7d5d4d2s KdQc9c2h2c Ah7c6s6d2d 
Ah6d4s3d2s KhJh8c3h2d 8s8d8c7h7d KcJd8s4h2h 
Qs8s8d4c2s 8c5h3c2s2h Jc7d5d4h2s Qs9c8h4d3h 
Qs8h7c6h2h Kd7s4s4c2c AdQc8c3c2h Ac9s9d3c2c 
Kd4s4h3h2s 8d3s3c2s2c 9s7d6c4h2c 7c5d4d2s2h 
Qh9c5d4d2d Ad9d8d3s2d Js9c5h3d2h AdQhQdQc9d 
9d7c4h3c2h KhJs7s7c2d Th7h5h3s3h Ts7h5d4d2c 
Kh7c6d3d2c Jh7s7d5s2s QsQhQdJd3h Qh9d7h4c2s 
Th7d6d5c2d Jc9h4h3s3h Ah7d5c4c2c Ts6s6c2h2d 
KcQcJhJdJc Kh9s9c3h2d Jc9d8d4d3d Qh9s7h4d2c 
Jd7s6s5h2s Jd9c8s3c2c Kc7s6h3h2s Qh5s5c2s2d 
Qc9d7s6d2d Qd5c3s3c2s 9c8h4s4c3d 6s5h5d3h2h 
KdTh3d2s2d 8d7c4d3c2d 7d5s4c3c2c As8d6d4c3d 
Qh9s8c4d4c Kc8s6h4d2s 9d8d6d4s2d KhJd7s3s3c 
Jc5d4s4h3c Ad7s4d3h2d Jd9h8s4c2c 9d7d5s5d2d 
9s8d4d3d2s Ad7h4h3c2c Th6h6c4h3h Tc8s5s5d2s 
Qs9c4s4d3s Th8h3s2s2h 9d7s4c3s3h Ks8s5c4s3s 
9s9h6h3d2h 8d7s5d3c2d Kd9c8d3h3d 8c7h5s3d2h 
KsQc8c4h2c Jd7s6c3s2c AcQd9h4h2h 7d5d4c3h2s 
9h8s5d3s2c Jc8c7h3c2h Qs8h7s3c2c Th6s5s4s2d 
Ad9h7h6c2h 9c5d3d3c2d Kh9h5d3h2c AdJd4d2s2d 
Js9h6d3c2s QhTc6d3s2d QdJh3h2h2c Jd4c3h3d2c 
Jh8d5s2d2c Js5s4c3h3d 8c7h3s2s2h Kd8s6c4h2s 
6c5s5d3s2s 9d8h7d4c2d Th9h4c3s2h 9h8c6s3d2s 
Qc5s4c3h3c 9s7d6s4s2c Ac8c6c3h3c Js8d3s2h2d 
Js5s4s4h3d Td6d6c4d3d QsQdQcJd3s Jh9h5c4h2h 
Th8d8c3s2c Ah7c5d4c2c 8s8h6d3s2s 9c7d5h3s2s 
Jh8h5s2h2c Js5c4s4d3s Th7c6d6c2s Ad6s6c4c2h 
Th9c5h2h2d QsQc7d3c2c 9c7s6s4d2s Ah9s6s4s3c 
AhJd8s3s2c Kd7d5s5h2d Th7d6h4s2h Kc9c5h3d2c 
Qd5h3h3c2c Kh9c6s3s3d Ts6s6d2h2c QhTc4s3s2d 
Jd7s7d5c2d Qh9d5c4s2d Jd7d4s3s2c Th6d4s4c3s 
QcJd7d4d2s 9h5d4h3s3c AcKs9h3h2d Jh6h4d3h2d 
Kd7d4s3h2c Td8c4s2s2h AhQsQhQd8h KcQs3s2s2h 
Qd8h5h3h3c 9c8s7s4s3s Kc9s7s5h2s 9s5c4s3s3d 
JcTs6h2h2d Th5d3s2h2d KcJc3c2s2h Qd8s8c7c2c 
Qd7s7d3h2h Ks8s6s6c3s Jh9c5c3d2c Th6s6d5s2s 
Td7c6h5s2h As9d5d4d3h Th5s3h3d2d Qc7h5c4c2d 
7h6c4h4d2h 9h8s8c3c2c Tc7h5d4d2s Jh9d7s4h2c 
Ad8h5h4h2s Qd9d8c2s2d 7d6h4s4d2d 6h6d3s3h2h 
Kd7s6h5h2h Jd6h4d3h2d Qh9d8s4c3s Kd9s7c5c2c 
Qc9h6c4s2c Jd7h6c3s3h As7s5c3s2s Qs7s7h4c3s 
KcJc9c3h2c QhJd8s3h2h Ah7h4s3h2d Qc6d5c3h2c 
Th9d5c3s2c 8h7s5s3d2c Qc5d4s4h3s 9s6s5s3c2s 
KsTh8c3h2d 9c7h6h4s2h Ah9d6c3s3c Jd8s3d2s2h 
Jh8h6d6c2h 9s7d6s2s2c Ks8s6s6c2s AdTd4h4d2d 
Qc6d3d2h2c 9h7h6d3s2c Jh8s6s4s3c Kd6s6c5h2h 
QsJs8c3s2h 9d7h5s3c2c AhJd4d3c2d Qd9d8c4d2h 
Ad8s8h4c2s Jd8s8h4c2h Kc8s8c3s2c 9d5h5d4s3d 
Th7d4h3s3h 9h8h7c4d2h Qh8s7s5c2s Kd7c6c5s2c 
9s7s4h3s3d AsTsTdTc3c As7c6h4d2h Qd8h3h3c2d 
KhQc9s4d2d 8s8c6s3s2h Jh8d7d4d3c 9h7s5d3h2c 
7c5d4d3s2h Ks7s6h3d2c 9c5s3c2s2d Ah7d5s4d2d 
Ah9c7c6s2c Ad9h8c4s2s Qs9s9d4s2c Ad5s5d5c4s 
Qd7s4s3h2d QsJc6s2s2d AdKs7c2h2c KhTh3s3d2h 
Qd8s8c7d2d 8d7h4h2s2c Ac8d7h4d2d 9c7d6h4s2d 
Kd8h7h4c3s Ah8h4h4c3h Qs8h3s3c2c Js9d6h4h2c 
KhJh5h5c2h KcQd7d4s2d KcQdTsThTc Ks9d5s3c2s 
Qc9s6s6d2s Qh5h4h4c2d Tc9c5c4s2c TdTc8d3d2d 
Td5c3s3d2c Ah7d4h3s2h KdTs5s5c2s 8h5s4h2h2c 
Kd7c5h4c2s TdTc8c3c2c 9c5h3c2h2d Jc8d6d4d3s 
9h8s5c3d2s 9d7s5c4s2s Jh9d5d2d2c QsJs8h3c2s 
Ks8d6s4s2s AcJs8s3s2h Qs9s7h6s2s Ts7h7d6h2h 
Jc8d6c4c3c Qh5h4s4d3h Kd8d7d7c2d Jd7d5d3h3d 
7s4h3c2h2c Th6h6d4h3h AcJs4s3h2s Tc7s5d4h2d 
Qd9s5s4s2s Th7s5d4h2h 9c8h6s3d2c Jh8d6d4d3s 
JhTs7c3d2d 7s5d4c3h2c Kh7h5h3h3d Jc9d7s4c2c 
QcTc7c5c2c Th6s5h5d2h Kc8d5c2h2c Kc8h8c3c2h 
Qs9c4s4h3s Jc8d3h2h2c KcQs9h3h3d Qd8d6s6d2d 
Qs8c6h4d2d Jh9s5h4h2h TsTc7h4h2h Jc7c5s5h2d 
Jh9c6s4s2d JdTc7h3h2h JsTh7d3d2c 9s8h5d3h2c 
KhQd9d2d2c 9c5s4h4d3d Js6c5c3h3d Js7s4c3c2h 
9h7c5h3h2s JsJh8s8d8c Js6d4c3d2c Qs9s7c3s3d 
KcTc5h3c2c 9c8d5s3h2s Ks9h5s3s2d Jh9s6c4d2d 
9h9c7s3d2c Jd9c8h3c2s Kh9h7c5h2h KdQd9d4d2s 
Th9h5d4h2h Ad6h6c4h2s Kd9c6c3s3c Jd7s6h3s2d 
Kh9c6c3d3c Kh5s5d4c2d Kh4s4d3d2s Qs6s4s3h3c 
Kd9h7c4s4c Ad8c6h6c2c JsTd6d3h2d 9s9c6c3d2c 
9c7c5h5c2c 9s9h8c3d2d Ks7h5d3s2s Tc8c4s3d3c 
9h8h6h3c2s AsJh4h4d2h JdTc6h3c2c As9d6d4d3c 
Td7h4s4c3h Qs8h8d7h2h KdQh3h2h2c Tc7c5c4c3c 
6c5s4c3c2c Jd9h6s3c2d Ac7h6s3c2c KhTs7c3d2s 
Tc9c4d3h2c Jh6h6c5d2h 9s9c8h3s2s Ac9d7s6s2s 
Jc6d5h3c2s Ts7d5c4h2c KcTc3s3d2c Jd9c5c2h2c 
AsQd8d3d2h Js6d4h2h2d 9d8d7c4s2d 8d7s5h3c2h 
Qd6d5d3s2c AdJs5h2h2c 9s6s5s3s2h Kh7d7c5s2c 
7s5s4d3h2c Ac6d4h3d2h 9h8d6s3c2s AdTc5d3d2d 
Jc9d6s4s2h 8s7c4s4h3s KhJh8h3c2s Qs7h6c5d2h 
Qh7c5d3d2c Jc9s5s2s2d Td6s5c4s2s Td6h3s3h2d 
KdTs4c3s2h QsJc8c3h3c Jh7d7c5h2h Kc7d6c2s2h 
Ad8s6h4c2s 8d5c4s4c2c Jd9h4h3s3h 9c7d6s4h2d 
9d6d5s5d2d Ah5s4c3c2d As4d4c3s2s Jh9s4s3s3c 
Jd8s5h3c2d Tc8h4s4d3h 6s5d3s3c2h Ah8c6c4c3s 
Kh8h5h5c3h Qh6s6h2d2c 9s7c6s3s2h Td7c6c4c2h 
KdJs7s7h2c Td7s7h6s2s Kh8c7d4h2h Qd7d6h4c2s 
Jc9s8h3d2h Qh9c4s4h3h Qc9d6c4s2c 9s8h7d4s2s 
QdTs6h3c2h 6h5d3s2d2c AdJc6c4c2h Ts7d6h4c2h 
Js5s4s4d3h Js8d3s2d2c AcJs4s3d2s AcTc5c3d2c 
Ah7s4h3c2h 9s9d8c3h2h Ad8h7c2s2h 9c7c5d2s2c 
Ks8h6h6c2d Qh7h5s5h3h Qh9s3s3h2h Qh6d5d5c2s 
KdJs7h3h3c 9s7h5c3s2s Kc6s4c3c2d 7d4c3s2d2c 
9c7s4c3c2s 6h5s5c3c2c Jc7h5h4s2d Qh9d7c6d2d 
Js9c7h3d2s Jd8d6d4s2c Ts6s6c5h2s Th9h7c3h2d 
KhTd5h3h2h 9s6d4d3d3c Jc9s6d3h2c KdJh4s3c2s 
QcTsThTc9d 9c7c5c3d2h Jd9h7s4d2d Jc8c7s2h2d 
9h8d6s3c2h Jh9s7h4h2c Ac8s8d8c6d Ts7s5d5c2h 
QhJc4h3h2h Kd7s5c4h2s Ts5c3s3d2c Qh8s8h4c3h 
Qd9h6d2s2c Qd9s7d4h2c Jd8h6s6c2s AcJs4s4h2s 
Ah8s6s6c2s Ad9h8h4c2h KsJd9c3h2h Jd6d5s5d2c 
Ah9d8s4c2c Tc6s5d5c2c Qh7s6c5s2s Tc8d4s4h3d 
Td7h4d3d3c Td6c3h3c2d Qc6s3s2h2c Ts7d5c4d2h 
Kd8s5d2h2d Js8d4d3s2s Tc7s5c4c2d Qs8h8d7c3c 
Ad7s5h4h2h Kd9d8d4h2s KsJs7s4d2s JhTd7c2s2c 
KsTd4d3c2h Ad8c7h2s2h Td8c4s4h3s AsJc7c4c2c 
Qd8c6c4c3c Ah6s6h6d5d 9d7d5d3h2s KcTd8h2s2h 
Tc9s5d2s2h 7h5d4c3s2d Ad7h6s6c2c QdTc4c3c2s 
JcTh7s3d2d Qd9s6h4h2c QdTh6h3c2h Tc7s7d6d2d 
Ts6c5c4d2c Jc7h5h4d2s Ts7c5d4s2s Jc9s7s4d2h 
Jh9h8c4h2h JcTh7d3d2s Qc7d5h3s3h KdJd8d4h2d 
Qh6h5h3s2d As8h7d2d2c As9c6d4h3h AcQh6h2s2h 
Qs9d5s3s2c Js7c6h3d3c Ks5d4h4c3c Kh8d5s4s3s 
Ad9h5c4c3c Qs6d5h4c2d 9d7d6s2h2d Ad8c6s4s3s 
Tc9s5h3c2c KcJc8d3h2c Td6c5h4h2h Kh8d5c4c3c 
AcTh7s7h7c Kh7s6c5c2c Ah7d6s6c2c Qc6s5s5h2d 
9h7h6c4h2d AsJs3s3h2s Kh9c6d3s3d Th8d8c3c2s 
Jc8h5c2d2c Js9s5c4s2s Qd5d4h4c3d Ah9d6s4c3c 
QcJd5d3d2d 6d5c3h2s2h Jd9h8c4s2s AcJs6h4s2s 
Qs9h7c5d2c AsQsQdQc7h Th9c5c2s2c KhKdKc2s2c 
9h6s3d2s2d Ah8c6d6c2c 8d7s4s2h2c Kh7h7d4c2h 
Jc9s5s2h2d AdJc5h3s2h 7h6d4s3h2c KsTs5s3s2d 
Kh8c6d4s3s Qh7d6h3d2h 8s8c5d3d2d 9h8c7h4s2h 
Kc8s8c4d3c QhJh9h6h2h 6s5s5h3c2s Ks7s4h3s3c 
9d7s5h3d2c Th5h5c4h3d KcJs8c3h3c Ts6d3s2d2c 
Th6s3s3d2h Qc7c6c3s3h Jc5c3s3c2s Ac6c5c3d2c 
Jh6d5s4s2s Jc4h4c2s2d KsTc7h4h2h Td6h3h2h2d 
TsTh5d3c2s Ah4d3c2d2c 9d9c6s3h2s QsQdQc6d5c 
Ac9s8c3c2c Jc6s5d4h2h 9c7c6h4c2s Tc9h5s2s2d 
8s7h4s4d3s Jc7d4c3h2d Th5d4h4c3s Jd8d7c4s2d 
QdJc9s9d9c 9s5h5c4c3c Jd9h7s7c2h AdTc6h6c2c 
Jd6h4h3c2c Qc8s4h3d3c 7c6d4h4c2c Jd8s7d3h3c 
9h8d7s4c2s Jh7s5d4h2h Qd8s6h3h2s Td7h6d4s2d 
Kc9h7h4h3d Kc4h4d3s2c Qh8c6h2s2d 8d7d3s3c2c 
KdQh8h8c2h Jd8s7s6h2s Td6h5s3s3c Jh6h6c5s2h 
Qs8c6d4c2c Td7c6s4d2d AdQh6h2h2c TdTc7s3h2c 
Kh8d5d4c2s AsQd3h3c2h Ah9c8c3d2s JsTc6s2s2h 
Ks8d6d6c3d 5s5h3h3d2h KcJc9c6c2c Jh5d4s4c3h 
QsTd6c3h2c KcQh8h4h2s 8h8d5c3c2c Kc8s4h4d3c 
7d5h4h2s2c Tc7c5h4d2c Kh9s8h3h3d As9h6h6c2d 
8h5d3h2s2d 9d8d4d3c2c AcJh6d4d2s Qc6s5c3h2c 
Kc8c5s5h2c Jh9d6h4h2c 8d7h5d3s2d Jd7s7c4s3s 
QhJd3d2d2c Qs9d9c4c2h Jd6h6d3h2d Js7c5h4d2h 
Jc7c4d3d2h 9s5d5c4c3c Kh8s6d4c2s Jh4c3h3c2d 
Qs9h9c4h2d KhJs6c4c2c KsJs9s3s2c Kh8h6h4c3h 
Jd6h4s4c3d Js8d6d4d3c 9h7s6h4h2d Ah5s5h5c4s 
KsQs8s4d3s Kd8c5d2s2d Qc9s5c3h2c Td5c4s4d3h 
Kc9d6h3s3h Tc5s4h4d3c Ks8d6h4c3c Kh8s8h3s2h 
KcJs8c3d3c KhQs4d2d2c 7d6h3h2h2d Ah6s6d4d2c 
Ac7h4h3s3h Jc6h6c4s3c 8d5h4d2s2c Jc6d4c3c2d 
8d5h4c2s2c Ac6s6d2h2d Ts7h5s4s2c Qd8c6h4s2s 
Js8s8h4s3s 8d5s4d2h2d AhJs7s4s2s AdQc9h4h2h 
QsJd8d3d3c 9h7d5c3s2s Js8c6c4c3d AhQc7s7d2d 
AcQh6h4h2h Tc6h5d4h2h Ac7h5h4h2s Td8s8h3d2c 
KcJh7d4h2h Jh9h8h6h2h Qd9d3d3c2c As7c5h4h2h 
7s5s4c2h2d Kh9h7d2s2c AsJh4h3c2h As7s7d7c5c 
KsJs3s2d2c KhJh7d4h2h Ks8s8d3s2d Td8c4s4h3h 
Qh9c5h3d2h Qc9c3d3c2d 9s9c7h3d2s Jd8c7d4d2s 
KsTc4h4d2d 9h7c5d2s2c 8d5d3h3d2h 9h8s7h4d2h 
9d6d3c2d2c Qs7s4h3c2c Qc7h4d3c2h Qd8d6d3s3c 
KcTh3c2s2c Jh8c5h2h2d 9d7d5h5d2d Jc9d6h3s2c 
Ts7d5h4c2h 9h7d5h4h2c Kh8s8h7h2h Kc7c4s3h3c 
Th7h6h6c2d 9d8s5h3s2c KdTd5s3d2d 8s5d4s2h2c 
Qc8d6d4d2s 9h7c4s3s2c JdTc7s3h2h JdTs6s3h2s 
Qh6h5h3h3c Qc7d7c3h3c Qc8s7c3h2h 9d8h7c4s2s 
Ts6d5h4h2h Jd9s6h3c2d 9s9d7s4h2s Kh8d6s6c2c 
Ac8h7d4h2h Jh7h7c4s2d 6c5h4c3c2c 7d5c4d3d2s 
KdTs4s3c2h KdJd9h3d2d 9c7d6s4c2c As9c6h3h3d 
Jh5h3s3c2s Ks9s8s7s3s AdQs9c3c2h QdTc4h3h2s 
Ts7h6h4h2c QsJd6d3d2c Jc9d7h4c2c Jc9d8d4d2d 
Qc8d6c3s3c 9c8s8c3c2d Ks6d5h3c2h 8c5s4c2h2d 
Qh6c5d4c2c Qs9d7s6s2s Qh7c4d3h2c As8h7c4d2c 
Th9h4s3h2c 9h7c5c2s2d 9h9d7c3s2h Th6s6c2h2d 
Js7h6s3c2c Qc8h6c4c3c AcJd5h2s2h 7c4h3d2h2c 
KcQs7s4s2d KhJd8s4c2c 9c8s6c3h2c 9d8h6s3c2d 
Ad8c6c4c3s Kd8h8c7s2s Qd8d8c4s2d 9h7c5c4s2c 
Jd7h7c4c3c Qs9h9c7h2h Ks8d6c4c3h 9h8h5d3h2c 
Qs9c5h4h2h AsQh9c3c2d Jc7c5c3h3d Kh7c6d3s3d 
8d6d4s4d2d Th8h7d2s2h AdKs7h3h2c AcJd8h3d2d 
KdJd7s4d2d Ks8d6c3s2h Ts5d4s4c3h 9c8h7h4d2h 
9d9c8s3h2s 9h7d5s4d2d Th6d6c4c2s 9h7d5d2s2d 
9s6c4h4d3c Td9s4h3s2c QsQc7s3s2d 9c8c7s4h2c 
KcJd7s4d2d Jc6c5s5c2h Kc8h4d4c3s Js9s5h4s2s 
Jc9s6c4c2h Kh8c7s7d2s 9d9c8c3c2h Th9s5h3c2h 
9h7d6c4s2d Ah8d5d3d3c 9d8s7h4c2s Kd7c6h5s2h 
6h5s3c2s2d 9d8h8c4c2c Kd8s8h5c3c Ks7s4d3d2s 
9h7d4s4c3c Ks8h5s2s2c 8c7h5s3d2c Jc9s5d3d2h 
Jh9h7s3c2d Jd6c5d3s2h 9d6d5d4h2d Qc9d5s5h2s 
Jc7s7h3s2h KsJd7c4h2h Js7c4s3c2d Jc7s7c5d2c 
ThTd8s3s2c Th6d3c2h2d 9s7c3s2s2c Qd9d8h4c2d 
Js9h8c4h2h 9h9c7d3h2s Th5s5d4c3h Jc9d8s3d2d 
Qd8c7c4h4c Qh8s8h7h2h Qc6h5d4s2h Tc7s5h4h2d 
9s8d7d4c2d Th9h4h3s2d As8h6c4h3h 9c8d7h4s2d 
AdTh6s6h2h 8c6s6c3d2h 6s6h4s3d2s Qs8d6c4d2d 
Jc6s6h3h2s AhQc9d4d2d Kc9d9c4c2h Js8d4h4c3s 
9h7s3h2s2h Th7s6d5c2d Qc9c7c4s3c Kd6d4c3d2h 
Ts8c4h4c3c QhTd6d3d2c AhTc6s4s2s Tc7s5d4d2h 
Th9h4s3h2d Qh7s6c5c2c Qd6s6d5d2d 8c5h4d2s2d 
As7c5c4c2d QsJs8h3s2d Jc9h7d4c2s KdJs7h7c2s 
Td6d5d4d2h Js9h8c4d2d AhTd7s7h7d Js9h5h3h2c 
9c6d6c5c2c Td7c5s4d2d Qh7d5s3s3c Qc8d8c4h3c 
6h5c3d2s2h 6s5s4h3s2s 6s5h3c2h2d Kc7c5c3s3c 
9s6d3h2h2d 9h9d7c4d2d Td8d4h3d3c KhJc5c2s2c 
6c5h5c3c2d Qc9s6h4d2s Ad7c4h3s3c QhTd7d4d2d 
8d8c6d3d2s 9c8d8c3h2c Kh8d7d4c3s Kd7h6s3h2s 
7c5s4c3c2d Jh9s5s3s2d Js9d8h3d2c Kc9d5c3c2h 
Kc8h6d4s3s Jd9s8s3s2h As7d4d3d3c KsJs8c3h2s 
KsJd8s3s3c 8h7c4h3s3d Kh8h7h7d2h Ks8c5d4h3h 
Ah7c4c3d2d Ac6h6d2s2d KdJh6h3s2c Qc9c7d7c2h 
Tc5d5c4c3h 7d6d4s2h2c Ts5s5h4d3c KdJh8c4s2s 
Qs9h4c2h2c KhJs4d3c2d As5s3s2h2d As9d7s7d7c 
9s3s3h2s2h Jd7s5h4c2c Ad7h4h3s3h QdTs6s3h2s 
Ad9c6s5s2s 7s5h4c3d2h KdJh3c2s2h Td7d4s3s2s 
Kc8d6h4h3s 9c7h5h2s2d Js8c7c4c3h Js8c7s4s2d 
Td9s4h3c2c Tc8c3h2h2c 9s6s6c5s2s Jd8s4s3d2d 
Qs8d4d3s2d KsJd4h3c2c Tc9s5h3d2h Qs9s7h5s2s 
Jh8h7d6h2h 8c7d4c3c2d 8h5h4c3s3d QsTc7c4c2c 
8c7h4s3s2h Js8d5d4d3d QhQdQcTd2c Kd9s9d4d2h 
Ah8d6d6c2d Jd7h4s4c3d Qh9h8h3d2c KcQc8c4h3c 
Qs8c5c4c2d Js8d7s4s2c Jh4c3s3h2c KdTs6s3c2h 
Tc6h4s4d3d KcJh4d3h2h KsTd4h2d2c 6d5s3h2s2c 
QcTh3c2s2c QdJc7s7c2h Qc8c5c3s3d Qc9d7s5d2d 
Qc8s6h4d2h KsKhKd2s2c Js7s5s4c2h Qd8d7h3h2d 
Th8s3s3h2s Tc7s7h5c2c 9c8c4c3s2s Kh7h5h3s2c 
7s4h4d2h2c Qc9s7d6s2s 6s5s4s3s2h Td7c6h4s2h 
Qd8h6c4s2c 8d8c7c3h2s Kd7h7d3h2d KhJc6h3h2s 
9c8c7c4d2h AdQh7s7c2s Td6c5s4s2s QcTd3h3d2s 
Qs9s8c3s3h Ah8h6h3h3c Td9s6s4s2s KhJh8s3h2c 
Jd6d5s5c2h Kc8c6c3s3h Qc9h8d4d3s Kc8h7h5h2d 
Qs6h6c4d3c 9s9c7c4d2c QhTsThTd7d Qc8h8d4c3c 
KhQsJsJdJc Ac8s6d4h2d 9s8s5h3s2c Qd9h5c4s2c 
Qs7s6h4d2c Qh9c7s6s2s Kc8d5s3d2s Qs6s5s3c2d 
9d6d5d4s2d Qc6h5h3s3h 7s5c4h4d2h Ts5h3d2s2h 
KdJc8h4s2s QdJs7c4d2d 9s8h6c3d2s Tc6d3d2d2c 
Ks6d6c5h2h Js7s7d4s3s 8c5h4d3s3d Kh9s8h4h2c 
Kd8s4c3s3c KsTc7d3h2c Jc7c5d4h2c QsQdQc6s5d 
KcJs4d3h2h 9s8c5d3c2h 9d5d3s3c2s Qs9d7d4d3h 
KhTd6d3s2d Ad4h4c2s2c Qc9h7s6s2s Qh9d5s5c2s 
AdJh7h4h2h 9s9d7d4h2d Qc7s7h3s2c Kd7d4c3h2s 
Ts7h5d4s2s 9s6c3s3c2s Th7s4s4c3s Ts9s4d3c2s 
KsJh7d3d3c Ah9d8c4s2s Ks8d6c3h2s Qh6s6c4d3d 
AdJh6h4h2s KhJd4d3d2c 9c8d4d3d2c AhQd7s7c2c 
