AdKh8d8c3d 
Js8h7c6s3c KhQsJs7c3d 9s9c6h6d3c QsTc6d5s3s 
8h7s6h4s3h Kc9c7s7c5d Ts9d8s3d2c Th8s8h4h3s 
7s6h5d4d3c AsKcTc3c2h Ac8s8d6s5h JsTs8d5h3s 
KhJdTh6h2c AhKdTc2s2c KhQsJd9c3c Kd8c7c4s2d 
Ks8s8c7h5s 9c6s6c5h5c Kh9c6h4c2d AcQs6c4d3c 
KcTs7s7d5s QdJc8s6s4s AsThTd7h3h KhJh4s3s2d 
QhQdTh5h2h KhQhJc3h3d Td8h8d5s4c Qh6c5s4s3c 
Ts9s9d4h3c Ks9s6s5c2c 8c7s5h5c3h 9d7s6c5d3d 
Ah9s6d5s3d JsTs8c5s5h AhKc9s7d3s Tc9s7h5d4s 
JsTd9s5s3s Tc8d7d6s6h Ks7s6s5c3d Kc7s5d4h3c 
KdQd9s9d6d Ts9h7d5c4h Kh9d8d8c7d AdTs9h5h4c 
Qs9s9d5c4h Th9s9h4c3d AhTdTc7d3d Ad8d7d6d4s 
6s6c4s3s3c KdTs4h3d2s KsJh8s6c4s Ks5d4s3h2d 
QsQc9s5h2s QhTs9c4d3c KhQh7c6c2h Ks8c6s4h2h 
Jh7c6d4h4c QsQh9h6h3h KsQsJd7s4s Kd9h8h7h6h 
KdTc9c8s5c Qs8h6c5s5d KdQcJh7s4s KsTd4h3s2d 
Qs9s9h5d4c Js8d8c7h6h 6s6c5d4s2c Ts9d9c7s5s 
AsJd8d6c4d As9s9h5s3d AcKs7h2d2c Jc9c7h6h2s 
Th9c8h3c2s QhJd9c6s3d AsJc8c6d4c Kh7s6c5d4c 
Qd9d9c7d5h 9c7s5c3s3h KhJc5d4s2h KhQd9c7d4s 
Jh9s5c4s3c 8h7d7c6s4c KsQh9d7h4c Ac9h4h4c2d 
AdJd8d5s3d QhTc6c2s2h QhTh9h3d2d QsTs8d3c2d 
Kc8c6s4s4c Jh8h5c4c2s AdKdJd8c2d AdJc6s6h3d 
Td9h8s2s2h 8c7s6s6d4h JsJc8d5c3h Th7s7h6c5d 
9h9c8s8h4h AsQh6s4c3s QcTh6h5h4h Qs8d6c5c3d 
Th8d6s6d5c 7c6s5s4s3h Kh9c6h4h4c Tc8s8d3s3d 
KdQc8d5d4h AdQsJc4h2h AhQd5c4s4c 9d7d5h4h4d 
Kc4s4c2s2h Qd8d5s4s3h JdJc9c5h2s JsTh6h6c2s 
QcJd9s9c2h AdJcTh7h2h KhJd5s2s2h QcTc9c6s2h 
Js9h8c3s3h JdTc7d6d3h 8c6s6c5d5c AhJs7s6d4s 
Ts8h8c6d4d Qs9s9h7s5d Kc9s8d6h5d Tc9c8d3s2d 
Th9h8c4c2d KcJs9s6h4d Ac7h4h3c2d Ac9s9d6d5h 
KsTs7c4h4d KdQcTs6d2d As7c5s5d3s AhJs9s7d4s 
KhKd5s3s2s KhTd8c4d3c 9h8c6s6d5s QsJc6c5d5c 
JsJc7s6c2c Kc9h7h7c2h JdJc8h5c3s AsJhJd5c2h 
JdTh6h6c5h QcJhTd7s2c AhKsJc4c2c JsTs7s5h5c 
QsJdTd7d3c KdJh6d3h2c QdTc8h3h2d KdQc9d4s2s 
KsTd8c5h4d Jd9d7s5h4d Kc9c7d6c4h JcTc9s8c3c 
9h8h5c4d3c KsQs6c3d2c QdJs8h3s2d QhTd4d4c2h 
AcQc9d4h3c Kc9s5s4c2d Ad9s9c6s6h Ad8h6c4s2d 
Qd8c7d6c2h KdJs7h5s3c QcTh4d3h3d Jd9d8h4s4h 
QhTc9s5c4c As9d6s3c2c KhQsTh5d2h Qs9c6c4h3h 
Qh9h5d4d3d 9s7h6d5d5c As8s7s6s4c Qd9s8c6s2c 
KdQd7s5c3d AsKc6h6d4h Ah9c8h5s2h Ac9c6d5c3s 
AcKd9c5c2h Th9h8c3s2c AdKc8h8d3d JcTc7c4h2h 
Qs9h9c6c2h Tc7s6d6c3s QdJs9h7c4s KhQs7h5d3h 
KsQc8d6c4c QdJcTd3h2d Jh8c7d5c4c Ah3h3c2h2c 
KcJhTd4s2d QdTd8c5d4d QhJs5s3c2c QsJs8h4h3s 
KcTc9c8s5c Qc9h7c6d4s Ac6s6h5h3s JsTd7d6h2h 
Ks8s7c6c2s KsJs6d5c3s 8d7h6d6c5s 8h8d4d4c3c 
Jh8s8h7h6d Qh8d5h4c3d KsJc5d2s2d 9h7s6c5d5c 
Jc8h8c5d5c Kc9d7c3s3d JcTh9h6d2s JdTh8c3c2h 
QcTh4c3h2d KcQs9s6s4h Kc6h5s5c4d Ad8c7c3c2d 
9s7d5s5d3d JdTd8s5c3d KsTh5h2s2d Tc9d8s7d4h 
AcKd9h3d2h 8s8h7c4h4d QsJh9c8s4s Jh7d7c6d3h 
7c6h5h4h3s QsJc5c3d2d 9h8d7d7c5s JcTh6h6d2c 
Qd9d5c4c2h Qs9s8s8h4h AhQc8c7d3s KcQh9d7h4s 
AhJd8c6h3h 8s7c5s5h3h KhQc9d5c3s Ac9s9h6h6d 
Kh8s7h6h4d KdQhTd5d5c QdQc7h7d3d QdJs7h7d4c 
9d8s7h3h3d Ts7s7d6c5h Qh8h5s4s3c QdJd8d6s6h 
QhTd9h5s2c JhTd6d6c5d 9c6c5d4c3d 9s7h6c5d5c 
AdKcTs5h2s Th8d6h6d2s Kh8h7s6s2h KdQcJc5h5c 
AcJh8h6s6d 8s8h7d4h4c Th9d5d4h3d Td9s7s5h2h 
Tc8s5c4s2h AsQdTc5c2c KcQh9s3c2s Js8s8c5d4s 
Td7h6d6c3h KhQc9s3h2s Kd8d6s5h5c Ac9c6c5s5d 
QhTh6d4h2d AcTdTc4c2h KdTc9c7c5c Tc8s7c4h3h 
QsJc6s3h2c KdJc7h5h2c 6d6c5h4c2d Ks8s7c5c2s 
KhJc5s4d2h Jc9c8d7s4h QsQc9c5d2c KcQsJs5s3s 
KcJh8c5d3s QhTs8s7s4d KsJc7h4d3s Ts8s6c4c3c 
Ac9h6c3s2s Kc9d7d7c2d KdJcTs4s2h KcQh5d3s3c 
KdJd6h5s3d Js8s5c4c2d JhJd5c3s3d KdTh9s7c3c 
KhQdJs3d3c KhQs8s6s4c KsQs6h3d2h Ts9h7d5c4c 
Tc8d5c4d2s QhQd7h4s2s QhJcTs4s2s KcJs8c6h4c 
Ac8h6c3h3c Ac9s8s6h3h KcTh6s5d2c JdTh6s6h5h 
Qs9d8d7d5c Js8c7h5d4c QdJd7s7d5h JcTd6h5d3d 
As7h7d5c4h KdJh7s5c4c AhKh8h8d3c KcJd8h7s4d 
Js8s8c5s5d Ts9h8h4s3s Qh8s8c6c5d Qs8d5s4c3d 
QhQd9c8s2s 8s7h6h4d2s Ac8s8h6h5d QcTs6h3c2s 
Td9h7c6s3c Th8c7d5d2h 5h5c4h4c3h Td8s7d4c3s 
Jh8d7c5s4d Ks9s6d5s4h Ts9s9h8d5s QsQh5c4h2h 
6h6d5c4d2h Kd8d7s5s2d 7s7d6d5c3h AcJd9h8s3s 
AdJd8h4d3c AcQh6s5s4d Td8h8c6h4h KdTd7h4s4c 
Jc9d7d5s4h QhTc7c6c4c 9s9h7s6c4s KsKdKc6c5s 
AdKd8s4h3d Jd9d7c6c2s AcQd9s9d4h KdJd9s9c3h 
KdQs3d2s2d 7c6c5s4h2h AsJh8s4s3c QcJsJh6d3d 
Tc8d6d5c2d Ts9s8h7s4c Ts9s9h6c3s AdKh8s7h2h 
KsJc6h3c2s JdTs8h6s3c Jc6d5d4d3c AhQs9s9d4c 
Jh9h6d5c2d JsJc5h5d3s Kd8h6d5d2h QcJs4s4c2s 
Js8h7d5s2h JsTh8c3c2h JhTc8h3h2c KcTs9s8d5s 
KcQsTc5d2c AsQcJd4c2c Th8d6c5d2c QsJh7c6d6c 
QcJd5d3h2h As8c5s5d4s Ks7d5d4c3c Kd4h4d2s2h 
Jd9h8c6h2c AcKc9c6s4c Ks8c5d5c3s QsTs8h5c3d 
KhQh7h5c4h Ad6d5c4s4d Th9s7c6d3s AsKdTc7h2h 
KcTs8h4s3h AhJc6h4h4d Tc9s5s4c3s Ks9s6s6d3d 
QcTd9h4s3h KhQh6d3s2d Jd8s8d5s2s 9s8d7c4d4c 
QsTd6h5d3c As7s6s4c2c KsTsTd3s3c QdTc8c4h2h 
KsTd7s5s3c Jh9s9d6c5c Ah9s6s5d3d KhQh8s5h2s 
QhTd9c7s2h QhJh8s7s2h 7s7d5d2s2h 9s8s5c4d3c 
JsJh9d5c2h Ts9s8h4c2c QcTd8s3s2c As9s6d5s3h 
QdJh9c8s4h Ac9s8c7c4c QhTh6d4d2h AhQs8h6c2h 
AcKc9c5d2h 9h8h5s4s4h Ah8h4d2d2c AsTd7h5d2h 
AcKsKhKc7d KcQc9s8d4h KhTd9s6s4s Tc9s9d7c5c 
JhTh9d5s5h KhQsQh6h2h AdQsQc7s2s AcKhTd5s2d 
AdTd8s7d2d Kh9d6h4d2s Ts9h9c8s5d 9d7h6c5d3d 
Td8d7h7c6d KcJd7s5h4h Jd9h7c5h4s Ad9c8s8c5c 
KsTc8d5h3s 9h8c7s4s4c As9h8h6c5h 9s7d6h5h5c 
Th9s9d7d3c AdQc9h4c2h AcTd9d7s2h QsTd6d2s2c 
QdTsTc5s3s Th6s5d4s4d AdKd9d5s2h Kd9c8s5d4h 
Jd7s7d6c3s 9d7h6s3s3h KhTd9c7h2h Ah8h7h6h4c 
8c7h5s5c3s KhQsQc4d2d Qh9d7h6h5h KhTd8s5c4d 
Jd9h8d4s3h 9s8c6s6h5d Jc9d5d3d3c KcJh6c3h2d 
QcJd8d4h2h Qd8s7d5s2h QsTh4c3h2s KhTs5s3s2h 
9d9c7h7d3d Ah8h5c4s4h 9h7c6d5s3c JdTh6h6c2d 
QdJh5c2d2c QhJd9s9h4c 8s6d6c5s2c JhTh8h5d2c 
AdKs6c4h2s Qc9h9c5s4d 7s6s5h4c2c KhJsJc8h2d 
Ks7d6s6c2c QsJc8h5d5c Jh8c7s5h2c KcQd9h5d3s 
JsTc9h5h5d KdQd8s8h2s KdQsJh7c4c AhKdTs2s2c 
8s7c5c4h2h JdTs7s5s3h Qh8s6d4d3h 8s7d7c6h4c 
QdTd9h9c2d AcTd5c4c3s AsQs9s5h2c AhKdQd7s2d 
KcTd6c5c4c 9c8d6h6c5s Td9d8s4c2c KcQsTc5d5c 
QdTd6s4s2d QhQc9d7h2s QsTc9h5c3c AcQs9s8s2h 
KsKhKd6s5h AhKh8h8d3s QdJd7c5s5h QcJdTc3h2c 
Th8s7h4d3d KcJcTh3c2d AcTs8h7d2s KhQdJd5s5d 
QcJsTd7h2c Jc9d7h5d4s AhKh9d2s2c JcTsTd7s2h 
QsTs7h6d3s Td8s8h5s2h Ah9d7s4s4d JhTs9c4c3d 
QdTc6h4c2h Ts9d8d5c4h JhJd9h6h3c QdTc6h5c3s 
Jd7s7h6s3d JdTs8h7c2d AsJd5h5c2s Kh8d6h4d2c 
JsJdTd6d3d QcJdTd6d3d QhJcTd4s2s Th8c7h5d2d 
AsQc9d8c3c KsTd6s5s4s AsQh7s4d3s 6s6d4d3s3d 
Ad8c5h5d4d Qh9s9c6s2c Qs9d6h5s3c Qs9d7h5d2s 
KsTd6h5d4d KhQd9d6d4c KcThTc8c3d Tc9d7s7h5c 
QcJh9s5d3d Js8h8d4h3s 9d8s6s6c3d AdKsTc2h2c 
Th8s8c6s4s Ts8s7c5c2h QsJhJc7d4d JcTc9d3s2h 
QsQd9c6s2s AcQc8c4d3h Jh8c7s6s5s Jc9h6d5d2h 
KdTd9d6s6d AhKdJc7c2s 8h8c7d4c3h Tc8s8d4c3d 
JhJc5c3s3d 9d6h6d5d5c JdTd8d8c5d Ts7s7h3h3d 
AsKh9c7d3d 7h7d6d5s3c KdTs6h5s4s QsTs8h3d2h 
KhQd7h5s3h Ts9h6s5h2h QsJc6d4s3h Kd8h5c3h3d 
Ad8s6c4h2d AsTd9c5d4d Th8s5h4s2c Ad8h7c6s6h 
6h6c5s5c3d KhTdTc6s3d AsKcTc4c3c Th8d6s6h2s 
Kh8s8h7c5h Ad8s7h6s3h KsJh9s7c3s AdJs6d4d4c 
ThTc9d7d3s Qh8d8c5d2h JhJd3s3h2s KsKh4d3c2c 
AsThTc7c3c 8s8h5h5d3c Th8c6h6c2s 9h7c6d5s5d 
AsKc9c6d3c QsTc8s5d2h AhKh9h6s4h KcTh7c5s5c 
9h8d7s5c4h 8c6d6c5s5c TsTc6h6d3c AsQh9h7h4c 
QdJs7s6s6h JhTs8c5d3s AdQhTs5s2s Qd9c8h4h4d 
QdTh4s4h2d Qd8s6h5h3s QhTd9d8s3d As8s7d5s2c 
9s7s5s4d3d Js9s8c7h4d KsQc6c4h3d Tc7h7c3h3d 
AhKsTc5d2c QsTc9d7h2s 8s8d7c4d3s QdTs9c5h5d 
Kh5c4h3d2c Ad9h6d3s2s Td9d9c8s5d Ad6d5c2d2c 
KhTd8c5c2d TsTh9s3s3c JsJcTd7d2h 8s8c5s5h3d 
KcQc7h5h2c KsJhTc4c2d AcJs7s6d4s JhJcTh6h3h 
Qh9s9h8c5h Jd8s8d6h3s KcTd9c4s3c AcKsJh4h2h 
TsTh6d6c3h Ad8s8c7h5h KdQs9s6s4h AhTs8d5d5c 
JsTs8d4c2h AsKd8d5c3d Ad9s9c5h5c KhTc8h5d2s 
QhJd8d4c2c AdTd9d6h4d QhTs6d5h3h Jh9s9h5h4c 
Jd9h8s4d3s Kc7s6d5h4d Qs9s7d6s5s KsTc8d5h4c 
Qs9s6s6d3d Js7d6s5h4c KcJsJh7c3c QdJd5h5c4d 
KsTsTc8s3d KsTd8s3d2d Th8s6s5h2s Tc8c6d5c2d 
QhJs6s6d4c KhQcJs9d3d QsQh3c2s2d KhJh7c5h3d 
KsJs9c7d3s Ks8s7s6h4d AhKhQd8h3h KsTc8h4c3h 
Kh7c5s4d3h Ts8s8c5d4h QsTs6s5h3c 9h8d7s6h4c 
KhTh4s4h3s JdTd7s7c2c AsKhTd5c2d Jh7d7c6c3h 
KdJd6c5s3d AhQc9d9c4s AhJsTd7d2d KsTs9s8h5s 
Td8d8c4d3c KcTs6d5s2d Ts8d6s6c2c AsKd6h4d2c 
As7s6d4h3s Ts7c6s4s3c Kd8c7s5h5d Qd9s9d7c5d 
KdTh6d2h2c Ad9s4s4d2h Ts8h8c7h5d Tc9c7s7d2s 
Th9c7d5s4s Th8s6s5c4d Ts9c7s6s2c AsJhTd7d2d 
QcTc9c6h2s KdJs5h5d4d QcTs4h3s2c Ah9h8c5d2h 
As9h9c6c5d AcJdTd5s2d KhQd3h2h2d KsTh7s5s4s 
Qd9d5c4c2s Ad9d8c4c2d Qh9d9c7d2h KdTc7c2s2d 
Ac8s6d4h2c KcJd6h5s2c AcQhTc4c2c JsTc7s4h3d 
AcQc9c5s2h 8c7d7c3d3c Tc9h9d6c3s QcJc8h5s3d 
AhTsTd7d3d KsTsTh3s3c 8d7d5d4h3h AcJc5s5d2h 
Qc7c5h5c4h Tc9s6h5d3c Ts9h8h3s2d AdTs5d4c3d 
9d9c8s8h3h AsKc9h7d3d KcQs7d5s5h Ts9d4d3s3h 
AsTd9c6h3d Td9h6d5h2d KcQc8h6c5c KdQh9d7d5d 
AhTd9s5d4d Qh8h7h7d4d AcQs8h7s3d JhTc7d5d3s 
Jh9h6d4d3c JdTh9s4s3c Ad9c8c6h3h Kc8h7s5d5c 
QhJc5c3s2s Th9c7d6s3d Td8h6d4h2c Kc7h6s6c2s 
Ts8s8h4s3h AcJc8s8h3c Ts8s8h5h3s Ks9d5d4h2s 
AdKdTd5c2d AcJs5h5d2c QsQh9s6s2d JdTh9d5s5d 
Ad9s8d5h2d KdQc4h4d3s Qc9s9h8d5s Ad9h8h6c3c 
AdKs6s3h3c KdTh9c7s3s Jd8c7h7d2c KhJdTs7h2h 
JcTh6h5h4h Jh9h5c4d2d Qd9d7s6c2c KsTh6s2h2d 
Tc5h5c3h3d QsQc5s3h2d AcQs5h4h4d Js9c5h4c3h 
KcJd8h3c2d AhJcTc5s2c AhKs7s6d2c JhTh6d4d2h 
Tc8h8c4c3h JdTc7c5s3c Qc9s8h6s2h Td9c7s6c3h 
QsJh4s4h2h AsQd9h5h4c Tc7d6d3h3c Kc7d6h6c2h 
KcQhJh8h5h KsJd8h6s4s KhQhJs3h3d Jc8h5h4c2d 
QsTd5s2h2d AcKs6h6d4h AsJdTd5h2d Kh8d6h4s2s 
QhTd8d8c5d AdKc7c4c3s AsKc6c4h2d AdJh9c8s3c 
Jd7s7d6h5c Kc8s8h7h6h AhQs8s7d3c KcJd8s6c4c 
AsJs6c4s4h QsJs8c5h3d AsTc5d4s3s KsJhTc7s2s 
KsJc6h5d2s Qc9h6h4d3d JhTs7s4d2d Ts8s5h4h2d 
Ad9d6h5d3c As9d6c5d3c 8d7d5d4s3s JsJc8h5d3c 
Jd8d7c6c3c Qd8h7d5h2c Ac9s9c6c4h Qs8d7d7c6h 
Jc8c5d4d2h 8d7s6s6c4h Js9d8c5s4h QsJs9s5d4s 
Qc9s7d7c5h JdTd7d4s2s Js9c8c4s3d Td6c5h4h4c 
Jc8s7d5h4s Td9d8c4s2s 6h5h5c4c3s JcTd9h4h3h 
KdThTc6d2s Jh7d5d4c3c Js9h7s4s4h JsTd6c5d3d 
AhQsJd4s2s AhTd9s3d2s Ks8h5s5c3h Jh8d8c7s5d 
Ac7c6d4c2d 9d8d6c5s5h KsQhTd7s2c 7d7c5c2h2d 
Qc6h5h5d4d QcTc5h3s2h Ah8d8c6d5s Ts8s8d6s5c 
Th9d9c7d3s KcTh4c2h2d Jd7s7d6h3s 8d7d5c4s2s 
JhJc8s3c2h Tc8c7s5s2d Kh7s7c4s4c Qs8s5h4h3c 
Th9c6s5d3h 9s7h6d3h3d QhJs9s7s5s KcJh8c6d4c 
Ts9h9c7c3d Qs6d5s4d3d 9s8d6s6c5h KsTh8c5h4d 
KcTh9s5d2c Td9h8c5d4s Jd9c8s6c2s Js9c8h3s3c 
JsJd9s8s2c JdTh7h5h3s KsJcTd6c2h Ah8h7h5s5h 
KdQh8c7h2c Qc8s6d5h4h Qs8s7s7d4d Ks8d6s5h5c 
Qs8h5s4c3h KdQd7d5d4h ThTd9c8s4h JsTd6h6d5d 
Kc8s6c4d2d AsKsTs5d2s Qs8d6s5d2s Jh8s7h7c2s 
QdTs9s8s5s AcKc9c6d2h KcTc6h5c3d 6h6c5d5c3s 
As9s8s7s5s KsJd5h4c2s KdQc7h5s5c AdKh7h4h3c 
JsJc9s6s3d Th5h5c3s3c QsJh9d8s4s Qh9h7d6c2c 
JhTh9d3s2c ThTc6s6d3c KsJdTc4h2c Ad9h8h3d2d 
QhJs7c3s3h Kd9s5s4c2d QhJdTc4c2c QhJs8c6c4c 
KdQd8d5s4c QhJh7s6h5h JcTh4h3s2c Ks7h5d4c3s 
AhKc9d5c2s Th9s9h6c3h Kc9c8s4s3d KhQh6s3c2s 
Kc9h8d5s4c Kh7d6s6c4h QhJs6s5s4s TsTh4h4d2s 
AsQh5h5d4h QdJh6h5s5h Ad8d4c2h2c 9c8s6h5d4d 
KhTc9s9d2d Qd9h6s5d3c Ac8h7s2d2c Ac9c8h5s2c 
KhQh6d3s2s JsJh3h3c2c Qh9c8s6c2s Ac7s4s3c2h 
KhQc5d3s3h KdJh4h2h2d AsKc9d7h3h Ks9s8s8h7s 
8c7c5c4s3s QdQc9s6d2d 8d7s6s4h2d AhQs9c4s2c 
KcJc6h5d3c Tc9d8d3c2h KcJc9c6s6h KsJhTd6d3d 
KsJs4h3h2c Ks9c8h6d5h KdJsTs6h2c Ad9s7h4s4h 
Qd9h8s8c5d JcTd5d2d2c AcKc9c6s2d KdQh7c5s3h 
Ah9d9c6d5s KsTh8d4h4d Tc7s6h6c3s AdJsTc3s2h 
Qh8h5c4s3c AhQs9d4s2d AcJh8s5h3d Jh9h7s5s2s 
KcTh9s8h4h QsQc3d2s2h Kd9c8s6h5s Qc6s5c4d2d 
9s8h6h6c2c AsTh9h7c2d Ks6s5d4d2s QsQc9s6s3s 
Tc8s8h4c3s KsQs7d5h3s JsJh7c6s3d As7s6d4c3s 
KhKc5s3s2s Tc9d9c8h5c Qs8d8c5c2s KcTh9c6c4c 
As8c7d2s2h QdJhTh6h3h JsTs7h7c2h Ts7s7d6d3s 
9s7c5s3d3c KdJs8h3d2s Ts9s7d7c2c As8h7c4s2d 
JcTd4d2d2c QhTc4c2s2h Tc8h6c4h2d KhJd7s5c4c 
QdQc7h7c3c Ts9d6s5d2s 6d6c5s4d2c Jd9s5s5h3h 
AhKh5h3d2s AcKh8s5h2h QdTh5s3s2d AcQh9h7h4s 
KsTd4c3s2d Ks6d5s5c4h AhQh4h4c3d Td6s5c4s3d 
AsKhTd7c2c KsJh5h3s2s Td6h5c4h4d KcQhJs3h3d 
KdJs7d5h3d KsJs4h3d2d Jc7h7d6d3c QcTd9s5d3d 
Td8c7d4h3c Th9d7h6c3h AhJd5h3s3h Kh6s5h4h2s 
Th8d6h4d2s KhJsJhJdTd AhTs5d4h3h Ks8s7s6h4c 
Kd9d6d6c3c Ac7h6c4s3c Th9s7d6s3c KsQs6d3h2d 
As9s8c4s2c QhQd6d5d2c Ts9h8d2h2d AhQsJc8c2c 
Qd9s6c5d3h 9s8d5h3h3d As9s6s5h5c AhKd9h5h2c 
KsTsTd8h2s JhJc9d7d4s 6c5s5h4c3s QsTd9c7h2s 
QhTd6d2s2h TsTh4s4c2h AdQd9h5s2d AsQs9s8s4h 
Ks9s7h6s4c KhJh6h6c5h As7s6c3h2c KhTh6s5h3d 
KdTc5s5c3s Ac7c6s4h3c Kc6c5h4h2c KsQs6d3c2c 
JsTd9d5d4d KhQdJs7c3d AhTs9d5d4c KsTh7h7d5h 
AcTdTc4c2s 8s8c7d2d2c AhJsTs4c2s 9c8d7h4d4c 
Tc9c7s6c3h Kd4s4d3s3d KcJs7c4h3d AsJdTc5d2d 
Jh9c5h4c2d AsKc9h5c2d Kd8d7d6c4s Tc8d6h6d5s 
Qs8s6h4h3h 9s7s5s4h3h KsTc6h5c2h Jc9h9c5c4s 
Kd9h8s6c5s KdJd4c3s2s JcTd7d4s2s KdTs6c5h2d 
KsTh8s5c2d Qh9d8c4h4c Ad9c7s4s4c Td9d8c3h2c 
KsJd9s7c3s AsKs9s6c2h Ts9d7h5c4c AsKd7c2s2h 
9d8s7h4h4d AdQcJh8h2h Ts9h8d5s4c QdJh9s8h3c 
KcQsJh3c2c AcTd8h7s2d AsJh6s4s4c 7c5h5c4d3d 
QcJsTh4h2h Ac9s9h4s4h QsQc8s7h3d Jh6c5c4c3h 
KcJs8d7h4s 9d8s7c6c4h KdTh5h2d2c AdKc7c4c3h 
AsQs7s4h3d KcQhJs6h2d 9s9c6d2s2d Jd8h8d7d6c 
Ah8d5s5c2h QdJh6h5h4h QcTs9h5s3s Qc8s6d5h5c 
JdTc7d6d3s AcQs7c4h3c Kh8d5s5h3d QcJs9h9c2d 
Tc9h8s7h4d Th9s6h5s2s Kc9d8d7s5h QhTd6h3d2c 
AcKc8c4d3h KsTd4h3d2s Ad7d6h3c2h KcJc9d7s3c 
Th9h9c8s5h JsTs6d4h4c QdTsTd8h2d AsQc9c7c4h 
KdTs9d4c3d QdQc4h3s3h Tc8c6s6h3s KhJh7c5h3s 
Ah9d9c8d6d 8s8h7c2s2c AhKh8h4s3d AdQd9s5h2d 
QsTc8s7s4s 9d8c6s6c3d QsTc9c8h3c JcTs8c3c2s 
Ts9d6c5h3s 9s8s8d5c4h QcTs8s7s4h Jd8s7c5s4s 
7c6h5s4c2h QsTc9d5c3c QcTs8c5h5d Js9d7c5d4h 
QhTh5s3c2s JhTd9d6c2s Td9s6d5h4c QsQc8s3d2d 
Qs9h6h5s2s QcTd9s4h3s AcQcJc9c3c AsQd9h4h2d 
QsQc9s6s2h QsJh8s7s5s Js8s7d6d3d QdTsTc8s3h 
JhJdTd3d2c 9d7d6s6c5h QhTc6d3h2c AhQh4h4d3s 
KcQdTc5h5c QhQd9s8c2c Kh8c6h4c2s Td9h8s5c4d 
8s8h7d2s2d Jh9s9c6h2s AhQcJs8s2s Jc9c7d7c3d 
KcQs4d4c3h KsThTd6s2c KcJc6s5d3c QdJcTc2h2c 
AhKc9s3c2s AdKc8h5c2c 8s7h6s6c5d Ts8d6s6d2c 
Ah9s9d8d6d Td8d5s4s2c Ks6h4s4h3s Qh6d5c4c3d 
QcTs7d4c2d KdJsTh4c2h QcJsTs2s2d KhQc9c7c5c 
Ks9h8c5d4s Tc8h8d7s5h KcQh5s3d3c Js8d7c6c5c 
AdQcJc8c3c JsJc9s8s2d KsJhTc6h2d AhQd9h5s2h 
QdJh9s7c4h KhQs9d7c5c Tc8h7c4d3d Qd9h9d7d5c 
AcKc8s3s2c AdQs7d4c3d JdJc8s5h3c Jc7c6d4d3h 
KsQs7h5c3s KhQc4h4d3s AdKh3d2s2c 8c7c5c4h3h 
QhThTc8h3d JdTh5h2h2d KdQh9h5c3s Ah9d6d6c4c 
QsTc6c2s2d Ad8h8c7s5s Ad8c6d3d3c JhTh8c5s5h 
Ac8s8d7h6h Ad8s8c6c5h QsTs9d9c5s AhJc8c6s6d 
Th8c6s5c2s AcQsJd4h2h AcQd5s5d4d QcJhJd6s3s 
AsJd6h6c3s QcTs4s2d2c Td7h6c5s4h Jc8h8c7c6s 
Tc8s8d7h5d AcQs9d5d4h ThTd6s6d3c AdTc8c5c4c 
AcTs9d6s6h 7s7h6s5c3d JhJd7c6d3s JhJd8d4d4c 
QhQc8h7d3s KcTh4h3c2h AsJdTh7c2c Ts8h8d6d4d 
Js8s8d5s5h Kh7d5d4s3s KcQh9d8h5h QcJd9s9c4h 
Jh9s8d6s2d Th9d8s5h4c 6h6d5s5c4d Ks8d5s5c3d 
AsTd5s4h3s QhQdJs8d2d KdTd8d7h4d As8d8c7h6h 
Ad8c6h3s3d QsThTc8h3h Ks9c8h6c5d KsTsTh8s3c 
AhJd9d7s3d KhQsJc3c2d Qc9h6c5h2c QsQh8c4d4c 
AsKs8s8h3d JhJc8s5c3d Ts9c6s5c2s QdJh9s9d4c 
As8c7h6c3h Ad9s9h6s5c KhJs8s3c2h Ac9s9d6h6d 
JsTd9s2h2c QsTh9h8h5h Ac9s6c3h2h AdJh8s4h4c 
Qs9c8s6s5s 9h8c7h5c2h Qc9s9c8d5c AdJh5s5c2d 
AdJs8d4d3c QdTh6s3h2d KcQc9d8h4s QdJd4s4d3s 
QhTd5c3c2h Kc9c8h8c3h JsTh7h4d2d AcTc7h3s3c 
AdJc8d4d3s 9s8h6c5h5d JdTs7s4h2h QhQc7h4s2s 
AcKd3c2s2h KhKc8d5d2d KhJs4s2s2h Tc9h7h5s2s 
9c8d7s4s4c AsJs9s7s6s Td9h6d5c4s Ts9c8h5d4s 
JsTh8h3h2s 9s9d4d3s3c AhJh6c4h4d Qc8c5h4s3h 
8s8d7s5s5c Tc8s5s4c3h JdTd9c5s5d Qc9c7d6h2h 
Ac8d6c4h3s KcJh5d2d2c Qd9s9d8h5d JhTd7c5c3s 
Jd7d7c6s3c JsJc9s6s3h Td9h7c5s4s Td9c7s6h3s 
AhQc9s4c2s AcKd8d4h4d JcTc8s4d2h Qc9c6h6c3h 
TdTc6c4s4c KhTs9s8d5s TsTh6h6d3c Qc6d5s4s3d 
KsJhTs8s3s KsQd9d6d4c AhJh9c5h3h 9c7s6h5c3c 
KdTd8d7s4d Ts8d8c5s4h AcKd7d3h2h QdJhJc3c2s 
AsTdTc7c3c AcThTc4c2s Js8d6s5h4s QdTd9d6c2s 
9d8h8d7h3d JdTs5s3s2d 8c7c5c4d3d QhTsTc8c3c 
