Kc9s9d4c3d 
QhJd8h7s2s KcTh5d4h3d Ad8d4s4c3s AhTd8h6s2h 
JhJd7h5h2d KsJs6d6c5s KdTc7s4d3h KhJs7d4s3d 
Qc7c6d5s4h Th9s9h7d5h QsQh9c4h3d AsJc9h6d2s 
AsJs9s8s4h 9h7c5s4h3c Kc6c5h3h3d As9d5s4c3h 
AhJs5h4c3h KcJc9h5c4d QcJs9h6s6d 9c8h5s5h4c 
Qh9h7s7c3s 8s8h5d4s2d KsJd9d6d5c Qs9d8s7h2d 
Kc9d9c3h3d Jd9d7s6c5d 8s8d7d5s2c Qs8h8c6h6d 
AcJc9h3h2c Ac9h5c2h2d AsQc8s3s2c QsTd9s7s4c 
KhTs8s7c2c AhQd7s3h3c QhJh9d4d2d KdQcJs8h3d 
AsQdJd8d2h KcTsTd2h2c AcKc7d5c2h 7d6c5c4d2s 
Js9h6s6h3d Qc8d7h5c3d Ac8d5d3c2s QhJh5d4c3s 
AsJh9d7c3h AdKs9s9c3h AhKsQd5c2c AdKh8s5c2h 
KhJs5s2h2d JsTd6s5h5c Ah9s8c7c2s KhJh6d5h3s 
JdTs8d6d4d Ad9d5c4c2c Ah6h6d5s2c Ac7d7c5h3c 
Qd8d8c5s3c QcJd8h2d2c Kh8s8h6d2s 9d8s7h6c4d 
KhTh8d7c3s Td7s6s6h3h KhKd9h4h2s Ac9h9c7c3d 
KhJh8d7d3h Kd7h6c5c3h AcTd8h4h2d JsTd9c8h4h 
KdJc6c5s4c KcTd8s8d3s Qh8h7c6d3c Qc9c8h7s7c 
9d9c4h4c3d Ks8c6h5h5c AdKd8d6h6d AsQh8s6s4s 
AcJd7d6s6h QhJs9d9c6s AdKh7s5s3c Js7d5h4s4d 
Qc8d7s7c6h KsTd5h3s2d AdJc9d4d3s KcJc7h6s2s 
Kc6d5c4h3s AcKd9d8d3h JsTc9h9d4s AcQcJc9c6c 
KcTc6c5d2d As7c6s2d2c Jh7s7c5c3h AdTc9s9c3c 
AdQh7s5s4c QcJh5s4d3c AhTs8d4h3h JsTh9c8h4h 
TdTc9h6s3d Td9c8h7s5c AcTc9c8h2c Kh9c7s6c5d 
QsTh6s4h2s AhJd8h4s4h KdJh7c6s6c KdTc5h5c2d 
Qd7s7d4s4h Ah8s8h4h4d Ac8h8c4s3d KhQhJh6h5h 
JcTc7c6c5h KsTdTc7h5h KhJd9d4s3s Tc9h8h8d6h 
QhTd7s6s5s ThTc6c5s5d QcJsTs5s2h TsTc8d5s4s 
Qd8s8d6d5c KhJs5d4c3h 9s8c7d6h4s KdTs6h6d2h 
QdJc9d6d5d KdQdTd7d4c AhJcTs7s2d ThTd8d8c2s 
KcQc6h5s3c 9c6h5s4s3h TdTc5d5c2h Kh8d6s6d3h 
AcJc6h3d2d Ac7s7c5d3c AsQsJs8s2c Ks6s5c3d3c 
QsJs8h8c6s 9d8s6s6d4s KcQdTh8d3s Tc9d5h5d3c 
Qh8s8d6s6c Ac8h7c5s3c 9d8h6s4s4h AcKc8c4s4h 
QcTc9c8s2d KcJcTh7c3c AhTc8c6c5c Qs9s9c5h2h 
JhJd8s8c3d QsJc4c3h2s Ts9h6h5d2s KcJs9h5c2d 
JdTh8d5s3c AdTh9s6h2s AcQsTh4s2d AdKd8d4s4h 
Th8c6c5h2s QdTs7h6d2h Ah8s8c7s6d JhJc9c7c4s 
9d9c4s4d3c Ks7s7c5h4d QhTc9c8c5s AdTd4s3s3d 
AcKc9c7c4h KsTd5c3d2s AcQc7h6c3d AcTh7s6s5s 
Qs8s6d4c3d Ts9h8c6d6c JcThTd4d3d QsTh8s4h2s 
Qh9h8s7c2c Ac7d6c5s2h 9c7d5s4s4c Js9h8h6c3c 
AsQc7h3s3d QcTd9c8s2c Td9h6s4s3h Kh6s5h4d3c 
Ac8c7c5d4c Qd9c5d4c3h Kc9s7h5c2h Ks9d8s7h5s 
AsJs6h3d2h Jc8c6d5s3d QsJc8c6h6c AdJcTc5c2h 
As8h4s4h3h QhJc9s6d6c AdTs8s5s4c 7c6c5s5d3s 
8c6d5d4c3c KcQhQd8c3s KcTs8s7h4d QcJh7h7d3c 
Kd8c5c4d3s AhJc8c6s3s JhJc6h4c2s JsJdTh8s2s 
KsThTc7c4c KdJc5d4s3h Qh7s6h4s3c Jc9s9c4s3s 
Ks6h6d5d4h AdQc8d5d2h KcTc8s7d3h KdJd7s6c2c 
Ah7s6h5c3h KhJs8h7c4h AcQs7s6s5s AsQcTd5c2h 
JhJd6h6c2c Ah7c6h5s3h AdTs8c5c4c QhTh7s7c5d 
AhTd8s5d4d Jh7s7d6d4s AsJh6h4s2s KhQc7h6d3s 
Kc9d9c8h6c AhTh6h4s2s KsJdTc4d3d Js9h6h5d2s 
9s8d7s7d4s Jc9h5c4s3s Qd7d5h4s3s Jd8c6d5h3c 
Ac8h7c5d3c KsKh9h6h2h Ac6h5c3s3d AhKcTd3s3d 
AhQd9d6s2s Js6h5h4c3s KhQdTc7d3s 9s9c8h3h3c 
Qd6c5d4s4c Ts8s6d4h2h Ac9s7h6s3h KsTs7s6d3h 
Tc7h7c5s3s QsTc4c3s2h JcTs9h6s3s KdTc8c6h2h 
JhJc9h5d4h KsJs7d4d2h Jd9d9c4c3c KhQcJd6s3d 
KdJs6s4d2d AdQd8c7d3s KhTc9s6d5d AdQdJd8h2d 
JcTd5s5c2s QsJh8h7s2s Ts9d7c6c2s KhQcJd8s2h 
9h8c7s6h2s AhTc7d6h2s AhQhJh5c2h Qc9h7s7c3h 
JsTs9c8s3d As8d8c6s4s 8s8c7c2s2h Th9s5h4s4d 
AhQd6d5d4c AsQdJd6c3d Qc8h8c6c5s Th8c6c5d2h 
9h6c5d4d3h KdQs8s6c2c AcTs8h6h4d KdQdJc9s2d 
AdTc9h6c2h QcJh8d7h2d Ts9c6d4d3c AdTh9h8c3h 
Tc8h6h5c3c Ks9d7c6h3s KsJcTs3s3h QsQh8h5d2c 
JsTsTd9s5s AhJc8s6d6c KcJhJc8c4s AdKs9s8s3h 
Qh8h7s5c3s Kc8h8c6s2h QsTs9c8h4s QdJh8h7d2d 
JsTc5d4h4c AcJs9h8h3d AcKd8h6s4s Qc8h7s5c3h 
KcQsJc3h3d QdJcTc5c2h Qh9h8d7c2c Kc8d8c6s2s 
Ts8d7c6h6d 9d6s5s5h4d KcJh9s6c3d As6s6h3c2h 
KsJh7d4d3h KhQh4h4c3c QhTs8h4s2h 9d8c7s6d2s 
AcJcTh6c3c AcTh8s8d4s QhTs9h5d4h KdJh4d3c2h 
Th9d6c4c3d KcQs9s4c2s AsQc6h3s3d AdQs8d7d3c 
AhQc7c5d2d AhKs7c4s3s Ts8h7h6h3s Jh9d7s7h5c 
Qh9c6h6c4h QhJhTd5s2h AhJd6d4h2h 9d8s6c4s4c 
Qs9d7h6d5c Qh9d8h8d2d KsQs8c7h2h KhJdTc4d3d 
Qd8s8d5s2c JhJc9s3h3d AcJd9c4c3s AdTd8s4h3d 
Qs9s5h5c4c AhJh7c4d2s JhJcTh9h2h KcJc7c4h3h 
AsQc9c7c5c Tc8c6d4s2s Js9s9d6c5s AhJh9h8h4c 
KdKcJd6d2d 6d5d5c4s3c QdJc7s6s5s JcThTd6s3c 
JsJc9s5h4s Jc8c7d6c5s KcQc9c8s8c TsTd8c7d4d 
QdTh7s5s4c Qc9h9c4h3s AsQhJd7c3d Ts7d5c4s4c 
Ac9h6c5d2s Jh7h5d4d3c KcTc8s7h3d Qs9d6s6c5h 
AsQs9s6d3c AsKsQs9s2c JcTc9s9c4d QdJc9d3d3c 
KcQh7c5s5d Ad9d8d7d4s QhQc9s8c3c 7s7h6s4h3s 
Jc9s7s6s5h KsQsJc5d2s JsTc7h7c4d As9s9h8d3s 
KhQc8c6s2s KcJc7d4d2h 9c6d5h5d4c JdTsTc7d3h 
KhKc3s2s2d Th9s5h4s4c AdQh8d7d3s Ad6s5d5c2h 
9c8c7d5s2d Kc9h9c3s3h Kd9s8h7h4s AcTd7h6h5h 
QhTs9s5c3d AsJd9h7c3d KsJs7d6h2h 8c7s6c4h3h 
KdKcTd3d2d Qs9s6d5c2c Kd8s8d5s2h Jd9h5d4s3s 
AdJh8h6c3c KcTd8d7s5d AcKhTs8d2d Kc9s8d7h7d 
KdJd7s6h2h KcQh9h4s3s AhJc9c7c4s QsJdTd5d2c 
7s6h5d3s3d KdTc9s3s3c Td8c7c6c3d QcTs9d4c3h 
AcJs9s5h3d As8s4h4d3h KdJc5d4h3s JdTh9c6h3s 
Kh8s8h5s2c AsJh4h3s2s Qh9s6h6d5c Ts7d6h4d3s 
Ah9h9c5d2s Ts8c7s6s4d QsTd9h6s2c JdTc9d4s2h 
Jc8c7s6h5c 9s8c7s6h2c AhKs8d5d5c Jc9d5d4c3c 
Ad7d5s4h2c Kh8c5c4d2h KcJsJh5h3h Qs9d7c5c4d 
AsQs7s7d5s Kd9s8h7h6h Ad7c4s4c2d KsQs9c7c2c 
9s8s7c6s3c QdJs7d6h4c KhJc5s4d3h As9h5s4d3c 
KdJs8d7c4d QhTh9c8d4h Jc9h7d6d5d AdKcJh6s3h 
Qs9s9d5d3s 9s6s6h5c3c KdQs6h4d3c 8s8h7c5d5c 
AsQc8h4h2c 9c8h5h5c4d AcTc8s4d3c KhJcTh8d2h 
QcJh4s4h3s AhKh8c6s3h KdQdJh8s4d AhQsJs6s6d 
KhKd6c4s2c KsQsJs9s5d Th8c7h7d6h AcKdJc8c3c 
AdKc9h7s4h 8c7d5s4c3d Kh8c5c4h3d 9c6h5h5d4c 
KcTd7s7c4c KhTc8h4h3c Qd7c6d5d5c Ts8d8c7d6d 
QhJd8d6s6d Kc5s4h4c3h QcTs9h6d4d Jc9h9d5c4s 
Ks5h4s4d3d 9h9c5s4c3s QsQh7h4h4c 9d6s5c4c3s 
QcTdTc4h3s Kd9d9c8h6d Kc9s7c6h3d 9c8h5h5d4d 
Ah8h8c4d3s Kh9d8s7s4d Qd9c8c6s3s Js8s8h6h3d 
Qd9h8h6h5c Td9d8h4c3h JsJhTd6c3d AsQd5s5c3s 
9c8c7d6h2h AsAhAd6s2s KhJdJc5c3c KsQd8h7s5s 
Qd7h6s5s5h JhJc9c5d4c QdJd9h8c4s JhTs5s5d4c 
Kc9d8c6c3d KhTh9c8s4h 9h8h7h5c3c AhKc8s6d4d 
KcTh9d6s5s QsQc9c7c4d QcJc5d3h2d KcQc9c8h2h 
QdJc6d4h2h Jd9h9d8d7d AcQs9h9c3c Qh9s9c6d5s 
Ac9c5h3d2d Kd9h7c6h5s AdQs8s5s5h Th9s7c6c2h 
QcTh7d6c2d 9c8c6s5c2s AsTh9d6h2d 8h8c7s5d5c 
KdJhTc7c3c Tc9h9c7s5c Ah9d9c7d5s Ts9c7s6d3h 
Qh9s9h4d3s AdKs7h5h3c JcTd9s6d3h AhJh8d5h2s 
ThTd8c6d4d QsJd8d7s2s 9s8c7d6c2s AhJd9s9c6s 
Qc9d9c5d3c JsTs9s9h4d KsJsJc8s4h QhJc8h8d2d 
JsJc7c5c2s AcJs9d5s4h Ks9h9d4s3d Qh9c8c6h2c 
Jd7d6s5d3s JsJc9c7c4d AcJs8h6h2s KhQh9h9c7h 
KhQd7h5s5c 9s8d7d6s3d Ac9d5c2h2d Jh8s6h5s3d 
KsQcJd8h3s 8d7d6c4h3c 8s7s5c4h3h Ks9s5d4d3d 
9h6d5s4s3h Th7h6s4d3s QsJhJc4s3s Kc9s6s4s4c 
AhKc9s7d4s QdJs9d9c3h Kc7d6h5h3d KsJc9h5s2d 
Kh7s6s6c4c Jd7s7d6d4s AsKhQh8h3d JcTd9d8s3d 
9s7c5s5d3d QcTs7d6c3h Qs9d5s4s4d Qd9c8d8c2c 
QsTh5d3h3d QcTc7s5h4c TsTd9c8s5s Td7c5s4s3d 
KhTs8s7c5s KdJc6s6d4h Ah4s3h3d2d Kd6d5s5d3s 
KdJhJc5c3c KdJc7h4h3c QsQh9s7s4c QsTc7s4c3s 
TsTc8d8c2h Ah8s7h5d3h AcQh7d5s3h AcQs7h3d3c 
JsJdTd8d3c Kh9d5s4d3h TsTc5s5c2h JcThTd4h3h 
JdJc9h3s3c JhTs8h5c3d Jh9s8s8h2s Td9s8h7c5s 
Ac8h7s7d5d Qd9s8s6d2s KcTd8d6s4d AhKh9h7c2s 
KsJd9h8s3c QsQh7s4s4c 9d8s7s5h2d Qd9h8h6d2h 
As8d7h7c5h Jc9d8h6c2d AhQsJd6h2h Ts7d6d5s3d 
8c6s5d4s2d QhQd8d5s2c QdJd5s4h3c JdJcTd5d2s 
Jc9c7h6c3h AhQd6c4h2s Jh9h8c6c3c Qd7s7d6d4s 
Jc8c7h6s5c AhTs7d5c4c AdQh7c5h3s TsTc7c4c3s 
JsJd6h6d2h JsTd9d8c3d QdTd9s3s2d TsTc9d8c5c 
AsKs9s9d5s 9s6s6c5h3h KcQcTc7c4d As9h8c3s3d 
QdTh6h4d2d JcTs9c5h5d Qh7c6h4c3d Td8h7d6h2c 
KsJdTh7h3h 9d7h5c4d4c As9d8s4h3c KcTh9s7c3c 
Js9d5h5d3s JhJc9c5c3s KsJc9c4d3d AsJc9d6d5h 
KcJd5h3c2h 9d8h7c6d2c Ah9c6h5s2d KsJcTc9c2c 
Kh8s7s7h3s 8h7d6s5h2d KdTc9s6h5h JhTc8s8d4h 
8d7h5c4h3c Ad8s7s7h5c Js9s8d7s6s AcQh7s3d3c 
Kh6s5h4c3d AdQd7h7c4d KhQc8c4c3h AdQhJh6h6c 
KcJdTs7s3s Th8d7c6s6d Kc8h6h6c2d Jh8h7s6d5h 
JsJd6c5c4h AsQc8s5d2s Qs8s6d4h3d KhQhJd5h3h 
KhJsJd5s3s KhQhJs9d2h Th9d9c4d2h Jd9s7s6s5c 
Th9h8c7s5h AsQh9h9d6h AdKsJc6h3c KdTd8h7s3c 
QdTh8d7c4d Ad7s6d5h3d TsTc7h5d4c KsKhTs3s2s 
QhJhTd3c2h QhJd8s2h2d Th8h8d7c3c QdTs6c5s2c 
QcJs9h9d6d KsJhJc5c3c KsJc6c5d2d Kd8d6h6c5s 
Qs7c6s6c4s QhTc8h7s4h KsKc9h2h2d QcTs7d5d4h 
Ac9c8c7s3h Jc7h7d6h4d Ac8d7c5s3c AhTd8d5d4s 
Jc9s7d7c5h AhTsTd4s2d AcKsJs4s2h Ac9s6c5d2h 
KcJh5h2d2c KdQc5h4c3s AcQs4d3s3d JsTd4s4d2h 
AcQs8d7h4d JcTh4h4c2s KdJd5h3s2h AhJc9s6s5d 
QhJd9h7s2s KdTs9s6h6c Jc8d6d6c4d 9h7h5h5c4c 
QsQcTh4d2h Ks5h4s4h3d Ks9d8c7c6c Jc8h8c6h3s 
9s9c8c5s2c Ad9c6d5s2h AdKd6h5d3d Ah6s5h5c2d 
Qs7h6s5h3s Ah9c8s8h3h AdQd6h3h2h Qd9d8d8c6h 
QsTs9d8s3c KcTc8c5s2s 8s8h7s2h2c KsJc7h6h6d 
Js9s8d8c2c KcTs4s4c2d QcJhTc4d4c Qs9h9d8d2h 
QhJcTh4h4d Ad9c8h6c5s KcTdTc5h5c 8h8d7d5h2s 
TsTd8d4h3h 9s6s5c4h3c JhJd8d3c2h JcTs5c3s2d 
9s9h5h4c3c Th9c5c4h4c KsQs7d6d2d Ad7d7c5h3d 
KdJd7s5h5c Ad9c8d7s3d Ks7d5h3s3d QdTc7s5s4h 
Qh9c8c6s5c QsJc9h6d6c JhJc6h2s2c AhKhJh5c2h 
8s8h7c5h5d KsQc8d6c2d Kh8d5d4h3c QcJc8c6d4h 
Qc8s7h6d5h QsJd4d3c2s QdJsJd9h2d KdJd7c5s5h 
Kh6h6c4c3c ThTc7s6s4d AdJc7c6s6h AdQs4h3s3h 
Js9s6h6c3h QdJsTc7d3d 9h8h8d7d3s Qh8c6c5h3h 
AdJc9c5s3h AhKh9h7s2c AcQdJs7d3d AcTs9h8d2s 
Qs9d9c8h5s Qs8c7s7d6h TsTc8h6c4c Jc9h8s6c2h 
QhJd6h4c2c QhJhTc5s2h QcJd9c4h2h Js8s7s7h4h 
Ts8h6h5c2s 9c6c5s4d3s AdQh8d5d2s JhTs9s8c3s 
KsQc8c7h7c AsQc5d2s2h AsTd8d5d4h Jc9h5c4d3d 
JsTh9c6d3h QcJdTs4s4h AcKc8h6s2c Ks9c6h5s4d 
AdQdJd8d2s Td7d6c5d3c AhJs9c7d3s JsTh9d6d3c 
KcQd8h7c5c QsJhTc7s3s JsTd9c7d3d Jc9s8c6d2d 
AcKsQs8s3h AcKh9h8h3s 9s8d6h4h4d AdKs8h6h6c 
KdJc7c3s3d Qd9d5s5c4c KcJs5c4h3d Ad8d8c4s4d 
Jh9s9d8s6c AdTc7h3h3c JsJh9c3h3d JhJd6d6c2c 
9h6h6c5c4c AdTs8d6c2d AcQh8d7s4d KsTd8s4s2d 
Qh9d6s4d3h AsQhTd4h2c QcJsJd8s4s AhQc5d2s2h 
Kd7s6s6d3d QcJdTs7c3c Kc9h7d6s3c AsJd9d7c3h 
QcTh9h8h5s ThTd8d5s4c 6c5h5c4d3h JsTh6d4d2h 
AhKh8d6c3h Td7h6d5h5d 9s6c5d4d3s Td8h7h6h3d 
QsTs6s5h2h Th7h6s5h3s As9d5s4h3c 9h8h8d7d3c 
Qs9s7h7d3d JdTs7s7c4h KdTs8s6c4s 9d7h7d6d5s 
JsJc6s6h2h JhTc9d6d3s QsJd9h9c6d AsJs9s5c4s 
QdTs4s4d3s KhQsTh7c3h Js8s8d4s4d Js9h9c8d6s 
Js8h7d6h5c 9s9d5h4s3h AcJd9h6h5s Ts9d8d7d5c 
AcQh9d6s6h AhTc9c5s4d Qd9s6s6d4d AcQd6s3h3c 
Ah8s7s5c3c AsTc5s4s4h Qc9d8d8c2d TdTc6d5s5h 
KdQd8s6s3d Ah6h5h4d2d KdTsTd5d5c Ts8c6c4h3s 
KsQsJs6s5s Th8h6c4c3d Ts7d6s4h4d KsJhTs3s3d 
Js7d7c5d3s QdTc7d5c2h Js9d5s4h3h JsThTc4h3h 
Qd6c5d4h4c Jd9d8c6h2c 8h7d6h4s3s Kc9s9d3s3c 
Kh7d5d4h2s KdJd6d6c5h Js9s9d5d2d KdTh8h7c5h 
QhJc9s9h3d KhQd8s6d6c Ac6d6c3h2d AhJs8s6c3c 
8h7d5c4h3d Ts7c6s5s5c JhTdTc4c3c QsQh9d4h3c 
QdTc8s7c4h Ac6h5s4c2d KcQhTs8h3d KsKh9d4c3d 
AhQd8s6d4d KcJh7d6s6d QcJc8s4d3s QdQc9s8c3c 
AhJs8h7c2h QhJc7h4h3c Kh8s8h6d2d Js9s9c7d5s 
AdQcTs4c2h AhTs8c5s5d JdTc9s6h3c QdTh9s5h4c 
AhKh9h7d2s QsTd7c6s3h AcKc9c7d2s QsJh9h4s2s 
Ah9s9d7d5c As9h5c3s2c AhQh7d7c4h AcQh6c3h2c 
AcJh6d6c3s JsJdTh8d2d QdQc8h6h4h AdJs9s7c3h 
Tc9d8d7d5s 8d6d5h4h2d Ts7h6d4h3s KsJd8d4d3s 
Tc9c8d6s6c QhJs8h7c2c Th9h9c7d5h Ad9h9c7d2s 
AdQc9c5h3s Js8s8c4s4c QhTc5d3d3c KhKd9s4c3s 
JsTs7s5d4s KsQd8h6c5c 9c8d7h6c2h ThTc9d6s4d 
AsJh9h5c3d Js7s7c6s4c AdQhJc7h3h AhQd7s5d3c 
KhJd6h4d2d QsTs8s8d3d 8h6s6d5s3d 7h6h5d5c3d 
QdTsTd4h3c 8s7h5s5h3d QcTc9c8s3h 9d7c6c4s3s 
6c5s5c4d3s Ah9d8c3s3h Jh9d9c8s6h QsJh7h7c3s 
Qh9h8c7h7d AhJh7c4c2h JsTs9s9c4h Tc9h9d4d2c 
QcJd8c7s2s KhJdTc5d2s AhQs9d9c5d Th8d7s6d6c 
QsJs8h4c2h KdQh7d5s5c 7c6h5d3d3c KsQs4s4h3h 
7s6h5h5d3d Kc7h5s3h3c KdJsTd8c2d KcJd7h5d4d 
KhJcTh3s3h ThTc9s6d3c Kd9h5h4d3h AsKc8d5h5d 
Ks7h5h3s3c AhJh9h5h4c 9s8c7d6s2d AhKdJd4d2c 
Kc8s7d7c3d Jh8h8c6c3d KsTc9h7s3s AhQsTc7d3d 
Qd7c6d6c4d Ks9c8s7d5s AsJd8c6h6d Ac9c7h6s3c 
Tc9s9c8c2s KcJcTs4h2c Kh7d6d5h2d Ad7d7c4c2d 
QdThTc7c4c Ad9s5s4d3d KsKc7d4c2c AsTh7d6d5d 
Qc9d8h6h3d AdJs6d5c3d KsTs9s9d4c JdTs9c5s5h 
KdQsJc8h3d JsTd9h7d3d QdJsTc8c3c Jd9c5h5c3d 
AdJs9s5h3c 7s6h5h4c2s Qd6h5h4h4d Kc9s8d8c6c 
AsJs6d3h2d KsKd9c4s2s JsJcTc9c3c Ac9d7h5s2c 
KhQcTd3s3h Js9h8d6s2h 7s6s6d4c3c AdQhTc7s3s 
Kc5s4s4c3d 9s9c7c5h2s KcJh3s2h2c AdKh8c5s5c 
Qc9h8c7s2h Qs9s9h4h3c 7d6s5s5c3c KdQh8d6d4c 
Qh9d7h6s6c 9h8h6s5h2s Kc7s7c5d4h KhQh9d5h2d 
Qd7h6d4h3s KcTd6c4d2c Ad7d4s4h2s Qd7h7d4h4c 
QsJcTc5c2h QcJhTd7c3c 9h7s6c4h3c Td9c8s4d3c 
Qh8h6d4s4d QhJc4c3d2h QcJd7s7h6s KdTsTd7d4d 
AhTd8s8c4s KhJc6d4d3c Jh8c7d6c5s Jd9s8c6h5h 
Kd8h5h4d3c Tc8s8h5s3c QhTsTd8c2h TsTd8d5h4c 
KcJs7d6h3c AhQcTd5c2s Tc9s9h5h2c AhQc9c7d7c 
Ah7h6h5d5c Kd9h9c7c3h KsJh5c4s3d QsJh4h3d2s 
AdTd6c2h2c Ad8d8c6s2h 7s6s6h4c3c AcQs8d5h4d 
Kc9h9d3h3c AcKs5c4c3c 7s7h6s4s3h Ac8d6c3d2s 
KhQd7s6s5s JhJc8h6h4s QcJdTh3s3d Jc8s6c5h3s 
9h9c7d5h4s Qd9s7d7c3s Ah7h7c5s3h Qs9c8s7d3d 
AsJh9d5h4c Js9h8c6s2h JsJd6d4c2s AhQcJc8c2s 
JsTc8s5d3h KhTs8s6c2c KsQs9d8s5h AcKhJs6d3s 
KdQc8c6s2s KcJh4c3s2h Jc9d9c8c7c 7s6d5c3s3c 
JhTc8s2s2h 9s6c5h4h3s Ts9d7d6h6d Kd8d7h5s2h 
KhTd7d6d5d Qc7s5d4d4c 9d8h8d5h2d 8h7d5h5d3s 
Ts9h9d5h2s 9d6s5h4h3d KsTdTc2s2h Qs9h7s7c3h 
AsJc6s5s3d Tc9h7c6s3d AsJh6s6d3c JhTh9h9c4s 
Th9s8d8c6s AsTs6s4c2c Kd8c5h4c3d KsJcTh4c3c 
JdTh7h7c4s Td9c8s6s5s 9h9c8c5h2c AsTh9h9c3h 
QhQc9s8h3h 9s8s7c6h2h JsJhTd8s2s QsQhJd4h2h 
AhJh9h8h4s KcJc8c7d2d Th9s8d4h3s Ac4s3h3c2h 
AhJcTs5s2d AcKs8s6d3h KdJc5c2s2d Ac8s5s3c2h 
Ks9c7d6d3c KdTs5c3s2d QhQd9h7h4s Jh9c7d6d5d 
Ks8s7c5d2c Qs7s7d4d4c KhQdTd8c2s Ad8c7c5h3h 
KsTc8c7d4h 9h8h7c6s2s AdQs9s9c6s Qs9s9h5d2d 
Kh9d8h6h3d 9h8c6c4s4h 9c8s7d6h4c 7d6s5s4c2d 
Jh8c6s5c3h KdTd9h8c4d QsJs5h3h2d AdQs6h4c2d 
Qc6s5c4s4d Ac9h8d7d2h Js9c7c6c5h Qc8d7c6s5c 
AcTsTd6s5s QdJh9d7c2c AdQh7h5c2c QsJhJd8h4h 
Th9c8s8d6c KhJh7d6s2s KhTh8h6h5s QcJd6c4c2d 
AcJsJc9c2c KhJsJc7c4c KcTd8d6d5h Qs8s8c6c2d 
QsJsTd5s2c TsTd9d8d5c Qs7s5c4d3d Tc9c8h4d3h 
QhJhTc5d2h Jh9s6h5c2c QsJc8c6d6c Ad9h6d5c2s 
KsTs8s5c2c Qs9s8c7s7d Ts8h7s7d6s KdJsTc4s3s 
Ah8d5d3d2h KdTc8c7s2s AhKh9h9d4s Ks6h6c5h4c 
AcKsJd6h3d KdJh6s6d4c AcKdJd4d2h KhTs6h6d2d 
JhTs9c8s3s Td9s7s4h3h KhJd7s6h3c TsTh8d5h4h 
QhJh8h6d4s Kh8s7h7c6h AcJdTc6c3c QdJs8h4d2h 
KcJh6s6c4d Ts9s6h4h3s Ts8d7h5h3d KsQsTd8s5s 
JdThTc8s2h Kd9h7d6s3c AhKdQc6c2s KhQdJs3c2h 
QsJsTc5d2s Ah6h5s4h2s KcJhTd4h3h QdJh7s7h3d 
KdQhTc8h3s AdTc8h4h2c 7s6c5c4h2s JhJc7d5d4s 
Js7s7c6s6h Th9s8d7c5s QdTs6d4s2d 8s8c7d6c5c 
KhTs6h4d3c Ad9c8d7h3d Kh9h7d6h5h Qc7h5c4d3h 
Td9d8s7c5d TdTc8d5d4h KdJh7s4h3s JsJc8d4s4h 
KhTh7h6h6c Ac9c8s5c3d AcJc9c5h4c AhJc9c5s3d 
AsJd6s6c3h Jh9h8s6d2s Jd7h7c5d3h QhTs9h8c2h 
Ad8h7s7c5c Kd8c7s6d2s JsTc5d5c4h KdTd5h5d3h 
KhJs8h7h5h Tc9s9h4s2c Kd9s8d7h5d JsJd9c3s3h 
Qd8h6s6h4s Js9h9d8h6c Th9d7s7d5c 9h7d5s5d3h 
QsJcTs7s3d 9s9d7h7c3d Ad7d4h4c2h KdTs6d4h3c 
KdJs7h5s4s Jc9h9c5h2h Tc9c8d5d3c KsQs9c5s2c 
AcKh9d7d4s Td9c7h6h3s Kc9d7c6h3s KsJhTh9h4h 
AdQh8c7s4c Ad7c6d2s2c AdTh7s5h4h AdKsKhKdTd 
QhQc9d4s3h Qc9c7s7h3s Jh8c6h5c3d KdQdThTd5d 
Th8s5s5h4h KcJh5d4c3s JdTs9d4c2h JsJcTc9c2c 
JhTh8s5d5c QsTs9s8d3c KcJs5d3c2d Td9c7s6s2d 
AcKc6s5c3c Qc9d7c6h5c Jh9d9c5d2c AcTs9h6s5s 
AsTh8s5s2c Ac8s7h7d5d Ac8d7c6s2h 9s7d5s5h3h 
Qs9d7h5h4d KhJdJc7d4d AsTc9d8c4c 8s7d5s5d3h 
KcTh4h4c2d KsKh9c2d2c Qh9d7h6s5h KcQh5s4h3d 
Js8c6s5d3c AsQh7d7c6d Ad9h8s8d3d AhTd7c3d3c 
KdQs7s6c4s Jh8d6h5d3c Ks9d8d7s3s Ah9s9h8c3h 
8h7s5d4s3d AsKc9d7h4d Kd9d8s6s3d QhQd9c4h3s 
KdQhJc8s2d JsJd7s6s4c KdTh8h6s5h AhTc8s8d4s 
KhKc9d4c2c QsQcJh5h2h QhTh8h8d3d Ts6d6c5s4d 
KhQh8h8d4d Ah8s6s4h3h KcJcTd7c3c Jh7s7d5d3h 
KcTc8d6c5c KsQh8d6h6c 9s8s8c7s6h KdQs5c4h2d 
JcTc8c6s6d QsJc7h6h5h JcTd6s4s2d QdTh9c5h4s 
JsTc5s5d2d As8s8h6d2c 8s8h7d5h5c Td8h8c7c6c 
Qh9d7h7c3d AsTh8s2d2c JsJd6s2d2c AhJd7d6s6c 
Ah4s4d3s2h AdTh8s8c4s KhKc8s7s2d QdTs7c5c4h 
9c8c7c5s3s Tc9h7d6c2h KsJh7h3s3d 8h8d5c4d3c 
As6h5d4s2c QhJs9d9c6c 9c7s6s6h3h AdQd6c3c2c 
QcTd6h6d5s Tc9s9c8h5d AcJs9c6h6c KdJs5d4h3c 
