Ts9c8c6h2c 
Jd8d7s7d3s KhJc9c4d3s Qh5h5c4d2c AcTc8h6c3c 
ThTd6c4s3h QhJs8s8c4s Kh9c7d6d2c Jc7c6h5d2d 
QcJc8c5s5d Jd7d6h5s5d 8h8d6d3s2h KhJh9c4s2d 
KhJsTd6s2s Ks8s8h7d4s 7s7h6s6d2s Ts6d6c5c2s 
QcTs5h3h2s Qs7s7c5s5h Ah8d7d7c4d KsJc9c4d3h 
KhTc7s5s5d 9c8c7d4d2h 9d6s6c2d2c KcTh9h6s2h 
QdTc8h7s3c Qc8c5h4h3c Th9d5c2h2d KdTd9h4c2d 
QsJh7h3s2c AcQh6s6h3d JsTs8s5d3s Th6c5h4d2d 
Ts9d8h4c3s ThTd8c7d2s KcTc9d5s2c KsKhKcQc2h 
Ad9c6h5d2d Jd6h5s3s3d KsQsTs8d3s KcQhTs4h2h 
As9h9c7c4d Qd6s6d4s2s As9d8s6s4s Kh8h8c7s4h 
QdTd6d5c2s KdJd9d7c3d Qh8c7s6c4c AdKh4h3c2h 
AdKsTc6h2h KsQcJd6h2d Qd7h5c4d3s 6s6c5d4d3h 
8h7s6c2s2c QcTs8s6h2s AhJsJh3h2h QsJcTc7c2h 
7d5d4s4d3s Jd6c5s3s3d QcTsThTc9s Ah4s4h3s2h 
Jc4d4c3d3c Kc9h7s6h2s Ks8h7s2h2c Kc6d6c3s2s 
AcQd9h9d2d QhJcTd6d2d Qd9c5s3d2s QsTd8d6c2d 
JcTs8d4h2d JcTh6d3d2c 9d8h5h4s2s Ac7s4h4c2d 
Js7s6h5d3c Tc9c8c5s4c Ts8d7d3s3d Kd9h7s2s2d 
QhJs9d5s2s QsJd9h8h4h 8h8d7d6c3s KcTc9h5d2c 
JsTc6s5s3s Qc9h9d8s2c Qc8s7d7c5c KdTs8h7h3c 
Qc6c5h4c2h QcTh4s4h2s AhTh7s4h3h Ah7d6c5d3s 
Tc6s5d4d2c KcJd7h3c2h Kd6s5c4c2s KhTd6s5d3d 
Kd5s5h3d2s TdTc9h4s2d Jc8s7s7c2c 9s6d5d3h2h 
Kd8s8c4d2c AdJd6s6d3c Jh9h4d3d3c Qs9h7s6h2s 
AdQc6s5c2h Qc9h8c5s3d Ks9s8s7h4c AcQsTh6h2h 
QsJh8d8c4c TsTh8c7c3d Tc9s6h6d3h Ts6c4h3s3c 
QhTd9h3h3c Ad8h5s4s3h AdQdJd7d2c Qc5d4c3s3d 
Td9s5d2s2d Qh6s6h5s2h QhTh4s4h2s Js9s5s5d2d 
Kd9d8d6c3h Ks7h6s5d2c Ts9s8s7c2h QhJs7h6h4h 
9c6d5c4d2d QsJh9d4s4c Kc9h8d5c4c JsTs6c3h3d 
KhJc9c7d2s Qh9h6d6c4s QsJh7s6s4s QhJs9c8d2d 
7d6s5s2s2d Td8h7h6c3s Td9s6h6c3h Qs9d7s6d2s 
Th9d6s6d3c KsJs9s6c4s Jd8c7d4s2c AsQdTh3c2c 
QsJc8d5c2c QdJs7s6s4s Td9c8d7h2d JcTc9c3h2d 
9c8h5d4d2h KsJd9c5h5d Qh9c6s5c3c 9s8h6h5d2c 
AsQh9s2s2c Ts9c4d2s2c KsJd9s4c3s Tc9d8d6s2d 
Ks8d8c4s2c 9d8s8h5h3c Qh7s6s6h2d Qd9h8d4c2c 
Kd9h8s8d4c AsTh8h5c2d AsQd6h3c2s Ks9h7s7h2s 
As9h8s6s4s Kh7s7c6d3h Jd9c8s4c3s Kh9d7s5d4c 
9h8c5d4h2c TsTd5h5c3d Jc7c6h3s3h Jh8d7d5d4d 
KhQd7s3s2h AcJs7s6h3d QhTc6h3c2h AcQcJc7c2s 
AdQcTs6h2h TsTd7s5h3s As9s9h5s4s KdJc9s5h5c 
KcQcTc8c2d Ah9c7h2s2d 7c6h5h2h2c 9h6d5c3c2h 
Th6s5d4s2h 6h5d4s4h2s QsTd8h7d3c AcQs9s8s2s 
9s8s8c5d3h QhJs8s8d4s Qd9h8c5s3d Th9c6d5d3d 
KsJd9s4s3c Ks6s6d3c2c QsQc8s4s3d TdTc8s7h2d 
8h7h6h6d2d Js8c7d4s2c KcJd9d4s3h As9s9c8s3s 
Ks8d7s2h2d QsTc6s5d2s Kc9h6c5s2d Kc9s7h2h2c 
Ac9c6s5h2c Js8h6c5h5d JsTd8s8h3s 9s8h7s7d4c 
Kd9h8c5c2h Th6c5c4h2c KdQhJs7s3s Tc8d7d6s3h 
Kd9d5h4s3c KcJc9h6c4c AcQh4s3h3d Td9h7d5d3d 
QsTc8h7c2d Td9d7d6d3c KhJs6h4c3h KsJd6h5h3h 
QcJc6s4c3h AdTd7s4d3d Th9h9d8h5h Jc8c7h6h2c 
JhJc8c5c2d Qd7h6h5s4h AdJc7s7c3h Qs8h7s7h3s 
Qs5d5c4h4c Ts6h5d4d2s Js9d8s8c2h KhTc9c8d3c 
JhJd9s6d2d Th9c8c6c2d Kd8c7s3s3d Ah8h3d3c2c 
AsTd5s4c2s 9s8h8c5c3d 9d8d8c6h3d AhQs6c5s2d 
Kc9d5s4s3d 7d6s6c5h3s Jh9h8s5h5c Td9c6h4s4c 
6c5s4h4c2h QcTh9h4s4d Js9s6s5s4d KsTd8c6d3h 
7d6d5h3h2h JsTc8h7h2h JdTc8h4s2h KdTs6c3h3d 
Kh8d7s3s3h AhJh9h2s2d JsJh9d4d3c AhQh5s3c2h 
Qc9h8c5d3s Ah6h5h4c2s Ts8h7d5h5c Kh9s9d8c4h 
Tc9c7s4h4d TsTh9h6h2d KsTd6h3s3c JsTh8c6c2d 
AhKs5s5h5d JhTs8c7c2c KcQh6h3s2s Jh9c8s8h2d 
TsTd8h7s2c Kh6s5d4d2s 8s6h4s4h2c AcTd7d6h3d 
QsTd7c5c3h AcTd7h3s3d Td7s6c5d3h QsQhQdJs9h 
TsTd8h6c2s Td9d7s4h4c Jc9s7h5d3h QcJs9d4h4c 
QdTh7c5c3s KdJd8d8c5d 7s7d6c3h3c KcQs9s6d2h 
KdQcTc7c2s KcQd8h7d4d Js9h9c8s2d Kc8h8d7d3h 
Th9c5d2h2c TsTh3s3h2h JdTh9h3h2c KdJh8d5d3c 
Jh7h6s5h5d 9d8d8c4h2h Ac8h6d6c3c KdKc7h3d2d 
8d8c7c5c3h Ts9h9d4h3h KsTh7d4s2c KcQs6h4s3s 
AhTd9c3s3d 7h7c6s6c2c Qh9h8d3s2d 6s6h5d5c2d 
TsTh6h3s2d QcJs9s5h2s Ac8c5c3d2d Tc9h8s4d3c 
Kh8h8c6h5h Ah7s6d5d2s KdJh9s7s3s As6s4h2d2c 
KsTs9c5s2h QhJd9d5d5c Ah8h5c4h3s QdTd5c3d2c 
Kh8h6s5h5d Ad9s7h5s3c ThTd9s5c2d Jc8d7h7c4s 
7c6h6d5c4c KsQd9s7h3s QcTd8s7c3c Ts9h9c4h3h 
Kc8c7h5d5c KsTs8s6d2h QdTh7d3s2h Th9c6s5s3s 
Kh9d6s4d3s 9s8s8c6h3s 7s7d5s3d2c TsTc8c3c2s 
QhTd7d3s2h QcTsTh4d2s Jh8c5c4s2s Ad9c7h6h2c 
QsTd8s7h3s AhQs6s4s4c Kh9s7d2h2d Kd9s6c3c2d 
QdJs7s3d2h QdJh7c4c2d QdQcJs7d2d 9s9h8d4s2d 
Qh8h6d4h2d QsJd9d5d5c 8s6d5d4d3h QcJd9h5d2d 
Qc8c7c5s2s QcTs8c7d3c 7c6s6h4c2h KcJc9s7c2d 
QhQd5c4s2c QhTc9s4s3s 7d6d5d4d3c KdTc9d4h2d 
9h8h8d6s3h KsTd8h8c3s 8d5h5c4h2d Ac6c5h4s2c 
Js7c5s4c2d Qd9s7s6h4c AdTc9s3h3c KsTd7s2s2d 
Tc7s6h4h2c Jc6h5c4s2h Qc7h6h6c2d AcJc6d6c3s 
JhJd6c5h2s Th8d4s4h3d KcJh9h4d3s QsJs5c3h3d 
KdQd9s8h4d 9s7h6h6c4d Jd6s5c3d3c 9h6c5s3h2c 
Js9c6c4d2s JcTc5c4h3c QhJs5d3s3c KcQh9d5d3s 
KdJs6d4c3d QcJc7d7c5c AdTc8c3s2s Qs8c6s5d3h 
KhQhTh5d2h JcTs7d3c2d JdTh8c4d2d AsJd9h6s2s 
QhTs7d5d3c QhJd9d5c2d As9d7c5d3d Qd5s5h4s4c 
KdJc9c7h2s Qc6c5s3s3c Ts9s6h3d2d Js9h8d5c3d 
Tc7s6s5c2c 8h6s5d3s2h JhTs9s3s2d Ac7d5s4h4d 
AhQhJh7h2s KsKc5h5d5c KhQc9c8c5c 9s7h6h6d4c 
Kd9c7s2s2d Kd6h4d3s2s AsJh7h7c3d 6h6d5c4d3s 
Jc9h8d5h3s Qs6d6c5s4h 8c7d6d4s4d Ts9d7c5d3d 
Td9d6s6d5d KsJh8s5c3s Kc6s4s3c2h QhTd8s7d3c 
KhKdKcQh2c JhJc5s4d3d 9c6c5h4d3s Td8c5s4c2s 
AcQdTd7d2d Js8d5h2s2d QhTd8s8c3h Ks9c7h4s2h 
Kc9s7d2d2c QcTs9h4h3h Qs9s9h3c2h Qs6h5s3h2c 
AdKd3h3c2d AdTc6d3h2s KdQdTd5s2d QcJd6d4s4h 
Jc8s7c6s2c Js7s6d5h2h Ks5h5d3s2d QcTs8h7c3c 
Js8d6s4c2c AhQsJs7s2c TdTc9h5s2c Ts8s7d5s5h 
KcQc9s8c4h QcTd8d6h2d AsJd9c4h3d Qh9c7s7d5s 
AdKs5h3s2s Qd9c8c5h4s KhQhTc5h2h QcTc8h8c2d 
Qs9h9d6c4h Ac9d9c8c3c Qs9s7h6s3c 9h8c7c4c3h 
Qd8c5h2d2c AdJd6s6h2c QsTh9s7s2d Kc8c6h6c2h 
Qd9d7d4c3c AsQsJs7s2c Js9d5s3c2c AcQhTs3d2d 
Td9s8c5c4c Td9c5h3d2c AcJc6h6c3s 6s5c4s3s3c 
Qs8s7s5d2d QdJh8d7c3s Jd8c6h4c3h 9d9c8h6c2s 
QhJc8d3d2h QsTd8h7s3s TdTc8h3h2d 7h6h6c4c2c 
AdKc8h7h2h AdJs8c5c2h AsQh6s4s2c Qh9h9c6h3s 
QhJs9s8s4s QsJs9h9d3s QcTc9c5h5d Ad8s8h6d3d 
Th9s8s6c2s KcJs7s7d2d TsTh9c4d2s Ah9h6d5s2h 
Th9s9h8h5h Qd9d7c5s4d AhJc8s5s2d Qh9c7s7h2c 
Jc8c7h4c3h Th9s7c4h3d Kh8s8c4h2c Qc6d6c4d2s 
TsTd9c4h2d Kh8h7d3s3d 8s7s7c5h3d Jc9h6d5s3h 
AhJh5h5c2d QhJc8d5c2c 9s9h8c5d3h JcTs8s4h3s 
As9s6s6c5s AcJc6d6c3h Jh6s5d3h3d Qh9s7h7c2s 
KhTd4h4c3s Th9c7d3c2h AhJc8c6d3s 9d8h6s5h3h 
9s6s6c2d2c Jc8d7d4c2s Kc6d5h4h2d JdTh8c7c2c 
6h6d5s5c2c JdTc7c4c3s QcTsTd7h3h KsTc7h5h5d 
KdTd6s3s2d KdJs9s8c4s 8c6d5h4h2s Ac9c8s7c3c 
QcJs9c7h3c KcQs9h6h4h 9h9c8h5s2d QdJc6c5s2h 
6s5s5h3s3c 9h8s8c7d4d QsJs9h9d2s KhQh6s6c3h 
Qd9d7d4s3s Td9d6d4s2s KsQsTs5s5c Ad8d6s2h2c 
Ad8h8d6c2d AhTh5h3s3c 7c6h6d5s3h Ah8s6h6c3h 
Jh9h5s5h2s 9d8c5c4s2s Js8h6d6c5h Ad8d5d3c2c 
AhQcTc7c2c TdTc6s5s3h QsTh9s3s3c AsKcTh6d2d 
Kd6h6d3s2h KhJh9s7h2c Kh9c7s6d3c 7h6h5d3s3c 
KsJh5s3d3c Qc8h6c5d5c AhJd9s6d4d KhTc6c4s3d 
Tc9s9c4c3d QsThTd6c2c Qh9s9h3d2s Kc8s8d7d3s 
KsJh8d6s2c Jh7d6d3s3h QdTh6s6c3h AhTc8s5c2d 
Kd9s8c3d2c KcQs9h5h3d KhJc5h3s3d 9s9d7h4s2d 
AsKc8s3s3h As8c7c6d2d Th8s4c3s3h Kh6h5s5d2c 
Jc9s6s4h2c QcTs7d5h3d KcJs9c4h3c JhJc9s4s3d 
Jc7c6d5h5c Qh7c5d4h3s Ks8h7d3s3d Ah8d6c5c4c 
Kc8h8d4c2d 6d5s4s4h2h KdQdTd8d2s KhQsTd3s2s 
KsQc7s3c2s 9s6s5h4c3d Qh8c7s4c3h Th9h9d4h3c 
As7d5c4h4d QsJd5s5c3s QhQdQcJh9c Td9c6h6c3s 
8s4h4c2h2c KdTd9d6s2d Ad6s6d5d4d AsTc8h5d3h 
9c8c6h5d2c Jh8h7h7d3d Ac9h8d7h3s Jd8d6c4c2c 
Qs7h6s6h2c JhJc9s6c2c Ad9c7s5c3h Js8h6d4d3h 
Ks6s6d3c2d Tc7h6h5c2c Qs9s6d6c4h AdQc6s6c3h 
JsTs7s4s3d AdQd7c6s2d Kd9d8s7c4d AhKc8h5h2h 
QcJs8s8d4s Td7h6c5d3d QcJh9s5d2s 8h6d5h4c2s 
AcTh6c5c2s Th6c5d4d2h Tc8h5s4h2s QcTh9d3s3h 
8h8d5s5c2h Th8c7s5d5c KdJh8h3h2d 9h8h7s5h5d 
Js8d8c3s3c Ts9h8s7c2s TsTh6d4c3h AdQc6h5c2s 
KdJd5h5d4d KcTs9c5c2h KdQh6h4h3s Ad8d8c3c2d 
8s7c5d4h3h Ks7c5c4s2s QcJd9c7h3c Jc9s8h5d3h 
QhJsJd6h2h Js6s5s5c3c KhJc5s3d2h 9d7s7c6d4d 
QdJh6d5d2c Ah9c7d6d2c 9h9c8d7s4d AhJd9d6s4d 
6s6d5c4d3h Kd9d8d6h3c KdQd9h8c4d Kc7d6c5s2h 
Ac9h7h5h3d Ah8h5h3c2c QcJh5d4s2h Tc6h6c5d2h 
Th9s8h7d2h KdQcJc8s3c ThTd6d3h2s QdJs9c8h2h 
QhJh8s7h4h 6s4d4c2d2c AhJh7h4c2s 9h9d8d5c2s 
QcTd9h7d2s Th8s7s4d2d Qh8h5h4s3s AsKc7h4d3d 
Qh8s8d6d4c Jd9d5h5d2h AhKc4c3s2c Ac8d3d3c2d 
QdJh6h2h2d AdJd6s6d3h Jh9s8d4d2s 9d8h8d6s2c 
Qc8d7s7d5h Kd9d5c4s3h Jc7c6d5s3h JsJdTs3s2s 
QcJh7s5h3h JsJh8h5h2c AsJs6h2s2h KdTsTh3c2d 
Qc9d7d4c3c Qh6h6d5h2d As9h6c5s2s AdQc8h7h3s 
KsJc9s4h3s KhQs6s4s3d Jh8s7h7c4d KhJd7s7d2s 
8h6h4s3s3d Jh8h6s4s2s Qc9s7c5h5c Tc8d5s4d2s 
AcTd8s5h3s QdTd9c3s3d QhTh5d3s3c Qs9d6c5d4d 
AdQd8s8c2d Qc9h7c5c3d Js6c5s5c2d Js9h7d5c3d 
6h6d5h3h3c Td9c8d7d2s Jc9d7s5h3s AdQs6d4d2h 
QdTh8s7h2c Ts7c4s4d3d QhTs6d4c2h Kd7d6s6h3c 
QdJd8c4s3h QdQc3c2s2c 9s9d6h3h3c Td9s5d3h2s 
Qh7c5h4c2d Th9d4s2h2d Kd9h8h6c4s Th6s6h5c2s 
Ks7s7c6c2s KsTh9h8d3h Ad8d8c6d2h AsKc8s3s3d 
Js8h7h6h6d QcTh7s5h3d Kc9h5s4h3s Qd8s6d5h3c 
KdQd9h8d4c Kh9s6c4s3c Jh9h9d7h3s QdTs8c5c3h 
AhQc9s4h2h Ah8h5c4s3h KdQhJc7c3c 7s6s5c3c2c 
Ah7s4h4c2d QsTh8c5c3d Js8c5h2s2c KsJcTd3d2d 
AcQd5s3c2c Ah8d6s6h3h Ts7d5d3s3d AhQh7s3s2h 
As8d6c5c4c KsTd9s8s2s 9h6h5s4d3c TsTc8d7s2h 
KsJh9d5h5c As7h5c4h4d Th7d6s6c4c QsJc9h5s2s 
KdQd6d5h2s Jd8d8c4d2c Ts8s7h5s5d Jd7d6d6c5s 
KcJc9d4s2h JcTs8h7h2h AhKh3s3d2h Qc8c7d6d2c 
KsQd6c4d3d JsTc8s8d3s 8h7s6s5d2c ThTd7c4s3h 
Kc9s7c5h5c Qh9s4h3s3c Qc5h5c4s2h 8d7h5s4c3c 
Kc8c6s6c2s JcTd8h8c3c KdQh9h6c2s As8h5s4s2d 
KdJs8h6h4h Kh9c7s6c2s JdJc7c3s2d 9d6h6d2h2c 
9s9d8h5c3d KsQc9c6h2d QhTh9h5s5d AcJc9s7c2c 
Jc6c5s4c2s Tc9d8h8d2s Kh6s4s4h2s Kh9d8s7c2h 
9s9h7h4h4c 9s8c6h5h2d Kh9s6d3d2h Js9h9d8c2s 
AdTs4h4d3d KcTd8h8d4d 8c6s5c4c3d AcTh8d4s3h 
Th9d7h5s5h AcTh9s6s3s QhJc9d5d2s QsJs6h4s3c 
QsJh5s5d3s Kc6s6c4s2c KcQh6s4h3h Kh9c5s4s3c 
TsTc6h4d3s Ah9s8h6h4h Qc9h6d5h4h 8d6s5d4h2c 
Ac9h7c4c3s Kc7h5c3h2d KcJc9c7h3c KsQcTd3c2c 
QsQd8c4h2d Ts7s6c5c2s AhQd9s5d2c Qc7s5c4s2h 
KsQh8d7h4h Ac8c3h3d2h Ah8s6s6d5s Qh8s7h5s2h 
Kc8c5s5c3s TdTc9h5d2s Ad8s7d6h2d Jh8s8h6d4h 
Tc9s8c7d2c Js9c7c6h2h 8h6d4h4d2c JsTh7c3s2c 
AhQd9s7c2d AhQs6d5s2c 8h6c5h4h3d AdTd8d3s2h 
KdTh7c5s3s Js9s9c7s3h 8s5h5c4c2s AcTd9s6s3s 
KcTd7d5h5d KcThTdTc9h Kc9h5d4s4c Td9c8d5s5d 
7s6h5h2s2h Th6s6h5d2s KsTd6c5d3d Ah8h7c6s2h 
As8d5s4s2h AsJs7s4c2h Kh6c5c4s2s Jd8c6h4h3c 
Qh7s6s4d2h QcTs7d5s3h Js9d9c8h2s TdTc7d5d3s 
QsTs5d3h3c Qs6s4h4c3c Ks8s8h2h2d AsQh5d3s2s 
AhTh8h5h2d JdTc6c4c3h JhTc8s5s2s Kc9d8d6s4h 
KhTd7d5d5c Ts9c6d2s2c Th6d5h4s2s KhQh9h8s4d 
Ah8c5h4h2d QhTc6s6d3c Js9s4c3h3c Ah8h6d2s2c 
Qh9d7s7c5s AdTs7c3s3h QsTh7d5d3c AhJc9s4d3c 
JcTs6h4c3c KsJh7d3s2d TsTc9h5c2d KcTc5s3c2s 
Kh6h6d3c2c AdKh6s6c2h Kh9d7s4h2s Qh9s6d5c3c 
ThTc8h3s3d KhQh9d8s4h Js9s8s7s5s 6h6c5s3s3d 
Ts6c5d4c2s Jc8s8d3d3c KcQsTd3h3d Td7c6h5h2d 
KsJh6d4s3s AsQc9s2s2d 8d7h5c4s3s Th9s8s6d2s 
QhJd9d6d4d Js7c5s4c2h AdQd9s9d2d QsJs7s7c5s 
KhTd6s5c3s Jh8d6h4c2c Qd9d6h5s5d Js9d6c5s3s 
Kh7h5d4d2h Qd8d6c4d2c Tc9d8d7d2h Ah9h6c5s2h 
Jh7c5h4c2d KcJdJc4c2c QdJs9s5s5c QsTc8h6c2c 
QsTh8c7d3h Jc9h8s4h3s KsTc6d5c3c 6d5h5d4h2h 
Tc6d5d4c2d TsTh8c7d2s QsJh8h8c4h 9s9c6c3h3c 
Js8h7s6h2s KsJs8s5d3h KcJhJd4d2d KdJh7s5h3h 
AsTd8d6h2c Ts6d5s3d3c 9s5d5c4h4c Ts6d5c3s3c 
Qc7h7c6d2h 7s5s4s4c3c 6c4s4d2s2d Tc9s9h4h3h 
Ts9s7c4c2c AsKd5s5h5d Ks6d4d3s2c Kc9d5h4s4c 
Kh8s6s2s2h Kc8c7s3s3h AcQdJs7d2d 8d5s5h4h2d 
QhJc9s5s2d Jc8s6d4d3s Kc7c6h6d4c QcTc8c7s2d 
Ks7s7h4c2h TsTh8d7h3h Qs7h6h4d2s KdTc7h4d2s 
8d8c5h3c2d QcJh6h2h2c KsJd9h4s3s QdTs9d4d4c 
Td9h8d6c3d Jh8h6c5s5d KsQd6d4c3d Kh9c6s4c3s 
JsTs7h5d2c Jc7d5c4d2s AdJh9h6c4h Ts8h7h4c2c 
9d9c8c7c4h AdKc6c3h3c 6c5h5c4h2h Ts6h5s4c2c 
6d4h4c2h2c 6c5d5c4h4c Ad9h7c6h2c Ts9h8d7c2h 
Qh7h7c5h5d Ah9h7d5h2c ThTc9s5h2d KsQdTh4d2d 
ThTc8s7c2d Jc8s7s6s6d AhQc6s6c3d QhTs8s6d2s 
Td9d6d6c4h AsQd8d6d3h Ac7d6s5d3h Ts8d7d6c3h 
AsTd6s3c2h JdJc7d3c2d KsJdTc6d2d Tc9s7c5c3c 
KdQdTd5c2d KhQdTs3d2d QhJd9s7c3s 9h8h7s6h3d 
9h8h7c5s5h Ks7d6s5h2c Jc9c7c5c3h As8s8c3c2s 
Ah9c8c4d3d Ad9d6d6c5d 9d8h5c4c2h JsJd5c4c3h 
QhQc8h4h3s JsTd8h8c2h KcTsTd8d3d Qs9h7d6c4c 
KdTc7d4s2h Qh9s7h5h5d Ac8h7d5h3s QdTs6h5h3h 
AsQd7c2s2h KsJc7s3s2c 9s8s8d3c2c 9h6c5d3d2h 
AsJsJc3s2s AsTs8s3h2d TsTd9h5d2c KhJh9h5s5c 
Jd9d7d5d3h AsQc5d3s2s Qc7h5h4c2d TdTc8h7h3s 
8d5d5c4h3h JhTc8s8h3h Kc9s7s7c2c Kh7s5h3s2c 
KsJd9d8h4d KcTs9c4c2h Th9c8s5s4s AcJc7c4h2d 
KhTh8h6s2d Qd8h7s7h5c JhTs8c6c2d KsKc9d4d2d 
Jh9s9c7h4h Qd9h8s6c2d 8h8d7d5d3c Tc9h9d8s4c 
Ks9s8c7s4d Qd8d6s4d2s AdQs6h3c2d Ts9s7s6s3h 
Td9s8s8c2h Jc9c8c5s3d QsQd7d3h2h Td8c4s3d3c 
KhTs6s4c3d QhQdQcJd9c Qs8h6c2s2h Qh9s9h7d3c 
QdQc3c2h2c Tc4d4c3s3d 9d6d5s4c3h KhQc6s5s3s 
QhTd4s4h3c 8c6s5d4s4h Tc9h8h8d2s Qs9d7h7c5h 
Kc8c7h3s3h KhJs9s8c4s QsJd9c5s2s Th9d7s4h3c 
QdJc7s4s2d AhQd8h4h2s QdJs8s8c4s JdTc3h3c2h 
AhJc6h3c2h Qc9d6h5s3s KhJd7h3h2d Kd9h6s3s2d 
Qs7d5s5h4c KcTd4d3c2c Ts8c7h7d4d JsTh9h3h2d 
ThTc9c3d2s Kh9h9d5s5h Td7s6s5h2h Jh8d7d4h2c 
Kc8d7h4h4d Jh9c5h3s2s Th7h6h6d5c AdQc6h6c3s 
Jc9c5d2h2d Ad7s3s3c2d Kc8c7h7c4d 5s5d4h2s2h 
8s6h5c3h2s AhTc7s3d3c TdTc8s6h2d TsTh8s3d3c 
Kd9d4h4c3h JdTd8d4d4c KsJs9c4h2d Tc9c7s4d3h 
QcJc6d4c3s Jh9s9h7h3c AcTs5h4c2c Qh9d7h5s5h 
Ad9h8c7h3s KsThTd8s3s QdJc8s6h3c 9h9c6s3s3d 
Qs6h5s3c2h KcTd8s8d4d QsTc7d5c3h AhQh5d3c2h 
KsJc6d4s3s Tc9h5d2h2c Ts9d5s3c2d Ad9h8d6d4d 
AcTd8d5h3d Jc7h5h4d2c Ah9h9c8h3h KhTs7c5d5c 
JsTsTh7c2s 9s9d8c4s2c AsQdTh6c2c JcTd8s4h2s 
KcQs6c5c2d Jc9h4s4c3s 9c8s5d4s2c Qs9h9d8c2s 
8h8c6d5h2h Kh6d5d4s2s KhTc9s7d2s JsTh6d4s3s 
KsJsTs7s2d QsThTc4d2h JhTc6h5h3h ThTd8s3s2d 
KsQc6c4h3c Kc9d8s8c2h AcQd6c4c2h 8s8d7s6c3h 
Ah9h7d5h2s Kd8d6s6d2s AdJc9c6h4c KcJdTh3h2h 
9s6c5s4c2c QsJd9c7h3c AsTh7h6c3h Ad9c8h6h4s 
Th9s9h4h3c JdTh6h4h3c KsJd8s5s3h KdTc8s5d3d 
QhTd6h5s2h KhJd6c4s3d KsQs9c8s4d 8d6s5s4s4c 
As9c7d6h4c Kh6h6c3d2c AhQc8d7d3s Js8c5c4h2h 
Ts9h9c8d4s QdQcJh7c2c Jh9h8s7d4h Qc7d6d4h2c 
Jc6d6c5s2d 7h6s6c4h2c 9s9d8d5c2h AcQd8h7h3s 
As8d3d2s2h QsTc9s2s2d Td4d4c3h3c JhTs6d4h3h 
Td7s7c5c2d Ah9s9d7d4c KcJs9h9d3s KsQd9c5c3h 
Qc8c7s7d2d 8d6s5s4s3c Qd8d6d4s3s Jh9d5h3c2c 
Th9h7d4d2d Ah8d6h6c3h Tc7d6h5h2c QcTd7s5s3h 
KsJc8h6d4d Qc8s5s4c2c Ts7c6d5s3h KhQd6d4c3d 
KhQs6c5c3c AsJh8h5h2c QsJc7h4h2s 5s5d4h2h2d 
Td9h7s7h4h QsJh9h9c2h JsJc6h4s3d 8d7h6h5c2s 
Qd9s8d5c3h AdTc9h6h3h KhTh9s4c2h QcTh6s4d2c 
ThTd7h5h3c KsQdTc3d2d Jh8d6c4h2c KcQd9d7d4h 
KsJh9s4s3c Js8c6d4d3c Ah8h7c3s3h AdJc9s6s6h 
Jd9h7d6d3s 9h8d7h7c4s Tc9d6s2d2c Jc8s6c5h5c 
Js9s7s5s3c AhTc8s5d3s Kd8h6d4s4c KsTc7d4s2h 
Jd8c7c6s6c JsJh7h3d2s QsTh9s4d2s AhQc3d2d2c 
JsTc7s3h2h 9s9h6d4c3h JdTc8h4c2c Ts7h6d5d2s 
KcTsTh8c3c Kd9s9h8c4d Js8s7c5h3d Qh8s8d5d5c 
AcJs8s4s4h JhTs9s3c2s Jh9d8h2h2d Ac9s6h6d2c 
9d8s5s4s3d QhTh6h4h4d Td9d8d7h2c TsTc8d3d2c 
Kh7h6s6c3d KcTh9s7d2s QhJs9h4d3h 9d8h8d5c3s 
KdJd5s3h2c Tc9s9d6h2c 9c7d7c2h2d Kd9d8s5h5c 
As9c7s2h2d AhTs6h3c2d 9s8c6d5c3c 7d6h6c4d2h 
Td9c6h5h3h Ac9s9d7s4h Kc9d6c4c2d 8s8c6h5s2s 
9s8h6h5c2d KhTd7s4h2c Jh8h7s4h3s QcJh7d4d2c 
AdKh8c5c3c AhTs7c3s3d Qc7c6d3h3d Js9d9c6c4c 
Qs9s9c6d2h JsJc6d4c3h Qs9s9c6s3h JsTd8c6c2h 
QhTc8c4d3s Js8d7h4s2h Th6d5c3h3c AcQs6c4c2h 
As9h8d6d4c TdTc9c7c2s Ks6h6d5c2s As7d6c5d3h 
Kd7s5d4c3d JsJh8c6d2h 8c6h5h4h3s Ac8h8c6c2d 
Ts9h8h8c2d Kh7h6d6c3s Tc7h4s4c3s KcQd8s7d4d 
AdTd4h2s2c KhQd6d4s3d Jd9c6s5h3c ThTc8d7s2h 
Jh9d8c5s3c QdJd7s6d4d Th9d7c4s4c Kc9c8d4d2d 
KsTs9c5s2d Qc8c5c4h2h Ad8s7s6c2c Qc9c7s5h4c 
Qh6s5h3s2d KhQs9d5d3c AsJs5s5h2c Tc9h9c8c3s 
Tc9s7s7h4s KhKc6s3s2s KcJh7s6d2c Ad6d5d4h2c 
QsTh7h2s2d QdJs9h5c2h Js9c8s3d2d 9c8h7c4c3h 
TsTh8d7c2s KcTc9s4h2c 9d9c8c7c4s 9d8d8c3h2h 
Kh9s8h8c3d KdJd7s4c3d QhJh8h5d2s QdTd9c3h3d 
9h8s8h3c2c As6s5d4h2s QhTc9d7c2s Ts9h9d6c2s 
