KsJs8d8c2d 
AdTh9c6s5s KsTd9s7s3h Jh9s7s6c5s QdTc9c8h2s 
AdKsTc4h4c JsJc5c3s2h Js8h6h5s2d TsTc6c5d5c 
KcQh7s4h3s QsJd4s3c2d AhJs6h4h2s Qc9d6c4s3d 
KcTh9d8c4c Kc9c5h4s3s TdTc8c4d3c KdQd6d5h3s 
KhQhTh9h3d 9c7s6s4c3h AhKcJc2s2c KhTc9d8s5d 
AsKdJd2h2d AhKh7h7d4h Kc6s6h5c2s 9c7d5c4h4d 
QcJh7d5s4h Kc8c7d4s3d AsQhJc3h2d KcTs9h9c5c 
AhTh8c2s2d 9s7h5s4h4c Ts8c5s4h4c 6h6d5c4c3h 
QsQd9d4d4c Ts9h5s5c4c KhQh7d6s3c AdTd9h9d4d 
KdTc7c6s6c QsJd7s7c5h 9d5d5c3h3c Jc9d7s7d4s 
KdQd6s4h3c Ah7h5h5d4s KdJc9c7s2s QsQc9h8s4s 
AcQdJh6s3h AcKs8h5h4h AcQhTd8d2d Jd8s6h5d3h 
QdTs7s6h4s AdJsTc2s2h Kd6d6c5c2c 9c6d6c3d3c 
AcJh7h7d4s QsQdTh4s2s AhQsTd8d2d QcTsTc7c4h 
AdKsJc6c3h Jd9h8c6s5c AcKh9h6s3d KdJs5s5h3h 
As8h8d7c5h QhTd8s7d5d KsQs4h3c2h AcTs9h9d3h 
QdTc9c8h4s QsTs8s6s4d KsTc7c6h4c KhJh6c5h2c 
Ks9h7d6h2s TsTh9s7s5c KdTs6s5c4h Td9d8s8d4s 
Ts9h7c6c5c AsTc9c8c5c Qd9d7d6c5h AdQh5s5h4c 
JhTh7d6h5h QcJd9s7c2s Kh9h5d5c3c KdJd5s4h3c 
KcQc8s5s5c Kh6s6h5c4d AhKh8c6h4h Js9d9c8h6d 
AcTh9h6s5h QhJsJc5s2d JcTc7d5h2h Tc9d5s5c4s 
KsTh5s5d2h QdTc9d6h2s QsJh9c7s2c AcJs8s5h5d 
Ad9s7d6d4c Js9c8c5c2s TsTd9s7s5c 9s7s5c4c3d 
AsKs9h7s4s KsJs5c3s3c Ks9s9d6s6h AcKc9d9c3h 
AsKcJh6s2s TdTc9h7d4s AcTdTc6c4c KhJdJc8s5s 
QhTd9h6c2s AdTh8d4d3c QhTc8s5s4s Jc9s7d6d3s 
Qh9d6h4s3d Tc8d6c4d3h Qc9d8h8d3c JhJd8d4s3s 
Js9d9c6h5s Th8h7d6d3d KcQsTd8s2h AcTh8s5d4d 
AhJsTc7s2d QsJs6h4c2c QdJd9h3h2s JhTs9s7c3s 
AdJs9c4h2d QsTs8d5c4s JdJc5s2s2d 6s6h5d4d3s 
QcJs5h4c3d JcTh9d4c3c AcQh7s6d2c Qc8c6s6c4s 
QhJc9h5s3h As8d7s6s2d AsKs8s6h3d Js9s8d7s5h 
8h8d6c4d3h Jh9s9c8d6c KhTc8h6h5h QdTdTc5d4d 
KcQc6d4s3h AhTc9s7s4d Ac8s7h6c2d KcQdJh6c2s 
KcJhJd8d4s AhKdJc6h2h Qd8d8c5c3c AhQs9c6c5c 
QdTc9s7c5c QhTh7d6s2s KdJhTs8h3c QsTh9s6d2c 
9d8d8c6s2s AsTd9c2d2c Tc9c8c7h5d AhKd9s9c5s 
KhJc8d4h3d JhTh4h4d3d AdKhJs5c2s AhKd9d6s3c 
Qs9h8h8c3s Qd9h7h6c5h AcKs4s3h3d Kd8h6s4h3d 
AdTsTd6d4d QhJh4s4c3c QhJd9d6c4s KcJc6h4s2h 
KcQsQh9c3c AcJhTh4s2d AdKd6h6c2s Qh9c7s6s3c 
TsTh9s6c3d AsTd9d8d5d AcTs9s8d2h QdJs8s7c5s 
Qh9s9h7d3d 8s8d6c4s3d AhJs8s5d5c 9c8s5d4s4c 
AhJs4h3h2s KsJs9h3c2h KcQc8d7c5s KdQh5c2d2c 
QcJs6s6c2d KcTd9h8s5h AcKdQh6s2h QhTh9s5h4d 
KdQs9d8h5d AdKcTh7c2c QhJc7s4s3h AhJdTc2s2d 
Ah9h9c5d4h Td7h7d6s3h Js8c7s6d5s QcTc9s6h3c 
AdKd8s6d4d AhKsQc6d2c JsJd6d5h2h KhQd6s6d5d 
Js9h8d7d2h Td9d8s7d5h AhQc8c3h2h AhJhTs6d2h 
AdKd8d6c3h Ts8d8c5c3d Jc9h8d7h2d Ts8s7s7c6h 
Qh9c5c4h4c Ac9c8d6c4h KhJdTh5h5c AsTsTd7s3s 
Jh9c8d7d3c Ts9s6c4c3c KhQcTd9d2d KcJd6h6c2d 
QhJcTd4s2c QdJsJh5h2c Jc9c8s6c5d AdQhTc7c3c 
AhQs8s4c3c AdQh5h5c4s Ad9s9h7c2d QsJhTc4s2s 
Th8h7d5d3h Td8d7s6d4h KcQd8c7h4s QhJd4h3c2d 
KcJsJd9h3s KdTc7h6h5h KsTc7d5h4c KsTh9s9c5s 
9d9c7c5d2h Tc7s6d4d3c Ac9h9d8d5s JdTh6c5s4s 
8c7d6s4c3s KhJh9d9c6h Kc9s6c4s4h Ac9s7c6c3h 
Qh9h7s7c4c KsJdTh8c2d JcTh9h8h4s QcJd5s4c3h 
AdKsJh4h2c KdTc8s7h4c QhQc9h5h4h AsQsQh3s2s 
Th8d8c7h6h Ts8h8c5c3h 9s7s5d4d3c Tc8d5d4s4c 
Jd9s9d4h3h QcTs9s8h4d QsJcTd4h2c Jd9d8h5h3d 
KcJhTd4s3d AhJc7d6c5c 7c6h6d4d3c JhJdTc4c3c 
KcQh7s7c2h AdKsJs2s2c Ac6c5h5c4s KhQh6s6c5h 
Js9h9c7h5d Kh7s6c5h4h AhKs6c5c4c Tc9c8s4s4d 
Kd7h5s3s3d KdTs9c6c5c JhTh9h5c3s KcJc8s6h6d 
Th7d5s5d4s Td9c7d6h2h 9d8h8d7h4d QsJd6d5c2c 
Qs6s6h5c3h QcTc8h7c4s JdTd9d6d5c KsThTc4s3d 
AsKs9d7s4s AhJc9d8d4s Kc6s5s5d2c AsQd7h5d2h 
8s7h5c4h3s KsQh6s6c2c QhTd9d6s3d QdJs9d5c4d 
KdQh9s5c3d Ac8h7d5c3c Jc9d9c5d2c AsQs9s9h3c 
9d7h6c4d3h Qh9s8s8c7d Ah9h4d3s3d Ah9h9c6h2c 
KsQc6h5h4d QsQh9h5h4h KcJc5h4d3s AcKh9d7h3h 
KsTh9s8d3s KcQs9c6h4c Ac7d4h4c2d Jc9d9c4s3s 
JcTs7c6h4c Js9h8h7h2s QcTd9h8d3s QsJh7s7d5c 
Jc9d7h7d4h QdJsTs8c3s Td7d7c5c3h KdTsTc5s2c 
Jc9s9d7s5h JcTd9c8s3c AhKhTc4h3h 9s8d7d5c2c 
KhTh7s5d5c JcTs9c8h3c TsTd8h6h5h Js9s8d6c2c 
AhKc8h4s4h AhJc9s7h2h 8h8c6c5s5d QcJd9c5s3c 
Jc6s5c4s3d AcQc7c5c4h 8s7c6h4h3s KsKh9c5d2c 
JsTh5h5d2s KdJc5s5c3s KhJd9d6c5d AcJhTs7h2d 
QhTd9d8s4c KsJcTc9c3c 9c7d7c4d4c KsQhJh4c3h 
AsJh7c6h5h QdTc9h4c2h QhJh7s7c6d AhQsJc3s2d 
QdTs8h6d3c AsTc9c8d2h JdTh9s9c5h Ad7s4h4d2s 
Qh9c7c6d5c AcKhQc9c2c Js9s7h5h2c As8s7h4c3d 
KdQhJc9d2d QcJs8h5d4d JsTc7h4c2s QdJsTd5d2c 
AsTs9s9d4s AdKcTs3d2d KcQdJh9c2c KcTc7h5s5d 
Tc6s6c5s4d QcJsTd4c2c Js9h9d6d5c JhTh9h8d3c 
Qs8d7s6s5c QhJh9s4d2d KsJs7s6s5d Qc8c5s4s4h 
QhJsTd5h2h As9c7c4c2s KdQd5c3c2c As6d4s3c2d 
Td8d6s4s4d KdJd7h6s2h QsJd5h4d2h 9h9d8s7h2s 
AhQh9s6c3h Th9c6c4h3h Th7c5s5h4s Qh8h5d4s4d 
JdTh9s5s4s KdJs8c4d2c QsTs9s6d3h Ah5s4h4d3c 
Jh8d7h5s4c Tc9d7d4c3d 9d6h5h5d3s Ad9d8s6d4h 
JhTh8d8c5h Ah8h7d5c3h KhQdJs5c2d QsTh9h9c4d 
KcQhTd7d4d Kd9c6d5h4s AsKd7d6d3c AdQsQh7c2s 
Ks9d7d4s3d JsJcTh5h2d AhKd9h6h3s QdTd9h8d2c 
6s6h5h2s2d AcTd4s3s2c KdQsQc7d3d KsJh9h4h2s 
Ah6h5h5d4s AsKs7s7c4s As6s4d3d2c AcJd7h6d5d 
Qh9h9c7h6s QdJsJd8d4c KcJcTs5c2d Jd7c6s5c3s 
Qd7d7c5h3c Ks8c6s5c2c KhJh8c6s6d AsTd9c6c2d 
Jh6s6h4s4h Kc8h5d4d3c KhQhQc6h2d QcTs9d8s3h 
TsTc9d7s4h As8d7h5s3s KsJdTs5s5c AdJhTs4c2h 
JhJdTc6h3h QhJsTh3c2d KsJc6h3s3h 8s8d7s6c4h 
KhJh5c4h2c KsQh6d5d4c AdTs9h8c3h KhJc7c6c2h 
AcQhJs8d2s Ts9s8h4h4d AhJh9d6h4c KdQd9d9c3c 
KcTd8s6h5h AsTc9d8h3d Qh9h7h5s4s Ac7s4h2s2c 
AsTd7s4h2c JdTs7d6d5d Kd9d8c7h7d AcKc5c4h3c 
Ad9s9c7h5c KcJc9s7c2s AhKcJd6h2h KhKd7c3h2s 
JcTs7c5h2h Th9h7c6s2s KsJd8s5c4s Kh9s5c4h3c 
AhKhKdKcJh Kd6c5c3d3c Ks9d6s4d4c As9s9h8s5s 
KsQhTd8h2c AdTh9s9c3c AcQcJs6d2c AsQs9s5h5c 
JcTh9s4d3h JsJc9c8h4d QcJc9d3d2h JcTh4h4d3d 
KdJsTc4h3c Jh9h6c5c2d Kd8h6d4h3c KsJc7c5c4d 
Qd9h8d8c2c Ts7d6c5d5c KdQh6s5d3d Td8h6h5c3c 
AhTh8c6h2d AhKd8d7d3c AhQs7d6c2h KhJd9c8h2s 
QcJs4c3d2s Qd7s7h5s4h JhTd9s9h5h Ad9s9c8c6h 
JhJc8c4h2h AsTdTc6h4d QsJh5c4h2c Td9c5s5d4s 
QsJcTh4s2s Tc9c7h6s2s AhQsTc7c3c Ts9h7h4s3h 
AcKhQs8h3h AsQc9h6s3s JhTs7h6c4h 7h6s6d4s3h 
9c8s6s5s2c AcTc8h6c2s Qd9s8s8c7h Tc8h6c5d4s 
Qc9s8d7d2c AdKs6c5h5c TsTd7s6s4h Qh9h9d7h6c 
JsTs5c4d3h KdQdJh9s3d AhJd4h3h2d 7s7h4h4d3s 
AsTs8h2d2c KcJhTs7h3h AhQsTs5s3s QcJc8s7h3h 
AhKdJc5s2c QsJs7c4c3h JcTsTc5h2d KdQc8s8c3d 
QsJdTh4c2d KdTc9h8d4d Ks9d7c6d2s QcJs4h3s3h 
KdJc7d5c2d AdKh9h5c4h AdQc8c4s3s QsJc8d5h4h 
KhJs7h5s2h Th8d7h5c4h Td9d7s6h2h JsTc9c7h3c 
9d9c8h7d2h JsTd9h9c2d AhQdJc6s3c AdTsTc6s4h 
KcQs5h5c3d As7h6s5s3d Ah5h5d2h2d AcTs9s9d2h 
KdQd6d5s3c KcQh4s3s3h Td9d8s7d5c KdTh9s6s5s 
Ts8d7s6s6h 9s9h8c6s2c AsJs9d6s4c AhQc9d5s5c 
KcTs8s6d4h 9d8c6d6c4d Jc9s8s6h2c AhQsJs4s3s 
Ad8h6h3d2c Qs9c7s7h4h KdTh6c5h4s Td8s8h5d3s 
AhQc8s4h2d QhQdTs4h2h QdQcJd4h2d Tc9s7d4s4d 
JcTc8s3d2d QcJsJc9c2d KcTd7d6s4d JhJc9c8d4s 
9s9d8h7d2h Ad9s9c8c2s Ad7h4s2h2d Ac7s7h5d2c 
Ks8s7d4c3d AsJc7d3s2d Ah7s4h4c3d Tc9h6c3s3h 
TdTc6c4s4h KhJd9c6s5s Qc7d7c5h3d AsJhTd7h2c 
Ah9h8d4s4c KsTs8d4s4d KsQdTh8d2c AhTs8h4h3d 
9c7d7c3h3d Tc8h6c5s2s As8d6h6d4h Kd8h8d5c3c 
8s8d6h3s3h 9d8c5h4d4c Ad9c4d4c3c KsQdJh9d2c 
Ah8h4c3s3c Kd9d7h4c3h KsKd8h8c2h AsTh9h8d2c 
KhJhTc4h2s Qh9h6d4d3c AcTd8s6s6h KsJhTc8h3d 
QcTdTc7c4h JcTc9c5s3h Qd9d7s7h4s Kd7s6s5c3c 
Ts8s7d5d3s AsKcJd6d3h Ac9d6c4s2s AcKsTd3c2c 
JhJc7c6h2d Ah9d6h6c5h AcKs8s5s4s QsQd9s8s4h 
QsQdJd8d4d Ah8h8d3s2d Ad8d5c4c2d KdQdJc8d4s 
KhQcTd8c2s KhQd6h6c2c KdJh9s6s5s 9c7c5s5d3s 
8s7d6c5c2d Kd7s7h6h4s QdTd8c4d2c QdTs6c5h3d 
KcJh8s5h2s Kh9h9d6h6c QdTs9s6h3s KcQdJh9s3h 
Th7c6h4d3d KdQsQh8c3d QsJsJh9s2d KhJd9h8c3s 
JhJc7d5s3c AsKsJs8s3d AdJsJh4c3h AhJcTc8c2c 
AcTh7d6s5s QcTc9c6d3h AdKh7s5d2d KhJh8s6d6c 
AhJd5c4c3d KsQhTc8d5d AdQcJc7s3c Th9s8h5c2c 
JsTh7s7c5s Qs9h8s8c6s Qh8d7c6h3d JdTd9d8h4c 
Kd6h6d5s4c QcTs7h6d4h AdKc9h8c4c 9s9h8d6h2d 
JhTs9c8d2d Kc9s9c8c3s KcJc8d5c2d Kh9s9h7h5d 
Kd6s6c4s4c AdQc9h6h5h KdJd6s4h2s AhTc9d9c2s 
QhJc4s3s3c AsKhQc8h3h Kd9d5h4c3c 8h7s6c4c3s 
KhQsQc8d3h AcQs5c3d2h KdJd9d8d7d QsJs7h7c5d 
TsTh7c5h4h KdQd8c4c3h JdTc9c7s3c AdTd3h2s2h 
KdQc6s5d3d Qh7s6c4s4h Tc9d7s6s5s QsJh8s6s6d 
Ts9s8h7s5d JhTd6s6d5c KcTs9h8c4c Ac9c5s4s4c 
6h6d5c4c3d AsTh9h6d5h KhTd8c7d4s QhQc9d8h4h 
KsQh7h3s3d QsJc8s8c3s 9d8h6d5h2h KdJs8d5c4d 
QsTh9c8h3d AsKcQd6h3h AdTs9h2s2h Ts7c5s5h4h 
KdTh8s6c3d KdQh8s8c7c KcJdTc5s5c KhTc6c4d3d 
AhKd9s6c5c 8d7h6s5s2h KcTc7d4h2d AdKh9h5s4h 
KsKc6s4s2s QcJdTd8h3d AdKd9c6d3s Kd9h7h4h4d 
AdKc6h3c2h 7d7c6d3d3c KhTs8c7d4s Jh9c8s8h3s 
QdJh8h8c6h ThTd7c6h4h QsJd9s6h6c AcKc8s6c3d 
AcTsTd6s4h Th9d8c7c5s QsTs7c4s4c QdJc9d5h3d 
As8s7h5c3s KdQc7c3s3d Ah7s7c3c2h KdQh8h8c3d 
As8d7h6s2c QhQc8h4h4d KdKc8s8h2s KdTsTd8h2c 
9s7s7c6c3c AdQd8d6h4d KcJs9d7d2s 9d6s6d3s3d 
Jh9h8c6s2s QsQhTh4h2d Ac9c6h4h2d AhJhTc6d2h 
QdTc8c5c4s Kd8c6s4d3c KsJs6c5s2c Ks9s9c6s5h 
KhTsTd5s2d Js7c6h5c3h QhJc8d7d2h ThTd7h4d3h 
AcQdJs5d2d 8s6s5h4d3h KhJcTd8h3h 9d8c7d6d5d 
Jc9h9d8c5s Ts9d8s6h5s Jd9d6c5c2h Jd9h8c7c2h 
Td9c8c6c5h AcQcJc5c2h Th9s9h4c2s AdQc8h4h3c 
KcJd6s6c2d AhKhJc6h2d Ad9s6d6c5d 9h7c6h5c2s 
QdTd8d6d5s ThTd9c7d4s QhTs9d8s5s AsTc3s2d2c 
AdKh8d4d4c ThTd6h6d2h Ac9h8s8h7h QdJh9c7h2c 
QcJh9c5c4d Jh8d7h6c5h KcJd8s5d2s AdKcQh9h2h 
QsJd8s6s6c AdTs7h4d3d Kh9d6d4d3h ThTc6s5d4c 
AdQhQd3d2d Tc9d6c3s3d KsTh6d5h4c KhJd9h8s3c 
JhTc9s5s4s AcJd9s6c2h KdTd8c4d4c Ac7h4d4c2h 
KsKc8c4c3h JhTs6h5h2s Ah9s7s7c3c Kd8d7s4c3s 
KdKc8s8h2h QcTh9d4h2d KsJd4s4d3s Js8s7d6h3d 
QsJd8c5d4d QcJc8h8c5d Ah9s9h3d2s 8h6c5c4h4d 
KcQh5s2s2c JcTd8s8d4h Td9d5s4s3c QsTh9h8c4d 
KcJdJc9h2c AdJh5h4s3s Td9s8d5h2h 9h8h6s4s4c 
TsTc9h7s4d As9h9d7c5d Th9c8h6d5h JcTs6s5c2s 
8h8c6d3d3c 9h8h8d7d4h QdTs9s8h3c JsTd9d8d4h 
Ad9h5d3h2s QhJd8c5d4d 8c7c6s4s4c 9c8h6c5h2h 
JdTc7h4c2d Qs9s9h6c2c KdTsTc4d3h Kc8s6c5s2s 
Ks8c5d4d3s 9h9d8s5s2h AhTc9h3h3d Jh9s7s7d4d 
As9h8h7h7d AdTh8s5c4c 8h7h7c6s3c KcJsTs8s4s 
Jh9h9d4c3c 7d7c6s6d5d KhJc7d6d2h 8c7d6c4d3h 
AsKdJc6s2s KsJdTc8s3s Qs9c8d8c3s AcTd9d8s2h 
Kc9h6c5d4s ThTc8c4h3c AcTh8h5s2s Kh9s8h6s3h 
TsTc6s4h4d KsTh6d5c4h JcTd9c8c3s Ad7h7c3c2d 
Js9h8c7c2h AsTs5h4s4d Ks7c5s4s3c Js9d6s6h4h 
KhJdTs8c2d KhJd8h5c4h Qc8s6c4s4d 9s8h8c6d5s 
Kh9d6d4h3d AdQhJs4s2c ThTd6d5d5c QhJc6h6c2d 
Ks8c6h4s3c JhTsTc7d3s Tc9s7c6c4h KhTc9h8d3h 
KsTh8h6d4c Tc8h8d7c6c AdTh7d4s2c AcTh8s5d4s 
Qc9h9d8h7h KhTc5c3d2h QcTs8d7s5s QcJd4h3c2d 
Kc9c7s4h3s Qc9d9c2h2d 9c7c5s5d3d JdTs7h6h4h 
KhTc8s6d3h Ts7s6s6h4h Jc9c7s5s2h AcKsJs4h2s 
QcTs9h7s5s Ts8c7s5d4s 9h8s8c3h3c QhJd6d5c2c 
KsKh7s2s2d JcTd6h6d5s Ad9s7h3h2d QhJh9c8s3d 
KdTsTh9d2d KdJh9s8d2c Qc8c6s5h2h JhJc8d5d4s 
Ts9h7c6h4d KsQhJc4h2d Th9s7h6h4d KhJc7s6c4d 
Ks9d7h6h2s QdTdTc7d4h AhTc9d6d2c Ks9s9d7h2h 
TsTh9s7s5d QcJd9h7h2d QcJh9s7c2s 9d8d6c4s4c 
QhJc7d5c4s Tc7d6h4h4c QdJd6c4s2s Tc6s6c5h4s 
8s6h5h4c2s AhTh3c2d2c 8d8c7s6s4h KcTd6c3d3c 
QcTs6c3s3c Js9s8c6s5h 8d8c6s4d2c KhJs9d6s5s 
KcJdTd6s6d KhQc9h6d4h QsTd9d7d5h Td9h7s7d6d 
KcJd8h6h5s KhTd8c6d5d JsTh9h6d3c Ks9h7d6d2s 
Ac7h7c3h2d Qs8d6d5s3d JdJc8s5h4s AsJhJc4d3h 
9h9d6s4s3d JhJc9d8c4s KdQsQc9c3c QcTc9c6s3d 
As6h5c3s3d KhTc6s5d4c 9h7c6s4h3c KdQc6h5s4h 
TsTd7c5d4d KsKh8d7d3c 9c8s8c6d2d AdJsTs4c2h 
KhTs6s5d4c AsQd9s9h2s KsTs8s6d6c Tc9s8d6c4h 
KhJh8h7c5h Qs7s7d5c3d KcJc7c6c5s KdQh6s5c4s 
Ac9s8d6c4c KhTd6c5d4s AdKhTc3d2d AcKs7s6s4s 
QsQc6d5h2c KsJd9c5s4s Th7h6d5d3d AhJs9d8d4c 
Js9h7d6h5h AsJc7c4d3d AsJcTs6s2h AsQs6s4d2d 
Kc6h6c5s2s KcJh9c8d2s KdQhJc6d2s 9h8s8d7c6c 
Jc9s8s7s7d Ts8s7s7c6d QsQh9c8s4s Kh8s6d4h3s 
AcJhTh4d2s AcTh7s6d5d JsTc6h5d4d TsTc9d8h5h 
JdJc4s2s2c AhJdTd4c2s Qc9d8h6d3h TsTd9h4d4c 
Kh7d6h5s2s Th9h8c5d2d 7s7h4s4c3h KcJh9s8c2d 
AcJd7s7h5h KsJs9h5d4s AhTsTc8c2d QhJs8d7s5s 
7d7c5s5h4c 9h8s8h7s4h QhJd7s4s3h QdTh8d2s2h 
KdJdTs4d2h AcKs8h4s4d Qs9s9h7s6c Qh9h8d6d3h 
QhTd9s6s4s AsTh8c5d4d AhJd7d6s3s 9s6d5s5d3c 
8c7d6d4c3s QdJc9d5s4d QsJc4h3s2c JcTh9h8h4d 
9s6h5s4c3h Th8d7s7c6s KhJc8h6c2h AcQcJs7c2h 
AsQdTc7c3c QdTc8s5s4h 9d8s8d5c2c 7h7c4s4h3c 
9c8h5s4h4c 9s9d8c5c2s KcQcJh9s3c 8h8c6d4c3h 
JsTsTc5d2h AsJh9d6s2c KcTd9h6s6d AdKcQh7s3s 
Td8h5h4s4d KcQh8s7s6s KsJc8h4s3h QcJc8d8c5h 
8c6c5s5d3s KcTd7d6s6d KcJs9h8s5s QsTsTc5s4s 
Td7h6h6d5h KcQh9c8d5c KsJh6s6c2h Td9d8c7d5s 
As9h6s6c3d Js8d6s5h2h Kd9s7h5s5h JcTh7c6c5c 
Qc7s7d5d4s AhTs8s6d6c KcTc8c6s6h KdJs5s5c3c 
KcJhTs8h3d KcJd9c6h3s KdJh7s6s2d Jc9s8s7c3s 
AdJh8d3d2h Js8c6s5d2d As8h7c5h4d Qh9d8s7h3s 
KdJcTd5s5d QhJs4h3s2c Qd6s6h5s3d KhTd8s6c3h 
QhJh8s7c3c Qs7h7c5h4c AhKs6c5d5c Ac9s8s7s7h 
Td8s7d4s4d KdJh9d5s2c KsQsTs9s3h 8h7c6d4h3d 
KsJs8h5s2h 8s7h5d4h3s KhQs9h6d4h QcJhTh8s3h 
KhQsTd8c5c KdQd9d6s5d 9c7c5h4h3d KsQdJd4h3d 
QsJsJh5s3s Kc9d7h5c2d QcJc8d8c6s KcQc4h3s2h 
QcTc9s5c4d JcTc9s9d4h QhTd7s6c4s QhTs8s8c5d 
AhJc5c4d3d JsJc9d8s3h JsTc8s8h5s QdJd9s4h2h 
KsQhJd5c2h KsJc8h4s2h AsJdTs6s2c AdQd8h8c2s 
KcTd6d5s4h Jd6s6d4s4d KcQdQc7c3s Jc9c8d6s3s 
Ah8s6s6d4d Kd9d7s4c3s Jd8s7c6h5c Qh9d6h4d4c 
Jd9c8h7h2c Jd8d6d6c4c Tc9c8s8c4s JdTh9c4d3d 
KhQd7h7c2d QhJs4h3s2d TsTc8s4c3s Js9d5s5h3d 
8d7c6c4d3h QsTh9h8d4c QhQd5s2d2c Qd8h7d6h3s 
KdJhTd5s5d AsKh9h5d4h QhJh9s6s2h As9h9d8c5h 
Td8d7c6d4s Ts9d7h6h5h 9s9c6h4h3s Ks7d7c6d4c 
9s9c6d4d3s KsTc9d8h5d QsJd9d7h5d AhQhJs7h2c 
QdTc6d3d3c QdJd8s7c3s QdJd6s4c2c TdTc8s6s5s 
QdJhTc6h3h AcKc9c7h4c 8h8d7c5h4s JcTd9h9c5c 
9s6d5s4h3h Qc7h5d5c4h Jd9h7s6c5s Th8c5h4s4c 
AdTs7s7h5s KsQs5d3d2d Jc9c8h5h3c QcJh7s7c5d 
Tc8c7h6c4s Th9s8d6s5s KdJsJc9h2s 9c7c5h5d3h 
9h8c6h6c4h Kh8h5c4s4c As8s7d7c2h Jc9s6h6c4h 
QsTd7d6d4c Qh9h9c7h6d QhQc6s5c2d KcTs5s3d2c 
AdJsJc9h3h AdTd5h4s2c KsQs6c4d3h AhKhJd6h2s 
AhTs9s7s4d QcTh7h6s4h AsQs8s7d3h KdQd6h6c5d 
9d9c8h7c2h QdTh9d6s2c QhJh9d4c2c 9h7h5c4c3s 
Qs8s6d5c2c AcKdJh4h2s Qd9d7d6c5s 8s8d6c3s3c 
QsJcTc8h3c Qd9s7d7c4c KdQd8s7d5c 9d8d8c7s2c 
KsQdTc9h2h Kd9d5s4c3c Ad6s6d3s2c KdJsJc9h3c 
QcTc6s5h5d Qd8s7s5d3c Ac9s9h7h5h Qs9c6s6c3c 
Ks9c7d5s2c Jd8c5s5c4s Td8h7d4s4h Ah9c6s6h3d 
JcTs7d5c3h AhTh3s2s2c KcQh4d3h3d AdJc7c5c4s 
JsTh9c4s3s JcTh8d8c5c Qd9c8h7h2d 9h9c8h8d4s 
KdQsJh8d4d JhTh8c7d2s AsKh9s7s2d Qs9h7s7d4d 
Tc9d9c5h2h QsTh9h6h6d AcJsTc6h2c AsKc8h5h4h 
Jd7c6h5c3h Ad9h7h6s5c AsKcQh7d3d Tc9c7h6s2h 
KcQh9d5s3c KcJh6h4d3d Qh9d9c8d7d Qh9h9d2d2c 
QsQd9d5d4d 9c8s6c5s2s AdQdJd7h2s AhQsJd5s2s 
KhJh7s4s3h QhJs8c5d4d KhTh7d4c2d KcQc8h7c5s 
AcQc7c6h3s QhJs9h6d6c 9s9c8d7s2d JsJh8h4c2c 
JhJcTd4d3d Tc8h6h5d3d AhTs7s5s4d QcJc4s4d3d 
Tc8d5c4s4d QhQcJh4d2h JsJdTh6h3c QcTc9c6h3s 
Ah9s9c7d5s 9h8h7c6c2s Ts9s8d7s5c KcQsTd8h5h 
JhJdTd6d3c AhQd5s5d4c KsJc7d6c4h AhTc7c6c5d 
QsQh6s3s2h 8c7d6s5s2d AcQh8s4c2d KsJh8s5d4s 
9s8c6s6c4s KdTs9s6s6c Kd8c6d4c3c KdJs7s5h4s 
QsThTc5h5d AdTc7c6c5h Td9d8c4h4c Kc9h9c6d2d 
KcQh9c6s4c Td9s8d4s3h Td8d7s6s3d KdJs9h7h2s 
QdJh8s6c4h Jh9d7d6c5d Td7c5s5d4s KdQcTs7s4s 
AsJcTc4d2h KdQc8d7s4h QcJsTd5c2c Jh9h9c5s4d 
Jd7s6s5s5d Td8s7d4s4c KcQc6h5c3s QhJh9c8d2s 
AdTs9c3h2d AdKh8c4s4h Ad6d4h3h2s Ks8s6h6c3h 
JhTc8s3h2c AsKd9h9c5c QsTd8h5h4h KhQcJh9h5h 
KsKc7s2s2h Ts8h8c6c3h Jd9s7c6c3s QcTs6h5d3c 
JcTc8h3d2d Kd7s7d6c4h 8s6c5c4d2s 9d8s7d6d5d 
7s7c6s3s3c ThTd6d5s5d TsTc8h4s3h 8d7s7d5s3s 
Ks6h6d5s2d As7h6s6c4s AdJs7h7c5c KcJh9h6d5h 
Ah9d5d4h2d KcTs5s3h2c Qd9h8c6h3c KcTc9c5d2d 
QcJh8c6h2c 7s6h5s5h4s KcQc8d4s3d AdJs7h6s5s 
Ac9c5h4h4c Kh8h7s7h6c QsJh4c3s2h AcKhJs6s3d 
Td9d6s4s3s Tc8h7c4h4d QcJh9s2s2c QhJdTs4h2h 
KhQd7d3s3h Ks8s7s7h6c JhTs8h3s2c Th7c5h5d4d 
Jc6h6c4h4c QsJc9s5d4s QhJh8s7c3s AhJs5s4d3d 
QdTd8s4d2s Ad9h7c3c2d AdKdTd6d4d QdJc4s3s3c 
QhJh9s3s2c Jh8s6h5c2c KcQs6d5c3c Kd9d9c7h2h 
QsTc9d6d4d Kc9s9h6s4h 9d8d7h6h2s JsTdTc6c3h 
JdJc9h5h4s KhKd8s7c2s KhQd7h7d2c QhTs9s6s6d 
KsTh6s3s3h AcJsJd9h3h Kc9d6c4h4d AdTc9s8h3s 
Td7h7d6c3h QcJhTh8d3h Kd9h7c4d3c KdQs9d6c4d 
