Jc8c6c5c3c 
Td9d6c2h2d KsQc8d7d3d Jh9c7s7d2s Jc6h6c3s2s 
8d7h3d3c2c Js6d5d4h2d Js9h5d4d2d KcTd3h3c2c 
KdJc7s4s2s AcJs9d3d2d Qd7h4h2h2d Qs7s7c3h2c 
KhJs7d6d2d KhKdKcTs6c Jc7d4s3c2s QdTd8d3d2c 
Kd8d8c4d3h 9c7c5h4d2c Kc9s7d3s2d Jd6d5s3h3d 
Qs8c7d7c2h As6c5c3h3c JsJd7s3c2h QsJh7d7c2s 
9s6h6d4c2d As7d4h3h2d Qd9s8h4s3c Jd9h5c4c2c 
7d5d4d3d3c Jd8h6c3s3d 7h7d6c3s2d AcTd7d3s2h 
7c4d4c2h2c 9d7h5h3s2c QsJs6d3c2s Td8d6h2d2c 
9h8d5c3s2s Td6d6c4h2d Qs8c6h4c3c Kd9h7s3c2d 
9d8s4s3c2c Tc6s6c5c2h Kh9h6s4h2c Td9d6d3c2s 
Kc7d7c4c3c QsQdQcTd5c Tc7h5h4d2s Qs7s6d3d2d 
Td9h6c3h2h 8h7h5c3s2d Ad9s5h4c3s Ks8d7c6h2c 
9h3s3d2s2d 7c5h5d4c2c Kh9d8d7d3d Jh7s7c3h2c 
Jc6h6d5h2s Kd6s5s5h2s Qd7c5s5h2d Td9d7d5s2d 
8h5h4s4c3h Kc7s7d5d2d Jc9h6c4s2d KcJh8h6h2h 
Tc9c6d2s2c Qc6d3h2h2c Js9s9c3d2s 9c6h4d3s3h 
As8h6h4d2c 8d5d4s3d3c KsJc8d4c2c Ac9h5d4h3h 
AsJd9h3h2h Qd7s7d3s2c Jc9c5s3c2d KdQc9c7c2c 
Ts6h3s3h2d As9c6h5d2h 9h7s3s3c2c 6h6c4c3d2s 
JsJc6d3h2c Jd9s8h3h2c Kh6h4s4h2d 9d8s6d4d2d 
Qh7h6h4h4c Ks6h5h3h3c QsQdQcJs2c Jd9s5c4s2s 
Td9c7c2s2c Ts9d6c2h2c Ah5c4d3s3c 9h7d4s3h2d 
Ad7d6d4d3d Kc8s6s5s2s JhTc6h3h2d Tc9s4s4d2s 
Js7d5d3h3d KcJc5c2s2d Jc7h4h3c2d KsJc8d4d3d 
Th6h4s4h3d KdTh8s2h2c JhJc7c3s2d Jc9h7h6d2h 
Jd7h6c5d2d Kh7h6s4d2h Ah8h6h3s2c 8s6c4s4d2s 
KcQs6s3h2s KdJd6s3d2c Ac6s5d4d2d 8d7s4h3s2d 
AdJh5h3h2s Js7h7c3h2s Qd8c7h4s4c Td7c4s4h3d 
Th9h5s3c2h 8s7s4d3s3c KsJc8h8d3d 8h5d4s4h3c 
8s6h4h4c3h AhQd9d3c2d Ah9d6s5d2d Qs9h5h5d2c 
Tc8h5s2h2d 8h7h4s3h3c Ac9h8h4d3h Ah9s9d6c2d 
Kc8h8d5d2s Tc9c6c3d2s Qh6s3d2h2d Td6h4s4c3d 
Kc5h4c2d2c As8d8c4c2h AsJd7h2d2c Qh7h7c3c2s 
9d8s5d3c2h AcKd9h4s2s Jd6d5h3d3c Kd9s7s6h2s 
KsTs6s2d2c Qc9s8c4h3c Tc5d4s3d2s 9h7s5h4d2h 
Td9d7c3h2d Tc8d3s2s2d QcJd6d4d2d Kd8d5d4d3h 
Ad6s6c4c3c Ah7d4h3h2s KdQs8h7h3h 9h5d3c2h2d 
AsJc7h4h2d 6c5s5h3c2d Jh8d7s3d2s Jh7h4h4d2d 
Jh5c3d2h2c Qh7d6c5s2c KcQcJsJhJd As8c6c4d2h 
Jc4s4c3h2h KcTs7s7d2s Ad7c5s4h2s As9h5d4h3h 
As5c4h3d3c 9s6s5d3s2h AcQd4h3h2s QhTd7s7c2c 
Td5s5d3h2h QsQhQcJh2s AhTh5h4h2h 9d6h6d4c2s 
Ac8d5s4h2h AsJh6c3d3c Qh8s6s6c2s 9c8s5d4s2s 
Ks9h7h5h2d Qs9c8h3d2s Js7s4d3h2h Kc8h7s6s2s 
AcJd5d3d2h Th7c5c4d2s Jh8h6h4s3h Kd9d6d4s2c 
Js6h5h4h2c Jd9s9d3c2d 8c7c6c4h2c Jc9h6s2d2c 
As8h6c4h2d As9c7h6d2d Td8h5s2h2c JsTh6d3d2c 
Jc8h3h3c2h Jh5h5c4h3d 9h6s5s3c2s KdQc9s4c2c 
Jd8h7c4c3c Jd9h4s4c3s Kc9s9d5d2d TsTh7h3d2c 
Jc8d6d4h2s 9d7h3h3d2d KsJs3d3c2s Ts6c5h5d2s 
JdTd4c3d2d Qh8s7s7c2d QhJd7s6c2c 7d7c6h3c2s 
Js9d5s3c2s 7h5h4h4c2d Qs7h7c6h3h Kh5d4h2s2h 
9c6s4s3s2c 9d7s4c2s2c 6s5h5c3c2d 9c8c6h4c2c 
AsQd7d6d2d 6s6d4h3h2c KcTd7c2h2c Ac9c6c2s2h 
6h6c4h3s2d 8d7s4d4c3h 9c6h5s5h2h Td8d4d4c3h 
Ad8c6c4s2h Th5h5d3c2c QcTc3h2d2c Jh7h6s5d2h 
Jd8d5h3c2s AsQd4c3c2h Qd8d8c3s3d Jd6s6d3h2h 
As9d6c5h2h Ad8s6c4h3h Jh8c7c6c3c 9h6c5d3c2c 
Th9d5d3d2c Qs8c6h6c2c Ac8s8d4s2h TsTh8d3c2c 
Qs6c5s5d2s Jd8s7h3s2h 8h7h5h5d2h KdTh5s3h2c 
8h6h4h3s3d 8h5d4s4c2c 9c6s4d3h3d 9h8h5h4h2s 
AdJh5h3s2h QcTh5h2h2d Ac8d6h4d2s 8s7s5s2s2d 
Qc9h8s4h3d Jc8c7c4h2s AhTd6d5d2d Ks8s6s4s3c 
QdJd8d3s3c Qd7h7c6d2s Qs4s3c2d2c Td7h5h4s2c 
Kd9h8d4s2d Kc8h6d3d2h Ks9s7s4h3s Qh9d7s3d2s 
Qc7s5d5c2h Qc7c4d3h2d JsJd7c4h2h 9d8c5c4c3c 
Js8c4s3c2c Jh8h5s5h3h Kc9d5h4c2c Kh8s4d3h3c 
Td9d5d4d3d KsTh5d5c2c Ah8c5c4s3c KdJh8c4h2h 
Jd9c5d3d2h 9h7c6d4s2h Ks8h8c7c2c Qd8d6c2s2h 
QsJs6d3s2h Th5d5c3c2d Kd7d3h2s2h AhKd8h3h2h 
Jd8d6d4s3d Th7d4d3d2h Ks9h6d3h3c Qd6d4d4c3s 
QdJd7s4d2h Ks9s6s4c2h Js9c5s2s2h Js8s5h3d2c 
Td8d4h4d2c Tc6c4h4c3s QsQdQcJs6c Jd8h4c3s3d 
Qd7h6h5s2c QdQc6d3d2d Ac8d6d3h2h AdQc6s4s2s 
Qh9c4s3c2s AcJh7s4s2s QhJs6h3c2h Ks9h5d4s2s 
Kh7h3s3d2d 9d6h3s3h2s Kc8h5d3s2c Jh9d4s4h3h 
Qc8h5s4h3h Qd9h8d3c2d Qc7d7c5c2s Th9d6s3d2d 
8h6d4h4c3h Qc6s4d2s2d 8h5s5c4d2h 8h6s4c2d2c 
JsTd7d3d2c Ts5h4h3s2h 8d7d6d4c2d 8c6c4c3h3d 
Ad7c6c4c3c Kh7d7c6h2h Ah4d4c3d2c Kc8c7h2s2d 
Qd8c6s6c3c Qc7d4d3d2c As8s4d2s2c KcJd9s3h2s 
Ks7c3c2s2h Tc6s3d3c2d Td9s5s3h2c 8c6c4d4c3c 
KsJh8h6h3h AsJd7c6c2h Th8d6d2s2d 8h5h4s4h3c 
Ts9d4d4c2h Ad8h6h4s2c Ad9c6c5s2c 9s7d5c4h2d 
KcJh7s6s2s 9s5d3h2s2d Qc8d5s4h2s Qs5s4h3s3d 
Ad9c6c5h2c Td6s6d4c2d Qh9s8d4h2h Jc7h7c3h2h 
AhQd4s3c2c QdTd5d3s2d Js7c4h3h2s Js6d5d5c3d 
8d7c4h4c3c AdTs5h5c2s 9c7h5s5d2s 9s9h6h3h2c 
Kc9h7s6h2h Qs7c4s4d3h Jd8s7s4h2c Jh8s6c3s2c 
Qc8h8d5h2h KdQs8h4h4c KdTc5s3c2h 6s5s4s3c2s 
Qh7d5h3h3c Kh9h5h4c3h QsJs7h3s3c Jc7d4h3c2h 
KcTh3d3c2c AcJh7d4d2s Qc5h5d4s3h Th8s7d2d2c 
Ad7s4d3d2c AhTd7d3s2c Jc7c6h4c3c 7d5c4s4c2h 
KdJh8s4s3s Jh6c5d3s3c Ah8h6h3d2c Kh8h7h6d2h 
Jc9c5s3d2c 8h5h4d3s3h KdTh5c3c2s Ts5s5h3c2c 
AcJs7h2s2d Js6h5d4c2d 7d6h4s4h2c KsJh9d3c2d 
Ts9c6s3s2d QhTh5h5d2h KdJs5h5c2c Qd9h7c4c3s 
Kd9c5s4d2d Ah9s9c6c2c Js8c7h7d3c Ks7h6s4s2d 
QsJh8c3h2d 9s8s5c3d2s 9d6c5c2s2h Kh5c4h2s2h 
Qs9c7h4d3c 8d7s4c3s2d 9s9h8c4d2c Jh7h4s4h2s 
Ad6h6c4c3c Js7d6s3h3c Td9h7h3s2h Jd6s5c4c2h 
Td6s3s3d2h Ts5s5h3d2d Js6h5d4c2h KdTd4h4c2d 
8s7s7c4s2s 9h8h7s7h3h Qc7h7c5c2s JdTc3s2s2h 
Jd8h7s7c3h KdJc7s4s2h AsTd4h4d2c Qh9s7d4d3c 
Ks9d9c6c2c Qh8s8h3s2h 7d6d5h3s2d Ac8d6d3s2s 
Jh8d6c3d2c Ah8s6d3s2d Qs8c5h4h2d Qc6h5c3d2s 
Kd9s5c3d2d 9c8s8d3h2c Js4s3h3d2h Qd8h5s4c2h 
9s7h6d4h2h Jh9d8d4d2c Kd5h5c4c3c Jc5d5c4c3h 
JhTc3c2d2c Td9s7d3d2h Tc7h6d4s2s Tc5s4d2s2d 
Ks9s8s6s3s Kc9c6c4h2s Kc7h4s4c2d 9c8s8d3c2h 
Kc9c7s4c3c Qs8h6c2s2d QhJs8s3d2c 9s8c5h4c2c 
Ks5s5h3s2c Jc7h6h5s2d Kh9c6c4s4d Qd7s4c3s2d 
Jh7s6d5h2h QcJs3h3d2d QcJc6s3d2c 9d6d5d4d2c 
As4s3s2h2d Jc8c5c4d2c KhQc9d4c2c 8c7h4c3h2h 
9d5s3h2s2d 9c8h4d3h2c 5h4c3h3c2c AdJh7c2s2h 
AdQd3d2h2d Jd8c6h4s2h Qd9h5h4c2s Ks8h5d4h3c 
9s6d5h3c2h KsKhKdJc9c Ts9h7s2s2d Td6h5d4s2d 
Kd6c5s5h2s QsJc7h7d2s Jh9h6h6d2s Kh9d5s4d3d 
8h6d4s4c3d Qc9s7s6s2h KsQd9c4d2d Jd8d5d3s3h 
Jc6s4s3c2c AdJc7h6s2s 9d7d5c2s2h Kd5c4c3s3h 
Qh9h7c4s4h Td9c5h4h2h Ks6c4s4d2s QdTh4s4c2s 
Qs8s6s4s3h Ks8c5d5c3h 5d4s3s3d2s 8h7h6h2h2d 
AdTc5s5h2h KhJd8c4d2d 9s9h4h4c2h Ad7s5s5c2h 
Ts8c7d2h2d Js7c6d3s2c KcJc6c3d2h Ks7s3h2h2d 
7d7c4d2s2d Qs8s5h3s3d Kc8h5s4h3d Jh7s6c5d2s 
9h8h4d3d2h AcJs7h6d2d Tc9c6s2d2c 9d8d5h4c2d 
Ks9h9d5c2h Js8s8h4d2s Jh9c8d4d2d Qh8c6s6c2c 
Th8d7d2s2c AhTh7h3c2h Kd8d4h3d2h QsQc8h3d2h 
Jd8c7s4s3s Kd8c6c3h2h Ah7h6h6d2h QdTh7s4s2c 
Jc8s7s4d3s 6h6c3h2s2d Qh7c4h2d2c KdQs6c3s2s 
Qd9h5s5d2d Td7h6d3d2h Jd9s7h2d2c Qh9s7c4d3d 
Jh8d6s4s3s Jc6h6d4s3h AhTc4s4c2d Jc9c5c3s2d 
Jc9d6s2h2c Js8d7d3s2d Jh9d8s3h2h 8c6h3h3c2h 
Qc8d7c4h2s Qs8d7c6c2c Jc9d5s4d2d JhTh6s6h2h 
9c7s7h4d2c 8d6d4s4d3d Qd9h8d4s3d QcTc3d2h2c 
9h8c6h4h2h 9d6s4c3h3c 8c5d4s4h3c Jc4s4d3s2c 
Ts9c4s3d2h KcQh6h3d2h 9h7d6s4d2c 6s5s4s3s3c 
Ad8c6d3s2d AdJs7c6c2c Ah9d4s4d2s AdQh8d3d2d 
Qc9c6c3s2d As9h4h4d2d AcQd4s3h2h 9d7s3s3d2d 
Jc8d6s4s3s Jh8h8d7h2h QhTc6s2s2d Qs8d7c5c2h 
Ts5d5c3c2d AcQs6h4h2h Td9s5c4c2c 8d6c4h2s2c 
Ah8c6d3h2h Ks8d3h2s2h 9s8s5s3d2h Kc6s5s3s3d 
Ts7c4h4d3s AhQd6s4s2s Ts7d5s4c2h Qd9s8d3h2d 
AcJh7s4s2d Jd6h6d3h2h 9h6h5h4h2d Jh5d5c4s3h 
Ac9h5h3h3d QsTd7h7c2h Qs6d5d4d2h Qs8d7d6c2d 
Tc7c6s6h2d 8c7s3d3c2d Ts6s6d5s2c Js8s5c4s2s 
Jh9s8s4s2d 9c7h4d3c2h Js8c6d3d2c Jd5s5h4d3c 
Jc6s6h5h2d Jd8d5d5c3d Qc8s7d4c3c Kh8c6d3d2c 
Ah7h6s6h2h Ts9c7c2d2c Jd7s7d5d2c Ks7h3h3c2s 
As6s4s4c2s Ad6s4c3c2s Ah5d5c4c3c Jd7d6h3h2c 
QhJh8h4s2h Ts8d3h2h2d Qh9s5s4c2d Td8s8d3d2c 
Ac7h7d6s2h KsQs7h3c2d Jh5d3s2h2d Qd8s5h4c2c 
Qd9s4c3c2s 9d7s4c3h3d AdQh7s4s2c 6c5h4s4c2c 
Th8h5s3h3c AhQc4s3s2d KsQd8c7c2c Ah9s9c6d2d 
Jh8c7s7d2c 9c6s6c4h2d KcQh9s4s2d QsTs3d2s2c 
Jh7h7d6h3h QsJs7s5d2s Qs8s5h5c2s Qs9c7d4h3h 
QsJs6s4s2d AcTh4s4h2d Jh7s6h3s2d 8h7d4c3d2h 
Ah9c5d4s3s Jh8s6h4d2h 8s8c7s4s2s TsTc5c4c2c 
Qc8d7h4s4h Js6s6d3h2h KcTh6s3h2d Qs8c7h7c3d 
QsQdQcJd2s 6c5h5d3s2h 8d7s4d3s2s JcTd3h3d2d 
Ah7s7d6c2s Kh8d3d3c2h 9s8d4d3h2h Ts6s6h4d2s 
Ad9s9c6h2s Jh9c7s6c2c Qs5s4d3s3c 7d6c3d2h2c 
Td9d6s2d2c KdTd3s3d2c KcJd8d6d3d Kd8s3d2s2h 
Qd8d5d4c2d Kh8h6h4h3c JsJh7d4c2c Js9d7c2s2h 
QhTs5s2s2c 9c6d5s3d2d 6h4c3s3c2h 7d6d5c3h2d 
9s6h3s2s2h Th8h5d5c2h Jc9h8d4d2d KcTc3s3c2h 
KsQs6h2s2c Jc9h5h5d2h Qc6d3c2h2d Qc5c4d3h3c 
Ac7h5s4d2d Qd8d5d4c3d As8d6d3h2h JsJd6h3s2c 
Kc8s5s4s3h JcTs3h3d2d 9s5h3h2s2c JsJd6s4s2s 
Kd5h3h3c2c Jh8h6s3s2h 8s6s4s3h3c Tc6s6c4d2c 
JhJc6d3c2s 9d6s4h3h3c Jd6h5h4c2h KcTd7s3c2c 
Ad7c5h4s2s QdJh6s3d2d Kc7c6c5h2c Ts6d5h5c2s 
Ks8d8c7h2c QcTs3d2s2h Qh6h5d3c2s 6c5s5h3d2c 
9h9d6s4s2s Kd7d3c2s2c Qd8s7h4s4c Kc9s6c4c2h 
KcJc5c2h2d Kh6c4h2h2d Js6c5h5d2s QhJsJdJcTc 
Qd6s6h3h2s 9h5s3s3h2h 9c7c5s4h2c Ac7s5s5h2s 
Kc8d7d5h2d Kc5d4h4d2s 9h7s3h3d2d Jd8c6d4d2h 
KcJc3s3c2d QhJc6c4c2c Jc9s8h3c2c QdTd6d3d2s 
Ks9s4h2s2h 9d8d7d3h3d Js8c7h6c2c 7d6h4s2d2c 
Kd9c7c6h2c Jd7s7c3d2c 7s6d5h3d2d As8s6s3c2h 
JdTc6c3c2s Qc7s5c4h2c Js8d6h4h3h QsJd4c2h2c 
9h7c5s5c2c Ah8d6s4s3c Kd8s3s2h2d KsJc6d4h2d 
9d7h4c3d2h Ah7d5d5c2s 9h8s5d4s2s Ts8c6c2h2c 
AsKs8s3s2d Ks7c4s4h2d QcTh3s2h2d Jh6d5d4d3d 
QdJs7s6s2c QcJc7s4c2d Kh7d6h4h2s Tc9c7c4c2d 
Ad7d4s2h2d Ad8d6d3h2c KhJs7s3s3d Kc6h4s4h3d 
JhJd8s3c2s Kh9h8h4s4d Ts5s5d3d2s 6s6d4d3c2h 
Jc9c8s3d2c Qc8c5c4d3c 9c8c5c3s2d Kd9s9c5h2c 
Tc4h4d3s3h Qh6s5d4c2d Ac9d5h4d3d Qd7s6d3d3c 
Jh7c4d3h2d 7s7d4h2h2c Jh8d5c3s3c QhJh7s4h2c 
AsQd4h3h2c Th8d7c2s2c Qd8s5c4h2c Kc8d5d4d3h 
QcJh4s2s2d KhJh6d6c2h Jd7d6s3h3c Td9s4d3c2h 
Jc7s6s5d2h Th7s7d6c2s 9c7h4d3s3c Kd8h3h3d2h 
Td9h5h3s2c Ah9c5d4c3c Ac8d6h4s3s Th9d4h3s2c 
Kh8h7h6c2h 8c7d4s3s3h Ks8d6h3h2d As8d7d3d3c 
Jc7s6d5h2s 8c6h4s4c3c AcTh6s6d2s Ks9d5s5h2s 
AsKd9c3h2c Jh9s8h3h2d Ks9h9d3c2s JcTd6c3c2h 
Ts7h6s4d2c Jd9c7s2h2d 8s7s5h5c2s Qc5h5d4c3c 
Qs7c4s3h2c 8h5h4d4c3h Ac6c4d4c2c 8d6s3s3d2s 
Kc7c3s3d2s Kc9d7s6d2d AhQh3h2h2d KsQh8s3d3c 
Qh7s6d4c2h Th7d4d3h2h Ah8d5c4s2s Qc9h7d4d3s 
AcJs7d6d2h Th9c5s3c2d 9d7c3s2d2c Js9d5s3s2c 
Ac8d5d4s3d Qc5s4h2d2c Td7d6d4c2s KcQh8s4s3d 
Qs7h5c2h2c Kh8d7d6d2c Qh9h6s4h2c AcQs7d4h2h 
Ah8s6s4d2c Js8c6d3c2d AcTh6d4d2s Ac7d5s5d2d 
Ac9d8h2s2h Js5h5c3c2h KdTs8s4s2s 9c7h4h3d2d 
QdJd4s3d2d Jd7h6c5h2s Ah8c6s4c2d KsJc7h6d2d 
Kc9h5h3h3d Th7h7d5s2h Kc8s8c4c3d TsTc6s3s2h 
Qh8s8c5c2c Ts9h6s3s2d Th8h6d2h2c Kd8s3h3d2s 
Ad9c8s4c3c Jd9h5s4h2h Qh8s5c4s3s Js9s8h3c2s 
Kc7d6d5d2h Jd7c6h3d2c JhJd7d3s2c Jh6c5s5c3c 
Td9c4s4c2c 9d6s5h3c2h Jc6c5h3s3c Kh8s7h4d2h 
Ah9s8c4c3c Kc9s9h3d2c QdTh7s7c2c Ts7s7d5h2s 
Qd8h7s7c3c Ac9h7s6d2s 9s8h5s3c2d Jc9h4s4d3d 
QcJh7s6d2d 9s7d6h2d2c QsJdTsThTc 8s5d4h4c3s 
Tc5s4h2s2h Jc9d7s6d2d Ah9s6c5d2d Jd9c6s6c2h 
Js9c5s3s2d 8c6s5s3s2h Qs9c7c5c2d Ac8d6c3h2c 
Js8h6s4c2s Kh8h6c3d2s KsJh7c6d2d 8c5c4s2h2c 
Qc6h4s2s2h Qh9d5s5d2c Qh9c8d4c3s QhTh8h3h2c 
Ac7s5h4d2d Tc9h6s3d2d Qc9d8d4s2h AsKh8s3s2s 
Js9s8c3s2h 9c7s6h4s2s Jc8h6c4c2s 9d7d6d4h2s 
JcTh6d3d2s Jd6d6c4d3s Qc7d4d2d2c Kc8s6s5s3s 
Ts9d4d4c2d 8s8h6s3d2s 8h5s4c3s3d Ah6c5c4c3c 
8h7h5h4h2h Ks8c7h6d2d Qs8d7c4s2h QhTh3d2s2h 
QdJc7d3h3d AcKh9d4s2s 7h7c5s3s2d 7c5h4h4d2s 
Ah9h3c2s2d Jd5d5c4d3s Qc7h4s2s2c 7h6d5s3s2s 
Qd7s4h3d2h AdJc5h3c2c Kd5h4s3s3c 9s6d3d3c2c 
QhTd7s7d2d Ah8s6c3h2h AcKs9s4s2s As5s3h3d2s 
Ts5h5d3d2h 8d5d4h4d3s KcJc7h7d2c Kh5s5c4s3s 
KcJc3h2s2c KsQd9d7d2d 8c6s4h4c3c Qh9s7h4h4d 
Ac8c4s4d2c Jh9s5d3h2h Th7s6s4c2d KcJh7h3h3d 
KcTd5h3h2s Jh8h6h4d3h Qs7s4c3d2c Qh7s6h4c2d 
QsTd4h4c2c Kd5h4h3s3c As8c6h4h2d AcQs6s6h2s 
Qh8s5d4c2c Ad6d5d3d2s AdJd9d6d2d Jd9c6h6c2s 
Ad7h6h3s3h Th7c6c4s2d Qs8s5s4h2s Qd8h7s4h4c 
Qh5h4c3s3h 7c4h4c3d2h AhTc5s5d2c Jd8h3h3d2h 
Qs7s7d5s2c 8s5d4s4c3s Jc6c5d5c3c Ks9s7s6d2s 
7s5h5c4s2s JsJd7d3c2h Qd9d8h4d3c QdTc7s3d2h 
Ad8s5s4c3s Jd8d7c3c2d Jc6s5s4h2s Js9s5s3c2h 
Qs7h4s3d2h Js8c7c3s2c 7h7d6d4d2d Td7c6d3d2c 
Tc7s6s4h2d Ac9s5d4s3s KdJd3h3d2s QhJd7h4c2h 
8h5s5c4d3d Qd7s4h3s2d Td7c6c4s2h Jh8s4h3s2s 
8h6d4c2s2c Kd9d5d5c2h Qh7s5h4d2h QdJh4c2s2c 
KsJc7d6d2d 9c8h4s3h2c Jh9c5s3d2d Jc6d5h4s2h 
QsJs8s4c2s ThTc7h5h2h Jd8s4h3d3c Qh8s8h4h3d 
Ac5d3s2s2d KcJh7d4d2s Ac8d5d3s3h Js8d7c3s3h 
KsQh6h3d2h Js6s6d3c2c 7c5c4s4h2d QsJc6h3s2s 
Jh8s5s3d3c 9c7c5h4s2c Qs8h7c5c2d Ts7d5d4c2h 
Th5d4d3d2h Kc9h7c6c2c Jd8h5h3h3c KhJh6s6d2h 
Kd5h4h4c3s 8c7c4c3d2d Ah7c5s5d2s KhJd5s5c2s 
Qd6c3s2s2d Ac6s4d3s3h Qs6h5c3d3c Tc7h5c4d2s 
8h5s3s2h2c Kd7h3s2s2d 8d5c3s3d2c Kd7s3h2h2d 
QdTc4h3s2c Ad6h5h5c2h Qc8d5h5d2s Th5s5h3d2d 
Kh8s7s6s3s AcTd4s2h2d Ks9h9c6c2c JsJdJc8c7d 
AdQs7h6h2h Ac9s8h4h3d Jh8c6c3d2d Ts6s6d4c2s 
Jc9h5c3s2c 7d5s5h4d2d Kc8h4d3s3c QcJc6s3c2h 
7c6c5h3d2c Qc9h6c3s2d 9d7c5d2s2h Th8h5d2s2c 
Ah6s6c3h2h Kh7d3d2h2c AhTc6s6d2s AhKs9c4d2d 
9c8d5d4d3d JhJc8s3d2s Td9s7d3d2c AsJh6h4c2h 
Kh9c5c4s4c Jc9d4h4c3c Jd6c5s3s3h KsQc6c3h2c 
8d5d4s4h3d Qd8s5c4s3s KcQd9h4s4h Th8h6c2h2d 
Ad6s6h3d2d KhQh8h7d2h Ad8s7s3s3h 7h7c4s2s2d 
Ah9s6s5s2c Tc5c4h3c2h KsQc7h2s2d Qd8c7s6s2s 
Qc9h7d4s3h AhTd7h3h2h KsJc7c3d3c Ts6h3s3h2c 
QsQhQcJs2h Ad8h8c4s3s Td9d7d5h2d QhJs4c2d2c 
Tc9h5s4s2s Qd9d6s2h2c 8h5s3s3h2h 9c6c4h4c3d 
Ac7d4c3c2h Ts8d3s3d2s Jd9s8d3d2h Ad9h5h3s3h 
Qd8d5s3d3c QsQhQcTs3h AhKd6s3c2s QcJc7c5d2c 
Jd7s4d3h3c Qc8s7s7d2h AsQd5c3c2c 9c8d5c4c3c 
KsTh4h4d2c Qd7d4h3c2h KhJd8s4d2d 8s6c4c3d3c 
Ad7h5h5c2s Tc9s7h3d2s Ts8d6d2h2d Jh9s4d4c3c 
Td9d7d4d2s Tc6d6c5c2h Kc9c4d3s3h KdJh8c4c3c 
Jh7h6s5c2h Qc8h5d5c2c QhQdQcTc3d Ks8s5s4h2s 
Ts9d6c3d2d AcQc6c2h2c Qd9s8c3h2d AsQd4c3h2h 
QdJd6s3d2c 8c7s7c4c2c Qh8s5d4d2c Ks9d7h6d2d 
Td4h4c3s3c Th9c4s4c2d 7h5s4s4c2d Qh9d8s4c3d 
AsQh6h6c2h 9d7h4s3s2d Jc9s8d3c2c Qc9c8h4c3s 
Jc5s5d4h3c QcTc7s4c2c Ad9c8c2s2c 8s6c4h4d2s 
QcJh9c3c2c AhQd9c4c2s QhTc7d5d2d KdTs8s3h3c 
As8h7d4c2h Ac9c8c5c2c Th9h6c2s2h Qs8c6d6c2c 
Ah9c5d4s3c Jh8d6d3s2s 9h7d7c4s2h Jh8c5c3d3c 
Qd7h6d4c2s 8d5d4s4c2h Qc7d6c4h2s Js6h5s5d2s 
JsJd6c3d2h KcTh7s7h2h AcJd5h3d2d QhTh7c4h2h 
Qd8s6s6c3s Td8d6c2h2d 9h8h6s4h2h JdJc6h3d2s 
Qs9c4d4c2d KdJs8s6s2s Qs9d7c3c2d KsTs8s3s3c 
Ad7h4c3c2h KsTc8h2d2c Kh8c6s6d3s Kc7s7d3s3h 
Js9d8d4d2h 9h7h5d4h2c Ks9h8h8d3h Kd8d7c4d2s 
Qc7s6h5d2h 8h5c4s4h3d KhJc3s3h2h KdTc8c3s3h 
Tc7h7d6s2h Th6h4c3h2c Tc8s5d2s2h Ac5c4c3c2d 
Kc9c7c4s3c Ts7h6c4h2d Ts9s7s4s2d Ad8h6s4c3c 
Jh8h5s3c2d Ad4s4c3c2s Jh9s6c2h2d Js5s5c4s3d 
KsJd5h3c2c Qs8s8c2h2d Ad7d5d2s2d QhTh7h5h2c 
Ad4h3d2s2d QcJc7h7d2s Jd9s8c3h2s Qs9d8s4s3s 
9d7s6h4c2d Jc8c6d3c2d KhJc7s6d2s Kh8c5c4c3d 
Jh9s9d4c2c Qc7s5c3h3c KhQc8s4d3s KdQc7s2h2d 
KdJs7s3s3h Td9c7s3h2c Kd8d5d4c3d Ts7d6c5s2s 
Js9s5s2d2c Kc8d6h3h2d Ac9h6s5s2d Th7d7c4d2s 
Ks7h3h3d2s 7d5s5c4h2h 8s6c5c3c2h Qd8c7h5h2s 
AsKd9h3c2h Tc9h6c3c2d Jd4h4c3c2d AdKs8d3d2d 
Qh9c7s4d4c 8h6c4s2d2c Kh8h7h6h3h KhJs8c4c2c 
9s7s6s4s3s 6s4c3d3c2s QsJs7s5c2s 7c6h5c3c2s 
Td7h4h3d2h Ts9c4h4c2d Ad6s6h4h3h KcTd5s5h2s 
Js7s4h4d3c As9h6c5d2c 8d5c3h3d2c Tc6h6c5c2d 
9h9c6h4h2h AhJc5c3c2s Ts7d4h3h2d Jh5s5c4d3h 
Js9c8d4c2h Kc8d6s3s2d Ad8c3s3h2d Th9d5c3s2d 
KdQh6h3c2h Tc9s7s5s2s Ac8s5s4d2s AsTd7s3s2s 
KhTh7h3h3c Qs9c7d6h2h Ac7h4d3d2h Qc7d6s4h2c 
9h8s5h4h3h AcQh6h6d2h Ks9s5s4c3s Jc9c8s3c2d 
Qd8d6d4d3h Kd8h7d6d2d Js9d8c4d2h As8h6h3c2c 
Ah6d5s4c2d Qd8s7h4d3d Qs6d5h4c2h KcQc7h3s2d 
9c7c5s2h2d AhJc7s4d2s AhJd7c6c2s 6s6c4h3h2d 
8c6c4h4c2s Tc7s7c5c2h Jc7s7h3c2s Qc9c8c3h3d 
Qs7h4s3h2c 9c8s5c3h2d 8d7d6d4d3d Jd4s4d3c2c 
