8s6c4d3s2c 
Qd8h7c5d3d Qs9s9h4d3s Jd8c4s4c3s QdJh6c4c2s 
Qc8d5h3s3c AhKd7d4d2d Ac9c4d3s2h Tc8c4h3h2s 
Jh9d3s3d2h 8d6s6h4s2c JdJc8h4s3h QdJd7s7h3d 
Ts7s5c3c2d 8h6d5h2s2h Kc9d8h7s3h Jc7h6h4s2s 
Qs9c8s7s2d As9s7h4s3s KhTh6h5d2h Kc8h7s4c2d 
7d6s6d5d2c 9h6h5d5c3h 8h7s6c4d2h 9s8h7h3h2s 
KhTc9c3s2c AcQc6s3d2c KdTh4s3c2d KhJh5h3c2d 
Td8h8d5d3d Ts8c5d4h3d Ks9d3c2s2d JcTd7c6s2c 
8s7d7c3s3h Jh6h5s4h4d Jh9d6s3d2s 8h8c3h3c2c 
KsTd3h2h2d JhJc6s6c2c QhJh7c2s2c AhTs6c5s2d 
As9h8d6d3d KsJh6c5d2d Ts9d8s4c2s KhTc7c4d2s 
Th9c6s4d2h Th7h5d3s2d KcJc5c3d3c 9h8d6c4s2h 
Kd9d5d4s3h Ah9h5d4c2h AsTc9d3c2c Th9c5d4s2c 
AdTc9s3h2c Js6c4s3s3c QhTd5h2s2c Kc8h7d6h3s 
9s9c8h7h2h Ah6d4s4h2h 9d8d8c4s3d Jd6c4h4c2d 
KsQc9h4d4c 9s8d7h4c3h Kh8h8c7h3s Kc8s7d5h3s 
Jd9d7h3h2d AdKdTsThTc 6c5d4s4c3h 7h6s5s4s2c 
AcTh9h3d2h Jh9s4c2s2c Ac9h7s7h2d Jd9h7s5h2c 
Kc8h6d5d2s JsTd3h3d2c 9d8h7h3h2d Kd9h6d4s2c 
Qc9d8s8h3h Ts9c6h4d2s Qc9h4s3c2s Qc6c5s5c3d 
QhQc7c2s2c Qs7d6s2h2d 9h9c6s4d2h AdQc9c4c3c 
QsTd5s4s2s 8s8h7h3s2h JhTd3s3d2c 9c8c5d4s3h 
Ah9d8d5d3d As8d7d7c2d JdTh5c2s2c 6d5s4c3h2c 
KsJc8d7c3c KcQd6d3h3d JsTc6d4d2h AdJc9h4h2s 
AdTc6h3c2h 7h7d4s3h2s Ah9s8c6c2c Td6s6h3s2d 
KhJh9h3d2s Qc6h4h3h2c 9s8s8h4d3s KsTs8s8h2s 
Td5d4s3s3d Qd8d6d5c3d KsTh8h5h2c KcTh8h5d2h 
Js7s6s5s5c JhJd8s4c3s Qd9s8c7s2h Jh9h5s5h4h 
JsTc5c3c2h Ad9h7s7h2c Th9c7s7d2s 9h8h4c2s2c 
Kh9c8c6c3s Ac9h8s6h2h Ts6h5h3h2s Ts7c4s4h2c 
AcQh9d4h2s Ah7d6d4d3c 8s6s6h3s2h AhTh3h3c2d 
Qd9h8c5c2s Th9d8c4d2s 7h6h4h3d2d Jh8s4s4h2s 
Jd5c4h4c2h QsTh7d4c2s 9h8d5s3h3c Qs9h8d8c3d 
Ts9c5s4d2h Jc9s4s3s2c Jc9h6h4s3d JsJc5c4c2c 
Td8s7h6s2s Qh8h6c3c2s AcQs9s3d2h AsTc9c3d2c 
Ad8h4h4c3c Td8s8c5h2s Kc8s4s4c3c KsQs8s5s5c 
QdJh6d3d3c AsJc9c3h2d TsTc6s5d2s As9d5h4h4c 
Ks9c6s4h2d 7c5c3s3d2d KhJs9s6d2s 9h5h4d4c2d 
Th6h5d2d2c As9s6h6d2s QsJc7s3h2h Kd8h8d5c2d 
QsJs7s7d3c Kh9c4c3c2h Ah8h7h6d2h Kc8s7c6c3c 
Ac7d6s4s3s AcTc8c3c2s 8s6h4d3s2h AdKh2h2d2c 
JsTd6c4d2d KhJc7d4d3d Kh9h7s6c2h Ah9s6s5s4s 
Tc5d4s4c2d Ts7d5s3c2d Jh6h6c2d2c Jh5d4h4d2d 
Ts9d5s3s3h Kd9h9c8s4h Jc6s6h5s4s KdJd7s7h2c 
8h7c6c2s2d KhTc8d4s2c Ts8s8h5s3s 7s6h4s3h2s 
JhTc7c4c2d 9h8s4s2h2c KdJd7c4d3d Qs6c5d4c3c 
Kd8c6h5h3h 8h7c6s4h2h Jc5s5d4s2d KhQc8d5s2d 
Qd8s7d6h2c QcTc9c3c2s Qs7h6d4h2d 9h7h6c3c2h 
9s8s7c4d3h JcTs4s2h2d Jc8c6d3d2s KsTd9c4h2h 
KsJd9s2s2c Tc7c5s3d2d Ts8s6h4c2s Js8c6c4h4c 
Js9h6d4d3c Jh9c7s6d2h Qd6d5s5d3c QsJc8d7h2d 
Qs9s4h4c2c Qh9h6s3h2s KcJs7d4d3d Ts9s6h6d2s 
KhQhQdQc7c Kh9s6h4d2c Tc8h5s5h3d 6s6d5h4h2h 
Kc9d8d6d3s 8c7h5s4c2c AdTs6c4h3h KhJh9d3s2h 
8s8c7c4d3c Qd7h7c6c2h Ks8h6c5c2d 8h6s6d4c3d 
JsTs7s3s3h Th6h4d3d2c KcTd8h4h3s Ts7s5h3c2h 
Tc7c5s3s2h QdTd9d3d2c Jh7s5s3h2c 9s9c8d4h2c 
Tc9c7c3h3c Ks5s4d4c2h Jd6h6d2h2c Ac9d8d5d3d 
Qs7h7c6h2c 8s7s6s6h2d KsTc8h4h3d As6h5c4h3d 
9h7h6h4c3h AdTd6d3c2h KsJs7s6s3s 9h6c5s4d2h 
Jc6c5h2h2c 9c8h7c3h2h 7c5h4c3h2h Qs7d5h3s2h 
Qs8s6s4h3d JcTc4h2d2c As7s5s3c2d Qh8s8h6h2c 
Jh7h5h5d4h Jd9c8s4d2h Kh7c6d4d3s Qd7d5h2h2c 
QsJs7h2h2d Ts8d5d5c3h QcJh9s6s2s Qh9s9c8d4d 
KhQc8s5d2s 7d6d4d3s2s 9s9h8c4d3c Th7h7c6h3h 
AdJh6s4h3h Kd9c8s7c2h Qc6h5s4d3s Jc9s4c3d2d 
Ah8d6c4s4c Kd5h4h3s2s 9h6h5h4s3h 9s9c8d4h3d 
AsTh5c4h2d Kd9s9d3d2s Kc9c7d5c2h QdQc7d4d2s 
9h8d4d4c2c 9d8h6s4c2d AhQs9d4s2c AcJs8d4h2d 
Js8c4s4c2c KcJh8d6d3s Tc5s4c3s3c Kd9s8c2s2c 
QhJh7s7h3c 9d8c7s7h2s KdQd5c2s2d KcJc8c5c2s 
Td9s6h4c2d Kh9s8d6d3c KcTh6d5s2s 9s8s6s3h3d 
AdKh5s2s2c Jh8d5h5c2s Ah9h6c5h2h 8s8d7h4c3h 
AcJs8s6d2s Qs9h7d4c3s Jd9s8c4d2h AsKc6s6d6c 
QhJh7h7c3d Th6s5d3s2d Jd9c5s3s3h Th8h7h7c2d 
Qc8c6c4s3d TsTc7s4h2d Ah8d7d5d2c KcJc9d3c2s 
Kd9h8d4c3s Qh8h6s6c2d Jc9s6s3d2d Jd9h7s6c2d 
Ad8s7c5h2h Kh9h7s5c2h Qh8c5h3c2h Qs6c5h5d4c 
9s8c6h4d3d 9c8d4d4c2c 7s7h6s4d2c Qc6d5c3s3h 
AcJs8s6h2s Jh7h6h6d2d 8s5h5c2s2d Th5s5h4s2s 
Qc8c6h6d2s Js8d5c4s2s 8s7d7c6s2h AhKd2h2d2c 
As6h5d4c3c Qd9d6d4s4c As7h6c4c3d 9d8s7s4s4c 
Jd9h7c5h2s Jh9s9c6c2d KdTs7h6c2h 9c6c5c4h4d 
Kh8d6d5c3d TsTc6d5d2h Jd9d7c5d2s Ah7s5c3d3c 
7d6s5h2s2c Js5d4h2s2h Kc9d8s6h3h 9s6s5s4h4d 
Jc8d7h4s4h QhJh4d3c2h Js9s7d5s2c AsKc9h6h2h 
Kc7h5s5d4h 7s7c4s4h2d Qd9h9d4d3s Qs7h5s4s3c 
Kh9h7d2h2d Qh9h8d5h3h Th6s4h3s2c 9c8c4s4c3s 
8s6d6c4h3c Ts8s4h3d2h QhJc6h3s3h Jc7d6d4s2s 
Td9d9c3d2s Tc8d5s4h3s Ah8c7s5d2d Js7h6s4s2h 
QhTd6d4c2d Jd9d8d6d4d Kh9s9c8h3h Kc7c6s5d2c 
Jd7c5h5d3d Kh9s8c7s2d AdQc9h4c2s KcJc5c3h2d 
8s6h5s2s2d 9s8s7h7d2s 8d7h6s4c2d QhJh4h4d2c 
Qh6d5h2h2d 7s6s6c4d2h AdTs4d2d2c Kd8c7c4h2h 
Tc8s6h5h2h KcTdTc5c2c Kd8d7d5d3h Qh8s8h3s2c 
8d7h6s2h2c AsQc9h3h3d Th8h5c4d3h Th9s7s4s3s 
Kd7s6h4h3c KhTc3d2d2c Ah7h5h3d2c 8s7h6d2h2c 
AcKs5h2h2d AhJd9d4d2c KdQc4c2s2h Kd8d8c5d2h 
8s6s5s2h2c Jd7s5h4c3s KsJs7d3d2s 9d8c7h4s3h 
Qc8h7c6c3s Kd6h6c5h3h Kd9d7h5d2c Js9d6s4c3s 
9s8s6d3s3c Jd9s7h5s2c 8s8c4h4d3s 9c7h7d6c2s 
9s9d4d4c3d KcJh5c3c2s Qs9h7h4s2s Td8h8c7s2s 
KdQd9d8d3s Td8h7h7c2s 9s8d5h4c3c Kc9s9c5c2h 
KcTh8d4d3s Ts8d6c3h3c Ks9c4s3c2c Jc8d6d4s4d 
Qd9h7d7c3d Js7s5c3h2h KhJs8c6c3d 7s5c4s3s2c 
9s8s5s5h3c Qc9c5c4s4d As8c3s3c2s 9h8c5c3s3c 
7s7h6c2s2d AsTc7d5h2h Js8h5d4s3s Qc9s4d3c2d 
QcJd5s5d2d Qh8h7d6s3h JdTd9d4d2d KsQs5c2s2d 
AdJs9s3c2h 7h5d5c3d2h Ad9d7h4d3d Td6s6c3s3h 
Jd8h6s5s3s KhJc8d8c2s AhJs9s4s2c KcTh5s5h3h 
Qc9s7h7d3d 9d8d4s2s2c Js6s4h3s3h Jc9s9c6c2d 
Qh7c5d4c2d Qs7h7d5s3s AhKs4d3c2c 6c3h3d2h2c 
Ah9c8c5s2c 7h7c3d2h2d QsQc7s4s2d Qs9d8s7c3s 
Qd9s8h8c2c Th7h7c4d3h Th7s5h3d2d Kh8h8d7h3c 
Kh9d6h4c2s Qs9h8d7h3c Jd7s5h3d2s Jc9c6c4h3s 
Ts6c5h3c2h Jc9d8s6c2c TdTc7c4h2s Kc8s6d5d2h 
Qh8s5h3s2h Jh9d6s6h2c 7s7c4d3c2d 7d6s6d3d2s 
KhJs7d4d3d Kc6d5s5h3s 8s8h4s3h2h TsTh7h6h2d 
KhJsJhJcTd KhJdJc7s2s Qh8c5d3s3h Kh7s7h3d2d 
KcQd8s5h2s 9d7h5h4h3h Js7d6h4c3h Qd7s7h3s3h 
KsJh8d4c3h Ac8h7h5h2s 9h8h6s4c2d Jh6c4s4c2h 
Jh6h5d4s4h QdJh8d8c2d TsTh5d4c2s 8h8c4s3c2s 
9c5s4s4h2c Ts8h5d4s3s JsJd6d6c2d Jc8d5h3s3c 
Kd9s8h7c3h 8h8c3h2h2c Kh7h5s4h3h Jc5h5d4h2d 
KsTh6c5d2d Qd8h7s7d3c Kc8d6d5s3d JsTd6c4c2h 
QhJh6s4h2c Kc7s6d4h2c Ts9s9h3d2s KcJh7s3h2s 
Qh8c6d5c3c Qh9d8h7s3h Qc8d7c6c3s 7s7h6d2h2c 
Th9s8s3c2d Qd7d6c5h2s AsKc8h4d2d Ad7s5s3h2h 
JhJd6s6d2d 8s6s4s3d2d Kh6c5s5d3s Kh8c7d6s3c 
8h7c5s4s2s QsJc5s2s2d 8s7d5s4h2s AcJs6s5s2d 
Ah6c5s4s3d Ks5c4h3h2c 8s6h5s2s2c 9s5d5c3c2d 
Th8s5d5c3s 9h5s4s4h2d AhQs8c4c3c Qd7d5c3c2s 
QcTd8c3c2s 8d7h6d3s2s KdTc7s2s2c 9s8h4s4d2h 
8c6h6d4h2s Kh9s3c2s2h KsJs5s3c2d AcKd5s2s2h 
8s8h3s3h2h QsTd7d4d3d 9h8s4s2h2d AcJd8h2s2d 
7s7c4h4c2d Js6s5s5c3h Ts7h5h4h4c Ah9s9c6s3s 
AcQs9s4s3s 6s5h5c4d3d KhQc8s4d3c Qc9h9c4c3d 
QdJs5c3d2d As5s5h4s3s Th9s8c3h2d KcQh9h8h3h 
Jd7c6h6c4c 6h5d4c3s2s 8c7s7d5c2c Jc9h7d6s2c 
AdJs9s4s2c Ts9h5h4h3h 8s7c6s4s3s Kc9s9d7s3s 
KsJs9d3h2s 8s7s6s6h3s Js8s5s4d3h Qd9h9d5c2d 
Tc8c7c5h3c 7h6d4s4c3d Qc9d8s7d2h Kd8h6h5c3h 
Qh8c7h6s2d QcJh6h3h3d QdTd6s2h2c Qs5d3d3c2s 
QsTd5s3s2c KcJh8s7d3s 9s8s8d4h3c KcQs8d6d3d 
AcQd7d6s2d 9c5d5c3d2s Qh8d5s3h3c QdJc7d3h2h 
6h6d4c2s2d Tc7c5s3h2s Tc8h7d6d2d KcJd8s3h3c 
KhTd7d4d3d TsTd7d4h2c Ad9d6c5d2d Kc7s6h4h4d 
9s6s5d5c3s KdQd5h2s2d Qh8h7h4s2s Ad8c4h3d2s 
KcQd9h4s4d 7s6s4d3h3c QhJh4s3c2h 7h5h3s3c2s 
Js7h5s5d3s Ac8h4s3c2d JhTd4s3s2c 5h4s4h3s2d 
9s8h7d7c2c 7s7d6h4d2c KsJh7d4d3d Qd8d4h4d3h 
9s9h8s4d2c JsTs7s4d2s Qc9s7h7c3c KcQh9h4s2d 
8c6s4d3c2s QhJc5s3c2c 8d7d6d4s3d Ts9s7s6s2c 
Jc9h9c7c2c JcTh5d2s2d AhJd6d5d2c KcTd8s5h2h 
8d7h5s5d2c Qc6h5h3s2s TsTh5c4c3c QsTs6s4s2h 
Jc9h6h5h2d KhQd4s2d2c TsTd5h4h3h 9s7s7d4h3s 
Jd9c8s6c3c 8s8c7c3s2c KhTsThTd8s 9h9d8c4s2d 
Jd9s6d6c2h Th7h5h5d2d AsJs9s4s2c Ac9c7c5c2s 
As7h5c3d3c 8d6h6d3h2d 8d6c4s3d2s AhJh9h4h2c 
KdTc7c4h2s Ks9s7h3s2h Ad8d6h2d2c KcJh8s4h3d 
9c8c4d2s2d JhTh6c3d2s 9s6d4c3s2d KsQc9c8c3c 
Jc8h4d3h3d KsTh7s7c2s Jh8c7s4h3d 5h4h4d3s2d 
Kh9h7s5h2c JsTc9s9h9c Ks9s7c6h2s JhTc4d4c2c 
JsJh6s6d2s JcTc8c4c2c Ts8d6c5c2c Jd8h5c4d2d 
8s7h6c3s2c Th8h8d7c2h Jh9d6h6c2s AsJc9h4h2d 
KdJc8s4c3h Kd8h5d4d2s Qs9d5h4h4c QhJh7c2d2c 
Jd9s9c7d2d Jc9c5c4s4c 8s7s7c3c2c QdJs8d4c2d 
KsTd7h6h2h 8h7s6d4h2h Kd9d7s5d2c Qc9c4s3s2h 
Jc9h8h7h3h Jh7d5c3h2d Qc7s5h4h3d Ah8d5s3h2h 
Js4h4d2h2d 7c6s6c5h2c Ad8c6s5c3c KhQc9c7c3c 
As6d5d3c2c Qc8c7d4c2d 5h4h4c3s2c QdJd9s3d2h 
JdTc7s7h2h Ac9h6s5s3s 8d7h6c4s2c KhTs8s5c2s 
Ac7s5s3d2d QsTd8s3s3h KhTs9s3d2s Tc7h6h3s2c 
Ac8c6c3h3d Kd9s6s6c4s Ad8s3s3d2d Kh7d5c4s4d 
Kc8d6h3s3c Qh9h7s3c2s QhJs7c6h2d Td8s5d4d3c 
8d6s6d5d3d Kh9h9c5h2d KcQs9s7s3s 9h5h5d3d2c 
AhQd8c6c2c Jh6h5s5h3d Qc7h6c4c2h 7c6d4c3d2c 
9h8s7d3s2d QhTh7d5s2h 9s9d6h4c2d 9h6d5h4s2c 
AhTs6c5c2d Js6c5s5h3d KdJh5d3d2c Jc7s5h4d3s 
AsQh4h3c2d Ad9c7s7c2h Ah9d8c5d2d Js9c7s5h2s 
Tc8d7h6d2d KsTs5c4s2s 8h5c4d3c2d Ts9s8d4s2h 
QdJd7c2s2c KhTd5s5d3d Td8s7c6c2c Kc9c7d7c4c 
9d7h7d5d2s Qc6h5s4h3h AhKc9s4s3s 9s5d5c4s2d 
KcJc5h3c2s AsQc7c4h2d Kh8s7h5d2h Tc8d8c7h2c 
Ks9h9d4h2d Qd7s6d5c2h Ks9d8d6d3h Qc6h5c2h2c 
JcTd6h4s2h 9h8d7h7c3h AsTc6d3c2d Ad9d7s4d2c 
KhJs9c4s2d Kh7d6s4c2h Th8d7s6s2s Th9h8c4h2d 
QcTd6s3s3h Qh8s5c4s4d AhQs7s6c2s QhJs8s7c2s 
Td5c4s4d2c Th9c7h5s2h 8h7c5d4d2d Ah9h5c4d2h 
As9h4d4c2s Qh9d8c6c2c Td5c4d3d3c Jc6h5s5c4c 
Th7s7h3h3c JcTc7s7h2c Qd8d6h4s3d Qd6h5s4h3h 
Jc8s7c6d3c Qs9h8c5h2d 9c8s4s2d2c 7h7c6s2s2d 
9d5c4h4c2d 9s8c7h4d3h 9d8d6d4h4d Ks9d8c4c2d 
KdTs5s5c3s 8s8h7d3s2d QsTs8s2d2c Jh8d5s4h3h 
Kc9s8d5d3h Jc9d7s4c3c Jh6h5c2h2c Th9h5s4d2c 
AsTh6c4h3h Th9h9d3h2c JhTd3s2h2c Kc7h6h4s4d 
9h8h7h5h2c Ks7d6h4h3c 6s5h5c4d2c AhQs9s3c2d 
JdTd4h2d2c AsQc4c2h2d AsTh5s4s2s Td8h6h4c2s 
Th8h6s4c2h KdJh7c5h2h TdTc7c6c2h Th6s5s4d4c 
KdJd9s2h2d AcQh3h3d2s Kd9d9c5d2s JhJc6s6h2h 
QcJc4d4c2h 7d7c4h4d2d As8s5s5d2s KdQh7h5s2h 
QcJs8c6c2c QhTd6s6c2d Qs7c6d4c2d QhJd8c4h2h 
9h6d4d3c2h AdQs8c6c2c JdTc4h4c2c Jh9h5h4h3d 
As9s4d4c2h 9s8c5h5d3c QcJd5s3d2d QsTc8s3s3h 
QhTd6d4s2d Jd9c7c4s4h Js9s6s5h2d Jd6h5h4s3c 
8d7s6h4c2d KdQd9d6d2h 9h8d6s4c3c AsKh6h2h2d 
Tc5h4d4c2h 9s5s4d4c2d Qh9s8d7s3c Ac7h6s4s3s 
Kd8d6h4d3s KsJd9h4d2c Jc9s6s5s2d Js9s5s4s3d 
Jd6s5h3h2s Qs9d5c4h4c JsTd9s9h9d Jh7d5s4c3d 
Kc9s8s6d2h Jh9c5d3s3d 9c6c5s5d3c TsTh5c4d2s 
KsTd8d7d3d Tc8d6s3s3h KhQs9d4s4c 9c8d6s4h3h 
Qs8d5h4d4c Ac7c6s5c2c 7h5s5c2h2d Kd7h6s4h3c 
Jd8c5h4d2d 7s6s6h4c2d KcJc7d4c3c Qd9d4s4h2s 
Qh8h7h5c3d Tc8s5c4d2h QhJh9d3h2s Kh9h7c6d2h 
JcTs7s4s2d Th8d7s6d2d Qc9c4s4h2s KhJs9d7d2d 
TsTh7s6s2c Qs7c5h4h3d Qs9s9c7s2d KcTs7c3d2h 
KdTh7s6s2s QhJc4s4c2d Td7h5h4h4c Jh9h6d5h2s 
KdQs7s5c2s Js7d5s5h3s Kc9s3d2s2c AdKc5s2s2h 
JsTs6s4s3s AcKs8s4s2s AdJd9d4d3d Jh9s7d6c2h 
KhTc8s5d2d 6s5s5d4s3c Qh9d8d7s3c Th9h5c4s2d 
8h6h6c4h3d Qs9s6h3s2h Jh8c7d3d2h 9s7c5c4c3c 
7d6c4c3d2d AsTc9d4d2d 9s8s7h4d3c Ts8h8d5c2d 
KsJs8s5s2d 9d7s5s4s3s QdJd4d4c2s Qc6c5d5c3h 
QsJd9h6h2h Js7d5h3s2d QdJh8d6d2d Jh6s5c4d3c 
Qd6d4h3s2h AsJd6c3c2d Jd5s4s2d2c Jd8c5h5d3s 
Jc8s8c6c3d Kh9s6d6c2h QdJd7h2s2h Ac7d6h6d3d 
AcQs3s3d2h KdTc7s3h3c Th8h7h7c2s Kd8c5h5c4s 
KsJs7d6c2s Jc9h6s3d3c 7d6c5c4c2h Qc7c5d4h4c 
Qc9d4c2s2d As9c7d7c2h AhTc8c4c2c Qd9s7s5s3s 
KcJh9c2d2c Kh9c4h3c2c Th9h9c3h2s Ad9d7h4d2s 
Ad9h7h4c2c Js8h6d4c2s 9s6h4d3s2h QdTs8d3h3d 
8c7h7d3s3c 9d7h5d4d3d Jc5h4s2s2c Qc8s5h5c2d 
Kd9s8h6h3c KdQd7s3h3c Kd9s8s7s4s Th8c6s3s3d 
QsTh6h4d2h AhJd6s3s2d Qd8d5s4d3h Th6c4h4c2h 
Qd9h8c7h3s Kh9h4c2d2c Ac9s7s4d2d Jh9c8c5c2c 
Qc8s6h5d3h AdQs8c4c3c Td5s5c4s2c QcJh4s2h2d 
KcJs6d3h2c QcJc4h4c2s 7s7h7c6h6c Js9h7s7c2d 
8s8d7d3d2s 8d7d6s6d2c Tc9d8s4h2d JsJh5h4h2h 
KsQd7d5h2d Jc9s9d7c2c Jh7d6d4c2c KdQh5s3h2h 
Ah7s7h5h2h QcJh4s2d2c 9d6c4c2s2d Qd9h5s4h3c 
QhQd7d2s2d KdQc7s4h3s Qd9s7h7c4c QdTs5d2h2c 
Kd8d6s4d3c KsJh7d5h2h 9s9c8s4h2d KdJd9h2d2c 
Qs9d8h8c3h Qd9s6c4h3h AdJd4d2s2h Qc6s5h4h4d 
8s7s7h6s2d AsJc6h4c3c 9d8d4h2h2c Qs7d6h4d2h 
KhJh7s4h3h Ks7d6c4c3h QcJs5h3s2s Qc7s5c3s2h 
8c6d5d2s2d Qh7s6c4s2c QhTc6d3s3d AsKs3s3d2s 
9d8s8d6d2d KsTc7c5c2h KcJh9h6s2h AcJs6h3h2s 
Jc9c6c4d3h 9d7s7d4c3d KdTc7h7d2d Jd5d5c3s2c 
QsJc5d3c2c 8c6s6d4h3s KhJc5h3h2s 8s7h6d3d2s 
AcJs9h4s2s Kc7c6s5h2c 9s7h6s6c2d Ac8c4s3d2h 
7d6h5s4d2d Js9d6c3s3h Kc8s7s3c2s Qh8c7s6d2h 
AcQsQhQdTh QsTs7h5d2s QcJc5c3h2d Kh9h7d5h2c 
Qd6d4c3s2c Js8c6d4h2s KcQd9d8d3d Tc7s6h3d3c 
Td8s8c7d2d Jc8c4h4c2h KhJh5s3h2d Js9d3s2d2c 
Tc5s4d4c2s 9s8h6c4s3d JhTc9h9d9c Qs9s8s3h2h 
KcJd8h8c3c ThTc6c2s2d Ah7h5h3c2d 9h8s4h4d2s 
AcTh8h4h2h KcQh7c3s3d Kh8h8c7h3d Qd7c5s4c2s 
Kc9c7h6s2c Jh6s6d5s3c Th9c8h4h2d Qh9d6c4s3c 
AdTs6c3s2c Qc6d5c2d2c 7h6s5h5c2d AhKd8s4c2c 
Qs9d6c5h2c 9c5d4h4d2c Ks9h8c7c2d KcJc6h4d2c 
Kc8s7d6h3s Kc9c6h4d3c Th9h8d4h2s Kd8h7s5c3h 
KdJh9h6s2h Kd8c5h4d3d 7h7d4d3h2h Kd9c8h4h2c 
AcQd7d6d2s AhQs8d6d2d Js6s6h2h2c Jc7s5c3d2d 
Js8h8d5h2h Js7s5d3h2h Kd8c6h4d3d 9d6c4d3c2h 
7h7d7c6h6c 7h6d5s2d2c Qc9h5d5c2s Qh9h7h5h5c 
6s4h4c2h2d Kc5s5c3d2h As6c5c3d2d QhTs7h5h2d 
QsJd8c7h3c 9h5s5d4h2s Jc9d3h3d2c Tc7h7d4s3c 
Qs9c8d5d2h 9d8h5s5c3h Kd9c4c3c2d QdJs8c7h2h 
AsTd9c4c2c QsTc8h2d2c Kd9h9d5d2c 7h6h4s3d3c 
AsQc9h7h2h TdTc6s4s3s Jd8d7h6c3d Qc8c4h4c3h 
Kh9h4c2s2c 9d8d6h6d3s Qc8s8c5c2d Kh9c8s6d3d 
KdJc9h3c2s Qd6s6h2s2h Th7h5s3d2s 7h7d4d3d2h 
Jc9c6c5d2s JdTc6s6h2c QcJc6d3s3c Ts9h8h2h2c 
7d7c6h2s2c Tc8c4d3h2d KdJs6h5c2c QdJd6c3s3d 
QsJc8h4s2s Jc6s5d4h2c Kd8d5d4s3h Kh8s8d7c4c 
As8h4c3s2d KhQs9s7s3s 9s8c5h5d3s Qd9d6s3d2s 
Qs6h5s2s2h KcTs5s4s2d KcQsQdQc5s Qd9h8c7h2s 
Ac9h8s5s2s Jh9h6c5h2s JcTc4s2h2c AhQd7d4s2c 
Qh7s7c6c2s Kc5d4h3h2d Td6c5h4s3h Js9c4c3c2s 
Qs9h5h4h4d 7h7d3s2s2d 8h7h6h4d3h AsJc8c6h2c 
Ks9c8d5d3h Ad9s6c5c3c Qc9h8s8d3d 9c8c5s5c3d 
AhQc9d4c2s Tc8h7s4d3s Ks9s7d5s2h Qh9s5s4s4d 
Qh7d6d5d3d JsTd4h4d2d JdJc6s6c2c KhQh8c4s3h 
Tc8s5c4c3h Jh9c6c4s3d QcJh5s3h2h Qs9s9c4d3s 
9d8h5s4c3s Th5d4s4h2d Qs8d7d5h3c 9d8h7c4s3c 
8d8c7d4s3d AhKd6d3d2c QdTs6c3h3c AdTd3s3d2c 
Qd9s7d3h2h KsQd8c6c3c Kh8h5h4d3c Js7d5d5c3h 
Qd7d5c4s4d Ks7d5h5c4d JhJd9s3s2c Ah8c6s4s4d 
QcJs8d7h2d Qs6s4c2d2c Js8d8c7h3c AsJd5d3h2c 
Jh7h7c2s2c Ks8s6d4s3h Jd9c4d3s2s AcKd9h6h2h 
KdJd8h5d2d Qh7c5s4s4d KcQh7d4s3d Kh9c5h4s4h 
Jd6d5h4d4c Qh8c4c2s2h Tc9c7h5c2s 8s7h5s4c2s 
Qd9s9c7s3s Th5h5c4c2c Kc8s4s2s2c Qd7s7c6s2c 
Kc9s8h2s2h 9h6d4d2h2c Js9c7s5d2s Qh9s7h3c2c 
Jc7c6c5s5c JhTs5c2d2c QsTc7c4c3c Kd9d7h5d2s 
Qh9d8c5d2s Qs8h8c6s2s 9d7h7c6c2s Jh9s8c6d2d 
9s7s6s3c2c KdQs8h4s4c Td8h8d4d2c Kc9c7s5c2h 
Ks7c4c3c2s 6s5h4d4c3s Jh9h5h5d4h Js9h7c3h2c 
9d8d6s6d3c AcJs5s3h2d 9s7d6s6c2h QcTs6s4h2s 
Ts8h5s3s2h Ts9s6h6c2s 7c6s6c4h2d QsJd4c2s2h 
Qs9h8c5c2c QhJh7s7d3h Ac9s8s7s3s JhJd6d4c2d 
9s9h4s3c2h Jd8d6c3c2h Jh7c5h3s2s AhJc6s3s2c 
Qc8s8d5h3d JsJd9d4d2d KsJd9c3d2h Ts8d7c4s3s 
Tc8h6h4s3h AsTd5h4d2c Qc9s9c4c3h Tc8c6s4h2c 
Jc7h7d4c3s AsTh9d4d2d QsTh7h6h2c Qh9h7h7c3s 
KsJd6h6d3d JdTd5s2d2c KdTc4s4h2d KsJs8s4h2d 
KcQh4d2s2h Qh8s5h5c3d Qc9h7d4s4c KhQh5s2h2c 
9h8c4h4c2h Qd9s5s4s4h Jd9c7h6s2d KdQc9c4h2s 
AcTh9d3s2h 8s8d7s6h2s 9s7s7c5s2d As9s5c4d2s 
Jd6c5h4s2d AhTd6c3d2c Jd9s4d3c2c KcTd7h5d2s 
KsTh8h5d2h 6h3h3c2d2c Qd6h5s4s4c QhJh4s3d2h 
Kd8c7h4d2s Td6s5h3s2h Ks5s5h3c2d KsJhJd7c2c 
AsKd6s6h6d Td6s6c3h3c Qh7h6d5s2c Td8s7h6h2h 
Js7h5h5c3d Qs8d7h5s3s Kd6s6c5s3s Jc7c5c4h3c 
QsJh5d3s2s Qs9d6h4c3c Ac8d7d6d3h Ts9c4s3s3h 
Ad9d4s3h2c AhQs7s4c2d Kc8s7s4h2h Jc7s5d3c2s 
Ad6d3h2s2c 8h8d3h3d2h Ts7s7d4c3s Th7h5c3d2c 
