KdQsJs8s3s 
Ac9d6s5d3h Tc6h4h4c3h 9h7c4d3d3c Kd9h7s7h2s 
Th7s7c4s2c Ks7s6c3d2d KhQh7h6s2c KsJc8c5d3c 
Kc9c8h5c3d Ad6s4d3h2c AsQd6s3s2h Td6d5s4c3h 
TdTc9s7h2h Qc5s5c3d3c Kd8h6c5s5c Js8h6c5h3d 
Td8d5h5c4d Kh9h7h4d2d Jd8h6h3h3d Qd9c5c4s2s 
9s7h5h5c3h TdTc6s6h2d 9d8s8d4h4d 8s7s6s4s4d 
QsJs4s4d3h Th9c5s5c4c Kh7s7c5c4c Qs4s4d2s2d 
9d9c7h6d2s QdTc4h4c3s KhJh8h5d3h Th6d5c4s3h 
AdJs8h4h3c Kd7s6d6c3d 9c7s5s5d3s Tc9c8s2h2d 
ThTd9s5c2c Jc7s7h6c2h JsJc8d6h2d AhJc5d4s2c 
Ts9h7d6d2c 9d8d7c6s2d Ac4c3d3c2d KsThTd7c2c 
KhJh8s7h2d 9s8c7d5h2h 7h5d4s3d2h 8d6s6d3s2c 
QhTs8s6s2s 9h7c6c4s4d QhTd5s5d3d KhQsTd3c2c 
Th8h6c5s3h 9s8h6c4d4c Kh6d5h4c2h Qs6s4h4c2c 
KdTh9c4h2s TsTc8h6h3h AcTc7c2s2d 9h7d6d4s4c 
QcJh8h7s2d 8c7h7d5c3c Jh9h6d3s2s AhJc8d6d3s 
AhQd6c3s3d AhJc9d5s2s AsTh9c6d2c Ts8h7h5h3d 
9s8d7c5h2c Kh9d9c5h3h AsQh8d4h3h KsTh6c2h2c 
Qd9c8h5d2d Ah5d4h4c2h Ks8h8c7d3s Kh8h7s7d3c 
Tc8s5d2s2d Td9h7c4c3c Qd8h4s4d3h Kc8h7s5s5d 
9h8h6d6c4h AsJh7d4c3c Tc7h5h5d4s JdTs4d4c2h 
TsTd4s3d2d 9c8h4s3s3c AdTc9h5h2h Td8s5d2s2d 
Kd8h6d4c2s QcJc9c5d2c 9s7h5s4s3c Kc8d6c4s2h 
9c8c7h6s2c Jh9s7c3c2h 7h7d4h4c3h Th6s6h5d4h 
Tc9c7h3c2h AsKsTs6s2s Qh9c8h5h2s 7s5d5c2h2d 
9s7d6d3s2d Ah9s6c4h3h 7c6s4d2s2c QdJs9h4s2c 
KsJh8h7c2d QsJc8c6h2c TsTc4s3c2c AhTs7d4d3d 
9s7c5s4s3h AcTc7h7c2c 9c7d6d2d2c KcQd9d8s3d 
9d8h5c4s4h 8c7h6c4d3c QsTc7h5s2d 9h5h4s4c3c 
JhJd8s7s3s Ks9h9d5s3s AhQd6h3h2c As8s6s5s3d 
Qd9h8h5c4h KsTh9s5s2s 8s5d4h2h2d Ah9d8s8d2c 
9h7d5h3s3h 8d8c6s2h2c Qs7c6h6d5c 9h8h6s4d4c 
8h8d7s6c2h Th7d5h4h3c Qc8h8c5d2s Ks5h4c3h3c 
KsQh8h6h3c Jc9d8h6c3c Ac6h6d5d3s Jh8h6d3h3d 
Td9h9c4s2d Th8d4h4d2d 7h5h5d4h2d As4s3s3c2c 
AhJc6c5d2s 7c6h4s4c2s 7d7c5h4d2s KcQc5c4h2c 
QcJd4c3h2s Qd5s4s4h3h QsJd6h5c2c Kc8s5s5h3h 
Kd7h6d3s2h Kc6h5d3s2c Ah9s6c5s3d 9c7d6c4h4c 
Td9c8d7d2d Kd9d9c4s4h QcJc9c7d2s Qc9h9c8d2c 
JhTh6s5h2c QhJs4h3h3c Qd6d5c4h4d Ts8c7c5c3h 
KsJd8d6h3c Qs8c4d3s3d 9c8d7h5s2h As5c3s2h2d 
QcJs5s5h2d Ks9h8d7h4c QdTc4h4d3d KdKc7h3s2h 
9c7d5h5c3c 9d7d5s4d3c Ts8d7d5d3h Kh7s4h4d2s 
KdJd7s4c2h Kc8c7d6s3c JsTs6d3s3c Th6s4s4h3s 
AdJs8h6c3h 8h7h6h4h4d 9s6s5s5c4h KdTs9c3h3c 
QsTh4s4d3s KdJd9d8h2d Kc8c6s3s3c 7s7c5h2s2d 
Ks7h7d6d4d 9c7h6c3h2d Ac7s5s5d3h 9d7h6s4d3d 
QcTs7d5c2h Jh7d4d3h3c Ad5d4s4d2h ThTc8c6c3c 
Kd9s8h7d3d KhTc9d5s2d 9h7d5d4s3d 9c6d5h4c3c 
JsTs6d3d2s 7s5c4c3d2s AcJd8s6s3h AhTs5s4c3d 
KsQd8d5d2c QsQd8h7c2c Kc9h6s5s3s AsThTd3c2d 
Tc8d6c4s3h QdJd9c7d2s Qs5d4d2s2c KhQd7h6s2h 
KhTd5h3s2c Js4s4h2h2d Qh9c8d5h2h Qh9h7d5h4h 
Jc8s5c4d3h KsQsJs8d2s 9s7s6c4h3s Qh8d5s3s3d 
Kd6d6c5d2s As4d4c3s2h 9d8c5h5c4c 9h9d8c6c3c 
Th9h7s3h2s 9d7s5d4d3h Js9d7d4s2s TsTh7d6h2c 
Th7c6c4s3c Ks8s6h3s3h AdJh9h9d9c Js7h6d4s4c 
Js9s7d4d2d Ks5c4h3h3c KsTh6h5h2d Tc9d6s3s3h 
Ac5h5c4d2c 9c7s6c4h4c Kd9d8s5h5d AdQd8s4d3d 
JcTd6h5h2s Jc9d8h5s2h Qh9s9c5s3s 8h8c7d6c2s 
JcTh7d7c2s Kh6s5d3h2c AsJd5h4c3c Jc8d6s6h4d 
KdTs8c5h2s 6h5d3s3h2s Ks9c8h7c4d ThTc8s5d2s 
KdTs9h5s2s KhJd8d5c3d KcQc8s2s2h AcTc9c7c2c 
Ts9c8c5c2h 9s9h7d6h2c Jc9h6h4c2h Jc8c5h3s2s 
Kd7c5c3d2d Td9s7d6d2h QdJc8s7c3c Ah5c4h3s2h 
Ks6c5d5c4h Jh9h8c6d3h Kc7d4s4c2d Qs9c7c5h4c 
9h8s8c6d2c 9c7d6c3d2h Jh9h8d6h4h JhTs8d3h2c 
Kd5s4h3s3h Td7d4h3h3d KcQsJd8d3d 8c7d6d4d3h 
7d5h5c2s2c 6s6d4s3d2d 9h8s8h5h2d 8c7d6s4d3d 
Kd8h8c5d2s JsTd4s4c2h 7s6h5d4s2c Qs9c7c5c3h 
Js7h6d5c3c Kd4c3d3c2h 9c8d7h5s2s Ks8c7h4d3s 
KcQd8d5d2h Kh9d7c3s3h Kc8h8d7s4h Ts9h8s7s3s 
Th8s8d6s3s QcJs9h4s2d Js9h5d3s3c AsKc7d6d2h 
KcJc7s4d2h 9s9c7s4d3s KhQd9s8c4c TsTd9h3s2s 
9h7c5c4s4c ThTc8h6h3h Qc8s4h3h3c 9d7c5s4d3d 
KsQh7s6c2s KdJd8d6s2h Qc9c8h5s2c AdQh6d3d2c 
Ts8s7c5d2h Ah9c8d6d4d Jd6c5d5c2d QsJd5h5d2c 
Qc9c8s4s2c Kh8s6h5d2h QdTs8s7h2s AdKd8h3d2c 
KdJd7h5s2d AdKd7h3d2c Ks9s8c2s2c Qc6c4s4h2s 
AdQs8d4d3d QsJc9d4d3d JsTd8s2s2h Js9c7s4c2c 
Ac9c8c4h2d QhJs6h4c2h QdJc5s3s3h KsTs9s5d2s 
Kd8h6d5d2c Kc9c8h2h2c AhKh9h5s2h KdQh9s4c2d 
JhTh6d5s2h KdTc8d4d2s Jc9s8h8d3c 9d7c6c5s2h 
Ts9s9h3d2c Kd6h6d3s3d Js7d4d3s3c AsJh8d6c3d 
QsJd9c4c3c Ac8h6s6h4h Jh9h8h7s4h Jc8d7s7h4d 
Qh9s8c6c2d ThTc7h4s3h AcTs8d4d3d KdTc8s5c3c 
QhTs9d7c2c AhKh8h8c2h AhTh7h7c2h Ah6s5d5c4s 
9h9c8d2s2d As8h4s3h2s Tc8s6d4c3c AdJc3s3c2s 
As7c5h5c3d Ts9d7s3d2d Ad6h6c4h2c Jc9h9d4s4h 
Th9d8h7h3h QcJd8s7d3d 9h6c5d3s3d Th7s6s5d3s 
Ks6d5h5d4c Qs9c6s6d2h 9d7d5h3s3c Ah6c4h3s2d 
9c7h6h4s4d Qs9c6s6h2d 9h8h7h6h3d Jd9c7h4h2c 
KsTs8d6s2s Kd6s6d4c2h QsQc9s3s2h QsTh8d8c2h 
Qh8c4d3h3d QcJs8h4d2s AcJc8c4d2c QsQh9s3s2c 
AhJs7d4c3c Tc9h7d4d3s Qs9h9d4d2h Th9h7d6h2s 
KdQs8h7s2c KhTc6c5s2d Jh9s7h3d2d KdQh8h6h3s 
Td6s5h4c3d Js9s5c4s4h AcKc8d3c2s Qd9h6s6h4c 
Jh8d7c5d3s Kh8s6c5d5c Tc6h5c4s4d KhQdQc7s2s 
AdQh8c4s2h 9d8s8d5d2h Ks8h8c5d5c 9h8s7h5h3h 
QdTs7c5d2h Th9h9d3c2s Td7d6s6h3c Qh9d8d5d4d 
Th7d5c4c2d Ah8s8c5s3d Jd9s5h4h3c KhTd6s2s2d 
Qc8h7c4d2d Qd9c5h5c4s 9h9d3h3d2h Td9d7h7d4d 
9h9c6s5d2s AcTc7s3c2h Jc9c5s5h4c TsTh8s5d2s 
Qd6c5s5d3h Ks9s9c4h3d Ah7h6h6c2d Ks6s6d5s2h 
9s7c6c5h2d KsJh9d4d3d Qh9h8s4s2h Jc8h7d3h3d 
QcTh7s5c2d QhTh8s5h3h KcTs8d5h2s Th6s5h3s3h 
Kd8d7h6s3d KdJc3h2h2c Qs9d8c6d3h Th7h6h6c3d 
Jd8s6c5s3h KdThTc7s2s Td8c5s2s2c 7s6d5h4h2c 
AsJd9h5c2c QcTs5d4d2h KhJh7c5h2s Js8h5s3h2c 
Ts7h5s4s4c AdQs7c3s3h Js8d7h3h3d Ac9h7s6d3d 
9d6d5h5d4s 9d9c8h5d2d Td9s7d3d3c QcTs7s2s2c 
Kc4s3s3c2h QdJc8c6h2c Ah7h6h6c2s Ks5h5c4d2s 
AdJh5d2d2c 9c8d7s7h4d KcTd6h5d2s 7s6d4h2s2d 
Ks8h8d6h4h Tc9c7s6c2d AhJh8h3c2s AsTc9d5h2h 
Th8h6d5c3h Ks5d4h3h3d Ts7h5s4s3d Qd9h7h5s4h 
AhKc9c3d2s Js9c7h3h2s Jh8s4c2s2h 9s8h6s6c3d 
Qh7s7h5s2h Th7d5d5c4s 9c5s4d3d3c 7d5s5h2h2c 
Ac7c6h6c2d QhJs6c4d2s AhKh7s3h2c Jh8s8d4d4c 
JcTc6s3s2c Th6h5s5h2s Kc7s7d6c3c KsTh5s3d2c 
Qh9c7c5s3c QcJs9s4s4h Qh8h6c5d3h 9h6h6d4d2d 
Qd8c7s2d2c AdTc8s3h3c KhTh9h5h4h KhQs8h4c3d 
9s7d6h4h3h QhJc8h7d3h AdJh6d4s2d Jd6s5h4d3c 
Tc9d8d5s2d Qc7s6s5d3s Jh9h7d3d2c Jh9d4s4d2h 
9h8s7h3d2s QsQc7h5h2d Js9d7s4d2d Qh8s5h4d4c 
Th9d6c3s3c KsQh8c5h3h 7d6h5s4c2d Td9h7d6d2c 
QhTs6c5d2c JhJc8c4s3c Qh8c6d4c2d Qd5d5c3s3d 
Jd9s8c6h3c JdTd6s5c2d 9h9d8h7s3h Kh9d7d3h2h 
Kd9h6d6c3d AsJs5s3d2h KdJc9s4c3c JdTs4s4c2h 
Td9h7h6h2s AsQc6s3s2h KhQhJh6c2h Jc7d7c6d2d 
AdKdTd6d2d TdTc9h3c2c 9d8h7h5h2s 9c7h6h4h3d 
KsTh6d2h2d Td9s6h5c2d QsJd8h4c2d Qs4s4c2s2c 
KdTs9h4c2s JdJc4c2h2c Jc6d5h5d2h QhJd8d7s2c 
9d5d4s4h3h Kd8s6d4d4c KdJd7h2s2h Jh9h5s4h4d 
Ad7d6c3h2s Jc9h9c6c3c Kc6c5c4s4d Kh9d8c6d4d 
KcQh9h8d3h QhTs7c4d3d AcJd3s3d2s Td8d5h4d4c 
8h7d5c4h2s 8d6c5c4h2c Ah7d6h3c2s Tc8h8d7h3s 
Th9c7c6c2d QdTs9c3h2c Jc7h6h6d2c Js9c5c4h4d 
Tc9s7c6c2d Qh9h7s3s3h AhTd8d4s2d KcJc8d6c2h 
AsJh9d5c2c Jc8h4d2h2c KhTd9s5c2s QhJc7s4d4c 
Th8s8d5c3d 9s6c5h5c4c KcQs7c6h2c JhTs6h6c2d 
Ad9c8h6h3s Ah8h6s6c2h Jc7c6h6d4c Qh7c4h3s3c 
9h8s7d6s2s 6h4s4c3d3c Kh7h6c3d2d Th9h9c3d2s 
KsJh6h4h4d Kd6d4s4h3c Kh8h7h4s2s KcQsJs8s3s 
Ks6c5h3d2s Jc8h4h4d3c KhJh4s3c2d Qd9s8h5s5c 
Ks8h4s4d2d KdQdJh8d3d Ah5c4h4d2h Tc8s5s3d2c 
Ks6s5s4d4c TdTc7h6c2s 8h7s7d4c3s Qd7s4d3s3h 
Ah9c8d5d3s 9h8c4h4d3c KdJs7c5d2d Jc9c8s6d3c 
AhJd5h2s2h 8h5h4s4h2s 6h5d5c2s2d KsJh5h4h2c 
Qc9s4d4c2s Tc9h8s3d3c Jd9d8d6h2c 9c8d5s5h4c 
Ts7c6c4h4d KcQs8h4d3c KcTs6h3d2c QcJh4c3d2s 
Td8h8c6c3c Td5h4d4c3h Jd8s8h4s4c Jc9c7s2s2h 
Kc8h6d4d2h Tc8c5s4h4c Th9c3h2d2c Jd6c5h5d4s 
9c8s7c6c2h JsTs6c5d2s Kd9d6h5d3d Ks8c6h5h5d 
Kd6c5s3h2d Td9c7s6h2s Th8s5s3c2h Jh7d5d4h2h 
9h8c7s7d4c Qs8h5h5d2d Kd9h8c6h3s 9s8s8h6c2s 
AdQs6s4c2h AhKh8s8h2h Th8h5s3c2s Th9s8h7h3h 
7s5d4h3s2h Qc8h8c5d3s JcTh5d3c2s 8s7s7h5d2c 
KsJh5d3h3c Qh9h8s5c2h 8h7c6h4d3h AsJs4h2s2c 
Qc7d6d5h3s Th8h6s3c2s QdTsTd6d2d 9s8c7s6s2d 
Th8s7h4d3c Jc8c5h2h2c As9s8s5h2s Kc9s6d5d3d 
AdTc8s4h2c QhJd6s4c2d As9d8c4c2d QdTh7s5d2c 
Jc9h6c3h2h AcQh8s4d2h AcTd8h5h2h 7h7c4c3s3c 
AsJh5c4d3d AcTs8h5h2h AhTs8c3s3d 9s8c7s5s2h 
AsTd8c6c2c Ad9h9c5c4c Qd9h9d8c2d AdQh7h6h3h 
Td7s5d4d4c Th8d6c4h3h 7c6c5c4s4c QdTs8s7c2s 
KhJh7c2d2c 9s9d3s3d2d AhQc9d2s2c Tc8s6d4c2h 
Ac8h7s5s3s Kh8d4h4c2d KcJh3d2h2d KcQd8s7d2h 
Qd8d6c3s2s Kd7s7c5s4s Js9s7d3d2h Ks8c4s4h2c 
9s8h7s4s2h Th9h9c8h2h 8h7h6h5h2s AcJd8s4h3s 
QhJc6s4d2c AhQc9s2d2c KcQs8s6s3h QsTh6h4d2c 
QhJh9s7h2d 9s7c6d3d2s Td6s4s4d3d Ac5d5c4s2c 
9h8d7c5s2c Jd9h6d4h2d 9h6s5c3d3c Tc5h4d3d3c 
Ts7d7c2s2d 9s8c7h7d4c Jh8d5s4h2c Jh7s7h5h4h 
Th7d7c6c3c Kh7c4s4h2c Qc7d5h5c2d KhJs8s5s3c 
AcJh8h6d3h TsTc6s5h2d KcQh6d4h2h QsTc4s4h3s 
Ad9c8c3h2h Qd9h9d4c3s AsQh7h6d2c Jc7h7c4h2s 
Jd9h7h4d2d Th6s6h5c4h Qh5c4h3c2h 9h7d4c3d3c 
8h5h4h4c2c KcJh7c4s2d JsTc5h3s2d AcKc9c3h2s 
KsQh8d5s2s QhJs8s6d2s AsTh5d4h3c Kd6s6d5d2h 
AsQh7h6c2d Ks7c5h5c4d Td9d7s6d2h Ah8d8c5c3s 
Ts8c4s4c2c JcTc6c5c3c Qd7c5s5d2c 8c7s7h6s3s 
JcTc6s3h3c ThTc8s5s2s Js9d7c3c2s KhTc8s2h2d 
Kh9s9c5d2h KsTd8s4s2c JsTc6s5s2h KdQs6s6c3s 
Ah9s9c4s4d KhJs9c4c3c KsTd9h4c2d KsQd8d6d3c 
Ts8s5h4s4c Qd8d6h5s3d KdJh9c4c3c AdKh9d6d2d 
KdTc6h5s2c Ks9d9c7c3h 9h6d5s4h3h Kh9h9d8h2s 
QsTh5h5c3h KsJd8h5d2c AhKsKhKc7h AcQh7c2s2d 
Qc8h4s4c3h AsJc5d4h3h Kc7s5d4s3h Qd8h7d5s5d 
QdTd6s3d3c Js9d5c4h4d Jh9d6h3d2d Kh7h6c3s2s 
8s6c4s2s2c Qs9s8c5h2s AhKhKdKc7h AcKd7s3c2c 
Tc9c8c7c3d Qs9c8d6d2h Ts8s8d5h2c Qd9d8h8d2c 
Ks5d5c4d2c JcTd6c5c2s 9s6h6c4s2c Kh6h4s4d3c 
AcJc4s2d2c Jc9h8c3h2c Jh7s5h4s2s Ah6s6d5s3c 
QdJd9d7h2s QsJd9c7h2d Ks9h6c5c3c KsTh5c2s2d 
AhJc8s3d3c Ts9d8d5h2d AhQs6c3s3d Qc7s6h6d5s 
Ac9s9h4h4d 9s9d8c2h2c JhJd7c3c2h Td9d7s7c3d 
Qh9s7d5d5c Qh9s7s5c4s KdQd6h3s2c Th9h8s5h3h 
Ks8d4s4c2d As5h4s3c2s QcJc7s3s2d Jh7h6s6h5h 
AhQc6s3d3c QcJc8h7s3c Ad7d4s4c3d JhJd9h6h2h 
AsQs9h3s2c Tc8h8d7s2c Ks9h9c5d2s Jh9c6h3c2c 
9c7s7c3d3c Jd6d5s4h4c 9s7c5c4c3d JdTc7h5h2s 
AsTh8d4d3d Td9h7s6c2s AsTh8d5d2d AdJd8c6d2d 
KsQs7s7d4s QsJc5h3h3d 9h7h4h4c3c Kh8s8c5d4c 
AhQd5d3s2c QcJc9s6d2c 8d6d6c3s2s 9d8d8c6s2d 
Jd8s5d3s2h 8c7c6c4h4c Jh9c5s4d4c KdJc9h8h3h 
QcTs9h7d2d Ah9d9c5d4d 8h8c7c2s2d Ac9s6s6d2d 
AdTs5c4s3h Ah8c7d5c3c 8h7s7d5h3h Ah4s4d3h2c 
Th9h7s6h2c 9s8s7h5s2d Jd7s4h3h3d KcQcJs8c3c 
Ks8h4s3h3c Th7c5s5c4d QdTh9s4s2s Kh6s5c3d2h 
7s5h5d2d2c 6s6h4h3s2s Qh9h5s2s2h AdTc5c4h3s 
9s6s5s5d3h Jc9c6s3d2d QcTdTc6c2c Js9s8c6d3s 
Ts9c7c6c2h AhKh8h8d2h KdQh7d4s2c Ks9h8s3s3h 
JcTh8c2s2c 8c7c6h6d3s Qd9s8h8c2d JcTc9c6s2c 
JdTd6c5h2d Js9c6s3c2c Qc9s9h7d3s Qd8h8d5s2c 
9s8c6s6d3h Qc8d6d5s3h 8h8c7h2s2d Qd7h5d5c2h 
Kh9c6d5d3s 8s8d7d2h2c 9h9c7h5h2s 8c4s4c2s2h 
QsJc6h5d2d QsTh6d4d2c KsTs4h3d3c AhTc9s6d2s 
Ts9s7s6d2h QcTh5s5h3h TsTd8s6s3s 9h8c7c5c2d 
AsJc9h7h2h QcTs7s6h2d Ts8d6h5c3h KdQh8c4s3d 
Td8h5h3s2d KdTc9h4s2c AhJs8s6c3s Qs9c5d5c4h 
KsQs8c5s2h Ac7d7c4c2s Qs9h7h5h3d KhTd8c6d2d 
Qd9h8s6s2c QcJd8h8d3s Ah9s9d4s4c Td9h7c6s2c 
Td9c6h5s2d QsTc9d3d2h KhJc5c4c2d 9s7s6s5c2h 
AcJd4s4d3h 9s7d5h3h3c KcTd9s4d2h KsJs4c3h2d 
Kh5s4c3s3c Jc7h5h4c2c Kc9s7h7c3c 7c5h5d2s2h 
Th7h6c4h2c AhQh9h3c2d KhJh8s6h2c KcTh8h6h2s 
9h7h5h4s3c Qs9h7d5d5c Qd8h4s4d3s AhQs6s4c2d 
QsTd9h3h2c 9c8d7s5h2s Qh8s6h6d3c 6s4d4c3h3c 
Ts8s7d5c2h JcTh9h3h2h Kc9d6d3c2c 7s5h4c3h2s 
TdTc8d6d3d Qc9c8h5c2d KsTh8c6h2h KdTh8d4d2c 
KcJh9h4d3h Kd9c6h5h3s KcQh7c6s2c Kh7s5d4s3c 
Ts8d8c6c3c Kc9s9d7s4s AdQs5c3h3c Td6d5s5d2s 
Td9c5s4h3s KdQh9s4d4c AdTh6h4c3s QsQh9d4c2d 
9c7s6h4h3h 9d6s5s5h4s 9d8c7c5c2s Kc9d6s5s3s 
KcQd9s4h2c 9s9c8c2h2c Td8s6c4d3d 9s6s4s4d3d 
JsTs6d6c2h 7s7c5c2h2d As8d6h6d4d Td9d5s3s2s 
Th7c6d4s4d Qd8h7d4s2s Kc5d4h3h3d Js9s8s6c2h 
KcQc9c7h4c 9c7s5s5h3s KsQh9c8d4c Qd9h8c6c2s 
Th8s7d5c3c Jc9s7d4d2s Ts7d5c4c2d 8s6d5d4c2d 
As7h7c4h2c 6d6c5s4h2c AcQc9h3c2d QcJh5d3s3d 
9c8d6h6c3s Ah7s7c6d3s Jd9h6d3c2h KhJs9d8d3d 
JhJd8s5s2s AcTh8d4d3d KcQs8c4d3h KcTc9c5c4c 
As6d5s2s2h KdQdJc8d3d AhTs9d5d2d Ts8h4s4h2h 
8d7c5s4d2h Jd6c5s5d4h Jc4s4d2s2c AsKsKhKc7s 
JcTc6d3d2c 7s7h4h3d3c Jc9s9h2h2d QsJd8d8c3h 
Kc6h5h5d4s KhQh8d2s2d TsTc5h5c2d AcJc8c4h2c 
9h6s5c4c3c AcJc8s6c3c TdTc9s4h2h Qs9d8h6c3h 
9h8c4d3h3c KhQd8h4s3c ThTc8s5h2h AcQh6c3c2s 
Qc9c7s7h4d KsQs6d5s2s Js7s5s4h2h KcJc4s3d2h 
Qd5c4c2h2d QhJd6c4s2d Td6h5h5d2h Ah6s6c4c2s 
Kh9d8h5s5h 6s5h3s3h2d Qh8d6s6d4d AdJh4h4c3s 
Th9h8h7c3h 8s7c6h4c3c Th8s7s5d3s Ts6h5s4d4c 
Qs9c7s7h3d QhJd5c2s2h Ah7c6d4h2h QcJh6s4d2h 
AdKh4d3d2d KdQdTd7d3d Js9h8c5d2c 9h8h7s6d2h 
Jc7s6s6d2c AsKc9s6s2s QhJh8h5h2d AdTs8s4h2s 
Ks8s7s4c2c AcKh5s3d2d 9s7h5h4c3h Ks8s7s6s4s 
9h9c8c2s2c QcTd6s5s2h AhTd6d4c3s KcTh9d5s2d 
QhTs7s2s2h QhTc5d4d2s Jh9c5s3h3d Qc9c8s5c2h 
Kh9s9h8h3c AsTd8h4c2d Kh7c4h4d2c KsQd6c4d2d 
Jd9s5h3d3c QhTd7h5s2c Js7c6h6d4h AdKd8c3d2h 
AhQh9h6h2d Tc8s7s3d2c AdQc8h6s3s Td9h9d3c2s 
7h5s4c3c2s Jh9d5d4s4c Qh9d9c7s3d Jc8c5s4h2d 
AhJs9c7c2c Ks6c5s4s3s QhQc9d7s2s Qd9h7c5s5c 
Qc7d6s6h5d 7s7c6h3c2h 9d7d6h6d4d 9s7d6d6c3d 
Th6s5d4h3c 7s6s5s4s4c Qh9d8d6d3c KcTh8s8h2d 
Kc9h7h5h3d Td9s7h6c2h QhTc9h5h2h Ks8c6s3c2c 
KsTsTh3s2d Ks8c6d5s2s Ts9d5d4h3c Kh6s6h3h3d 
Qh9s8h7c2d KdQd5d3c2h 7c5d4h3c2h 6s5s5d4h3c 
Jd9c8d3c2d KdQdJs8d3d Tc9d7c6c2h ThTd5s5h2c 
Ad9s9c8h3h 8c6s4c2s2c JsTd5h3s2c AhJd8c4s3c 
Qd7c6h5s3s Qh8c4h4d3c As9s8s5d2s Js9d9c2h2c 
KdQc7d4h2s QcTc9c5c2s JhTs7d5h2h Qh6h5s4h4c 
KdTc9h4c2s AsKh9h3d2c AcTs7h3h2s QhTc8c7s2c 
Jc8c5h4d2s AcQh9s7s2d QsJs9d3s3h Qc8s5c3s2d 
Ah9h8d4s2h 9c7h6c4d4c Qh9d5d4c2c 8s8c7h6c2d 
QcTd6c3h3c AhQc7c6d2s KcQh9h8s3h Qh9h5d3d2h 
9h6h6d5s3h KdTd9d5c2d QhJc8c7s2d JsTc8s2s2d 
Kd9s6c5c3h Qs8d8c7c4h Tc9c8s7c2c Jh9d5s4d4c 
Kd7h5h5c4s Tc7s7d5c3h 6h5s5d2s2c Td8s8c7s2h 
9h9d8h7c3h AsQd7d6h2c Qc5s4s4h3h Jd7s7c6d2s 
JdTh6d6c2s Qc6h5h3c2h 7c5s4h3c2h Jh8d5h3d2c 
KsJhJd6d2d AdTh8h3s3c Ah7s5d4s3c KdQd7d6h2s 
Qc7d7c5c2d QhQd7c4s2d Jd6s6d4s2h Js9s6d4c3h 
QhTc6c4d2s Qs9c5h5c4d Kd9h9d8d2s Js6s5c3c2d 
KdJc9c6c3c JcTs7h7c2d Js8d8c4h4c AsThTc6d2c 
QhQc9d4d2s KhQhJh8h4h KcQd4c2s2h AcJc5c3d2s 
QdJd9d7c2s Th8d6c4h3s TsTd4h4c3d AcQd8h4d3d 
Td8s7s3c2d Qd9s8c5s5h QhQc9s7s2s Th9d7h3d2d 
JhJd9d6d2d QdTc6h5h2s Jh8h5d4c2s QsJs9h7s3s 
Td9c7d3h3d 9d8s5s5c4s KhJh8h8d4h Tc6c4s4c3s 
Jc9d7h4s4c Ts7c6c5h5c Td8c6c4h3s Qc7h5d5c2h 
AdTd9h4d2d Ad7d6s3h2c JhJd5h4h2s QdJsJdJc9c 
Jc9s5h5d3d Jc7s5s4h3d Td8s8c7c3h KcQc5s2h2d 
Js6s6d4h2d 9d8h6s3s2h KdQsTh3c2c KcQd9d7h2s 
QsQc9s7s2s Jh8h5c3d2d 9s7c5s3s3d 9h8c5d5c4c 
Jh7c6s6d5c Jh8s5d4h2c Kd9d8c5d3s 9h9d8c5d2d 
Th8s8c7c2d Kh7h4s4h3s Js7s7d5s4s Kc8h5h5d3d 
9h7d6d5c2s JdTd7s4d2h Td7s7c2s2d As7h7c4c2h 
9d7c5c4s3c 8s7h5c4s2d Kc9s7s5s3d 8d8c7c2s2h 
QcTs6h5d2h 8s7h7c6h3h Tc9d7c3h3c 9s7c6c5c2d 
9h8h8c5h2d Ac8d7c3h2s Qd9h8s5d2d Jd9s5c3h3d 
Qd9h5h4c2c AdTd7h3d2c ThTc5h5d2s 9s7c6h6d3c 
9s9d8s2s2c Tc5d4h4c3d Kc8s8h5h5d Th9c7s6s2d 
7s7c6d3c2d Qc9d5d4h2h KdTsTc7s2s Js9h4s4d2h 
KcJc7d5c2h Qc9c5c4d3s 9d7c6c2d2c 9d7c6h3s3d 
Td9d8s2h2c QhTh6d3h3c AhJh8h3d2c JhTc8h2h2d 
Qc9c7h3h3c Jd8c5h3c2d QdTc6c4h2s JdTd8d6h2d 
TsTd5s5h2c KdTs8d4d2h KdQs8d4c3h Ad6s6h5h3c 
Kh7s6h6d3h JdTc4s4c2h Kc9h8d5h4s Tc7d6d5s3d 
9d8c7c5c2h AdTh6c5h3h KsTd9h5d2d Qc9h8c7d2s 
AcQd8s7s2s 7d6s5s5c3s KhJh9h5h2c 7s6c5h4d2d 
Td9d7s6d2c AhKh7c3h2s Jc8d4h4c2h 6d5h3d3c2c 
Jd9s8h8c3c 8d7h7c6h3h Ac9h6s4c3c QcJh7d4s4h 
Tc9h5s5h4h Kd6d5c3h2s AsTh7c4c3c Tc9c5c4s4h 
Kh9c8s7h3h Qc9s8d6d2h Kd9d8d6d4c JhTh7c4h2d 
Td9h5s4c3s QcTc6d3h3c KcQs9h3d2c Jc7c5s4s2s 
6d6c5s4h2d 8d7d6d5d2s QdTs6s4h2c Kc9h9d6s4s 
9c8h7h6h3h Tc6c5d4s3h AsQs9d3s2c Ad5d4s4d2c 
